-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
0.0014441+0.00078015i,0.00114+7.582e-05i,0.0019299-0.00037351i,0.0020103-0.00090871i,0.0006113-0.0013205i,-0.0002039-0.0014137i,-0.00028177-0.00084466i,-0.00021061+1.924e-05i,0.00043883+0.00075552i,0.0010004+0.0010281i,0.00054125+0.00011894i,8.8829e-06+0.00052568i,-4.8299e-05+0.0016742i,0.00019943+0.00096281i,0.0015307+0.0011415i,0.0017557+0.0013693i,0.0010148+0.0010651i,0.00086503+0.00084983i,0.00051352+0.00055321i,-0.00010807+0.00055716i,2.0337e-05+0.00040711i,0.0002386+0.00063225i,-9.7716e-05+0.00090151i
0.00060067-1.877e-06i,0.0011311-0.00061412i,0.0023268-0.00097098i,0.0032827-0.0015073i,0.0027791-0.0011526i,0.00061857-0.0015727i,-0.0011821-0.0014279i,-0.0016242-0.0002496i,-0.0010222+0.00015042i,-4.3032e-05+0.00025862i,0.00047128+0.00064387i,2.7005e-05+0.00093638i,-0.00068826+0.00083033i,-0.00083741+0.0003934i,-0.0002001+0.00055846i,9.0475e-05+0.0013176i,0.00025536+0.00094811i,0.00034366+0.00021529i,0.00027883+0.00042059i,-0.00052355-4.7467e-05i,-0.00026815-0.00060521i,0.0006038-7.8467e-05i,0.00026183+0.0001168i
0.0004204-0.00066447i,0.001034-0.00045047i,0.0022527-0.00021944i,0.0023702-0.0004808i,0.0015458-0.00034655i,0.0010474-0.0001444i,-3.0267e-05+8.4992e-05i,-0.00037514+0.00027266i,-0.00070881+0.00088907i,-0.00033888+0.0015176i,0.00047882+0.0012344i,-0.00061157+0.00066462i,-0.0016465-0.00053947i,-0.0013808-0.00096439i,-0.00080159-0.00046059i,-8.9755e-05-0.00014695i,0.00035516-0.00045175i,0.00040042-0.00020774i,0.00034539+0.00010446i,0.00024543-0.00024199i,-0.00026463-0.00033659i,-0.00053532-0.00037569i,-0.00076222+0.00013305i
0.0010775-0.00035194i,0.0019844+0.00026828i,0.0027776-0.00016148i,0.0026444-0.00094571i,0.0010803-0.00099235i,-0.00084684+0.00031206i,-0.0013602+0.00089344i,-0.0011661+0.00033844i,-0.00086439-0.00029264i,-0.00021103+4.5105e-05i,0.00080897-0.00032287i,0.00075823-0.00053307i,6.3061e-06+8.0739e-05i,0.00030332+0.00060963i,0.00019129+0.00085174i,0.00042019+0.00028722i,0.00044464+0.00012469i,-0.00061217-0.00017195i,-0.00039366-0.00082538i,0.00028478-0.00073014i,-8.1121e-05-0.00030991i,-0.000162-0.00043519i,-0.00055401-0.00080082i
0.0016009-0.00070567i,0.0022721-0.00080494i,0.0027635-0.0013376i,0.0017248-0.0021698i,0.00047907-0.0019421i,0.00083543-0.00061824i,0.00064658-0.00030928i,-0.00060186-0.00016392i,-0.00036825+0.00073959i,-4.6969e-06+0.0007582i,-0.00012612+6.169e-05i,-0.0003001-0.00021486i,0.00012388-7.0801e-05i,0.00077938+0.00016709i,0.00044764+1.5294e-05i,-0.00034045-9.6672e-05i,-0.00026331-0.00047292i,0.00033024-0.00069987i,8.3942e-05-0.00030848i,-0.00044743-0.00018719i,-5.8667e-05+5.6466e-05i,0.00055171-0.00012971i,0.0008704-0.00035624i
3.5974e-05+0.0019332i,-1.7989e-05+0.00032768i,0.0024715+0.00014161i,0.0040101-0.00025247i,0.0026495-0.0008245i,0.00044466-0.0013809i,-0.00034077-0.0015264i,-0.00061845-0.00037597i,-0.00052707+0.0010907i,0.00054371+0.0016173i,0.00094798+0.00094554i,0.00055993+8.1965e-05i,-0.00033084-0.00034877i,-0.00036854-0.00042362i,0.00020827-0.00023209i,0.00034939+0.00061701i,0.00032582+0.0015264i,0.00056793+0.0015818i,0.00042893+0.00096708i,0.00024541+0.00014059i,8.4977e-05-0.00018994i,0.00021539-0.00021536i,0.00038222-0.00041377i
0.00026924-0.0003963i,0.0013417-0.0013946i,0.0018639-0.0021363i,0.0020402-0.00094753i,0.0016747+4.2476e-05i,0.00095016+0.00033447i,0.00059613+0.00053465i,-0.00017475+0.00065879i,-0.0010934+0.00094868i,-0.0010903+0.0010127i,-0.00032477+0.00068786i,0.00025548+0.00031764i,0.00048592+0.00040726i,0.00064845+0.00033997i,0.00024121+0.00031504i,8.3013e-05+0.0010065i,0.00065749+0.0013433i,0.00045447+0.00063888i,7.7831e-05+0.00012109i,-0.0002688+0.00054593i,-0.00044008+0.00019557i,-0.0002966-0.00039283i,-0.00024521-0.00030979i
2.5487e-05-0.00097211i,0.0011821-0.0017071i,0.0022466-0.0020082i,0.0025698-0.0019616i,0.0016936-0.0011895i,0.00077168-0.00022263i,-9.7816e-05+0.00021848i,-0.0013956+5.1222e-05i,-0.0017498+0.00018241i,-0.00095836+0.00086945i,0.00030709+0.0014707i,0.00081396+0.0011994i,0.00079764+0.00066531i,0.00032595+0.00030562i,0.00031845+0.00062807i,0.00032721+0.00078173i,-0.0002079+0.00078693i,-0.00046324+0.00033999i,1.427e-06+0.00037188i,0.00031306+0.00028523i,-0.00088884-5.9848e-05i,-0.0014369+0.00018142i,-0.00070859+7.8503e-05i
0.0016942+0.0010151i,0.00075984-9.7217e-05i,0.0017077-0.001038i,0.0017285-0.0019622i,0.0012497-0.0014938i,0.00095556-0.00079574i,1.6141e-05-0.0013845i,-0.00093467-0.00074226i,-0.00095373+0.00038389i,0.00016714+0.00096756i,0.00068155+0.0010501i,0.00078943+0.00080676i,0.0002554+0.00071959i,-4.0746e-05+0.0014965i,-2.8102e-05+0.0013795i,-0.00055703+0.00056571i,-0.00072527+0.00043473i,-0.00056409+0.00059208i,-0.00055154+0.00026553i,-0.00022788-0.00011177i,-0.00016526-0.00033924i,-0.00016907-0.00022738i,0.00019608-9.3734e-05i
0.0019103-0.00088295i,0.0032376-0.0010831i,0.0045252-0.0010019i,0.0036644-0.00013816i,0.0024389+0.00060969i,0.0021278+0.00058197i,0.0013553+0.00020505i,0.00036822+0.00023225i,-3.9167e-05+0.00098354i,0.00016087+0.0010782i,-0.00017414+0.00064303i,-0.00081896+0.00047011i,-0.00061391-0.00013674i,-0.00030465-0.00063013i,0.00028399-0.00052426i,0.00090739-0.0010903i,0.0011589-0.0010241i,0.0014354-0.00014685i,0.0016388-0.00052654i,0.0011808-0.00063836i,0.00032671-0.00052044i,-0.00046932-0.00057554i,-0.00034985+0.00022531i
-0.0006004+0.00060387i,0.00017634-0.00010409i,0.0014797-0.0014798i,0.0019597-0.0020112i,0.0022786-0.00093205i,0.001296-0.00023888i,-0.00011073+1.6799e-05i,-0.0007063+0.00047442i,-0.00033863+0.0012479i,0.00042224+0.00096235i,0.00084707+0.00011353i,0.00056054+0.0003476i,9.8107e-05+0.00049578i,-8.1454e-05+0.00016712i,0.00020807+0.00011585i,8.8826e-05+7.6279e-05i,0.00012846+0.00040433i,6.5431e-06+0.00086133i,0.00015856+0.00064122i,0.00038415+0.00013742i,0.00032658-9.1034e-06i,0.00019243+0.00022663i,-9.6849e-05+0.00052206i
0.00087229+0.00021376i,0.0012266-0.00014875i,0.0026644-0.00067191i,0.0024544-0.00060839i,0.0005035-0.001132i,-0.00059306-0.0018812i,-0.00073536-0.0017053i,-0.0011095-0.0010117i,-0.00066718+0.00095143i,-0.00018071+0.0019214i,-0.00031358+0.00076493i,-0.00050104+5.0751e-05i,-0.0012912+0.00054534i,-0.0010895+0.00064309i,8.4061e-06+0.00087643i,4.0301e-05+0.001341i,-0.00043086+0.00076185i,-0.00090981-4.8798e-05i,-0.0012415-0.00017591i,-0.0011361+5.1694e-05i,-0.00071914+0.00021695i,-0.0003202+0.00034735i,-0.00024397+4.607e-05i
0.0017335+0.00089761i,0.0015332+0.00020898i,0.0021759-0.0011938i,0.0023956-0.0026445i,0.0010528-0.0033231i,-0.00039097-0.001729i,-0.0012468-0.00017489i,-0.0015022+0.00011838i,-0.00065573-0.00015178i,0.00087449+0.00015453i,0.00075659+0.00026017i,0.00015916+0.00010627i,0.00070097+0.00051508i,0.0010959+0.00053789i,0.0012574+0.00013287i,0.00097748+0.00010274i,0.00018907+0.00067921i,-4.4853e-07+0.00070912i,-0.00013015+8.7295e-05i,-0.0002387+9.6665e-05i,0.00020459+0.00031364i,0.00073284-3.5663e-05i,0.00052302-4.4069e-05i
0.00098329+0.0014504i,0.001925+0.00063708i,0.0023957-0.00048503i,0.002954-0.0008144i,0.0034734-0.00026908i,0.0017698+8.0734e-05i,-0.00018345-0.00027692i,-0.0006395-0.00032549i,-0.00048848-0.00013264i,-0.00033177-0.00025612i,-0.00026315-0.00071316i,-0.00051608-0.00072222i,-0.00015102-3.5076e-05i,0.00016476+0.00059965i,0.00014648+0.00052001i,0.00030688+0.00056318i,-5.215e-05+0.00073444i,-0.00039073+0.0010155i,-0.00067301+0.0011318i,-0.00060163+0.00013088i,0.00044877-0.0009904i,0.00095465-0.0010507i,0.00083134-0.00098485i
-0.00041414-0.00050359i,0.00096607-0.0019509i,0.0018641-0.0014578i,0.0014934-0.00035755i,0.00093563+0.0001712i,0.0012212+0.00035351i,0.0012346+0.0002226i,0.00058901+0.0009888i,-0.00030707+0.0017429i,-0.00057968+0.0018431i,-0.00027194+0.0014954i,-7.4126e-05+0.00063857i,0.00012203-0.00057668i,6.7254e-05-0.0005227i,8.7986e-05-0.00027476i,4.6687e-05-0.00013369i,0.00021745+0.00063856i,-6.6653e-05+0.00075427i,0.00022949+0.00037227i,0.00061894-0.00028214i,0.00076454-0.00046643i,0.00054751-0.00018879i,-0.00041985+0.00017755i
0.00053787+0.00077574i,0.0012478+0.00047118i,0.0019933-0.00078083i,0.0020799-0.0017285i,0.002396-0.0017979i,0.00098027-0.00094555i,-0.00062139-0.00023164i,-0.0006417+4.8457e-05i,9.838e-05+0.00016138i,0.00072163+0.00066218i,0.00064364+0.0010387i,-0.00024957+0.00075054i,-0.00069731+0.00076939i,-0.00032855+0.00098681i,0.00037284+0.00087735i,0.00046023+0.0003139i,0.00066877-0.0006477i,0.00079365-0.00087437i,-0.00015946-0.00079313i,-0.00041819-0.00055626i,-0.00015516-0.00045107i,-2.7514e-05-0.00072506i,0.00012166-0.00045719i
-0.00028472+0.0015231i,0.00050279+0.0014089i,0.0018424+0.0011874i,0.0028687+0.00014664i,0.0030818-0.00044996i,0.0020656-0.00064731i,-0.00017905-0.00027101i,-0.0020115-0.00045665i,-0.001732-0.0001984i,-0.0005809+0.00042497i,4.9357e-05-0.00012823i,-0.00036074+8.6048e-05i,-0.00023725+0.00082548i,-0.00025675+0.00087807i,-0.00011795+0.0010466i,0.00079603+0.0011239i,0.0007375+0.00057611i,0.00022191+0.00044315i,-7.7681e-05+0.0005852i,-9.8639e-05+0.0004865i,0.00017217+6.6714e-05i,0.00069813+0.00011698i,0.00072176-9.3171e-05i
-0.00034908-0.0006832i,0.00054298-0.00069468i,0.0015379-7.4985e-06i,0.0014911-0.00026984i,0.00117-0.00085748i,0.0012042-0.0010539i,0.00060475-0.00038299i,-0.00043632+0.00042512i,2.1325e-05+0.00075011i,0.00073725+0.0012067i,0.00051349+0.00064107i,-0.00015237+9.354e-05i,-0.00086345-4.4493e-05i,-0.00040984+3.1146e-06i,0.00062948-0.0004441i,0.00043182-0.00020803i,0.00038871+0.00072738i,-0.00023634+0.00089037i,-0.0012092+0.0005815i,-0.00081921+0.0003089i,-0.00047968+0.00028538i,-0.00031814+0.000193i,-8.2096e-05-0.000177i
-0.00063785-0.00029296i,0.0013372-0.00033488i,0.0026607-4.5791e-05i,0.0031256+0.00018008i,0.0029649+0.00036296i,0.0020044+0.00026387i,0.0012135-0.00059731i,0.00056664-0.001212i,-0.0012167-0.00022264i,-0.0012462+0.00069333i,0.0010658+0.00089719i,0.0020631+0.00094113i,0.0010628+0.0009483i,8.8729e-05+0.00047591i,0.00020643-0.0001122i,0.00049392+0.00029086i,-0.00010215+0.00033514i,-9.1852e-05+0.00057475i,-0.00050989+0.00029934i,-0.00067433-0.00065493i,0.00028553-0.00078506i,0.00082351-0.00071438i,0.0001621-0.00070741i
0.00098481-0.00033079i,0.0017289-0.00046895i,0.0021694-0.00070115i,0.0017876-0.0018419i,0.0010439-0.0021464i,0.00056713-0.0006285i,0.00016421+0.0004229i,-0.00062819+0.00069371i,-0.0010746+0.0014186i,-0.00025349+0.002033i,2.4955e-05+0.001351i,7.8581e-05+0.00095417i,0.00034166+0.0012378i,0.0001378+0.0009977i,0.00058132+0.00099893i,0.00055655+0.0010023i,0.0001466+0.00069742i,0.000466+0.00030244i,0.00049484-0.00033006i,0.00043647+0.00036043i,0.0010132+0.0010605i,0.001051+0.00049438i,3.5447e-05-6.5773e-05i
0.00024606-0.0023154i,0.00083828-0.0023278i,0.0017146-0.0024388i,0.0021047-0.0027171i,0.0019176-0.0013726i,0.001556-7.336e-05i,0.00026505+0.00042754i,-0.0012425+0.00064619i,-0.00099681+0.0004844i,-0.00047927+0.00049397i,4.3888e-05+0.00057408i,0.00031048+0.00027505i,0.00017241+0.00052282i,0.00048867+0.0003641i,0.00090887-0.00019697i,0.00064338+6.2504e-05i,-4.5685e-05+0.00048812i,-0.00043841-7.3183e-05i,-0.00053796-0.00090524i,-0.00021422-0.00096655i,0.0002842-0.00082473i,0.0009081-0.00069421i,0.001134-0.00022155i
0.0012447-3.5323e-05i,0.0014241-0.0005552i,0.0011698-0.0014253i,0.0015417-0.001884i,0.0010069-0.0010867i,0.00032095-0.00020585i,1.7013e-05+0.00033047i,-0.0011169+0.00070833i,-0.0016051+0.0004139i,-0.00079643+0.00031126i,3.9154e-05+0.000808i,-7.269e-05+0.001202i,-0.00046453+0.00091593i,-0.00033583+0.00046512i,0.00017572-1.3276e-05i,0.00058055-0.00024818i,0.00034169-0.0002406i,0.00017977-0.00040919i,-0.00031997-0.00061457i,-0.00083898-0.0010255i,-5.893e-05-0.00052476i,0.0006865-2.3423e-05i,9.206e-05-5.452e-05i
0.0017979-0.0017126i,0.0019877-0.00024209i,0.0014892+0.00040941i,0.00049684-0.00022315i,0.00060973-0.00078496i,0.00065218-0.00054253i,-0.00030201-0.00022995i,-0.00051697-0.00044306i,-5.4523e-05-0.00059328i,0.00051609-0.00013295i,0.00047717+0.00021938i,-0.00052479+0.00040287i,-0.00049778+0.00068991i,-0.00011832+0.00026286i,-8.5196e-05-0.00016364i,0.00038077-0.00018832i,0.00043537-0.00017954i,5.762e-05-3.4497e-05i,0.00025833+0.00026308i,0.00082283+0.00043509i,0.00043988+0.00055168i,4.6729e-05+7.2799e-05i,-0.00055724-0.0005412i
-8.6492e-05-3.9098e-05i,0.0012715-1.5492e-05i,0.0018301-0.00014731i,0.0025408-0.00080958i,0.0030555-0.00034373i,0.0029321+0.00064563i,0.0015738-0.00010796i,-0.00025307-0.0010716i,-0.00040257-7.3251e-05i,0.00045737+0.00068519i,0.00045835+0.00017967i,-0.00012095+0.00026513i,-0.00057154+0.00051529i,-0.0007535+0.00059625i,-0.00066443+0.00056576i,-0.00062069+0.00064268i,-0.00084315+0.00067571i,-0.00071555-0.00034127i,-2.8375e-05-0.00072739i,-4.7699e-06-0.00015078i,0.00013851-0.00011201i,-2.3337e-05+4.2324e-05i,-0.00037442+3.3281e-05i
0.00061515+0.0008469i,0.0011215+0.00041442i,0.0018126+0.00030882i,0.0018942+0.00019411i,0.0010057+0.0003768i,-0.00065019+0.0011775i,-0.0013081+0.00067i,-0.0015206+0.00053069i,-0.0011974+0.00074602i,0.00025848+0.00056725i,0.00082268+0.00027275i,0.00025955-0.0002268i,0.00031449+0.00018038i,0.00010914+0.00098416i,-0.00011938+0.00129i,-0.0001826+0.0010777i,-4.7401e-06+0.0007049i,0.00022331+0.00032382i,-0.00046774+0.00038185i,-0.00089165+0.00031689i,-0.00012599+0.00028292i,0.00061596-0.00038452i,0.00050425-0.0011322i
-0.00043282-0.00021985i,0.00028381-0.00065164i,0.0018101-0.00032141i,0.0041331-0.001075i,0.0037059-0.0016078i,0.002304-0.0015394i,0.00056695-0.0012948i,-0.0011582-0.00088288i,-0.0012057-0.00028525i,-0.00070584-4.5112e-08i,-0.00049207-0.00033418i,-0.00065781-0.00038377i,-0.00037744+0.00016191i,0.0001165+0.00053452i,0.00056946+0.00035885i,0.00047243+1.2937e-05i,0.00023275-0.00035593i,0.00029957-0.00061528i,0.00038418-0.00031106i,-0.00011348+0.00033264i,0.00025501-0.00012406i,0.0008101-0.0010323i,0.00027365-0.00098214i
0.00086542-0.0011469i,0.00033272-0.0011013i,0.00049127-0.00054066i,0.00048442+0.00037091i,0.00044485+0.0010691i,0.00034393+0.0011595i,7.8562e-05+0.0003085i,-0.00069453+5.2201e-05i,-0.0012731+0.00057382i,-0.001054+0.00072829i,-0.00071003+0.00049437i,-0.00055681+0.00047155i,0.00035993+0.00085398i,0.00087483+0.00077863i,0.00041695+0.00034339i,6.6854e-05+5.3598e-05i,0.00028604+0.00055685i,0.00031703+0.00087395i,-4.737e-05-0.00012209i,-3.889e-05-0.00067866i,0.00049251-0.00068281i,0.00070309-0.0009272i,0.00021883-0.0014065i
0.00049287+0.00069198i,0.0012406+0.00053751i,0.0023193-0.00059506i,0.0028969-0.0018218i,0.0023327-0.0016778i,0.0010769-0.0010614i,0.00055454-0.00043368i,-0.0001444+0.00019205i,-0.0013108+0.00085476i,-0.0014774+0.0010056i,-0.00067304+0.00077434i,-0.00061252+0.00025081i,-0.00026014-3.5222e-05i,0.00048346+0.00054147i,-9.171e-05+0.00032422i,-0.00074269+0.00028482i,-0.00023453+7.9728e-05i,0.0001328-0.00072306i,8.2964e-05-0.00074749i,0.00054272+5.1861e-05i,0.0004775+0.0004127i,-5.9775e-05+6.4742e-05i,0.0004035+0.00046092i
-0.00025061+0.0005162i,0.00086648+4.9828e-05i,0.0020643+0.00010418i,0.0025161+0.00011431i,0.0023593+0.00070603i,0.0016632+0.00057716i,0.00058453-0.00077629i,7.5854e-05-0.00084618i,0.00045163+0.00048872i,0.00037516+0.00060333i,0.0002457+0.00025199i,-0.00032624+0.00038562i,-0.00060462+0.00046891i,7.9935e-05+0.00086068i,0.00036387+0.000651i,0.00036997+0.00053144i,-0.00041628+0.00098361i,-0.00059142+0.00076267i,1.0546e-06-7.2327e-05i,-0.00056144-0.00041208i,-0.00080566-0.0010176i,0.00048694-0.00094341i,0.00096713-0.00021304i
0.00098146+0.0013525i,0.0011733+0.00038399i,0.0031421-0.0010462i,0.0040973-0.0017478i,0.0025464-0.0012204i,0.00099738-0.0010465i,-0.00010894-0.0020246i,-0.00053577-0.0017834i,0.00049457-0.00061693i,0.0013156+0.00035122i,0.0010456-4.9112e-05i,0.00061714-0.0011225i,0.00062117-0.00051184i,0.00049205+5.1098e-05i,0.000269-0.00012834i,0.00098262+4.1399e-07i,0.00067756+0.00048681i,0.0007009-0.00025497i,0.0011258-0.00096128i,0.00057606-0.00046152i,3.2504e-05+0.00013485i,0.00029348+9.1977e-06i,0.00035957-0.00015064i
-7.7477e-05+0.00044711i,0.00061485-0.00040566i,0.0015276-0.00098387i,0.0013543-0.001448i,0.001347-0.0016406i,0.0013302-0.0013772i,-0.00033937-0.00087375i,-0.0015093-0.00066299i,-0.0015835+0.00068723i,-0.00037228+0.0020576i,-1.0193e-05+0.0016459i,-0.00039982+0.00093339i,0.00028928+0.00070328i,0.00066172+0.00045745i,-0.00011043-7.5221e-06i,-2.6982e-05-0.00043474i,0.0010744-0.00053183i,0.001351-0.0010271i,0.00048936-0.00091611i,0.00019721-0.00041616i,0.00069252-0.00039705i,9.4799e-07-0.00032376i,-0.00048529+6.7418e-05i
0.0001768+0.0016369i,0.00067204+0.00030793i,0.0029902-0.00018989i,0.0043649-7.9846e-05i,0.0039262-0.00040988i,0.0026983-0.0012729i,0.0013444-0.00064013i,7.7656e-05-0.0002454i,-0.00063366+5.6977e-05i,-0.00053404+0.0002642i,-0.00012768-0.00046292i,-0.00016512-0.00029596i,-0.00026501+0.0001637i,-0.00081706+0.00020433i,-0.00092679+0.00032044i,-0.00052051+0.00050563i,-9.662e-05+0.00063625i,0.00037256+0.00029752i,0.00057315+0.00013222i,8.5735e-05+4.05e-05i,-0.0009084-9.7231e-05i,-0.0011886+1.0677e-05i,-0.0012798-0.00023142i
0.0014618+0.00029379i,0.0018278-0.00015843i,0.0023856-0.00089113i,0.0022986-0.0013899i,0.0011459-0.0012308i,3.8612e-07-0.0010072i,-0.00027202-0.00053502i,-0.0009237+0.00057995i,-0.00059187+0.0016185i,0.0004213+0.0015062i,3.0867e-06+0.00067423i,-0.00033332+0.00040883i,0.0001165+0.00078145i,0.00068254+0.00053355i,0.00074446+7.8162e-05i,-0.00012738-0.00037762i,-0.001324-0.0001893i,-0.0016911-0.00015057i,-0.0013694-0.00059935i,-0.0011734-0.00036678i,-0.00047089-0.00024426i,-1.0274e-05-6.8231e-05i,2.2498e-05-0.00010333i
0.00088513-0.0011009i,0.0014668-0.00082596i,0.0022185-0.0025458i,0.0023391-0.0029211i,0.0013274-0.0016692i,0.00054468-0.00011914i,-8.0916e-05+0.00045288i,-0.00054935+0.00052334i,-0.00091252+0.00101i,-0.0012613+0.00073158i,-0.0011039+0.00026908i,-0.00094846+0.0005276i,-0.00063668+0.00018578i,-5.3543e-05+3.0237e-05i,-0.00078913+0.00060215i,-0.00098465+0.0004568i,3.1198e-06+0.00042084i,0.00053039+0.00084668i,0.00047029+0.00033621i,0.00051952-0.0003i,0.00040315+0.00021969i,0.00023677+0.00083711i,-0.00011512+0.00017692i
-0.0006435-0.0019571i,0.00053931-0.0013959i,0.0009557+0.00057669i,0.0011937+0.00090124i,0.0015065+0.0010777i,0.0014154+0.00089809i,0.00052692-0.00068858i,-8.917e-05-0.001545i,-0.00077411-0.00046331i,-0.00089996+0.00080711i,-0.0002454+0.00067983i,-0.00041316-0.00058477i,-0.0003589-0.00099394i,2.3043e-05+7.8593e-06i,-0.0006523+0.00041272i,-0.00068276+0.00088056i,-0.00059072+0.0011616i,-0.00069485+0.00074138i,-0.00067035+0.00044351i,-0.00050751+0.00045136i,-0.00060201-0.00013633i,0.00010971-0.0010549i,0.00041238-0.00056681i
0.0011455-0.001343i,0.0014929-0.0011144i,0.0025176-0.0019053i,0.0022972-0.0013488i,0.0012853-0.00026362i,0.00067186+0.0007144i,0.00060295+0.00016389i,-7.378e-05-0.00010572i,-0.00077963-5.3758e-05i,-0.00026707-0.0002759i,-0.00051338+0.00013681i,-0.0010674+0.00098254i,-0.0013064+0.0014017i,-0.00085526+0.0012769i,-0.00023545+0.00072381i,0.00013113+0.00034803i,0.00028893+0.00012264i,-7.6194e-05+0.0001832i,-0.00030811+0.00021056i,-0.0005078-0.00019046i,-0.00025994-0.00032386i,-7.6845e-05-0.00010369i,-0.00040883-3.0433e-05i
-0.00033275-0.0012071i,0.0010373-0.0012154i,0.0012047-0.0014705i,0.0010645-0.00085055i,0.0013508+0.00010641i,0.0014957+0.00015242i,0.00066391-0.00056023i,-0.00097943-2.733e-05i,-0.0019057+0.00050323i,-0.0018334+0.00057099i,-0.0013976+0.00080162i,-0.0011707+0.0011501i,-0.00078517+0.00085553i,0.00016334+0.00025746i,0.00016415+0.00017786i,-0.00090938+0.00091443i,-0.00060911+0.00050653i,0.00012493-0.00017508i,-0.00017881+7.0084e-05i,-0.00079835+7.613e-05i,-0.00038409-0.00010355i,6.4831e-05-9.4651e-05i,0.00055111-8.8763e-05i
0.0020038-3.7907e-05i,0.0021901-0.00042266i,0.0027345-0.001854i,0.0024751-0.0025119i,0.00069907-0.001625i,-0.00045145-0.00039757i,-0.00048346-0.00044413i,-0.00013561-0.00057816i,-0.00011523+0.00028395i,0.0004905+0.00052578i,0.0011698-2.9795e-05i,0.00027102-4.6009e-05i,0.00011429+0.00018732i,0.0006767+0.00020512i,0.0011715+2.6003e-05i,0.00096495+0.00044033i,0.00064851+0.0010918i,0.00069034+0.00089759i,0.00033035+0.00025214i,0.00028615+0.00042443i,0.00046019+0.00083356i,0.00014977+0.00053414i,0.0001417+1.251e-05i
0.0012382+0.0027598i,0.0012296+0.0017029i,0.0026276+0.00080197i,0.0041758-0.0010897i,0.0036196-0.001618i,0.0019294-0.00046945i,0.00050705+0.00017571i,-0.00014336+0.00056504i,-0.00020318+0.00052996i,-9.2932e-05+4.9948e-05i,0.00044143-0.00025277i,0.00023964-0.00018175i,-0.00029306+0.0002409i,-0.0005017+0.00082314i,-0.00044631+0.00061121i,8.5514e-05+0.00042632i,0.0005967+0.00059891i,0.00036132+0.0007763i,0.00016362+0.00053741i,-0.00037577-0.00010849i,-0.00057672-0.00065469i,7.0301e-05-0.00029253i,-0.00074905+0.00051241i
-3.5026e-05+0.00098812i,0.00062871-0.00015154i,0.00083428-0.00081035i,0.00088545-0.00037375i,0.00029473+0.00059681i,0.00028711+0.00048128i,-5.6931e-05-0.00018606i,-0.0015385-0.00048371i,-0.0012284+0.00081644i,-6.0118e-05+0.0023131i,0.00069585+0.0012703i,0.00094262-0.00025257i,-7.8496e-05-0.00066951i,-0.00058562-0.00026182i,0.0007139+5.5147e-05i,0.0013772-0.00046203i,0.00064826-0.00059593i,-0.00030045-0.00046062i,-0.00087131-0.00093316i,-0.0013845-0.00074758i,-0.0014381-5.1955e-05i,-0.00095398+0.00013228i,-0.00073723-3.5799e-05i
0.00030759+0.00037679i,0.00011706-0.00068584i,0.0017798-0.00082729i,0.0030733-0.0011814i,0.0032946-0.0021188i,0.0022577-0.0019253i,0.00018783-0.00062008i,-0.0015148-4.8752e-05i,-0.0011159+0.00055282i,-0.00025938+0.0011306i,0.00053683+0.00059422i,0.00023857-0.00014302i,0.00016515+0.00036097i,0.0011426+0.00090657i,0.0011172+0.00054226i,0.00079791+0.00013842i,0.00032058-3.5467e-05i,-0.00064007+6.3079e-05i,-0.0010876+0.00013783i,-0.00086362-0.00030587i,-0.0002429+0.00016493i,-0.00023635+0.00044365i,-0.0004045+0.00020252i
0.0023861-0.0004283i,0.0017044-0.00065495i,0.002147-0.0028156i,0.0025728-0.0032536i,0.0015706-0.0019455i,0.00063491-0.00018206i,0.00022719+1.8647e-05i,0.00023863-0.00074139i,0.00026089+0.00025891i,-0.00045446+0.0013194i,-0.0005121+0.00081645i,5.9505e-05+9.3794e-05i,0.00027811+0.00015518i,0.0004372+0.00037763i,0.00076498-0.00024979i,0.00069853-0.0003105i,0.00057024+0.00010441i,0.00064507-1.1623e-06i,0.00014433-0.00033636i,-0.00067359-0.00038317i,-0.00053861-0.0011096i,0.00037795-0.00091914i,0.00046852+0.00030858i
0.0011307+0.00051044i,0.0018039+0.00063237i,0.0027747-0.00028397i,0.0020879-0.00082339i,0.00094243-0.00069603i,-0.00045139-0.00036421i,-0.0012389-0.00050951i,-0.0015667-0.00094874i,-0.0011106-0.00091521i,0.00012383-0.00061523i,0.00036125-0.0002349i,2.6409e-05+2.987e-05i,-3.9288e-05+0.00034057i,-0.0001601+0.00069274i,0.00050968+0.00024673i,0.00077916+4.3836e-05i,-0.00014439+0.00058722i,-0.00042801+0.00039686i,0.00034299-0.0002835i,0.00057052-0.00022016i,-0.00012003-0.00013397i,-0.00029816-0.0004937i,-0.00029597-0.00020946i
