-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
-0.00094743-0.0013644i,-0.0030799-0.0011522i,-0.0048107-0.0010073i,-0.0048184+0.0010816i,-0.0032691+0.002468i,-0.0015522+0.0012471i,-0.0011308-0.00039087i,-0.00074026-0.00044352i,0.00056315-0.00050648i,-0.00030381-0.00052433i,-0.0012455+0.00023213i,-0.0003858+0.00038837i,0.00022304-0.00045529i,0.00049199-8.3272e-06i,0.0004997+0.00045582i,0.0010933-0.00042035i,0.0010911-0.00024294i,9.8365e-05-4.108e-05i,0.00051415-0.0001542i,0.001244+1.6697e-05i,0.00095263-0.00010262i,0.00037309-0.00031672i,0.00015552-0.00019373i
-0.00091093-0.000115i,-0.0016123-0.00053815i,-0.0024098+0.0003655i,-0.0013637+0.0013082i,0.00010578+0.00067678i,0.00038159-0.00046972i,-0.00028397-5.731e-05i,-0.00060133+0.00073828i,0.0002023+0.00049824i,0.00039315-3.8317e-05i,-6.2739e-05-7.4582e-05i,-0.00017313-5.7647e-05i,-0.00010516+0.00018998i,0.00082344+0.00037161i,0.00062868-0.0001506i,-0.00014565-0.0002386i,-0.00044976+0.0002192i,-0.00061356+0.00018099i,4.4144e-05-6.9319e-05i,0.00057754-5.0434e-05i,-0.00029238+0.00027593i,-0.00099816+0.00051712i,-0.00067448-7.9062e-05i
0.00049728-0.00019492i,4.3647e-05-0.0019606i,-0.00029563-0.0018953i,-0.0011482-0.00066629i,-0.0012552-0.00045768i,-0.0008369-0.00021398i,-0.0007559+0.00043416i,-0.00012949+0.00071658i,-0.00024937-0.00015147i,-0.00080356-0.00054979i,-0.00070215-0.00056078i,-0.00036279-0.00072248i,-0.00027345+0.00026823i,-0.00029051+0.00078041i,0.00051095+0.00017453i,0.00090662-0.00041275i,0.00021121-0.00019445i,-0.00057583+0.00019543i,-0.00069364+0.00040124i,-0.00043302-0.00020679i,-0.00039976+8.7814e-05i,-0.00075382+0.0007377i,-0.00096325+0.0007879i
-0.00080629+0.00073859i,-0.0020597+0.0014652i,-0.0024966+0.0017466i,-0.0012453+0.0015563i,0.00083751+0.0019833i,-0.00038837+0.0025582i,-0.0024713+0.0045039i,-0.0011024+0.0076191i,0.0026221+0.0088467i,0.0059624+0.0067391i,0.0065055+0.0032055i,0.0054351+0.0011613i,0.0040768-0.00096685i,0.0019572-0.0026232i,0.00028327-0.0024013i,-0.00081873-0.00098625i,-0.0009433+7.7555e-05i,-0.00043267+0.00070864i,-0.00039424+0.0015145i,-0.00024422+0.0013265i,0.00078944+0.00056873i,0.0010183+0.00064257i,0.00062731+0.00060046i
-0.0021277-0.0019668i,-0.0027236-0.0017465i,-0.0025376-0.0013705i,-0.0019932-0.00083321i,-0.0020947-0.00027678i,-0.0016112-0.00056721i,-0.0010617-0.00013355i,-0.0012634-0.00039189i,-0.0014808-0.0013195i,-0.0012491-0.00061483i,-0.00098638+0.00040429i,-0.00097516+0.00031733i,-0.00026304+7.2992e-05i,0.00030119+0.00084204i,0.00036173+0.00080211i,9.7134e-05+0.00041657i,-0.00026818-0.00015722i,7.0309e-05-0.00074627i,0.00020429-0.00052999i,1.8198e-05-0.00087056i,0.00014419-0.00062948i,0.00025075+0.00041725i,-0.00025721+5.0697e-05i
-0.0012881-0.0017324i,-0.0026205-0.0020682i,-0.0032686-0.0013424i,-0.0026114+0.00053119i,-0.0016142+0.00094897i,-0.00092267+0.00010193i,-0.00016829+0.00021841i,0.00042856+0.00019906i,3.6489e-05-0.00073255i,0.00010509-0.0011626i,-4.6403e-06-0.00038896i,-0.00023838+0.00035908i,8.4746e-05+0.00022263i,0.00049953+5.3675e-05i,0.00038172+1.4759e-05i,0.00018818-0.00036849i,-0.00013179-0.0001937i,-4.383e-05-0.00047758i,0.00021041-0.0007955i,0.00024305-0.00042339i,0.00023863+8.3835e-05i,3.6438e-05+0.00059898i,-0.00031062+0.00098951i
-0.00080258+3.7485e-06i,-0.0016973-0.00098584i,-0.0025129-0.0018584i,-0.0027324-0.0014902i,-0.0017915-0.00090024i,-0.00059146-0.00053868i,-0.00057024+0.00013525i,-0.00067292-0.00049258i,-0.00032664-0.0011146i,-0.00044898-0.00062605i,-0.00021124-0.00034843i,2.2693e-05-0.00038823i,0.00015018-1.6167e-05i,0.00077881+0.00040897i,0.00049125-0.00018701i,-0.00029755-0.00038821i,-0.00019639-6.8343e-05i,-0.00019006+0.0001474i,-0.00040952-0.00030355i,-8.7397e-05-0.0004958i,0.000525-0.00024435i,0.00069561-9.8709e-05i,0.00024271-0.00010591i
-0.0016801+6.1424e-05i,-0.0020509+0.00046378i,-0.0032369+0.0010334i,-0.0022144+0.001736i,0.00018491+0.0015842i,0.0013888+0.001025i,0.00089033+0.0006211i,0.00046593+0.00044392i,0.0002219-4.8439e-05i,-0.00040239+0.00012548i,-0.00079637+0.00024107i,-0.00076375-2.4085e-05i,-0.0012906-0.00021031i,-0.0014706-0.00042642i,-0.0004014-6.9005e-05i,0.00044231+0.00040729i,0.0011778-0.00012034i,0.0010458-0.00031106i,-0.00021675+0.00011406i,-0.00050501+0.00024144i,-0.00034787-0.00023694i,-0.00013273-0.00061944i,0.00044502-0.00034822i
-0.00085618-0.0017116i,-0.0015761-0.001608i,-0.0020451-0.0012369i,-0.0018209-0.00077611i,-0.0010222-0.00094408i,-0.00041713-0.00066136i,-0.00020313-4.5461e-05i,2.7674e-05-8.6203e-05i,-0.00032553-0.00015137i,-0.0006161-0.00063081i,-0.00033493-0.00082774i,3.1494e-05+0.00039671i,-0.0005955+0.0013068i,-0.00059905+0.00075587i,0.00013143-0.00022964i,-0.00038547-0.00038861i,-0.00047341+0.00019447i,0.00011246+0.00021578i,-0.00031782-0.00018498i,-0.00069709-1.5231e-05i,-0.00048362+1.0233e-05i,-0.00013395-0.00024102i,0.000352+7.4581e-06i
-0.00037048-1.2276e-05i,-0.002496-0.0005553i,-0.0021442-0.0014126i,-0.00074645-0.0003922i,-0.00028002+0.00060895i,-0.00067929-0.0002688i,-0.0013027-0.00044714i,-0.00045742-0.00062192i,9.5036e-05-0.0010333i,-0.000418-0.0012666i,-0.00066621-0.00069386i,0.00034315-4.9496e-05i,0.00082024+0.00037224i,-5.8519e-05+0.0010377i,-0.00055082+0.0012821i,-0.00023708+0.00030862i,0.00042891-0.00057586i,-0.00023737-0.0006053i,-0.00089935-0.00019213i,-0.00067999+7.3359e-05i,-0.00088458+0.00013246i,-0.0011252+2.6642e-05i,-0.00040402-0.00049185i
-0.00087708+2.8813e-05i,-0.0014126-0.00072323i,-0.0025792-0.0010729i,-0.002627-0.0011931i,-0.0016416-0.00087984i,-0.0012065-0.00066265i,-0.00052006-0.00014531i,-0.00035622-0.00030537i,-0.00048125-0.0011864i,-0.00034407-0.0010772i,-0.00055071+0.00036948i,-0.00084795+0.00023471i,-0.00032844-0.00011215i,0.00020626-6.4045e-06i,2.7259e-05-0.00012086i,-0.00029085-4.7299e-05i,-0.00013764+0.00072828i,-0.00038397+0.00074279i,-0.00039367-0.00014419i,3.985e-05+9.2283e-05i,-0.0001179+0.00072333i,0.00014249+5.0954e-05i,0.0002963-0.00021206i
-0.00093877-0.0010077i,-0.0022679-0.0012258i,-0.0031444-0.0011441i,-0.0036275+0.00076396i,-0.0031385+0.0023621i,-0.0014729+0.0016643i,-0.0011479+0.0006665i,-0.0012114+0.00035297i,-0.00093334-0.00031413i,-0.00067569-0.00089745i,-0.00054614-0.00059432i,-0.00084783-0.00036211i,-0.00033314+0.00043288i,0.00054732+0.00054416i,0.00054246+0.0005585i,0.00028569+0.00060895i,0.00014048-0.00018941i,0.00022731-0.00052396i,-0.00012442-0.0014571i,-0.00068412-0.0014293i,-0.00039262-0.00015156i,2.9126e-05+2.3859e-05i,0.00039682+9.2266e-05i
-0.00012604-0.0017693i,-0.0011548-0.0014087i,-0.0020658-0.00076469i,-0.0017989-0.00057732i,-0.00063745-0.00078538i,0.00018785-0.00078193i,-5.3585e-05-0.00024042i,-9.5365e-06+0.0004463i,-0.00026208+0.00014274i,-0.00089547-0.00043029i,-0.0010069-0.00013721i,-0.0005545+0.00025898i,0.0003269-7.1942e-05i,0.0010258-0.0003646i,0.0012504-0.00015241i,0.00072737+0.00073097i,0.00014746+0.00069515i,2.3974e-05-9.5358e-05i,-0.00047078-0.00045404i,-0.00015105-4.8809e-05i,0.00017277+0.0002345i,1.0397e-05-0.00033482i,-0.00033876-0.00032719i
-0.0035695-0.0014474i,-0.0043368-0.00085157i,-0.0048586-0.0001607i,-0.0036148+0.0010533i,-0.0016804+0.0019427i,-0.0008728+0.0013225i,-0.00066784+0.00041449i,-0.00070615+0.00029855i,-0.00072578+3.0567e-05i,-0.00061344+0.00017574i,-0.00071435+0.00038521i,-0.00029658+0.00029339i,-0.00038697-0.00036611i,-0.00011356-0.0007611i,0.00040022-0.00034079i,0.00034203+0.00028183i,0.00033577+0.00082382i,0.00019131+0.00041612i,0.0002118-0.00017614i,2.6755e-05-0.00044473i,-0.0005989+3.9256e-05i,-0.00084863+0.00068161i,-0.00025195+0.0010921i
-0.00042916-0.0008755i,-0.0017083-0.00081541i,-0.0032523-0.00065229i,-0.0025404-0.000222i,-0.0014924+0.00072563i,-0.00085082+0.0014021i,-0.00036162+0.00099266i,-0.0002398+6.0633e-05i,0.000206-0.00089086i,0.00016183-0.0011668i,1.4337e-06-0.00065172i,-0.00020295-0.0003707i,-0.00033095+3.8033e-05i,2.3874e-05+0.00031336i,0.00094154-7.731e-05i,0.0011465-0.00019407i,0.00010024-0.00045055i,-0.00015119-2.6956e-05i,-7.6207e-05+9.4632e-05i,-0.000378+0.00022689i,5.193e-05+0.00052559i,0.00057462-0.00019919i,0.0001703-0.00023996i
-0.00043624-0.00074279i,-0.001138-0.0011704i,-0.0021698-3.7342e-05i,-0.0019751+0.0010251i,-0.00072667+0.00052408i,0.00030323+0.00019848i,0.00039991+0.00043048i,0.00065248+0.00014031i,0.00064303-0.00054322i,-0.00022439-0.00073208i,-0.0005626-0.00080504i,1.2803e-06+2.4394e-05i,-4.4102e-05+0.00041918i,9.7202e-05-0.0002338i,6.8782e-05-0.00037973i,-0.0010149-0.00021371i,-0.00084609-6.4082e-05i,0.00040577+0.00038803i,3.7456e-05+0.00033455i,-0.0004485-0.00020263i,-0.00032004-0.0006609i,0.00021203-0.0006408i,0.00036133-0.0003984i
4.5679e-05-0.00027777i,-0.0010506-0.0011679i,-0.0012513-0.0017221i,-0.00030341-0.0011018i,0.00038618-0.00037942i,0.00018456-0.0003275i,0.00081564-0.00020046i,0.0013885+9.6778e-05i,0.0013439+0.0001358i,7.9589e-05+4.0726e-05i,-0.0011349+0.0004968i,-0.00077903+0.00063673i,-0.00033527+0.00042002i,-9.6831e-05+0.00033251i,-0.00015236+0.00021919i,0.00047238-0.00060038i,0.0011028-0.0011397i,0.00064506-0.0006156i,0.00031178-7.3197e-05i,0.00033353+0.00056211i,-0.00026255+0.00038592i,-0.0010413-0.00037532i,0.00010877-0.00026525i
-0.00086454-0.00073757i,-0.0011164-0.0015837i,-0.0019588-0.0011239i,-0.0020858-0.0003269i,-0.0012471-0.00025607i,-0.00058598-0.00032956i,-0.00046325-0.00015938i,-0.00056862-8.7659e-05i,-0.00041875-0.00019512i,-0.00077813-0.00026152i,-0.00068439-0.00014578i,0.00095012+0.00038392i,0.001244+0.00046878i,6.1949e-05-0.00056154i,-0.00020372-0.00098065i,0.00041213-0.00048227i,0.00058529-0.00035011i,-0.00013856-0.0003983i,-0.00091946-0.00052459i,-0.0011171-0.00066109i,-0.00090916+0.00010452i,-0.00079591+0.00014771i,-0.00062036-0.00041769i
-0.0024287-0.0012048i,-0.0031357-0.00060184i,-0.0033355+0.0013988i,-0.0019866+0.0028464i,-0.00055096+0.0025321i,-4.9925e-05+0.0013842i,-0.00024534+0.00057905i,0.00010175+9.7312e-05i,4.6117e-05+0.00010975i,-0.00011824-0.00027569i,0.00017222-0.00053142i,0.00041627-0.00073307i,0.00051868-0.0011298i,0.00046751-0.00088992i,0.00088826-0.00066418i,0.00086356-0.00017545i,4.9007e-06+0.00019463i,-0.00026619-0.00014622i,-0.00026952-0.00012997i,-0.00055007-0.00076395i,0.00016324-0.0005611i,0.00063283+0.00031271i,2.997e-05+0.00039558i
-0.0013771-0.00048422i,-0.0021668-0.00095691i,-0.0037625-0.0015526i,-0.0033394-0.0014049i,-0.0018385-0.00029015i,-0.00065582+0.00014934i,0.00012469+0.00020178i,8.6465e-06-0.00023448i,-0.00047901-0.0012375i,-0.0010075-0.0017622i,-0.0011884-0.00067404i,-0.00022466+0.00040762i,0.00011069+0.00057019i,0.00015597+0.00017989i,0.00066494+0.00050674i,0.00072413+0.00062519i,0.0009862-0.00032233i,0.00058332-0.00044693i,-0.00050297-4.2333e-05i,-0.00094009-0.00034044i,-0.00096381+9.6003e-05i,-0.0010636+2.396e-05i,-0.00051995-0.0002168i
-0.00039656+0.0005134i,-0.0013229-0.0016906i,-0.0016846-0.0026268i,-0.00052924-0.0010456i,0.00037728+0.00011772i,-0.00032413-0.00057316i,-0.00063899-0.00061501i,0.00010108+0.00039255i,0.00091426+0.00018576i,0.00050304-0.00040069i,-0.00036336-8.6389e-05i,-0.00090189+0.00013373i,-0.00091373+1.1339e-06i,-0.00029722-3.0903e-05i,0.00016471+0.00030019i,0.0008337+0.00038084i,0.0015824+0.00047014i,0.00064688+0.00082493i,-0.00027081+0.00089972i,0.00022964+7.488e-05i,0.00033246-0.00031679i,-0.00092333+0.0002823i,-0.00061988+0.00034633i
-0.0017267+0.0016495i,-0.0021365+0.00048371i,-0.00083182+0.00028159i,0.001274-0.00042736i,0.0026077-0.001129i,0.0017417-0.0015006i,0.00026739-0.0013638i,-0.00022983-0.00013087i,0.00064324+4.0399e-05i,0.00094702-0.00054589i,0.0001631-0.00056455i,-0.00046717-0.00036506i,-0.00067105-0.00011698i,-5.4746e-05-0.00033523i,0.00033869-0.00049392i,0.00035729-0.00030262i,8.9826e-05-3.5139e-05i,-0.00024479-0.00043026i,-0.00061619-0.00052467i,-0.0012121-3.8042e-05i,-0.0013355-0.00021777i,-0.00035971-0.0009106i,0.00059947-0.00085788i
-0.00045444-0.0010516i,-0.00018141-0.0017021i,-0.00082219-0.0016769i,-0.0010599-0.00044428i,-0.00030323+0.00028126i,8.7115e-05-2.4477e-06i,-0.00054541-6.3388e-06i,-0.00072346+0.0003529i,0.00025974-5.8446e-05i,8.3109e-05-0.00064348i,-0.00081926-0.00089451i,-0.0012521-0.00050313i,-0.00066721+2.2401e-05i,0.00054329+0.00024619i,0.0012333+0.00024038i,0.00090689+0.00011642i,0.00027907-0.00071765i,-0.00018131-0.00076641i,0.00021703-0.00056922i,0.0007137-0.0013301i,1.6422e-05-0.00070487i,-0.00080879+0.00010778i,-0.00090768-0.00031547i
-0.0011801-0.00088891i,-0.0030581-0.0018827i,-0.003568-0.0014961i,-0.0022838-0.00011186i,-0.00081032+0.00023168i,-0.00083423-8.0396e-05i,-0.0015502+0.00012778i,-0.00082682+0.0008593i,-1.1536e-05+0.0011938i,-8.6645e-05+0.00011895i,-0.00024945-0.00083595i,-0.00022742-0.0008727i,-0.00038778-0.00055332i,-0.00061868-0.00047322i,0.00051976-0.00063826i,0.0010779-0.00030211i,0.00011385-8.8112e-05i,0.00017009-0.00013361i,0.00054502-6.5216e-05i,0.00035088-0.0001042i,0.00063316+0.00020763i,0.00079388+0.00083056i,0.00082209+0.0010379i
-5.4825e-05-0.0010002i,-0.00071545-0.00043423i,-0.0010547+0.0002994i,-0.0015201-0.00018362i,-0.0013916-0.001136i,-0.00028092-0.0018251i,-0.00050382-0.00086088i,-1.2456e-05-0.00037421i,0.00046622-0.00055862i,1.3214e-05-0.00065958i,-0.00042109-0.00082495i,-0.00043177-0.00068102i,6.1648e-05-0.00026278i,0.00031859+0.00031376i,0.00011506+0.00053369i,-4.3028e-05-0.00041034i,-0.00051983-0.0007707i,-0.00034325-0.00022984i,-6.0709e-06+0.00018103i,8.0877e-05+0.00027811i,0.0005001-3.8641e-05i,0.00074001-0.00035195i,0.0007468-0.00020917i
-0.000292-0.0015486i,-0.0017088-0.0018836i,-0.0019014-0.0012611i,-0.0012264+0.00071919i,0.00014902+0.0018771i,0.00082062+0.0019231i,0.00041842+0.0015491i,-0.00048974+0.00062079i,-0.0011656-0.00098723i,-0.001025-0.0016188i,3.799e-05-0.0013152i,0.0009654-0.00083039i,0.00059761+3.4915e-06i,0.00044339+0.0004206i,0.00092876+0.00060721i,0.00051363+0.00055397i,0.00037429-0.00032509i,0.00086514-0.00074993i,0.00083091-9.8075e-05i,0.00086897+0.00025603i,0.0006155+0.00016997i,-0.00037878-6.5104e-05i,-0.00042875-0.00021849i
-0.00053731+0.00022063i,-0.0010615-0.00032631i,-0.0013408-0.0011306i,-0.0019057-0.0013501i,-0.001562-0.00089941i,-0.00087294-0.00078767i,-0.00069947-0.0008362i,-0.00015949-0.00067329i,0.00014751-0.00091961i,0.00063419-0.0011418i,0.00020784-0.00086601i,-0.00050536-0.00054781i,6.6493e-05-0.00045506i,0.0010879-0.00021403i,0.0015549+0.00055471i,0.001697+0.00011528i,0.0008183-0.00056365i,0.00010219-0.00028637i,-0.00018924+0.00020849i,-0.00069491+0.00037911i,-0.00085192+4.1679e-05i,-0.0010326+0.00016283i,-0.00048321+0.00024829i
0.00028231+0.00085001i,0.00022237+3.2388e-05i,-0.00010135-0.00042626i,0.00053425-2.003e-06i,0.0016115-0.00021004i,0.0009555-0.0005394i,-0.00087353+0.00015771i,-0.0007753+0.0003648i,0.00061951-0.00067348i,0.00060617-0.0016282i,0.00025222-0.001727i,3.31e-05-0.0010913i,-0.00076848-0.0003561i,-0.00079706+0.00022085i,-0.00036333+0.00017159i,-0.0002222-0.00088054i,0.00087463-0.0011889i,0.00097609-0.00021291i,1.991e-05+5.9948e-05i,-0.00022109-0.00054306i,-0.00020641-0.00037318i,-7.4662e-05-0.00034931i,9.1031e-05-0.0005988i
-0.00037698-0.0006579i,-0.00099358-0.0024873i,-0.00060764-0.0031284i,-0.00044946-0.0016141i,-0.00054676-0.00044504i,-0.00013265-0.0005886i,-0.000371-0.00078138i,0.00024996-0.00053167i,0.00084625-0.00040771i,0.0010338-0.0012751i,0.00069513-0.0011229i,-0.00033921+0.00010422i,-0.00041327+0.00027609i,8.0021e-05+7.9265e-05i,-0.0002361+0.00055873i,-0.00090444+0.0010561i,-0.00088404+0.00090306i,-0.0009357+0.0006203i,-0.00066026+0.00066324i,0.00038511+0.0007236i,0.00031505+0.00012902i,-7.0051e-05-0.0004033i,-6.7947e-05-0.0002497i
9.7223e-05-0.00034596i,-0.00094229-0.0014944i,-0.0018423-0.002388i,-0.001515-0.0017598i,-0.00082244-0.00037784i,-0.0008946+0.00061294i,-0.00044011+0.00056813i,0.00010135-0.00013909i,-0.00012593-9.25e-05i,-0.00052755+0.00027968i,-0.00018181+0.00041628i,9.3907e-05+0.0003973i,0.00016968+0.00020112i,0.00045424+0.00075632i,0.00033793+0.000393i,-0.00072476-0.00044521i,-0.0010385-0.00036095i,-0.00016642+0.00057224i,0.00014085+0.00096779i,-0.0001587+0.00017103i,-0.00029982-0.00058385i,-0.00074941-0.00082766i,-0.00078607-0.00022787i
-0.00075297-0.00047615i,-0.0012323-0.0010336i,-0.0027105-0.00064131i,-0.0030319-0.00024922i,-0.0015476-1.2608e-05i,-0.00070645-0.00044918i,-0.0010854-0.0014309i,-0.0011498-0.00065966i,0.0007343-0.00028739i,0.0012202-0.00020488i,0.00030487-0.00074425i,0.0002323-0.00062647i,0.00051252+0.00037491i,0.00086691+0.00029172i,0.00042063-0.00014261i,9.5797e-06+0.00053112i,0.0003149+0.00091809i,0.0003631+0.00061815i,0.00015839-6.7695e-07i,9.5003e-05-0.00068706i,9.8942e-06-0.00022397i,-0.00047983+0.00034305i,-0.00029945+0.00075761i
4.1059e-05+0.00035435i,-0.0007412-0.00011591i,-0.0014007-0.00069583i,-0.00026561+0.0011249i,0.00056441+0.0021478i,2.7463e-05+0.00083064i,-0.00037859+0.00033814i,9.0645e-05+0.00065732i,0.00040818+0.00034328i,0.00070679-0.00042453i,0.00025538-0.00039963i,-0.00014904-0.00018298i,5.8068e-05-0.00055817i,-0.00012628-0.00022906i,-0.00029551+0.00013612i,5.3663e-05+0.0010107i,0.00026415+0.0011841i,0.00055054-0.00042328i,0.00072727-0.00034691i,0.00071261+0.0006912i,6.6004e-05+0.00048304i,-0.00030619-7.1357e-05i,-0.00017474-0.00013636i
-5.8172e-05-0.00044784i,-0.0015892-0.0015863i,-0.001725-0.0015796i,-0.00095098-0.00088668i,-0.0011739-0.00059615i,-0.0021712-0.00043265i,-0.0023825-0.00057479i,-0.00061207-0.00010913i,7.0327e-05+0.00040862i,-0.00041943-0.00031752i,-3.8434e-05-0.00079437i,-0.00016862-3.4735e-05i,-0.00064367+0.00059336i,-0.00033983+0.00034989i,0.00062329+0.00011056i,0.0011798-4.6147e-05i,0.00095994-0.00011551i,0.00041398+0.00011829i,0.00044253-9.0536e-05i,-0.000406-0.00040145i,-0.001057-0.00017943i,-0.00029364-0.00063913i,0.0002421-0.0011387i
-0.00010903-0.00030708i,-0.00035092-0.0014923i,-0.00021154-0.0017588i,0.00019494-0.00087015i,0.0010095-0.00053951i,0.00067281-7.3983e-05i,-0.00089819+0.00054823i,-0.00081383+0.00055173i,-2.9367e-05+0.00022406i,-0.00025186+0.00021211i,-0.00062767+1.6621e-05i,-0.0008053+8.9006e-05i,-0.00069617-0.00037507i,-0.00031173-0.0013144i,0.00034491-0.0010362i,0.00099823-0.00076723i,0.00088028-0.00066499i,-3.1615e-05-0.00050108i,-0.00114-0.00082988i,-0.00063565-0.00043523i,-0.00034098-3.4093e-05i,-0.0005345-0.00049956i,5.8197e-05-0.00035015i
-0.0012372-0.00095654i,-0.0014792-0.0018367i,-0.0010628-0.001158i,-0.0008641+0.00016751i,-0.00067504-9.7439e-05i,-0.00072301-0.00048887i,-0.00068461-0.00022769i,0.00038205-6.134e-05i,0.0015184-0.00029609i,0.0015426-0.00020646i,0.0011447-7.8405e-05i,0.00093329-0.00053358i,0.00079936-0.0006756i,0.00062044+0.00020149i,0.00029177+0.00015533i,0.00025073-0.00016181i,8.0693e-05-0.00061146i,-0.00028705-0.0010991i,-0.0001396-0.00094105i,-0.00047351-0.00064577i,-0.00037805-0.00036392i,0.00015258-0.00024203i,8.7642e-05-0.00056369i
-0.00082929-0.0017069i,-0.0017685-0.0022475i,-0.0030811-0.002765i,-0.0038534-0.0011377i,-0.0032884+0.00064894i,-0.001537+0.00106i,-0.00028526+0.0013426i,-0.00050746+0.00058426i,-0.00087501-0.00057323i,-0.0001883-0.00090847i,7.2159e-05-0.00072454i,-0.00020575-0.0008227i,0.00017076-0.00094175i,0.00054587-0.00078357i,0.00037478-0.00016089i,3.6665e-05-0.00016456i,-0.0003394-0.00075059i,-0.00074431-0.00031861i,-0.00046335+0.00058782i,0.00060976+0.00042848i,0.00071378+0.0002927i,0.00025884+0.00053704i,0.00015672+0.00034164i
7.2814e-05-0.0014168i,-0.00085955-0.0016848i,-0.0023345-0.0015664i,-0.0022263-0.00078711i,-0.0017576-0.00053537i,-0.0016208-0.00060235i,-0.00095168-0.00050524i,0.00019688-0.00038319i,0.0008297-0.00067005i,0.00041835-0.001077i,0.00062291-0.00069856i,0.0011137-0.00015505i,0.00027612+8.403e-06i,0.00015715+0.0002583i,0.00066855-0.00010895i,0.00034354-0.00096698i,0.00029028-0.0010258i,0.00072986-0.00093897i,0.00099784-0.00072445i,0.00078852-0.0010457i,0.00039759-0.0011104i,0.0010203-0.00031082i,0.0011168+0.00027181i
-0.0020811-0.0017952i,-0.0030192-0.00086662i,-0.0042452-1.656e-05i,-0.0032601+0.0010387i,-0.0016345+0.0015976i,-0.00084254+0.0010332i,-0.00063528+0.00061511i,-0.00070105+0.00087384i,-0.0016045+0.00040681i,-0.0015326-0.00041586i,-0.00080014-0.00022573i,-0.00085072-0.00046216i,-0.00065007-0.00040264i,-0.00057871-7.729e-05i,0.00024388-0.00037893i,0.00075952-0.00023157i,-0.00013565-0.00036475i,-0.0007388-0.00033634i,-0.00014321+0.00071203i,0.00036593+0.00094143i,0.00019155+0.00047369i,0.00038753+6.7946e-05i,0.00069463-0.00012299i
-0.00021387-0.00031022i,-0.00062273-0.00072403i,-0.0013522-0.00077456i,-0.0013043+0.00025155i,-0.0013191+0.00065189i,-0.001188-6.9542e-05i,-0.00030057-0.00047552i,0.00024158-7.6051e-05i,0.00036959+0.00059964i,1.2891e-05+0.00014254i,-0.00082682-0.00019678i,-0.0012597+0.0005055i,-0.00048795+0.00019381i,0.00040573-0.00024536i,0.00074749+0.00034461i,0.00051638+2.9011e-05i,0.00051606-0.00063865i,0.00070676-2.3232e-05i,0.00063042+0.00092045i,0.00022206+0.00080352i,-0.0003776-0.00024041i,-0.00037232-0.0006783i,-0.000207-0.00064187i
9.7287e-06+0.0010815i,-1.6255e-05-0.0012594i,-0.00013655-0.0012222i,0.00057177-0.00083112i,0.0020897-0.0016155i,0.0010328-0.0013279i,-0.00063255-0.00089408i,-0.00065737-0.00073036i,-8.5961e-05-3.0673e-05i,-0.00031228+0.00021672i,-0.0012123-0.00055885i,-0.0010364-0.00081789i,-0.00066786-0.00010867i,0.00020584+0.00037726i,0.0010669+2.9091e-05i,0.00074955+9.4691e-05i,0.00057735+0.00079189i,0.0009263+0.00077037i,0.0005209-0.000292i,-0.00067372-0.00016929i,-0.0008154+0.00051531i,0.00010059+0.00056949i,-0.0002132+0.00036517i
-0.00087713-0.00023348i,-0.0012372-0.00071837i,-0.0014714-0.0002375i,-0.0012741+0.00066733i,-0.00076728+0.00028369i,-0.00040827-0.00059822i,0.00012845-0.00023153i,0.00027585+0.00015468i,0.0003642-0.00024536i,0.00083156-0.00049446i,0.00027197+0.00051087i,-0.00057843+0.00079147i,-0.00027349+2.866e-05i,-3.3912e-05+0.00015959i,-0.0002931+0.00071876i,-9.7314e-05+0.00112i,5.9073e-05+0.00017681i,-0.00039513-0.00029714i,-0.0005771-0.00025143i,-0.00011836-0.00065393i,0.00054311+0.00014947i,0.00079716+0.00011863i,0.00043397+0.00020141i
-6.4843e-05-0.00084319i,-0.00039695-0.00085467i,-0.0015504-0.00073182i,-0.001525-0.00023129i,-0.00032492+1.2771e-05i,-0.00039615-0.00020192i,-0.0011073-0.00053296i,-0.00010756-0.00043594i,0.00038595+0.00017194i,0.00040748+0.0003214i,0.00024891+0.000298i,1.6648e-06+0.00074489i,-0.00021193+0.00073422i,-3.828e-05+1.9327e-05i,0.00048417-0.00023255i,0.00046134-7.3628e-05i,0.00019635+0.00026968i,-6.2753e-05+0.00040531i,-0.00031165+3.3814e-05i,-0.00052497-0.00058491i,-0.00029577-0.00025963i,-0.00011498+0.00057242i,-0.0010123+0.00023702i
