-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
0.00084759-0.0016763i,0.00029745-0.0029304i,-0.00053619-0.0033502i,-0.0016949-0.0028242i,-0.0007813-0.00092202i,9.8721e-07-0.00019134i,7.3749e-05-0.00021414i,-0.0002661+0.00041836i,3.7888e-05+0.00057034i,0.00068882+0.00072456i,-0.00026306+0.0004137i,-0.00071166-0.00031642i,1.3547e-05-0.00037271i,-0.00021805+0.00023429i,-0.00043671+0.00034397i,-5.9102e-06-0.00015024i,2.5579e-05-0.00027557i,-2.2719e-05-0.00029186i,0.00015424-0.00072827i,3.6413e-05-0.00068143i,0.00020022+0.00023609i,0.00039566+0.001342i,0.00014589+0.0014114i
-0.00087376-0.00062968i,-0.00094455-0.0010321i,-0.0014436-0.0011717i,-0.0018617+6.0653e-05i,-0.00035622+0.0013366i,0.00031827+0.00090265i,-0.0011695-0.0005228i,-0.0011185-0.00063065i,0.00067997+0.00042139i,0.0015659+0.00039243i,0.00092526-0.00062717i,0.00032069-0.0012812i,-0.0002383-0.0013116i,-0.00080477-0.0011188i,-0.00078184-0.00062752i,-0.00063275-5.7997e-05i,4.6534e-05-2.5055e-05i,0.00061612-0.00045042i,0.00028069-0.00097746i,-0.0003197-0.0011496i,8.7533e-05-0.0009135i,0.00010284+4.393e-05i,-0.00055886+0.00081562i
0.00020366+0.00034516i,0.0012285-0.0013086i,0.00078528-0.0014447i,0.00092883+0.00031484i,0.0017824-0.00039839i,0.0019475-0.0013907i,0.0017907-0.0013052i,0.00052883-0.00046361i,4.1887e-05+0.0010439i,0.00057576+0.0011038i,0.00043449+0.00091743i,4.4832e-05+0.00093485i,-0.00060715+0.00080665i,-0.001122+0.00012997i,-0.0011092-0.00041369i,-0.00079171-0.00081132i,-0.00011564-0.0010514i,0.00028138-0.00082002i,-0.00038064+5.707e-05i,-0.0011059+0.00027641i,-0.00071886-0.0003715i,-0.00020804+6.4685e-05i,0.00026729-5.1531e-05i
0.00098741+0.00064862i,0.0010173-0.0014304i,0.00078911-0.0020074i,-0.00029519-0.0013308i,-0.00090409-0.0013178i,-0.0008897-0.0022088i,-0.00052525-0.0021788i,0.00031336-0.00099023i,0.00085468-0.00040334i,0.00087093-0.0010748i,-0.00022694-0.0013489i,-0.00084283-0.0011735i,-8.8697e-05-0.00115i,0.00039329-0.00041315i,0.00027426+0.00072245i,0.0003734+0.0012501i,0.00043682+0.0016216i,-6.3369e-05+0.0011218i,-0.00021751-0.00024655i,-0.00041126-0.00049196i,-0.00057289-0.00019632i,-0.00042782-0.00066197i,-0.00024949-0.00029529i
-0.00065624+0.00087962i,-0.00038803-0.00020129i,-0.00068113-0.00083494i,-0.00088744-2.1472e-05i,-3.5776e-05+0.00023909i,0.0015204-9.9904e-05i,0.0014955-0.00045458i,0.0010902-0.00015168i,0.0013394+0.00035167i,0.00072833+0.00016985i,0.00056519+6.1629e-06i,0.00072615+0.00024037i,0.00026715+0.0002395i,-0.00045526+0.00061122i,-0.0006994+0.00078747i,0.00018275-0.00092286i,0.0010443-0.0017699i,0.0011127-0.0012065i,0.00061284-0.00096613i,-0.00013402-0.00069419i,-0.00030454+9.2479e-05i,0.00030725-0.00022356i,5.6348e-05-0.00024553i
0.00094742-0.0011251i,0.00068952-0.0016169i,-0.0012705-0.0017801i,-0.002941-0.0012025i,-0.0025368-0.00048843i,-0.0012279+0.00017177i,-0.00046683-0.0001369i,-0.00036894-0.00065381i,0.00015997-0.00079494i,0.00023879-0.00038117i,0.00032706-4.0798e-05i,0.00079154-0.00041335i,0.001369-0.00093924i,0.0012998-4.8363e-05i,0.0010084+0.0010467i,0.00022208+0.0014192i,-0.00042231+0.0010633i,0.00010654+0.00055184i,0.0007565+0.00013784i,0.00048756-0.00046579i,0.00023666-0.00091774i,-4.0098e-05-0.00070444i,-0.0006113-5.8737e-05i
0.00010661-0.0024983i,0.00017028-0.0026122i,-0.00046141-0.0024373i,-0.00033009-0.0017982i,-0.00011202-0.0010003i,0.00017702-0.00020584i,-0.00010642-0.00044611i,-0.00056288-0.00070389i,-0.00038574-0.0013983i,0.00017784-0.0019185i,0.00078494-0.0016905i,0.001275-0.0006695i,0.0010985+0.0004883i,0.00055896+0.00055826i,0.00048524+7.2573e-05i,0.00093049-0.00054899i,0.00072286-0.0010161i,0.00067245-0.00057365i,0.00076496-0.00051757i,0.00036981-0.00070801i,-0.0002801+1.9405e-05i,-0.00047749+2.9807e-06i,9.1837e-05-0.00040634i
-0.00083685-0.0010874i,-0.00076194-0.0011456i,-0.0015981-0.00088955i,-0.0021366+0.0001173i,-0.0020883+0.0013226i,-0.0019047+0.00082652i,-0.0023044+0.00034633i,-0.0026336+0.0011776i,-0.0014251+0.0012633i,5.6138e-05+0.00033185i,0.00065571-0.00079528i,0.00059922-0.0011771i,0.00049675-0.00095774i,0.00019898-0.00030843i,0.000171+0.00077413i,-0.00038451+0.0012358i,-0.00050286+0.0011808i,0.00026895+0.00050642i,0.00054076+0.00027387i,0.00054356+0.0002317i,0.00024467+0.00027861i,0.000207+0.00098497i,0.00058341+0.00060751i
0.00012606-0.0014191i,0.00052096-0.0023275i,0.00053712-0.0025694i,0.00087103-0.0025219i,0.0014571-0.0020047i,0.0016176-0.002326i,0.0007727-0.0018208i,-0.00023018-0.00057056i,-0.00040534-0.00044715i,-0.00035928-0.0014789i,-0.00031145-0.0018447i,-0.00091018-0.0009503i,-0.0015501-0.00050221i,-0.00081976+0.00011348i,-1.6933e-05-0.00011272i,0.00063214-0.00052072i,0.0011941-9.7302e-05i,0.00052916+0.00049028i,-0.00062563-0.00026148i,-0.0010259-0.0011197i,-0.00065046-0.00037023i,-0.00040753-0.00014273i,-0.00038785+2.1981e-06i
-0.00090599-0.00042283i,-0.00057837-0.00027401i,-0.00068067-0.00088461i,-0.0010603-0.00063903i,-0.0010471+0.00017395i,4.7248e-05-0.00012279i,0.00019884-0.00097343i,-8.0688e-05-0.00038511i,-0.00016102+0.00079884i,-0.00061928+0.00062816i,-0.00051309-0.00053528i,-0.00038565-0.00024143i,-0.00096258+0.00052934i,-0.00019393+0.00032991i,0.00078684+0.00019993i,0.0005041-0.0001129i,0.00027869-0.00049753i,0.00031312-0.00084746i,-0.00010605-0.00023697i,-0.00065154+0.00073886i,-0.00044589+0.00016419i,5.6455e-05-0.0008754i,-1.3462e-05-0.00071315i
0.00082369-0.0016464i,0.00044495-0.0022757i,0.0004678-0.0034795i,-0.00047583-0.0033009i,-0.00093767-0.0018055i,-0.0001696-0.00028521i,0.00056715+5.1705e-05i,0.00068491+0.00041583i,0.00085807-4.0622e-05i,0.00059418-0.00055055i,-0.00031919-0.00050366i,-0.0010239-0.0003346i,-0.00050414+3.661e-05i,-0.00053738+0.00015416i,-2.3607e-05-0.00011222i,0.0014769-0.00029957i,0.0010926-0.0005564i,5.0179e-05-0.0012614i,-0.00042176-0.0011029i,-0.00064798-0.00050189i,-0.00073819-0.00039111i,-0.00061302-0.00033865i,-0.0003672-0.00038627i
0.0025651-0.00066242i,0.0020784-0.0020517i,0.0014775-0.0026271i,-0.00029831-0.0029074i,-0.0013078-0.0016939i,-0.0014539-0.00022888i,-0.0014138+0.00058331i,-0.00039281+0.0011189i,0.0014744+0.0011656i,0.0015932+0.00051538i,0.00039811+0.00030454i,-0.00066899+0.00044851i,-0.00058584+0.00093038i,-0.00045982+0.0019354i,-0.0006705+0.0020258i,-0.0014137+0.0021298i,-0.0012714+0.0019159i,-0.00091275+0.00046375i,-0.0017389-0.0001408i,-0.0019922-0.00010152i,-0.001787-0.00039336i,-0.0011995-0.00045407i,-0.00031266-0.00018328i
-0.00058218-0.0015205i,-0.0007377-0.0024155i,-0.001515-0.0033144i,-0.0018178-0.0016101i,-0.00059132+0.00083208i,0.0012752+0.00010059i,0.0013926-0.0011161i,0.00054832-0.00029145i,0.0014671+0.00019462i,0.0019018-0.00013763i,0.0013126-0.00016904i,0.00052637+0.00024617i,-0.00022227+0.0004802i,-0.00030848-0.00020995i,-6.8521e-05-0.00021886i,0.0011104+3.9881e-05i,0.0016721-7.2662e-05i,0.00056022+0.00035432i,0.00021975+0.0005101i,-0.00014513+0.00074211i,-0.00081442+0.00014751i,-0.00014165-0.00059151i,-4.3831e-05-0.00091705i
0.0020334+0.00037389i,0.0025338-4.5754e-05i,0.002195-0.0018791i,0.0007356-0.003054i,-0.00089487-0.0025749i,-0.0014762-0.0012656i,-0.00092935-0.00096218i,0.00017499-0.0009125i,0.0012931-0.00046558i,0.0017426-0.00053204i,0.0011377-0.00071725i,0.00026949-0.00019753i,-8.2621e-05+8.1388e-05i,-0.00047206+0.00040182i,-0.00080601+0.00057111i,-0.0010896+0.00051195i,-0.001407+0.0005867i,-0.00099209-0.00071578i,-0.00051415-0.0011474i,-0.00066206-0.00010325i,-0.00084171+0.00056536i,-0.00022136+0.00054303i,0.00013839+0.00047183i
0.0007131-0.0010555i,0.0016071-0.0019368i,0.0021611-0.0027919i,0.00087529-0.0025504i,-1.2379e-05-0.0019689i,0.00039665-0.0011858i,-0.00030258-0.00056653i,-0.00089447-0.00058734i,0.00064917-0.0012733i,0.0018298-0.0023152i,0.0017959-0.0021024i,0.0011249-0.0014471i,0.0014631-0.00099168i,0.0018082-0.00059618i,0.0018209+0.00010458i,0.0015852+0.00042446i,0.0011124+0.00042639i,0.0013985-0.00056916i,0.0012198-0.0018429i,0.0010776-0.0011273i,0.00068695+0.00014199i,-0.00029029+0.00033234i,-0.00035356-0.0003667i
0.00021476-0.0010339i,-0.00035174-0.0026888i,-0.00032843-0.0025298i,-0.00054398-0.0017245i,-0.0017547-0.0021i,-0.0012803-0.0013568i,0.00027417-0.00034197i,0.00042574+0.00015009i,0.00029675+0.00024284i,0.00039103-0.00070052i,0.00024099-0.0017872i,0.00030089-0.0016821i,0.00032613-0.0010383i,-0.00014817+8.7773e-06i,-0.00092312+0.0011186i,-0.001746+0.0011522i,-0.0018882+0.00011995i,-0.0013215-0.0006083i,-0.0010437-7.0938e-05i,-0.00065222-0.00026217i,-0.00025806-0.00075728i,0.00044976-0.00049677i,0.00030881+4.1448e-05i
0.00076755+2.9725e-05i,0.0022089-0.00096878i,0.0022328-0.0017562i,0.00076404-0.0017489i,-0.00057281-0.0014124i,-0.0011268-0.0012915i,-0.00028449-0.00050188i,0.00032198+0.00081994i,-1.0811e-06+0.00065269i,-1.9927e-05-0.00044107i,0.00056716-0.00097212i,0.00046469-0.0012069i,0.00015261-0.0011392i,0.00030899-0.00014393i,0.0014144+0.00070389i,0.0021768+0.0013179i,0.0015325+0.0019138i,0.0010057+0.0013275i,0.0010809+0.00027409i,0.00094049-2.7315e-05i,0.00039379-0.00045676i,0.00024305+5.9339e-05i,0.00059189+0.00032917i
-0.00077133-0.0023667i,-0.00086444-0.004325i,-0.0013685-0.0045317i,-0.002187-0.0026602i,-0.0020659-0.00046625i,-0.0015268+0.00020882i,-0.0010222-0.00023448i,-0.00058488-0.0010756i,-0.0003631-0.0008981i,-0.00082716-0.00073041i,-0.0011087-0.0012244i,-0.00060614-0.0009159i,-0.00082366-0.00012303i,-0.0013711+0.00049962i,-0.0014446+0.00032293i,-0.0018983-6.6419e-05i,-0.0021494-0.00086149i,-0.0017416-0.0011898i,-0.0014562-0.00017326i,-0.0013566+0.00049913i,-0.0010483+0.00070388i,-0.00033441+0.00073131i,0.00018788+0.00078185i
0.00024059-0.00023673i,0.00057418-0.0013242i,3.9581e-05-0.0015779i,-0.00057366-0.0010254i,-0.0001056-0.0009752i,0.0007749-0.00068945i,0.001222+0.00039018i,0.0012177+0.0015934i,0.0011297+0.00087679i,0.000314-0.00011178i,-0.00041924+9.3848e-05i,-0.00064161+0.00085513i,-0.00020322+0.0010604i,0.00021076+0.00057552i,0.00097696+0.00042821i,0.0015191+0.00082588i,0.0011103+0.0013357i,0.00042813+0.00034929i,0.00019015+0.00011949i,0.00023948+0.0012222i,0.00056843+0.0008679i,0.00081701-0.00047188i,0.00059653-0.00024198i
0.00018735-0.0034456i,-0.00020917-0.0050148i,-0.0011416-0.0058051i,-0.0020165-0.0034333i,-0.0029058-0.0012956i,-0.0020943-0.00077611i,-0.00024815-0.0006206i,0.00081756-0.00027134i,0.00050752-0.00050427i,-4.3513e-05-0.00028895i,-0.00046277-7.4843e-05i,-0.00079355-0.00080759i,-0.00058279-0.0015869i,-0.00044452-0.00090125i,-0.00070114+0.00030115i,-0.0012151-0.00058049i,-0.0010463-0.0012169i,-0.00059055-0.00049236i,-0.00065455-0.00029261i,-0.00046259-0.00043644i,-9.4722e-06-0.00056317i,-0.00012594-0.00071441i,-0.0006214-0.00037958i
0.00062517-0.0006665i,0.0011951-0.0014902i,0.0015914-0.0019405i,0.00084687-0.0015063i,0.0017617-0.0014297i,0.0019797-0.0012433i,0.00080519-0.00067253i,0.00072903+0.00011822i,0.00090764+0.00082083i,0.00092669+0.00058605i,0.0001126+0.00030442i,4.3252e-05+0.00055398i,0.00089071+0.00093242i,0.0009052+0.0012747i,0.0011867+0.0016246i,0.001233+0.0017373i,0.00099502+0.0013406i,0.0013658+0.00033193i,0.0010001+0.00017263i,0.00051663+0.00035937i,0.00078326+0.0001845i,0.00092406+0.0004802i,0.00017666+0.00019669i
-0.00034877-0.0014963i,-0.00040358-0.0017678i,-0.00070967-0.0022154i,-0.0013557-0.0020205i,-0.0021095-0.0014114i,-0.0017934-0.00055685i,-0.00041238+9.4933e-05i,-0.00042275-0.00057269i,-0.00051964-0.0011274i,0.00084629-0.00079987i,0.001599-0.00025094i,0.001058+4.6835e-05i,0.0004837-0.00065664i,-3.9778e-05-0.0013282i,-0.00060779-0.0015852i,-0.00072602-0.0015383i,-0.00072788-0.00086364i,0.0001131-0.0011053i,0.00060513-0.0019537i,0.0005065-0.0022954i,0.00014977-0.0019281i,-0.00071588-0.0015907i,-0.0012628-0.00094143i
0.0017042+0.00032289i,0.0025736-0.0019059i,0.0018954-0.0039094i,0.00026497-0.0028501i,-0.00011931-0.0011996i,-0.00012551-0.00088117i,0.00025707-0.0012065i,-0.00036237-0.00049953i,-0.00033752+0.00017408i,0.00038322+0.00018951i,0.00062319+0.00048626i,0.00082173+0.00026202i,0.0001833+0.00061072i,0.00025498+0.0015237i,0.0008901+0.0015339i,0.0012096+0.0012303i,0.0012556+0.0011608i,0.00085645+0.00055518i,0.00084469-0.00029664i,0.0010381-3.1417e-05i,0.00051538+0.00038426i,0.00045049-0.00059554i,0.00062336-0.0010131i
0.0014955-0.0013629i,0.0022302-0.0029523i,0.0010019-0.0033408i,-0.0005657-0.0020392i,-0.00072512-0.0010245i,3.1276e-05-0.0015638i,0.00046085-0.0012021i,0.00027738-0.00042868i,0.0002346-0.00068126i,8.1115e-05-0.00083359i,5.5724e-05-0.00095076i,0.0002477-0.001374i,0.00027078-0.0013279i,-0.00040607-0.0012532i,-0.0012092-0.00097392i,-0.0008431-0.00095486i,0.00041576-0.0011833i,0.00071654-0.0012902i,0.00014134-0.0014303i,-0.0009204-0.0016858i,-0.00080755-0.0012065i,-0.00053109-0.00052577i,-0.00085959-0.0004825i
0.0016138-0.0013893i,0.0017381-0.0029488i,0.0006808-0.003674i,-0.0010052-0.0028549i,-0.0023528-0.0016053i,-0.0014154-0.0010675i,-5.2126e-05-0.00056595i,-0.00055648+0.00048102i,-0.0008663+0.001278i,-0.00067501-0.00026259i,9.722e-05-0.0016071i,0.0004744-0.00093755i,-0.00020773+0.00041073i,-0.00071878+0.0011258i,-0.00066153+0.0020505i,-0.00059438+0.0028726i,-0.0011366+0.0025744i,-0.0016459+0.0012727i,-0.0010658+0.00059865i,-0.00015353+0.0010753i,-5.4057e-05+0.0011198i,-0.00076299+0.00095587i,-0.0013873+0.00045399i
-0.00032355+0.00046821i,0.00053849-0.00079031i,0.001192-0.0019463i,0.0010833-0.0012708i,0.00079752+5.1696e-05i,0.0013393+0.00037423i,0.0019066+0.00040926i,0.0018257+0.0011571i,0.00072376+0.0011903i,0.00021416-0.00012101i,-0.0003754-0.00024818i,-0.0010648+0.00034821i,-0.0010144+0.00016827i,-0.00069301-0.00016604i,-0.00030418-0.00018839i,0.00092178-0.00087201i,0.0014119-0.0011184i,0.00056989-0.0013793i,-7.8536e-05-0.00080631i,-0.00063804+0.00023289i,-0.00079886+0.00050761i,-0.00056274+0.0011026i,-0.00046124+0.0011966i
0.0001874-0.0024909i,-0.00021675-0.0024905i,-0.00046777-0.0027057i,-0.0017552-0.001522i,-0.0023991+7.285e-05i,-0.00034814+0.00014778i,0.0013757+0.00064743i,0.0015361+0.0019899i,0.0014952+0.00255i,0.00018586+0.0012338i,-0.0015581-0.00047058i,-0.0016768-8.1035e-05i,-0.00080455+0.00094058i,7.7151e-05+0.0013492i,0.00013897+0.0021614i,-0.00063496+0.0032551i,-0.00064866+0.003025i,0.00011101+0.0022402i,0.00030451+0.0018315i,0.00030073+0.0015732i,9.8215e-05+0.0016606i,-0.00068947+0.0014446i,-0.00041082+0.0005668i
0.00060896-0.0014808i,0.0008043-0.002625i,0.0016433-0.0034662i,0.0013849-0.0031147i,0.00036019-0.0029656i,0.0005726-0.0027151i,0.00068315-0.0021149i,0.0013174-0.0014168i,0.0019674-0.00071044i,0.0011972-0.0006139i,0.00036261-0.0011635i,0.00061274-0.00091796i,0.00060402-0.00040314i,0.00049053-4.467e-05i,0.0016829-0.0011226i,0.002555-0.0028451i,0.0017899-0.0026418i,0.0012205-0.0018734i,0.0015495-0.0010404i,0.0012807-0.00053206i,0.00022679-0.00087902i,-1.5288e-05-0.00085553i,9.0613e-05-0.0011054i
0.00037876-0.001156i,0.00088549-0.0012444i,0.00025915-0.0020103i,-0.00086642-0.0023634i,-0.0020018-0.0019405i,-0.0018637-0.0010681i,-0.00089855-0.0010223i,1.5593e-05-0.0010414i,0.0009522-0.00052761i,0.00083834+0.00018465i,-0.00013947+0.00051379i,-0.00036137-0.00040125i,-0.00042461-0.0012184i,-0.00060268+0.00066239i,-0.0010385+0.002652i,-0.00090637+0.0029239i,2.5778e-05+0.0019733i,0.00025294+0.00055041i,-0.00079656+0.00012441i,-0.0012353+0.00056458i,-0.00039702+0.00055314i,0.00079011+0.00027734i,0.00072766+0.00071768i
0.0016888-0.00049391i,0.0014894-0.0018046i,0.0015575-0.0033552i,0.00055176-0.0037208i,-0.00079165-0.0019313i,-0.00099054-0.00095803i,-0.00034601-0.00077572i,0.00042959-0.0010693i,0.0015942-0.0018077i,0.0018723-0.0011402i,0.00042786+0.00047578i,0.00018078+0.00096565i,0.0014321+4.0354e-05i,0.0020227-0.00076104i,0.0020808-0.0013431i,0.0023813-0.0014037i,0.0019644-0.0016758i,0.0015629-0.0016295i,0.0010202-0.0012467i,0.0008535-0.0012212i,0.00077012-0.0012857i,9.1065e-05-0.0014101i,-0.00049493-0.0010356i
-0.0010661-0.0014654i,-0.0013662-0.0018302i,-0.0029189-0.0025952i,-0.0036111-0.0021514i,-0.0030002-0.00042207i,-0.0012644-0.00014637i,-0.00081258-0.001191i,-0.001781-0.0017538i,-0.0012264-0.0014019i,0.00050881-0.00044874i,0.00085005-0.00016313i,0.00023399-0.0010871i,-0.00092266-0.0014033i,-0.0020819-0.00044815i,-0.00221+0.00051571i,-0.0021224+0.0011414i,-0.0017791+0.0015119i,-0.0014581+0.00082456i,-0.0011572-0.00026803i,-0.0013749-0.00096769i,-0.0014237-0.00064703i,-0.00047791-0.00025961i,9.2895e-05-0.00047225i
-0.0011295-0.00087296i,-0.0012927-0.0019692i,-0.0013053-0.0010971i,-0.0017495+0.00081278i,-0.00083809+0.0016496i,-0.00021912+0.00091426i,-0.0004726-0.00070357i,-0.00070748-0.00075609i,-0.0011541-0.00024154i,-0.00080057-0.00094523i,-0.00022666-0.0011112i,-2.4941e-08-0.00098713i,0.00047275-1.7924e-05i,0.00093359+0.00037955i,0.0012445-0.001103i,0.0015422-0.0011623i,0.0018981-0.00069814i,0.0018382-0.0012406i,0.00062666-0.0010861i,-0.00055743-0.00017659i,-0.0010246-0.00036732i,-0.00094677-0.0011636i,-0.00054293-0.0014315i
0.00017618-0.002139i,-0.00032164-0.0026254i,-0.0012177-0.0033535i,-0.0021736-0.0026501i,-0.0013498+6.4506e-06i,-0.00026516+0.0013241i,-0.00021118+0.00074415i,-0.00055325+0.00069566i,-0.0012384-4.6236e-08i,-0.0012685-0.00053556i,-0.00093896-0.0003023i,-0.0009282-0.00095248i,-0.0013871-0.00091791i,-0.0019185-0.0009159i,-0.0022252-0.0007841i,-0.0027409+0.00030767i,-0.0026779+0.00031745i,-0.0020306-0.00024364i,-0.0019412+0.0001489i,-0.0015427+0.00015917i,-0.00077337-0.00030628i,-0.00033754-0.00065351i,-0.00047077-0.00034998i
0.00097564-0.0020311i,0.0015887-0.0025442i,0.0007569-0.0016683i,5.1746e-05-0.00030333i,3.4358e-05-0.00024636i,0.00027891-0.0011817i,-0.00054335-0.00073725i,-0.00096752+0.0013769i,5.3759e-05+0.001983i,0.00056722+0.00095291i,0.0001596-0.00022762i,-0.00052409-0.00099053i,-0.0009889-0.00072745i,-0.00056593+0.00018285i,0.00073865+0.0011198i,0.0024158+0.0016567i,0.0031957+0.0018327i,0.0028425+0.0012552i,0.0013342+0.001187i,0.00077167+0.00054361i,0.00085147-0.00025569i,0.0004543-0.00022972i,0.00034847-0.00013452i
0.0014977-0.001417i,0.0018345-0.0029609i,0.0012014-0.0052917i,-7.2509e-05-0.0054314i,-0.00050384-0.0034971i,0.00021969-0.0012628i,0.00045425-0.00061407i,0.00040205+0.00038582i,0.0008911+0.0010546i,0.00022429-0.00042178i,-0.0011606-0.0017554i,-0.0019533-0.00087678i,-0.0017809+0.00020742i,-0.0014654+0.000339i,-0.0015133-0.00074156i,-0.0014791-0.0011838i,-0.0015461-0.00012806i,-0.0017213+0.00051589i,-0.0010195+0.00033939i,-3.1987e-05+0.00014608i,0.00014702+0.00121i,-0.00027471+0.0019707i,-0.00028518+0.00082802i
-0.00032905-0.00074746i,-0.00085603-0.001565i,-0.0019625-0.0017993i,-0.0031806-0.00091154i,-0.0029613+0.00013092i,-0.0010878+0.00081657i,-9.1858e-08+0.00037461i,0.0010957+0.00057965i,0.0016282+0.0014902i,0.00070758+0.0010929i,-0.00075462+0.00028901i,-0.0011401+0.00040895i,-0.00037818+0.00099342i,0.00040575+0.0012352i,0.0015556+0.0018786i,0.0025221+0.0022436i,0.0025096+0.0015661i,0.002037+0.0010369i,0.0015064+0.00064052i,0.0016604+0.001015i,0.0020768+0.0013207i,0.00089544+0.0011015i,-0.00018484+0.0007533i
0.0018505-0.0015898i,0.0025184-0.0033881i,0.0021745-0.0046767i,0.00091104-0.0040874i,-0.00037686-0.0026615i,-0.00068228-0.0022232i,5.2122e-05-0.0016304i,0.0015743-0.0010308i,0.0027066-0.0016354i,0.0019441-0.00088524i,-0.00042548+0.0001507i,-0.00094664-9.4478e-05i,0.00020704-0.00039814i,0.0010436-0.00019982i,0.00067444+8.9067e-05i,-0.0002733-0.00077593i,-0.00046198-0.0015417i,-0.00037618-0.0011559i,-0.00045463-0.0011243i,-0.00012582-0.0016141i,-5.4077e-05-0.0014121i,-0.00098353-0.00025647i,-0.0013446+0.0002771i
0.00088415-0.0021215i,0.00095784-0.0034358i,-0.00063645-0.0041743i,-0.0036535-0.0032798i,-0.0039087-0.0013048i,-0.0016487-0.00047426i,-0.00035417-0.0014822i,0.00016956-0.0023355i,0.0009258-0.0013691i,0.0015475-0.0005022i,0.00093225-5.0394e-05i,-0.00044652+0.00053123i,-0.00081437+0.0010293i,-0.00059768+0.0020084i,-0.00022611+0.0021598i,-6.2428e-05+0.0011153i,0.00030984+0.00052825i,0.00051187-3.1917e-05i,0.00036012-0.00056081i,0.00096385-0.00028745i,0.001089+0.00040459i,0.00070476+0.00038488i,0.00010759+0.00040198i
0.0017115-0.0014204i,0.0023408-0.0023131i,0.0028072-0.0030227i,0.0028463-0.0029999i,0.001695-0.00091658i,0.0011836-0.00028464i,0.00064693-0.00061564i,-0.00049046-0.0010764i,7.1215e-05-0.002136i,0.0012687-0.0020021i,0.00048241-0.00072224i,0.00018959-7.5464e-05i,0.00088542-0.00025344i,0.00065265-0.00081361i,-5.959e-05-0.00078932i,-0.00078123-0.0010752i,-0.0013687-0.001148i,-0.0017257-0.00080072i,-0.00086671-0.0010427i,-0.00029933-0.0015518i,-0.00044631-0.0018196i,-0.00012377-0.0019787i,0.00058697-0.001538i
0.00020951-0.00087479i,-0.00038977-0.0015956i,-0.0013349-0.0028675i,-0.0020442-0.0026978i,-0.0020904-0.00052317i,-0.00020186+0.0014241i,1.9589e-06+0.0011282i,-0.0018178+0.00050169i,-0.0015141+0.00049574i,-0.00019957-0.00057358i,0.00019618-0.0012383i,-4.8252e-05-0.001176i,-0.00064275-0.00050809i,-0.0017336+0.00038186i,-0.002237+0.00089014i,-0.0015316+0.0014698i,-0.00039024+0.0014693i,-0.00049555+0.0011016i,-0.0015115+0.00010665i,-0.00098251-0.00026744i,-0.00052097+4.7485e-05i,-0.00082577+7.9276e-06i,-0.00092058-9.5759e-06i
0.0011409-0.0015656i,0.00093816-0.0024402i,0.00025622-0.0027372i,-9.0299e-05-0.0020698i,0.00014268-0.0012779i,0.00053717-0.00067972i,-0.00025318+0.00035947i,-0.00094559+0.0010172i,-0.00049094+0.00043383i,0.00011208-0.00093852i,0.000429-0.0012679i,-0.00022897-0.00056491i,-4.8178e-05+0.00035558i,0.0011426+0.00076954i,0.0011409+0.00063451i,0.00088009+0.00064589i,0.00065979+0.00078943i,0.0005381+0.001017i,0.00051484+0.00054628i,-0.00018813-0.00014255i,-0.00074322+0.00055698i,-0.00094901+0.00076256i,-0.00017938+0.00028501i
7.5256e-05-0.00047541i,-0.00019213-0.0022854i,2.8516e-05-0.0033927i,-0.00014594-0.0041829i,-0.00058653-0.0044726i,-0.00044069-0.003216i,0.00014717-0.0018004i,0.00019432+0.00038315i,-0.00055387+0.0014216i,-0.00069505+2.5827e-05i,-0.00061106-0.00084934i,-0.00080871-0.0013365i,-0.0010175-0.0013009i,-0.0013382+0.00017291i,-0.00092391+0.0016581i,0.00028268+0.0015801i,0.00075779+0.00096029i,5.2026e-05+0.0011742i,-0.0013707+0.0013095i,-0.0012856+0.00056186i,-0.00075924+0.00082805i,-0.0012814+0.00094453i,-0.0014979+0.00016399i
0.0027316-0.000859i,0.0028815-0.0029008i,0.0024245-0.0041516i,0.00033171-0.0029662i,-0.00028656-0.0017841i,7.8611e-05-0.0011253i,0.00048667-0.00026357i,0.0014455+0.00013803i,0.0018016+0.00031435i,0.0014804-0.00027143i,0.00014355-0.0010591i,-0.00066706-0.00079053i,-1.1155e-05+0.00069124i,0.0009992+0.0015152i,0.0014567+0.0016627i,0.0016992+0.0015995i,0.0017874+0.0013182i,0.0013423+0.0010716i,0.0014482+0.0008947i,0.0013179+0.00019668i,0.001303-0.00092241i,0.00066992-0.00095689i,0.00019123-0.00058674i
