-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
-0.0024306-0.00021482i,-0.00093527-7.5253e-05i,-6.8515e-05-0.00049809i,0.00041412-0.00063719i,0.00060631-0.00012251i,0.00072758+0.00012705i,0.00049936-0.00060798i,0.00012318-0.0011944i,-0.00050813-0.00092697i,-0.00073007-0.00018367i,-0.00072681+0.0004473i,-0.00025665+0.00051308i,0.00078761+0.00045971i,0.0013797+0.00083223i,0.00081006+0.0010532i,0.00030327+0.0007582i,-0.00054439-8.9097e-05i,-0.00063504-0.00042365i,0.0004511-4.0192e-05i,0.00047891+0.00050251i,4.5645e-05+0.00088102i,-0.00058817+0.00077353i,-0.0010591+0.00044655i
0.0015729-0.00077902i,0.0015687+2.559e-06i,0.0012987+0.00025226i,0.00030725+0.00037512i,-0.00041769-0.00034736i,-0.00010026-0.0010198i,0.00045101-0.00024345i,0.00028488+0.0010047i,-0.00044527+0.0011148i,-0.00011622+0.00033552i,0.0004277-0.00061577i,0.00052664-0.00050258i,0.00010404+0.00023353i,-0.00019711+0.00073259i,-0.00072606+0.00077572i,-0.0014392-0.00010975i,-0.00091548-0.00021954i,-0.00073253+0.00024i,-0.0003795+0.00015016i,-0.00023221-0.00040253i,-0.00010545-0.00051323i,0.00041811-7.6016e-05i,-8.4304e-05+6.1832e-05i
0.00013045+0.0015999i,0.00022471+0.0012401i,0.0002195+0.0011676i,-0.00068816+0.0011319i,-0.0013344-2.5555e-05i,-0.00046305-0.00019921i,-0.00011741+0.00010251i,-2.2812e-05-0.00018981i,0.00049055+0.00011156i,0.00047037+0.00041642i,-0.00049105+0.00042184i,-0.001015-0.00039058i,-0.00035182+5.4273e-05i,-2.3482e-05+0.0007948i,-0.00055597+0.00042822i,-0.00050459+0.00034478i,-0.00032706-0.00060643i,-0.00061648-0.0007301i,-0.00036359-0.00020342i,-0.00037761-0.00044684i,-0.00015684-0.00099683i,5.6852e-05-0.00098785i,-2.6371e-05-0.00042714i
0.0032041-0.0020213i,0.002277-0.0016808i,0.0014191-0.0014078i,0.00043129-0.001381i,-0.0009222-0.001188i,-0.0013667-0.0001193i,-0.00046518+0.00099679i,0.00043114+0.00096769i,0.00046037+0.00012864i,0.00049446+0.00018414i,-0.00024861+6.9884e-06i,-0.0012024+5.1254e-05i,-0.0010373+0.00061205i,-0.00035906+0.0012271i,-1.3936e-05+0.0018329i,-0.00017318+0.0014538i,-1.053e-05+0.00043443i,0.00060172+0.00035159i,0.00046976+0.0010781i,0.00048259+0.00019855i,0.00054292-0.0010919i,0.00016417-0.0011263i,0.00053024-0.00016822i
-0.00047248-0.0010307i,0.00012605-0.0011872i,0.00026334-0.0018938i,-0.00018358-0.00092831i,-0.00042222+0.00048807i,7.0623e-05+0.00039627i,0.00067237+0.00011348i,0.00069565+0.00027838i,0.00045188+9.4731e-05i,0.0001465-6.4162e-05i,0.00016859-0.00012038i,0.00025971-7.0455e-05i,0.0003019-0.0004273i,0.001135-0.00037476i,0.00072334+0.00014606i,-0.00068126+0.00016657i,-0.00077694+0.00041573i,-0.00053614+0.0005934i,-0.00044185+0.00023518i,-4.2769e-05-3.5785e-05i,3.8852e-05-0.0002938i,-0.00015499-0.00060435i,-0.00048226-0.00020476i
0.00062388-0.0015562i,0.00052151-0.00080339i,2.1269e-05-0.000764i,-0.0011713-0.00072504i,-0.0019015+0.0002709i,-0.0011264+0.00075298i,-0.00029792+8.743e-05i,0.00022427-0.00088234i,0.00043061-0.0010882i,-0.0002554-0.00041848i,-0.00032722-9.4424e-05i,5.5727e-05+0.00015419i,0.00053564+0.00041935i,0.00057088+0.00034008i,-0.0005935+0.00039752i,-0.00062128+0.00067518i,-0.00026361+0.00064012i,-0.00020336-0.0002025i,0.00025915-0.00045906i,0.00067745-1.6226e-05i,0.00034025+0.00020594i,0.00035523+0.00015247i,0.0012396-3.7518e-05i
-0.00091713-0.00048037i,-0.0008278-0.0010052i,-0.00067646-0.00077063i,-0.00044369-0.00078525i,-9.5698e-05-0.00045099i,-7.8661e-05+0.00022139i,0.00025382+0.00029698i,0.00040832+0.00043375i,0.0001728-0.00014086i,-0.00059583-0.0011289i,-0.00048159-0.00076463i,0.00021967+0.00020673i,0.00012526+0.00064153i,-5.9101e-05+0.00097214i,0.00035997+0.00060898i,0.00089892-5.954e-05i,0.00096292+0.00014627i,0.00036756+0.0003675i,-0.00061591-0.00022774i,-0.00081125-0.00086086i,-0.00038374-8.373e-05i,0.00027906+0.00029693i,0.0001696-0.0001184i
0.00095623-0.0016437i,0.0010663-0.0011408i,7.876e-06-0.00054885i,-0.00067651+0.00052672i,-0.00080525+0.0011386i,-0.00027438+6.3399e-05i,0.00062691-0.00068714i,0.00050663-0.00014055i,6.8452e-05+0.00062821i,0.00020228+0.0010679i,0.00024228+0.0011445i,0.00011307-0.00012791i,-3.8967e-05-0.00062599i,-0.00052756+0.00010431i,-0.00018783+0.00033022i,-0.00014313-0.0002045i,-0.00012056-0.00048714i,0.00031131-7.949e-05i,-5.2872e-05+0.00022518i,-0.00021741-0.00037352i,0.00037696-0.00077274i,0.00080384-0.00033322i,0.00063896+6.7377e-05i
-0.0003221+0.00092094i,-0.0005881+0.00076319i,0.00073393+0.00038652i,0.0015114-0.00027763i,0.0016706-0.0013451i,0.0013054-0.0013132i,0.00027947-9.62e-05i,-0.00010799+0.00059795i,0.00034005+0.000129i,6.0267e-05-0.00022435i,-0.00044842-0.00014576i,-0.00032234+0.0001882i,-0.00038784+0.00036861i,-0.00052279-0.00012951i,-0.00028251-0.00029721i,-7.7653e-07-0.00050675i,0.0003073-0.00074164i,-0.00025536-0.00088816i,-0.00065946-0.00024214i,-0.00031095+0.00084689i,0.00037842+0.00085126i,0.0006049-6.4161e-05i,6.7041e-05-0.00065607i
0.0027458-0.0020052i,0.0020676-0.0019162i,0.0018106-0.0022i,0.00077146-0.0023717i,-0.00017962-0.0014128i,-0.00060422-0.00039034i,-0.00039135-0.00045681i,-0.00023344-0.00056616i,8.2252e-05-0.00026844i,0.00063749-0.00031352i,-5.9874e-05-0.00034786i,-0.0008223-0.00012972i,-0.00039402+0.00024779i,-0.00025817+0.00087644i,-0.00079081+0.0010978i,-0.00064776+0.00048019i,0.00011168+9.73e-05i,0.00076106+2.6981e-05i,0.0012581+0.00043432i,0.0012124+0.00011403i,0.00025548-0.00041542i,-0.00098638+0.00016308i,-0.0011545+0.00051225i
-0.0014884+0.00087516i,-0.00094448+0.00092674i,-0.00013436+0.00082565i,-8.8275e-06+0.0011075i,-0.00071601+0.00040942i,-0.00075291-0.0005013i,-0.00034869-0.00042437i,-0.00031268-2.9108e-05i,-0.00011808-2.0313e-05i,0.00030558+0.00014142i,-0.00015985+0.00039131i,-0.00079314+0.00060828i,-0.00091478+0.0005854i,-0.0003012+0.00019449i,0.0005497+0.00011469i,0.001084+0.00015038i,0.00094632-0.00048182i,0.00035581-0.00051702i,0.00016855+0.00014383i,-0.00097081+0.00055306i,-0.0011018+8.4675e-05i,-0.00044171-0.00059635i,-1.408e-05-0.00062044i
-0.0019498-0.001872i,-0.0019199+0.00020177i,-0.0017842+0.0017489i,-0.0020704+0.0013709i,-0.0010766+0.0002965i,0.00031336+0.00020841i,0.00054119+0.00025117i,0.00031131-0.00034871i,-7.9433e-05-0.00042244i,7.5146e-05+3.601e-05i,2.9588e-05-0.00047997i,-0.00010943-0.00087617i,0.00026833-0.00065865i,0.00010999-0.00036582i,0.00023118+0.00012182i,0.00030574+0.00022365i,-0.00066381+0.00044548i,-0.0015465+0.00077668i,-0.00090382-3.1015e-05i,1.6247e-06-0.00017907i,-0.00056539+0.00025494i,-0.00033877+0.00039617i,0.00025116+0.00072652i
-0.0014109-0.00027129i,-0.00085307-0.00077253i,0.00086681-0.00044627i,0.00089113-0.000163i,0.00077931-0.00067127i,0.0011778-0.0005846i,0.00032226-0.00032645i,0.00013234-9.2841e-05i,0.00079201+0.00067262i,0.00074171+0.00015263i,-0.00011377-0.0008835i,-0.00026247-0.00067346i,0.00019982+3.9283e-05i,0.00013005+0.00089416i,4.6757e-05+0.00032951i,6.8678e-05-0.00036405i,0.00028378-0.00034208i,0.00037119-0.00056332i,-0.00014519-0.00037866i,-0.0003242+0.00011989i,2.0597e-05+0.00025189i,0.00023726-0.00030334i,0.0007738-0.00051805i
0.0016828+0.00013682i,0.0010861+0.00032029i,0.0012839-0.00044094i,0.00082125-0.0011862i,-0.00062169-0.0017047i,-0.0012409-0.0014731i,-0.00057146-0.0013972i,0.00021609-0.0012836i,0.00073923-0.00064711i,0.00082734-0.00015083i,5.6771e-05+3.8902e-05i,-0.00047482-0.00043787i,5.7792e-05-0.00029297i,0.0004127+0.00014628i,0.00034539+0.00025838i,0.00022539+0.00011962i,6.3841e-05+3.3167e-05i,-0.00043739+0.00023416i,-0.00018063+0.00046834i,0.00042403+0.00039214i,-0.00036468-0.00023495i,-0.0013146-0.00085495i,-0.0013428-0.00015195i
-0.0029202+0.0016113i,-0.0028978+0.00093644i,-0.0022055+0.00097921i,-0.0014372+0.0013874i,-0.00096233+0.00071332i,-0.00059955-0.00081391i,-0.0012489-0.00076787i,-0.0011036+0.00023438i,-0.00055904+0.00018838i,0.00017701-0.00046881i,0.0014707-0.0008874i,0.0016466-0.00074711i,0.00077209-0.00013221i,0.00031491+0.00051336i,0.00060625+0.00049891i,0.00048024+0.00026185i,6.078e-05+5.9879e-05i,0.00016167+0.00042927i,-7.274e-05+0.00045901i,-0.00014558+0.00045201i,0.00038004+0.00075638i,0.00026383+0.00066565i,8.2294e-06+0.000659i
-0.0014445-0.0018185i,-0.00095972-0.0012042i,-0.00060823+2.5171e-05i,0.00049678+0.0012728i,0.0010685+0.0029374i,0.00091025+0.0023377i,0.00088176+0.00051502i,4.3329e-05+0.00042141i,-0.0013683+0.00040368i,-0.0012994+0.00035443i,-0.00097971+0.00091402i,-0.00048419+0.00076688i,0.00035477-0.00040801i,0.00093366-0.0010086i,0.0014857-0.00045059i,0.001125+0.00049425i,0.0005017+0.00058356i,0.00035698+0.00014456i,0.00032668-0.00039755i,-0.00051184-0.0010791i,-0.00064368-0.00073856i,0.00016505+0.00095484i,0.00020053+0.0011075i
0.0018967+0.00055073i,0.00083947+0.0013214i,0.00011046+0.00069202i,5.7855e-05-0.00045598i,-0.00084432-0.00069527i,-0.00089853-7.5521e-05i,-0.0004271+0.00016248i,-0.00031771+0.00013221i,-6.8396e-05+9.066e-05i,0.00045398-0.00020401i,-9.7922e-05-0.00016686i,-0.00049916+0.00039192i,0.00028422+0.00033099i,0.0005726+0.00022386i,0.00051218-4.1834e-05i,0.00021207-0.00018348i,-0.00036301-0.0006786i,0.00030006-0.00067757i,0.00058976-0.00092223i,-0.00029635-0.0007861i,-0.00088253-0.00032012i,-0.00033506-0.00055008i,0.00022587-0.00039554i
-0.0015726+0.00099092i,-0.0019573+0.0002185i,-0.0014347-0.00012898i,-0.00033176-0.00017706i,5.1417e-05-0.00035512i,0.00030643-0.00057746i,1.6657e-05-0.0003836i,-0.00021434+6.0227e-05i,0.00035582-8.9093e-05i,0.00046728-0.0004808i,0.00033167-0.0007844i,-0.00023358-0.00030842i,-0.00023432+0.00031375i,1.9065e-05+0.00045524i,-8.4564e-05-0.00026708i,0.00025427-0.00067301i,0.00063592+0.00020447i,5.5818e-05+0.00079515i,-0.00074376+0.00018898i,-0.00045952-0.00067735i,-0.00025593-0.00024698i,0.00021523+0.0003169i,0.00064957+0.00019779i
7.9117e-06+0.0023291i,0.00040636+0.002045i,-0.00015921+0.0013589i,0.00011665+0.0006236i,0.00043438+0.00034279i,0.00036636+5.3988e-05i,-0.00042248-0.00054223i,-0.00051131-0.00012453i,-1.0255e-06+0.00061691i,0.00022032+0.00067252i,0.00045558+1.1925e-05i,0.00023031+3.6047e-05i,-0.00033069-0.00015243i,8.7549e-05-0.00053116i,0.00021967+0.00012227i,-0.00091165-3.8088e-05i,-0.0011072-0.00020786i,-0.00019968+0.00026063i,0.00015925-0.00066921i,4.0444e-05-0.00051095i,-0.00034587+0.00057446i,-0.00020777+0.00049373i,-0.00023848-0.00024275i
-0.0012316+0.00097043i,-0.00068419+0.0004056i,-0.00027274+0.00045208i,-0.0002872+0.00031389i,0.00016215+0.00013997i,0.00027832-0.00065525i,-0.00016612-0.00098185i,-1.5088e-07-0.00061794i,-0.00015674-0.00071299i,-5.2768e-05-0.0014592i,0.00062279-0.0011533i,0.00085748+0.00056465i,0.00078438+0.00092727i,0.00015652-3.8631e-06i,-0.00060703-0.00033229i,-0.00083223-0.00077182i,-0.00077344-0.0010566i,-0.00047618-0.00069309i,-3.1656e-05-0.00035579i,-0.00015633+0.00018039i,-3.5649e-05-8.9479e-05i,0.00048719-0.00076946i,0.0002092-0.00091547i
0.00074685+0.0013801i,0.0021281+0.00015833i,0.0025989-8.4723e-05i,0.0018245+0.00023084i,0.00066683+3.0604e-05i,-0.0008272-0.00025231i,-0.001508-0.00043103i,-0.00091092+0.00016453i,-0.00026205+0.00050646i,-6.3336e-05-0.00024971i,0.00028335-0.00049856i,0.00072982-0.00019825i,0.00060046-0.00012595i,4.0777e-05-0.00012459i,0.00010726+0.00017066i,2.8818e-05-7.6319e-06i,-0.00020799+8.1339e-05i,0.00044444+0.00032389i,0.00094886+7.3651e-05i,0.00087576-0.00018722i,0.00085-0.00050877i,-6.6697e-07-0.00079375i,-0.0006995-0.00077511i
-0.0020152-0.0014478i,-0.0015236-0.00052295i,-0.00099479+5.1981e-06i,-0.00079841-3.9381e-05i,-0.00013551+0.00084833i,0.00012005+0.0011049i,-0.00011538+0.00038473i,4.801e-05+5.8258e-05i,0.00066068+0.00023223i,0.0010292+0.00055255i,6.4023e-05+0.00036226i,-0.00067113+0.00023369i,3.2406e-05-0.0002344i,0.00047712-5.4812e-05i,0.00079939+0.0009644i,0.00091315+0.00069246i,0.00041039+0.0003207i,-0.00042438+6.2444e-05i,-0.00065641-0.00043753i,-0.00073452-0.00025402i,-0.00053728+0.00015921i,-0.00018994+0.00045531i,0.00011917-7.0436e-05i
0.00054486+0.0016202i,0.00051853+0.001283i,0.00064852+0.00098167i,0.00095029-0.00029216i,0.00082896-0.00058137i,0.00024082-0.0010863i,-0.0001957-0.0018586i,-0.00018946-0.00041805i,-1.4994e-05+0.00055141i,0.00074493-0.00019552i,0.0010795-0.0010206i,0.00060684-0.00077224i,0.0003248-0.00064608i,0.00048059-0.00084969i,0.00048567-3.0029e-05i,-7.5885e-05+0.00028106i,-0.00033425+0.00026003i,-0.00012523+0.0005875i,0.00025908+0.00037705i,-7.3757e-06+0.00070416i,0.00036812+0.00076983i,0.00059158-0.00011987i,0.00026553-0.00042898i
0.0011357+0.0024287i,0.00075828+0.0024805i,0.0014388+0.0023335i,0.0017663+0.0015335i,0.00079527+7.462e-05i,-9.3078e-05-0.00063682i,-5.7934e-05+0.0002571i,-6.5296e-05+0.00070395i,0.00049676+0.00075166i,0.00093121+0.00040031i,0.00032365-0.00027485i,-0.00044322-0.0011836i,-0.00022218-0.00096288i,-0.00019057+0.00067748i,-0.00092574+0.00093339i,-0.00092109+0.00069884i,-0.00023394+0.00063287i,0.00010241+0.0008646i,-0.00082935+0.00097167i,-0.0010805+0.00041784i,-0.00021846+2.6645e-05i,0.00032165-0.00026218i,0.00029613+9.3914e-06i
0.0015021-0.0004559i,-0.00053901-0.00092369i,-0.0012011-0.0010633i,-0.00093174-0.0016937i,-0.00045742-0.0018301i,-0.0006926-0.0012309i,-0.00052467-0.00065624i,-0.00015339-0.00038861i,0.00011662-0.00038064i,7.2023e-05-0.00042589i,0.0006946-0.00067351i,0.00063698-0.00068899i,-1.6336e-05-0.00012575i,1.5404e-05+0.00066155i,-0.0004241+0.00075479i,-0.00097721+0.00052109i,-0.00065646+0.0003888i,-0.00082217-4.4159e-05i,-0.00049586-1.5152e-05i,-8.2754e-05-0.00022877i,0.00058878-3.829e-05i,0.00027896+0.00043559i,-0.00038176+0.00053366i
-0.0012169+0.002136i,-0.0010425+0.0017654i,3.1193e-06+0.0013272i,0.00060682+0.00065994i,4.0624e-05-0.00014975i,8.0408e-05-0.00046471i,0.00016743-0.0003763i,0.00039815+5.4197e-05i,0.00028445-0.00014603i,-1.3018e-05-0.00074873i,0.00049485-0.00029198i,0.00079251+8.2491e-06i,0.00068204+0.00052089i,-0.00040479+0.0010394i,-0.00080204-0.00018712i,-0.00041051-0.0014641i,0.00017582-0.00086924i,0.00070509+0.00049338i,0.00049558+0.00045368i,-0.00015451-8.8754e-05i,-0.00047176-0.00030646i,-7.8254e-05-0.00020369i,0.00019019+0.00018467i
0.0012571+0.00035174i,0.0015307-0.00030655i,0.00091568-0.00079431i,5.0772e-05-0.00066327i,-6.8568e-06-0.00082123i,-0.00016115-0.00016898i,0.00011855+0.00060296i,0.00088521+0.00021382i,0.00071133+7.9112e-05i,0.00027431+5.08e-05i,-7.9216e-05-0.00023864i,-0.00038615-0.00053906i,-0.00027028-0.00030162i,-0.00048322+4.8886e-05i,-0.00065581+0.00025498i,-0.00073899+0.00068038i,-0.0004117+0.0009042i,3.4025e-05+0.00077494i,8.0723e-05+0.00055776i,0.00043807+6.169e-05i,0.00056855+0.00030248i,3.7002e-05+0.0010459i,2.9856e-05+0.0010384i
-0.0034206+0.0031899i,-0.0031335+0.0033684i,-0.0018044+0.002058i,-0.00042617+0.0013008i,0.00086624+0.0019957i,0.0010267+0.00086963i,0.00035609-0.00040487i,-0.0002129-0.00057233i,0.00012426+0.0001037i,0.00025435+0.00060699i,-0.00013962+0.00037709i,0.00018515+1.8946e-05i,0.00095821-0.00027753i,0.00097654-0.00054527i,0.00031331-0.00049941i,-0.00010396+2.039e-05i,-0.00050414+3.7504e-05i,-0.00018522-0.00032714i,4.7946e-05-0.00096886i,0.00024593-0.0003025i,0.00046613+0.00049492i,0.00057006+0.0007389i,1.6069e-05+0.00053452i
-0.00030535+0.0015774i,0.00070828+0.0017981i,0.0015404+0.0019321i,0.001185+0.0010229i,0.00061221-0.00069402i,8.2069e-06-0.0012793i,7.6258e-05-0.00057358i,0.00038855+5.329e-05i,0.00028252+9.6537e-05i,0.00059922+0.00028468i,0.00084478+6.2165e-05i,0.00038343-0.00026462i,3.8965e-05-0.000861i,-0.00013845-0.00074872i,-0.00038448-5.8001e-05i,-0.00014041+0.00047109i,0.00027426+0.0005659i,-0.00011594+0.0004584i,-0.00057555+0.00020753i,-0.00071387+0.00031009i,-0.00047188-0.00033014i,1.5205e-05-0.0013052i,-0.00021047-0.00082102i
-0.00027883+0.00046579i,-0.00095807+0.00078063i,-0.0017875+0.00014107i,-0.0015286-0.00044382i,-0.00026722-0.0011613i,0.00069184-0.0014814i,0.00064074-0.0010136i,-0.00018605+1.0092e-05i,-0.00048891+1.398e-05i,0.0003257-0.00014996i,0.00059449-0.00084466i,0.00088093-0.0013561i,0.0010669-0.00053039i,0.000572+0.00054456i,-7.2182e-05+0.0012136i,3.2463e-05+0.00067652i,4.2077e-05+0.00053927i,0.00028245+0.00077163i,8.5109e-05+0.00040458i,-0.00014135+0.00026293i,-0.00025074-0.00019013i,-0.00024699-0.00069158i,-0.00039146-0.00016693i
-0.00059442+0.00039841i,-4.0594e-05+0.0010487i,0.0003881+0.00036398i,0.00043551-0.0002169i,-0.00021906-3.4063e-05i,-0.00066521+0.00031495i,-0.00069952+0.00017322i,-0.00058166-8.8979e-05i,-0.00030905-0.00011273i,0.00037834-0.00022162i,0.00076565+6.6117e-05i,0.00039038+3.4033e-05i,-0.00031416-0.00040104i,-0.00041059-0.00073516i,-0.00029466-0.0010071i,-0.0007246-7.2496e-05i,-0.0010747+0.00060479i,-0.00090418+0.00015407i,0.00022417-0.00028485i,0.00041977+2.7014e-05i,-0.00028859+0.00027315i,-0.00018255-0.00027279i,0.00050358-0.0006304i
0.0010522+0.0028969i,0.0010701+0.0026552i,0.0017228+0.0016655i,0.002216+0.00087139i,0.0014781+0.00078184i,0.00047992+0.00046052i,-0.00011384+0.00023595i,-0.00044656+6.5963e-05i,-0.00013517+3.0311e-05i,0.00036816-0.00012504i,0.00031912-0.000396i,-5.9656e-05+4.24e-05i,0.00020108+0.00079178i,0.0002764+0.00067445i,0.00012825+0.00040373i,-0.00045838+0.0003654i,-0.00049773+0.0004725i,-0.00019894+0.00088996i,6.7542e-06+0.00046669i,0.00035861-0.00046145i,-0.00011661-0.00038882i,-0.00098173+0.00015248i,-0.0010875+0.00020701i
0.00089173-0.00018946i,0.00041955-0.00043671i,-0.00048297-0.0015445i,-0.00097579-0.0019148i,-0.00048656-0.0016463i,-0.00019732-0.00070283i,0.0001411+8.0974e-06i,0.00060608+0.00038445i,0.00058113+0.00085709i,0.00058506+0.00033557i,0.00050476-0.00040842i,-0.0002357-0.00016304i,-9.5229e-05+0.00056822i,0.00058671+0.00012884i,-0.00029678-0.00025921i,-0.0011951+0.00080869i,-0.001391+0.0015376i,-0.0009555+0.00049473i,0.00020634-0.00023074i,0.0011325+5.2798e-05i,0.0011243+0.0005278i,0.00038718+0.00014063i,-0.00023481-0.00076633i
0.0012711+0.00058075i,0.00027386+9.7339e-05i,0.00059539-8.9742e-05i,0.00083478-0.0011055i,0.00083194-0.0012411i,0.00039467-3.2673e-05i,-0.00056251+0.00040017i,-0.0016487-3.499e-05i,-0.0012522-0.00053647i,-0.00011564-0.0010741i,0.00075591-0.0013101i,0.00098506-0.0011489i,0.0012903-0.00021041i,0.00047918+0.00054671i,-0.0010361+0.00052914i,-0.00059168+0.00047216i,0.00031891+0.00014512i,-0.0001122-0.0001137i,-0.00035963-2.0026e-05i,8.8165e-05+0.00058531i,-0.00013744+0.00039012i,0.00025273-0.00019558i,0.00045294-7.5246e-05i
-0.00037705-0.00015645i,0.00071179-0.00037338i,0.00069202-0.0013306i,0.00033849-0.00056753i,-0.00047157+0.00091024i,-0.0013066+0.0014439i,-0.00051469+0.0012602i,4.6336e-05+0.00032407i,-0.0005668-0.00022427i,-0.0011468-8.9637e-05i,-0.00059353-0.00048488i,-0.00014078-0.00090209i,-0.00029301-0.0005512i,0.00029843+1.6893e-05i,0.00056272-6.3173e-05i,0.00019011-3.5878e-05i,0.00013909+0.00012244i,9.4949e-05+0.00041586i,-0.00014965+0.00057861i,8.6198e-05+0.00028167i,0.00049274+0.0002123i,0.00027806-6.1109e-05i,-0.00044053-0.00042672i
0.00055514-0.00038818i,0.00086963-0.0010534i,0.00062314-0.00088437i,-0.0002254-0.0012691i,-0.00041684-0.0019051i,-0.00082806-0.0026856i,-0.0011082-0.0021859i,-0.0005435-0.00035344i,4.2046e-05+0.00061752i,-7.5527e-05+0.0010562i,-6.6507e-05+0.00083196i,-3.0293e-05+0.00047721i,1.4443e-05+0.00027671i,0.00061268-0.00017004i,0.0015444+0.00017239i,0.0010848+0.00052592i,7.2336e-05-0.0001591i,-0.00024654-6.7646e-05i,-0.00015392+0.00017903i,-0.00032938-0.00015703i,-0.00033237-0.00025556i,-1.1386e-05-7.7281e-05i,-0.00031124+6.596e-05i
-0.0015039-0.00057326i,-0.0010524+0.00018009i,-0.00016576+0.00017007i,-0.00025659+0.00049512i,-7.2879e-06+0.00045847i,0.00039589+0.00032168i,-4.9361e-05-0.00034214i,-0.00014759-0.0010328i,0.00052254-0.00085524i,5.8058e-05-0.00049928i,-0.00042206+2.7466e-05i,-0.00041669+0.00067299i,-0.00073145+0.00047309i,-0.00010893-0.00025766i,0.00013703+0.00039998i,-0.00023938+0.0012613i,-6.1064e-05+0.0012417i,-0.00021504+0.00059642i,-0.00031823-6.2777e-06i,-0.00016909-0.00094518i,0.00036207-0.0016203i,0.0004091-0.00098661i,-6.8362e-05-0.00062127i
-0.00011213-0.00045075i,-0.00057431-0.00085311i,-0.00066812-0.000123i,-0.00073558+0.00033061i,-5.2422e-05+0.00057692i,0.00083262+0.00059502i,0.00015642-5.6243e-05i,-0.00088031-0.00011305i,-0.0003215+0.00061718i,0.00020992+0.00053352i,-7.8945e-05+5.6268e-05i,-0.00031327-4.4547e-05i,-0.00079176-1.049e-05i,-0.00058017-0.00083117i,0.00021644-0.0011555i,0.00086711-0.00062725i,0.00089902-0.00036991i,0.0004925-0.00059581i,0.00039935+4.6215e-05i,-3.0734e-05+0.00043204i,-0.00035616-0.0001781i,0.00024814-0.0012386i,0.00078885-0.00084865i
-0.0010597+0.0015102i,-0.00092401+0.0013251i,-0.00083074+0.0015183i,-0.00015138+0.0017688i,-2.9693e-05+0.00079614i,-0.00030467-0.00010671i,-0.00075774-0.00086191i,-0.0013044-0.00088885i,-0.00096008-0.0005681i,0.00031442-0.00049096i,0.0015472-0.00053508i,0.0012683-0.00086697i,9.0047e-06-0.00033224i,3.0587e-06+0.00080489i,0.00029963+0.00057676i,0.00026908-5.9211e-06i,0.00014851-8.8191e-05i,8.5988e-06+1.456e-05i,5.3791e-05+0.00028467i,-7.4339e-05-0.0001414i,-0.0011404-0.00040274i,-0.0016614-0.00042383i,-0.00075949-0.00087266i
0.00096501+7.9778e-05i,0.00039699-0.00049287i,-0.00024465-0.00032088i,0.00010763-0.00012477i,0.00049845-0.00069811i,-0.00024913-0.00053954i,-0.00036925-8.648e-05i,-0.00010234+0.00046939i,-0.00055482+0.0003138i,-0.00056528+0.00043984i,-5.5529e-06+0.00049114i,0.00042048+2.5394e-05i,0.00031851-0.00022565i,-0.00042418-7.2989e-05i,-0.00050862+0.00082838i,0.0001285+0.00097769i,4.9513e-06+0.00021379i,-0.0001611-0.00039263i,0.00062116-0.00014335i,0.0005031-3.5518e-05i,-0.00025413-0.00044368i,-0.00018084-0.00062691i,0.00047734-0.00041352i
0.00084892+0.00054009i,0.0011139+0.00097729i,0.0013355+0.00028367i,0.00036158+0.00036911i,-0.00037041+0.00076213i,-2.0406e-05+0.00010406i,0.00036573-0.00075526i,0.00049643-0.00047894i,0.00032938+0.00011959i,-0.0001999+0.00033044i,-8.9918e-05+0.00020196i,0.00026238-0.0001343i,-0.00026849+0.00057192i,-0.00083735+0.0012326i,-0.00076848+0.00042821i,-0.00023006+0.00038769i,-2.4035e-05+0.00056412i,0.00012255+0.00083131i,0.00056064+0.00053691i,0.00014494+0.00029746i,-0.00012539+0.00034167i,-0.00058713-9.1274e-05i,-0.00046821-0.00020739i
-0.00067662+0.00026206i,-0.00063067+4.1281e-05i,-0.00069069-0.00060563i,-0.00077795-0.0012648i,-0.0004265-0.0007371i,-0.00076773-0.00023233i,-0.00099443-0.00033344i,-0.00073517+6.3577e-05i,0.0002624+0.0008603i,0.0010891+0.00066885i,-4.8952e-05+3.382e-05i,-0.00086403-0.00015264i,-0.00065186-0.00036457i,-0.00060954-0.00050685i,-0.0010622-0.00045279i,-0.0013405-0.00024634i,-0.0010394+6.7764e-05i,-0.001275+0.00027467i,-0.00098811+0.00033484i,-0.00091935+0.00023869i,-0.00059507+0.0005262i,0.00057735+0.00037179i,0.000958-0.0004951i
