-0.0010191+0.00050353i,0.00019468+0.00063599i,0.00054125+0.00040729i,0.00060172+0.00019061i,-0.00010492+0.00020275i,-0.0010233+0.00034151i,-0.00089828+0.00052603i,-0.00051344+0.0010668i,-0.00011851+0.0011373i,-0.00018431+0.0010061i,2.6009e-05+0.00079562i,0.00046634+0.00012836i,-0.00013702-0.00091954i,-0.00047586-0.00093345i,0.00027939-0.00081342i,0.0011194+2.335e-05i,-1.5704e-05+0.00089159i,-0.0013812+5.1059e-06i,-0.00061723-0.00074906i,9.8441e-05-0.0011622i,5.3241e-08-0.00090155i,0.00037799-0.00071631i,0.00049505-0.00038715i
0.0019002+6.9971e-06i,0.00082243-0.0004886i,0.00059665-0.00072638i,0.00057845-0.00026287i,-3.3439e-06-0.0012717i,-0.00084146-0.0015503i,-0.00104-0.00069644i,-0.00083508-0.00068201i,-0.0010994-0.0011242i,-0.00053039-0.00084031i,0.00011981-7.8515e-05i,-2.8285e-05+0.00069617i,-7.0993e-05+0.00086844i,0.00059441+0.0012548i,0.00074872+0.0017493i,0.0004644+0.0012703i,0.0010056+0.0010532i,0.0010651+0.00076022i,0.00078034-0.00023647i,0.00059006-0.00066413i,0.00047468-0.0004839i,0.00073621-0.00014162i,0.0003184+2.0364e-05i
0.00035741+0.00015532i,0.00044277+0.00030235i,0.0016251+0.00071301i,0.0025683+0.00019492i,0.0016193+0.00022234i,-0.00047502-0.00014422i,-0.0015056-0.00032316i,-0.00053382+0.00063825i,0.00080139+0.00075592i,0.00080814-9.9735e-05i,0.00068969-0.0005417i,0.00027315-0.00028747i,-0.00035993+0.0004202i,3.5412e-05+0.0010828i,0.00025039+0.00080278i,0.00010475-0.00011598i,0.00027246-0.00028447i,0.00084827-1.4508e-05i,0.00080577+0.00036562i,0.00048782+0.00091437i,0.0001563+0.00075971i,-0.00036436+0.00035211i,-0.00081119-0.00011942i
0.0013067+0.00061363i,0.00053507+0.0007116i,-3.4473e-05+0.0004345i,0.00027426+0.00056194i,0.00088971+0.0013116i,0.00046247+0.00095461i,0.00048826-0.00028014i,0.00045841-0.00033048i,0.00017806+0.00068559i,0.00029945+0.00088395i,4.3317e-05+0.00047382i,-0.00034189+0.00028213i,-0.00057241-8.4614e-05i,-0.0008814+3.0696e-06i,-0.00064791+0.00015106i,-0.00056888-0.00045623i,-0.00042885-0.00070743i,0.00045741-0.00032231i,0.0009329-0.00042062i,0.00070088-0.00070577i,0.00036343-0.00057276i,0.00018983-0.00077493i,-1.6364e-06-0.0010007i
0.00026242-0.00018316i,0.00022082+0.00015357i,0.00018595+0.0005504i,0.0018058+0.001118i,0.0022204+0.00072744i,0.0016636+0.00015283i,0.0010125+0.00031636i,0.00058877+0.00024943i,0.00037757+0.00043807i,0.00010119+0.001213i,1.9987e-05+0.0010536i,0.00059432+0.00057958i,0.00049413+0.00034412i,0.00038026-0.00019015i,0.0011669-0.00033596i,0.0014645-0.00017134i,0.00069243+0.0001632i,-0.00016802+0.00016948i,7.7032e-06-0.0004023i,-1.1124e-05-0.00076192i,-0.0010706-0.00054983i,-0.001099-0.00032536i,-0.00023838-0.00045586i
0.00035938+0.0012772i,0.0010451+0.0014615i,0.0010046+0.0012723i,0.0012746+0.00094963i,0.0011145-0.00030523i,0.00029023-0.0011256i,-0.00014988-0.00057059i,-0.00033705+0.00021644i,-0.00044383+4.4106e-06i,0.00029872-0.0011528i,0.0010025-0.0016505i,0.0010575-0.00093547i,0.00035665-0.00061103i,-0.00013262-0.00040359i,0.00057743+0.00049923i,0.0019016+0.00030714i,0.0023381-0.00047487i,0.0018479-0.00063679i,0.00072631-0.00055444i,-0.00024286-0.00040271i,-0.0004027-0.0003392i,3.781e-05-0.00036271i,0.00042921-0.00057265i
3.1855e-05+0.001355i,7.5702e-06+0.0006544i,0.00078918-8.9447e-05i,0.0015069+8.4034e-05i,0.00065424-0.00022322i,-0.00054719-0.00081097i,-0.0015688-0.00097841i,-0.0017376-0.00078507i,-0.00083555-0.00013434i,-0.00036724+0.00013647i,-0.00040624+0.0001721i,-0.00040969+0.00026097i,-2.3261e-05+0.00038626i,0.00068005+0.00032587i,0.0010121-0.00022673i,0.0006004-0.00046165i,0.00036421-8.641e-05i,0.00070195+0.00044324i,0.00026445+0.0011954i,-0.00025835+0.00098303i,-0.00048491+0.00034936i,-0.0003186-0.00015335i,-6.1569e-05-0.00034719i
0.0011552-0.00077319i,0.00065966-0.00034663i,8.2166e-05-4.2244e-05i,5.1828e-06-9.4192e-05i,-0.00011254-0.00029647i,2.2071e-05-0.00027144i,0.00054353-0.00027067i,0.00047532-0.001316i,0.00039582-0.0023799i,0.00063336-0.0018706i,0.00090292-0.00078197i,0.00071827-6.521e-05i,0.00033757+0.00087906i,0.00026161+0.00082172i,0.00033189-0.00016053i,0.00010667-0.0003623i,6.134e-05-0.00050983i,-0.00023733-0.00077438i,-0.00046601-0.00048138i,-0.00075403+8.2126e-05i,-0.00061083-5.2545e-05i,-0.00022929+0.00024378i,-0.00019093+0.00033624i
0.00056047+0.0007804i,0.00063985+0.00016242i,0.0012722-0.00046977i,0.00069101+0.00011512i,0.00014989+0.0005973i,-0.00084263-0.00012009i,-0.00072602+7.3399e-05i,-3.7399e-06+0.00033406i,3.8769e-05+7.7321e-05i,-8.6928e-05+0.00039584i,-0.0007497+0.00096042i,-0.0016517+0.0002932i,-0.0011259-0.00060016i,-0.00015484-0.00074145i,0.00015472-0.001046i,0.00035463-0.00098495i,0.00046767-0.0001923i,0.00019506+0.00041697i,0.00013186-0.00014632i,0.00068094-0.000783i,0.00051072-0.0010694i,0.00025371-0.00058357i,-0.0004785+0.00037378i
0.00073837+0.0004577i,0.0002772+0.00018705i,0.0015012+0.00026984i,0.0017108+0.00021355i,0.0019216-0.00073975i,0.00064836-0.00033175i,2.0598e-05+5.0835e-05i,9.9492e-05+0.00029251i,-0.00017241+0.00043993i,-0.00031198-3.8581e-05i,-0.00039914+0.0001094i,-0.0003296+0.00070758i,0.00063801+0.0001717i,0.001458+0.00014759i,0.00072498+0.00076785i,0.0003134+7.4971e-05i,0.00028574-0.00037169i,0.00032924-0.00066475i,0.00045601-0.00061101i,0.00032282-7.9954e-05i,0.00075691-0.00019223i,0.00083468-0.00021775i,0.00036569+0.00017537i
0.00045595+0.001608i,0.001386+0.00092227i,0.0031241+0.00011434i,0.0028742-0.00069973i,0.0014866-0.0013083i,-0.00019951-0.00221i,-0.00045931-0.0019708i,-0.00045754-0.00070541i,-0.00071174-0.00038983i,-4.1412e-05-0.00049013i,0.00033-0.00080874i,-0.00011233-0.00086679i,-0.00040713-0.00042649i,-9.2275e-06+3.254e-05i,0.0008654+0.00037344i,0.0015583+0.00052984i,0.0013382+0.00062013i,0.00068091-8.2242e-05i,-0.0004994-0.00026404i,-0.00054361-0.00045202i,0.00010438-0.0008293i,-3.6532e-05-0.00074029i,-0.00032632-0.00029563i
-0.00014023-0.001226i,-0.0012539-0.00026215i,-0.0014066+0.00081025i,-0.0002427+0.00083444i,-0.00036857-0.00013545i,-0.0016173-0.00098065i,-0.0015229-0.0013547i,-0.00041077-0.00045449i,0.00013481+0.00077614i,0.00032695+0.00038857i,0.0002075-0.00032634i,7.1258e-06-0.00047272i,0.000274+0.00012606i,0.00042679+0.00027474i,0.00065039+0.00078465i,0.00062774+0.0013996i,0.00085213+0.0011532i,0.00093373-8.9341e-05i,-1.7599e-05-0.00042933i,-0.00033739-0.0001221i,0.0004457+0.00057602i,0.00069758+0.00085219i,0.00011764-5.3896e-05i
-0.0015142+0.00047307i,-0.00033141+5.1647e-05i,0.0017787-8.9478e-06i,0.0027925+0.00048345i,0.0023281+0.00078866i,0.0010523+1.9581e-05i,-7.7159e-05+0.00018653i,-0.00067535+0.00046425i,-0.00066932+0.00061997i,-0.00016934+0.0010032i,-5.5815e-05+0.00060866i,-7.2905e-05+0.00054007i,-0.00072073+0.0010393i,-0.0013371+0.00026653i,-0.00060767-0.00026097i,0.0008222-8.7553e-05i,0.0013381+0.00046053i,0.00084841+0.00067982i,0.00079127+0.00053461i,0.0010341+0.00064505i,0.00055263+0.00049158i,-0.00040388+0.00014089i,6.8407e-06+4.6674e-05i
0.00024898-0.0002924i,0.00052281-0.00025822i,0.00076655-0.00012783i,0.00085485-4.1325e-05i,0.00053-0.00016184i,-0.0006048-0.00036363i,-0.000911-0.00077585i,-0.00043986-0.00084703i,0.00037387-0.00075116i,0.0011333-0.00068029i,0.00042376-0.00033175i,-0.00021225-0.00037168i,3.2743e-05-0.00057269i,6.5788e-05-0.00018202i,0.00019253+0.00018982i,0.00024504-0.00012197i,0.0001556-0.00027988i,7.4227e-06-0.00053866i,0.0001798-0.0010302i,2.8717e-06-0.00082378i,-0.00043284-0.00074166i,-0.0001663-0.00039538i,0.0004501-8.0494e-05i
2.2754e-05-0.00068343i,8.7361e-05-0.00086334i,0.00062278+4.2967e-05i,0.0010333+1.0163e-05i,0.00010741-0.0005895i,-0.00092168-0.00082717i,-0.0015295-0.00039965i,-0.00098842-0.00058786i,-0.00024998-0.00098407i,-0.00040744-0.00046717i,-0.0010695-0.0010319i,-0.00141-0.0012608i,-0.0013201-0.00046281i,-0.00056502-0.00023664i,-8.0934e-05+0.00055885i,0.00036029+0.0010364i,0.00043839+0.00072134i,-0.00031322+0.00014416i,-0.00011534+0.00021019i,0.00024704+0.0002355i,0.00015684+0.0001452i,0.00025337+0.00017939i,-0.00039473+4.4422e-05i
-3.475e-05-0.00041066i,-0.00087725-0.00075389i,-0.00039491-0.00063298i,0.00044644+0.00037182i,6.3588e-05+0.00012559i,-0.0010107-0.0014609i,-0.00079391-0.0013668i,0.00069492-0.00084761i,0.00020068-0.00051846i,-0.0009088-0.00039932i,-0.00013529-0.00099965i,0.0006202-0.0009217i,0.00046392-0.00028472i,0.00028909-0.00029685i,0.00044095-9.603e-05i,0.0010464+0.00019043i,0.0013194-0.0002549i,0.00089308-0.00025806i,0.0009948+0.00066448i,0.00086196+0.00054484i,0.00019718-0.00016482i,0.00015155-0.00010949i,0.00061373-0.00014932i
0.00031213+0.00043928i,0.00050385-3.2314e-05i,0.0011394+0.00013322i,0.0009902-9.3633e-05i,0.00043371-0.0010271i,-0.00045717-0.0012588i,-0.00090084-0.00035635i,-0.0011098+8.6112e-05i,-0.00051275+9.6728e-05i,-0.00035297+4.557e-05i,-0.00022361-3.8804e-05i,-9.2382e-06-0.00033125i,-0.00023461-0.00080086i,-0.00032059-0.00045752i,-0.00033698-0.00030349i,-0.00032212-0.00012616i,0.0002154-0.00010364i,0.00050908-0.0010228i,9.402e-05-0.00053437i,-0.00020414+0.00057588i,-0.00022546+0.0005649i,-0.0008044+0.00037007i,-0.00067632+7.2022e-05i
-0.0015385-0.00069927i,-0.001136+0.00099894i,-0.0012197+0.0025161i,-0.00052059+0.0029745i,0.00045526+0.0019131i,0.00068425+0.00051305i,-0.00026768+0.00035188i,-0.0011731+0.00054059i,-0.00096965+0.00030828i,-0.00071317+0.00045089i,-0.00065293-9.945e-05i,1.2419e-05-0.00059358i,0.0003254-0.00039413i,0.00064035+0.00043918i,0.0007265+0.0005806i,0.00014225+0.00048424i,0.00040176+0.00056218i,0.00060963+0.00025373i,0.0002553-0.00047972i,0.00039764-0.0008502i,4.5725e-05-7.7886e-05i,0.00027357+0.00043947i,0.00051657+0.00015213i
-0.00015245-0.0012364i,-0.00041885-0.00042867i,1.7037e-05+0.00038813i,0.00040362+0.0005946i,0.00022575+0.00061184i,-6.5944e-05-0.00045234i,-0.00023211-0.00052778i,0.00019759+7.63e-05i,0.00020389-0.00024072i,-0.00044599-0.00016326i,-0.00059205-0.00015844i,-9.4086e-05-0.00031214i,0.00021408-0.00027249i,-0.00011105-0.00048999i,-0.00069938+3.7841e-05i,-0.00063929+0.0010138i,-0.00035985+0.00046995i,-0.00018639+1.8457e-05i,-0.00016063+0.00017451i,5.175e-05+2.9722e-05i,0.00032627-0.00016961i,0.00059931-6.5137e-06i,0.00032557+0.00015627i
-0.00137+0.0013244i,-0.00016329+0.0011193i,0.001079+0.0024398i,0.0028127+0.0034163i,0.0030104+0.0023328i,0.0021844+0.00063759i,0.002163-0.00054362i,0.0011283-0.00059214i,-0.00022221+0.00018892i,-0.0004729+0.00022449i,-4.4882e-05-0.000162i,-0.00014378-0.00064686i,-0.00019438-0.00066648i,0.00039913-0.0001634i,0.0007411+0.00012419i,0.00050908+0.00039831i,0.0008895+0.00048456i,0.0015973+0.00055796i,0.0017755+0.00071409i,0.0012051+8.5168e-05i,1.1517e-05-0.00062485i,-0.00047839+0.000324i,-0.00034047+0.00050111i
0.00029767+0.00052181i,0.0010868+0.00043192i,0.00052666+0.0015029i,0.00041272+0.0012317i,0.00072686-2.4444e-05i,0.00032916-0.0010452i,-0.00045676-0.0011354i,-0.00070525-0.0006655i,-0.00048767-0.0005384i,-0.00032857-0.0011019i,-9.9124e-05-0.0016306i,0.0003578-0.00083428i,0.00033734+3.007e-06i,0.00026989+0.00052221i,0.00073399+0.00048263i,0.0011074+0.00031932i,0.0011641+0.00070004i,0.00038986+0.0003775i,0.00042616+2.3613e-05i,0.0010174-1.9864e-05i,-0.00015729-0.00010214i,-0.0007846-0.00039715i,-0.00020823-0.00011446i
-0.0011573-0.00030917i,-0.0010064-0.00031962i,-1.5876e-05+0.0010623i,0.00071808+0.0020086i,0.00082293+0.00062583i,0.0012123+9.647e-05i,0.00056748+0.0010787i,-0.00011187+0.00027616i,0.00035617-0.00015733i,0.00053541-6.4604e-05i,0.0011161-0.00038221i,0.0019353-0.00059107i,0.0012916-0.00017332i,0.00015611+0.0002631i,0.0001136-0.00016647i,0.00041433+0.00013979i,0.00029166+0.00033961i,0.00032562-0.00056182i,-0.00057707-0.00074047i,-0.0015118-0.00043422i,-0.00067597-0.0012038i,2.0607e-05-0.0013549i,-0.00010357-0.00053705i
0.0012893-0.00053874i,0.00067829-0.00077466i,-0.00012715-0.00087678i,-0.00099989-0.00062024i,-0.0012509-0.00049396i,-0.0017377-0.00027386i,-0.0011922-2.4077e-05i,-0.00021909+8.9572e-05i,0.00034012-0.00054597i,0.00086454-0.00090263i,0.0003833-0.00082665i,0.00019234-0.00027808i,0.0002292+0.00036408i,0.00019717+0.00078623i,4.526e-06+5.7604e-05i,-0.00037237-0.0010579i,5.4693e-05-0.00077835i,0.00064715-8.1825e-05i,0.00050675-0.00014715i,-6.9963e-05-0.00070294i,5.3965e-05-0.00042198i,4.1614e-05+0.00098882i,-0.00046193+0.0011109i
0.0015367+0.00034898i,0.0014104-0.00012728i,0.0018586-0.000164i,0.0020672+0.00029209i,0.0020338-0.00069669i,0.00043843-0.00251i,-0.00048426-0.0020642i,0.00018724-0.00037i,0.00051924-0.00028439i,0.00030496-0.00068404i,0.00014726-0.00096251i,-0.00053808-0.00099788i,-0.00080224-4.4826e-05i,-0.00018225+0.00049539i,0.00065119+0.00048313i,0.001357+0.00064093i,0.0010458+0.00025853i,0.00029045+8.5366e-06i,-0.00038509-7.7335e-05i,0.00022684-0.00028429i,0.0011299+0.00059511i,0.00086267+0.00098087i,6.0752e-06+6.8392e-06i
-0.0025055+0.00058794i,-0.0019263+0.00066975i,-0.0011351-0.00038701i,0.0005867-0.00087253i,0.0016141-0.00014092i,0.0011037+0.00039502i,0.00072513+0.00035018i,0.00027283+0.00059405i,-0.00055894+0.0004003i,-0.00062252-0.00016748i,-0.00049774-0.00033165i,-0.00090442-0.00040922i,-0.00073563-0.00070815i,2.3295e-05-0.00037245i,-0.00048234-0.00071446i,-0.000288-0.00018647i,0.0005869+0.00097186i,0.00086976+0.00041132i,0.00095053-0.00020163i,0.00049399-0.00014107i,0.0001489+0.0001306i,3.7519e-05+0.00051573i,-0.00016438+0.00052189i
0.0013272-0.0015685i,0.00083091-0.00095583i,-0.00025028+0.00062335i,-0.0013719+0.0014443i,-0.0013183+0.00095263i,-0.0011196-0.00024297i,-0.0011248-0.00096755i,-0.00063216-0.0013508i,-0.00011199-0.001799i,-9.2256e-05-0.0011311i,0.00011094-3.7411e-05i,0.00028843+0.00060305i,0.0012069+0.00071856i,0.0017923+0.00033511i,0.00098085-0.00013709i,0.00054349-8.093e-05i,0.00031472-0.00035362i,0.0007626-0.00072254i,0.00091528-0.00069103i,0.00047019-0.0011284i,0.00012166-0.0013921i,0.00012402-0.0014515i,0.00019461-0.00087754i
0.00013491+0.00019002i,-0.00060752+0.00063289i,-0.00086388+0.00016684i,4.8802e-05+0.0010456i,0.0011305+0.0016109i,0.0011016+0.0019332i,0.00047003+0.00095871i,0.00018237-0.00043774i,4.935e-05-0.00042964i,-0.00023981-0.00014233i,-0.0004326+0.00035943i,-1.6607e-05+0.0002775i,0.00072828+0.00034518i,0.00061386+0.00025992i,0.00016575-2.1668e-05i,0.00038541+0.00047367i,0.00053363+0.00017047i,0.00058768-0.00037657i,0.00065704-0.00046561i,0.00057155-0.00050507i,0.00016024-0.00016161i,0.0001725+0.00042107i,0.00020762+0.00042139i
0.00071555+0.00060564i,-0.00010111+0.00019973i,0.00030511-0.00020684i,0.0010414+0.00043612i,0.00021609+0.00068717i,-0.00083472-0.00036882i,-0.00075816-0.0011342i,-4.1049e-05-0.0016315i,-0.00022018-0.0008661i,-0.00045368+0.00017233i,-0.00071051-8.0575e-06i,-0.0011572-0.00034005i,-0.00034567-6.2388e-05i,0.00073728+0.00023702i,0.0011643+0.0001025i,0.0013381+0.0001044i,0.00095844+0.00029756i,0.00039899+0.00048052i,0.000227+2.2081e-05i,0.00054643-0.00059505i,0.00025467-0.00084021i,-0.00017206-0.00049697i,-0.00030874+0.00021863i
-2.0913e-05+0.00050962i,0.00064815+0.00049451i,0.00094674+0.0010946i,0.00039612+0.0010115i,7.1799e-05-0.00031137i,-3.7847e-05-0.00123i,-0.00059175-0.00063523i,-0.00074046-0.00028518i,0.00012973-0.00067082i,0.00085921-0.00086747i,0.0011761-0.00045783i,0.0007139+0.00026688i,-1.3019e-05+0.00043041i,9.6835e-05+0.00023472i,0.00019356+1.5712e-05i,-0.00012206+0.00042702i,-0.00025004+0.00063877i,-0.00017158+0.00013512i,0.00053638-4.1598e-05i,0.000706+0.00033306i,-0.00022775+0.00030757i,-0.0011491-3.7954e-05i,-0.00076932-0.00028747i
0.00072933+0.0013448i,0.00027203+0.0012635i,0.00027279+0.00128i,0.001098+0.00074049i,0.0011686+0.00031545i,0.00077846-0.00048226i,0.00067958-0.0010265i,-0.00032226-0.00086067i,-8.6874e-05-0.00062493i,0.00062952-0.00047965i,0.00078816-0.00038927i,0.00069573-0.00025889i,0.00070942-0.0003962i,0.0011104-8.8027e-05i,0.00086739+0.0011082i,0.00059112+0.0020617i,0.00063943+0.0017095i,0.00055015+0.00032039i,0.00013147-0.00059324i,0.00032261-0.00025532i,0.00018155-0.00014076i,-0.00026459-0.00051111i,-0.00074541-0.00052449i
0.0012876+0.00046692i,0.0011817+0.00010001i,0.0010024+0.00023498i,0.0008792+0.0004065i,0.00061436-0.00057183i,0.00027782-0.00064234i,-5.0157e-05+0.00027491i,6.8585e-05+0.00021466i,0.00016964-0.00075435i,0.00017819-0.00096012i,-4.4403e-05-0.00070638i,-3.3757e-05-8.107e-05i,0.00014752+0.0008816i,0.00018988+0.00064632i,0.00095452+0.00029546i,0.00088794+0.00086443i,0.00014096+0.00070245i,4.2484e-06+0.00015522i,2.1797e-05-0.00081382i,-0.00041491-0.00092102i,-0.00061347-0.0002415i,-0.00016098+0.00046888i,0.0006676+0.0002568i
0.00051053+0.001185i,0.0016317+0.00084746i,0.0019143+0.00077395i,0.0020457+0.00031904i,0.001309-0.00027303i,0.00019801-0.00050064i,0.00065-0.00063235i,0.00087987-0.00016216i,0.00029816+0.00087145i,0.00031836+0.00084003i,0.0012356+0.0007345i,0.0010031+0.00059352i,0.00038603+8.8657e-05i,0.0006846+8.961e-05i,0.00084367+0.00052221i,0.00098834+0.00054474i,0.00065175-8.7e-05i,0.00063527-1.8655e-05i,0.0012959+0.00060678i,0.00066328+0.00061547i,-0.00050147+4.4048e-05i,-0.0005469+0.00021943i,-2.2096e-05+0.00063614i
0.00045894+0.0010156i,0.00084725+0.0010638i,0.00090216+0.00068321i,0.00073901-0.00033416i,0.00087468-0.0015396i,0.00036226-0.0017812i,9.4772e-05-0.00078875i,6.9395e-05+7.9459e-05i,0.000108-0.00047527i,0.0004584-0.0012367i,-0.00037202-0.0005265i,-0.0012985-4.0614e-05i,-0.00066471+0.00017279i,0.000589+0.00043974i,0.0010608+0.00082359i,0.00064531+0.001259i,0.00086375+0.00081339i,0.001411-0.00030781i,0.00089852-0.00075409i,0.00024377-0.00012136i,-0.00011486+0.0011945i,-0.00026198+0.00091156i,0.0002422+4.6362e-05i
-0.00030553+0.00036728i,-1.2524e-05+0.00077493i,0.0013074+0.0011549i,0.0034014+0.0014611i,0.0031065+0.0016148i,0.00022248+0.00079966i,-0.0013999+0.00016686i,-0.00065697-0.00054602i,-0.00054467-0.00094723i,-0.0011082+6.809e-05i,-0.00053441+0.00038019i,7.8213e-05-0.00054464i,0.00024467-0.0014022i,7.5123e-05-0.00042534i,3.7718e-05+0.0010068i,0.00040361+0.00028225i,0.00097429-0.0003844i,0.00089768-8.4334e-05i,-3.4004e-06-6.9611e-05i,-0.00044482-0.00098051i,-0.00035881-0.0016212i,-1.985e-05-0.0013643i,0.0007089-0.00075147i
0.002033+0.00029657i,0.00086924-0.00016831i,-0.00012202-0.00053326i,-0.00064621-0.00051433i,-0.00014838-0.00029943i,2.946e-05+0.0001812i,0.00030804-0.00024643i,0.00076742-0.00084118i,0.00019522-0.00058659i,-0.0004252-0.00025725i,-0.00010399-0.00027518i,0.00063327-4.9923e-05i,0.00076376+0.00023597i,0.00043342+0.00059018i,0.00081674+0.00013984i,0.0016713+8.7469e-05i,0.0012993+0.00011023i,-0.00043202+0.00018978i,-0.00065719+0.00051453i,0.00013357+0.00030981i,0.00031081-0.00020438i,-8.787e-05-0.00070135i,5.0183e-06-0.00082001i
-0.000344+0.00066561i,-5.9649e-05+0.0003066i,0.0005632+0.00063349i,0.0014643+0.00081531i,0.00093845+0.00036125i,0.00025671+0.0004628i,-3.9525e-05+0.00022586i,-0.00060247-3.5256e-05i,-0.00061931+4.043e-05i,-0.00036442+0.00010323i,8.4104e-05-0.00012976i,0.00072219-0.00038358i,0.0005913-0.00020927i,5.3547e-05+0.00041415i,-0.00013772+0.00060664i,0.00011523+0.00020129i,0.00039779+0.00025197i,0.00081885+0.0001947i,0.00038238-0.00059184i,-0.00011858-0.00075174i,-0.00025392-0.0007162i,-8.9779e-05-0.0013678i,0.00058814-0.0010093i
-0.001062+0.0011085i,-0.00044965+0.0018619i,0.0003394+0.0025459i,0.0013588+0.0020178i,0.0017319+0.00099002i,0.00086184-0.00090747i,-0.00090568-0.0010144i,-0.0012857-0.00063885i,-0.001078-0.00059395i,-0.00084007-0.00063482i,-0.00011518-0.00071191i,0.00025684-0.00034277i,-0.00018453+0.00016781i,-0.00044448+0.00032111i,-0.00040813+0.00029821i,-0.00053534-0.00013951i,0.00016974-1.352e-05i,0.00065777+0.00077158i,0.00032369+0.00064326i,-0.00011124+2.3995e-05i,-9.9827e-05-0.00053109i,1.6193e-05-0.00065325i,-0.00038203+5.1358e-05i
-0.0018176+0.00091014i,-0.0012587+0.0016795i,-0.00078007+0.0021951i,0.00031043+0.0023587i,0.0015801+0.0015661i,0.0015212+0.00042724i,0.0015596-0.00031062i,0.001333-0.00027141i,0.00025763+0.0001238i,-6.6613e-05+7.4091e-05i,0.0003004-0.0003936i,-8.4434e-05-0.0010175i,-0.00070139-0.00074664i,-0.00021795-0.00028245i,0.00032476+0.00022139i,0.00034226+0.00073549i,0.00021813+0.00075194i,0.00054923+0.00057841i,0.00081538+0.00054698i,0.00039267-1.4203e-05i,0.00077404-0.00030688i,0.0016709+2.9309e-05i,0.0016612+0.00054316i
-0.0013671+9.6821e-05i,-0.0013467+0.0007751i,-0.002004+0.0014542i,-0.0010274+0.0017608i,0.00054386+0.0014913i,0.00091521+0.00044685i,9.3143e-05-5.4064e-05i,-0.00066602-0.00014426i,-0.00017826-0.00015533i,0.0006098-0.00022845i,0.00059524-0.00082043i,-0.00046222-0.0012044i,-0.0007364-0.001012i,-0.00059693-0.0011867i,-0.00067756-0.001127i,0.0002338+6.3823e-05i,0.00070063+0.00092082i,0.0014483+0.00046158i,0.0011634-0.00021607i,0.00093339-0.00024368i,0.00084886-0.00032657i,-1.7093e-05-0.00014146i,-0.00010937+0.00040964i
-0.00010208-7.4807e-05i,0.00029395-0.0001077i,0.00077376-0.00049898i,0.0013508-0.00032851i,0.0010709+8.8127e-05i,0.00030838-0.00010313i,-0.00050691-0.00096209i,-0.0004592-0.001761i,0.00026207-0.00132i,8.2374e-05-0.0007255i,-1.0119e-05-0.0010801i,-0.00024032-0.0010295i,-0.00022358+6.0029e-05i,0.00054122+0.00041098i,0.00037639+0.00044519i,-6.3661e-05+0.001083i,-0.00024393+0.00066343i,0.00028909-0.00064284i,0.00061173-0.001585i,0.0003407-0.0012438i,0.00076396+0.00011631i,0.00049891+0.00070737i,-0.00040398+0.00017266i
9.2308e-05+0.00020995i,0.00079706-0.00057689i,0.0013607+0.00033499i,0.0018126+0.0013506i,0.0021522+0.0004121i,0.0010539-0.0013191i,-0.00072691-0.0013027i,-0.00072271-0.00022763i,-0.0001065+7.8478e-05i,-0.00045561+0.00054152i,-0.00078158+0.00030103i,0.00023566-0.00049953i,0.00098446-8.5838e-05i,0.00022525+0.00031144i,0.00014134-0.00016497i,0.001008+0.00021735i,0.0014299+0.00061133i,0.0011761+0.00050825i,6.949e-05+0.00032079i,-0.0006862-0.00011645i,-0.00056483-0.00049242i,8.8976e-05-0.0009581i,0.00048976-0.0011732i
-0.00034348-0.0003793i,0.00022847+0.00066342i,0.0001271+0.0018113i,0.0014768+0.001584i,0.0020527+0.00069972i,0.0014312-0.00024304i,2.7281e-05-0.0010049i,-0.00067886-0.0010679i,-0.00020247-0.00081811i,0.00021644+0.00018113i,0.00029616+0.00072069i,9.5377e-05-0.00042953i,-0.00064824-0.0012556i,-0.00098358-0.00074142i,-0.0007236+0.00018706i,-0.00096036+0.0010916i,-0.00064374+0.0010676i,0.00055448+0.00081832i,0.00049996+0.00040323i,7.3064e-05-0.00035401i,6.9536e-05-0.0006512i,-5.3911e-05-3.1795e-05i,-0.00036301+0.00032336i
0.00017598+0.00051829i,0.0009929+0.0005745i,0.0012587+0.00064922i,0.0017577+0.00068561i,0.002326-0.00049234i,0.00098338-0.0010045i,1.0338e-05-0.00057034i,0.00083218-0.001151i,0.00077957-0.00072563i,0.00085199+0.00021456i,0.00076506-0.00056044i,3.7419e-05-0.0016175i,0.0012882-0.00099613i,0.0017922+0.0003314i,0.00085641+0.00077814i,0.00039844+0.00058136i,-4.1518e-05+0.00064258i,0.00032127+0.00076104i,0.0010434-0.00026223i,0.00097859-0.00085692i,0.00042645-0.00039532i,-1.8868e-05-0.00078364i,0.00014691-0.00090803i
0.00041594+0.00050241i,0.00017855+0.00084238i,-0.00055181+0.0011838i,0.00048501+0.0014843i,0.0008342+0.0013908i,-0.0006024+0.00074423i,-0.0013465+0.0001462i,0.00011186+6.6438e-05i,0.0010868-0.0005975i,0.00080281-0.00045811i,0.00050608+0.00012674i,0.00028324-0.00014806i,0.00067555-0.00013034i,0.00040069-0.00013182i,-0.00014027+8.389e-05i,1.3546e-05+0.00059334i,0.0005075+0.00083612i,0.00079711+0.00031942i,0.0009131-0.0002843i,0.00084782+0.00019809i,6.7892e-05+0.00038393i,-0.00011006-0.00032861i,0.00031779-0.00011102i
