-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
-0.0008032+0.000294i,-0.0012684-0.00044022i,-0.0011185+6.4009e-05i,-0.00023272+0.0011379i,0.00030276+0.0012052i,0.00037427+0.00029628i,0.00041582-0.0004127i,0.00028099+4.852e-05i,-0.00030377-0.00015629i,-0.00037899-0.00046886i,-0.00013899+0.00044288i,0.00021923+0.00043365i,0.00019665-0.00026839i,-4.5989e-05-0.00033421i,-0.00038327+0.00039256i,-0.00081506+0.00055705i,-0.00034929-0.00023309i,0.0005456-2.9095e-05i,0.00082884-6.1521e-05i,0.00015818-0.00032038i,-0.00049982-0.001047i,0.00021181-0.0013374i,0.00014487-0.0008119i
0.00058861-4.8646e-06i,0.00033031-0.0004932i,-0.00024326-0.001347i,-0.00019517-0.0009663i,-0.00013916-0.00079128i,-0.00050996-0.0017305i,-0.00094784-0.0018665i,-0.00036478-0.0013166i,9.8997e-05-0.00040259i,7.6525e-05-0.00024651i,-0.00033982-0.000113i,-0.00044546+0.00082819i,6.0782e-05+0.00087138i,0.00064978+0.00043542i,0.0002189+0.00016366i,-0.00031778-0.00016245i,9.3545e-05-0.00050042i,-0.00020149-0.00050783i,-0.00064718-7.1332e-05i,-0.00058037-9.713e-05i,-0.0003725-0.00045129i,-8.9082e-05-0.00017257i,0.00031805-6.4516e-05i
-0.00026026+0.00059421i,-0.00062866+1.3463e-05i,-0.00098716-0.00014632i,-0.0010495-0.00093611i,-0.0017038-0.0018988i,-0.002144-0.0024037i,-0.0020777-0.0014415i,-0.0012677-0.00078324i,-0.00010187-0.0007131i,-0.00037294-0.00059399i,-0.00093613+3.874e-05i,-9.0084e-05+0.0013748i,0.00053292+0.00089011i,0.0005304-0.0001391i,0.00030685+0.00015632i,-0.00039835+9.7928e-05i,1.7343e-05-0.00012865i,-4.2925e-05-0.00010537i,-0.00087278-0.00040738i,-0.00052747-0.00072294i,-0.00042587-0.00094338i,-0.00052093-0.00018817i,-0.00017553+0.00019255i
-0.00011499-0.0007239i,-0.00057812-0.0016139i,-0.00031583-0.0013189i,4.4728e-05-0.00061673i,0.00010256-0.00010771i,0.00091933-0.00076178i,0.0010444-0.0015785i,5.0365e-05-0.00078377i,-0.00025698-0.00012698i,-0.00022075-0.00022295i,0.00022572-0.0004939i,0.00039656-0.00039645i,-3.5402e-05-0.00033276i,-0.00014979-0.00092112i,0.00032869-0.0002991i,0.00040168+0.00011597i,0.00081413+0.00016687i,0.0010465-0.00017035i,0.00041075-0.00059202i,-0.00018464+0.00030693i,0.00024395+0.00083585i,0.00068022+0.00048887i,0.00010839+0.00037455i
0.0020638-7.6896e-05i,0.0010597-0.0014238i,-0.00032812-0.0014553i,-0.00026012-0.0014272i,0.0001987-0.00095141i,-0.00015135-0.00080427i,-0.00019028-0.00053191i,0.000116+0.00043263i,0.00021463+5.684e-05i,0.00046436-0.0001654i,0.00052366+0.00022647i,0.00026291+0.00026127i,0.00041516+0.00038586i,0.00038226+0.00060288i,-0.00014904+0.00071513i,-0.00066266+0.0009083i,-0.0011917+0.00075648i,-0.0010156+0.00051552i,-0.00046168+0.00012671i,-8.0505e-05-0.00022051i,-0.0004297+0.00014402i,-0.00034015+0.00015799i,-0.00010984+0.00034729i
0.00063897-0.0007529i,0.00080088-0.0011482i,-0.00030661-0.00076047i,-0.00055651-3.1064e-05i,7.7264e-05+0.00011376i,-0.00022196-0.00034904i,-0.0014677-0.0010624i,-0.0017996-0.0012811i,-0.0012247-0.0010264i,-0.00065036-0.00061834i,2.6196e-05-0.00031719i,0.00019895-0.00046475i,0.00021871-0.00071473i,0.00015186-0.00035448i,0.00024346+0.00065127i,0.00046733+0.00087985i,0.00066882+0.0001306i,0.00043135-0.00025108i,-0.0003751-9.9852e-06i,-0.00052189+0.00046193i,-0.00070299+0.00047066i,-0.00027016-6.0633e-05i,0.00039054-0.00034187i
4.4665e-05-0.00094501i,-0.00066721-0.0012578i,-0.0013848-0.00093327i,-2.2962e-05-0.0011066i,0.0010581-0.0010354i,0.0011791-0.00062395i,0.00080271-0.00062391i,0.00065709-0.0012773i,0.00033226-0.0011472i,0.00023562-0.00051573i,-0.00018596+0.00026968i,-0.0004905+0.00048975i,-0.00054316-0.00023741i,-0.00037487-0.00017655i,-0.00016497-0.00032788i,6.1913e-05-0.00073358i,-0.00031955-0.00034772i,-0.0010163-0.00010559i,-0.0009327-0.00046106i,-0.00011222-0.00050616i,8.9464e-05-0.00036307i,0.00017021+0.00030145i,0.00056128-6.7939e-06i
0.00092884+1.887e-05i,0.00084544+0.00046608i,0.00056864-1.9141e-05i,0.00053702-0.0011277i,-0.00049258-0.0023344i,-0.0014137-0.0019179i,-0.0010224-0.00062741i,9.4715e-05-0.00032006i,0.00051713-0.00092265i,0.00036721-0.0010485i,-0.00050899-0.00020879i,-0.00046785+0.00020352i,-2.1433e-05+0.00014841i,-0.00044472+0.00012942i,0.00018461-0.0003254i,0.00074538-0.0004064i,0.00043782+0.00010055i,0.0010256+0.00048785i,0.0011728+0.00082969i,0.00010872+0.00080579i,-0.0010294+0.00077465i,-0.00077809+0.00049038i,0.00034019+0.00023853i
-0.00072245-0.0016957i,-0.00095084-0.0014457i,-0.00096707-0.00064594i,7.6445e-05-0.001008i,0.0010147-0.00085094i,0.0006327+0.00024062i,0.00018146+0.00052457i,3.9094e-05+0.00034928i,-0.00024582-0.00014278i,-0.00056764-0.00018056i,-0.00075175+9.287e-05i,-0.00062085-5.3981e-05i,0.00077274-0.00028171i,0.0013108-0.00037555i,0.00086558-0.00087734i,0.00077388-0.00083305i,6.0469e-05-0.00061337i,-0.0003775-0.00044068i,-8.5867e-05-0.00049301i,0.00052372-0.00063373i,0.00054262-0.00054725i,0.00043298-0.00036531i,0.00066152-4.4539e-05i
-1.0438e-05-0.00073274i,0.0004867-4.9969e-05i,0.00019985-0.00033149i,-0.0013511-0.00065541i,-0.0011353-0.00060691i,-0.00012213-0.0011145i,-0.00016304-0.0012025i,-0.00022763-0.00088025i,-0.00069371-0.0011828i,-0.0015897-0.00131i,-0.0010694-0.0012315i,-0.00019904-0.00062061i,0.00052352-0.00040453i,0.00018409-0.00032787i,-0.00012231+0.00015427i,-0.0003602+5.3459e-05i,-0.00095149+7.0281e-05i,-0.00085788-6.6053e-05i,-0.00079978-0.00047113i,-0.00082925+0.00019727i,-0.00019164+0.0006982i,3.252e-05+5.2028e-05i,0.00037335-0.00054972i
1.5405e-05+0.00010607i,0.00057789+0.00028939i,0.00061337+0.00063669i,0.00072902+0.00052113i,0.0004543-0.00042036i,-0.00070356-0.00099477i,-0.0011131-0.0014571i,-0.00060734-0.0016576i,0.00046705-0.0011941i,0.00088084-0.00082273i,-1.7125e-05-9.4586e-05i,-0.00038884+0.00069908i,0.00048122+0.00085603i,0.001147+0.00083904i,0.00084549+0.00037947i,0.00036821+0.00054646i,0.00019+0.00061267i,0.00029016+0.00010567i,0.00017334-0.00046752i,0.00018834-0.0006565i,-0.00023863+0.00029657i,-0.000251+0.00049303i,0.00028963+8.4452e-05i
0.0031777-0.0020332i,0.0025813-0.00068886i,0.00053036-0.0016163i,-0.001309-0.00087096i,-0.0020639+9.1683e-05i,-0.0015143+0.00090246i,-0.00053799+0.0011072i,0.00021217-0.00035569i,0.00032427-0.0013627i,-0.00074504-0.0010639i,-0.0014186-0.00073269i,-0.0011712-9.0526e-05i,-0.00083676+0.00019123i,0.00042077+0.00028149i,0.0017838-0.00022131i,0.0013447-5.9914e-06i,8.5775e-05+0.0006872i,-0.00052082-0.00020544i,6.5124e-05-0.00051351i,-6.0721e-05+0.00040674i,-0.00061465+0.00028603i,-0.00096455-0.00047843i,-0.0010584-0.00081221i
6.3997e-05-0.00068254i,-0.00021802-3.4507e-06i,0.00033695+0.00021192i,0.00072891-0.00024947i,-1.1389e-05-0.0013028i,-0.00090948-0.0017021i,-0.0014692-0.00087902i,-0.0014487-0.00064748i,-0.0010969-0.0002171i,-0.0004169+0.00029448i,0.00026688+0.00039901i,0.00079182+0.00050553i,0.00093468+0.00072797i,0.00065178+0.00044328i,-6.2607e-05+0.00043933i,-0.001061+0.00025499i,-0.0010744-0.00024069i,-0.00076705+0.00028011i,-0.00040769+0.00032297i,0.0004989-0.00033256i,0.00090569-0.00044799i,0.00026658+2.1462e-05i,-0.00061084+9.4945e-05i
0.0007156-0.0012219i,0.00064174-0.0013794i,0.00053424-0.0015836i,0.00041607-0.0011496i,0.0010438-0.00091863i,0.0012379-0.00049366i,0.00043135-0.00042497i,0.000324+0.0003644i,0.00073455+0.00085587i,0.00029044-0.00044055i,-0.00019943-0.00029615i,-0.00037695+0.00105i,-0.00031429+0.0014379i,-0.00072101+0.00081286i,-0.00088079-0.00050613i,-8.443e-05-0.00061861i,3.9403e-05+0.00063863i,-9.7808e-05+0.0011338i,0.00013962+0.00053373i,-0.00037676+0.00051435i,-0.0010747+0.00012669i,-0.00069398-0.0005503i,4.6814e-06-0.00074i
0.00012972+0.00024457i,0.00042491+0.00054856i,0.0006574+0.00091689i,0.00088108+0.00026955i,0.0013159-0.00040827i,0.0015137-0.00081086i,0.00095004-0.00056687i,0.00054851-0.00052855i,0.00017263-0.00042146i,-0.00021783+5.8692e-05i,-0.00015961+0.0007416i,-0.00041468+0.001216i,-0.00064269+0.0012194i,2.758e-05+0.00054994i,-0.00024146-0.00044285i,-0.00048624-0.00083801i,0.00025846-0.00084347i,0.00083731-0.000589i,0.00091354+0.00045347i,0.00073433+0.00067497i,0.00074778-8.2426e-05i,0.00086664-0.00045434i,0.00034475+0.00011578i
-0.0004531+4.0814e-05i,-0.00069316-0.00028319i,-0.00032866+0.0004495i,0.00044258+0.00036023i,0.00056264-0.00099528i,0.00028575-0.0018317i,-0.00018767-0.0012874i,-0.00043036-0.00071626i,-0.00065343-7.1227e-05i,-0.00085776+8.5742e-06i,-0.00084621-0.0010259i,-0.001068-0.0016207i,-0.0008804-0.0005968i,-0.00060838+0.0011989i,-0.0003001+0.0013861i,5.7608e-06+0.00010304i,0.00017793-0.00077941i,0.00067126-0.00039843i,0.0010668-2.4266e-05i,0.00114+8.4401e-05i,0.00065338+0.0004389i,4.603e-05+0.00024059i,0.00025645-0.00018926i
-0.00079431+0.0011608i,-0.001099+0.00037243i,-0.00082431+0.0003569i,0.00041899-0.00023774i,0.001687-7.3271e-05i,0.00096159+0.00015558i,2.7743e-05-6.5996e-05i,0.00025636+4.5733e-05i,0.00023411+0.00085982i,-0.0005231+0.00043657i,0.00022572-0.00059855i,0.0011585-0.0011157i,0.00055527-0.0011689i,0.00026254-0.00032954i,0.00089328+0.00013215i,0.001157-0.00061393i,0.00077366-0.0014985i,7.1579e-05-0.0010492i,0.00015602+0.00011258i,0.0009025+6.8004e-05i,0.001067+0.00038926i,0.00039481+0.00099771i,-0.00079406+0.00027315i
0.00028367-0.0011087i,0.00052276-0.0011846i,-8.6056e-06-0.00060043i,-0.0016181-0.0009076i,-0.0023528-0.0011796i,-0.00093135-0.00037767i,-0.00029915-0.00011686i,0.00030048-0.00045405i,0.00059405-0.00043587i,9.8268e-05-0.00018182i,-0.00056366-4.0043e-05i,-0.00074515+9.6474e-05i,4.9047e-05+1.9915e-05i,0.00094515-0.00045105i,0.0011928-0.0013279i,0.00079058-0.0015574i,-0.00022097-0.00056446i,-0.00062804-0.0007042i,-0.00018257-0.0011914i,9.7126e-05-0.00033597i,0.00010158-0.00011115i,-0.00055413-0.00042205i,-0.00059093+4.6298e-06i
-4.0967e-05+0.0015816i,0.00059303+0.0016768i,0.0017502+0.00034518i,0.0022592-0.00010976i,0.0014729+0.0011243i,0.00026534+0.00075818i,-0.00027966-0.00092599i,-0.00032265-0.00083438i,-0.0006049+0.00032934i,-0.00044952+0.0009052i,2.2266e-06+0.00079675i,6.5139e-05+0.0012236i,-8.8097e-05+0.0013312i,-0.00026527+0.00065273i,-0.0005254+0.00040045i,-0.00061737+0.00029184i,-0.00046815+0.00076313i,-0.00054559+0.00054964i,-0.00042315-0.0004684i,0.00048442-0.00082854i,0.00057007-0.00058907i,0.00085027-0.00050199i,0.00089617-0.00017741i
0.00085697-0.00036983i,0.00011005-0.00068256i,0.00074131-0.0016521i,0.0011773-0.0024569i,0.00058321-0.0026466i,0.00012234-0.0011815i,-0.00031443-9.6171e-06i,6.0036e-05+0.00021745i,0.00056652+0.00053567i,0.00055179+0.00026805i,0.0005661+0.00048571i,3.2005e-05+0.0012176i,-0.00010606+0.00068639i,0.00056337+0.00016921i,0.00020959+0.00092285i,-0.0001894+0.0010905i,0.00013908+0.00066509i,0.00022887+0.00022133i,0.00020636+0.00090867i,0.00083777+0.0012698i,0.0011523+0.00042257i,0.00090993-0.0003368i,0.00024909-0.0010471i
2.2155e-05+0.00098094i,0.00019928+0.0010127i,0.00021948+0.00021328i,0.0010173-0.00052418i,0.0012023-0.00096493i,-0.0003617-0.0019917i,-0.00097906-0.0022209i,-0.00023001-0.002091i,0.00098197-0.0013523i,0.001466-0.00050178i,0.0010995-5.4798e-05i,0.00049395-0.00017839i,0.0007106-0.00019651i,0.00084642-0.00014984i,0.00062682-0.00024623i,0.00088567-0.00038917i,0.0010806-0.00093787i,0.001064-0.00084219i,0.0012818-0.00037366i,0.00095451-0.00056825i,-1.2223e-05+3.9621e-05i,-0.00015975+0.00080657i,1.0791e-05+3.7351e-06i
0.0019595+0.00042633i,0.0019167-0.00027643i,0.0010503-0.0013711i,0.0001379-0.0018833i,0.00068757-0.001934i,0.00089029-0.0018579i,0.00066296-0.00064935i,0.00071449+0.00033541i,0.00094294+0.00041185i,0.00013818+0.00043769i,-0.00050327+0.00016098i,9.3092e-05+0.00028468i,0.00066045+0.00075186i,0.000434+0.00071232i,0.00050858+0.00092119i,0.00015868+0.00021226i,-0.00026503-0.00061757i,-5.7038e-05-0.0001641i,0.00010111+0.00056202i,0.00085026+0.0016486i,0.00075411+0.0021245i,0.00023347+0.0015542i,1.6066e-05+0.00061911i
0.0021114+0.00030863i,0.0014954+0.00064042i,0.0013484-0.00053849i,0.00031954-0.0015362i,-0.00021638-0.0016504i,-0.00042938-0.0014491i,-0.00067841-0.0015059i,-0.0006393-0.0014562i,-4.6668e-05+0.00010982i,-1.6368e-05+0.00055932i,-0.00011453+0.00017699i,-0.00012695+0.00055734i,8.6033e-05+0.00082094i,-0.00012276+0.00083066i,-0.00024735+0.00011035i,-0.0001466+0.00014175i,-8.2717e-05-0.00012108i,0.00043826-0.00030539i,0.00018478-7.6795e-05i,-0.00065879-0.00024812i,-0.0010147-0.00015257i,-0.00068973+1.0834e-06i,-0.00067531-0.00011835i
0.0012328+0.00068709i,-0.0003538+0.00047539i,-0.00060784+0.00015606i,-0.0004332+1.6064e-05i,-0.00086606-0.00019364i,-0.0012931-0.0014179i,-0.00057654-0.0013935i,-0.000256-0.00011158i,1.6162e-05-0.00034171i,6.1458e-05-0.0012155i,-0.00034733-0.00082906i,-0.00041819+0.00017826i,-0.00082676+0.00040139i,-0.00084778+0.00067251i,-0.00058091+0.00080868i,-0.00027334+0.0002203i,-0.00010497+0.00036872i,-0.00038677+0.00032563i,-0.00033738+0.00042626i,7.9729e-05+0.00093161i,0.00055646+0.00050786i,0.00049201+0.00017599i,0.00038859+0.00052016i
0.0010613-0.00083474i,0.00080278-2.2288e-05i,0.0011013-7.6881e-05i,0.0015602-0.00022755i,0.00080076-0.00027202i,-0.00046514+0.00035818i,0.00049097+0.0011389i,0.00078118+0.0012504i,0.00069548+0.00068146i,0.00046924+6.5163e-05i,-0.00038103-0.00018007i,-2.0643e-05-3.3485e-05i,0.00073064+0.0001949i,0.0004431+0.00079779i,0.0002049+0.00045748i,0.00038141-0.00024117i,0.00026981-0.00052689i,0.00017913-0.00047796i,0.00050313-0.00056704i,0.00055472-0.0012674i,-0.00020524-0.0009531i,-0.00041309-0.00026769i,0.00045208-0.00046009i
0.00080902-0.00089429i,0.00058532-0.00086i,-0.00084597-0.0014631i,-0.0018347-0.00097557i,-0.0017686-0.0006195i,-0.00078995-0.00072851i,0.00055881-0.00055231i,0.00059363-0.0010762i,0.00063956-0.0016173i,0.00062397-0.0015042i,0.00013451-0.00084013i,-0.0002988+7.9472e-05i,-0.00023526-0.00048438i,0.00088548-0.00037839i,0.0005035+0.00030172i,7.8159e-05+0.00042956i,-0.00022901+0.00087495i,-0.00019239+0.00070613i,0.00015673+0.00016043i,-0.00026837+9.2526e-05i,-0.0003176+0.00032085i,-0.00047467+0.00046033i,-0.00013372+0.00038078i
0.00043454-6.6554e-05i,0.0013266-0.00010458i,0.0014439-7.059e-05i,0.000941-0.00033674i,0.00080465-0.0004091i,0.00095076-0.00099062i,0.00081259-0.0018298i,0.0006139-0.0014557i,0.00031057-0.00088669i,-0.00012649-0.00036909i,-0.00069458+8.2604e-05i,-0.0008476+0.00061325i,-0.0006177+0.00066288i,-0.00014562+0.0004496i,0.00010198+0.00060774i,5.5129e-05+0.00077996i,-5.9327e-06+0.0003714i,-6.3315e-05-0.0004381i,-0.00012446-0.00060764i,-0.0002036-0.00011977i,0.00046859+3.5808e-05i,0.00078443+6.5753e-05i,0.00091522+0.00062095i
0.00053559+0.00055226i,-0.0011585+0.00048014i,-0.00088359+0.00031692i,0.0001281+3.2364e-05i,-1.6421e-05-0.00052379i,0.00010447-0.0014853i,0.00028453-0.00099273i,-0.00062023+0.00012505i,-0.0006008+0.00043008i,-0.00021308+0.00027984i,-0.00098265-0.0003886i,-0.0011697-0.00078222i,-0.0015209-0.00027492i,-0.0012699+3.4437e-07i,0.0003084+0.0009137i,0.00074393+0.0012985i,-5.9569e-07+0.00095008i,-0.00042141+6.2438e-05i,-0.00066867-0.00048813i,-0.00072464-0.00091604i,-1.4957e-05-0.00042479i,0.0011357+0.00036659i,0.001203+0.00020324i
0.00020671-0.0005045i,0.0008244-0.00069809i,0.00081866-7.9031e-05i,0.00062228-0.0004139i,0.00038498+0.00025159i,-6.1565e-05+0.00056277i,0.00034372-0.0006701i,7.764e-05-0.0017031i,-0.00050606-0.001943i,0.00015916-0.0015019i,0.00037942-0.00032264i,7.6888e-05+0.00015573i,0.00011073+8.1098e-05i,4.3143e-05+0.0001415i,-0.00035118+8.0098e-06i,-0.00010488-0.00042103i,0.00025479-0.00069409i,-0.0003464-0.00088357i,-0.00059875-0.00046822i,-0.00036398-0.00053701i,-0.00011088-0.00098028i,-0.00062038-0.00052732i,-0.00058153+0.00023227i
-0.0010214-0.0013188i,-0.0011282-0.001011i,-0.0022341-0.00042357i,-0.0025143-0.0008057i,-0.001984-0.0014153i,-0.0018443-0.00066575i,-0.0020142-0.00018784i,-0.0011653-0.00021261i,0.00056893+0.00042075i,0.0011296+0.00078967i,0.00050179+0.0010242i,0.00015746+0.00050469i,0.0001651-0.00032558i,9.706e-05+0.00022259i,0.00029647+0.00046825i,7.6594e-05-0.00012044i,0.00018924-0.00017284i,0.00051235-0.00015557i,0.0007774-0.00079236i,0.0002641-0.00072127i,-0.00019548-0.00046825i,0.00030281+9.5891e-05i,1.913e-05+0.00047652i
0.0011074-0.00034026i,0.0012857-0.00027548i,0.002171+0.00029291i,0.0019613+0.0012036i,0.0014316+0.0021824i,0.0010428+0.002038i,0.00047854+0.00053126i,7.9686e-05-0.0011102i,-0.0003259-0.0016663i,-0.0007547-0.0013439i,-0.00044416-0.00041526i,0.00031846+0.00057115i,6.2895e-05+0.0010029i,-4.1088e-05+0.00022549i,0.00017086-5.5381e-06i,0.00016187+0.00104i,-2.4964e-05+0.0010325i,-0.00012197-0.00042837i,0.00073597-0.00078302i,0.00062744-0.00017231i,-0.00029933+6.064e-05i,-0.00057402-7.938e-05i,-0.00035699+0.00012605i
0.0014426-0.001502i,0.00012981-0.0017168i,-0.00075988-0.0022757i,7.3671e-05-0.0022865i,0.00067287-0.001708i,-0.00017066-0.0016768i,-0.00013097-0.0013062i,7.2771e-07-0.0013275i,-0.00021607-0.0014359i,-0.00054173-0.0015673i,-0.00052113-0.0014093i,0.00044382-0.00063687i,0.0005023+0.0002104i,0.00026483+0.0012373i,0.00088337+0.0014841i,0.00090869-8.7602e-06i,0.00068565-0.0011002i,0.00045808-0.00017621i,-0.00015654+0.00029605i,-0.00034434+0.00027679i,-0.0002414+0.00070565i,-8.5597e-05+0.00027023i,0.00027741-0.00045188i
-9.8162e-05+0.00044591i,0.0010496-0.00033143i,0.0020964-0.00094602i,0.0018857-0.00081591i,0.0010895-0.00021663i,6.2871e-05+0.00092115i,-0.00086672+0.000994i,-0.0010421-0.00026848i,-0.00047566-8.6404e-05i,3.8385e-05+0.00074376i,-4.7684e-05+0.00095569i,-0.00013921+0.00072945i,0.00054551-2.4067e-06i,0.00083733-0.0005278i,0.00091494-0.00053609i,0.00041434-7.8681e-05i,-0.00018566+0.00047107i,-0.00053791+0.00031638i,-0.00040817-0.00027881i,0.00033229-0.00027306i,0.0011471-0.00032791i,0.000991-8.0159e-06i,0.00021306-9.847e-05i
-0.00056459+9.7943e-05i,-0.00082339-0.00031104i,-0.00093948-0.00020771i,-0.00027826-0.00085575i,7.3059e-05-0.0016856i,-0.00041731-0.0015503i,-0.00034598-0.00035018i,-0.00055741+0.00068179i,-0.00032451+0.00078905i,7.1951e-05-6.0121e-06i,0.00012196-0.00058861i,-0.00053623+7.5205e-05i,-0.00074258+5.1713e-05i,-0.00035599-0.00070029i,0.0001167-0.00089513i,0.00038504-0.00090507i,0.00070399-0.00055715i,0.0005193+0.00054616i,-0.00017772+0.00058272i,-0.00013607-0.00010831i,-6.5006e-05-9.4638e-05i,-0.00047354-0.00043517i,-0.0012654-0.00059938i
-0.00033366+0.00085526i,0.0002986+0.0010219i,0.001093+0.0013949i,0.0010141+0.00099657i,-0.00012095-0.00039731i,-0.00070527-0.00097847i,-0.001016-0.0010882i,-0.0004138-0.0010169i,-0.0002083-6.5525e-05i,-0.0006032+0.0003074i,-0.00039794-0.00027772i,-0.0008365-2.3615e-05i,-0.00058468+0.00035146i,0.00044013+0.0010667i,0.00043828+0.00076581i,0.00038947-0.00074358i,8.1171e-08-0.00093118i,-0.00045035-0.00020662i,-0.00023479+0.00020661i,0.00082879+7.1347e-05i,0.00079834-0.00021211i,-0.00021685-0.00018042i,-0.00056763+1.5113e-05i
0.00040254-0.00038628i,0.00034922+0.00035713i,-0.00013612+4.248e-05i,0.00023215-0.00047977i,0.0015638-7.2462e-05i,0.0016718-0.00042143i,0.00050801-0.0017408i,6.0515e-05-0.0021555i,-0.00033506-0.0013243i,-0.00079119-0.0011811i,-0.00031898-0.00137i,9.0555e-06-0.00018065i,-5.8734e-05+0.00074022i,4.513e-05+0.0010237i,0.00040919+0.0010657i,0.00031005+0.00045256i,0.00011768-7.2234e-05i,0.00070774-0.00032302i,5.7761e-05-0.00037731i,-0.0006705-0.00074419i,0.00030947-0.00084417i,0.00063994-7.6683e-06i,0.00018924+0.000138i
-0.0011168+0.0017128i,-0.000221+0.00032094i,0.00094485+0.0003055i,0.001054-0.00028525i,0.0010592-0.0013112i,0.0012797-0.0020742i,7.833e-05-0.0018363i,-0.00099642-0.00079136i,-0.0004303-0.00023554i,-5.8875e-05-8.0957e-05i,-0.00029923+0.00058519i,-0.00072236+0.00033255i,-0.0008336-0.00011896i,-0.00078431-0.00016175i,-0.00098032-0.00066234i,-0.00039559-0.0006547i,0.00076147+7.8288e-06i,0.00034582+0.00054778i,-0.00059685+0.00066004i,-0.0012339+0.00065349i,-0.0011519+0.00051925i,-0.00062014+0.000498i,-0.0001111+0.00047076i
0.00043187-0.00037293i,-0.00091785-0.00042248i,-0.0014008+6.438e-05i,-0.0016696-0.00023177i,-0.0012552-0.0011503i,-0.00021122-0.0012504i,-0.00060183-0.00089438i,-0.00083345-0.0010561i,-0.00025562-0.0009184i,0.00025903-0.00040785i,0.00057776+0.0004345i,-0.0001505+0.00059729i,-5.2498e-05-0.00046497i,0.00046111-0.00050541i,0.00060151-0.00022747i,0.00078032-0.00016156i,0.00044154+0.00048587i,0.00061215+0.00048361i,0.00091256+2.1083e-05i,0.00028967-0.00081664i,-2.2384e-05-0.00070021i,-0.0001589-7.6217e-05i,-0.00041807-0.00035653i
0.0015824+0.00091212i,0.0014276+0.001601i,0.0017983+0.0012139i,0.0021592+0.00014293i,0.0010621-0.00091417i,0.0004235-0.0013453i,0.00070222-0.00026493i,0.00085334+0.00059536i,0.00096155+0.00027523i,0.00095714-0.00013707i,0.00021058-0.00015603i,5.7689e-05-0.00032344i,0.0004039+8.2804e-05i,6.9311e-05+0.00066575i,-0.00059101+0.00031422i,-0.0008753-0.00024385i,-0.00021916-1.5114e-05i,-0.00021659+6.3436e-05i,-0.00069971+0.00019052i,-0.00048256+0.00028724i,5.3097e-05+6.9127e-05i,0.00046617-0.00013194i,0.0006197+0.00016023i
0.00045375+0.0013143i,0.00050396+0.0007205i,0.00010535-4.6383e-05i,-0.00026985-0.0011457i,-0.00062058-0.0014108i,-0.00023781-0.00078933i,6.9315e-06+0.00065603i,-2.5299e-06+0.0007858i,0.00035067+0.00033131i,0.00010169+9.0937e-05i,-0.0003719-0.00057066i,-0.00056137-0.00098275i,-0.00025126-0.00032939i,6.7049e-05+0.0002832i,0.00053825+0.00064261i,0.00054081+0.0006525i,-0.00035763-0.00011856i,-0.00072355-0.00078207i,-0.00059589-0.00034017i,-0.00064023+9.9362e-05i,-0.00048591-1.2464e-05i,-0.00038341-0.00064117i,-9.6534e-05-0.00092893i
0.00027085+0.00018518i,0.00076683-4.6528e-05i,0.0015094+0.00042383i,0.0027308+0.00086795i,0.0031007+0.00093791i,0.00090004-0.00014326i,-0.00098229-0.0017844i,-0.00076638-0.0019392i,0.00041643-0.0014521i,0.0016543-0.00091217i,0.0011327-0.00048765i,0.00017312-0.00029561i,-7.5303e-05-3.6967e-05i,-0.00010971-0.0003395i,0.00026286+7.284e-05i,0.00041808+0.00076964i,-0.00024875+0.00071362i,-0.00054757+0.00057062i,0.00033563+0.00079666i,0.0010426+0.00053853i,0.0010519+0.00016417i,0.00081809-1.6333e-05i,0.00015249-0.00072405i
-0.0012246-0.00096096i,-0.0006458-0.00013512i,-0.00060142-8.1228e-05i,-0.0011661-0.0010071i,-0.00046012-0.0017674i,0.0001112-0.0015492i,0.00022482-0.00056751i,0.00031252+0.0005203i,-0.00033007+0.00058978i,-0.00051788+1.9082e-05i,0.0002439-0.00034852i,0.00087932-0.00088768i,0.00054542-0.00076624i,0.00030513-0.00057674i,0.0002106-0.00053591i,1.9268e-05-0.00026072i,0.00053428-0.00022732i,0.00053276-0.00018279i,0.000191+4.0347e-05i,-4.6094e-05+0.00060857i,-4.4289e-05+0.0008337i,-0.00013731+0.00048898i,-0.00057125+5.8359e-05i
