-0.0013109+0.00054096i,-0.00056675-0.00066308i,-0.00027194-0.0010377i,-0.0014935-0.00067843i,-0.001838+0.00018498i,-0.0010215+0.00031752i,0.00043842+0.00052199i,0.0020561+0.0016726i,0.0013667+0.0014348i,7.5168e-05+0.00089933i,-8.892e-05+0.0010278i,-9.5914e-05+0.00044292i,-0.001119+0.00015315i,-0.0015026+0.00041664i,-0.00065124+0.00064535i,-0.00073704+0.00069165i,-0.00029894+0.00021644i,0.00022736-9.642e-05i,-0.0004231-0.00039428i,-0.00084303-0.00053224i,-0.00044311-0.00048997i,0.00034872-0.0005703i,0.00050468+8.5628e-06i
0.0015023-0.0011537i,0.00091496-0.0016531i,-0.00025263-0.0023622i,-0.00018373-0.0020281i,0.00019925-0.0012825i,8.9117e-05-0.00098001i,-0.00033288-0.0010225i,-0.00043448-0.00056685i,0.00025159-5.5452e-05i,-0.00014703-0.00031061i,-0.00047885-0.00011732i,0.00011511+0.0004407i,8.9637e-05+0.00045171i,-0.00012522+0.00078834i,0.00031608+0.00072977i,-3.7059e-08+9.2603e-05i,-0.00019647+8.9262e-05i,-0.00028458-3.2232e-05i,-0.0011404-5.7225e-05i,-0.00080993+0.00035526i,2.6273e-05+0.00034092i,-0.00031558+1.6824e-05i,-8.2743e-05-0.00031417i
-0.00095782+0.00057133i,0.0005279+0.0010787i,0.00078045+0.00090303i,0.00050056+0.00081125i,0.00027396+6.6848e-05i,0.00074279-0.0010558i,0.0014462-0.0015811i,0.0013245-0.0010227i,0.00082144+2.2116e-05i,0.00072205+0.00037267i,0.00067965+0.00052563i,0.00028944+0.00036045i,-0.00026748+0.00084449i,-0.00045815+0.00083761i,-0.00045267+0.00013595i,-0.00053396-2.7403e-05i,0.00030146+0.00028748i,0.00068347+0.00036396i,-0.00044403-0.00056558i,-0.00084646-0.00049344i,-0.00017921+1.692e-05i,0.00034058+0.00021015i,0.00062516-0.00015374i
0.0020639-0.0022884i,0.00069886-0.00133i,-0.0007147-0.0012967i,-0.0017236-0.0018423i,-0.00095236-0.0025866i,0.0001277-0.0022757i,0.00050291-0.0016438i,0.000406-0.0012256i,-0.00057778-0.0010891i,-0.00075927-0.00096746i,7.145e-05-6.5925e-05i,0.00025942+0.0012606i,-0.00084269+0.00087753i,-0.0015044+0.00049674i,-0.00082309+0.00069717i,-0.00062508+0.0010457i,-0.00023164+0.000899i,0.00046868+6.4983e-05i,-9.6245e-05-0.00029041i,-0.00096092-0.0008183i,-0.00044245-0.00096807i,0.00070687-0.00019047i,0.00062312-0.00013798i
-0.0019897-0.0028429i,-0.0017652-0.0026319i,-0.0024418-0.00094425i,-0.0023883+0.00085898i,-0.0021509+0.00079965i,-0.00134-0.00011653i,-0.00064215-0.00085121i,-0.00048152-0.00034521i,-0.0011371-0.0002199i,-0.0018194-0.00035863i,-0.0011938+0.00050897i,-0.00012731+0.0012246i,0.00037358+0.001196i,0.00022022+0.0011364i,-2.418e-05+0.00081181i,0.00066931+5.3337e-05i,0.00076356-0.00055178i,0.00085164-0.00027997i,0.00077363-0.00042336i,0.00044051-0.0006139i,-0.00031003+2.9917e-05i,-0.00085777+0.0004692i,6.5118e-05+0.00019996i
-0.0014503+0.00014814i,-0.0012259+1.473e-05i,-0.0012188+8.2539e-05i,-0.0014547-0.00025848i,-0.00014261-0.0017617i,0.0018238-0.0020025i,0.0015303-0.0017665i,0.00064627-0.0017355i,-0.00012277-0.00076501i,-0.0003184-0.00015249i,-0.00022558-0.00011772i,-0.00031883-0.00032012i,5.4974e-05-0.0005416i,-7.3768e-05-0.00023751i,-0.00030243+0.00043449i,-0.00032756+0.00089636i,-0.00077869+0.00092361i,-0.00038508+0.00069434i,0.00022611+0.00060497i,-0.00038895+0.00022101i,-0.0010153-0.00064142i,-0.000639-0.0011349i,-0.00020031-0.00052904i
0.0031414+0.00081639i,0.0032913+0.00024302i,0.0034211-0.0010086i,0.0024257-0.0017406i,0.00060612-0.0015566i,-0.00010853-0.00070742i,-3.4724e-05-0.0011104i,-0.00026341-0.0017246i,-0.00057977-0.00082659i,-0.00065634+0.00029121i,-0.00079564+0.00039934i,-0.0010602-1.2996e-05i,-0.0010375+0.00047477i,-0.0012681+0.00091091i,-0.001019+0.00074745i,1.4665e-05+0.00080791i,0.00081258+0.00062904i,0.0010259-6.8209e-05i,0.00096226-0.0010869i,0.00013859-0.00082687i,-0.0015227-0.00094051i,-0.0021878-0.0014697i,-0.0011484-0.0015057i
-0.00010941+0.0017249i,0.00029963+0.0019468i,0.001512+0.00089754i,0.0018978-0.00029854i,0.0012595-0.0013172i,0.00055317-0.0021672i,0.0004589-0.0024452i,2.5628e-05-0.0012922i,-0.00025223-5.9406e-05i,-9.2554e-05+0.00024436i,4.1193e-06+0.00055905i,-0.00040439+0.00057348i,-0.0013312-0.00047563i,-0.0010142-0.00077324i,-0.00054698-0.0001821i,-0.00070699+9.0088e-05i,-0.00062492+0.00024615i,-0.00057198-9.3607e-05i,-0.00071186-0.00040373i,-0.0007018-0.00045684i,-0.00066448-0.0001229i,-0.00015604+9.8558e-05i,0.00073361+0.00050476i
-0.0019033+0.00078606i,-0.00097528+0.00094353i,-0.0016423+0.0014622i,-0.00080298+0.0018315i,0.0010312+0.00098598i,0.0023142-0.0005041i,0.0025291-0.00063985i,0.0016255-5.4452e-05i,0.00012904-0.0002384i,-0.00011809-0.00023564i,0.00069796+0.0003896i,0.00066827+0.00041365i,0.00028769+0.0003516i,-0.00013462+0.00048168i,-0.00015387+0.00023966i,0.000321-0.00023331i,0.00034754+0.00052677i,0.00023208+0.00066984i,0.00074395-0.00062612i,0.0004106-0.00090489i,0.00013449-0.00054338i,0.00033242-0.0002559i,9.2359e-05-0.00037327i
0.0018904+0.0019221i,0.0017848+0.0017916i,0.0015192-0.00032846i,0.0021035-0.0016155i,0.0014742-0.0019705i,-2.0877e-05-0.0022259i,-0.00028608-0.0017055i,0.0002771-0.0015442i,0.00087999-0.0018122i,0.00065377-0.001137i,-0.00060485-0.00094179i,-0.0017546-0.00083309i,-0.0021716-2.5244e-06i,-0.0019854+0.000141i,-0.0010942-0.00024167i,-0.00019869-0.00015972i,-5.3433e-05+0.00026573i,-0.00025772-8.0179e-05i,-0.00039565-0.0004879i,-0.00036957-0.00024771i,2.5062e-05+0.00010852i,0.0006884+0.00021663i,0.00073697+0.00035435i
-0.0018458+7.5277e-05i,-0.00033425+2.2329e-05i,0.00018879+0.0012259i,1.5507e-06+0.0018306i,2.6006e-05+0.00033217i,-8.1784e-05-0.0018153i,-0.00069299-0.0022561i,-0.00082201-0.0013053i,-0.00044596-0.00026605i,-6.1365e-05-0.00023307i,0.00050285-0.0004276i,0.00055997-0.00023224i,-0.00035144-0.00023124i,-0.00035617-0.00056187i,0.00044322-0.00016328i,0.00055584+0.00028913i,-0.00031538+0.00052685i,-0.00032502+0.00051371i,5.9457e-05-0.00045432i,-0.00015741-0.00087765i,0.00029092-0.00068624i,0.00092681-0.00043926i,0.0010489-0.00026253i
-0.0010829+0.00099539i,-0.00054478+0.0015683i,-0.00049984+0.0018591i,-0.00039418+0.0011847i,0.00011809+0.00067961i,0.001046+0.00041317i,0.0018047+0.00041981i,0.0017051+0.0007233i,0.00091818+0.00050766i,0.00078676+0.00061169i,0.0014475+0.0011083i,0.0012957+0.00069739i,0.00029552+0.00040326i,-0.000804+0.00054203i,-0.00087047-2.6377e-05i,-0.00012468-0.00055968i,0.00030591-0.00030663i,-0.00018926-0.00040995i,-0.0007578-0.00033749i,-0.00054375+0.00025875i,-0.00044086+0.00060204i,-0.00062271+0.00015344i,-0.00034017-7.2776e-05i
0.0027265-0.0017708i,0.002454-0.0019562i,0.0018017-0.0028466i,0.0010456-0.0029925i,0.00026399-0.0029964i,-2.8274e-05-0.0031797i,-0.00016175-0.0025921i,0.00029348-0.00166i,0.00017743-0.0010676i,-0.00062022-0.0014723i,-0.00086924-0.002099i,-0.0014455-0.0013887i,-0.0017034+0.00024832i,-0.0014774+0.0015932i,-0.0017695+0.0017919i,-0.0017914+0.00067513i,-0.00068615-0.00012153i,-9.3228e-05+7.7638e-05i,-0.0009992+0.00057415i,-0.0010931+0.00037798i,-0.00099276-0.00055779i,-0.00082838-0.00023203i,-1.024e-05+0.00045049i
-0.00080666-0.0016519i,-0.0010282-0.002699i,-0.0021457-0.002221i,-0.0029002-0.0010217i,-0.0017533-0.00056981i,-0.00093392-0.00019986i,-0.00056101-0.00037597i,-0.00052316-0.00080409i,-0.00061023-0.0013718i,6.3249e-05-0.00045629i,5.4157e-05+0.0015564i,-0.00078483+0.0019083i,-0.0012003+0.0010361i,-0.00092684+0.00070449i,0.00015019+0.00091542i,0.0012646+0.00060723i,0.0009778-5.2794e-05i,-0.00049602+6.6913e-05i,-0.0011826-1.214e-05i,-0.001327-0.0010236i,-0.0012049-0.00090332i,-0.00075093+0.00020221i,-0.00052043+0.00036572i
0.0022756-0.00039223i,0.0023136-0.0011689i,0.0016011-0.0015703i,0.0010017-0.0011146i,8.8457e-05-0.0014117i,-0.0003283-0.0015736i,7.6537e-05-0.00071912i,0.00056098-0.0001328i,0.00045633-0.00055874i,-0.00080914-0.00089984i,-0.00093698-0.0012429i,0.00011866-0.0009172i,0.00015928+0.00014923i,-0.00051794+0.00058534i,-0.00060678+0.00053646i,-0.00073807+0.00073853i,-0.00062349+0.00091925i,-0.00030946+0.00016394i,-7.716e-05-0.00031154i,0.00028302-0.00030556i,0.00034972-0.00034602i,9.5576e-05-0.00022214i,-0.00044959-1.8927e-05i
0.0010016-0.0012616i,0.00037064-0.0008927i,0.00059079-0.0013878i,0.00061948-0.0015778i,0.00012013-0.0017788i,-0.00029817-0.0018454i,-0.00051221-0.0020172i,-0.0014311-0.0014439i,-0.0019831-0.0012906i,-0.001675-0.0013882i,-0.0014193-0.0010331i,-0.0011804+0.00017956i,-0.00068433+0.0015519i,-0.00082746+0.0019868i,-0.0013774+0.0013497i,-0.00090178+0.00076422i,-7.3083e-05-0.00025551i,0.00035994-0.00088455i,0.00030486-0.00048532i,0.00010299+0.0001663i,0.00019391+5.6364e-06i,0.00064372-0.00048986i,0.0001133-0.00096927i
0.00073803-0.00062785i,0.00070538-0.0016983i,-0.00077336-0.00076195i,-0.0014881+0.00011268i,-0.0010715-0.00050971i,-0.0011918-0.00090706i,-0.00057369-0.00061098i,-0.00051179-0.00052625i,-0.00046296-0.00076103i,0.00025004-3.3699e-05i,0.0005073+0.0010226i,-4.4815e-05+0.00053933i,-0.0002327+0.00013338i,-0.0003838+0.00060379i,0.00035556+0.0011709i,0.00078457+0.00089679i,8.4525e-05+2.7039e-05i,-2.449e-05-0.00054204i,0.00036295-0.00075287i,0.00017905-0.00079631i,0.00028305-0.0012623i,0.00078776-6.4063e-05i,0.00069753+0.00022877i
0.00083142+0.0012871i,0.001368+0.00070076i,0.0016803+5.0324e-05i,0.0010993-0.00084804i,0.00079525-0.0020413i,0.00085826-0.0023482i,0.00056697-0.0013723i,0.00019011+5.4244e-05i,-6.1207e-05+0.00039119i,-2.5707e-05+7.988e-05i,-0.00036567+2.8579e-05i,-0.00030287-0.00030124i,-0.0001249-6.3774e-05i,-0.00058136+0.00059553i,-0.00099758+0.00056729i,-0.00058128-2.2221e-05i,0.00062747-0.00029149i,0.00071161-7.4258e-05i,-0.00082477-0.00052595i,-0.0019147-0.00049981i,-0.0011541+0.0001476i,0.00011965-9.561e-05i,0.00051488-0.00042526i
0.0027035+0.001336i,0.0030771+0.0015985i,0.0030766+0.00023757i,0.0023348-0.00052057i,0.00064269-0.00060573i,-0.0013058-0.0013843i,-0.0011846-0.0013792i,-0.00036991-0.00053769i,-0.00026486+0.00049923i,-0.0004417+0.0010548i,-0.00099706+0.0011584i,-0.0013524+0.0004482i,-0.00091079+0.00057935i,-0.0011585+0.0011652i,-0.001135+0.00057258i,-0.00058771+0.00048402i,-0.00092475+0.00090192i,-0.0012881+0.00081176i,-0.00065739+0.00023732i,-0.00034841-0.00092916i,-0.00056687-0.001335i,-0.0012785-0.00053626i,-0.0011089-0.00045097i
0.0011771-0.00070391i,0.0014867-0.0015448i,0.0014023-0.00088415i,0.00063357-0.00047998i,0.00047623-0.0010318i,0.00028287-0.0016992i,0.000513-0.0011451i,0.00091893-0.00072176i,0.00040374-0.00079292i,-0.00044941-0.00031i,-0.00035777-0.00052956i,-6.4047e-05-0.00081244i,-0.00078755+0.00052779i,-0.0012594+0.0016417i,-0.00070431+0.001279i,-0.00030247+0.00046426i,-0.00076614-7.8624e-05i,-0.00055415-4.2085e-05i,-9.3054e-05+0.00012619i,0.00026967+0.00019775i,-0.00019474-0.00017231i,-0.00068731-0.00031568i,-3.2842e-05+0.00010461i
-0.0009779-0.0010154i,-0.00052473-0.00087286i,-0.00065339-0.00037079i,-0.00042904+0.0009363i,-0.00011891+0.0014941i,0.00024427+0.001335i,0.0005731+0.00036129i,-0.00024217-0.00028383i,-0.0010714+0.0005417i,-0.00073891+0.001163i,-0.00041154+0.00090126i,-0.00027843+0.00078264i,-0.00047408+0.0010339i,-0.00017871+0.00097689i,0.00011845+6.0481e-05i,0.00019423-0.00041644i,0.00022541+0.00019078i,-0.00018997+0.00031322i,-0.00097335-0.00036006i,-0.001041-0.00046991i,-0.0001585-0.00017099i,0.00026926-0.00014212i,0.00043101-0.00016487i
-0.00018728-0.00027141i,0.00024345+0.00043751i,0.00068339+0.0012602i,0.00075794+0.00088758i,0.00067533+4.235e-05i,0.00014855-0.00073762i,-0.00061352-0.0011075i,-3.8445e-06-0.00084919i,-0.00025134-0.0003374i,-0.001198-0.00028547i,-0.0010742+0.00028487i,-0.00096719+0.00068681i,-0.0012196+6.6055e-05i,-0.00082163+7.5698e-05i,8.9735e-07+0.00046704i,0.00030163+0.00035056i,-0.00038759+0.00060769i,-0.001225+0.0010104i,-0.00087615+0.00070466i,-0.00033239+0.00064917i,0.00033475+0.00042848i,0.00049709+0.00015867i,0.00040228+0.0001628i
-0.0018377-0.00076574i,-0.0017587-0.0011958i,-0.0025218+0.0002352i,-0.0024772+0.0012023i,-0.0013688+0.00036472i,-0.00052163-0.00082079i,0.00018708-0.0012414i,-0.00013245-0.0013431i,-0.00104-0.00057615i,-0.00058928+0.0005452i,0.0011016+0.00026069i,0.0011143+0.00034829i,-0.00028239+0.00069482i,-0.0010205+0.0005706i,-0.00055997+6.0509e-05i,-6.9155e-05-0.00072508i,0.00014976-0.00014825i,-0.00094798+0.00057182i,-0.0011465+0.00039814i,-0.0002793+0.00038565i,0.0001102+0.00026445i,0.0004689-2.7447e-05i,0.00014194-0.00032222i
-0.00017779-0.00062352i,0.00012271-0.0013128i,-0.00095499-0.0014438i,-0.0018114-0.00075643i,-0.0010432-4.084e-05i,-0.00014989-0.00021193i,-0.0004567-0.0010026i,1.1521e-05-0.00072241i,-0.00010872+0.00060862i,-0.00089627+0.0014242i,-0.0006138+0.0011817i,-0.00018076+0.00072248i,-0.00034745+0.0012247i,-0.00056205+0.0021078i,0.0006516+0.0017487i,0.0013809+0.00049265i,0.00051723-0.0002193i,-0.0001088-0.00051268i,-4.4475e-05-0.001285i,0.00037097-0.001238i,0.00056953-0.00042264i,-0.00020427-9.3719e-05i,-0.00075766-0.00048411i
-0.00072651-0.0012702i,-0.0011273-0.001074i,-0.0020281-0.00073158i,-0.0012688-1.872e-05i,-0.00086266+0.0010079i,-0.0006368+0.00048793i,-0.00034317-0.00056973i,-0.00043488-0.00096022i,-0.00034823-0.0010372i,-4.8765e-05-0.00011952i,-0.00033658+0.00054172i,-0.00093586+0.00058856i,-0.001383+0.00076453i,-0.0015939+0.00035937i,-0.0014887-0.00041343i,-0.00049239-0.00028863i,0.00015524-9.2761e-05i,0.00041188-0.00052589i,0.00039678-0.00092816i,-0.00030549-0.00093034i,-0.00022496-0.00051501i,-2.7425e-05-9.4205e-05i,-9.5036e-05+2.9826e-05i
0.00085976-0.00098793i,0.0014006-0.0018545i,0.001358-0.0035575i,0.00035414-0.0030157i,-0.00055624-0.0015542i,-0.0003385-0.0011917i,0.00091617-0.0020134i,0.0010236-0.0029486i,0.00017137-0.0028045i,-0.00057533-0.0013556i,-0.0011257+8.2715e-06i,-0.0018191+0.00040117i,-0.0016685+0.0010752i,-0.0010702+0.0015888i,-0.00037876+0.0015959i,-0.00013646+0.0010304i,-0.00048485+0.00011658i,-0.00068915-0.0003146i,-0.00053924-0.00026538i,-0.00020553-0.00010145i,-0.00050701-0.00055277i,-0.0003215-0.00055286i,0.00026485-6.55e-06i
0.00011977-0.0021024i,-0.00056984-0.0010268i,-0.0012479-0.00017683i,-0.0014661-0.0002495i,-0.001091-1.1326e-06i,-0.00082987+5.1733e-05i,-0.00019352+0.00016763i,0.0004046-0.00042293i,0.00016663-0.0010818i,-0.00019655-0.00039025i,0.0002248-9.9599e-05i,-0.00020464+0.00031542i,-0.0018326+0.00066895i,-0.001997+0.00025145i,-0.000785+0.00043051i,0.00016926+0.00057522i,-0.00024838+0.00031951i,-0.00063245+8.1343e-05i,-0.00037231-1.1436e-05i,-0.00035717+6.6358e-05i,-3.703e-05-5.9555e-05i,-0.00033762-0.00020976i,-0.00073211-0.00057946i
0.00080787+0.00039559i,0.00076199+0.00078867i,0.00032793+0.0004371i,0.00056892-0.00024455i,0.00066386-0.0007881i,0.00027559-0.0014928i,-0.00055267-0.0019245i,-0.0011132-0.0010973i,-0.00078489-0.00041138i,-0.00058163-8.5173e-05i,-0.0007056+0.00024457i,-0.00017506+0.00069738i,-2.09e-05+0.001048i,-0.00041981+0.0010054i,-0.00046027+0.00057975i,0.00011572-0.000422i,0.00035424-0.00064732i,-0.00027983-0.00057281i,-0.00047975-0.00067683i,0.00029964-0.0011518i,0.00035918-0.00069953i,-0.00059534-9.6608e-05i,-0.0010244+4.6164e-05i
0.00036656-0.00094582i,-0.00028933-0.00012388i,-0.00028156-0.0006903i,-0.0002027-0.00084266i,-0.00012136-0.0011923i,0.00046812-0.0022617i,0.00096835-0.0022674i,0.0010229-0.0014197i,0.00079803-0.0004433i,3.6827e-05+0.00030997i,-0.0012934+0.00053078i,-0.0013438+0.00030345i,-0.00080107+0.00094945i,-0.00047366+0.0016987i,-0.00051492+0.0016427i,-0.00058505+0.0010601i,-0.00030342+0.00043817i,-0.00052755-0.00024697i,-0.00043097-0.0010124i,0.00015678-0.00087037i,-0.00041645-0.00036394i,-0.0009763+0.00019636i,-0.0009916+0.00022486i
0.0011826-0.0047704i,0.0026316-0.0046325i,9.6087e-05-0.0058121i,-0.0024893-0.00489i,-0.0022811-0.0021533i,-0.0007393-9.1953e-05i,0.00012424+0.00026897i,1.363e-05-0.00012987i,-0.00036324-0.00078856i,-0.0012656-0.00076182i,-0.0017074+0.00016063i,-0.0008961+0.0014034i,-0.00085118+0.0014635i,-0.00045929+0.0010116i,0.00074399+0.0010378i,0.00037071+0.00078986i,0.00016686+0.000172i,0.00066481-0.0004744i,-1.8994e-05-0.0012549i,-0.00061232-0.00086688i,-0.00016794+0.00042709i,9.7234e-06+0.0010975i,-0.00028417+0.00065528i
0.0019478+0.00027925i,0.0014031+0.00050383i,0.00078175-0.00080431i,0.00034502-0.0014547i,-0.00020536-0.00098048i,-0.0008465-0.00074352i,-0.00050722-0.0011474i,6.2254e-05-0.0014232i,0.00050421-0.0012669i,0.00078541-0.00059959i,0.0012954-0.00036181i,0.00076387-0.00065662i,-0.00060273+4.9071e-05i,-0.00070393+0.00069891i,-0.00035955+0.00055395i,-0.00060898+0.00044555i,-0.00032766+0.00038919i,-0.00014419+0.00014585i,-0.00025106+8.5599e-05i,-0.0003437-4.8429e-05i,0.00017827-0.0011099i,0.00049379-0.0015451i,-0.00013555-0.00070667i
-0.0018143-0.00078284i,-0.0016163-0.00094587i,-0.0026217-0.00041925i,-0.002841+0.00052652i,-0.0014757+0.00051566i,8.1251e-05+0.00018802i,0.0011833-0.00084483i,0.00091559-0.0018874i,0.00012864-0.0016126i,-0.00055137-0.00065437i,-0.00043073+0.00055893i,8.4733e-05+0.00065309i,-9.325e-05+0.00034642i,-0.00038238+0.00015946i,-0.0005925+0.00022137i,-0.00046966+0.00024339i,-0.00024375-2.0627e-05i,-8.0266e-06-0.00035687i,0.00033725-0.00064499i,-9.6647e-05-9.7307e-05i,-0.0003624+5.3269e-06i,0.00033281+0.00029221i,0.00033068+0.00010984i
0.0011703-0.00047132i,0.0014917-0.0013522i,0.0008832-0.0026759i,-0.00047514-0.0027149i,-0.0018259-0.0022053i,-0.00096328-0.0017704i,-0.00019495-0.001331i,-0.00067926-0.00071317i,-0.00032454+0.00020404i,-0.00028221-9.787e-05i,-0.0010281+2.3288e-05i,-0.0011866+0.00095285i,-0.0012648+0.00092636i,-0.0010354+0.00034605i,-0.00049945+0.00035231i,-0.00058969+0.00021768i,-0.0003522+8.4571e-05i,0.00010661+0.00025013i,-0.00013977-0.00030173i,-0.0005978-0.0011663i,0.0001191-0.00091053i,0.00010675-0.00021892i,-0.00048187-0.0003711i
5.6094e-05-0.00034287i,0.0010093-0.0009368i,0.0010961-0.00078896i,0.00049798-0.00024261i,-0.00010454-0.00012432i,-9.0828e-07-0.00019668i,0.00037586-0.0010647i,0.00044365-0.0011575i,0.00020459-0.00046589i,0.00046422+3.8923e-05i,0.00028648+8.431e-05i,-0.00058956+1.7698e-05i,-0.00082172+9.8652e-05i,-0.00038465+0.00080696i,-3.749e-06+0.0012588i,-0.00017573+0.00066919i,-0.0003287+0.000785i,-0.00045061+0.0010583i,-0.00065981+0.00048956i,-0.00059923-0.00062078i,-0.00017115-0.0012005i,-0.0001607-0.0011459i,-0.0005673-0.00073989i
-0.00058171+0.0017838i,0.00015111+0.0019885i,0.00055866+0.0027007i,0.0012533+0.002208i,0.0021607+0.0006468i,0.0020458-0.001739i,0.00085503-0.0024657i,-0.00033747-0.0014793i,-0.00095903-0.00086099i,-0.00051-0.00020802i,0.00075166-0.00010877i,1.0028e-05-0.00067622i,-0.00073408-0.0002033i,0.00020363+0.00042728i,0.00090338+0.00024074i,0.0010238-3.3067e-05i,0.00048885-0.00045364i,7.5586e-05-0.00072575i,0.00062381-0.00018779i,0.00070878+0.00016346i,0.00036733-0.00046745i,0.00013745-0.00031467i,0.00018233+0.00013466i
0.0014006-0.0016526i,0.00074369-0.0014256i,-0.00021149-0.0023006i,-0.0011929-0.0020919i,-0.0015423-0.00097881i,-0.00075711-0.00050738i,0.00033594-0.00037734i,0.00014985-0.00028696i,-0.00035776-0.0001791i,-0.00078996-0.00046581i,-0.00076401+4.6172e-05i,-0.00075581+0.00064469i,-0.00041422+0.0006234i,0.00019153+0.0011707i,0.00047975+0.0012833i,0.0010649+0.0012463i,0.00082102+0.00042478i,0.00039289-0.00055623i,0.00053203-0.00056507i,0.00069442-0.00037512i,0.00025298-0.00035031i,-0.00027578+7.6651e-05i,-0.00088168-2.5762e-05i
-0.00068026-0.00080977i,-0.00053048-0.00011988i,-0.0015224-0.00049122i,-0.001328-0.00050511i,-0.00033326+0.000179i,0.00041465+0.00078535i,0.00082436+0.00034834i,0.00043279-0.0011141i,-5.8331e-05-0.0012859i,-0.00017873-0.00031627i,0.00027178+0.00066018i,0.00045123+0.0011648i,-0.00032478+0.00070367i,-0.00020481+0.00045445i,0.0004701+9.2938e-05i,-5.6064e-05-0.00071801i,-0.00034567-0.00053131i,4.5114e-05-0.00023391i,-2.4015e-05-9.9409e-05i,-0.00031564+0.00047993i,0.00016246+0.00069073i,0.00097972+0.00081391i,0.0011512+0.00048182i
0.0016035+0.00020454i,0.0012793-1.4699e-05i,0.00053518-0.0010473i,0.00011278-0.0012734i,0.00066138-0.0013788i,0.00078282-0.0016906i,0.00062993-0.0011577i,0.00070428-0.00058732i,0.00067412-0.00044004i,0.00025075-0.00069649i,1.9626e-05-0.00035882i,0.00017024+0.00029509i,-0.00046826+0.00023967i,-0.0014761+0.00057432i,-0.0011848+0.001436i,-0.00029248+0.0012397i,0.00047323+0.00020511i,0.00079736-0.00084857i,0.00050218-0.0014745i,0.00032469-0.0016883i,0.00023003-0.0013701i,-0.00034309-0.00066737i,-0.00016345+0.00015132i
0.00028284+0.0008147i,0.0001286-0.0009017i,0.00044454-0.0017827i,-0.00018264-0.0019217i,-0.00050081-0.0018199i,-0.00060746-0.0022861i,-0.00033946-0.0024352i,0.00016337-0.0012102i,0.00024997-0.0001488i,0.00037155+0.00019225i,0.00024231+0.00059103i,-0.00044348+0.00033654i,-0.0013949+0.00060548i,-0.00173+0.00096238i,-0.0014157+0.001172i,-0.00061687+0.00068863i,0.00058646+0.00033914i,0.0011932+0.00059813i,0.00092687+4.6604e-05i,-0.00012704-0.00048443i,-0.00031134-0.00026322i,0.00024507+7.9535e-05i,0.0002373-0.00034656i
-0.0023573+0.0018422i,-0.001847+0.0017615i,-0.0016648+0.0016779i,-0.00022563+0.0017548i,0.00097417+0.0010679i,0.00099922+0.00017848i,0.0010977-0.00045753i,0.0014372-0.0008814i,0.00092653-3.85e-05i,0.0008484+0.00064762i,0.0010465+0.00034832i,0.00082647+0.00034168i,0.00028459+0.00061693i,-4.3334e-05+0.0008089i,0.00030695+0.00055865i,2.3915e-05+0.00045986i,0.00031836+0.00056996i,0.00020661-0.00030271i,-0.00038761-0.00053114i,-0.00016285-1.8809e-05i,0.00016445-9.79e-05i,0.00083612+0.00020461i,0.00087132+0.00090415i
0.0008592+0.0011449i,0.00074879+0.0013231i,0.0020274+0.00071589i,0.0021065-0.0010094i,0.0017927-0.0022517i,0.0012026-0.0029691i,2.7667e-05-0.0023809i,-0.0010324-0.0014069i,-0.00092671-0.00054881i,-0.00013721+0.00012379i,0.0002594+0.00027326i,-0.0001918-0.00018477i,-0.00055728-0.00028818i,-0.00020693+0.00025515i,2.3268e-05+0.00027422i,-0.00025447-0.00012174i,-0.00043416-2.5967e-05i,-0.00087346+0.00031325i,-0.0010242-6.6438e-05i,-0.00064565-0.0012816i,-0.00035142-0.00090329i,-0.00038097+0.00046989i,-0.00020077+1.0116e-05i
-0.00016986-0.00035932i,0.00046191+6.2029e-05i,0.00040112+0.0011619i,0.00053533+0.0017894i,0.00078173+0.001547i,0.0011652-6.9831e-05i,0.0010682-0.0016451i,0.00029807-0.0015134i,-0.00037197-0.00034016i,-0.00036102+0.00060462i,-0.00037611+0.0010773i,-0.00066346+0.0012002i,-0.0005114+0.0015615i,-0.00025233+0.0015854i,0.00022643+0.0015245i,9.5289e-05+0.00094127i,-0.00011897-0.00053031i,0.00042522-0.0009821i,0.00063046-0.00096935i,0.00017133-0.00092956i,-0.00059562-0.00045973i,-0.00021633-0.00072554i,0.00022656-0.00051784i
-0.00090958-9.2814e-05i,0.00015481-5.1905e-05i,0.00020451+0.00029487i,0.00016255-0.0001581i,0.00053931-0.00077886i,0.00054854-0.0013037i,0.00078066-0.0010876i,0.00032817-0.00056359i,0.00012837-0.00057272i,0.00051517-0.00029586i,0.00023016+3.7542e-05i,5.8573e-05-0.0002567i,9.7476e-05-0.00014379i,0.0002269+0.00098565i,-9.2185e-05+0.0013452i,-0.00015623+0.00040475i,0.00019695-0.00013381i,0.00018403+0.00028268i,0.00013016+0.00021386i,-0.00014998-0.00082657i,-0.00032576-0.0013341i,0.00045454-0.0010748i,0.001326-0.00066913i
