-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
-0.0073069+0.0040095i,-0.010489+0.0022328i,-0.008777+0.0014729i,-0.005247+0.0010393i,-0.0036491+0.00013289i,-0.0030258-0.00036768i,-0.0015874-0.0012628i,0.00017408-0.0019791i,0.00085054-0.001276i,0.0012525-0.0015882i,0.00083963-0.0033858i,-0.00050725-0.0042732i,-0.0012385-0.0033485i,-0.00033447-0.002176i,0.0015392-0.0013848i,0.0030191-7.8829e-05i,0.0030567+0.0010693i,0.0019175+0.00097002i,0.00041819+0.00041247i,-7.5107e-05+0.00039949i,0.00070827+0.00065157i,0.00035465-0.00013783i,0.00019072-0.00081469i
0.002551+0.0080551i,0.00058487+0.012007i,-0.0038047+0.011141i,-0.0041363+0.0074294i,-0.0016592+0.003982i,-0.0016556+0.0015171i,-0.0020587+0.00055798i,-0.0018165-0.00043913i,-0.0023827-0.0015511i,-0.0037852-0.001693i,-0.0044075-0.00064452i,-0.0037661+0.0010427i,-0.0031454+0.0013936i,-0.0024841+0.00077845i,-0.0011035+8.6863e-05i,-0.00030976-0.0011314i,-0.00030449-0.0018068i,-0.00039101-0.0016346i,-0.00029423-0.0011992i,2.5139e-05-0.00088794i,-0.00030544-0.0009821i,-0.001214-0.00095322i,-0.0007901-0.00044345i
0.0066959-0.0047718i,0.0081563-0.0011102i,0.0047734+0.0046904i,0.001947+0.0062114i,0.0025144+0.0038989i,0.0021639+0.0029916i,0.00020102+0.0029782i,-0.00060973+0.0024885i,-0.0012905+0.002599i,-0.0022031+0.0034174i,-0.0017916+0.0038667i,-0.00020687+0.0040167i,0.0013101+0.0043557i,0.00073868+0.0041332i,-0.00096383+0.0033271i,-0.0023872+0.0021893i,-0.0027258+0.0012558i,-0.0019719+0.00081486i,-0.0012391+0.0003079i,-0.0010976+0.0006238i,-0.00096269+0.00087754i,-0.00074228+0.0013109i,-0.00094104+0.0011064i
-0.0070741-0.0066457i,-0.0050838-0.0087673i,-0.0011851-0.0049016i,0.00094211-0.00048017i,-0.0003015-0.00021748i,-0.00087391-0.0013352i,0.000375-0.0010768i,0.001096-8.0062e-05i,0.0010301+0.00057666i,0.002056+0.001076i,0.003762+0.0007094i,0.0036231-0.00098651i,0.0028643-0.0018086i,0.0028507-0.0012048i,0.0025388+0.000308i,0.0019236+0.0013846i,0.0022217+0.0012013i,0.0017155+0.00098925i,0.00020027+0.00086794i,-0.00060614+0.00059281i,0.00022616+0.00059047i,0.00084132+0.0006841i,0.00017766+0.00072318i
-0.0087549+0.0079716i,-0.012988+0.0071229i,-0.011639+0.0041892i,-0.0064303+0.00069325i,-0.0034909-0.0011376i,-0.0025444-0.0026732i,-0.0018248-0.003293i,-0.00081301-0.0025341i,4.2205e-09-0.0017346i,0.00059941-0.0013688i,-8.4434e-05-0.0019408i,-0.0024345-0.0020747i,-0.0037994-0.0016343i,-0.0025608-0.0016397i,-0.00079528-0.0015309i,0.0008128-0.0016802i,0.002071-0.0015726i,0.0011526-0.0007126i,-0.00048007+0.00045081i,-0.00066413+0.00026735i,0.00033998-0.00025254i,0.00032216-0.00036867i,-0.00044083+0.00036348i
0.0082468+0.0081742i,0.0052118+0.012854i,-0.00079703+0.012198i,-0.0033891+0.0075311i,-0.0030768+0.0034466i,-0.0027855+0.002081i,-0.0025821+0.0016217i,-0.0024409+0.0014972i,-0.0026108+0.00072646i,-0.0029132+0.00011428i,-0.0027915+0.00053517i,-0.0024768+0.0023833i,-0.0018661+0.0043684i,-0.0019966+0.003869i,-0.0024527+0.0022807i,-0.0024987+0.00027786i,-0.0021296-0.0013078i,-0.0016283-0.0017131i,-0.00059568-0.0012909i,0.00022294-0.00028698i,-0.00051775+0.00049374i,-0.0013258+0.00024766i,-0.0011506-0.00080124i
0.0077586-0.0088945i,0.01119-0.0062908i,0.0078997+0.00011106i,0.0032226+0.0045845i,0.0024905+0.0052698i,0.0025198+0.0039069i,0.0014917+0.0033598i,0.0013691+0.003538i,0.0013751+0.0028971i,0.00089116+0.0020229i,0.0011646+0.0026403i,0.0024394+0.0028554i,0.0039729+0.0020427i,0.00375+0.0018817i,0.0021093+0.002239i,0.0002893+0.0026608i,-0.00025529+0.0024827i,-0.00054059+0.0012576i,-0.0011603+0.00038122i,-0.00095413+7.7582e-05i,-0.00013687+0.00068838i,-6.1206e-05+0.00069731i,-0.00024405-0.00049847i
-0.009251-0.0058095i,-0.0098428-0.0094441i,-0.006411-0.0072827i,-0.0022386-0.0028131i,-0.00011163-0.00051517i,0.00062471-0.00096017i,0.00096409-0.0014904i,0.0013906-0.0018619i,0.001358-0.0015558i,0.00043808-0.00047978i,0.00058657-0.00065937i,0.0011082-0.0011449i,0.00072238-0.0016792i,0.00026399-0.0017186i,0.0011705-0.00047567i,0.0027982+0.0008513i,0.0029453+0.00049038i,0.0014219-5.404e-05i,7.877e-05+0.0008875i,-0.00031699+0.0012998i,-1.8489e-06-6.6042e-06i,0.00017582-0.00025836i,-5.2382e-05+0.0011004i
-0.0080394+0.011354i,-0.012613+0.011594i,-0.01277+0.007955i,-0.0072868+0.0032157i,-0.0023362-0.00019598i,-0.001473-0.0013424i,-0.0022889-0.0013874i,-0.00282-0.0014228i,-0.0023263-0.0009073i,-0.0018754-0.00063429i,-0.0021103-0.00032678i,-0.0025507+0.00064976i,-0.0038084+0.0018347i,-0.0035388+0.001478i,-0.0012615-2.1928e-05i,-0.00024197-0.0019763i,-0.00011888-0.0033523i,0.00047282-0.0028813i,0.00033424-0.0013829i,-1.0692e-05-0.00010925i,0.00026643-0.00057657i,-0.00027888-0.00060012i,-0.00043157+0.00035403i
0.010851+0.0080366i,0.0095583+0.013822i,0.0026314+0.015298i,-0.002459+0.01139i,-0.0037313+0.0068417i,-0.0033139+0.0040807i,-0.0022952+0.0029217i,-0.0018747+0.0027315i,-0.0019986+0.0024439i,-0.0016416+0.0015382i,-0.00094457+0.00081384i,0.00042621+0.0020214i,0.0019169+0.0040005i,0.0020424+0.0035911i,0.00079844+0.0015086i,-0.00076632+0.0012361i,-0.0019353+0.0013964i,-0.0027509+0.0004247i,-0.0026212-0.00012545i,-0.0008054-0.00010534i,-0.00057798-0.00013529i,-0.001243-7.2698e-05i,-0.00013371+0.00070841i
0.0041271-0.0092274i,0.0094531-0.0089273i,0.010362-0.0024689i,0.0076436+0.00277i,0.0045875+0.0029034i,0.0026648+0.00028597i,0.0022591-0.00095057i,0.0023291-0.00086077i,0.001701+0.00031183i,0.0004466+0.0014319i,0.00092439+0.0008913i,0.0028244-0.00030375i,0.003108-0.0015589i,0.0023869-0.0018218i,0.0021973-4.2264e-05i,0.0018144+0.0017255i,0.0013402+0.0010872i,0.00047109+0.00047974i,-0.00052115+0.0012564i,-0.00069004+0.0012829i,-0.00075231+0.0010466i,-0.00083634+0.00053617i,-0.00015622+0.00023465i
-0.013141-0.002541i,-0.014147-0.0066711i,-0.0097958-0.0077092i,-0.0037137-0.0048949i,-0.00017773-0.0030208i,-0.0005413-0.0032873i,-0.0016278-0.0022141i,-0.0010545-0.001152i,4.3928e-05-0.0012476i,0.00011028-0.00017014i,-0.00071062+0.0004631i,-0.0018019-0.0004596i,-0.0033005-0.00093951i,-0.0030451-0.00088798i,-0.00080278-0.0013403i,0.0013734-0.0016425i,0.0016385-0.0013482i,0.0011813-0.00087302i,0.00067165-0.00021696i,3.0678e-05-0.00015745i,0.00053699-0.00055935i,0.0011189-0.00056548i,0.00086814-0.00022066i
-0.0032548+0.014888i,-0.0089734+0.016949i,-0.011794+0.013498i,-0.0091769+0.0076286i,-0.0051419+0.0021543i,-0.0034002-0.00051844i,-0.0021966+0.00025838i,-0.0014528+0.0004679i,-0.001222+6.8055e-05i,-0.0011618+0.00030566i,-0.0018875+0.00023932i,-0.0018937+0.0015577i,-0.002009+0.0038488i,-0.002035+0.0047707i,-0.0018464+0.0031325i,-0.0017332+0.00021486i,-0.0016609-0.0011083i,-0.001148-0.0015205i,-0.00076834-0.0011105i,-0.00049394-0.00028685i,0.00025654-0.00045646i,-0.0004213-0.00057823i,-0.0012063-0.00028434i
0.013122+0.004829i,0.015415+0.010811i,0.0095412+0.014085i,0.0027432+0.010034i,0.00067825+0.0037544i,0.00012761+0.00093394i,-0.00049044+0.00052497i,-0.0001227+0.00067511i,0.00051494+0.00054923i,1.0212e-06-0.0005659i,-2.8841e-05-0.00062798i,0.0017955+0.00018667i,0.003197+0.00070431i,0.0026446+0.00070946i,0.001729+0.00064715i,0.001407+0.0010013i,0.00081503+0.0015673i,-0.00061804+0.0017067i,-0.0014489+0.0014452i,-0.00051514+0.00094838i,-0.00014543+0.00063247i,-0.0010561+0.00042791i,-0.00097957+0.00048982i
0.0031762-0.013258i,0.0061534-0.015242i,0.0083338-0.0099415i,0.0079199-0.0030224i,0.0057142-0.00023207i,0.0031463-0.0011208i,0.0013763-0.0010884i,0.0019965-0.00078688i,0.0020699-0.0010499i,0.00084207-0.00079927i,0.00010708-0.0005181i,0.00029391-0.0017771i,-7.0813e-05-0.0036885i,-0.0007301-0.0038704i,-0.0001691-0.0022664i,0.0011448-0.00046836i,0.0014976+4.4936e-05i,0.00075605-0.00019336i,0.00010681+0.00032186i,0.00047789+0.00028231i,0.00065785-0.00015722i,0.0002207-0.00012077i,-0.00013471-6.0075e-05i
-0.013966-0.00030018i,-0.018696-0.0023653i,-0.017187-0.0041844i,-0.0094503-0.0033153i,-0.0034078-0.0019029i,-0.0022763-0.0014899i,-0.0032461-0.0010437i,-0.0035459-0.00044424i,-0.0026897+5.5317e-05i,-0.0018848+0.00067826i,-0.0013453+0.0010224i,-0.0024304+0.00064517i,-0.0042326+0.00081571i,-0.0045939+0.0015086i,-0.003633+0.0011605i,-0.0022629-0.00019676i,-0.00096064-0.0014763i,-0.00032503-0.0017073i,-0.00020847-0.00066939i,-0.0001419+0.00056501i,-0.00032563+0.00090785i,0.00042615+0.00061373i,0.00078785+0.00019521i
0.00038433+0.017482i,-0.0044654+0.021905i,-0.0078904+0.018653i,-0.0059127+0.011616i,-0.0025283+0.0043551i,-0.0015946+0.00085852i,-0.0014198+0.00095002i,-0.00063454+0.0016366i,3.3578e-05+0.0020615i,0.00056719+0.0010851i,0.0012209+0.00031626i,0.0010479+0.0016172i,0.0013071+0.0037375i,0.0019112+0.0048523i,0.0016861+0.0037315i,0.00099505+0.001843i,0.00040232+0.00081427i,-0.0004194+0.00088534i,-0.0011371+0.00027298i,-0.0012038-0.00065375i,-0.00089717-0.00079083i,-0.00086269-0.00024059i,-0.00096083-0.00016587i
0.015406-0.00063726i,0.018733+0.0036137i,0.014739+0.0083697i,0.0081314+0.0089865i,0.0025495+0.0050327i,0.00011827+0.0022859i,0.00024686+0.0016342i,0.00094789+0.00070671i,0.001444+0.00015811i,0.0012409-0.00025042i,0.00056291-0.00065487i,0.0011136-0.00076471i,0.0023878-0.0018468i,0.0019974-0.0029985i,0.0016526-0.0018683i,0.0021195+9.0558e-05i,0.0018549+0.00052687i,0.0011303+0.00025444i,0.00053175+0.00011057i,0.00067308+0.00028188i,0.00012548+0.00023456i,-0.00056868+0.00033022i,-0.0006491+0.0006833i
-0.0033892-0.015683i,-0.0019123-0.019664i,0.00026043-0.016521i,0.0022831-0.0092237i,0.0012167-0.0043726i,-0.00019609-0.0030737i,-0.00045008-0.0026133i,0.00014379-0.0026459i,-0.00020934-0.0018725i,-0.0018602-0.00034652i,-0.0019294-2.1556e-05i,-0.0021131-0.00082202i,-0.0030697-0.00059478i,-0.0035738+0.00059828i,-0.0032327+0.00040088i,-0.0019961-0.00070618i,-0.00070149-0.0013561i,6.2369e-05-0.0012164i,0.00027019-0.00057352i,0.00040679+0.00010005i,-0.00011646+0.00050455i,-0.00037668+0.00056333i,-0.00028769+7.5812e-05i
-0.017213+0.0033821i,-0.022244+0.0049903i,-0.020562+0.0061061i,-0.010697+0.0041317i,-0.0015099+0.001601i,0.00038691+0.00046468i,-0.0012166+0.00056352i,-0.0017492+0.00077179i,-0.0021797+0.0013875i,-0.0021572+0.0023467i,-0.0014243+0.0030387i,-0.0018437+0.0038758i,-0.0017245+0.0044005i,-0.0004755+0.004296i,0.00059102+0.0038559i,0.00020126+0.0027496i,-0.00057553+0.0012466i,-0.0012632+0.00048276i,-0.0015213+0.00087407i,-0.00079703+0.00056526i,-0.00055932+0.00024843i,0.00015494+0.00043387i,0.00086116-0.000106i
0.0042666+0.017135i,0.002108+0.022468i,-0.0019848+0.022076i,-0.004158+0.015775i,-0.0039301+0.0080604i,-0.0029232+0.0035623i,-0.0014431+0.0024919i,0.00085227+0.003334i,0.0014067+0.0030854i,0.0014245+0.0015899i,0.0023109+0.0003096i,0.0032971+3.0851e-05i,0.0035234+0.00079185i,0.003306+0.0014204i,0.0032904+0.00091822i,0.0029885+0.00072662i,0.0018422+0.0013743i,0.0005237+0.00098731i,-0.0005143+0.001105i,-0.00025339+0.0017507i,0.00017884+0.00097079i,-0.00024637-0.0004096i,-0.00068679-0.00065455i
0.017328-0.0062776i,0.020473-0.0063677i,0.01678-0.0018061i,0.010528+0.0022748i,0.0058224+0.0031936i,0.0026711+0.0019908i,0.0014884-0.00012604i,0.0016505-0.0011646i,0.00082711-0.0015742i,2.4178e-05-0.0019744i,4.1172e-05-0.0018862i,-0.00049887-0.0022738i,-0.001987-0.0030062i,-0.0023119-0.0034971i,-0.0018985-0.0023111i,-0.0009066-0.0015738i,0.00037063-0.0016038i,0.00065069-0.0006568i,0.00037375-1.1216e-05i,0.0007825-5.7115e-05i,0.0010166-0.00036614i,0.00023345-0.00071793i,-0.00041087-0.00074086i
-0.0082366-0.013206i,-0.010938-0.017392i,-0.0094699-0.015325i,-0.0033944-0.0092991i,0.0017213-0.0052038i,0.0015859-0.0045862i,-0.00084824-0.0030745i,-0.0017047-0.00088079i,-0.0019817+2.8992e-05i,-0.0026222+0.00056363i,-0.0029139+0.00073164i,-0.0037134+0.00040329i,-0.0040146+0.00094434i,-0.0036856+0.0028408i,-0.0029224+0.003358i,-0.0024897+0.002729i,-0.0021446+0.0012926i,-0.00063548-0.00081556i,-5.856e-05-0.0013105i,-0.00083815-0.0010156i,-0.001142-0.00080978i,-0.0010248-0.00032794i,7.7982e-05+0.00018672i
-0.016123+0.01076i,-0.020267+0.014718i,-0.018844+0.014106i,-0.01262+0.0075056i,-0.0071134+0.00066245i,-0.0052803-0.0017178i,-0.0041326-0.0002993i,-0.0020509+0.0014956i,-0.00044101+0.0024508i,0.0004988+0.0028648i,0.0012019+0.0027827i,0.0018179+0.0038627i,0.0026106+0.0052675i,0.0035878+0.0043733i,0.0035895+0.0030155i,0.0020921+0.0020693i,0.0010324+0.00097752i,1.702e-05+0.00079989i,-0.00088297+0.0012015i,-0.00041475+0.0006673i,-0.0008512+0.0001562i,-0.0012055+0.00012502i,-0.00057716-0.00040471i
0.010524+0.01838i,0.013499+0.02275i,0.012086+0.022527i,0.0067006+0.015329i,0.0021015+0.0064051i,0.00015224+0.0027729i,0.00082265+0.0016995i,0.0027664+0.00032653i,0.0039073-5.0988e-05i,0.0033591-0.000101i,0.0030781-0.00084116i,0.0034313-0.0016376i,0.0030713-0.0026852i,0.0018606-0.0034277i,0.00055673-0.0029319i,0.00045099-0.0016266i,0.00052329-0.00060706i,0.00036515+0.00060949i,5.9248e-05+0.0012799i,7.6535e-05+0.00099357i,0.00052574+0.00054396i,0.00090381-0.00037647i,0.00021649-0.00078743i
0.01452-0.0099221i,0.017056-0.013944i,0.014394-0.011248i,0.010528-0.0042028i,0.0072682+0.00027107i,0.0042228-8.0844e-05i,0.001133-0.0019254i,-0.00049064-0.0028668i,-0.0016665-0.0035736i,-0.0021403-0.0028974i,-0.0015331-0.0015462i,-0.0011842-0.0019094i,-0.0024016-0.0023672i,-0.0040859-0.0012704i,-0.003142+0.00014121i,-0.0014261+0.0002175i,-0.0012356-0.0017554i,-0.00064739-0.0032549i,0.00040882-0.0025193i,0.00073133-0.0010664i,0.00103-0.0010621i,0.0011164-0.00037126i,0.00010078+0.00070837i
-0.011858-0.01281i,-0.018765-0.015313i,-0.019974-0.013915i,-0.012931-0.010271i,-0.006266-0.0077947i,-0.0048165-0.0053568i,-0.0050662-0.001837i,-0.004668+0.00069397i,-0.00455+0.0019332i,-0.0039922+0.0024572i,-0.0029128+0.0026554i,-0.0027269+0.0026479i,-0.0021581+0.0037316i,-0.00070427+0.0049915i,-0.00011461+0.0045251i,-0.00063078+0.0023408i,-0.0013098+0.00052616i,-0.0010787+0.00044062i,-0.0010525+0.00032937i,-0.0019289-0.00021935i,-0.0022398-0.0012507i,-0.0015789-0.001401i,-0.00062412-8.6442e-05i
-0.013017+0.01513i,-0.016587+0.022667i,-0.016215+0.023728i,-0.011105+0.016069i,-0.0059962+0.0064234i,-0.0035148+0.0035005i,-0.001173+0.0048574i,0.0018192+0.0052697i,0.0034024+0.0039265i,0.0035214+0.0023557i,0.0033114+0.0015237i,0.0023985+0.002123i,0.0027371+0.0025246i,0.0044895+0.00072753i,0.0046591-0.0010085i,0.0025456-0.0010839i,0.00094147-6.4429e-05i,0.00065531+0.0012204i,0.00049692+0.0017942i,0.00060365+0.0013296i,0.00078462+0.0010605i,0.00049724+0.00074074i,-0.00027632-0.00011651i
0.013903+0.013462i,0.0198+0.0161i,0.01979+0.016233i,0.012955+0.012986i,0.0050288+0.0078885i,0.0027669+0.0029985i,0.0033203+0.00022512i,0.0038078-0.0012958i,0.0032339-0.0023894i,0.0022431-0.0023459i,0.0022203-0.0021738i,0.0027502-0.0023847i,0.0016359-0.0027454i,-0.00027942-0.0030116i,-0.0011476-0.0021217i,-0.0012411-0.00094912i,0.00018086-0.0009062i,0.0012034-0.0011586i,0.0012606-0.0009194i,0.0010115-0.0010037i,0.00066931-0.00087135i,0.00031498-0.00010003i,1.8904e-05+0.00018971i
0.010975-0.014477i,0.010516-0.020134i,0.0071562-0.018176i,0.0058914-0.010766i,0.0051318-0.0046094i,0.0023632-0.0036369i,-0.00099359-0.0049528i,-0.0032629-0.0051896i,-0.0046619-0.0047602i,-0.0044638-0.0027461i,-0.0035202-0.0014513i,-0.003488-0.0012648i,-0.004363-4.9399e-05i,-0.0038198+0.0021775i,-0.0022644+0.0030675i,-0.0010778+0.0015692i,0.00022706+0.00047174i,-7.05e-05-0.00010653i,-0.00067487-0.00084411i,-0.0004457-0.0009837i,-0.0005491-0.00088471i,-0.00047565-0.00088171i,-0.00062791-0.00059388i
-0.016232-0.0096159i,-0.024567-0.0097372i,-0.026793-0.0048222i,-0.019363-0.0017086i,-0.0098409-0.00092219i,-0.0059491-0.00062491i,-0.0061198+0.0012458i,-0.005708+0.0041006i,-0.0035182+0.0050347i,-0.0017403+0.0048271i,-0.0014727+0.0044362i,-0.0016778+0.003835i,-0.00062635+0.0039951i,0.0014169+0.0040263i,0.0027663+0.0027972i,0.002332+0.0011237i,0.00016742+0.00021914i,-0.0013796+0.00064059i,-0.00049469+0.0011592i,0.00029604+0.00065159i,3.3593e-05-0.00013064i,-1.0573e-05-0.0001477i,-0.00047654+0.00057149i
-0.01051+0.018851i,-0.0094654+0.026801i,-0.0058894+0.02958i,-0.0027151+0.022209i,-0.00064623+0.010316i,0.00040987+0.0046668i,0.0019398+0.0048776i,0.0044968+0.0045125i,0.0056385+0.003416i,0.0049298+0.0019374i,0.0042071+0.00020877i,0.0040406+0.00033814i,0.0041079+0.00010509i,0.0029643-0.001383i,0.0012679-0.0020941i,0.00081921-0.0017376i,0.0011356-0.001306i,0.001409-0.0005005i,0.001353+0.00012857i,0.00082017+0.00059291i,0.00075978+0.00098584i,0.0010963+0.0012785i,0.00072538+0.0010131i
0.016937+0.010782i,0.022761+0.0093123i,0.02262+0.0067111i,0.017516+0.0047556i,0.0091589+0.0027373i,0.0040966-0.00036293i,0.0036384-0.0027573i,0.0036773-0.0043224i,0.0025777-0.005101i,0.00085958-0.0041753i,-0.00019355-0.0029867i,-0.00016576-0.0032383i,-0.00063357-0.0035197i,-0.0018673-0.0021195i,-0.0028734+0.00013516i,-0.0022197+0.0012951i,-0.00057395+0.0011958i,-0.00041153-5.4516e-06i,-0.00090785-0.00018921i,-0.00037866+1.4955e-05i,2.0069e-05-0.00035633i,0.00023973-0.00069375i,0.00024706-0.00038184i
0.010177-0.014182i,0.0051503-0.021001i,-0.0015416-0.020828i,-0.0035608-0.013992i,-0.0025724-0.0066097i,-0.0033581-0.0033395i,-0.004753-0.0029731i,-0.0055051-0.0027998i,-0.0053466-0.0015279i,-0.0042643-0.00026825i,-0.0033932-0.0003283i,-0.0029369-0.00089056i,-0.0029934+0.00049821i,-0.0013363+0.0033581i,0.0008372+0.0045001i,0.0011713+0.0029449i,0.00017442+0.0015474i,-0.00090554+0.0013572i,-0.0010315+0.00088869i,-0.00092654+0.00040498i,-0.00042418+0.00018511i,0.00010022-3.8104e-05i,-0.00056274+0.000104i
-0.017323-0.0056044i,-0.025485+7.4686e-06i,-0.025477+0.0072776i,-0.017405+0.0068373i,-0.0089688+0.0018685i,-0.0059901+0.0011184i,-0.0047189+0.0031977i,-0.0022664+0.004203i,-0.00047017+0.0045139i,0.00070842+0.0041124i,0.0020831+0.0035944i,0.0022441+0.0031541i,0.0018492+0.0031172i,0.0020142+0.0019111i,0.002128-0.00074197i,0.0016791-0.0017167i,0.0013879+8.2733e-05i,0.001078+0.0016312i,0.00035277+0.0019299i,-4.6893e-05+0.001221i,-0.00028232+0.00053172i,8.7075e-05+0.0003661i,0.00055098-7.0525e-06i
-0.005511+0.01847i,-2.9293e-06+0.024161i,0.0056902+0.024403i,0.0049751+0.01913i,0.0010032+0.010346i,0.00040487+0.0046768i,0.0014054+0.0032635i,0.0029769+0.0022144i,0.0037276+8.1698e-05i,0.0033879-0.0016621i,0.0033352-0.0024351i,0.002714-0.0024704i,0.0019712-0.0023533i,0.00086088-0.0021972i,-0.00062636-0.0012074i,-0.0012566-7.7961e-05i,-0.00081225-0.00026756i,0.00028628-0.0018825i,0.000506-0.0024203i,5.5713e-05-0.0015646i,0.00013994-0.00016676i,0.00037828+0.00017635i,0.00074205+4.8397e-05i
0.016014+0.0077478i,0.020477+0.00057986i,0.018946-0.0062674i,0.013291-0.0070775i,0.0070578-0.0052227i,0.0033184-0.0046787i,0.0015533-0.004942i,-0.00041191-0.0041509i,-0.0023598-0.0033081i,-0.0034059-0.0027132i,-0.0037454-0.0021133i,-0.0032526-0.001924i,-0.0026824-0.0012565i,-0.0022182+0.0005721i,-0.00098972+0.0024523i,-0.00077668+0.0022876i,-0.0019595+0.00074449i,-0.002423-0.00027188i,-0.001661+0.00015168i,-0.00036596+0.00063123i,-0.00070234-0.00015i,-0.0016287-0.00053091i,-0.001452-0.00023293i
0.0035365-0.015535i,-0.005674-0.019852i,-0.014409-0.015878i,-0.013423-0.010052i,-0.0071987-0.0071976i,-0.0047035-0.0054399i,-0.0055138-0.0029508i,-0.0049776+0.00016833i,-0.00318+0.0025518i,-0.0021541+0.0032288i,-0.0023553+0.0030611i,-0.0023615+0.002208i,-0.001943+0.0021791i,-0.00019498+0.0015105i,0.0024326+6.5437e-05i,0.002958-0.00010029i,0.002049+0.00096407i,0.0012827+0.0020334i,0.00088818+0.0014512i,0.00032743+0.0010965i,-0.00099291+0.0013979i,-0.0017803+0.00096831i,-0.0012822+0.00047997i
-0.014387-0.0025427i,-0.019174+0.0077886i,-0.018345+0.01822i,-0.014433+0.017884i,-0.010152+0.010105i,-0.0066549+0.0058905i,-0.0029535+0.0053041i,0.00061333+0.0043018i,0.0026516+0.0027725i,0.0031648+0.0015541i,0.0026269+0.00098558i,0.0028607+0.0022995i,0.0031236+0.0028006i,0.0015566+0.0025333i,-7.4306e-05+0.0015768i,-0.00033654+0.00034534i,0.00041421-0.00080138i,0.0013948-0.0016793i,0.0018636-0.00054961i,0.001707+0.00075692i,0.0009235+0.00080198i,0.00024893+0.00086752i,-0.00053814+0.00074222i
-0.00088233+0.015661i,0.0076693+0.01832i,0.01402+0.015468i,0.01291+0.010864i,0.0069032+0.0068325i,0.0045429+0.0040659i,0.0053214+0.0015543i,0.0044222-0.00084525i,0.0018412-0.0026724i,1.8559e-05-0.0045752i,0.0001899-0.0054666i,0.00056989-0.0047108i,0.00012904-0.003731i,-0.0013281-0.0012021i,-0.0023381+0.00072552i,-0.0014424-0.00015538i,-0.00057537-0.0017451i,-0.00027862-0.0029567i,-2.3751e-05-0.0026742i,0.00031138-0.001533i,0.00012919-0.0016276i,0.00012991-0.0024004i,-0.00027536-0.0016075i
0.013466+0.0029657i,0.014049-0.0078418i,0.0097275-0.015894i,0.0069353-0.014914i,0.0055323-0.01006i,0.002689-0.0074082i,-0.00054067-0.0058599i,-0.0022929-0.0026052i,-0.0033977+0.00041396i,-0.0037263+0.0008076i,-0.0037427-0.00032984i,-0.0035041-0.00060489i,-0.0024481-0.00016383i,-0.00012266+0.00082951i,0.0019498+0.0015952i,0.0025319+0.0014119i,0.0013452+0.0010146i,-0.0006203+0.0013469i,-0.0012213+0.0024312i,-0.00088353+0.001823i,-0.00038597-2.8558e-05i,-0.00094608-0.00098493i,-0.0015876+0.00010659i
-0.0012486-0.01139i,-0.013608-0.010422i,-0.024446-0.0043068i,-0.021799-0.00061227i,-0.012693-0.0021757i,-0.0083484-0.0029968i,-0.0064183-0.0013428i,-0.00215+0.0011539i,0.0011235+0.0037433i,0.0013956+0.0042506i,0.00040585+0.0046688i,-0.00102+0.0060307i,-0.0020813+0.0055907i,-0.0015518+0.0033159i,-0.0011541+0.00089303i,-0.0013908-0.00020481i,-0.00059662+6.1311e-05i,8.7759e-06+0.00063381i,0.00029407+0.00027151i,0.00060631-0.00014839i,0.00015028+0.0004302i,-0.00019901+0.00068053i,-0.00048493+0.00047956i
-0.012823+0.0024427i,-0.012826+0.014333i,-0.0051233+0.024253i,0.0003069+0.023609i,0.00031762+0.013783i,-0.00071473+0.0080113i,0.00010348+0.0064048i,0.0025548+0.0026363i,0.0032807-0.0011043i,0.0027399-0.0019291i,0.0027691-0.00096243i,0.0039583+4.3808e-05i,0.0031362+0.00049181i,0.00018264+0.00065128i,-0.0015682+0.00057911i,-0.00097853+0.00028567i,0.00027039+7.0063e-06i,0.00066917-0.00010181i,0.00072678-0.00047353i,0.00035231-0.00036205i,0.00045306+8.9862e-05i,0.00090889+9.1971e-05i,0.00093936-0.00027972i
0.0019088+0.01455i,0.011099+0.013008i,0.018361+0.0051669i,0.017377+0.00055133i,0.0097987+0.0013839i,0.0048145+0.0015775i,0.0029928-0.00071162i,0.00051009-0.0023177i,-0.002757-0.0030456i,-0.0038938-0.003818i,-0.002453-0.0043774i,-0.00036314-0.0042762i,0.00070828-0.002145i,0.00089399+0.0015423i,0.0016496+0.0036814i,0.0016772+0.0031472i,-1.0517e-05+0.0018324i,-0.0014094+0.00092399i,-0.0018379+0.0010163i,-0.0011168+0.00092576i,-0.00041446+0.00057662i,-0.00050828+0.00044735i,-0.0011515+1.6536e-05i
