-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
0.14164+0.14789i,0.14482-0.045094i,0.04913-0.33759i,0.018631-0.41452i,0.12231-0.2896i,0.17626-0.17451i,0.12631-0.060152i,0.13231+0.046759i,0.15256+0.051899i,0.094724+0.018224i,0.029175+0.016962i,-0.002072+0.017961i,-0.010159+0.0092074i,-0.0089382-0.0065203i,-0.0091186-0.014209i,-0.0015068-0.0098078i,0.015888-0.013273i,0.036004-0.026701i,0.050623-0.042946i,0.046-0.048866i,0.024399-0.036717i,0.0025456-0.016778i,-0.0032239+0.0010517i
-0.38737-0.032649i,-0.61733+0.057996i,-0.73308+0.1668i,-0.66009+0.10972i,-0.46807-0.11113i,-0.29956-0.25605i,-0.1782-0.23502i,-0.095792-0.18222i,-0.083445-0.12226i,-0.081161-0.034632i,-0.034645+0.01425i,0.0052391+0.02433i,0.021061+0.035517i,0.031553+0.045969i,0.03603+0.048951i,0.037435+0.053664i,0.048351+0.06346i,0.063692+0.062762i,0.055886+0.048006i,0.026112+0.035675i,0.0092277+0.033931i,0.015985+0.031408i,0.023839+0.016054i
0.32156-0.035292i,0.48881+0.10613i,0.62927+0.38023i,0.67665+0.50295i,0.53922+0.39133i,0.32416+0.23809i,0.15347+0.11781i,0.012064+0.058982i,-0.021794+0.062955i,0.027061+0.024019i,0.021292-0.03815i,-0.0095406-0.052757i,-0.015838-0.044396i,-0.013386-0.032233i,-0.013393-0.02496i,-0.027393-0.018854i,-0.041104+0.0035184i,-0.029958+0.032561i,0.0074624+0.041395i,0.035489+0.017445i,0.022015-0.016814i,-0.0030061-0.029082i,-0.0017322-0.023256i
0.0096905+0.21647i,0.14962-0.0070484i,0.25916-0.48803i,0.20542-0.78921i,0.095093-0.70153i,-0.00096742-0.51283i,-0.14138-0.31662i,-0.16868-0.07463i,-0.096132+0.017391i,-0.10893+0.0056522i,-0.12019+0.053554i,-0.064574+0.07552i,-0.02821+0.036314i,-0.02065-0.01052i,-0.029554-0.055186i,-0.051229-0.081985i,-0.063144-0.080299i,-0.059316-0.053958i,-0.043467-0.016253i,-0.020126+0.0060038i,0.0011861+0.0086418i,0.011809+0.0040998i,0.0092849-0.0026217i
-0.20024-0.22362i,-0.40961-0.19022i,-0.63099+0.065255i,-0.65211+0.3438i,-0.41855+0.43193i,-0.13274+0.38218i,0.069116+0.279i,0.15616+0.12948i,0.14645+0.024739i,0.11893-0.012566i,0.083228-0.048765i,0.034478-0.050742i,0.025283-0.0094509i,0.041819+0.028359i,0.057027+0.063856i,0.073007+0.087586i,0.067237+0.091438i,0.044171+0.088823i,0.03227+0.073236i,0.032358+0.046855i,0.031611+0.024574i,0.024663+0.019102i,0.022768+0.027341i
0.27204+0.16437i,0.38175+0.26123i,0.44157+0.35357i,0.44934+0.33514i,0.34126+0.21453i,0.21639+0.067119i,0.13165-0.094126i,-0.0089444-0.16478i,-0.12362-0.087441i,-0.12562-0.0070102i,-0.096441+0.0039361i,-0.084063-0.018516i,-0.091087-0.045702i,-0.092866-0.053989i,-0.081679-0.053756i,-0.089652-0.053437i,-0.11213-0.043887i,-0.11985-0.027945i,-0.10189-0.00578i,-0.065048+0.01159i,-0.022946+0.0099762i,0.0074171-0.0024586i,0.019805-0.0092007i
-0.26996+0.0037036i,-0.26848-0.18465i,-0.15331-0.46702i,-0.012561-0.58015i,0.16355-0.45177i,0.28666-0.30107i,0.19818-0.17888i,0.12154-0.02578i,0.21334+0.019085i,0.25058-0.075842i,0.14614-0.12721i,0.058239-0.083117i,0.045752-0.032784i,0.04262-0.014295i,0.028735-0.0068474i,0.029723-0.0070261i,0.039081-0.022023i,0.034669-0.03427i,0.018003-0.028207i,0.010567-0.0096887i,0.01637-5.6058e-05i,0.0084901-0.0017309i,-0.018378+0.0084672i
0.094576-0.174i,0.044681-0.18935i,-0.15095-0.059733i,-0.3578+0.0024538i,-0.5479-0.10027i,-0.661-0.11044i,-0.49426+0.057821i,-0.23268+0.10214i,-0.19302+0.018773i,-0.2134+0.04461i,-0.088965+0.092999i,0.035219+0.046186i,0.05694-0.0047849i,0.042389-0.0093332i,0.034057+0.0033019i,0.040204+0.010015i,0.045282+0.0011039i,0.037752-0.0074751i,0.038697-0.010527i,0.043772-0.025089i,0.03645-0.0284i,0.031738-0.011752i,0.031821-0.00088224i
0.047788+0.37275i,0.12902+0.51975i,0.22393+0.51014i,0.30781+0.44296i,0.43862+0.48139i,0.60872+0.43491i,0.61072+0.14901i,0.39273-0.043022i,0.21317+0.0061483i,0.16255+0.026539i,0.088153-0.022869i,0.0058127-0.011746i,-0.012071+0.010456i,-0.01121-0.0079179i,-0.014359-0.032785i,-0.022202-0.047395i,-0.037552-0.046989i,-0.05726-0.045525i,-0.084847-0.031952i,-0.091095+0.013719i,-0.060137+0.052678i,-0.02436+0.057602i,-0.0059828+0.043143i
-0.156-0.23489i,-0.24659-0.26249i,-0.1776-0.15361i,-0.069817-0.10279i,-0.055951-0.27613i,-0.20723-0.46512i,-0.43278-0.36849i,-0.45398-0.10922i,-0.28765+0.016997i,-0.1687+0.039534i,-0.09888+0.065339i,-0.043647+0.06222i,-0.019272+0.059595i,0.0085473+0.064629i,0.020644+0.038491i,0.022842+0.0017461i,0.054586-0.041588i,0.088045-0.083071i,0.096929-0.098653i,0.07985-0.097561i,0.046006-0.082219i,0.013619-0.060203i,-0.017912-0.039434i
0.27285-0.045981i,0.39045-0.22864i,0.20571-0.37899i,-0.1173-0.26492i,-0.27948+0.078151i,-0.15699+0.31615i,0.085991+0.27371i,0.16829+0.13008i,0.11258+0.065787i,0.096765+0.023008i,0.076595-0.041269i,0.01415-0.054213i,-0.032462-0.032074i,-0.066331-0.027566i,-0.094237-0.0014644i,-0.098073+0.063179i,-0.088129+0.11232i,-0.07438+0.11683i,-0.052385+0.090566i,-0.029548+0.056767i,-0.022369+0.033411i,-0.022526+0.0262i,-0.009385+0.015213i
-0.12289+0.14505i,-0.19796+0.0066648i,-0.22479-0.12806i,-0.11843-0.1268i,0.18349+0.015305i,0.39561+0.080597i,0.2985+0.039935i,0.20537+0.024054i,0.23436-0.019779i,0.1867-0.068551i,0.096303-0.04108i,0.077713-0.024062i,0.086936-0.046225i,0.091404-0.043557i,0.10892-0.019133i,0.13595-0.0080678i,0.1563-0.013661i,0.15881-0.024068i,0.14134-0.03414i,0.11044-0.031712i,0.080651-0.016171i,0.062561-0.0117i,0.036613-0.025251i
0.21051-0.023853i,0.2521-0.1i,0.31995+0.11099i,0.41501+0.048197i,0.29407-0.32431i,0.083097-0.41673i,0.024443-0.18666i,-0.016476-0.060234i,-0.1448-0.072412i,-0.21394-0.040777i,-0.15568-0.0039285i,-0.10011-0.021005i,-0.094141-0.028595i,-0.075309-0.016439i,-0.058649-0.016706i,-0.050539-0.0010082i,-0.016443+0.028431i,0.027517+0.040579i,0.051115+0.036365i,0.041795+0.013904i,0.014786-0.0051568i,0.0017787-0.0010831i,0.0080935+0.0066738i
0.86383+9.0432i,1.2392+9.6428i,3.1383+9.2764i,3.8191+5.0765i,3.6459+0.9621i,2.4708-1.5094i,0.82365-1.424i,0.42356-0.17451i,0.97849+0.40452i,1.4286+0.24562i,1.3837-0.039229i,1.2881-0.16965i,1.384-0.32463i,1.2917-0.43347i,1.046-0.51555i,0.67811-0.55275i,0.24539-0.38013i,-0.0097822-0.12519i,-0.095878+0.049575i,-0.0018539+0.21405i,0.25804+0.30691i,0.45074+0.20826i,0.38318+0.051968i
-0.56714-0.060282i,-0.66829-0.054751i,-0.62782+0.023769i,-0.38486-0.028983i,-0.21438-0.31457i,-0.25888-0.45801i,-0.32481-0.2928i,-0.28365-0.11325i,-0.20817-0.067541i,-0.15574-0.041433i,-0.075321+0.01735i,0.0042872+0.041843i,0.023324+0.040282i,0.025764+0.05834i,0.033081+0.062339i,0.013938+0.038243i,-0.015146+0.0109i,-0.018406-0.0089742i,0.0056554-0.0234i,0.038077-0.035146i,0.054786-0.046015i,0.040251-0.05476i,0.0080028-0.036423i
0.19001-0.23542i,0.17358-0.15848i,-0.074539-0.027031i,-0.34495+0.17655i,-0.46438+0.3143i,-0.34214+0.34937i,-0.014655+0.27572i,0.16217+0.11371i,0.097847+0.026612i,0.053038+0.039698i,0.073945+0.025134i,0.046505-0.012002i,-0.027481-0.010546i,-0.077929+0.0094897i,-0.095803+0.017733i,-0.11959+0.034365i,-0.14686+0.084133i,-0.13031+0.1356i,-0.058163+0.1345i,0.013644+0.07388i,0.03475-0.0091206i,0.0089355-0.061084i,-0.014439-0.056626i
-0.215+0.27508i,-0.26232+0.54978i,-0.29998+0.51041i,-0.4095+0.44458i,-0.37485+0.4537i,-0.17294+0.35289i,-0.011657+0.16095i,0.066951+0.053389i,0.11843+0.029592i,0.13192-0.003311i,0.10062-0.028854i,0.077465-0.025966i,0.064072-0.029473i,0.036615-0.028329i,0.020363-0.016605i,0.018629-0.018635i,0.019579-0.021118i,0.028349-0.010934i,0.035436-0.0040432i,0.033938-0.0064356i,0.026099-0.0065534i,0.014568-0.0029407i,0.0041315-0.00053944i
-0.1331-0.38198i,-0.19465-0.43519i,-0.088836-0.34785i,-0.038038-0.34234i,-0.23114-0.36173i,-0.40578-0.20335i,-0.25265+0.0030773i,0.0023067+0.034851i,0.093609-0.013505i,0.095521-0.031955i,0.069589-0.051458i,0.014954-0.044736i,-0.017396-0.015798i,-0.024015-0.0065679i,-0.030306-0.010604i,-0.04614-0.0083886i,-0.064818+0.0049567i,-0.066379+0.017325i,-0.044511+0.020454i,-0.014016+0.012946i,0.0095941-0.0048337i,0.018717-0.018205i,0.017094-0.01411i
0.35212+0.12061i,0.27977+0.19295i,-0.022259+0.39287i,-0.17093+0.64851i,-0.04823+0.6444i,0.053547+0.38942i,0.040536+0.23622i,0.029066+0.2072i,0.0071285+0.14448i,-0.0062135+0.088325i,0.031669+0.041784i,0.037253-0.0038501i,0.0051539+0.0012326i,0.0029715+0.028052i,0.021003+0.052028i,0.026702+0.071405i,0.0090424+0.078249i,-0.0035712+0.074537i,0.0075311+0.046084i,0.014222-0.0034839i,0.0034633-0.038826i,-0.010151-0.048077i,-0.016185-0.041106i
-0.38601+0.25132i,-0.32933+0.37029i,-0.1583+0.29103i,-0.11646+0.12664i,-0.21535-0.030441i,-0.26656-0.10979i,-0.18289-0.093017i,-0.069891-0.052262i,-0.033483-0.0074321i,-0.025049+0.034686i,-0.00091709+0.045053i,0.015112+0.042856i,0.032056+0.042052i,0.045075+0.019152i,0.032356-0.014837i,0.011889-0.023436i,-0.0015211-0.010205i,-0.016311-0.000177i,-0.040604+0.0056923i,-0.061903+0.022665i,-0.05949+0.041221i,-0.044268+0.044191i,-0.026764+0.034389i
-0.0098861-0.42078i,-0.045301-0.33871i,0.015192-0.085797i,0.06583+0.10565i,-0.03778+0.18075i,-0.15122+0.21944i,-0.066122+0.15662i,0.071231+0.017621i,0.10012-0.034238i,0.077847+0.0038153i,0.048861+0.029219i,0.030078+0.032197i,0.020794+0.023448i,-0.0082663+0.017212i,-0.030317+0.028701i,-0.02363+0.030389i,-0.012366+0.018239i,-0.008396+0.015742i,-0.0061011+0.019162i,-0.0026333+0.015783i,0.0063743+0.011986i,0.016522+0.0087893i,0.016636+0.0028907i
0.3425+0.23049i,0.36559+0.30533i,0.36131+0.33379i,0.42017+0.2761i,0.42882+0.059005i,0.27917-0.15195i,0.1072-0.13372i,0.062202-0.042541i,0.061061-0.042825i,0.038098-0.070995i,0.034362-0.092107i,0.030321-0.096809i,0.016797-0.066824i,0.026883-0.029261i,0.056104-0.0034712i,0.071989+7.5924e-06i,0.053466-0.018832i,0.014018-0.035071i,-0.017043-0.027221i,-0.02325-0.0053209i,-0.012764+0.0027386i,-0.0061226-0.002333i,-0.0034534-0.0032129i
-0.35672+0.119i,-0.30592+0.071143i,-0.1543-0.17676i,-0.12926-0.39165i,-0.17814-0.30558i,-0.12577-0.062013i,-0.0080663+0.017384i,0.01927-0.052462i,-0.023321-0.086382i,-0.029045-0.067041i,-0.015857-0.049216i,-0.008863-0.02899i,0.012333-0.0048491i,0.039508+0.0066534i,0.059082+0.00068173i,0.065108-0.013585i,0.056852-0.015842i,0.041218-0.0099601i,0.022851-0.010825i,0.0035392-0.013285i,-0.010636-0.012472i,-0.012135-0.016627i,-0.015723-0.027322i
0.063168-0.37239i,0.087538-0.28813i,0.2534-0.053907i,0.4453+0.039005i,0.40316-0.052764i,0.18351-0.09332i,0.027634-0.030665i,-0.026327+0.035804i,-0.037172+0.07482i,-0.027848+0.073346i,-0.02468+0.044036i,-0.040494+0.023916i,-0.051053+0.011938i,-0.054713-0.014381i,-0.063287-0.042488i,-0.061182-0.051722i,-0.045762-0.059383i,-0.041374-0.068612i,-0.054975-0.061912i,-0.061434-0.034601i,-0.046078-0.0059206i,-0.028874+0.0071325i,-0.023243+0.017323i
0.30974+0.15556i,0.27273+0.014008i,0.037998-0.20933i,-0.21412-0.30303i,-0.29819-0.24404i,-0.21587-0.20253i,-0.1336-0.19356i,-0.10938-0.13214i,-0.081718-0.032633i,-0.034863+0.032429i,0.0087291+0.044514i,0.038874+0.032555i,0.044118+0.015622i,0.024376+0.017196i,0.0020291+0.04483i,-0.0068565+0.068469i,-0.0094114+0.06766i,-0.014841+0.054781i,-0.017157+0.04707i,-0.012347+0.041749i,-0.0055404+0.033043i,0.0038359+0.020641i,0.014731+0.0027365i
-0.36543+0.1595i,-0.31117+0.21157i,-0.14673+0.15014i,0.0003868+0.10859i,0.14201+0.13022i,0.20123+0.13572i,0.13686+0.095945i,0.05233+0.037986i,0.0081159-0.01062i,-0.014693-0.030421i,-0.018581-0.015932i,-0.0034741+0.0010985i,0.0042645+0.0077016i,0.012336+0.026951i,0.044048+0.040044i,0.067702+0.018914i,0.053666-0.0075871i,0.030192-0.024664i,0.016747-0.039686i,0.006823-0.043228i,0.0029597-0.036831i,0.0010235-0.029174i,-0.0065069-0.018277i
0.02757-0.44621i,-0.080142-0.42161i,-0.10339-0.22972i,-0.069729-0.13035i,-0.1331-0.16823i,-0.2503-0.16943i,-0.26872-0.077369i,-0.18857+0.016873i,-0.086365+0.039948i,-0.020055+0.0095829i,-0.0053589-0.02698i,-0.023152-0.040725i,-0.025178-0.02575i,-0.00067797-0.030126i,0.0046208-0.062845i,-0.013738-0.06832i,-0.021826-0.03904i,-0.014195-0.0082265i,-0.0037007+0.0079607i,-0.001539+0.017372i,-0.004342+0.028447i,9.8308e-05+0.030227i,0.0087298+0.017913i
0.35489+0.30282i,0.32218+0.25466i,0.054362+0.18997i,-0.14659+0.22942i,-0.10573+0.27337i,0.022036+0.21443i,0.064272+0.10302i,0.021565+0.039673i,-0.02503+0.04994i,-0.022228+0.073149i,-0.002467+0.060833i,0.0069161+0.034172i,0.0073289+0.011157i,-0.0088005-0.0016919i,-0.03426+0.0031962i,-0.045185+0.017159i,-0.028338+0.025091i,-0.00055414+0.020008i,0.012095+0.0082533i,0.0094113-0.0018317i,0.0036732-0.0093035i,-0.0052275-0.014539i,-0.016384-0.013707i
-0.49163+0.18733i,-0.36598+0.29781i,0.015214+0.21471i,0.30689+0.015454i,0.35735-0.11592i,0.2541-0.11923i,0.13192-0.032683i,0.079178+0.049268i,0.073641+0.063915i,0.068143+0.034702i,0.060861+0.015088i,0.056468+0.022008i,0.043803+0.030554i,0.019825+0.03018i,0.004003+0.033615i,0.0010798+0.035i,-0.011801+0.031669i,-0.030796+0.033095i,-0.032756+0.040071i,-0.014923+0.041354i,0.0017877+0.035997i,0.0060985+0.03677i,0.01245+0.038541i
0.14629-0.53713i,-0.0098141-0.50914i,-0.21788-0.17257i,-0.31414+0.17541i,-0.27442+0.29419i,-0.17882+0.22258i,-0.086003+0.091844i,-0.031116-0.012821i,-0.002639-0.056286i,0.011484-0.055798i,0.0064741-0.041724i,-0.0073295-0.030577i,-0.006016-0.01729i,0.018441-0.00079983i,0.048938+0.0075491i,0.07239+0.00089256i,0.081572-0.015719i,0.072554-0.028202i,0.049908-0.034978i,0.019719-0.037622i,0.00066837-0.031284i,-0.0006421-0.026638i,-0.0045073-0.02823i
0.33228+0.46285i,0.46849+0.38502i,0.4683+0.090598i,0.38661-0.16114i,0.26405-0.25427i,0.12293-0.23714i,0.039634-0.16245i,0.02548-0.087437i,-0.0068026-0.045767i,-0.062002-0.0066258i,-0.075807+0.026587i,-0.05678+0.029775i,-0.041662+0.021809i,-0.022057+0.011207i,-0.0047816-0.020938i,-0.014369-0.052258i,-0.036929-0.053133i,-0.053831-0.032883i,-0.05885-0.0061421i,-0.048016+0.01323i,-0.032571+0.014583i,-0.020276+0.010498i,-0.0070111+0.014123i
-0.60159-0.065611i,-0.65323+0.030592i,-0.4381+0.12532i,-0.23191+0.1398i,-0.17565+0.11733i,-0.16342+0.12477i,-0.11155+0.12499i,-0.060218+0.072729i,-0.046605+0.027789i,-0.019871+0.023474i,0.022211+0.013817i,0.035094+0.0012999i,0.034833-0.0020645i,0.022973-0.0061604i,-0.0060404+0.0046743i,-0.02187+0.022294i,-0.019879+0.019683i,-0.0081539+0.004969i,0.006404-0.0062035i,0.010766-0.0068671i,0.010008+0.0016955i,0.0079551+0.0015437i,-0.0013987-0.0097857i
0.40706-0.39185i,0.42937-0.41958i,0.35536-0.27165i,0.32897-0.11877i,0.32343-0.033187i,0.29027+0.01791i,0.22154+0.011559i,0.11205-0.012113i,0.044281+0.01715i,0.059055+0.037014i,0.078183+0.010077i,0.059921-0.015571i,0.031701-0.013355i,0.020665+0.003446i,0.026232+0.018022i,0.030879+0.027893i,0.02802+0.036164i,0.020201+0.034445i,0.0085635+0.021301i,-0.0022471+0.010396i,-0.0099852+0.0062387i,-0.012962+0.012932i,-0.0057558+0.024761i
0.012769+0.49826i,0.040115+0.4875i,0.0020132+0.20118i,-0.098099-0.052011i,-0.14041-0.1262i,-0.10073-0.15331i,-0.062522-0.15632i,-0.04331-0.095844i,-0.014494-0.045036i,0.0017474-0.046068i,-0.009403-0.056058i,-0.020011-0.048084i,-0.020535-0.034745i,-0.018765-0.021085i,-0.0078175-0.0093687i,0.014312-0.0052543i,0.036083-0.001995i,0.042577-0.0044065i,0.027588-0.012951i,0.0079537-0.015482i,0.002597-0.014097i,0.0065313-0.017537i,0.0060659-0.023096i
-0.34635-0.29999i,-0.36341-0.26419i,-0.20382-0.074358i,-0.036307+0.085944i,0.041954+0.12109i,0.048047+0.072528i,0.0029056-0.00326i,-0.055878-0.02998i,-0.073995-0.0068201i,-0.071748+0.00985i,-0.086969+0.030236i,-0.087597+0.056364i,-0.061743+0.056327i,-0.036232+0.034221i,-0.023524+0.0054736i,-0.024575-0.020578i,-0.027506-0.040061i,-0.026881-0.0497i,-0.027813-0.040777i,-0.027942-0.019999i,-0.025858-0.00633i,-0.027014-0.0011926i,-0.027257+0.0060163i
0.3624-0.092965i,0.30083-0.16815i,0.03051-0.22201i,-0.17825-0.21896i,-0.23313-0.18805i,-0.26442-0.11131i,-0.25537+0.022614i,-0.1368+0.093016i,-0.030619+0.073596i,-0.0011751+0.063989i,0.027004+0.063565i,0.047457+0.036848i,0.036234+0.024089i,0.021369+0.03206i,0.0079769+0.033294i,-0.0055322+0.025573i,-0.017592+0.01445i,-0.024927+0.017618i,-0.014132+0.034304i,0.0023963+0.039217i,0.0079278+0.034692i,0.011883+0.028946i,0.020112+0.016534i
-0.17773+0.28809i,-0.18092+0.3689i,-0.081222+0.39965i,0.023379+0.42991i,0.073092+0.42782i,0.11879+0.35241i,0.14594+0.22434i,0.094109+0.10716i,0.023255+0.040926i,0.0103+0.011558i,0.029368-0.00030587i,0.043193-0.0019996i,0.042357-0.0076033i,0.035309-0.0083068i,0.040843+0.0062968i,0.047177+0.018257i,0.032263+0.021824i,0.013192+0.017192i,0.0042911-0.0028367i,-0.0017678-0.022561i,-0.0081049-0.026146i,-0.014809-0.020439i,-0.021552-0.012833i
-0.086259-0.21124i,-0.084794-0.21635i,-0.062381-0.19995i,-0.029988-0.21566i,0.037892-0.21432i,0.094045-0.16617i,0.10509-0.10098i,0.09868-0.061113i,0.082708-0.047574i,0.063448-0.038666i,0.04279-0.043579i,0.017067-0.049589i,0.0018999-0.038849i,-0.0040777-0.032947i,-0.011017-0.040562i,-0.01368-0.03826i,-0.0051501-0.015421i,0.0062252+0.0081471i,0.0082048+0.021252i,0.0098151+0.028272i,0.018459+0.026233i,0.028318+0.018608i,0.031781+0.0091855i
0.13302+0.033835i,0.13526+0.14497i,0.17652+0.282i,0.22487+0.32222i,0.16349+0.22297i,0.040898+0.094064i,-0.0019185+0.0069908i,-0.0035816-0.034449i,-0.034349-0.027961i,-0.061948-0.0051567i,-0.070439+0.0073655i,-0.066107+0.014865i,-0.047872+0.018811i,-0.024273+0.016999i,-0.014179+0.0094178i,-0.014806-0.0016853i,-0.0073264-0.014738i,0.0011605-0.029117i,-0.0040999-0.039345i,-0.015298-0.039106i,-0.01937-0.029702i,-0.021145-0.020974i,-0.026245-0.012012i
0.059969+0.062781i,0.09298-0.060916i,0.069701-0.20886i,0.019249-0.26571i,0.013698-0.22962i,0.033875-0.1706i,0.011711-0.11885i,-0.017951-0.061254i,-0.0095998-0.014424i,0.00395+0.0053016i,0.013626+0.018147i,0.02536+0.023077i,0.021392+0.019351i,0.0054833+0.021882i,-0.0063513+0.035018i,-0.0083272+0.047873i,-0.0080228+0.045693i,-0.010547+0.037913i,-0.0092688+0.036868i,-0.0067678+0.032373i,-0.0074667+0.022611i,-0.0014848+0.017996i,0.012332+0.013475i
-0.15832+0.080249i,-0.096571+0.16936i,0.021141+0.15588i,0.044198+0.06346i,-0.061429+0.020845i,-0.14361+0.055642i,-0.10688+0.080046i,-0.034037+0.039449i,-0.0035453-0.0045259i,0.012846-0.0095241i,0.026796-0.011647i,0.026184-0.012966i,0.024336-0.010674i,0.024798-0.011111i,0.02861-0.0052578i,0.034163-0.0010702i,0.030085-0.003746i,0.022432-0.009621i,0.018252-0.021704i,0.013036-0.031311i,0.0063863-0.031307i,-0.002538-0.02861i,-0.012523-0.020434i
0.007394-0.31103i,-0.087173-0.3884i,-0.13136-0.32651i,-0.075199-0.17739i,0.044613-0.032062i,0.12089+0.0064476i,0.080016-0.024937i,0.0037603-0.00072694i,-0.014858+0.047332i,-0.0031589+0.04198i,0.0017088+0.011439i,0.00054932-0.012535i,-0.0078705-0.020751i,-0.010578-0.018086i,0.0034075-0.023132i,0.018985-0.032976i,0.022617-0.031307i,0.014375-0.018517i,0.0010103-0.0029069i,-0.0081367+0.01306i,-0.010106+0.026206i,-0.0082661+0.03112i,-0.0062564+0.027265i
0.24588+0.24376i,0.2647+0.23494i,0.091409+0.17012i,-0.084836+0.11121i,-0.13889+0.029916i,-0.14058-0.017582i,-0.1077+0.0061506i,-0.055474-0.0051599i,-0.037302-0.041542i,-0.031564-0.035964i,-0.024652-0.021962i,-0.031475-0.016261i,-0.033563-0.0046397i,-0.026552+0.0057875i,-0.027644+0.0031543i,-0.03718-0.012004i,-0.037673-0.026998i,-0.025257-0.036737i,-0.014884-0.041247i,-0.010134-0.036682i,-0.0057882-0.027403i,-0.0018077-0.019773i,0.0013872-0.017624i
-0.4123+0.062475i,-0.42102+0.12566i,-0.21885+0.11379i,-0.019256+0.10136i,0.085515+0.15588i,0.14514+0.16087i,0.12536+0.081874i,0.056391+0.058248i,0.028094+0.072782i,0.015494+0.05221i,-0.0040401+0.037504i,-0.007138+0.040503i,-0.0023081+0.032999i,0.00078555+0.020258i,0.00088546+0.01761i,-0.0060005+0.022718i,-0.018645+0.026257i,-0.030954+0.032797i,-0.032821+0.045981i,-0.020067+0.049988i,-0.0057726+0.039987i,-0.00027988+0.030283i,0.002281+0.026453i
0.20808-0.34294i,0.14549-0.31638i,0.015666-0.091514i,-0.047616+0.023645i,-0.078704-0.075714i,-0.12962-0.13441i,-0.11586-0.062624i,-0.050239-0.026979i,-0.017079-0.047662i,-0.0018207-0.045901i,0.012391-0.030771i,0.014985-0.01155i,0.020837+0.0085093i,0.027262+0.01137i,0.021666+0.0063185i,0.012365+0.0091325i,0.0071106+0.016943i,0.0075844+0.017419i,0.013549+0.0073279i,0.015512-0.0018545i,0.014326-0.0037165i,0.017861-0.010475i,0.018821-0.027091i
0.14832+0.40051i,0.24664+0.39771i,0.29058+0.20202i,0.27095+0.080045i,0.21918+0.11029i,0.15904+0.10854i,0.10249+0.042242i,0.063554+0.018841i,0.032006+0.034886i,0.0017946+0.042003i,-0.0042636+0.034913i,0.016611+0.012169i,0.02555-0.015029i,0.01578-0.022208i,0.016271-0.010401i,0.033491+0.0035426i,0.050026+0.011312i,0.050642+0.011898i,0.037581+0.0063632i,0.021317-0.0044447i,0.0061819-0.012794i,-0.0085506-0.0060834i,-0.017582+0.012038i
-0.37907-0.17197i,-0.42949-0.14059i,-0.32242-0.034245i,-0.2083+0.012627i,-0.14334-0.038174i,-0.097453-0.058572i,-0.059928-0.025596i,-0.034531-0.022259i,-0.021627-0.036108i,-0.0051515-0.022866i,0.020202-0.0080011i,0.026612-0.010064i,0.015064-0.007603i,0.0028803-0.0013811i,-0.0081492-0.0063409i,-0.013425-0.020379i,-0.012822-0.031478i,-0.0076653-0.031626i,-0.00072778-0.027349i,0.0013896-0.020071i,0.0026924-0.012496i,0.0059107-0.014737i,0.0042417-0.021633i
0.36522-0.17882i,0.42536-0.23849i,0.35294-0.26633i,0.2216-0.24572i,0.076887-0.11731i,0.013681+0.028781i,0.047886+0.049723i,0.057093+0.0060731i,0.030347+0.0058637i,0.018623+0.017333i,-0.0016794+0.0045111i,-0.028556-0.0041372i,-0.033115-0.0025396i,-0.021011-0.0001028i,-0.010113+0.0061285i,-0.006971+0.0094837i,-0.0072138+0.00037935i,-0.013795-0.014864i,-0.027359-0.02006i,-0.038381-0.013568i,-0.042887-0.0038773i,-0.041482+0.0089979i,-0.033555+0.02182i
-0.10183+0.3051i,-0.17416+0.32069i,-0.21662+0.25567i,-0.15286+0.21132i,-0.00065776+0.12556i,0.072955-0.015777i,0.0099311-0.073078i,-0.042534-0.038341i,-0.025483-0.015803i,0.0072854-0.019371i,0.027429-0.024583i,0.024225-0.022537i,0.0049718-0.0072653i,-0.0055086+0.00609i,-0.0027736+0.0045594i,-0.0033553-0.0018919i,-0.012378+0.0013886i,-0.016172+0.01502i,-0.0063624+0.026963i,0.0080867+0.032089i,0.018968+0.032112i,0.028156+0.023089i,0.033531+0.0083807i
-0.15989-0.19551i,-0.09397-0.20833i,0.0051665-0.2001i,-0.030511-0.19538i,-0.14459-0.12365i,-0.16318-0.017419i,-0.081419+0.017118i,-0.028333-0.0028213i,-0.029258-0.011924i,-0.046554-0.010114i,-0.063992+0.0056242i,-0.051229+0.032512i,-0.015062+0.034861i,0.0052833+0.017407i,0.0062842+0.011088i,0.0065788+0.018148i,0.0090325+0.023399i,0.007123+0.018107i,-0.0004163+0.0072885i,-0.0054226-0.0012945i,-0.0053122-0.0043944i,-0.0084432-0.0022387i,-0.012624+0.0015642i
