-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
-0.0014066+0.0022913i,-0.0021405+0.002126i,-0.0018003+0.0012493i,-0.00086303+0.0007133i,-0.0010742+9.9467e-05i,-0.0012998-0.0012934i,-0.0006942-0.0019413i,-9.703e-06-0.0012603i,-0.0002429-0.00035474i,6.8409e-05+0.00010662i,0.00074718+1.2071e-06i,0.00051724+8.9701e-05i,0.00025918+0.00070749i,0.00017932+0.0012606i,0.00084581+0.00035353i,0.00082546-0.00068001i,5.6298e-05-0.0010066i,-0.00039339-0.00061566i,-0.001021+0.00029001i,-0.00065302-0.0003001i,0.00042575-0.00037359i,5.7165e-05+0.00020028i,-0.00029422+0.00013722i
-0.0017857+0.00068228i,-0.0012971+0.00037468i,0.00014231+0.00053381i,0.0013954+0.0002535i,0.00087026-0.00051902i,-0.00069362-0.0010074i,-0.0014989-0.00056185i,-0.0010959+0.00023061i,-0.00069513+0.00040141i,0.0002032+0.00059863i,0.00087916+0.00016076i,0.00033593-0.00037221i,-0.00014636-0.00038575i,0.0001089-0.00018877i,0.0003436-0.00064503i,0.00024415-0.0003465i,-0.00023535+0.00022578i,-0.00066268+7.4917e-06i,0.00015882-0.00021146i,0.00086785-0.00015186i,-0.00023904-0.00019354i,-0.00068951-0.00043836i,-0.00016059-0.00027525i
-0.0030517-0.0022149i,-0.0023816-0.0013393i,-0.0032541+0.00045431i,-0.0016933+0.0017164i,0.00057048+0.0019475i,0.00031055+2.5316e-05i,-0.00028707-0.0010041i,-0.00019494-0.0007489i,-0.00047495-0.00016406i,-0.00048349+0.00077187i,0.0004729+0.00052082i,0.0011545+0.00025858i,0.001272+0.00055623i,0.00063635+0.00031226i,0.00057533-0.00015786i,0.00076767-0.00021955i,0.00085993+8.2928e-07i,0.00039959+0.00013426i,-0.00013764+0.00028218i,-1.5044e-05+0.00040601i,-2.0375e-05+0.00064707i,-8.5835e-05+0.00019874i,0.00031887-0.00069761i
0.00064591+0.0030125i,0.0018118+0.0040222i,0.002614+0.0039026i,0.0014084+0.0022154i,0.00035887+0.00052839i,-0.0003583+0.00041985i,-0.00093256+0.00024325i,3.535e-05-0.00019682i,0.0005906-0.00010454i,9.1203e-05+0.00053608i,-0.00054731+0.00063225i,0.000173+5.473e-05i,0.0012956-0.00033127i,0.00048075-5.447e-05i,0.00023937+0.00058889i,-8.6091e-05+0.00056458i,-0.00068576+0.00028075i,-0.00078535-0.00035093i,-0.00078931-0.00075841i,-0.00064876-0.00019344i,-5.5513e-05+0.00020753i,0.00062923+0.00047986i,-4.1639e-05+0.0005443i
-0.0055799-0.00028577i,-0.0056184+0.00033975i,-0.0045103+0.0010844i,-0.0024595+0.0010619i,-0.00042859-0.00030318i,0.0014053-0.001339i,0.001312-0.0020471i,0.00018569-0.0018542i,-0.0015173-0.00069524i,-0.0020072+0.00072318i,-0.00069625+0.00074257i,-0.00014671-6.6675e-05i,-0.00010079-0.00065222i,0.00071748-0.00037946i,0.0012161+9.0695e-05i,0.00087639+0.00035697i,0.00015655+0.00019768i,-0.00045343-0.00014438i,-0.00062819+3.7211e-05i,-0.00022877-0.000587i,0.00035048-0.00055752i,-0.00017642+6.665e-05i,-0.00019307-2.7531e-05i
-0.0037067-0.001726i,-0.0036964-0.00038907i,-0.0031088+0.001886i,-0.0011333+0.0019344i,0.00099111+0.00055612i,0.0010942-0.00050247i,-0.00030321-0.00079651i,-0.00035623+0.0001951i,9.7407e-06+0.00059054i,0.00072497+0.00065728i,0.0016717+0.001042i,0.0015126+0.0007851i,0.0013458+0.00073211i,0.00096723+0.00059678i,0.0004378-0.00045912i,0.0007944-0.00098984i,0.0006633+0.00021857i,-2.2168e-05+0.00060197i,-7.7956e-05+0.00059982i,-0.00039189+0.00018655i,-0.00034809-0.00026059i,0.00024122+0.00046658i,0.00081193+0.00061081i
0.0015322+0.00094579i,0.0016525-1.3515e-05i,0.0020277-0.00047342i,0.0019497-0.00059811i,0.0011273-0.0010381i,-0.0008064-0.0019843i,-0.001247-0.0016195i,-0.0012457-0.00049988i,-0.0011234+0.00024471i,0.00013612+0.00048407i,0.00022119+0.00033032i,9.3419e-06+0.00019274i,2.6374e-07+0.00064037i,0.00016858+0.0010136i,0.0002876+0.00075763i,6.7897e-05+0.00012257i,-0.00028493+8.1185e-05i,-0.00025604+4.417e-05i,-0.00025833-0.00015116i,-0.00050746-0.00020785i,-0.0004153-0.00010742i,-0.00032732-0.00015915i,0.00027451-0.00045806i
0.00077557+0.002502i,0.0010266+0.0044317i,0.00083889+0.0042569i,0.00021258+0.0015923i,-8.2961e-05-0.0006967i,-0.00036184-0.0016589i,-0.00080906-0.0012948i,-0.00070394-0.0007676i,-0.00026185-0.00085867i,-0.000646-0.0014016i,-0.00098885-0.00076786i,-0.00082244-6.5836e-05i,-0.00094627-0.00030148i,-7.8429e-06-0.00031862i,0.00075607-0.00023741i,0.00040745-0.00032492i,0.00059853-2.6255e-05i,0.0011264+0.00037148i,0.0009804+0.00060351i,0.00016367-7.8072e-05i,-0.00051931-0.0012254i,-0.00029338-0.00090813i,-0.00028043+9.3555e-05i
-0.0024825+0.00061766i,-0.0022554+0.00036502i,0.00058897+0.00014507i,0.0016006+0.00030737i,0.0010292+6.2219e-05i,0.00090854-4.5766e-05i,0.00045311-0.00018731i,-0.00020747-4.4672e-05i,-6.9351e-05+0.000542i,0.00047092+0.00042386i,0.0013743-0.00032205i,0.0011075-0.00045974i,0.00010695-2.7617e-06i,0.00011126-8.3337e-05i,-0.0001258+0.00020597i,-0.00041676+0.00089944i,-0.00019776+0.00071957i,-1.1836e-06-4.1426e-05i,-0.00033991-0.00057175i,-3.6696e-05-0.00073095i,0.00059674-0.0002379i,-0.00017895+4.4586e-06i,-0.00074266-0.00036557i
-0.0045619-0.0024547i,-0.0045805-0.0016363i,-0.0044557-0.00041289i,-0.0022194+2.8322e-05i,0.00011279-0.000174i,0.00015567-0.0009054i,-0.00087949-0.0010633i,-0.0010156-0.00084066i,-9.5936e-05-0.00031113i,0.00073419+0.00090963i,0.00032149+0.00072077i,-0.00021306+6.7364e-06i,-0.00049782+0.00030489i,1.1028e-05-4.9364e-05i,0.0013433-0.00049786i,0.0015824-0.0001862i,0.00074361+0.00037026i,0.00043803+7.138e-05i,0.00041109-0.00056582i,-0.00021403-0.00064727i,-0.00055688-0.00021552i,-0.00044771+0.00025687i,-0.00029767-0.00011822i
0.00059737+6.2905e-05i,0.00068326+0.00040532i,0.0006032+0.00019706i,-0.00010781+0.00010198i,0.0001517+0.00071229i,0.00093918+0.0011062i,0.00081433+8.4507e-05i,0.00043692-0.00058024i,0.00029062+0.00023955i,0.00021433-0.00011748i,0.00026914-0.0008308i,0.00013826-0.0005133i,0.00059298-0.00023271i,0.00061037+0.00051501i,-0.00029762+0.00082846i,-8.5602e-05+0.000399i,0.00041969-0.0002172i,0.00071611-0.00062095i,0.00076845-0.00032011i,0.00070584-0.00055721i,-0.00014605-0.00078245i,-0.00084187-0.00014815i,-0.0011562+0.00065305i
-0.0016912+0.0056044i,0.00015572+0.0068808i,0.0012304+0.0065417i,0.0016035+0.0036111i,0.0023667+0.0001623i,0.0012528-0.0024269i,-0.00090443-0.0028038i,-0.0019008-0.0011426i,-0.0021198+0.00024837i,-0.00096835+0.00098155i,0.00044269+0.00041667i,-0.00019797-0.00065847i,-0.0014058-0.0012675i,-0.00099563-0.0011103i,-0.00055261-0.00039987i,-0.00078789-0.00071664i,-0.00088447-0.00070586i,-0.00061851+0.00019537i,-0.000351+0.00058908i,-0.00030947-0.00043488i,0.00018092-0.0012449i,0.00068896-0.0004389i,0.0012683-0.00015922i
-0.0076392+0.0019347i,-0.0082407+0.0039723i,-0.0048833+0.0065359i,-0.00073809+0.0046712i,0.0019805+0.0018726i,0.0033496-0.00091399i,0.0014846-0.0022565i,-0.00036456-0.0013895i,-0.00017127+0.00052467i,0.001184+0.0014337i,0.00139+0.00093984i,0.00047899-0.00045334i,0.00061614-0.0015178i,0.0011115-0.0022314i,0.0010051-0.0025031i,0.00053983-0.00090444i,0.00057855+0.00077882i,0.0002963+0.00076045i,-0.00014481+0.00026617i,-0.0003671+0.00023513i,-0.00042876+0.00020532i,0.00054392-0.00024542i,0.00068242-0.0001406i
0.0078896-0.0055721i,0.0067603-0.0079455i,0.004962-0.011084i,0.0011563-0.0099467i,-0.0044427-0.0077521i,-0.007818-0.0036344i,-0.0055501+0.00060578i,-0.0019619+0.0010591i,0.00065468-0.00058823i,-0.0002522-0.0014396i,-0.0020037-0.00041533i,-0.0016054+0.00076599i,-0.0015758+0.0020237i,-0.0027531+0.0039605i,-0.0029946+0.0042299i,-0.0013038+0.0025797i,0.00021496+0.00067854i,0.00052637-0.00023346i,0.0012916+0.0003542i,0.0018001+0.00064417i,0.0014014-0.00081993i,0.0009113-0.0016183i,-0.00039306-0.0010896i
0.002319-0.0025591i,0.0021326-0.0018781i,0.00045382-0.0031081i,-0.001262-0.0027335i,-0.001877-0.00066087i,-0.0021797+0.00023045i,-0.0026392+0.00020119i,-0.0025204+0.00019564i,-0.0015772+0.0002527i,-0.0012501+0.00030907i,-0.00028233+0.00017277i,0.00078233-0.00024665i,0.00033997+0.00023317i,3.4262e-05+0.0006814i,0.00098026+0.00077733i,0.001366+0.00096297i,0.00058128+0.0004003i,9.6307e-05-0.00040252i,0.00050637+0.00014893i,0.00082078+0.00067331i,0.00066899+0.00019649i,0.0010357-0.00024176i,0.0012566-0.00017712i
0.0034272+0.0023882i,0.0034164+0.0024325i,0.0030332-0.00017322i,0.0012149-0.0027713i,-0.0013176-0.0040833i,-0.0025629-0.0034084i,-0.0018445-0.0022286i,-0.00087264-0.00067998i,-0.00049318+0.0012076i,-0.00053756+0.0012551i,-0.0010399+0.00042962i,-0.0014223-0.00011165i,-0.00070099-0.00027461i,-0.001312+0.00035621i,-0.0016384+0.00084028i,-0.00065608+0.00084006i,-0.00088886+0.00092582i,-0.00089262+0.00061534i,-0.00044552+8.1364e-05i,4.0254e-05+9.3829e-05i,0.0010142+0.00035357i,0.0010265+0.0002493i,0.00022394+0.00054419i
-0.0038839+0.0024122i,-0.00227+0.0027778i,0.00047644+0.0013263i,0.0016368+0.00011798i,-0.00013772-0.00027015i,-0.0018975+0.00010741i,-0.0022024+0.00067989i,-0.0017448+0.00026483i,-0.00094697-0.00031325i,-0.0010644-0.00060218i,-0.00032868-0.00076521i,0.0010086-0.00079247i,0.00092643-0.00059921i,9.0942e-05-0.00069804i,-0.00038935-0.00079557i,-0.00031815-0.00016356i,0.00062887-9.5447e-05i,0.00092995-0.00023689i,0.00045972-0.00013159i,0.00056793+0.00042047i,0.00030445+0.00066198i,-0.00049427-8.279e-05i,-0.00024947-0.00043986i
-0.00084947-0.0019895i,0.00030074-0.0014566i,0.0013727-0.00066215i,0.00071299+0.00043947i,-0.00066922+0.0002564i,-0.001008-0.00049103i,-0.00055277-0.00077822i,-0.00072279-0.00031082i,-0.0003505+0.00028449i,-0.00047616+0.00083014i,-0.0011776+0.000948i,-0.0011127-0.0003914i,-0.0010067-0.0010167i,-0.00012497-0.00010517i,0.00044391+0.00092492i,-5.6192e-05+0.0010557i,-0.00074417+0.00039798i,1.4251e-05-6.3931e-05i,0.0010377-0.00063149i,0.0010753-0.0012821i,0.00066322-0.0013656i,-8.3616e-05-0.001213i,-0.00063961-0.00062006i
0.0017855-0.00061818i,0.0019498-0.0001666i,0.0011913-8.8915e-05i,0.00085741-0.0007978i,0.00078624-0.0016834i,-0.00042225-0.0020501i,-0.0015544-0.0016094i,-0.0011601-0.0010682i,0.00017878-0.00010344i,0.00041377+0.0010129i,-0.00025005+0.00069345i,-0.00035408-0.00014202i,0.00033649-0.00029645i,0.0004455-0.0001109i,0.000169+5.9682e-05i,0.0001483+7.7556e-05i,0.0001556-0.00065691i,-7.0791e-05-0.0011959i,-2.8443e-05-0.00035792i,-0.00024692+0.00050231i,-0.00046112+0.00048604i,0.00033502-0.0003518i,0.00054857-0.00045842i
-0.00081331+0.0018812i,-0.0017598+0.0021922i,-0.0017238+0.0016073i,-0.00040931+0.00050833i,-0.00039687+0.00015172i,-0.0019285-0.00010055i,-0.0026505-0.00015917i,-0.0017521+0.00030907i,-0.00069763-4.4184e-05i,-0.00057113-2.529e-05i,-0.00054572+5.6248e-05i,-4.3124e-05-4.0866e-05i,-0.00027394-0.00024124i,-0.00040546-0.00016264i,-0.0002037+0.00018728i,-0.00082068+0.00027004i,-0.00088912+0.00027291i,-0.0003666-2.6563e-05i,-0.00038131-0.00041699i,-0.00032161-0.00042884i,-8.0704e-05-0.00015012i,-0.0002545-0.00027006i,-0.00031745-0.00035106i
-0.0031584-0.00050714i,-0.0031932+0.00017029i,-0.0023687-0.0002826i,-0.0012587+0.00031663i,-3.9844e-05+3.4963e-06i,0.00078548-0.00096318i,0.0004164-0.0010925i,-0.00052664-0.00080099i,-0.00078767-0.00020659i,-0.00039748+0.00054093i,0.00016367+0.00026046i,-0.00018722+0.00051479i,-0.00086896+0.00086036i,-0.00085847-6.9125e-05i,7.1286e-07-0.00087898i,0.0013361-0.00045623i,0.0012396+0.0003009i,-3.8188e-06-0.00040277i,-0.00034218-0.00052175i,0.00040015+0.0003727i,0.00044847+0.00012268i,-0.00010615-0.00019213i,8.2201e-06+3.8169e-05i
-0.0026498+0.001157i,-0.0019598+0.0011787i,0.00020932+0.0018377i,0.0015797+0.0011867i,0.0018075-2.8364e-05i,0.0011479+9.8342e-05i,0.00034396+0.00010825i,0.00017332-9.4168e-05i,0.00057539-0.00015352i,0.00088706+5.6082e-05i,0.00035362+0.00033058i,-0.00015852+0.00098624i,0.00013366+0.00059221i,0.00043799-0.00047132i,0.00025876-0.0010019i,-0.00034587-0.0011937i,-0.00057705-0.00059819i,-0.00078537-0.00035034i,-0.00031041+5.2848e-05i,0.00059678+0.00010039i,0.00021695-0.00013702i,-0.00028622-0.0005189i,-8.1006e-05-0.00055925i
0.00087804-0.0019096i,0.001407-0.0013973i,7.2631e-05-0.0011402i,-0.0002123-0.00088211i,-0.00013618-0.00088342i,-0.00063996-0.0014119i,-0.00050496-0.0014624i,-0.00060111-0.0007166i,-0.0010211-0.00017645i,-0.00085683+0.00017046i,-0.00087373+0.00065783i,-0.00044701+0.00011251i,0.00012961-0.00049412i,-0.00020263+0.00017454i,0.00029287+0.00067969i,0.0012156+0.00038631i,0.0011302-1.3286e-05i,0.00086123+0.00015243i,0.00047269-7.1594e-05i,0.0010635-0.00026934i,0.0010083+7.6684e-05i,-0.00047654-5.5857e-05i,-0.0012455-0.00061919i
0.0024517+0.0040605i,0.0026529+0.0039899i,0.0026221+0.0020055i,0.0019777-0.00077482i,0.000377-0.0020698i,-0.0017124-0.0020019i,-0.0020447-0.0011236i,-0.0013097+0.00023814i,-0.00094139+0.00078377i,-0.00059221+0.00049294i,-0.000741+0.00045824i,-0.00049403+0.00011648i,-0.00072775-0.00021509i,-0.0014081-0.00020474i,-0.00086517-0.00019145i,-0.00072602+0.00013701i,-0.00042924+0.0002881i,0.00055722+0.00043916i,0.00054514+0.0010149i,0.00064364+0.0013675i,0.00064203+0.0011528i,0.00018023+0.00018747i,0.0006666+0.00018378i
-0.0021113+0.0022052i,-0.0022239+0.0026616i,-0.0007564+0.0022132i,0.00041236+0.00092561i,0.00089059-0.00070673i,0.00046261-0.0020056i,-0.00012466-0.0026501i,-0.00035054-0.0019406i,0.00058329-0.00059786i,0.0012829+1.974e-06i,0.00062542-3.137e-05i,0.0006837+0.00024459i,0.00016191-0.00021939i,-0.0012319-0.0009178i,-0.0007356-0.00076074i,0.00033136-0.00055753i,0.0002037-0.00010346i,-0.00073292+4.3857e-05i,-0.0010007+2.7026e-07i,-0.00046179+0.0010097i,-0.00018564+0.00075045i,0.0001093+0.00033144i,-0.00043908+6.064e-05i
-0.0025914-0.0027673i,-0.0024371-0.002294i,-0.0021997-0.00034955i,-0.0015738+0.0007615i,-0.00099426+0.00055344i,-0.00071919+0.00017809i,-0.00010827+8.7113e-05i,0.00031009+0.00040135i,-0.00015075+0.0005398i,-0.0004729+0.0006799i,-0.00036058+0.00060493i,0.00028441-8.632e-05i,0.00069885-0.00094935i,0.00021406-0.0011266i,-6.3202e-05-0.00099049i,-0.00023696-0.00029355i,-0.00065448-0.00011167i,-0.00095323-0.00058509i,-0.00025003-0.00016711i,8.4259e-05+0.00035789i,3.9377e-05+0.00057964i,0.0002531+0.00049471i,-3.9322e-06+0.00022181i
0.0007062-0.00014422i,0.0011028+0.00092811i,0.00063713+0.0003461i,0.00039808-0.00078708i,-0.00016128-0.0010598i,-0.00034602-0.00090975i,-0.0005849-0.0011773i,-0.00085871-0.0016413i,-0.00014778-0.0010522i,-0.00038522-0.0001668i,-0.00082551+9.9177e-05i,-0.00013125+0.00033017i,-1.194e-05+0.00081431i,-0.00070694+0.00081277i,-0.00090059+0.00014201i,-0.00062161-0.00054622i,-0.00074279-0.00028533i,0.00017805-0.00019622i,0.00087901-0.00046227i,0.00097034-0.00056484i,0.00058307-9.5325e-05i,-0.0002576+0.00015839i,4.1593e-05+0.00022977i
0.0013933+0.0028742i,0.00053359+0.0019518i,0.00088971+0.00023397i,0.00083142-0.00083803i,-0.00022962-0.00034744i,-0.000939-0.0004361i,-0.0014883-0.00036552i,-0.0018709-2.2617e-05i,-0.0012892-0.00065176i,-0.00099956-0.0012532i,-0.0010549-0.00062666i,-2.3111e-05-0.00014237i,0.00075554-0.0004653i,0.00040212-0.00049429i,-0.0005816-0.00040903i,-0.00084713-0.00055817i,-0.00034475+0.00012197i,-0.00033318+0.00053633i,-0.00044917+0.00072353i,0.00036825+0.00047491i,0.0006761-0.00018435i,0.00083804-0.00010071i,0.00053775-0.00013764i
-0.0046769+0.0012976i,-0.0040235+0.0023321i,-0.0023681+0.0017067i,-0.0013935+0.00083842i,-0.0020982-0.00020047i,-0.0019324-0.00053642i,-0.001001-6.4882e-05i,-0.0012209+0.001008i,-0.00087394+0.001375i,0.00065465+0.00082771i,0.00066822+0.00073134i,-0.00015195+0.00071698i,0.00047509+0.00065933i,0.00034786+0.0013744i,-0.00058745+0.00045858i,-0.00054977-0.00017813i,0.00025728+0.00043537i,0.00085064-0.00023283i,0.00076466-0.00021911i,0.00020778+0.00042594i,-0.00086377+0.0001597i,-0.00065915-0.00013151i,0.0004562-0.0003322i
-0.00088388-0.0024461i,-0.00090709-0.0029405i,-0.0012236-0.0031496i,-0.00095719-0.0016865i,-0.0010264-0.00081991i,-0.00041777-0.0010813i,2.9344e-05-0.0013335i,-0.00046149-0.00082334i,-0.00063817+0.0004047i,-0.00082125+0.0012381i,-0.00098822+0.001083i,-0.00079788+0.00052672i,-0.00050111+0.00032536i,-0.00046835+0.00064764i,-7.9125e-05+0.0012236i,0.00019384+0.00088312i,-9.4546e-05-0.00025651i,-0.00083214-0.00061343i,-0.00053581-0.00050615i,-0.00025295-0.00052988i,-0.00087824-0.00055165i,-0.0007689+0.00020153i,-0.00075195+0.00053909i
0.0032742+0.00068714i,0.0029063+0.00082879i,0.0021473+0.00056397i,0.0014503-0.00040181i,-0.00035267-0.0013962i,-0.0023418-0.0011793i,-0.0027798-0.00075373i,-0.0018381-5.5946e-05i,-0.00028345+0.0004377i,0.00083094+0.00047298i,0.00086466+0.00041038i,0.00051279-1.0389e-05i,0.00052923-2.1552e-05i,0.00015559+0.00012252i,-0.00048439+0.00040651i,-0.0008219+0.00042874i,-0.00076725+0.0003941i,-0.0003439+0.00063732i,0.00010834+0.00075171i,0.00036057+0.00039873i,0.00023068+0.00032965i,-0.00034235+0.00042348i,0.00014027+0.00069114i
7.5756e-05+0.0022842i,0.00022708+0.0022636i,-0.00028667+0.00080403i,0.0007654-0.00027729i,0.0012282-0.00098919i,0.0003907-0.0013033i,-0.00081266-0.0010296i,-0.0019464-0.00040999i,-0.0016212-0.00044307i,-0.00069483-0.00071773i,-0.00064645-0.00061553i,-0.00092192-0.00016735i,-0.00073762+0.00011816i,-0.00037638+8.374e-05i,-0.00051925+0.00042559i,-0.0003836-0.00023192i,0.00036098-0.00057902i,-0.00025134-0.00012155i,-0.00049447+0.00012361i,0.00017887+0.00055282i,-0.00026134+0.00016923i,-0.0010657+0.00021772i,-0.00050423+0.00021843i
-0.0013167-0.0017162i,-0.001691-0.00081701i,-0.0010634-0.00087278i,-0.0014734-0.00030524i,-0.0025711-0.0005798i,-0.0015463-0.00041876i,-0.00024698-0.0006374i,0.00063964-0.0012246i,0.00080706-0.00063773i,0.00050046+1.1295e-05i,0.00094744+0.00037167i,0.0012435+2.2515e-05i,0.00088597+8.4084e-05i,0.00084721+0.0012476i,0.00085719+0.001204i,-7.0206e-05+0.00080823i,-0.00024769+0.0001484i,-9.8147e-05-0.00077727i,-0.00027425-0.00085436i,0.00053466+0.00032663i,0.00064568+0.0008469i,0.00034313+0.00037169i,0.00051699+0.00051521i
-0.0027132-0.0010976i,-0.0020819+0.0004773i,-0.0011213+0.00084617i,-0.00074241-0.00049398i,-0.00051008-0.0013981i,-0.00024293-0.0016193i,-0.0010114-0.0013027i,-0.0012841-0.00028679i,-0.00054498+0.00065842i,-5.9255e-05+0.00011562i,0.00035728-0.00037819i,0.0010487+0.00022573i,0.0012863-9.6475e-05i,0.0011608-0.00033287i,0.00093455+0.00025996i,0.00026811+0.00049718i,0.00036814+0.00078609i,0.00036032+0.0011746i,0.00035832+0.0004802i,0.00060623-0.00051483i,-0.00054053-0.00086576i,-0.00066598-0.00089432i,0.00031346+0.00014964i
0.00031767-0.00028076i,-0.00046394-0.0003018i,8.01e-05-0.00096112i,0.0001496-0.00078423i,-0.00080667-0.00028268i,-0.0020841-0.00041089i,-0.0024936-0.0012999i,-0.0014176-0.00088188i,0.0001398-0.00052617i,0.00046224-0.00027677i,-0.00025032+0.00029169i,-0.0011324+0.00070188i,-0.0016775+0.0010196i,-0.0016665+0.00078413i,-0.00049108+0.00079782i,0.00061416+0.0010058i,0.00012021+0.00047831i,-0.00016051+0.00036077i,3.6808e-05+0.00078968i,8.3618e-05+0.00021988i,0.00043595-0.00027155i,0.00039483-0.00043529i,2.6482e-05-0.00027088i
0.00081764-0.00027399i,0.00074562-0.00012338i,0.00092706+0.00037187i,-0.00020097+0.0004057i,-0.0010207-0.00054592i,-0.00038538-0.0012303i,-0.00012007-0.00027299i,-0.00044114+0.00060733i,-0.00061996+0.00013719i,9.9329e-05-9.214e-05i,0.00012226-0.0004715i,-0.00071893-0.001001i,-0.00017476-0.00053673i,0.00043292+0.00014297i,-0.00049944-0.00028698i,-0.00085519-0.0009863i,-0.00028359-0.00012688i,-0.00040292+0.00046127i,-0.00040484-2.8069e-06i,-0.00048915-5.1238e-05i,-0.00067822+0.00047868i,-0.00069419+0.00070833i,-0.00027147-6.4647e-05i
-0.0011885+0.00044551i,-0.0016899+0.00069696i,-0.00082576+0.00027884i,-9.9861e-05-0.00056672i,-0.00017803-0.0011621i,-9.4854e-05-0.0015034i,-0.00031371-0.0013714i,-0.00078648-0.00075993i,-0.0010128-0.0001916i,-0.00023619-0.00055035i,0.0001943-0.00034805i,0.000207-0.0001358i,6.3092e-05+0.00054142i,0.00010816+0.0013972i,0.0006336+0.001336i,0.00030561+0.00065843i,0.00017814-0.00022644i,0.00020397-0.00080951i,0.0001748-0.00079457i,0.00090199-0.00018328i,0.00068085+0.0003645i,-0.00010348+0.00078663i,-0.00084725+0.00041176i
-0.0023296+0.00037347i,-0.0026926+0.00060501i,-0.0020134+0.00017417i,-0.00098903+0.0010868i,-0.00060873+0.00088727i,-0.00084501-0.00059599i,-0.0010305-0.00092821i,-0.00073793-0.00090662i,-0.00025648-0.00095268i,-0.00013658+0.00027985i,-0.00011547+0.0002879i,0.00016377-0.00056182i,0.000667-0.00021141i,0.00068271+1.3467e-05i,0.001+0.0004256i,0.00052194+0.00041574i,-0.00019356-0.00031167i,0.0004269-0.00043275i,0.00074969-0.00040817i,0.00047769-0.00051911i,-0.0002392-0.00012112i,-0.00087255+0.00024599i,-0.00093459+0.0001423i
-0.0012566+0.00056402i,-0.0022661-0.00035884i,-0.00087243-0.0015285i,-0.0004165-0.0014287i,-0.0019007-0.0010533i,-0.0029012-0.0010567i,-0.0024765-0.00080116i,-0.0017012-0.00020605i,-0.0011519-0.00025247i,-0.0010984+0.00015428i,-0.00074649+0.00056674i,-0.00063709+0.00074861i,-0.0008881+0.00097063i,-0.00087096+0.00149i,-0.00019679+0.0012738i,0.00060914+0.00053596i,0.00049717-0.000314i,0.00056812-0.00042349i,0.00078235-0.00024954i,0.00088047-0.00027303i,0.00062564-0.00042236i,0.00011583-0.00022416i,5.7206e-05-0.00020572i
-0.00087707+0.00067762i,-0.00035181+0.00030811i,0.0005462+0.00044587i,0.0010284-1.2514e-05i,0.00091022-5.7529e-05i,0.00021542-0.00030245i,-0.00051162-0.0010381i,-0.00092013-0.0015473i,-0.001259-0.0014131i,-0.00085903-0.001057i,-0.00044685-0.0006465i,-0.00082565-0.00053281i,-0.00016422-0.00075712i,0.00049464-0.00070576i,0.00080042+5.5372e-05i,-6.9419e-05+0.0011486i,-0.0011709+0.0010119i,-0.0001987+0.00078434i,0.0009261+0.00075615i,0.0015782+0.00065824i,0.00051845+0.00036402i,-0.00087383+0.00019163i,-0.00054877-3.0073e-05i
0.00042945+0.00057152i,-0.00048398+0.00081805i,-0.00052536-4.5958e-05i,-0.00051499-0.0010522i,-0.00099494-0.0011942i,-0.0012612-0.00080443i,-0.0012361-0.00054973i,-9.2492e-05+0.00017362i,0.0014062+0.00051876i,0.0012992-0.00061899i,0.00085721-0.00046359i,8.9783e-05+0.00032318i,-0.00019409-4.7475e-05i,-0.00048588-0.00021706i,-0.00093276-0.00033566i,-0.00053015-0.00074627i,0.00016639-0.0011463i,4.0269e-05-0.00024189i,-0.00014611+0.0005408i,0.00062686-0.00015789i,0.00097546-0.0010088i,0.00076098-0.00063682i,0.00082559-2.9334e-05i
-6.97e-05-0.00050632i,0.00011777+0.00020578i,0.00054624-7.4027e-05i,0.00097055-0.00058049i,0.00025164-0.0015458i,-0.00074441-0.0013654i,-0.00097779-0.00029813i,-0.00065026+0.0001697i,0.00021459-9.4119e-05i,0.00066158-0.00033277i,0.00045358+0.0002968i,0.00081028+0.00015296i,-9.5055e-05-0.0005017i,-0.00084709-8.48e-05i,-0.00060696+0.00062191i,-0.00047871+0.00023909i,-0.00078417-0.00021178i,-0.0007484+0.0004599i,-0.0003435+0.00055333i,9.3524e-06-0.00053397i,-0.00018834-0.0010123i,-0.0005105-0.00081665i,4.1389e-05-0.00034392i
0.00010877+0.00060956i,-0.00081721+0.0012192i,-3.2181e-05+0.0017773i,0.0009648+0.0011497i,0.00059568-0.00024954i,7.2327e-05-0.0012857i,0.00043775-0.0014807i,0.00037778-0.00096073i,-0.00033688-0.00051464i,-0.00034305-0.00026266i,-8.503e-05-0.00047733i,-0.00013799-0.00072865i,-0.00050237-0.00021794i,-0.00070434+9.2882e-05i,-1.7612e-05+0.00026068i,0.00039682+0.00042236i,0.00015911-9.4384e-05i,-0.00069955-0.0008951i,-0.0014547-0.00089889i,-0.00060784-0.00033738i,0.00066285-4.0333e-05i,0.00045446+0.00035803i,-0.00018817+0.00077608i
