-0.0029905+0.0018308i,-0.0021124+0.00072399i,-0.0017219+0.0012898i,-0.001451+0.0016627i,-0.0012468+0.0011924i,-0.00089699+0.00076767i,-0.001027+0.00089421i,-0.00042278+0.0014441i,0.00065571+0.0018978i,0.0021099+0.0012356i,0.0021598+0.00010763i,0.00071608-0.0012945i,0.00012546-0.0019951i,0.00025087-0.0016485i,-0.00020164-0.00046149i,-6.8879e-06-0.00027333i,0.00038178-0.00026314i,0.0003952-0.00020223i,0.00055102-0.00010208i,0.00018178+0.00019457i,-0.0001098+0.00020269i,0.00042339+0.00010385i,0.00054329-0.00016856i
0.0014982-0.001841i,0.0020947-0.0024028i,0.001656-0.0024453i,0.00062287-0.0022099i,-0.0005481-0.0016388i,-0.0015371-0.00037285i,-0.00099336+0.00025805i,0.0001087-0.00033199i,0.00030149-0.00063369i,0.00058681-3.4658e-05i,0.00015885+0.00011473i,-0.00054053-0.00023895i,-0.0005087+0.00018614i,-3.8946e-05+0.00051485i,6.1881e-05+0.00018038i,0.00036993+5.6839e-05i,0.0010133-4.4476e-05i,0.0011851-0.00036228i,0.00089029-0.00021967i,0.00029904-7.3457e-06i,0.000374-6.0442e-05i,0.00085357+0.00043406i,0.0010218-9.1495e-05i
0.0032358+0.0036554i,0.0034631+0.0022051i,0.0032383+0.0006253i,0.0026734-0.00056789i,0.001621-0.0019549i,-2.019e-05-0.0019341i,-0.00075387-0.00028498i,-0.00032499+0.00069884i,0.00054368+0.00046568i,0.00092851-0.00033134i,-2.1767e-05-0.00084121i,-0.00071737-0.00088389i,-0.0013219-0.00037552i,-0.0015433+0.00042469i,-0.00012059+0.00058542i,0.00041297+0.00097647i,0.0002153+0.00042267i,9.6285e-05-0.00072987i,-0.00028435-0.00042378i,-0.00035499+7.6074e-05i,-3.9593e-05+0.000717i,-0.00046829+0.00097245i,-0.00035384+0.00014732i
0.00087104-0.00048074i,0.00023278-0.0013948i,0.0010428-0.0013012i,0.0010215-0.001537i,-3.1335e-05-0.001543i,-0.0011637-0.00093891i,-0.00078038-0.00027108i,0.00028592+0.00054862i,0.0011476+0.00059646i,0.0011743+0.00017694i,0.00018355-0.00090842i,-0.0003552-0.0010576i,-0.00047688-0.00011543i,-0.00026906+0.0003386i,0.00034793-0.00013417i,0.000888-0.00074997i,0.00086705-0.00048477i,0.0005068+0.00017141i,6.213e-05+0.00079003i,-0.00017621+0.00097611i,0.00022248+0.0006892i,0.00082178+0.0002741i,0.00018583+0.00039822i
-0.00018339-0.0028431i,-0.00095912-0.00092553i,-0.0027844+0.00067543i,-0.0025599+0.00072735i,-0.0019736+0.00061761i,-0.00091837+0.00069819i,-0.00030829+0.0006093i,-0.00034709-0.0003117i,-0.00031042-0.00095407i,0.00039418-0.00046207i,0.00082076+8.1078e-05i,0.00043787+0.00069414i,0.00011701+0.00013565i,0.00014268-0.00049824i,0.00024844-9.5175e-05i,-0.00037732+0.00012i,-0.0011488+0.00028082i,-0.00089064-6.1806e-05i,0.00023823+0.00011929i,0.0011979+0.000733i,0.00099142+0.00068022i,0.00074849+0.00062818i,0.00077922+0.00012177i
-0.00015574-5.3367e-05i,-0.00067669-7.7978e-05i,-0.0014255-0.00053201i,-0.00049122-0.00082465i,-0.00080228-1.7567e-05i,-0.0016151+0.0010216i,-0.00064572+0.0010083i,0.00019564+0.00010984i,5.4367e-05+4.0344e-05i,0.00033627+7.6597e-05i,1.9346e-05-0.00027036i,-0.00044409-0.00031248i,0.00017727-0.00068013i,0.00060388-0.00087117i,0.00078162-0.00060522i,0.00055647-0.00029107i,-0.0001229-2.305e-05i,-2.319e-05+0.00044552i,0.0002535+0.00030674i,0.00035298+0.00013779i,0.00098+0.00024953i,0.0012767-0.00025074i,0.00020515-0.00054297i
-0.0022755-0.0013119i,-0.0026904-0.0010528i,-0.0015739+0.00081615i,-0.00044608+0.0019164i,0.00011987+0.0010944i,0.0012745+0.00046887i,0.0015838+0.00023506i,0.00090933+0.00039558i,-9.6659e-05+0.00026488i,-0.00086126+0.00034817i,-0.00055195+0.0015905i,0.00015564+0.0013839i,0.00061671-0.00025048i,0.00068048-0.00070233i,0.00090297-0.00036882i,0.00023093-0.00012904i,0.00039599-0.00017502i,0.00083625-0.00039327i,-0.00023511+4.2558e-05i,-0.00057651+0.0004441i,-0.00021977-8.0299e-05i,-0.00020722-0.00067243i,0.00018047-0.00079275i
0.00040117-0.0011561i,-0.00021527-0.0017622i,-0.0011181-0.00090375i,-0.00071863-0.00072286i,-0.00024533-0.0012873i,-0.00034366-0.0011823i,-5.5631e-06-0.00054682i,0.00025044+0.00021413i,0.00039557+0.000561i,0.00080402+0.00010363i,0.00088457+3.5869e-05i,0.00047466-5.2934e-05i,6.2706e-05-3.7944e-05i,2.4008e-05-4.4987e-06i,-0.00012439-0.00083242i,4.1739e-05-0.0010512i,0.00027122-0.00035154i,-0.00028584+0.00026478i,-0.00011516+0.00089126i,0.0002907+0.00068071i,-7.8619e-05-0.00096549i,0.00024767-0.0011029i,0.00088826-0.00023678i
-0.00026603+0.00016117i,0.00082244+0.00082039i,0.001297+0.0014963i,0.0010826+0.0018906i,0.00037275+0.0016189i,3.8067e-05+0.00071768i,-8.8934e-05+0.00011234i,-0.00041113+7.4397e-05i,6.3932e-05+0.00052705i,-7.2498e-05+0.00026668i,-0.00028737-0.00032429i,0.0001864+0.00023166i,-0.00037879+0.00072901i,-0.00057857+0.00089271i,-1.8442e-05+0.0010997i,-0.00040579+0.0008461i,-0.0006351+0.00083543i,-0.00011793+0.0013895i,-0.00030722+0.0013502i,-0.00033134+0.0004909i,0.00053679+0.00027673i,0.00025961+0.00050379i,-0.00045863-0.00014406i
-0.00027961-0.00086462i,-0.00041626-0.00062222i,3.1707e-05-9.0135e-05i,0.00052626-0.00032359i,0.0006841+8.8991e-05i,0.00032488+0.0006645i,5.2762e-05+0.00068387i,0.0010416+0.00048466i,0.0011191+0.0010133i,-9.7244e-05+0.00055753i,-0.0006946-0.0002328i,-0.0005536-0.00039232i,-4.0069e-05+0.00035791i,2.7146e-05+0.00071729i,0.0002971+0.00079443i,-0.00037666+0.00058958i,-0.00070398-0.0012405i,0.0002606-0.0016644i,0.00033459-0.00056049i,0.00034725-0.00027526i,0.00044399+5.9555e-05i,0.00055025+0.00070808i,0.0012487+0.00010721i
0.0004863-0.0018365i,-0.0002737-0.0020428i,-0.00039738-0.0025582i,-0.00061983-0.001841i,-0.0014334-0.00074777i,-0.0018244+0.00023065i,-0.0010484+0.00028279i,0.00013221-0.00022947i,0.0013443-0.00022623i,0.0011269+2.2009e-05i,0.0006501-0.00018874i,0.00061641-0.00024954i,-3.0289e-05-8.8571e-05i,0.00028142+0.00050509i,0.00070573+0.0010668i,7.882e-05+0.00091633i,0.00011515+0.0005697i,0.00021828+0.00010704i,0.00034585+5.5984e-05i,-0.00038161+0.00081074i,-0.0011951+0.00087629i,-0.00068726+0.00068521i,7.9831e-05+0.001005i
-0.0022624+0.00024775i,-0.0012746+0.0012477i,-0.00095565+0.00052527i,-0.00059328+0.00016598i,-0.00035572+0.00075339i,0.00045823+0.0005242i,0.00090831-0.00019831i,0.00029952+0.00013419i,0.00035886+0.00065282i,-0.00015369+0.00034177i,-0.00067038+5.7955e-05i,0.00016724+0.00018633i,0.00033575+0.00020232i,0.00030178+0.0001221i,0.00034784+9.3879e-05i,-0.00016289-0.00049935i,-0.00066327-0.00069673i,-0.00076992-0.0010299i,-0.00058756-0.0009302i,-0.00022098+8.8568e-05i,-2.249e-05+0.00062831i,0.00028448+0.00078514i,0.00036203+0.00013304i
0.00093694-0.00089923i,0.0002639-0.0015999i,-0.00020879-0.0013289i,-0.0012035-0.00096927i,-0.001536-0.0011291i,-0.0017682-0.00022818i,-0.0011372-3.5053e-05i,0.0006601-0.0004271i,0.0011881-6.7236e-05i,0.00045132-3.4808e-05i,-0.00012454-2.9743e-05i,-0.00096365-0.00012602i,-0.0010334+0.0002427i,-0.00052445+0.00073034i,0.00051452+0.00053529i,0.0008763+0.00060054i,-0.00010909+0.0008842i,-0.00063715+0.00070065i,-7.3902e-05+0.00080634i,-0.00014624+0.00069311i,-0.0002006+0.00026769i,0.00015781+0.00026471i,-0.0001492+0.00087387i
0.00024033+0.00011079i,0.0014679+0.0011618i,0.0019116+0.0018691i,0.0019277+0.00043564i,0.0015389-0.00099141i,0.0012247-0.00065272i,0.00080903+0.00030144i,0.00048355+0.0010813i,0.00088748+0.00074579i,0.0013605-0.00013204i,0.00059281-0.00043633i,-0.00060025-0.00098546i,-0.0012509-0.0007103i,-0.0016275-0.00025014i,-0.00063759+8.9577e-05i,0.0006329+0.00014724i,0.00038747-7.4007e-06i,-0.00051492-0.00012711i,-0.00029652-0.00013897i,-8.4805e-05+0.00011343i,-0.00097547+2.0422e-05i,-0.0010521-0.00023046i,-0.00099079+1.9981e-05i
0.00040303-0.0001359i,0.0010558+0.0012398i,0.00056758+0.0012926i,0.00046565+0.00069811i,0.00067524+0.0005407i,0.0010489+0.00020304i,0.0014695-6.4971e-05i,0.0016259-0.00032513i,0.0014225-0.00027556i,0.00097698+0.00016849i,0.000221+0.00036551i,-0.00042155+5.0124e-05i,7.6411e-05-0.00046627i,0.00036962-0.00040737i,-0.00011075+5.4192e-05i,-0.00016045+0.00026013i,-0.00025807-5.9594e-05i,-0.0008861+9.9321e-05i,-0.0011636+0.00027836i,-0.00089277+0.00022025i,-0.00052022+0.00046373i,0.00037612+0.00062633i,0.00057373+0.00091073i
0.00038007-0.0008043i,-0.0001197-0.00068344i,-0.00066961-0.00087027i,-0.0011263-0.00097701i,-0.0015885-0.0012253i,-0.0010022-0.00029913i,-0.00069717+0.00059487i,9.2749e-05+0.00056828i,0.00065389+2.7165e-05i,0.00076202-0.00026535i,0.00055277+0.000377i,-0.00026567+0.00062479i,-0.00017033-2.8065e-05i,0.00048014-0.00039544i,0.00041681+0.00045179i,0.0002268+0.00024288i,2.4989e-05-0.00084433i,-0.0010808-0.00034184i,-0.0016062+1.6018e-05i,-0.00063171-7.9785e-05i,-6.785e-06+0.00054807i,-0.00039715+0.00071683i,-0.00018109-0.00028788i
0.0028082+0.00076853i,0.0030651+0.0005631i,0.0030323+0.0003907i,0.0028488-0.00083535i,0.0019351-0.0017742i,-9.287e-05-0.00039091i,-0.00088144+0.00022427i,-0.00010952-1.6646e-05i,0.00087064+3.7658e-05i,0.00092387-0.00040409i,0.00037157-0.00094201i,0.00020204-0.00081566i,0.00047463-0.00060495i,0.00039714-0.00082122i,0.00018409-0.00038929i,-2.0833e-06-0.00054329i,-0.00029519-0.00068523i,4.9361e-05-0.00023588i,0.00042273-9.7321e-05i,0.00029494-0.00036216i,0.00058999-0.00020067i,0.00024941+9.4937e-06i,-0.00023381+0.00030993i
0.00081175-0.0014558i,0.0010487-0.0019244i,0.0013555-0.0021569i,0.0012674-0.0012363i,-0.00048494-0.0013457i,-0.0012212-0.0014691i,-0.00050118-0.00066836i,0.00011357-6.1504e-05i,8.7713e-05+0.00026212i,-7.5319e-06+0.0006182i,0.00064792+0.0010243i,0.00053235+0.0010295i,-0.0010111+4.5621e-06i,-0.0016081-0.00066428i,-0.00036445-0.00050896i,-1.6464e-06+0.00027619i,-0.00018156+0.00054961i,0.00020838+0.00079452i,-4.7591e-05+0.0010281i,-8.9903e-05+0.00071201i,0.00014199-0.00015648i,0.00058111-0.00017043i,0.00047817+0.00036644i
0.0011119+0.001705i,0.0011135+0.002124i,0.0013729+0.0016448i,0.0018133+0.0001978i,0.00093652-0.001141i,-0.0011078-0.00034738i,-0.00097563+0.00060173i,-6.6366e-05+0.00074731i,0.00077312+0.00030925i,0.0011779-0.00018804i,0.0010009-0.00011396i,8.7734e-05+9.9085e-05i,-0.00052482+0.00058625i,8.9151e-05+0.00074706i,0.00071087-0.00033962i,0.00011034-0.00070806i,-0.0008431-0.00057613i,8.1901e-05-0.00082367i,0.00040101+5.4764e-05i,0.00048227+0.0002912i,0.00094852-0.00024464i,0.00068261+0.00034329i,0.0005653+0.0010352i
-0.0012258+4.013e-05i,-0.00092629+0.001027i,0.00069385+0.0022236i,0.0011984+0.0013818i,0.0017101-0.00033775i,0.0013666-0.00055507i,-0.00059298+0.00031121i,-0.00077223+0.00060786i,-0.00012127+0.00054258i,0.00061724+0.000506i,0.00073274+0.0002404i,0.00044316+2.3428e-05i,0.00093718+0.00072132i,0.0011403+0.0013189i,0.00086384+0.00081468i,0.00043621+0.00043207i,6.0881e-05+7.2748e-05i,-0.00061955+8.4448e-05i,-0.0006236+0.00024239i,0.00049284+1.2054e-05i,0.00044102-7.4172e-05i,-3.5841e-05-0.00015416i,-3.9015e-05-0.00029148i
-0.00048796-0.0019873i,0.00045643-0.0010877i,0.00017119+0.00089393i,0.00053242+0.0017115i,0.0010741+0.00094947i,0.0012959+0.00031396i,0.00083923+0.00059188i,0.00040696+1.5261e-05i,-0.0004407-0.00014774i,-0.00031164+0.00060697i,0.00054142+0.00047886i,0.00032759+8.7518e-05i,0.00011428-0.00022447i,-0.00055756-0.00070477i,-0.00052797-0.00072863i,2.8319e-05+3.0917e-05i,-0.00048811+0.00054794i,-0.00069842+0.00020029i,0.00014465+0.00032448i,0.0010082+0.0009049i,0.00098264+0.00055336i,0.00036923-3.4521e-05i,0.00048051+2.5249e-05i
0.00092459-0.00028306i,0.0010634-0.00047483i,0.00070178-0.00079202i,0.00064174-0.00075542i,0.00067495+0.00043232i,-5.3723e-05+0.0010231i,5.7898e-06+0.00074513i,0.00061691+0.0011794i,0.00035876+0.0016222i,0.00039635+0.00063248i,0.001001+0.00029516i,0.0010141+0.00081073i,0.0008029+0.00055722i,0.00048345-7.1759e-06i,7.6973e-05+4.044e-05i,-6.265e-05+0.0004538i,-0.00017962-0.00025894i,0.0001068-0.00099567i,8.0944e-05-0.00011273i,-2.3126e-06+0.00059005i,0.00010918+0.00031817i,3.1206e-05+2.3564e-05i,4.6855e-05-0.00031936i
-0.0043069+1.3949e-05i,-0.0037452+0.0002803i,-0.0027237+0.00050702i,-0.00082706+0.0011656i,0.00067484+0.0016057i,0.0010322+0.0015395i,0.00039997+0.00010464i,0.00053515-0.00082472i,0.0010317+0.00037595i,0.00097785+0.00093592i,0.0005083+0.00018074i,-0.00033247-0.0004036i,-0.00062159+3.2473e-05i,-0.00072287+0.0004414i,-0.00080514+0.00034802i,-0.00030554-0.00025511i,0.00051967-0.00060056i,0.00014175+0.00024193i,-0.00019907+0.0004033i,-0.00025702-0.00050199i,-0.0001732-0.00061155i,0.0007266+0.00024111i,0.0010003+0.00058043i
-0.00041014-0.0009418i,-0.0015587-0.00040042i,-0.0020685-0.00077127i,-0.001511-0.00046179i,-0.00053138+4.4824e-05i,-0.00066383+0.00049523i,-0.00084799+0.00051909i,-0.00074181+0.00073867i,-0.00029735+0.0005509i,0.00057628+1.5551e-05i,0.00082767-4.4377e-05i,5.7488e-05+0.00023784i,0.00015058+0.00021997i,0.00082989+0.00010654i,0.0005796-0.00063587i,-0.00047985-0.00089171i,-0.00091088-0.00023365i,-4.0554e-05-0.00022524i,0.0007009-0.00078359i,0.00047409-0.00031983i,-0.00020827-0.00026505i,-0.00013242-0.00071274i,0.00011209-0.00060313i
-1.1262e-05+0.0019819i,-4.9626e-05+0.002006i,0.00085278+0.0017743i,0.0018091+0.0014781i,0.001225+0.00033298i,0.00061123-0.00084048i,0.00028085-0.00041412i,-0.00024383+0.00012113i,0.00011667+1.2862e-05i,0.00093466+0.00026849i,-8.4288e-05+8.5046e-05i,-0.00034576-0.00049178i,0.00087793-0.00068193i,0.000925-4.1099e-05i,0.00069562+0.0004862i,0.00031603-0.00015375i,-0.00020636-0.0011334i,5.1523e-06-0.0013157i,0.00045326-0.00069056i,-1.6126e-05+0.0002438i,-0.00058939+0.00053387i,-0.00018528-0.00018352i,-9.2547e-05+0.00041563i
-0.0012374+0.00058874i,-0.0010572+0.00012518i,-0.0015976+6.8101e-05i,-0.00061408+0.00012916i,0.00028282+0.00029922i,-9.277e-05-0.0007528i,-1.5378e-05-0.0016913i,0.00020947-0.00018223i,0.00085149+0.00079703i,0.0014423+0.00066642i,0.0010535-0.00022034i,8.6945e-05-0.00083736i,-0.0006199-0.00011497i,-0.00077932+0.00052637i,-0.00054074+0.000505i,-0.0005719+0.00047057i,-0.00069025+0.00029353i,-0.0011195-4.3029e-05i,-0.0010364+0.00032841i,-0.00095931+0.00053182i,-0.00062253+1.2857e-05i,0.00028593+0.00014316i,0.00051145+0.00022436i
-0.00030009-0.0007514i,0.00018893+0.00023551i,0.00042772+0.00041647i,0.0019222+0.00025937i,0.0022777-3.9216e-05i,0.00073749-0.00013092i,0.00020709+0.0005206i,0.00035186+0.0015382i,0.00010008+0.0014889i,0.00075565+0.0014736i,0.00091282+0.0011022i,0.00021807-0.0001855i,0.0001962-0.0001445i,0.00013298+0.00031408i,-0.00024098+0.00066562i,-0.00057645+0.00045101i,-0.0011403+0.00031356i,-0.00094553+0.00019868i,-0.00023454-0.00051246i,-0.00031141-0.00083019i,-0.00026305-0.00065371i,0.00046949-0.00055012i,0.00067219+0.00038861i
0.0013664+0.00027676i,0.00092614+1.4983e-05i,6.2995e-05-0.00033297i,-0.00051499-0.00096179i,-0.001508-0.00069497i,-0.0018934+3.8574e-05i,-0.00080247-0.00017754i,0.00017817-3.3515e-05i,2.3347e-05+0.00048817i,0.00014748+0.00060113i,0.00040578+0.0011731i,-0.00023585+0.0013576i,-0.00021683+0.00038117i,0.00029577-8.9182e-05i,0.00022831-0.00038031i,-0.00026677+0.00050949i,-0.00049235+0.0010488i,-0.00068871+0.00059932i,-0.00055252+0.00077725i,0.00019358+0.00073506i,0.00016837+0.00049507i,-0.00034262+0.00018127i,-0.00035593-0.00088849i
-0.00019241+0.0015032i,0.0011503+0.0018061i,0.0016776+0.0003013i,0.00158-0.00061614i,0.0012685-0.00060041i,0.00017625-0.00051428i,-0.00010633-0.00046248i,0.00044995-9.0209e-05i,0.0010196+0.00061652i,0.0012596+0.0003033i,9.8187e-05-0.00013342i,-0.00076888-0.0006295i,-0.00020704-0.0006384i,6.3878e-05+6.7657e-05i,-0.00063369+0.00025703i,-0.0010532+0.00061439i,-0.00011002+0.00042756i,0.0007895+0.0002851i,-0.00034621+1.1271e-05i,-0.00079371+0.00021833i,-0.00055776-0.00015958i,-0.00019724-0.0010555i,-0.00032742-0.0002943i
0.0013167-0.0013535i,0.0002933+0.00010933i,-0.00020602+0.0013308i,-0.00068091+0.00020995i,-0.00072932-0.00046281i,-0.00046089-0.00042784i,-6.157e-05-0.00066603i,0.0014784-0.00044734i,0.0018205-0.00057713i,0.00098314-0.00099321i,-9.7436e-05-0.0016113i,-0.00026323-0.001171i,0.00049123-0.00015885i,0.00027631+0.00080117i,-0.00016043+0.0012094i,-0.00044274+0.00048095i,-0.00052671+0.0002487i,-0.00040558+0.00014319i,-0.00056769-0.00064686i,-0.00011337-0.00011452i,0.00016718+0.00037175i,2.0725e-05+0.0002604i,-7.6777e-05+0.00029042i
0.00065112-0.00016918i,-0.00016231+5.789e-05i,0.00058578+0.00028638i,0.0012518+0.00035059i,0.001207+0.00038779i,0.0011247+0.00059779i,0.00052526+0.0010846i,-9.1736e-05+0.0015936i,0.00011442+0.00088454i,0.00076265+0.00058808i,0.00028966+0.00077034i,-6.5027e-05+0.00021956i,0.00032653+0.00011963i,0.0002663-0.00033457i,0.00072568-0.00060899i,0.00057441-0.00051449i,3.9623e-05-0.00040161i,-0.00051994+2.8394e-06i,-0.00080165+0.0010098i,7.6363e-05+0.001698i,0.00033237+0.00081912i,-0.00023848-0.00010097i,9.0267e-05-0.00040905i
0.00015172+0.00096269i,0.0011885+0.00029936i,0.0018581-0.00066766i,0.00071414-0.0011898i,-0.00048204-0.00081598i,-0.00089815-0.00033303i,-0.00074627-0.00041599i,0.00049364-2.6438e-05i,0.0011844+0.00084076i,0.001312+0.00071781i,0.00089389-0.00028455i,0.0006866-0.00062403i,3.4251e-05+3.946e-05i,-0.0011524+0.0003669i,-0.0010321+0.00021387i,-5.7061e-06+0.00031304i,-0.0003541+0.00060277i,-0.00026545+0.00047136i,4.0214e-05-0.00031635i,2.1952e-05-0.00073237i,0.00057272-0.00034168i,0.00066597+0.00046185i,0.00029181-2.1776e-05i
-6.3822e-05-0.0014309i,-0.00042451-0.00087104i,-0.00025472+0.00014208i,-0.00034929+0.00034193i,-0.00049248-0.00029995i,-0.00051154-0.00091826i,8.7187e-05+8.476e-05i,0.00073139+0.0010324i,0.00017694+0.0011244i,-8.9765e-05+0.001094i,0.00096537+0.00079577i,0.0010171+2.1496e-05i,0.00036951-0.00028821i,0.00045752+0.00067079i,0.00085421+0.00095669i,0.000632-0.00032433i,-0.00025878-0.0010222i,-0.0008993-0.0010255i,-0.00088313-0.00030281i,0.0001026+0.00037104i,0.00037316+0.00032283i,-0.00031556+0.00031651i,-0.00052855-7.0006e-06i
-3.7566e-05+0.00038433i,-9.9402e-05-0.00055396i,-1.7483e-05-0.00038558i,0.00082547+0.00017369i,0.001054+3.3534e-05i,0.00046404+0.00021589i,0.00043723+0.0013379i,0.00042716+0.0012318i,-2.9318e-06+0.00055332i,-9.6949e-05+3.9142e-05i,0.00025907-0.0011736i,-0.00010209-0.0012996i,-0.00022882-0.00058799i,4.8935e-05-0.00032631i,-0.00011017-0.00018749i,-0.00040685+0.00021744i,-0.00033955+0.00020417i,0.00037308+0.00025703i,0.00055371+0.000645i,-0.00017992+0.00078519i,-0.00028763+0.0005008i,-0.00035305-1.528e-05i,-0.0008614-0.00018821i
-0.0010739+0.00072334i,-0.0001905+0.00087634i,0.00045849-4.6947e-06i,0.00095055+0.00036778i,0.00055761+0.0012773i,0.00010405+0.00071812i,7.8506e-05-0.00012399i,0.00033079-0.00028372i,0.00053365-0.00048764i,0.00052475-0.00012515i,0.00047212+0.00061195i,-0.00020618+0.00015884i,-0.00075595-0.0006671i,8.6077e-05-0.00023077i,0.00017177-0.00025912i,-5.9181e-05-0.00081614i,0.00034597-0.00075018i,0.00027667-0.00016373i,-5.9532e-05+0.00025076i,-0.00037262+0.00032754i,-0.00069873-0.00035547i,-0.00038348-0.00060777i,-0.00071553-0.00039362i
0.0012574+5.6736e-05i,-3.8422e-05+0.00021927i,-7.3433e-05+0.00060039i,-0.00010874-0.00022446i,-0.00045335-0.00083926i,-0.00059258-0.0003155i,-6.2689e-05+0.00051941i,0.00035306+0.00067324i,0.00091308+0.00031304i,0.0014317-0.00018694i,0.0013194-0.00012288i,9.852e-05+0.0005038i,-0.00047213+0.00057716i,-0.00011486+0.00073626i,-0.0002142+0.00077931i,0.00010178+0.00060952i,-3.6966e-06-0.00022867i,-0.00022541-0.0010612i,0.0002813-0.0010325i,0.00074669+5.4899e-05i,0.00024436+0.00073368i,-0.00041834+8.5163e-05i,-0.00039919-0.0001595i
0.0014219+0.0012495i,0.00081007+0.00048222i,0.00048556-0.00095866i,0.0011346-0.0011672i,0.0012532-0.00095669i,0.00079038-0.00048657i,0.00027994-0.0002869i,0.00057837-0.00029403i,0.00047067+0.00021845i,-0.00016759+0.0001307i,-0.00028561-0.00052947i,-0.00019246-0.0011671i,-7.0144e-05-0.00048486i,-0.00022575+8.0688e-05i,0.00015015-0.00037648i,-0.00011853-0.00018874i,-0.00074752+0.00061447i,-0.00038677+0.00075043i,-0.00037626+0.00013789i,-0.00054745-8.1203e-05i,-0.00028717+0.0008583i,-0.00024157+0.0010335i,-0.00032232+0.00031329i
-0.0025384-0.0013513i,-0.0019407-0.001391i,-0.0011271+0.0001675i,-0.00042435+0.00023648i,-0.000355-0.00047239i,-0.00085589-0.00050694i,-0.00026489+0.00039849i,-4.6739e-05+0.00077983i,-7.5114e-05+0.00015883i,0.00047061-0.00020146i,0.00054398-7.9553e-05i,4.6412e-06+0.00063659i,-1.3588e-05+0.0011444i,0.00083881+0.0010211i,0.0010473+0.00043704i,0.00052393+0.00026389i,0.00016449-9.8422e-05i,4.789e-06-0.00052233i,0.000483-0.00028487i,0.00083469+0.00018108i,0.00077233+0.00029841i,0.00056784-6.6821e-05i,0.00024067-0.00073104i
-0.00027481+0.00032899i,-0.00031792+0.00032059i,-0.00061429+0.00082964i,-0.00039109+0.0011535i,0.00010032+0.00077577i,9.6844e-05+0.00015413i,0.00032076+0.0003459i,0.00039899+0.00028639i,0.00017259+0.00056085i,0.00070785+0.00087131i,0.00058068-2.0107e-05i,0.00036417-0.00017109i,0.00029966+0.00056045i,-0.00016635-0.00061607i,3.5132e-05-0.0011253i,0.00034425+0.00018165i,-0.00029521+0.00097744i,-0.00088848+0.00051494i,-0.00078652+0.00038959i,-0.0010165+0.00047366i,-0.00036036+0.00039542i,0.00014786+0.00017479i,0.00043593-0.0006008i
0.00039578-0.00024228i,0.0002222-0.0014074i,0.00022042-0.0014094i,-0.00059578-0.00094967i,-0.0010336-0.0012592i,-0.0012725-0.00038029i,-0.000983+0.0013334i,0.00068049+0.0010921i,0.0015022+6.5024e-05i,0.00081987-0.0001027i,0.00028422-0.00040355i,-0.00051859+0.00036032i,-0.00076069+0.00074998i,-0.00035804-2.962e-05i,0.00026525-0.0002488i,0.00053236-0.00039085i,0.0003501-0.0011172i,0.00011349-0.00085494i,0.00012224-0.00030597i,0.00032034-0.00015426i,7.5222e-05+0.00017462i,0.00019719+0.00060247i,0.00093834+0.00017562i
0.0012472-0.0011138i,0.00087533-0.0008982i,0.0011866-0.00023798i,0.0021574-0.0019786i,0.0021278-0.0029221i,0.00039682-0.0015693i,-0.00080996-0.00078588i,-0.00031241+2.0304e-05i,0.0003675+0.00020496i,0.0011656-0.00057023i,0.001065-0.00058206i,0.00013018-0.00042789i,-0.0005509-0.0002621i,-0.00098634+0.00037025i,-0.0009791+0.00060567i,0.00017339+0.00023456i,0.0007224+1.9117e-05i,0.000593+0.00058925i,-4.287e-05+0.00046457i,7.1483e-05+0.00031583i,0.00014254+0.0013112i,-0.00064868+0.000854i,-0.00030216+4.677e-05i
0.0016473+0.0012222i,0.0020573+0.00059442i,0.0025805+0.00069952i,0.0019953-0.00019103i,0.00073179-0.0011694i,-0.0003191-0.0011652i,-0.00072689-0.00021887i,-0.00045786-0.00014288i,0.00033649-0.0004017i,0.0008113-8.4302e-05i,0.00057234-0.00031358i,4.0696e-05-0.00080932i,-0.00019126-0.0005728i,-0.00014977+0.00016116i,-0.00042528+0.00024323i,-0.00028618-0.00074874i,0.00010619-0.0015241i,0.00074917-0.0013231i,0.00080534-0.00099155i,0.0004156-0.00030758i,0.00037947+0.00059955i,0.00010965+0.0007181i,-0.00040451+0.00043264i
-0.00047606+7.2018e-06i,-0.0016036+0.00025326i,-0.00082539+0.00012256i,4.5828e-05-0.00033991i,0.00021556-0.0010211i,0.00024515-0.00070412i,-0.00010731+0.00010178i,0.00097668-0.00042243i,0.001954-0.0007663i,0.00079231-0.00030801i,-0.00018667+0.00034981i,-0.00055099+0.00061917i,-0.00051032+6.4906e-05i,0.0002598-0.00059738i,0.0013206-0.00039323i,0.0013439+7.3033e-05i,0.0002257+0.0004397i,-0.00057975-0.00046613i,-3.1586e-05-0.00063916i,0.0009014+0.000364i,0.0011149+0.00032064i,0.00033022-0.00047938i,-0.00033747-0.00031299i
