-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
-0.00034626+0.0022022i,-4.5507e-05+0.0014801i,0.00085506+0.0011579i,0.001742+0.00099219i,0.0016632+0.0011459i,0.0017568-4.1276e-05i,0.001448-0.00094253i,0.00049141-0.00036659i,0.00031831+0.00041862i,0.000341+6.2123e-05i,0.00049883-7.4328e-05i,0.00056391-8.9147e-05i,-0.00015303-0.0002519i,-0.00094056+0.00013183i,-0.00066319+2.8261e-05i,-0.00031141-0.0002328i,-0.00080416-0.0003909i,-0.0011876-0.00029025i,-0.00060513-0.00023024i,-0.00069427-0.00042398i,-0.0010276-7.0475e-05i,-0.00065691+0.00048256i,-0.00033033+0.00074415i
0.00017926-0.0033153i,-0.00033107-0.0020586i,-0.0018099-0.0010467i,-0.0027231+0.0010954i,-0.002295+0.0030357i,-0.0010091+0.0023888i,-0.00026141+0.0013164i,-0.00064828+0.00017896i,-0.00036912+0.00019054i,-0.00021117+0.0003663i,-0.00095164+0.0003368i,-0.0001656+0.00031619i,0.00098047+0.00011897i,0.00090813+0.00024678i,0.00043157+0.00015182i,8.9627e-05+6.187e-05i,-0.00033127-0.00052062i,0.00028979-0.00040267i,0.0005626+0.00070396i,-0.00010374+0.0012698i,0.00022944+0.00085632i,0.00020253+0.00051779i,-0.0010686+0.0003089i
-0.00025313-0.00014273i,0.00021631+0.001092i,-0.00020332+0.0017844i,-0.00016081+0.0024647i,0.00039175+0.002726i,0.00088976+0.0018241i,0.00087828+0.00090836i,0.00052279+0.0001942i,8.0216e-05-0.00034506i,0.00027454-0.00011099i,0.00088028+3.5838e-07i,0.0011761+0.00031365i,0.00010192+0.0002802i,-0.00055763-0.00073216i,-0.00026946-0.00078003i,-0.00015714-7.0153e-05i,-0.00028786+0.00052483i,-0.00064926+0.00074325i,-0.0007435+0.00054139i,-0.00039769+0.00047619i,-3.4302e-05+0.0001854i,9.741e-05-0.00080803i,0.00030469-0.00068981i
3.9849e-05+0.0011146i,0.00019068-0.00018915i,0.00087136-0.0011823i,0.0015527-2.6663e-05i,0.0011824+0.0017166i,0.00048782+0.0027332i,0.00061495+0.0018465i,0.00031873+0.00071685i,-0.00069797+0.00038322i,-0.0011452-4.3202e-05i,-0.00062666-0.00062054i,0.00015115-0.00051956i,0.00024297+8.3651e-05i,0.00052287-0.00040898i,6.4619e-05-0.00027403i,-0.00065835+0.00028281i,-0.00076253-0.000399i,3.4724e-05-0.0011483i,0.00047328-0.00069557i,-0.00064044-0.00030652i,-0.00053275-0.00013204i,-0.00014351-0.00020654i,0.0001279-0.00033999i
0.00010321+0.0012486i,0.0013522+0.0013773i,0.0014405+0.001793i,0.00042975+0.0023315i,0.00033893+0.0022831i,0.0011967+0.0010904i,0.0015283+0.00054823i,0.00052241+0.00032348i,-0.00062958+7.2283e-06i,-0.00037581+0.00019259i,-0.00031476-0.00018419i,-9.4931e-05-0.00063796i,0.00067029-0.00031549i,0.00097993+4.1688e-05i,0.00032069+0.00010208i,-0.00056698-0.00048011i,-0.00070919-0.00075248i,-0.00024035-0.00069403i,2.8368e-05-0.0001163i,-0.00032712+0.00072393i,-0.00065154+0.00035602i,-0.00023381-9.6241e-05i,0.0006817-4.4736e-05i
0.0013516-0.00044656i,0.0011568-0.00096345i,8.0638e-05-0.00077861i,-0.00042925-0.00021952i,-0.00052238+0.00079012i,-0.00028883+0.0012524i,0.00055078+0.00092931i,0.00049892+0.00062257i,7.2322e-05-0.00037294i,-0.00067855-0.00072483i,-0.00047066-0.00059926i,0.00045976-0.00049915i,0.00012648-0.00031133i,-0.00027621+1.7007e-05i,-3.8137e-05-0.00033015i,0.00032844-0.00073476i,0.00080489-0.00024093i,0.00087008+0.00033578i,-0.00017699-4.5079e-05i,-0.00079907-0.00017905i,-0.00069577+5.902e-05i,-2.6133e-05+4.2182e-05i,0.0010841-0.00052846i
0.0016062-0.0028632i,0.0011246-0.0026663i,-4.3201e-06-0.0021458i,-5.568e-05+0.0001296i,-9.9358e-05+0.0015575i,0.00061461+0.0014676i,0.00063299+0.0014271i,0.00048601+0.00065275i,0.00018576+4.8589e-05i,-0.00029022-0.00041221i,4.1748e-05-4.5387e-05i,0.00020947+0.0005663i,-0.00031025+0.00020984i,0.00080009+2.9582e-05i,0.0019042+0.00081473i,0.00083541+0.00074024i,0.00015218-0.00080101i,0.00092486-0.0013407i,0.0010163-0.0003128i,0.00044059+0.00036668i,-0.00018403-2.0316e-05i,-0.00021917-0.00037582i,0.00015957-0.0002403i
-0.00086333-0.0021637i,-0.00085645-0.0022186i,-0.0016519-0.00054436i,-0.0013088+0.0014169i,-0.00020325+0.00194i,0.00064665+0.0016116i,0.00045911+0.0010778i,-4.5218e-05+0.00042133i,-0.00020149-0.00019945i,-0.00065439-0.00036627i,-0.00087777-0.00047342i,-0.00015825+0.00027802i,0.00028783+0.00051855i,0.00049088-0.00039226i,0.00094451-0.00058885i,0.00038958-3.6999e-05i,-0.00046344-9.8828e-05i,2.3888e-05-0.00034967i,0.00047908+5.4733e-05i,0.00013403-0.00046064i,-0.00030566-0.00095389i,-0.00022108-0.00036137i,0.00040956+0.00011148i
0.00048134-0.0014105i,0.0010207-0.001129i,0.00074106-0.0017903i,0.00053024-0.0013513i,0.00052607+0.00021225i,-0.00015684+0.0011463i,7.5487e-05+0.0015879i,0.0008053+0.0012826i,0.00048602+0.0005322i,-8.0091e-05-0.00034674i,0.00045243-0.0001447i,0.00041691+0.00046699i,0.00018155+6.7915e-05i,0.00027292+5.461e-05i,-0.00019387+0.00056388i,2.3357e-05+0.00034999i,0.00057124+0.00025926i,0.00046121+0.00021244i,4.0673e-05-0.00032527i,-0.00022034-0.0010257i,0.00037661-0.0007182i,0.0005791-8.9815e-05i,0.00032608+0.00085131i
-0.0011308+0.0018784i,-0.00022777+0.0019974i,0.00080175+0.0020568i,0.00094716+0.00054465i,0.00045327-0.00044396i,-7.5119e-05-0.00046486i,5.2037e-05-0.00032815i,-0.00025053-0.0005012i,-0.00031385-0.0010595i,6.0796e-05-0.0010001i,-0.00016596-0.00026308i,2.5995e-05+3.9603e-05i,3.2091e-05-0.00021226i,-0.00031969-0.00010427i,-0.00064408-0.00017503i,-0.00074093-0.00038475i,-0.00041996-0.00019808i,0.00026011+0.00031976i,-0.00014283+0.00073011i,-9.2223e-05+5.8354e-05i,0.00082052-0.00090237i,0.00052101-0.00069749i,-0.00027199-5.7488e-05i
-0.00069049-0.00029486i,-0.0010847+0.00034809i,-0.0014943+0.0018399i,-0.00080953+0.0031156i,-0.00018292+0.0033047i,0.00075508+0.002032i,0.0013813+0.0013409i,0.00081223+0.0015518i,-0.00057635+0.0011398i,-0.00085881+0.00035276i,-0.00030691+2.934e-06i,0.00027769+0.00018603i,1.5016e-05-0.00019523i,-0.0003054-0.00023765i,-9.0287e-05-7.3804e-05i,-5.3003e-05-0.00057194i,0.00016508-0.00040973i,0.00022523-0.0003039i,-0.00029036+4.6441e-05i,-0.00062445+0.00020401i,-0.00024908-0.00038292i,-0.00036834-0.00070232i,-0.00065484+0.00029834i
0.0022585+0.0018345i,0.0018858+0.00053629i,0.0020011-0.00095618i,0.0011754-0.00078538i,0.00050035-4.4451e-05i,0.00015345+0.0007521i,0.00020405+0.0013198i,0.00081258+0.00075344i,0.0010105-0.00014508i,0.00067358-0.00062204i,-2.7102e-05-0.00026584i,-0.00046414+0.00034915i,0.0001073+0.00063268i,0.00036603+0.00093985i,-0.0001699+0.00078062i,-0.00014427+0.00046757i,0.00029581+0.0001477i,0.00024055-0.00023289i,0.0006488-0.00085358i,0.0010609-0.00082795i,0.00074388-0.00023611i,0.00080798-7.6643e-05i,0.0007604+0.00018174i
-0.00038704-0.00013503i,-8.0393e-06+0.0002954i,8.932e-05+0.0013525i,0.00021517+0.0016704i,0.0002373+0.0018957i,0.00042433+0.0017994i,0.0004524+0.00088206i,0.00033102+5.1714e-05i,6.6035e-06-0.00021015i,-0.00027862+0.00033211i,0.00042211+0.00020088i,0.00082103-0.00011344i,0.0011442-0.00026273i,0.0009872-0.00030123i,0.00020304+0.00014168i,2.6999e-05+0.0002963i,-0.00018906+0.00034359i,-0.00040723+0.00069317i,-0.00020668+0.00066275i,-0.0010105+0.00041419i,-0.0013296-0.0004101i,-0.00055094-0.00029286i,-0.00012762+0.00029418i
0.0018293+0.00043219i,0.0017046+0.00045728i,0.0017431-0.0010153i,0.0013904-0.002022i,0.00070676-0.0012856i,0.00010547-0.00013045i,-0.00045963-2.2285e-06i,0.00017668+0.00017749i,0.00039825+0.00060021i,-7.9924e-05+5.1083e-05i,-0.00015622-0.00016646i,-0.0005687-9.9789e-05i,-0.00012653+0.00043578i,-0.00015299+0.0012052i,-0.00041933+0.00064142i,-0.00050284+0.0002951i,-0.00028053+6.7949e-05i,0.00031541-0.00042844i,-7.4384e-05-0.00090574i,-0.00016213-0.00073923i,0.0002007+0.00026871i,0.00038674+0.00052025i,0.00055126+0.00026276i
-0.0025674-0.00059455i,-0.0028448+0.00034511i,-0.0016684+0.0012649i,-0.00089805+0.0020918i,-0.00044241+0.001296i,0.00080805+0.0006897i,0.00077156+0.001108i,0.00020093+0.00022936i,0.00053728-0.00076977i,0.0006149-0.00019959i,0.00046545+3.9422e-05i,0.00034868-0.00069942i,0.00019693-0.0012248i,0.00020199-0.0013068i,0.00047138-0.0013206i,0.00038962-0.00074976i,-0.00013528-0.00034635i,-0.00039046-0.0005465i,-0.00015203-0.00016477i,0.00046198+0.0001948i,0.00093706-0.00024177i,0.00063468-0.00017422i,-0.00038452+0.00035994i
-9.6107e-05+0.0016184i,7.2928e-05+0.0021679i,0.00064852+0.0024593i,0.0011449+0.0017767i,0.0011526+0.00068225i,0.00091296+0.00054194i,0.00028095+0.0012458i,0.00012366+0.0011663i,0.00040827+0.00085953i,0.00050557+0.00071231i,0.000254-0.00020595i,0.00011812-0.00036025i,0.00064438+0.00028781i,0.0012933+0.00051811i,0.0010982-0.00012725i,0.00069081-0.00019897i,-4.5293e-05+0.00018753i,-2.1175e-05+0.00013317i,5.1203e-05+0.00047886i,-0.00095482+0.00035775i,-0.0014906-0.0002342i,-0.00074133-0.00034515i,0.00010262-0.0002758i
-0.00094075-0.0012997i,-0.0016742-0.00078976i,-0.0018671-0.00024127i,-0.00093361+0.0014811i,0.00022494+0.0014647i,0.00077712+0.00040577i,0.00090469+0.00032825i,0.00054936+0.00011187i,0.00016447-5.4575e-05i,-0.00028705+0.00049705i,-0.00027309+0.0012045i,-0.00018635+0.00083667i,5.9926e-06-1.755e-05i,0.00042761-0.0004426i,-3.9344e-05-0.00049379i,-3.1048e-05-0.00040511i,0.00046217-0.00027019i,0.00031492+0.00010887i,-3.8969e-05+5.6138e-05i,-0.00023527-0.00064624i,0.00019326-0.00045639i,0.00010976+0.00065225i,-2.2522e-05+0.001075i
-0.0014793+0.00028214i,-0.0013317+0.00097566i,-0.00031356+0.0007751i,0.00034177+0.00010836i,0.00084137+0.00085554i,0.0012678+0.0010779i,0.00031877+0.00075591i,0.00058084+0.00039094i,0.00088876-0.00019852i,0.00021367+7.1623e-05i,0.00031422+0.0005971i,0.00030601+0.0011245i,-0.00021057+0.00108i,-0.00036228+0.0002197i,-0.00027039-0.00036277i,-0.00013376-0.0002542i,0.00055271-0.00070706i,0.00066768-0.00066572i,-0.00056936+0.00030727i,-0.0014578+0.00067211i,-0.00083621-0.00011859i,4.8089e-05-0.00066108i,0.00012571-7.5451e-05i
-0.00069998+0.0015115i,0.00020456+0.0020804i,0.0010911+0.0018877i,0.0014393+0.0011353i,0.0011494+0.00091238i,0.00017512+0.00072444i,-0.00097749+0.0003178i,-0.00081488+0.0002033i,0.00013757-0.00023509i,0.00076396-0.0005741i,0.00071101-8.3757e-05i,7.4259e-05+0.0010027i,0.000568+0.00040005i,0.00098122-0.00030395i,0.00065407-0.00027555i,0.0003606+2.9123e-05i,-0.00057289+0.00036057i,-0.00078601+0.0004842i,5.8007e-05+0.00052509i,0.00043108+0.00026734i,-0.00017202-5.218e-06i,-0.00058054+0.00014421i,-0.00040982+0.00071723i
-0.00071359-0.00089456i,-0.00093979-0.00095654i,-0.00086256-0.00055904i,-0.00035575+0.00090354i,0.000304+0.0013529i,0.0016162+0.0012211i,0.0018488+0.0011366i,0.00060575+0.00093036i,-0.00020308+0.00067129i,0.00039373+0.00043311i,0.00043815+0.00010104i,-0.00067445+5.2071e-06i,-0.00062046-0.00048756i,0.00013159-0.0011081i,0.00011563-0.00060658i,-9.1928e-05+0.00026479i,8.5794e-07+3.1618e-05i,0.00035594-0.00060872i,0.00065961-0.00042344i,7.8581e-05-4.2799e-05i,-0.00014023-0.00015947i,-0.00031874+7.8968e-05i,-0.00066201-0.00041383i
0.00088408+0.00029315i,0.0016919+0.0010441i,0.0013436+0.00069654i,0.0013076-0.00028897i,0.0011511+0.00022765i,0.00041873+0.00078372i,0.00047812+0.00016474i,0.00050942-0.00027582i,-0.00033529-6.4775e-05i,-0.0007413-0.00038537i,-4.3799e-05-0.0006174i,0.00048984-0.00033998i,0.00048457+0.00017734i,0.00030002+0.00021225i,1.2552e-05-0.00030932i,9.8406e-05-0.00029561i,5.0024e-05-0.00021931i,0.00029166-0.00028205i,0.00047195-0.00011214i,9.4827e-05-0.00021925i,-0.0001855-0.00063822i,0.00013253-0.00043393i,0.00028495-0.00013089i
-0.00073095-0.00038058i,-0.0013563-0.00020655i,-0.0017851+0.00062906i,-0.0017261+0.0011738i,-0.00063972+0.0013401i,0.00067813+0.0013838i,0.0012191+0.0010212i,0.0010624+0.00023786i,0.00016297-0.00068324i,-0.00093259-0.00038504i,-0.00070383-0.00025657i,0.0006291-0.00024314i,0.0011422-0.0003721i,0.00080685-0.00060758i,0.00035136-0.00039536i,0.00016029-0.00042686i,-0.00054469-0.00056897i,-0.00086096+0.0001565i,-0.00064152+0.00029064i,-0.00027768+0.00049816i,-0.00014493+0.00072322i,-0.00028563-0.00050368i,-0.000207-0.000742i
0.0011322-0.0010281i,0.0013897-0.0011559i,8.7286e-05-0.00025425i,-0.00070078+0.00062799i,-0.0003774+0.00070631i,1.0264e-05+0.0012967i,0.00054401+0.0013106i,0.00019685+0.00060676i,-8.5173e-05+0.00018794i,-0.00047201-0.00012943i,-0.00040035+0.00024372i,-0.00061431+2.0198e-05i,-0.00068924+1.6352e-05i,-0.00015342+0.00093155i,-0.00063067+0.00047579i,-0.00083316-0.00034837i,-0.00059713-0.00030011i,-0.00029467+0.00012759i,-0.00037471+0.00034747i,-4.1935e-05-0.00028986i,0.00077177-0.00027107i,0.001255+0.00081189i,0.0013481+0.00062541i
-0.00084297+0.00039135i,-0.00038248+0.00048587i,-0.00067522+0.00088456i,-0.00089983+0.0014634i,-0.0004528+0.0013995i,0.00012713+0.00053116i,0.0002508-4.2656e-05i,0.00059564-1.9945e-05i,0.00050204-0.00028613i,-0.00026571-0.00016685i,-0.00038666+0.00082585i,6.2857e-05+0.00074862i,0.00018688+2.1287e-05i,0.00037865-0.00069676i,0.00029082-0.00071062i,0.000246-0.00033701i,0.00068132-0.00058753i,0.00079617-0.0001406i,0.0005307+0.00065735i,-0.0001335+0.00056304i,-0.00056082+0.000221i,-0.00068308+0.0007821i,-0.00064985+0.0011856i
0.00084042-0.001943i,2.1584e-05-0.0016335i,-0.0011793-0.00041214i,-0.0024362+0.001624i,-0.0021416+0.002063i,0.00013319+0.0019053i,0.00057009+0.001381i,-0.00044218+0.00055642i,-0.00021719+0.00014257i,3.745e-05-0.00019817i,0.00034704+0.00013718i,0.0010775+0.00060236i,0.0013823+0.00031067i,0.00085714+0.00090676i,0.0001195+0.00092497i,-0.00026965-0.00046618i,-0.00057046-0.0012233i,-0.00022007-0.00051961i,-0.00015853+0.00040755i,-0.00014528+0.00060634i,0.00079195+0.00076927i,3.5809e-05+0.00074364i,-0.00091138-0.00017856i
-0.0012091+0.00033287i,-0.00035404+0.00072684i,-0.00011589+0.00089788i,0.0012559+0.00065425i,0.0020943+0.00030779i,0.0011995+0.0005073i,0.0004924+0.00062818i,0.00094079+0.00078805i,0.0007249+0.00091075i,-3.6408e-05+0.00032489i,-0.00067862-2.1723e-05i,-0.00078744-5.6373e-05i,-0.00071489+0.0004395i,-0.00024611+0.00072665i,1.718e-05+0.00032776i,0.00020786+0.00073905i,0.00029176+0.0010103i,-4.8696e-05+0.00065745i,-4.9205e-06+0.00038045i,-0.00062478+0.00054104i,-0.00050953-5.1971e-06i,0.00041118-4.8248e-05i,0.00044417+0.00012777i
0.00044653-0.00088504i,0.00031726-0.0010855i,0.00014984-0.0013638i,7.2275e-06+3.3619e-05i,0.00011058+0.0015726i,0.00058378+0.00088026i,0.00058949+6.788e-05i,-0.00014523+4.0729e-05i,0.00015274+0.00030215i,0.0008596+0.00042617i,0.00085946+0.00016789i,9.6013e-05+0.00027704i,-0.00026409+3.4433e-05i,-0.00017416-0.000576i,3.1375e-05-0.00075066i,-6.0068e-05-3.9286e-05i,2.1599e-05+0.00081691i,-5.9199e-05+0.00063546i,-0.00056881+0.00038964i,-0.0006141+0.00077344i,-0.00026743+0.00062406i,-0.00016619+6.1964e-05i,-0.00023703+0.00013775i
0.0006114+0.0023145i,-0.00024263+0.0013396i,-7.9528e-05+0.0010363i,0.00094864+0.0012614i,0.0013465+0.0007594i,0.0011414+0.00013902i,0.00019961+0.00025693i,-0.00026533+0.00069287i,7.8368e-05-0.0001531i,0.00072588-0.00054632i,0.00012512-0.00075881i,-0.00045489-0.00084776i,-0.00025823-5.6892e-05i,-0.00086648+5.3221e-05i,-0.0010772-0.00058803i,-0.00073169-0.00076715i,-0.00014028-3.9301e-06i,2.3777e-05+0.0010527i,-0.00020239+0.0012854i,-0.0006592+0.00037993i,-0.00041565-0.00034757i,0.00025629-9.1968e-05i,-0.00022392+0.00024384i
-5.7412e-05-0.00085639i,-0.0002839-0.0011135i,-0.00020391-0.0011998i,0.00018055-0.00044133i,-0.00029296+0.00063385i,-0.00049732+0.001081i,-0.00014554+0.0010045i,0.00045306+0.0014281i,0.0006604+0.0014948i,0.00060444+0.00097429i,-8.8428e-05+0.00064139i,-7.9976e-05+5.9742e-05i,0.00033134+0.00024627i,0.00019066+0.00053744i,-0.00049329+0.0001065i,-0.00081021+3.6199e-05i,-0.00021862-0.00021895i,7.1073e-05-5.3372e-05i,-8.551e-05+0.0002754i,0.00014031+6.9057e-05i,0.0008089-0.00021059i,0.00082582-5.3144e-05i,0.0002775+0.00014089i
-0.001331-5.8158e-05i,-0.00061779+0.0014121i,-0.00026939+0.0025502i,0.00015776+0.0026885i,0.00050667+0.0021806i,0.0010495+0.00034821i,0.00096026-0.00047266i,0.0002345+9.1537e-05i,0.00023893+0.00024621i,0.00056227-0.00026404i,0.00043648-0.00080152i,0.00041285-8.5753e-06i,0.00036215+0.00048481i,0.00066992+0.00082868i,0.0012002+0.000533i,0.00096535-4.1646e-05i,0.00013733-0.00030338i,-0.00027149+4.4614e-05i,0.00037541+0.00034799i,0.00041913-0.00034596i,0.00012654-0.00092532i,0.00055155-0.00034143i,0.00023693+0.00047365i
-0.00044107+0.00018804i,-0.00040034+0.0003077i,-0.00083902+0.00060358i,-0.00079034+0.00089534i,0.00076223+0.00036878i,0.0010508+0.00069527i,0.00044433+0.00128i,2.2481e-05+0.00079054i,-0.00026614+0.0009576i,-0.00035047+0.00062421i,-7.6882e-05+0.00020499i,0.00053773-0.00014752i,0.00063923-0.00030743i,0.00021079+5.4565e-05i,-0.00014419+0.00015624i,1.078e-05-0.00010837i,0.0006159-0.00034656i,-0.00024448-0.00017768i,-0.0012721-4.1422e-05i,-0.00071404-2.1913e-05i,7.6009e-05-0.0002928i,0.00098636-0.00085887i,0.0008956-0.00051725i
0.00034471+0.00074139i,0.0013112+0.0019874i,0.0012967+0.0031169i,0.00088384+0.0025815i,0.00097396+0.0017594i,0.00096789+0.0010128i,0.00081024+0.00087925i,0.00047328+0.00046415i,4.6632e-05-0.00028423i,0.0002106-0.0007407i,0.00055313-0.0005101i,0.00039927-0.00039191i,0.00034367-0.00072213i,0.00028241-0.0006753i,0.00048262-0.00042926i,0.00041976-0.00061627i,0.00032626-0.00060172i,0.00048698-0.00055437i,-0.0001005-0.00018716i,-1.4295e-05-0.00032443i,-0.00023042-0.00062701i,-0.00061372-4.2463e-06i,0.00014884-0.00010537i
-0.00073663-0.00037448i,-0.0013747-0.0009326i,-0.0015157+9.8487e-05i,-0.001644+0.001009i,-0.0016872+0.0011013i,-0.0011551+0.0010604i,-0.0002264+0.0003609i,0.00046804+3.8376e-05i,7.3398e-05-0.00010332i,0.00011222-0.00031931i,-2.8652e-05-0.0007005i,-7.7465e-05-0.00039343i,0.00012371+0.00044875i,7.9213e-06+0.00026087i,-0.00061443+5.386e-05i,-0.00050194+0.00020779i,0.00058577+0.00071854i,0.00052609+0.00062165i,-2.4737e-05-0.00061086i,-6.6367e-05-0.00083801i,-0.00029661+8.0134e-06i,-0.000196+0.00036966i,-0.00017974-0.00032053i
0.0014085+0.0010436i,0.0011691+0.00042636i,0.0013623+0.00035896i,0.00057455+0.0014212i,0.0004126+0.0025172i,0.00011808+0.0024216i,-0.00036905+0.0021411i,-0.00016325+0.0017087i,7.8539e-05+0.00033992i,-0.00028969-0.00045637i,-0.00051822-0.00013205i,-9.9577e-05+0.000249i,-0.00024105+0.00016604i,-0.00023544+8.765e-06i,-0.00026595+0.0003579i,-0.00047703+0.00050104i,-0.00053083+1.8769e-05i,-0.00053698-0.00055869i,-0.00044446-8.9612e-05i,-7.2222e-05+0.00011496i,-0.00011393-7.729e-05i,-1.9113e-05+0.00041465i,-0.00013926+0.00040284i
-2.7068e-08+0.00062373i,0.00012088+0.0002711i,-4.2425e-05+0.00071812i,0.00050757+0.00079762i,0.001384+4.2507e-05i,0.0018171-0.00020633i,0.0013189+9.4505e-05i,0.00053008-0.00049414i,-0.00015528-0.00043454i,-0.00010248+5.6414e-05i,0.00065494+7.7492e-05i,0.00035283-8.4369e-05i,-0.00064223-1.1754e-05i,-0.00049031-0.00029384i,0.00013523-0.00045875i,0.00014756+0.00026604i,7.7987e-05+0.00020891i,-0.00016425-1.4201e-05i,-0.00045064+0.00012163i,-0.00095471-9.3187e-06i,-0.00042775-0.00013743i,0.00057826-0.0004439i,0.00052874-0.00033039i
0.00051778-0.0021521i,0.0011028-0.0016297i,-0.00023771-0.00075837i,-0.00048309+0.00046815i,-0.00027649+0.0020132i,-0.00051935+0.0023497i,-9.9174e-05+0.0014594i,-0.00019006+0.00029851i,0.00014953-0.000339i,0.00024716-0.00012221i,-0.00088607+9.5994e-05i,-0.0013965-0.00018162i,-0.00053294-0.00023687i,0.00035854-0.00046116i,0.00017688-0.00027691i,0.00010055+0.00050278i,-0.00024303+0.00045361i,-0.00025877+1.6568e-05i,0.00019127+0.00056409i,-6.4908e-05+0.00081058i,-0.00043579+0.00045745i,-0.00030822+0.00023184i,-0.0005803+0.00014786i
0.0019287+0.0012643i,0.0007421+0.0012966i,0.00092728+0.00019368i,0.0011066-0.0013899i,0.00013662-0.0014216i,-0.0009047-0.00029002i,-0.0013353+0.00051551i,-0.00071313+0.00054528i,0.00051137-7.1365e-05i,-3.4246e-05-0.00015073i,-0.00074226-6.6928e-05i,4.4358e-05+6.1291e-05i,0.00022686+0.00036898i,-0.00065913+0.00051938i,-0.00086208+0.00053491i,4.4307e-05-0.00010882i,0.00032252-0.00058279i,5.217e-05+0.00027937i,0.00029034+0.00077383i,8.6233e-06+0.00036415i,-0.00021584+9.014e-06i,0.00018955+6.7855e-05i,0.00035861+0.0008718i
0.00019729-0.0026295i,-0.00048238-0.0031207i,-0.00063149-0.0014584i,-0.0016261+0.0010818i,-0.0015683+0.0029009i,-0.00070389+0.0030037i,0.00045739+0.0014624i,0.00069487+7.6237e-05i,-0.00071475-0.00038058i,-0.00090755-0.00032083i,-0.00011723-0.00013181i,-0.00028306-0.00034812i,-0.00073077-1.1389e-05i,5.2136e-05+0.00035456i,0.0007557-0.00060334i,-3.733e-05-0.0011062i,-0.00018108-0.00084497i,0.00017035-0.00047517i,-0.00039383+0.00042324i,-0.00082538+0.00051512i,-0.00052646-1.1636e-05i,-0.00021866-0.00043359i,-0.00031816-0.00013349i
4.1566e-05-0.0014412i,-0.00071921-0.00072292i,-0.0014217-0.00059995i,-0.00073237-0.00071728i,-0.00025022+1.4656e-05i,-0.00031144+0.00091993i,-6.1046e-05+0.00083972i,3.0736e-05-0.00039661i,-0.00035122-0.00039652i,-0.00036433+9.7408e-05i,6.0615e-05-0.00020009i,4.8896e-05+8.5001e-05i,9.7598e-05+0.00087213i,-1.0782e-05+0.00062548i,3.7155e-05+0.00059735i,0.00041232+0.00073092i,0.00043694-3.969e-06i,0.00046443-0.0005213i,0.00033442-0.00062552i,-1.8411e-05-0.00084831i,-0.00026884-0.00047306i,-0.00061465-0.0002758i,-0.00029605-0.00015263i
-0.0021035-0.00098773i,-0.0021501-0.00013217i,-0.0014283+0.00090024i,-0.00078291+0.0018816i,-0.00023508+0.0031539i,0.00033257+0.0029366i,0.00085641+0.0013401i,0.000265+0.0003959i,-0.00052792+0.00039551i,-0.00030459+0.00092172i,0.00012483+0.00091748i,0.00096737+0.0002356i,0.0010681-7.8001e-05i,0.00060142-0.00060285i,0.00011644-0.0013896i,-0.00011511-0.0012436i,-0.00037405+1.2133e-05i,-0.0008287+0.0009062i,-0.00093993+0.0010787i,-0.00064204+0.0004689i,-0.00020365-8.4044e-05i,0.00021612-0.00015897i,0.00018202+3.359e-06i
-4.3756e-05+0.00087318i,5.4836e-05+0.001447i,0.00060471+0.00087227i,0.0015868-4.2054e-06i,0.0024471-0.00010059i,0.0024595+0.00069584i,0.001039+0.0010471i,0.00025524+0.00096292i,-4.1875e-05+0.00040255i,0.00012795-0.00017993i,4.9951e-05-0.00025597i,-1.2825e-05-0.00012543i,-0.0001193-9.5673e-06i,-0.0011457+9.7413e-05i,-0.0012599+0.00024983i,-0.00018711-0.00073238i,-7.5898e-06-0.0012379i,5.9041e-05+6.3462e-05i,0.000347+0.0007334i,0.00021735+0.00041792i,-6.3219e-05+7.6932e-06i,-6.7844e-05-0.00030749i,-8.9808e-06+0.00021798i
-0.0017656+0.00073404i,-0.0019078+0.00096883i,-0.001921+0.0013674i,-0.0010763+0.0015961i,-0.00016319+0.0017505i,-0.00034004+0.0012573i,-0.00052585+0.00088713i,-1.2693e-05+0.00052614i,0.00072851+0.00022066i,0.00037824+0.00044242i,-0.00051108-9.2716e-05i,-0.00016214-0.00069129i,0.00042372-0.0010292i,0.00080382-0.0011723i,0.00081294-0.00098353i,-0.00024205-0.0004922i,-0.000408+0.00017064i,0.00043478+0.00016564i,0.0004706-0.00049301i,6.3995e-06-0.00063195i,-0.00041628-6.4494e-06i,-0.00038853+0.00016463i,-9.8397e-05+8.152e-05i
