0.00034691-0.00059808i,0.00033585-0.0011282i,-0.00080389-0.0013325i,-0.002174-5.4638e-05i,-0.0025211+0.0010069i,-0.0018039+0.0020602i,0.00023695+0.0022951i,0.0014801+0.0017083i,0.0014966+0.0012476i,0.00055384+0.00060398i,-0.00046509-0.00028885i,-0.00027391-0.0005419i,0.00047917-6.0106e-05i,2.7631e-05+0.00075642i,-0.00035932+0.00056148i,0.00054067-0.00021308i,0.00055457-0.00024155i,0.00041862-0.00049607i,0.00017636-4.3456e-05i,-0.00010993+0.00068959i,7.6633e-05+0.00066598i,0.00010404+0.00056244i,6.2445e-05+0.00047885i
0.00017372-0.00026941i,0.00109+0.00022116i,0.0012717+5.0275e-05i,0.00038999+2.3035e-05i,-0.0001859+0.00015476i,0.00068133-0.00052175i,0.00069104-0.00018978i,0.00094343+0.00014985i,0.0013489+0.00020689i,0.00038728+0.00052786i,-5.3071e-05+0.00077625i,0.00032933+0.00056814i,-0.00020849+0.00012614i,-0.0004477-4.8308e-05i,-0.00047883-0.00011592i,-0.00084183+0.00010077i,-0.001088+0.00019456i,-0.0008376-0.00020441i,0.00024108-0.00056677i,0.00046051-0.00046563i,-8.6649e-05+0.00024361i,-0.00060871+0.00078095i,7.0814e-05+0.00070807i
0.00046243-0.00040165i,-0.00039187-0.00089032i,-0.0015995-0.0013107i,-0.0017505-0.00013593i,-0.00052087+0.00083395i,3.1082e-05+0.0010537i,0.00013364+0.00068274i,0.00054236+0.0002422i,0.00075082+0.0003857i,0.00043818+7.0166e-05i,0.00024257+0.00035175i,-4.332e-05+0.00113i,-0.00052119+0.000746i,-0.00078238-3.0417e-06i,-0.00029517+0.00019613i,0.00085038+0.00019154i,0.0012117+0.00036757i,0.00073451+0.00020399i,0.00086177-0.00041682i,0.0010051-0.00016978i,0.00040876+0.00068373i,0.00035018+0.0010356i,-0.00021024+0.00035259i
0.00019883-0.0015388i,0.00038768-0.0024558i,0.00034107-0.0026564i,-0.00074209-0.00076866i,-0.0013406+0.0014438i,-0.00037616+0.0014105i,0.00070177-3.4515e-06i,-5.9868e-05-0.00062758i,-0.00050343-0.00044115i,-0.0005164-0.00055967i,-0.00073862-0.00026718i,-0.00078091+0.00043475i,-0.00024889+0.00061239i,1.1073e-05+0.0010232i,0.00048736+0.00088656i,0.00065553+0.00030707i,-0.00010271+0.00024273i,-0.00042305+0.0002283i,2.787e-05+0.00080589i,0.000198+0.00073547i,6.8432e-05+0.00024442i,-0.00010262-0.00017561i,-0.00024684-0.0001779i
0.0016775-0.00031021i,0.001691+0.00067602i,0.0011427-0.00019504i,-0.00034314-0.00021538i,-0.00097907+0.00045087i,-0.00040528-0.00021139i,5.2969e-05-0.00078038i,0.00064637-0.00075548i,0.0009058-0.00075893i,0.00028887-0.00076813i,-0.00045238-0.00051927i,0.00017841+0.00032829i,-1.5413e-05+0.00047732i,-0.00010632+0.00028056i,0.00057115+0.00048686i,0.00052025+0.00097361i,-2.7965e-05+0.0013704i,-0.00018053+0.00066812i,0.00013817+0.00058554i,0.00050383+0.001151i,0.00062585+0.0014442i,0.00027294+0.00030636i,1.3328e-05-0.00050905i
-0.0010757+0.00087242i,-0.0022599+0.00063493i,-0.0012036+0.00035895i,-0.00020088+0.00059641i,0.00037809+0.0009228i,0.00050894+0.00034148i,0.00010246+4.4087e-05i,-0.00019961+0.00010592i,-0.00016971+0.00092829i,0.00017518+0.00068222i,2.6588e-05-0.0002544i,-0.00074914+8.2639e-06i,-0.00053958+0.00061981i,-1.9742e-05+0.00044893i,0.00016459+0.0003303i,2.2497e-05+0.0004685i,-0.00058602+0.00019892i,-0.0006684-5.3827e-05i,0.00046744+0.00030258i,0.0014772+0.00095417i,0.001039+0.0012146i,0.00078688+0.00028391i,0.00067547-0.00011249i
-0.0022126+0.00067626i,-0.0012595+0.0006596i,-0.0010596+0.00092614i,-3.1156e-05+0.0018121i,0.00070056+0.0024037i,0.00069974+0.0018639i,-8.8762e-05+0.00079528i,-0.00062047-0.00016779i,-0.00035035-0.00012715i,7.1345e-05+0.00038798i,0.00046901+0.00074944i,0.00081681+0.00077179i,0.00033238+0.00033924i,-3.9722e-05-0.00033215i,7.9282e-05-0.00050735i,-0.00036972+0.0002194i,-0.00037919+0.00033111i,0.00024497-0.00034282i,0.00064254-0.00046244i,0.0001924-0.0004242i,0.00013538-0.00019152i,0.00038936+7.8682e-05i,6.3722e-05-0.00024782i
-0.0014461+0.0001248i,-0.0013657-0.00012023i,-0.00095746+0.00018796i,-0.00036049+0.00054776i,0.00054389+0.00010433i,0.00069763-6.4068e-05i,0.00052493-0.00052233i,-0.00025578-0.00079951i,-0.0010186-0.00071123i,-0.00054523-0.00070585i,8.2034e-05-0.00038752i,0.00046734-0.0001085i,0.00088827+0.00010343i,0.0005312-0.00022667i,0.00027766-0.0012061i,0.0006204-0.0009723i,0.00044623-0.00068207i,0.00061106-0.0011871i,8.5731e-05-0.00087162i,-0.00029655-0.00027136i,7.3841e-05-8.2819e-05i,5.7205e-05+0.00042147i,6.2864e-05+0.00044539i
-0.00061364+0.00011895i,-0.00075977+0.00043837i,8.8537e-05+0.00051733i,0.00074867+5.6069e-05i,0.0014564+0.00054161i,0.0012291+0.000678i,0.00026374+4.6846e-05i,-6.1149e-05+0.00015953i,3.0039e-05+0.00053124i,0.00050499-0.00024033i,0.00041564-0.00017053i,-4.6713e-05+0.00043938i,-0.00034051+0.00030613i,-0.00051427-0.00024795i,0.00022723-0.00055727i,0.0011892-0.00024266i,0.00086581+0.00065324i,0.00067652+0.0011245i,0.00066253+0.00051104i,0.00028663+0.00039961i,0.00026763+0.00045432i,1.4544e-06-1.5039e-05i,-0.00044105-0.00033095i
-0.00083336-0.00080477i,-0.00042627-5.0638e-05i,0.00023768+0.00092913i,0.0003246+0.0012125i,0.00025437+0.00090397i,0.00042771+0.00026032i,0.0006618-0.00024919i,0.00076642+0.00015267i,0.00029129+0.00088805i,0.00021343+0.00041741i,0.00011829+0.00025724i,-4.3667e-05+0.0010769i,0.00063065+0.00052144i,0.00094673-0.00039192i,0.0004922-0.00049133i,0.0011302-0.0004901i,0.0013428+5.1937e-05i,0.00026095-4.2082e-05i,-0.00012911-0.00079512i,-0.00018533-0.00033222i,-0.00051708+1.2644e-05i,-3.4722e-05+2.1371e-06i,0.00035737+0.00076053i
-0.00013763+2.8326e-06i,-0.00033521+0.00033483i,-0.0012576+0.00068071i,-0.00062665+0.00082404i,5.82e-05+0.0012594i,0.0008301+0.00057065i,0.0016265-0.00044769i,0.001136-0.00052187i,0.00072602-0.00024851i,0.00029584-0.00044612i,-0.00034342-7.5528e-05i,-0.00043713+0.00031081i,-0.00048057+0.00026146i,-0.00049644+8.5036e-05i,0.00015796-0.00019264i,0.00024729-0.00042233i,-8.8704e-05+0.00030819i,-0.00035155+0.0013058i,-0.00039096+0.0011375i,-0.00014264-0.00019961i,0.00021063-0.0010014i,0.00043876+2.4258e-05i,0.00016993+0.0010209i
0.001148+0.00084317i,0.0016021+0.00011007i,0.00096937-0.00070076i,0.00060431-0.00013678i,0.00066885+0.0012709i,0.00059337+0.0015342i,0.00050709+0.00084557i,0.00045717+0.00048628i,0.00036832+0.00042162i,0.00015561-4.5133e-05i,-0.00012532-0.00011118i,-0.00020216-0.0005971i,-0.00057865-0.0007203i,-0.0013544-0.0005421i,-0.0016583-0.00049177i,-0.0013905-0.00026905i,-0.00085744-0.00036984i,-2.5765e-05-0.00037132i,0.00052788+0.00027126i,0.00062624+0.00080997i,0.00059626+0.00074142i,0.00042488+0.00038035i,0.00011403-4.266e-05i
0.0022025+0.0010996i,0.0018422+0.001151i,0.0022179+0.00083582i,0.0018626-0.00047673i,0.00092491-0.00059776i,0.00029732+1.0552e-05i,0.00030415-6.8733e-05i,7.078e-05-0.00023625i,-0.00042291-0.0001601i,-0.00084623-0.00011249i,-0.00082566-0.00048613i,-0.00065114-0.00064732i,-0.00045856-0.00011276i,-0.00015392+0.00010992i,0.000342+6.4835e-06i,0.00067697+2.5561e-05i,0.0011001+0.00025389i,0.0010324+0.00022045i,0.00019864-0.00013239i,-0.00025604-0.00018203i,-0.00020004+0.00016828i,0.00049569-0.00019895i,0.00079866-0.00083141i
0.0004045-0.00071389i,-0.00041737-4.6992e-05i,-0.00018475+0.00059275i,-0.00017266+0.00017744i,-0.0011971+0.0010698i,-0.0006946+0.0014162i,0.00032704+0.00025044i,0.00042422-0.00015044i,0.0010138-0.00022028i,0.0012817-0.00034115i,0.00011264-8.3991e-05i,-0.0007164-3.4797e-05i,-1.3164e-05-0.00067831i,0.00054054-0.00016844i,0.00017205+0.00050776i,-8.1721e-05+0.00017968i,-0.00053627-0.000106i,-0.00084319+0.00018885i,-0.0002448+0.00024717i,0.0007425+0.00024522i,0.00069913+0.00013283i,8.6945e-06-0.00031315i,-0.00045522-0.00058005i
0.00038127-0.00123i,0.00040106-0.0010705i,0.00038599-8.837e-05i,0.00026545+0.00092634i,-0.00019262+0.0016145i,0.00047098+0.0012054i,0.0009661-0.00027706i,8.5656e-05-0.00081138i,0.00036091-0.00073646i,0.001051-0.0006906i,0.00038192+0.00022741i,-0.00019102+0.00073025i,0.00023873+7.6262e-05i,0.00069306-1.2476e-05i,0.00089456+9.8415e-05i,0.00028035+0.00010153i,-0.0001821+0.00033592i,0.00036136+0.00017411i,0.00099466+6.4483e-05i,0.0011794+0.00038462i,0.00077322+0.00080654i,0.00041736+0.00010439i,0.00029564-0.00045354i
0.0025924+0.00083522i,0.0023945-0.0004315i,0.0012884-0.0013683i,3.7974e-05-0.0012173i,-9.3977e-06+0.0001338i,0.00027214+0.00090815i,0.00038002+0.00048904i,0.00088748+0.00016144i,0.0013154-0.00013227i,0.0010371-0.00054921i,5.7926e-05-0.00057541i,-0.00042924-0.0001086i,-0.0001774+3.3148e-06i,-1.6432e-05+0.00027581i,0.00017597+0.00077135i,0.00041269+0.00027746i,0.00053603-0.0002004i,0.00060741+0.00014764i,0.0010596+0.00076669i,0.00093365+0.00014693i,0.00066262-0.00042151i,0.00046467-0.00027136i,0.00047672-0.00014581i
-0.00091188-0.0010725i,-0.00069205-6.2686e-05i,-0.00061064+0.00081882i,-0.00034508+0.0010255i,-0.00084355+0.0017451i,-0.00083646+0.0012899i,0.00027095-0.00015205i,0.00079722-0.00051447i,0.00042432+0.00029715i,0.00046783+6.6066e-05i,0.00055427-0.00052241i,0.00034437-3.4257e-05i,0.00042023+0.00051315i,0.00054941+0.00036909i,0.00027978-0.00029895i,0.00023034-0.00049357i,0.00045318-0.00011122i,0.00038115+0.00011902i,0.00076245-0.00035573i,0.00089282-0.00038579i,0.00051032-0.00067767i,0.00031552-0.00049618i,-0.00028276+0.00032505i
0.00054297+9.1232e-05i,-3.0647e-05+0.00020153i,-0.00053948-0.00066295i,-0.00011166-0.00066798i,0.00025318+0.00059786i,0.0002229+0.00041383i,0.00068729-0.0011569i,0.00097957-0.0012443i,0.00086268-0.00054782i,6.7591e-06-2.4661e-06i,-0.00042954-2.9113e-05i,-0.00056184-0.00023019i,-0.00032008-0.00019317i,0.00050228-1.5883e-05i,9.4549e-05+0.00026002i,-0.0003797-3.5457e-05i,-1.8625e-05-0.00025881i,0.00051773-0.00012373i,0.00049783+0.00050755i,0.00045143+0.00024059i,0.00046531-0.0002718i,6.445e-05+0.00018924i,0.00022263+0.00053931i
0.00019922+0.00015024i,0.00066061-0.00045894i,0.00053964-0.00042988i,-0.00016745-6.3196e-05i,-0.00071586+0.00067361i,-0.00016119+0.001442i,0.0014268+0.00099242i,0.0013241+3.2173e-05i,-0.00015963-0.0001284i,-0.00084544+0.00073102i,-0.00026398+0.00011371i,0.00062462-0.00082427i,0.00083772-0.00026216i,0.00064445+0.00015019i,0.00038314-0.00025779i,-0.00059279-0.00061037i,-0.00077603-0.00038667i,1.7897e-05+0.00045905i,0.00059762+0.0011733i,9.0733e-05+0.00092972i,2.9527e-05+0.00030973i,0.00071505+7.505e-06i,0.001025-2.0696e-05i
-0.00094862+0.0012208i,-0.00069933+0.00075312i,9.4158e-05+0.0012393i,0.0012076+0.0021365i,0.0019688+0.0020077i,0.0011536+0.0011341i,0.00049014+0.00024531i,0.00013246+0.0002603i,-0.00017089+4.7087e-05i,0.00035413-0.00015345i,0.00015134-0.00018762i,0.00013273-0.0001995i,0.00025679-0.00052223i,-0.00045346-0.0009214i,-0.00086188-0.00031577i,-0.00028766-0.00034963i,-7.2753e-05-0.00032047i,-9.8038e-05-0.00027894i,-0.00046378-0.00054997i,-0.00053688-2.5525e-05i,-0.00014268+0.00016789i,0.00015841+0.00054092i,0.0011243+0.0011058i
-0.0013104-0.0010441i,-0.0014373-0.00018392i,-0.0028589+0.0015435i,-0.0024738+0.0026916i,-0.0011437+0.0025634i,-2.0359e-05+0.00059061i,0.00081076-0.0014454i,0.00051665-0.0012339i,-0.00015088-0.00017325i,-0.0004478+0.00075755i,-0.00063877+0.00040884i,-0.00031952-0.0009943i,0.0005249-0.0010353i,0.0012587-0.00031802i,0.0019253-0.00023771i,0.0014594-0.00026898i,0.00052371-0.00014209i,0.00029646-0.00072624i,-0.00030136-0.0013093i,-0.00058695-0.00098846i,0.00022374-0.00031273i,0.00046361+0.00079123i,0.00016524+0.00074181i
-0.0020407-0.00016458i,-0.00053101+0.00032931i,-0.00038619+0.00080235i,0.00066631+0.0015318i,0.0013026+0.0019176i,0.00087813+0.0014487i,6.7705e-05+0.00058048i,2.9686e-06+0.00058905i,0.00066562+0.0013729i,0.0011244+0.0014884i,0.00048293+0.0007556i,0.00044584-0.00056347i,0.00049131-0.0011224i,0.00057096-0.00073679i,0.00084073-4.1455e-05i,0.00037807-0.00059753i,3.364e-05-0.00065311i,0.00021768+0.00017907i,-4.2211e-05+7.2397e-05i,2.8913e-05+0.00017724i,0.00046967+0.00042655i,0.00034874+0.00064002i,0.00084711+0.0010821i
0.00044901-0.0021059i,0.0013826-0.0014129i,0.00086549-8.5251e-05i,8.1831e-06+0.00060053i,-3.6747e-05+0.00034732i,0.00032266-0.00032258i,0.00070928-0.0008795i,0.00056767-0.00012028i,-0.00015265+0.0007064i,-0.00015031+0.00031029i,-0.00032398-0.00060887i,-0.00094815-0.00063444i,-0.00052819+1.9777e-05i,-0.00026251+0.0010027i,-0.00038302+0.0015857i,-0.00066102+0.0009119i,-0.00012605+0.00019372i,0.00073727-0.00040834i,0.00066687-0.00056686i,-0.00025521+0.000679i,-0.00038852+0.0013928i,-0.00019872+0.00075064i,-0.00024987+0.00077792i
-0.0012279+0.00043754i,-0.00037267+0.0024946i,5.0963e-05+0.0026704i,-0.00062368+0.001668i,-0.0013232+0.0016996i,-0.00093061+0.001468i,-0.00069564+0.00045758i,-6.2874e-06-2.2601e-05i,0.00087277-0.00019441i,0.00021699-0.00083723i,-0.00076039-0.0012361i,-0.00050275-0.00091238i,-0.00025756-0.00048875i,1.9748e-05-0.00074847i,0.00017339-0.00062618i,0.00047221-0.00014957i,-4.0465e-05+0.00094223i,-0.00060098+0.0011569i,-3.5727e-05+0.00051336i,0.00033544+0.00051814i,7.3478e-05+0.00080269i,0.00011774+0.00047855i,0.00051021-0.00020021i
0.00018724-0.0028401i,0.0001088-0.0029135i,-0.00018783-0.0021122i,2.0083e-05-0.0006382i,-0.00079594+0.00061491i,-0.0011033+0.0010263i,-3.0334e-05+2.9388e-05i,0.00048758-0.00057348i,0.00049336-0.00053587i,0.00042305-4.1445e-05i,0.00015479+0.00078558i,0.00042367+0.0011522i,0.00097403+0.0005556i,0.0012193+7.5465e-05i,0.0009502+0.00077147i,-0.00033463+0.001195i,-0.00033257+0.00058641i,0.00023603-0.000889i,-0.00015747-0.0017011i,-0.00037212-0.0005299i,0.00022829+0.00060742i,9.9642e-05+0.00097563i,-0.00034385+0.00019863i
-0.00052221+0.0020621i,-0.00035408+0.0014618i,0.00040784+0.0016896i,0.00044714+0.0024076i,-5.1939e-05+0.0026343i,0.00010622+0.0013384i,0.00019361-7.1273e-05i,-0.00023575-0.0009568i,0.00021078-0.00083677i,0.0011416-0.00075959i,0.0013535-0.0010851i,0.00049792-0.00083003i,-6.3183e-05-0.00017978i,-0.00038947+0.0002673i,-0.001079-0.00019884i,-0.00084907-0.00063157i,-0.00067102+6.6395e-05i,-0.0016044+0.00082515i,-0.0024618+0.00078249i,-0.0019401-0.00010972i,-0.00090892-0.00031342i,-0.00075496+0.00031098i,-0.00052851+0.00043049i
-0.0014166-0.00068685i,-0.0011048+0.00031549i,-0.0012338-2.5591e-05i,-0.0010925-0.00056349i,0.00021026-0.00037643i,0.0015902+0.00051293i,0.0012223+0.00064019i,0.0006129-0.00039051i,0.00098493-0.00013991i,0.00022119+0.00042181i,-0.00068348-0.00010081i,-3.1842e-05-0.00014585i,0.00044872-0.00014742i,0.00088859-0.00053751i,0.0015084-2.4878e-05i,0.0011226+0.00089873i,-9.6825e-05+0.00072044i,-0.0008544+0.00021749i,-0.00078201+0.0002279i,-0.00030689-3.2085e-07i,0.00062481-6.9707e-05i,0.00035792+0.00026778i,-0.00083974-0.00026674i
0.00027907+0.00082648i,-0.00013346+0.00088123i,0.0001506+0.0009867i,0.00062263+0.00062292i,0.001254+0.00053921i,0.00099613+8.3078e-05i,0.00056375-0.000245i,-1.4289e-05+0.00011907i,-0.00063103+0.00024469i,-0.00021254-0.00084124i,0.0002963-0.0011069i,0.00064966-0.00019942i,0.00019081-0.00011373i,-0.00033827-0.00045813i,0.00041575-0.0011784i,0.00093428-0.001729i,0.00060681-0.00094996i,0.00016952+3.6963e-05i,-0.00015376+0.00029853i,-0.00040358-0.00014332i,0.0007472-6.4e-05i,0.0012268+0.00041209i,0.00026129+0.00041142i
0.00051202+0.00017273i,0.00094556-0.00077918i,0.0011742-0.0011358i,-0.00024681-0.00012568i,-0.0014177+0.00060562i,-0.00061096+0.0001983i,-0.00032058-0.0007921i,-0.00024543-0.001421i,0.00034243-0.00066898i,0.00030521-0.00064647i,0.00010198-0.0011992i,-0.00042087-0.0006698i,-0.00025963+0.00016431i,0.00039835+0.00047364i,-0.0002268+0.0010306i,-0.00057544+0.0016578i,2.8284e-05+0.001277i,8.1834e-05+0.00043406i,0.00050327+0.00023948i,0.0016347+0.00050324i,0.0013688+0.00016445i,0.00028796+0.00016882i,-0.00088685+0.00013697i
0.0015726+0.0015801i,0.00241+0.0014559i,0.0030934+0.00015794i,0.0021835+9.8497e-05i,0.00084687-0.00032309i,0.000645-0.00089511i,0.00043915-0.00032955i,0.00013304+0.00071315i,0.00051987+0.0012603i,0.0005696+0.00028001i,-0.00026601-0.00092009i,-0.0003732-0.0011056i,0.0001881-0.00072058i,-0.00087636-0.00066153i,-0.0019068-0.00079595i,-0.0011912-0.00038146i,0.00027245+0.00027241i,0.0013258+0.00060939i,0.00029906+0.00072809i,-0.00070948+5.5981e-05i,1.1e-05-3.1218e-06i,0.00063384+0.0012679i,0.00029871+0.0009059i
-0.00069967-0.00070145i,-0.00020473-4.1244e-05i,0.00070819+0.00082416i,0.00049874+0.0014745i,8.4751e-05+0.0016106i,-0.00030837+0.0014244i,-3.3818e-05+0.00087473i,0.00049113+0.00057489i,0.00041321+0.00072822i,0.00062143+0.00068204i,0.00054523+0.00045219i,-0.00023428-7.5821e-05i,7.1068e-05-0.00083505i,0.00068374-0.00085409i,0.00057477-0.00048118i,0.0006079+3.5623e-05i,0.00047021+0.00080857i,0.00025007+0.0011784i,-0.00015548+0.0009373i,-0.00059542+0.00025744i,-0.00079515+0.00053507i,-0.00058758+0.001105i,0.00012861+0.0012868i
0.00053617-0.00043263i,0.0014661+0.00039071i,0.00079472+0.00060538i,7.8165e-05+0.0010271i,0.0003145+0.00084915i,0.00077934+1.1869e-05i,0.0011593+7.0238e-05i,0.00096748-2.6217e-05i,0.00062297-0.0010435i,0.00047129-0.0011665i,-0.00023876-0.00080913i,9.1373e-06-0.00048708i,0.00090937-0.00010394i,0.00029937+0.00031845i,-0.00068278+0.00063968i,-0.00042186+0.00045166i,0.00025035+0.0013622i,0.0001179+0.0012335i,-0.00013062+0.00056991i,0.00034694+0.00054049i,0.00025137+0.00018018i,-4.2402e-05+8.6049e-05i,0.00010289+0.00032996i
0.00066772-0.0026078i,-7.9235e-05-0.0017115i,-0.00058487-0.00084018i,-0.00065743+0.00047637i,-0.00033663+0.0016807i,0.00048755+0.0016634i,0.0010605+0.00071507i,0.0015211-0.00035895i,0.0011446-0.00054375i,0.00020583-0.00035598i,-0.00050369-0.00024841i,-0.00028898+0.00052377i,0.00059759+0.00079637i,0.00063281+0.00084378i,0.00060209+0.0011023i,0.00081201+0.00019609i,0.00047908+9.515e-05i,9.0633e-05+0.00081446i,-0.00018716-0.0001596i,-0.0005681-0.00026425i,-0.00094468+0.00019174i,-0.00078473+4.1343e-05i,-0.00020708+9.5727e-06i
0.0014818+0.00016569i,0.00078092-0.00037709i,0.00043838-0.00018857i,-4.3842e-05+0.0008581i,-0.000618+0.00088312i,-0.00033229+0.00096014i,0.00020313+0.00023565i,-2.9805e-05-0.00030662i,-0.00055129+0.00012745i,6.5513e-05+0.00059248i,0.00017234+0.00076656i,-0.00053277+0.00045512i,-0.00015051+0.00042907i,-7.6578e-05+0.00042121i,-0.00066281+0.00039163i,-0.00028532+0.00038762i,0.0007787+0.00020444i,0.00075558+0.0004823i,1.1993e-05+0.0010894i,-0.00042893+0.0010121i,-0.00021285+0.00066551i,0.00032638-0.00012511i,0.00083464-0.00047881i
0.00014209+0.00057325i,-0.00052318+0.00052891i,-9.6134e-05-1.5629e-05i,-5.1414e-05+3.8562e-05i,0.000342+0.00070228i,0.0013588+0.0013659i,0.0014463+0.0001052i,0.00064661-0.0014553i,0.00091161-0.00073205i,0.0012725+0.00025847i,0.00035344+0.00041558i,-9.3106e-05+0.00021728i,-1.8664e-05+2.4881e-05i,-0.00025613+6.5882e-05i,-0.00069702+5.8461e-05i,-0.00048636+0.00034769i,0.00054782+0.00046682i,0.00096549+0.00050176i,0.0004097+0.00064921i,-0.00041664+0.0010678i,-0.00067219+0.00092924i,-0.00012869-0.0001667i,-0.00052821-0.00038426i
-0.0027208-0.00026342i,-0.0020189+0.00067965i,-0.00040369+0.00067135i,0.0004045+0.0015904i,0.00076578+0.0022891i,0.00098614+0.0011632i,0.00041153+0.00064275i,2.6984e-05+0.00051818i,0.00010033+0.00019453i,-0.00042274+0.00078992i,-0.00018169+0.001035i,0.00041781-6.7461e-05i,0.00051199-0.00058367i,0.0010541+0.00017658i,0.0009936+0.00054717i,0.0003632-0.00018225i,0.00078482-0.00033907i,0.0010782+4.7045e-05i,0.00067796+0.00019216i,0.00041876-6.8188e-05i,0.0001253-0.00074271i,-2.0403e-05-0.00013821i,-0.00042545+6.0191e-05i
-0.00062989-0.0012771i,-0.0007888-0.00066154i,0.00047268+0.0010592i,0.00050376+0.0015658i,-2.6042e-05+0.0007321i,0.0003405-7.765e-05i,0.00035313-0.00073795i,0.00016776+2.8644e-06i,-8.436e-05+0.00056042i,-0.00044611+0.00024338i,-8.908e-05-0.00010431i,0.00031704-0.00033042i,0.00059893+6.4272e-05i,0.00044119+0.000429i,-0.00017763+0.00030322i,-0.00029296+0.00017243i,0.00028415-0.00010732i,0.0010965+0.00036375i,0.00046134+0.00039688i,-0.00021573-0.00018508i,-0.00016906-0.00068149i,0.00023236-0.00042985i,0.00089869-0.00034354i
0.0012853+0.00046126i,0.00078994+0.00074356i,0.00060601+0.00057191i,-0.00038478+5.2084e-05i,-0.00067512-0.00029808i,-0.00028759-0.00080224i,-0.00031435-0.0012307i,-0.00014597-0.0010527i,2.7545e-05-0.00021925i,-0.00034805-3.5358e-05i,-0.00021489-3.9891e-05i,-0.0010657+0.00084162i,-0.0012793+0.0016279i,-0.00089538+0.0012455i,-0.00095131+0.00060595i,-0.00093355+0.0011122i,-0.001136+0.0011893i,-0.00039504+0.00082091i,-0.000264-1.4892e-05i,-0.00047681-0.00057746i,-0.00036818+1.4325e-05i,-0.0005064+0.00034772i,0.00022914+0.00038279i
0.00030076-0.00034236i,0.00026123-0.00076681i,0.00012796-0.00050428i,0.00013279+0.00011726i,-0.00013319+0.0013732i,0.00016629+0.001793i,0.00039599+0.0010679i,0.00027912+0.00066672i,0.0003746-8.6407e-05i,-5.2469e-05-0.00022804i,-0.00012084+8.7552e-05i,0.00034393+0.0001275i,0.00027315+0.00063132i,0.00026383+0.0010324i,-0.00036051+0.00070822i,-0.00023366+8.9232e-05i,0.00038923-0.00035209i,-4.2872e-05-0.00030774i,-0.00070787+5.1514e-06i,-3.6581e-05+0.00023878i,0.00012061+0.00018187i,-0.00021069-9.2019e-05i,0.00032809+2.2243e-05i
0.00039989+0.00064563i,0.00061462+0.00066618i,0.00045916+0.00061722i,-5.9174e-05+0.0011017i,-0.0010103+0.0015381i,-0.0012829+0.0013452i,-0.00050938+0.00058693i,0.0003635+0.00027579i,0.00018595+0.00033682i,-0.00011169-0.00072237i,-1.5564e-05-0.00097566i,0.00024113-0.00049666i,-1.0577e-05-0.00054135i,-0.00073717-0.00041242i,-0.0006209+0.00017352i,-0.00037196+0.00040051i,0.00031499+0.00027809i,0.00083095+0.00023809i,0.00051081+0.00010127i,-0.00017655-0.00055823i,-0.00078498-0.00085339i,-0.00082+0.00029346i,-8.6285e-07+0.0007147i
-0.00012087+0.0022989i,0.00025804+0.0022719i,0.0023795+0.0012556i,0.0022281+7.425e-05i,0.00044098-0.00076628i,0.00036703-0.00054817i,0.0002482+0.0002115i,0.00013056-0.00018779i,0.00059282-0.00050099i,0.00077692+0.00042452i,0.00013464-0.00026886i,-8.192e-05-0.00063606i,-0.0005096-0.00044984i,-0.00073777-0.0011822i,-0.0011892-0.001163i,-0.0013981-0.00043088i,-0.0002038+0.00015292i,0.00020321+0.0004117i,0.00027545+0.00086902i,0.00038655+0.00083335i,0.00031514+0.00038967i,0.00015356-0.00016901i,1.6221e-05-0.00010543i
0.00022084-0.00032422i,-0.00061049-0.00023211i,-8.8223e-05-0.00030452i,-0.00026991+0.00019267i,-0.00058485+0.00048982i,-0.00081371+0.00011824i,-0.00027142+4.2111e-05i,0.00038592+0.00077188i,0.00072089+3.5101e-05i,0.00087334-0.0005726i,-3.1726e-05-5.7786e-05i,-0.00073462+0.00036097i,-0.00049029+0.0011788i,-0.00020072+0.0019391i,-0.00015072+0.001498i,-0.00028571+0.00046254i,-0.00040682+6.3448e-05i,-0.00019582-0.00010162i,8.6323e-05-0.0004768i,0.00055251-0.00018761i,0.00076622+0.00068308i,-0.00031565+0.0006358i,-0.00019782-0.00011261i
0.00095038+7.5652e-05i,0.00090116-1.3325e-05i,0.0010507-0.00013563i,0.00080969-0.00023778i,0.00019491-0.00020335i,0.00046963+0.00070424i,0.0013798+0.00024168i,0.0015836-0.00029787i,0.0010106+0.00040058i,0.00065879+0.00051632i,0.001186+7.4196e-05i,0.0011793+8.1569e-05i,0.0005284+0.00022266i,0.00010072+0.0008463i,-0.00058645+0.00069062i,-0.00055516-0.00020244i,-2.9503e-05-0.00042814i,0.00021535-0.00012936i,5.0037e-05+0.0007852i,-4.136e-05+0.0013047i,-0.00013478+0.00025866i,-4.927e-05-0.00055998i,-4.7982e-05+6.8524e-05i
