-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
0.0020642+0.0022415i,0.0011237+0.0021977i,0.0010712+0.00078563i,0.0015647-0.00090915i,0.0013497-0.0017588i,-0.00017888-0.0021343i,-0.00081374-0.0013158i,-0.00066303+0.00043016i,-0.00016776+0.00069262i,-8.0097e-05-0.00032201i,-0.0004378-0.0011009i,0.00016678-0.00072529i,4.2785e-06+0.00031913i,7.5487e-05+0.00060881i,0.0005448+0.00046903i,0.00015424-0.00018151i,-0.00062369+0.00013132i,-0.00017692+0.00025508i,0.00044754-1.543e-05i,0.00064187-0.00030105i,0.00026981-0.00021107i,1.054e-05-0.00033089i,0.00058561-0.00053667i
-0.0030915+0.00031844i,-0.0031412+0.00073054i,-0.0028702+0.0025964i,-0.00054996+0.0025249i,0.00044066+0.0018918i,0.00020922+0.0006969i,-0.00015014-0.0009874i,-0.00069911-0.0011896i,-0.0011252-0.00014717i,-0.00057234+0.00051393i,0.00070445+0.00043299i,0.00070606+5.6346e-05i,0.00027903-0.00031807i,0.00018804-0.00056395i,-0.00025814-0.00079108i,-2.3258e-05-0.00052214i,-0.00031448+0.00022836i,-0.00072951+0.00027527i,-0.00047061-0.00038208i,-0.00016082-0.0001234i,-0.00023186+0.00028108i,-0.00069977-6.4392e-05i,-0.00084704-0.00082312i
-0.0005657-0.00067043i,-0.00074578-0.00050386i,-0.00078019-0.00072845i,0.00054112-0.00047239i,0.00029568-0.00042319i,-0.00041817-0.00090168i,-0.00028304-0.00044411i,0.00011056-0.00012264i,0.00014443+0.00017133i,0.00013819+0.000304i,0.00046327+0.00023842i,0.0010707+0.00017732i,0.0012011+0.00026054i,0.00063504+5.5819e-05i,0.00051542+0.00049796i,0.00042529+0.0005825i,-3.7815e-05-6.9064e-05i,-5.9349e-05-0.00079466i,-7.3888e-05-0.00047219i,-0.00026995+0.00069943i,-0.00040562+0.00032561i,-0.00015958-0.00073098i,-7.3697e-05-0.0012707i
4.1622e-05-0.00024532i,-0.00013695-0.00061264i,0.00054796-0.0013869i,-0.00014021-0.0014837i,-0.00071356-0.001136i,-0.00047584-0.00015528i,-0.00026587+0.00024792i,-0.00074411-6.6296e-05i,-0.0010725-0.00030526i,-0.00098804-0.00034518i,-0.0001292-0.00041671i,0.00030713-0.00047257i,0.0003786-0.00055378i,0.00032431-0.00033287i,0.00014779+0.00043636i,9.7641e-07+0.00032996i,5.9423e-05+5.8883e-05i,0.00029301+7.6509e-05i,-0.00015364-0.00036813i,-0.00030456-0.00010251i,0.0001543+0.00069872i,9.4532e-05+0.00078162i,-0.0002936+0.00078494i
0.00088234-0.00039963i,0.00059863+0.00059871i,0.0013935+0.0016258i,0.001163-3.7904e-05i,0.00010098-0.0018081i,-0.0010876-0.0021814i,-0.0015209-0.00060702i,-0.00092573-2.7494e-05i,-0.00017103-0.001085i,-0.00027171-0.0013106i,-0.00060179-0.0010435i,-0.00023127-0.00096059i,-0.00021944-0.00040706i,-0.00016865+0.00028513i,-0.00011126+0.00014564i,-8.4017e-05-0.00021795i,-0.00015066-0.00014844i,-0.00029841+1.5696e-05i,0.00045547-0.00028517i,0.00098922-0.00058539i,0.00038177-0.00078942i,6.5567e-06-0.00099766i,0.0010532-0.00017783i
0.0022974-0.00077001i,0.0018429-0.0019621i,0.0012118-0.0034448i,0.00079796-0.0030401i,-0.00014958-0.0025685i,-0.00088372-0.001552i,-0.00075148-0.00017983i,-0.00046994-0.00047781i,-0.00070201-0.0017004i,-0.00077456-0.0016824i,-0.00035912-0.00013871i,0.00010994+0.00072644i,0.00043425+0.00064205i,0.00043771-2.8017e-05i,0.00033714-0.00073721i,0.00055337+0.00038535i,0.00013809+0.00058501i,-0.00087488-0.00034749i,-0.00080575-0.0002296i,3.2189e-05+8.6234e-05i,0.00028233+0.00044505i,0.00016299+0.0004016i,0.00041405+5.2805e-05i
7.2857e-05+0.00028472i,0.00088621+0.0016341i,0.0018634+0.0015071i,0.0018457-2.3433e-05i,0.0010338-0.0011392i,0.00025623-0.0020781i,6.0433e-05-0.0012337i,-9.4459e-05-9.2619e-05i,-0.00040526+0.00027885i,-5.8351e-05-2.0819e-05i,0.00012918-0.00050589i,-0.00029226-6.6907e-05i,-0.00034823-0.00019477i,-0.00062645-0.0011984i,-0.0012798-0.00090652i,-0.00087745+0.00032828i,-0.00039142+0.00058927i,-0.00022826+0.00081362i,7.8395e-05+0.00095563i,0.00014809+0.00074086i,8.0799e-05+0.00067337i,-0.00039892+0.00051915i,-0.00054838+7.6744e-05i
0.0010483-0.0033119i,0.00032658-0.002408i,-0.0010685-0.0024507i,-0.0015023-0.0020692i,-0.0010722-0.0015726i,-0.00096967-0.00057165i,-0.0004225+0.00067273i,-0.00014769+0.00043408i,0.00018412-0.0002594i,0.00084674-6.1007e-05i,0.00027648+0.00023137i,-1.6592e-05+1.5753e-05i,0.00013563-0.00027838i,-0.00031608-0.00053197i,-0.00020235-0.00077804i,0.0002696-0.00021954i,0.00029124+0.00026579i,-6.582e-05-0.00018241i,-0.00023006-0.00051592i,0.00022322-0.00046332i,0.00087691-0.00013611i,0.00057532-0.00026909i,0.00014404-0.00040511i
0.0034536-0.00016925i,0.0024825-0.0010242i,0.0020998-0.0023076i,0.00087144-0.002975i,-0.00084667-0.0034131i,-0.0020302-0.0027085i,-0.0016201-0.0014308i,-0.001475-0.00076099i,-0.00065897-0.00064618i,0.00064246-0.00066682i,0.00070103+0.00032488i,0.00025231+0.00043314i,0.00054939-6.4976e-05i,0.00026313-0.00065288i,-0.00044109-0.001095i,-0.00098127-0.00028871i,-0.00040488+0.00013096i,0.00040742+8.7844e-05i,0.00039568-0.00014149i,0.00064469+0.00029938i,0.0014798+0.0005726i,0.001847-0.00027988i,0.0010566-0.0006934i
0.0011106+0.0008136i,0.00078254+0.00065319i,0.0011851-9.761e-05i,0.00061006-0.00056855i,-0.00019706-0.00089972i,-0.000374-0.0010787i,-0.00032222-0.0013238i,0.00019382-0.0013447i,0.00034216-0.00078797i,-0.00043645-0.0010456i,-0.00037655-0.00149i,-2.1484e-05-0.00074491i,-5.0812e-05+0.00015718i,-0.00012807-0.00015154i,-5.8943e-05-0.0010543i,1.6653e-05-0.0008713i,-0.00073107-0.0001654i,-0.0014321+5.5477e-05i,-0.00059014+0.00068727i,0.00037063+0.0011833i,3.1707e-05+0.00058449i,-0.00013262-0.00013619i,0.0001058-0.000201i
-0.00017592+0.0021628i,1.1661e-05+0.0025348i,0.001044+0.0017287i,0.0018494+0.00019098i,0.0011616-0.0016475i,0.00022456-0.0014088i,9.9741e-05-9.2613e-05i,9.1885e-05+6.0752e-05i,-0.00029052+0.00033904i,-0.00038119-8.7479e-05i,0.00028882-0.00071807i,0.00011701-0.00028831i,-0.00041452+8.0956e-06i,-0.00026381-0.00018525i,-0.00034415+0.00010527i,-6.4267e-05+0.00055477i,7.8729e-05+0.00036509i,-4.9929e-05+0.00087158i,-4.4343e-05+0.00092451i,-4.3937e-05+0.00044306i,6.3389e-05+0.00077588i,4.1798e-05+0.00087908i,-0.00017217-0.00015714i
-0.00084559+0.0007195i,-0.00072105+0.0006955i,-0.00059819+0.00034391i,-0.00036589-0.00063061i,-0.00034054-0.0010427i,-0.00072095-0.00067791i,-0.00063955+0.00034236i,-0.00076637+0.00066672i,-0.0016156+3.7343e-06i,-0.0014729-0.00093112i,-0.00073123-0.0011747i,-0.00024451-0.00032857i,0.00049841+4.4852e-05i,0.00077641+6.0376e-06i,0.0003348-0.00032374i,-8.7798e-05-0.0010674i,-0.00035443-0.0012337i,-0.00043944-0.00088822i,0.00011791+0.00016573i,-5.3957e-05+0.00016255i,-0.00050128-0.00040708i,-0.00024334-0.00046067i,-0.00058286-0.00033145i
-0.00069094-0.00016993i,2.461e-06-0.00052242i,0.00033732+0.00013002i,0.00093468+0.00059137i,0.00041607+2.7108e-06i,-0.00050729-0.00060824i,-0.00052284-0.0012279i,-0.00089402-0.00099973i,-0.0014674-0.00040492i,-0.00096536+0.00025087i,-0.00035104+0.00010483i,-0.00015923-0.00070857i,-0.00060743-0.00091797i,-0.00048926-0.0001062i,0.00042711+0.00039346i,0.0004351+8.3064e-05i,0.00032883-0.00016476i,0.00035073-0.00027893i,0.00017114-0.00066991i,0.00015871-0.0008037i,-0.00039287-0.00034624i,-0.00031371-0.00019528i,-0.00028803-0.00034515i
0.0012665+0.00059133i,-0.000405-0.00015774i,-0.00035871-0.0014043i,-0.00040734-0.001767i,-0.00077408-0.0010579i,-0.0012482-0.00014201i,-0.00096548-0.00051872i,-0.00038019-0.00085103i,-0.00072211-0.00050627i,-0.00023344-0.0011765i,0.00027091-0.0013144i,-0.0003319-0.00075866i,-0.00090496-0.00068675i,-0.0008767-0.00012269i,-0.00097638+7.7511e-05i,-0.00030351-0.00013001i,5.894e-05-0.00021842i,-0.00075092+5.9706e-06i,-0.0004739+0.00017243i,0.00022022+0.00011017i,-0.00019155-0.00034572i,-0.00074127-2.6019e-05i,-0.00049211+0.00029183i
-0.00061447-0.0020659i,-9.8513e-05-0.0021678i,0.00012397-0.0019732i,0.00083916-0.00098795i,0.00014972-0.00045768i,-0.0001662-0.0010315i,0.0001248-0.0011167i,0.00048539-0.00080902i,0.0010409-0.00040208i,0.00048486+0.00029327i,-0.00012093+0.00037598i,0.00013478-0.00042656i,0.00041694-0.00056763i,0.00036538-0.00013297i,0.0008302-0.00023555i,0.00061524-0.00041492i,0.00022695-0.00034678i,4.6257e-05+5.8607e-05i,0.00042481+0.00060794i,0.00062771+0.00054985i,-0.00032763+0.00034356i,-0.0010907-3.7706e-05i,-0.00038385-0.0001509i
0.0021528+0.0019434i,0.002247+0.0011591i,0.002276+0.00019121i,0.001537-0.0014537i,0.00093408-0.002628i,-0.00033068-0.0018124i,-0.00088839-0.00042807i,-0.00024637+0.00021656i,-0.00012623+8.1708e-05i,-0.00081504-0.0008572i,-0.0010043-0.0010395i,-0.0010781-0.00077358i,-0.00054797-0.001097i,-2.7253e-05-0.00098492i,-0.00014674-0.00042125i,-0.00031112+0.00016445i,1.8083e-05+0.00051756i,-0.00061476+0.00018188i,-0.0013894+0.00036274i,-0.00070825+0.00064871i,2.9304e-05+0.00047673i,1.5121e-05-0.00045136i,-0.00018151-0.0005997i
-0.0020764+0.0019292i,-0.0024295+0.0021255i,-0.00090368+0.0031082i,0.0010121+0.0010819i,0.00093907-0.00095235i,0.00015865-0.001222i,0.0003441-0.00043831i,8.9801e-05-0.00011871i,-0.00067634-0.00015188i,-0.00053181-0.00035392i,9.437e-06+0.00016121i,1.4969e-05+0.000469i,-0.00016126-0.00023938i,-0.00037482-0.00057676i,-0.00050407-0.00039151i,0.00047563-0.00034553i,0.00067539-0.00034926i,0.00015904-0.00056948i,0.00022914+0.00011768i,1.4089e-05+0.00010961i,-0.00072197-0.00080739i,-0.00076563-0.00082953i,-0.0008785-0.00085172i
0.00050085-0.0006793i,0.0001653-0.0013608i,-0.00026191-0.00099664i,-0.00059089-0.0002702i,-9.0698e-05-0.0010483i,-0.00048867-0.001268i,-0.00062539-1.1701e-05i,-0.00038814+6.7351e-05i,-0.00033511+0.00020218i,0.00020682+0.000419i,0.00041941-0.00021845i,0.00016488-0.00060697i,8.2106e-05-0.00072918i,-6.1502e-05-0.0006382i,-0.00019174+0.00011933i,-0.00046272+0.00016692i,-0.00039333+8.0825e-05i,-4.5147e-05+0.00079095i,-0.00013029+0.0010302i,-1.433e-05+0.00069899i,0.000326-0.00017016i,0.00065359-0.00087624i,-9.7472e-05-0.00062731i
0.0010107-0.00049328i,0.00022743+0.00047693i,8.7132e-05+0.00048611i,-0.00069486-0.00056907i,-0.0013743-0.00094562i,-0.0015058-0.0008707i,-0.0012322-0.00023372i,-0.00083502-1.4277e-05i,-0.00093018-0.00048538i,-0.00064996-0.00024534i,-0.00012991-0.00020516i,-0.00019014-3.1765e-05i,9.869e-05+0.00046142i,0.00071955+0.00088843i,0.00035257+0.0009277i,-0.00028307+0.00037334i,-0.0007259-0.00018495i,-0.00020757-9.1469e-05i,0.00029279+0.00062575i,0.0004189+0.00034688i,0.00070688-0.00079198i,0.0010083-0.00089087i,0.00073176-0.00033649i
-0.0004411-0.001193i,-0.0003424+0.00024719i,-0.00062143+0.00057552i,-0.0010741-0.00055485i,-0.0016421-0.0021213i,-0.0014606-0.0019039i,-0.00070957-0.0011072i,-0.00058999-0.00049913i,-0.0011061+8.4021e-06i,-0.0012218-0.00016694i,-0.00085753-0.0002019i,-0.00028431+0.00011556i,-0.0001002+0.00013498i,0.00063846+0.00082173i,0.00067685+0.0011943i,-0.00022186-1.4399e-05i,-0.00045406-0.00086014i,-0.00077679-0.00043036i,-0.00095671+0.00045178i,-0.00096105+0.00048814i,-0.00053066+0.00019999i,-0.00018727-2.3184e-05i,-0.00026454-0.00068392i
0.0020722-0.0015937i,0.00032915-0.0022255i,-0.00022121-0.0027798i,-0.0004879-0.0021743i,-0.0010471-0.0018547i,-0.0012749-0.0016033i,-0.00026586-0.00089001i,9.5711e-05-0.00055049i,-0.00022368-0.00061836i,-0.00024724-0.00067685i,0.0002837-0.00019617i,0.0011256+0.00083574i,0.0011522+0.0010535i,0.0010382+0.00064801i,0.0013009+0.00040062i,0.00095915-8.4991e-05i,0.00013488-0.00026234i,-0.00018883+0.00010519i,0.00013375+0.00017786i,-0.00033635-0.0001702i,-0.0010841-0.00050098i,-0.00043566-0.00079764i,-0.00011191-0.00063967i
-0.0012018+0.00032314i,-0.00041774+0.00017869i,3.8136e-05+0.0012218i,-0.00047031+0.00046627i,-0.00078161-0.0010127i,-0.00026663-0.00061182i,-0.00025568+0.00014066i,-0.00034682+0.00033971i,-0.00017019-0.00042781i,-0.00025517-0.00067877i,-0.00011024-0.00032261i,-0.00013987-0.00052676i,-5.0104e-05-0.0011214i,-8.5711e-05-0.00063047i,-0.00039006+0.00011857i,-0.0005975+0.00052076i,-0.0010447+0.00080337i,-0.001059+0.0013545i,-0.00033508+0.0011081i,-3.8766e-05+0.00059046i,-0.00053836+0.0003762i,-0.0007431-0.00032831i,3.3888e-05-0.00050198i
0.00040667-0.001743i,0.0012758-0.001151i,0.0013531-0.0011359i,0.00068939-0.0017971i,0.00017843-0.001841i,-0.00034552-0.00090837i,-0.00028249-6.04e-05i,0.00020383-0.00039673i,0.00011057-0.00046124i,3.7647e-05-0.00043913i,0.00049542-0.00076024i,0.00074457-0.00031674i,0.0002794-0.00034359i,0.00038317-0.0012394i,0.00056905-0.0013217i,0.00066345-0.00065877i,0.0007169-5.2235e-05i,0.00029838+0.00045636i,3.3678e-05+0.00060259i,-0.00019137+0.0002768i,-0.00023108+3.9865e-05i,-0.00023165-0.00075231i,0.00033832-0.0011489i
-0.0022659+0.001059i,-0.0022737+0.00087929i,-0.0024291+0.0010305i,-0.0010688+0.00080939i,-8.207e-06+0.00031832i,-0.00065984-0.00059749i,-0.00082214-0.0008977i,-0.00027986-0.0012387i,-0.0006997-0.0015662i,3.6854e-05-0.00052501i,0.00069386+0.00027665i,0.00055323-5.1758e-05i,0.0008663-0.00062809i,0.00029842-0.00075984i,-0.00032159-0.00018108i,-0.00028796-8.535e-05i,-0.00036785+0.00067067i,-0.00057995+0.00096561i,-0.00027625+0.00050304i,8.1305e-05+1.8639e-06i,-3.8714e-05-0.00010901i,-3.5508e-05+0.00036498i,0.00011119+0.00057842i
-0.00089601-0.0022719i,-0.0012232-0.0014042i,-0.0018828-0.00086948i,-0.0027155-0.00040256i,-0.0025359-0.00017945i,-0.001554+8.0717e-05i,-0.0004058+0.00011541i,-0.00016183-0.00032263i,-0.0011223-0.0001649i,-0.00060332+6.2596e-05i,0.00051531+5.0957e-06i,0.00073987+0.00049322i,0.00084017+0.00073017i,0.00093745-3.8379e-05i,0.00077868-0.00014671i,-2.5957e-05+0.00028921i,-0.00021982-0.00022107i,0.00016511-0.00021946i,5.1997e-06+0.00032193i,-0.00066617+0.00017067i,-0.00098105-0.00043237i,-0.00023751+8.4961e-05i,-0.00018633+0.00020254i
-0.0012858+2.2314e-06i,-0.00084439+0.00013219i,-0.0010564-7.3197e-05i,-0.00048644+0.00020426i,0.00094429-1.1418e-05i,0.00021568-0.00027467i,-0.0008002-0.00025497i,-0.00089099-0.00068888i,-0.00068393-0.00085462i,-0.00050466-0.00059272i,-0.00027409+0.00038925i,-0.00036593+0.00061477i,-0.00014115+0.00022462i,0.00014239+8.4727e-05i,-0.00088442+0.00012148i,-0.0018563+0.00051905i,-0.0012434+0.00017329i,-0.00044794-0.00019258i,6.6222e-05+0.00040514i,0.00068136+0.00056865i,0.00065163-8.6375e-05i,-0.00058741-0.00052829i,-0.00054394-0.00065866i
-0.0023813+0.00085151i,-0.0017629+0.00036722i,-0.002308+0.00081231i,-0.0021499+0.00089063i,-0.00037685+0.00026697i,0.00041792-0.00026717i,-0.00065466-0.00037965i,-0.001722-0.00015043i,-0.0012079+0.00071593i,-0.0010568+0.0012867i,-0.00018134+0.00055547i,0.0010882-0.00043325i,0.0011718-0.00081437i,8.6478e-05-0.00023847i,-0.00079597+0.00032695i,-0.00056474+0.00067065i,-0.00037894+0.00049028i,-0.00058233+0.00015142i,-0.00033935+0.0004877i,-5.6889e-05+0.0012863i,-0.0005384+0.00078305i,-0.0010588-0.00020762i,-0.00063079-0.00045345i
0.0029856-0.0020048i,0.0026672-0.0020867i,0.0010517-0.0034505i,-9.9525e-05-0.0032894i,-0.0005184-0.0019873i,-0.00070133-0.0012283i,-0.00082074-0.00062115i,-0.00071978-0.00072162i,-0.00080432-0.0013889i,-0.00088343-0.00076704i,-0.0008876+9.7088e-05i,-0.00074705+2.5996e-05i,-0.00052507-0.00014424i,0.00014143+9.2683e-05i,0.0011442+0.00016652i,0.000848-6.553e-05i,0.00033965+0.00015015i,0.00020881-0.00025182i,-0.00030507-0.00062137i,-0.00047919-0.00029576i,2.2636e-05-0.00068885i,0.00021304-6.0757e-05i,0.00027108+0.00037962i
-0.0013294+0.0022095i,-0.0015635+0.0031918i,-0.00068656+0.0021776i,0.00070868+0.0004717i,0.00095619-0.00034128i,0.00042334-0.0006462i,-9.768e-05-0.00041297i,-8.2943e-05-0.00066582i,-0.00067625-0.00087082i,-0.00053417+0.00041881i,0.00072141+0.00096531i,0.0017939+0.00053946i,0.0012193-0.00022369i,0.00058861-0.00055401i,0.00025129+0.00011854i,-0.00015478+0.00042455i,-0.00027611+0.00072734i,-0.00019748+0.00067924i,0.00021433-0.00018314i,-3.9841e-05-0.00034097i,-0.00035243+0.00059779i,-0.00043557+0.0006529i,-0.0005109+3.8933e-05i
0.0010561+0.00061475i,0.0012804+0.00040362i,0.0016779+0.00045966i,0.0019498-0.00044392i,0.0018122-0.0016313i,0.00018169-0.0024744i,-0.00067285-0.0018659i,6.0969e-05-0.0007039i,0.00069854-0.00031688i,0.00088077-0.00051429i,0.00070914-0.00079053i,0.00050977-0.00068232i,0.00065809+0.00017253i,1.2069e-05+0.00035468i,-0.00092909+0.0002968i,-0.00082529+0.00055459i,-0.00016935+0.00037616i,0.00028757-0.00025651i,0.00018159-0.00092903i,-0.00048215-0.00033188i,-0.00052497+0.00019514i,-0.00021761-0.0002558i,-0.00017292-0.00032881i
-0.00027791+0.00040517i,-0.0012012+0.00050513i,-0.0023852+0.00046892i,-0.0023687+0.00035833i,-0.0014929+0.00033225i,-0.00023792+0.00039795i,0.00015356-0.00032247i,0.00016088-0.00067262i,-0.00028401+4.0822e-06i,-0.00022519-0.00037922i,0.00040071-0.00052635i,0.00024272-0.00035902i,0.00077379-0.00024602i,0.00082771-0.00015125i,0.00027816-0.00021341i,-8.655e-05-0.00036066i,-0.0004084-0.00050882i,-0.00069484-0.0011907i,-0.00035104-0.0014151i,1.2743e-05-0.00076263i,-0.00022111-0.00044727i,-8.7342e-05-0.00080639i,0.00018831-0.0011575i
-0.0021085+0.00069443i,-0.00042687+0.0016652i,0.00056492+0.0016233i,0.00042067+0.00040119i,0.0007755-0.00078059i,0.00017099-0.001435i,-0.0006972-0.0013435i,-0.00085646-0.00075165i,-0.00026831-0.00079888i,-0.00026286+3.9992e-05i,-0.0012229+0.00087889i,-0.00041251+0.0010345i,0.00017446+0.00040366i,0.00030807-0.00029257i,0.0005946-0.00020736i,0.00043955+0.00036131i,-0.00025113+0.00093522i,-0.00081427+0.00056651i,-0.00058192+0.00038026i,3.475e-05+0.00048041i,-0.00013846-3.4049e-06i,-5.089e-05-0.0005301i,0.00067296-0.00054021i
0.0029346-0.001391i,0.0023295-0.0018747i,0.0014395-0.00098417i,0.00040809-0.00071833i,-0.00025643-0.00095468i,0.00037644-0.00074395i,0.00048018-0.00048106i,-0.00049265-0.00058337i,-0.00027237-0.00039781i,0.00020142-0.00070812i,0.00016549-0.0009917i,-0.00046346-7.4836e-05i,-0.00047973+0.00054627i,0.00084503+0.00073037i,0.0010064+0.00056752i,-0.00012117+0.00030015i,-0.00028294+0.00032653i,-0.00037203+8.3118e-05i,-0.00080971-0.00043295i,-0.0011643-0.00018513i,-0.00068433+1.3434e-05i,5.5313e-05+0.0001588i,0.00033542+0.00037168i
0.0021869+0.00087657i,0.0013319+0.00012241i,0.00088925-0.0011613i,0.00067743-0.0017116i,0.00046496-0.0017855i,-0.00048108-0.0014048i,-0.000793-0.00021663i,-0.0003625+9.6481e-05i,-6.1898e-05-0.00039217i,-0.0001304-0.0010138i,-0.00046528-0.0013674i,-0.00079563-0.00077263i,-0.00048773+0.00038097i,0.00019086+0.0011072i,6.8545e-06+0.00071685i,-0.00043483-0.00030531i,-0.00023462-0.0007212i,-0.0009826+0.00019841i,-0.0016712+0.0009001i,-0.0013158+0.0013367i,-0.00021977+0.00076486i,0.00066863-0.00013186i,0.00065328+0.00065265i
-1.6425e-05-0.00037892i,-3.4689e-05+0.0003316i,0.00080021+0.0002005i,0.0017074-0.0012034i,0.0016279-0.0024571i,0.00043549-0.0018632i,-0.00079341-0.00067839i,-0.00080968-0.00044457i,0.00011881-0.00043893i,0.00021049+0.00042935i,-0.00042143+0.00079843i,-0.00040843-0.0002628i,-0.00053163-0.00097517i,-0.00083665-0.00088744i,-0.00033285-0.00064759i,0.0004151-7.2055e-05i,0.00066312+0.00022892i,0.00034214+0.00025405i,-0.00039265+0.00025685i,-0.00065519+0.00021933i,-6.729e-05+0.00073722i,-0.00054094+0.00073175i,-0.00065268+0.00023511i
0.0013033+0.0001277i,0.0010091-0.0006791i,0.00049947-0.0011642i,0.00022966-0.0014657i,0.00043789-0.001076i,-7.9734e-06-0.00048133i,-0.00031068-0.00068876i,0.00031393-0.00059521i,6.76e-05-0.0003129i,-0.00094064+4.9079e-05i,-0.00010448-6.8441e-05i,0.001214-0.00036556i,0.0014106+9.0794e-05i,0.0011711+0.00027248i,0.00072245-0.0002328i,8.46e-05-0.00078021i,0.00010739-0.00061335i,0.00036933+0.00019033i,-0.00045237+0.00018484i,-0.0003646-0.00014891i,0.00013457-0.00018308i,-0.00041405-9.1778e-05i,-0.00033935-1.4013e-06i
-0.0016543-0.00016983i,-0.0016088+0.00023297i,-0.0029604+0.00031123i,-0.0027834+0.00023866i,-0.0014978+2.7787e-05i,-0.00076796-0.00051137i,-0.00064153-0.00031846i,-0.00055905-2.9158e-05i,-0.00042112-0.00024405i,-0.00059039-0.00037653i,-0.00027897-0.00065181i,0.00041215-0.00046194i,0.00062017-0.0010099i,0.00056557-0.0013683i,-2.4254e-05-9.6105e-05i,0.0001282+0.00026344i,0.00043574-3.5521e-05i,-9.6672e-05-0.00024373i,-0.00091056-0.00038522i,-0.00069861-0.00024786i,-0.00035065+5.1215e-05i,-0.00057176+7.2145e-05i,-0.00072117+0.00046078i
-0.0017884-0.0016959i,-0.0011343-0.0011788i,-0.00070153-0.0010877i,0.00045146-0.00065499i,0.00018607-0.00083248i,-0.00056499-0.0015339i,-0.00025547-0.0016644i,0.00026034-0.0012907i,0.00012938-0.0006059i,1.0539e-05-0.00010598i,0.00051278+0.00044172i,0.00083685-0.00010165i,0.00089384-0.00057481i,0.00092754-0.000137i,0.0001693+1.4898e-05i,-0.00083713-1.9526e-05i,-0.0010138-0.00025472i,-0.0008648-0.00029853i,-0.00081941+0.00012647i,-0.00054204-0.00020559i,0.00061389-0.00025096i,0.0013526+0.00019174i,0.0010791+4.6066e-05i
0.0003101-0.00068761i,0.00028631-0.0001608i,0.00044773-0.0015954i,-0.00016044-0.0012183i,-0.00084987-0.00017148i,-0.00094562-0.00043192i,-0.00051211-0.00035101i,-1.1563e-05+0.00029927i,-0.00041301+0.00046932i,-0.00091574+0.00015375i,3.3086e-05+3.308e-05i,0.0010071+9.9364e-05i,0.00073641+0.00022527i,0.00087554+0.00033504i,0.00048902-0.00027386i,0.00011911-0.00051008i,0.00014805-0.00064319i,0.00020908-0.00081179i,0.00097319-0.00014784i,0.00061375+0.00029508i,-0.00052077-0.00010089i,-0.00010128-9.8328e-05i,0.0010338-0.00029062i
-0.0011832-0.0017279i,-0.00025609-0.0012251i,0.00045853-0.0011839i,-0.00024388-0.000769i,-8.8427e-05-0.00040073i,0.00037863-0.0005461i,-0.00070214-1.0366e-05i,-0.00068272+0.00018299i,-2.4785e-05-0.00061293i,9.2156e-05-5.8964e-05i,8.9569e-05+0.00031354i,3.2007e-05-0.00079417i,-5.7349e-05-0.00085947i,4.3956e-05-0.000319i,-0.00012818-0.00038996i,-0.00081729+4.2815e-05i,-0.0012724+0.00073133i,-0.00075731+0.00080667i,8.9373e-05+0.0011864i,0.00016261+0.0013812i,0.00018396+0.00064412i,0.00016462-0.00053258i,-0.00031884-0.00055412i
-0.0018887-0.0012653i,-0.0016502-0.00049188i,-0.002281+0.00037821i,-0.001444+0.0007187i,-0.0006659-6.7832e-05i,-0.00050567-0.00090134i,-0.00042879-0.00036997i,-0.00053398-0.00022059i,-0.00031147+0.0001836i,-0.00010194+0.00018634i,0.00020346-9.8963e-06i,0.0010518+0.0010361i,0.0010508+0.0006296i,0.0003674+0.00012221i,0.00024601+0.0006515i,0.00050745+0.00069839i,9.8492e-05+7.4935e-05i,-0.00020649+0.00022544i,-8.1881e-05+0.00079532i,-0.00063853+0.0012232i,-0.00029956+0.0017043i,0.00040628+0.001176i,0.00021235+0.00063986i
-0.0025793-0.0012747i,-0.0025443-0.001669i,-0.0032219-0.00054687i,-0.0020984+0.00090053i,-0.00077317+0.0014406i,4.1345e-05+0.00099726i,0.00027744+0.0005603i,-4.4412e-06+0.00030709i,-0.00049333+2.4386e-05i,-0.0009228-0.00048124i,-0.0005922-0.00064409i,0.00098171-0.00019541i,0.0019752-0.00023085i,0.0014379-0.00059593i,0.00037869-0.00041949i,-0.00035634-0.00031087i,-0.00026858-0.00021189i,0.00014804+2.2401e-05i,-0.00020036+0.0002307i,-0.00048626-5.4261e-05i,-0.00044405-0.00047392i,-0.00076338-0.00073444i,-0.0013002-0.0010967i
