0.0018896-0.00054447i,0.00072525-0.0011443i,-0.00079556-0.0014663i,-0.00083956-0.0015141i,-0.001359-0.0006943i,-0.0018769+3.4031e-05i,-0.0016981+0.0013433i,-0.00024976+0.0022171i,0.0020515+0.0011741i,0.002924-0.00012226i,0.0016818-0.0011412i,0.00022101-0.0011975i,0.00019296-0.00047792i,0.00022392-0.00072373i,-0.00023859-0.00092569i,0.000113-0.00034868i,0.00010013+0.00046371i,5.8669e-05+0.00068587i,0.00061997+0.00089851i,0.00060874+0.00069932i,0.00057015+0.00012984i,-0.0002186-0.00044831i,-0.0012407-0.00041763i
-0.0005361+0.00095168i,-0.00041265+0.0010803i,-0.00034582+0.0013632i,0.0010005+0.0016463i,0.0020514+0.00041319i,0.0023643-0.0009846i,0.0018123-0.00013412i,0.00090929+0.0018605i,0.00087597+0.0020242i,0.00063795+0.00045394i,-1.0866e-05-0.00040866i,5.1547e-05-0.0003031i,0.00021993+0.00014315i,-0.00025804+0.00040237i,-0.00070813-0.00084634i,-0.00045205-0.0017251i,5.1734e-06-0.00081198i,0.00061643-0.00040567i,0.0011015-0.00062398i,0.00074831-0.0011477i,0.00026951-0.0010055i,1.4395e-05+3.8482e-05i,0.0004043+0.00029057i
0.00025804+0.00069907i,0.0016466+0.0011531i,0.0022833+0.00075256i,0.0025361-0.0005224i,0.0028076-0.0016391i,0.0021153-0.0016976i,0.0010318-0.0015601i,0.0012662-0.00067151i,0.0015483+0.00034951i,0.00075973+0.00053662i,-0.0002681+0.00026371i,-0.00094841+4.685e-05i,-0.0007271-0.00019533i,0.00021159-0.00075506i,0.00097624-0.00044811i,0.0007374+0.00031288i,0.00010827+0.00038428i,0.00014133+0.00056853i,-0.00034985+0.0008419i,-0.00045776+0.00096016i,5.9276e-05+4.2185e-05i,0.00025401-0.00081671i,0.00039823-0.0010316i
-0.00055277-0.00072275i,-0.00056081-0.0022439i,-0.00015748-0.0024221i,0.00013442-0.0013776i,0.0009875-0.0013899i,0.0013803-0.0022892i,0.00069596-0.0015354i,0.00052599+0.00068764i,0.000577+0.0021057i,0.00061527+0.0020944i,0.0004217+0.00079661i,5.1231e-05-0.00054607i,5.044e-05-0.0011742i,-0.00029475-0.0010792i,-0.0011697-0.00042462i,-0.0008762+0.00067427i,-0.00060568+0.00082863i,-0.0007867+3.5215e-05i,-0.00059802-0.00057156i,-0.00027546-0.00078987i,1.5132e-05-0.00020463i,-0.00014925+0.00017214i,-0.00015275+7.3002e-05i
0.00040735+0.0015887i,0.00057377+0.00060749i,0.001091+0.0013687i,0.00091135+0.00063761i,0.0011855-0.00072192i,0.0014403-0.00054606i,0.00088144+0.00025414i,0.00079163+0.001294i,0.0010946+0.0023327i,0.0015941+0.0012326i,0.0016926+6.1579e-05i,0.00058537+0.00059808i,-0.000232+0.00014433i,0.00049992-0.00027155i,0.00020794+0.00011616i,-0.00035921+0.00038576i,-0.00032506+0.00036999i,-0.00071642+0.00024828i,8.616e-05+0.00021167i,0.00060214-0.00018402i,-0.00014446-0.00067259i,-6.3935e-05-1.6677e-05i,0.00081805+0.00046125i
-0.0018676-0.00040999i,-0.0012833-0.00095859i,-0.0011177-0.00029277i,-0.00016472+0.00028798i,0.0014207-0.00040734i,0.0019883-0.00066161i,0.0014746-0.0005924i,0.0010165-0.00048824i,0.00055335-0.00050992i,0.0002641-0.00055926i,0.00010212+0.00035557i,-6.9497e-05+0.0012594i,4.6419e-05+0.00083928i,7.7696e-05+0.00010389i,0.0001565+1.5992e-05i,2.8017e-05+5.211e-05i,-0.00076746+0.00032937i,-0.00021154+0.00050951i,0.00037377+0.00065508i,0.00041766+0.00053969i,0.00034163-0.00043498i,0.00034353-0.00035628i,0.00056322+0.0011364i
-0.001946+0.00089409i,-0.0011209+0.00093449i,-0.0020706-9.5996e-05i,-0.0006794-0.001164i,0.00078769-0.001531i,0.001698-0.0011418i,0.0012065-2.3276e-05i,9.0082e-05+0.0010832i,6.0272e-05+0.0016862i,0.00083187+0.0013508i,0.0010345+0.00094258i,0.00052153+0.00072941i,0.00028517-0.00031542i,0.00098846-0.0009734i,0.0006651-0.00064344i,-0.00041193+0.00013104i,-0.00044947+0.00055223i,-0.00060314+0.00012929i,-0.0009951-0.00097128i,-0.0013253-0.00061908i,-0.00079912+5.8691e-06i,-0.00052203+0.00035872i,-0.0010684+0.00049704i
-0.0019526+0.0013632i,-0.0017078+0.00072556i,-0.0007874-0.00014564i,0.0006321+0.00024615i,0.0023042-0.00015593i,0.002691-0.0014975i,0.0013661-0.00067075i,0.00026374+0.00071718i,0.00052612+0.00075587i,0.00077479+0.00038i,0.0011396-0.00010537i,0.0010384-7.8936e-05i,0.00067719-0.00023226i,0.00056924-0.00030146i,0.00013969+0.00035042i,-0.00019261+0.00026407i,0.0003008-0.00024104i,-3.9146e-05+0.00032346i,-0.00028768+0.0012061i,-0.00010505+0.0008808i,-0.00035993+0.00032426i,-0.00055235+0.00031591i,-0.00045794-0.0001084i
-0.0017017-0.00065779i,-0.0014674-0.00096576i,-0.0011177-0.0011435i,0.00083642+0.0001933i,0.0021468+0.00069778i,0.0020121-0.00020457i,0.0010414-0.00028463i,0.00029398+9.5915e-05i,0.00079145+0.00068131i,0.00093972+0.0013846i,0.00064162+0.0014073i,0.0004153+0.00035256i,7.6522e-05-0.00042166i,-0.00078352-0.0005371i,-0.00089764-0.00027742i,-0.00039109+0.00066793i,-0.00021012+0.00088039i,0.00022595-0.00010757i,0.00095116-0.00017169i,0.0012619+0.00021725i,0.00088423-0.00021409i,0.00018885-0.00046569i,-5.1353e-05-0.00075891i
0.00013546+0.00023237i,0.0011999+0.0010437i,0.0011576+0.0018555i,0.00057634+0.00063051i,0.0010247-0.00095744i,0.0012036-0.00026189i,0.00037491+0.0012287i,0.00010867+0.0018096i,0.00029488+0.0010368i,0.00050556+0.00036066i,0.0004683-0.00053361i,0.00055891-0.00072538i,0.0002072-3.5333e-05i,-0.00066242+0.00025252i,-0.00052129+4.6965e-05i,-0.00033877+0.00037162i,-0.00051528+0.00014016i,-0.00049591-0.00036624i,-8.9884e-05+0.00013095i,-0.00028717+0.00071056i,-0.00093256-4.1024e-05i,-0.00035886-0.00080044i,0.00037028-0.00048059i
0.00068115-0.0018466i,-0.0002457-0.0018638i,-0.00012615-0.002432i,0.0014522-0.0025824i,0.0026923-0.0022639i,0.0025278-0.00017982i,0.00098675+0.0011118i,0.00057871+0.0006459i,0.0016394+0.00076737i,0.0020852+0.00062925i,0.0013073-0.00046949i,0.00024601-0.0007706i,-0.00033711-5.487e-05i,-0.0004552+0.00061725i,-0.00073688+0.00074544i,-0.00062557+0.00043832i,-0.00035785-8.9817e-05i,-0.00038759-0.00013194i,-0.00031522-2.6531e-05i,-0.00017687-4.0192e-05i,-0.00023122-5.1149e-05i,4.6864e-05-0.00065099i,-1.9714e-05-0.00086687i
-0.0015341-0.00022215i,-0.0010835+0.0007803i,-0.00079963-9.8618e-05i,-0.00031348-0.00065974i,0.0013029-0.00031367i,0.0024526-0.00043529i,0.0017871+0.00021397i,0.0010802+0.0013367i,0.0014141+0.0012616i,0.001152+0.00097025i,0.00032634+0.0010542i,0.00038101+0.00087609i,0.00037234+0.00058969i,0.00046808-3.0629e-05i,0.00039714-0.00047038i,-0.00034014-0.00010123i,-0.00057446+0.00021748i,-0.00071692+0.00019296i,-0.00041451-0.00015866i,0.0001013-0.00085066i,-0.00010386-0.0013734i,-0.00023086-0.0012326i,-0.00047333-0.0002118i
0.00030974+0.00047764i,0.0010197+4.1293e-05i,0.0010772+0.00019112i,0.002222-0.0005158i,0.0026314-0.0011388i,0.0010675-0.00043935i,-0.00018272+0.00053448i,0.0001888+0.001354i,0.0016781+0.0014038i,0.001706+0.00074013i,0.0011222+0.00069185i,0.00052432+0.00031897i,0.0004418-8.537e-05i,0.00055225+7.1608e-05i,0.00020776+0.00060714i,-0.00066903+0.00080328i,-0.0011789+0.00077618i,-0.00076582+0.00092661i,-2.0196e-05-0.00049112i,0.0002156-0.00075645i,0.0003059-0.00037586i,0.00061636-0.00090786i,0.00025308-0.00046683i
0.00029065+0.0004543i,-9.2012e-05+0.00079904i,5.607e-05+0.0013987i,0.0019719+0.00054884i,0.0027822-0.00025191i,0.0019772-7.5669e-06i,-3.422e-05+0.00085056i,-0.0003909+0.00096221i,0.00080047+0.00089057i,0.00078974+0.0015457i,-2.5913e-06+0.0012278i,-0.00053294+0.00026867i,-0.0002836+0.00073625i,-0.00044953+0.0015134i,-0.0014213+0.0013217i,-0.0012371+3.1793e-05i,0.00011538-0.0005123i,0.00056967+0.00045911i,0.00043751+0.00060252i,0.00014887+0.00022402i,0.00020764+3.0329e-05i,0.0003187-0.00024047i,6.6448e-06+0.00012608i
0.00019046-0.00081809i,0.00097648-0.00198i,0.00111-0.0024615i,0.0012852-0.0014599i,0.0015465-0.001833i,0.0013684-0.0021438i,0.00059202-0.00075584i,-2.1568e-06+0.0010047i,0.00029345+0.0013182i,0.0016269+0.00081208i,0.0014012+0.00048743i,0.00056079+0.00047021i,0.00080465+0.00075688i,-9.5106e-05+0.00035413i,-0.00086945-0.00028103i,-0.0002526-0.00032091i,0.00011781+0.00033274i,-0.00011792+0.00082847i,0.00011139+0.00080269i,0.00080639+0.0012648i,0.00062933+0.00078411i,-0.00068433-0.00020166i,-0.0016045-0.00050794i
0.0051813+0.00084076i,0.003627+0.0012459i,0.0061471+0.0012107i,0.0056057-0.00035921i,0.0035579-0.0022798i,0.001718-0.0018709i,9.8647e-05-0.00069231i,0.00060706+0.0011864i,0.0017831+0.0023314i,0.0021452+0.00093703i,0.0021434+0.00013053i,0.001599+0.00029181i,0.00085578-0.00038976i,0.00097035-0.00046836i,0.00089705-1.4453e-05i,-0.00030646-0.00036594i,-0.00099539-0.00047453i,-0.00089392-0.00029119i,-0.00033284-1.0936e-05i,-0.00016807-4.3922e-05i,0.00016101-0.00026097i,0.00076332-0.00027499i,0.00082411-5.0383e-05i
0.0015492+7.7118e-05i,0.00013036+0.0011845i,0.0024112+0.0012756i,0.0025262+0.00052268i,0.00077124-0.00053228i,2.6312e-05-0.0011089i,-0.00034545-0.00042691i,-0.00013884+0.00078918i,0.0010835+0.0003474i,0.0013124-0.00056088i,0.00040309-0.00045504i,0.00059426-0.00031912i,0.00037501-0.00028048i,-7.2567e-05-0.00036869i,0.00031724-1.0918e-05i,0.0004111+0.00050228i,-7.8239e-05+0.00059644i,-0.00065442+0.00061615i,-0.00053575+0.00050385i,-0.00028462-4.4008e-05i,-0.00061026+0.00013251i,-0.00083634+0.00035447i,-0.00085451+0.00013821i
0.00099445-0.0031536i,0.00099087-0.0038596i,0.0019346-0.0039728i,0.0016565-0.0020951i,0.0010176-6.5752e-05i,0.00038952-3.3288e-05i,-0.00026454-0.00032689i,6.6082e-05+0.00043066i,0.00031443+0.00099908i,0.00035507+0.00053599i,0.0002204-0.00027705i,-0.00066001+0.00039559i,-0.0012498+0.00058959i,-0.00044558-0.0004585i,0.00015385-0.00078985i,-0.00015839-0.00052223i,-0.00030268-2.1076e-05i,-0.00049446+0.00064314i,-0.00045828+0.00044251i,-0.00037674-0.00022099i,-3.57e-05-0.00032273i,0.00024319+0.00010065i,5.9925e-05+5.4716e-05i
0.0008106+0.0015928i,0.0010595+0.00072891i,0.0020968+0.00050823i,0.0020428-9.7122e-05i,0.0022738-0.00078539i,0.0016553-0.0011433i,0.0005089-0.00041714i,0.0008808+0.0011594i,0.0014523+0.0015081i,0.0010649+0.0004833i,0.00067428-3.0705e-05i,0.00030157-2.5772e-06i,0.00023848-0.00021944i,0.00038271-0.00011408i,0.00019114-0.00012755i,0.00010459+6.8471e-05i,0.00025799-0.00019958i,0.00060977-0.00060091i,0.00055267-0.0003573i,0.0002154+0.00048199i,0.00047118+0.00094888i,-0.00011794-0.00055688i,-0.0010241-0.0013009i
-0.0013511-0.00202i,-0.00096163-0.001047i,-0.00023043-0.00091095i,0.00067348-0.00056749i,0.00064627-0.00047576i,0.00024414-0.00050601i,-0.00039843-0.00021656i,-0.00090029-0.00011669i,-0.0005189-0.00027271i,-0.00038552-0.00017422i,5.0176e-05-0.00038423i,0.00049968-0.00082742i,5.768e-05-0.0011881i,2.1399e-05-0.0011408i,0.00022731-0.00022656i,-0.0001661+2.225e-05i,-2.9869e-07-0.0006122i,0.00060753-0.00012985i,0.00039596+0.0010539i,-0.00022011+0.00050965i,-0.00062068-0.00030792i,-0.00058882+0.00046627i,-0.00018236+0.00098202i
0.0017052-0.00049781i,0.00056114-0.001618i,0.00083619-0.00061363i,0.0012644-0.00022955i,0.0015252-0.0015697i,0.0011985-0.0012544i,2.9154e-05+0.00024482i,-0.00084977+0.0012631i,-0.00026055+0.0012846i,0.0011151+0.00040903i,0.00086202-0.00048425i,0.00042433-0.00087736i,0.00071247-0.0008932i,0.00077674-0.0010142i,0.0011481-0.00051653i,0.00053916+6.7569e-05i,5.7647e-05-2.7726e-05i,0.00048887+0.00016204i,0.0007881+0.00038087i,0.00054822-0.00042998i,2.5316e-06-0.00079055i,-0.00021476-0.00017395i,-0.00036011-0.0001814i
-0.0013664+0.00034653i,-0.0012681+0.00063713i,-0.00090999+0.00054969i,0.00012057+0.00023604i,0.001282+9.4003e-05i,0.0014302-0.00025454i,0.00043205-0.00040638i,0.00018836+0.00015316i,0.0010237+0.0011981i,0.0016679+0.0008901i,0.0010732+0.00094237i,0.00071498+0.0010109i,0.00016083+0.00059965i,-0.00044909+0.00018736i,-0.00090157+0.0003483i,-0.00022483+0.0010986i,0.00025504+0.0017064i,-0.00055107+0.0017207i,-0.00095539+0.0016315i,-0.00018045+0.0012i,0.001064+0.0010228i,0.0011585+0.0011524i,8.4449e-05+0.0010093i
-0.0010041-2.4491e-05i,-4.7557e-05+0.00018374i,0.00039687+0.0006672i,0.0010576+0.0006017i,0.0019971-0.00018305i,0.0020435-0.00057916i,0.00091446-0.00025734i,0.00045541+0.00064252i,0.00094611+0.00088727i,0.001262+0.00023388i,0.00073838-0.00035992i,0.00012794-0.00077443i,0.00017161-0.00042926i,0.00029219+0.00025564i,-0.00016191-0.00014952i,0.00037873-0.0006242i,0.00062358-0.00022669i,0.00033234+0.00035944i,0.00023921+0.00050395i,0.00018274+0.00043727i,0.00011794+3.9812e-05i,-0.00010382-0.00072821i,0.00010456-0.0009103i
0.0018062-0.0026812i,0.0015083-0.0021196i,0.0017754-0.0031616i,0.0019478-0.0032702i,0.0012951-0.0016099i,0.00022649-0.00016031i,-0.00038433+0.00054152i,-0.00025269+0.00013494i,0.00044941-0.00038316i,0.00079969-0.0002309i,0.00045909-0.00045273i,0.00051865-0.0015197i,-0.00028589-0.0015706i,-0.0006232-0.00037953i,0.0001191+0.0003618i,-0.00024837-0.00035731i,-0.00043694-0.00056254i,0.00037217-0.00064764i,-5.5444e-06-0.00084896i,-0.00083368+0.00022122i,-0.00097701+0.0013985i,-0.00081948+0.0011354i,-0.00071824+0.00045114i
0.0014213+0.00053767i,0.001752+0.00059152i,0.0016178+0.00025759i,0.0015932+3.3081e-06i,0.0013807+2.7418e-05i,0.000254+0.00015887i,-0.00019905+0.00036382i,-9.0607e-05+0.00075369i,0.0003337+0.00088658i,0.00079271+0.00052408i,0.00036896+0.00025101i,-0.00022102+3.6483e-05i,-2.6007e-05+0.00013316i,0.00018884-0.00039601i,0.00055865-0.00053011i,0.00020825-0.00022891i,-0.00040435-0.00011319i,-0.00055626+0.00061984i,1.0058e-05+0.00083933i,0.00076575-9.614e-05i,0.00067858-0.00088902i,0.00050864-0.00098018i,3.3088e-05-2.7776e-05i
0.00056343-0.00057491i,0.0010218-0.00076929i,0.0015725-0.00084201i,0.0019009-0.00089346i,0.0016093-0.0017646i,0.00074405-0.001433i,0.00014353-0.0003627i,0.00015727+0.00091804i,0.0009559+0.0014787i,0.00098855+0.00054799i,-0.00023867+0.00044383i,-0.00066238+0.0003211i,4.1252e-05-0.00027097i,0.00054305-0.00064881i,-0.00015723-0.00071065i,-0.00052912-0.00060806i,-0.00055002-0.00038458i,-0.00065332-0.00014605i,-0.00032304+0.00086021i,0.00019982+0.0010724i,0.00052124+0.00045389i,0.00042595+0.00013143i,4.9845e-05+7.2653e-05i
0.0002346-0.0010357i,0.0009278-0.0010148i,0.0012897-0.00090244i,0.0014788-0.00077573i,0.0023677-0.00014155i,0.0025655+0.00042876i,0.00072008+0.00086173i,7.7398e-05+0.0013617i,0.00087655+0.00057458i,0.0011431-1.0975e-05i,0.00044622+0.0002027i,5.0345e-06-1.4272e-05i,0.00035843-0.00077239i,0.00056899-0.00049809i,-0.00013473-0.00022667i,3.6062e-06-0.00052933i,0.00017103-0.0007061i,0.00057441-0.0008124i,0.0011162-0.00015872i,0.00061792+7.0266e-05i,0.00011829+0.0001004i,-0.00055399+1.8252e-06i,-0.00034553-9.1441e-05i
-0.0014202+0.00078919i,-0.0010908+0.0014194i,-0.00078957+0.0012122i,0.00061724+0.00084928i,0.0019228+0.0005992i,0.0016718+0.00022559i,0.00088716+0.00016691i,0.00058453+0.00084219i,0.00034721+0.0011738i,0.00084986+0.0014092i,0.00078209+0.00090557i,0.00068117-0.0003841i,0.00042866-0.0002769i,-8.6437e-05+0.00019316i,0.00034195+0.00039351i,6.8189e-05+0.00072815i,-0.00036096+0.00050972i,-6.5402e-05-0.00015493i,7.3762e-05-0.00011727i,0.00040256-0.00061465i,-7.2644e-05-0.00059833i,-0.00070451+2.6068e-05i,-0.00058399+0.00030686i
0.00013914+4.2535e-05i,-0.00050012-0.00059516i,0.0005965-0.00062729i,0.00080868+0.00043258i,0.00078962-6.9206e-05i,0.00037205-0.00080909i,-0.00013822-0.00018558i,-0.00022781+0.00064266i,8.1205e-05+0.00079744i,0.00041979+0.0004593i,4.158e-05-0.00029038i,-0.00041638-0.00079591i,-0.00064615-0.00017357i,-4.409e-05+0.00032158i,0.00019107+0.0005503i,4.5144e-05-0.00018767i,-0.00018119-7.8521e-05i,0.00013895+0.00018895i,0.00026668-0.00011711i,3.4483e-06+0.00019394i,0.00023067+0.00028464i,0.0001713+0.00018195i,0.00093745-7.2074e-05i
3.2676e-05+0.00080403i,0.00090712+0.00030342i,0.0019364+0.00036934i,0.0024361+0.00026569i,0.0023823-0.00067384i,0.0013235-0.0007586i,0.00066939+0.00063094i,0.00043134+0.0012009i,3.462e-05+0.00065897i,0.00010361+0.00012091i,0.0004957+0.00065024i,0.00014953+0.001202i,-0.0001639+0.0014382i,-0.00022227+0.0013021i,0.00045092-0.00015983i,0.00021421-0.00081821i,-0.0010772-0.0003681i,-0.0010141-0.00044289i,-0.00052225-0.00025594i,-0.00044583+0.00040478i,0.0002766+0.00072824i,0.00068751+0.00039195i,0.00065806-0.0001058i
0.0012335-0.00096192i,0.0017084-0.00027946i,0.0015655-0.00064744i,0.0017919-0.0017023i,0.0015737-0.0016467i,0.00097645-0.00081019i,0.00081855-0.00063303i,0.00063277-0.00051367i,0.00077454-2.6228e-06i,0.0018525+0.00039135i,0.0012161+0.00077562i,-0.00016185+0.00048855i,0.00042765+6.9914e-05i,0.00096947-3.3637e-05i,0.00043515-0.00012675i,-0.00025833-0.00050266i,-0.0003886-0.00079557i,-0.0002571-0.00063616i,-8.9827e-05-0.00040285i,0.00045695-8.0592e-05i,0.00070169+0.00034383i,0.0002092+0.00041829i,-0.00015162+7.9943e-05i
-0.0010655+0.0016396i,-0.00088981+0.0016865i,-0.00032609+0.0022816i,0.00099077+0.0019113i,0.0019915+0.00066097i,0.0015782-0.00043802i,0.00056289-0.0008171i,0.00052129-0.00025806i,0.0012888+0.00071675i,0.0015867+0.00059052i,0.00061571+0.00047319i,-0.00060898+0.0011418i,-0.00049837+0.0012853i,0.00037897+0.00016566i,0.00053951-7.88e-05i,-2.0769e-05+0.00064256i,-0.00012576+0.0010647i,-9.0148e-05+0.001288i,-0.00014255+0.00082659i,4.7009e-06+0.00057895i,-0.00023832+0.00020648i,-5.543e-05-9.4987e-05i,0.00050014+0.00015405i
0.00087771+0.00030709i,0.00149-0.00034627i,0.0019313-0.00079009i,0.001726-0.0010413i,0.0014598-0.0021354i,0.00098591-0.0023736i,-0.00015514-0.00084353i,-0.00045979+0.00079139i,0.00032668+0.0014687i,0.00020717+0.00069921i,-0.00023735-0.00010822i,-0.00024889-0.00016841i,0.00019647+6.3694e-05i,3.4134e-05-4.5946e-05i,-0.00093653-0.00019379i,-0.00094401+0.00024632i,-0.00043638+0.00036824i,-0.00042272+4.665e-05i,-9.1701e-05+0.00020325i,0.00039962+0.00053163i,0.00092496+0.00022564i,0.0014939-0.00014089i,0.0010089-0.00010883i
-0.0015669+0.00070309i,-0.0020569-0.0010837i,-0.001562-0.00042618i,0.00015373+0.00032438i,0.0012696-2.2266e-05i,0.00055463+1.7816e-06i,-0.00038164-0.00053525i,8.3973e-05-0.00069346i,0.00072281-2.906e-05i,0.0010718+0.00022165i,0.0014886+4.6437e-05i,0.0012365+0.00055308i,0.00024669+0.001129i,0.00044523+0.0007251i,0.00037238+0.0004604i,-0.00019554+0.00021811i,-8.0478e-05+7.4942e-05i,-0.00019427-0.00037242i,-0.00019941-0.00040366i,0.00014248+0.00060899i,-0.00011258+0.00089216i,-0.00018901+0.00020806i,0.00035147-0.00012501i
-0.0013282+0.00060719i,-0.0014552+0.0017782i,-0.00059392+0.0024656i,0.00069686+0.0015783i,0.0020826-0.00052507i,0.0018195-0.0010763i,0.00036042-7.6905e-05i,-0.00022605+0.0016763i,-8.2516e-05+0.002164i,0.00079223+0.0011617i,0.00089963+0.00076169i,0.00020036+0.00063126i,-7.0334e-05-0.0001644i,-0.00013094-0.00059065i,0.00091075-0.00079929i,0.0014144-0.0007047i,-0.00020847-0.00017327i,-0.0011365-0.00025609i,-0.0011454-0.00020995i,-0.00072288+0.00023111i,0.00010045+0.00030137i,-4.3024e-05-5.9271e-05i,-9.0567e-05+1.5219e-05i
0.00083184+0.00042452i,0.00051234-9.309e-05i,0.0010259-0.00020347i,0.0025598-0.00091299i,0.0025288-0.001783i,0.0013528-0.0016966i,0.00039351-0.0012252i,0.0001002-5.2291e-05i,0.0010912+0.00066699i,0.0011741+0.00086123i,0.00061004+0.00067902i,-0.00016134+0.00018579i,-0.00032927+0.000274i,-0.00013952-0.00016215i,-0.00025063-0.00063519i,-0.00046173-0.00010357i,-0.00069331-6.9435e-05i,0.00037013-0.00025532i,0.00105+0.00060211i,0.00015105+0.00027023i,-0.00017647-0.00064609i,0.00029852+0.00014941i,3.4103e-05+0.00044529i
0.00029163+4.6783e-05i,0.00084054+0.00042725i,0.0012127+0.00021952i,0.0013226-0.00048433i,0.0014962-0.0010915i,0.0014255-0.00066525i,-1.3757e-05+0.00064498i,-0.00064555+0.0012112i,0.00046296+0.0013588i,0.0014436+0.0011262i,0.0015535+0.00077612i,0.00085964+0.00062636i,9.2284e-05+0.00033514i,-0.00076329-1.5104e-05i,-0.0010039-0.00016387i,-0.00071949-0.00022011i,-0.00031269+0.00011632i,7.479e-05+0.00039736i,1.6448e-05-0.00024212i,0.00036486-0.00037072i,0.00079715+0.00086321i,0.00048249+0.00095671i,1.4556e-06+6.3519e-05i
0.0010208+0.0016608i,-6.5504e-05+0.0019957i,-1.9088e-05+0.0026668i,0.00023818+0.0029914i,0.0015999+0.0012485i,0.0029596-0.00077125i,0.0020732-0.0008721i,0.00058258+0.00062989i,0.00066961+0.0015307i,0.0014742+0.0010379i,0.0014581+0.00047357i,0.00054731+0.00018232i,0.00069466-0.0003639i,0.0010932-0.0011003i,0.00089142-0.0013775i,0.0010245-0.00085943i,0.0010117-0.00028501i,0.00041342+0.00024568i,-0.00046246+0.00080706i,-0.0010377+0.0011707i,-0.001166+0.0014036i,-0.0012352+0.00097855i,-0.00096503+0.00025034i
-0.0002132+0.00044487i,-0.0002097+0.0008731i,0.00059476+0.00058672i,0.0019637-0.00058462i,0.0035596-0.00085182i,0.0026813+7.0031e-05i,0.00049717-0.00013963i,0.00063625+9.1917e-05i,0.0017426+0.0011074i,0.0019912+0.0010863i,0.0020568+0.00043888i,0.0014635-0.00017518i,0.0010353-0.00029188i,0.00049346-8.4444e-05i,-0.00023283+0.00014759i,-0.00031437+0.00062011i,0.00019944+0.00059134i,-0.00063148+0.00018109i,-0.00098162-3.9187e-05i,-0.00019979+1.2422e-05i,0.00058614+7.8088e-05i,0.00062469+0.00044095i,-3.6486e-05+0.00078888i
0.00028696-0.00013128i,0.00053327-0.00065093i,0.0013751-0.00071186i,0.0014255-0.0010871i,0.0012579-0.001738i,0.00041436-0.0013633i,-0.00040382-0.00019009i,-0.00084966+0.00093688i,-0.0004506+0.00076811i,2.6773e-07+0.00030507i,-0.00019698+0.00022977i,-0.00010169+9.9856e-05i,0.00033617-0.00013337i,1.2712e-05+5.5302e-05i,-0.0003347+0.00062187i,-0.00012807+8.5129e-05i,0.00028399-0.00058281i,4.5619e-05-0.00017149i,-0.00040784+0.00013679i,-0.00082405+0.00028001i,-0.0012251+0.0004463i,-0.00080977+0.00066483i,-0.0007447+0.0004697i
5.567e-05-0.00054859i,0.0009395-0.00062851i,0.00089299-0.001737i,0.00077704-0.001223i,0.0010737+0.00037941i,0.00049922+9.1646e-05i,-0.00072384-0.00046545i,-0.00020832+0.00022482i,0.00063287+0.00070095i,0.00068807+0.00040502i,0.00093663-0.00014758i,0.00086028-0.00093806i,4.7095e-05-0.0010681i,-0.00050857-0.0011731i,-0.0010937-0.00097015i,-0.0010394-0.0005838i,-0.00013692-0.00055304i,0.00069286-0.0006512i,0.00036783-0.00053814i,-0.00023764-0.00037958i,-0.00017068-0.00016239i,0.00082854-0.0001634i,0.0014502-0.00046399i
0.00022911-0.00088i,-0.00083582-0.0017844i,-0.00094026-0.0010702i,0.00064842-0.0004254i,0.0015658-0.00054932i,0.00056231-0.00016392i,-0.00058295+0.00085375i,-0.0011049+0.00074974i,-0.00073084+0.0004912i,0.00014681+0.00059252i,0.00062452+0.00027689i,0.0002687+0.00023216i,0.00033677+0.00042284i,0.00080522-5.3645e-05i,0.00012974-0.0003696i,-0.00039613+0.00016978i,-0.00070843+0.00094142i,-0.00088119+0.0013815i,-0.00021891+0.0011938i,0.00043154+0.00029566i,0.00061052-0.00015755i,8.6881e-05-0.00015007i,-0.00021674-0.00048423i
-0.00040828+0.00077775i,-0.00082993+0.0009567i,-0.00031282+0.0014139i,0.00092142+0.001077i,0.001994+0.00019448i,0.0017202-0.00069218i,0.00019974-0.0003052i,-0.00071573+0.0010721i,-0.00022498+0.0015762i,0.00013398+0.0014465i,-0.00024838+0.00083i,0.0001291+0.00057365i,0.00032442+0.00018785i,0.00028874-0.00017693i,-0.00017949+0.00047759i,-0.00045931+0.0005402i,-0.00021492+0.00096802i,5.4779e-05+0.00043593i,0.00038147+8.4024e-05i,0.00039202+0.00070659i,0.0007004-0.00045842i,0.00093516-0.00090598i,0.00083458-0.00024264i
-0.00063601+0.0019262i,-0.00088053+0.0015862i,-0.00085139+0.0012393i,0.00049485+0.00073905i,0.0023802-0.00072007i,0.0022971-0.00092438i,0.00086544+0.00026943i,0.00087649+0.00047202i,0.0013427-0.00035223i,0.00054886-0.00015768i,0.00034037+8.9194e-05i,0.0012411+0.000114i,0.0013392-0.00037244i,0.00025421-0.0006485i,-0.00024418-0.00053639i,-0.00014623-0.00013864i,-0.00034937+0.00012844i,-0.00033338-0.00022447i,-0.0004393-0.00016747i,-0.0005982+5.9261e-05i,9.0709e-05+0.00052865i,0.00112+0.00027641i,0.0016822+0.000272i
