0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
-0.0016575+0.00029836i,-0.0016415-0.00017868i,-0.0010956-0.0012727i,-0.0005381-0.0015209i,-0.00025585-0.0015994i,0.00038266-0.0014206i,0.00010669-0.0013547i,0.00028755-0.00018238i,0.00079074+0.0011478i,0.00040113+0.0011237i,0.00049615+0.00057797i,0.0011315-0.00046404i,0.0013069-0.00094373i,0.0013315-0.00088926i,0.00033628-0.00084788i,-0.00032197+9.551e-05i,-0.00032673+0.00045233i,-0.00050117-9.7212e-05i,-0.00018003-4.5744e-05i,3.9154e-05+0.0001306i,-5.3935e-05-3.6582e-05i,-0.00055707-0.00021267i,-0.00061265-0.00036872i
0.00076169-0.0016017i,0.00078174-0.0016178i,2.1539e-05-0.0018718i,-0.00021846-0.00084963i,0.00022179+0.00040087i,0.00029785+0.00047731i,0.00011289-0.00064708i,4.5862e-05-0.00092937i,-0.00019914-0.0007034i,-0.00070176-0.00021361i,-0.00031931+0.00048264i,0.00018251+0.00088537i,-0.00043638+0.00041616i,-0.00011841+5.129e-05i,0.00063008+0.00064078i,0.00037581+0.0007516i,0.00053608-0.00029796i,0.00043194-0.0005105i,-0.00060644-0.00028091i,-0.00054303-0.00043158i,0.00017756-0.00041341i,0.00054464+0.00055827i,0.00057174+0.00058419i
0.0006427-0.00015014i,-1.5216e-05-5.1402e-05i,-0.0014433-9.4678e-05i,-0.0021443-0.0001159i,-0.00072986-0.00011455i,0.00046434-0.00011388i,-0.00015739+0.00018104i,-0.0004542-0.00019794i,-0.00011531-8.1471e-05i,-7.1274e-05+0.00019624i,0.00019344+0.00030317i,0.00086766+0.00067958i,0.00089302+0.00018337i,0.00019969+0.00025177i,0.000348+0.00075415i,0.00019171+0.00024456i,-6.2197e-07-0.00039147i,0.0004743-0.00049492i,0.00081451-0.00073183i,0.00017349-0.00047699i,-0.00016587-0.00043621i,0.0001445-0.0011898i,9.0213e-05-0.00091224i
-0.0021007-0.001086i,-0.0021077-0.00015206i,-0.00077211+0.00025024i,-0.00044828+0.00010736i,-0.00064687-0.0002589i,-0.0006499-0.00059986i,-0.0017395-0.00060433i,-0.0020934-0.00080579i,-0.00084454-0.00050123i,-0.00045982+0.00052508i,0.00034042+0.00057687i,0.0015749-0.0001563i,0.0014555-0.00038889i,0.00073856-0.00012634i,0.00017865+5.545e-05i,-6.8814e-07+0.00040734i,0.00012995+0.00040374i,0.00021136-0.00040505i,-0.00026369-0.00081758i,-0.00052311-0.0011575i,-0.000291-0.0011261i,0.00028867-0.00042196i,0.00039607-0.00034629i
-0.0016028-0.00072453i,-0.00084049-0.001942i,-0.00065904-0.00242i,-0.00041678-0.0020656i,0.00050313-0.0013094i,4.4563e-05-0.00097051i,-0.0019409-0.00054681i,-0.0014085+0.000237i,0.00033273+0.00088998i,0.00040635+0.00039521i,2.3747e-05-0.00043712i,-5.5467e-05-0.0012955i,0.00014061-0.0015137i,-0.00034294-0.0013031i,-0.0013344-0.001294i,-0.0010554-0.00048515i,-0.000441-0.00010077i,-0.00044351-0.00010326i,-3.8656e-05-0.00035899i,0.00070683-0.00093246i,0.00043698-0.00046275i,1.6386e-05-0.00022695i,-0.0001231-0.00077426i
0.00067328+5.2541e-05i,0.0007993+7.9512e-05i,0.00032909-0.00025057i,-4.0766e-05-3.5155e-05i,-0.0002561-0.00054688i,-0.00054956-5.908e-05i,-0.00076482+0.00082475i,-0.00023186+0.00065256i,0.00028659-0.00039382i,0.000373-0.0010919i,0.00019229-0.00074149i,0.00060746-0.00079291i,0.00094578-0.00032949i,0.0010252+0.00019219i,0.0011715+0.00082577i,0.00085378+0.0013028i,0.00069012+0.00014047i,0.00047361-0.0010862i,0.00015829-0.00088729i,0.00013713-0.00031677i,5.0368e-05-3.845e-05i,0.00063127-3.5323e-05i,0.00024632+0.00023937i
0.0012798+0.00011021i,3.6498e-05+0.00018942i,0.0004475+0.00013282i,0.00064488+4.2411e-05i,-0.00011385+0.00024509i,-0.0010512-0.0010488i,-0.0011503-0.0018201i,-0.00081263-0.00081225i,-0.00019676-5.0404e-05i,0.00047689-0.00076049i,0.00041909-0.00098053i,2.7178e-05-0.00089486i,0.00079693-0.00076928i,0.0011252+0.00041777i,0.00079149+0.00076457i,0.00060235+0.00018603i,0.00042586+6.6124e-06i,0.00033844+0.00043516i,0.00018492+0.00075676i,4.1616e-05-6.392e-05i,-5.1772e-05-0.00057638i,-0.0007144-5.3437e-05i,-0.00049315-0.00052431i
0.00068119+8.9569e-05i,0.0003576-0.00064228i,0.00024582-0.00095465i,-0.00035728-0.00055758i,-0.00079464-0.00029618i,-0.00040325+9.7675e-05i,-8.9446e-05+0.00017224i,4.4973e-06-0.00014768i,4.3763e-05-0.00021901i,-0.00028405-0.00033065i,-0.00080515+0.00054666i,-0.00035384+0.0010399i,-7.5893e-05+0.00045236i,-0.00054617+0.00024983i,-0.000911+0.00033483i,-0.00037352+0.00038675i,0.00040283-0.0002232i,9.8424e-05-0.0006806i,-0.00011658-0.00058781i,8.4992e-05-0.00071741i,-0.00018375-9.7535e-05i,-0.000338+0.00080562i,-0.00076282+0.00043328i
-0.0016688+0.0026488i,-0.0011178+0.0020493i,0.00052462+0.0025103i,0.0015488+0.0021366i,0.0012585+4.2158e-05i,0.00033412-0.0024211i,-0.0017111-0.0017485i,-0.0022649-0.00010895i,-0.00078328+0.00030874i,-5.6706e-06+9.9772e-05i,0.00012056+0.00069496i,0.00019681+0.00085705i,-5.7291e-05-0.00049068i,-0.00050278-0.0014494i,-0.00087238-0.0014874i,-0.00062197-0.00086214i,0.00039666-0.00030837i,0.00085776-0.00022436i,-0.00016247-0.00019609i,-0.00018277-0.00016354i,0.0007521-0.00016081i,0.00054349-0.00037325i,0.00029968-0.00054044i
-0.00076781-0.0022567i,0.00024296-0.0029518i,0.00024703-0.0026999i,-0.00028528-0.0010889i,-0.00044841-0.00046439i,-0.00056242-0.0012583i,-0.0011015-0.0011837i,-0.0020381-0.00047153i,-0.0013585+0.00035048i,-0.00082011+0.00033185i,-0.00016326+0.00028125i,0.0012036+0.0011768i,0.00067012+0.0012117i,0.00015405+0.0010205i,0.00062298+0.00092757i,0.00079899+0.0004344i,0.00042472+0.00071913i,0.00058286+0.00049864i,0.0011293+0.00028822i,0.00093033+0.00037187i,-0.00037553+2.8181e-05i,-0.0010043-4.4586e-05i,-0.0010733-1.5999e-05i
0.0023468+0.0017791i,0.0014293+0.0010223i,0.0013257+0.00043188i,0.0014486-0.00062578i,0.00164-0.0012297i,0.0010152-0.0011165i,-0.00017659-0.00064671i,-0.00050326-0.00021553i,0.00021904+3.8395e-05i,0.00084627-0.00017785i,0.00089748-0.00012479i,-6.0591e-06+0.00019842i,-0.0010774-9.9886e-05i,-0.0016142-0.00064131i,-0.0012919-0.00044682i,-0.0010574-6.9092e-05i,-0.0014015+0.00042975i,-0.001119+0.00039302i,-0.00015855+0.00032906i,-1.712e-07+0.00026198i,2.8879e-05+0.00017263i,-0.0001677+0.00026353i,-0.00017384+0.00037919i
-0.0017212+0.00089622i,-0.00086586+0.00084673i,-0.00024579+0.001347i,-0.00047194+0.001531i,-0.0010352+0.00044265i,-0.0013902-0.00084322i,-0.0017758-0.0012448i,-0.00076876-0.00091996i,0.00044794-0.00089877i,0.00059671-0.00092878i,0.00077814-0.00046173i,0.00087583-0.00062072i,0.00010202-0.0010755i,0.00021837-0.0010419i,0.00037511-0.0010316i,0.00010198-0.00023842i,7.6772e-05+0.0002228i,0.00028204-2.7932e-05i,0.000645-0.00012636i,0.00055459-0.0006851i,0.00070699-0.0009286i,0.00024692-0.00051633i,-0.0001642-0.00047203i
-0.001163-0.0004162i,-0.0016568-0.0016313i,-0.0014693-0.002719i,-0.0015332-0.0027066i,-0.00083443-0.0027869i,-0.00035975-0.0025711i,-0.0014521-0.0014216i,-0.0014556-0.00061586i,0.00029348+0.00036487i,0.0012941+0.001212i,0.00082319+0.00077686i,-0.00070394+9.832e-05i,-0.0012947-0.00076744i,-0.00060361-0.00089642i,0.00048621-0.0005325i,0.00057014-0.00032367i,6.257e-05+0.00010291i,0.00048594+5.632e-06i,-5.335e-05+0.00021668i,-0.00088449+0.00073501i,-0.001013-0.00037424i,-0.00094176-0.00091684i,-0.00044008-4.3365e-05i
-0.00025811+0.0012026i,-0.00055543+0.0021024i,0.00061824+0.0023579i,0.00094796+0.0013244i,0.00035077+0.00042946i,-0.0010144-0.00036817i,-0.0022102-0.0006623i,-0.00091474-0.00066447i,0.00074564-0.00098448i,0.00099807-0.001389i,0.0013519-0.00080973i,0.0010978-5.9286e-05i,0.00047472-0.00030309i,-9.8524e-05-0.0010325i,-0.00016769-0.00096341i,0.00016168-0.00033021i,4.7412e-05+9.5067e-05i,5.1556e-07+0.00015909i,0.00023524-0.00035902i,0.00023318-0.00011519i,0.00043523+0.00034942i,0.00055199-0.00044722i,-0.00034749-0.00060552i
-4.5918e-05+0.00091278i,0.0011353-6.8703e-05i,0.0010029+0.00032303i,-2.2573e-05+0.00071664i,0.00051966-0.0002398i,0.0003923-0.0018043i,-0.0012776-0.0015725i,-0.0017671-0.00028487i,-0.001693+0.00017677i,-0.00095624+0.00028756i,0.00046472+7.0662e-05i,0.00082497-0.00021937i,2.3158e-05-0.0004804i,-0.00075691-0.00092726i,-0.001066-0.0007037i,-0.0004976-0.00033808i,6.1117e-05-0.00012988i,-0.00018397-0.00024247i,5.2045e-05-0.0005915i,-0.00014466-3.1628e-05i,-0.0010569+0.00019832i,-0.00065148+0.00014055i,0.00065065+0.00045839i
-0.0011014+0.0017222i,0.00016431+0.0014231i,0.00036522+0.0009477i,0.00073705+0.00012912i,0.0015454-0.00074666i,0.00090311-0.0019205i,-0.00015123-0.001968i,-0.00053198-9.5929e-05i,0.00018029+0.00065404i,0.00071978-0.0003277i,0.00019418-0.00036227i,-0.00022545+0.00079433i,-0.00050788+0.0012346i,-0.00062057+0.00029751i,-0.00039085-0.0015727i,-0.00025441-0.00097891i,0.00017997+0.00052306i,0.00066452+0.00040974i,0.00054685-0.00057963i,0.00042148-0.0012497i,0.00027635-0.0007252i,-0.00024867-0.00022291i,-6.0439e-05-0.00012549i
-0.00098275-0.0011276i,-0.00056753-0.00021222i,-0.0003988+0.0017237i,0.00034726+0.0018278i,0.001374+0.00059719i,0.00076579-0.0015131i,-0.00023468-0.00226i,-0.00079467-0.0010186i,-0.0010421-0.00060622i,-0.00015408-0.00043328i,0.00052717-0.00062869i,7.7474e-05-0.00051379i,-0.00077271-0.00030505i,-0.00021731-0.00011572i,0.00065486+0.00031701i,0.00045152+0.00061189i,-0.00017922+0.0005103i,-0.00016472+0.00023667i,0.00049483+0.00012446i,0.00085126-2.3598e-05i,0.00079475-4.1463e-05i,0.00051042-0.00026111i,-0.00030155-2.6727e-06i
-0.00080828+0.00021619i,-0.0014432-0.00025404i,-0.0014276-5.7322e-07i,-0.0022394+0.0011305i,-0.0016925+0.0010148i,-0.0013423-0.00063637i,-0.0011253-0.0010919i,-0.0008748-0.00021919i,-0.00033744+0.00011781i,0.00056041-1.8952e-05i,0.0010422+0.00052031i,0.00086283+0.0008224i,0.001075-0.00035393i,0.0013395-0.0010595i,0.00021256-0.00081525i,-5.901e-05-0.00050958i,0.00030806+0.00056719i,0.00016759+0.00053212i,-0.00028369-0.0002538i,-0.00061201-0.00046802i,-0.00043312-0.00010783i,-0.00038978+0.0006969i,6.482e-05+0.00061778i
-0.0011044+0.0074618i,0.0009783+0.0070951i,0.0045384+0.0068861i,0.0060083+0.0034151i,0.0049209-0.00062434i,0.0014717-0.003677i,-0.0024442-0.0023337i,-0.0035711+0.00039857i,-0.0016344+0.0011886i,0.0014021+0.00088286i,0.0021343+0.00017788i,0.00072514-0.00093618i,-0.00057159-0.0024593i,-0.0012249-0.0035947i,-0.0011407-0.0039425i,-0.00087832-0.002562i,-0.00069299-0.0010535i,-0.0003033-0.00028084i,-0.00080033-0.00010342i,-0.0012541+0.0004198i,-0.0008189+0.00077804i,4.8881e-05+0.00036166i,0.00093077-0.00030424i
0.0021209-0.010355i,0.00040663-0.011933i,-0.0042653-0.01073i,-0.0060262-0.0057213i,-0.0054113-0.0013723i,-0.0039187+0.0016658i,-0.0014905+0.00091005i,0.0001123-0.00045902i,0.00030989-0.00089676i,-0.00051467-0.0008261i,-7.9823e-05+0.00088887i,0.0007707+0.0020663i,0.00088403+0.001748i,0.0011745+0.0029474i,0.001202+0.0044295i,0.00028171+0.0029232i,-0.00091192+0.00039847i,-0.0014032-0.00032907i,0.00030955-0.0001157i,0.0015216+1.6594e-05i,0.00098381-0.00012155i,8.8422e-05-0.00042421i,-7.2063e-05-0.00032593i
0.0007891-0.0050264i,0.00098753-0.0045059i,-0.002341-0.0032151i,-0.0050091-0.00090757i,-0.004558+0.00076962i,-0.0019281+0.0020788i,-5.0731e-05+0.0021064i,0.00064917+0.00093844i,0.00071068+4.4929e-05i,4.1862e-05+0.00057662i,-0.00018278+0.0013398i,0.0002118+0.0012592i,0.000726+0.00086213i,0.00093889+0.00071463i,0.0012171+0.00074138i,0.00086666+0.00017569i,6.1214e-05-0.00045418i,0.00027757-0.00052176i,0.00074484-0.00027077i,0.00083052+7.0422e-05i,0.00073084+0.00054468i,0.00048584+0.00074381i,-0.00075673+0.0005425i
-4.705e-05-0.00078122i,-0.00055954-0.00048202i,-0.00055956-0.0006055i,-0.00020556-0.00080817i,0.00021105-0.0013533i,0.00058576-0.0012583i,0.0009744-0.00080553i,0.00058571+0.00012399i,3.4935e-05-7.0808e-05i,-1.7719e-05-0.00021988i,-0.00030621+0.0010549i,0.00038472+0.0012487i,0.00072557+0.00072726i,0.00052462+0.00083838i,0.00048909+0.00043172i,0.00083106+4.221e-05i,0.00086606+9.0984e-05i,0.00040175-0.00036207i,0.00039942-0.00083547i,-0.0001926-0.00067505i,-0.0007304-0.00037241i,-0.001322-0.00024827i,-0.0016972-0.00018627i
-0.001077-0.0028859i,-0.0014904-0.0030738i,-0.0019903-0.0017172i,-0.0021834-0.000197i,-0.0026693-0.00048614i,-0.0030949-0.0014348i,-0.0019434-0.0010305i,-0.001198+0.00011662i,-0.00053306+9.6149e-05i,3.9495e-05+5.6471e-05i,0.00054171+0.00056574i,0.00012773+0.00049055i,3.6271e-06+0.00052891i,0.00051152+0.00045554i,0.00062924+8.4552e-05i,9.0704e-05+0.00042808i,-0.00044486+0.00042455i,0.0001911+0.00028786i,0.00015379+0.00033755i,-0.00048704+8.3147e-05i,-0.0001446+2.3573e-05i,-0.00012426+0.00026524i,-0.00020834+0.00050707i
-0.0012683-0.0021482i,-0.0020566-0.0024365i,-0.0028242-0.0018151i,-0.0023027-0.0015792i,-0.00056682-0.0017371i,0.00012755-0.00094365i,-0.00031911-0.00010345i,-0.00073555+5.8146e-05i,-0.00049066-0.000154i,-0.00043504-0.00047992i,-0.00014158-0.0003894i,0.00066815-1.3046e-05i,0.00088366+0.00041754i,0.00036981+0.00069009i,0.00043983+0.00054669i,0.00099725+0.00060952i,0.00084156+0.00073936i,0.0014405+0.0003979i,0.00095981-0.00025637i,-0.00030335-0.00083634i,-0.00042424-0.001218i,-6.6014e-05-0.0010988i,-8.7656e-05-0.000294i
0.0018426-0.0012716i,0.0015156-0.0016342i,0.00076518-0.0017191i,0.00091311-0.0012457i,0.00076439-0.0011944i,-0.00021736-0.0018863i,-0.00065132-0.0015047i,-0.00013044-0.00034244i,0.0009896+3.9304e-05i,0.00045832-0.00040259i,-0.00034995-0.00033206i,7.8507e-05+0.00011735i,0.0004266+0.00050413i,0.00055959+0.00045876i,0.00063233-0.00023787i,0.0012988-8.8244e-05i,0.0012331-8.3999e-05i,-0.00028554-2.1809e-05i,-0.00065717-0.00011427i,-5.7921e-05-0.00061576i,-8.0928e-05-0.00079833i,0.00047394+1.507e-06i,0.00058844+0.00019516i
0.0035377-0.0020495i,0.0017982-0.0033122i,0.00011797-0.0028715i,-0.0014363-0.0023835i,-0.0021869-0.0018873i,-0.0017557-0.00059657i,-0.0014244+0.00023929i,-0.0005874+0.00037107i,0.00064613+0.00020405i,0.0010346-0.00081333i,0.00056742-0.00063966i,-6.3561e-05+0.0004415i,0.00020375+0.0008888i,0.0002203+0.00056155i,-0.00072468+0.00045178i,-0.0013091+0.0008661i,-0.00017387+0.00058655i,0.0010655-0.00034775i,0.00086298+9.3026e-06i,-0.0002228+0.00078186i,-0.00055862+0.00043308i,-0.00053662+1.5628e-05i,-0.00022238-0.00055146i
0.0020076-0.001616i,0.0009231-0.0027759i,-0.0001982-0.0040446i,-0.0016442-0.0032099i,-0.001877-0.001461i,-0.001387+0.00031023i,-0.0007316+0.001181i,0.00029599-0.00020707i,0.00050682-0.0014027i,0.00041113-0.00066582i,0.00045076+0.0004054i,0.00043604+0.00043667i,0.00037009+6.4793e-06i,0.00072351+0.00045594i,0.00066472+0.00097273i,0.00050022+0.0010073i,0.00025178+0.00099211i,0.00016363+0.00072913i,0.00041975+0.00010515i,0.00020148-0.00039899i,0.00023855-0.00041017i,0.00015644-0.00068586i,-0.00094675-0.00031631i
-0.0016935+0.0014339i,-0.0016023+0.0016068i,-0.00088555+0.0013204i,0.00034032+0.0003419i,0.001531-0.00065204i,0.00043777-0.0016577i,-0.001205-0.0016738i,-0.00089542-0.00013441i,0.00010572+0.00048732i,0.00041144+0.00044591i,0.00022283+0.00050848i,-0.00017225-0.00013182i,-2.1323e-06-0.00077669i,0.00075175-0.00081385i,0.00067655-0.00049602i,8.1953e-05+7.2998e-05i,-0.00038877-0.00010662i,-0.00044211-0.00059182i,8.9745e-05-0.00093991i,0.00028061-0.00049321i,-0.00018114+0.00039265i,-7.7378e-05+0.00090409i,-0.00043169+0.00073525i
-0.0012301-0.00073485i,-0.0014681-0.00069932i,-0.00099856-0.00014073i,3.8604e-05+0.00015447i,0.00055096-0.00020861i,-0.00019123-0.00096837i,-0.0010587-0.0012956i,-0.00071574-0.00066364i,-0.00028057-0.0001829i,0.00029383+0.00031075i,0.0012891+0.00057897i,0.0014847+0.00032444i,0.00029328-0.00048636i,-0.00024194-0.0011525i,0.00038324-0.00039807i,0.00017555+0.0001256i,-0.00028175+4.0661e-06i,-0.00040198-0.00021413i,-1.7381e-05-0.00055714i,0.00010565-0.00048846i,0.00023896-4.1698e-06i,0.00065108-0.00029162i,0.0010056-0.00082829i
0.0022958-0.00012229i,0.0014819-0.0011119i,0.00074406-0.0009309i,7.1015e-05-0.00078402i,-0.00018825-0.00095416i,-0.00048633-0.0010004i,-0.00067144-0.00089403i,0.00045584-0.00048983i,0.0012656-0.00018586i,0.00048047-5.5462e-05i,-0.00050613+5.9534e-05i,-0.00028796+0.000251i,-0.00020008+9.4085e-05i,-0.00036075-0.00028835i,-0.0003639-0.0008428i,5.4397e-05-0.00099489i,0.00062775-0.00011685i,0.00021295+0.00040944i,0.0001952-0.00047006i,0.00060808-0.0014235i,0.00032501-0.001015i,0.00013179-0.00042174i,0.00051943-0.00025035i
0.001089-0.0019901i,0.0010686-0.0028224i,-0.00049222-0.0030942i,-0.0012386-0.001362i,-0.001236+0.0002251i,-0.00052586+0.00067191i,-0.00021889+8.925e-05i,-0.00011795-0.0010144i,0.00016005-0.0013495i,0.00051648-0.00086519i,0.00039628-0.00026978i,0.00018056-2.8988e-05i,0.00028438+0.00018402i,0.00058907+0.00037091i,0.00032432+0.0005081i,-0.00014438+0.00010222i,1.3292e-05-0.0001255i,2.9101e-05+0.00045744i,0.0010791+0.0011654i,0.0013142+0.00082607i,0.00082987-0.00053261i,0.00029968-0.00056431i,-0.00043496+9.5072e-06i
0.00078835+0.00087865i,0.00077078+0.00085546i,0.00022344-4.7822e-05i,-0.00032355-0.00050551i,-0.00042068-0.00018302i,-0.00035832-0.00058327i,-0.0010452-0.00075964i,-0.00076336-0.00060326i,0.00064748-0.00046312i,0.00049787+0.00032742i,-0.00024144+0.0010751i,0.00037656+0.00056164i,0.0013079-0.00044804i,0.0011671-0.00064672i,0.00024425-8.883e-05i,-0.00041814+0.00050698i,-0.00014008+0.00033565i,0.0004286+0.0003602i,0.00077959+0.00055944i,0.00011016+0.00023271i,-0.00095979-0.00032259i,-0.0017229-0.00093808i,-0.001704-0.00038133i
0.0014441-0.0031457i,-0.00022941-0.0021923i,-0.00094641-0.001991i,0.00019848-0.0023095i,0.00061247-0.0028278i,-0.00061185-0.0018156i,-0.0017149-0.0012604i,-0.0012555-0.0010463i,8.7004e-05-0.00042225i,0.00072843+0.00025067i,0.0008928+0.00021935i,0.001092-0.00053064i,0.0009584-0.00015657i,0.00012297+0.00097825i,-0.00053281+0.0015163i,-0.0011738+0.0011035i,-0.00076651+0.00014334i,0.00031304+2.1904e-05i,0.0011398+0.0002028i,0.0010487+0.00073947i,0.00032482+0.00036464i,-0.00016564-0.00046553i,-0.00034878-0.00034707i
0.00018455+0.00038548i,-0.00021575-0.00014707i,-0.0005292+0.00037526i,-0.00036306+0.00036362i,-0.0001706-0.00030749i,-0.00057487-0.0016849i,-0.0011352-0.0020217i,-0.00034949-0.00069417i,0.00021331-0.00037203i,0.0002686-0.00042365i,0.0002771+0.00016703i,0.00017471-0.00033316i,0.0004415-0.0004107i,0.000971+0.00063565i,0.00099431+0.00012543i,0.00083142-0.00044341i,0.00054232-0.00046881i,0.00033746-0.00039084i,0.00027114-0.00052349i,2.2826e-05-0.00057327i,8.9201e-05+7.6936e-05i,8.1489e-05+0.00063617i,-0.00030964+0.00031707i
-0.0015862-0.0014605i,-0.0011852-0.0016018i,-0.0018582-0.0012245i,-0.0015465-0.00027564i,-0.00086314+0.00078589i,-0.00080069+0.00029325i,-0.0013232-0.00022999i,-0.001641+0.00030991i,-0.0016864+0.00040114i,-0.0011251+0.00041076i,-0.00017874+0.0010307i,0.0010072+0.0011703i,0.0011682+0.00046496i,0.001073-0.00015683i,0.00092329-0.00046385i,-5.7414e-06-0.00046328i,-7.3005e-05+0.00028579i,0.00016312+9.1083e-06i,0.00031947-0.00067703i,0.00035668+5.3213e-05i,0.00024617+0.00072715i,7.5986e-05+0.00029323i,-0.00039365+0.00021039i
0.0035004-0.0019198i,0.0019609-0.0023145i,0.00026993-0.0033751i,-0.00034524-0.0032568i,-0.00083416-0.0018012i,-0.0016866-0.0008642i,-0.0010738-0.0010288i,0.00058316-0.00055766i,0.0018989-0.00031796i,0.0014638-0.0011115i,0.00075418-0.00098644i,0.00077173+5.5985e-05i,0.00069355-4.74e-05i,0.00019897-0.00012145i,-0.00093123+0.00087564i,-0.00084092+0.00060597i,-6.4073e-06-0.00037419i,-6.1013e-06-0.00054268i,-2.1139e-05-0.00031831i,-3.8656e-05-8.2582e-05i,-0.00042502+0.00017381i,-0.00027277+0.00011359i,0.0003811+0.00029827i
0.0032951-0.0022685i,0.002912-0.0016229i,0.00041233-0.0024366i,-0.0013078-0.0026188i,-0.0015136-0.00162i,-0.00017022-0.00073955i,0.00047125-0.00063066i,0.00030027-0.00072054i,0.00014915-0.00095531i,-0.00010471-0.00036423i,0.00022656+3.3453e-05i,0.00018463+0.00023043i,-0.00012658+5.4229e-05i,-0.00054194+0.00016914i,-0.00057597+0.0005573i,5.214e-05+0.00061547i,7.4058e-05+0.00058494i,0.00069677+0.00047001i,0.0010409+0.00017223i,-1.714e-05-0.00029658i,-0.00083285-0.00080285i,-0.00099625-0.0005968i,-0.0010191-0.00060182i
-0.0001186-0.0021518i,-0.0019537-0.0017299i,-0.0028181-0.0014986i,-0.0025695-0.00078798i,-0.0015798-0.00041404i,-0.00062678-0.00051441i,-0.00046414-8.4789e-05i,-0.00050915+0.00077052i,-0.00038602+0.0005501i,-0.0001525+0.00038787i,0.00022189+0.00048082i,0.000535+0.00063626i,0.00090505+0.0005456i,0.0011272+0.00049726i,0.00054933+0.0004621i,0.00068306-0.0001573i,0.0010116-0.00015933i,0.00075365-0.00010701i,0.00065659-0.00060633i,0.00078749-0.00040465i,0.00066032-0.00021471i,0.00016265-0.00040203i,-8.6265e-05-0.00059906i
-0.001267+0.0018158i,-0.0013508+0.0010658i,-0.0012502+0.00032043i,-6.8687e-05-0.00012579i,0.00086303+4.8194e-05i,0.00053641+2.3999e-05i,-0.00015822-0.00013467i,0.00018732-1.2266e-05i,0.0016015-6.8305e-05i,0.0019599+0.00029727i,0.00099626+0.00059641i,-4.2581e-05-4.8206e-05i,-0.00039798+0.00022885i,-0.00012372+0.00040876i,0.00040819-0.00059931i,0.00058437-0.0013552i,0.00067976-0.00068293i,0.00067399-0.00020744i,0.00034002-0.00037848i,-5.1995e-05-0.00095138i,0.00041474-0.00048441i,0.0012417+0.00031775i,0.0010466+0.00032959i
-0.00084949-0.00070759i,-0.00011313-0.0011941i,0.0010439-0.00014048i,0.00046112-2.8876e-05i,-0.00040269-0.0009586i,-0.00066146-0.002081i,-0.00056628-0.0017052i,-0.00023628-0.00037522i,0.00016461+0.00091254i,-3.084e-05+0.0016939i,-0.00014973+0.0010146i,0.00028039+7.4933e-05i,0.00035222-0.00022765i,-1.6222e-05-0.00069742i,3.3064e-05-0.00058205i,-0.00040024-8.3272e-05i,-0.00081128-0.00072555i,-0.001209-0.0008317i,-0.00089548-0.00090552i,-0.00027248-0.00051098i,-0.00056729-0.00027702i,-5.6504e-05+5.5697e-05i,0.00068124-5.0861e-06i
-0.00025299-0.0033074i,0.00031459-0.0030537i,2.3074e-05-0.0020212i,-0.00016612-0.00083862i,-0.00036299-0.0007485i,-0.00078156-0.0020519i,-0.00032704-0.0019858i,-0.00081518-0.00068422i,-0.00064115-0.00056604i,0.00066862-0.0004516i,0.00058118-7.7827e-05i,0.00030816-3.8971e-05i,0.0010143-0.00028861i,0.0015074+0.00024393i,0.0014367+0.0012408i,0.00031411+0.0010236i,-0.00095411+0.0004071i,-0.0013067-0.00028269i,-0.00073563-0.0011153i,-5.6389e-06-0.0010901i,0.00010952-0.00077805i,-0.00024812+3.1207e-05i,-0.00066537+0.00043353i
0.0039958-8.569e-05i,0.0038947-0.0012621i,0.0022658-0.0014824i,0.00024066-0.0010045i,-0.00075292-0.0010583i,-0.0013311-0.001337i,-0.0014996-0.00084183i,-0.0012017-0.00047129i,-0.0004823-0.00026345i,-4.392e-05-0.00038176i,0.00044441-0.00031574i,0.00030623+0.00016448i,-0.00059401+0.00041163i,-0.00070996+0.00015066i,-0.00049703-8.4974e-05i,-0.00021947-0.00061906i,0.00041928-0.00016612i,0.00027858+0.0010215i,0.00013928+0.0015102i,0.00058518+0.00096691i,0.00032145-6.8772e-05i,-0.00030988-0.00031994i,-0.00034571+0.00054813i
0.00061009+0.0021715i,0.00029574+0.00048294i,-0.00044542-0.0011153i,-0.0009132-0.0013737i,-0.00068327-0.0015268i,-0.00069191-0.0016777i,-0.0013493-0.00098831i,-0.00081813-0.00049635i,-0.00015074-8.8778e-05i,8.2761e-05-0.00046801i,0.00039056-0.00031867i,0.00069727+9.5027e-05i,0.00020687+1.287e-05i,-0.00089874+1.7208e-05i,-0.00048476-0.00023352i,0.00040102+8.2573e-05i,0.00053117+0.00082098i,0.00037423+0.00077753i,0.00028479+0.00030031i,2.8417e-05+0.00013207i,-0.00055969+0.00062794i,-0.0010936+0.00095459i,-0.00092844+0.00081981i
