-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
-0.0090136+0.0080502i,-0.021087+0.019026i,-0.0060325+0.031262i,0.066174+0.012541i,0.1431-0.067614i,0.13155-0.13991i,0.055747-0.11324i,0.010759-0.03645i,-0.0025299+0.0016544i,-0.019219+0.0069109i,-0.026902+0.0097967i,-0.023479+0.014431i,-0.016039+0.0192i,-0.0059897+0.017032i,-0.0028586+0.0069404i,-0.0066435-0.0034458i,-0.010063-0.0071363i,-0.010489-0.0017698i,-0.0086641+0.0061761i,-0.0083964+0.0083062i,-0.0099367+0.0041878i,-0.0079228+0.00065416i,-0.00042431+0.00075896i
0.0048375-0.012826i,0.0093359-0.030855i,-0.0094883-0.041104i,-0.069496-0.0019013i,-0.11428+0.095944i,-0.08072+0.16109i,-0.020399+0.11607i,-0.0044152+0.034316i,-0.0046827-0.001245i,0.0094774-0.0087531i,0.01841-0.014192i,0.015941-0.018694i,0.0073292-0.020576i,-0.00029634-0.015366i,-0.000485-0.0067773i,0.0046252+0.00012324i,0.010468+0.0023693i,0.011911-0.0013773i,0.0080732-0.0034174i,0.0027803+0.0019405i,0.00041638+0.0092145i,-4.1964e-05+0.0087355i,-0.001636+0.0018676i
0.0068553+0.0092266i,0.016289+0.026795i,0.045193+0.031059i,0.089503-0.021445i,0.094808-0.12247i,0.036367-0.17001i,-0.012392-0.11115i,-0.0067474-0.033299i,0.0031232-0.0035508i,-0.0074184+0.0066462i,-0.013729+0.016983i,-0.008832+0.021889i,-0.00021311+0.020726i,0.0060528+0.013913i,0.0038333+0.0073377i,-0.0038393+0.0037268i,-0.0081134+0.0023675i,-0.0054648+0.004215i,0.0035975+0.0055308i,0.012462+0.0031789i,0.014608+0.0010484i,0.010221+0.0024664i,0.005427+0.0017896i
-0.0094401-0.0056512i,-0.028031-0.017948i,-0.063326-0.014631i,-0.094284+0.047213i,-0.068283+0.14079i,0.0048084+0.16616i,0.037792+0.10059i,0.014683+0.034743i,-0.00089534+0.0092578i,0.0052617-0.0063536i,0.0079266-0.017572i,0.0022096-0.021455i,-0.0065364-0.019188i,-0.010861-0.011582i,-0.0078896-0.0060075i,-0.00075598-0.003376i,0.0043506-0.003673i,0.0014843-0.007123i,-0.0066859-0.0090164i,-0.0093897-0.0085192i,-0.0046537-0.0091271i,0.00037871-0.0083468i,0.00098215-0.0034519i
0.015557+0.0007615i,0.039804+0.0017481i,0.077474-0.01888i,0.091871-0.086775i,0.041088-0.1615i,-0.039017-0.1566i,-0.059551-0.082496i,-0.026472-0.028936i,-0.0097114-0.010864i,-0.011563+0.00655i,-0.0069131+0.019951i,0.0023812+0.021566i,0.010247+0.015233i,0.013818+0.0056017i,0.01166+0.00010658i,0.0053621+0.0010531i,0.0019242+0.0050966i,0.0048353+0.0076793i,0.0087656+0.0057648i,0.0047839+0.00066095i,-0.0045311-0.0019852i,-0.0079027-0.0010282i,-0.0038236-0.00047505i
-0.013286+0.011344i,-0.034202+0.025065i,-0.064932+0.060572i,-0.06122+0.12376i,0.0054731+0.16798i,0.076141+0.13179i,0.073977+0.053511i,0.029205+0.010322i,0.0056025-0.0019528i,0.00071635-0.013993i,-0.0040451-0.021058i,-0.010202-0.018364i,-0.014705-0.0092006i,-0.013296+0.0011653i,-0.0083455+0.0045624i,-0.003662+0.0009613i,-0.0010414-0.0037057i,-0.0037943-0.0042515i,-0.0081271+0.0022059i,-0.0062773+0.010548i,-0.0010738+0.013243i,0.0010762+0.0091916i,0.0018293+0.0032227i
0.0084466-0.012088i,0.022557-0.034372i,0.03952-0.083577i,0.020656-0.14797i,-0.046813-0.1687i,-0.097361-0.11055i,-0.076257-0.033505i,-0.029614-0.0005567i,-0.007147+0.0057078i,0.0014449+0.013824i,0.0079687+0.017961i,0.011497+0.014243i,0.01144+0.0051766i,0.0085008-0.0041577i,0.0054115-0.0067726i,0.0021832-0.0037012i,0.001821-0.0010187i,0.0062092-0.0033626i,0.010196-0.0096019i,0.010502-0.013241i,0.0097004-0.0096043i,0.0082508-0.0031011i,0.0046327-0.00014312i
0.0033984+0.012487i,0.0037756+0.040159i,0.0081163+0.095528i,0.040444+0.15371i,0.094021+0.15289i,0.11202+0.082027i,0.069652+0.013033i,0.019555-0.0049696i,-0.00096801-0.0014573i,-0.0092933-0.0055959i,-0.014914-0.0093745i,-0.015188-0.0069758i,-0.011606-0.00012915i,-0.0064627+0.0061642i,-0.0028917+0.0071121i,-0.001728+0.0048008i,-0.0028222+0.0026367i,-0.00501+0.0042338i,-0.0050588+0.0085076i,-0.0024574+0.0071835i,-0.00067117-0.00064951i,-0.002313-0.0065826i,-0.0030042-0.0065149i
-0.0092942-0.011236i,-0.019625-0.03771i,-0.045711-0.088829i,-0.09396-0.13629i,-0.13498-0.12522i,-0.12507-0.055357i,-0.069521+0.00083018i,-0.023363+0.007447i,-0.0092233+0.00095127i,-0.0014788+0.0047077i,0.0098955+0.0096042i,0.014857+0.0076524i,0.011448+0.0016545i,0.0053809-0.0039815i,0.00019392-0.0065039i,-0.0024935-0.0050221i,-0.0021913-0.0027027i,-0.0012898-0.0043284i,-0.0039677-0.0092322i,-0.0098173-0.0099165i,-0.013238-0.0039912i,-0.0097302+0.0018166i,-0.0032533+0.0041245i
0.0082311+0.0034266i,0.030885+0.022619i,0.076195+0.062509i,0.13747+0.098584i,0.17248+0.08562i,0.13907+0.025882i,0.065801-0.016641i,0.019769-0.016278i,0.006457-0.0085682i,-0.0049365-0.0085963i,-0.015913-0.0065965i,-0.018594-0.0022935i,-0.014422+0.0019643i,-0.0063114+0.005217i,0.00078355+0.0068604i,0.0037896+0.0059466i,0.0043319+0.004362i,0.0052039+0.0072133i,0.0086334+0.012775i,0.011432+0.015014i,0.010439+0.013224i,0.0061462+0.0098038i,0.0022218+0.0042536i
-0.0043663+0.0047099i,-0.030535-0.00056634i,-0.083835-0.020853i,-0.15336-0.042193i,-0.1843-0.03239i,-0.13435+0.00646i,-0.051635+0.028777i,-0.0086961+0.021665i,-0.00033938+0.012659i,0.007975+0.0076511i,0.017035+0.0010843i,0.01807-0.0045354i,0.012677-0.0080621i,0.0043638-0.0091961i,-0.0029311-0.0071431i,-0.0053184-0.0029073i,-0.0044928-0.00058819i,-0.0045552-0.0026164i,-0.006379-0.0057294i,-0.0064271-0.0056485i,0.00039154-0.0028686i,0.0081597-0.0016346i,0.0094954-0.0015052i
0.0048895-0.0096976i,0.031196-0.01978i,0.086017-0.025399i,0.15756-0.028502i,0.18353-0.037322i,0.12315-0.045638i,0.036022-0.03827i,-0.0061041-0.020916i,-0.013207-0.010199i,-0.016888-0.0019143i,-0.019027+0.0073003i,-0.015341+0.011692i,-0.0085698+0.0119i,-0.0004397+0.0091298i,0.0057159+0.0045186i,0.0077086-0.00066608i,0.0075552-0.004349i,0.0089457-0.0030749i,0.012878-0.0013407i,0.014589-0.0041639i,0.0084226-0.008226i,-0.00041633-0.0080873i,-0.0051464-0.0052424i
-0.0034011+0.011093i,-0.020476+0.030383i,-0.069642+0.057518i,-0.13666+0.082867i,-0.15884+0.092191i,-0.10096+0.073956i,-0.02409+0.038635i,0.0073324+0.011171i,0.0052912+0.0003012i,0.0037198-0.0045182i,0.0075444-0.0092896i,0.0088312-0.010948i,0.0045913-0.010088i,-0.0019184-0.0061949i,-0.0059884-0.00033944i,-0.00578+0.0035418i,-0.0046948+0.0058158i,-0.0069792+0.0052113i,-0.012028+0.0043934i,-0.015504+0.0058941i,-0.013531+0.0062566i,-0.007978+0.0034152i,-0.0022913-0.00023061i
-0.0029486-0.010435i,0.0021291-0.032101i,0.036259-0.073476i,0.093863-0.11879i,0.11983-0.13149i,0.077682-0.0965i,0.015307-0.043422i,-0.0086938-0.010918i,-0.0068404-0.0035036i,-0.0076588+0.00063704i,-0.0096065+0.0090981i,-0.0073071+0.012917i,-0.0030943+0.010734i,0.0021348+0.005523i,0.0049936-0.00062527i,0.0035919-0.0059506i,0.0016075-0.0083443i,0.0028335-0.0079749i,0.0062427-0.0067068i,0.0073705-0.0055214i,0.0055567-0.0017568i,0.0025818+0.0032381i,-0.00030006+0.0053857i
0.0079369+0.0054475i,0.014167+0.024333i,0.0010621+0.070657i,-0.037245+0.12975i,-0.065522+0.1505i,-0.045072+0.10652i,-0.0049672+0.04196i,0.0069962+0.0094649i,0.002295+0.0058948i,0.0029024+0.0032763i,0.0054409-0.0051405i,0.0045492-0.011323i,-0.00036311-0.01105i,-0.0047372-0.0047284i,-0.0040242+0.0031097i,-0.00064979+0.0078797i,0.0019408+0.009382i,0.0015953+0.0099069i,-0.0012363+0.01188i,-0.0016159+0.012291i,0.0019552+0.008345i,0.0048673+0.002475i,0.0052389-0.0020924i
-0.011854-0.00071652i,-0.024186-0.013152i,-0.029349-0.056049i,-0.011487-0.1216i,0.015541-0.15291i,0.015012-0.10803i,-0.0064988-0.036336i,-0.015746-0.0035179i,-0.014824-0.0025944i,-0.012354+0.0013346i,-0.0064249+0.011319i,0.00050109+0.015282i,0.0050581+0.011276i,0.0063553+0.0036138i,0.0035532-0.0032073i,-0.0022947-0.0070381i,-0.00684-0.0087513i,-0.0053244-0.009188i,-0.0013889-0.0098924i,0.00026271-0.010291i,-0.0006092-0.0089165i,-0.0015613-0.0058386i,-0.0014722-0.00059651i
0.010631-0.0084346i,0.026234-0.0040865i,0.044266+0.028149i,0.047724+0.094197i,0.032678+0.1372i,0.018652+0.099917i,0.016197+0.027059i,0.014662-0.0066499i,0.011165-0.0080493i,0.0054691-0.009343i,-0.0019826-0.011806i,-0.0064589-0.011123i,-0.0079341-0.0066387i,-0.0063919+0.00081346i,-0.0016048+0.0056722i,0.0044949+0.0062294i,0.0097731+0.005191i,0.010491+0.0051981i,0.0068422+0.0073716i,0.0033736+0.00841i,0.00046667+0.0059794i,-0.0017589+0.0033041i,-0.0017473+0.00010966i
0.001862+0.0067702i,-0.011112+0.010542i,-0.035499-0.012044i,-0.06246-0.070456i,-0.065716-0.11553i,-0.042613-0.086824i,-0.018946-0.021354i,-0.0083039+0.0091573i,-0.0062787+0.0081767i,-0.0035715+0.0057205i,0.0030244+0.0071319i,0.0073037+0.0071914i,0.0073388+0.0023271i,0.0043566-0.0039166i,-0.00056995-0.0067398i,-0.0066679-0.004106i,-0.011048-7.7851e-05i,-0.010267-0.00052874i,-0.0065833-0.0037354i,-0.0040805-0.0051713i,-0.0019292-0.0023097i,0.0013766+0.0014743i,0.0025021+0.0025857i
0.00071973-0.0066354i,0.0077687-0.014628i,0.034425-0.0065818i,0.074918+0.035533i,0.090699+0.078539i,0.060544+0.062915i,0.019309+0.012505i,0.001663-0.0089447i,9.9524e-05-0.005415i,-0.0030118-0.003474i,-0.0078082-0.0045451i,-0.0093545-0.0049187i,-0.0074486-0.0016922i,-0.0023979+0.0037314i,0.0045724+0.004475i,0.010385+0.00050944i,0.012652-0.0035826i,0.011615-0.0040386i,0.0091183-0.00014573i,0.0072469+0.0030928i,0.00575+0.0025581i,0.0045886+0.00039313i,0.0031501-0.0021435i
0.0032756+0.0051873i,0.0030701+0.016056i,-0.017009+0.017507i,-0.063439-0.0075754i,-0.093172-0.042323i,-0.066692-0.040367i,-0.020878-0.0090157i,-0.0030707+0.0041885i,-0.0057217+0.0016968i,-0.0050501+0.0033641i,0.0025217+0.0057331i,0.0076268+0.0048596i,0.0060235+0.0011899i,0.00038798-0.0018039i,-0.0042634-0.00087974i,-0.0066206+0.0028537i,-0.0072966+0.0071122i,-0.0067312+0.0069875i,-0.0060232+0.0024179i,-0.0053306-0.0014983i,-0.0039268-0.0031277i,-0.0024195-0.0032604i,-0.0019383-0.0016616i
-0.0074361-0.0048169i,-0.011945-0.012541i,0.0018411-0.020453i,0.048478-0.012505i,0.087377+0.0096874i,0.066621+0.015288i,0.018661-0.00086018i,-0.00093189-0.0097768i,0.0014989-0.0087936i,-0.00085589-0.0082491i,-0.0078539-0.0059326i,-0.010375-0.0029316i,-0.0066534-0.00083926i,0.0001843+8.2296e-05i,0.0048821-0.0023629i,0.0060369-0.0069729i,0.0045922-0.010219i,0.0033399-0.0095683i,0.0038315-0.0051769i,0.0039753-0.0011256i,0.0023114+0.0008378i,6.0286e-05+0.0015688i,0.00043133+0.00067261i
0.010591+0.0041236i,0.019002+0.0074976i,0.01454+0.013955i,-0.026086+0.017968i,-0.070442+0.010003i,-0.05827+0.0015276i,-0.014078+0.0058368i,0.0028709+0.010614i,-0.00064367+0.010918i,0.0018189+0.0088519i,0.0082991+0.0041988i,0.010958-0.00070977i,0.0077655-0.002152i,0.0024193+0.00013745i,-0.0016259+0.0040037i,-0.0031916+0.0083915i,-0.0020381+0.011401i,-0.0011428+0.0097727i,-0.0023602+0.0046808i,-0.0029427+0.0012407i,-0.0013067+0.00025374i,0.00052986+7.1077e-05i,0.0014867+0.0016515i
-0.0038945+0.0070787i,-0.010181+0.010987i,-0.0053336+0.0066986i,0.026961-0.012604i,0.063776-0.025658i,0.05045-0.019517i,0.006831-0.0099166i,-0.0094664-0.0079281i,-0.0067121-0.0091164i,-0.0078592-0.0055621i,-0.010126+0.001815i,-0.009736+0.0062983i,-0.0067702+0.005445i,-0.0021752+0.00078476i,0.00078778-0.0043089i,-0.00043677-0.0084498i,-0.0028844-0.0099684i,-0.0023174-0.0074963i,0.0012825-0.003108i,0.0034991-0.00057422i,0.0034127+0.00027606i,0.0036053+0.00027349i,0.0032169-0.0021171i
-0.0035223-0.0072656i,0.00020361-0.016328i,-0.0030047-0.015471i,-0.024038+0.00694i,-0.048546+0.03041i,-0.037617+0.023852i,-0.0042984+0.0057513i,0.0070931+0.0019057i,0.0017402+0.0039569i,0.00047907+0.0022231i,0.0029941-0.0027058i,0.0042455-0.0061696i,0.0021938-0.0046659i,0.00037003+0.00038371i,0.0014289+0.0059957i,0.0042809+0.0095771i,0.0068267+0.0093887i,0.0054063+0.0062959i,0.0015817+0.0030566i,-0.00069524+0.0011956i,-0.0015977-0.00074129i,-0.0012642-0.0011245i,-0.00089305+0.0010789i
0.0026215+0.0090066i,0.0065572+0.019716i,0.013801+0.023318i,0.027616-0.00021051i,0.041932-0.030187i,0.031548-0.026663i,0.0047851-0.0056777i,-0.0061155-0.0015114i,-0.0037307-0.0052229i,-0.0033801-0.0018501i,-0.0049762+0.0039766i,-0.0043779+0.0064806i,-0.0019501+0.0050666i,-0.0014792+0.0013068i,-0.0039467-0.0025692i,-0.0074669-0.0048102i,-0.0088666-0.0045692i,-0.0066223-0.0027438i,-0.0018209-0.0022987i,0.0021159-0.0020072i,0.0032054-0.00039026i,0.0025242+0.00013719i,0.0012884-0.0015324i
-0.0059991-0.0012875i,-0.014207-0.010088i,-0.021914-0.014124i,-0.026834+0.0049401i,-0.028031+0.030371i,-0.019927+0.023772i,-0.0038809+0.0019178i,0.0029485-0.00084136i,0.0012576+0.0051743i,0.0015529+0.0030483i,0.0031949-0.0040567i,0.0032227-0.008192i,0.0028363-0.0065756i,0.0048182-0.0020343i,0.0077757+0.0013611i,0.010502+0.0017353i,0.011159+2.2366e-05i,0.0078137-0.00068999i,0.0028581+0.001309i,-0.00023709+0.0018362i,-0.00079087+0.0013787i,-0.00025823+0.0020824i,0.0010242+0.0020551i
0.0054294-0.0030139i,0.018196+0.00018458i,0.031184+0.00012683i,0.032302-0.016563i,0.025274-0.036495i,0.015518-0.026034i,0.0014616-0.003176i,-0.007488-0.0013761i,-0.0098609-0.0067704i,-0.0097775-0.0022905i,-0.0054649+0.0071506i,-0.0019122+0.011287i,-0.0013718+0.0091225i,-0.0022037+0.0067618i,-0.0050543+0.0048069i,-0.008886+0.0028133i,-0.0096504+0.0020966i,-0.0059581+0.0012468i,-0.0014331-0.0001198i,0.00095627-0.0004017i,0.0017759+0.00050476i,0.00099676-0.0011009i,-0.0012039-0.0036496i
-0.0067404+0.00164i,-0.020489+0.0072369i,-0.034039+0.015296i,-0.031707+0.031339i,-0.017332+0.043948i,-0.0073851+0.028527i,-0.00023253+0.0020825i,0.0060648-0.0031513i,0.0075301+0.0010898i,0.0036082-0.0014933i,-0.0017269-0.0060543i,-0.0047153-0.0080748i,-0.0047287-0.0072825i,-0.0022571-0.006273i,0.0021072-0.0057791i,0.0058557-0.0060429i,0.0067999-0.006545i,0.0049542-0.0034118i,0.0026284+0.00062057i,0.00053465+0.0012086i,-0.0010952+0.00052023i,-0.0007738+0.001126i,0.0010507+0.0018839i
0.0056357-0.0051315i,0.017028-0.017149i,0.029157-0.032746i,0.025626-0.047103i,0.011128-0.049764i,0.0034927-0.027961i,-0.00023601-0.0010057i,-0.0073118+0.0037841i,-0.010621+0.00010307i,-0.0059638+0.0014627i,0.0015559+0.0036933i,0.0060285+0.0045075i,0.0060385+0.0039702i,0.0036976+0.0049332i,3.9026e-06+0.0070027i,-0.003847+0.0083983i,-0.0051742+0.0082493i,-0.0035237+0.0052737i,-0.0010089+0.0010316i,0.0017863-0.00060166i,0.0029745-0.00060689i,0.00093841-0.00084036i,-0.002368-0.0008676i
-0.00035427+0.0075391i,-0.0042411+0.022026i,-0.0093288+0.04212i,-0.0049188+0.055863i,0.0040083+0.050374i,0.0017148+0.024793i,-0.0022792-0.00045445i,0.0018046-0.0055967i,0.0035439-0.0024228i,0.00016319-0.002073i,-0.0039893-0.0019189i,-0.006924-0.0025929i,-0.0076898-0.0026879i,-0.0061806-0.0027327i,-0.0028826-0.0060125i,-0.00051276-0.0092212i,-0.00018032-0.0086804i,-0.00031429-0.0061237i,-0.00041995-0.0033292i,-0.0015304-0.0014719i,-0.0025717+0.00078438i,-0.0010245+0.0023904i,0.002568+0.001697i
-0.004112-0.0083357i,-0.0059645-0.023577i,-0.0091915-0.046242i,-0.01539-0.058601i,-0.018494-0.048909i,-0.006786-0.023721i,0.0032039-0.0015877i,-0.0024336+0.0046376i,-0.007826+0.0027592i,-0.0053836+0.0022493i,1.6735e-05+0.0031118i,0.0050709+0.0027652i,0.0077719+0.00094105i,0.007216+0.0016683i,0.0053881+0.0049593i,0.0046795+0.0085105i,0.0045628+0.0086513i,0.0033881+0.0045857i,0.002095+0.0013758i,0.0018228+5.1735e-05i,0.0018689-0.0016894i,0.0005573-0.0027368i,-0.0021325-0.0020764i
0.0051267+0.0031499i,0.013561+0.017014i,0.026239+0.038752i,0.036696+0.051503i,0.034648+0.043213i,0.015618+0.021936i,2.2685e-05+0.0015251i,0.002502-0.0068972i,0.0062308-0.0063588i,0.0013054-0.004738i,-0.0053489-0.0015921i,-0.0087314+0.0014817i,-0.0088481+0.0035293i,-0.007474+0.0032216i,-0.0071953-0.00037518i,-0.0082883-0.004838i,-0.0076564-0.0054678i,-0.0046995-0.0032848i,-0.0015371-0.0013212i,-0.00094772+0.00046106i,-0.00050372+0.0018695i,0.0019883+0.0018652i,0.0036513+0.00034592i
-0.0058207-0.0044106i,-0.01914-0.011822i,-0.040435-0.028551i,-0.054344-0.038626i,-0.045926-0.033794i,-0.017673-0.019782i,0.00067774-0.0028351i,-0.0033457+0.0070973i,-0.0089246+0.0073607i,-0.0050337+0.0036694i,0.0021698-0.0007748i,0.0059457-0.0048793i,0.0054854-0.0072587i,0.0055999-0.0058697i,0.0075604-0.0019019i,0.010407+0.0015828i,0.010903+0.0028656i,0.0077027+0.0019157i,0.0044848+0.00080838i,0.0039128-0.00055816i,0.0033014-0.0018437i,0.00082442-0.0010389i,-0.0012368+0.00058235i
0.0060024+0.0020374i,0.021671+0.0037412i,0.048222+0.0098562i,0.066673+0.016588i,0.057211+0.016154i,0.025513+0.010767i,-0.00012266+0.00046619i,-0.00299-0.010117i,-0.00056172-0.011526i,-0.002621-0.0046486i,-0.0038616+0.0031617i,-0.003796+0.0072026i,-0.0020365+0.0082897i,-0.0017952+0.0076246i,-0.0049172+0.0050089i,-0.0092625+0.002168i,-0.010765+0.00073205i,-0.0078761+0.00057461i,-0.0039716+0.0013623i,-0.0028343+0.0031203i,-0.0020139+0.0035376i,0.00093402+0.0014474i,0.0038354-0.0010437i
-0.0023573-0.00094624i,-0.017042+0.0041175i,-0.043532+0.0065722i,-0.063617+0.0059083i,-0.056925+0.0013054i,-0.027043-0.004922i,-0.0014616-0.0028821i,0.0030519+0.0040267i,-0.00021641+0.005843i,-0.0013171+0.0024624i,-0.0014266-0.0014715i,-0.00099484-0.0048778i,-0.0014735-0.0070368i,-0.00070207-0.0075609i,0.0030648-0.0068897i,0.0070299-0.0054334i,0.0083025-0.0047699i,0.0063227-0.0045796i,0.0036603-0.0037367i,0.0021901-0.0037826i,0.00032995-0.0039089i,-0.0022563-0.0020257i,-0.00386+0.00034666i
-0.00030705-0.0056066i,0.010017-0.015274i,0.031517-0.028182i,0.052528-0.033413i,0.051721-0.022433i,0.027213-0.0031573i,0.001903+0.0030062i,-0.0060636-0.0037492i,-0.0051005-0.0069025i,-0.0039073-0.00321i,-0.0029935+0.0022269i,-0.00095486+0.0060207i,0.0018353+0.0073469i,0.0031909+0.00806i,0.00045351+0.0087219i,-0.004922+0.0093498i,-0.0069663+0.0092349i,-0.004182+0.0069245i,-0.0015248+0.0051132i,0.00026235+0.0045478i,0.0020937+0.0039403i,0.0029535+0.0020186i,0.0029562-0.0015704i
0.0035416+0.0078934i,-0.00051302+0.02134i,-0.014319+0.042148i,-0.032+0.053062i,-0.036509+0.039454i,-0.022639+0.011021i,-0.0037962-0.002887i,0.0041177+0.0015844i,0.002835+0.004528i,5.1091e-05+0.0019289i,-0.0021067-0.0015486i,-0.0040139-0.0050715i,-0.0060313-0.0063812i,-0.0066436-0.0055918i,-0.0039335-0.0069564i,-0.00051858-0.0093141i,0.00064891-0.009525i,0.00026865-0.0074272i,-0.00052469-0.0052624i,-0.001421-0.00454i,-0.0018919-0.0030226i,-0.0019237-0.00044882i,-0.0023027+0.0021618i
-0.00087634-0.0069488i,-0.002974-0.020775i,0.0016382-0.044683i,0.012357-0.061758i,0.019681-0.051112i,0.015479-0.02048i,0.0014368-0.001089i,-0.0073361-0.0033069i,-0.0069915-0.0070285i,-0.004494-0.0031371i,-0.00032282+0.0021733i,0.0047137+0.0045151i,0.0073888+0.0035732i,0.0072586+0.0029819i,0.00585+0.0050533i,0.0043773+0.0082572i,0.0024422+0.0096779i,0.0019738+0.0080166i,0.0024432+0.0056382i,0.0026816+0.0048326i,0.003049+0.0036843i,0.0029755-0.00013116i,0.002889-0.0043095i
0.0059738+0.0031441i,0.012929+0.014618i,0.019472+0.038133i,0.015107+0.058353i,0.0010847+0.051057i,-0.0066788+0.020286i,-0.00031147-0.00086652i,0.0075083-0.001154i,0.0065539+0.001789i,0.0016838+0.0010357i,-0.0027396+0.00011996i,-0.0055664+5.6396e-05i,-0.0072006+0.0011899i,-0.0073205+0.00071885i,-0.0069128-0.002686i,-0.0072883-0.0065828i,-0.0064667-0.0082663i,-0.0051193-0.007063i,-0.0044418-0.0045917i,-0.0048628-0.0020978i,-0.0049144-0.00028875i,-0.003699+0.0017589i,-0.0019028+0.0038308i
-0.0047877+0.0024845i,-0.01428-0.0029834i,-0.025903-0.020177i,-0.028544-0.042736i,-0.014406-0.04465i,0.00022419-0.0222i,-0.0013394-0.0012767i,-0.0092494+0.0027537i,-0.0099292+0.0008561i,-0.0052178+0.00083896i,-0.00052114-7.3566e-05i,0.0032642-0.0019677i,0.0059307-0.0035993i,0.0073054-0.0028506i,0.0084496+0.00011269i,0.010244+0.003002i,0.010953+0.0040943i,0.010302+0.0028723i,0.0087514+0.001511i,0.0075311+0.0011172i,0.0065661+8.171e-05i,0.0039643-0.0027568i,0.00097228-0.0049787i
0.0023867-0.0016592i,0.012982-0.00013856i,0.031859+0.01159i,0.04317+0.029472i,0.031062+0.035035i,0.0092985+0.019999i,0.00083691+0.00054138i,0.0027102-0.0062484i,0.0020373-0.0041003i,-0.00054755-0.0014969i,-0.0028964+0.001209i,-0.0049323+0.0034355i,-0.005279+0.0053064i,-0.0051961+0.005514i,-0.0066626+0.0041148i,-0.0088793+0.0016476i,-0.0093976-0.000167i,-0.0075201+0.00050585i,-0.0058723+0.0019798i,-0.0052411+0.0027073i,-0.0037734+0.0029705i,-0.0010392+0.0039608i,0.0011759+0.0048696i
-0.0026349+0.00024382i,-0.011805+0.0025464i,-0.030924+0.00056652i,-0.046493-0.010651i,-0.037568-0.021137i,-0.012321-0.016439i,-0.00017061-0.0016089i,-0.0035248+0.00528i,-0.0052479+0.0033477i,-0.0027145+0.0012307i,0.00040675-0.00029577i,0.0024678-0.0032619i,0.0024878-0.0062922i,0.0019769-0.0068815i,0.0033692-0.0060129i,0.0070313-0.0053667i,0.0079161-0.0038617i,0.0056782-0.0032289i,0.0042611-0.0042447i,0.0036471-0.004791i,0.0029717-0.0045506i,0.0012674-0.0051017i,-0.002083-0.0056772i
0.0011075-0.0016125i,0.0072273-0.0073926i,0.025199-0.011947i,0.043885-0.0064033i,0.040348+0.0053613i,0.017202+0.0085951i,0.00078996+0.0010271i,0.00068619-0.0052082i,0.0016403-0.0041336i,-0.0003461-0.0005365i,-0.0006243+0.0026012i,7.2028e-05+0.0053297i,0.0010246+0.0071667i,0.0010862+0.007577i,-0.00058204+0.0072232i,-0.0035627+0.0077196i,-0.0053135+0.0071387i,-0.0044108+0.0057483i,-0.0027099+0.005312i,-0.0020306+0.0047942i,-0.0013439+0.0041358i,0.00082744+0.0045257i,0.0041571+0.0038679i
-0.00051553+0.0020006i,-0.0048369+0.010144i,-0.017499+0.020888i,-0.033174+0.023156i,-0.033783+0.010269i,-0.01554-0.0025205i,-0.00092618-0.0017587i,-0.00098218+0.0036975i,-0.0043375+0.0038096i,-0.004314+0.0015556i,-0.0031935-0.0011355i,-0.0027253-0.0038021i,-0.0033541-0.0049642i,-0.0033767-0.0053595i,-0.0017643-0.0062905i,0.00071915-0.0074557i,0.0027704-0.0078123i,0.0026785-0.0067335i,0.0010126-0.0052602i,0.00049171-0.0048782i,-0.0001667-0.0046002i,-0.0028565-0.003959i,-0.0055009-0.0034213i
-0.00072275-0.0057762i,-0.0015988-0.014011i,0.005575-0.029729i,0.018978-0.036154i,0.024332-0.021763i,0.014175-0.0023363i,0.00058536+0.0012475i,-0.0037651-0.0049437i,-0.0022757-0.0066583i,-0.0007383-0.0037134i,0.00039295+2.6532e-05i,0.0018331+0.0030314i,0.0033838+0.0046405i,0.0044486+0.0048004i,0.003953+0.0064687i,0.0026403+0.0088106i,0.0015641+0.0081904i,0.0018265+0.0060265i,0.0025796+0.0050904i,0.0024624+0.0052912i,0.0027682+0.005254i,0.0049275+0.0040217i,0.0066128+0.0011292i
0.006025+0.0020392i,0.0088695+0.0098885i,0.0084357+0.025816i,-0.0013075+0.037694i,-0.01174+0.027482i,-0.0091027+0.0066533i,0.0017204-0.0010438i,0.0054013+0.0024169i,0.0028265+0.0030116i,0.00071073+0.00053113i,-0.00094878-0.00088074i,-0.0034712-0.0020869i,-0.0060918-0.0031641i,-0.0068265-0.0034912i,-0.0063231-0.0041557i,-0.0053656-0.0053935i,-0.0037608-0.0060159i,-0.0027867-0.0048541i,-0.0024072-0.0034816i,-0.0020934-0.003034i,-0.0028706-0.0021543i,-0.0052924-0.00044393i,-0.0069337+0.0014322i
