-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
-0.1924+0.24175i,-0.20499+0.43504i,-0.10281+0.42446i,-0.052344+0.17912i,-0.10663-0.027732i,-0.10818-0.049515i,-0.03019-0.025117i,0.017396-0.02853i,0.016662-0.032973i,0.011946-0.03668i,0.0099042-0.034916i,0.0012122-0.016937i,-0.00612+0.0071673i,-0.0062579+0.016653i,-0.0050894+0.01608i,-0.0053407+0.019557i,-0.0089197+0.022017i,-0.0086697+0.017932i,-0.0021386+0.0092933i,0.0025367-0.00070502i,0.0029252-0.0064797i,-0.002911-0.00040718i,-0.0064551+0.014013i
0.087532-0.31634i,-0.014761-0.51181i,-0.17073-0.42653i,-0.15828-0.093945i,0.017635+0.11423i,0.10745+0.080038i,0.05379+0.018281i,-0.0060509+0.025005i,-0.012104+0.043003i,0.0001337+0.036776i,-0.002356+0.019906i,-0.010195+0.006582i,-0.011298-0.0024081i,-0.0072307+0.0023264i,0.0049408+0.014349i,0.020388+0.014783i,0.028532+0.0093588i,0.022141+0.011721i,0.0098509+0.018368i,0.0023049+0.016144i,-0.0006672+0.0084658i,0.0047498+0.0021697i,0.01129-0.0057343i
0.017684+0.37703i,0.15585+0.59014i,0.27854+0.51432i,0.22018+0.18176i,0.040102-0.057467i,-0.071331-0.075799i,-0.069165-0.025965i,-0.032233-0.0020699i,-0.013061-0.0012314i,-0.015446-0.0049915i,-0.014083+0.0057695i,0.0027402+0.027907i,0.017921+0.035943i,0.018274+0.019795i,0.0072118-0.0018054i,-0.0050206-0.011172i,-0.0080611-0.010449i,0.0018782-0.013664i,0.011975-0.023147i,0.0080961-0.02723i,-0.0046917-0.023903i,-0.012849-0.016289i,-0.01048-0.0053351i
-0.11505-0.34159i,-0.25925-0.47316i,-0.2827-0.34256i,-0.12094-0.05612i,0.054319+0.092358i,0.096894+0.068131i,0.050045+0.037309i,0.018875+0.04108i,0.020298+0.037929i,0.018601+0.029167i,0.012373+0.022373i,0.0080798+0.0048661i,0.0022729-0.010532i,0.0032365-0.0050639i,0.013008+0.0060503i,0.023368+0.0043381i,0.025636-0.0063205i,0.012253-0.010532i,-0.0067197-0.0052161i,-0.013618+0.0072037i,-0.0060576+0.020342i,0.0030945+0.01993i,0.0022056+0.005559i
0.25419+0.27531i,0.46099+0.32976i,0.48105+0.16184i,0.25574-0.10362i,0.0054013-0.19797i,-0.075428-0.10971i,-0.018959-0.038406i,0.027709-0.042428i,0.013676-0.050574i,-0.0054057-0.031438i,0.0011828-0.01229i,0.01604-0.0045936i,0.021433-0.0062177i,0.0075239-0.019197i,-0.019639-0.026043i,-0.037558-0.013164i,-0.036612+0.0039734i,-0.023968+0.0049189i,-0.012914-0.0035537i,-0.0072073-0.0085829i,-0.0074349-0.012293i,-0.013286-0.0074405i,-0.010632+0.0076903i
-0.33529-0.19622i,-0.54262-0.24218i,-0.53533-0.14392i,-0.29841+0.053437i,-0.038029+0.1547i,0.084022+0.093703i,0.066044+0.0091766i,0.016384-0.010592i,0.0082607+0.0051506i,0.022761+0.010548i,0.021882+0.0010888i,0.00093944-0.0063693i,-0.015252+0.00043848i,-0.0074498+0.018416i,0.01818+0.028214i,0.037403+0.017755i,0.034889+0.0030047i,0.018985+0.0055477i,0.0085909+0.01652i,0.0089817+0.018779i,0.014362+0.015809i,0.01984+0.010609i,0.015554+0.00027341i
0.34694+0.056751i,0.49495+0.046593i,0.41195-0.012589i,0.15947-0.10118i,-0.039246-0.12438i,-0.1044-0.072048i,-0.092095-0.032709i,-0.07168-0.028351i,-0.062717-0.023736i,-0.045054-0.015758i,-0.023284-0.012265i,-0.0062049-0.0050135i,0.0011909-0.0043012i,-0.011813-0.015679i,-0.033849-0.017552i,-0.039737-0.0023776i,-0.02408+0.010612i,-0.0037592+0.005517i,0.0061129-0.0074415i,0.0038885-0.014275i,-0.0048749-0.016757i,-0.010435-0.014246i,-0.005036-0.0042899i
-0.34139+0.085568i,-0.49203+0.15513i,-0.43223+0.20674i,-0.18163+0.23607i,0.050928+0.18837i,0.12002+0.078043i,0.056069+0.026828i,0.00066369+0.049231i,0.0081458+0.056465i,0.017459+0.030662i,0.011536+0.016825i,0.0087743+0.017233i,0.013392+0.020999i,0.031444+0.028106i,0.053049+0.021481i,0.055619-0.000277i,0.038135-0.014999i,0.018379-0.013014i,0.0055083-0.0065561i,-0.00090797-0.0037377i,-0.0014004+0.00019288i,0.0010119+0.0016925i,-0.0019301-0.001349i
0.27373-0.17476i,0.40788-0.22452i,0.39725-0.19353i,0.21914-0.16648i,0.0067325-0.1388i,-0.093056-0.055673i,-0.054852+0.0113i,0.00036786+0.013536i,-0.0029617+0.0011208i,-0.023328+0.0067106i,-0.02529+0.014919i,-0.013021+0.013079i,-0.0081868+0.0012161i,-0.027571-0.010794i,-0.051278-0.0079693i,-0.052302+0.0067085i,-0.035281+0.012577i,-0.019167+0.0031006i,-0.013368-0.0042729i,-0.012081-0.003411i,-0.010554-0.0010845i,-0.0080287+0.0029564i,0.00086171+0.0075461i
-0.14291+0.23672i,-0.21533+0.28613i,-0.20871+0.21819i,-0.093701+0.13656i,0.047861+0.075978i,0.11956+0.0077939i,0.098823-0.02175i,0.06366-0.0050643i,0.057136+0.0050814i,0.050643+0.00081527i,0.039706-0.0029853i,0.028884-0.0046922i,0.025927-0.0015724i,0.0408-0.0004247i,0.056333-0.0080238i,0.050683-0.01677i,0.029563-0.015688i,0.013245-0.0058958i,0.0063524-0.00022173i,0.0014477-0.00070048i,-0.00294-0.00031409i,-0.0051864+0.001231i,-0.0078951+0.0011078i
0.027409-0.24621i,0.09851-0.31757i,0.15298-0.27403i,0.092068-0.18116i,-0.037016-0.076537i,-0.10535+0.012235i,-0.075799+0.014326i,-0.04176-0.03353i,-0.042114-0.039375i,-0.034925-0.011998i,-0.020519+0.0004839i,-0.014596-0.00021471i,-0.019084-0.0027649i,-0.038831-0.0023025i,-0.057153+0.0086153i,-0.048353+0.022444i,-0.022584+0.024134i,-0.0069311+0.015049i,-0.0015577+0.00949i,0.0056354+0.0090219i,0.013435+0.0067534i,0.015804+0.0023498i,0.01512-0.00083321i
0.050123+0.17972i,-0.035385+0.22595i,-0.16358+0.18161i,-0.16251+0.11425i,-0.022693+0.046766i,0.082608-0.030888i,0.057778-0.046828i,0.0065509-0.0071i,0.0031459+0.0074774i,0.013208-0.0068787i,0.018756-0.014587i,0.02263-0.013462i,0.027194-0.010445i,0.040008-0.01183i,0.052293-0.020996i,0.045784-0.026545i,0.027747-0.019414i,0.016947-0.0082106i,0.0094047-0.0059836i,-0.0026788-0.010666i,-0.013303-0.010929i,-0.016105-0.0052992i,-0.015768-0.00089864i
-0.1196-0.1015i,-0.068545-0.1285i,0.065246-0.099177i,0.11696-0.046842i,0.036225+0.0091188i,-0.047944+0.062851i,-0.056112+0.057895i,-0.041437+0.022788i,-0.037351+0.015168i,-0.031602+0.024427i,-0.028423+0.030778i,-0.026064+0.035043i,-0.026231+0.035133i,-0.037821+0.0376i,-0.046277+0.045443i,-0.036567+0.042739i,-0.018772+0.025303i,-0.0084023+0.01027i,-0.0036378+0.007093i,0.0048029+0.0078125i,0.014541+0.0039007i,0.018775-0.001734i,0.019945-0.001162i
0.12676+0.022586i,0.073054+0.066628i,-0.07323+0.10548i,-0.13457+0.088623i,-0.050555-0.0018866i,0.037124-0.088571i,0.047141-0.069982i,0.035451-0.0030998i,0.036064+0.015504i,0.030971-0.0058591i,0.024076-0.023252i,0.019821-0.027748i,0.020421-0.026834i,0.031604-0.033787i,0.039926-0.046703i,0.033289-0.044593i,0.021499-0.030343i,0.014043-0.021421i,0.0062463-0.019383i,-0.0091453-0.017107i,-0.02631-0.0080533i,-0.031047+0.0029281i,-0.023994+0.0057131i
-0.072215+0.051342i,0.0071507+0.018157i,0.16585-0.055386i,0.22019-0.075616i,0.11173+0.003004i,-0.00475+0.087259i,-0.033126+0.074789i,-0.02199+0.012971i,-0.020205-0.0088487i,-0.017797+0.0086836i,-0.0096266+0.02653i,0.00066169+0.032238i,0.0057455+0.031104i,-0.0027889+0.034339i,-0.014531+0.040328i,-0.016403+0.036126i,-0.011255+0.022137i,-0.0077689+0.010768i,-0.0039812+0.0089817i,0.0092868+0.011806i,0.026389+0.0089559i,0.030093+0.0018719i,0.022414-0.0012119i
0.019268-0.10311i,-0.059496-0.079903i,-0.17979+0.010296i,-0.21557+0.053773i,-0.13246-0.0058789i,-0.029344-0.071965i,0.015946-0.059091i,0.01928-0.0132i,0.01353-0.0017228i,0.0027435-0.015795i,-0.0025627-0.027425i,-0.0033046-0.032525i,-0.0043812-0.031395i,-0.00042591-0.036529i,0.0047996-0.04503i,0.0058309-0.039215i,0.0031518-0.023549i,-0.00045203-0.01239i,-0.0056271-0.009833i,-0.016001-0.01082i,-0.025989-0.0071627i,-0.025615+3.6493e-05i,-0.019831+0.0023053i
0.045258+0.084032i,0.1177+0.032806i,0.1886-0.08077i,0.20488-0.10835i,0.1538-0.011482i,0.072686+0.073383i,0.013387+0.060664i,-0.013133+0.013455i,-0.020131+0.0030176i,-0.0081328+0.021417i,0.0056527+0.035403i,0.011578+0.035198i,0.010306+0.029618i,0.0018739+0.036895i,-0.0045446+0.05076i,-0.0052737+0.048091i,-0.0038422+0.034328i,-0.0015931+0.026555i,0.0028126+0.02394i,0.014103+0.017501i,0.026149+0.0052561i,0.027836-0.0036848i,0.023305-0.0028938i
-0.1278-0.048217i,-0.21138+0.031686i,-0.25635+0.1428i,-0.24007+0.14671i,-0.16256+0.037727i,-0.05704-0.065821i,0.0061176-0.078138i,0.018719-0.028544i,0.020412+0.0035259i,0.015561-0.0020701i,0.0040171-0.016506i,-0.0060922-0.020758i,-0.0086706-0.017925i,-0.0067823-0.025345i,-0.0050371-0.036354i,-0.00055695-0.031967i,0.0057375-0.020304i,0.008196-0.016073i,0.0042346-0.018274i,-0.010887-0.015422i,-0.029368-0.0054181i,-0.033979+0.0023i,-0.026604+0.0034056i
0.14757-0.011672i,0.20465-0.095807i,0.21112-0.16057i,0.20104-0.13022i,0.15901-0.040113i,0.069467+0.035874i,-0.0024939+0.04801i,-0.024264+0.01238i,-0.023018-0.007679i,-0.010244+0.00047633i,0.0067703+0.012399i,0.019821+0.016718i,0.024658+0.014575i,0.023383+0.018773i,0.021078+0.024937i,0.015542+0.019685i,0.01028+0.0096821i,0.0093502+0.0035738i,0.0096582+0.003149i,0.016428+0.0039899i,0.027173+0.0011623i,0.027609-0.00032545i,0.02231+0.0011814i
-0.12437+0.092411i,-0.1414+0.18932i,-0.12913+0.22042i,-0.14518+0.15656i,-0.14149+0.056953i,-0.083803-0.022477i,-0.031974-0.039343i,-0.0078892-0.0097858i,0.0025215+0.00039163i,-0.0073022-0.01398i,-0.022579-0.018237i,-0.02607-0.010915i,-0.022303-0.0051186i,-0.020266-0.011492i,-0.019634-0.021935i,-0.01264-0.022738i,-0.0063191-0.017352i,-0.0083998-0.013418i,-0.01249-0.013383i,-0.017802-0.012751i,-0.02291-0.0078351i,-0.021755-0.0031935i,-0.018101-0.001439i
0.074323-0.16002i,0.064955-0.2469i,0.070714-0.23561i,0.12839-0.14492i,0.14318-0.046187i,0.083725+0.032338i,0.02811+0.060912i,0.0015945+0.03812i,-0.01528+0.021433i,-0.010318+0.025228i,0.008483+0.02159i,0.018633+0.008965i,0.016721+0.0016224i,0.01272+0.0069803i,0.0099608+0.016707i,0.0040567+0.019972i,-0.00010981+0.017148i,-8.6457e-06+0.015029i,0.0021267+0.016303i,0.0090214+0.014409i,0.016623+0.0074844i,0.019347+0.0029341i,0.018857+0.00078874i
0.0077796+0.18744i,0.045718+0.2395i,0.019666+0.18848i,-0.075175+0.099279i,-0.10872+0.030961i,-0.04912-0.028683i,0.0026127-0.054969i,0.01708-0.02768i,0.023316-0.0034771i,0.014842-0.0021381i,-0.00077142-0.00052242i,-0.0062052+0.0070099i,-0.0033953+0.011231i,-0.0047525+0.0036487i,-0.0095008-0.0038923i,-0.0049556-0.0038674i,0.0018367-0.001887i,0.0024965-0.00098404i,-0.00095476-0.0048407i,-0.011103-0.0090621i,-0.022536-0.0075192i,-0.025567-0.0047377i,-0.021287-0.0027903i
-0.098615-0.16063i,-0.15273-0.184i,-0.097651-0.11819i,0.045125-0.048911i,0.11534-0.020049i,0.07345+0.011709i,0.029803+0.027976i,0.012513+0.0063816i,0.0026031+0.00072851i,0.010068+0.010959i,0.018872+0.008699i,0.015282-0.00032451i,0.0088086-0.005649i,0.0095434-0.0013852i,0.013482+0.0042425i,0.010322+0.0051871i,0.0056039+0.0018523i,0.0059747-0.0028209i,0.0075405-0.00018395i,0.01184+0.0073496i,0.018443+0.011416i,0.019067+0.011141i,0.014169+0.0088408i
0.15417+0.099479i,0.20746+0.09918i,0.1124+0.037008i,-0.060407+0.0017842i,-0.12281+0.008224i,-0.074625-0.023848i,-0.046736-0.051343i,-0.036509-0.029731i,-0.017807-0.018776i,-0.014904-0.022663i,-0.017186-0.013975i,-0.008119-0.0024677i,0.00060984+0.00032472i,-0.0025218-0.0050989i,-0.0055508-0.010871i,0.0001452-0.013391i,0.0030192-0.010391i,-2.4735e-05-0.0060602i,-0.003722-0.0094781i,-0.0085588-0.01669i,-0.013107-0.01933i,-0.013419-0.015824i,-0.0098601-0.0079137i
-0.19549-0.014032i,-0.2441+0.033989i,-0.11439+0.10044i,0.08677+0.091225i,0.13927+0.033751i,0.07451+0.036056i,0.034352+0.051298i,0.014493+0.030085i,-7.389e-05+0.017937i,0.0058126+0.017702i,0.012591+0.0086187i,0.0065424+0.00082451i,-0.0015315+0.00087943i,-0.0018176+0.0048184i,-0.0024809+0.0088974i,-0.0087229+0.013155i,-0.010408+0.012764i,-0.0061151+0.0094037i,-0.00044466+0.011959i,0.0066471+0.016425i,0.012804+0.01783i,0.014262+0.015787i,0.011719+0.0092315i
0.18546-0.071055i,0.22518-0.1562i,0.076123-0.19795i,-0.1231-0.12773i,-0.14685-0.038178i,-0.074442-0.029626i,-0.041307-0.029307i,-0.027389-0.00036488i,-0.018628+0.0061233i,-0.02246-0.0012388i,-0.018908+0.0012476i,-0.0049929+0.0040875i,0.005097+0.0023895i,0.0054193-0.0013552i,0.0022977-0.0054444i,0.0045072-0.007985i,0.0096225-0.0052619i,0.010059-0.0022759i,0.0037109-0.0081249i,-0.0091719-0.018895i,-0.022543-0.024803i,-0.024513-0.022213i,-0.01519-0.014179i
-0.13691+0.15138i,-0.13663+0.26689i,0.032703+0.27414i,0.20759+0.14603i,0.19675+0.038435i,0.1108+0.027418i,0.074025+0.023077i,0.052722-0.002178i,0.033195-0.0039438i,0.029266+0.003666i,0.022003+0.002304i,0.0072791+0.0036722i,-0.00083264+0.0071359i,0.00019592+0.0097599i,0.0015252+0.014287i,0.00059654+0.018054i,0.00099321+0.012768i,0.0018607+0.0030638i,0.0029549+0.0048887i,0.0095247+0.017937i,0.019198+0.027506i,0.021234+0.027261i,0.012661+0.019349i
0.057656-0.20293i,0.0020653-0.33552i,-0.16734-0.31306i,-0.28463-0.14365i,-0.22107-0.026791i,-0.10872-0.02308i,-0.063237-0.024751i,-0.042548+0.0021389i,-0.026965+0.013044i,-0.025701+0.011993i,-0.017952+0.010867i,-0.0026601+0.0023871i,0.0047532-0.0084179i,0.0012871-0.015505i,-0.0014966-0.019274i,0.0009558-0.021955i,0.0045376-0.019711i,0.0048733-0.01536i,-0.0012604-0.017185i,-0.012494-0.023075i,-0.022086-0.027171i,-0.022046-0.024389i,-0.012912-0.015159i
0.02046+0.22066i,0.12872+0.3492i,0.28651+0.3059i,0.34991+0.1233i,0.2521+0.0069408i,0.12531+0.0022223i,0.063547+2.0533e-05i,0.02998-0.021767i,0.017229-0.021677i,0.023842-0.01246i,0.024022-0.006657i,0.015474+0.0039491i,0.00705+0.013051i,0.0033398+0.016301i,0.0027113+0.018814i,0.00084086+0.020501i,-0.0040752+0.017759i,-0.0078726+0.014382i,-0.0025389+0.017507i,0.013246+0.023236i,0.026915+0.024497i,0.026164+0.02086i,0.016644+0.016337i
-0.1138-0.19004i,-0.26483-0.28187i,-0.4019-0.21589i,-0.40182-0.046202i,-0.25862+0.037964i,-0.12377+0.016765i,-0.069339+0.010259i,-0.037625+0.02891i,-0.018478+0.028251i,-0.016903+0.020092i,-0.014412+0.013445i,-0.0084094+0.0016046i,-0.0046051-0.0082092i,-0.0051295-0.013081i,-0.0077456-0.017406i,-0.0084365-0.01974i,-0.0036671-0.014848i,0.0022087-0.008876i,-0.0011253-0.012433i,-0.01662-0.021292i,-0.030968-0.026517i,-0.029077-0.024892i,-0.016239-0.019117i
0.18138+0.14045i,0.3638+0.19092i,0.48453+0.12054i,0.44142-0.018169i,0.27342-0.069439i,0.13346-0.034773i,0.069282-0.024533i,0.028409-0.036718i,0.0061836-0.03754i,0.005818-0.034805i,0.0078471-0.026684i,0.0084812-0.0089129i,0.0097181+0.0056552i,0.01092+0.013458i,0.011751+0.020312i,0.011097+0.023817i,0.0077205+0.02038i,0.0045004+0.014997i,0.0088059+0.015493i,0.020215+0.020025i,0.029411+0.022968i,0.027298+0.021528i,0.015771+0.015902i
-0.22146-0.053689i,-0.40942-0.058925i,-0.51154+0.010425i,-0.43606+0.10786i,-0.25257+0.11608i,-0.11414+0.058602i,-0.053265+0.036716i,-0.020833+0.042098i,-0.0075826+0.040175i,-0.0083722+0.035675i,-0.0075417+0.02815i,-0.008762+0.012636i,-0.013992-0.0021305i,-0.019245-0.011328i,-0.021326-0.016204i,-0.015935-0.015471i,-0.0047208-0.012107i,0.0020197-0.013163i,-0.0054807-0.019753i,-0.023065-0.022961i,-0.034123-0.018806i,-0.029916-0.013684i,-0.019895-0.0098394i
0.22523-0.02687i,0.40792-0.069655i,0.50201-0.13636i,0.421-0.18722i,0.24654-0.15498i,0.11588-0.082951i,0.047891-0.049761i,0.0081835-0.038339i,-0.0075015-0.022297i,-0.0060686-0.013686i,0.00033194-0.0089988i,0.011999+0.00068981i,0.020764+0.0093688i,0.02407+0.013928i,0.025132+0.015923i,0.021764+0.01454i,0.013045+0.01162i,0.0053774+0.011241i,0.0093393+0.013885i,0.023916+0.015371i,0.033015+0.012855i,0.027419+0.010826i,0.016101+0.011893i
-0.19023+0.1037i,-0.35526+0.18277i,-0.44333+0.24916i,-0.36652+0.26126i,-0.20324+0.189i,-0.086639+0.09426i,-0.034554+0.048808i,-0.0026232+0.037253i,0.015368+0.028806i,0.018701+0.02679i,0.01437+0.024358i,0.0029577+0.014803i,-0.0086215+0.0049698i,-0.01676-0.0027468i,-0.021238-0.0090593i,-0.017889-0.012761i,-0.0092887-0.014687i,-0.0046534-0.014302i,-0.010693-0.013659i,-0.02467-0.014054i,-0.032554-0.012549i,-0.025905-0.010128i,-0.013879-0.0086574i
0.12833-0.15479i,0.264-0.2626i,0.34658-0.32496i,0.29126-0.29922i,0.16478-0.19965i,0.075318-0.10223i,0.031297-0.058431i,0.0020617-0.042851i,-0.010293-0.031163i,-0.010333-0.027801i,-0.0065931-0.025611i,0.0046197-0.018226i,0.017556-0.010566i,0.024586-0.0041566i,0.02459+0.0011212i,0.016559+0.0049437i,0.0051847+0.0073549i,0.0016281+0.0097457i,0.011161+0.01262i,0.025581+0.011971i,0.030288+0.0078762i,0.023854+0.0053841i,0.016627+0.0038569i
-0.060092+0.17104i,-0.16081+0.30396i,-0.24122+0.36735i,-0.21508+0.32042i,-0.12131+0.20821i,-0.050595+0.10565i,-0.019438+0.054912i,-0.0024806+0.030499i,0.0041506+0.011433i,0.0062301+0.0052043i,0.0066479+0.0078766i,-0.0029331+0.0088897i,-0.016641+0.0080143i,-0.025727+0.0062251i,-0.028323+0.0041529i,-0.021503+0.0023158i,-0.010435-0.00061135i,-0.005655-0.0070109i,-0.013062-0.013646i,-0.027339-0.012963i,-0.032314-0.0083602i,-0.024777-0.0058977i,-0.016381-0.0040715i
-0.0030213-0.16476i,0.055116-0.30522i,0.13522-0.36687i,0.14763-0.30992i,0.088702-0.2001i,0.034472-0.10448i,0.005088-0.053249i,-0.014868-0.025288i,-0.023996-0.0041929i,-0.025632+0.0019832i,-0.020561-0.00093108i,-0.0054721-0.0029713i,0.010568-0.0047578i,0.019962-0.0068001i,0.022199-0.0057334i,0.017815+0.00083594i,0.011277+0.0090672i,0.0093571+0.012631i,0.016585+0.0097716i,0.027109+0.0049906i,0.027976+0.0030385i,0.019235+0.0038893i,0.011171+0.0046834i
0.060635+0.13746i,0.044677+0.2624i,-0.034433+0.32671i,-0.081819+0.28551i,-0.046641+0.18803i,-0.0088635+0.096129i,0.0016098+0.049032i,0.0080287+0.03159i,0.012019+0.020514i,0.014417+0.016165i,0.015691+0.016051i,0.0097163+0.017621i,-0.00061228+0.019717i,-0.010467+0.019646i,-0.014669+0.015712i,-0.0091573+0.0072648i,-0.0014458-0.0038699i,-0.0025108-0.010607i,-0.014625-0.0095643i,-0.027831-0.0042142i,-0.028704-0.00069568i,-0.019444+3.2096e-05i,-0.011082+0.0016077i
-0.095277-0.088704i,-0.10799-0.18826i,-0.028856-0.26186i,0.043281-0.24947i,0.030316-0.16915i,0.0060524-0.089561i,0.0028455-0.047932i,0.0010033-0.026078i,0.0025198-0.008463i,0.0017658+0.00046012i,-0.0031444+0.00072856i,0.00017533-0.005911i,0.0088333-0.015149i,0.014549-0.020663i,0.01535-0.018193i,0.011899-0.0093967i,0.0083286-0.00049139i,0.010007+0.006063i,0.018908+0.0064532i,0.029725+0.0010817i,0.030618-0.0022721i,0.021622-0.0014131i,0.013433-0.0016789i
0.10519+0.03928i,0.12767+0.10746i,0.054187+0.19363i,-0.018388+0.21545i,-0.0097492+0.15185i,0.010286+0.078426i,0.008548+0.039744i,0.0080035+0.01807i,0.0079317+0.00094804i,0.0097652-0.0069412i,0.01276-0.0076133i,0.0073089-0.0016261i,-0.0032842+0.010455i,-0.0097527+0.02029i,-0.011181+0.020676i,-0.0092814+0.011177i,-0.0078308-0.00062695i,-0.010281-0.0072611i,-0.018605-0.0074003i,-0.028958-0.0019171i,-0.030278+0.0021482i,-0.021511+0.0017174i,-0.011994+0.0018829i
-0.096625+0.014436i,-0.11545-0.027008i,-0.053604-0.12056i,0.010099-0.16886i,0.0089412-0.12804i,-0.0071383-0.072053i,-0.010889-0.043579i,-0.015845-0.026985i,-0.016232-0.013705i,-0.014459-0.0052296i,-0.013389+0.0003283i,-0.0086341-0.0017047i,-0.0036605-0.010713i,-0.00038506-0.018874i,0.001675-0.018711i,0.0027016-0.0095987i,0.0052909+0.0017011i,0.010621+0.0055925i,0.01956+0.00024184i,0.02767-0.0080635i,0.02568-0.009888i,0.016578-0.0058869i,0.0096102-0.003629i
0.06749-0.051214i,0.074664-0.027356i,0.027261+0.071125i,-0.014789+0.1405i,-0.0018185+0.11744i,0.015589+0.065674i,0.0099899+0.038838i,0.0026883+0.026276i,-0.0020434+0.016045i,-0.0015693+0.0079941i,0.0031287+0.0031628i,0.0046743+0.0070594i,0.0058981+0.016098i,0.0071434+0.021635i,0.0054189+0.019928i,0.0013366+0.010802i,-0.0041053+0.00053492i,-0.010676-0.0032145i,-0.019889+0.0014335i,-0.028589+0.009969i,-0.028573+0.01315i,-0.019965+0.0099009i,-0.010615+0.0077442i
-0.018769+0.074059i,-0.014506+0.054968i,0.017132-0.045508i,0.035186-0.12448i,0.0084246-0.11022i,-0.011293-0.062486i,-0.0084378-0.035617i,-0.0057564-0.017842i,-0.0027992-0.0030496i,-0.0019369+0.0061114i,-0.0011665+0.011214i,0.0019347+0.0072999i,0.00085045-0.0047546i,-0.0031073-0.014346i,-0.0042105-0.015059i,2.9261e-05-0.0081502i,0.0070604-0.00030927i,0.012794+0.0021879i,0.020394-0.0036477i,0.028432-0.01286i,0.028144-0.015013i,0.020316-0.010527i,0.011862-0.0081742i
-0.016698-0.074841i,-0.036152-0.0617i,-0.057209+0.034282i,-0.051537+0.11688i,-0.0074653+0.10373i,0.017995+0.05794i,0.016722+0.036154i,0.015938+0.022794i,0.014168+0.011165i,0.011422+0.0032364i,0.0079626-0.0027487i,0.0040563-0.00025607i,0.0045643+0.0093747i,0.0074508+0.0163i,0.0083241+0.016154i,0.00419+0.010433i,-0.0027507+0.0043786i,-0.0089168+0.0029188i,-0.016895+0.0097292i,-0.023721+0.020077i,-0.022861+0.020623i,-0.015588+0.013982i,-0.0073458+0.010422i
0.057224+0.052746i,0.090065+0.033682i,0.099344-0.059592i,0.066495-0.13326i,0.009952-0.10734i,-0.015856-0.059993i,-0.016897-0.042087i,-0.014959-0.027911i,-0.010686-0.01516i,-0.0065286-0.0072275i,-0.0020496-0.0010967i,0.00065947-0.002434i,-0.0035937-0.0081688i,-0.011001-0.010861i,-0.012276-0.0095362i,-0.0044284-0.0062722i,0.006142-0.0031547i,0.013929-0.0042192i,0.019735-0.014146i,0.021865-0.02655i,0.018193-0.027654i,0.010929-0.019161i,0.0047931-0.010754i
-0.075947-0.021782i,-0.12355+0.0065763i,-0.12563+0.097292i,-0.068226+0.15654i,-0.00023847+0.11336i,0.024952+0.056735i,0.019582+0.034773i,0.010042+0.018961i,0.0028742+0.0053485i,-7.9051e-07-0.0021461i,-0.0024838-0.0035205i,-0.00097506+0.00095843i,0.0081009+0.0059795i,0.01619+0.0084668i,0.016626+0.0076013i,0.009922+0.0047193i,0.0011047+0.0018932i,-0.0070403+0.0028419i,-0.014649+0.013156i,-0.01916+0.025709i,-0.018831+0.027444i,-0.012462+0.019478i,-0.0042565+0.012575i
0.084248-0.01051i,0.1404-0.057179i,0.12993-0.14215i,0.055677-0.17491i,-0.005699-0.11611i,-0.024709-0.056622i,-0.025833-0.033085i,-0.023334-0.016034i,-0.017843-0.0024095i,-0.010553+0.0056553i,-0.0011794+0.0081388i,0.0037156+0.0044606i,-0.00078835-0.00087846i,-0.0090674-0.0041675i,-0.012321-0.0047816i,-0.0075871-0.0041358i,-0.00059709-0.0038255i,0.0045174-0.0081586i,0.0083952-0.020216i,0.011137-0.031073i,0.011176-0.029283i,0.0076771-0.020013i,0.0037024-0.01291i
-0.080459+0.043958i,-0.13119+0.11737i,-0.11079+0.19649i,-0.031405+0.20055i,0.028356+0.12501i,0.043551+0.059371i,0.036899+0.033563i,0.024073+0.019765i,0.012484+0.01059i,0.0071431+0.0054993i,0.0029947+0.0037208i,0.00025271+0.0061945i,0.0027762+0.007652i,0.0083941+0.0056706i,0.010721+0.0031613i,0.0065345+0.0029166i,-0.00068033+0.0041371i,-0.0059382+0.0091428i,-0.0073911+0.021594i,-0.0064281+0.033622i,-0.0049703+0.033249i,-0.0034478+0.023711i,-0.0021769+0.014627i
0.061611-0.079105i,0.091057-0.16922i,0.062084-0.23668i,-0.0035127-0.21076i,-0.044937-0.12083i,-0.047153-0.055614i,-0.034784-0.031378i,-0.020566-0.014498i,-0.0093945-0.0022041i,-0.0037522+0.0025954i,0.0016407+0.0016398i,0.0036341-0.0032248i,-0.0018758-0.0038396i,-0.0091019-0.00046871i,-0.011428+0.0020733i,-0.0077704+0.0017616i,-0.00066847-0.00036975i,0.0039356-0.0056229i,0.0033383-0.019228i,0.0013029-0.032855i,0.0014672-0.03295i,0.00069083-0.021859i,-0.0014026-0.010844i
