-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
9.2733e-05-0.00044731i,-0.00047877-0.0017592i,-0.0020467-0.00091795i,-0.0010892+4.1516e-06i,0.00064717-0.00055882i,0.001175-0.00046192i,0.00015407-0.00056577i,-0.001131-0.00026299i,-0.001123+0.00030009i,-0.00047169+0.00037353i,0.00022302+0.00022715i,0.00065904+6.3091e-05i,0.001015-0.00025446i,0.00085668-0.00032493i,0.00012302-0.00037741i,0.00042548+0.00017336i,0.00072373+0.00062416i,-0.00051002+4.1852e-05i,-0.00076707+9.3369e-05i,-0.00023062+0.00014812i,0.00019215-5.2108e-05i,0.0010497+0.00018688i,0.0010746+0.00010537i
0.0011384-0.0014357i,0.0012707-0.001896i,0.0010692-0.0014452i,0.00079394-0.00093157i,0.00060843-0.00061248i,0.00075623-0.00053676i,0.00083688-0.00017563i,0.00097938+0.00078431i,0.0007642+0.00037574i,0.00020156+0.00026375i,-0.00048811+0.00073051i,-0.00044634+0.00048606i,-0.00017653-5.7442e-05i,-3.1172e-05-0.00070633i,0.00019067-0.00099111i,0.00034818-0.00012884i,0.00033832+0.00045699i,0.00041201-4.1904e-05i,0.00023006-3.6284e-05i,0.00030062+0.00034815i,0.00080826+0.00012839i,0.00060624-0.00016124i,-0.00028018-0.00019062i
-0.00039268-0.00090289i,-0.001071+0.00011681i,-9.4934e-05+9.1803e-05i,0.00013828-0.0011614i,0.00042792-0.0012031i,0.00041458-0.00062458i,-0.00030066-0.0010164i,-0.0002467-0.001278i,0.00030456-0.0015353i,0.00027975-0.0016484i,8.046e-05-0.0007059i,-0.00040881-3.6907e-06i,-0.00074757+1.4639e-05i,-0.00017596-0.00031232i,-0.00016505-0.0008608i,-0.00029039-0.00062208i,0.00010169+0.00013806i,0.00028776+0.00051395i,0.00012191+0.00034981i,-0.00040404+3.6951e-05i,-0.00018532-6.4833e-05i,0.0003214-0.0001888i,-0.00016463-0.00038991i
-0.00067421-0.00039555i,-0.0010045+6.0386e-05i,-0.0017101-0.0013512i,-0.000605-0.0014261i,0.0011264-0.00073478i,0.00085247-0.00064735i,-0.00050516-0.00096844i,-0.00071988-0.00071016i,-0.00093163-3.1175e-06i,-0.0011044+0.00070183i,0.00021582+0.00086036i,0.00073375+0.00059134i,0.00067644+0.0005425i,0.00036845+0.00076249i,-0.00051413+0.00099056i,-0.00042812+0.000732i,-0.00052424+0.0004455i,-0.00074346+3.9952e-05i,-0.00047387-0.00052i,2.0553e-05-0.00043596i,-0.00013535+2.8202e-05i,-0.00082191+0.00060295i,-0.00069525+0.00072691i
-0.0019106-0.00056466i,-0.0015282+0.0012543i,-0.00047943+0.0020108i,0.00077002+0.0018096i,0.0014043+0.00067639i,0.0015543-0.0007708i,0.00076081-0.0013856i,-0.00057645-0.0001427i,-0.00089751+0.00032104i,-0.0010561+0.0002587i,-0.00041191+0.00072126i,-5.8105e-05+0.00067012i,-0.0006187-0.00073041i,2.93e-05-0.001142i,-0.00036693-0.00078907i,-0.0007582-0.0010032i,-0.00035004-0.00075492i,2.995e-05-0.00033231i,8.7382e-05-0.00052445i,0.00020871-6.8451e-05i,-0.00022386+0.00026672i,-0.0005409+7.3784e-05i,3.8776e-05+0.00017408i
0.00021663-0.00062913i,-8.2856e-05-0.0015206i,0.00068114-0.0015565i,0.00099607-0.001202i,0.00046423-0.0016945i,0.00046646-0.00046249i,0.0005071+0.00014839i,-0.00022691-0.00026266i,-0.0012265-0.00037275i,-0.001453-0.00015695i,-0.00097354+0.00051937i,-0.00043551+0.00029587i,2.2836e-05+0.00058756i,-4.1671e-05+0.00091878i,-0.00062026+0.00016054i,-0.00050683-0.00071138i,0.00043969-0.0012456i,0.00065153-0.00063298i,0.00018365-0.00056995i,-0.00041495-0.00055861i,-0.00035544-7.4811e-05i,0.0005098-0.00010534i,0.00034626-0.00020462i
-0.001079-0.0006772i,-0.00096254-0.00060617i,2.5545e-05+0.00019254i,0.00058017+0.00055352i,0.0015202+0.00017162i,0.0023789-0.0010149i,0.0016135-0.0018452i,-0.00015505-0.0011754i,-0.0013561-0.0003869i,-0.0012983-0.00056163i,-0.00095057-0.00054081i,-0.00073302-3.33e-06i,-0.00056915-0.00037731i,-0.00059894-0.001053i,-2.0407e-05-0.00078195i,0.0007885+0.00013718i,-2.5785e-05+8.8279e-05i,-0.0012767+8.6852e-05i,-0.0012894+0.00020604i,-0.00037414+0.00036039i,0.00054547+0.00048421i,0.00058777+0.00036308i,1.1279e-05+0.00055247i
0.00047389-0.00066099i,-0.00015056+0.0014368i,-0.00012068+0.0014253i,0.00034404-0.00064229i,0.00034859-0.00064317i,0.00049224-0.00024465i,0.00021173-0.0016068i,-0.00038617-0.0017685i,-0.00059533-0.0011353i,-0.00014439-4.5743e-05i,0.0001496+0.00055951i,0.00054958-0.00056483i,0.0009655-0.0014494i,0.0010559-0.00075971i,0.0003552-5.3174e-06i,-0.00036965+0.0005281i,-0.00046774+0.0009266i,-0.00026151+0.00033627i,-0.0005018-0.00021833i,-0.00036688-0.00068333i,-1.1378e-05-0.00094675i,-0.0004078-0.00027235i,-0.00073611+4.7893e-05i
-0.0012664-0.00024862i,-0.00066779-1.3257e-05i,-0.00067413-0.00011454i,4.023e-05-0.0005532i,0.0013405-0.00098198i,0.0015412-0.001748i,0.001148-0.0020729i,0.0010045-0.0021254i,0.00088412-0.0015118i,1.7703e-05-0.00090203i,0.00020535+0.00029754i,-0.00010872+0.00084374i,-0.00055841-3.2616e-05i,-0.00013617-0.00083889i,0.00036227-0.00076404i,0.00073866-0.00073048i,1.9189e-05-0.00023977i,-0.0008845+0.00043431i,0.00010633+0.00075539i,0.0010197+0.00077309i,0.0011265+0.00074011i,0.00029956+0.00089801i,-0.0009241+0.00095609i
-0.0028747-0.0021323i,-0.0023645-0.001978i,-0.0026625-0.00085506i,-0.0010792+0.00095462i,0.00052677+0.0028085i,0.0012866+0.0016093i,0.00073472-0.0029455i,-0.0014082-0.0056384i,-0.0035058-0.0041005i,-0.0040576-0.00045131i,-0.0034927+0.0012226i,-0.0021879+0.00087776i,-5.3692e-05+0.00053862i,0.0010333+0.00014073i,0.00097939-0.0002178i,0.0012743-0.0001414i,0.00063106-0.00088008i,-0.00048387-0.0018326i,-0.00058217-0.00065116i,-0.00091976+0.000617i,-0.00050533+0.00035398i,0.00041456-0.00026773i,0.00025512-0.00048395i
0.00028494-0.0017983i,0.00042068+0.00015382i,0.0010414-0.00066681i,0.0012006-0.0012445i,0.00079938-0.00138i,4.8706e-05-0.0002701i,-3.1509e-05+0.0021202i,0.00040227+0.0030317i,0.0010644+0.0025991i,0.0020374+0.0011989i,0.0023356-0.00021497i,0.001438-0.00057769i,-2.61e-05-0.00096757i,-0.00046522-0.00089645i,-0.00052515-0.00033188i,-0.00044436-0.00018741i,0.00043646+0.00020375i,0.00045594+0.00023075i,-1.0836e-05-0.0004045i,0.00050779-0.00060412i,0.00032736+5.521e-05i,-0.00059602+0.00010366i,-0.00039788-0.000299i
0.00060114-0.0017183i,0.00053903-0.0019595i,0.00015343-0.0024618i,0.0007433-0.0021911i,0.00086785-0.0012218i,6.9768e-05+6.8222e-05i,-0.0010736+0.0011196i,-0.001101+0.000557i,0.00024749-0.00019394i,0.0010599-0.00054699i,0.00121-0.00093728i,0.0010191-0.00099539i,0.00053591+0.00014212i,0.0002113+0.0013617i,0.00061128+0.0014582i,0.00096136+0.00068485i,0.00012503+0.00060559i,-0.00067188+0.0012131i,-0.00030195+0.0004169i,0.00043376-0.00073714i,0.00091507-0.00063357i,0.0006979-0.00049756i,-0.00031524-0.00092892i
0.0019205-0.00041073i,0.0015032+0.00014969i,0.003077+0.00015458i,0.003278-0.00078847i,0.0022274-0.00099896i,0.0017893-0.00067086i,0.0011414-0.00058472i,0.00089309-0.00025597i,0.0010382-1.8817e-05i,0.00052242-0.00015294i,0.00011971-8.6909e-05i,0.00073171-0.00026788i,0.00060401-0.00053172i,-0.00019896-0.00018137i,-0.00049606+0.00023075i,-0.00040003-0.00032058i,4.0645e-05-0.0012871i,0.00085135-0.0015672i,0.00073894-0.00076085i,0.00054495+0.00019126i,0.00050099-0.00057056i,8.7935e-05-0.00080211i,-0.00023234+7.127e-06i
-0.00050751+0.00016606i,-0.0010878+0.00063153i,-0.0013172+4.66e-05i,-0.00076477+0.00044544i,0.00089806+0.00057386i,0.001656-0.00067415i,0.0013405-0.0011884i,0.00080761+4.4075e-05i,0.00098839+0.00050327i,0.00092301+0.0001318i,0.00080102+5.8186e-05i,0.0010336+0.00019248i,0.00092819+0.00049305i,0.00076483+0.0003659i,0.00040183+0.0001165i,0.00050935-0.0001706i,-0.00020534-2.2262e-05i,-0.00027472+0.00035735i,1.4906e-05+0.00024506i,-0.00069656+0.0004006i,4.7285e-06+0.00027107i,0.00053879-0.00029021i,0.00039748-6.3038e-05i
-0.00097806-0.0017487i,-0.00028471-0.0010591i,0.00017147-0.00076754i,-9.9658e-05-0.0013229i,0.00020184-0.0016952i,0.00049577-0.0012024i,0.00023902-0.00054211i,0.00035139-0.00037947i,-2.8755e-05-0.00034909i,-8.9038e-05+0.00024496i,0.00014783+0.00093014i,9.4355e-05+0.00094894i,7.1829e-05-6.5952e-05i,-0.00026427-0.00067711i,-0.00036953-0.0001228i,-0.00012576-5.0395e-05i,-0.00030249-0.00071892i,-0.00085908-0.00043938i,-0.0006084-0.00018907i,-0.00014158-0.00060994i,-6.7461e-05-0.0010671i,-0.00039954-0.0009356i,-0.00092955-6.3727e-05i
0.00079859-0.00070568i,6.8514e-05-0.00011278i,4.1007e-05+0.00089136i,-0.00018659+0.00075934i,7.6815e-05+0.0001198i,0.00050479+0.00026288i,0.00064092+0.00067157i,-0.0006545+0.00023995i,-0.0004421-1.4003e-05i,0.00059497+0.00029404i,0.00030015+0.00078311i,-0.00026739+0.00080365i,-0.00061175+0.00074356i,-0.00067062+0.00016118i,-4.4706e-05-0.00053494i,0.00043328-0.00081323i,-0.00034782-0.00048214i,-0.00031552+0.0005126i,0.00016084+0.0015794i,-6.8705e-05+0.00070543i,0.00015633-0.00039699i,0.00067516-0.00070554i,0.00065864-0.00056128i
-0.00017482-0.0002899i,-0.00055271+0.00025941i,-0.00037137+0.0006351i,0.0002202+0.0013087i,0.00094642+0.00060534i,0.0016153-0.00035426i,0.0012058-0.00066878i,0.00017821-3.8805e-05i,-0.00023477+0.00016287i,0.00030506-0.00043867i,0.00059739-0.00051957i,0.00019182-0.00028322i,0.00073025-1.3409e-05i,0.0009+0.00025738i,5.6668e-05-0.00013108i,-6.8913e-05-0.00047337i,-4.4991e-05-0.00015816i,-0.00047311+0.00012733i,-0.00048255+0.00047152i,-0.00040031-6.9797e-06i,-0.00081231-0.00038192i,-0.00054795-8.5988e-05i,-0.00019063-0.00062745i
0.001092+0.00063286i,0.00151-0.00025691i,0.0031859-0.00086903i,0.0033918-0.0017293i,0.0024789-0.0026627i,0.0008984-0.002724i,-8.8047e-05-0.0017719i,-0.00037126-0.00026733i,0.00019775+0.00077397i,0.00062944+0.00036848i,0.00076596-1.5806e-05i,0.00072961+9.4498e-05i,6.6612e-05+0.00042666i,-0.0011485+0.0010771i,-0.0009048+0.0016453i,-0.00042539+0.0013723i,-0.00032406+0.00045451i,0.00027428+7.4927e-05i,0.00053348-0.00014912i,0.00030955-0.00030711i,0.0006068-0.0005519i,0.0009292-0.00028626i,0.0011447-0.00013289i
0.00012062+0.00032528i,0.00031996+0.0008693i,0.00034144+0.00045i,0.00032019+0.00012629i,0.00030987+0.00039379i,0.00042558+0.0002167i,0.00049395+0.00026575i,0.00091275+0.00038491i,0.00090042+0.00035201i,0.00026197+0.00039747i,-1.1884e-05+0.0003153i,0.00059132+0.00047622i,0.00050268+0.0006428i,5.4508e-05+0.00077321i,0.00024723+0.00076784i,5.1655e-05+0.00083104i,-0.00048265+0.00034487i,-0.00014967-0.00011612i,9.8273e-05+4.7882e-05i,-0.00016338-0.00019373i,-0.00036462-0.0003703i,-0.00051049-7.5227e-05i,-0.00031708-0.00020052i
-0.00048057-0.00074394i,-0.00080366-0.00025949i,-0.00018383+0.00097845i,0.00054713+0.0012033i,0.00090682+0.00067009i,0.00067621+0.0004456i,-2.253e-05-3.1951e-05i,-0.0004592-0.00029779i,0.00036645-0.0001408i,0.00068976-0.00025067i,0.00029973-0.00018016i,-0.00014897-4.9681e-06i,-0.00024034-0.00010525i,-1.5171e-05-0.00016305i,0.00026994+2.2938e-05i,0.00057202-9.4575e-05i,0.00035806-0.00011725i,0.00010861+0.00053973i,-0.00012319+0.00090605i,-0.00063958+0.00080527i,-0.00052056+9.672e-05i,1.7951e-05-0.0004312i,0.00026586-0.00013752i
0.0015597+0.00015343i,0.001321-0.00034279i,0.0015845-0.0021141i,0.0019407-0.0032782i,0.0014213-0.0029104i,0.00029535-0.0021216i,-0.00018017-0.0013167i,0.0001569-0.00061938i,-6.1664e-05-0.00071783i,-2.9958e-05+4.98e-05i,5.3587e-05+0.00093426i,0.00060228+0.00059339i,0.00060887+0.00042238i,-6.2604e-06+0.00053964i,0.00042613+4.151e-05i,0.00097617-0.00056i,0.0009102-0.00087038i,0.00089276+5.3858e-07i,0.00050408+0.00033481i,0.00020677+2.9628e-05i,-0.00014324+0.00013999i,-0.00081237-0.00012996i,6.4394e-05-0.00010416i
-0.00068113-0.00025895i,-0.0011464+0.00024548i,-0.00063734+0.00075306i,-1.1767e-05+0.00080105i,0.00027647+0.0009222i,0.00025809+0.0011157i,-0.00055588+0.00053653i,-0.00017614+0.00021722i,0.00050195+0.00064754i,0.00036577+0.00071232i,0.00044182+0.00082146i,0.00030852+0.00076014i,0.00014434+0.00011444i,6.5163e-05-0.00029603i,-0.00025073-0.00016707i,-0.00061904-0.00015437i,-0.0007675-0.0004735i,-6.6187e-05-0.00045326i,0.00076501+0.0002386i,0.00043035+0.00088551i,-7.6693e-05+0.00034615i,0.00010479-0.00020872i,0.00024169-0.00029036i
-6.6761e-05-0.00041458i,-0.00084524-4.7612e-05i,-0.00072422+6.1857e-05i,-0.00024268-0.00029104i,0.00032888-0.00039112i,0.00083166-0.00044967i,0.00022101+0.00072471i,-0.00018208+0.0014241i,-0.00034517+0.00087109i,-0.00010325+0.00013426i,0.0007193-0.00035181i,0.00054122-2.6179e-05i,0.00029528-0.00015457i,0.00060637+0.00017785i,0.00055282+0.00016452i,0.00021741-0.00041562i,-0.00049896+8.3355e-05i,-0.00064503+0.00073084i,-0.00039447+0.001156i,-0.00034633+0.00032699i,-4.488e-05-0.0001857i,0.00011787+0.0003114i,-0.00028345-0.000129i
0.00083707-0.00035303i,0.00014879-0.00017438i,-0.00043115-0.0013031i,4.0725e-05-0.00093746i,2.2136e-05+9.3817e-05i,-0.00032211-0.00026836i,-1.4139e-05+1.0468e-07i,0.00081643+0.0005343i,0.00062864+0.00047515i,-0.0003169+0.00048848i,-0.00021016+0.00093161i,0.00037594+0.0010912i,0.00064231+0.00040751i,0.0012081+7.4972e-05i,0.0013911+0.00034352i,0.0013814-9.284e-06i,0.0011762-0.00031661i,-4.7165e-05-0.00011199i,-0.00097588-0.0001906i,-0.0010353-0.00031649i,-0.00023661+0.00016176i,0.0004542+0.00014464i,-0.00021772-0.00070046i
0.0014802-0.0010633i,-0.00037648-0.0016828i,-0.0001545-0.0033815i,-6.5601e-05-0.0041212i,-0.00033659-0.0039893i,-0.00080173-0.0026741i,-0.00053048-0.0012754i,0.00032268-0.00058908i,0.00041246-0.00054595i,0.00023465-0.00047346i,-7.9523e-05+0.00013266i,-0.00082601+0.00099998i,-0.00058605+0.0014028i,0.00058129+0.00073783i,0.0010715-0.00018504i,0.0010346-0.00027325i,0.00057967-0.00058807i,0.00010284-0.00024022i,-0.00015114+0.00012078i,-0.00076183+0.00022956i,-0.0010205+0.00038114i,-0.00058601+0.00060423i,-5.1728e-05+0.0008693i
-0.00057266+0.000434i,-0.00066574+0.00023244i,-2.4957e-05-5.8025e-05i,0.0006125-0.00067534i,0.00064135-0.0017302i,0.00031271-0.0020144i,-0.00022603-0.0011113i,-0.00093032-0.00010748i,-0.00079474-0.00028966i,-0.00034881-0.00042706i,-0.00026634-0.00021416i,-0.00059843-0.00048208i,-0.0013963-8.7933e-05i,-0.001527+3.7853e-05i,-0.00032364-0.00026989i,-7.5336e-05-0.00014289i,-0.00019047+0.00013784i,7.3316e-05-0.00031389i,-9.6258e-05-0.00057069i,-5.9088e-06-0.00077713i,0.00082512-0.0006712i,0.00088313+1.2048e-05i,-0.00026469-0.00028855i
-0.00043447+0.00034427i,0.00041231+0.00055431i,0.00078185+0.00030443i,0.0014581-0.00047269i,0.0015553-0.00091196i,0.00088195-0.0013645i,-4.2542e-05-0.0012421i,-0.00077564-3.6339e-05i,-0.00082107+0.00033244i,-0.00045947+0.00068628i,0.00032537+0.00056366i,0.0012334-0.00014978i,0.00045871-0.00028464i,-0.00041327-0.00011495i,-0.00086766+0.00017628i,-0.00075627+0.00031692i,-0.0003292-0.00018973i,-3.0415e-05-0.00035218i,0.0004193+0.0002005i,0.00072949+9.7547e-06i,0.00015413-0.00031482i,-0.00038797+2.4808e-06i,-0.00023903+4.4439e-05i
-0.00028584-0.00013132i,-0.00093-7.6745e-05i,-0.00092259+0.00062454i,-0.00075999+0.00011875i,-0.00063741-0.00099783i,-0.00019273-0.001272i,0.00028868-0.00056713i,0.00091941+0.00042817i,0.00044706+0.00030207i,-0.00053334-0.00033099i,-0.00021366-0.00015957i,0.00050165-0.00072639i,0.00060795-0.00077382i,1.3853e-05+0.0002892i,-0.00036188+0.00014394i,6.7424e-05-0.00063866i,0.00048456-0.00074673i,0.00065803-0.00036482i,0.00058495-0.00033196i,0.00012686+4.3978e-05i,0.0002438+0.00036469i,0.00075768-5.1261e-05i,0.00065166-0.00056465i
7.4796e-05-0.0016887i,-0.00059648-0.0012393i,-0.00051991-0.000504i,0.00034248+0.00065529i,0.0005819+0.0016147i,0.00078877+0.0014084i,0.00056828+0.0007406i,0.00046231+0.00074896i,0.00053084+0.001151i,-1.3175e-05+0.001346i,-0.0004038+0.00068004i,0.00010261+0.00024687i,0.00023577-0.00035892i,-0.00015615-0.00092937i,-0.00030271-0.0011653i,6.5797e-05-0.00093068i,0.00019501-0.00064116i,-0.00025664-0.00064481i,0.00026231-0.0001248i,0.00076112-0.00042949i,0.00046772-0.00057828i,0.0008538+0.00098623i,0.00070364+0.0011465i
-0.00044603-0.00052492i,-0.00085993+1.1895e-05i,-0.00062087+0.00064508i,-4.1325e-05+0.00082291i,0.001042+0.00038823i,0.00088554-0.00031437i,0.00025064-0.0012845i,0.00047822-0.00065641i,0.00072962+6.2846e-05i,0.0012168-0.00031772i,0.0016823+8.7661e-05i,0.0012308-0.00040609i,0.00094105-0.00045415i,0.00023732+0.00027904i,2.2074e-05+3.9013e-05i,0.00045517+0.00022566i,9.2857e-05+0.00026841i,1.5788e-05+3.0571e-07i,0.0006448-0.00040358i,0.00069962-4.7761e-05i,0.00029547+0.00033078i,0.00049865+0.00039148i,0.0001162-4.3565e-06i
-0.0030083-0.0015829i,-0.0014471-0.00035209i,-0.0014972+0.0010659i,-0.00089258+0.00052201i,0.00098882-6.136e-05i,0.00178-5.6928e-05i,0.0018157-0.000185i,0.0010543-0.00055173i,-0.00069893-5.5307e-06i,-0.00060524+0.0012392i,9.6036e-05+0.0015173i,-5.5163e-05+0.00067121i,-5.0856e-05-0.00050908i,2.0705e-05-0.00126i,0.00057042-0.00099257i,0.00091148-0.00048239i,5.3238e-05+0.00013626i,-0.00034731+0.00081688i,9.9604e-05+0.0011431i,0.00021004+0.00068376i,-0.00029165+0.00030838i,-0.00051244+0.00021856i,-0.00030499+0.00025321i
0.0009959-0.00020859i,0.0018779-0.00032714i,0.0024611-0.00037408i,0.0025368-0.00014418i,0.0016806+0.00010509i,0.00049741-0.0006749i,-0.00026232-0.001266i,-0.00035873-0.00094177i,-0.00011303-0.00049934i,-0.0002906+0.00021866i,-0.00091386+0.0006434i,-0.00079835-0.00011587i,9.2014e-05-0.00062845i,-8.7643e-06-0.00023301i,-0.00011949+0.00018804i,0.00082882-8.8559e-05i,0.0011048-0.0003536i,0.00037677-0.00043106i,0.00033282-0.00095207i,0.00075003-0.00040481i,0.00063475+0.000602i,0.00034591+0.0012297i,0.00012217+0.00083315i
-0.0004024+0.00093187i,-0.0007744+0.00047727i,-0.00040095+0.00039532i,0.00046102+0.00059065i,0.0013789+0.00064224i,0.001127+0.00028014i,-0.000224+5.5118e-05i,-0.00080715-0.00044428i,-0.00056414-0.0011339i,0.00015534-0.00037104i,0.00066976+0.00042143i,0.00040991+0.00062836i,0.00025288+0.0010371i,3.1984e-05+0.0011677i,-0.00043649+0.00056998i,-0.00025645-8.2183e-05i,0.00019021-5.6248e-05i,0.00031551-0.00017882i,-7.706e-05-0.00070212i,0.00015691-0.0010735i,0.00023526-1.7435e-05i,-5.5543e-05+0.00051346i,-0.00020231-0.00037864i
-0.0012183-0.0023237i,-0.00068021-0.0015913i,0.00055451-0.0012883i,0.0010111-0.0011355i,0.00086778-0.00083666i,0.00045069-0.00020789i,0.00018865-9.7086e-05i,0.00024461-0.00094846i,-0.00010079-0.00057393i,-0.00029194+9.8197e-05i,3.0623e-05+0.00046135i,0.00021029+0.0010355i,0.00020895+0.001205i,-8.6909e-05+0.00092536i,-0.00045024+0.00034751i,4.6992e-05-0.00045895i,-0.00043575-0.00032799i,-0.0012993-3.4854e-05i,-0.00092126-0.00048451i,-4.9943e-05-0.00019449i,-0.00056486+0.00047632i,-0.00051254+0.00072505i,0.00071766+0.00030759i
-0.00059523-0.0008611i,-0.00093611-0.00083506i,-0.00059974-0.00065203i,0.0011962+0.00023055i,0.0019463+0.0012059i,0.0012981+0.00071544i,0.00058743+0.00035678i,0.00042989+0.00081573i,0.00068527+0.00094296i,0.00061953+0.0011854i,0.00095377+0.0010118i,0.00087379+0.00038515i,0.00041318+0.00033568i,8.3262e-05+0.00064283i,0.00059373+0.0002572i,0.0012284-0.00055225i,0.00049325-0.00057452i,0.0001332-0.00023997i,-2.9801e-05+0.00038263i,-0.00053554+0.00017268i,-0.0007329-0.00047954i,-0.00083787-0.00068235i,-0.00064158-0.00059192i
-0.0010224+0.0003086i,-0.00048832+0.00060318i,0.0014801+0.0012237i,0.0024477+0.0002612i,0.0023294-0.00085589i,0.0013973-0.0013245i,0.0002444-0.0010178i,0.00014906-0.00063741i,0.00037974-0.00022578i,0.00054901+0.00017325i,0.00068523+0.00059815i,0.00043084+0.00048456i,7.3657e-07-4.5017e-05i,0.00072377-7.5886e-05i,0.00093875+0.00022927i,0.0003496+0.0005265i,-0.00024121-2.3603e-05i,-0.00024164-0.00037472i,0.00023705-0.00012761i,0.00063413-0.00013606i,-0.0002947-0.00056955i,-0.00054857-0.00055832i,-0.00056497+0.0001134i
0.0015514-0.00073088i,0.0018111-0.00097116i,0.0027089-0.0019496i,0.0036336-0.0014532i,0.0028013-0.00079757i,0.001603-0.0017862i,0.0010661-0.0012926i,0.00094999-0.00046523i,0.00046399+2.5512e-05i,0.00039614+4.3383e-05i,0.00097932-0.00069319i,0.00064734-0.00032007i,9.266e-06-0.00021583i,-0.00017114+0.00012923i,-0.00050294+0.00047606i,-0.00064556+0.00013686i,-0.00073248-0.00043756i,-0.00093167-0.00018449i,-0.0010071+5.3153e-05i,-0.00070519-0.00033515i,-0.00010196-0.00038529i,-0.00017057-0.00016617i,-0.00028233+0.00025899i
0.00066003-0.00047241i,-0.00020681-0.00083227i,-0.00081041-0.0015132i,-0.0004157-0.0013848i,0.00068864-0.00064642i,0.00063856-0.00032182i,-0.00019741-0.00051291i,-0.00041014-0.00088857i,-0.00031732-0.00097496i,-0.00031545-3.168e-05i,-0.00075509+0.0011171i,-0.00055701+0.00074169i,-3.9669e-05+0.00014336i,0.00021766+0.0006285i,0.00044036+0.00041109i,0.00011679-0.00052664i,-0.00012344-0.00019493i,0.00090425+0.00059435i,0.0011796+0.00035813i,-0.00052121+0.00015405i,-0.00070516+0.00033655i,0.00071146-4.4711e-05i,0.00073363+5.9305e-05i
-0.00020922-0.0010476i,-0.00042692-0.00079018i,-0.00016943-0.00084i,0.00071328-0.0012909i,0.0017862-0.00069274i,0.0015577-0.00087564i,6.5979e-05-0.00044619i,-0.00040814+0.00025394i,0.00029204-6.7522e-05i,0.00066791+2.2819e-05i,-0.0002644+3.6541e-06i,-0.00017149-0.00066638i,0.00049348-0.00053502i,0.00043296+3.9461e-05i,0.00021425+0.00049771i,-8.3437e-05+0.00033277i,-0.00024569-0.00035041i,-0.00027826-0.00050433i,-0.00038572-0.00086556i,-9.1441e-05-0.00046288i,0.00024825-0.0002955i,0.00037648-0.00026371i,0.00032231-0.00015234i
0.0014154-0.00027733i,0.0012622-0.00055981i,0.0021183-0.0024944i,0.0033788-0.00245i,0.0028479-0.0012448i,0.0013208-0.0011707i,0.00083023-0.00030913i,0.00056931+0.00018228i,0.00037297-0.0003858i,0.00044451+3.188e-06i,0.00029439+0.00018434i,0.00034953-0.00013504i,0.00028227+0.00032317i,-0.00041916+0.00091798i,-0.00014522+0.0018043i,0.00030937+0.0013743i,-0.00024836+0.0003072i,-0.00074355+0.00033852i,-0.00078563+0.00022903i,-0.0012541-0.00016131i,-0.0011621+2.8403e-05i,-0.00012095+0.00056393i,0.00027216+0.00064811i
-0.002584+0.0004025i,-0.0022806+0.0011698i,-0.0019566+0.0022614i,-0.00015501+0.0029298i,0.00215+0.0022005i,0.0024579+0.00092966i,0.0014191-0.00029854i,0.0010824-0.0010202i,0.00088836+2.5906e-05i,0.00047981+0.00074269i,0.00047266+0.00056871i,0.00071015+0.00080349i,0.00021499+0.00051047i,-0.0010656+0.00031212i,-0.0013835+0.00031234i,-0.00051479+0.00018216i,-0.00060317+0.00068319i,-0.00079783+0.0011742i,0.00030661+0.0011393i,0.0012866+0.00059647i,0.00099888+0.0006408i,0.00074658+0.00032914i,0.00065819-0.00048882i
-0.0013591+0.00069623i,9.7813e-05-0.00030073i,0.0016864+0.00023295i,0.002366+0.00011789i,0.0026132-0.00011553i,0.0017617-6.7548e-05i,0.0007614-0.00073624i,0.00070612-0.00096894i,0.00031566-0.00039766i,0.00020821+0.00019502i,0.00061122+0.00035176i,0.00063754+0.00018817i,-0.00022346-0.00042769i,-0.001188+0.00014681i,-0.00085525+0.0010019i,-0.00040314+0.00081095i,-0.0005998+0.0005467i,-0.00038573+0.00070049i,-9.2068e-05+0.00071951i,-0.000104+0.00050681i,0.00078504+0.00074836i,0.00094395+0.0011126i,0.00034858+0.00092242i
-0.00080394+0.00039754i,0.00047372+0.0016189i,0.0018954+0.0018822i,0.0021246+0.00034318i,0.0026495-0.00081776i,0.001724-0.0013469i,7.0011e-06-0.0017218i,-0.00052063-0.0015305i,-0.00014654-0.0011411i,0.00027976-0.0009491i,0.00078174-0.00022565i,0.00037499+0.00039884i,7.0932e-05-3.6074e-05i,0.00016547+0.00042989i,3.2111e-05+0.00073582i,-0.00049429+8.7084e-05i,-0.00048496-0.00051698i,-0.00020293-0.00019927i,-0.00036627+0.00059884i,-0.00030017+0.00031141i,0.00015712+0.0003231i,0.00040175-0.00011479i,0.00095958-0.00011629i
