0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
-0.0030047-0.0016168i,-0.0025782-0.00083995i,-0.0023871+0.00041298i,-0.00090194+0.0019738i,0.00055151+0.0028548i,0.0013388+0.0020157i,0.0022481+0.00081369i,0.001873+0.00018474i,0.00039776-4.8208e-05i,-3.7641e-05-0.00020773i,-8.1995e-05-0.0012238i,-0.00013275-0.0016958i,-0.00023255-0.00087969i,-0.0011154-0.00065829i,-0.0006551-0.00026047i,-0.00050721-7.7028e-05i,-0.0012542-0.00034002i,-0.0013438+0.00065058i,-0.0012176+0.00093437i,-0.00042418-0.00018175i,0.00037133-0.00056602i,0.00097871+1.2811e-05i,0.001061+0.00046514i
0.0023183-0.0015373i,0.0027231-0.0013878i,0.0029265-0.0023863i,0.00087438-0.0019284i,-0.00076281+0.00038309i,-2.8976e-05+0.0021847i,0.001591+0.0017041i,0.0024916+0.00070187i,0.0018324+6.933e-05i,0.00074249+3.2217e-05i,0.00034394-3.1646e-05i,0.00022889-0.00059823i,-0.00057277-0.0002232i,-0.00094082+0.00011303i,-0.00040546+0.00051308i,-0.00026055+0.00046658i,-0.00055684-0.00014315i,-0.00069852-0.00032146i,5.6888e-05-0.0002983i,0.00035102+6.2366e-06i,8.7512e-06+0.00035928i,2.4104e-05+0.00054029i,0.00019292+0.00061363i
0.00018063+0.00037517i,0.00021013+0.0003589i,-0.00028117-0.00037972i,-0.00029732-0.00067362i,-2.6066e-05+0.00099505i,0.00092478+0.0022784i,0.0016815+0.0019174i,0.001085+0.0013835i,0.0002293+0.0011762i,-0.00037297+0.00066343i,0.00025245+0.00016091i,0.00064849+1.1527e-05i,0.00022678+0.00033033i,-0.0002843+0.00073614i,-0.00044533+9.0285e-05i,-7.2447e-05+0.00013097i,-0.0005897+0.0010263i,-0.00075625+0.00066815i,-0.00063137+0.00025095i,-8.0633e-05+0.0010739i,0.00051838+0.0012851i,0.00059356+8.4394e-05i,0.00033427-0.00046642i
-0.00096887-0.001782i,-0.00044688-0.0014128i,0.00055411-0.00095832i,0.00069934+0.00032258i,0.00066615+0.0014315i,0.001425+0.0019356i,0.0021097+0.0016966i,0.0019793+0.00072354i,0.00082222+0.00019859i,-0.00067756+0.00036383i,-0.00093356-0.00022908i,-0.00045517-0.00072878i,-0.00018643-0.0002238i,-0.00059221+0.00023835i,-0.0010301+0.00035438i,-0.00070836+0.00072665i,-0.00015834+0.00016816i,0.00013147+0.00030288i,-2.7369e-05+0.00069279i,-0.00038056+0.00037414i,-0.00021525-0.00042242i,0.00011241-0.00092272i,-4.5042e-05-0.00039831i
0.0014097+0.00041881i,0.0012867+0.00054603i,0.00068618+0.00045639i,0.00023435+0.00028985i,0.00067469+0.00051685i,0.0015874+0.00090275i,0.0014037+0.0012468i,0.0012951+0.00085513i,0.0011379-3.0847e-05i,0.00030557-0.001416i,0.00037149-0.0020216i,8.9388e-05-0.001423i,-0.0006973-0.00058073i,-0.0013115-0.00050382i,-0.00081927-0.00024185i,-0.00015298+0.00044708i,0.0006319+0.0010737i,0.0008537+0.0013055i,0.00027583+0.00033041i,0.00043734-3.3741e-05i,0.00076841+0.00081128i,0.00041566+0.00048829i,-0.00024692+0.00039098i
-0.00035369-6.0774e-06i,0.00041499+0.00045508i,0.00072116+0.0013139i,0.00057911+0.0017129i,0.00053748+0.0015856i,0.00092745+0.0014493i,0.0011932+0.0016215i,0.0013775+0.0009458i,0.001395-0.00019849i,0.0010429-0.00089758i,-0.00015194-0.001163i,-2.2195e-05-0.00076438i,0.00039236-0.0004552i,2.8428e-05-0.00091658i,-0.00034802-0.00073847i,-0.00057822-0.00028752i,-0.00036969-0.00011257i,0.00013415+0.00044362i,-0.00014933-8.5118e-06i,-0.00059477-8.3059e-05i,-0.0005206+0.00020854i,0.00016487+0.00023205i,0.00066408+0.00042153i
-0.00011109+3.1835e-05i,-2.2281e-05+0.00075641i,-0.00020628+0.00066453i,-0.00029034+0.0008885i,5.3232e-05+0.0010333i,0.00068848+0.0018571i,0.0013286+0.0016867i,0.0018517+0.00073205i,0.0013883+0.00024428i,0.0005146-0.0005756i,-0.00025682-0.0008903i,-0.00062495-0.00084237i,3.0148e-05-0.00076353i,-0.00017622-1.1635e-05i,-0.00096104+0.00093842i,-0.0009471+0.0016108i,-3.5331e-05+0.0012863i,0.00027409+0.00014034i,0.00023881-0.00024785i,0.00057383-0.00022813i,0.00028492-0.00015571i,-0.00075687-0.00037197i,-0.00099171-0.00036768i
0.00066165-0.0012586i,0.00092375-0.0011344i,0.00071653-0.0010224i,8.3957e-05-0.00089999i,0.00035431-0.00018342i,0.0014646+0.00067848i,0.0026656+0.0011336i,0.0019706+1.9958e-05i,0.0003964-0.0010721i,-0.00010119-0.00078093i,-3.4284e-05-0.00064792i,-0.00055372-0.00030803i,-0.0012096+0.00057678i,-0.00095633+0.00076824i,1.6259e-05-0.00018373i,0.00012984-0.00034066i,-0.00042905+7.2086e-05i,-0.00051045-0.00018916i,-0.00017337-0.00095085i,2.8232e-05-0.0013527i,-0.00014453-0.0014404i,-0.00041501-0.0011192i,-0.00035235-0.00066739i
2.836e-05+0.00020713i,0.00072944+0.00075582i,0.0014269+0.0012268i,0.0020432+0.0017223i,0.0016607+0.0020288i,0.00088554+0.0012676i,0.00037643+0.0010088i,0.00042828+0.0010405i,0.00033889+0.00039602i,5.8069e-05+8.8682e-06i,-4.224e-05-0.00027414i,-0.00012413+0.00033891i,-0.0003071+0.0011977i,-0.00031227+0.00049982i,-0.00085214-0.00046519i,-0.0012343-6.4753e-05i,-0.0002627+0.00099928i,0.00058853+0.00069329i,0.0011391-0.00029623i,0.00060328-0.00051449i,0.00050049-0.00029569i,0.00076507-0.00038505i,0.00022281-9.1387e-05i
-0.0027605-0.0010107i,-0.001552+0.00019382i,-0.00084272+0.00043881i,-0.00049041+0.00054409i,0.00043883+0.0013974i,0.0021715+0.0017306i,0.0023731+0.001023i,0.0018762+0.00020244i,0.0010318+0.00042955i,2.1799e-05+0.00085055i,0.00038939+0.00073033i,0.00078112+0.00023542i,1.1797e-05-0.00028416i,-0.00028641-0.0010433i,0.00060551-0.00035418i,0.00084086+0.00019928i,0.00016891+2.5503e-05i,-0.00022324+0.00030228i,-0.00022428-0.00029522i,-0.00021076-0.00046832i,-0.00046473+0.00018776i,-8.2852e-05+0.00030243i,0.00013896+0.00013903i
-0.0019433-0.00080791i,-0.0025695+0.00032589i,-0.0029704+0.0026914i,-0.0020289+0.0044275i,-0.00030605+0.0043136i,0.0023114+0.0024849i,0.0029062+0.0011468i,0.0014305+0.00025148i,6.6111e-05-0.00050924i,-0.00047055-0.00048923i,-0.00010851-0.0002334i,0.00059448-0.00016926i,0.000471-0.00065973i,0.00032933-0.00056082i,0.00053532+0.00027319i,0.00062687+0.00066552i,-9.8153e-05+0.0008677i,-0.00046603+0.00079617i,9.5113e-05+0.00052926i,2.79e-05+4.0028e-05i,-0.00038191-0.00037899i,-0.00045881+8.1535e-05i,-0.00067765+0.00067336i
0.0014834+0.001025i,0.0020748+0.0017309i,0.001149+0.0013128i,0.00077747+0.00078791i,0.00096059+0.001121i,0.0011675+0.0014692i,0.0023338+0.0017787i,0.0025473+0.001459i,0.0011415+0.0010582i,0.00053512+0.000821i,0.00038319+6.8725e-05i,3.1794e-05-0.00019827i,-0.00039209-1.8144e-05i,-0.00029371-0.00033473i,-0.00015425-0.00036895i,-0.00058365-0.0010258i,-0.00068042-0.0016037i,-0.00067615-0.00059257i,-0.00047825+0.0007547i,-0.00023898+0.00092384i,-0.00087724+0.0006818i,-0.00063635+5.9833e-05i,-0.00037342-0.00074473i
-0.00022818+0.00066735i,-0.00044883+0.00084515i,-0.00033122+0.00039304i,0.00011102+0.00011236i,0.00089143+0.00037183i,0.0014889+0.00087561i,0.0018791+0.00078436i,0.0016675+0.00042845i,5.8465e-05+0.00011876i,-0.00064507-0.00054794i,0.00080527-0.00056845i,0.0017386-0.00050757i,0.0003964-0.00014958i,-0.00078328-0.00043787i,-0.00021029-0.0015165i,0.00057453-0.0016631i,0.00039002-0.001469i,-0.00041336-0.00060662i,-0.00040316-0.00012355i,-6.4633e-05+3.3453e-05i,3.0638e-05+0.00031856i,-2.1061e-06+0.00058456i,-4.2062e-05+0.00065791i
0.00061766-0.00032088i,0.00095906-0.00094003i,0.00076561-0.0011654i,8.7762e-05-0.00090052i,0.00030104-0.00023638i,0.00047863+0.0010435i,0.0011177+0.00067725i,0.0010694-0.00042552i,0.0003419-0.00025976i,0.0010098+8.8609e-05i,0.00090188-0.00087248i,0.00025412-0.0018789i,0.00075733-0.0008237i,0.00084794+0.0003927i,-8.1565e-05-8.492e-05i,-0.0005611-0.00078914i,-1.0816e-05-4.9918e-05i,-7.9182e-05+0.00077555i,-0.00035472+2.4797e-05i,-0.0004606-0.00080792i,8.8772e-05-0.00042215i,0.00040913-7.554e-05i,-0.00029417-0.00050777i
-0.00010948+0.00088395i,-0.0015801+0.0015216i,-0.0013661+0.0017409i,-9.3951e-05+0.0016i,-2.6567e-05+0.001034i,0.00045296+0.00082054i,0.0014682+0.00084243i,0.0014272+0.00050934i,0.0010475+0.00021857i,0.00081001-0.00010753i,0.00033373-0.00051265i,-0.00020479-0.00032236i,-0.0004068-0.00012006i,-0.0011035-0.00014098i,-0.0014427-0.00052189i,-0.00059344-0.00074105i,-0.00023811-0.00030021i,-0.00015178-0.00068894i,-0.00017211-0.00079715i,-0.00021599-0.00011481i,-0.00031431-0.00026808i,-0.00049628-0.00031263i,-7.9995e-05-8.6988e-05i
-0.0014039+0.0015198i,0.00037908+7.8924e-05i,0.002287-0.00027206i,0.0025597+0.00066274i,0.0023912+0.0018939i,0.0023445+0.0021726i,0.0018887+0.00061754i,0.0010527-0.00032245i,0.00062603-1.1618e-05i,0.00081748+0.00024722i,0.00040063-0.00020193i,4.5374e-05-0.00078718i,-0.00016961-0.0010588i,-0.00026179-0.0016547i,0.00015287-0.001997i,0.00063466-0.0010493i,0.00047385+5.7238e-05i,0.00026729+0.00046852i,-4.0723e-05+8.8001e-05i,-0.00099489-0.0010534i,-0.00068848-0.001639i,0.00042538-0.00090298i,0.00052474-2.4886e-05i
0.0016324-0.00029563i,0.0007715+0.00024055i,-0.00044252+0.00017896i,-0.00025872+0.0003294i,0.0002076+0.0010158i,0.00089263+0.0011695i,0.0016452+0.001024i,0.0011866+0.0010869i,0.00046238+0.00058674i,0.00031699-0.00029408i,0.0006765-0.0011272i,0.00079669-0.00067645i,0.00038741-0.00026329i,-0.00016551-0.00056689i,-0.00037659-0.00012263i,-0.00067802+0.00071258i,-0.00068703+0.00093789i,-8.2375e-05+0.00041052i,0.0002946+0.000299i,0.00011994-0.00012074i,-0.00037433-0.00060696i,-0.00052404-0.0003011i,-0.00043661-9.6587e-05i
-0.0018833+0.0008941i,-0.00064023+0.0020744i,-0.00035793+0.0024369i,7.7364e-05+0.0017459i,0.000938+0.00076398i,0.0025787+0.0003594i,0.0024492+0.00021193i,0.0010624-0.00021336i,0.00058676-0.00058797i,0.00059023-0.00045714i,0.00037097-0.00057i,3.9937e-05-0.0006539i,0.00029043-0.00078156i,0.0002343-0.00092189i,0.00044707-0.00034833i,0.0002192+0.00038647i,-2.1232e-05+0.0004661i,0.0003914-0.00027953i,4.4316e-05-0.00070011i,-0.00052599-0.00024337i,-1.2703e-05+0.00075356i,0.00028725+0.00068252i,4.0591e-06-9.8469e-05i
-0.00023555-0.000522i,-0.0012745+0.00028361i,-0.0016476+0.00036988i,-0.0004472-8.3761e-05i,0.0011185+0.00097195i,0.0017608+0.0018272i,0.0015695+0.001292i,0.00082212+0.00063241i,0.00056662+0.00063506i,0.00068512+0.00060326i,0.00034293+0.00043187i,-0.00051298+0.00067979i,-0.00054881+0.000729i,0.0002195+0.0005953i,-7.2362e-05+9.93e-05i,5.6241e-05+0.00049558i,-0.00057663+0.00099983i,-0.00099271+0.00026138i,3.3181e-06-0.00036i,0.00066509-0.00013367i,0.00063941-0.00026012i,0.00052848-0.00045093i,0.00058097-0.000178i
-8.4387e-06-0.0027594i,2.5408e-05-0.0022803i,-0.00061822-0.0012711i,-0.0011619+0.00017728i,-0.00069926+0.0011341i,0.001181+0.0026i,0.0027155+0.0026237i,0.0022562+0.00082687i,0.00062634-0.00022385i,-0.00021519-0.00044106i,-5.6778e-05-3.1872e-05i,0.00045116+0.00058962i,0.00053183+0.00091335i,-4.8406e-06+0.0006751i,-0.00022122+0.00019607i,-4.7671e-05+8.405e-05i,4.0124e-05-3.1962e-06i,-0.00027287-0.00042842i,-0.00053352-0.00074277i,-0.00031993-0.0006544i,-0.00058319-0.00055504i,-0.00043627-0.00021854i,0.00012734-0.00035459i
0.00016798-0.00094385i,-0.00022946-0.00033173i,-0.00059117+0.00017938i,-0.00082873+0.00022455i,3.6323e-05+0.0012385i,0.0014393+0.0029667i,0.0017572+0.0025176i,0.0014367+0.00091387i,0.0005246+0.00034649i,-0.00067601+0.00068188i,-0.00047003+2.9492e-05i,-0.00016587-0.00058123i,-0.0002514-0.00077323i,-0.0002539-0.00073564i,-0.00031054-9.5088e-05i,-7.2042e-05-9.4995e-05i,0.00060461-0.00058571i,0.0010045-0.00055519i,0.00076724+0.00013493i,0.00037693+0.00015718i,0.00027459+4.2537e-05i,-0.00016193+5.3654e-06i,-0.00053298+0.00044116i
0.0010151+0.00026065i,0.002068-0.00080075i,0.0020945-0.0015872i,0.00048179-0.00090986i,-0.0005833+0.00023414i,0.00059042+0.0012283i,0.0020887+0.0011722i,0.002266+0.0011457i,0.0013617+0.00048184i,0.00028611-0.00011291i,-0.00061548-0.00060804i,-0.0011205-0.0010979i,-0.0016671-0.00074052i,-0.00073905-0.00021089i,0.00020974+0.00046366i,0.00010871+0.00040073i,-1.8445e-05-0.00033843i,-0.00056151-0.00072259i,-0.00061857-0.0010313i,0.00031952-0.00057373i,0.00054523+0.00060664i,0.00047415+0.00051346i,0.00052538-0.0007627i
0.0013892-0.0015123i,-6.5914e-05-0.0018526i,-0.00052934-0.0014295i,-0.00041417-0.00088053i,-0.00030783+0.00028165i,-0.00029295+0.0017593i,-4.7409e-05+0.0020188i,-4.1874e-05+0.0017552i,-0.00048339+0.00087003i,-0.00082832+9.2671e-05i,-0.00087548-0.00012157i,-0.00078999-0.0002964i,-0.00078221+2.7106e-05i,-0.00027593+0.00038746i,-0.0008864-0.0007957i,-0.0012959-0.00033122i,-0.00059517+0.00054716i,-0.00010948+0.00041938i,0.00026302+4.8851e-05i,6.6925e-05+9.7725e-05i,-0.00031802+0.00053017i,-5.7096e-05+0.00011026i,0.00053996-0.00027105i
-0.0012169-0.00077371i,-0.00098268-0.00029563i,0.00039946+0.00058505i,0.00065273+0.00077592i,0.00049755+0.0010859i,0.0011684+0.0015444i,0.0025355+0.0018942i,0.0025179+0.0019402i,0.00096554+0.0013625i,-0.00024839+0.00062787i,-0.00017312-0.00059605i,0.00028713-0.0016965i,0.00055855-0.0014301i,0.00022128-0.0007084i,-0.0011956-0.00076633i,-0.0014018-0.00019591i,-0.0008477+3.7459e-05i,-0.00077954-0.00027101i,-0.00049727-0.00016393i,-2.9109e-05+0.00022135i,0.00025111+0.00020805i,-5.1234e-05-0.00059646i,0.00026588-0.0012686i
-0.00091167+0.0013487i,-0.00031651+0.002623i,0.00089457+0.0030638i,0.0022835+0.0011414i,0.0021894+0.00065077i,0.0013116+0.0010684i,0.0013472+0.0011543i,0.0007249+0.0015117i,0.00013615+0.00082869i,-6.8769e-05-0.00076379i,-0.00017661-0.0014168i,-0.00028436-0.0010073i,-0.00050932-0.00028345i,-0.00053322-0.00030904i,-0.00051467-0.00086463i,-0.00042011-0.00099284i,0.00028088-0.00021028i,0.00043722+0.00023004i,0.00037346+0.00033235i,0.0001702+0.00095821i,-0.00057374+0.00088613i,-0.00049806+0.00014487i,0.0002816-0.00020391i
0.0011118-0.0001929i,0.0017533+0.00035153i,0.0015764-0.0002041i,0.00057065-1.4208e-05i,0.00069046+0.00063227i,0.0011988+0.001246i,0.0017638+0.0020561i,0.0023558+0.0017323i,0.0017711+0.0012058i,0.00054431+0.00041729i,0.00026657-0.00064652i,0.00047738-0.00067856i,0.00072339-0.00020608i,0.0005935+0.000389i,0.00036397+0.00019851i,-1.3988e-05-0.00022306i,-0.000313+5.7613e-05i,-0.00048037+8.9327e-05i,-0.00081974-0.00010665i,-0.00047799+0.00019614i,0.00016884-0.00036799i,0.00054956-0.00049195i,1.1542e-05+0.00020491i
-0.00083838+0.00089209i,-0.00074046+0.00028687i,0.00042203-3.4707e-05i,0.00060203+0.00062607i,0.00018593+0.00068817i,-0.00032535+0.00070577i,-0.00035531+0.0011375i,-7.7799e-05+0.00081974i,0.00040546+0.00020577i,0.00081997-3.2447e-06i,5.3973e-05-0.00032928i,-0.0012793-0.00079735i,-0.0010586-0.0004685i,-0.00040613-0.00070019i,-0.00063078-0.0012527i,-0.00070675-0.00063553i,-0.00081209-0.000471i,-0.0012177-0.0005413i,-0.00096629-7.6929e-05i,-0.00049821-0.00024351i,-0.00038301-0.00028788i,4.5994e-05-6.8786e-05i,0.00038431-0.00033535i
0.00048371-0.0010134i,-0.0001553-0.0014346i,-0.00053614-0.0014685i,-0.00014088-0.0011476i,0.0011866+0.00068393i,0.0022984+0.0019199i,0.0027479+0.0016453i,0.0031898+0.00021165i,0.0022033-0.00028513i,0.00081395+0.00038047i,0.00027403+0.00021345i,-0.00036216+0.00021863i,-0.00016294+0.00084863i,0.00021486+0.00071212i,0.00070414-0.00010334i,0.00037257-0.00067828i,-0.00053146-0.0011525i,-0.00031415-0.00084875i,0.0001386-0.00025514i,0.00019114+0.00011456i,-0.00037074+0.00023228i,-0.00019592+0.00045716i,0.0003551+0.00036447i
-0.0007444-0.00073083i,-0.0012815-0.00027158i,-0.001125+0.00051053i,-0.00090756+0.0014207i,-9.4701e-05+0.0013077i,0.0013657+0.0016264i,0.0016962+0.0016896i,0.0013394+0.00081335i,0.00053769-0.00040007i,-0.00028006-0.00023845i,-0.00031938-0.0001427i,-0.00027242-0.00077313i,-5.2645e-05-4.6991e-05i,0.00041673+0.00049837i,-0.00026396+0.00030162i,-0.00070483+0.00038184i,-0.0001439+0.00027367i,0.00034754+1.7792e-05i,0.00077702-0.00025414i,-4.9941e-05-0.000229i,-6.9524e-05-0.0007992i,0.00084174-0.0017016i,7.2983e-05-0.00083191i
0.0015821-0.002357i,0.0015195-0.0018512i,0.0010225-0.0011486i,0.00038309-0.00023811i,0.00049544+0.00019441i,0.0012113+0.0012034i,0.0015131+0.0011358i,0.0010123+0.00023794i,0.00015373+0.00048207i,0.00028636+0.00014707i,-0.00013342-0.00061947i,-0.00096479-0.00069321i,-0.0005513-0.00010472i,-0.00021083+0.00088876i,-0.00063224+0.0016594i,-0.00091156+0.0012478i,-4.0028e-05+0.00047109i,0.00011396+0.00053086i,0.00038824+0.00067209i,0.00052674+0.00032184i,-0.00013367-0.00021088i,-0.00029312-0.00053864i,-0.00022711-0.0006551i
0.00051136-0.00095425i,0.00043822-0.00058705i,-0.00016759-0.00034863i,-0.00032513+0.00041217i,0.00048879+0.0011639i,0.001428+0.0020391i,0.0024543+0.001954i,0.0024004+0.00092986i,0.00068288-0.00079953i,-0.00015077-0.0017181i,-0.0004606-0.001188i,-0.00027339-0.00085317i,-0.00026589-0.00034319i,-0.0005439-2.7142e-05i,0.00026439-0.00041249i,0.00019837-0.0002549i,0.00041232+0.00029107i,0.00082331+0.00021183i,-0.00032922-0.0002517i,-0.0008151+0.00013863i,-0.00044447+0.00045736i,-2.9286e-05-0.00024126i,0.00034678-0.0011385i
-0.00066321+0.00055326i,-0.00046808+0.00026179i,0.0004798+0.00032187i,0.00087817+0.00036179i,0.0010772+0.00057319i,0.0012634+0.0009309i,0.00096088+0.001067i,0.0010187+0.0014862i,0.00098413+0.00042941i,0.00054755-0.00038571i,0.00026921-0.00033195i,0.00048505-0.00024512i,0.00075212+0.00025714i,-0.00048657+0.00092013i,-0.001273+0.00074172i,-0.00054836+0.00061418i,-0.00026133+0.00047767i,-0.00059363+0.00044135i,-0.00067767+0.00025085i,-0.00062632+4.8887e-05i,0.00043757+0.00035661i,0.00015546+0.0010639i,-0.00085789+0.00074865i
-0.00022088+9.1433e-05i,-0.00078427+3.9285e-05i,-0.0011671+0.00050913i,-1.2969e-05+0.0010621i,0.0012657+0.0011999i,0.0017578+0.0015968i,0.0021919+0.00085578i,0.0021289+9.8932e-05i,0.0006708-0.00029864i,-0.00088414-0.00080619i,-0.00047866-0.00094545i,0.0011989-0.0010797i,0.0016749-0.00048498i,0.00058473-7.256e-05i,-0.00074553-7.5299e-05i,-0.00056691-0.00050066i,0.00028267-0.00063209i,0.00020475-0.00063046i,-9.3951e-05-0.00071081i,-3.4838e-05-0.00042038i,0.000261-0.00037889i,0.00076366-9.383e-05i,0.00026173+0.00037484i
-0.0011225-0.0013788i,-0.0013985-0.00081034i,-0.00069303+0.00017166i,-0.00043442+0.00081801i,9.9496e-05+0.00077797i,0.0011718+0.00030697i,0.002124+1.2851e-05i,0.0019031+0.00055932i,0.00081318+0.00066914i,0.00020656+0.00076378i,7.1301e-05+0.0004582i,0.00038082-0.00056153i,0.0011371-0.00080525i,0.0013789-0.00075196i,0.00062499-0.00078157i,-0.00023809-0.00017003i,-0.00031577+7.4299e-05i,0.00015897-4.1848e-05i,0.00027742-4.7226e-05i,-0.00062438-0.00022622i,-0.00090636-0.00027078i,4.222e-05+0.00035329i,0.00023706+0.00035799i
-0.0018362+0.0003058i,-0.003094+0.00022279i,-0.0026355+0.00016776i,-0.0010372+0.0012913i,-0.00028126+0.0023246i,0.00075977+0.0021487i,0.0018861+0.001035i,0.0022832+0.00051264i,0.0020406-6.992e-05i,0.0012505+0.00024i,-0.00031395+0.00090534i,-0.0010983+0.001086i,-0.00032676+0.00012347i,0.00011757-0.0010991i,-0.00024757-0.00046742i,-0.00031007+0.00069991i,-1.8945e-05+0.00065376i,0.00086704+0.0004497i,0.00029174-1.2674e-05i,-0.00086803-0.0007541i,-0.00048297-0.00070144i,0.00048481-5.3879e-06i,8.8932e-05+0.00025252i
-0.00023749-0.00055468i,-0.00021402-0.00026941i,-0.00063361-0.00010554i,-0.0015615+0.00065517i,-0.0010381+0.0018772i,0.00066223+0.0021784i,0.0015083+0.0016821i,0.00096035+0.00082877i,0.00040723-6.1272e-05i,-8.7769e-05-0.00025475i,-0.00023299-0.00061577i,-0.00026996-0.00087857i,0.00010987-0.00014994i,0.00060361+0.00064399i,0.00017706+0.0003113i,-2.2096e-06-8.9975e-06i,0.00020243+0.0001915i,8.7332e-05-0.00051056i,0.00021564-0.00069045i,7.2388e-06-0.00018495i,-6.322e-05+6.776e-05i,4.3179e-05+0.00018732i,0.00047287+0.00011226i
-0.00052248-0.0022499i,-0.00064251-0.0019425i,-0.00084819-0.00017887i,-0.0011177+0.00092085i,-0.00062691+0.001596i,0.00056994+0.0017374i,0.001784+0.0014158i,0.0013382-1.3852e-05i,8.2627e-05-0.001161i,-0.00024949-0.00071054i,7.0135e-05-0.00016532i,0.00017773+0.00027456i,-0.00039314+0.00055411i,-0.00029774+0.00014727i,0.00044079-0.00063593i,0.00057128-0.00062798i,-0.00018529-0.00019328i,-0.0005433-0.00075766i,-0.00017715-0.0014582i,-0.00010014-0.0010986i,-0.00013164-0.0002779i,0.00016115+0.00050134i,-0.0001174+0.00038581i
0.0012634+0.0005884i,0.0015742-0.00015523i,0.0013465-0.0011687i,0.00096653-0.00082437i,-7.5292e-05+6.4635e-05i,0.00027615+0.0012506i,0.0011095+0.0017869i,0.001352+0.0014521i,0.0013691+0.00040827i,0.00092358-0.00093492i,0.0007979-0.0013758i,6.0727e-05-0.0011366i,-0.00054498-0.0001987i,-0.00070177+0.00044746i,-0.0003314+0.00036572i,0.00023902+1.9846e-05i,0.00018502-0.00019911i,-0.00022239+0.00011604i,0.00033456+0.00018715i,0.00039811+6.3192e-05i,0.00052523+2.6269e-05i,0.00047871-0.00024374i,-0.00031945-0.00029002i
-0.00032998-8.9592e-05i,0.00020895-7.9983e-05i,0.0007166+2.4729e-05i,0.0014073-0.00027817i,0.00076741-0.00082552i,0.00017396+4.222e-05i,0.0011964+0.0012049i,0.0013768+0.0011033i,6.4528e-05+0.0005142i,3.9928e-05+0.00061762i,0.00081819+0.00062626i,0.0012578+0.00064446i,0.0010274+0.0010102i,9.2524e-05+0.00082463i,-0.00051429+0.0004109i,-3.3878e-05+0.00048124i,0.00074398+0.00089162i,2.7991e-05+0.00097717i,-0.00053159+0.00071766i,3.7682e-05+0.00046626i,0.00050009+0.00044814i,0.00055281+0.00035916i,4.2581e-05+0.00010679i
-0.00035705+0.00069919i,0.00073397+0.00048008i,0.0013008+0.0010124i,0.0011049+0.0014674i,0.0013292+0.0015829i,0.0018565+0.0015417i,0.0018427+0.0012606i,0.00049267+0.0010332i,-0.00074788+0.00075552i,-0.0005325-0.00014807i,3.6918e-05-0.00071043i,0.0003499-0.00067057i,0.00065492-0.00012454i,0.00013442+0.00038186i,-0.00088976+0.00058937i,-0.00098255+0.00024246i,-0.00057724-5.8786e-05i,-0.00028093-0.00028744i,-0.00040827-0.00034348i,-0.00057747+0.00011147i,0.00013914+0.00049252i,8.5115e-05+0.00035887i,-0.00054251-0.00035371i
0.00044315+0.00090057i,0.0015689+0.00064916i,0.0014576+0.00075942i,9.9518e-05+0.00034332i,-0.00016282+0.0010541i,0.00024984+0.001974i,0.00066988+0.0014937i,0.0012312+0.0010985i,0.0002529+0.00074677i,-0.00031541+3.6785e-05i,-0.00040807+0.00027474i,-0.00048449+0.00036277i,-3.0446e-06+0.00021426i,4.572e-05+0.00032292i,-0.00016115-0.00048618i,-0.00019164-0.00052039i,-0.00040815-1.4002e-05i,-0.00031904-0.00043576i,5.9192e-05-0.00040007i,9.4558e-05-0.00027861i,-0.00036457-0.00034793i,-0.00063542-4.8417e-05i,-0.00013081-2.549e-05i
-0.0017195+0.00036773i,-0.0003172+0.0015659i,0.00032973+0.0020917i,0.00056752+0.0015699i,0.00017627+0.0017705i,0.00089407+0.0020817i,0.0015199+0.001232i,0.00092611+0.0004051i,0.00075074+9.6447e-05i,0.00093216-0.00010187i,0.00085169-6.7189e-05i,0.00030753-5.4547e-05i,0.00032965-0.00021101i,0.00079845+2.7791e-05i,0.00029366-0.00047702i,-0.00060807-0.00093134i,-0.00077752-0.00047044i,-0.00045792-0.00011906i,-5.5384e-05+0.00030991i,0.0005314+0.00068465i,0.00069907+0.00018001i,0.00022885-0.00059505i,4.5118e-05-0.00094436i
9.1196e-05-0.0012726i,1.3053e-05-0.001749i,-0.00023223-0.0020235i,1.9046e-05-0.0013654i,0.00086275+0.00076928i,0.0018604+0.0028262i,0.0023045+0.0024294i,0.0018983+0.00059342i,0.0010091-7.7907e-05i,0.0004301+1.5758e-06i,0.00041854+0.00015907i,0.00063722+0.00032498i,0.00078956+0.00069103i,0.00048474+0.00085958i,2.4821e-05-0.00036149i,0.00057865-0.00094382i,0.00093127-0.00022928i,0.00046283-0.00022099i,0.00019872-0.00021122i,-8.6729e-05+0.00029513i,-7.4688e-05+9.7833e-05i,0.0006771+7.7737e-07i,0.00089109-0.00041984i
