-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
-0.052796+0.51235i,0.06568+0.72453i,0.18371+0.60093i,0.13519+0.32029i,0.051605+0.18535i,0.095189+0.11543i,0.11159+0.00042537i,0.042832-0.045041i,0.0035519-0.019246i,-0.0028537-0.0075426i,0.0026231-0.012468i,0.018474-0.023261i,0.022179-0.024904i,0.020705-0.0056959i,0.024495+0.023049i,0.027715+0.051781i,0.020141+0.068386i,0.0039569+0.061777i,-0.011579+0.040121i,-0.024405+0.022579i,-0.028552+0.020112i,-0.019177+0.024067i,-0.0018658+0.022245i
-0.43346-0.23319i,-0.65076-0.15365i,-0.57276+0.08525i,-0.28656+0.20549i,-0.12543+0.11796i,-0.11642+0.027496i,-0.097183+0.009923i,-0.067075+0.00082956i,-0.048748-0.0096038i,-0.036095-0.013471i,-0.038321-0.0088533i,-0.038353-0.0041922i,-0.02607-0.011748i,-0.0069298-0.023077i,0.01423-0.042325i,0.024453-0.072881i,0.020626-0.081469i,0.016248-0.048036i,0.021824-0.0031525i,0.034146+0.014337i,0.043182+0.0013565i,0.040416-0.020563i,0.025248-0.033168i
0.36307-0.28526i,0.379-0.51395i,0.18242-0.539i,0.023623-0.33439i,0.014383-0.15717i,-0.0092887-0.089251i,-0.050453-0.022352i,-0.033191+0.028129i,-0.00066699+0.039276i,0.029453+0.036279i,0.050164+0.019755i,0.045878+0.009567i,0.029089+0.0079649i,-0.0034856+0.0011252i,-0.054153+0.011337i,-0.090723+0.044019i,-0.090823+0.05879i,-0.069998+0.038161i,-0.051838+0.012414i,-0.0386+0.0048414i,-0.02684+0.0091976i,-0.021314+0.015495i,-0.019723+0.024053i
0.11213+0.40531i,0.30473+0.44858i,0.38702+0.19159i,0.23652-0.087291i,0.071661-0.099105i,0.050845+0.0094488i,0.060563+0.035873i,0.040127+0.020095i,0.019822+0.010039i,0.0056521-0.0053924i,-0.0063732-0.029063i,-0.018235-0.047573i,-0.020757-0.040938i,0.0018654-0.012833i,0.048665+0.0092751i,0.093204+0.010431i,0.10762+0.0038831i,0.091208-0.0021174i,0.062852-0.0057302i,0.040926-0.0030954i,0.029306-0.0016413i,0.022753-0.0051243i,0.01856-0.013106i
-0.38418-0.063702i,-0.50698+0.10649i,-0.35703+0.28068i,-0.10272+0.23738i,0.0048251+0.077563i,0.022946+0.016585i,0.057029+0.013069i,0.068254-0.0099268i,0.045877-0.030896i,0.010074-0.024668i,-0.010881+0.017346i,0.0015605+0.057065i,0.022614+0.058844i,0.031593+0.025027i,0.011312-0.028674i,-0.036551-0.067036i,-0.065723-0.068067i,-0.051359-0.041694i,-0.017215-0.02175i,-0.0063431-0.024989i,-0.024786-0.0261i,-0.037274-0.011229i,-0.031138+0.0091629i
0.19812-0.29715i,0.10048-0.42626i,-0.076506-0.28731i,-0.095894-0.0037032i,-0.017593+0.072676i,-0.035726-0.039268i,-0.085798-0.075646i,-0.066328-0.036818i,-0.025494-0.0097502i,0.0010013+0.0056382i,0.018016-0.0013164i,0.023225-0.021436i,0.013219-0.025339i,-0.0081337+0.0016491i,-0.0074381+0.055041i,0.031223+0.092596i,0.059541+0.079611i,0.043434+0.035716i,0.0054263+0.0059186i,-0.014922+0.0088854i,-0.0064028+0.02456i,0.011957+0.030447i,0.0237+0.018406i
0.15008+0.27439i,0.32589+0.22121i,0.33066+0.025314i,0.1613-0.031499i,0.066294+0.10185i,0.083746+0.16288i,0.056043+0.094674i,-0.0084337+0.05182i,-0.027702+0.052168i,-0.0070135+0.035543i,-0.002662+0.0019735i,-0.033836-0.010741i,-0.049522+0.0020509i,-0.019031+0.00057974i,0.014791-0.03819i,0.014351-0.083414i,-0.0054943-0.088861i,-0.019369-0.057272i,-0.019307-0.025164i,-0.0068628-0.014625i,0.0063264-0.022799i,0.0040181-0.036677i,-0.0141-0.037909i
-0.30292+0.024916i,-0.3441+0.17941i,-0.20637+0.21991i,-0.072799+0.053326i,-0.03586-0.077992i,0.0096399-0.063517i,0.049998-0.038161i,0.028863-0.032254i,0.0089824-0.02527i,0.01368-0.033656i,0.024703-0.035708i,0.042243-0.030173i,0.040151-0.039943i,-0.004369-0.046194i,-0.063617-0.01302i,-0.091254+0.0468i,-0.073175+0.084016i,-0.030414+0.083596i,0.0069875+0.063245i,0.020169+0.041513i,0.013457+0.029766i,0.0075838+0.026158i,0.014076+0.022377i
0.094577-0.23403i,-0.042222-0.30295i,-0.17188-0.17406i,-0.1417-0.028564i,-0.094278-0.055005i,-0.12672-0.093257i,-0.11234-0.03696i,-0.036958+0.0025553i,0.0091482+0.0010824i,0.0065431-0.00095565i,-0.024709-0.001244i,-0.045807-0.0076507i,-0.043577-0.009999i,-0.015731+0.0086145i,0.041095+0.020048i,0.08542-0.0016015i,0.077855-0.026255i,0.037209-0.028762i,0.0056591-0.018681i,-0.002451-0.013141i,-0.0014385-0.014863i,-0.0034495-0.014095i,-0.0099664-0.0092318i
0.15299+0.17502i,0.31051+0.097734i,0.31763-0.037993i,0.19662-0.041651i,0.12457+0.041097i,0.092073+0.056013i,0.044008+0.02939i,0.02293+0.019607i,0.014839+0.022992i,0.0082993+0.036094i,0.020971+0.043079i,0.031811+0.045398i,0.039658+0.04009i,0.039455+0.0036742i,0.0016458-0.040873i,-0.046995-0.047789i,-0.052181-0.02441i,-0.024441-0.011694i,-0.0086876-0.014404i,-0.013857-0.0092867i,-0.021024+0.0052304i,-0.015574+0.016571i,-0.00094078+0.01856i
-0.20612+0.037859i,-0.19323+0.15773i,-0.06006+0.15152i,0.019761+0.028768i,-0.0027038+0.017687i,-0.0047823+0.091337i,0.018469+0.09805i,0.01162+0.066743i,0.0032869+0.038493i,0.0097007+0.0076172i,0.020222-0.021546i,0.023119-0.044806i,0.008285-0.042634i,-0.0093425-0.0044815i,-0.0073055+0.042831i,0.011892+0.058075i,0.022191+0.03063i,0.018736-0.0019195i,0.016143-0.013312i,0.016148-0.012024i,0.01888-0.0095123i,0.0205-0.013963i,0.012865-0.022532i
0.04607-0.1839i,-0.11575-0.22604i,-0.24554-0.095014i,-0.1675+0.071833i,0.015155+0.077582i,0.11046-0.011636i,0.095797-0.065829i,0.053733-0.074975i,0.027618-0.070174i,0.0010375-0.05476i,-0.031986-0.018491i,-0.048721+0.013516i,-0.039043+0.023266i,-0.0041123+0.010632i,0.030806-0.019425i,0.037534-0.037511i,0.021849-0.025114i,-0.0014527+0.0029793i,-0.013776+0.02347i,-0.011621+0.022943i,-0.015898+0.011658i,-0.027279+0.010065i,-0.026229+0.020763i
0.12182+0.12615i,0.24209+0.089383i,0.23755+0.068622i,0.14153+0.11012i,0.06293+0.065304i,-0.020661-0.062893i,-0.088961-0.096682i,-0.086567-0.036793i,-0.047083+0.018926i,-0.0039308+0.03409i,0.028424+0.010051i,0.036159-0.013088i,0.027953-0.023091i,0.00099551-0.02975i,-0.026874-0.021751i,-0.025348-0.011817i,-0.0037312-0.014653i,0.017032-0.01851i,0.026982-0.014566i,0.026964-0.006105i,0.029448-0.0030102i,0.030395-0.0093501i,0.018565-0.018144i
-0.13724+0.035301i,-0.091842+0.13809i,0.042092+0.089371i,0.07617-0.062309i,-0.024567-0.024837i,-0.060604+0.1414i,-0.010716+0.1648i,-0.0054092+0.093026i,-0.019488+0.063621i,0.0068899+0.041093i,0.023331-0.0032335i,0.0066636-0.027557i,-0.0045051-0.016283i,0.0045215+0.0085556i,0.014559+0.021017i,0.0039667+0.019528i,-0.019148+0.017114i,-0.031386+0.0087095i,-0.032586-0.010002i,-0.033092-0.022602i,-0.037288-0.020584i,-0.037057-0.0087502i,-0.025144+0.007895i
0.024516-0.13629i,-0.11708-0.24184i,-0.23028-0.26919i,-0.21193-0.24293i,-0.11288-0.21991i,-0.017788-0.17096i,-4.0768e-05-0.096654i,-0.035472-0.033615i,-0.03874-0.0097096i,-0.03057-0.01976i,-0.036554-0.0075609i,-0.020077+0.01631i,0.0026277+0.0098808i,0.011256-0.0088256i,0.018218-0.020814i,0.025736-0.0269i,0.028804-0.023707i,0.017934-0.011868i,0.00011509+0.002556i,-0.0066233+0.016073i,0.003919+0.030072i,0.024128+0.036067i,0.03316+0.019639i
0.088286+0.091941i,0.17434+0.05876i,0.11697+0.075721i,-0.014838+0.18389i,-0.049257+0.21708i,-0.033825+0.11326i,0.0079359+0.034268i,0.10375+0.003339i,0.13891-0.044184i,0.081509-0.058222i,0.036748-0.034407i,0.023788-0.024413i,0.0065243-0.024442i,-0.016028-0.014119i,-0.037597+0.0070084i,-0.051582+0.029145i,-0.040235+0.035228i,-0.0069177+0.024619i,0.021673+0.011481i,0.030676+0.00017983i,0.023289-0.014752i,0.0087904-0.027193i,-0.0052304-0.022773i
-0.099787+0.057358i,-0.07682+0.24371i,0.058179+0.36464i,0.21521+0.32188i,0.26272+0.2033i,0.18892+0.086162i,0.073259+0.0034513i,-0.0025207-0.028038i,-0.018993-0.015306i,0.00013741+0.01077i,0.015606+0.0044512i,-0.002523-0.0096497i,-0.020364+0.011586i,-0.0081545+0.039644i,0.02357+0.050523i,0.064631+0.050587i,0.08429+0.041i,0.070014+0.026786i,0.042912+0.015543i,0.016139+0.012162i,-0.0077092+0.01385i,-0.021872+0.016486i,-0.012717+0.012241i
0.0027733-0.11296i,-0.067202-0.22306i,-0.038013-0.28144i,0.086614-0.30363i,0.09938-0.284i,-0.0045224-0.1519i,-0.054817+0.0097779i,-0.049436+0.083618i,-0.036179+0.088183i,-0.017765+0.060498i,-0.020439+0.036403i,-0.02541+0.039556i,-0.008277+0.03821i,0.013542+0.0071784i,0.018536-0.044563i,-0.0057371-0.08943i,-0.036432-0.094901i,-0.0465-0.064022i,-0.03113-0.032234i,-0.0034782-0.024827i,0.01428-0.030766i,0.013951-0.032641i,-0.003794-0.02203i
0.067019+0.04479i,0.15012-0.063658i,0.046084-0.19202i,-0.18985-0.19107i,-0.22112-0.065367i,-0.025675-0.005336i,0.083277-0.083329i,0.031252-0.13689i,-0.01291-0.090626i,0.0026936-0.042908i,0.022114-0.031217i,0.032919-0.035477i,0.023864-0.053915i,-0.017208-0.055947i,-0.056969-0.01015i,-0.058382+0.050545i,-0.02866+0.069177i,-0.0044088+0.047169i,-0.0060166+0.020302i,-0.01678+0.010326i,-0.01469+0.014773i,-0.0034764+0.01695i,0.0066042+0.015163i
-0.071874+0.070236i,-0.11341+0.2749i,-0.11076+0.45287i,-0.08068+0.49234i,-0.065512+0.38401i,-0.068086+0.19788i,-0.064378+0.11581i,-0.013677+0.15413i,0.046977+0.15336i,0.060018+0.090063i,0.046382+0.017421i,0.0080003-0.045746i,-0.033766-0.058082i,-0.028247-0.020542i,0.0081398+0.00097949i,0.021828-0.012903i,-0.0030482-0.016789i,-0.030356+0.0071148i,-0.034787+0.028825i,-0.030151+0.03231i,-0.022196+0.030522i,-0.012239+0.031252i,-0.0091374+0.029054i
-0.0060373-0.079761i,-0.074431-0.16687i,-0.013256-0.17763i,0.17864-0.13858i,0.24778-0.083064i,0.14586+0.023423i,0.078228+0.067797i,0.060467+0.0031667i,0.02968-0.025035i,0.016719-0.0072921i,0.0064238-0.0058825i,0.0026499+0.0096673i,0.029239+0.022265i,0.043742-0.0087824i,0.015414-0.047636i,-0.018431-0.049156i,-0.024901-0.032306i,-0.020019-0.026104i,-0.011859-0.018472i,0.0043219-0.010989i,0.013854-0.010844i,0.011782-0.012164i,0.0055308-0.013216i
0.077108+0.024774i,0.1969-0.033406i,0.17704-0.094975i,0.03412-0.092516i,-0.01099-0.084087i,0.0012697-0.14165i,-0.10643-0.1583i,-0.23086-0.090434i,-0.22375-0.060527i,-0.1527-0.076548i,-0.089552-0.068548i,-0.03644-0.054253i,-0.010637-0.04264i,-0.0043935-0.012075i,0.0073968+0.01338i,0.022927-0.0012558i,0.040027-0.042172i,0.059179-0.075767i,0.060757-0.084194i,0.042334-0.063259i,0.020152-0.034427i,0.0052807-0.016402i,0.0032741-0.015484i
-0.04568+0.059594i,-0.041708+0.19739i,0.047105+0.24842i,0.12242+0.1609i,0.050027+0.079119i,-0.041542+0.086448i,0.049214+0.13392i,0.2179+0.13465i,0.24381+0.077744i,0.15305+0.043301i,0.080843+0.040446i,0.035754+0.036212i,0.015774+0.040633i,0.039044+0.041534i,0.067203+0.019304i,0.067122+0.00055712i,0.047673+0.01148i,0.026621+0.031123i,0.0087662+0.031033i,-0.0099032+0.024377i,-0.025396+0.03204i,-0.026359+0.045477i,-0.010405+0.047122i
-0.026875-0.064712i,-0.16069-0.17552i,-0.2808-0.19329i,-0.28099-0.099553i,-0.15519-0.010598i,-0.038225+0.0041517i,-0.062441-0.065534i,-0.14604-0.11438i,-0.11281-0.070338i,-0.014101-0.038583i,0.027994-0.039325i,0.058456-0.022i,0.080772-0.017389i,0.046612-0.025193i,0.015693-0.016417i,0.034475-0.013529i,0.053216-0.02919i,0.038498-0.027623i,0.018261+0.0018526i,0.017201+0.017758i,0.021398-0.0091589i,0.0089996-0.05281i,-0.016373-0.064306i
0.070237+0.028915i,0.20051+0.045133i,0.25278+0.097242i,0.22392+0.1758i,0.20838+0.16173i,0.19161+0.031728i,0.14165-0.059166i,0.071444-0.068522i,-0.014652-0.046147i,-0.043463+0.0050633i,-0.0015195+0.026618i,-0.016756+0.0075115i,-0.077878+0.028429i,-0.071728+0.072652i,-0.023063+0.095663i,0.0067126+0.10944i,0.03324+0.11028i,0.067024+0.08572i,0.075664+0.044065i,0.047108+0.010144i,0.012337-0.00143i,-0.0044363-0.00015381i,-0.0017618+0.012942i
-0.050054+0.049415i,-0.111+0.12925i,-0.1472+0.078784i,-0.20939-0.087147i,-0.26371-0.12908i,-0.16358-0.041732i,0.02663-0.035893i,0.135-0.090688i,0.153-0.092405i,0.10606-0.068577i,0.0074769-0.025199i,-0.058617+0.034489i,-0.062854+0.052584i,-0.045386+0.037372i,-0.035047+0.018995i,-0.044257+0.009077i,-0.07711+0.027883i,-0.11482+0.054552i,-0.1266+0.050832i,-0.10083+0.025954i,-0.040269+0.0090753i,0.022495-0.0056636i,0.035459-0.026259i
-0.0098439-0.046063i,-0.054493-0.094538i,-0.043698+0.052564i,0.079991+0.32509i,0.18213+0.41421i,0.10433+0.3558i,-0.039004+0.40463i,-0.042039+0.49103i,0.069901+0.38759i,0.11574+0.14025i,0.054845-0.034811i,-0.0038267-0.11113i,-0.034-0.16115i,-0.077513-0.1647i,-0.1138-0.11422i,-0.12343-0.069644i,-0.10751-0.064148i,-0.067368-0.070022i,-0.018784-0.064799i,0.012463-0.059448i,0.019096-0.045944i,0.019462-0.018376i,0.020461+0.0058743i
0.060601+0.018416i,0.23068-0.030535i,0.37844-0.23017i,0.3978-0.49894i,0.27069-0.57561i,0.10042-0.44675i,0.026359-0.33325i,0.0091396-0.25547i,-0.014671-0.090015i,0.017278+0.067777i,0.056384+0.05647i,0.038599-0.024724i,0.032637-0.049519i,0.055468-0.031727i,0.073769+0.00033439i,0.083104+0.0086044i,0.069864-0.015346i,0.033822-0.03014i,0.00089812-0.011181i,-0.010795+0.03511i,-0.0057905+0.080154i,0.0084702+0.10165i,0.024823+0.08752i
-0.067607+0.02747i,-0.25668+0.10891i,-0.48481+0.18034i,-0.59429+0.20912i,-0.45038+0.15233i,-0.24311+0.049088i,-0.25516+0.070352i,-0.31965+0.1615i,-0.2614+0.098116i,-0.20612-0.019604i,-0.12452-0.017775i,0.023351+0.010969i,0.11856+0.010799i,0.13374+0.0018021i,0.10808-0.04266i,0.094868-0.098781i,0.12222-0.13693i,0.14023-0.15025i,0.11475-0.13127i,0.066131-0.092072i,0.022503-0.039612i,-0.0086061+0.0071555i,-0.031128+0.020261i
0.030902-0.034912i,0.11696-0.053994i,0.33166+0.1484i,0.63533+0.47287i,0.77192+0.55125i,0.61524+0.266i,0.33703-0.10281i,0.090513-0.22029i,0.014727-0.085729i,0.12056-0.0049117i,0.15541-0.074626i,0.048144-0.084057i,-0.014649+0.010045i,0.012997+0.044989i,0.036366+0.0093907i,0.048287+0.0083633i,0.087852+0.060655i,0.14715+0.088907i,0.17062+0.041982i,0.11639-0.017705i,0.01681-0.037717i,-0.064917-0.017887i,-0.080289+0.017194i
-0.014016+0.069652i,0.072172+0.10297i,0.081043-0.035007i,-0.062689-0.24975i,-0.18858-0.23129i,-0.10684-0.025581i,0.09052+0.046292i,0.21771-0.038769i,0.23862-0.12542i,0.145-0.14829i,0.016165-0.089566i,-0.011436-0.028495i,-0.011337-0.030019i,-0.023645+0.01211i,0.034347+0.078084i,0.095151+0.059487i,0.043274-0.0037157i,-0.068526-0.026505i,-0.11958+0.011619i,-0.086335+0.05117i,-0.030505+0.04068i,-0.0045575-0.006805i,-0.01298-0.04316i
-0.3804+9.3517i,0.67673+9.249i,4.3327+9.1054i,6.3624+5.5023i,5.7183+1.26i,3.4114-1.4515i,1.2124-1.5883i,0.37415-0.5065i,0.78516+0.13765i,1.336-0.32026i,0.83423-1.2714i,-0.37672-1.5839i,-1.3666-1.0622i,-1.7985-0.14818i,-1.6292+0.55005i,-1.031+0.7436i,-0.30467+0.6402i,0.25491+0.54625i,0.54786+0.55754i,0.5979+0.6044i,0.52522+0.61828i,0.41588+0.59776i,0.28939+0.51449i
0.043029+0.025052i,0.13699-0.06418i,0.23058-0.091485i,0.28269-0.021856i,0.25869+0.053174i,0.16403+0.11326i,0.14744+0.12274i,0.23449+0.015275i,0.26644-0.1751i,0.1459-0.28221i,-0.013999-0.18181i,-0.053773-0.0047702i,-0.036886+0.076194i,-0.034598+0.085245i,0.001656+0.073716i,0.061673+0.049804i,0.1037+0.025052i,0.12263+0.0067055i,0.11693+0.007759i,0.096388+0.025414i,0.06706+0.031555i,0.021324+0.0072016i,-0.018964-0.023786i
0.0052595+0.055174i,0.048838+0.15055i,0.048192+0.13273i,0.0024436+0.039866i,0.0697+0.041153i,0.30689-0.0075447i,0.45734-0.2059i,0.42007-0.31293i,0.3376-0.24776i,0.23597-0.13183i,0.13415+0.0078492i,0.069608+0.13872i,0.013007+0.20499i,0.0069782+0.20644i,0.078947+0.14265i,0.15458+0.069364i,0.20217+0.062873i,0.22872+0.080399i,0.20672+0.064171i,0.149+0.047417i,0.097903+0.03997i,0.0496+0.032141i,0.0095872+0.015122i
-0.061223-0.040843i,-0.19624-0.048039i,-0.27697-0.0029787i,-0.24909+0.019426i,-0.18574-0.099959i,-0.18664-0.27031i,-0.27916-0.34389i,-0.3826-0.36258i,-0.41597-0.34857i,-0.33905-0.23812i,-0.16807-0.091072i,-0.033014+0.0070512i,0.01206+0.077252i,0.042685+0.092266i,0.06506+0.010805i,0.046006-0.089729i,0.026795-0.15644i,0.038705-0.19301i,0.047681-0.17656i,0.03213-0.12639i,0.0093873-0.086367i,-0.0026407-0.06158i,-0.015842-0.046355i
0.061392-0.02567i,0.18612-0.10479i,0.27992-0.13857i,0.28384-0.083823i,0.18916+0.014018i,0.091043+0.13654i,0.13104+0.21713i,0.21346+0.17639i,0.15919+0.10385i,0.037634+0.089178i,-0.020311+0.11036i,0.002311+0.13718i,0.060817+0.12406i,0.068682+0.069408i,0.031044+0.038905i,0.01717+0.036852i,0.02022+0.023683i,0.020717-0.0038726i,0.021645-0.017225i,0.024453+0.00051312i,0.029326+0.01693i,0.022756+0.012432i,0.015793+0.014493i
-0.034104+0.043546i,-0.066867+0.10721i,-0.13203-0.0077141i,-0.23187-0.24843i,-0.2484-0.33524i,-0.13914-0.24712i,-0.082793-0.15909i,-0.11086-0.10687i,-0.095426-0.061459i,-0.030539-0.018276i,0.029608+0.0043987i,0.046914-0.014977i,0.0074937-0.029848i,-0.034497-0.0077538i,-0.034542+0.011711i,-0.021959+0.0079464i,-0.024627+0.0035408i,-0.037727+0.017596i,-0.034665+0.041837i,-0.003343+0.048651i,0.024804+0.033636i,0.028842+0.015693i,0.017726-0.0047508i
-0.03705-0.055488i,-0.1343-0.083984i,-0.1799+0.014286i,-0.1282+0.151i,-0.092172+0.13965i,-0.079713+0.075221i,0.043993+0.073735i,0.18833+0.0064818i,0.14619-0.13674i,-0.0076452-0.17087i,-0.077292-0.079703i,-0.054691+0.0043514i,-0.012635+0.036966i,0.026915+0.025046i,0.036402-0.01095i,0.020071-0.023167i,0.020888-0.0041737i,0.041658+0.0075967i,0.055326-0.017716i,0.037218-0.066828i,-0.0092636-0.081788i,-0.038152-0.038597i,-0.026572+0.017639i
0.067341+0.012657i,0.19999-0.027212i,0.2648-0.12979i,0.20536-0.23254i,0.10768-0.22565i,0.012464-0.1463i,-0.095053-0.10421i,-0.18088-0.03203i,-0.1788+0.11524i,-0.099227+0.17836i,-0.047939+0.12706i,-0.045341+0.089298i,-0.046479+0.066705i,-0.06258+0.037369i,-0.086194+0.034756i,-0.092367+0.039861i,-0.087589+0.024743i,-0.088085-0.012183i,-0.10491-0.043322i,-0.10866-0.029507i,-0.062866+0.00091905i,-0.0011965-0.0011065i,0.025161-0.028856i
-0.04402+0.026117i,-0.11462+0.10367i,-0.149+0.093995i,-0.15618-0.039131i,-0.1565-0.17604i,-0.11377-0.18959i,-0.049625-0.104i,-0.0021037-0.052079i,0.023384-0.068964i,0.020085-0.057873i,0.026197-0.0044025i,0.049995+0.014574i,0.040081-0.00023865i,0.0044407+0.0054405i,-0.0092737+0.0356i,-0.0022864+0.066929i,-0.0038988+0.081075i,-0.015165+0.087872i,-0.0098809+0.10303i,0.007809+0.098556i,0.010266+0.060458i,0.00045617+0.025734i,-0.0089419+0.010829i
0.0081165-0.076474i,-0.021926-0.19876i,-0.078286-0.23593i,-0.15154-0.13527i,-0.21158+0.017979i,-0.17767+0.13842i,-0.049957+0.16214i,0.01405+0.10794i,-0.021897+0.063801i,-0.042942+0.034145i,-0.047893-0.0047426i,-0.060783-0.020568i,-0.039931-0.011075i,0.005417-0.017454i,0.023118-0.037696i,0.0067245-0.039796i,-0.0087529-0.010745i,-0.0032455+0.028495i,0.020786+0.040301i,0.038771+0.018535i,0.026761-0.0085244i,0.0010436-0.018942i,-0.010974-0.0071234i
0.034137+0.045355i,0.11669+0.10721i,0.13289+0.14348i,0.1113+0.19339i,0.1735+0.24269i,0.23915+0.18038i,0.19836+0.057232i,0.13772+0.0049088i,0.089055+0.0030222i,0.010839+0.012786i,-0.03568+0.043266i,-0.030439+0.051099i,-0.036693+0.012353i,-0.077015-0.021108i,-0.10662-0.0058669i,-0.082995+0.035715i,-0.022309+0.043909i,0.030036+0.0018425i,0.038727-0.049444i,0.011625-0.052062i,-0.0039661-0.0053693i,0.010051+0.028516i,0.031487+0.016647i
-0.064003-0.0042041i,-0.17454+0.037045i,-0.17618+0.045885i,-0.067757-0.060819i,-0.025662-0.21401i,-0.082154-0.23292i,-0.11766-0.10979i,-0.05176-0.024148i,0.052249-0.03674i,0.081499-0.048641i,0.056779-0.031582i,0.0278-0.018088i,-0.0070201+0.013871i,-0.0050747+0.075867i,0.045734+0.10123i,0.070661+0.060238i,0.030803+0.018678i,-0.032212+0.024252i,-0.068544+0.049153i,-0.060223+0.03986i,-0.027516-0.0070939i,-0.01693-0.039524i,-0.033119-0.029831i
0.066017-0.035246i,0.12934-0.10794i,0.15162-0.076874i,0.13068+0.057135i,0.078684+0.12383i,-0.0122+0.074144i,-0.068815+0.018689i,-0.099495+0.013987i,-0.14062+0.03914i,-0.11903+0.048972i,-0.066911+0.029116i,-0.04621+0.033251i,-0.006529+0.052837i,0.049133+0.012215i,0.064264-0.065523i,0.044206-0.10051i,0.037446-0.085492i,0.054275-0.068281i,0.067639-0.056975i,0.060616-0.033093i,0.033246-0.0027258i,0.01349+0.019542i,0.019047+0.026134i
-0.0059499+0.044199i,0.070902+0.1061i,0.15058+0.011105i,0.16103-0.1864i,0.13398-0.23303i,0.13051-0.12235i,0.11233-0.068172i,0.054954-0.093305i,0.019737-0.092729i,0.025154-0.060072i,0.037535-0.021983i,0.062852-0.0018554i,0.077299-0.026713i,0.028607-0.059881i,-0.044423-0.054374i,-0.081219-0.033736i,-0.085816-0.029515i,-0.07894-0.02744i,-0.065365-0.018608i,-0.049167-0.0067319i,-0.034254+0.0041185i,-0.020083+0.0080732i,-0.007648+0.0057899i
-0.061608-0.059781i,-0.19715-0.1033i,-0.28554-0.092625i,-0.28078-0.067462i,-0.25921-0.08023i,-0.20779-0.051949i,-0.091646+0.035223i,0.018683+0.063346i,0.032057+0.0051216i,-0.025823-0.028931i,-0.037247-0.012011i,-0.0078603-0.019869i,-0.010645-0.034999i,-0.025182-0.0045881i,-0.023796+0.039413i,-0.018312+0.059359i,-0.020226+0.052308i,-0.02863+0.031641i,-0.031744+0.018797i,-0.018012+0.017328i,0.0083413+0.014578i,0.02205+2.6351e-05i,0.014442-0.017851i
0.060947+0.012411i,0.14501-0.051289i,0.11143-0.093514i,-0.013795-0.038895i,-0.057858+0.070234i,-0.0010435+0.10586i,0.049657+0.040472i,0.029102-0.031413i,-0.031628-0.032176i,-0.06076+0.0022948i,-0.073138+0.007922i,-0.10262+0.017773i,-0.096041+0.052602i,-0.026846+0.056163i,0.041114+0.016059i,0.059537-0.015831i,0.049011-0.0077825i,0.042492+0.017754i,0.047103+0.031054i,0.050289+0.021869i,0.041566-0.0051126i,0.021916-0.019828i,0.0016367-0.0086405i
-0.062626+0.048717i,-0.10156+0.19445i,-0.090616+0.28164i,-0.04521+0.24916i,-0.0047861+0.14763i,-0.0012726+0.023961i,-0.056633-0.018663i,-0.076172+0.068259i,0.0041373+0.15557i,0.080878+0.14584i,0.093156+0.10163i,0.093133+0.069245i,0.089514+0.019962i,0.039313-0.041141i,-0.038977-0.059471i,-0.074347-0.02952i,-0.052732-0.0074947i,-0.024904-0.012799i,-0.020176-0.026678i,-0.028745-0.032797i,-0.035979-0.018574i,-0.026826+0.0057893i,-0.00072468+0.016156i
0.024729-0.083962i,-0.020526-0.18207i,-0.023625-0.18746i,0.032808-0.12273i,0.029918-0.090338i,-0.033392-0.047639i,-0.028212-0.013596i,0.019162-0.061693i,0.018445-0.12741i,-0.0087457-0.13111i,-0.010676-0.092413i,0.0079697-0.063274i,0.0016913-0.045724i,-0.019404+0.0021565i,-0.00040699+0.053709i,0.032381+0.048563i,0.025074+0.0083802i,0.003593-0.01682i,-0.0015071-0.020966i,-0.0015144-0.015855i,-0.0065065-0.0094284i,-0.010569-0.0073559i,-0.0089552-0.012221i
0.046387+0.065019i,0.17131+0.086695i,0.21166+0.070488i,0.14093+0.072889i,0.089323+0.10003i,0.069975+0.078096i,0.024538+0.030843i,-0.024387-0.00030154i,-0.061468-0.033035i,-0.086033-0.037737i,-0.090375-0.014092i,-0.092049-0.00089784i,-0.086222+0.011304i,-0.050359+0.027165i,-0.012855+0.030394i,-0.0057117+0.040286i,-0.012521+0.069205i,-0.016683+0.085458i,-0.022899+0.07728i,-0.024743+0.063724i,-0.0086916+0.051952i,0.0078295+0.032686i,0.0041998+0.015942i
