-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
-0.082639-0.022281i,-0.17192+0.015041i,-0.14826-0.024896i,-0.048634-0.17071i,-0.0099266-0.23955i,-7.9488e-05-0.1467i,0.037308-0.033776i,0.052096+0.020828i,0.038554+0.072007i,0.045317+0.10863i,0.063682+0.098635i,0.063813+0.081735i,0.05874+0.068391i,0.056794+0.021853i,0.049224-0.038345i,0.047852-0.072024i,0.061282-0.07891i,0.071792-0.070557i,0.06751-0.056107i,0.050626-0.045542i,0.026681-0.045564i,0.0032457-0.043284i,-0.0069703-0.026403i
0.06995-0.034788i,0.060934-0.14196i,-0.030041-0.13566i,-0.11254-0.0052758i,-0.10274+0.056418i,-0.061824+0.027628i,-0.027056+0.029378i,0.027276+0.046699i,0.066272+0.0074861i,0.047168-0.053546i,0.0097169-0.068504i,0.0032857-0.042825i,0.014057-0.0184i,0.0070946-0.0039294i,-0.012867+0.0078814i,-0.020605+0.0071298i,-0.014481-0.012338i,-0.011798-0.027376i,-0.017935-0.018398i,-0.018611+0.0045034i,-0.013463+0.024403i,-0.0079034+0.033594i,-0.0013222+0.025902i
-0.02546+0.088023i,0.052537+0.18135i,0.10931+0.15274i,0.066201+0.025835i,-0.0024648-0.033854i,-0.009324-0.035613i,0.0081757-0.094469i,-0.0093023-0.17084i,-0.05106-0.16263i,-0.074784-0.0833i,-0.064119-0.019892i,-0.039733-0.0069383i,-0.026256-0.014761i,-0.01677-0.007592i,-0.004604+0.0017719i,-0.017273-0.0096463i,-0.05821-0.021645i,-0.07874-0.024064i,-0.058094-0.023875i,-0.027204-0.018944i,-0.00511-0.0058959i,0.010317+0.0085495i,0.014232+0.012154i
-0.048022-0.078683i,-0.16491-0.076402i,-0.19138+0.0022346i,-0.10229+0.068619i,-0.046202+0.041978i,-0.059436-0.0030159i,-0.089152+0.026575i,-0.10439+0.08891i,-0.087919+0.10876i,-0.048563+0.093047i,-0.010999+0.074905i,0.0087519+0.049682i,0.014676+0.018698i,0.016819-0.0063547i,0.0070209-0.007262i,-0.0031176+0.033818i,0.0077125+0.088017i,0.02263+0.11294i,0.02766+0.10075i,0.030547+0.060294i,0.030794+0.0095619i,0.023988-0.024825i,0.017956-0.0294i
0.094855+0.027429i,0.20304-0.06439i,0.20899-0.15354i,0.11249-0.14164i,0.040266-0.050655i,0.030261+0.024446i,0.050048+0.035982i,0.069084+0.020848i,0.084803+0.019782i,0.10582+0.0031051i,0.090861-0.03115i,0.036637-0.033745i,-0.012-0.014135i,-0.046881-0.0051809i,-0.057141-0.00091517i,-0.031199-0.007291i,0.0032288-0.030782i,0.020776-0.057044i,0.016439-0.070996i,-0.0015639-0.061214i,-0.02061-0.036425i,-0.033437-0.018566i,-0.035879-0.010641i
-0.10723+0.03602i,-0.14038+0.15589i,-0.12065+0.21036i,-0.074829+0.164i,-0.028257+0.1035i,0.011206+0.065064i,0.025671+0.049068i,0.026995+0.039264i,0.010116-0.00013033i,-0.046755-0.03161i,-0.074314-0.017012i,-0.039994-0.0027878i,-0.001248-0.0046989i,0.015094+0.0016755i,0.017386+0.011922i,0.0091376+0.01422i,-0.0031853+0.012134i,-0.012314+0.020972i,-0.013304+0.037569i,-0.0094849+0.04384i,-0.0085676+0.041249i,-0.0068242+0.040475i,0.00014735+0.03621i
0.028492-0.10319i,-0.034101-0.20288i,-0.076113-0.21464i,-0.032782-0.16328i,0.0099914-0.13421i,-0.0098413-0.11003i,-0.027689-0.080717i,-0.025831-0.074107i,-0.042428-0.057564i,-0.053627-0.011566i,-0.04321+0.025228i,-0.032049+0.038462i,-0.025577+0.042177i,-0.0056034+0.043565i,0.026512+0.033421i,0.038502+0.011446i,0.018985-0.0062395i,-0.0076353-0.017112i,-0.019213-0.023737i,-0.013473-0.020736i,0.0045826-0.011885i,0.025529-0.0090505i,0.031333-0.013098i
0.027831+0.12333i,0.13232+0.17348i,0.16588+0.1759i,0.10022+0.15836i,0.054932+0.12648i,0.053199+0.064062i,0.034081+0.022678i,0.019799+0.025038i,0.028717+0.032967i,0.042562+0.035077i,0.048113+0.025213i,0.037792+0.0091603i,0.027152-0.0031347i,0.021061-0.025772i,0.0094626-0.04846i,0.0029913-0.042438i,0.01858-0.011962i,0.044245+0.010508i,0.049363+0.011655i,0.029437+0.0042975i,0.0043871-0.0045073i,-0.013143-0.013484i,-0.019929-0.017611i
-0.092777-0.057198i,-0.16532-0.028364i,-0.12916-0.03641i,-0.043038-0.1358i,-0.046873-0.19401i,-0.080886-0.11993i,-0.043783-0.044547i,0.0012106-0.041506i,0.018956-0.044798i,0.030506-0.040227i,0.025679-0.03397i,0.015367-0.017033i,0.0078902-0.00095212i,-0.0084913+0.011325i,-0.025189+0.017786i,-0.0316+0.0037687i,-0.037725-0.029544i,-0.050315-0.052278i,-0.053752-0.044554i,-0.036545-0.023927i,-0.015151-0.010759i,-0.007328-0.0021954i,-0.0079166+0.0098605i
0.1242-0.024185i,0.15675-0.12103i,0.091442-0.14425i,0.0029719-0.033098i,-0.0019706+0.06113i,0.029096+0.051174i,0.016944+0.030878i,-0.017427+0.033053i,-0.042097+0.01925i,-0.051076+0.0025932i,-0.039435+0.003559i,-0.014506+0.0025365i,0.0081568-0.0083433i,0.014958-0.015994i,0.0022742-0.010667i,-0.01589+0.011847i,-0.021655+0.042058i,-0.007601+0.058597i,0.012494+0.059468i,0.019879+0.05158i,0.015693+0.038206i,0.010137+0.027275i,0.0090852+0.017834i
-0.076963+0.08937i,-0.053461+0.16954i,-0.011236+0.13056i,-0.042052-0.00044943i,-0.10965-0.038994i,-0.096866+0.0072538i,-0.039319+0.0084539i,-0.014553-0.0066097i,-0.014352+0.0062334i,-0.019019+0.012863i,-0.021006+0.0039815i,-0.021184-0.0039497i,-0.026431-0.005829i,-0.024816+2.5339e-05i,-0.0049925+0.010092i,0.013607+0.012431i,0.012747+0.0078449i,0.0013485+0.0040687i,-0.0027449-0.0053226i,0.00071557-0.016506i,0.0023485-0.018677i,0.0033106-0.016562i,0.0072854-0.015329i
-0.012777-0.12069i,-0.12099-0.15328i,-0.1881-0.03892i,-0.097378+0.11715i,0.044774+0.11623i,0.075315+0.023766i,0.032443+0.0020271i,0.019826+0.022313i,0.031939+0.014868i,0.022928+0.0048239i,0.0056278+0.013423i,0.00016323+0.014344i,-0.0038402+0.0008352i,-0.014427-0.012534i,-0.021692-0.016004i,-0.012035-0.011533i,0.010783-0.0087642i,0.027513-0.0099327i,0.02426-0.0097375i,0.011094-0.0030868i,0.0038215+0.0063801i,0.0033518+0.0082005i,0.00011157+0.0023204i
0.095053+0.11184i,0.22705+0.091935i,0.26223-0.0064558i,0.1562-0.075672i,0.046197-0.049234i,-0.005512-0.01418i,-0.01273-0.021228i,0.0039635-0.043948i,0.010545-0.046562i,0.0092797-0.02614i,0.0050421-0.0070499i,-0.010739+0.016476i,-0.020863+0.048012i,-0.008693+0.065151i,0.014705+0.053504i,0.020669+0.022369i,0.0038275-0.0050419i,-0.014278-0.022339i,-0.023162-0.030435i,-0.022816-0.030208i,-0.015952-0.028848i,-0.011583-0.0231i,-0.010389-0.0090906i
-0.13654-0.015613i,-0.2059+0.094479i,-0.12225+0.18658i,0.035167+0.13889i,0.082922+0.028985i,0.052359-0.013074i,0.029645+0.0080711i,0.0080289+0.025367i,-0.020662+0.015679i,-0.030988+0.007503i,-0.0068767+0.0070032i,0.023749-0.0026423i,0.037712-0.015253i,0.036412-0.025459i,0.017539-0.026845i,-0.0017285-0.010803i,-0.0051035+0.0092723i,-0.0019769+0.025657i,0.0053816+0.035552i,0.012586+0.03215i,0.0099191+0.022134i,0.0045205+0.012897i,0.0055048+0.0045524i
0.13574-0.094339i,0.13695-0.26276i,0.047339-0.35756i,-0.04152-0.31328i,-0.073765-0.21283i,-0.07119-0.099204i,-0.039473-0.029182i,-0.0043326-0.017753i,0.015633-0.0086294i,0.022974-0.0020538i,0.0062065-0.0045961i,-0.0068256+0.0034683i,0.0021882+0.0068211i,0.0095499-0.0025761i,0.013213-0.01279i,0.015502-0.02116i,0.012337-0.024798i,0.005953-0.02555i,-0.0025133-0.022856i,-0.0077083-0.010245i,-0.0060463+0.0029114i,-0.0025671+0.0086375i,-0.0015286+0.0090113i
-0.055382+0.15953i,0.0244+0.26343i,0.06923+0.24037i,0.0090985+0.15326i,-0.0269+0.11428i,0.015033+0.071716i,0.03512+0.020295i,0.013013+0.0082842i,-0.0055781+0.0094142i,-0.015112+0.0081704i,-0.011562+0.0089465i,-0.0077378-0.0019757i,-0.017629-0.01315i,-0.03293-0.0091992i,-0.043885+0.0012062i,-0.04548+0.0095555i,-0.035974+0.017766i,-0.015466+0.026063i,0.0054898+0.026431i,0.015526+0.014507i,0.01681+0.0012969i,0.013768-0.0074236i,0.0081061-0.010927i
-0.073512-0.16442i,-0.22382-0.1814i,-0.28079-0.1177i,-0.21185-0.071909i,-0.15314-0.064187i,-0.12415-0.043169i,-0.087765-0.026297i,-0.056547-0.031085i,-0.031947-0.032142i,-0.013875-0.027436i,-0.0099261-0.015161i,-0.0070053+5.8675e-05i,-0.002094+0.0034901i,0.001007+0.0023982i,0.0061507+0.0057865i,0.0099685+0.0056218i,0.0047638-0.005945i,-0.0077125-0.022097i,-0.017663-0.026418i,-0.021117-0.016285i,-0.020549-0.0069729i,-0.015936-0.0014173i,-0.0076192+0.0052528i
0.16764+0.089702i,0.27239+0.042141i,0.25485+0.042432i,0.18344+0.14224i,0.17083+0.16858i,0.14575+0.081288i,0.076462+0.031019i,0.03878+0.044967i,0.022707+0.046668i,0.0095037+0.035598i,0.012811+0.021151i,0.012906+0.0045071i,0.0061608+0.0035683i,0.0084641+0.009785i,0.012125+0.0097157i,0.013011+0.01423i,0.01699+0.028738i,0.021171+0.037547i,0.020151+0.029008i,0.012756+0.01347i,0.0033626+0.0061574i,-0.0024463+0.0037165i,-0.0058841-0.0034425i
-0.18483+0.050683i,-0.19276+0.15645i,-0.098944+0.14759i,-0.032208-0.00026993i,-0.062091-0.078729i,-0.091998-0.027887i,-0.052027+0.0093705i,-0.011223-0.015003i,-0.0061138-0.039458i,-0.019253-0.038221i,-0.030653-0.017399i,-0.030023+0.0067978i,-0.026647+0.014374i,-0.022879+0.0091862i,-0.010701+0.0014028i,0.0014537-0.012528i,-0.00050742-0.031309i,-0.010229-0.039834i,-0.013223-0.03141i,-0.0048326-0.016411i,0.0089801-0.0062109i,0.017352-9.9336e-05i,0.017158+0.0073326i
0.12071-0.15815i,0.082957-0.2531i,0.047273-0.22132i,0.10187-0.10449i,0.16183-0.048844i,0.13809-0.054093i,0.083728-0.027528i,0.060351+0.0045563i,0.04795+0.014046i,0.033121+0.021255i,0.024383+0.023697i,0.023185+0.018895i,0.028535+0.012131i,0.027457+0.0010735i,0.012388-0.0061295i,-0.0014781-0.00023297i,0.001066+0.012815i,0.01369+0.022268i,0.018797+0.022689i,0.014432+0.014601i,0.0086749+0.0038515i,0.0034327-0.0027052i,0.0011392-0.004033i
0.022198+0.20174i,0.10389+0.21533i,0.11328+0.075077i,-0.030333-0.084585i,-0.16525-0.089078i,-0.14622-0.011245i,-0.083908-0.0053313i,-0.073443-0.022795i,-0.066895-0.011307i,-0.0398-0.0048241i,-0.01868-0.008497i,-0.012452-0.0071628i,-0.014989+0.0015466i,-0.014047+0.012966i,-0.0076575+0.0146i,-0.0090093+0.0053008i,-0.020924-0.0046801i,-0.030581-0.01503i,-0.02929-0.023679i,-0.023286-0.023816i,-0.019677-0.018907i,-0.01729-0.0156i,-0.0098916-0.013939i
-0.14151-0.14729i,-0.25328-0.11976i,-0.25385+0.010611i,-0.11049+0.093672i,0.026746+0.034992i,0.048745-0.032401i,0.033496-0.026754i,0.033331-0.012978i,0.027684-0.016591i,0.015194-0.018323i,0.011436-0.017107i,0.017297-0.021323i,0.021443-0.03236i,0.014619-0.03775i,0.0033688-0.027979i,0.0027331-0.010964i,0.012567+0.0039397i,0.018757+0.018022i,0.018237+0.030518i,0.014824+0.033496i,0.0088351+0.029984i,0.0025208+0.023558i,-0.0072919+0.015773i
0.20872+0.032452i,0.28223-0.044765i,0.17899-0.13308i,-0.02169-0.10065i,-0.10598+0.0091483i,-0.079248+0.042767i,-0.062639+0.023204i,-0.056224+0.019739i,-0.03817+0.022337i,-0.027515+0.018211i,-0.029931+0.019369i,-0.033174+0.026785i,-0.031682+0.033112i,-0.023427+0.033435i,-0.01048+0.025323i,-0.005293+0.014189i,-0.01+0.0050225i,-0.015466-0.0066423i,-0.019982-0.016241i,-0.022358-0.015061i,-0.017187-0.0074339i,-0.0056069+0.0017387i,0.0070611+0.0082949i
-0.19266+0.1166i,-0.20539+0.26326i,-0.04564+0.3351i,0.13404+0.24067i,0.14551+0.09638i,0.087369+0.031321i,0.076805+0.020614i,0.080367+0.0070635i,0.059224-0.0095173i,0.032114-0.0049189i,0.024063+0.0047151i,0.020243+0.00036941i,0.0085141-0.0064105i,-0.0023062-0.0080196i,-0.0081636-0.0046563i,-0.0059609+0.00043072i,0.0061425+0.0029133i,0.022122+0.0053882i,0.034035+0.0027261i,0.037474-0.0053983i,0.032864-0.013615i,0.022756-0.019773i,0.011818-0.020288i
0.091977-0.2254i,0.038533-0.37466i,-0.082125-0.36655i,-0.13253-0.21625i,-0.092101-0.096297i,-0.068947-0.03956i,-0.065874-0.0041015i,-0.045456+0.015053i,-0.018676+0.014327i,-0.0076359+0.0012642i,-0.013392-0.0020097i,-0.012757+0.011588i,0.00088143+0.021133i,0.013831+0.019081i,0.020762+0.0096146i,0.017767+0.00034831i,0.0032049-0.0061004i,-0.017262-0.011007i,-0.034701-0.0072281i,-0.037238+0.004272i,-0.025412+0.015601i,-0.011679+0.022268i,-0.0022186+0.021454i
0.071035+0.22447i,0.21432+0.30478i,0.30608+0.20123i,0.25415+0.037395i,0.16148-0.014359i,0.11591-0.012851i,0.089783-0.031287i,0.051573-0.048426i,0.0091411-0.03948i,-0.0076318-0.014105i,0.004874-0.0042459i,0.014759-0.012453i,0.012403-0.018696i,0.0055285-0.017359i,-0.0025926-0.013904i,-0.0082908-0.010473i,-0.0052293-0.0025161i,0.0099921+0.0050191i,0.025586+0.0020459i,0.027678-0.0086504i,0.017459-0.021095i,0.0033816-0.0301i,-0.0074648-0.030133i
-0.21772-0.16747i,-0.40059-0.16303i,-0.44585-0.07925i,-0.34537-0.032794i,-0.24912-0.041229i,-0.18259-0.018005i,-0.12286+0.016277i,-0.08094+0.017495i,-0.052536+0.0026713i,-0.038964-0.0094618i,-0.038496-0.00056733i,-0.029775+0.016723i,-0.016172+0.018582i,-0.0087102+0.009124i,-0.0040722+0.0030416i,-0.0012948+0.0004458i,-0.0073662-0.0062801i,-0.022288-0.0081174i,-0.028453+0.001545i,-0.020399+0.012616i,-0.0099189+0.019137i,0.00068266+0.022117i,0.010889+0.020883i
0.26305-0.0062099i,0.38698-0.10325i,0.33938-0.14807i,0.21772-0.075797i,0.16812-0.015835i,0.1469-0.0296i,0.10087-0.044095i,0.062336-0.02341i,0.042909+0.0051664i,0.040468+0.020894i,0.042372+0.0094934i,0.029633-0.012844i,0.013175-0.01956i,0.0034505-0.012625i,-0.0066203-0.0039203i,-0.012772+0.0050628i,-0.0038882+0.015284i,0.010117+0.01401i,0.0097125-0.0027912i,-0.0043928-0.016482i,-0.019436-0.018719i,-0.029491-0.015244i,-0.031974-0.0096646i
-0.2118+0.18137i,-0.25234+0.33317i,-0.19948+0.34335i,-0.16658+0.21092i,-0.18178+0.11585i,-0.16374+0.099189i,-0.10348+0.09066i,-0.056251+0.071597i,-0.03338+0.042966i,-0.032829+0.020634i,-0.033931+0.024161i,-0.020832+0.034677i,-0.0097702+0.033241i,-0.0044321+0.026592i,0.0050089+0.020367i,0.011857+0.011151i,0.0052515+0.0017018i,-0.006879+0.003278i,-0.0071741+0.013182i,0.0058754+0.018061i,0.021774+0.016691i,0.034283+0.011507i,0.038953+0.0053312i
0.075067-0.27113i,0.037846-0.40084i,0.0263-0.3503i,0.10624-0.19573i,0.17458-0.11856i,0.14443-0.11391i,0.090084-0.091398i,0.070612-0.066723i,0.055119-0.049597i,0.040631-0.034831i,0.026619-0.03364i,0.0080905-0.032749i,0.00064477-0.02673i,0.0034565-0.023069i,0.0027855-0.017756i,0.0022217-0.010956i,0.010674-0.0073791i,0.021729-0.010706i,0.019438-0.013725i,0.0043795-0.0081497i,-0.0075959+0.00092582i,-0.014175+0.0074445i,-0.018777+0.0086639i
0.12397+0.25609i,0.22923+0.32195i,0.21266+0.23037i,0.048052+0.10947i,-0.086844+0.093535i,-0.0901+0.11651i,-0.059971+0.09113i,-0.053751+0.053514i,-0.04859+0.023904i,-0.043526+0.0080481i,-0.031807+0.015018i,-0.011314+0.023243i,0.0018606+0.022652i,0.0057769+0.016326i,0.0061304+0.0043691i,6.7425e-05-0.0048749i,-0.013159-0.0055785i,-0.02027-0.0037883i,-0.013038-0.0057617i,0.00039525-0.010876i,0.010697-0.018192i,0.016794-0.026014i,0.018782-0.028445i
-0.25394-0.14032i,-0.37836-0.14248i,-0.30217-0.082715i,-0.074953-0.079414i,0.061448-0.14491i,0.055202-0.15589i,0.041239-0.11827i,0.038312-0.096936i,0.029312-0.070768i,0.026386-0.042966i,0.017268-0.032065i,0.00099986-0.024082i,-0.0099385-0.014933i,-0.015796-0.0063389i,-0.017759+0.00022301i,-0.012286+0.0029216i,-0.0029404-0.00097085i,-0.00032923-0.0040496i,-0.0051315+0.0010262i,-0.0076517+0.0087568i,-0.0084585+0.01541i,-0.013023+0.021665i,-0.018453+0.026374i
0.28635-0.045392i,0.37943-0.12543i,0.24337-0.15556i,0.0041208-0.05033i,-0.078251+0.084314i,-0.042502+0.10872i,-0.037366+0.092266i,-0.041188+0.098224i,-0.035828+0.08664i,-0.034153+0.0664i,-0.021111+0.055559i,-0.0014509+0.042162i,0.009165+0.027049i,0.010033+0.017262i,0.0092843+0.012256i,0.005931+0.012934i,-0.0011242+0.019411i,-0.0065912+0.021598i,-0.0081015+0.014968i,-0.008525+0.0058537i,-0.010908-0.0037057i,-0.0099271-0.012094i,-0.0038235-0.014974i
-0.20903+0.21054i,-0.24518+0.35147i,-0.11031+0.32415i,0.041026+0.11179i,0.04302-0.058902i,0.0056087-0.081825i,0.016135-0.074472i,0.017493-0.078788i,0.0081582-0.061787i,0.0093698-0.041587i,0.0050609-0.030294i,-0.0029821-0.018561i,-0.0053908-0.0099452i,-0.0012418-0.006364i,0.0017176-0.0039354i,0.0010555-0.0054712i,0.0031142-0.010221i,0.0064316-0.0083325i,0.010734-0.0020144i,0.016007+0.00046075i,0.019109+0.0026731i,0.019706+0.0074131i,0.018817+0.0081889i
0.038209-0.30163i,-0.019782-0.44673i,-0.13526-0.34414i,-0.16261-0.068929i,-0.079691+0.079662i,-0.031808+0.079361i,-0.023882+0.090213i,0.0058097+0.10058i,0.020931+0.069445i,0.01002+0.039819i,0.0062553+0.025505i,0.0087001+0.013443i,0.0069926+0.0034816i,0.0040262-0.0049809i,0.005618-0.0083076i,0.011749-0.0044493i,0.015723+0.00031574i,0.014338-0.0028663i,0.0053908-0.0093164i,-0.0071218-0.0072081i,-0.013627-0.0015951i,-0.014744-0.0016826i,-0.01291-0.0032321i
0.14412+0.27521i,0.29924+0.3734i,0.37443+0.23036i,0.26823-0.019241i,0.10638-0.098801i,0.048133-0.072901i,0.032987-0.095852i,-0.0040996-0.11055i,-0.01309-0.079364i,-0.0002557-0.052161i,0.00053719-0.037574i,-0.0026962-0.024778i,-0.003307-0.014974i,-0.0052424-0.0091532i,-0.012-0.0082381i,-0.022772-0.010241i,-0.027664-0.0097514i,-0.022114-0.0049612i,-0.011121-0.0010792i,0.00076143-0.0027689i,0.009607-0.0071611i,0.014063-0.0086512i,0.013157-0.0079612i
-0.28661-0.14541i,-0.48984-0.14761i,-0.48907-0.00052448i,-0.27063+0.13714i,-0.093741+0.1161i,-0.05516+0.072216i,-0.023133+0.090495i,0.024379+0.079314i,0.021887+0.040542i,0.00013764+0.031466i,-0.0037929+0.033442i,-0.0017866+0.028776i,-0.0035524+0.024652i,-0.0050245+0.02296i,0.0015755+0.021122i,0.014143+0.015911i,0.017996+0.0060711i,0.0092139-0.0017783i,-0.0012129-0.0013473i,-0.0067074+0.0065005i,-0.0091301+0.015382i,-0.013321+0.018505i,-0.012849+0.018331i
0.32699-0.05867i,0.50856-0.17945i,0.44239-0.30834i,0.19386-0.30521i,0.061148-0.18396i,0.052642-0.11422i,0.005129-0.11335i,-0.049916-0.081989i,-0.04721-0.044377i,-0.030052-0.035477i,-0.024842-0.028913i,-0.019379-0.018098i,-0.01028-0.011702i,-0.0028576-0.0075141i,-0.0062671-0.0025979i,-0.018735+0.0067843i,-0.02341+0.018718i,-0.016615+0.022592i,-0.0068877+0.014966i,0.00091831-4.2266e-05i,0.0034247-0.013997i,0.0038654-0.020714i,0.00077981-0.022399i
-0.24159+0.23175i,-0.34287+0.43962i,-0.26075+0.51588i,-0.08772+0.37955i,-0.034263+0.195i,-0.048936+0.13i,0.0034961+0.12734i,0.047413+0.085606i,0.030179+0.045367i,0.014933+0.036687i,0.018453+0.031011i,0.022353+0.022815i,0.02285+0.016376i,0.020342+0.0071698i,0.021947-0.004365i,0.029281-0.016573i,0.02879-0.025386i,0.017052-0.025071i,0.0040484-0.015626i,-0.0023148-0.0011875i,-0.00066331+0.012102i,0.0032431+0.020529i,0.0099944+0.023572i
0.063269-0.32701i,0.048916-0.55806i,-0.037895-0.58957i,-0.10056-0.39223i,-0.051267-0.19991i,-0.00093524-0.14795i,-0.040555-0.12103i,-0.059104-0.054124i,-0.023532-0.012153i,-0.0072023-0.0074861i,-0.011879-0.0068442i,-0.015766-0.0052041i,-0.017752-0.0040853i,-0.01697-0.0041454i,-0.018998-0.0004523i,-0.022566+0.012636i,-0.016355+0.025085i,-0.0011087+0.025976i,0.0098302+0.016273i,0.0090124+0.0014137i,0.0013326-0.012386i,-0.0059437-0.021184i,-0.014594-0.023506i
0.13344+0.31113i,0.26248+0.51148i,0.34669+0.51726i,0.28722+0.32138i,0.11865+0.16626i,0.034446+0.14307i,0.072063+0.10783i,0.079042+0.037486i,0.035353+0.0086527i,0.014762+0.0091975i,0.015585+0.0040244i,0.015581-0.0034067i,0.011091-0.0076273i,0.0058462-0.0063849i,0.0076087-0.0086384i,0.0082864-0.023519i,-0.0010688-0.037422i,-0.012868-0.03338i,-0.016454-0.016318i,-0.0095581+0.00096688i,0.0021922+0.012155i,0.013934+0.017135i,0.025748+0.017308i
-0.27724-0.17891i,-0.4856-0.299i,-0.55065-0.28798i,-0.38499-0.16314i,-0.14827-0.10968i,-0.064486-0.12973i,-0.089942-0.094775i,-0.070021-0.043671i,-0.022401-0.039771i,-0.011102-0.041542i,-0.017338-0.026032i,-0.017724-0.0074229i,-0.012981+0.0057853i,-0.0094516+0.011072i,-0.011053+0.019277i,-0.0091038+0.035713i,0.0035729+0.043392i,0.015647+0.032273i,0.018632+0.011138i,0.011228-0.0081347i,-0.0044757-0.01615i,-0.02075-0.014333i,-0.033409-0.007627i
0.32671+0.0020337i,0.56737+0.001974i,0.61593-0.028227i,0.40199-0.047849i,0.16665+0.018642i,0.097326+0.082177i,0.10472+0.051317i,0.06671+0.01134i,0.015184+0.017784i,0.0031019+0.024213i,0.0082569+0.015682i,0.0081825+0.0061901i,0.0024205-0.00077858i,-0.00093603-0.0037069i,0.002038-0.011134i,-0.0022458-0.024978i,-0.014677-0.030171i,-0.023574-0.02203i,-0.022754-0.0053399i,-0.010645+0.0098102i,0.0073607+0.013348i,0.023107+0.0095156i,0.03455+0.0016297i
-0.26538+0.17075i,-0.47372+0.28713i,-0.51189+0.31043i,-0.32743+0.19979i,-0.1506+0.033791i,-0.11251-0.047826i,-0.11468-0.014569i,-0.077361+0.01208i,-0.038633-0.0069554i,-0.027583-0.010236i,-0.020598+0.0080154i,-0.0074393+0.019178i,0.0071262+0.017696i,0.01415+0.0095613i,0.010018+0.010646i,0.013042+0.021472i,0.024963+0.024192i,0.029946+0.014173i,0.019284-0.0016287i,-0.0018496-0.011666i,-0.017026-0.0088121i,-0.024717+0.00066867i,-0.030772+0.010571i
0.11555-0.28113i,0.23049-0.47537i,0.26454-0.5004i,0.17025-0.31425i,0.079502-0.094512i,0.082072+0.0017265i,0.093208-0.013083i,0.061557-0.015497i,0.031903+0.018348i,0.021958+0.025486i,0.012207+0.0079305i,-0.00089465-0.0028854i,-0.012283-0.0021141i,-0.014151+0.0019486i,-0.0085447-0.0067i,-0.0136-0.020769i,-0.027415-0.019933i,-0.032259-0.0046047i,-0.020108+0.011342i,0.00082009+0.016179i,0.015389+0.006045i,0.02208-0.010646i,0.02439-0.024021i
0.053974+0.28412i,0.051257+0.49384i,0.014091+0.53387i,-0.0038875+0.34375i,-0.017078+0.11474i,-0.058381+0.024777i,-0.069438+0.039124i,-0.041479+0.030673i,-0.025587-0.011749i,-0.022706-0.028084i,-0.012577-0.019426i,0.0019629-0.013441i,0.011015-0.018297i,0.0075109-0.020817i,0.0021592-0.0061382i,0.012052+0.01021i,0.027268+0.0085556i,0.029674-0.0035787i,0.016115-0.010161i,-0.002998-0.0069128i,-0.012286+0.0033845i,-0.013083+0.016758i,-0.013267+0.028962i
-0.19306-0.19472i,-0.28253-0.367i,-0.25694-0.42577i,-0.15357-0.28529i,-0.049099-0.099816i,0.02444-0.039013i,0.044893-0.060075i,0.039194-0.049704i,0.043679-0.010134i,0.043753+0.0062716i,0.025711+0.0039955i,0.0038381+0.0056949i,-0.0069667+0.015264i,-0.0046978+0.018197i,-0.0046813+0.0035197i,-0.018425-0.009658i,-0.031736-0.0041038i,-0.028108+0.0069948i,-0.0095828+0.0093824i,0.00905+0.0018036i,0.012653-0.0096544i,0.0045099-0.018946i,-0.00019677-0.027166i
0.24972+0.044805i,0.39971+0.14141i,0.39922+0.20889i,0.25197+0.14892i,0.096479+0.046503i,0.0081902+0.027343i,-0.015013+0.056931i,-0.020253+0.046508i,-0.040327+0.013349i,-0.049445+0.01062i,-0.030586+0.019599i,-0.0083697+0.012397i,-0.0027006-0.0031402i,-0.0070268-0.0063355i,-0.0017102+0.006444i,0.01651+0.014712i,0.028345+0.0058463i,0.024363-0.0081895i,0.0079467-0.012165i,-0.0065085-0.003958i,-0.0063752+0.0079843i,0.0028222+0.015559i,0.0095098+0.020684i
-0.21494+0.094063i,-0.37851+0.087459i,-0.40725+0.014136i,-0.27248-0.027401i,-0.12431-0.012938i,-0.047827-0.020886i,-0.027716-0.050579i,-0.014773-0.049263i,0.0081726-0.033014i,0.014163-0.031262i,0.001358-0.02242i,-0.0046364+0.00017696i,0.0044547+0.016869i,0.012999+0.012449i,0.0040307-0.0055486i,-0.01662-0.011015i,-0.027521+0.001556i,-0.020961+0.013395i,-0.0076026+0.010549i,-0.0019602-0.0017625i,-0.0076003-0.0090782i,-0.015909-0.0093655i,-0.017993-0.011141i
