-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
0.11596-0.12752i,0.14291-0.2137i,0.094464-0.242i,0.017021-0.22389i,-0.00071952-0.21113i,0.03337-0.20342i,0.040681-0.16408i,0.016606-0.085014i,0.013791-0.037793i,0.015483-0.048851i,0.0084134-0.047319i,0.024956-0.029746i,0.041442-0.029525i,0.031766-0.023633i,0.01673-0.0040884i,0.013898+0.011169i,0.03037+0.010035i,0.04795-0.012234i,0.03356-0.033049i,-0.003029-0.02755i,-0.023246-0.012114i,-0.021766-0.0065016i,-0.016161-0.0034857i
-0.0042861+0.13006i,-0.0082089+0.14598i,-0.030553+0.075529i,-0.055242+0.0082615i,-0.044828+0.00011064i,-0.039219-0.0032927i,-0.050477-0.016668i,-0.030091-0.034251i,-0.0083389-0.042447i,-0.005622-0.024347i,0.0023013-0.011645i,0.0024479-0.020603i,-0.0096408-0.025392i,-0.017843-0.019275i,-0.019727-0.0053772i,-0.018435+0.0078353i,-0.026119+0.0062844i,-0.04578-0.0005321i,-0.052607+0.0080954i,-0.034023+0.025114i,-0.01606+0.030509i,-0.011166+0.025762i,-0.0038513+0.019118i
-0.065958-0.13499i,-0.12324-0.14061i,-0.13113-0.04456i,-0.11956+0.031873i,-0.13127+0.0011194i,-0.11298-0.049808i,-0.069523-0.058057i,-0.062219-0.040882i,-0.057357-0.012898i,-0.032593+0.00093886i,-0.025251-0.0015392i,-0.034891-0.0025479i,-0.033743-0.00013499i,-0.019494+0.0022928i,0.0010117+0.0052975i,0.025268+0.0093737i,0.039068+0.016363i,0.035316+0.027081i,0.02787+0.029723i,0.026433+0.018227i,0.02937+0.010479i,0.028291+0.0082658i,0.017914+0.0016807i
0.082785+0.082718i,0.097107+0.067705i,0.033445+0.0034351i,-0.022392-0.023963i,-0.013461+0.016413i,-0.033648+0.056597i,-0.065303+0.082416i,-0.02671+0.091978i,0.015843+0.060884i,0.012168+0.021151i,0.0015041+0.013012i,-0.0020748+0.029131i,-0.005091+0.040528i,-0.0054551+0.033771i,-0.0036616+0.01064i,-0.0064199-0.026444i,-0.015108-0.056041i,-0.01679-0.057512i,-0.0090417-0.041139i,-0.0047033-0.025181i,-0.0019769-0.016713i,0.0038942-0.0099575i,0.0071955-0.0037267i
-0.14453+0.0083248i,-0.17103+0.099395i,-0.081006+0.22016i,0.045858+0.26716i,0.11747+0.19984i,0.15688+0.090044i,0.13514-0.0020293i,0.046447-0.042737i,-0.001481-0.039186i,-0.0038441-0.035445i,-0.0094376-0.026914i,0.0048431-0.0094375i,0.028525-0.0099851i,0.027887-0.015292i,0.013976-0.0058599i,0.00019441+0.010808i,-0.0055936+0.017824i,-0.0036192+0.0078194i,-0.0074549-0.0020237i,-0.013669+0.0020763i,-0.012617+0.0069942i,-0.0092553+0.0047858i,-0.0060317+0.004404i
0.1345-0.056929i,0.16988-0.14212i,0.10994-0.22837i,0.0061874-0.27563i,-0.094426-0.26408i,-0.17256-0.17307i,-0.15663-0.043762i,-0.055705+0.025254i,0.0032568+0.0073622i,-0.005401-0.018168i,-0.0088781-0.014777i,-0.0036957-0.016768i,-0.01431-0.016748i,-0.016168-0.00063003i,-0.0035465+0.004268i,-0.0076888-0.0024948i,-0.031204-0.0019935i,-0.050403+0.0049465i,-0.042309+0.013637i,-0.0079523+0.012652i,0.017606+0.00020378i,0.01728-0.0050012i,0.010755+0.00045655i
-0.062588+0.12606i,-0.03843+0.2256i,0.066422+0.24709i,0.13773+0.17918i,0.11204+0.11678i,0.072289+0.084736i,0.056974+0.050057i,0.031642+0.010603i,-0.0073933+0.0035917i,-0.029648+0.038499i,-0.023147+0.059312i,-0.010774+0.045417i,-0.00482+0.026289i,-0.0033132+0.0095111i,-0.011848+0.00061063i,-0.01313+0.017929i,0.0013374+0.050096i,0.014161+0.07224i,0.019105+0.065214i,0.01486+0.033026i,0.0067735+0.0085259i,0.0092898-0.00096635i,0.014919-0.01342i
0.051354-0.15265i,0.018113-0.28593i,-0.077907-0.34042i,-0.18275-0.28022i,-0.21141-0.14582i,-0.1492-0.0052342i,-0.054972+0.069831i,0.0051586+0.071737i,0.026214+0.040671i,0.03344+0.0072623i,0.026674-0.0055547i,0.011292+0.0045085i,0.0036378+0.017384i,0.0033528+0.0222i,0.0060981+0.021227i,0.013625+0.010269i,0.027479-0.010285i,0.037707-0.027025i,0.029655-0.030415i,0.0059865-0.020899i,-0.011064-0.0099422i,-0.014023-0.0085814i,-0.015412-0.0099036i
0.020562+0.14362i,0.064411+0.20824i,0.085444+0.19288i,0.10088+0.14169i,0.16251+0.10107i,0.21577+0.041102i,0.19339-0.040397i,0.11765-0.086772i,0.052491-0.062761i,0.034476-0.022459i,0.042012-0.01597i,0.047472-0.020766i,0.048921-0.019421i,0.03782-0.015488i,0.022591-0.0034476i,0.017922+0.0053871i,0.0164-0.0013998i,0.011784-0.015584i,0.0053094-0.023066i,-0.00066348-0.013937i,-0.0056784+6.5343e-05i,-0.011334+0.0068277i,-0.013675+0.014389i
-0.11138-0.12189i,-0.21372-0.16023i,-0.25735-0.11763i,-0.23385-0.043299i,-0.18654-0.017768i,-0.1133-0.058902i,-0.061662-0.093975i,-0.046864-0.0674i,-0.020896-0.041438i,-0.0035117-0.050822i,-0.015421-0.052744i,-0.025398-0.045547i,-0.025344-0.040052i,-0.011948-0.02701i,0.0080373-0.01647i,0.011953-0.014866i,0.0012036-0.013704i,-0.011522-0.0078161i,-0.013176+0.0039707i,0.0043138+0.011959i,0.022144+0.0098246i,0.020058+0.006845i,0.010627+0.0073417i
0.1097+0.077123i,0.15509+0.1047i,0.12617+0.11295i,0.086874+0.079125i,0.059116+0.0037019i,-0.012557-0.033013i,-0.06889-0.016057i,-0.058952+8.6381e-06i,-0.042365+0.0064516i,-0.039393+0.014051i,-0.031799+0.018306i,-0.021061+0.01887i,-0.01317+0.014538i,-0.013474+0.0029631i,-0.013306-0.010743i,-0.011399-0.019323i,-0.017389-0.013558i,-0.026057+0.00038883i,-0.027251+0.0057607i,-0.023053+0.0013662i,-0.016295-0.00046296i,-0.00051957+0.004425i,0.01847+0.0043728i
-0.11611+0.02658i,-0.12758+0.078619i,-0.045169+0.096705i,0.026224+0.08264i,0.025999+0.078964i,0.012155+0.056376i,-0.0050045+0.019652i,-0.019439+0.0046174i,-0.0034561+0.0019951i,0.0059172+0.0028918i,-0.0099067+0.01459i,-0.025585+0.025537i,-0.027481+0.025821i,-0.017878+0.017874i,-0.013421+0.012467i,-0.012074+0.018897i,0.0030142+0.023076i,0.021141+0.017331i,0.023626+0.013252i,0.01495+0.012936i,0.0059782+0.01116i,-0.00046167+0.0055988i,-0.0067897-0.00095594i
0.10545-0.054353i,0.11859-0.10106i,0.067826-0.096735i,0.01986-0.086846i,0.0066331-0.092182i,0.0042429-0.042242i,0.016564+0.034381i,0.03496+0.055066i,0.027322+0.027472i,0.013769-0.0036598i,0.019731-0.014134i,0.030798-0.0076319i,0.022866+0.0042171i,0.0026336+0.018399i,-0.0023458+0.02321i,0.003561+0.0091724i,-0.0025375-0.012436i,-0.013335-0.026564i,-0.013336-0.029408i,-0.0047731-0.023248i,0.0047638-0.01234i,0.009656-0.0043971i,0.0094886-0.0008136i
-0.03725+0.096393i,0.026583+0.11213i,0.10831+0.036853i,0.12467-0.033064i,0.085496-0.03385i,0.04314-0.042313i,0.0021499-0.069537i,-0.019054-0.068045i,-0.0012025-0.045903i,0.012815-0.020815i,0.010643-0.0016065i,0.015975+0.0038215i,0.030676-0.0020108i,0.039987-0.012466i,0.033015-0.018147i,0.018486-0.011018i,0.0060373+0.0053025i,-0.0019522+0.015664i,-0.0022809+0.015061i,0.0049314+0.0088163i,0.013111-0.0011221i,0.012981-0.0085021i,0.0083432-0.007194i
-0.024014-0.13974i,-0.12065-0.18362i,-0.22073-0.13648i,-0.25797-0.068865i,-0.24486-0.031459i,-0.18898+0.022888i,-0.088508+0.074188i,-0.017939+0.06581i,-0.020923+0.024216i,-0.038843-0.0022536i,-0.037562-0.0069793i,-0.030432-0.00083295i,-0.025898+0.0082104i,-0.020089+0.016332i,-0.013276+0.014572i,-0.013127+0.0046798i,-0.01581+0.0010965i,-0.01943+0.0052538i,-0.024829+0.010899i,-0.0259+0.011044i,-0.020299+0.0051146i,-0.011175-0.00017366i,-0.00088092-0.0064948i
0.064342+0.084984i,0.13691+0.075717i,0.16192-0.0025684i,0.13082-0.046752i,0.10712-0.020203i,0.094745+0.00054135i,0.065489-0.013572i,0.04135-0.020326i,0.031581-0.0093092i,0.020925+0.007752i,0.017146+0.010577i,0.018154-0.0091046i,0.015978-0.033061i,0.0067912-0.043551i,-0.0077417-0.030301i,-0.013986-0.0018025i,-0.0065965+0.020368i,0.0069619+0.031553i,0.017186+0.033527i,0.015949+0.027231i,0.004389+0.017601i,-0.0078374+0.0082929i,-0.017363+0.0033918i
-0.12968-0.047874i,-0.24391+0.0048487i,-0.29038+0.10896i,-0.23897+0.17629i,-0.1376+0.16973i,-0.031353+0.12276i,0.028782+0.065546i,0.0092223+0.021108i,-0.021496+0.0059719i,-0.015826-0.003632i,-0.009127-0.0065154i,-0.011841+0.0091978i,-0.018795+0.028403i,-0.022187+0.041224i,-0.0056444+0.040565i,0.019768+0.024286i,0.037019-0.00010461i,0.043394-0.027039i,0.03638-0.040759i,0.025612-0.031459i,0.018364-0.013191i,0.012558+0.0018822i,0.0096139+0.011945i
0.13378+0.030033i,0.22226-0.01261i,0.24499-0.074937i,0.2054-0.11875i,0.1473-0.14345i,0.081764-0.15345i,0.026886-0.13201i,0.025373-0.079346i,0.038277-0.028766i,0.026884+0.0022113i,0.015093+0.0083742i,0.010191-0.0051301i,0.0079748-0.017445i,0.010896-0.01975i,0.010316-0.018955i,0.00067347-0.01862i,-0.012954-0.016939i,-0.024465-0.010741i,-0.023603-0.0056173i,-0.013167-0.0097181i,-0.0054364-0.014971i,-0.0015772-0.014453i,0.0010466-0.0094336i
-0.13097+0.051058i,-0.18366+0.13603i,-0.16884+0.21256i,-0.10174+0.22444i,-0.055353+0.17468i,-0.050011+0.11079i,-0.056514+0.066775i,-0.059083+0.037291i,-0.037926+0.0076988i,-0.012702-0.011796i,-0.0095075-0.0068202i,-0.01212+0.015224i,-0.006259+0.034769i,0.0041975+0.037071i,0.0085261+0.024794i,0.0041418+0.011257i,-0.0031087+0.0029112i,-0.0089314-0.00080755i,-0.014884+0.0024415i,-0.017182+0.012672i,-0.0098205+0.020379i,-0.00029121+0.019263i,0.0082082+0.0091917i
0.11219-0.086798i,0.16807-0.17111i,0.17084-0.23993i,0.10365-0.26238i,0.018054-0.22429i,-0.01489-0.13714i,0.012675-0.051904i,0.05042-0.0096411i,0.050229+0.0016049i,0.032542+0.0026291i,0.028878-0.0034011i,0.028297-0.017229i,0.018929-0.031453i,0.0067597-0.036964i,-0.0042866-0.029574i,-0.015245-0.013036i,-0.024408+0.0070155i,-0.027111+0.021533i,-0.021234+0.023392i,-0.012695+0.016138i,-0.0083655+0.00743i,-0.0057859+0.0036886i,-0.005535+0.0037336i
-0.047497+0.088278i,-0.060697+0.1431i,-0.047243+0.15931i,-0.0078731+0.14803i,0.025219+0.12957i,0.021906+0.090985i,-0.015763+0.029077i,-0.051823-0.019722i,-0.049256-0.035862i,-0.028332-0.031024i,-0.022393-0.016951i,-0.01989+0.0043808i,-0.0063984+0.018466i,0.0044863+0.017847i,0.009741+0.015769i,0.024094+0.017227i,0.047284+0.01281i,0.061534-0.0002442i,0.05665-0.011774i,0.04384-0.014565i,0.033415-0.012035i,0.023359-0.0074781i,0.0131-0.0017975i
0.01102-0.11158i,0.0061564-0.18271i,-0.018957-0.218i,-0.074505-0.20541i,-0.10432-0.15368i,-0.057362-0.08978i,0.016733-0.038582i,0.04427+0.0018294i,0.02489+0.0201i,-0.0057669+0.0058126i,-0.020051-0.011278i,-0.01757-0.0201i,-0.021097-0.023406i,-0.029194-0.013756i,-0.026045-0.0066642i,-0.020064-0.015663i,-0.027084-0.026326i,-0.041907-0.02363i,-0.046645-0.010141i,-0.037157-0.001532i,-0.02314-0.0045812i,-0.010509-0.012063i,-0.0023671-0.015758i
0.019659+0.079074i,0.012979+0.11433i,-0.0049549+0.12269i,0.0075654+0.11576i,0.028721+0.095761i,-0.01472+0.065691i,-0.086274+0.042906i,-0.089158+0.015584i,-0.042205-0.0089949i,-0.0077542-0.0016117i,0.0051785+0.020099i,0.012641+0.029816i,0.023159+0.024628i,0.02777+0.013047i,0.017741+0.0053314i,0.003494+0.0049399i,-0.0024826+0.0089381i,-0.0011623+0.012866i,0.0026621+0.014669i,0.0067982+0.014985i,0.0069237+0.015594i,0.0029172+0.015278i,0.0043164+0.012417i
-0.055013-0.04885i,-0.078782-0.059078i,-0.081251-0.041979i,-0.089622-0.017098i,-0.078786+0.0018736i,0.0059011+0.023044i,0.10391+0.037843i,0.11637+0.045789i,0.070638+0.040064i,0.029893+0.022024i,0.01078+0.013752i,0.0019112+0.0080589i,-0.013094+0.0036974i,-0.018845+0.010405i,-0.0091385+0.013337i,-0.0060303+0.0061739i,-0.014667+0.0043342i,-0.019911+0.010424i,-0.013294+0.013053i,-0.0054933+0.008426i,-0.0040173+0.0038566i,-0.0046857+0.0026563i,-0.0094018-0.00026898i
0.055019+0.029802i,0.059383+0.036216i,0.037675+0.036574i,0.042695+0.026472i,0.055632-0.005226i,0.005651-0.045474i,-0.058341-0.060505i,-0.058163-0.066346i,-0.031042-0.061202i,-0.011891-0.037639i,0.0038656-0.024886i,0.012317-0.023256i,0.02098-0.02025i,0.026835-0.020842i,0.021314-0.015009i,0.019155+0.0063774i,0.032929+0.025901i,0.05046+0.025476i,0.052447+0.0071093i,0.038116-0.010513i,0.022357-0.016613i,0.010244-0.014543i,0.0023648-0.0079102i
-0.043863+0.02262i,-0.035228+0.054298i,0.020432+0.070657i,0.044379+0.058827i,0.026435+0.047141i,0.062765+0.032378i,0.10163-0.003724i,0.05563-0.010075i,0.00010008+0.0049631i,-0.016125-0.0019565i,-0.020013-0.010445i,-0.020797-0.0058652i,-0.025073+0.0044115i,-0.027763+0.013953i,-0.017487+0.008863i,-0.0038655-0.014391i,-0.002231-0.040177i,-0.0126-0.051919i,-0.023647-0.038753i,-0.023277-0.010861i,-0.011307+0.006343i,0.0014277+0.0077723i,0.0053692+0.0057887i
0.037892-0.045281i,0.025774-0.084389i,-0.031457-0.096236i,-0.062764-0.082761i,-0.068291-0.079744i,-0.13175-0.065413i,-0.16791-0.019729i,-0.097462-0.0027504i,-0.027756-0.0072382i,-0.009517+0.0094583i,-0.0045608+0.021478i,0.00038442+0.017007i,0.010638+0.0043525i,0.014653-0.013495i,0.00015934-0.018023i,-0.018043-0.0034139i,-0.022884+0.013431i,-0.018583+0.018353i,-0.011652+0.011122i,-0.0059397+0.0010588i,-0.0094386-0.002645i,-0.016219+0.0041556i,-0.010455+0.011475i
-0.0053625+0.057788i,0.046096+0.10177i,0.1291+0.084553i,0.14443+0.037756i,0.11097+0.048136i,0.12768+0.073364i,0.12664+0.063334i,0.066205+0.064762i,0.032463+0.066969i,0.029578+0.040616i,0.01549+0.023305i,0.0018321+0.021724i,-0.0073769+0.021972i,-0.010471+0.027966i,-0.0011415+0.028306i,0.0063182+0.012296i,-0.0016958-0.0094743i,-0.014421-0.016596i,-0.017046-0.0079304i,-0.0096589+0.0020649i,0.004465+0.0081765i,0.01966+0.0075566i,0.021885-0.0019558i
-0.015488-0.070068i,-0.091993-0.13127i,-0.18814-0.11839i,-0.20441-0.068167i,-0.16036-0.072663i,-0.13442-0.074555i,-0.083236-0.050108i,-0.0081496-0.055864i,0.019426-0.062062i,0.019008-0.043703i,0.02373-0.030514i,0.025163-0.023749i,0.022977-0.0177i,0.017342-0.016257i,0.0068284-0.0076667i,-0.00087713+0.019257i,0.0032237+0.050793i,0.011684+0.059322i,0.011068+0.041376i,0.0017504+0.016797i,-0.0083004-0.0015068i,-0.014747-0.01024i,-0.01434-0.010747i
0.038573+0.065769i,0.1352+0.095319i,0.21457+0.050486i,0.19968-0.006901i,0.16291+0.0063057i,0.16185+0.017386i,0.11815-0.0085992i,0.036368-0.014224i,0.0043922-0.0139i,0.004552-0.027897i,-0.0013481-0.026956i,-0.0043467-0.013707i,-0.0043575-0.0043083i,-0.0020425+0.0023978i,0.0078645+0.00052083i,0.020341-0.017892i,0.021081-0.040482i,0.0088803-0.04355i,-0.0010022-0.020555i,0.0041504+0.0065511i,0.018792+0.015529i,0.024492+0.0082916i,0.015748+0.0010935i
-0.070338-0.045647i,-0.19781-0.055649i,-0.2929+0.0042256i,-0.27917+0.058479i,-0.23612+0.036371i,-0.20652+0.0021399i,-0.14114+0.0033245i,-0.057681+0.0013734i,-0.027661-0.010645i,-0.037897-0.011693i,-0.038692-0.0061947i,-0.02365-0.0029873i,-0.0080491-0.0065274i,-0.0011459-0.013022i,-0.002671-0.011624i,-0.0061892+0.0013939i,-0.0028372+0.017364i,0.0059051+0.024332i,0.010859+0.015984i,0.0040409+0.00018794i,-0.014097-0.0059462i,-0.028956+0.0026422i,-0.026609+0.01347i
0.073592+0.036845i,0.19044+0.024029i,0.26599-0.031495i,0.24126-0.069655i,0.18988-0.050393i,0.13589-0.019571i,0.048555-0.00015537i,-0.020717+0.023525i,-0.028174+0.034367i,-0.015961+0.029706i,-0.010776+0.023311i,-0.0079267+0.013019i,-0.0079002+0.0044768i,-0.0066984+0.0056834i,-0.00060405+0.0039044i,0.0038028-0.011565i,0.0017745-0.0286i,0.0013803-0.033022i,0.0073538-0.023996i,0.016424-0.01157i,0.027498-0.005277i,0.037182-0.0050378i,0.037707-0.0091647i
-0.085044-0.013328i,-0.19882+0.033465i,-0.26865+0.10953i,-0.23753+0.14938i,-0.16882+0.12755i,-0.094567+0.080233i,0.0064936+0.037012i,0.067416-0.0063658i,0.048082-0.019466i,0.018918+0.00078991i,0.015337+0.017486i,0.013479+0.021234i,0.0034359+0.02023i,-0.0044981+0.015272i,-0.01007+0.010519i,-0.017666+0.016482i,-0.018627+0.024865i,-0.014989+0.018957i,-0.016937+0.0049322i,-0.021957-0.0013664i,-0.025574+4.4036e-05i,-0.025791+0.00080055i,-0.02141-0.0014475i
0.080782+0.010261i,0.18596-0.039396i,0.26191-0.11491i,0.24633-0.16306i,0.1796-0.15101i,0.10625-0.095004i,0.025476-0.038028i,-0.016395+0.0011522i,-0.0027753+0.016189i,0.018286+0.012259i,0.021027-0.001237i,0.011482-0.013242i,0.0039414-0.015855i,0.0044755-0.011956i,0.0090697-0.0096064i,0.011211-0.014528i,0.0036961-0.018826i,-0.0058687-0.012997i,-0.0039303-0.0025027i,0.0091828+0.0016307i,0.021669-0.0032221i,0.020819-0.0113i,0.0095152-0.011852i
-0.078057+0.0085063i,-0.1586+0.062302i,-0.21572+0.13641i,-0.1916+0.17535i,-0.12631+0.15424i,-0.069282+0.090992i,-0.021177+0.02031i,-0.0056552-0.019943i,-0.0094187-0.027119i,-0.0042694-0.026907i,0.0010121-0.019114i,0.0055628+0.000942i,0.01256+0.016415i,0.01367+0.017641i,0.0054544+0.014597i,-0.0033975+0.018749i,-0.0030415+0.023737i,-0.0026751+0.016475i,-0.010647+0.0027863i,-0.020694-0.0040896i,-0.029601+0.00095908i,-0.031239+0.014388i,-0.02502+0.022182i
0.060018-0.015363i,0.13567-0.072857i,0.18287-0.16405i,0.14588-0.22294i,0.071288-0.2045i,0.018975-0.13151i,-0.018704-0.054112i,-0.023858-0.0081255i,-0.00468+0.0045522i,0.00083047-0.00010708i,-0.006612-0.0085622i,-0.011496-0.013362i,-0.010717-0.015831i,-0.0085308-0.014576i,-0.0050197-0.0087216i,0.0012893-0.0053648i,0.006875+0.00023892i,0.011484+0.011731i,0.014854+0.017891i,0.014356+0.012794i,0.014875+0.0037435i,0.019444-0.0030753i,0.024358-0.0038092i
-0.064003-0.001357i,-0.13719+0.043404i,-0.18481+0.1216i,-0.15128+0.17662i,-0.074471+0.17324i,-0.0088693+0.13159i,0.038939+0.08274i,0.050319+0.042589i,0.027682+0.011i,0.0039379-0.003402i,-0.00281+0.0051457i,0.0040615+0.01407i,0.0079352+0.010236i,0.0042375+0.0046203i,0.00091763+0.0044758i,0.00073404+0.0049391i,-0.00048654-0.0029773i,-0.0078404-0.01489i,-0.018405-0.013974i,-0.022405+0.0049048i,-0.016145+0.022626i,-0.0037571+0.02223i,0.0056437+0.010402i
0.071816-0.0045589i,0.13761-0.051481i,0.15971-0.13452i,0.094274-0.18721i,0.012287-0.1782i,-0.024295-0.13273i,-0.03579-0.079136i,-0.031338-0.034237i,-0.015011-0.0039258i,-0.0059864+0.0081764i,-0.0033838+0.0029428i,-0.0033863-0.008336i,-0.0039358-0.013002i,-0.000399-0.010836i,0.0054069-0.0077385i,0.011036-0.0060059i,0.018414+0.00086551i,0.026792+0.013312i,0.035095+0.017888i,0.042165+0.0070999i,0.039812-0.0082317i,0.02365-0.016169i,0.0054745-0.016489i
-0.077939-0.0040629i,-0.1572+0.04252i,-0.18379+0.12663i,-0.11749+0.18533i,-0.028673+0.17477i,0.013533+0.1156i,0.023993+0.044382i,0.017361-0.010732i,0.0044223-0.034393i,0.0016366-0.030018i,0.0030893-0.011886i,0.0018322+0.0032002i,-0.0034002+0.0097228i,-0.0080233+0.01324i,-0.0080908+0.013617i,-0.0094211+0.0052378i,-0.016674-0.012938i,-0.024666-0.028917i,-0.026071-0.02967i,-0.023099-0.021131i,-0.017887-0.013476i,-0.010422-0.0084937i,-0.0058876-0.005708i
0.092099-0.0073319i,0.17092-0.051674i,0.18487-0.11817i,0.10148-0.14957i,0.0074894-0.13124i,-0.023666-0.096248i,-0.01827-0.055153i,-0.0024734-0.0096031i,0.0094573+0.016126i,0.0063562+0.013422i,-0.0017604-0.0017194i,-0.0074495-0.010418i,-0.0071292-0.0088205i,-0.0036116-0.0070229i,-0.0019084-0.0083259i,-0.0013089-0.0051113i,0.0020942+0.008496i,0.011169+0.020197i,0.017777+0.015496i,0.014447+0.00092858i,0.0051267-0.010448i,-0.0047259-0.010586i,-0.0088051-0.00079082i
-0.10694+0.02544i,-0.19044+0.081073i,-0.19442+0.14733i,-0.091924+0.16121i,-0.00069467+0.12415i,0.0014265+0.097547i,-0.025027+0.0803i,-0.034672+0.040424i,-0.033065+0.0023276i,-0.022283-0.0056825i,-0.01033+0.006412i,-0.0020971+0.015605i,0.0022042+0.014351i,0.003583+0.010371i,0.0038008+0.0082783i,-0.00015731+0.0036548i,-0.013009-0.009848i,-0.031873-0.021738i,-0.041709-0.013845i,-0.036948+0.0074953i,-0.024851+0.022107i,-0.011069+0.02228i,-0.00010339+0.013985i
0.117-0.040122i,0.20691-0.10515i,0.21666-0.16539i,0.12002-0.16449i,0.032278-0.12058i,0.025215-0.095698i,0.038364-0.083978i,0.031323-0.047606i,0.01854-0.0069737i,0.0065697+0.0071604i,-0.00019864+0.0036351i,0.0024569+0.00019657i,0.010277+0.0017116i,0.014675+0.0029198i,0.011461+0.00030384i,0.0077678+0.0059935i,0.015749+0.026496i,0.031863+0.04212i,0.041342+0.033497i,0.037258+0.010757i,0.024036-0.00068036i,0.010651+0.0037196i,0.0034497+0.0084714i
-0.11466+0.068063i,-0.20096+0.1473i,-0.20296+0.18671i,-0.10957+0.14236i,-0.036525+0.080882i,-0.03059+0.075747i,-0.027379+0.083285i,-0.01192+0.049305i,-0.0034792+0.009423i,0.0033456-0.00082834i,0.0089171+0.0041036i,0.005907+0.0071392i,-0.0053657+0.0030123i,-0.014218-0.0012295i,-0.012268+0.00067224i,-0.0048373-0.0025353i,-0.0065201-0.016352i,-0.017393-0.026557i,-0.025434-0.022019i,-0.022557-0.0082161i,-0.0078936-0.0012386i,0.011365-0.0053602i,0.020763-0.011497i
0.11456-0.10391i,0.1919-0.20576i,0.18557-0.25411i,0.085487-0.19239i,0.019844-0.10208i,0.03347-0.076596i,0.043714-0.068744i,0.031859-0.020826i,0.027601+0.016563i,0.022617+0.0072909i,0.011894-0.013025i,0.0085459-0.020974i,0.012878-0.019903i,0.015251-0.018171i,0.0080915-0.016904i,-0.00049927-0.0066368i,0.007202+0.0083805i,0.022279+0.015077i,0.026461+0.0091089i,0.019574-0.0016415i,0.010009-0.0081839i,0.00083691-0.010647i,-0.0078338-0.0076894i
-0.083216+0.12712i,-0.14977+0.24184i,-0.15677+0.27775i,-0.096741+0.18562i,-0.05983+0.073743i,-0.073228+0.044693i,-0.069916+0.041934i,-0.044149+0.0021346i,-0.027871-0.026778i,-0.015201-0.016371i,-0.0055939+0.0022775i,-0.0060648+0.010744i,-0.012643+0.012118i,-0.015143+0.015105i,-0.0061949+0.017134i,0.0030748+0.0047941i,-0.0053774-0.016443i,-0.023878-0.02703i,-0.031442-0.015954i,-0.025002+0.0039516i,-0.016888+0.00879i,-0.015898-0.00026483i,-0.013536-0.0075779i
0.053556-0.15695i,0.094259-0.28777i,0.087844-0.31605i,0.04004-0.19221i,0.034932-0.064001i,0.07906-0.045493i,0.097036-0.06119i,0.079866-0.038088i,0.051776-0.016754i,0.013441-0.019617i,-0.01368-0.019998i,-0.014798-0.014187i,-0.0026539-0.0094452i,0.0042675-0.0069034i,-0.0010301-0.0040523i,-0.0083201+0.0080097i,-0.0023685+0.025572i,0.014199+0.032438i,0.024806+0.020548i,0.022596+0.0017895i,0.010264-0.0032428i,-0.0024355+0.010509i,-0.0094738+0.021983i
-0.017338+0.17342i,-0.037525+0.31515i,-0.035167+0.34848i,-0.019664+0.21757i,-0.048623+0.077652i,-0.10359+0.04754i,-0.11724+0.056146i,-0.093408+0.029252i,-0.058105+0.0025711i,-0.020202+0.0029247i,0.0048838+0.0089987i,0.009292+0.011895i,0.0014602+0.012645i,-0.0031936+0.012468i,0.0040582+0.0093475i,0.01219-0.0048067i,0.0068045-0.022176i,-0.008491-0.026112i,-0.019124-0.014428i,-0.016895+0.00088808i,-0.0044379+0.011181i,0.011878+0.013071i,0.022621+0.0081811i
-0.025306-0.16701i,-0.038472-0.30649i,-0.037511-0.32671i,-0.010343-0.18543i,0.048072-0.050616i,0.094377-0.032612i,0.083472-0.051533i,0.046395-0.031609i,0.018595-0.0044078i,0.00054919+0.0023516i,-0.0087962+0.0020133i,-0.0083851-0.00013085i,-0.00026781-0.0055807i,0.0064477-0.010118i,0.00053124-0.009679i,-0.0097178+0.0011601i,-0.0068575+0.016293i,0.0043687+0.019955i,0.0095849+0.010371i,0.0088137+0.0016555i,0.011649-0.0011069i,0.016282-0.0065599i,0.011397-0.010972i
0.067049+0.15776i,0.11331+0.29008i,0.12109+0.30477i,0.067243+0.1584i,-0.019594+0.027369i,-0.080427+0.014386i,-0.081333+0.036361i,-0.053943+0.025551i,-0.03279+0.0097278i,-0.012274+0.0095564i,0.0081515+0.0083806i,0.014656+0.0045989i,0.0094049+0.0066388i,0.0056746+0.011822i,0.011426+0.011591i,0.01817-0.0021007i,0.010834-0.019391i,-0.0050964-0.020689i,-0.012102-0.0055426i,-0.0051013+0.0031802i,0.001029-0.0069503i,-0.0045076-0.019944i,-0.0079072-0.021503i
