-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
-0.00030522+0.00012302i,-0.0014013+0.0014822i,-0.0018986+0.00094573i,-0.0015715+0.00024746i,-0.0020317-0.00053953i,-0.0022416-0.00077626i,-0.0011937-0.00082921i,-0.00052929-0.0005857i,-0.00078767+0.00051988i,-0.00063541+0.0014327i,0.00032801+0.00093508i,0.0010418+0.0003525i,0.00095229-0.00043516i,0.00058239-0.0010411i,0.00085618-0.00089706i,0.001349-0.00036162i,0.0010354-0.00050694i,0.000442-0.00042202i,0.00052149-0.00025641i,0.0012473-0.0010424i,0.0016066-0.0017167i,0.0014704-0.0016591i,0.00070606-0.0015583i
0.001309+0.00013749i,0.00056179-0.0006901i,0.00014264-0.0021687i,-0.0007168-0.0022029i,-0.0025754-0.0020669i,-0.0019711-0.0014472i,-0.0011187-0.00078266i,-0.00088753-0.00074998i,-0.00093914-3.0209e-05i,-0.0013628+0.00092143i,-0.00082298+0.0013084i,-6.2946e-05+0.0017345i,0.00010787+0.0017866i,0.00054435+0.001468i,0.00088509+0.0010318i,0.0012644+0.00087512i,0.001187+0.00055822i,0.00038327+0.0002978i,0.00020115+0.00072151i,0.00073689+0.0011334i,0.0012564+0.0010742i,0.0013423+0.00096964i,0.0013649-3.6138e-05i
-0.0040915+0.0018136i,-0.0039411+0.0015216i,-0.0030414+0.0027241i,-0.0019675+0.0038172i,-0.0015267+0.0023525i,-0.00019417+0.00046108i,0.0015922-0.00028855i,0.0021601-0.0009356i,0.00077052-0.0010085i,-5.251e-05-0.00034096i,-1.4611e-05+0.0001749i,-0.00037479+0.00057789i,-0.0004377+0.0013102i,-0.00032358+0.001616i,-0.00081378+0.001103i,-0.0010218+0.00036031i,-0.00047453+0.00057608i,-0.00017544+0.0013651i,-0.00033561+0.0012252i,-0.00015134+0.0011889i,-0.00082723+0.0018444i,-0.0013674+0.0017995i,-0.00072195+0.00084501i
0.0015582+0.00271i,0.0018936+0.0017277i,0.0022174+0.00065326i,0.0011717-0.0013769i,-0.00094634-0.0030792i,-0.0020991-0.0024077i,-0.001751-0.00055074i,-0.00063929-0.00099895i,0.00047852-0.0010662i,0.0011184-0.00042138i,0.0011348-0.00026876i,0.0002901+0.00018566i,-0.00064646+0.0007278i,-0.001017+0.0011307i,-0.0016344+0.00071569i,-0.001835-4.9575e-06i,-0.00083104-0.0004378i,-0.0004342-0.00036797i,-0.00030604-0.00044548i,1.4053e-06-0.00073704i,-0.00066872-0.0003169i,-0.0013927-6.259e-05i,-0.00084149-9.4643e-05i
0.0019975-3.5354e-05i,0.0017679+0.00028442i,0.00013945-0.0014078i,-0.0013784-0.0015685i,-0.0024229-0.00016394i,-0.0019524+0.00080736i,0.00036091+0.00090378i,0.0018174-0.00053309i,0.00082053-0.00036693i,-1.675e-05+0.0016728i,8.4141e-05+0.0015792i,0.00045617+0.00034866i,0.00071743+0.00019311i,0.00052468+0.00026602i,0.00062388-0.00060819i,0.00080714-0.00052758i,0.00044341+8.4779e-05i,0.00035961-0.00030807i,0.00049481-0.0013851i,0.0009413-0.0023419i,0.00083403-0.0023218i,0.00036446-0.0022156i,-5.3201e-05-0.0018605i
-0.0019603+0.002041i,-0.0031253+0.001783i,-0.0029959+0.0017834i,-0.0024329+0.0013232i,-0.0017746+0.0003946i,-0.00031313-0.00048306i,9.0262e-05-0.00015963i,4.0247e-05-4.1082e-05i,8.6044e-06-0.00087451i,-5.1512e-05-0.00034061i,6.7064e-05+0.00094241i,0.00054875+0.00074789i,0.00081571+6.4808e-06i,0.00083433-0.00062247i,0.00099028-0.00062023i,0.0011587-6.3212e-05i,0.00072086+0.00032303i,0.00012055+0.0010472i,0.00063636+0.0012589i,0.0018527+0.0010848i,0.0019787+0.00089289i,0.00075832+0.00017367i,5.0781e-05-0.00054513i
-0.0013338-0.00040911i,-7.1799e-05-0.00050156i,-0.00053302-3.4364e-05i,-0.00040815-0.00010606i,-0.0001902-0.0011321i,-0.00032883-0.00078383i,-0.00038172+0.0004955i,-0.00012243+0.00073276i,-0.00038421+0.00029531i,-0.00013581-0.00025425i,-0.00017125-0.00023653i,-0.00085516+0.00091934i,-0.00048606+0.0015897i,0.00011868+0.0011742i,-4.2913e-06+0.0010237i,-4.461e-05+0.00072023i,0.00031237+2.6186e-05i,1.1409e-05+0.00016819i,3.6643e-05+0.00032543i,-0.00024058+0.00091765i,-0.00040587+0.0014905i,3.7532e-05+0.0018183i,0.00053464+0.0017273i
0.0025293-0.0017875i,0.0027703+5.5485e-05i,0.0011608+0.00033096i,-0.002032+8.8556e-05i,-0.0030779+0.00016668i,-0.0019462+0.00057881i,-0.00031057+0.00060727i,0.001195-0.00030467i,0.0013617+9.0242e-05i,0.0005683+0.00074315i,0.0004614+0.00026072i,0.001251+0.00013174i,0.0010463+0.00033709i,0.00040137+0.00028924i,0.00051147+0.00019653i,0.0008304-4.063e-05i,0.00078022+0.00014052i,0.00057704+8.1052e-05i,0.00068692-0.0013594i,0.00011757-0.0021855i,-0.00058882-0.0012506i,-0.00091408-0.00076284i,-0.00082772-0.00044744i
-0.0025965-0.001395i,-0.0038758-0.002709i,-0.0027341-0.0034117i,-0.0023852-0.0031432i,-0.0031623-0.0019658i,-0.0019199-0.00028877i,2.3373e-05+0.00027606i,0.00037783-0.00039166i,-0.00067002-0.00036329i,-0.00079793+0.00078793i,0.00057771+0.0020132i,0.00097135+0.001978i,0.00071171+0.0010521i,-0.00030827+0.00075961i,-0.00097549+0.00057231i,-0.00015347+0.00079453i,0.00080518+0.0005885i,0.00072893+0.00029357i,8.5771e-05+0.00056072i,0.00058391+0.00023296i,0.0013722-0.00064057i,0.00071242-0.0012958i,-0.00059065-0.0015195i
0.0029241+0.0007968i,0.0029142-2.0485e-05i,0.0023506-0.0013543i,0.00054699-0.0032492i,-0.0011272-0.0033285i,-0.0016195-0.0013929i,-0.0014509+0.00020106i,-0.00065237-0.00025787i,-0.00011952-0.001702i,-0.00091919-0.0010543i,-0.0018801+0.00029515i,-0.0020437+0.0017678i,-0.0011203+0.0020058i,0.00013893+0.0015612i,0.00057669+0.0009569i,0.00039493+7.4304e-05i,-2.931e-05-0.000285i,0.0005919+0.00031105i,0.0019591+0.00083178i,0.0023368+0.0011544i,0.0017955+0.0011295i,0.0010675-0.00023946i,0.00068178-0.0010092i
-0.00085089+0.00026299i,-0.0015898+0.0013005i,-0.0016195+0.0010643i,-0.0015029-0.00044785i,-0.0012674-0.00049296i,-0.0014857+4.2791e-05i,-0.00026539-0.00088359i,0.00076564-0.0016066i,0.0010887-0.0015317i,0.0013844-0.001043i,0.0013172+3.0145e-05i,0.0011735+0.00075909i,0.0006914+0.00070488i,0.00051805-9.5589e-05i,0.00017334-0.00038588i,-0.00024201-2.0638e-05i,-0.00036954+0.00084384i,-0.00030942+0.00099239i,-0.00039252+0.00033849i,-0.00041887+0.00019233i,-0.00024981+0.00054441i,0.00045231+0.00018155i,0.001145-0.00014944i
-0.00083369-0.00046371i,-0.0013815-0.0015316i,-0.0012681-0.00062131i,-0.0019987+0.00030586i,-0.0026401-0.00017351i,-0.0015295+0.00043503i,6.2406e-05+5.9998e-05i,0.00044917-0.00095362i,-0.00024088-0.00063817i,-0.00015182+0.00047735i,0.00022547+0.00094384i,7.8907e-05+0.00041873i,0.00030929+0.0002579i,0.0003119+0.00059467i,0.00079866+0.00034175i,0.0011823-0.00048497i,0.00078637-0.00070154i,0.00018765-0.00060553i,6.0173e-05-0.00080163i,-0.00010752-0.00131i,-0.00048221-0.0011982i,-0.00069419+0.00017096i,-0.00058183+0.0006952i
-0.00091298-0.00070797i,-0.0007341+0.0014821i,-0.0013228+0.00095452i,-0.0026763-0.0010247i,-0.0031497-0.0023758i,-0.0016164-0.002283i,0.00063374-0.0010569i,0.0012812+6.9199e-05i,-0.00011277+0.0011202i,-0.0017492+0.0016842i,-0.0017169+0.0017103i,-0.00066601+0.0019485i,7.2032e-05+0.0013444i,0.00016396+0.00049366i,-0.00020899+0.00033478i,0.0002179-8.9414e-05i,0.0010523+0.00027383i,0.0015548+0.00064318i,0.001912-0.00021104i,0.0011801-0.00024723i,0.00024262+0.00011096i,-0.00013884-0.00068113i,-0.00032239-0.0012532i
0.0016159-0.001826i,0.0013588-0.0024179i,0.0003184-0.0028299i,-0.0013133-0.0024098i,-0.0018659-0.0013373i,-0.0011611-0.0002271i,-0.00059126+0.00070883i,-0.00081897+0.00081762i,-0.00079318+0.00026524i,-0.0010676-0.00024635i,-0.0015348-0.00017722i,-0.00078355+0.00060448i,8.564e-05+0.00099025i,0.00064538-4.5769e-06i,0.0004776-0.00027078i,-0.00034531+0.00062391i,-0.00033945+0.00052831i,0.00027936+0.00028013i,0.00093972+0.00084504i,0.0011359+0.00046309i,0.00038687-0.00081574i,-9.8629e-05-0.0015409i,3.7621e-05-0.0015198i
0.00083737+0.0010923i,0.0011958-0.00028152i,0.0018302-0.00043374i,0.00080543-0.0011714i,-6.8185e-05-0.0015716i,-0.00066168-0.0012178i,-0.00047206-0.002322i,0.00033669-0.0025758i,1.5003e-05-0.0011527i,-0.00047087-0.00064075i,9.8795e-05-0.00041509i,0.00061166+0.00016256i,0.0011395+0.00076423i,0.0007435+0.00096138i,9.5102e-05-0.00069658i,-0.00020864-0.0017456i,-0.0009646-0.0010328i,-0.00091563-0.00027638i,-7.4456e-05+9.8199e-05i,-0.0003329-0.00022069i,-0.00033488-0.00055955i,0.00017697+6.3118e-05i,-0.00013813+0.00091933i
-0.001838-0.00011249i,-0.0008589+0.0005672i,-0.0010137+0.0015137i,-0.0025349+0.00089708i,-0.0032997+0.00052457i,-0.0019476+0.00045638i,0.00021825-0.00020509i,0.001167-0.00011028i,0.00033458-5.3474e-05i,-0.00049566+0.00010766i,-0.00015319+0.00048558i,0.00069311+0.00040336i,0.0012659+0.0010082i,0.00049401+0.0014679i,-9.7261e-05+0.0011553i,0.0001112+0.00079606i,0.00053633+7.0771e-05i,0.00024411-0.00043001i,-0.00051229-0.00094646i,-0.00067499-0.0015378i,-0.00043161-0.0015421i,-0.00058897-0.00057916i,-0.00099849-0.00010631i
0.0020364+7.8578e-05i,0.0019067-0.00042632i,0.0015973-0.00066468i,-0.00013474-0.0023454i,-0.0012976-0.0039634i,-0.00072353-0.0029895i,0.00016496-0.0006714i,0.00060371+0.0007004i,0.00056569+0.00095462i,0.00010207+0.00053135i,-0.00035107+0.00066689i,-0.00018846+0.00072139i,-0.00057246+0.0006233i,-0.00079963+0.0010359i,-0.0001328+0.0012808i,0.00081028+0.00063829i,0.0015387+0.00017555i,0.0015271-0.00044653i,0.0016238-0.001401i,0.0010069-0.0015817i,0.00026921-0.0013102i,-0.00010906-0.0010243i,-0.0005423-0.0005536i
-0.00066052-0.00026018i,-0.00080071+0.00024866i,-0.0012051-0.00048684i,-0.00017602-0.0012873i,0.0002242-0.0011377i,-0.00083575-0.00010487i,-0.0011021+0.00091852i,-0.0011877-0.00024487i,-0.0011036-0.0014763i,-0.00091719-0.00080091i,2.0215e-05+0.00012319i,0.00065924+0.00047516i,0.00041142+1.7386e-05i,-1.2912e-05-0.00036457i,-0.00052793-0.0013864i,-0.00097126-0.0011759i,-0.00061799+0.00011272i,-0.00027843+0.00084669i,-0.00020393-6.91e-06i,0.00041931-0.00036963i,0.00048006+2.6166e-05i,0.00015041-0.00023602i,3.4413e-05-0.00039546i
-0.0013483+0.0002071i,-0.0018403-0.0012132i,-0.0019865-0.00189i,-0.0018462-0.00066441i,-0.0027255+0.00087525i,-0.0031281+0.0008028i,-0.0020472-0.0004487i,-0.0006419-0.0018786i,-0.00098899-0.0020102i,-0.00099118-0.00088102i,0.00029296-0.00018773i,0.0012425+0.00026544i,0.0008875+0.00079154i,0.00047715+0.00031025i,0.0010603-0.00094549i,0.00053495-0.0022014i,9.9013e-05-0.0016879i,0.00060594+0.00013553i,0.00068622+0.00093329i,-1.703e-05+0.00083783i,-0.00056603+0.00084212i,-0.00021621+0.00042673i,0.00060047-0.00016542i
0.00047372+0.00077015i,0.00097046+5.3506e-05i,0.0012238+0.00053857i,0.00052163+0.00046425i,-0.0007023-0.00072124i,-0.00086707-0.0016574i,0.00046345-0.001273i,0.0014152-0.00055953i,0.0012041-0.00039494i,0.00017748+0.00080649i,-0.00033254+0.0015126i,-0.00013336+0.001595i,-0.00084171+0.0017193i,-0.00076628+0.0011496i,0.00030329+0.00042964i,0.00030725+8.761e-05i,0.00014691-0.00080117i,0.00063793-0.0010554i,5.686e-05-0.00079579i,-0.00057501-0.00039464i,-0.00029218-0.0002665i,1.5689e-05-0.00032509i,-0.00018649-8.6607e-05i
0.0034829+0.0015329i,0.0026461+0.0012359i,0.00087129-0.00082651i,-0.0011522-0.0030365i,-0.002209-0.0043185i,-0.0017607-0.0034938i,-0.00039004-0.00067674i,0.00043384+0.00085353i,-2.3261e-05+0.00060543i,-0.00047549+0.00043464i,-0.00081968+0.0013058i,-0.00084973+0.0016602i,-0.00040405+0.0013018i,-6.0267e-05+0.0013001i,0.00031721+0.001247i,0.00069836+0.0011794i,0.00014275+0.0011985i,-0.00061579+9.2898e-05i,4.6343e-05-0.00071649i,-7.3734e-05-0.00061517i,-0.00022876-0.00052058i,-0.00054436-0.00038868i,-0.00023858-0.0005458i
0.00063417+0.0017253i,0.00062735+0.0011893i,0.00095271+8.3553e-05i,0.0011979-0.0020733i,0.00088715-0.0024734i,0.00026157-0.0015609i,-0.0004963-0.00046367i,-0.00068752-0.00016192i,-0.0008648-0.00086855i,-0.00084155-0.00081469i,-0.00043263+0.00041375i,0.00011215+0.00092236i,6.3038e-05+0.0010479i,-0.00025974+0.00073443i,-0.00061493+0.00055216i,-0.00068715+0.00076227i,-0.00051418+0.00057493i,-0.00066805+0.00047774i,0.00025682+0.00053544i,0.0014459+6.4534e-05i,0.0014064-0.00087739i,0.00087875-0.00098288i,0.00026069+0.00014931i
0.00059623-0.0028209i,0.0005992-0.0031063i,-0.00014517-0.0021644i,-0.0023373-0.00076484i,-0.0039702+0.0010262i,-0.003352+0.0016129i,-0.00086968+0.00028641i,0.00081209-0.00065573i,-0.00020567-0.00096926i,-0.001508-0.00086966i,-0.0011151-5.4168e-05i,0.00051085+0.00090123i,0.0019089+0.0012829i,0.002126+0.00074378i,0.0012662+0.00024546i,0.00017726-0.00097086i,0.0001442-0.0022559i,0.00060104-0.0016306i,0.00011385-1.0313e-05i,-0.0002861+0.0006852i,0.0002124+0.00073489i,0.00094451+0.00025537i,0.00057253-0.0009701i
-0.0013465-0.00095175i,-0.0016503-0.00031676i,-0.002862+0.00041165i,-0.0041118+0.0010179i,-0.0041905-0.00053242i,-0.0029871-0.0021677i,0.00014014-0.0024029i,0.0025884-0.0013749i,0.0016585-0.00051421i,6.9322e-05-0.00030533i,-0.00022646+0.00029159i,0.00033124+0.0012491i,0.00032706+0.0013664i,0.00028602+0.0010958i,-0.0001068+0.00029526i,-0.00016871-0.00086771i,0.00052392-0.00084761i,0.00071701-0.0006987i,0.00011204-0.00054445i,-0.0003943+0.0005141i,-0.00041919+0.0015693i,0.00032903+0.0016659i,0.00019458+0.0011005i
-0.00057054+0.0028727i,-0.0015237+0.0024251i,-0.002124+0.0015892i,-0.0018192+0.00035387i,-0.0013651-0.0014282i,0.00046927-0.0018591i,0.0016667-3.6633e-05i,0.001046+0.00082858i,0.00044681+0.0007231i,4e-05+0.0010269i,0.00028486+0.00077393i,0.00019264+0.00033135i,-0.00054923-0.0003301i,-0.0014745-0.00058762i,-0.0013232-0.00036128i,-3.0177e-06+0.0002941i,0.00045497+0.0010494i,0.0005498+0.0007655i,0.00080547+0.00011931i,0.00013546-0.00040466i,-0.00058515-0.0006174i,-0.000391-0.00042543i,-0.00018197-0.00044008i
0.00014044-0.001128i,0.00087844-0.0015707i,3.6383e-05-0.0022103i,-0.0011523-0.0022312i,-0.00065334-0.0014758i,-4.0631e-05+0.00089189i,-0.00038795+0.0014118i,-0.00062365-0.0010992i,-8.2812e-05-0.0016414i,-0.00037499+0.00041463i,-0.00066112+0.0021288i,0.00033458+0.0024251i,0.00068738+0.0013654i,0.00054597+0.00034053i,0.00072029+0.00045873i,-6.7535e-05+0.00058292i,-0.00041281+0.00061669i,3.7419e-05+0.00090147i,-9.9031e-05+0.00039788i,0.00054362-0.00081371i,0.0010442-0.0014465i,0.00063365-0.0016892i,0.00026903-0.00084557i
-0.0019133+0.002265i,-0.0020278+0.0013968i,-0.0011588+0.0023604i,-0.00057135+0.0045537i,-0.0012104+0.0051271i,-0.001513+0.0035328i,-0.00021846+0.00092188i,0.0014678-0.00097225i,0.0014923-0.0020152i,0.00054391-0.0021177i,0.001149-0.0010588i,0.0020886+0.00012541i,0.0010693+0.0011647i,-0.00026149+0.0016632i,-0.00085038+0.00085787i,-0.00038065+0.00074153i,-0.0002484+0.00079695i,-0.00031606+0.00020391i,0.00055097+0.00061625i,0.0010146+0.001344i,0.00095813+0.00071332i,0.0004287+0.00031453i,0.00015128+0.00059493i
0.0012414-0.0021887i,0.0012309-0.0016216i,6.1077e-05-0.0028364i,-0.0024843-0.0040155i,-0.0047581-0.0042806i,-0.0035886-0.0035055i,-0.00096972-0.0024143i,0.00042871-0.00081515i,0.00068594+0.00055153i,0.00019957+0.0013118i,-0.00049266+0.0017082i,-0.0010566+0.0016044i,-0.00024894+0.00092156i,-0.00023133+0.00061515i,-0.00074711-3.5097e-05i,-0.00029628-0.00035019i,-0.00049521-0.00059497i,-0.00040778-0.0013346i,1.7726e-06-0.00091319i,7.6498e-05+0.00019527i,-0.00021569+0.00042i,-0.0010332+2.5979e-05i,-0.00088159+0.0001917i
0.0031903+0.0012074i,0.0022039+0.00053994i,0.00044866-0.0018207i,-0.00065808-0.0043668i,2.6532e-05-0.0052691i,0.0019896-0.0033191i,0.0022556-0.00049673i,0.00043175+3.1759e-05i,-0.00096426-0.00083242i,-0.0018925-0.00078208i,-0.0014938+0.00019956i,-0.00042206+0.00092644i,-5.6266e-05+0.00064175i,0.00024814-0.00021299i,0.00071828-0.0006779i,0.00092137-1.5434e-05i,0.0006562+0.00064946i,0.00052017+0.00024662i,0.00036005-0.00032591i,-0.00062221-0.0012093i,-0.00091863-0.0014718i,-0.00092704-0.00046269i,-0.0011759-0.00045807i
-0.0021778+3.3647e-05i,-0.0028806-0.00022945i,-0.0035036-0.00016052i,-0.0021638+0.0006413i,-0.00027344+0.0027188i,0.00013115+0.003832i,-0.00067318+0.0021802i,-0.00077945-2.4207e-05i,-0.00061118-0.0007324i,-0.00038401-0.00030039i,0.00017285+0.00058582i,0.00040388+0.00016168i,0.00085217-0.0001565i,0.00098587+0.00044339i,0.0014762+0.00054603i,0.0019986+0.00083812i,0.001475+0.00060864i,0.0012805+0.00016467i,0.0015369+0.00014366i,0.00077708-1.4982e-05i,-0.00027729-0.00024585i,-0.0004614-0.00037022i,0.00058394-0.00033226i
0.00068755-0.0010511i,0.0011054-0.0014986i,2.5737e-05-0.0013075i,-0.0026817-0.00013951i,-0.0051954+0.00172i,-0.0059598+0.0018887i,-0.003665+0.0010953i,-0.00037552+5.3372e-05i,0.00049803-0.00037486i,-0.00067409+0.00072381i,-0.00063396+0.0021784i,0.0003261+0.002782i,0.00087789+0.0025884i,-0.00011506+0.0018722i,-0.00025994+0.0013942i,-0.00034516+0.0005689i,-0.00016285+0.00030377i,0.00026933+0.00053423i,0.0001006+0.00043336i,0.00029704+0.001109i,-6.0294e-05+0.0011006i,-5.5148e-05+0.00018162i,0.00056191-5.6281e-05i
0.0016127-0.00045428i,0.0015656-0.0010282i,0.00033696-0.0016502i,-0.0018923-0.0031088i,-0.0039803-0.0048946i,-0.0035303-0.0052293i,-0.0010923-0.0037128i,-0.00046917-0.0018007i,-0.001244-0.00064085i,-0.0012952-9.9452e-05i,-0.0007231+0.00054946i,-0.00023608+0.0008678i,-3.048e-05+0.0014237i,-0.00014878+0.0016177i,-0.00074492+0.0009064i,-0.0012527+9.2009e-05i,-0.00097462-0.00046954i,-0.00066669-0.00098059i,-0.00051652-0.00097073i,-0.00032495+0.00036578i,-0.00028516+0.0012616i,0.00041848+0.00033872i,0.00091504-0.00049215i
0.00053235-0.0017452i,-0.0002338-0.0011391i,0.00081765-0.0016383i,0.00039629-0.0043154i,0.0011968-0.0062941i,0.002437-0.0047397i,0.0026294-0.0018619i,0.0015394-0.0014683i,0.00036623-0.0018496i,-0.00021386-0.00079028i,-0.00056703+0.00016782i,0.00010246-4.7354e-05i,0.00099815-1.3749e-05i,0.0019008-0.00012221i,0.0019453-0.00065497i,0.00105-0.0006562i,0.0010055-0.0003464i,0.0012059-0.00052498i,0.00048724-0.0007503i,0.00019579-0.00033593i,5.6981e-05+0.00040065i,-0.00023011-8.0615e-05i,-0.00035592-0.00064673i
0.001879-0.0020617i,0.0017372-0.0023639i,-0.0003013-0.003348i,-0.0021981-0.0027614i,-0.0020394+0.0013244i,-0.0016533+0.0051355i,-0.0013302+0.0043919i,-0.00057934+0.0010505i,-0.00033802-0.00081346i,-0.00052629-0.00048502i,2.3958e-05+0.00035538i,0.00017483+0.0012701i,0.00075129+0.001693i,0.001906+0.0022694i,0.0022451+0.0022632i,0.0019272+0.001059i,0.00062999+0.00063554i,7.4867e-05+0.00061547i,0.00091841-0.00042243i,0.0012722-0.0010059i,0.00037762-0.00058473i,-0.00057874+0.00023519i,6.765e-05+6.1343e-05i
-0.00028336-0.001929i,-0.00094471-0.0018926i,-0.0015515-0.0020156i,-0.004224-0.0010684i,-0.0073784+0.0009472i,-0.0079704+0.0019025i,-0.0049177+0.001287i,-0.001434+0.00066528i,-0.00060862+0.00061593i,-0.00052429+0.00064727i,-0.00019575+0.00097764i,0.00054073+0.0012939i,0.0010094+0.0017485i,-0.00022248+0.0020901i,-0.001714+0.0026657i,-0.0018031+0.0021677i,-0.0010556+0.00075612i,-0.00023624+9.6497e-05i,0.00064959+0.00062107i,0.00038508+0.0009567i,0.00013685+0.0011041i,0.00017309+0.00040972i,-0.00052857+0.00025786i
0.0014191-0.00065535i,0.00064222-3.5642e-05i,-0.0004047-0.00012383i,-0.0032033-0.0033391i,-0.005023-0.0075185i,-0.0035442-0.0080157i,-0.0013486-0.0050927i,-0.00080325-0.002597i,-0.0010862-0.0010734i,-0.00067413-0.00016434i,-0.00062511-6.382e-05i,-0.00097843+0.00014977i,-0.0013016+0.00012265i,-0.00069641-4.6394e-05i,-0.00049561-7.3191e-05i,-0.0014134-6.7109e-06i,-0.0016099-0.00063024i,-0.00089892-0.0013217i,4.8921e-06-0.0010033i,0.00063169-0.00023219i,0.0011075+6.263e-05i,0.00048858+0.00062767i,-0.00045835+0.0003418i
0.00061455-0.0010197i,-0.00017825-0.0015836i,-0.00014732-0.0027404i,-7.0797e-05-0.0041319i,0.0022944-0.005114i,0.0052483-0.0033653i,0.0047597-0.00068675i,0.0024533-0.00088006i,0.00063381-0.0014765i,-0.00056085-0.0001294i,-0.00031762+0.0010594i,0.00041286+0.0011347i,0.00076708+0.0013923i,0.001175+0.00081038i,0.001116-0.00078779i,0.00041305-0.0015698i,0.00029988-0.0015168i,0.00060373-0.00074749i,0.00079997-0.0007595i,0.0008741-0.0010912i,3.9676e-05-0.00078316i,-0.00079267-0.00045561i,-0.00040826-0.00040845i
-0.0026957+0.00028529i,-0.002418-0.00099342i,-0.0021079-0.00086401i,-0.00098968+0.0024833i,0.00074807+0.0068155i,0.00082602+0.0083671i,0.0002569+0.0060346i,0.0014236+0.0026516i,0.0017409+0.0015245i,0.0011999+0.0018743i,0.00084223+0.0022288i,0.00047178+0.0028155i,0.00028276+0.0022872i,0.00071053+0.00011095i,0.0017431-0.0004601i,0.0013291+0.0006589i,0.00034471+0.0023609i,-0.00040296+0.0025825i,-0.00015018+0.0010105i,0.00066482+1.5348e-05i,0.00052126-0.00023575i,7.6071e-05+0.00045575i,0.00015095+0.0013097i
0.0017005+0.00029171i,0.0014439-0.00028011i,0.00089238-0.0011662i,-0.0021171-0.00094757i,-0.0082748-0.00042478i,-0.012051-0.0014803i,-0.0087752-0.0010712i,-0.003729+0.00053086i,-0.0015149+0.00081115i,-0.0015023+0.0013501i,-0.00089364+0.0015388i,0.00031844+0.00045031i,3.3851e-05+0.00057505i,-0.00046147+0.0012265i,-0.00022621+0.0013843i,0.00018907+0.0015242i,-0.00052806+0.00058395i,-0.00088658+9.8833e-05i,-0.00060421+0.00023328i,9.9735e-05-0.00039903i,0.00057614-0.00041863i,-0.00025048+0.00025733i,-0.00052976+0.00051115i
0.0034108-0.0017182i,0.0020902-0.0022317i,0.0010376-0.0022373i,-0.0017617-0.0043781i,-0.0037528-0.0087651i,-0.0026928-0.0099707i,0.00051122-0.0070715i,0.0010223-0.0042911i,-0.00076061-0.002732i,-0.0019277-0.0015116i,-0.0018842-0.00063955i,-0.00084178+0.0002435i,-0.00044698+0.0013036i,-0.00068891+0.0016279i,-0.0012317+0.00086299i,-0.0010815+0.00018613i,-7.4352e-05-0.00041703i,0.00078384-0.001054i,0.00098428-0.00051033i,0.00084948-0.00022968i,0.0010775-0.00024969i,0.00051427-0.00050233i,-0.00062695+1.1257e-05i
-0.0026519-0.00074971i,-0.0020833+0.00026903i,-0.0028114-0.0003725i,0.00075063-0.0026124i,0.0067642-0.002506i,0.0093094-0.00057811i,0.0072068+0.00047742i,0.0033793-0.0011765i,0.0015928-0.0027706i,0.0016849-0.0028085i,0.0016361-0.001302i,0.0016751+0.00026216i,0.0015423+0.00020738i,0.00067513-0.00040108i,0.00034619-0.00087358i,0.0010662-0.001345i,0.0020873-0.0006154i,0.0017916+0.00076577i,0.00086219+0.00097033i,0.00081574+0.00081513i,0.00047877+0.00069494i,7.1273e-06+0.00043006i,0.00010584+0.00020876i
-0.0014936+0.00204i,-0.0022668+0.0020357i,-0.0020007+0.0012192i,0.00042574+0.0033469i,0.00022262+0.0075958i,-0.0022174+0.010148i,-0.0025515+0.008982i,-0.00028092+0.0056007i,0.0018049+0.0030032i,0.0019706+0.0013927i,0.0013581+0.00055654i,0.0010226+0.00069342i,0.00080247+0.00088639i,0.00043036+0.00092026i,0.00056919+0.0009584i,0.00067482+0.00052079i,0.00052746+0.00020135i,0.00090975+0.00063654i,0.0012089+0.0015233i,0.00079473+0.0017408i,0.00021226+0.0012178i,0.00026231+0.00042809i,0.0003785+9.2236e-05i
-0.00032324-0.00088999i,0.00088337-0.0014596i,0.00010495-0.00021549i,-0.0048665-0.00060478i,-0.01123-0.0019135i,-0.013569-0.0022465i,-0.01004-0.0013551i,-0.0048207+0.00016252i,-0.0028822+0.0013018i,-0.0032946+0.0023745i,-0.0022094+0.0028388i,-0.00058883+0.0023711i,-1.6443e-05+0.0017642i,0.0008302+0.0020925i,0.0010204+0.0018807i,-0.00015854+0.001232i,-0.0012377+0.00072348i,-0.0016623+0.00030157i,-0.0013063-2.2416e-05i,-0.00059571-0.00066851i,-0.0001061-0.00089785i,-0.00039069-0.0002389i,-0.00073227+0.00036687i
