-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
0.00074936+0.001011i,0.00076326+0.0012729i,0.0011221+0.0010845i,0.0011938+7.1436e-05i,0.0013521-0.001013i,0.0014254-0.0010126i,0.0011513-2.3613e-05i,0.00058411+0.0014718i,0.0010014+0.0019262i,0.0023214+0.0002189i,0.0026523-0.00087779i,0.0024582-0.00052914i,0.0021101+2.0784e-05i,0.00058067+0.00079424i,-0.00079855+0.001014i,-0.0015963+0.00044593i,-0.0022214+0.0006507i,-0.0017949+0.00074544i,-0.00078668-0.00031487i,-0.00011229-0.00072991i,0.00044988-0.00022791i,0.00077063-9.635e-05i,0.00068818+6.6399e-05i
-0.002431+0.00038263i,-0.0027763+0.00091019i,-0.0012902+0.0018327i,0.00059107+0.0014913i,0.0018993-7.4232e-05i,0.0022948-0.0014671i,0.0013771-2.0876e-05i,0.00047531+0.0010242i,-0.00041118+0.00089066i,-0.00098863+0.0010765i,-0.00080064+0.00058416i,-0.0011389+0.00095243i,-0.0016499+0.001133i,-0.00095287+0.00038383i,-0.00016507-0.00043538i,-0.00021603-0.00055823i,1.7367e-05-0.00014591i,0.00033469-0.00015071i,0.00014405-0.001206i,9.6938e-05-0.0015257i,0.00059714-0.00045859i,0.00099689+0.00012774i,0.00063661+0.00030254i
-0.00012992+0.00084346i,-0.00077126+0.00011635i,-0.0010748-0.00010784i,0.00027056+0.00035217i,0.0014781+0.00010288i,0.0018986-0.00067312i,0.0017205-0.0010291i,0.0022069-0.00029818i,0.0019788+0.00085418i,0.00051535+0.00081748i,-0.00067195-3.5502e-05i,-0.00017328-0.0020747i,0.00077353-0.0027008i,0.0010712-0.0010301i,0.0007651+0.00060227i,0.00059192+0.0012073i,0.00029841+0.0010574i,-0.0005777+0.00092549i,-0.00040142+0.00046571i,0.0012819-2.8943e-05i,0.0010628-0.00031009i,-0.00024142-0.00069176i,-0.00011262-0.0016694i
0.00084678+0.00022536i,0.001068+0.00096567i,0.0014132+0.00087926i,0.00098353+5.1141e-05i,0.0014679-0.00058745i,0.0024935-0.00065649i,0.0022662-0.00026219i,0.0017372-0.00046465i,0.00096146-0.00055976i,-0.0004164-0.00034167i,-0.00017994+0.0005806i,0.0015675+0.0024011i,0.0018753+0.0034125i,0.0010546+0.0028708i,0.00039304+0.0012852i,0.00022157+0.00037363i,-7.102e-05+0.00045564i,-0.00044937-0.001005i,-0.00030275-0.001957i,-9.4434e-05-0.0010733i,5.5991e-05-0.00032212i,0.00053081-4.9572e-06i,0.00078846+0.00023793i
-0.0024136+0.0019401i,-0.0029319+0.001198i,-0.0017322+0.0025171i,0.00063282+0.0028712i,0.0019514+0.0017582i,0.0020106+0.00011509i,0.0013795-0.00088643i,0.0007528-0.00098373i,0.00073172-0.00094996i,0.0005636+5.9477e-05i,-8.9806e-06+0.00093772i,-0.0010064+0.00032675i,-0.0020941-0.00074076i,-0.0017013-0.0010306i,0.00040745-0.00089221i,0.0019725-0.00063385i,0.0027214-0.0007063i,0.0037336-0.00095372i,0.0031597-0.00072002i,0.001693-0.00058541i,0.00093443-0.0007382i,0.00078941-0.0011785i,0.00072878-0.00082778i
-0.00085342-0.0015991i,-0.00045354-0.0017474i,-0.00032989-0.0012936i,-5.8557e-05-0.00050966i,0.0012025-0.00030386i,0.0022115-0.00063087i,0.0018459-0.00085944i,0.00044337-0.00095224i,-0.0001543-0.0010074i,0.00087422-0.0010984i,0.0015612-0.00093927i,0.0020847-0.0019446i,0.0017467-0.0019951i,0.0017369-0.0010529i,0.0018512-0.0007708i,0.00033063-0.00033909i,-0.00079732+0.00020314i,-0.00040881+4.8441e-05i,-4.1291e-05-6.3144e-05i,0.00012081-0.00010437i,2.6346e-05-7.008e-05i,-0.00036369+0.00049049i,0.00033089+0.00092918i
-0.00086723-0.0016238i,-0.0013459-0.0016558i,-0.0028441-0.00057362i,-0.002854+0.00021607i,-0.001538+0.00053227i,8.5981e-05+0.00061356i,0.00035204+0.00064761i,2.6764e-05+0.0010796i,3.1619e-05+0.0015523i,0.00018494+0.00068765i,0.0013243+0.0005834i,0.0014354+0.0016578i,0.00016276+0.00172i,-0.00065958+0.00098344i,-0.0011223+0.00032309i,-0.0016204+0.00028939i,-0.0012191-6.3466e-05i,-0.00054598-0.0010891i,-0.0003416-0.0016656i,-0.00099747-0.0014918i,-0.00061161-0.0013066i,-3.8587e-05-0.00033386i,-7.5379e-05+0.00050381i
-0.00049402+0.00083401i,-0.00090923+0.00047866i,-0.00026639+0.00081023i,0.0006828+0.0019256i,0.0021953+0.001831i,0.0026793+0.0010888i,0.0012382+0.0011038i,0.00104+0.0013824i,0.0010715+0.00065714i,-0.00043017-0.00085663i,-0.0022386-0.0013749i,-0.0031006-0.0017055i,-0.0026884-0.0020289i,-0.0019193-0.0021785i,-0.0014172-0.0013064i,-0.00065149+0.00039887i,0.00077359+0.0017252i,0.00079364+0.001684i,0.00040635+0.00070694i,0.00063801-6.1478e-05i,0.00036147-0.00039656i,0.00041631-0.00037866i,0.00043265-8.7869e-05i
0.00010911-0.0014143i,0.00028357+0.00013197i,-0.00029418+0.00074995i,-0.00068093+4.638e-05i,0.00084369-0.00017218i,0.0025635-0.00039735i,0.0027793-0.00053557i,0.0023696-0.00092283i,0.0020541-0.0013738i,0.0016436-0.0011599i,0.00098986-0.0008357i,0.0016131-0.00068818i,0.0021248-0.00037453i,0.001347+0.00026145i,0.00025832+0.0010482i,-0.00045512+0.0014755i,-0.00052219+0.0023073i,-0.00075734+0.0022737i,-0.00059075+0.0011422i,-2.6159e-05+0.0010894i,7.8863e-06+0.00083685i,0.00079682+0.0005814i,0.0013891+0.0011368i
-0.0018892+0.00047021i,-0.0019796+0.00026079i,-0.0013619+0.0010575i,0.00094648+0.0014754i,0.0029305+0.00088615i,0.0032656+0.0003324i,0.0027229-0.00011221i,0.0016005-0.00075117i,0.00063003-0.0012795i,-0.0003336+8.1368e-05i,-0.00040397+0.0024796i,-4.1749e-05+0.0031816i,-0.00090583+0.0021566i,-0.0010113+0.0012579i,0.00022594+0.00093411i,0.0009177+0.00056044i,0.00042805+0.0001039i,-0.00027226-0.00056906i,-0.0008767-0.0012027i,-0.00073409-0.0010234i,-0.00039971-0.00013372i,-0.00083646+0.00031624i,-0.00085333+0.00031994i
-0.00036404-0.0017599i,-0.0006149-0.001671i,-0.0012406-0.0020177i,-0.00012871-0.0023682i,0.0015805-0.0021194i,0.0017886-0.0013645i,0.00082454-0.00123i,0.00026107-0.0012122i,0.00025662-0.0011819i,-8.7162e-05-0.00019699i,-0.00031447-6.5687e-05i,-0.00025509-0.0018326i,-0.00058915-0.002887i,-0.00067384-0.0020436i,0.00045368-0.00053062i,0.0018607+0.00021856i,0.0019023+0.00093171i,0.0019914+0.00087731i,0.0026815+0.00023727i,0.0016296+0.00024962i,0.00036228+0.00064131i,0.00062711-0.00024271i,0.001035-0.0010491i
0.00016639-0.00083174i,0.00047514-0.0012712i,-0.0017663-0.0013531i,-0.0023609-0.00015215i,-0.00036519+0.00036257i,0.00091611-0.00031481i,2.8792e-05+0.00070567i,-0.0012694+0.0016276i,-0.0012285+0.0011932i,0.00014672+0.00088334i,0.0014374+0.00073731i,0.0027874+0.00067393i,0.0029502+0.00086137i,0.0020163+0.00078513i,0.0010663+0.00061991i,-0.00077141+0.00050886i,-0.0021614+0.000231i,-0.0017616+0.00025693i,-0.0016425+0.0002486i,-0.0011407+0.00033079i,-0.00037031+0.00061465i,2.1544e-05+0.00094453i,4.2718e-05+0.0010906i
0.00039962-0.0007557i,-4.5431e-05-0.00084262i,0.00046793-0.00080473i,0.00055825-0.00042455i,0.00063896-0.00015231i,0.00077246+0.00037167i,0.00076567+0.0015831i,0.00074598+0.0023507i,0.00046063+0.0023113i,-6.6739e-05+0.0014603i,-0.0011962+0.0006655i,-0.0028241+0.00039423i,-0.003131+0.0007464i,-0.0019279+0.0010855i,-0.0013587+0.00070411i,-0.00089345+0.0002536i,0.00020975-0.00036573i,0.00074003-0.0013868i,0.00076915-0.001175i,0.0006963-0.00036366i,0.00040252-0.00024784i,-0.0010568-0.00045524i,-0.0021742+0.0001307i
0.0020177-0.00056572i,0.0022699+0.00010127i,0.0018019+0.00020004i,0.0019415+0.00026215i,0.0013936+0.00052192i,0.00082673-0.00010395i,0.0015435-0.00022315i,0.0030887+0.00022087i,0.0037562-0.0001555i,0.0020085-0.0019188i,-2.0582e-05-0.0030423i,-0.00059968-0.0032712i,-0.00056962-0.0026381i,-0.00010789-0.0012646i,-0.000467-0.00033568i,-0.00083197+0.00081017i,-8.5853e-05+0.0014654i,0.0010871+0.0015271i,0.00078783+0.0017894i,-0.00017395+0.0018365i,-0.00039585+0.0011676i,0.00015788-6.1782e-05i,0.00088842-0.0013292i
-0.0021625+0.00021574i,-0.0022311+0.00092781i,-0.0018858+0.0014203i,0.00069145+0.00050562i,0.004039-5.9921e-05i,0.0041744-0.000641i,0.0032681-0.00094698i,0.00306-0.00087173i,0.0029483-0.0012079i,0.0013647-0.00043107i,0.00018797+0.0013568i,0.0011703+0.002432i,0.0010242+0.0028903i,-0.00050719+0.0024936i,-0.00080085+0.0015475i,-0.00060508+0.00072569i,-0.0013328+0.00019559i,-0.002105+0.00051051i,-0.0025638+0.00087642i,-0.0023606+0.00051777i,-0.0010478+0.00073337i,0.001119+0.0016018i,0.0016828+0.001775i
0.0016897-0.0040063i,0.0025015-0.004702i,0.0019959-0.0050145i,0.00045103-0.0027391i,-0.000101-0.00053825i,0.00081255+3.879e-05i,0.00066458-5.0044e-05i,-0.00010447-0.00077647i,-0.0011235-0.00088988i,-0.0026481+5.254e-05i,-0.0035474+0.0013834i,-0.0030555+0.00099188i,-0.0019761+0.00047952i,-0.0015038+0.0011646i,-0.00060025+0.0014246i,0.00014156+0.0014874i,0.00014357+0.00070921i,0.00052042-0.00043039i,0.0011483-0.0013898i,0.0013221-0.0014124i,0.0004496+0.00012477i,-0.00045683+0.00019119i,-0.00032503-0.00033608i
-0.00019186+0.0051352i,-0.00061768+0.0041892i,-0.0002053+0.0034439i,0.00057634+0.0017026i,0.0014089-0.0023034i,0.00124-0.0041099i,0.00039925-0.0027158i,4.4819e-05-0.0015538i,0.00065876-0.00097294i,0.0012643-0.00066559i,0.0025935-0.00069056i,0.0034784-0.0013774i,0.0017329-0.0017701i,0.00036107-0.00098558i,0.00083753-0.00050823i,0.00077996-0.00018489i,0.0004181+0.00071884i,0.00077654+0.00069195i,0.0014481+0.00044694i,0.0018771+0.00055077i,0.001648-0.00014314i,0.0016047-0.0010079i,0.0015994-0.0011313i
-0.0010463+0.00027382i,-0.00073573-0.00066242i,-0.00020263+7.562e-05i,0.00079897+0.0010008i,0.0016939+0.00012034i,0.0016339-0.00055016i,0.0013208+0.00076491i,0.00063052+0.0028372i,-0.000253+0.0036373i,0.00023023+0.002986i,0.0010997+0.0025342i,0.00075983+0.0023883i,0.0003958+0.0015027i,0.00064245+0.00076291i,0.00022313+0.00047381i,-0.00064712+0.00047305i,-0.00058208+0.00044624i,-0.00081375+0.00032615i,-0.0012935-6.3793e-05i,-0.00067749-0.00078148i,0.00011402-0.00065625i,0.00021021-6.4878e-05i,0.00053177+0.00024224i
0.0012647-0.0004669i,0.00087634+0.00067724i,0.00021678+0.0014045i,0.0010264+0.00098356i,0.0024972+0.00076494i,0.0026529+0.00055205i,0.0013574+0.00014832i,0.00079376+0.0010447i,0.00084745+0.0014266i,0.00042152-0.00036389i,-0.00031631-0.0019457i,-0.00061316-0.0035544i,-0.00028422-0.0030065i,-0.00028038-0.0014788i,-0.00089089-0.00162i,-0.0012718-0.00055703i,-0.00026822+0.00058759i,0.00019887+4.4428e-06i,0.00021362-0.0017105i,0.00032053-0.0020771i,-5.0682e-05-0.0011634i,-0.0017892-0.00012593i,-0.0026296+0.00020919i
0.0011969+0.00096953i,0.00061006+0.00071717i,0.001217-0.00017779i,0.0029274-0.00013097i,0.0043863-0.00040874i,0.003712-0.0015896i,0.0030579-0.0015113i,0.0042977-0.0013703i,0.0051706-0.0017175i,0.0036743-0.0021265i,0.0016704-0.0022472i,0.00091772-0.0013312i,0.00059947+1.3332e-05i,-0.00012433+0.00017038i,-0.00029315+0.00069573i,0.00058726+0.0009661i,0.0012725+0.00061199i,0.00082939+0.0014002i,0.0002308+0.0012436i,-6.4478e-05+0.000672i,-0.00048469+0.00085322i,0.00040538+0.00069815i,0.0012916-0.00034731i
-0.00066302-0.00014373i,-0.00066472-0.0010148i,-0.00014939-0.0018727i,0.00050489-0.0024103i,0.0011524-0.0019098i,0.0016672-0.00074299i,0.0021676-0.00072477i,0.0018918-0.0016681i,0.0013232-0.0023187i,-0.00064617-0.0012468i,-0.0031522+0.00032744i,-0.0036044+0.0011431i,-0.0021837+0.00092601i,-0.0015322+0.00084631i,-0.001428+0.0014368i,-0.00028808+0.0011446i,0.00040072+0.0005769i,-4.8517e-05-0.00034606i,-0.00050382-0.0010473i,-0.0011271-0.00030569i,-0.00126+0.00021662i,0.00010578+0.00072228i,0.00071491+0.0007335i
-0.0011734+0.0020555i,-0.0016555+0.0035351i,-0.00098536+0.0036844i,0.00050702+0.0013391i,0.0016789-0.00043201i,0.00093467-0.00096647i,-0.00089216-0.0015696i,-0.0024672-0.0029861i,-0.0030123-0.0036191i,-0.0029049-0.002418i,-0.0019236-0.00083562i,-0.0007891-0.00034563i,-0.00048644-0.00076174i,-0.00037118-0.00059565i,0.0004712-0.00095974i,0.0013814-0.00065465i,0.0014224-0.00014198i,0.0012042-0.0010231i,0.0013079-0.0019992i,0.0010964-0.0013012i,0.00016115+3.9371e-06i,-0.00024232-0.00024604i,-0.00072946-0.00059747i
-0.00067664-0.0014538i,-0.0012067-0.0019567i,-0.0012198-0.00092861i,-0.0008768+1.0638e-05i,0.00056164-0.00011347i,0.0017782-0.00037005i,0.0008215-0.00025234i,-3.7172e-05+0.00010312i,3.4416e-05+0.0011234i,0.00035094+0.0020449i,0.0019037+0.0029326i,0.0023819+0.0029833i,0.0016659+0.0014915i,0.0018727+0.00096539i,0.001709+0.00094628i,0.0013536-0.00028473i,0.00069564-0.00016125i,0.00044008+0.00049955i,0.00093352+0.00079104i,0.00084073+0.0015229i,0.00021083+0.0003322i,0.00020882-0.00039112i,0.00022628+0.00018136i
0.0027107+0.00049317i,0.003683+0.00070302i,0.0030115+0.00079173i,0.0029756+0.00014137i,0.0033552-2.2873e-05i,0.0030376+0.0007794i,0.0021217+0.0025371i,0.00042168+0.0041887i,-0.00092698+0.0041463i,-2.8399e-05+0.0020189i,0.0011809+0.00037316i,0.00024889-0.0004682i,0.0001225-0.0011912i,0.00040519-0.00072766i,-0.00073982-0.00013958i,-0.0011614+0.00018256i,-0.00041162+0.00023083i,-0.00035448+9.5078e-05i,-0.00063899-0.00067524i,-0.0010934-0.00083899i,-0.00048953-2.0245e-05i,0.00039925+0.00049866i,0.00050233+0.00090189i
0.0001872+0.0017178i,-0.0011324+0.00064731i,-0.00022216+0.00033755i,0.0022339+0.00027468i,0.0029402-0.00038092i,0.002213-0.0011439i,0.0015648-0.00041016i,0.0021173+0.00099481i,0.0037118+0.00080595i,0.004872-0.0014076i,0.0041324-0.0036343i,0.0030569-0.0039362i,0.0019417-0.002467i,0.0002541-0.00094838i,-0.0012792-0.0005832i,-0.0014137-0.001048i,-6.6118e-05-0.00064418i,0.0011274-0.00056858i,0.0012475-0.0012293i,0.0010794-0.0013634i,0.0010243-0.00038285i,0.00072633+0.00015027i,0.00061934-0.00013187i
-0.00057826+0.0029353i,-0.0003063+0.0019537i,0.0010766+0.0026166i,0.0030808+0.0014834i,0.0053985-0.00070725i,0.0058366-0.0024384i,0.0054425-0.0027713i,0.0056284-0.0021372i,0.0058314-0.0024572i,0.0047123-0.0023325i,0.0020013-0.0013582i,-0.00047794-0.00042309i,-0.0015297-1.5072e-05i,-0.00182+0.0004274i,-0.0012855+0.0013155i,0.0002882+0.0016744i,0.00084866+0.0015904i,-0.00024687+0.00092367i,-0.00064928+0.0007166i,-0.00066164+0.00055046i,-0.00020271+0.00038172i,0.00043353+0.00010648i,0.00086271-0.00029894i
-0.0020112-0.00049565i,-0.0017061+0.00051198i,-0.0020929+0.0011505i,-0.00091865+0.0007068i,0.0011791+0.00026909i,0.002192-1.8542e-05i,0.001334-0.00081556i,0.00011109-0.0025215i,-0.0011197-0.0039908i,-0.0028585-0.0037132i,-0.0031513-0.0026539i,-0.0021222-0.0024124i,-0.0011141-0.0024302i,-0.0011766-0.0017007i,-0.00088566-0.00035113i,-0.00037786+0.00063811i,-0.00042461-0.00053248i,-0.00052443-0.0016023i,-0.0009137-0.00090829i,-0.00088728-0.00053028i,-0.00068175-0.00064091i,-0.0003802-0.00059538i,-0.00041521-0.00048404i
-0.0022691-0.0016252i,-0.0022325-0.0018677i,-0.0015617+0.00081105i,0.00017339+0.0028707i,0.0022652+0.0023783i,0.0022411+0.00080993i,7.3678e-05-0.0014118i,-0.0019632-0.0032493i,-0.0025653-0.0033807i,-0.001896-0.0016642i,-4.8418e-05+0.00095769i,0.0018337+0.002396i,0.0014404+0.0021293i,0.0010237+0.0010378i,0.0013421+0.00014116i,0.0013617-0.0013305i,0.0014426-0.0021802i,0.0020157-0.0018003i,0.0020065-0.0011961i,0.0018201-0.0007576i,0.0015078-0.00028658i,0.00027567-0.0005715i,-0.00071376-0.0014599i
0.0044673+0.00013054i,0.0042326+1.8025e-05i,0.0037624-0.00085906i,0.002438-0.0016499i,0.0011145-0.0027489i,0.0015565-0.00291i,0.0014111-0.0011888i,-0.00028316+0.0013989i,-0.001785+0.0025482i,-0.0015756+0.0035274i,-0.00020025+0.00337i,-0.00067476+0.0016102i,-0.0019173+0.0003334i,-0.0013391+0.00084678i,5.2749e-05+0.0011177i,0.00090253+9.1055e-05i,0.00074042+4.3351e-05i,0.00052722+0.00093775i,0.00026685+0.0013728i,-0.00012392+0.0013752i,-0.00027452+0.0015841i,-0.00015329+0.0015177i,-0.000537+0.00080335i
-0.0027065+0.00087081i,-0.0031371+0.0005435i,-0.0030068+0.0012442i,-0.0010269+0.0012738i,0.001467+0.0013309i,0.0013062+0.0022135i,-0.00057898+0.0035911i,-0.00126+0.005066i,-0.00037913+0.005194i,0.0011592+0.0036881i,0.0028739+0.0013816i,0.0029435-0.00068816i,0.0018306-0.0011746i,0.00094397-0.0016323i,0.00017946-0.0021684i,-0.00027942-0.0015167i,-0.00099507-0.00090312i,-0.0014351-0.0012744i,-0.0018301-0.0015596i,-0.0016694-0.0010993i,-0.0016596-0.00029153i,-0.0012253+0.00035628i,-0.00042743+0.00042382i
-0.0026816-0.0016897i,-0.0014909-0.00086281i,-0.0013721+0.00012589i,-0.00047753+0.001533i,0.0015582+0.0019392i,0.0030459+0.00016526i,0.0034561-0.00061009i,0.0047198-0.00046791i,0.0063044-0.00037099i,0.0060183-0.00084611i,0.0035619-0.00069241i,0.00082853+0.00049086i,-0.00044449+0.0011259i,0.00056995+0.00054193i,0.00094629-0.00042565i,7.7149e-05-0.00097243i,0.0007726-0.0002726i,0.002336+0.0004297i,0.0026941-0.00025759i,0.0019936-0.00060903i,0.0018452-0.0005413i,0.0014909-0.00016717i,0.00044323-0.00040793i
-0.002523-0.00044577i,-0.0032633+0.0014137i,-0.0036037+0.0021059i,-0.0027972+0.0019415i,-0.00048075+0.0019566i,0.0020317+0.0012719i,0.0040831+0.00028113i,0.0046952-0.00093552i,0.0039207-0.0021325i,0.001868-0.0029537i,-0.00042257-0.0037198i,-0.0018879-0.0041196i,-0.0019276-0.0033105i,-0.0013894-0.0012873i,-0.0013546+0.0011792i,-0.0018376+0.0021717i,-0.0016514+0.0020341i,-0.00074628+0.0020685i,0.00048104+0.0017148i,0.0010044+0.0010538i,0.00092458+0.00068857i,0.00064154+0.00062539i,-5.6466e-05-0.00015971i
0.00065313-0.0010081i,0.00034028-0.001142i,0.0021215-0.0003182i,0.0035053+0.0012358i,0.0032197+0.0022891i,0.0021911+0.0030929i,0.00038502+0.0022371i,-0.0013494-0.00044238i,-0.0021248-0.0023982i,-0.0024247-0.0020059i,-0.0010443-0.00058321i,0.00089565-1.9719e-05i,0.0011859+0.00069747i,0.0007774+0.0011803i,-0.00080443+0.00092467i,-0.0011954-0.00019365i,-0.00077273-0.0011327i,-0.00087175-0.0018238i,-0.0015977-0.0023447i,-0.0022448-0.0018343i,-0.0015444-0.00141i,-0.0006247-0.00071685i,2.5816e-06-0.00015547i
-5.0925e-05-0.00065573i,7.7593e-05-0.0012161i,-0.0006776-0.0013778i,-2.9691e-05-0.0021489i,0.0020925-0.0026758i,0.0031654-0.0034652i,0.0024434-0.0047373i,0.00034646-0.0042606i,-0.001815-0.002351i,-0.0025339+0.00018518i,-0.0029164+0.00292i,-0.0027765+0.0030083i,-0.0015926+0.0010898i,-2.9259e-06+4.4451e-06i,0.001797+0.00062359i,0.0024914+0.0012897i,0.0019905+0.00083919i,0.0027871+0.00097067i,0.0029922+0.00042278i,0.0019351-0.0004836i,0.001189-0.00078466i,0.00054306-0.00013334i,-0.00012899-9.7393e-05i
-0.0034579-0.0005419i,-0.0039372-0.00066449i,-0.003133+0.0011899i,-0.0023585+0.0018839i,-0.00071298-0.0014566i,0.0016995-0.0025762i,0.0021741+0.00075427i,0.00079319+0.0037362i,-0.00095276+0.0053307i,-0.00077201+0.0049808i,0.00166+0.0019928i,0.0037562-0.0010083i,0.0030993-0.0023319i,0.0018553-0.0020707i,0.0011701-0.00052997i,1.598e-05+0.00090946i,-0.0014271+0.0013105i,-0.0018194+0.0011496i,-0.0012863+0.0017943i,-0.0001798+0.002606i,0.00055962+0.00226i,-5.2939e-05+0.0023567i,-0.00096921+0.0019092i
-0.00062104-0.0027683i,-0.0015342-0.0032403i,-0.0020692-0.0019254i,-0.0010171+0.0019388i,-0.00010487+0.0052642i,5.1291e-05+0.0042304i,-0.00075529+0.0029733i,-0.00015005+0.0039811i,0.002061+0.0036899i,0.0036382+0.0027232i,0.0042545+0.0020963i,0.0031978+0.001901i,0.0011657+0.0018507i,-0.00020981+2.5796e-05i,-0.00042428-0.0018062i,-0.00091432-0.0021779i,-0.00067341-0.0028423i,2.6833e-05-0.0030252i,-0.00071283-0.0027895i,-0.001342-0.0024069i,-0.0010618-0.0016402i,-0.0003879-0.00071029i,0.00011343+0.00047024i
-0.00015203+0.0013133i,-0.0010874+0.0010195i,-0.00077481+0.00023115i,0.0013846+0.0006002i,0.0045886-0.00099942i,0.0059664-0.003231i,0.0063791-0.0046647i,0.0068892-0.0051372i,0.0067601-0.0052283i,0.0041992-0.0050632i,0.00031585-0.0038072i,-0.0028496-0.0022531i,-0.0045613-0.0016416i,-0.003368-0.001126i,-0.0004809-0.00043934i,0.0012358+0.00071103i,0.0012144+0.0014779i,0.0014988+0.00069859i,0.0021202-0.00032371i,0.0021295-0.00048838i,0.001846-0.00036602i,0.0015012-0.00016946i,0.00065493+0.0001401i
0.0029975-0.0013265i,0.0038949-0.0016322i,0.0035235-0.0023402i,0.0018171-0.0029862i,0.0011817-0.0043055i,0.001823-0.0036555i,0.0028775-0.00051697i,0.0031189-0.00022709i,0.0012111-0.002435i,-0.00029001-0.0039077i,-0.00019593-0.0041039i,0.0012329-0.0029308i,0.0021523-0.0018635i,0.00021219-0.00011654i,-0.0019624+0.0017257i,-0.0027487+0.00074445i,-0.0028253-0.00065623i,-0.0022088-1.4079e-06i,-0.00027924+0.00090794i,0.0014153+0.0011043i,0.0015438+0.00051502i,0.00093342+0.00059567i,5.3781e-06+0.0014527i
0.0017622-0.0015882i,0.0030325-0.0021162i,0.0018983-0.0035056i,-0.0002578-0.003299i,-0.0020746-0.00019746i,-0.0032462+0.0016614i,-0.0041495+0.00079712i,-0.0048979-0.0013991i,-0.0050978-0.0029354i,-0.0056066-0.0015222i,-0.004736+0.0022891i,-0.0028584+0.0051356i,-0.001812+0.0050509i,-0.001044+0.0031865i,-0.00027288+0.00092765i,0.00094387-0.00045586i,0.0018848-0.0011311i,0.0016967-0.0016575i,0.00032228-0.00070337i,-0.00086654+0.00044081i,-0.00066658+0.00056455i,-0.00023028+0.00086512i,-0.00040572+0.00048089i
-0.0038801-0.0029157i,-0.0060597-0.0019084i,-0.0074286-0.00076722i,-0.0039593+0.001421i,0.0023126+0.0019342i,0.0051768-0.0011694i,0.0044508-0.0035468i,0.0016718-0.0027463i,-0.0019914-0.00072775i,-0.0035846+0.0011123i,-0.0032847+0.0011393i,-0.0022914-0.0014708i,-0.00087345-0.0031352i,0.0012034-0.0022331i,0.0021967+8.0335e-05i,0.00098226+0.0023748i,-0.00025764+0.0034782i,0.00011781+0.0032333i,0.00023613+0.00082727i,2.8248e-06-0.0010149i,0.00026558-0.0010053i,0.00047789-0.00026515i,0.00023532+0.00099914i
0.00072113-0.0017553i,0.0012155-0.00184i,0.00047801+0.00043976i,0.0006153+0.0030957i,0.0019244+0.0043914i,0.0026683+0.0055542i,0.0020995+0.0079167i,0.0014609+0.010188i,0.0019427+0.0097846i,0.0028248+0.0069224i,0.0041115+0.0042792i,0.0061012+0.0024455i,0.0062327+0.0014779i,0.0038255+0.0011007i,0.0011059+0.00031054i,-0.00079162-0.0013015i,-0.0010889-0.0021738i,-0.00035787-0.0022718i,0.00078748-0.0016599i,0.0013734-0.00045262i,0.00046705+0.00031382i,-0.00025963+5.9602e-05i,-0.00015104-0.00029359i
0.00042546-0.0016467i,0.00088071-0.0028474i,0.00032308-0.0029507i,-0.0006976-0.0017747i,-0.0008975-0.00053763i,-1.7755e-05+0.00048165i,-0.00026521+0.00087425i,0.0012616+0.001218i,0.0046921+0.001191i,0.0042958+0.00077544i,0.001524+0.0015739i,-0.0010794+0.0017023i,-0.0032431+0.00027003i,-0.0036601-0.0011843i,-0.0018312-0.0018951i,0.00042988-0.0015242i,0.0027092-0.00074725i,0.0038279-0.00038478i,0.002473+0.00029166i,0.00050611+0.0015306i,0.00065772+0.0013985i,0.0014701-3.7874e-05i,0.00074327-0.00015956i
-0.0065361-0.001095i,-0.0071317-0.0023555i,-0.0076659+0.00038734i,-0.0038477+0.0028541i,0.0017054+0.0012864i,0.0055084-0.0014305i,0.0076926-0.0030152i,0.0080407-0.0039806i,0.0061982-0.0049901i,0.0039892-0.0051252i,0.0028924-0.0053703i,0.0014311-0.005962i,0.0011966-0.0048211i,0.002143-0.0025468i,0.0016041-0.0015315i,-9.1988e-05+0.00030604i,-0.0015427+0.0024466i,-0.001607+0.0018627i,-0.00087755-0.00027701i,-0.00039054-0.0014418i,-0.00075451-0.0010436i,-0.0014029-0.00029747i,-0.0019577-0.00011796i
-0.00085735-0.0026011i,-0.001657-0.0016566i,-0.0026731+0.00050841i,-0.00060332+0.0032028i,0.0023952+0.0044406i,0.0053325+0.0048621i,0.0059833+0.0037233i,0.0038193+0.00071515i,0.00021974-0.0018835i,-0.0024342-0.001851i,-0.0012232+0.00075931i,0.00094077+0.0031678i,0.00037004+0.0046414i,-5.4419e-06+0.0053591i,0.00033351+0.0032963i,4.8468e-05-3.1356e-05i,-0.00062929-0.0026363i,-0.00024774-0.0034598i,0.0012674-0.0029023i,0.0024929-0.0020928i,0.0021352-0.0013962i,0.00093069-0.00072059i,0.00023339-0.00059257i
