0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
0.00017408+0.00015781i,0.00054492+0.0001244i,0.00057461-0.0008009i,0.00085081-0.0011285i,0.0009624+7.1396e-05i,0.00051285+0.001298i,0.00052108+0.0011515i,0.00073044+0.00054754i,0.00050653-4.6595e-06i,0.00010002-0.00023384i,0.00019634-0.00023173i,0.00061664-0.0002035i,0.00070229+0.00014753i,0.00012479-1.8272e-05i,-0.0002807-0.00041032i,-0.00026285-0.00047891i,-4.3849e-05-0.00024447i,-0.00020814-0.00036281i,-0.00012765+0.00012407i,8.8103e-07+0.00030884i,-0.00038274+0.00029029i,-0.00044129-7.3355e-05i,-0.0005151+0.00022691i
0.0019219+0.0014031i,0.0030923+0.0011138i,0.002874+0.00053593i,0.0023853-0.00017039i,0.0019726-0.00068969i,0.00034395-0.0010066i,-0.00040503-0.00044804i,5.7264e-05+0.0005476i,0.00049218+0.0011403i,0.00042118+0.0015557i,4.4485e-05+5.8797e-06i,-0.00029433-0.0016337i,0.00010736-0.0012395i,0.00012316-0.00074874i,0.0003946-0.0013239i,0.00015127-0.00060258i,-0.00030036+0.00052175i,-0.00052395-9.9176e-05i,-8.325e-05-0.00043092i,0.00034324-0.00053617i,0.00045654-0.0014179i,0.00098225-0.00077208i,0.00090563+0.00025029i
-0.0003494-0.0013789i,-4.0435e-05-0.00070789i,0.00085112-0.0003347i,0.00056798-0.00081435i,0.00012596-0.00053372i,7.3756e-05+0.00031795i,0.00010519+0.00025207i,-0.00015448-0.00038571i,-0.000188-0.00025444i,0.00033984-6.9785e-05i,0.00083423-0.00014028i,-0.00013948+0.00025566i,-0.00084-0.00015014i,0.00024992-0.00062738i,0.00047796-0.0003304i,-3.2351e-05+0.00049478i,-2.1246e-05+0.00051214i,5.9824e-05+0.00028924i,0.00024951+0.00038886i,0.00063089-0.0002614i,0.00072451-0.00057213i,0.00012336-0.0004827i,2.4537e-05-0.00043897i
-0.00055741-0.00069072i,-0.00034324-0.0020082i,-0.00066302-0.0020239i,-0.00015087-0.001191i,0.00076432-0.00089735i,0.00020364-0.0010527i,-0.00058986-0.00098209i,-0.00054125-0.0005965i,0.00027774-4.8741e-05i,0.00051606+8.4335e-05i,0.00038193+7.8391e-05i,0.000517+9.6328e-05i,8.429e-05-6.2735e-05i,-0.0004853+0.0005501i,-0.00055295+0.0010289i,0.00019537+0.0010533i,-0.00032386+0.00038003i,-0.00046467+0.00016449i,9.0148e-05+0.00057299i,0.00024501+0.00014511i,0.00036744-0.00012572i,-0.00026815+0.0001418i,-0.0012977+0.00038122i
0.0012216-0.0013564i,0.0013993-0.0013856i,0.00090318-0.0016412i,-0.00031913-0.0012748i,-0.000259-0.0005887i,-0.00040065-0.00015956i,-0.001422+0.00077169i,-0.001478+0.001037i,-0.00098105+0.00050817i,-0.00084827+0.00018597i,-0.00091188-0.00038969i,-0.00064066-0.00091313i,-0.00057203-0.00087128i,-0.00068886+7.5798e-05i,-0.00036145+0.00094808i,-0.00024675+0.00072552i,-0.00037697+0.00067578i,-0.00038932+0.00043994i,2.8502e-06-1.1232e-05i,0.000161-0.00013927i,0.00012039+9.7105e-05i,0.00072173+0.00016832i,0.001138-0.00069544i
-0.00081193+0.00019911i,-0.0013432+0.0010641i,-0.0011537+0.00035564i,0.00042019+0.00030708i,0.0011089+0.00045275i,0.00011013+0.00021821i,-0.00063054+0.00041004i,-0.00057094+0.00029633i,-2.7043e-06+0.00037874i,0.00025814+3.9526e-05i,0.00077748-0.00032603i,0.0010968-0.00059301i,-0.0003509-0.00093365i,-0.0011468-0.00045696i,-0.00023412+1.1566e-06i,0.00034253+6.6385e-05i,-2.5424e-05-0.00048482i,-0.00029188-0.0010009i,-0.00049584-0.00027838i,-0.0010836+0.00044415i,-0.0014075-0.00012833i,-0.00055045-0.00023726i,6.1719e-05+0.00063027i
0.00049515-0.00027586i,-0.00031259-0.00057405i,0.00032525-0.0010449i,0.0013269-0.0014337i,0.0010792-0.0013061i,-0.00020492-0.00079886i,-0.0014157-0.00066344i,-0.00084442-0.0006929i,6.4267e-05-7.1106e-05i,0.00070665+0.00011491i,0.00096735+4.6106e-05i,0.00061821-1.8942e-05i,0.00013231-0.00021671i,-1.458e-05-8.2119e-05i,-8.925e-05+0.00023217i,-0.00045753+0.00074402i,-0.00074355+0.00097962i,-0.00053893-3.8435e-06i,-0.00050887-0.00046384i,-0.00059545-0.00042561i,-0.00042431-0.00025523i,-0.00030567-2.9526e-05i,-0.0003596+0.0003917i
0.00047403+0.0015263i,0.0011537+0.0012737i,0.0010858+0.00078396i,0.00074679+0.00010426i,1.3933e-05-0.00058654i,-0.00038264-0.00065352i,-0.00029167+0.00047017i,8.7495e-06+0.0012152i,0.00017236+0.0012612i,0.00027484+0.0014363i,0.00024594+0.0014225i,2.0696e-05+0.00039192i,0.00048963-0.00036128i,0.0012389-0.00034338i,0.0012699+6.3219e-05i,0.00038379+0.00037585i,-0.0001478-0.0002496i,-8.0884e-05-0.00041951i,-0.00018512+0.00027939i,3.0321e-05+0.0011367i,6.4193e-05+0.0011397i,0.00058976+0.00069523i,0.00019987+0.00015347i
4.3121e-05+0.0010818i,-0.00061332+0.0004845i,-0.0010096+0.00032522i,-0.00072803+0.00043359i,0.00041383+0.00112i,0.00045838+0.00087232i,-1.1419e-05+0.00029596i,-0.00020808+0.0003293i,0.00038515+0.00027531i,0.00045494+0.00045684i,0.00019028+0.00047651i,9.7227e-05+0.00050181i,0.00027241+0.00045686i,0.00039586+0.00012526i,0.00018874+0.00016448i,0.00020313-0.00013194i,0.00010824-0.00041315i,-6.6639e-05-0.00052405i,0.00033146-0.00055938i,0.00028777-0.00051046i,4.6847e-06-0.0005688i,-0.00028083+5.7135e-06i,0.0002917+0.00075308i
0.0015624+0.0014426i,0.0013692+0.001334i,0.0023064+0.0015592i,0.0013774+0.0012398i,0.00077052+0.00020047i,0.00030366+0.00021561i,-0.0001759+0.00042308i,-0.00037793-1.5766e-05i,-0.00062612+0.0002485i,0.00017435+0.00081454i,0.00072564+0.00041294i,6.0941e-05-0.00020373i,-0.00016739-0.00032043i,0.00043568-0.00019429i,0.00049402-0.00041203i,-0.00049924-0.00013662i,-0.0014702+6.3525e-05i,-0.00099717-6.9883e-05i,4.7391e-05+0.00036587i,5.0599e-05+0.0006676i,9.2122e-05+0.00057547i,-0.00017079+0.00024382i,-0.00044058-0.00025201i
0.00063833-0.0013709i,0.0010089-0.0011025i,0.00055401-0.00088217i,-3.8389e-05-0.0010051i,0.00037384-0.0011719i,0.00043868-0.00015676i,-0.00041414+0.00053898i,-0.0010012+0.00012577i,-0.00061867-0.00019576i,0.00032357-6.6104e-05i,0.00038581-8.6758e-05i,-0.00011674-6.6131e-05i,-0.00019099-4.6162e-05i,0.00011983+0.00014734i,-5.5529e-06+9.9697e-05i,0.00022865-0.00051737i,0.0006667-0.00036895i,0.0003826-0.00011219i,0.00036916-0.00011051i,7.3126e-05-0.00061736i,-2.8012e-06-0.00013833i,-0.00018044+0.00065554i,-0.00020219+0.00092593i
0.00078613+0.0015815i,0.00060328+0.0025044i,0.00065735+0.0031589i,0.0019336+0.0018924i,0.0024175+0.00045497i,0.0016327-0.0012083i,0.00034804-0.0012272i,-4.4381e-05+0.00014876i,0.00048411+0.00071948i,0.00095582+0.0012541i,0.00023102+0.00096394i,-0.00019852-0.00059751i,0.00074099-0.0004833i,0.00060107+0.00050004i,8.7811e-05+0.00054657i,-0.0002105+0.00085032i,-0.0004306+0.00048691i,-8.2098e-05+1.96e-06i,0.00033614+2.3214e-05i,0.00041792-6.1285e-05i,-0.00044248-0.00013267i,-0.00058843-0.00023508i,0.00024946-6.9929e-05i
-0.0016994+0.00029644i,-0.0010954+0.0007919i,-0.00077766+0.0015032i,-0.00022623+0.00028403i,0.00047582-0.00051349i,1.1779e-05-0.00041002i,-0.0010452-0.00078849i,-0.0012544-0.00032716i,-0.0011127+8.2387e-05i,-0.00095344+0.00060425i,-5.8468e-05+0.00080488i,0.00037665+0.00048953i,2.4986e-05-3.8841e-05i,-0.00026536+6.4853e-05i,8.0583e-05+7.8224e-05i,4.4698e-06+0.00071718i,-0.00084374+0.00039766i,-0.00092779-0.00053962i,6.7222e-05-0.00026578i,0.00022821+2.283e-05i,-0.00067008+0.00037607i,-0.00074153+0.00016892i,-0.00065844-0.00016221i
0.00045356+0.00011905i,0.0012456+0.00046203i,0.00041174+0.00051828i,0.00021805+0.0001311i,0.00032054+0.0004244i,0.00026956+0.00038529i,-0.0002425-6.1267e-05i,-0.00038127+0.00044244i,-0.00015418-9.6018e-05i,0.0001975-0.00082864i,0.0005597-0.00073531i,0.00052232-0.00099851i,0.00044826-0.00020422i,0.000317+0.0011691i,0.00054889+0.0015641i,0.00016125+0.00087852i,-0.00050872+0.00013937i,-0.00032193-1.4034e-05i,-0.00036436+0.00013021i,-0.0010295-0.00040214i,-0.00081024-0.0016324i,7.336e-05-0.0012622i,-0.00060501-0.00072383i
-0.0017927+0.00065409i,-0.0020306+0.00045166i,-0.00047396-0.00064671i,0.0012847-0.00057463i,0.0012986-0.00021783i,0.00026764-0.001422i,-0.00025178-0.0008739i,-0.0004302+0.00093999i,-0.00018635+0.0011001i,-0.00036184+0.00085015i,-0.00065404+0.00040475i,-0.00062391+0.00028603i,-0.00031027+0.00053505i,-0.0004439-1.0645e-05i,-0.0010971-0.00085293i,-0.0014817-0.00049399i,-0.0016734+3.8386e-05i,-0.00099272+8.4019e-05i,-0.00016191-0.00030945i,0.00025623-0.00040001i,-4.7477e-05-0.00010078i,0.00015502-0.00031877i,0.0005223+0.00043155i
-0.0023202-0.001721i,-0.00092591-0.0018158i,-0.00021319-0.0011895i,0.00015753-0.00080013i,-8.9953e-05-0.0011948i,-0.00030523-0.00010039i,-0.00094092+0.00051794i,-0.00060778-3.3426e-05i,0.00015586+0.00026348i,0.00074241+0.00088019i,0.0012382+0.00094732i,0.00046752+0.00023462i,0.0003533-0.00048698i,0.00088155-0.00027139i,0.00091892+0.00022316i,0.00038558+0.00038844i,-3.7764e-05+0.00016439i,-8.1706e-06+0.00046537i,0.00090656+0.00073669i,0.00089142+6.7016e-05i,0.00029241-0.00033272i,9.4461e-05-0.00058482i,5.8077e-06-0.00094157i
-0.0011759+0.0015382i,0.00014072+0.0010352i,-0.0006162+0.0020157i,-0.00094369+0.0022251i,3.8809e-05+0.0024243i,0.00069213+0.002134i,0.00085097+0.0010692i,0.00056301+0.00062816i,0.00022082+0.00041166i,0.00048641-0.00015732i,0.00065772-0.00043551i,0.0003835-0.00052932i,0.000186-0.00029274i,-0.00026527+0.00036541i,-0.00033043+0.00033408i,-0.00018386-0.00012507i,-7.6041e-05+8.6933e-05i,-0.00049403+0.00020834i,-0.00060853-9.0757e-05i,-0.00020927-8.8292e-06i,-0.00052233+0.00051562i,-0.00034516+0.00018759i,0.00021556-0.000393i
-0.0023143+0.00097754i,-0.0015639+0.0016303i,-0.0012829+0.0011856i,0.00056382+0.0014018i,0.0014897+0.0019335i,0.0015085+0.00058022i,0.00050296-5.0628e-05i,-0.00099567+2.2071e-05i,-0.00078854+0.00045238i,0.00022829+0.0010964i,0.00061611+0.00084655i,0.00013313+0.00037014i,-0.00020727+9.7026e-06i,-0.00037255-0.0002457i,-0.00040829-0.00080672i,-0.00057843-0.0011574i,-0.0010876-0.00018974i,-0.0012152+0.0007981i,-0.00017581+0.0002624i,0.00018985-0.00044951i,0.00014358-7.7928e-05i,0.00018111+0.00056639i,-0.00058385+0.00028193i
-0.00085316-0.00074892i,-0.00072184-0.00071455i,-0.00042634-0.00099779i,8.5362e-06-0.001395i,7.672e-05-0.001026i,-3.9092e-05-0.00043844i,-0.00022911-0.00021053i,-0.00035715-1.0771e-05i,-0.00035839+0.0001101i,-0.00049576+0.00017349i,-0.00083439+0.00020609i,-0.00081172+1.9258e-05i,-0.00051921-0.000137i,-0.0001738-0.0010445i,0.00075166-0.0011607i,0.00042918+3.3301e-05i,-8.0731e-05+0.00033312i,0.00047335+0.00042627i,0.00034272+9.0217e-05i,-0.00027693-0.00025536i,0.00049084+0.00015951i,0.0010658+0.00041964i,0.00011475+0.0001581i
-0.00018408-0.0011822i,0.00033077-0.00079735i,5.8875e-05-0.0011563i,0.00028787-0.0011244i,0.00065037-0.00091584i,0.00092599-0.00086742i,0.00013289-0.00065262i,0.00023332-0.0006024i,0.00048685-0.00056488i,-0.00010538-0.00027507i,-0.00010828-1.292e-05i,-9.6932e-05-1.4957e-05i,-0.00026224-2.0066e-05i,-0.00024885+0.00021459i,-0.00032029-0.00018656i,-0.00066143-0.0005848i,-0.0001026-0.00034199i,0.00032006+0.00046034i,0.00023356+0.00011873i,0.00036836-0.001277i,0.00022115-0.00080794i,0.00026306+6.0916e-05i,0.00010796+6.4324e-05i
0.00072788+0.0016601i,0.0017018+0.0012765i,0.0015609+0.0015723i,0.0010002+0.0005505i,0.0007889+1.6031e-05i,8.2677e-05+0.00020297i,-0.00044217+0.00065163i,-0.00060291+0.00126i,-0.00058509+0.001324i,-2.6075e-06+0.00099122i,-5.3535e-06+0.00017013i,0.00053305-0.00038646i,0.001085+0.00039835i,0.00024671+0.00111i,9.601e-05+0.00039203i,0.00077549-0.00055947i,0.00015141-0.00058986i,-0.00048512+6.5835e-05i,-0.00043818+0.00037535i,-0.00020053+8.4838e-05i,0.00028158-0.00040024i,0.00027188+6.7082e-05i,-0.00053129+0.00079684i
0.0012275+0.00010273i,0.00066244-0.00040087i,-0.00033577-0.0003029i,-0.00095372+0.00023452i,-0.0010102+0.00060297i,-0.00068647-0.00026179i,0.00026767-0.0004148i,0.00083513+0.00055464i,-0.00037782+0.00018432i,-0.0011512-5.36e-05i,-0.00054903+0.00011942i,0.00021793-0.00019973i,0.00046055-3.0664e-05i,0.00016917+0.00017589i,2.2277e-06+0.00031149i,4.7181e-05-0.00041445i,0.00023098-0.0010363i,-0.0002416-0.00032452i,-0.00097631-0.00011462i,-0.00052136-0.00026471i,-0.00015367-0.00013224i,-9.473e-05+2.7074e-05i,0.00023724-0.00011203i
-0.003859+0.0030571i,-0.0019439+0.0031502i,-0.0023757+0.0024282i,-0.00042441+0.0020382i,0.0025214+0.0017187i,0.002644+0.00063466i,0.0010783-0.00015722i,-2.9099e-05-8.8498e-05i,0.00032645+0.0012635i,0.00048922+0.0018806i,-0.00015058+0.0011469i,7.047e-05+0.00041117i,0.0011276+0.00027752i,0.0010567+0.00080158i,-4.5659e-05+0.0012581i,5.2688e-05+0.00053043i,6.4893e-05-0.00042549i,-0.00053368-0.0008928i,-0.00094383-0.00043117i,-0.0003539+0.00010012i,0.00065518-4.9898e-05i,0.00015584-0.00030443i,-0.0005815-9.0715e-05i
0.00065798+2.8913e-05i,0.0008092+0.00037492i,0.00019353-0.00049093i,0.00026387-0.000776i,0.00079325-0.00085694i,0.00083109-0.00052271i,0.00016512-0.00025281i,-2.8613e-05-0.00012576i,0.00019501+0.00082752i,0.00085137+0.0013518i,0.0012721+0.0010184i,0.00018649+7.1823e-05i,-0.00030639-0.00084705i,0.00015279-0.0011575i,-0.00030027-0.0010184i,-0.00069974-0.00096021i,-0.000598-0.00037468i,4.1044e-05+0.0006236i,-9.083e-05-0.00012335i,-0.00037845-0.0011267i,0.00032721-0.0008822i,0.00097424-0.00054785i,0.0013312-7.503e-05i
0.0010251-0.0024486i,0.001202-0.0024561i,0.0022632-0.0023993i,0.0027957-0.001894i,0.00096363-0.0013845i,-0.00076555-0.0010097i,-0.00096966-0.00079298i,-0.00071701-0.00026714i,-0.00041444+0.00078321i,0.00041179+0.00099826i,0.00078977+0.00031368i,0.00052375-0.00048327i,0.00052997-0.00065764i,0.00054898-0.00029178i,0.00038802+6.3945e-05i,0.00010593+0.00012858i,-0.00046725-0.00047527i,-0.00010849-0.00065631i,0.00049805-0.00081483i,0.00044565-0.0010503i,-0.00042788-0.00033601i,-0.0012363-1.7591e-05i,-0.00058764+7.5611e-06i
0.00070123-0.0027734i,0.00063804-0.0030986i,0.0012158-0.0025205i,0.00058085-0.001975i,-0.00028235-0.0018519i,2.0883e-05-0.00089213i,-0.00053677+0.00031038i,-0.0011749+0.00050826i,-0.00012996+0.00068366i,0.00095053+0.0011286i,0.0014669+0.00042878i,0.00034541-2.9949e-05i,-0.00091005+0.00023236i,-0.00046394+7.6348e-05i,0.00021924-0.00010674i,0.00024358-0.00027017i,0.0001342-0.00082671i,-0.00018656-0.00029677i,-0.00042107+0.00077686i,0.00020137+0.00049391i,0.00033092-0.00026795i,0.00067401+7.2915e-05i,0.00023915+0.00056612i
0.0019562+0.0014529i,0.0013911+0.0027565i,0.0017796+0.0031864i,0.0021496+0.0018468i,0.0017079+0.00050419i,0.0010927+0.00034119i,0.00026777+0.00074871i,-0.00033355-6.447e-05i,-0.00036665-0.00049406i,0.00023295+0.00030035i,0.00063634+0.00044465i,0.0001109+1.8766e-05i,-0.00028544-0.00013231i,0.00036209+0.00011737i,0.0012067+0.00064538i,0.0005613+0.00056385i,-0.0002169+0.00060475i,4.022e-05+9.5076e-05i,0.00066627-0.00060075i,0.00082169-0.00099323i,-0.00037929-0.00094215i,-0.00076209-0.00046903i,0.0006415+0.0001767i
-0.0011557-0.0015588i,-0.0013728-0.0011152i,-0.00094548-0.00051502i,0.00016482-2.7901e-05i,-3.5661e-06+0.00024951i,-0.00080481-0.00027804i,-0.00085087-0.00070207i,-0.00077558-0.00087019i,-0.0010479-8.4038e-05i,-0.00059814+0.00064204i,0.00013116+0.00039399i,0.00031564+0.00075931i,8.7763e-05+0.0010385i,0.0005806+0.00035354i,0.00071437+0.0001365i,-0.00030474+8.3172e-05i,-0.00044201-0.0002333i,-0.00022385-0.0004172i,-0.00011287-0.00036031i,0.00019779-0.00037851i,0.0008463-0.00055973i,0.0011182-0.00064074i,0.00033956-8.4307e-05i
0.0015402+0.0011438i,0.0011404+0.00079163i,0.00089171+0.0014813i,0.0018444+0.00081731i,0.0014091-0.0012266i,0.00042754-0.0021848i,0.00031839-0.0023126i,0.00078623-0.0012329i,0.001241+0.000137i,0.0012501+0.000578i,0.00069509+0.00061177i,-0.00015446+0.00027924i,-5.8125e-05+7.4089e-05i,0.00023884+0.00019529i,0.00085783-0.00073526i,0.001104-0.0013622i,0.00074489-0.00068414i,0.00089565-0.00027071i,0.00063191-0.00037942i,-4.3254e-05-0.00039919i,-0.00017786+0.00044682i,-0.00019671+0.000585i,0.00015138+0.00031652i
-0.0012953-0.0021122i,-0.0016019-0.0016546i,-0.00054903-0.0018285i,-0.00018326-0.0013687i,-0.00041744+0.00020854i,-0.00045659+0.00099818i,-0.00025223+0.00062768i,0.00017294+0.00033836i,0.00013918+0.00040124i,0.00026367+0.00015926i,0.00089431-3.4279e-05i,0.00034745+1.6958e-05i,0.00042219+0.00011023i,0.00038132-6.8244e-05i,-0.00038349-4.1662e-05i,-0.00031322-0.00036127i,-0.00040704-0.00067079i,-4.9815e-06-0.00037164i,0.001028-0.0001068i,0.0012554-0.00034727i,0.00078377+0.00025065i,-4.767e-05+0.00018907i,-0.00023879-0.0002882i
0.0008617-0.0013455i,0.00097739-0.0010799i,0.0023096-0.00037568i,0.00155+0.0002033i,-0.00017778-0.00031778i,-0.00072713-0.0017075i,-7.0178e-05-0.0024477i,0.00016322-0.0017985i,0.00018631-0.00021666i,0.00023409+0.00012438i,0.00035616+0.00022356i,0.00046476+0.00068873i,0.0004355+5.8256e-05i,0.00089632-0.0003768i,0.00050101+0.00025227i,2.0302e-05+0.00051765i,0.00013156+0.00034873i,-0.00016795+0.00035732i,-0.00046813+0.00021822i,-0.00048468-0.00017491i,0.00039701-0.00087158i,0.0007375-0.0011903i,0.00046549-0.00048423i
0.0014639+0.00017032i,0.0018115-3.8774e-06i,0.0010468-0.00054292i,0.00080114-0.00087067i,0.0013994-3.7591e-05i,0.0013082+0.00017629i,-9.5964e-05+4.7367e-06i,-0.00058565-1.7951e-05i,0.00038759+0.00059539i,0.00069613+0.0010145i,0.00071816-8.3857e-05i,0.0004304-0.00024863i,-0.00010698-0.00041902i,-0.00022487-0.00080842i,-0.00044422+0.0001118i,-0.00082075+0.00034367i,-0.0010395-0.00053227i,-0.0005465-0.00055351i,1.3643e-05-0.00019242i,-0.00033068+4.654e-05i,-0.00029997-0.00021322i,4.3492e-05-2.8162e-05i,-0.000112+0.0005702i
-0.0022213-0.0010252i,-0.002461-0.00070928i,-0.001004-0.00010817i,0.00055256-0.00016511i,0.0010456-0.00037755i,0.00095097-0.00076732i,0.00081034-0.00052266i,0.00091174-0.00029281i,0.00047844+0.0002205i,1.8353e-05+0.0015561i,-0.0001685+0.0014065i,-0.00027971+0.00044333i,-0.00080338+0.00054765i,-0.00071503+0.00044702i,-0.00042679+0.00080886i,-0.00038836+0.0011929i,0.00025651+0.00046586i,0.00044408+0.00024011i,0.00040969+0.00048163i,0.00021298-0.0001466i,-0.00052244-0.00058568i,-0.00010348-0.00058486i,0.00054597-0.00050546i
-0.0012316+0.00042736i,-0.0016184+0.00061237i,-0.00093265+0.00081123i,0.000179+0.00047128i,0.0010095-0.00061352i,0.00057579-9.772e-05i,-0.00045685+0.00057811i,-0.00038661-0.00027623i,1.8808e-05-0.0010758i,0.00037111-0.00072079i,0.00078077+0.00032409i,0.00081744+0.0003959i,0.0011504+0.00048598i,0.0013699+0.0012011i,0.00039033+0.00084504i,-5.2409e-05-0.00013274i,0.00025807-0.00010575i,-4.872e-05+4.044e-05i,-9.3202e-05-0.00066029i,8.4228e-05-0.00083117i,-0.00034526-0.0008492i,-0.00031015-0.00079282i,0.00015629-0.00041069i
0.0019696-0.00065126i,0.002222-0.00020383i,0.00099598+0.0005726i,-0.00046331-0.00053458i,-0.001504-0.00079979i,-0.0010573-0.00041262i,-0.00051362+4.189e-06i,-0.00089455+0.00077745i,-0.0009414+0.0009705i,-0.00093066+0.00086145i,-0.00072164+0.00042688i,-0.00052741-0.00081914i,0.00018056-0.0010628i,0.0012537-0.00017572i,0.00078526-0.0001232i,3.5343e-05-0.0008743i,-0.00021993-0.00052294i,-0.00052664-0.00029325i,-0.00010309-0.0010701i,0.00021749-0.0008319i,-3.7667e-05+2.1347e-05i,-3.5929e-05+0.00041962i,-0.00043606+0.00060325i
0.00013787-0.0001147i,-0.00057609-0.00026004i,-0.00034416-0.0004774i,0.00048-8.9876e-05i,0.001585+0.00031178i,0.0013927-0.00038591i,-0.00018796-0.00083049i,-0.00065397-0.00016514i,8.3554e-06+0.00015595i,-7.0572e-05+0.00049998i,4.0024e-05+0.00022149i,0.00032099-0.00039456i,0.00045308-0.00046598i,0.00055953-0.00077187i,-1.6045e-05-0.00068143i,6.0579e-05-0.00061997i,0.00012589-0.00053951i,9.0685e-05-4.4502e-06i,0.00037828-0.00054793i,0.0001454-0.0015519i,-0.00047292-0.00087965i,-0.0010058-0.0002348i,-0.00074719-0.00059251i
0.0011826-0.0018714i,0.0020014-0.0025258i,0.0029204-0.0021254i,0.0019612-0.0015131i,0.00091605-0.00098243i,-6.7422e-05-0.00077887i,-0.00084641-0.0010883i,-0.001009-0.00052699i,-0.00052745+0.00014089i,-0.00044298-0.0001385i,-0.00034892+0.00018987i,-0.00024823+0.00087675i,-2.6559e-06+0.00016499i,0.00053347-0.00069063i,5.7206e-05-4.1626e-05i,-0.00037094+3.9283e-05i,-0.00074967-0.00051859i,-0.00087086-0.00061639i,0.00012395-0.00071468i,0.00047088-0.00070383i,2.5506e-05-0.00032605i,4.8852e-05+4.313e-05i,-0.00032394-0.00014901i
0.00028761-0.000558i,0.00031864+0.00018241i,-0.00021786+0.00046142i,0.00031694+0.00062251i,0.00041665+0.00089083i,-0.00049988+0.00041551i,-0.0011431+1.361e-07i,-0.00081105+0.00056796i,-0.00037255+0.0012429i,0.000123+0.0010305i,0.00065491+0.00082755i,0.00053793+0.00075294i,-0.00031665+0.0002738i,-0.00014604+0.00034091i,0.00058925+0.0001199i,0.00013665-0.000656i,-0.00060073-9.5756e-05i,-0.00064447+0.00053914i,-0.0005435+0.00025339i,-0.00037975-0.00022861i,-2.7172e-05-8.7709e-05i,-0.0003623+0.00017265i,-0.00052405-0.0001906i
-0.00016691+0.0001394i,-0.0010294+0.00030269i,-0.0012624+0.00085849i,-7.2405e-05+0.00093843i,0.001202+0.00031233i,0.0014096+8.0945e-05i,0.00074504+3.5e-05i,-7.5739e-06+0.00060731i,-7.5478e-05+0.0011799i,0.00062198+0.0011125i,0.00056208+0.0003928i,0.00048344-0.000509i,0.00057335-0.00055461i,0.00072963+0.00016657i,0.00055591+0.00041642i,4.6405e-05+0.00018815i,-0.00015061+7.1726e-05i,-0.0004706-0.00016411i,-0.00040103-0.00027777i,1.7823e-05-0.00026588i,0.00044494+9.1257e-05i,0.00079414+0.0012766i,0.00090676+0.00054259i
0.0029486+0.00058141i,0.0029465+0.00070757i,0.0030741-0.00018955i,0.00221-0.001214i,0.00096383-0.0013197i,3.8099e-05-0.00057427i,-0.00037346-0.00011613i,-0.00065398-5.4913e-05i,-0.00064559+8.3327e-05i,-0.00028756+0.00074821i,2.5763e-05+0.00092171i,3.7619e-05+0.00017824i,0.00047612-0.0005663i,0.0010005-0.00062886i,0.00060552-0.00060147i,0.00010723-0.00052285i,-0.00025804+2.5356e-05i,-0.00011448+0.00036898i,0.00051283+0.00029973i,0.00045947-1.0796e-05i,0.00027366+7.8338e-05i,0.00033854+0.00029771i,2.4575e-05+0.0001968i
0.0010483+6.8652e-05i,0.0013065+0.00045527i,0.0020825-0.0010165i,0.0018221-0.0020311i,-6.8151e-05-0.0018135i,-0.00093454-0.001078i,-0.00065244-5.3934e-05i,-0.0004319+0.0001836i,-0.00037971-0.00019926i,-0.0003963-0.00062176i,-0.00035102-0.00043031i,0.00053873-0.00031786i,0.00030483+2.9209e-05i,-0.0010633+0.00086685i,-0.00094391+0.00079187i,-0.00057316-0.00023253i,-0.00080187-0.0011638i,-0.0002697-0.00093443i,0.00039306-0.00058054i,0.00049004-0.0010863i,0.00016771-0.0013058i,0.00024275-0.00053068i,3.9532e-05+0.00014003i
-0.00013858+0.00086236i,-0.00038906+0.0019071i,-0.00067693+0.002154i,0.00016823+0.0011252i,0.0018105+1.6352e-05i,0.0010404-0.0002413i,-0.00031189+0.0003324i,-0.00025461+0.00021288i,0.00014479+0.00062344i,0.00036508+0.0011519i,0.00020945+0.00087607i,0.00029988+0.0007089i,-7.0984e-05+0.001098i,-0.00066562+0.0013295i,-0.00062157+0.00047253i,-0.00015321-0.00029621i,-0.00021496-0.0004035i,-0.00057823-0.00025855i,-0.00047683+0.00029908i,-0.00045071+0.00026927i,-0.00078506+0.00033117i,-0.00049988+0.00061138i,0.00070877+0.00061815i
