-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
-0.010584+0.15946i,0.011981+0.20462i,0.03211+0.15224i,0.0354-0.0062965i,-0.008652-0.14792i,-0.058473-0.13766i,-0.041137-0.045442i,-0.0075807-0.010327i,-0.024247-0.0071533i,-0.044455+0.013345i,-0.034436+0.023254i,-0.013876+0.015837i,0.0049253+0.0026078i,0.0099538-0.0087192i,0.0007798-0.0065349i,-0.005102+0.0027591i,-0.0053609+0.0040903i,-0.0084128+0.0028301i,-0.0094671+0.0059263i,-0.0085662+0.0055853i,-0.0086676+0.0024687i,-0.0084753+0.0025296i,-0.0068766+0.0013104i
-0.054877-0.079482i,-0.026735-0.11824i,-0.0038862-0.096801i,0.0091469+0.024813i,0.050121+0.13964i,0.083128+0.12393i,0.054474+0.037514i,0.018439-0.012363i,0.020613-0.030513i,0.027599-0.039704i,0.020857-0.036581i,0.0081872-0.022793i,-0.0013542-0.0034099i,0.00059449+0.0077774i,0.0061182+0.004288i,0.0058072-0.00097516i,0.0045871-0.0012719i,0.0059983-0.0033721i,0.0060359-0.0065421i,0.0063545-0.0045193i,0.0075743-0.002366i,0.0068441-0.0039552i,0.0061014-0.0022349i
0.027885+0.029604i,0.037997+0.11164i,0.043928+0.077008i,-0.0066794-0.087907i,-0.097411-0.18171i,-0.11576-0.13049i,-0.055036-0.047722i,-0.016731-0.0015967i,-0.016393+0.028414i,-0.010594+0.049758i,0.002059+0.046923i,0.0052812+0.025616i,-0.0010137+0.003138i,-0.0090013-0.0076788i,-0.011063-0.0029601i,-0.0061044+0.0057574i,-0.0028974+0.010404i,-0.0041518+0.013649i,-0.0017021+0.013428i,-0.00050014+0.0064782i,-0.004077+0.0012017i,-0.0041638+0.0047258i,-0.0016832+0.0075469i
-0.054698-0.089168i,-0.1753-0.14672i,-0.1943-0.088812i,-0.049401+0.063303i,0.1203+0.14606i,0.15612+0.10763i,0.080045+0.037973i,0.011272+0.0017121i,-0.0078893-0.015017i,-0.0096668-0.030557i,-0.015018-0.032863i,-0.012075-0.021361i,0.0021271-0.0070435i,0.014493-0.00028584i,0.014306-0.0040074i,0.0057776-0.0063864i,0.0011289-0.0060734i,-0.0010008-0.0086844i,-0.0033692-0.0086937i,-0.0014581-0.0070199i,-9.5425e-05-0.0072464i,-0.004102-0.0077559i,-0.0086421-0.0053128i
0.16602-0.0039074i,0.25867-0.09567i,0.17741-0.16396i,-0.040165-0.1611i,-0.18585-0.11534i,-0.17821-0.047171i,-0.083983+0.0077429i,-0.0086724+0.025614i,0.013178+0.035478i,0.022276+0.040675i,0.027175+0.029252i,0.0176+0.019025i,0.0017079+0.018399i,-0.0098482+0.021968i,-0.0065217+0.024148i,0.0047131+0.017907i,0.011075+0.0092747i,0.013264+0.0072438i,0.012541+0.0066263i,0.0065732+0.0047585i,0.0012378+0.00417i,0.004935+0.0019342i,0.010745-0.0035813i
-0.10015+0.20367i,-0.081233+0.34492i,0.0019054+0.35979i,0.1248+0.25545i,0.20664+0.13524i,0.1877+0.038592i,0.090795-0.0081974i,0.014058-0.0084831i,-0.010982-0.010513i,-0.02723-0.016237i,-0.036397-0.01165i,-0.029902-0.010096i,-0.015362-0.017601i,-0.0063202-0.027398i,-0.0086378-0.02614i,-0.011565-0.012417i,-0.0094586-0.0027021i,-0.0083652-0.00089777i,-0.0098179-0.0013068i,-0.0090154-0.0001185i,-0.0072679+0.0030315i,-0.0065261+0.0091289i,-0.0029343+0.015935i
-0.15616-0.15171i,-0.26836-0.16814i,-0.29761-0.12077i,-0.28202-0.06225i,-0.26941-0.012972i,-0.18334+0.028705i,-0.044054+0.026325i,0.034364-0.0023383i,0.049455-0.010327i,0.045527-0.0095736i,0.035114-0.0088789i,0.028118-6.7921e-05i,0.02535+0.010826i,0.023548+0.016541i,0.020773+0.011025i,0.012504-0.00053192i,0.0034746-0.0076127i,0.0018158-0.00988i,0.004906-0.0088672i,0.0053808-0.0052584i,0.0022733-0.0021185i,-0.00041002-0.0035068i,-0.0049013-0.0072213i
0.1882-0.085548i,0.26152-0.14277i,0.28374-0.13459i,0.30336-0.085433i,0.31344-0.069044i,0.22204-0.075286i,0.083212-0.040529i,0.01073+0.004012i,-0.013232+0.013898i,-0.024627+0.015588i,-0.027892+0.018468i,-0.030495+0.014861i,-0.033117+0.0091679i,-0.031879+0.0039439i,-0.024682+0.0044093i,-0.013156+0.0080793i,-0.0036165+0.0078871i,-0.0032737+0.0080991i,-0.0054036+0.010668i,-2.7883e-05+0.0090678i,0.0073486+0.0034225i,0.012641+0.0011635i,0.017312+0.00053808i
0.051253+0.16249i,0.084133+0.20745i,0.045099+0.18943i,-0.082125+0.16062i,-0.17932+0.16004i,-0.14545+0.13834i,-0.049814+0.054331i,-0.0028215-0.024519i,0.0018215-0.043762i,0.0044271-0.035655i,0.010334-0.03034i,0.016103-0.032109i,0.017626-0.031792i,0.016577-0.022726i,0.01159-0.011794i,0.0024792-0.0040092i,-0.0039248-0.00066655i,-0.0061558-0.0028642i,-0.0077206-0.0071003i,-0.0085138-0.0050537i,-0.005336+0.0011697i,-0.0037498+0.0034997i,-0.0081387+0.0048246i
-0.11837+0.020952i,-0.13677+0.0082477i,-0.072587-0.040521i,0.06476-0.12598i,0.14836-0.20796i,0.10234-0.19018i,0.026658-0.082323i,0.0031257-0.00037464i,0.0013024+0.024615i,0.0012081+0.030043i,0.0047028+0.031858i,0.0066787+0.034282i,0.0074835+0.03339i,0.0033086+0.025271i,-0.0018726+0.017814i,7.0918e-05+0.012962i,0.0065062+0.0090015i,0.011668+0.0094072i,0.012712+0.008565i,0.0081843+0.0005487i,0.00090298-0.0074726i,-0.0015315-0.011586i,0.0030045-0.01366i
-0.04519-0.097561i,-0.05777-0.11116i,-0.078093-0.080251i,-0.1338+0.03644i,-0.15336+0.17584i,-0.072055+0.17478i,-0.011054+0.055037i,-0.024024-0.020401i,-0.034941-0.023327i,-0.027637-0.012834i,-0.023737-0.011361i,-0.027587-0.013375i,-0.026477-0.011906i,-0.011899-0.01178i,0.0010001-0.01308i,0.00058656-0.0095319i,-0.006191-0.0034069i,-0.0095647-0.00036004i,-0.0083986+0.0006582i,-0.0045367+0.0028459i,-0.0011066+0.0035473i,-0.0014313+0.0047251i,-0.0022427+0.0099343i
0.068516-0.057447i,0.059683-0.063431i,0.065685-0.065653i,0.094949-0.15416i,0.08392-0.24664i,0.033234-0.18945i,0.024265-0.051222i,0.045714+0.019515i,0.04693+0.023504i,0.035407+0.010579i,0.022419-0.0019338i,0.015942-0.0071589i,0.015479-0.0085172i,0.011963-0.0022117i,0.0084627+0.0066776i,0.0092642+0.0053171i,0.010451-0.0038985i,0.010349-0.009817i,0.0092598-0.0084909i,0.0043094-0.0064055i,-0.0025358-0.0054856i,-0.0061937-0.0047219i,-0.0075106-0.0074444i
0.093291+0.085502i,0.094224+0.088545i,-0.00025574+0.12668i,-0.062564+0.2634i,-0.0017115+0.35573i,0.046058+0.26006i,0.0064166+0.10908i,-0.034375+0.041684i,-0.037402+0.027664i,-0.023272+0.022457i,-0.008541+0.016121i,-0.0037292+0.012085i,-0.0054675+0.01199i,-0.0081649+0.0075614i,-0.012069+0.00070822i,-0.012875+0.0019544i,-0.008765+0.0089895i,-0.0069179+0.01028i,-0.0079351+0.0070146i,-0.0018873+0.0061687i,0.0065701+0.0061285i,0.010127+0.0062222i,0.012779+0.0079313i
-0.11162+0.11322i,-0.091161+0.14455i,-0.019379+0.0419i,-0.026078-0.16305i,-0.11808-0.27831i,-0.13159-0.20251i,-0.040716-0.086579i,0.030339-0.047356i,0.037306-0.044089i,0.015008-0.033316i,-0.0018169-0.012155i,-0.003146-0.00061681i,-0.0011717-0.0055002i,0.00063638-0.0087325i,0.0041314-0.0066437i,0.0027651-0.0077495i,-0.0026008-0.010005i,-0.0030948-0.010959i,-0.0019972-0.011628i,-0.0067529-0.0079392i,-0.010782+0.0016028i,-0.0095395+0.0080587i,-0.0086906+0.0072338i
-0.087667-0.14715i,-0.13451-0.15129i,-0.084712-0.0039052i,0.089204+0.18049i,0.23496+0.21249i,0.21503+0.11432i,0.10216+0.035735i,0.026992+0.023588i,0.012904+0.034177i,0.018541+0.028378i,0.013955+0.0089297i,0.0049692+0.0020953i,0.0066329+0.0066081i,0.0084577+0.0076851i,0.0020094+0.0062974i,-0.0012973+0.0082047i,0.0020606+0.011124i,0.0043772+0.014406i,0.0059141+0.015517i,0.0086289+0.0069993i,0.0077961-0.0047824i,0.0057215-0.010174i,0.0069895-0.011235i
0.18543-0.046441i,0.25247-0.11117i,0.1684-0.21613i,-0.069606-0.27588i,-0.24213-0.19572i,-0.19188-0.069788i,-0.059456-0.024088i,-0.0045699-0.033527i,-0.015303-0.034434i,-0.02751-0.014837i,-0.019577+0.002292i,-0.012519+0.0030755i,-0.016644+0.0026211i,-0.014761+0.005699i,-0.0053635+0.0042785i,-0.00076797+0.00069812i,-0.0032052-0.0027203i,-0.0074427-0.0065175i,-0.01029-0.0046899i,-0.0083814+0.0048441i,-0.00090018+0.0096932i,0.0047807+0.0074507i,0.0033423+0.0064362i
-0.008802+0.1663i,-0.013442+0.26823i,0.072813+0.30779i,0.24676+0.23366i,0.32703+0.1042i,0.21797+0.017523i,0.069132+0.0041738i,0.0096247+0.017506i,0.014113+0.011265i,0.01942-0.01157i,0.008389-0.023247i,0.0019382-0.021044i,0.0043776-0.01992i,0.0025995-0.015875i,-0.0027396-0.0042838i,-0.00029873+0.0053939i,0.0081068+0.0060618i,0.013985+0.0022921i,0.013724-0.00062502i,0.0075639-0.0039318i,-0.0002198-0.0058737i,-0.0057427-0.0041517i,-0.0064341-0.0022465i
-0.12668-0.055771i,-0.22759-0.15079i,-0.37423-0.19169i,-0.4886-0.076464i,-0.43491+0.070818i,-0.2425+0.094577i,-0.080741+0.032973i,-0.021506-0.011624i,-0.017959-0.010009i,-0.011965+0.011951i,0.0054648+0.022413i,0.014895+0.020333i,0.016948+0.020136i,0.017965+0.015278i,0.01354+0.0037335i,0.0037009-0.0025461i,-0.0060006-0.00042232i,-0.01039+0.0018539i,-0.0096953+0.0016315i,-0.0034434+0.0027334i,0.0029054+0.0030405i,0.0039221+0.0001306i,0.001938-0.00043655i
0.050533-0.054878i,0.1809-0.048862i,0.3482-0.068153i,0.42443-0.16437i,0.33772-0.24033i,0.16721-0.17725i,0.050623-0.054119i,0.021744+0.01114i,0.022094+0.0084755i,0.0051701-0.010004i,-0.019631-0.0089257i,-0.029404-5.3883e-05i,-0.028447+0.0012421i,-0.023246+0.0032532i,-0.012635+0.008272i,-0.00085466+0.0062797i,0.0044563+0.00020252i,0.0045446-0.0024629i,0.0045322-0.0042995i,0.0020996-0.0078608i,-0.0024772-0.005483i,-0.001462+0.0010782i,0.0032953+0.0020458i
0.015352+0.007773i,-0.078148+0.09905i,-0.20801+0.25691i,-0.24383+0.39252i,-0.15432+0.37793i,-0.03631+0.21263i,0.01525+0.050038i,0.0022164-0.011946i,-0.013101+0.0030464i,0.00023421+0.0218i,0.018072+0.0071321i,0.019583-0.012296i,0.018708-0.01741i,0.015975-0.016668i,0.0055554-0.014215i,-0.0036378-0.0073281i,-0.0077869+0.001101i,-0.0098071+0.006513i,-0.0091373+0.01013i,-0.0033063+0.0087909i,0.00021508+0.0027263i,-0.0019757+0.00033272i,-0.0013257+0.0025013i
0.047481+0.035678i,0.085392-0.051734i,0.12812-0.23908i,0.11953-0.39607i,0.059364-0.35815i,0.016039-0.17014i,0.017186-0.017707i,0.028412+0.01898i,0.012566-0.0035805i,-0.01335-0.01036i,-0.017665+0.0079906i,-0.0084397+0.021496i,-0.0061525+0.025153i,-0.0051843+0.024256i,0.00053358+0.017229i,0.0059387+0.0067896i,0.0080395-0.0013049i,0.0070659-0.0076278i,0.0015208-0.011731i,-0.0055935-0.0096492i,-0.0068464-0.0047641i,-0.0028464-0.0032269i,-0.0019071-0.0043695i
-0.072833+0.055967i,-0.07275+0.13732i,-0.0091562+0.28155i,0.081195+0.38891i,0.105+0.33317i,0.047368+0.15638i,-0.015472+0.014373i,-0.034656-0.024374i,-0.0073702-0.0095062i,0.02448-0.0089994i,0.020404-0.02267i,0.00036942-0.024821i,-0.0078475-0.023434i,-0.0099736-0.022366i,-0.012414-0.014495i,-0.010252-0.0019126i,-0.0034171+0.0079317i,0.0037881+0.011484i,0.0095312+0.010891i,0.011356+0.0066933i,0.0076998+0.0025067i,0.002336+0.0023271i,0.00088011+0.0027451i
-0.014098-0.11472i,-0.040128-0.24046i,-0.14428-0.37166i,-0.26584-0.41641i,-0.25511-0.32668i,-0.11663-0.15792i,0.013247-0.03484i,0.054354+0.00085262i,0.026313+0.010417i,-0.0015418+0.02674i,0.0010991+0.030664i,0.013063+0.020799i,0.020718+0.014631i,0.024652+0.012337i,0.021618+0.0064012i,0.011437-0.00097397i,0.00090802-0.0053274i,-0.0054403-0.0054277i,-0.0095111-0.0022632i,-0.010171+0.0028183i,-0.0061206+0.0060194i,-0.0013857+0.0039821i,-0.0009718+0.00080026i
0.10672+0.049582i,0.22008+0.14199i,0.35351+0.20995i,0.42217+0.20203i,0.33675+0.14778i,0.14483+0.081343i,-0.01198+0.038102i,-0.061311+0.030653i,-0.037786+0.014859i,-0.018892-0.014929i,-0.023777-0.023064i,-0.028117-0.010699i,-0.028981-0.00045258i,-0.028671+0.0046696i,-0.024078+0.0084135i,-0.014375+0.0087518i,-0.0044187+0.0049253i,0.00069758+0.0012397i,0.0041144-0.00038935i,0.0066515-0.0016759i,0.0053599-0.00078071i,0.0039492+0.0042249i,0.0056311+0.0069033i
-0.091271+0.047501i,-0.271+0.070578i,-0.45344+0.086034i,-0.50935+0.086798i,-0.37983+0.058475i,-0.14475+0.0057588i,0.023659-0.044922i,0.058192-0.065476i,0.032137-0.041309i,0.018931-0.0066637i,0.021964+0.0038682i,0.021337-0.003128i,0.017765-0.011418i,0.016813-0.017375i,0.013203-0.019014i,0.0060745-0.014129i,0.00058394-0.0075254i,-0.0039486-0.0038979i,-0.0081442-9.5072e-05i,-0.0067827+0.0032242i,-0.0028855+0.0020737i,-0.0047777-0.0018853i,-0.0080172-0.0015901i
0.029517-0.083298i,0.11854-0.20637i,0.25188-0.28817i,0.33772-0.26149i,0.29145-0.14206i,0.1444-0.0031175i,0.029756+0.08472i,0.0045104+0.091251i,0.0037515+0.042607i,-0.012242+0.0058944i,-0.024554+0.0060914i,-0.020522+0.016944i,-0.011548+0.024734i,-0.0067907+0.03023i,-0.0024889+0.029288i,0.0031698+0.021819i,0.0066753+0.01323i,0.0085022+0.0057855i,0.0085567-0.0028008i,0.0057606-0.0088054i,0.0036362-0.0096948i,0.0058201-0.0093563i,0.0073505-0.010597i
0.033595+0.07034i,0.056237+0.19176i,-0.0073879+0.34098i,-0.1162+0.39779i,-0.15402+0.27838i,-0.10749+0.069593i,-0.054462-0.070613i,-0.031264-0.090158i,-0.011378-0.045145i,0.013509-0.012535i,0.022174-0.014228i,0.011096-0.021718i,-0.0026335-0.023185i,-0.011362-0.024321i,-0.014633-0.020388i,-0.013143-0.010079i,-0.0090707-0.00020848i,-0.0053464+0.0067421i,-0.0027738+0.010577i,-0.00078037+0.010077i,0.00054377+0.0085066i,0.0011017+0.0098843i,0.0027914+0.010121i
-0.047247-0.014456i,-0.080367-0.072976i,-0.06982-0.22645i,-0.0043151-0.35647i,0.067965-0.30713i,0.10189-0.12395i,0.1023+0.020387i,0.077081+0.054606i,0.027005+0.036296i,-0.011584+0.028911i,-0.012773+0.030592i,0.0033149+0.023312i,0.017637+0.014782i,0.025853+0.012754i,0.024108+0.010434i,0.015527+0.0035712i,0.0068716-0.0030736i,0.00096409-0.0065566i,-0.0040568-0.0077184i,-0.0089866-0.0066407i,-0.011294-0.0037351i,-0.010537-0.0015954i,-0.0096219-0.00058707i
0.016626-0.014651i,0.050506+0.038807i,0.13499+0.16091i,0.17547+0.26807i,0.092628+0.24878i,-0.031893+0.12343i,-0.10309+0.013554i,-0.10508-0.020571i,-0.059499-0.020812i,-0.01949-0.026837i,-0.011748-0.028429i,-0.015376-0.016485i,-0.017792-0.0031755i,-0.0202+0.0032993i,-0.016856+0.0039013i,-0.0082751+0.0027312i,-0.0019488+0.00063153i,0.00097205-0.00013008i,0.0038112+0.00080515i,0.0064821+0.00034655i,0.0065188-0.0018018i,0.0041138-0.0029134i,0.0017528-0.0032979i
-0.0037396-0.022897i,-0.090619-0.086548i,-0.22168-0.1581i,-0.28098-0.21703i,-0.18819-0.2151i,-0.02188-0.14047i,0.091413-0.069203i,0.10619-0.037673i,0.06545-0.011501i,0.033714+0.0125i,0.021784+0.017148i,0.014516+0.0080232i,0.010979-0.0038112i,0.012834-0.011696i,0.013664-0.01176i,0.01058-0.0056415i,0.0070559-0.00048549i,0.0025468+0.00065985i,-0.0013812+0.0019231i,-0.0013492+0.0048085i,0.0013111+0.0061134i,0.0034478+0.0040334i,0.0021391+0.0016862i
0.065967+0.016472i,0.18713-0.0098835i,0.29881-0.026704i,0.32455+0.018822i,0.23131+0.096167i,0.073941+0.12965i,-0.03596+0.12292i,-0.055369+0.095822i,-0.035133+0.049481i,-0.024355+0.01098i,-0.023856-0.0020078i,-0.019408+0.0011018i,-0.012092+0.0085798i,-0.0089813+0.014526i,-0.009293+0.015205i,-0.0090934+0.011582i,-0.0053992+0.0088664i,-0.00035985+0.0063062i,0.0032628+0.0013509i,0.0034996-0.0022138i,0.0017127-0.0016755i,0.0019597+0.0012589i,0.0036441+0.0024288i
-0.068017+0.081313i,-0.13108+0.19253i,-0.22887+0.24372i,-0.31211+0.18321i,-0.27435+0.058202i,-0.13177-0.054604i,-0.01873-0.11218i,0.0158-0.10307i,0.018458-0.054607i,0.022055-0.016396i,0.025345-0.0042375i,0.019118-0.0053489i,0.0060796-0.011726i,-0.0039387-0.018011i,-0.0060117-0.017955i,-0.0040328-0.012228i,-0.0043317-0.0064294i,-0.0058377-0.0018512i,-0.0043908+0.0012765i,-0.0010958+0.0014167i,-0.00027819+0.0012469i,-0.0032124+0.003549i,-0.0031234+0.0071672i
-0.066342-0.10327i,-0.103-0.18684i,-0.029808-0.25356i,0.11453-0.24433i,0.18091-0.13546i,0.14441+0.0052631i,0.089442+0.085101i,0.050089+0.083309i,0.015059+0.046902i,-0.011578+0.023805i,-0.019387+0.020229i,-0.010736+0.018506i,0.0039521+0.013219i,0.013263+0.011591i,0.012319+0.011321i,0.0073712+0.007469i,0.0036801+0.0014157i,0.0018864-0.0034848i,-0.00012257-0.0054705i,-0.0022914-0.0052166i,-0.0029755-0.0057311i,-0.0026173-0.00807i,-0.0049681-0.0084647i
0.1243-0.026684i,0.17005-0.0043614i,0.1414+0.12477i,0.040865+0.24475i,-0.05616+0.20209i,-0.099045+0.060479i,-0.10034-0.038938i,-0.077846-0.061399i,-0.038659-0.046816i,-0.006435-0.036832i,0.001242-0.034816i,-0.004416-0.023502i,-0.01097-0.0054288i,-0.016148+0.0054071i,-0.014571+0.0078968i,-0.0065566+0.0053247i,0.00022461+0.0012925i,0.0019023+0.00068173i,0.0026521+0.002313i,0.0043329+0.0018649i,0.006103+9.6473e-05i,0.0081472-0.0015678i,0.0091377-0.0046765i
0.012394+0.10321i,-0.0038928+0.085985i,-0.06356-0.034915i,-0.074792-0.1641i,0.0039954-0.17555i,0.086635-0.095645i,0.11732-0.02539i,0.096443+0.002986i,0.05016+0.013954i,0.021562+0.022518i,0.015407+0.022151i,0.011691+0.012536i,0.0086047-0.0014693i,0.0087943-0.01022i,0.0066522-0.0066727i,0.0030188+0.0014119i,0.0014728+0.0048786i,0.00019839+0.0027067i,-0.0025465+0.0023318i,-0.0051549+0.0056431i,-0.0053302+0.007808i,-0.0039831+0.0080919i,-0.0021634+0.008502i
-0.078652+0.017954i,-0.034132+0.045977i,0.086432+0.072666i,0.15192+0.12049i,0.088483+0.15209i,-0.01455+0.12776i,-0.070401+0.085769i,-0.068772+0.052711i,-0.043128+0.020802i,-0.029706-0.00012952i,-0.025806-0.0041687i,-0.017001+7.9541e-05i,-0.0065639+0.0058907i,-0.0013745+0.010881i,-0.00047075+0.0096018i,-0.0019445+0.0035578i,-0.003817+0.0016376i,-0.0025393+0.0024548i,0.00060543-0.00013772i,0.00019342-0.003927i,-0.0038373-0.0053622i,-0.0075143-0.0044237i,-0.0093783-0.0026807i
-0.045403-0.083719i,-0.11417-0.066525i,-0.17862-0.030959i,-0.20282-0.055449i,-0.15044-0.10831i,-0.052948-0.11704i,0.01875-0.096897i,0.039676-0.065958i,0.031524-0.029009i,0.020959-0.0060961i,0.016121+0.00073598i,0.010937+0.00058015i,0.003189-0.0048546i,-0.0014853-0.011353i,0.00012046-0.010719i,0.0033843-0.0063768i,0.0031369-0.0052528i,-0.0002886-0.0045668i,-0.00084921-0.0011169i,0.002326+0.0014314i,0.0035599-0.00014791i,0.0026207-0.003511i,0.0018244-0.0031038i
0.10496-0.059617i,0.1304-0.13041i,0.15346-0.15536i,0.18785-0.1044i,0.17139-0.016893i,0.097796+0.052331i,0.038183+0.079926i,0.0096535+0.065932i,-0.0055223+0.036405i,-0.011904+0.018744i,-0.01381+0.012979i,-0.010425+0.010443i,-0.00041259+0.0094918i,0.0086895+0.009283i,0.008697+0.0062165i,0.0038786+0.0026626i,0.0029732+0.0014791i,0.004523-0.00034828i,0.0024819-0.0017618i,-9.9808e-05-0.00083589i,0.00028165+0.00089766i,0.0036317+0.0016938i,0.004814+0.00024802i
0.054851+0.13232i,0.0856+0.17585i,0.02795+0.19153i,-0.082098+0.16952i,-0.126+0.094878i,-0.093062+0.0029228i,-0.055613-0.055153i,-0.0322-0.064888i,-0.011861-0.043669i,0.0044745-0.024413i,0.011108-0.019502i,0.0045587-0.015815i,-0.0085578-0.007283i,-0.017329-0.0014305i,-0.014714+0.00040416i,-0.0056069+0.0013038i,0.00014145+0.0018488i,0.00087873+0.0025044i,-0.00064956+0.0031201i,-0.00079009+0.0026328i,-0.00042694+0.0028349i,0.00066129+0.0052321i,0.0045862+0.0046106i
-0.13542+0.045673i,-0.16839+0.039509i,-0.13093-0.049976i,-0.047349-0.13238i,0.028717-0.1056i,0.071758-0.027855i,0.082145+0.016238i,0.062576+0.024444i,0.031582+0.019801i,0.012833+0.017727i,0.0080525+0.018362i,0.0080417+0.013014i,0.007739+0.0015535i,0.0066535-0.0076314i,0.0017539-0.0064832i,-0.0040458+0.00018315i,-0.0041154+0.0024244i,-0.0020707+0.00046634i,-0.001914-0.00075718i,-0.0025409-0.00016202i,-0.002978+0.00032529i,-0.0045561+0.00097901i,-0.0063196+0.0033259i
-0.029454-0.13407i,-0.022504-0.12668i,0.031121-0.021336i,0.051441+0.094576i,0.0045827+0.11803i,-0.047233+0.077078i,-0.066888+0.04072i,-0.055648+0.021742i,-0.030711+0.0068659i,-0.018391-0.006077i,-0.019236-0.01001i,-0.016776-0.0042468i,-0.0091181+0.0055431i,-0.0039084+0.01225i,-0.0019142+0.010103i,-0.0022036+0.0036037i,-0.0048188+0.00090247i,-0.0048383+0.0020691i,-0.0013733+0.0020076i,0.00039544-0.00077704i,-0.00029814-0.0030904i,-0.00062628-0.0053187i,-0.002452-0.0072554i
0.13092-0.030514i,0.10633-0.037592i,0.0029943-0.027222i,-0.064875-0.043128i,-0.035122-0.072824i,0.014199-0.075957i,0.034697-0.056762i,0.03403-0.030352i,0.022593-0.0086984i,0.014301-0.0022304i,0.01237-0.0050171i,0.0087182-0.0068862i,0.0033329-0.0088995i,-0.0013474-0.010697i,-0.0022559-0.0061885i,0.00088034-0.0011284i,0.0029261-0.0021786i,0.0013641-0.0037733i,0.000191-0.0022834i,0.0022594-0.00018357i,0.0044132+0.00090451i,0.0061454+0.00075708i,0.0068213-1.0091e-08i
0.044965+0.11993i,0.080678+0.10527i,0.11176+0.042206i,0.12952+0.02291i,0.10625+0.051033i,0.0581+0.063529i,0.021836+0.053958i,0.0034525+0.033043i,-0.0070526+0.012434i,-0.011672+0.0080664i,-0.0098349+0.010734i,-0.0049566+0.0099697i,0.0030395+0.010282i,0.010739+0.011747i,0.01113+0.0099847i,0.0080585+0.0067482i,0.0067733+0.0048377i,0.0063559+0.004083i,0.0043632+0.0028997i,0.000865+0.0025624i,-0.0010105+0.0038459i,-0.001521+0.0058916i,-0.0019025+0.0072482i
-0.12425+0.051848i,-0.1228+0.084123i,-0.088829+0.086183i,-0.083503+0.049218i,-0.084621+0.0022006i,-0.052568-0.022113i,-0.014555-0.035728i,0.0064395-0.039491i,0.010693-0.028178i,0.0054136-0.015444i,0.0011658-0.0089529i,-0.002478-0.0063263i,-0.010322-0.0046611i,-0.015155-0.0028307i,-0.011889-0.00047022i,-0.0058318+0.002403i,-0.0037772+0.0035984i,-0.0047082+0.002564i,-0.0047173+0.00035756i,-0.0042051-0.0019984i,-0.0042956-0.0037555i,-0.0058406-0.004347i,-0.0052157-0.0030836i
-0.051681-0.13282i,-0.071439-0.15451i,-0.039699-0.14319i,0.022144-0.12336i,0.050423-0.079984i,0.043004-0.02106i,0.035859+0.015141i,0.026464+0.021491i,0.014167+0.015791i,0.0080946+0.00997i,0.0049923+0.0072364i,0.0048335+0.0041043i,0.0093149-0.0026482i,0.0124-0.0083954i,0.0082722-0.010428i,0.0017264-0.0081452i,-0.00047176-0.0045584i,0.00022061-0.0029059i,0.0005123-0.001539i,0.0011364-0.00040363i,0.0023528-0.0014008i,0.0025455-0.0037656i,0.0011784-0.0038941i
0.13342-0.049223i,0.14423-0.052023i,0.090038-0.0027758i,0.019178+0.056169i,-0.0213+0.058017i,-0.036634+0.022361i,-0.044558-0.0012468i,-0.040383-0.0066024i,-0.024875-0.0018494i,-0.0096819+0.0012851i,-0.0042709-0.0010459i,-0.0046954+0.00064324i,-0.0041272+0.0081358i,-0.004314+0.012746i,-0.0035788+0.0097174i,-0.0020338+0.0031577i,-0.0029865-0.00040428i,-0.0036664+0.00045234i,-0.0027371+0.0018311i,-0.0022602+0.0014485i,-0.0010931+0.0019508i,0.0018617+0.0026535i,0.0033841+0.00073427i
0.046386+0.13358i,0.035801+0.13335i,-0.018041+0.059165i,-0.055494-0.014689i,-0.027134-0.030257i,0.01688-0.024501i,0.029076-0.023241i,0.019513-0.014701i,0.0061517-0.0042847i,0.00059417+0.00048691i,0.0038289+0.00097373i,0.0043198-0.0018931i,-0.00052749-0.0062992i,-0.0047139-0.010329i,-0.0063301-0.0088781i,-0.0037486-0.0037501i,0.0011863-0.0024067i,0.0040092-0.0031853i,0.0040943-0.0021042i,0.0026185-0.0007763i,0.00029868+0.0010114i,-0.00045769+0.004722i,0.00082344+0.006371i
-0.1238+0.045305i,-0.11439+0.048834i,-0.031248+0.038883i,0.032614+0.039978i,0.02701+0.052547i,0.0094606+0.054193i,0.0046771+0.042307i,0.0014291+0.024437i,0.00023747+0.0081536i,-0.0032456+0.00070648i,-0.0063346+0.0021002i,-0.0045515+0.0049309i,-0.00010028+0.0066872i,0.0051+0.0085325i,0.005854+0.0086036i,0.0036655+0.0089662i,0.003425+0.010167i,0.0024915+0.008711i,0.0005798+0.0060762i,-0.0010347+0.0042519i,-0.0026202+0.0026587i,-0.0047781+0.0013081i,-0.0060515+0.0012494i
