-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
-3.6407e-05-0.00020798i,0.0001146-0.0014357i,-0.00040915-0.0024456i,-0.0014046-0.0025259i,-0.0018224-0.0012077i,-0.0017307+0.0012709i,-0.00097636+0.0023032i,0.00062818+0.0013589i,0.00057864+0.00033283i,-0.0011225+5.7098e-05i,-0.0013415-0.00055909i,-1.9278e-06-0.00075777i,0.00065569-0.00011041i,0.00016688-3.4184e-05i,4.569e-05+0.00023028i,-0.00043097+0.00034217i,-0.00096071-1.7708e-05i,-0.00062335-3.4008e-05i,-0.00076159-0.00045137i,-0.0006992-0.0006975i,5.2649e-06+0.00038128i,-0.00032064+0.00060356i,-0.00079531-0.00030086i
0.00040221+0.00033257i,0.00069407+0.0003349i,0.0013847+0.00017198i,0.00099618-0.00035983i,-0.00066565-0.0003858i,-0.001494+0.00049691i,-0.00068534+0.00096887i,0.00024584+0.00055668i,0.00029557-1.8321e-05i,-0.00010362+0.00026894i,-0.0003664-0.00024586i,-0.00018417-0.0011571i,0.0001756-0.00070792i,0.00081921+3.5332e-05i,0.00092038-6.8547e-05i,0.00070324-5.8742e-05i,0.00072602+0.00016781i,0.00034042+0.00057312i,0.00070385+0.00037373i,0.00077814+4.4409e-05i,-0.00033327+1.9618e-05i,-0.00057003+0.0002445i,-0.00024347+7.3236e-05i
0.0018861+0.00087851i,0.00064208-0.00052921i,-0.00046343-0.0013814i,-0.0014154-0.0013114i,-0.0029934-0.00034547i,-0.0037348+0.0008267i,-0.0024012+0.001921i,-0.00047563+0.0021825i,3.5189e-05+0.00029327i,0.0004537-0.0016425i,0.000372-0.00177i,-0.00033716-0.0010996i,-0.00051289-0.00037436i,-0.00054558+0.00013192i,-6.6354e-05+0.00069878i,-0.00029194+0.00075218i,-0.00074975+0.00024291i,-0.00040484+0.00070667i,-0.00042063+0.0009553i,-0.00044264-0.00013996i,-0.00039523-0.00019106i,-0.00032235-0.00028057i,-0.00035885-0.00099733i
0.0002791+0.00066566i,0.00064854+0.00027857i,-0.00019687-0.00093626i,-0.00020406-0.00087674i,-3.7749e-05+0.00013586i,-0.0013678+0.0010821i,-0.0010563+0.0019663i,0.00045951+0.0017244i,0.00049665+0.0011709i,-9.1119e-05+0.00092533i,-9.6124e-05+0.00020566i,-0.00022562-0.00031962i,-0.001145+0.00030517i,-0.0015076+0.0006676i,-0.00096629+0.00032615i,-0.00015827-7.715e-05i,0.00025708+0.00029427i,-0.00017281+0.00061657i,-0.00040326+0.00085016i,-0.0005248+0.00079134i,-0.00041536+0.00026921i,6.3999e-06-0.00022396i,0.00041606-3.1958e-05i
0.00010564+0.0010384i,0.00053806+0.0014578i,0.00063838+0.0023901i,-3.6718e-05+0.0020215i,-0.00044205+0.00047356i,-0.00099846-0.00024908i,-0.0013528-0.00011994i,-0.0013852-0.0001772i,-0.00041244-0.00084076i,1.488e-05-0.00029325i,-0.00048381-0.0004906i,-0.00029719-0.0010905i,-0.00033036-0.0010197i,-0.00039182-0.00030596i,0.00019331-0.00040408i,0.00064077-0.00075086i,0.00040968+9.091e-05i,-0.00056+0.00030522i,-0.00089967-0.00043349i,-0.0010099-0.00069461i,-0.00093612-0.00032336i,-0.00069956-0.00027807i,0.00013573+8.1811e-05i
-0.0015926+0.0023158i,-0.00080458+0.0016511i,0.00051161+0.00059841i,0.0015933+9.3958e-06i,0.0011356-0.00066491i,-0.00014154-0.00016837i,-0.0013029+0.0015413i,-0.0013377+0.0016173i,-0.0007844+0.00069095i,-0.00045069+9.4483e-05i,-7.95e-05-0.00027726i,-0.00018657+0.00014268i,7.6365e-06-9.891e-05i,0.00017492-0.00015112i,-0.0012895+3.4005e-05i,-0.0021112+0.000109i,-0.0012214-2.9754e-05i,-0.00093969-0.0001235i,-0.00090917-5.6238e-05i,-0.0007289-0.0001344i,-0.00054807-0.00036096i,-0.00017466-0.0003669i,0.00047379-0.00031356i
-0.0011909-0.00086719i,-0.00093368-0.00043819i,-0.00069713-0.00028819i,-0.0010793+0.00032646i,-0.0023439+0.0012561i,-0.0024899+0.0024721i,-0.0011212+0.0023535i,-0.00032654+0.0014443i,0.00021393+0.0013022i,-0.0004466+0.0013757i,-0.0014403+0.00083855i,-0.00027806+0.00048245i,0.00082643+0.0004269i,0.00050768+0.0005881i,-0.00011228+0.00039336i,-0.00070854+0.00039258i,-0.0011779-0.00021594i,-0.00082283-0.00071245i,-0.0008317-0.00053689i,-0.00086847-0.00051354i,-0.0004967-0.00027206i,3.2074e-05+0.00050873i,0.00064284+0.00075365i
4.7492e-05+0.00096607i,0.0009627+0.0020521i,0.00078653+0.0013963i,0.00029509-0.00021539i,-0.00021728+1.6957e-06i,-0.00098609+0.0012583i,-0.00032113+0.0023127i,0.00057771+0.0021741i,1.2644e-05+0.00057349i,0.00023142-0.00070295i,0.00059066-0.00052672i,-8.2687e-05-0.00058994i,-0.00060705-0.0010579i,-0.00095205-0.0011218i,-0.00063063-0.00088052i,-0.00017301-0.00023145i,0.00019895+0.00076465i,0.00019765+0.00086946i,-0.00044202+0.00035594i,-0.00042821-0.0004392i,-0.00062604-0.00044177i,-0.0010389+0.00062651i,-0.00082278+0.00079068i
-0.00038444+0.0011362i,8.3953e-05+0.0011764i,-0.00013226-0.00049848i,-0.00076597-0.0010982i,-0.00081685+4.1143e-05i,-0.00098843+0.0014948i,-0.00070054+0.0019172i,0.0001984+0.0014486i,9.0668e-05+0.0012819i,0.00012452-9.738e-05i,0.0005194-0.0014477i,0.00037372-0.00060945i,9.6426e-05+0.00053344i,-7.3583e-05+0.00029701i,0.00025388-0.00011387i,0.00033589+7.9607e-06i,0.00012674+0.00030645i,0.00044731-0.00029793i,0.0010498-0.00026958i,0.0011067-2.8975e-05i,0.00048098-0.0006555i,-0.00026741-0.00074891i,-0.00049421-0.00036482i
-0.0023595-0.0021871i,-0.0025872-0.0022522i,-0.0027384-0.001556i,-0.002482-0.00014633i,-0.002528+0.00056794i,-0.0021507+0.00085778i,-0.00056648+0.0015461i,0.00023734+0.0013696i,0.00010883+0.00027162i,-0.00057011-0.00012729i,-0.0013179-0.0002926i,-0.00084636-0.00062351i,0.00055737-0.0003586i,0.0013091+0.00048588i,0.00069491+0.0011328i,-0.00018469+0.00054104i,-1.0342e-05-0.00016833i,0.00038996-0.00050157i,6.8409e-05-0.00035172i,-0.00029919+0.00033401i,-0.00027954+0.0004284i,0.00010469+0.00022044i,0.00064543+0.00045461i
0.001069-0.00022467i,0.00016228-0.0012349i,5.7369e-05-0.0013445i,-0.00038826+0.00016279i,-0.001887+0.0011406i,-0.0027592+0.0012082i,-0.0016603+0.0016521i,-0.00039993+0.0015652i,-0.0002044+0.00082839i,-0.00013018-0.00014308i,0.0001233+9.6641e-05i,-0.00011169+0.001109i,-0.00040863+0.0012242i,-0.00029604+0.00039787i,0.00011111-0.00020742i,0.00020235-0.00017161i,3.7944e-05-9.8203e-05i,-0.00017306+0.00016187i,-9.4308e-05+0.00025886i,-0.00034484+0.00054934i,-0.00064728+0.00029278i,0.0002316-0.00064656i,0.00038754-0.00096912i
0.00036826-0.0015777i,0.00030958-0.001197i,-0.0010954-0.001711i,-0.0020991-0.00064106i,-0.0016791+0.001517i,-0.0010024+0.0028797i,-0.00076829+0.0027219i,7.1192e-05+0.0015535i,0.00024516+0.00011471i,-4.3712e-05-0.00037026i,0.00066828-6.9604e-05i,0.0011527-8.329e-06i,0.0010679-0.00043196i,0.0010902-0.0002825i,0.00037213-2.122e-05i,-0.00037971+0.00017219i,-0.00089952+0.0006067i,-0.0007652+0.00016487i,-7.654e-05-0.00090835i,0.00045572-0.00081547i,0.00017296-0.00054129i,-0.0005285-0.00070894i,-0.00053043-0.00048507i
-0.0023844+0.0014807i,-0.0026265+0.002733i,-0.0016281+0.0027285i,-0.0012809+0.0011777i,-0.0010099+0.00068382i,-0.0011001+0.0011652i,-0.00098383+0.0012398i,-0.00064107+0.00095068i,1.9952e-05+0.00040634i,0.00057281-0.00014565i,0.00063498+0.00020296i,0.00097847+0.00071656i,0.00064734+0.00071133i,-0.00029275+0.00022798i,-0.00022066-0.00061129i,-6.8551e-05-0.00069804i,-0.0011271-0.00040651i,-0.0010938-0.00026972i,-0.00040962-0.00017875i,-9.2192e-05+8.4602e-05i,1.0585e-05-6.9614e-05i,0.00023681+0.00025722i,0.00028513+0.00073582i
-0.00031542-0.00059214i,-0.00088043-0.0010119i,-0.0011139-0.00059097i,-6.0895e-05+0.00012259i,0.00018922+4.7077e-05i,-0.0014458+0.00040603i,-0.0025263+0.0019314i,-0.0016079+0.0017674i,-0.00085967+0.00085357i,-0.0013531+0.00012185i,-0.00077945-0.00064439i,0.00043442-0.00092118i,0.00042658-0.00081016i,0.00049587-0.00080681i,0.00032297-0.00060634i,-0.00087074-0.0008617i,-0.001023-0.0012258i,-0.00041955-0.00077699i,-0.00034974+0.00031127i,-3.6491e-05+0.00059266i,0.00010202-0.00038786i,0.00032301-0.00079928i,0.00011156-0.00025355i
-0.00029027+0.00086333i,0.00087293+0.00066184i,0.00081537-0.00043606i,-0.00038506-0.00021449i,-0.001639+5.9015e-05i,-0.0023777+0.00022767i,-0.0017247+0.00087068i,-0.00075202+0.00090975i,-0.00059908+0.00042842i,-0.00067719-0.00012252i,-0.00041937-0.00079308i,0.00015089-0.00076777i,0.00087399-0.0003351i,0.00094969-0.00032306i,-6.7168e-05-0.00039054i,-0.00013264-0.00051933i,4.2686e-05-0.00093028i,-0.00018941-0.00079713i,0.00020204-0.00011296i,0.00030456-0.00022926i,9.3069e-06-0.00066748i,1.2259e-05-0.00031496i,0.00010702-0.00037289i
0.00054963+0.00116i,0.00092968+0.0013793i,0.0011685-4.9529e-05i,0.00063151-0.00047543i,7.9663e-05-0.00038577i,-5.7626e-05+0.00061776i,0.00013516+0.0018822i,-1.6701e-05+0.0018897i,-9.3676e-05+0.0014859i,-0.00042286+0.00091873i,-0.00045579+0.00014374i,-4.2712e-05-0.00069487i,-0.00034882-0.00034375i,-0.00063036-0.00079045i,-0.00015284-0.0011785i,1.5009e-05-0.00054654i,-0.0004985-0.00011641i,-0.00037539-0.00012669i,0.000716-0.00027333i,0.0010212+0.00015511i,0.0003459+0.00036629i,0.00031539+0.00044153i,-4.1145e-05+0.00025761i
-0.0021475-0.0002423i,-0.0016489+0.00060478i,-0.0016396+0.0012617i,-0.0011812+0.00091045i,-0.00086403+0.00030308i,-0.0015627+0.00079532i,-0.001047+0.00138i,-8.2545e-05+0.0012691i,0.00044062+0.00033777i,-4.7454e-05-8.3575e-05i,-0.00072395-0.00014491i,-0.0002993-8.3982e-05i,6.1052e-05+6.7337e-05i,-0.00046143+0.0001459i,-4.5903e-05-0.00034702i,0.00096084-0.00084562i,0.00066358-0.00046575i,-0.00020278-0.00043406i,6.9049e-05-0.00054138i,0.00031296-0.00014511i,-0.00042092+0.00014929i,-0.00049642+0.0012877i,-0.00014855+0.0014876i
-0.0017378-0.0013795i,-0.0012272-0.0024098i,-0.00058598-0.0015733i,-0.00048095-0.00033748i,-0.00030445-0.0003036i,-0.00044663+0.0005856i,-0.0010259+0.0013068i,-0.0012827+0.00032417i,-0.0011159-0.00046396i,-0.0015963-0.00050324i,-0.0012837+2.0227e-06i,-0.00049582-0.00015168i,-0.00019056-0.00051874i,0.00025172-0.0002358i,0.00038033-0.00032328i,-0.00052814-0.00037738i,-0.0011558-0.00014447i,-0.00059233+0.00020575i,-0.00021015-0.00013628i,-0.00017921-0.00038208i,-0.00067667+7.6665e-05i,-0.0010794-0.00026958i,-0.00024114-0.00028084i
-0.00047544-0.0023636i,-0.00047541-0.0013695i,-0.0016042-1.9118e-05i,-0.002778+0.0012856i,-0.0028225+0.001395i,-0.0018575+0.0010105i,-0.00019656+0.0013301i,0.00025085+0.00098283i,-0.00064659-1.7402e-05i,-0.0008787-0.00020364i,-0.00065321+0.00032324i,-0.0006721+0.00025631i,0.00017944-0.00035083i,0.00090083-5.6461e-05i,0.00027387+0.00044676i,-0.00032516+0.00048481i,-0.00028721+0.00031177i,0.00066918-3.4701e-05i,0.0011636-0.00039519i,0.00070016-0.00078841i,0.00021245-0.00067607i,-0.00027727-7.4173e-05i,-0.00038723+0.00037945i
-0.00084988+0.0021546i,-0.00043123+0.0019984i,-0.00087979+0.0015308i,-0.0011197+0.00051229i,-0.00010073-0.00048677i,0.00056543+0.00035743i,5.9223e-05+0.0019733i,-0.00019101+0.0014151i,-3.3835e-05-2.9764e-06i,0.00036248-0.00055555i,0.00041228-0.00047584i,1.5228e-05-0.00094014i,0.00030105-0.00098738i,-0.00041536-0.00063278i,-0.00096491-0.00043042i,-1.1629e-05-0.00012189i,0.00040589+0.00014592i,-0.00039802+0.0007518i,-0.00084717+0.00070911i,-0.0012172-8.7488e-05i,-0.0012543-0.00059247i,-0.0009375-0.00073372i,-0.00059268-0.00077426i
-0.00029866+1.0948e-05i,-4.5451e-05-0.00019472i,-0.00028894+0.00026505i,-0.00040699+0.00030351i,-0.0009993+0.00069784i,-0.00081543+0.0017187i,-0.00054987+0.0027331i,-0.00034543+0.0025482i,0.00039364+0.0014908i,0.00088924+0.00074191i,0.00072906-4.6887e-05i,0.00022553-0.0012395i,-0.00012936-0.0022856i,-0.00042699-0.0017287i,-0.0008521+0.00019061i,-0.00091669+0.00031086i,0.00038889+4.6303e-05i,0.00084173+0.00019228i,-0.0002865-6.6144e-05i,-0.00047196+5.3532e-05i,0.00035411-0.00050605i,0.00046054-0.00022686i,0.00022881+0.0006109i
-0.00046725+0.00083865i,0.00059546+0.00020364i,0.00054926-0.00061602i,-0.00015313-0.00057188i,-0.00044773-0.00069245i,-0.00080194-0.00031576i,-0.0011804+0.0012731i,-0.00080994+0.0018637i,-0.00039256+0.0013421i,-1.3422e-05+0.00079242i,0.00052999+0.00036389i,0.00031144-0.00041678i,0.00021609-0.0007092i,-0.00022277-0.000167i,-0.0007747+8.9449e-05i,-0.0010531-0.0005285i,-0.00096735-0.0010214i,0.00010575-0.0006839i,0.00024454-0.00032229i,-2.1808e-05+0.00032157i,-0.00015992+0.00059238i,-0.00072789-0.00015144i,-0.00096424-0.00045923i
0.0023659-0.00072053i,0.0024749+0.00057067i,0.001815+0.0010445i,0.00053244+0.00035721i,-0.00038531-0.00019729i,-0.001341+0.00024696i,-0.0015263+0.0011814i,0.00019898+0.0010046i,0.00047949+6.9184e-05i,-0.00047784+0.00032691i,-0.00093404+0.00060909i,-0.00010166-0.0001782i,-8.721e-05+0.00034472i,-0.0012601+0.00098237i,-0.0011273+0.00012399i,-0.00031165-0.00028008i,0.00019965-0.00075936i,0.00092901-0.0009453i,0.00032127-0.00042553i,0.0001053-4.5605e-05i,0.00031295-0.00031239i,-0.00022908-0.00018757i,-0.00031623+0.00055667i
-0.00068687+0.00048253i,-0.001928-0.00032745i,-0.0025285-0.0015782i,-0.0021676-0.0021131i,-0.001384-0.0015007i,-0.001107-0.00060022i,-0.0010443+0.00070633i,-0.00099702+0.0010647i,-0.0006965+0.0012044i,-0.00033248+0.00082673i,0.00049084-0.00041032i,0.00027366-0.00087956i,0.00011177-0.00033078i,-3.0262e-05+0.00037504i,0.00011611+0.00021049i,0.00059157-0.00044272i,-0.00013775-0.00032295i,-0.00079682+0.00018671i,-0.00048034+0.00034201i,-0.00021855-5.5316e-05i,0.00025636-0.00024828i,0.00071199-0.00025899i,0.0004863-0.0010218i
-0.0012526-0.0010846i,-0.0009086-0.0015996i,-0.0010161-0.00086326i,-0.00059185+0.00013577i,-0.00040933+0.0010766i,-0.00083566+0.0016322i,-0.00069894+0.0015908i,-0.00015281+0.0014906i,-0.0001524+0.00096487i,9.6353e-06+0.00030224i,0.00011104+0.00047602i,0.00063027+6.4935e-05i,0.00091197-0.00044037i,0.00092589-0.00024617i,0.00096619+0.00039794i,0.00063554+0.00038i,-0.00011248+0.00047942i,-0.00010562+0.001409i,-3.5318e-05+0.0013102i,-3.0008e-05+0.00051648i,1.0128e-05+0.00050901i,-7.7228e-05+0.00059688i,-0.00029003+0.00041641i
0.0023505+0.00019217i,0.0019486-0.00049974i,0.00072891-0.00076505i,-0.00014919-0.00045757i,-0.0010841-1.8277e-05i,-0.0013928+0.00061952i,-0.00078029+0.00096594i,-1.1164e-05+0.00084419i,-0.00046415+8.9393e-05i,-0.00019168-6.6586e-05i,7.6633e-05-0.00061949i,-0.00028339-0.00066966i,7.0917e-07+0.00029632i,0.0003698+0.00099904i,-4.5497e-05+0.001346i,-0.00067475+0.0015826i,-0.00040351+0.0012404i,-0.00024775+0.00062187i,-0.00031013+0.00052956i,0.00035873+0.00063138i,0.0011543+0.00037593i,0.00094123+0.00026225i,-0.00016469+0.00019217i
0.0002344+0.00055413i,0.00021612+0.0007674i,0.0015222-0.00038519i,0.00052101-0.0015163i,-0.0012851-0.00047515i,-0.0011695+0.0019712i,-0.00027888+0.003053i,0.00012326+0.001972i,0.00064928+0.00029161i,0.00055679-0.00039483i,0.00020127-0.00063615i,-8.3392e-06-0.00035442i,-0.00028677-0.00049708i,0.00028501-0.00061529i,0.00039373-0.00067065i,-0.00034714-0.00038737i,-0.00062659+0.00032955i,-0.00053902+0.00023002i,-0.00032631-0.00016223i,0.00017339-0.00011303i,0.00031348-0.00022928i,0.00031362-0.00082782i,0.0002228-0.00019303i
-0.0012631+0.00019805i,-0.002076+0.0010313i,-0.0016632+0.0019771i,-0.00026269+0.0017488i,-0.00058399+0.0015912i,-0.0016556+0.0010507i,-0.00088404+0.00083716i,0.00017181+0.00030835i,0.00010656+0.00014781i,5.9963e-05+0.00023084i,0.0012635-0.0002851i,0.0011496-0.00097103i,-0.00044969-0.00078327i,-0.0010188-0.00016649i,-0.00053973-3.2682e-05i,0.00032302-0.00056645i,0.0008616-0.00035378i,0.00013207+4.5138e-05i,-0.00063545+0.00025646i,-0.00080665-1.4084e-05i,-0.0002339-0.00062076i,0.00018006-0.0003898i,-0.00052928+0.00086488i
-0.00027086-0.00021989i,0.0010691-0.001467i,0.0014496-0.0016769i,0.00054297-0.0007695i,-0.00022465+0.0002676i,-0.00060357+0.00071864i,-0.0011526+0.0010413i,-0.00082162+0.0010893i,-0.00034847+0.00012631i,-0.00017922-0.00034616i,-0.00025176-0.00045996i,-0.00010157-0.00077468i,0.00029579-0.00037228i,-7.8448e-05+0.00020894i,-0.00019813-3.8111e-05i,-0.00038805-0.00089773i,-0.00028631-0.0011002i,0.00094276-0.00096509i,0.0012471-0.00045789i,0.00068869+0.00040742i,0.00011518+0.0009597i,-0.00017598+0.00093779i,-0.00074927+8.8731e-05i
-0.0021419-3.8416e-05i,-0.0017104-3.5464e-05i,-0.001616+0.00019839i,-0.0020566+0.00057006i,-0.0024239+0.0003434i,-0.0022109+0.0012511i,-0.0014303+0.0021267i,-0.00072651+0.0018093i,-0.00041033+0.0010432i,-0.00067436+0.00054855i,-0.00090683-1.6597e-05i,-0.0006167-0.00072937i,-0.00014374-0.0007757i,0.00023451-0.00034075i,0.00063564-8.2725e-05i,5.6813e-05-0.00078515i,-0.0010564-0.0014132i,-0.0010489-0.0010607i,-0.00076811-0.00098099i,-0.00054047-0.00083968i,-0.00034021-0.0004776i,-7.6138e-05-0.00016482i,4.951e-05+0.00017115i
-0.00024415+0.0016922i,-0.00015342+0.00063428i,-0.00052089-0.00012691i,-0.00066987-0.00063741i,-0.00086006+0.00080174i,-0.00048955+0.001672i,-0.00014006+0.0023507i,-0.00068684+0.0022941i,-0.00017024+0.00042406i,0.00020239-0.00045573i,0.00024685-0.00043747i,0.00056153-0.0004743i,0.00038943-8.1109e-05i,0.00017569+0.00049964i,-1.6856e-06+0.00049009i,-0.00011086+0.00071825i,-1.6493e-05+0.00015854i,0.00010597-0.00077715i,0.00049203-0.00034068i,0.00026645-0.00063178i,0.00036466-0.0012789i,0.00033749-0.00065062i,-0.00020536-0.00037751i
-0.0017258+0.00042389i,-0.00027005+0.00041053i,0.00016614+0.00059431i,-0.00034869+0.00097718i,-0.0003275+0.0013743i,-8.4215e-05+0.0015018i,-0.00039236+0.0018313i,-0.00092125+0.0018099i,-0.0011964+0.00079177i,-0.00069894+0.00034657i,9.1197e-05+7.822e-05i,-8.4758e-05-0.00036344i,-0.00029226-0.0010842i,-0.00062546-0.0013887i,-0.0012506-0.0013251i,-0.00076843-0.0010435i,6.7882e-05-0.00019638i,0.00034544-0.00016822i,0.00047168+0.00042418i,0.00014383+0.00019583i,3.0426e-05-0.00072346i,0.00052867-0.00065478i,0.00015937-0.00021103i
0.0010799-0.0011802i,0.00041984-0.001896i,8.4195e-06-0.0017472i,-0.00042462-0.00051047i,-0.0012383+0.00050234i,-0.0015086+0.001787i,-0.0011574+0.0024561i,-0.00050496+0.0018328i,0.00043842+0.00013523i,0.00033828-0.00035063i,6.7128e-05-0.00015323i,0.0002208-0.00015967i,-0.00010656+3.9641e-05i,-0.00010676-0.00044058i,7.4608e-05-0.00055859i,-0.00059417+9.4391e-05i,-0.00088324+0.00060666i,-0.00031083+0.00076206i,-3.251e-05+0.00026975i,-0.00052447-6.3559e-05i,-0.00045023+8.6649e-05i,0.00013251+5.9187e-05i,-5.1501e-06+0.00044869i
0.0006935+0.002302i,0.001063+0.0021979i,0.0014509+0.0014962i,0.00028206-0.00015152i,-0.00097349-0.0012395i,-0.001548-0.00058908i,-0.001548+0.00099075i,-0.0013756+0.0021898i,-0.00085324+0.0015068i,6.7344e-05+0.00044955i,6.5673e-05+0.00021778i,-0.00045869-5.164e-06i,-0.00065207-0.00056051i,-0.0009438-0.00098625i,-0.00075744-0.00081663i,-0.00025043-9.1946e-05i,-0.00022019+0.00034512i,-0.00045615-0.00031551i,-0.0015277-9.1006e-05i,-0.001504+0.00040473i,-0.00039741-0.00075486i,6.7251e-05-0.0014207i,0.00079292-0.00091211i
-0.00014537-0.00011534i,-0.0012424+3.0258e-05i,-0.0014232-2.7226e-05i,-0.0017521-5.0262e-05i,-0.0020552+0.00076134i,-0.0014652+0.0021693i,-0.0010696+0.0025178i,-0.00064536+0.0012349i,7.791e-05+6.0423e-05i,-0.00032467+0.00015559i,-0.0008349+0.00087056i,-0.00045172+0.0003245i,-0.00083089-0.00066257i,-0.000936-0.00014338i,-0.00032102+0.00020337i,-0.0004374-0.00043384i,-0.0014693-0.00094763i,-0.0013673-0.00041548i,-0.00015314+0.00019385i,0.0001005-0.00046295i,-0.00021071-0.00085314i,-3.6783e-05-0.00060862i,0.00034491+0.00016736i
0.00030907+0.000942i,0.0024724+8.8939e-05i,0.0027512-0.00046899i,0.0009575-0.00039697i,-8.8072e-05-0.00028338i,-0.00092665+0.00018369i,-0.0009209+0.0010064i,-0.0003245+0.00083659i,0.00019573+0.00030051i,-0.00028406+0.00053453i,-0.00044904+0.00075071i,6.945e-05-0.00023299i,-0.0003546-0.00063502i,-0.00059925+2.3262e-05i,-0.00019545-0.00028285i,0.00044498-0.0012434i,0.00088275-0.00045466i,-0.00017025+0.00019869i,-0.00094556+0.00063146i,-8.0977e-05+0.00083814i,0.00030203+0.00012333i,-0.00017512+3.4979e-05i,-0.00081505+0.00024328i
-0.00055032+0.001168i,-0.00045582+0.0024214i,-0.00058865+0.0021574i,-0.00044709+0.0012219i,-0.00021728+0.0008941i,-0.00086717+0.0010635i,-0.00099167+0.0017566i,-0.00088213+0.0020108i,-0.00084217+0.00071381i,-0.0005235-0.00023379i,0.00028382-0.0010543i,0.00098326-0.001674i,0.00022678-0.0017341i,-0.00057344-0.0022984i,-0.00051912-0.0018166i,0.00027589-0.0005258i,0.00090535+5.9787e-05i,0.00025129-3.2798e-06i,-0.00017584-7.5662e-05i,0.00015973+0.00031385i,0.00022689-0.00047784i,-0.00020078-0.00061974i,-0.0006357+0.0008192i
-0.00017148+0.00055416i,-0.00091743-0.00066196i,-0.0002001-0.0016258i,0.00043716-0.0013695i,-0.0010571-0.0012105i,-0.0017635-0.00098342i,-0.001484+0.0011392i,-0.001161+0.0024135i,-0.00069794+0.0014859i,5.7791e-05-0.00015539i,0.00078738-0.0010141i,0.00085605-0.00089297i,0.00095617-0.0010424i,0.00031072-0.00077159i,-0.00026652-0.00043734i,-7.2367e-05-0.00048983i,2.171e-05+7.1802e-05i,-0.00087712+0.00075067i,-0.0010333-0.00014047i,-0.00018129-0.000802i,0.00044585+0.00046625i,-7.5782e-05+0.0008824i,-0.00068532-0.00051063i
0.00076895+0.0018418i,0.0015185+0.002272i,0.0024675+0.0013976i,0.0016697+0.001077i,-0.00077704+0.0015197i,-0.0014573+0.001815i,-0.00050914+0.0016187i,0.00018013+0.0006723i,-5.3113e-05+0.00018866i,-0.00069736-0.00013516i,-0.00064477-0.0011135i,-0.00063794-0.0019292i,-0.00078988-0.0016769i,-0.00084561-0.00097972i,-0.00092998-0.00069131i,-0.00078856-0.00077016i,5.5567e-05-0.0008805i,0.0008742-0.00076342i,0.00051995-0.00056779i,-0.00039799-0.00078702i,-0.00087482-0.00077016i,-0.00077993-0.0002221i,-0.00054136-0.00017141i
0.0018786+0.00078934i,0.00098359+0.00032865i,0.00043841-0.00069698i,0.00016457-0.0013292i,-0.0015238-0.00061529i,-0.0024829+0.0004849i,-0.00083635+0.0013242i,0.00067021+0.0017384i,0.00048422+0.00058526i,8.4164e-05-0.0012429i,7.75e-05-0.00099899i,5.5635e-05-0.00022515i,-0.00091919+0.00082329i,-0.001784+0.0010372i,-0.0018128+0.00056196i,-0.0014036+0.00044566i,-0.00038471-0.00012536i,0.00084745-0.00013993i,0.00095017+0.00057237i,0.00063585+0.00041989i,0.000792+0.00064269i,0.00051085+0.00075183i,-0.00040524+0.00040083i
0.00049465-0.0018904i,2.4398e-05-0.0016917i,-0.0002339-0.00072547i,-0.00029497-0.00032876i,-0.00051727+0.00062796i,-0.0010551+0.0012602i,-0.0013544+0.0016512i,-0.00030338+0.0012699i,9.9798e-05-0.00049287i,-0.00087932-0.00066077i,-0.0013049-1.2011e-05i,-0.00089482-0.00064173i,-0.00034346-0.0011748i,0.00057558-0.0006482i,0.00069045+7.1686e-05i,0.00028318+0.00023744i,0.00089082+0.00010541i,0.00091771-0.00026143i,0.0004356-0.00081457i,0.00062118-0.00045638i,0.0004752-0.00016704i,-0.00027083+0.00030769i,-0.00026762+0.00052213i
0.00094025+0.0003139i,0.00030209-0.0001143i,0.00084981-0.0013814i,0.00016477-0.0018945i,-0.0019399-0.0017636i,-0.0024604-0.00088312i,-0.0011664+0.0011821i,0.00087074+0.001834i,0.001752+0.00096355i,0.001176+0.0002243i,-0.00035034+0.00012754i,-0.00080975+0.00033758i,-9.108e-05-8.1886e-05i,0.00029507+0.00011287i,-0.0005453+0.00083218i,-0.00062898+0.00034438i,-0.00034772-0.00037214i,-0.00078399-0.00081132i,-0.00064898-0.00034266i,-9.4903e-05+0.00019137i,-0.00011174-0.00038837i,-0.00016433-7.5963e-05i,-6.7299e-05+0.00059938i
