-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
-0.0015727+0.0013098i,-0.00055556+0.00038664i,-0.00076613-0.00053994i,-0.0015129-4.7658e-05i,-0.00076108+0.00051238i,9.4631e-05+0.00082125i,0.00039155+0.00010138i,-0.00055397-0.00096062i,-0.0016752-0.001064i,-0.00091773-0.00090081i,3.9146e-05-0.00078652i,0.00040815-0.00065549i,0.00084887-0.00068383i,0.00029985-0.00028568i,-0.00040818-0.00065666i,-0.00055329-0.00074602i,-0.00043405-4.2334e-05i,0.00053732-9.4853e-05i,0.00041824-0.00033222i,-0.00015252-0.0006453i,0.00017905-0.0010182i,-0.00021797-0.00072921i,-3.4599e-05-0.00055142i
0.0003113+0.00056189i,0.0021751+0.00017121i,0.0015266+8.0509e-05i,-1.1972e-05+0.001011i,-0.00041392+0.001618i,-0.00030071+0.0012281i,-0.00029186+0.0004874i,0.00018692+0.00065678i,0.00079279+0.0013895i,0.00061592+0.0014713i,0.00082773+0.00051212i,0.0013537-0.00019581i,0.00090089-0.00016791i,0.00038007-0.00061055i,0.00042537-0.00087744i,0.00030181+7.2733e-05i,3.4288e-05+0.00052712i,0.00048803+0.00027398i,9.3199e-05+0.00069034i,-0.00073413+0.00098623i,-0.00055345+0.00069828i,-0.00041095+0.00026795i,-0.00066672+0.00011232i
0.0011089+6.7842e-05i,0.0019952+0.00049179i,0.0019104+9.3127e-05i,0.0009258-5.0505e-06i,-0.00019026+0.00072863i,-3.0426e-06+0.0011267i,-0.00048259+0.0014242i,-0.0010913+0.0017852i,-0.0012852+0.0021384i,-0.00066146+0.0023656i,0.00030423+0.0025653i,0.0005192+0.0015863i,0.00044084+5.7465e-05i,0.00043988-0.000851i,0.00049184-0.00054452i,0.00032175+0.00099228i,0.0003319+0.00088725i,0.00057038+0.00015575i,-2.6309e-07-0.00034679i,-0.0005362-0.0010774i,-0.00035142-0.00058089i,3.2701e-05+0.00023858i,-0.00023405-0.00028884i
-0.00068963+0.0021519i,-0.0008784+0.00083287i,-0.00035952+0.00041978i,8.0589e-05+0.00086178i,-0.00041548+0.0011084i,-0.00050801+0.00070112i,-0.00034233-0.00031636i,-0.00051044-0.00042776i,-0.00045469+0.00054557i,-0.00039148+0.001353i,-0.00024584+0.0010793i,-0.0005167+0.00019739i,-0.0007159+0.00012479i,-0.00086988+0.00018401i,-0.00098141-0.00045097i,-0.00065429-0.00041236i,-0.00039811+1.7559e-05i,-0.00017205-9.2365e-05i,0.0005098-0.00025339i,0.00075169-0.00088835i,-0.00014985-0.0011468i,-0.00095079-0.00036303i,-0.00076182+0.00010829i
-0.00037122-0.0012752i,-0.00017528-0.00071524i,-0.0006199+0.00032734i,-0.00098909+0.00074141i,-0.00070473+0.00098246i,-0.00062657+0.0007458i,0.00038913-0.000498i,0.00056996-0.0005808i,0.00045031-0.00033625i,0.00098443-0.00098656i,0.00052429-0.0012775i,-0.0006459-0.0010538i,-0.00036234-0.00080055i,0.00057807-0.0012512i,0.00026553-0.0011488i,-0.00038484-0.00044185i,-0.0002938+0.00065595i,-0.00031421+0.00091582i,6.3112e-05-0.00031477i,0.00021088-0.00050661i,-0.00014913+0.0002576i,0.00098212+2.4814e-06i,0.0011311-0.00051428i
0.0010829-0.000502i,0.001096-5.104e-05i,0.0002214-0.00033303i,-0.00094805-0.00072099i,-0.0015699+7.0011e-05i,-0.00044778+0.0013776i,0.00035053+0.0010991i,0.00053464+0.00055591i,0.00062582+0.00022894i,0.00065703-0.00053429i,0.00079487-0.00096089i,0.00090194-0.00099589i,0.00068506-0.00074124i,0.0007224-0.00088254i,0.00074068-0.001158i,-0.00043356-0.0011447i,-0.00057148-0.00075761i,5.5009e-05-9.5211e-05i,-0.00019546+4.6713e-06i,-0.00039994-0.0003585i,-0.00049816-0.00058192i,-1.6139e-05-0.00065917i,0.00062529-0.000543i
0.0004978+0.00091745i,0.00078279+0.0010155i,0.00080999-0.00014018i,0.00076953-0.00071198i,0.00029854-0.00041005i,-0.00028194-0.0004211i,-0.00052262-0.00049669i,-0.00089097+0.00010163i,-0.0012274+0.0011894i,-0.00066138+0.00065593i,-6.3326e-06+0.00019437i,0.00089193+0.00087888i,0.000856+0.0010902i,-7.0905e-05+0.0011222i,0.00049729+0.00089184i,0.00087034+0.00069157i,0.00040036+0.0010614i,0.0004228+0.0011107i,0.00041712+0.00066321i,-0.00025327-0.00022104i,-0.0005329-0.00099925i,-0.00047608-0.0014043i,-0.00017038-0.0012902i
0.0011921-0.00091857i,0.0013366+8.8491e-05i,0.00039312+0.00041569i,-0.00050046+0.00023822i,-0.0014645+0.0010051i,-0.0016772+0.0011465i,-0.00092748+0.00022558i,-0.00095464+5.6828e-05i,-0.0015379+0.00059511i,-0.0015013+0.0011318i,-0.00090272+0.00071982i,-0.00046878+0.00050887i,-0.0003862+0.0010662i,0.00041591+0.0018412i,0.00076714+0.0022222i,0.00065274+0.0014804i,0.00040882+0.00080714i,-0.00030958+0.00011494i,-0.00029482+4.1188e-05i,-9.8772e-05+0.00011548i,-7.6988e-05-0.00025503i,0.00051805-0.00036891i,0.00029617-0.00028656i
0.0020125+0.00048439i,0.0014096+0.00052991i,0.00044226+0.00011307i,-0.00020688+0.00029585i,-0.00069748+0.00055898i,-0.0007139+0.00082565i,4.4934e-05+0.00096443i,0.00059699+0.00074764i,0.00080119+0.00050018i,0.0010122+0.00017844i,0.00038666-0.00035971i,-0.0012143-0.00037383i,-0.001775-0.00023515i,-0.0011529-0.0002376i,-0.00094025-0.00061541i,-0.00095843-0.00056497i,-0.00056097+7.3486e-05i,-0.00087799-0.00011083i,-0.00076184-0.00047313i,0.0002835-0.00063388i,0.00071855-0.00041582i,-0.00014283+0.00030585i,-0.0001803+0.00032703i
0.0020181-9.2441e-05i,0.0025698+0.00027501i,0.0015515-0.00054294i,-0.00053545-0.00071288i,-0.0015767-4.7661e-05i,-0.0010402+0.00041671i,-0.00032993+0.00035236i,-7.2301e-05+0.00048436i,0.00018082+0.00097702i,0.0011014+0.00016588i,0.0011867-0.00099312i,6.5831e-05-0.00073521i,-0.00088017-0.00024929i,-0.00015491-0.00057869i,0.00055181-0.0010848i,0.00073311-0.00010663i,0.00092566+0.00093441i,0.00044083+0.00051145i,-3.2706e-06-5.8092e-05i,-0.00021073+0.0002724i,-0.00040301+0.0005723i,-0.00045214+0.0002733i,-0.00030897-0.00017566i
0.0018946+0.00091096i,0.0016107+0.0010549i,0.0010284+0.0008399i,0.00058355+0.00079522i,0.00023696+0.00075961i,-0.00015426-0.0001005i,-0.00071408-0.00018994i,-0.0010684+0.00066023i,-2.3537e-05+0.000509i,0.0011727+0.00040494i,0.00059285-0.00016033i,0.00095887-0.00047023i,0.0022803-0.00041114i,0.0018837+9.1872e-05i,0.00059459+0.00073839i,-0.00014042+0.00071963i,4.3605e-05+0.00087347i,0.00021117+0.0007837i,-0.00082773+0.00023291i,-0.00036775+0.00011069i,8.0327e-05+0.00096541i,-0.00083911+0.00071461i,-0.00067479-0.0004286i
-0.00069694+0.0004661i,-1.2341e-05+0.00053296i,0.00022227+0.00048806i,-0.00022654+0.0010091i,-0.00010095+0.0010757i,0.00063223+0.00045557i,0.00092721-0.00039524i,0.00070753-0.0011731i,-0.00031082-0.00072561i,-0.0017277-0.00026347i,-0.0025155+6.661e-05i,-0.0016503+0.00058286i,-0.00026305+0.00080239i,0.00047614+0.0017727i,0.0008754+0.0015048i,0.00067801+0.00069672i,0.0010984+0.0010325i,0.0012491+0.0012395i,0.00082927+0.00064123i,0.00067563+0.00044981i,0.00056655-0.00025702i,0.00053091-0.00048546i,0.00061478-0.00014294i
-0.00074414-0.00063161i,0.00019311+0.00014943i,0.00077016+0.00015524i,-0.00014756+0.00098301i,-0.0005564+0.0014492i,0.00040976+0.00096351i,0.00032727+0.00034308i,-0.0001837-5.5603e-05i,0.00012455+0.00074049i,-0.00040461+0.0013464i,-0.0011468+0.0002764i,-0.0011201-0.00031897i,-0.0003759+0.00030592i,2.8697e-05+0.00048654i,-0.00025235+0.00050401i,-0.0007327+0.00079871i,-0.00034512+0.00063916i,0.00038324-0.00020475i,0.00040168-0.00064375i,0.00030209+0.00014251i,4.2978e-06+0.00037529i,-0.00031249+0.0003219i,-0.00028517+0.0005435i
-8.8773e-05-0.0013214i,0.00065927-0.0012479i,-1.9991e-06-0.0010599i,-0.0015817+0.00020487i,-0.0021485+0.0016988i,-0.0011673+0.0022463i,0.00014062+0.0022938i,0.00054388+0.0021205i,0.0014268+0.0019555i,0.0023001+0.0015966i,0.0020443+0.0006191i,0.00053096-0.00023507i,-0.0003804-0.0010277i,0.00023741-0.00133i,0.00038235-0.001058i,0.00011267-0.00084412i,0.00036719-0.00080363i,-1.5917e-05-0.00087079i,0.0001049-0.00022301i,0.00052997+0.00057444i,-0.00019056+0.00055183i,-0.00023649-0.00021178i,0.00049245-0.00010969i
0.0011062+0.00010509i,0.0017276+2.9048e-05i,0.0020395+0.00018286i,0.00081723-0.00043618i,-0.00060174-0.00047504i,-0.00071371+0.00016918i,-0.00055963-0.00064437i,-0.00070843-0.0010693i,-0.0002805+0.00030159i,0.00055893+0.0010663i,0.00095148+0.00083223i,6.2194e-05-0.00063848i,-0.00015639-0.0013572i,0.00038546-0.00034841i,0.00025979-0.00014817i,0.00062221-0.00080217i,0.00071685-0.00019393i,0.0002289+0.00048445i,-0.00047909+0.00060032i,-0.0012081+8.7778e-05i,-0.00114-4.646e-06i,-0.00081457+0.00064515i,-0.0003604+0.00025417i
0.001559-0.00076948i,0.0016092-0.00060762i,0.00086271-0.00030832i,-3.5014e-05-0.00012848i,-0.00056127+3.9991e-05i,-0.00025818-0.0002767i,0.000165-0.0006867i,5.3562e-05-0.0011978i,-1.8786e-05-0.00088623i,-0.00020353-0.00027003i,-0.0005131-0.00023476i,-0.00076869+0.00037662i,-0.00033326+0.001147i,0.00039497+0.0010882i,0.00073469+0.00084596i,0.00035447+0.0007577i,-0.00024408+0.00055417i,-7.4635e-05+8.5571e-05i,0.00067828-0.00019898i,0.00075145-0.00012591i,0.00056087+3.8475e-05i,0.00036439-6.8036e-05i,0.00016408-7.2979e-05i
-0.00044386-0.00048497i,0.00016093+0.00042232i,0.00035835+0.0013522i,8.1565e-05+0.0012254i,0.00071097+0.001366i,0.0011731+0.001584i,0.0013842+0.00013371i,0.0015281-0.00042694i,0.00064954+7.9636e-05i,0.000264-0.00067171i,8.8414e-05-0.0012501i,-0.00012611-0.00056151i,-0.00032471+0.0010529i,-0.00042321+0.0014341i,-0.00022219+0.0012601i,-0.00040154+0.001378i,-0.000157+0.0003719i,0.0002118-6.8604e-05i,0.00084975+1.7429e-05i,0.0006196+0.00022915i,-0.00036478+0.00071456i,-0.00032624+0.00060084i,-0.00047026+0.00018409i
0.0001006+0.0016262i,0.00095295+0.00073544i,0.0010012+0.00045391i,-2.9498e-05+0.00053901i,-0.00027322+0.00061961i,0.00053118+0.00030213i,-0.00068593+0.00033889i,-0.0017024+0.0015783i,-0.00044966+0.0020957i,0.00037837+0.00069862i,0.00090076+8.7178e-05i,0.00070868-8.2237e-05i,-0.00042956-0.0011896i,-0.00063214-0.0017062i,-0.00048501-0.0006151i,0.00010367+0.00013419i,0.0013609-0.00023917i,0.0012804-1.4795e-05i,0.00026975+8.9291e-05i,-0.00040508-0.00023423i,-0.0006253-0.00094891i,-0.0010709-0.0012377i,-0.0011387-0.00056477i
-0.00049663-0.0012802i,0.00052177-0.0006914i,0.0011496+0.00010578i,0.00033675+0.00096862i,-0.00024136+0.0013109i,0.00027308+0.0010248i,7.4751e-05+0.00040772i,-0.00037779+0.00045393i,-0.00062358+0.0013897i,-0.00019857+0.0022369i,0.00062132+0.0019872i,0.00049644-6.7102e-05i,0.00070834-0.0013441i,0.0013268-0.0014188i,0.0013644-0.00065718i,0.0010337-0.00016021i,0.00034481+0.00058759i,-0.00045231+0.0013925i,-0.00049532+0.0010292i,-0.0003383+0.00062653i,8.8345e-05-0.00012644i,0.00068133-0.00062289i,0.0003485-0.00070137i
0.0013392+0.0014324i,0.00054109+0.00086548i,7.9801e-05+0.00035833i,-0.00031415-7.6198e-07i,-0.00045891-0.00035826i,-0.00016599-0.0005513i,0.00043258-0.0011333i,0.00091579-0.0016206i,0.00048358-0.00045895i,-8.897e-05+0.00016618i,-0.00014466+0.00060871i,0.00029332+0.00079544i,0.0012481+0.00051168i,0.0013373+0.00046115i,0.00089463+0.00048057i,-5.9523e-05+0.00074961i,-0.00079185+0.00016157i,-0.00064817-0.00079723i,-0.00025102-0.0009564i,-0.00053265-0.00068364i,-0.00093708-0.00034603i,-0.00063718+0.00015764i,7.7806e-05-6.4507e-05i
0.00068755+0.0015902i,0.00073324+0.0014945i,0.0009955+0.00045024i,-8.6208e-05+0.00016075i,-0.0012126+0.00064i,0.00019515-0.00019905i,0.0015783-0.00032751i,0.00066523-0.00046218i,9.7882e-05-0.00078238i,4.0503e-05-0.00032738i,-0.00018035-0.00053602i,-0.00045638-0.00035005i,8.1394e-05+0.00029667i,0.00053952+0.00022703i,-0.00049526+0.00046429i,-0.0012559+0.00084135i,-0.0011972+0.00035415i,-0.00049348+0.00011349i,0.00062945+0.00015722i,0.00065986-9.1127e-05i,-0.00026806-0.00012969i,-0.00058471+0.00029555i,-0.0001712+0.00093497i
0.0020567-0.00045309i,0.0023676-0.00043618i,0.0015908-0.00016009i,-0.00011252+0.00064151i,-0.0015569+0.00099142i,-0.0019257+0.0015237i,-0.0012252+0.0015442i,-0.00094307+0.0014374i,-0.00013864+0.0018317i,0.00090357+0.0015475i,0.00055656+0.00027679i,-0.00015022-0.00013224i,-0.00095714-7.3172e-05i,-0.0014816-0.00040465i,-0.00085501-0.00037027i,-0.00037984+0.0012404i,6.1641e-05+0.0021001i,0.0003447+0.0019693i,0.00015723+0.00081648i,-0.00017477-0.00020007i,-0.00049646-0.00010577i,-0.00037547-0.00019817i,0.0002907-0.00023924i
0.0020584-0.0028915i,0.0027648-0.00087267i,0.00034156+0.00017696i,-0.001824+0.00039772i,-0.0018675+0.00081024i,-0.00046702+0.0019216i,-0.00018661+0.00082322i,-0.00066581-0.00020768i,-0.00077851+0.00093182i,-0.00019143+0.0016948i,0.00053359+0.0020381i,0.00040162+0.0010318i,0.00060188-2.0085e-05i,0.0011874-0.00044832i,0.0010562-0.00085298i,3.3026e-05-0.00085076i,-0.00012728-3.0705e-05i,5.0907e-05+0.00066091i,-0.00076541+6.5032e-06i,-0.0012229-0.00019711i,-0.0010709+0.00078146i,-0.00076787+0.00031637i,-0.00014878-0.00101i
0.0017484+0.00024346i,0.0012979+0.0009815i,0.001311-0.00021702i,0.00026127-0.00037772i,-0.00094602+0.00022456i,-0.00023465-0.00054994i,0.00053438-0.00093346i,0.00018971-0.00038192i,-0.00031077+0.00063104i,-0.00049088+0.0014817i,-0.00082793+0.0017031i,-0.00059993+0.0010115i,0.00060151-6.4284e-05i,0.001109-8.7778e-05i,0.00057391-0.00032825i,0.00050314-0.00026392i,0.00047254+0.00019657i,0.00062268-4.2869e-05i,0.00031121-0.00014648i,-0.00071759+0.00034056i,-0.00086551+0.00065446i,-0.00023209+0.00081001i,2.1112e-05+0.00019076i
0.0018479+0.00018006i,0.0017815+0.00041085i,0.001497-0.00048775i,0.00036399-0.00029054i,-0.0013539+0.00080319i,-0.0014605+0.001206i,0.00042475+0.0010883i,0.0023125+0.0013164i,0.0025359+0.0015688i,0.0014297+0.0010177i,-0.00053874+0.0002514i,-0.00078169+5.7172e-05i,0.00034225+0.0004031i,0.0011864+0.00014234i,0.00081648-0.0004089i,-0.00061144+0.0002813i,-0.00097624-0.00018251i,0.0001445-0.00021219i,0.00041388+0.00011693i,-0.0002712-0.00021365i,0.00047819+0.00021498i,0.0010728+0.00012618i,-4.8607e-06-0.00047091i
0.00085318+0.00091317i,0.00084567+0.0020172i,0.00072687+0.0013915i,0.00031282+0.00049202i,-0.00062223-0.00024922i,-0.0012145-0.00034985i,-0.0015992-0.0001816i,-0.0013918-6.2463e-05i,-6.4139e-05+0.00032992i,0.00074813-1.5826e-05i,0.00064263-0.00078693i,0.00097609-0.0003599i,0.00028731+0.00043044i,-0.00095353+0.00047641i,-0.0010552+0.00068404i,-0.00032659+0.00072955i,-0.00012505+0.00067382i,-5.6736e-05-0.00033227i,5.1017e-05-0.00048764i,-0.00046146-1.7486e-05i,-0.0015733-0.00046156i,-0.0015424-0.00061091i,-0.00086-0.00055948i
0.00047936+0.00026445i,0.0020159+4.5673e-05i,0.0015474+0.00051041i,5.8005e-05+0.00054494i,-0.00095271+0.00075902i,-0.0012519+0.00070025i,-0.0016421-0.00080787i,-0.0019891-0.0011779i,-0.0011639-0.00042148i,0.00028084+0.00045465i,0.0015639+0.00094946i,0.0012984+0.00014783i,0.00047686-0.00047153i,-7.5077e-05-0.00070553i,-0.00038348-0.00091045i,0.00017252-0.00064034i,0.0012595-0.00027224i,0.0015568+0.00021374i,0.00092096+0.000642i,0.00041005+0.0004077i,-9.387e-06-0.000573i,-0.0003676-0.00091664i,3.0112e-05-0.0004514i
0.0014029+0.00056276i,0.0017741+0.001283i,0.0015355+0.0013982i,0.00028804+0.0015159i,-0.00022208+0.0011153i,0.00063837+2.1698e-05i,0.0020005+0.00012069i,0.0014396+0.00045007i,0.00031022+0.0014361i,-0.00026485+0.0018223i,-0.00035812+0.0013101i,-0.00012234+0.00085172i,0.00041011-9.8621e-05i,0.00090406-0.0005236i,0.00039238-0.00035206i,-0.00023815+0.00077078i,-0.00019943+0.0018979i,-0.00020389+0.0014105i,-0.00042305+3.5784e-05i,-0.00035206+2.7696e-06i,-0.00026014-0.00025091i,-0.00084319-0.0004192i,-0.0010697-0.00041125i
0.00072986+0.00091873i,0.00096322+0.0003613i,0.0011884+0.00022745i,0.00083432+0.00040833i,-0.00064762+0.00015342i,-0.00091293-0.00057247i,0.0001678-9.4082e-05i,0.00063724+0.0011175i,0.0012522+0.0015902i,0.0010943+0.00079447i,-5.4189e-05-4.7124e-05i,-0.0010553-0.0004401i,-0.00053965-0.00062003i,0.00044426-0.00062062i,-0.00022901-0.00066122i,-0.0010409+0.00021397i,-0.0012556+0.00030832i,-0.0010419-0.00072215i,-0.00029267-0.00075128i,-0.00021955-0.0002026i,-0.0008056-1.3045e-05i,-0.00021466+0.00068942i,0.00032559+0.00099414i
0.00080629+0.00034966i,0.0010262-0.00034286i,7.4291e-05-0.00070674i,-0.00025538+0.00011323i,0.00015066+0.0011336i,-8.4049e-05+0.0011267i,-0.0012906+0.00085451i,-0.0015776+0.0011064i,-0.00066498+0.00091014i,-8.6995e-05-0.00026274i,0.00026223-0.0011968i,0.00067571-0.0010416i,0.00070401-0.00014753i,-0.00032881+0.0002832i,-0.00078431+0.00040429i,-0.00055583+0.00065441i,-0.0010332+0.00043114i,-0.0011116+7.2784e-05i,0.00014606-0.00039995i,0.00079227-0.00034082i,0.00013637-7.512e-05i,-0.00040284-0.00031761i,-0.00038639-0.00023986i
0.0008052+0.0009211i,0.00094954+0.0014891i,0.00039911+0.00091465i,-0.00077158+0.00081931i,-0.00071572+0.00093088i,-0.0013401+0.00020951i,-0.0016993-0.00082958i,-0.0017291-0.00096051i,-0.0010238-0.0007496i,0.00049322-3.3872e-05i,0.0018432+0.00091026i,0.0021242+0.00079723i,0.00076285+0.00027113i,-0.00090707-0.00026873i,-0.00062204-8.0209e-05i,0.0003123+0.00043267i,0.00052899+0.00089273i,0.00068078+0.00083454i,0.00047361-0.00021885i,0.00020632-0.00096677i,0.00071119-0.00091102i,0.00092412-0.00024714i,0.0004155-0.00018053i
0.0004389+0.00072213i,0.00072172+0.00091562i,0.00084233+0.0011992i,-5.7647e-05+0.00071229i,-0.001523+0.0013906i,-0.0012341+0.0014541i,0.00035828-0.00010996i,0.00066691-0.00072403i,-0.00017675-0.0007916i,-0.00027789+0.00078898i,-3.1474e-05+0.0024898i,-0.00063532+0.0022734i,-0.0002226+0.0010739i,0.0012985-0.00034481i,0.0013354-0.00085051i,0.0004342-0.00048054i,-5.3702e-05+0.00023794i,-0.00046574+0.0002571i,-0.00029238+0.00020389i,-0.00028165+0.00012003i,-8.9917e-05-0.00031356i,0.00022055-0.00020034i,-5.6527e-05+0.00038042i
0.0018358-0.00091415i,0.0018595-0.00070098i,0.0012213-0.0011182i,-0.00048999-0.00086431i,-0.0017609-0.00030869i,-0.0018489+0.00023609i,-0.00098075+0.0010001i,-0.00054119+0.002176i,-0.00014098+0.0025719i,-0.00025343+0.0011812i,-0.0022884+0.00017191i,-0.0028927-0.00051756i,-0.00047339-0.00063626i,0.0010947+0.00022339i,0.00046322+0.00023143i,-0.00025012+0.00032214i,-0.00033748+0.0010558i,-0.0001098+0.00044086i,0.0005079+0.0002965i,1.9647e-05+0.0010286i,-0.00068981+0.0009637i,-0.00032853+0.00048926i,-0.0001546-0.00028795i
0.001334-7.618e-05i,0.001635+0.00050905i,0.0017399-0.00021962i,0.00074266-0.00028764i,-0.00044844+0.00031274i,-0.00037772+0.00073543i,-0.00076591+0.0016521i,-0.0011885+0.0024606i,-0.00037543+0.0020995i,0.00068261-5.8448e-05i,0.00026197-0.0028828i,0.00034764-0.003283i,0.0006348-0.0011259i,4.1465e-05+0.00010321i,-0.00053459-0.00016569i,-0.0006392-0.00035028i,-0.00085407-5.7261e-05i,-0.0010712+0.000301i,-0.0011017+0.00051966i,-0.0009305+0.0003484i,-0.00010046-0.00016738i,0.00026481+0.00020089i,-0.00021905+0.00023185i
0.00021795+0.00071272i,-0.00037212+0.001177i,0.00079011+0.00075825i,0.001385+7.6196e-05i,0.00028614+0.00036656i,-0.00053007+0.00056447i,-0.00010156-0.00043421i,0.00014597-0.0018202i,9.7895e-05-0.0013319i,0.00078689-0.00024843i,0.0015321-0.0004017i,0.0020716-0.00106i,0.0015557-0.00092963i,0.00018365-0.00047218i,-0.0009004+7.4835e-05i,-0.00081122+0.00031898i,-0.00042705+0.00061744i,-0.00042559+0.0012144i,0.00010129+0.00061836i,-0.0008417+9.1959e-05i,-0.0014477+0.00018812i,-0.00043236+0.00032992i,0.00016024+9.7724e-05i
-0.00014524+0.00048899i,0.00031213+0.0010609i,-0.00071718+0.001257i,-0.00063403+0.0014215i,-0.00028534+0.0016664i,0.00029884+0.00074715i,0.0016043-0.00096169i,0.0017002-0.0017194i,0.00044608-0.0012404i,0.00013687-8.8499e-05i,7.4639e-05+0.0015727i,-4.8998e-05+0.0023357i,-1.8065e-05+0.0014874i,-0.0002195+0.00058019i,-0.0004643-0.00028654i,-0.00088263-0.0004869i,-0.00030637-7.3998e-05i,0.00075074+9.0267e-05i,0.00038135+0.00019086i,7.4975e-05-0.00066476i,0.00041186-0.0010988i,-0.00012395-8.9543e-05i,-0.00088874+0.00034852i
0.00051741+0.001361i,0.00011248+0.0013552i,-0.00081766+0.00068492i,-0.0015236-0.00012156i,-0.0021344+0.00010742i,-0.0017857+0.00030619i,-0.00093895+5.1452e-05i,-0.00050629+0.00010058i,-0.00062322+0.00023886i,-0.0010975+0.00074138i,-0.0025616+0.0014297i,-0.0030507+0.0016348i,-0.0012704+0.0014074i,0.00029211+0.00040603i,0.0011004-0.00080553i,0.0012788-0.0010491i,0.00096001+7.1782e-05i,0.00073372+9.0174e-05i,0.00059602-0.00058286i,-0.00013788-6.9683e-05i,-0.00056601+0.00027784i,-0.00061498-0.0007106i,-0.00032899-0.00070517i
0.00095331-7.6131e-05i,0.00097407-0.00011734i,0.00081367-4.8978e-05i,0.00024805-3.6365e-05i,0.00036212-0.0008006i,7.1175e-05-0.00090605i,-0.0012912+7.0872e-05i,-0.0024991+0.0005748i,-0.0025253+0.0014192i,-0.0021764+0.0015733i,-0.0014632-0.00016187i,-0.00080078-0.00097689i,-0.0008078-0.0008987i,-0.00033898-0.0012789i,2.2298e-05-0.00018538i,-0.00015573+0.0010511i,-0.00051709+0.00051611i,-0.0003191+0.00021112i,-0.00016067+0.00073047i,-0.00054815+0.00055358i,-0.00095037+0.00048152i,-0.0012641+0.00039227i,-0.00076212+0.00051293i
-0.00011379+0.00086688i,0.00084119+0.00066136i,0.00056349+0.0014596i,0.0003981+0.0013352i,-0.00015982+0.00094174i,-0.00022005-0.00049479i,-7.3348e-05-0.0013909i,-0.0010434-0.00023334i,-0.0012235+0.0015306i,8.8673e-05+0.0015843i,0.0013494+0.00025106i,0.0019917-0.0011935i,0.0021113-0.001763i,0.00095751-0.0017639i,-0.00017743-0.00061691i,-0.00040055+0.00021206i,-0.00069741+0.00043842i,-0.00094715+0.00054166i,-0.00039297+2.8413e-05i,-0.00029799-0.00068012i,-0.00049255-0.0014796i,-0.00021501-0.0013194i,-0.0001365+0.00022607i
-0.00062539+0.0026069i,3.3113e-06+0.0011339i,0.00059155+0.00080203i,0.00064573+0.0013544i,0.0003255+0.0013691i,4.2773e-05+0.00033283i,0.00067483-0.00079682i,0.0013702-0.00085499i,0.0020771+0.00064922i,0.0031391+0.00098891i,0.002838+0.00050779i,0.0018218+0.00074929i,0.0009807+0.00085287i,0.00034014+0.00043334i,-0.00059228+0.0002792i,-0.0010164+0.00039176i,-0.00017964+0.0010655i,0.00019138+0.001406i,0.00049733+0.00010909i,0.00053283-0.0009494i,0.00018732-0.00060192i,-0.00036292-0.00052898i,-0.00058296-0.00027982i
0.0010947-0.0007082i,0.001954-0.00021235i,0.00089633+0.0012737i,-0.00028964+0.00066654i,-0.00043669+0.00019134i,-0.00026315+0.00014675i,-0.00022512-0.00050961i,6.6356e-05-0.00086054i,0.00085493-0.00064292i,0.00063068+0.00014871i,-0.00031576+0.0015081i,-0.00095878+0.0023463i,-0.0013244+0.0018318i,-0.0001554+0.00081114i,0.0013149+0.00013437i,0.0012666-0.00036052i,0.0012041-0.00086133i,0.001932-0.00095414i,0.0017996-0.00019961i,0.00026945+0.00010214i,-0.00072728-0.00059875i,-0.00022403-0.00092639i,0.00030196-0.00069676i
0.0011659+8.3988e-05i,0.00099244+0.0006146i,-0.00044064+0.00033528i,-0.0013486-0.00058316i,-0.00052497-0.00084817i,0.00042362-0.00089489i,9.3391e-05-0.0019043i,-0.0011828-0.0030477i,-0.0018724-0.00251i,-0.0013129-0.0011514i,-0.0017707+9.0299e-05i,-0.0025898+0.00042115i,-0.0021699+0.00015375i,-0.00059554-9.3062e-05i,0.00069689+0.00059331i,0.00050454+0.001229i,-7.9972e-05+0.00062047i,-0.00014779+0.00097786i,0.00027222+0.00052864i,0.00041699-0.00046648i,-5.9271e-05+0.00015188i,-8.2424e-05+0.00037273i,-3.0411e-05-4.3429e-05i
0.00014641-0.0013185i,0.0007243-0.00075248i,0.0020858-0.00076952i,0.0012358-0.00047843i,-0.00021803+0.00089671i,-0.0014146+0.0010933i,-0.0016149-0.00041924i,-0.0023957-0.00059542i,-0.0029561+0.00011498i,-0.0021348-5.066e-06i,-0.00079611-0.00054992i,0.00018619-0.0014798i,0.00069407-0.0013645i,0.0008623+0.0002497i,0.00015918+0.0016259i,0.00015336+0.0021931i,0.00053163+0.0020115i,0.00023405+0.00090984i,-8.3042e-05+0.00020435i,-0.00032061-5.4722e-05i,-0.00031679-0.00082923i,-0.00014254-0.0010017i,-0.00012262+7.7596e-05i
