0.0019771-0.00042526i,0.0016655-0.0012416i,0.00052373-0.0022045i,-0.0014878-0.0020955i,-0.0025049-0.00093808i,-0.0019533+0.00070556i,-0.0012065+0.0019496i,-0.00055881+0.0012413i,0.00033148-0.00023736i,0.00086546-0.00087098i,0.00099999-0.0013051i,0.00061018-0.00077501i,-0.00029302+0.00016075i,-0.0013658+0.00071707i,-0.0016115+0.00015143i,-0.00054868-0.00048127i,0.00031248-0.00032355i,-6.1806e-05-0.00045834i,-0.00018088-0.00065629i,0.00016525+0.00011747i,-0.00042596+5.3402e-05i,-0.00046368-0.00058034i,-0.00014819-0.00029277i
0.0011581+0.00099633i,-0.00011046+0.00044339i,-0.00068774-0.00035274i,-0.0012892-0.0011285i,-0.0020279-0.0014889i,-0.001277-0.0003002i,-0.00065122+0.0010475i,-0.00011873+0.00075285i,0.00059403+5.6364e-05i,0.00046556-0.00042i,0.00036146-0.00031654i,0.00023765+0.00040057i,-0.00051431+0.001204i,-0.0011214+0.00085424i,-0.0008958+0.00036572i,-0.0007269+0.00051783i,-0.00064801+0.00070849i,-0.00054441+0.00091391i,-0.00047995+0.0012976i,-0.00023432+0.0013868i,-0.00011779+0.0011374i,-0.00015527+0.00058898i,0.00015217+0.0003902i
-0.0011264+0.0010834i,-0.00060437+0.0011837i,0.00036109+0.001908i,0.0014317+0.0019204i,0.0013477+0.0012294i,0.00016445+0.00028677i,-0.00097479-0.00025223i,-0.00090764-0.00048717i,1.4217e-05-0.0011389i,7.2293e-05-0.0013664i,-0.00034566-0.00042054i,-0.00077536+0.00010961i,-0.00077117-3.0662e-05i,-0.00027063-0.00055988i,-0.00022466-7.8851e-05i,0.00026927+0.00062778i,0.00080685+0.00019916i,0.00027875-0.00014753i,-2.1577e-05+4.8106e-05i,-0.00033396+0.00014856i,-0.00064736+8.4363e-05i,0.00014184-5.2123e-05i,0.00014831-0.00016948i
0.0013972+0.001948i,0.0020836+0.00036725i,0.0023516+0.00064697i,0.00063717+7.5689e-05i,-0.00055571-0.00079886i,-0.00024695-0.0014503i,-0.00053145-0.00083537i,-0.00085264+0.00056486i,2.0764e-05+0.00037351i,0.00010941-7.5889e-05i,-5.9315e-05-5.5112e-05i,-0.00023594-0.00071143i,-0.00071366-0.00079752i,-0.00070847-0.00031375i,-0.00025219-0.00044425i,-0.00078003+0.0001027i,-0.00074116-0.00010078i,-0.00011891-0.00066924i,0.00018873+0.00018909i,0.00012168+0.0008865i,-0.00011422+0.00065237i,-0.00023792-0.0002403i,-0.00045312-0.00063226i
-6.4226e-05-0.0011804i,-0.00074563-0.0011838i,-0.00059291-0.00034426i,-0.00058621+0.00043552i,-0.00097706+0.0014411i,-0.00065648+0.0022688i,0.00027869+0.0013536i,0.00077372+9.7207e-05i,0.00057333-0.00064651i,-0.00020704-0.00069055i,-0.00032514-0.00059357i,2.7322e-05-0.00051531i,-1.374e-06-0.00022872i,-6.7937e-05+0.00046355i,0.00022551+0.00082248i,0.0003832+0.00024861i,0.00026501+2.0806e-05i,-8.7174e-05+0.00049163i,-0.00036943+0.0012088i,0.00012188+0.0010904i,-3.8392e-05+7.408e-05i,-0.00057155-0.00078518i,-0.0003711-0.00051016i
-0.00025395+8.2157e-05i,-0.00033861+0.00074611i,0.00026219+0.0013438i,0.001125+0.0011299i,0.00045348-4.5647e-05i,0.00023965-0.00077951i,0.00015345-3.9793e-06i,-0.00029979+4.241e-05i,-0.00065433+0.00013708i,-3.1907e-05+0.00035097i,0.0011831+0.00032642i,0.0015839+0.00058496i,0.001018+0.00023903i,0.000106+0.00027188i,-0.00084563-8.2166e-05i,-0.00033809+4.457e-05i,0.00058667+0.00083073i,0.0002374+0.00054133i,-0.00045775+0.00024375i,-0.00089796+2.9967e-05i,-0.00076956-0.00027039i,-0.00031683-0.00011925i,-0.00037368-0.00013682i
0.0016953-0.00057719i,0.0026656-0.00025918i,0.0014887-0.00024311i,-0.00016221-0.0002994i,-0.00028484+0.00063128i,0.00046586+0.0015774i,0.00084948+0.0012875i,0.00082094+0.00045831i,0.00055484-0.00076832i,0.00034094-0.00098172i,-0.00037627-0.00031918i,-0.00036362-0.00022915i,0.00050905+3.361e-05i,0.0002105+0.00072039i,-0.00023313+0.00089031i,-0.00040461+0.00018866i,-0.00089026+0.00028201i,-0.00076563+0.00054439i,-0.00032127+0.00030385i,-0.00013839-0.00012875i,0.00071678+0.00026354i,0.0013173+0.00086045i,0.00074201+0.00046587i
-7.5898e-05+0.00067702i,-0.00098959+0.0011938i,-0.00096928+0.00063412i,6.8869e-05+0.00014799i,1.6303e-05+0.00067818i,-0.00060811+0.00037449i,-0.00044781-0.00051249i,-0.00012745+3.4233e-05i,-0.00022582+0.00045374i,0.00024258+0.00032982i,0.00064671+0.00015069i,-7.0335e-05+0.00044392i,-0.00065189+0.00085238i,4.5735e-06+0.00085612i,0.00047726+0.00097197i,0.00043565+0.00080856i,-3.5735e-05+0.00014507i,-0.00022027+0.00086911i,-5.2698e-05+0.0011703i,-0.00017886+0.00023926i,-0.00015388-0.0011246i,0.00044672-0.0022409i,0.00070981-0.0017259i
0.00047368-0.00027841i,0.00014246-0.00031121i,-0.00041046-3.5446e-06i,-0.00037908-0.00026285i,0.0003067-0.00039253i,-0.00014589+0.00017535i,-0.00042696+0.0008211i,-0.00044746+0.00073196i,-0.00038176-0.00014787i,-5.9449e-06-0.00039371i,0.00078472+1.0877e-05i,0.0014249+0.00016168i,0.0010465+0.00066042i,0.00032829+0.0012421i,-0.00034663+0.00085225i,-0.00075846+0.0001977i,8.4443e-05-0.00028226i,0.00065792-0.00083802i,-0.00041359-0.00076431i,-0.00098967-0.00046482i,7.2256e-06+0.00023046i,0.00043704+0.00075137i,-0.00011858+0.00077695i
-0.0004278+0.0012659i,0.00039341+0.0020451i,-0.00023873+0.0018929i,-0.00035333+0.00027039i,-0.00037212-0.00049036i,-0.00036614-0.00023801i,-7.0747e-05+0.00028631i,-0.00045762+0.00051505i,-0.0010763+0.0003515i,-0.0005692+0.00052797i,0.00068611+0.000114i,0.00088657-0.00064674i,9.5186e-05-0.00066231i,-0.00039004-0.00061105i,0.0002323-0.00062203i,0.00029996-0.00051576i,0.0002973-0.00067116i,0.00011317+0.00028728i,-0.00044588+0.00068834i,-0.00033119+0.00023061i,-0.00041721+0.00095643i,-0.00036991+0.00084038i,-0.0001775+0.00048424i
-0.00075866+5.0886e-05i,-0.0013719+0.00034063i,-0.00099391+0.00097234i,0.00013419+0.00091717i,4.2519e-06+9.3541e-05i,-0.00094007-0.0002679i,-0.00088247-0.0001875i,-0.00043609-0.00020678i,-0.00050957+8.5375e-06i,-0.00015804-0.00018284i,0.00012724-0.00082366i,-0.00018551-0.00033197i,0.0001552-0.00027407i,4.2271e-05-0.00072086i,0.00014696-0.00051827i,7.4589e-05-7.8987e-05i,-0.00065532-9.2018e-05i,-0.00059869+0.00013746i,-0.0010596+0.00023105i,-0.001331-0.00024838i,-0.00029521-0.00051361i,0.00025313-0.0006125i,0.00018366-7.9111e-05i
0.0027889-0.0006818i,0.0024983-0.001022i,0.0012975-0.0015527i,-0.00035394-0.0018033i,-0.00069306-0.0019552i,-0.00051946-0.00083314i,-5.4646e-05+0.0013723i,0.00044143+0.0017812i,0.0001037+0.0005153i,-3.1822e-05-0.00089193i,-7.8782e-05-0.0006643i,-0.00054113+0.00056193i,-0.00052809+0.00060807i,-0.00020802+0.00081551i,-0.00021474+0.00028139i,-0.00027499-0.00043773i,0.00029377-0.00035126i,0.00034552-0.00038899i,-0.00017501+0.00027625i,2.6913e-06+0.0010365i,0.00019312+0.00090673i,-0.00028213+8.6761e-05i,-0.00079792+9.6489e-05i
0.00069366+0.0006659i,-8.7256e-05+0.0008984i,-0.00040083+0.00020682i,4.3195e-05-0.0003337i,0.00075513+3.2138e-05i,0.00048547+0.0011336i,-0.00060847+0.0017968i,-0.0010393+0.0015941i,0.00029224+0.000866i,0.0011224+0.00028315i,0.00039322+0.00034608i,-0.00057605+0.00038097i,-0.00085709+8.2595e-05i,-0.00049284-7.4364e-05i,-0.00084418+0.00038559i,-0.0013042+0.00016331i,-0.0006543-0.00029761i,-0.00020679+6.7797e-05i,-5.4626e-05+0.00032103i,0.00047064+0.00031887i,0.00048987-0.00027501i,-0.00026556-0.00077556i,-0.00053186-8.3126e-05i
3.9481e-05-0.001051i,-0.00066217-0.0013137i,-0.00095714-0.00053261i,-0.0007058-0.00022895i,-0.00049283-0.00070812i,-0.0009212-0.00011443i,-0.00069944-0.00010454i,0.00052874-0.00039856i,0.00080334+0.00027214i,-0.00038941+0.00022421i,-0.00080266-0.00052047i,-0.00017909+2.1712e-05i,4.1927e-05+0.00021515i,0.00065414-1.2878e-05i,0.0005564+0.00072437i,-9.4993e-05+0.0008311i,-1.9932e-05+0.00054876i,-1.7962e-05-3.9296e-07i,0.00061891-0.00095075i,0.00071904-0.00041176i,-0.00010575+0.00039473i,8.1773e-05-0.00028202i,0.0010324-0.0007333i
0.00056625+0.0019318i,0.00097646+0.0023912i,0.0013924+0.0015282i,0.0015936+0.00021961i,0.001128-0.00020143i,0.0011596-0.00035454i,0.00083501-0.00033646i,-0.00035666-0.0002862i,-0.00058017-0.00028143i,-0.00022207-4.9014e-06i,-0.00068315+3.9557e-05i,-0.00057096-0.00039618i,0.00014134-0.0003371i,0.00036479+8.5608e-06i,0.00024916-0.00019298i,0.00070304-0.00025158i,0.00083135+0.0002587i,0.00059059+0.00090828i,0.00023055+0.0013461i,0.00028422+0.001561i,0.00042903+0.00099957i,0.00082632+0.00015036i,0.0010064-0.00020943i
-0.0020049+0.0013538i,-0.0013484+0.0020856i,-0.00073502+0.0012724i,-0.00096419+0.00067999i,-0.00069845+0.00024316i,-0.00028837-0.0010239i,-0.00023404-0.00093479i,-0.00040012-0.00036045i,-0.00036671-0.00037277i,1.5815e-05+3.9622e-05i,0.00037212+0.00028577i,0.00059288+0.0004128i,0.00070262+0.00068238i,-9.8535e-05+0.0010891i,-0.00054182+0.001319i,0.00012303+0.00074814i,0.00064453+0.00036554i,0.00052382+1.921e-05i,0.00037349-4.4911e-05i,0.00013496+0.00018739i,-0.00029229+0.00022906i,0.00021579+0.00032472i,0.00074761+7.3178e-05i
-0.00011476-0.0007286i,-0.00011593-0.0010773i,-0.0011953-0.0011049i,-0.0016534+0.00011171i,-0.00029828+0.0014912i,0.00072736+0.0018781i,0.00037042+0.00090802i,0.00020777+0.00043641i,0.00010197+0.00020997i,-0.00054315+0.00025692i,-0.00081821-0.00028953i,-0.00050545-0.00064332i,-0.00028047-0.00051238i,-0.00050095-0.00014335i,-0.0001407+0.00023854i,-1.6642e-05+0.00031403i,-0.0004903+0.0003823i,-0.00026099+0.00079766i,0.00036478+0.00063519i,0.00026059+0.00035037i,-0.00051127+0.00052312i,-0.00081695+0.00073801i,-0.00038507+0.00091105i
0.00072391+0.0008058i,0.00017127+0.0011927i,-0.00032198+0.00053828i,0.00016581-0.00053022i,0.00051192-0.0006823i,0.00029495-0.00021418i,-0.00071955+0.00026576i,-0.0010517-0.00014386i,-0.00034319-0.00033884i,-5.5822e-06+7.8742e-05i,-0.00025615+0.00040263i,-0.00028494+0.00057177i,-0.00054994+0.00093782i,-0.001032+0.00063614i,-0.00028655+0.00025547i,0.00040175+0.00011351i,0.00073523-0.00047751i,-4.6141e-05-0.00026917i,-0.00056409-1.2475e-05i,0.00025258-0.00014177i,0.00031026-4.7804e-06i,0.00017586-0.00024212i,0.00035162-0.00013929i
0.00029314-0.00099302i,0.00011614+5.3447e-05i,0.00031627-0.00033917i,6.8571e-05+9.2648e-05i,-0.00013847+0.0015814i,7.2046e-05+0.0017387i,0.00012756+0.001109i,-2.1311e-06+7.4796e-05i,3.7374e-05-7.8125e-05i,0.00028404+0.00028714i,0.00074232-0.00030832i,0.00065243-0.00024784i,-3.9336e-05+0.00073873i,0.00026001-6.253e-05i,0.00059775-0.0008349i,-0.00026081-0.00048727i,-0.00079618-0.00015947i,-0.0010861-0.00033426i,-0.00061423-0.00058644i,2.8233e-05-0.00016976i,0.0004435+0.00037101i,0.00066807+0.00043798i,-0.00033817+0.00060083i
0.00028473-0.00014657i,-6.6065e-05-0.00036806i,5.8893e-05-0.00069644i,0.00031392-8.5599e-05i,0.00089924+0.00096232i,0.00057513+0.0013047i,0.00026643+0.0010902i,0.00023905+0.0012499i,-0.00072442+0.0011509i,-0.0007026+0.00022266i,-0.00035188-0.00064045i,-0.0006443-0.00010435i,-0.00070549+0.00029039i,-7.0196e-05-0.00022624i,-4.9408e-05-0.00013057i,-0.0001698+0.00071345i,-0.00048523+0.00028968i,-0.00051618-3.5378e-05i,-0.00051142+0.00017861i,-0.00069129-0.00043261i,-0.00021245-0.00081093i,-0.00017904-0.00094133i,-0.00031999-0.00091382i
0.0004412+0.001276i,-0.0006478+0.00097773i,-0.0018875+0.00018906i,-0.00099809-0.00060771i,-0.00020453-0.001453i,-0.00013904-0.0017619i,-1.7568e-05-0.0010039i,-0.00031701-0.00067081i,-0.00068929-0.0011364i,-0.000664-0.00070487i,0.00013583-0.00037114i,0.00017508-0.00039465i,-0.00044657-0.00024594i,-0.00019948+1.201e-06i,2.8047e-05-2.8418e-05i,-0.00036658-1.1588e-05i,-0.00057101+2.9479e-05i,-0.00060601-0.00016738i,-0.00074162-0.00031777i,-0.00031324-0.00059805i,0.00020112-0.00042802i,-1.1843e-05+5.4324e-05i,0.00030127+0.00021421i
0.00025543+0.00092625i,0.0010337+0.0011047i,0.0010961+0.0011035i,-4.4997e-05+0.00055992i,-0.0010969+0.00093407i,-0.001154+0.0014417i,-0.0005421+0.00094982i,5.2133e-05+0.00013565i,0.00047191-0.00022536i,7.8032e-05-0.00026405i,-0.00053174-7.0255e-05i,-0.00096142+9.8098e-05i,-0.00077615-3.3549e-05i,-0.00030693+8.9016e-05i,-4.1787e-05+0.00021164i,0.00055348-0.00058753i,0.00049912-0.00018718i,0.00055198+0.00064402i,0.001415+0.0010303i,0.0014306+0.0010971i,-0.00010893+0.00090061i,-0.0007717+0.00086979i,-0.00067033+0.00060786i
0.00046716+0.0013872i,-0.00059831+0.0011249i,-0.00038165+0.0012955i,0.00065699+0.00065233i,0.0012613-0.00032045i,0.00044836-0.00027897i,-0.00070041+0.00032556i,-0.00099653+0.00031951i,-0.00041571+0.0001588i,-0.00062207-0.00010033i,-0.00083338-0.00087029i,-0.00038017-0.00063895i,8.6986e-05+0.00019909i,0.00065096+0.00056013i,0.00066557+0.00032479i,-0.00026801-0.00045378i,-0.00058284-0.0011146i,0.00024403-0.00070875i,0.00035414+0.00047729i,4.2627e-05+0.00048771i,-0.00033318-0.00015118i,-0.00090832-0.00027388i,-0.001141-0.00032454i
0.0011258-0.00058119i,0.0010561-0.001609i,0.00076147-0.00081662i,-0.00049057+0.00065245i,-0.001767+0.00072492i,-0.0019095+0.00046408i,-0.0010616+0.00019481i,-0.00018597+0.00029801i,0.00035987+0.00063474i,-0.00017483+0.0006729i,-0.00055627-8.2809e-05i,-0.00013194-0.00069468i,0.00031129-0.00029737i,0.00029189+2.7055e-05i,0.00037426-0.00024984i,0.00063559+0.00026169i,0.00099139+0.00057339i,0.0012664+0.00040137i,0.00026123+0.0001172i,-0.00085668-0.00071742i,-0.00038405-0.0012436i,0.00023843-0.00084434i,0.0006788-8.613e-05i
-0.0020498+9.9531e-05i,-0.0012701+0.00043615i,2.7483e-05+0.0012753i,0.0015796+0.00066777i,0.0023018+3.4083e-05i,0.0017832-0.00092427i,0.00083274-0.0015542i,1.4204e-05-0.00044367i,0.00017376+2.6021e-05i,0.00066309-0.00017237i,0.0012614+0.00012428i,0.0011844+6.4071e-05i,0.00054066+0.00038698i,0.00053657+0.00028591i,0.00033556+0.00031351i,-0.00021865+0.00071308i,0.00011108+3.1779e-05i,0.0002909-0.00025618i,0.00019919+0.00047508i,0.00013132+0.0004203i,0.00020587-3.3888e-06i,0.00036775-0.00019883i,0.00015723+7.1241e-05i
-0.00090992+0.00027622i,-0.0014742+0.0011327i,-0.0021122+0.0013086i,-0.001288+0.0007324i,-7.676e-05+0.00050421i,-0.00065434+0.00035616i,-0.00079628+0.00028425i,-0.00056195+0.00070634i,-0.0005122+0.001216i,0.00021265+0.00070179i,0.0007392-0.00018396i,0.00047784-0.00034318i,0.00027343-0.0001319i,0.00031336-0.00057179i,0.00016529-0.00082944i,0.00050243+9.6721e-05i,0.00044485+0.0010088i,-0.00036586+0.00054558i,-0.00089452+0.00044323i,-0.00064183+0.00050333i,0.00010966+0.00029721i,0.00082158+0.00026562i,0.00062186+0.00035807i
-0.0005543-0.0015514i,-0.00096982-0.0011182i,-0.0011938-0.0010396i,-0.0014949-0.00012275i,-0.001335+1.4272e-05i,-0.0006847+0.00017149i,-0.00066285+0.00060262i,-0.0014494+0.00045289i,-0.00076822+0.00060949i,4.5519e-05+0.00062819i,-0.00038346+0.00067243i,-0.00031827+0.00095646i,0.00038966+0.00094128i,0.00036574+0.00078381i,0.00038994+0.00036685i,0.00050818+0.00032573i,0.00064783+0.00041414i,0.00062169+0.00060875i,0.00056603+0.00027437i,0.0012098+9.158e-05i,0.0005676+0.00017412i,-0.00040299+8.1099e-05i,-0.00051808+0.00029288i
-0.0003237+0.0014122i,-0.00017114+0.00065097i,0.00085549+0.00098847i,0.0016931+0.0020663i,0.0018434+0.0018148i,0.0014296+0.0012004i,0.00099394+0.00093649i,0.00075902+0.00044662i,0.00058324+0.00051479i,0.0007766+0.0002216i,0.00074737-0.0003118i,8.1863e-05-0.00020796i,-0.00044845-0.00028016i,-8.0854e-06-0.00059329i,0.00022728-0.00065752i,-0.00041843-0.00027503i,-0.00074534+0.00047459i,-0.00038357+0.0010627i,-0.00047245+0.00086883i,-0.00054015+0.00015037i,0.00018649+7.6716e-05i,0.00038583+0.00041136i,3.3923e-06+0.00080707i
-0.00044887-0.00031133i,-0.0010512-0.00066849i,0.00023445-0.00092714i,0.00048408-0.0015095i,8.9889e-05-0.0016217i,0.00020076-0.0010447i,1.9072e-05-0.00013978i,-0.000289+0.00025446i,-9.8213e-05+0.00059258i,-0.00019641+0.00047445i,-0.0001423-0.00062307i,-5.62e-05-0.00097576i,0.00017561-0.00070007i,3.9313e-05-0.00080309i,-0.00023112-0.001005i,-7.9589e-05-0.00013716i,0.00014202+0.00079563i,0.00045685+0.00055821i,0.00037876-0.00026331i,-0.00017324-0.00045774i,-0.00012441-0.00018105i,0.00065688-0.00036259i,0.00052476-0.00020957i
0.00018069+0.0004819i,0.000369+0.00074278i,0.00065469+0.00069164i,0.0002133+0.00028668i,9.0979e-05+0.00014629i,0.00013914+4.0671e-05i,0.00015969+0.00014556i,7.0214e-05+0.00032474i,-0.00031466+0.00020287i,-0.00068069-0.00050552i,0.00011699-0.00088757i,0.0007686-0.0010125i,0.00093721-0.00070031i,0.00055032+2.8569e-05i,-9.2576e-05+0.00025023i,-0.00058811+0.00032691i,-0.0012251+0.0006311i,-0.0014345+0.0008066i,-0.00021541+0.00024636i,0.0010823+0.0004107i,0.00094857+0.0010129i,0.00031303+0.00083679i,0.00018262+6.1658e-05i
-0.00083694+0.0013305i,-0.0010869+0.0016684i,-0.00098734+0.0018293i,-0.00048229+0.0014219i,-1.929e-05+0.00061092i,-6.4829e-05+3.2379e-05i,-0.00057404+0.00028571i,-0.00042655+0.00084663i,0.00025702-4.7819e-05i,0.00025458-0.00094525i,-0.00014483-0.00063671i,-0.0003352-0.00084165i,-0.00076068-0.00083707i,-0.00087478-5.0428e-05i,-4.5947e-05-0.0003896i,-0.00059421-0.00063467i,-0.0011898-0.00091661i,-0.00050171-0.00066195i,-0.00012011-0.0001978i,0.00037132-0.00018653i,0.00026324-9.0445e-05i,0.00016669+0.00034772i,-0.00014962+0.00049463i
0.0010006+0.00099904i,0.00086371+8.4539e-05i,0.0012804+0.00074403i,0.0015254+0.0010233i,0.00074055+6.4535e-05i,-0.00057335-0.0003416i,-0.00060234-4.0959e-05i,-0.00041114-0.00036299i,-0.00016208-0.00038217i,8.1006e-06-0.00045354i,0.00040252-0.00097237i,-0.00048319-0.00057558i,-0.0011388+2.4555e-05i,-0.0010881+0.00039482i,-0.00053493+0.00024023i,0.00020863+0.00024637i,0.00022216+0.00025209i,0.00019939+0.0003081i,0.00036394+0.0002575i,-0.00018938+0.00023327i,-0.0003138+0.00015483i,-4.418e-05-0.00020495i,-0.00084131-0.00054804i
-0.0015369-9.7967e-05i,-0.0014669-0.00037218i,0.00028059+0.00015405i,-0.00015452+0.00045074i,-0.0013907+0.00024568i,-0.0012483+8.415e-05i,-0.00080147+7.5708e-05i,-0.00068279+5.5647e-05i,-0.00036558-0.00019396i,0.00011546-0.00066135i,2.2559e-05-0.00044328i,0.00029737+0.00044664i,0.00085971+0.00021385i,0.0013945-4.1738e-05i,0.0012868+9.3533e-05i,0.00048361-0.00020821i,-0.00010243-0.00078227i,-0.00075337-0.00096879i,-0.00053392-0.0010006i,-8.7512e-06-0.0010767i,-0.00018334-0.0012246i,-0.00068748-0.00072084i,-0.00015946-0.00051302i
-0.0021119+2.1633e-05i,-0.0027161+0.00033096i,-0.0027103+0.00029073i,-0.0014237-0.00017087i,-1.3547e-05-0.00045277i,-0.00017334-0.00013948i,-0.00031153+0.00035407i,0.00065433+0.00051807i,0.00026815-0.00027797i,-0.00027059-0.00081593i,0.00059016-0.00037639i,0.00089483+0.00029819i,0.00042276+0.00013134i,0.00014988-0.000458i,-0.00010404-0.00062189i,8.5944e-05-0.00050642i,0.00064218-0.00044533i,0.00062466+6.3356e-06i,0.00066057+0.00074461i,0.00099801+0.0008481i,0.00066684-7.4826e-05i,0.00022022-0.00091107i,0.00010357-0.00099135i
0.00090953+0.00072122i,0.0010841+0.00048868i,0.00062257-0.00054196i,0.0010773-5.7069e-05i,0.00091711+0.0011816i,0.00012229+0.0019451i,-0.00038427+0.0011975i,0.00017651+0.00041703i,0.00035763+0.00022224i,-9.6037e-06-0.00072669i,-0.00013213-0.00096399i,0.00015396-0.00015402i,0.00020891-5.7339e-05i,-0.00056652+4.4906e-05i,-0.00050677+0.0011524i,0.00036804+0.0012526i,0.00026175+0.00051683i,-7.435e-05+0.00027225i,0.00046509-9.8482e-05i,0.00073646-0.00033508i,0.00077034-0.00058201i,0.00038996-0.00094005i,-0.00046375-0.00064175i
-0.00053235+0.00059172i,-0.00056626+0.0005569i,-0.00077958+3.8082e-05i,-0.00021975-7.5879e-05i,0.00090084-8.628e-05i,0.00064131-0.00055862i,-0.00058298-0.0010876i,-0.00078421-0.001002i,-0.00051671-0.00029861i,-0.00061822-0.00012915i,0.00010937-0.00039078i,0.00078464-1.8643e-06i,0.00021855+0.00065564i,-8.7031e-05+0.00027452i,-0.00015101-0.00013551i,9.1373e-05+0.00011799i,5.8355e-05+0.00058803i,-0.00070007+0.0011384i,-0.00052943+0.0010495i,0.0003968+0.00047484i,0.00034481-0.00014608i,-4.423e-05-0.0004095i,-0.00015153-0.00057604i
-0.0011781-0.00012664i,-0.00094101-2.1542e-05i,-0.00040807-0.00010499i,-7.7125e-05-0.00015278i,-0.00037354-3.8899e-05i,-0.00050847+0.00028891i,-0.00058912+0.00068516i,-0.0010921+3.8789e-05i,-0.00061739-0.00050013i,0.0005663+0.00015826i,4.7494e-05+0.00086954i,-8.5514e-05+0.00078732i,0.00078749-5.3491e-06i,0.00085812-0.0005592i,0.00072434+3.7069e-05i,0.0007225+0.00012658i,0.00034423-5.1753e-05i,1.0855e-05+0.0001633i,0.00020964-0.00010611i,-0.0001534-0.0008498i,-0.00030051-0.0011934i,-0.0002509-0.00089696i,-0.00062978+0.00022813i
0.00027468-0.0018123i,-0.00066047-0.0013283i,-0.0023607-0.0014643i,-0.002977-0.00077488i,-0.0018707-0.00019625i,-0.00051554+0.00027119i,0.00030996+0.00032383i,0.00037754-0.00034553i,0.000102-0.00070179i,-0.00026082-0.0004007i,-0.00080213-5.2517e-07i,-0.00060349+0.000373i,0.00063766+0.00035218i,0.00081877+0.00051193i,-0.00015076+0.0005752i,-0.00011664+0.00029111i,0.00028419+5.2804e-05i,-0.00031069-0.00035659i,0.00011626-0.00033625i,0.0010208+0.00020238i,0.00065176-0.00019229i,-0.00017519-0.00060918i,-0.00060655+8.1101e-05i
0.00031819+0.00052223i,0.00025768+0.00127i,-7.0288e-05+0.0014662i,0.00057181+0.0003056i,0.0013462-0.00045638i,0.00082579-0.00082366i,0.00010674-0.00066394i,-9.966e-05+5.2497e-05i,-0.00069047+0.00028816i,-0.00041655-8.9801e-05i,8.9073e-05-0.00064667i,-0.00018374-0.00032188i,0.00016251+0.00066891i,0.00037297+0.00096514i,6.3923e-05+0.00049097i,5.8948e-05+0.00058893i,0.00046614+0.00023878i,0.00045898+1.0591e-05i,-0.00020517+0.00019465i,-3.6687e-05+0.0004867i,0.00081978+0.00032706i,0.00052271-0.00036822i,0.00072423-0.00077878i
2.4019e-05-0.0010957i,-8.5551e-05-0.00075523i,-0.00058022-0.00039901i,-0.0014698-0.00030474i,-0.00091289-0.00010659i,0.00014295+0.00067111i,0.00057261+9.2151e-05i,0.00054128-0.00047246i,-0.00018392-0.00037788i,-8.5789e-06-0.00056091i,0.00078396-0.00050858i,0.0012394+0.00039521i,0.00092909+0.00091268i,0.00069418+3.0941e-05i,0.00041831-0.00043906i,0.00011095+0.0005117i,3.5183e-06+0.0012117i,0.00046586+0.00063847i,0.00088673+0.00027598i,0.00046442+0.00011596i,0.00032875+0.00063811i,0.00059557+0.0010551i,0.00053387+0.00017804i
-0.00011407+0.0013837i,0.00025293+0.0012849i,0.00089334+0.0011401i,0.00025562+0.00054493i,-0.00049693-0.0001183i,-0.00055061-0.00043122i,-0.0001903-1.3815e-05i,0.00046771+0.00072556i,0.00018191+0.00061661i,-0.00016066+0.00025684i,-0.00027874-0.00023238i,-0.00055364-0.00074903i,-0.0004517-0.00026598i,-0.00054197+4.9437e-05i,-0.00061503-0.0001353i,-0.00015268+0.00069059i,0.00020961+0.0013225i,1.3176e-05+0.001069i,0.00015368+0.00054595i,-0.00016264+6.3649e-05i,-0.00076318-0.00071882i,-0.0009115-0.0010164i,-0.00031851-0.0002012i
0.00017447-0.00019175i,-0.00023641+0.0001289i,0.00012164+0.0012767i,-0.00021099+0.0019409i,-0.001375+0.0020619i,-0.0018724+0.0011371i,-0.0010569+0.00031641i,-0.00071092-3.3816e-05i,-0.00056889+0.0002805i,-5.2395e-05+0.00069106i,0.00014408+0.00020483i,8.0834e-05-0.00081714i,0.00018367-0.0003658i,-0.00045653+0.0011534i,-0.00020773+0.00025694i,0.00046082+5.1968e-05i,0.00051157+0.00048615i,0.00058767-5.4398e-05i,6.6213e-05-0.00035053i,-0.00010534-0.00031414i,0.00016148+0.00011564i,0.00031336+0.0009701i,0.00070562+0.00083218i
-0.0012491+0.0015189i,-0.00069106+0.0012151i,-3.311e-05-0.00037309i,0.00060107-0.00084051i,0.00083926-0.00048733i,0.0013817+0.00026035i,0.00069625+0.00032359i,-0.00028267-0.00015961i,0.00046049-0.00043828i,0.00068838-0.00095369i,0.0008676-0.00099414i,0.00073677-0.00036285i,0.00035665+4.5282e-05i,0.00095982+9.5138e-05i,0.00078661+0.00048704i,-0.00016337+0.00066552i,-0.00066133+0.00045182i,-0.00052621-0.00031965i,-0.00028911-0.00064411i,-0.0002545-0.00023408i,0.00035145+4.3571e-05i,-7.4978e-06+2.7661e-05i,-0.00072864-0.00027067i
