-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
-0.00040098-0.0010421i,-5.719e-05+0.00011015i,-0.00052429+0.00066116i,-0.00074129+1.2987e-05i,-0.00060685+8.5597e-05i,-0.00074905-8.211e-05i,-0.00098986-0.00030017i,-0.00052398+0.00028723i,4.5529e-05+0.00061265i,-0.00031879+0.00046667i,-0.00048757-0.00026294i,9.6705e-05+2.6775e-05i,0.00080464+0.00020396i,0.00051587-0.00030938i,-0.00028682-0.00013219i,-0.00089245-3.0555e-05i,-0.00094028-0.00033966i,-0.00066995-0.00097881i,-0.00034198-0.0010836i,-4.1033e-05-0.00078648i,0.00028186-0.00027011i,0.00066868+0.00045852i,0.00084631+8.5066e-05i
0.0018777-0.00010982i,0.00096113-0.00073762i,0.001371-0.0013072i,0.0012761-0.00040128i,-0.0005195-1.4311e-05i,-0.0013617+0.00016924i,-0.0010211+0.00073943i,-0.0004287+0.000951i,0.00018795+0.00017699i,-0.00034858+3.8781e-06i,-0.00069257+0.00037042i,0.00017873+0.00018753i,0.00055628-0.00014539i,8.1876e-05-0.00021218i,-0.00045736+0.00038974i,-0.00019601+0.00033107i,-0.00033149+0.00053385i,-0.0008568+0.00050981i,-0.00071574+0.00028139i,-0.0003133+0.0002694i,0.00089076+0.00015395i,0.00078122-0.00052496i,-0.00013325-0.00061179i
0.0014616-0.00026925i,0.001414+0.00022326i,0.00097929-0.0006342i,-0.00027049-0.00075114i,-0.0019022-0.00044441i,-0.0024693-0.0005544i,-0.0015797+8.677e-05i,-0.00022971-0.00039299i,0.00016233-0.00038879i,-0.00022833+0.0004634i,1.2391e-05+0.00070617i,-0.00043881+0.00066901i,-0.00052331+1.2508e-05i,-0.00034711+6.6776e-06i,-0.00049833-0.00039309i,-0.00024719-0.00065549i,-0.00033126+7.6689e-05i,-0.00081705+0.0006113i,-0.00078688+0.00033828i,-0.0001898-0.00014269i,0.0003203-0.00040504i,0.00035989-1.4142e-05i,-6.4977e-05+0.0001774i
-0.0016376+0.0015341i,-0.0011527+0.0016979i,-0.0006489+0.0015982i,0.00056653+0.0010323i,0.00014239+0.00041454i,-0.00019104+0.00093675i,-4.4713e-05+0.00072782i,0.00027619-6.5267e-05i,-0.00016267-0.00013098i,-0.001065-4.2217e-05i,-0.00096537+2.8522e-05i,-0.00024573+0.0001825i,-0.00016558-0.00050982i,-0.00063406-0.0013495i,-0.00032786-0.0008647i,0.00038415-6.711e-05i,0.00091221-7.0955e-05i,0.00073684+0.00021013i,0.00028484+0.00034225i,0.00018471-0.00041276i,0.00054606-0.00081927i,0.00070032-0.00028034i,-0.00013174-0.00018436i
0.00045689-0.0011862i,0.00044723-0.00053841i,0.00072151-0.00059124i,0.00042209-0.0012262i,-0.00063958-0.0017043i,-0.0013423-0.00066093i,-0.00075724+0.00029377i,0.00030233+0.00029785i,9.5233e-06+8.6378e-05i,-0.00035375-0.00033356i,-0.00067825-0.00041841i,-0.0011324-0.00036448i,-0.00061165-0.0002633i,-7.0674e-05+0.00031855i,-9.3772e-05+0.00057317i,0.00028896+0.00056246i,0.00053717-0.00021297i,0.00057478-0.00081226i,5.085e-05+1.6435e-05i,0.00020917+0.00063233i,0.00038168+0.00085121i,0.00027904+0.00061729i,0.00015797+8.2342e-05i
-4.5125e-05-0.0003787i,-0.0010995+9.8139e-05i,-0.0010516+0.0008734i,-0.001425+0.00093188i,-0.0014362+0.00076318i,6.756e-05+0.00033966i,0.000746+2.1074e-05i,-0.00025565+0.00069583i,-0.00067586+0.00054106i,-0.00017641+0.00011898i,0.00076337-0.00017852i,0.00055889-0.00049982i,0.0001328+4.1393e-05i,-0.00027199-2.0795e-05i,-0.00066201-0.00013826i,-0.00030878+0.00010189i,-0.00012916-7.2511e-05i,4.8979e-05-0.00029978i,-0.0004533-0.00015445i,-0.00036872-0.00015782i,0.00022779+0.00023634i,0.00055948-6.7761e-05i,0.00074426-0.00091289i
0.0029482+0.00037738i,0.0035238+2.7582e-05i,0.0016949-0.00053777i,-0.00014433-0.0012734i,-0.00086454-0.0022774i,-0.0017112-0.0015122i,-0.0018083+0.00041307i,-0.0013688+0.00032625i,-0.00055552-0.00035604i,-0.0001077-0.00056501i,-0.00021611-0.00021457i,-0.00023649+0.00047254i,-0.00011998+0.00031378i,0.00014821-0.00045881i,-0.00051058-0.00057879i,-3.1682e-05-0.00062361i,0.0011359-0.00027385i,0.00047536+0.00030636i,-0.00021747+0.00043202i,0.00050639+0.00029086i,0.00088292+0.00018589i,-0.00026768+9.8253e-05i,-0.00086472-0.00025902i
0.002704+0.0027278i,0.0024384+0.0015116i,0.0029732-0.0004989i,0.002821-0.00082573i,0.00052968-0.00093431i,-0.0017625-0.00057865i,-0.0016451+0.00042558i,-0.00012135+0.00044616i,0.00092889-0.00033404i,0.0010482-0.00081699i,0.0004676-0.0013571i,-0.00012653-0.0013586i,-0.00027343-0.00012696i,-4.3998e-05-0.00024047i,0.00018351-0.00071561i,0.00067778-0.00060157i,0.00056748-0.0005069i,-0.0003648+4.1829e-05i,-0.00092304+0.00030333i,-0.00047554+0.00032421i,-0.00033685+0.00024403i,-0.00085714-0.00021672i,-0.00058495-0.00059183i
-0.00071712+0.0021214i,0.00013141+0.00083708i,0.00013984-8.4731e-05i,0.00061924-0.0014209i,0.00046252-0.0019439i,-0.0012274-0.00033941i,-0.0016948+0.00075219i,-0.00073265+0.0011908i,9.5646e-06+0.00078391i,-0.00016437+7.9801e-05i,-0.00017934-0.00016821i,-2.4205e-05-5.7237e-05i,-0.00096992+0.0003809i,-0.0014202+0.00040813i,-0.0013211+0.00029052i,-0.0010691+0.00013621i,-0.00063354-4.4103e-05i,0.00029091-0.00033609i,0.00091344-0.00024612i,0.00079604+0.00021329i,0.00067186+0.00057213i,1.5995e-05+0.00078747i,-0.00065357-6.6194e-05i
0.00043686+0.00010698i,0.00078172+0.0015547i,0.0010574+0.0010241i,0.00033318-0.00038616i,-0.00061133-0.00045333i,-0.0010086-0.00012058i,-0.00099106-0.00063447i,-0.0005452-0.00055623i,-0.00017411-0.0002177i,-0.00029745+0.00011757i,-0.00034946+0.00050234i,-0.00020796+9.422e-05i,-0.00031051-0.00031314i,-0.00099951-0.00046724i,-0.0010205-0.00024952i,-0.0003777-0.00039433i,-0.00063382-0.00041818i,-0.00066725-0.00065287i,0.00014851-0.00055923i,0.00072889+2.571e-05i,0.00016848+2.1015e-05i,-0.00020301-6.2013e-05i,0.00043022-4.7805e-05i
0.00058119-0.00073253i,-3.9583e-05-0.0013101i,-0.00063248-0.0017209i,-0.0011842-0.0019438i,-0.0022099-0.0016268i,-0.0026378-0.00070067i,-0.0016833+2.2874e-06i,-0.00064626-9.4595e-05i,-0.00026663-9.8479e-05i,-0.00057726+5.7663e-06i,-0.0008292-0.00011538i,-0.00045577-0.00032984i,-0.00012559-0.0002963i,-7.5328e-05-0.00054814i,-0.00010758-0.00031848i,-0.00066289-7.634e-06i,-0.0009205-0.00080935i,-0.0004865-0.00080884i,-0.00040271-0.00024536i,-0.0004295+0.00017299i,0.00024666+0.00039562i,0.0010557+0.00026985i,0.0011619-6.6275e-05i
0.0014001-2.0551e-05i,0.0014892-0.00030158i,0.00108-0.00060124i,8.0939e-05-1.6667e-05i,-0.00045818+0.0010219i,-0.00014628+0.0004824i,-1.6004e-05-0.000616i,0.00032802-0.00058434i,0.00043639-0.0004353i,-0.00024042-0.00014102i,-0.00069093+0.00035362i,2.2685e-06-0.00022641i,0.00049317-0.00062746i,0.00037218-0.00073178i,-0.00012829-0.00048377i,-0.00023951-0.00014667i,4.6195e-05-5.8001e-05i,-4.2289e-05+5.6441e-05i,0.00018863-6.3081e-05i,0.00062877+0.00011644i,0.00014703-0.00022781i,-0.00022402-0.00029981i,-0.00054971+0.00058194i
0.0011495+0.0019125i,0.0011658+0.0021161i,0.0023625+0.0020099i,0.0016118+0.0002863i,-0.00038464-0.001157i,-0.0011741-0.0012913i,-0.00095724-0.00068038i,-0.0012461+0.00038906i,-0.0013149+0.0010673i,4.2418e-05+0.0013314i,0.00049949+0.00071555i,-0.00022702-0.00061883i,-0.00050386-0.00072756i,0.00034438-0.00035583i,0.00043055-0.00084419i,-0.00023594-0.0008961i,-0.00027981-0.0002363i,-0.00057527-7.0726e-05i,-0.0011106-0.0003203i,-0.00072871-0.00013538i,-0.00051958-0.00056199i,-0.0001028-0.00011631i,0.00028595+0.00081562i
-0.0018533+0.00069268i,-0.00080365+0.001376i,0.00048494+0.0012989i,0.00072735+0.00080979i,0.00030718+0.00016449i,0.00030405+0.00058949i,-0.00013398+0.00026581i,-0.0005918+5.059e-05i,-0.000241+0.00074109i,0.00081551+0.0010328i,0.0012437+0.00023477i,0.00099824-9.2835e-05i,0.0004392+0.00061182i,1.425e-06+0.00069737i,0.00025877+0.00026104i,0.00034882+4.9238e-05i,0.0003893+0.00029151i,0.00039044-2.8508e-05i,0.00014297-0.00042532i,0.00025997+0.00010779i,-3.159e-05+0.00084199i,-1.6554e-05+0.00054734i,-0.00022237-0.00084627i
-0.0002971-0.00066081i,0.00065955-0.00070251i,2.0026e-05-0.0010263i,-0.0010127-0.00016558i,-0.0012707+0.00084406i,-0.00028716+0.00051218i,0.00046637+0.00028158i,0.00053958+0.00069163i,-7.3712e-06+0.00064106i,-0.00056785+0.000626i,-0.00014233+0.0005017i,0.00051338+0.00061811i,0.00059655+0.00079233i,0.00055392+0.00059137i,0.00059738+0.00067629i,0.00046357+0.00056837i,-0.00021501-0.00033842i,-0.00059007-0.00024857i,-0.00063948+0.00048304i,-0.00062188+0.00055284i,0.0001021+0.0010414i,-3.4155e-05+0.0016054i,3.3046e-05+0.00081138i
0.001159-0.0015514i,0.00064473-0.00043843i,0.00047696-0.00025624i,-0.00012559+1.7048e-05i,-0.0011107-0.00048151i,-0.0013784-0.00027669i,-0.00028222+0.00054704i,0.00045592+0.00059502i,0.00074339-0.00012098i,0.0006085-0.00053915i,-4.7455e-05-1.0166e-05i,-0.00044591+0.00051697i,-0.00089995+0.00049544i,-0.0013187+4.6209e-05i,-0.0010357-0.00044629i,-0.00051505-0.0010647i,-0.00041742-0.0011199i,3.5066e-05-0.00060991i,0.00037135-0.0002931i,0.00025865-0.00030302i,0.00017466-0.00036718i,-2.9808e-06-0.00069421i,-0.00018332-0.00090667i
0.0015114-0.00065046i,0.001155-0.00035937i,0.0011363-0.0012357i,0.00014726-0.0022284i,-0.0021575-0.0016929i,-0.0024271+7.8974e-06i,-0.0016521+0.0012571i,-0.0010464+0.00074066i,-0.00047033+0.00065024i,-0.00068537+0.00063501i,-0.0010759-0.00038671i,-0.0012095-0.00047898i,-0.0005993-0.00032406i,0.00038327-0.0011409i,0.00035262-0.0012952i,3.2361e-05-0.0004036i,5.7452e-06-3.9541e-05i,-8.2924e-05+0.00019213i,-3.246e-05+0.00051172i,-0.0001416+0.00046436i,-0.00075133+0.0008085i,-0.00061161+0.00093497i,0.00010472+0.00067839i
0.00091442+0.0011413i,0.0015227+0.00081679i,0.0010723+0.00071459i,0.00059971+0.00070313i,0.00027649+0.00053995i,-0.00036586+9.0942e-05i,-0.00043696+0.00022485i,8.7939e-06+0.00027012i,-6.8178e-05+0.00012116i,-0.00050595+0.00016022i,2.8213e-05-0.00022668i,0.00064049-0.00078211i,1.3238e-05+5.6128e-06i,0.000155+0.00065243i,0.0010586+2.968e-05i,0.0005583-0.00048717i,-0.0011033-0.00073198i,-0.0013688-0.00024882i,-0.00090157+0.00046504i,-0.00056834+0.00016953i,-0.00013688-0.00046101i,0.00047718-0.00024831i,0.00045351+0.00038881i
-0.0013859+0.00039549i,-0.00070755+0.0004466i,0.00026614+0.00019552i,0.00048772-0.00034638i,-0.00048345-0.00042978i,-0.0011101-2.939e-05i,-0.0014537+0.00075456i,-0.0012219+0.00079029i,-0.00038384+0.00078088i,8.0207e-05+0.00056597i,-0.00037991+0.00014166i,-0.00059+0.00051854i,4.3948e-05+0.00018587i,0.0003693+4.5459e-05i,5.2502e-05-0.00026703i,-8.9193e-05-0.00048405i,-0.00022579-0.00032746i,-0.0010679+0.00021335i,-0.0011715+0.00023352i,-7.373e-05-0.00070478i,0.00050971-0.00060797i,0.0004044+0.00038371i,0.00038856-0.00025295i
0.00061642-1.1016e-05i,0.0010925+0.00058823i,0.0013277+0.00027289i,0.00056335-5.4591e-05i,3.2709e-05-0.0011833i,0.00019846-0.00090973i,1.84e-05+0.00061155i,-3.8189e-05+0.0011595i,-0.00026861+0.00033047i,-0.00083242-0.00087028i,-0.0010595-0.0011514i,-0.00094994-0.00056601i,-0.00023651-0.00016364i,0.00031206+0.00011287i,0.00025704+0.00011473i,0.00024192-0.00032496i,0.00056552-9.1336e-05i,0.00072411+0.00052093i,0.0010806+0.00015936i,0.0019672-0.00025833i,0.001708-9.8382e-05i,9.5397e-05+0.00017586i,-0.0010332-7.4312e-05i
-0.00091284-0.00076878i,-0.00069991+0.00011559i,0.0004093+0.00044469i,0.00019915+0.00026579i,-0.0010343-0.0005064i,-0.0012203+0.00079736i,-0.00047535+0.0015384i,0.00015911+0.0007409i,0.00047553+0.00046591i,0.00081064+0.00013796i,0.00034596+0.00027867i,-6.7455e-05+0.00052398i,0.00037611+0.00060149i,0.0010665+0.00086717i,0.0010246+0.00084417i,0.00023715+0.0010615i,-0.00041112+0.00085198i,-0.000893+0.00026555i,-0.0012129-0.00020231i,-0.0006822-0.00066512i,-0.00018769-0.00066306i,-0.00042423-0.00059119i,-0.00033676-0.00036194i
-0.0018164+0.00066804i,-0.0012059+0.0004843i,-0.00048474+0.00092494i,0.00011892+0.00086016i,0.00063906+0.00021784i,0.00060935-0.001072i,-9.8849e-05-0.0016159i,-5.7977e-06-0.00088265i,3.4427e-05-0.000229i,-0.00047097-0.00085089i,-2.2016e-05-0.0011145i,0.00036166-0.0010446i,-1.4012e-05-0.0011345i,0.00017316-0.00026399i,0.00097628+0.00016839i,0.00056139-0.00037248i,-6.2368e-05-0.00043756i,0.00053464-0.00034532i,0.00077531-0.00070391i,-0.00011013-0.00039528i,-0.00078532-0.00012201i,-0.00054064-0.0002706i,-0.00014918-0.00043162i
0.001708+0.00031693i,0.0014003+0.00033778i,0.00077186+0.0001961i,-0.00049079-0.00071562i,-0.0018461-0.00093835i,-0.0023886+0.0001687i,-0.001495+0.00046655i,-0.00043746+0.00012808i,0.00019482+8.2986e-05i,9.9965e-05-3.2886e-05i,-0.00016635+2.2122e-05i,-0.00057363+0.00031277i,-0.00093814+0.00061259i,-0.0011567+0.00077111i,-0.00074959+0.00076664i,-0.00071931+0.00056141i,-0.0009431-0.00016168i,-0.00079844-0.00048901i,-0.00014075-0.00056671i,-0.00020554-0.00049709i,-0.00049821-0.00035124i,0.0003044-0.00058015i,0.0006859-0.00031582i
0.00091027+6.9906e-05i,0.0017088+0.00067014i,0.0025751+0.00028427i,0.0021892-0.00055816i,0.001185-0.00016063i,0.00023197-0.0002685i,-0.00026008-0.00055395i,-0.00067488+0.00028976i,-0.0010616+0.00089554i,-0.00085226+0.00044651i,0.00037651+0.00017951i,0.00035362+1.6853e-05i,-0.00084758-0.00047212i,-0.00088198-0.0010644i,0.0002313-0.00069819i,0.00058048-0.00031571i,0.00067485-0.00024516i,0.00014567-0.00078799i,-6.6284e-05-0.0016986i,3.1152e-06-0.0012432i,-0.00037679-3.1371e-05i,-0.00025179+0.00060103i,-0.00053474+0.00066184i
0.00096425-0.0022697i,-0.00031871-0.00056682i,-0.0013255-0.00031828i,-0.0022756+0.00031235i,-0.0028838+0.00033304i,-0.0017787+0.0012841i,-0.00030815+0.0012259i,1.0655e-05+0.00025228i,-0.00023809+8.6151e-05i,-0.00063707-0.00041122i,-0.0010304-0.00039527i,-0.0011095+7.3439e-05i,-0.0010315+0.0001038i,-0.00012392+0.00075907i,8.3067e-06+0.0015228i,-0.00052911+0.0010303i,-0.00072425+0.00034495i,-0.00084281+0.00052117i,5.0776e-05+0.0008653i,0.00056156+0.0010215i,0.0001917+0.00092858i,0.00012998+8.8321e-05i,0.0001322-0.00074151i
0.0017873+0.00018333i,0.0010335-6.2168e-05i,0.00020391-0.00055989i,0.00010924-0.0019126i,-0.00030217-0.0026359i,-0.0011294-0.0011951i,-0.0013636+0.00043751i,-0.00095163+0.00052251i,0.00011691-0.00063834i,0.00037938-0.0010087i,-1.5373e-05-0.00064453i,-8.4734e-05+3.8868e-05i,4.3911e-05+0.00025106i,-0.00030199+0.00022313i,-0.00056787-0.00070366i,0.00028296-0.0013293i,0.00060399+0.00012465i,0.00047204+0.00086843i,0.00057233+0.00024257i,0.00050047-9.432e-05i,-0.00023098-7.2143e-05i,-0.00045122+0.00026882i,-0.00031246+0.00050078i
-0.00089196-0.00041418i,-0.00069933-8.9335e-05i,-0.00023714-0.00017406i,-0.00058196-0.00055858i,-0.0014112-0.00026867i,-0.0010761-0.00017022i,-0.00059173+0.0003572i,-0.00073322+0.0010276i,0.00035846+0.00070571i,0.00040356+0.00054436i,-0.00037521+0.000809i,-0.00011888+0.00051672i,0.00012971-0.00034468i,0.00024303-0.00017848i,2.6413e-05+0.00044075i,-0.00075075-0.00038343i,-0.00082904-0.00070195i,6.8391e-05-0.00089782i,0.00053463-0.0009188i,0.00058432-4.1003e-05i,0.00016252+0.00073215i,-0.00030729+0.0006296i,-0.00035074-0.00020056i
0.0003914+0.00081192i,0.00015026+0.0018962i,0.00034044+0.0025204i,0.0002719+0.0010986i,0.00043555-0.00037356i,-0.00065574-0.00023464i,-0.0019052+0.00049143i,-0.0015121+0.00026449i,-0.00041777-0.00057582i,6.2082e-05-0.00016461i,0.00039241+0.00013406i,0.00049156-0.00037832i,-0.00015926+0.00011949i,-0.00050092+0.00028581i,-0.00074382-0.00027372i,-0.00040914-0.00045799i,9.0864e-05+0.00016307i,0.00016806+0.00088976i,1.9351e-05+0.0010644i,0.0005005+0.00069523i,0.0010544-0.0003181i,0.00056149-0.00032539i,9.0219e-05+0.00062655i
0.00071443+0.0010762i,0.00013844+0.001899i,0.00029999+0.0013208i,-4.1042e-05+0.00022215i,-0.0012772-0.00047147i,-0.0017706-5.4629e-05i,-0.0011073-7.6428e-05i,0.00018772-0.00049669i,0.00087303-0.00020318i,0.00098507+0.00021356i,0.00029956-0.00016765i,-0.00048151-0.00066182i,-0.00038972-0.00033306i,-4.1234e-06-0.00014291i,0.00030915+4.265e-05i,6.2007e-05-0.00019266i,-0.00072317-0.00038243i,-0.0005621+0.00044822i,-0.00029+0.00098256i,-0.00047214+0.0005844i,-0.0001568-0.00059104i,0.00030853-0.00069284i,0.0003583-0.00060531i
0.0016644-0.0011937i,0.0011441-0.00089595i,0.00013972-0.0015576i,-0.0008487-0.0016388i,-0.0014301-0.00046855i,-0.0016741+0.00030563i,-0.0011658+0.00076622i,-0.0011326+3.4165e-06i,-0.0011663-0.00099675i,-0.00089382-0.0011624i,-0.00023112-0.00021915i,0.00030735+0.00069548i,-3.7088e-05+0.0011611i,-0.00024971+0.00032149i,-0.0005056-0.0010092i,-0.0001404-0.00077881i,-0.00011708-0.00082795i,-0.00057894-0.0009547i,0.00012991-0.00019429i,0.00037841+0.00026938i,0.00026867-1.0688e-05i,0.00032928-0.00058839i,9.0569e-05-0.00044703i
-0.0024862+0.00036662i,-0.0016864+0.00093053i,-0.001445+0.001529i,-0.00070912+0.0015288i,-4.9424e-05+0.00026652i,0.00035384-0.00076818i,0.00029424-0.00024313i,-0.00041248+0.00038083i,-0.00049704+0.0003833i,-2.4111e-05-7.6081e-05i,0.00016417-0.00023463i,0.00042608+0.00028434i,0.00020594+0.0011182i,-0.00044153+0.00048847i,-0.00088964+0.00015333i,-0.0005195+0.00052682i,-0.00033299+0.00073742i,-0.00061591+0.00071235i,-0.00042562+0.00037712i,-0.00012768+0.00046517i,-0.00049075+0.00053592i,-1.262e-05+0.00020332i,0.00036176-0.00025108i
-0.00099301+0.0020362i,0.00073465+0.0011693i,0.0026929+0.00075836i,0.0025489-0.0010477i,0.0010324-0.0026227i,-0.00063798-0.0019342i,-9.0156e-05-0.00053145i,0.00098415+0.00089575i,0.00061524+0.0021652i,-8.3285e-05+0.0019086i,-0.00047975+0.0003873i,-0.00073832-0.00093555i,-2.2492e-05-0.001381i,0.00051529-0.0011562i,0.00041649-0.00055594i,0.00012463-0.00020366i,0.00010485-0.00065014i,0.00051632-0.00080862i,0.00018203-0.00012929i,-0.00017046+9.8215e-05i,-0.00027899+7.3979e-05i,-0.00058384+0.00033404i,-0.00044107-0.00043544i
0.00037113-0.00086734i,6.6622e-05-0.00081595i,1.9692e-05-0.00026422i,-0.00068012-0.00018448i,-0.0013354-0.00014011i,-0.0014906+0.00026055i,-0.0014175+0.0008504i,-0.00074179+0.0015418i,-0.00030775+0.0016402i,0.00034422+0.00057054i,0.000519-9.2767e-05i,-9.3792e-05+2.7149e-05i,-0.00049133-2.3699e-05i,-2.739e-05+0.00026536i,0.00033471+0.00050481i,0.00045002+5.453e-05i,0.00065342-0.000246i,0.00037776-0.00013749i,-2.3783e-05+0.00022732i,-1.9805e-05+0.00084819i,0.0003606+0.0010167i,0.0011214+0.00030648i,0.0011718-0.00038876i
0.0006272+0.0010013i,0.0012817+0.0014421i,0.0018739+0.00016612i,0.0013059-0.00085288i,-0.00034872-0.0012961i,-0.0019996-0.0015899i,-0.0021386-0.00069244i,-0.0013311+0.00012484i,-0.0009287+0.00024478i,-0.00055145-0.00038727i,0.00012429-0.00068348i,0.00076575-4.6492e-05i,0.0010207+0.00036587i,0.00075473-0.00028581i,0.00025308-0.00097903i,0.00029092-0.0004882i,-0.00033513-0.00013756i,-0.00083507-0.00018532i,-0.00053004-0.00034012i,-6.0487e-05-0.00056497i,0.00020723-0.00014807i,0.00020256+0.0002416i,0.0004607+0.00014432i
0.00090741+0.0018855i,0.0015003+0.0026621i,0.001507+0.0015533i,0.0004613-0.00011433i,-0.00091948-0.0014103i,-0.0012976-0.0012309i,-0.00075201-0.00035921i,-0.00055501+0.00028647i,0.0001344+0.00047808i,0.00021011+0.00040066i,-0.00028976+0.0005447i,-6.0268e-05+0.0003065i,0.00039363+0.00015221i,0.00050674+0.00031435i,0.00056244-0.00026506i,0.0003046-0.00016275i,-0.00013456+0.00036233i,0.00027329-0.0001044i,0.00035319-0.0006334i,-0.00022384-0.00058486i,0.00049636-1.0112e-06i,0.00082753-0.00030066i,-0.00020144-0.00042601i
-0.002013+0.00053603i,-0.00089039+0.00062909i,0.00079075-6.3773e-05i,0.0011805-0.0016216i,0.0001719-0.0021382i,-0.0010439-0.00080767i,-0.00047747+5.2234e-05i,0.00029016+0.00020322i,9.8931e-05+0.00067774i,9.6301e-05+0.00062976i,1.0759e-05+0.00055017i,-0.00011936+0.00047417i,-0.00053044-8.8287e-06i,-0.00057683-0.00018647i,-3.8588e-05+0.00042674i,-0.00015081+0.0003792i,-0.00042739-6.8033e-05i,-0.00025238+0.00017315i,-0.00041843+0.00077072i,-0.00078865+0.0004028i,-0.00086611+0.00021519i,-0.00088081+0.00010443i,-0.00019179-0.00028337i
7.7711e-05+0.00051966i,-0.00030237+0.0016391i,1.9074e-05+0.0020872i,0.00073996+0.0017826i,0.00016249+0.0010652i,-0.0008751+0.00060585i,-0.0010139+0.00049703i,-0.00091699+0.00039616i,-0.00023881+6.1774e-05i,0.000581+6.4573e-05i,0.00068966+0.00065594i,0.00025366+0.00065871i,-8.7234e-05+2.3103e-05i,0.00077494-0.00026301i,0.0011002+0.00026567i,0.00012994+0.00074537i,-0.00081063+0.0011173i,-0.00089834+0.0011911i,-0.00059503+0.00018487i,-0.00020706-0.00087022i,0.00014412-0.00065614i,-0.00021458+0.00029249i,0.0009372+0.00050986i
0.001743-0.0012144i,0.00061822-0.0015709i,0.00010245-0.0024199i,-0.00060162-0.0028466i,-0.0017845-0.0022065i,-0.0022796-0.00039762i,-0.0014731+0.00056535i,-0.00088713+0.00016607i,-0.0012508-0.00082173i,-0.0015788-0.00080759i,-0.0013831-0.00029122i,-0.0011363-4.9892e-05i,-0.00083126-0.00041636i,-0.00029606-7.0964e-05i,0.00025697+0.00041041i,-0.00013458+0.00054763i,-0.00026188-8.9621e-05i,-0.00036285-0.00043152i,-0.00063596-0.00017331i,-0.0002074-0.00038647i,-0.00023777-4.9442e-05i,-0.00040307+3.4873e-05i,-0.00039662+3.6155e-05i
7.1342e-05+0.001099i,0.0010268+0.0022906i,0.0027476+0.002721i,0.0021699+0.0012148i,-7.5631e-05-0.000247i,-0.0010796-0.00021821i,0.00010392+0.0001726i,0.00077621+0.00052447i,0.00075766+0.00087889i,0.0010733+0.00098073i,9.1042e-05-2.7823e-05i,-0.0012563-0.00096835i,-0.00064379-0.0009127i,0.00071385-0.0011672i,0.001091-0.00041864i,0.00064377+0.0009345i,0.00041031+0.0011487i,0.00019455+0.00060305i,-4.778e-05-9.5776e-05i,-0.00017414-0.00057865i,-0.00035237-0.00085175i,-0.00033564-0.0011247i,-0.00023868-0.00071013i
-0.00087709+1.2967e-05i,-0.00034242-4.1303e-06i,0.00033128-0.00016968i,8.1251e-05-0.00058829i,-0.0014321-0.00081252i,-0.0022206-0.00044868i,-0.0017975+0.00018592i,-0.00076916+0.00018698i,1.1881e-05+3.5664e-05i,6.8053e-05-0.00028691i,0.00043287-0.00010124i,0.0005009+0.00018139i,-0.00046556-0.00029943i,-0.00064091-0.00025322i,-0.00022118+0.00016723i,0.00023085+0.00023317i,0.00029246+0.00017729i,4.0712e-05+0.00034726i,9.365e-05-0.00016649i,-0.00031662-0.00079696i,-0.00042834-9.883e-05i,0.00013165+7.6502e-05i,0.0010715+0.00042198i
0.0023549-0.0026693i,0.0023033-0.0015076i,0.0022381-0.0016366i,0.00082438-0.0006859i,-0.0015594-1.7755e-05i,-0.0018888+9.0823e-05i,-0.00050701+1.1707e-05i,-0.00061413-0.00054112i,-0.001354-0.00050962i,-0.0013385-0.00018088i,-0.00075402-5.7915e-05i,-0.0010719+0.00044994i,-0.00095394+0.00090566i,-0.00047342+0.00073879i,-0.00086078-0.00030032i,-0.00080157-0.0012274i,-0.00092417-0.00096262i,-0.0010808-0.0003601i,-0.00045412+0.00014139i,-0.00032648+0.00012179i,0.00017439+7.6996e-05i,-1.3617e-05+0.00066288i,-0.00068337+0.0011641i
0.00062366-0.00015914i,0.0013626+0.00056453i,0.0018565+0.00074907i,0.00062333-3.1214e-05i,-1.3473e-05-0.0001099i,-0.00082874+0.00059771i,-0.0010768+3.8165e-05i,-0.00033282-0.00017864i,5.1336e-05+0.00026329i,-0.0004688-0.00014887i,-0.00090004-0.00083838i,-0.00082141-0.00064049i,-0.00063614-0.00017173i,-0.0006924+0.00041064i,-0.00062039+0.00072785i,-0.00017962+0.00014536i,9.1589e-06-0.00040965i,0.00037596-0.00060965i,0.00029641-0.00017271i,-0.00016735-4.4798e-05i,-0.00036898-0.00014496i,-0.0010155+6.339e-06i,-0.00092783-4.6189e-05i
