-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
0.010853+0.00050773i,0.010971+0.0038075i,0.0071063+0.0041814i,0.0039246+0.0014217i,0.0024204-0.00054289i,0.00030764-0.0016804i,-0.00098661-0.0014128i,0.00021413+0.00078896i,0.0016133+0.0014506i,0.0013971+0.00067869i,0.00030654+0.0005544i,-0.00015222+0.0011879i,0.00033042+0.001317i,-0.00033025+0.0008465i,-0.00083688+0.00074721i,-0.00011129+0.00082277i,0.00010008+6.7888e-05i,0.00027317-0.0010907i,-0.0003563-0.0011183i,-0.0010851-0.00060398i,-0.0015515-0.00063249i,-0.002056-0.00034751i,-0.0020057+0.00012748i
0.0033926-0.0093339i,0.0068151-0.0094657i,0.0072051-0.0057907i,0.003922-0.0022255i,0.00090047-0.0010282i,-0.0002461-0.00049204i,0.00025088+0.00084155i,0.0014382+0.0012494i,0.0021147+0.00081469i,0.0019063-2.0527e-05i,0.0015006-0.00081918i,0.0019025-0.0010395i,0.0021243-0.00083754i,0.0018942-7.0585e-05i,0.0015147+8.357e-05i,0.0010694-0.00032902i,0.00044027+7.0366e-05i,0.00021165+0.00023554i,0.00043017+6.4523e-05i,0.00042117+0.00035128i,-0.00017237+0.00081067i,-0.0010815+0.0010707i,-0.00096343+0.001198i
-0.0066449-0.0073858i,-0.0053834-0.010876i,-0.0017127-0.0085668i,0.0010581-0.0034344i,0.0016459-0.00035693i,0.001731-0.00033588i,0.0020312-0.00070051i,0.0019955-0.0010811i,0.0017538-0.0018622i,0.00088709-0.0013737i,0.00081111-0.00065036i,0.0017871-0.00057996i,0.0019681-0.00094558i,0.0015954-0.0012445i,0.00082296-0.00054823i,0.00035761-0.00015005i,0.0008423-0.0005197i,0.00052614-0.00093667i,1.1148e-05-0.00054254i,0.00043795+0.00015879i,0.0006164+0.00061236i,0.0003794+0.00036482i,0.00099381-0.00026446i
-0.0067382+0.0022823i,-0.010781-7.2748e-05i,-0.0096509-0.003836i,-0.0047096-0.0040347i,-0.0016527-0.0038684i,-0.00069847-0.0044572i,-0.00013039-0.0056948i,-0.0018801-0.0071223i,-0.0043047-0.0057987i,-0.005353-0.0031966i,-0.0048027-0.0016913i,-0.0032867-0.00068203i,-0.0019714+0.00031352i,-0.00088269+0.0012786i,0.00055909+0.0016117i,0.0013768+0.00094602i,0.0012054+0.0001424i,0.00041996-0.00035512i,-0.0003971-0.00046266i,-0.00081257-0.00076641i,-0.00082114-0.00061531i,6.0793e-05-0.0005788i,0.0011262-0.00034687i
0.0001855+0.0093223i,-0.0038872+0.011419i,-0.0043151+0.0064784i,-0.002256+0.00061873i,-0.0012331-0.0013237i,-0.00047347-0.0014579i,-0.0016088-0.0019807i,-0.0034868-0.00172i,-0.0029021-0.00068601i,-0.0014113+0.00032215i,-0.0011326+0.0004085i,-0.0017752+0.00085817i,-0.0011655+0.001226i,-0.00024845+0.00045328i,0.00019551-2.0311e-05i,0.0010324-0.00037897i,0.0013828-0.00051888i,0.00085135-0.00019464i,-5.6312e-05-0.00017331i,-0.0011678-0.00044879i,-0.00064599-0.00013105i,0.00041255+0.0001232i,-0.001067+0.00012106i
0.0088499+0.0031106i,0.0089791+0.0077194i,0.0028438+0.0086026i,-0.00029536+0.0051341i,0.00063579+0.0024705i,0.00063103+0.00069066i,-0.00034211-0.00049102i,-0.0014357-0.00021462i,-0.0013273+0.0012263i,-2.2294e-06+0.0017217i,0.00080092+0.0012989i,0.001174+0.0013658i,0.00042705+0.0016555i,-0.00027017+0.00093498i,-0.00016026+0.0006818i,0.00013857+0.00089265i,0.00060148+0.0002883i,0.00092181-8.6979e-05i,6.4375e-05-0.00048005i,-0.00067672-0.00020705i,-0.0003745+0.00015717i,0.00023075-0.00020219i,-0.00038341+0.00016079i
0.0061221-0.007649i,0.010237-0.0054108i,0.00824-0.00016026i,0.0044997+0.0016534i,0.0034986+0.00088236i,0.002236+0.00035154i,0.00091418+0.00047742i,0.00124+0.00078335i,0.0018142+0.00045043i,0.0016128+0.00015755i,0.0012479+0.00077787i,0.0017867+0.0014083i,0.0018084+0.001101i,0.0012049+0.00085014i,0.0010409+0.00079912i,0.00087033+0.00078442i,0.00023238+0.00075477i,0.00031922-0.00021174i,0.001071-0.00040443i,0.00034002+0.00027082i,-0.00050951-0.00022548i,-0.00032837-0.00033654i,-0.00070779+0.00038201i
-0.0051274-0.0096132i,-0.0031893-0.0132i,0.000667-0.0097621i,0.0025256-0.0043957i,0.0013686-0.0016514i,0.0012061-0.0016172i,0.0015953-0.0020059i,0.0017714-0.0016618i,0.0013453-0.0011536i,0.00081677-0.00042502i,0.00095834-0.00027538i,0.0011102-0.0010293i,0.0013043-0.0018233i,0.00076685-0.0013558i,0.00031395-0.0005524i,0.00066286-0.0002899i,0.00091035-0.0008883i,0.00070205-0.0016578i,0.00070368-0.0010704i,0.0012958-2.7367e-06i,0.0013431+0.00057607i,0.00030553+0.00018812i,4.5961e-05+0.00034772i
-0.0083704+0.0017962i,-0.010126-0.0028371i,-0.0057778-0.0057963i,-0.00017136-0.0046609i,0.0012447-0.0029235i,0.00022268-0.0021885i,7.542e-06-0.0021028i,-4.529e-05-0.001797i,-0.00099114-0.0014442i,-0.0010552-0.0010868i,-0.00018138-0.0016313i,-0.00023395-0.0021396i,-0.00065631-0.0011745i,-0.00048637-0.00023281i,2.9758e-05-0.00036011i,-0.00022629-4.9609e-05i,-0.0009117+0.00022132i,-0.00097824-4.1142e-05i,-0.00030072-0.00046607i,0.00011061-0.00088893i,0.00033043-0.00052923i,0.00033912-0.00010868i,-0.00033327-0.00015461i
-0.0028433+0.010224i,-0.0064458+0.0094159i,-0.007945+0.0049826i,-0.0051998+0.0014945i,-0.0018385-0.0011802i,-0.00028506-0.0023171i,-0.00082183-0.0015647i,-0.001708-0.0010563i,-0.0013075-0.0012577i,-0.00055486-0.0010451i,-0.00035536-0.0010011i,-0.00044207-0.00018601i,-0.0012231+0.0014406i,-0.001604+0.001128i,-0.0013893-0.00022134i,-0.00027064+2.0542e-05i,0.00063898+0.00059194i,0.00096664+0.0007473i,0.00050359+0.00081087i,-0.00017461+0.00039214i,-0.00066966-0.00032077i,-0.0009623-0.00089476i,-5.1061e-06-0.00030965i
0.011387+0.0083771i,0.011589+0.012707i,0.0068949+0.011714i,0.0025669+0.0059907i,0.0007089+0.00045402i,-0.00015722-0.0018413i,-0.00145-0.0014657i,-0.001666-0.00017198i,-0.0008542+0.00052751i,-0.0005529+0.00013686i,-0.00033308-0.00030993i,0.00013979+0.00035367i,0.0014007+0.0018678i,0.0014907+0.0014504i,0.00056237+0.00044525i,0.0001876+0.00039156i,0.00051352-8.6929e-05i,-5.6145e-05-0.00020501i,-0.00069648-0.00040434i,-0.00071529-0.00031617i,-0.00039763-0.0001646i,-0.00043738-0.00036583i,-0.0004919-0.0001001i
0.011136-0.0083961i,0.014554-0.006487i,0.011018-0.0011406i,0.0038595+0.0011756i,0.00024469-0.00043508i,-0.00024948-3.1993e-05i,-0.00040301+0.0019904i,-0.0002375+0.0024064i,0.00026843+0.0019177i,0.00069489+0.00089682i,0.00070844-0.00020406i,0.0014711-0.00025743i,0.0026562+0.00022188i,0.0023598+0.00027237i,0.0010506+0.00059261i,0.00028701+0.0010842i,0.00056457-2.6426e-05i,0.00058346-0.0011566i,0.00037442-0.00068969i,-0.00032827+0.00045312i,-0.0011458+0.00111i,-0.00056935+0.0011732i,-0.00028392+0.00099333i
-0.0017301-0.011894i,0.0025457-0.014134i,0.0065127-0.01107i,0.0058148-0.0058753i,0.0029393-0.0032075i,0.0012619-0.001942i,0.001431-0.00059529i,0.0019584+6.7868e-05i,0.002234-0.00013276i,0.0018995-0.00083236i,0.00069969-0.0014143i,8.6613e-05-0.0019552i,0.00050626-0.0022008i,0.0011093-0.0018999i,0.0010146-0.0018883i,0.0008879-0.0013922i,0.00059102-0.00070864i,-6.6623e-06-0.00054677i,5.1728e-05-0.00025998i,0.00027303-7.3153e-05i,7.8711e-05+0.00028029i,9.8093e-05+0.00092272i,0.00018089+0.0012645i
-0.012508-0.0018492i,-0.014754-0.0061643i,-0.010952-0.0080535i,-0.0045526-0.0058938i,-0.00024377-0.0029798i,0.00087075-0.0017301i,0.00085952-0.0018273i,0.0009421-0.0014094i,0.00062761-0.0010453i,0.00048329-0.0010143i,0.00033863-0.0016629i,0.0001849-0.0022577i,-0.00022546-0.0018966i,-0.00010091-0.0016572i,0.00011748-0.0014294i,4.601e-05-0.001069i,-0.00037467-0.00068796i,-0.00045737-0.00018104i,0.00017531-0.00038436i,0.00095152-0.00077379i,0.00065371-0.00034856i,0.00022455-0.00024525i,0.00049833-0.00017544i
-0.0076486+0.012122i,-0.010809+0.011519i,-0.009925+0.0055849i,-0.0050729+0.00071707i,-0.0007568-0.0009954i,0.00078537-0.0019409i,0.00057389-0.003518i,-0.00014005-0.003156i,-0.0007027-0.0013163i,-9.3297e-05-0.0010593i,-0.00050041-0.0010325i,-0.0013896-0.00044932i,-0.0014311+7.3091e-05i,-0.0010896+0.00033721i,-0.00044006+0.00072421i,0.00019462+0.00073917i,0.00055266+0.00038715i,0.0001657-0.00048382i,0.00024089-0.0014668i,0.00018795-0.0013071i,-8.6124e-06-0.00088852i,-0.00028093-0.0010077i,-0.00030988-0.00060984i
0.0060957+0.0090474i,0.0032509+0.012755i,-0.0010308+0.010875i,-0.00225+0.0069041i,-0.0014331+0.0031207i,7.6874e-06+0.00051029i,-0.00073944-0.00087586i,-0.002307-0.00087792i,-0.0016362-0.0002558i,-0.00021613+0.00015369i,-3.1205e-05+0.00011861i,7.1101e-05+0.00047922i,0.00034744+0.0018421i,0.0004015+0.0020538i,9.196e-05+0.0010737i,0.00041284+0.00035912i,0.00052381+0.00028849i,6.3406e-05+0.00069544i,-0.00051503+6.9526e-05i,-0.00042246-0.00017007i,-0.00043288-2.1677e-07i,0.00023475-0.00038469i,-5.5733e-05+7.2171e-05i
0.014345-0.0027781i,0.018579-0.00039319i,0.015215+0.0035992i,0.0085523+0.0035065i,0.003652+0.0003055i,0.00094022-0.0006214i,-0.00030687+0.00089566i,-0.00054526+0.0016647i,-0.00016303+0.0012376i,0.00038103+0.0007928i,0.00082427+0.0004996i,0.0018263+0.00057677i,0.0026252+0.00045066i,0.0019083+0.00034287i,0.0014113+0.00013174i,0.0013314+0.00031054i,0.0013068+0.00011694i,0.00083593-6.2462e-05i,-0.00019965+0.00068745i,-0.0012712+0.0010058i,-0.0011575+0.0008163i,-0.0010953+0.00062852i,-0.0013722+9.9781e-05i
0.0013058-0.014648i,0.0048388-0.016437i,0.0072992-0.010892i,0.0062474-0.0047562i,0.0030915-0.0022578i,0.00030726-0.00077139i,-0.00034454+0.00058819i,0.00054306+0.0012248i,0.00069296+0.0014209i,0.00031721+0.0012955i,0.00067248+0.0004309i,0.002211-0.00059263i,0.0017992-0.0013343i,0.0005963-0.0010061i,7.6517e-06-0.00016157i,-0.00070343+0.00015195i,-0.00048823+0.00017126i,0.00031833+5.8698e-05i,0.00029417-0.00048745i,0.00011035-0.00018761i,-0.00043214+0.00055279i,-0.00044777+0.0010819i,-0.00024549+0.001342i
-0.010505-0.0063986i,-0.011509-0.012412i,-0.0069153-0.013042i,-0.001912-0.008529i,-1.8813e-05-0.0044738i,0.00088419-0.0023694i,0.0018114-0.0015414i,0.0017047-0.0018465i,0.0012114-0.0015619i,0.00090416-0.00097843i,0.00033927-0.0013435i,9.7274e-05-0.0021491i,0.00029451-0.0023185i,-0.00015867-0.0021258i,-0.00065532-0.001117i,-0.0003806-0.00029296i,9.5287e-05-0.00012341i,-5.1928e-05-0.00019082i,-0.00021415-0.00025275i,0.00030548-0.00040234i,0.00072024-0.00059779i,0.00066656-0.00042968i,1.7505e-05+0.00041456i
-0.010998+0.010275i,-0.016232+0.0087364i,-0.014608+0.0029986i,-0.0068496-0.0012989i,-0.0019145-0.0021513i,-0.0006675-0.0019347i,3.905e-05-0.0019039i,0.00047361-0.0023087i,-5.2619e-05-0.0020449i,-0.00061499-0.0016262i,-0.001325-0.0012922i,-0.0021162-0.0014178i,-0.0013568-0.00025033i,-0.00083317+0.00060538i,-0.00045305+0.00029372i,-3.8093e-05+0.00081275i,-0.00029506+0.00032902i,-0.00064096-0.00030536i,-0.00070054-0.00033297i,-0.00027322-5.9235e-05i,0.00020475+0.00055429i,0.00038469+9.0527e-05i,0.00063255-0.0006147i
0.0058149+0.015881i,0.0051759+0.020569i,0.0010974+0.017124i,-0.00097419+0.008753i,0.00071186+0.0027352i,0.00084202-0.0010856i,9.4122e-05-0.0029283i,-0.00098225-0.0018303i,-0.0017715+7.5241e-05i,-0.00081025+0.00029872i,-8.9146e-05+0.00027974i,8.011e-05+0.0011497i,-6.7263e-05+0.0018549i,-0.00017766+0.0016522i,-0.0001057+0.00085255i,0.00038413+0.0010091i,0.00069005+0.001111i,0.00016359+0.00037114i,-0.00036727-0.00021434i,-0.00018057-0.00040079i,-0.00051693-0.00080844i,-0.00090698-0.00061218i,-0.00031949-0.00037576i
0.015844+0.0015479i,0.019521+0.0056545i,0.01596+0.0083465i,0.0078503+0.0063167i,0.0026781+0.002354i,0.0004577-0.00057064i,-0.00078826-0.0015803i,-0.0014802-0.00023831i,-0.0018404+0.00064035i,-0.0014173+0.00043435i,-0.00030242-0.0001488i,0.0010153+4.2471e-05i,0.0020581+0.00059986i,0.0014497+0.00053506i,0.0010124+0.0010921i,0.0015114+0.0017704i,0.0016444+0.0014959i,0.00065476+0.0003798i,-0.0006252-0.00039588i,-0.00065807-0.00022301i,-0.0010834-7.0734e-05i,-0.0010359+4.8455e-05i,-0.00067571+0.00027959i
0.0063523-0.016546i,0.010158-0.019397i,0.012109-0.014318i,0.0086373-0.006456i,0.0032881-0.0027219i,0.00092673-0.0012283i,-0.00062523+0.00069674i,-0.0011266+0.001492i,-0.00019268+0.0012509i,0.00027361+0.00017171i,0.00048717-0.00017719i,0.0014653+2.2546e-05i,0.0020857-0.00050089i,0.00129-0.00063217i,0.0001525-0.00078514i,0.000238-0.00048229i,0.00054311-0.00063478i,0.00027862-0.00067938i,0.00011357+0.00063072i,0.00044737+0.0014393i,0.00051949+0.00072733i,-0.00027393+0.00010027i,-0.00088348+0.00084851i
-0.011756-0.012043i,-0.012876-0.016012i,-0.0082255-0.01506i,-0.0023238-0.0096429i,0.00013252-0.0042491i,0.00058529-0.0011141i,0.00085515+0.00062145i,0.00067193+0.00084739i,0.0010011+0.00072029i,0.00077481+0.0007375i,0.00012684+0.00014634i,0.00034218-0.00070905i,-7.8951e-05-0.0010523i,-0.00081409-0.0015465i,-0.00077584-0.0016292i,-0.00065638-0.00088956i,-0.00017016-0.00074559i,-0.00031647-0.00035083i,6.4243e-05-0.00047808i,0.0012711-0.00033637i,0.00062573+0.00014966i,0.00038497+0.00069895i,9.2637e-05+0.0015118i
-0.01467+0.0047432i,-0.02097+0.0033938i,-0.019072+0.00030441i,-0.010824-0.0018988i,-0.0043-0.0019684i,-0.00071904-0.00095295i,0.0010668-0.00050807i,0.0010766-0.001366i,0.00079159-0.0011285i,0.00037452-0.00061584i,-0.00039034-0.00086554i,-0.0010851-0.0012155i,-0.0010551-0.00092521i,-0.00064266+0.00046469i,-0.00015483+0.00071282i,9.8054e-06-0.00020722i,0.00014075-0.00029706i,0.00025991-0.00016101i,0.00065174-0.00080879i,0.0011932-0.00085249i,0.00058234-0.00022715i,-5.5712e-05+0.00023827i,0.00016101-0.00022072i
0.0024509+0.014318i,0.00059312+0.019841i,-0.0036782+0.017027i,-0.0055278+0.0091374i,-0.003592+0.0034765i,-0.0016613+0.00086243i,-0.0013402-0.0014133i,-0.0015381-0.002172i,-0.00099915-0.0014406i,-4.9203e-05-0.00077748i,0.00033166+0.00035264i,0.00014084+0.0012953i,0.00064278+0.0014808i,0.00072405+0.0011934i,-4.3022e-05+0.00010275i,0.00033178-0.00015296i,0.001001+0.0008216i,0.00069572+0.00028438i,0.00030815-0.000964i,-4.8666e-05-0.0010218i,-0.00015419-0.00047025i,0.00023526-0.00044744i,0.0004668+0.00030248i
0.016435+0.0054716i,0.019193+0.0083231i,0.016983+0.0094131i,0.010513+0.0065044i,0.0044842+0.0019494i,0.0011734-0.00091371i,-0.00090764-0.0021802i,-0.0021472-0.0012215i,-0.0012645+0.00035524i,-0.00024468+0.00036158i,-0.00032673-7.5912e-05i,-0.00042629+0.00062334i,0.0008486+0.0014309i,0.0014331+0.0013124i,0.00072011+0.00067572i,0.00030777+0.00080885i,0.0003943+0.0012697i,0.00057855+0.0014117i,0.00015411+0.00055627i,-0.00055021-0.00017343i,-0.00041112-0.00045942i,3.1062e-05+9.6209e-05i,-0.00029075+0.00088825i
0.0097015-0.012844i,0.015194-0.016025i,0.015757-0.011159i,0.011744-0.0043231i,0.006591-0.0012932i,0.0022155-0.0012359i,0.00077851-0.00093427i,0.0012632-0.00013822i,0.0012109+0.00052767i,0.00080098+2.1583e-05i,0.00087558-0.00093058i,0.0015133-0.00097139i,0.0015796-0.00076434i,0.00084412-0.00081699i,0.00034063-0.00047216i,-0.00014465-0.00047384i,-0.0010366-0.00070001i,-0.0013896+9.0708e-05i,-0.00070487+0.00021394i,-9.0452e-05+0.00035561i,-0.00023164+0.00073434i,-0.00057397+0.0010307i,-0.00064123+0.0014373i
-0.0054583-0.013675i,-0.0071383-0.020111i,-0.0033928-0.020052i,0.0013657-0.015178i,0.00099754-0.0096991i,-0.0011365-0.0052083i,-0.00040926-0.0013531i,0.0014562+0.00018115i,0.0015094-0.00045761i,0.0011257-0.00082355i,0.0010878-0.00043081i,0.00020448-0.00027677i,0.00025443-0.00038971i,0.00096532-0.00020481i,0.001074-0.00030674i,0.00026293+0.00013946i,-4.5316e-05+0.00036339i,-9.9701e-06-0.00023554i,0.00012869-0.00072843i,0.0002977-0.00057151i,0.00011203-0.00036072i,-0.00072025-0.00014703i,-0.0013157+0.00073572i
-0.017012+0.00074679i,-0.022843+6.128e-05i,-0.019984-0.0021259i,-0.011593-0.0038501i,-0.0050473-0.0030266i,-0.0025846-0.0012707i,-0.00080855-0.00095045i,0.00029283-0.0010664i,0.00045792-0.00098106i,0.00097809-0.00053478i,0.00070483+0.00027637i,-0.00022361+1.5071e-05i,-0.00030357-0.00037286i,-0.00058558-0.00072279i,-0.00044003-0.00034573i,0.00037504+0.00077622i,0.0012335+6.597e-05i,0.0011495-0.00077098i,0.0012515-0.0013822i,0.0010795-0.0017761i,2.0321e-05-0.0011243i,-0.00052615+0.00035655i,-6.2014e-05+0.00081052i
-0.0001493+0.015832i,-0.0044387+0.020726i,-0.0075707+0.017338i,-0.0078588+0.0090575i,-0.0054006+0.003124i,-0.0022838+0.0012754i,-0.00026446+2.2759e-05i,-0.0002495-0.0012592i,-0.0011381-0.0014646i,-0.00055026-0.0014623i,-0.00033498-0.0014964i,-0.00048434-0.00077565i,0.00065805+0.00028561i,0.00092795+0.00055513i,0.0005496+0.00044446i,0.0011473+0.00044158i,0.0013146+0.00082611i,0.0013882+0.00036293i,0.00081784-0.00024697i,-8.9287e-05-0.00019967i,0.00012857-0.0007495i,0.00012713-0.0014873i,3.4703e-05-0.0016733i
0.014782+0.0077085i,0.019423+0.011009i,0.017486+0.012341i,0.010324+0.0096493i,0.0042162+0.0047409i,0.0025927+0.0005368i,0.001422-0.0014006i,-0.00071233-0.00079594i,-0.00063681+0.00037267i,0.00051536+0.0002751i,0.00107+0.00026033i,0.00056686+0.00058494i,1.4406e-06+0.00052353i,4.7344e-05+6.3244e-05i,-0.00031672-0.00082173i,-0.00029355-0.0017544i,-0.00025339-0.0016927i,-0.00071818-0.0012579i,-0.00078811-0.0010247i,-0.00026689-0.00104i,1.5746e-05-0.0005356i,-0.00019811-0.00030036i,-0.00054342-0.00060356i
0.01509-0.0074155i,0.020511-0.01129i,0.021883-0.010009i,0.016638-0.0055099i,0.01011-0.002888i,0.0050631-0.0024844i,0.00074801-0.0019816i,-0.0014301-0.00023049i,-0.00080396+0.0011448i,-0.00011879+0.00047827i,-0.00048808-0.00076098i,-3.6396e-05-0.0006433i,0.00053378+0.00033442i,0.00012496+3.5592e-05i,-1.281e-05-0.00054281i,9.8684e-05-0.00013794i,4.8104e-05+0.00057207i,0.00045832+0.00080589i,-0.00037797+0.00031485i,-0.0010564-0.0005288i,-0.00027968-0.0012681i,-0.00044314-0.0016465i,-0.00089773-0.0012013i
-0.0065826-0.018019i,-0.008862-0.02394i,-0.0065935-0.02132i,-0.0015603-0.012865i,0.00076438-0.005175i,-0.00040877-0.0015363i,-0.0014405-0.00014319i,-0.00061585+0.0004462i,0.00039094+0.00052859i,0.000364+0.00011222i,0.00021391-0.00054089i,0.00079288-0.00066806i,0.0007523-0.00026808i,-9.054e-05-7.4791e-05i,-0.00047755+0.00020806i,-6.9141e-05+0.0013627i,0.00055877+0.0017015i,3.681e-05+0.00084752i,-5.1182e-05+0.00030948i,-0.00027471+0.00010993i,-0.00088045-0.00070564i,-0.00096161-0.00072432i,-0.0009323+0.00061532i
-0.015975-0.0029843i,-0.022796-0.0022883i,-0.022134-0.0032443i,-0.014582-0.0034056i,-0.0066647-0.0014997i,-0.0023178+0.00025465i,-0.00065748+0.0011752i,0.00025743+0.00052379i,0.0011175-0.00059898i,0.0010002-0.00040902i,0.00062053-5.5998e-05i,0.0006075+0.0006365i,0.0010239+0.00081446i,0.0015971+0.00072813i,0.0014031+0.00042556i,0.0010222+7.4506e-05i,0.00094895+0.00030295i,0.0005868+0.00036154i,0.00086551+0.00010402i,0.00088842+0.00024955i,-9.4957e-06+0.00059154i,-0.00038691+0.00055458i,9.4014e-05+0.00016319i
-0.0090071+0.018105i,-0.010728+0.02369i,-0.010065+0.02254i,-0.0061917+0.01449i,-0.001322+0.0065722i,0.0010251+0.0020796i,0.0009588+0.00057006i,-0.00036016-0.00018585i,-0.0010778-0.00011664i,-0.00055417+0.00066538i,0.00011742+0.0010835i,0.00014125+0.00097541i,6.6807e-07+0.00046718i,3.81e-05+0.00010425i,0.0008485-0.00026986i,0.0017737-0.0001474i,0.0017658+6.1141e-05i,0.0013257-4.6604e-05i,0.00042632-0.00080619i,-0.00053381-0.00096426i,-0.0004494-0.00075647i,1.7477e-05+3.064e-05i,0.00066678+0.00039287i
0.014064+0.012729i,0.020469+0.016655i,0.019889+0.016314i,0.011828+0.011494i,0.0049967+0.0045904i,0.0033499-0.00029185i,0.0016957-0.0018946i,-0.00055865-0.0016351i,-0.0011205-0.0003103i,-0.00088967+7.5658e-05i,-0.00026243-0.00028902i,-0.00038848+0.00034229i,-0.0009628+0.00076743i,-6.0512e-05+6.5242e-05i,0.0010974-0.00088699i,0.00061758-0.0014895i,-0.00015656-0.0014924i,-0.00026259-0.0012631i,-8.3854e-05-0.0015971i,4.1017e-06-0.0016493i,0.00083167-0.0016462i,0.00090392-0.0013034i,-6.7895e-05-0.00069542i
0.014411-0.0066119i,0.019966-0.011485i,0.02003-0.011121i,0.014012-0.0061625i,0.0068449-0.0025164i,0.0028573-0.0017069i,0.00064614-0.00164i,-0.00058419-0.00021688i,0.00010484+0.0014105i,0.0016649+0.0016042i,0.0010116+0.00079321i,0.00010415+6.3951e-05i,0.00022609-0.00011004i,0.00057302-0.00066382i,0.00020609-0.00074394i,-0.00084504+3.2695e-05i,-0.00095035+0.00070518i,-0.00063643+0.00038356i,-0.00068303-0.00046487i,-0.00070348-0.00081274i,-0.00056525-0.0005864i,-0.00038083-0.0005378i,-0.0001365-0.00083139i
-0.0018073-0.01749i,-0.0025283-0.023329i,-0.0015117-0.02252i,0.0011011-0.014914i,0.0020854-0.0078139i,0.0010682-0.0052094i,-0.0009185-0.002344i,-0.0010376+0.00043549i,0.00057245+0.0013106i,0.00083436+0.0007482i,-0.00034369-0.00044938i,-0.00021597-0.00039387i,0.00057892+0.00050213i,0.00035105+0.0013841i,-4.7207e-05+0.0017265i,-0.00079945+0.0013561i,-0.00071299+0.00052443i,-0.00046989+0.00036335i,-0.0012068-6.6404e-05i,-0.0010396-0.00088182i,-0.0005998-0.001304i,0.00035654-0.00089061i,0.00083237+7.9164e-05i
-0.016157-0.0081966i,-0.024875-0.0072343i,-0.025559-0.0061328i,-0.017156-0.0040794i,-0.008007-0.0020519i,-0.0036799-0.0012699i,-0.001777-0.0012668i,4.6077e-06-0.0013177i,0.0010482-0.0011456i,0.0007593-0.00077246i,0.00071803-0.00047612i,0.0011823+0.00015686i,0.0017123+0.00051575i,0.0017112-0.00038165i,0.0019358+1.5761e-05i,0.0018823+0.001823i,0.0011054+0.0018972i,0.00057374+0.0015253i,0.00047345+0.0014057i,0.00033859+0.00069966i,-0.00035431+0.00021286i,-0.00065181+0.00019189i,-0.00013172+0.00021569i
-0.010715+0.011723i,-0.01243+0.01918i,-0.011769+0.020081i,-0.0081378+0.012058i,-0.0040371+0.0044467i,-0.0014244+0.0020489i,-0.00074757+0.0017952i,2.2623e-05+0.0008094i,0.00096402-0.00062672i,0.00075292-0.0013277i,0.00026777-0.0012042i,-6.1239e-05-0.00090585i,-0.00065577-0.00083323i,-0.00052284-0.00064692i,0.00019083-0.00093054i,0.0012683-0.0013323i,0.0019616-0.0010654i,0.0016464-0.0012346i,0.0014556-0.00076822i,0.0012893+0.00019641i,0.00082698+0.00025145i,0.00048323+0.00029133i,6.3948e-05-8.2125e-05i
0.0086332+0.016174i,0.016063+0.020123i,0.017638+0.019159i,0.012181+0.013693i,0.0076712+0.0062938i,0.0054519+0.0016824i,0.0028156-0.00021942i,0.00051023-0.00073959i,-0.00025468+0.00070836i,0.00020244+0.00080246i,-9.9529e-05-0.0010763i,-0.0011323-0.0016241i,5.6295e-05-0.0010894i,0.00097868-0.00071572i,0.00055323-0.00036011i,-0.00034099-0.00071683i,-0.00047415-0.0019955i,0.00044628-0.0014577i,0.00090509-0.0010552i,0.00057521-0.0012928i,0.00024573-0.00084381i,9.1325e-05-0.00069145i,3.0985e-05-0.00080752i
0.017074-0.0013853i,0.023995-0.0086331i,0.025406-0.011017i,0.018677-0.0074242i,0.0097532-0.0040325i,0.0048103-0.0033603i,0.0022371-0.0030478i,0.00051751-0.0016463i,0.00039992+0.00019131i,0.00041185+0.0012462i,0.00065017+0.0006234i,0.00038868+0.00028232i,-0.00018555+0.00087781i,-0.00074504+0.0010175i,-0.0012649+0.00035513i,-0.0012101-0.00061209i,-0.0012469-0.00066021i,-0.00091192-0.00089177i,-0.00073251-0.0011699i,-0.0009146-0.0011352i,-0.0007532-0.00084908i,-0.00037343-0.00060247i,-0.00029246-0.00015609i
0.003578-0.017626i,-0.0011971-0.025755i,-0.0040684-0.026436i,-0.0015507-0.018393i,0.00076758-0.0095951i,-0.00042705-0.0048709i,-0.0012794-0.0021414i,-0.0014849-0.00045051i,-0.00088569+0.00026042i,0.00022995-0.00020196i,0.00057913-0.00033366i,0.0013076+0.00092436i,0.0018251+0.0017794i,0.0010329+0.0012812i,2.3737e-05+0.0012128i,-0.00033225+0.00089482i,-0.00036363+0.00074937i,-0.00088896+0.0014469i,-0.00075917+0.0013656i,-0.00062436+8.0724e-05i,-0.0013747-0.00045684i,-0.0013901+0.00013153i,-0.00099656+0.00075649i
