-1.3771e-05+0.0015015i,3.7375e-06-0.00044131i,0.00044397-0.00034649i,-0.00010396-0.00017759i,-0.00018599+0.00030157i,6.0027e-05+0.0016698i,0.00022469+0.0011989i,0.0005196+0.00080102i,0.00070701+0.0012202i,0.00076376+0.0001399i,0.00012747-0.00080157i,-0.00013686-0.00010865i,0.00049159+0.00074938i,0.00099677+0.00072815i,0.00046116+0.00021731i,0.00079664-0.00011993i,0.00077918+0.00026813i,-7.666e-05+0.00048239i,0.00014163+0.00024058i,0.0003546-0.00019005i,0.0001753-0.00039942i,-0.00014986-0.00067648i,-0.00033345-0.00070927i
-0.20742+0.14842i,-0.38083+0.27079i,-0.3689+0.30248i,-0.15053+0.19667i,0.01534+0.07146i,0.050887+0.026104i,0.057991+0.015171i,0.043217-0.0032673i,0.013914-0.0029114i,8.3476e-05+0.011953i,-0.0036056+0.032096i,0.0019892+0.046657i,0.0089346+0.034697i,0.0038942+0.011924i,-0.0067914+0.00082351i,-0.013166+0.0036502i,-0.013639+0.013537i,-0.0083954+0.018734i,-0.00051708+0.012724i,0.00078443+0.0025969i,-0.0033844-0.00042236i,-0.0021135+0.0070227i,0.0045231+0.018772i
-0.18901-0.15117i,-0.35553-0.27393i,-0.39668-0.25647i,-0.24704-0.089172i,-0.077734+0.034103i,-0.020019+0.059012i,-0.011721+0.061642i,-0.0041194+0.039829i,-0.011448+0.013927i,-0.018604+0.007512i,-0.025476+0.0058044i,-0.033716+0.010653i,-0.022402+0.011489i,-0.0033973-0.0018255i,0.0035955-0.015173i,-0.0016199-0.01938i,-0.01183-0.017964i,-0.01479-0.014425i,-0.0080086-0.0090442i,-0.00074693-0.0046584i,-0.00012577-0.0023446i,-0.0082591+0.0012177i,-0.023456+0.0083985i
0.061862-0.21459i,0.10361-0.41566i,0.052347-0.47654i,-0.073306-0.30361i,-0.11929-0.090283i,-0.085045-0.0050681i,-0.066203+0.010573i,-0.045654+0.017301i,-0.019095+0.0065405i,-0.012202-0.0079271i,-0.020651-0.018321i,-0.033382-0.021158i,-0.03072-0.0095495i,-0.012017+0.0014153i,0.0032633+0.00079109i,0.0072035-0.0059239i,0.0042584-0.010018i,-3.5778e-05-0.0072429i,-0.0043118+0.00019057i,-0.001688+0.005409i,0.0033211+0.0034824i,0.00079785-0.0041558i,-0.0067489-0.015471i
0.2058-0.0032272i,0.41062-0.02397i,0.47732-0.096972i,0.29582-0.16718i,0.06984-0.14051i,-0.014324-0.078865i,-0.020429-0.062827i,-0.012697-0.049256i,0.0057208-0.030906i,0.011668-0.024644i,0.010655-0.025323i,0.0089927-0.031942i,5.396e-05-0.026082i,-0.0041031-0.0059407i,0.0012398+0.0071621i,0.0077052+0.0080199i,0.012417+0.0051391i,0.014585+0.0027846i,0.010993-0.0002426i,0.0035288-0.0019223i,-0.00077115-0.002823i,0.0042602-0.0076409i,0.014565-0.017608i
0.071227+0.17443i,0.16365+0.35889i,0.27008+0.41282i,0.29193+0.23036i,0.18123+0.024008i,0.066661-0.036184i,0.036954-0.036545i,0.027328-0.032725i,0.016323-0.01209i,0.017324-0.00069473i,0.024839-0.0052863i,0.033468-0.014932i,0.024909-0.021906i,0.0053855-0.017953i,-0.0042474-0.0080669i,-0.0047743-0.00074416i,-0.0041516+0.0033635i,-0.0041023+0.0028565i,-0.0031483-0.0019459i,-0.0042916-0.0038555i,-0.0055897-0.00090084i,-0.00059974+0.004548i,0.0087807+0.011694i
-0.14444+0.099909i,-0.30519+0.23798i,-0.35641+0.3673i,-0.20129+0.35294i,-0.027951+0.19462i,0.024349+0.066322i,0.031852+0.03859i,0.029467+0.035635i,0.013233+0.031553i,0.0081455+0.026917i,0.013259+0.024285i,0.020964+0.026475i,0.024433+0.01503i,0.015408-0.0024622i,0.0040335-0.0068404i,-0.0014441-0.0021056i,-0.0042736+0.0027519i,-0.0039202+0.0059383i,0.00040145+0.006686i,0.0041533+0.0044489i,0.0039535+0.0029614i,-0.0003088+0.0075402i,-0.0054723+0.016318i
-0.1325-0.091909i,-0.31571-0.20624i,-0.46814-0.23366i,-0.42576-0.10498i,-0.22278+0.01486i,-0.06608+0.03181i,-0.019846+0.028286i,-0.0065002+0.023206i,-0.0037671+0.0075683i,-0.0093192+0.0059521i,-0.012886+0.018806i,-0.013987+0.032064i,-0.0047336+0.031779i,0.0061364+0.01696i,0.0052591+0.0046138i,-0.0001566+9.5681e-05i,-0.0016227-0.0027109i,0.00048011-0.0033706i,0.0039476-0.00055842i,0.0068719+0.00046916i,0.0062391-0.0018828i,0.00048203-0.0060327i,-0.0092553-0.01131i
0.059979-0.15197i,0.126-0.36539i,0.12793-0.54077i,0.025494-0.48614i,-0.054676-0.25706i,-0.05247-0.07981i,-0.040124-0.02616i,-0.029542-0.019539i,-0.015535-0.019489i,-0.014823-0.015415i,-0.022864-0.0085298i,-0.030485-0.0045897i,-0.026751+0.0025836i,-0.012809+0.0084704i,-0.0044956+0.0045247i,-0.0027683-0.0028522i,-0.0025585-0.0065479i,-0.0041138-0.0052188i,-0.0079478-0.0012688i,-0.0094363+0.0019387i,-0.0068453+0.0021098i,-0.0041742-0.0021304i,-0.00084888-0.0092018i
0.15194+0.0062968i,0.36858+0.0089397i,0.53916-0.030703i,0.46591-0.10574i,0.22461-0.121i,0.05268-0.065707i,0.0073348-0.026138i,0.0083638-0.0077762i,0.013934+0.0028244i,0.0089801-0.0038059i,-0.003579-0.015712i,-0.0099297-0.024765i,-0.013142-0.023782i,-0.013453-0.011676i,-0.0073472-0.0032881i,-0.0011032-0.0022332i,0.0026421-0.00054047i,0.0035072+0.0029779i,0.0017809+0.003892i,-0.00071103+0.0051592i,-0.00079916+0.0074264i,0.0027322+0.0074121i,0.0077753+0.0066961i
0.027487+0.13771i,0.073549+0.34706i,0.13817+0.51897i,0.18328+0.45369i,0.15113+0.21724i,0.072441+0.048498i,0.032885+0.0061065i,0.024598+0.0098946i,0.0173+0.014266i,0.014163+0.0068187i,0.016236-0.00502i,0.02177-0.011403i,0.020166-0.01538i,0.0094099-0.013641i,0.0036638-0.0072399i,0.0038465-0.0027515i,0.0029944-0.0017324i,0.0023145-0.0048209i,0.0043721-0.0084199i,0.0049097-0.010979i,0.0043067-0.010463i,0.0032985-0.0051153i,0.00012975+0.0026786i
-0.11673+0.056505i,-0.29906+0.13937i,-0.45496+0.22633i,-0.39763+0.24386i,-0.18369+0.163i,-0.038782+0.056919i,-0.007634+0.010137i,-0.011684+0.0029441i,-0.015648+0.00073073i,-0.0090941+0.0023419i,0.0048599+0.0068553i,0.016655+0.013421i,0.020777+0.012542i,0.013965+0.0031913i,0.0039626-0.001438i,-0.0022513-0.00038497i,-0.0053022-8.767e-05i,-0.0055864+8.5506e-06i,-0.0032716+0.00055509i,-0.0018405-0.0011153i,-0.002573-0.0044646i,-0.0051329-0.0053961i,-0.0080097-0.0041336i
-0.082161-0.090299i,-0.19532-0.24832i,-0.30797-0.39757i,-0.31582-0.36428i,-0.19849-0.17848i,-0.070211-0.042961i,-0.019971-0.0041909i,-0.012903+0.0017797i,-0.0097664-0.00046309i,-0.0085683+0.0013687i,-0.0083906+0.010411i,-0.0087465+0.019163i,-0.0059694+0.020411i,-0.0018146+0.010709i,-0.0014071-0.0015276i,-0.0026533-0.0064574i,-0.0012517-0.0042365i,0.0012551+0.0022752i,0.0011933+0.0095921i,0.00181+0.013809i,0.0035255+0.01313i,0.0037783+0.0060793i,0.0024004-0.0027712i
0.071335-0.094462i,0.19576-0.23134i,0.3192-0.3669i,0.29223-0.36813i,0.14119-0.22616i,0.036986-0.081893i,0.013699-0.020971i,0.015685-0.00539i,0.01781-0.0035686i,0.0081926-0.0067555i,-0.0081372-0.0034567i,-0.019415+0.0015092i,-0.021219+0.0027964i,-0.012893+0.0014681i,-0.001757-0.0020557i,0.0041554-0.0049733i,0.0044765-0.0047518i,0.00086041-0.0053661i,-0.003155-0.0059037i,-0.00223-0.0029201i,0.0026162+0.0001055i,0.0063096+0.0015494i,0.0070409+0.0028475i
0.094836+0.042744i,0.24674+0.13529i,0.4021+0.2318i,0.40717+0.21119i,0.25021+0.092705i,0.089625+0.01192i,0.017173-0.0039891i,-0.0031625-0.00025265i,-0.0043239+0.00052025i,-0.00121-0.0055358i,-0.0045586-0.011895i,-0.0072096-0.014918i,-0.0055716-0.016073i,-0.0034835-0.012321i,0.00048905-0.005467i,0.0039404-0.0014245i,0.0011504-0.00096035i,-0.004462-0.0031679i,-0.0074242-0.0066082i,-0.010262-0.0084438i,-0.011549-0.0065867i,-0.0072986-0.0017011i,-0.0020687+0.0028799i
-0.017302+0.092005i,-0.076722+0.24699i,-0.14681+0.40116i,-0.13827+0.39392i,-0.058745+0.22966i,-0.0075346+0.074616i,-0.0033303+0.010025i,-0.011074-0.0020588i,-0.01004+0.00036213i,-0.0015164-0.000268i,0.0042819-0.0061479i,0.0080917-0.0089258i,0.012857-0.0080402i,0.012292-0.0053383i,0.0068247-0.0022055i,0.0031024-0.00084836i,0.00321-0.00026062i,0.0067038+0.0010492i,0.0083924+0.0025804i,0.004842+0.0033555i,0.00013806+0.0034418i,-0.0031635+0.0026032i,-0.0056163-0.00028742i
-0.087066+0.0003778i,-0.24154-0.026611i,-0.39837-0.068825i,-0.39368-0.071735i,-0.22837-0.027605i,-0.069289-0.0026363i,-0.00083224-0.0071012i,0.014875-0.013007i,0.014804-0.010703i,0.011034-0.0047127i,0.0096624+0.00019855i,0.0093301+0.0063848i,0.0079413+0.011297i,0.0054798+0.0083816i,0.0027428+0.0015778i,0.0016436-0.0022939i,0.0022579-0.0022764i,0.0053314-0.00060489i,0.0092996+0.0014644i,0.012095+0.0021614i,0.012061+0.0010195i,0.0068373-0.00079126i,0.001589-0.0020948i
-0.017608-0.078965i,-0.017214-0.22229i,0.0061452-0.37573i,0.023496-0.37823i,0.010903-0.22497i,0.0079877-0.077463i,0.018669-0.014538i,0.021127-0.0022179i,0.014263-0.003113i,0.0045351-0.0029917i,-0.00042273+0.0028991i,-0.0032694+0.0091218i,-0.0074107+0.009422i,-0.0066374+0.0052518i,-0.00096507+0.0014031i,0.002952+0.00022088i,0.0009955+0.0012242i,-0.004464+0.0023875i,-0.0089325+0.00075326i,-0.0096245-0.0015488i,-0.0053984-0.001918i,0.00020297-0.0018001i,0.0050089-0.0012628i
0.0677-0.028134i,0.19479-0.054453i,0.34072-0.058781i,0.35458-0.045374i,0.21449-0.034972i,0.073664-0.013956i,0.011192+0.010128i,-0.0051479+0.020032i,-0.0038339+0.01581i,-0.0015965+0.0057468i,-0.0077533+0.0019745i,-0.013463-0.00015849i,-0.012933-0.0060449i,-0.0083238-0.0074324i,-0.0030988-0.0020338i,-0.0012228+0.0023998i,-0.0023522+0.002741i,-0.0034423+0.0023363i,-0.0055301+0.0038032i,-0.0086379+0.0067303i,-0.0087402+0.0077487i,-0.0061959+0.0050883i,-0.0033099+0.0014554i
0.039065+0.049587i,0.078894+0.1593i,0.09912+0.29466i,0.083832+0.31526i,0.053565+0.19245i,0.020183+0.066851i,-0.0035248+0.01212i,-0.0076404-0.0011527i,6.9721e-05-0.0032886i,0.004666-0.0050874i,0.00034736-0.0079909i,-0.00023505-0.010894i,0.0061706-0.011703i,0.0082376-0.009118i,0.0031667-0.0057873i,-0.0023362-0.0043503i,-0.001319-0.0053389i,0.0046085-0.0076404i,0.0093777-0.0069726i,0.010754-0.0038859i,0.0075571-0.0018908i,0.0013828+0.0011687i,-0.0039463+0.0041087i
-0.036438+0.038588i,-0.12984+0.089053i,-0.24965+0.12746i,-0.26959+0.11831i,-0.16284+0.071479i,-0.054754+0.01976i,-0.0063012-0.012378i,0.0080919-0.021132i,0.0099852-0.015503i,0.0082162-0.0085501i,0.0066704-0.0063937i,0.0084782-0.0032794i,0.011982+0.0033905i,0.010925+0.006794i,0.0063778+0.0030686i,0.0049-0.0011676i,0.0051725+0.00012753i,0.0031446+0.00039216i,-0.00026323-0.0042495i,-0.00096929-0.0079875i,0.00081133-0.0080342i,0.00096048-0.0063108i,-0.00015765-0.0044726i
-0.037772-0.026464i,-0.095574-0.10423i,-0.1458-0.20909i,-0.13596-0.23458i,-0.078353-0.14969i,-0.02164-0.055477i,0.010751-0.0085363i,0.019896+0.0094101i,0.01471+0.013478i,0.0062577+0.010855i,0.0036279+0.0087917i,0.0037129+0.010131i,-0.00052934+0.012522i,-0.0031068+0.011326i,0.0002515+0.0060822i,0.0031787+0.0028176i,0.0019133+0.0046499i,-0.00048001+0.0079368i,-0.0032106+0.011128i,-0.006167+0.01184i,-0.0059898+0.0080475i,-0.0040278+0.00092109i,-0.0017125-0.0041622i
0.018858-0.038113i,0.080804-0.10399i,0.16715-0.16288i,0.19116-0.15357i,0.12511-0.089985i,0.050801-0.026082i,0.015769+0.011906i,0.0051408+0.024725i,0.0015131+0.018809i,-0.0018048+0.0080426i,-0.0048529+0.0059308i,-0.0067947+0.0061204i,-0.0098944+0.0010462i,-0.010158-0.0035665i,-0.006013-0.0024384i,-0.0026966+0.00073077i,-0.001565+0.0018326i,0.00084263+0.001083i,0.0065023+0.0007578i,0.010211+0.0038382i,0.0082613+0.0066157i,0.0048259+0.0056783i,0.002718+0.0046667i
0.041548+0.012852i,0.10846+0.056893i,0.17204+0.12805i,0.16503+0.15669i,0.097066+0.10615i,0.027212+0.043824i,-0.012071+0.013155i,-0.021994+0.0017447i,-0.015215-0.0050903i,-0.0088549-0.0099517i,-0.010652-0.0091539i,-0.0098216-0.007126i,-0.0028331-0.01017i,0.0012132-0.010929i,-0.00075194-0.0066027i,-0.0045518-0.0021087i,-0.0054742-0.00049699i,-0.00525-0.002386i,-0.0056788-0.0062761i,-0.0049488-0.0083937i,-0.0017154-0.0074253i,0.0016885-0.0044476i,0.0022593+0.0006383i
-0.0047282+0.035083i,-0.03242+0.099133i,-0.086294+0.16221i,-0.11527+0.15848i,-0.083682+0.092481i,-0.040124+0.025462i,-0.019113-0.0099732i,-0.0097095-0.017073i,-0.001956-0.012264i,0.0022786-0.010054i,0.0007979-0.010618i,0.00067614-0.0084453i,0.0067499-0.0038494i,0.010289-0.00022193i,0.008642-0.0007215i,0.0054283-0.0024819i,0.0032107-0.0011937i,0.0015721+0.0021296i,-0.0031129+0.0061815i,-0.0082293+0.0070383i,-0.0081936+0.0037566i,-0.0052081-0.00041504i,-0.0046553-0.0035971i
-0.035243+0.0039495i,-0.094727-0.010963i,-0.15936-0.053413i,-0.16227-0.085088i,-0.09879-0.068599i,-0.031971-0.036294i,0.0046412-0.016902i,0.017941-0.0049674i,0.019264+0.0014074i,0.015604+0.00062158i,0.011088-0.0016296i,0.0070121+0.00025498i,0.0030802+0.005614i,0.00064952+0.0084424i,0.0021184+0.006353i,0.0033446+0.0019556i,0.0025977+0.00032196i,0.0037881+0.00045476i,0.0071791-0.0002779i,0.0088034+0.0013847i,0.0061185+0.0046362i,0.0019986+0.0034953i,-0.00031088+0.0001562i
-0.0089621-0.030163i,-0.002659-0.084603i,0.025223-0.14298i,0.053868-0.1463i,0.048899-0.090359i,0.02797-0.032987i,0.013635-0.0012432i,0.0040131+0.010264i,-0.00064369+0.008824i,0.00043629+0.0037628i,0.0018265+0.0021054i,0.0010175+0.0018998i,-0.0027389-3.9882e-05i,-0.0067088-0.002386i,-0.0062821-0.00078252i,-0.0034384+0.0017207i,-0.0022329+0.0008574i,-0.0018364-0.0027721i,-0.00042523-0.0074214i,0.0011035-0.0086597i,0.0026969-0.006338i,0.0041075-0.0038115i,0.0047253-0.0014936i
0.025309-0.014791i,0.07176-0.01742i,0.12915+0.00010641i,0.1374+0.02535i,0.084579+0.027975i,0.025906+0.016983i,-0.0083146+0.011019i,-0.019874+0.0078586i,-0.01623+0.0026755i,-0.010257-0.00071955i,-0.0084441+0.0001332i,-0.0050454+0.00022694i,-0.00044913-0.0040007i,0.0010296-0.0077468i,-0.00074472-0.0062379i,-0.0019414-0.0025364i,-0.00096698+0.00085844i,-0.0010657+0.0044607i,-0.0037166+0.0079704i,-0.0066343+0.0079653i,-0.0056109+0.0045247i,-0.0022329+0.0022799i,-0.00021587+0.0018907i
0.014+0.018421i,0.021424+0.057547i,0.011443+0.1078i,-0.012704+0.1169i,-0.022469+0.072431i,-0.01983+0.021816i,-0.017471-0.0073719i,-0.01094-0.016596i,-0.0012761-0.013922i,0.0030066-0.010568i,0.00084284-0.008669i,0.00037618-0.0037938i,0.004346-0.00014079i,0.0074087-0.00065382i,0.0066492-0.0033787i,0.0033826-0.0051449i,0.00093574-0.0030642i,0.0013113-0.00050333i,0.0032715+0.0016258i,0.0037795+0.0044531i,0.0019407+0.0060385i,8.4066e-05+0.0061426i,-0.0013638+0.0042091i
-0.0058215+0.015205i,-0.040239+0.02568i,-0.087058+0.021336i,-0.10363-0.00051682i,-0.071993-0.017466i,-0.028767-0.022714i,-0.0019198-0.022518i,0.0089867-0.017741i,0.012443-0.01271i,0.011614-0.011571i,0.0067827-0.011346i,0.00060446-0.0065215i,-0.002999+0.0019266i,-0.0026965+0.0075965i,-0.00022606+0.0073623i,0.00055291+0.0033999i,-0.0011129+0.00048266i,-0.003057-0.0021895i,-0.0030872-0.0059949i,-0.0013016-0.0077372i,-2.5279e-05-0.0060752i,-0.00030498-0.0032229i,-0.0019503-0.001058i
-0.016378-0.0078926i,-0.030234-0.034324i,-0.031198-0.073822i,-0.010256-0.090167i,0.0078688-0.064732i,0.012753-0.030608i,0.011977-0.0094555i,0.00865+0.0014736i,0.0064682+0.005658i,0.0067852+0.0033694i,0.0066742-0.00123i,0.003939-0.0047206i,-0.00036477-0.0066849i,-0.0038075-0.0051777i,-0.0036333-0.0012453i,-0.0013373+0.0017983i,-0.00080028+0.0017267i,-0.0024156+0.00045246i,-0.004996+0.00017007i,-0.0061586-0.00082154i,-0.0048603-0.0027976i,-0.0028073-0.003371i,-0.0015457-0.0025701i
0.0080535-0.014079i,0.027425-0.030948i,0.059533-0.039321i,0.072772-0.02697i,0.050777-0.0090331i,0.020516+0.0010468i,0.0030837+0.0046279i,-0.0020872+0.0049275i,3.0624e-05+0.0051549i,0.0047948+0.0052799i,0.0086607+0.0033241i,0.010465-0.0011558i,0.0086543-0.0069342i,0.003789-0.0092422i,-0.00063282-0.0075518i,-0.0011327-0.0043778i,0.001734-0.0024258i,0.0054298-0.00093463i,0.0079849+0.0015397i,0.0077605+0.0034043i,0.0052475+0.0037795i,0.0026757+0.001691i,0.0014027-0.00027399i
0.0094397+0.0012308i,0.024207+0.017195i,0.03352+0.045548i,0.023858+0.060332i,0.0054957+0.042067i,-0.0048517+0.014269i,-0.0081583-0.0033907i,-0.006805-0.010251i,-0.0024118-0.0083934i,9.7333e-05-0.0031144i,0.0016522+0.0024312i,0.005212+0.0058204i,0.0085426+0.0059931i,0.010469+0.0045587i,0.0090506+0.0015321i,0.0046726-0.00083096i,0.001791-0.00025055i,0.0013052-0.00061533i,0.0013097-0.0029666i,0.0014939-0.0034493i,0.002338-0.0011186i,0.0023319+0.0012183i,0.0024755+0.0015022i
0.0040175+0.0095272i,-0.0056133+0.021942i,-0.027107+0.032537i,-0.043115+0.023781i,-0.034811+0.0035803i,-0.015631-0.010742i,-0.0019005-0.01588i,0.0041093-0.013676i,0.004015-0.0078587i,-0.00036848-0.0033649i,-0.0036142+0.0010155i,-0.0046359+0.0056884i,-0.0049228+0.0085935i,-0.0040518+0.0092001i,-0.0014428+0.0064729i,0.0003769+0.0029863i,-0.00050123+0.0028917i,-0.0019193+0.0047328i,-0.0036398+0.0051018i,-0.0045566+0.0026137i,-0.0040257+0.0010284i,-0.0036639+0.00079654i,-0.0025978+0.0012054i
-0.009897-0.00029496i,-0.023351-0.007111i,-0.03421-0.023963i,-0.027929-0.038972i,-0.01095-0.033511i,0.0029155-0.018068i,0.010304-0.0066426i,0.011006-0.0001486i,0.0082024+0.0018325i,0.004458-0.00023079i,-0.00011695-0.002884i,-0.0056017-0.0043985i,-0.010015-0.0060555i,-0.010594-0.0059587i,-0.0068223-0.0037283i,-0.0023637-0.0020392i,-0.0012665-0.0009741i,-0.0016103+7.8387e-05i,-0.00047138+0.0018458i,0.00056763+0.0023317i,-0.00026916+0.001014i,-0.0018679-0.00078694i,-0.0032131-0.00088723i
-0.0016067-0.0082229i,0.0014925-0.020815i,0.013368-0.031414i,0.025549-0.028587i,0.02301-0.015225i,0.013191-0.0037821i,0.0073032+0.0018125i,0.004538+0.0013888i,0.0040286-0.0020597i,0.0039076-0.0046593i,0.0034897-0.0066069i,0.0034606-0.0097571i,0.0035619-0.012946i,0.0038127-0.012536i,0.002811-0.0084865i,0.0011604-0.0055927i,0.00033803-0.0044615i,-0.00071005-0.005118i,-0.0010422-0.0066242i,0.00087784-0.0054279i,0.0028431-0.0033099i,0.0027585-0.0025754i,0.0011873-0.0029852i
0.0033436-0.0025293i,0.014293-0.0011978i,0.026927+0.0088754i,0.027657+0.018878i,0.015445+0.016053i,0.0034092+0.0064659i,-0.0022409+0.00062734i,-0.0029853-0.0015918i,-0.0016542-0.001728i,0.00059483-0.00017783i,0.0050773+0.00065509i,0.011094-0.00057235i,0.015424-0.0021149i,0.016013-0.0021821i,0.011925-0.0017435i,0.0060119-0.00090463i,0.0033662+0.00045021i,0.00291+0.0016523i,0.0012715+0.0010675i,0.00023411-0.00021192i,0.00067766+0.00042572i,0.0012506+0.0013617i,0.0012703+0.0005968i
0.0008428-0.0012875i,0.00026578+0.0071727i,-0.0080354+0.018109i,-0.016801+0.020271i,-0.015413+0.010997i,-0.0071865+0.001356i,0.001015-0.003611i,0.0052845-0.0048224i,0.0050791-0.0033185i,0.0036393+0.00013598i,0.0038436+0.0055776i,0.0061852+0.010122i,0.006124+0.010791i,0.0038045+0.010418i,0.0028247+0.0084567i,0.002458+0.0049852i,0.0022121+0.0040707i,0.003169+0.0048112i,0.0046025+0.0046809i,0.0033229+0.0040306i,0.0007746+0.0040415i,-0.00037516+0.0038716i,-3.4189e-05+0.0029209i
0.00064103+0.0015098i,-0.0062274+0.0012337i,-0.017025-0.004902i,-0.019938-0.013122i,-0.01202-0.014407i,-0.0028284-0.0083804i,0.0043912-0.0017114i,0.0080103+0.00047846i,0.0074004-0.0004801i,0.002437-0.0013099i,-0.0041517+0.0016108i,-0.0083625+0.0062557i,-0.011064+0.0068013i,-0.012174+0.0052528i,-0.0093675+0.0036911i,-0.0063599+0.0020481i,-0.0059466+0.0010935i,-0.0052932+0.001384i,-0.0025994+0.0017544i,5.7364e-06+0.001729i,-1.105e-05+0.0012341i,-0.0014772-0.00036121i,-0.0030898-0.00070153i
0.00055022-0.0029451i,-0.00048823-0.0079477i,0.001467-0.016657i,0.0076524-0.017322i,0.0090349-0.010035i,0.0060004-0.001453i,0.0042483+0.0044844i,0.0032965+0.005468i,0.0017241+0.0018297i,-0.0014335-0.0029373i,-0.005665-0.0048552i,-0.0082964-0.0061738i,-0.0068291-0.0090357i,-0.0034321-0.011636i,-0.00020267-0.010689i,0.00046023-0.0075583i,-0.0014752-0.0045427i,-0.0034698-0.0020972i,-0.0044036-0.0008304i,-0.0031392-0.0009529i,-0.0012921-0.002107i,-0.00070994-0.0028584i,-0.0013874-0.0024848i
0.0036633-0.0032743i,0.0074112-0.0058592i,0.013318-0.0056081i,0.013943-0.0011592i,0.0061117+0.0029174i,-0.0014819+0.0041251i,-0.0038116+0.0047552i,-0.0010476+0.0045251i,0.0025477+0.0015173i,0.0035965-0.0036378i,0.0031274-0.0082235i,0.0042779-0.010488i,0.007513-0.010084i,0.0099242-0.0075993i,0.010125-0.0042463i,0.0083681-0.0029059i,0.0058321-0.0035963i,0.0041927-0.003331i,0.0029345-0.0015i,0.0010731-0.00038455i,-8.102e-05+0.00015412i,-0.00013568+2.9377e-05i,5.4357e-05-0.0012945i
0.002944+0.0024324i,0.0054068+0.006005i,0.0046733+0.010589i,-0.00075492+0.010917i,-0.0058899+0.0058956i,-0.0066116+0.0014062i,-0.0039032+0.00073681i,0.0010931+0.0012925i,0.0055883-0.00034762i,0.0075575-0.003329i,0.0087739-0.0045008i,0.01073-0.0025313i,0.01073+0.0022128i,0.0091479+0.0067357i,0.0070133+0.0075153i,0.0050077+0.0056693i,0.0028181+0.0044942i,0.0011208+0.0031241i,0.0007661+0.0020184i,0.00093861+0.0010259i,0.00069184+0.00025398i,0.00035462-5.2748e-05i,-9.6409e-05-0.00036474i
0.0016122+0.0029638i,-0.00020711+0.0050511i,-0.0048462+0.0050724i,-0.007273-0.0003921i,-0.0058735-0.0055316i,-0.0042495-0.005827i,-0.0020368-0.0024428i,0.0010569+0.0012848i,0.0026646+0.0022365i,0.0035201+0.0018887i,0.0044273+0.0041408i,0.0044563+0.0087194i,0.00088786+0.010938i,-0.0040965+0.0089706i,-0.0058329+0.0057438i,-0.0049263+0.0037433i,-0.0036941+0.002869i,-0.0028117+0.0025186i,-0.0015922+0.0028364i,-4.4176e-05+0.0027855i,0.00068268+0.0017545i,0.0009709+0.00046361i,9.6423e-05-0.00015874i
-0.0031203-0.00022362i,-0.0052109-0.00057337i,-0.0057628-0.0052214i,-0.0021295-0.008869i,-0.00010795-0.0073018i,-0.0017944-0.0027411i,-0.0027633+0.003072i,-0.0016667+0.0071966i,0.00086979+0.0072173i,0.001548+0.0053247i,-0.0014429+0.0051783i,-0.005326+0.0052463i,-0.0075216+0.0010347i,-0.0071348-0.0052289i,-0.0056949-0.0076027i,-0.0038385-0.0057683i,-0.0029-0.0034909i,-0.0023848-0.002847i,-0.0011621-0.0022067i,-0.00093055-0.00051465i,-0.001459+5.2254e-05i,-0.0015012-0.00028539i,-0.0016465-0.00091969i
0.0013283-0.0045938i,0.00093672-0.0073944i,0.0020864-0.0091767i,0.0032584-0.0073247i,-2.7232e-05-0.0035651i,-0.0048667-0.0010769i,-0.0065536+0.0015652i,-0.0044324+0.0032341i,-0.00196+0.002175i,-0.0024818-0.00046046i,-0.0060243-0.003213i,-0.007926-0.0050851i,-0.0048436-0.0061648i,0.0018423-0.0069068i,0.0059693-0.0062322i,0.0057205-0.0053196i,0.0034986-0.004514i,0.0016807-0.0029697i,0.00070786-0.0010986i,-0.00025366-8.3746e-05i,-0.00076454-0.00023765i,-0.0013418+3.5562e-05i,-0.0011061+7.8822e-05i
0.0020007-0.0016261i,0.0039709-0.0026638i,0.0046506-0.00053808i,0.0030736+0.0014679i,-0.0010163-0.00048951i,-0.0051962-0.0030954i,-0.0062034-0.0027223i,-0.0039993-0.00036575i,-0.0016009+0.00039616i,-0.00083332-0.0021039i,-4.479e-05-0.0058067i,0.0021332-0.0076451i,0.0052219-0.0049386i,0.0074991-0.00027659i,0.007559+0.0018506i,0.0054689+0.0021256i,0.003429+0.0027346i,0.0020525+0.0032235i,0.0005939+0.0030995i,0.0011289+0.0017766i,0.0017496+0.000494i,0.001296-0.00041167i,0.00052509-0.0010946i
-0.00040838-0.00027042i,-0.00020994+0.00048318i,-0.00010883+0.0013908i,-0.00066044-0.00066164i,-0.00088185-0.004628i,-0.0019706-0.0071945i,-0.0034049-0.005619i,-0.0036481-0.0010066i,-0.0020103+0.0017236i,0.0028085+0.00053735i,0.0082863-0.0018276i,0.010336-0.0024038i,0.0072901-0.00013261i,0.0020123+0.0026516i,-0.0010523+0.0033667i,-0.0013626+0.0030401i,-0.00061001+0.00261i,-4.2067e-05+0.00089774i,-0.0011391-0.00092098i,-0.0014298-0.0016761i,-0.00047378-0.0015885i,0.00032141-0.0011964i,3.668e-06-0.00063773i
