0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-0.00018712-0.00058621i,1.7647e-05-0.00094698i,-0.00080089-0.00076376i,-0.00049747-0.0001964i,0.00050077+0.00075463i,0.0006782+0.00073722i,0.0006474+0.00011612i,0.00053282-9.5457e-05i,-2.3623e-05-3.037e-05i,-0.0004863+0.00078762i,-0.0011601+0.00029233i,-0.00046552-0.0001938i,0.0004655+0.00018178i,0.00053729+0.00032683i,4.4528e-05+0.00031617i,-0.00037488-0.00026026i,-7.7553e-05-0.00092258i,7.0367e-05-0.0010801i,0.00052163-0.00023489i,0.00067095+0.00049062i,0.0010032-3.3139e-05i,0.0017312-0.00011542i,0.0018199+0.00082403i
-0.0012386-0.0011351i,-0.00054986-0.0011428i,-0.0016476-0.0002257i,-0.0017971+0.00089657i,-0.00017945+0.0015941i,0.00071934+0.0014913i,0.00079625+0.00038017i,8.6994e-05+0.00030875i,-0.00044926+0.0008922i,-0.000269+0.0006292i,-0.00022138-2.8923e-05i,-0.00045497-0.0004817i,0.00030472-0.00037705i,0.0012915+1.6403e-05i,0.00065057+0.00011887i,-8.4628e-05+0.00017848i,-0.00012658+3.0091e-05i,0.00016629-0.00017996i,0.0005479+9.2229e-05i,0.00087037+0.00037686i,0.00091839+0.00075821i,0.00073938+0.00061074i,0.00048074+0.0003097i
0.00059602+0.0012041i,0.00036392+0.00086676i,0.00072179+0.00058137i,0.00076473+0.00096058i,0.00083966+0.001219i,0.00049353+0.0011228i,0.00027173+0.00029557i,0.00020448+0.00031727i,0.00013765+0.00050764i,-0.00024829-5.8152e-05i,-0.00033204-0.00065917i,0.0001765-0.0002054i,9.9493e-05+0.0004073i,-0.00071147+0.00041221i,-0.00018978-0.00013339i,0.0005962-0.00031839i,3.6543e-05+3.8764e-05i,-0.0003574-0.00017073i,-0.00058783-0.0010421i,-0.00048361-0.00094131i,-0.00018843-0.00011997i,-7.4809e-05+0.0007773i,-0.00040803+0.00064167i
-0.00071888-0.00011039i,0.000685-0.00021825i,0.0015049-0.00053107i,0.0010249+0.00034474i,0.0007576+0.001229i,0.0005686+0.00063815i,-9.6162e-05-0.00026839i,-0.00034907-0.00054615i,-0.00022734+0.00012305i,0.00015746+7.0581e-05i,0.00023655-0.00079215i,-0.00048269-0.00044626i,-0.00082537+0.00022183i,-0.00043287-0.0001865i,-0.00065279-0.00027271i,-0.00078651+5.7185e-05i,-0.00021892-5.7755e-05i,0.00024605-0.0002761i,-1.3919e-06+9.0428e-05i,-0.00027953+0.00069146i,-0.00028488+0.00033173i,8.6442e-05-0.00024754i,0.00048526+0.0001847i
-0.00074559+5.2898e-05i,-0.00068889+0.0010186i,-0.00093812+0.00073453i,-0.00056523+0.00095204i,-0.00011364+0.0011571i,0.00017059+0.00027472i,-0.0005725+0.00025727i,-0.00082559+0.00054628i,-6.0179e-05+0.0010723i,0.00040216+0.00054358i,5.8168e-05-0.00058739i,-0.0004803-0.0013222i,-0.00037182-0.00071667i,-0.00018817+0.00018201i,-0.00039581-0.0001077i,-0.00069801-0.00011618i,-0.00072728+0.00086843i,-7.2353e-05+0.00077655i,0.00025172-4.8821e-05i,0.00011267-0.00037553i,-0.00047091-0.00010503i,-0.00097612-3.5423e-05i,-0.00057845+5.7977e-06i
-0.00076893+0.00067276i,-0.0010426+0.00019844i,-0.0014329+0.00030251i,-0.00060564+0.0011282i,0.00022844+0.0011025i,0.0005084+0.000871i,0.00049853+0.00078485i,0.00021941+0.0004866i,-8.7673e-05+0.0003946i,-0.00018099+0.00038917i,9.8347e-05+0.00050491i,2.9912e-05+0.00025981i,-0.00023141-0.00047881i,-0.00041182+6.0571e-05i,-0.00017557+0.00057981i,0.00028919-0.00069083i,0.00086969-0.00037918i,0.00057638+0.00095426i,-0.00011918+0.00042921i,-4.284e-05-0.00068073i,0.00020693-0.0010169i,7.4399e-05-0.00092112i,-0.00037853-0.00052826i
4.6471e-05-0.0013016i,0.00038421-0.0015744i,-0.001051-0.0011706i,-0.001773+0.00017575i,-0.00067595+0.0021321i,0.00057877+0.0025912i,0.00033521+0.0014784i,-0.00043966+0.00017227i,-0.00059328-0.00014056i,-0.0002947-0.0002524i,-0.00024451-0.00015071i,-0.00064041+0.00023501i,-0.00012033+0.00028343i,-0.00013458-7.8395e-05i,-0.0010065-0.00035499i,-0.0010514+0.0002984i,-0.00056815+0.00017468i,-0.00034561-0.00041961i,-0.00011634-4.0871e-05i,0.0005943+0.00018606i,0.00061152+0.00043518i,0.00028692+0.00064209i,0.00051413+0.00037465i
0.0011302+0.0016396i,3.8431e-05+0.00057007i,0.00095217-0.00047926i,0.0016936-0.0009653i,0.0014298-0.0010189i,0.0016125-0.00062044i,0.0010759+0.00048487i,-0.0001385+0.00044679i,-0.0004057-0.00067723i,-6.5025e-05-0.0011014i,9.5284e-05-0.00078345i,0.00010176-0.0006499i,-0.00047671-0.00094842i,-0.00063613-0.00047236i,-0.00023315+0.00023191i,8.2633e-05+0.000177i,0.00038148-0.00033864i,0.00024493-0.00046972i,0.00047207+5.8723e-06i,0.00098193+0.00028197i,0.0010887+0.00030845i,0.0012417-0.00012765i,0.00095355-0.00024947i
0.00011128+0.00045718i,0.00032471+0.00046342i,0.00091674-0.00023905i,0.00063788-0.00055844i,0.00014303+0.00056666i,1.7663e-05+0.00078165i,-0.0001296+0.00041424i,-0.00017349+9.6772e-05i,0.00030537+0.00016156i,9.2438e-05+0.00015332i,-0.0012139-0.00047483i,-0.001529-0.00097025i,-0.00066421-0.00057301i,-0.00067595-0.00022347i,-0.0005421-0.00050856i,0.00022391-0.00039969i,0.00051246-0.00033919i,0.00050753-0.00019544i,0.00083567-5.829e-05i,0.00045081-0.00037931i,-0.00043776-0.0005878i,-0.00030267+9.3853e-05i,0.00068884+0.00034539i
-0.0006925-0.0016806i,-0.00015485-0.00072687i,-0.00043991-0.00012324i,-0.00035356+0.00089384i,-5.3965e-05+0.0013965i,0.00023777+0.0011696i,-1.7722e-05+0.00032325i,-6.096e-05-0.00032773i,0.00011936-7.2002e-05i,-2.9125e-06+0.00047745i,2.1052e-05+0.00094446i,0.0002021+0.00093507i,0.00043002-0.00011864i,0.00064609-0.0010138i,3.3005e-05-0.0003167i,-0.00071145+4.7861e-05i,-8.7958e-05-3.6379e-05i,0.00066253-5.2534e-05i,0.00020373-0.0001707i,-0.00093442+0.00064885i,-0.00014544+0.00081308i,0.00033773+0.00063087i,-0.0010603+0.00087742i
-0.0001815-0.0010905i,-4.9366e-05-0.0013866i,-0.00044347-0.00018467i,-0.00050031+0.00094125i,-6.038e-05+0.0013376i,-0.00051258+0.0011187i,-0.00091064+0.00050837i,-0.00065235-0.00057048i,-0.00060852-0.00080438i,-0.00068611-0.00087286i,0.0004578-0.0010327i,0.00065763-0.00049203i,0.00063722-3.994e-06i,0.00051375+0.00046481i,-0.00021074+0.00026337i,-0.00029931+0.0001234i,6.0593e-05+0.00025419i,0.00055273+0.00042013i,0.0011062+0.00043949i,0.00069395+0.00036807i,4.4143e-05+0.00044334i,0.00022911+0.0003272i,0.00031618+5.4472e-05i
0.00076773-0.001741i,0.0015769-0.00066085i,0.00021812-0.00066463i,-0.0013153-0.00049218i,-0.00082896+0.00050938i,2.4906e-06+0.0017216i,0.0003382+0.0020951i,0.00046481+0.00078811i,0.00022104-0.00014305i,-0.00039625-0.00037624i,-0.00037073-7.4593e-05i,0.00022269+0.0002061i,0.0002979+0.00014215i,8.7382e-05-5.3642e-05i,-0.00030303-0.00016577i,-0.00090641-0.00012217i,-0.00065142+6.3748e-05i,-0.00045716+0.00037304i,-0.00072342+0.00077601i,-0.00057258+0.00095902i,-0.00069696+0.001429i,-0.00049621+0.00090339i,0.00063444-0.00022381i
0.00030033-0.0024589i,-0.00039812-0.0019535i,-0.001076-0.0013783i,-0.0013418-0.0010749i,-0.00085569-6.803e-05i,-0.00010783+0.00065631i,-0.00031742+0.00050039i,-0.0009987+0.001066i,-0.0010202+0.0010425i,-0.00062898+0.00074538i,-0.00026212+0.00074442i,0.00012161+0.00065124i,0.00053162+0.0007708i,0.00069657+0.00049046i,0.00027196-0.00033029i,0.00013908-0.00070192i,0.00049056-0.0010593i,0.00043382-0.0010953i,0.00027805-0.00069536i,2.9683e-05-0.00058616i,-0.00056169-0.00032159i,-0.0001761+0.00020961i,0.00053892+0.00080963i
0.00030336+0.00052803i,-7.5734e-05+0.00013971i,-0.00027969+0.00091607i,-0.00029641+0.0014804i,0.00041726+0.0013122i,0.00050598+0.00089436i,9.553e-05-0.00031188i,7.7591e-06-0.00074861i,-0.00016071+6.4774e-06i,-0.00013201-0.00019812i,-0.0004041-0.0009346i,-0.00027522-0.00092819i,0.00027347-0.00046711i,0.00074844+0.00023966i,0.00092581+0.0010329i,0.00074363+0.00084705i,0.00033354+1.4396e-05i,0.00029238-0.00025798i,0.00033794+0.00012217i,0.00053341+0.00015866i,0.0011204-0.00032022i,0.00060802-0.00025902i,-3.3188e-05-0.00056205i
-0.001852+0.0002855i,-0.0011361-7.8348e-05i,-0.00044335+0.00073127i,-0.00017715+0.0018768i,0.00071486+0.0027683i,0.0017808+0.0025478i,0.00096174+0.0019625i,-0.00027588+0.0012432i,-2.1218e-05+0.0010995i,0.0002646+0.00061352i,-2.0561e-05-0.00013404i,-0.0005816+0.00026745i,-0.0013816+0.00031447i,-0.00097554+4.2528e-05i,9.3373e-05-0.00034597i,0.00091287-0.00062536i,0.00081565-0.00040354i,0.00026117-0.00027594i,-0.00015476+0.00055551i,9.7241e-06+0.00086646i,0.00061331+0.00017337i,0.00044353+0.00022792i,9.3379e-05+0.00030563i
-0.00028637-0.00082117i,-0.0012117-0.00076639i,-0.0016235-0.00058822i,-0.0015874+0.00019929i,-0.00056894+0.0013237i,0.00041161+0.0013161i,0.00011652+0.00022797i,-0.00060871-0.0006099i,-0.00083383-0.00038836i,-0.00077893-0.0001438i,-0.00057054-0.00035863i,-7.1185e-05+0.00026023i,4.9348e-05+0.00069933i,-0.00025953+0.00056547i,8.3628e-05+0.00044816i,7.9906e-05+0.00029745i,-0.00029602+0.00066209i,0.00012659+0.00092959i,5.4042e-07-4.7142e-05i,-0.00067244-0.0003308i,-0.00047145+0.00037552i,-0.00042219+0.00059299i,-0.00019283+0.0003216i
0.00075409+0.0013592i,0.00065341+0.00083152i,0.0011236+0.00099973i,0.00020189+0.00097472i,-0.00060972+0.00063599i,-6.4285e-05+0.00010174i,-6.5061e-06-0.0002767i,-0.00042882+0.00028237i,8.9028e-05+0.00038112i,0.00026593-0.00081829i,-0.00023945-0.0013699i,1.3221e-05-7.5147e-05i,9.0023e-05+0.00014415i,-0.00054024-0.000467i,-0.00036529-0.00033624i,0.000777-0.00047985i,0.0016263-0.0005901i,0.00096403-0.00041898i,-0.00038802-9.7097e-05i,-0.00047225-8.5633e-06i,2.5678e-05-7.7521e-05i,-0.00025809+0.00016256i,-0.000707+0.00061048i
0.0010568-0.00093999i,0.00085763-0.00069354i,0.0010189-0.0008403i,0.00010321-0.00086855i,-0.00025047-0.00015317i,0.00032318+0.0008351i,2.1856e-05+0.00066825i,-0.00017395-5.7625e-05i,0.00047275-0.00017689i,0.00019955-0.00046426i,-0.00026896-0.000795i,-0.00059837-0.00093717i,-0.00035219-0.00034862i,9.1086e-05-0.00019475i,-0.00030977+0.0001799i,-0.0003312+0.00081145i,-0.00027676+0.00063612i,-0.00043595-3.1468e-05i,0.00029651+0.00050326i,0.00054514+0.00067379i,0.00018299+9.8087e-05i,-0.00054547+0.00033499i,-0.0011552+0.00020039i
0.0013341-0.002475i,0.0013991-0.0037905i,0.00076945-0.0041358i,-0.0011064-0.0022004i,-0.0018275+0.00022304i,-0.00083529+0.0013364i,-0.0003273+0.0011785i,-0.00016149+8.828e-05i,-0.00046757-0.00062379i,-0.00089331-0.00052113i,-0.00085294-0.00025439i,-0.00031879-0.00012753i,0.000263-0.0002108i,0.000395-6.0172e-06i,0.00038886+0.00045283i,0.00056837-0.00011202i,0.00026868-0.00015025i,0.00016833+0.00028277i,0.0003458-0.00033771i,-7.497e-05-0.0010462i,-0.00013073-0.00057116i,0.00010515+0.00055622i,7.9049e-05+0.0012006i
0.00051121+0.0002408i,0.00087237+0.00051788i,0.0011483+0.00066157i,0.0019557+0.0006669i,0.0023389+0.00064029i,0.0015161+0.00023408i,0.00084634+0.00033801i,9.8607e-05+0.0014146i,-0.00046959+0.00055575i,-0.00022731-0.00073863i,1.0744e-05-0.00028045i,-0.00024182+0.00041844i,-0.00026916+0.00083502i,-0.00088838+0.00072325i,-0.0004376-0.00024303i,0.001189-0.00019839i,0.000952+0.00059192i,3.0382e-05+0.00075581i,0.00033859+0.00038758i,0.0011481-5.2049e-05i,0.00067435+5.5075e-06i,-0.0003304-6.0772e-05i,-0.00029434+0.00026413i
-0.00095959-0.0010855i,-0.0020222-0.0014899i,-0.0023092-0.00046727i,-0.0018145+0.0015543i,-0.00077924+0.0024127i,0.00024705+0.0012834i,0.0003316-0.00012072i,0.00013128-0.0006081i,-0.0002856+0.00033835i,-0.00025704+0.0010516i,-0.00070092+0.00090143i,-0.00049331+0.00036764i,1.0685e-05+3.7746e-05i,-0.00068767+7.6174e-05i,-0.0011218-0.00055346i,-0.00032203-0.0010662i,0.0011328-0.00070538i,0.0014659+0.00012464i,0.00012445+0.001061i,-0.0014518+0.0011439i,-0.0014213+8.5283e-05i,-0.00011358-0.00041723i,0.00022831+8.1801e-05i
0.0012118-6.239e-05i,0.00042805-0.00073222i,0.00086442-0.0012657i,0.0010763-0.0019913i,0.0011411-0.0018542i,0.0014562-0.00062918i,0.0010802+0.00045869i,0.00011215+0.00046698i,6.651e-05+0.00020069i,0.00036558-0.00054787i,-0.00039091-0.00057675i,0.00021244+0.00035621i,0.0013078+0.00071204i,0.0010596+0.00026657i,6.6061e-05-0.00015581i,2.3131e-05-9.4731e-05i,0.00013658-0.00024925i,5.4329e-05-0.00023818i,0.00069038+0.00078568i,0.00013757+0.00082305i,-0.00054315-0.00013231i,-0.0005452-6.4114e-05i,-0.00068016+0.0004924i
-0.0014453+0.001597i,-0.00077914+0.00011543i,0.0010085+0.0015333i,0.0019608+0.0017703i,0.0025173+0.00084846i,0.0022493-0.00032047i,0.00079629-0.0010634i,0.00020431-0.00068657i,0.00056079+0.00061615i,0.0008392+0.0012487i,0.0008113-0.00015377i,7.2567e-05-0.0010851i,-0.00056726-0.0009795i,-0.0006667-0.0010177i,-0.00021681-0.0012366i,-0.00011527-0.00096414i,0.00018821+0.00026109i,0.00068345+0.0012017i,0.00019364+0.0012087i,-0.00010495+0.00084199i,8.0702e-05+0.00042414i,-5.5901e-05+0.00031854i,-0.00063414+0.00028305i
-0.0023284+0.00097712i,-0.0013839+0.00086539i,-0.00074096+0.00044906i,-0.00060191+0.00056726i,-0.00058072+0.001551i,-0.00028863+0.0018955i,0.00028647+0.0010003i,-2.7565e-05+0.00046124i,-0.00033842-2.0933e-05i,2.4731e-05-3.3995e-05i,0.00022311+0.00023279i,8.9589e-05+7.2119e-05i,0.00069323-2.3283e-05i,0.00093582-0.00021111i,0.00029424-0.00062658i,-0.00016209-0.00049305i,-0.00030635-0.00068803i,-0.0002266-0.0010874i,0.0001717-0.0011625i,0.00049126-0.00086465i,-3.4936e-06-0.00071743i,-0.00075279-0.00062308i,-0.00087426+0.00016462i
0.00049584-0.001911i,0.00056942-0.0020009i,-0.00029311-0.0012i,-0.0004452-0.00071077i,0.00050102+0.0010178i,0.0011338+0.0022195i,0.0016583+0.0011445i,0.0014307+0.00078139i,0.00055891+0.0003294i,0.0001767+8.2114e-05i,-7.2249e-05+0.00028134i,-9.8937e-05-0.00047898i,9.9125e-05-0.00026278i,0.00076288+0.0001559i,0.0013584-0.00032439i,0.0009795-0.0002005i,0.00039625+6.2226e-05i,-8.6288e-05+0.00021061i,7.7325e-05+0.00076567i,-4.2401e-05+0.00042567i,-0.00017891+0.00016262i,0.00018761-0.00051513i,0.00078466-0.0003926i
-0.0014673-0.00069749i,-0.001346-0.0010968i,-0.0016696-0.00035564i,-0.0014387+0.0014306i,0.00015056+0.0020704i,0.0013822+0.0014835i,0.0010702+0.00079941i,0.00021005+0.00048071i,-7.801e-05+0.00018036i,8.7365e-05+0.00020853i,0.00033033+0.00027824i,0.00039809+0.00060056i,-0.00019655+0.00096822i,-0.00019323+0.00053825i,0.0001107-0.00041799i,-0.00024577-0.0010197i,-0.00012166-0.00071044i,-0.00023551-0.00023711i,-0.0010765-7.0707e-05i,-0.00091834+0.00017463i,-0.00020383+0.00050722i,0.00026918+0.00066807i,-0.00026466+0.00015794i
-0.00012707-5.9205e-05i,-0.00050973-0.00035088i,-0.00036214-0.00035065i,0.00014739+0.00037603i,1.9762e-06+0.00072054i,0.00022925+0.00011367i,0.00044032-0.0011383i,0.0004039-0.00092192i,0.00036328-0.00061244i,-0.00032406-0.00086852i,-0.00086768+0.00025124i,-0.00071496+0.00088787i,-0.00116+0.00018603i,-0.0018218+6.6021e-05i,-0.0011547+0.00097973i,0.00036685+0.0012536i,0.00084871+0.00067523i,0.00065426+0.00047594i,0.0003701+0.00043498i,0.00042098+0.0002589i,0.0002972+0.00034722i,-0.00043804-7.2601e-05i,-0.00053988-0.00020387i
0.00048317-0.0018911i,0.00037371-0.0017012i,-0.00085509-0.0012721i,-0.0015224+0.00029182i,-0.0006466+0.0023468i,0.00046714+0.0029029i,0.00019474+0.0019081i,-0.00053377+0.001073i,-0.00020358+0.00066655i,-1.9398e-05+0.00046993i,-0.00025528+0.00054461i,-0.00013255+0.00031962i,0.00017867-0.00021955i,6.2623e-05-3.8322e-05i,8.3035e-05-0.00072517i,0.00066995-0.0015264i,0.00065715-0.00098891i,-1.5822e-05+0.00032513i,0.00016053+0.00055703i,0.00016627+0.00030294i,-0.00038063+0.00020794i,0.00023376+0.00017991i,0.0012875+0.00013165i
-0.0010365-0.00026006i,-0.00082787-0.00016665i,-0.0016185-0.00076817i,-0.00081897-0.00074096i,0.00072866+0.00078289i,0.00080065+0.00099012i,-0.00040607+0.000408i,-0.00068073+0.00047717i,0.00033887-0.00011263i,0.00073302-0.00066425i,0.00041399-4.6512e-05i,0.00030267+0.00062178i,-0.00010145+0.00031025i,-8.2847e-06-0.00036001i,0.00075638-0.00041985i,0.00051901-0.00010009i,3.169e-05-0.00013439i,7.4676e-05+8.7567e-05i,-0.00015991+0.00099042i,-0.00051083+0.0013459i,-0.00024656+0.00048121i,-0.00057627-0.00030892i,-0.0010604-0.00012488i
-0.0011894-0.00073377i,-0.0018245-0.0017911i,-0.0025046-7.6786e-05i,-0.0016273+0.0019807i,-0.00015938+0.002987i,0.00045806+0.0024097i,3.3377e-05+0.00045443i,-0.00024161-0.00086997i,-8.9916e-05-0.00037938i,-0.00028581-9.4802e-05i,-3.677e-05-0.00027463i,0.00077429-0.00013065i,0.00074886-0.00062854i,0.00064824-0.00070185i,0.00093334-2.8366e-05i,0.0011065+0.00030403i,0.00057055-0.00034514i,0.00016449-0.0004353i,0.00061029-0.00032153i,0.00097297-0.00032895i,0.00082563-0.00012358i,0.00023976+0.00018265i,-0.00033913+0.00027207i
0.00046341-0.00064721i,0.00097458-0.00054827i,0.00032715-0.0017943i,-0.00098071-0.0016242i,-0.0013936-0.00017231i,-0.0007738+0.00075565i,-0.00076852+0.00051882i,-0.00044906+0.00027729i,9.736e-05-4.0893e-05i,0.00020116-0.00075098i,0.00040013-4.7192e-05i,0.00028937+0.00038434i,-9.8112e-05-7.0829e-05i,-0.00030142+3.8205e-05i,-0.00044482-0.00011928i,-0.00058274-0.00053534i,-0.00019752-0.00048021i,-0.00015838+1.992e-05i,-0.00053495+0.00040973i,-0.00040181+0.00065512i,8.4248e-05+0.00070074i,0.00054664+0.00088479i,0.00060654+0.00059026i
-0.00069863-0.00057151i,-0.0010551+0.00046221i,-0.00060909+0.0013199i,-0.00050173+0.0016273i,-0.00056776+0.0018408i,0.00025703+0.0021277i,0.00047912+0.0013573i,-0.00023447+0.00031125i,-0.00029038-0.00020934i,0.00032396-0.00051672i,6.6825e-05-0.00014431i,-0.00075243+0.00032287i,-0.00086586-0.00014106i,-0.00077624-0.00059679i,-0.0008116-0.00040475i,-0.00038162-0.00018346i,7.3382e-05-0.00029094i,-0.00012795-0.00063203i,0.00018635-0.00072767i,0.00058752-0.00066945i,0.00036433-0.00032667i,-0.00015241+7.1648e-05i,-0.00040134+0.00013358i
-0.00028865-0.00038266i,-0.0001579+0.0009576i,-0.0011767+0.0010553i,-0.0011658+0.0014621i,3.2229e-05+0.0018558i,0.00089778+0.0014693i,0.00039091+0.00084351i,-0.00049906+0.00027683i,-0.0011312+3.125e-05i,-0.00087424-0.001121i,-0.00048137-0.0015848i,0.00020209-0.0011386i,0.00045981-0.00082588i,5.1329e-05-0.00033152i,-0.00042685-0.00023413i,-0.00082526-0.00048269i,6.9255e-05-0.0002095i,0.0004609-1.308e-05i,-0.00033718-0.00053159i,-0.00074012-0.00078828i,8.3998e-05-1.2944e-05i,0.00044141+0.0001592i,0.00035349+0.00039027i
0.00026618+0.0001341i,0.00067824+0.00026486i,0.00022233-0.00025259i,0.00027895-0.00059997i,0.00078964+0.00049066i,0.00090098+0.0011796i,-0.00020022+0.00068271i,-0.00080327+0.00038896i,-0.00064815+0.00035232i,0.00014166+0.00025282i,0.0010991+0.00077037i,0.00029708+0.00045415i,-0.00035517+9.8075e-05i,0.0002691+5.3309e-05i,0.00038595-0.00015394i,-0.00041537+0.00016418i,-0.00029854-8.8462e-05i,-0.00013038-0.00079214i,-0.0001076-0.00055686i,-0.00010826-0.00010149i,0.00040018-0.00012954i,0.00072392+1.9352e-06i,0.00064706+1.1177e-05i
7.578e-05-0.0010185i,-0.00070128-0.00092528i,-0.0011715-0.00030369i,-0.00081399+0.00096328i,-0.00057974+0.0021837i,-0.00013523+0.0017175i,-0.00035642+0.00086596i,-0.00053453+0.00048846i,-0.00049962-0.00021816i,-0.00046352-4.2256e-05i,-0.00037629+0.00027722i,-0.00029115-0.00010144i,0.00019057+0.00029843i,8.7944e-05+0.0006269i,0.00010332+0.0011722i,0.00042785+0.0014342i,0.00010906+0.00081157i,0.00037156+0.00079091i,0.00092169+0.00090776i,0.00064613+0.00047947i,0.00042673+9.5704e-05i,0.00032667-0.00050615i,0.00036406-0.00048315i
0.00065726-0.0014807i,0.00092753-0.0016213i,-0.00054455-0.0015101i,-0.0013066-0.0011609i,-0.00094984+0.00049026i,1.0972e-05+0.0013158i,0.0001346+0.00023134i,-0.00027691-0.00014405i,-3.4576e-05+0.00042856i,0.00018586+0.00050541i,0.00039256+0.00020459i,0.00052371+0.00021723i,0.00059447-0.00011011i,0.00083539+5.4977e-05i,0.00075879+0.00046072i,0.00050206+0.00023179i,0.00044225+0.00034765i,-5.4361e-06+0.00034818i,-0.00030815+0.00019711i,6.7094e-06+0.00040254i,-0.00036249+0.00078935i,-0.00042343+0.00049013i,-0.00023273-0.00042786i
0.00094226+0.00019146i,0.0011981-0.00013854i,0.0013437+0.00038131i,0.0010448+0.0010234i,0.00072112+0.00094386i,0.00019761+0.0017002i,-8.8402e-05+0.0014008i,-0.00016604+0.00015084i,-0.00012809-0.0001792i,2.3005e-05-0.00050824i,-1.9742e-05-0.00092994i,-0.00011291-0.00075623i,-0.00031142-0.00022917i,-0.00096135-0.00029157i,-0.0010483-0.0007632i,-0.0003214-0.00049421i,9.9063e-05+1.326e-05i,0.00048632-0.00023614i,0.000752-0.00034343i,0.00012576+4.2189e-05i,-0.0005837+5.5312e-05i,-0.00048302-0.00053525i,0.00010779-0.00071044i
-0.0025249-0.0010323i,-0.0022935-0.00057099i,-0.0018916+7.9312e-05i,-0.00097359+0.00095699i,0.00054397+0.002004i,0.0010714+0.0017645i,0.00058228+0.0011461i,0.00025372+0.00044027i,0.0006696+0.00047273i,0.00024025+0.00032582i,0.00025831-0.00016646i,0.00013446-0.00060142i,5.56e-05-0.00094026i,0.00044213-0.00065011i,0.00030313-0.0004192i,-2.808e-05-0.00038837i,-9.9514e-05-0.00032778i,0.0002066-8.1395e-05i,0.0004983-5.6113e-05i,0.00041448+0.00027876i,0.00021187+0.00088027i,0.0001075+0.00036923i,8.983e-05-0.00048598i
0.00051035-0.0028702i,-0.00033745-0.0035158i,-0.00097908-0.0022662i,-0.00089498-1.0407e-05i,-0.00057918+0.0013595i,0.00010573+0.0017054i,0.00042818+0.0010512i,0.00078121+0.00063368i,0.0011445+0.00066665i,0.00059395+0.00067561i,-1.6921e-06+0.00082498i,-1.1181e-05+0.00092289i,1.9784e-05+0.00071429i,-0.00021804-0.00059038i,-0.0002188-0.00079621i,0.00012795-2.1345e-05i,0.00013852-0.00035565i,0.00015488-0.00075733i,0.00016825-0.00059494i,5.3126e-05-0.00051984i,0.00056683-0.0010394i,0.00093258-0.00057108i,-9.0448e-05+0.00093067i
-0.0012443+0.0020881i,-0.00033346+0.002279i,1.3896e-05+0.002444i,-0.00039004+0.0019172i,-0.00029962+0.0017627i,-0.00029586+0.0015432i,-0.00051379+0.00077338i,-0.00072967+0.00015709i,-0.00054469+0.00010154i,-0.00056218-0.00022525i,-0.00034039-0.0001398i,0.00063998+0.00052108i,-2.6869e-05+0.00026347i,-0.0002088-0.00096236i,0.00017374-0.0010487i,0.0001223-0.0001692i,-0.00010445+0.00030079i,-0.00027178+0.00014316i,0.00022689-0.00020473i,0.00039165+2.3443e-05i,0.00023357+0.00032786i,2.0795e-05+0.00042326i,0.00013036-4.1547e-05i
9.7025e-05-0.0016918i,-0.00035524-0.00076736i,-0.0007367-0.00098742i,-0.00066236-0.00076508i,-0.00029405+0.00080661i,0.00059377+0.0018565i,0.00043745+0.0013301i,-0.00013337+0.00036926i,1.1917e-05-0.00019951i,0.00033515-0.0004801i,0.00020507-0.00074561i,-3.6981e-05-0.00085453i,-0.0004423-0.00093306i,-0.0008028-0.00036713i,-0.00091784+0.00022103i,-0.00066061+0.00030883i,-2.5174e-05+0.00029623i,9.8402e-05+0.0003742i,0.00031131+0.00041248i,0.00039623+0.00026167i,-2.5902e-05+4.6122e-06i,-1.8325e-05-0.00019157i,0.00024257-0.00023351i
0.00035512-0.0022656i,-0.00052712-0.0029724i,-0.00069243-0.0030562i,-0.00042852-0.001514i,-0.00026234+0.00035189i,-0.00052863+0.00083273i,8.3496e-05+0.00012554i,-0.00012382-6.8526e-05i,-0.00070197+7.8522e-05i,-7.0685e-05-0.00027238i,0.00052972-0.00077747i,0.00040584-0.00077557i,-0.00045085-0.00057542i,-0.00087913-0.00025331i,-0.0011648-0.00011494i,-0.00076466-4.5224e-05i,-0.00026782+0.0001971i,0.000304-0.00010784i,0.00027119+5.6133e-05i,-0.00013057+0.00041836i,0.00023582+0.00052286i,0.00061509+0.00011051i,0.00029987-0.00083793i
