-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
0.050475+0.1887i,0.0065307+0.30723i,-0.10865+0.34023i,-0.19803+0.32138i,-0.17352+0.28643i,-0.079757+0.18887i,-0.030783+0.072432i,-0.031758+0.022818i,-0.022394+0.015618i,-0.0076179+0.0080081i,-0.0020098+0.0033912i,-1.881e-05-0.0021472i,-0.0034787-0.0063728i,-0.0093645-0.0048522i,-0.011041-0.004345i,-0.0073161-0.0035531i,-0.00020819-0.0026595i,0.0029917-0.0037644i,0.0001741-0.0073193i,-0.0033069-0.0093216i,-0.0027729-0.0075782i,0.0034286-0.0053284i,0.0097808-0.0043765i
-0.13898-0.11852i,-0.1565-0.23135i,-0.054169-0.31167i,0.062602-0.34156i,0.06988-0.31215i,0.015287-0.19517i,0.0067119-0.073709i,0.026938-0.03175i,0.020191-0.024834i,0.0054628-0.011964i,7.8571e-05-0.0030219i,0.00032282+0.0036028i,0.0049671+0.0060124i,0.0092152+0.0012612i,0.010398-0.0025483i,0.0074689-0.0023444i,0.0020154-0.00066491i,-0.00089687+0.00052952i,0.0027296+0.0027124i,0.0079984+0.0056667i,0.0068935+0.0067078i,8.8266e-06+0.0061902i,-0.0062912+0.0068087i
0.16467+0.016112i,0.22718+0.094969i,0.15906+0.21024i,0.048514+0.30111i,0.026301+0.2918i,0.041106+0.1689i,0.010634+0.059262i,-0.01944+0.03414i,-0.013242+0.028028i,-0.0031742+0.012917i,0.00014361+0.0046182i,-0.0012639+0.00092389i,-0.0057964+0.0027507i,-0.0070993+0.0071528i,-0.0071009+0.0078889i,-0.0052595+0.0048334i,-0.00065762-0.00093061i,4.5227e-05-0.0049978i,-0.0052579-0.0047564i,-0.010206-0.0030524i,-0.0088583-0.0027732i,-0.0022677-0.0048816i,0.0030482-0.0074767i
-0.13858+0.073748i,-0.21857+0.044282i,-0.19699-0.089677i,-0.12498-0.23765i,-0.10212-0.25344i,-0.07802-0.13883i,-0.020366-0.051023i,0.0074708-0.039961i,-0.001244-0.031804i,-0.0073803-0.013059i,-0.0064851-0.001507i,-0.0011784+0.0034759i,0.0039899+0.00035693i,0.0039463-0.0074814i,0.0034996-0.01075i,0.0033675-0.0062733i,0.0020772+2.3636e-05i,0.0028558+0.0021485i,0.0066061+7.3111e-05i,0.0096652-0.0029407i,0.0085102-0.0016709i,0.0037657+0.0033459i,0.00022419+0.007381i
0.069492-0.12725i,0.13647-0.14295i,0.16702-0.012048i,0.16517+0.16204i,0.15582+0.18812i,0.09779+0.092181i,0.021104+0.037428i,-0.0010493+0.03992i,0.0077473+0.028583i,0.0062984+0.0073438i,0.0011688-0.0028393i,-0.0027268-0.0031108i,-0.0024318+0.0045475i,0.0024669+0.010928i,0.0036952+0.010566i,0.001822+0.0055361i,-0.00012057-5.4402e-05i,-0.002984-0.0007867i,-0.0054756+0.0034745i,-0.0059592+0.0055205i,-0.0051516+0.0028149i,-0.0038978-0.0017746i,-0.0025046-0.0062637i
0.019189+0.13144i,-0.016625+0.16916i,-0.092627+0.057903i,-0.1693-0.10999i,-0.18021-0.13992i,-0.10352-0.065907i,-0.025367-0.034193i,-0.010563-0.038134i,-0.017798-0.021056i,-0.011578-0.001383i,-0.0021897+0.0052673i,0.0031875+0.0037717i,0.001024-0.0032528i,-0.0047006-0.0087409i,-0.0049153-0.0088332i,-0.001713-0.0054321i,0.0020232-0.002865i,0.0042404-0.0039129i,0.0037822-0.0062056i,0.0035545-0.0078153i,0.0040884-0.006141i,0.0042026-0.00055805i,0.004031+0.0048758i
-0.082154-0.092871i,-0.082376-0.12832i,0.02227-0.058582i,0.16108+0.058252i,0.18805+0.078375i,0.09785+0.032563i,0.023605+0.025085i,0.017249+0.030427i,0.02038+0.011872i,0.0071118-0.0018194i,-0.0043845-0.0022992i,-0.0068137+0.0017704i,0.00013302+0.006747i,0.0092105+0.0071915i,0.010061+0.0056507i,0.0048692+0.0032584i,0.00031943+0.0013797i,-0.0013327+0.0028218i,-0.00037699+0.0048791i,7.3038e-05+0.0060545i,-0.00090932+0.0049118i,-0.0019761+0.0011145i,-0.0031306-0.0030616i
0.10857+0.021707i,0.12874+0.038771i,0.011717+0.011328i,-0.15669-0.038241i,-0.18933-0.038849i,-0.091982-0.017621i,-0.024266-0.024865i,-0.022718-0.025649i,-0.019841-0.0051958i,-0.0032146+0.0044393i,0.0067931+0.0022586i,0.0057126-0.00077821i,-0.0034674-0.0018923i,-0.010689-0.00057029i,-0.0095202-0.00030395i,-0.0041961-0.0018811i,0.0009189-0.0036209i,0.0015297-0.0061642i,-0.00074874-0.008337i,-0.0016758-0.0073237i,-0.00088454-0.0042856i,0.0013193-0.00094779i,0.0039799+0.0018498i
-0.097972+0.051407i,-0.11972+0.058202i,-0.006074+0.044539i,0.16168+0.018312i,0.18804-0.0070805i,0.088142-0.002822i,0.0271+0.021076i,0.024384+0.017666i,0.012889-0.0019223i,-0.0050059-0.0046341i,-0.010425+0.0011501i,-0.0058051+0.0046355i,0.0032+0.0030853i,0.0086127-0.0014541i,0.0076795-0.0023693i,0.0035195+0.00046416i,-0.00012032+0.0029111i,0.0010797+0.0041512i,0.0040259+0.0035722i,0.0041411+0.0027072i,0.0017585+0.0022167i,-0.00072752+0.00077999i,-0.0031086-0.00045383i
0.050595-0.092592i,0.058054-0.12242i,-0.037344-0.07968i,-0.1704+0.0028951i,-0.1758+0.039455i,-0.083205+0.0090742i,-0.035734-0.022316i,-0.028437-0.013207i,-0.010216+0.0012494i,0.0048229-0.002655i,0.0062186-0.0082914i,0.0012125-0.0062823i,-0.0050513+0.0016394i,-0.0068329+0.0074439i,-0.0046468+0.0053581i,-0.0020532-0.00077149i,-0.0017687-0.0054624i,-0.0044413-0.0067221i,-0.0051056-0.0049306i,-0.0027401-0.0026889i,-0.00036426-0.0016021i,0.0013379-0.00069678i,0.0036738-0.0002198i
0.011646+0.096966i,0.030127+0.1335i,0.10131+0.067609i,0.18083-0.052462i,0.15983-0.086758i,0.078277-0.03018i,0.041095+0.010535i,0.027878+0.0059958i,0.0048734+0.00034131i,-0.0069596+0.0085965i,-0.0043216+0.014764i,0.0013365+0.011531i,0.005568+0.0014311i,0.0060811-0.0069889i,0.0045594-0.0065047i,0.0034293-0.00074933i,0.0041245+0.002783i,0.0058865+0.0026193i,0.0052445+0.00074095i,0.0027758+9.6773e-05i,0.0010852+0.0016912i,0.00011924+0.00098767i,-0.0023054-0.00085496i
-0.066318-0.0756i,-0.11069-0.099115i,-0.15643-0.021191i,-0.17707+0.10497i,-0.13639+0.12029i,-0.073635+0.040487i,-0.046428-0.0035623i,-0.030334-0.00044467i,-0.0088312-0.0021122i,-0.0027986-0.010447i,-0.0059253-0.011357i,-0.005822-0.0038922i,-0.0027242+0.0066194i,-0.00036921+0.011329i,-0.00020522+0.0073862i,-0.0023065+0.0010358i,-0.0045502-0.0016665i,-0.0048855-0.00092387i,-0.0032906-0.00044955i,-0.0017192-0.0017184i,-0.00074134-0.0026721i,0.00027668-0.0013774i,0.0023482-0.0015686i
0.086942+0.024789i,0.14763+0.020963i,0.16927-0.060455i,0.14329-0.16824i,0.098258-0.15925i,0.063015-0.063364i,0.047301-0.012137i,0.03025-0.0079318i,0.01165+0.001029i,0.0088623+0.012016i,0.012131+0.011483i,0.0096519+0.0030975i,0.002863-0.0066441i,-0.0014259-0.010752i,-0.0010644-0.0079622i,0.0032741-0.0024735i,0.0079945-0.00034088i,0.008231-0.0019457i,0.0043485-0.0019329i,0.002055+0.00067705i,0.0024376+0.0022298i,0.00075311+0.00076132i,-0.0023922+0.00078342i
-0.077798+0.031926i,-0.13453+0.068414i,-0.13245+0.14416i,-0.078208+0.21195i,-0.044027+0.17312i,-0.044957+0.070565i,-0.045046+0.021782i,-0.028373+0.013861i,-0.01436-0.00075699i,-0.015887-0.0088163i,-0.018344-0.0038951i,-0.012376+0.0040307i,-0.0019024+0.0096351i,0.0049058+0.010338i,0.003501+0.0070303i,-0.0018316+0.0030883i,-0.0052697+0.0011023i,-0.0050295+0.0010781i,-0.0024482-0.00034778i,-0.00089435-0.0028906i,3.5851e-05-0.0027958i,0.0019621-0.00035237i,0.0033275+0.0002834i
0.052207-0.064007i,0.086216-0.13016i,0.064827-0.20369i,0.0029246-0.24192i,-0.0092139-0.18788i,0.023433-0.089652i,0.034891-0.039925i,0.021874-0.023802i,0.015097-0.0074183i,0.017933-0.0016545i,0.015887-0.0040466i,0.0059892-0.0048438i,-0.005063-0.0048854i,-0.0087041-0.0043783i,-0.0035095-0.0037172i,0.0035604-0.0038534i,0.0065742-0.0055199i,0.0050114-0.0075594i,0.0026265-0.0046751i,0.0027732+0.00021238i,0.004377+0.0011093i,0.002567-0.00062608i,-0.0012965-5.4702e-05i
-0.0073936+0.079259i,-0.0060772+0.1569i,0.035886+0.21995i,0.091481+0.22839i,0.072017+0.16615i,0.0050225+0.083837i,-0.022484+0.043691i,-0.015842+0.025999i,-0.013226+0.011335i,-0.016602+0.0093215i,-0.014065+0.011522i,-0.0040654+0.010158i,0.0065782+0.0076142i,0.0099817+0.0054874i,0.0052137+0.0041857i,-0.0013483+0.004671i,-0.0044167+0.0071482i,-0.0029823+0.0073178i,-0.0014233+0.0038338i,-0.0028389+0.0014428i,-0.0041176+0.0013695i,-0.0011875+0.0018729i,0.0021704-0.0011288i
-0.034206-0.071108i,-0.072135-0.14243i,-0.13107-0.19266i,-0.1712-0.18614i,-0.12154-0.13848i,-0.031411-0.084645i,0.0045397-0.050889i,0.0036431-0.029948i,0.0041385-0.016898i,0.0053135-0.015214i,0.0031855-0.012962i,-0.0016028-0.0060431i,-0.0073457-7.3187e-05i,-0.0096207+0.00096219i,-0.0060269-0.0020374i,-0.00073987-0.0062331i,0.00090482-0.0098952i,-0.00070338-0.0095245i,-0.0014754-0.0049167i,0.0016143-0.002461i,0.0034506-0.0034914i,0.00052899-0.0036286i,-0.0023425-9.2429e-05i
0.059181+0.038299i,0.12553+0.085276i,0.19802+0.11258i,0.22363+0.10114i,0.15366+0.081694i,0.051681+0.064647i,0.0087819+0.045757i,0.0055155+0.027213i,0.0018085+0.0164i,-0.00072749+0.016831i,0.0017613+0.016307i,0.0067184+0.0091214i,0.010776-0.0001304i,0.010424-0.0035962i,0.0067642+0.00016685i,0.0043305+0.0061739i,0.0043942+0.0092777i,0.0059987+0.007865i,0.0043507+0.0047854i,0.000788+0.0037452i,-6.408e-05+0.0046686i,0.002254+0.0037258i,0.0040928-0.00046774i
-0.069928-0.0021516i,-0.14931-0.014154i,-0.2248-0.018244i,-0.23962-0.01276i,-0.1663-0.02871i,-0.068407-0.047427i,-0.023182-0.041106i,-0.01385-0.023583i,-0.0078236-0.014211i,-0.0076926-0.014032i,-0.01002-0.01124i,-0.010569-0.0029233i,-0.0099609+0.0058585i,-0.0073147+0.0079714i,-0.0046819+0.0010808i,-0.0039668-0.006889i,-0.0040282-0.0094201i,-0.0041-0.0071276i,-0.0023755-0.0036007i,-0.00058988-0.0037545i,-0.0014823-0.0052869i,-0.0037374-0.0028927i,-0.0034144+0.0025554i
0.056592-0.031489i,0.13265-0.056597i,0.20413-0.080897i,0.21671-0.082361i,0.15645-0.036561i,0.074647+0.01417i,0.030868+0.024486i,0.014973+0.013137i,0.0073677+0.0057459i,0.0080921+0.0052382i,0.0096817+0.0044708i,0.0077977-0.00012934i,0.0055704-0.0059853i,0.0055345-0.0073538i,0.0064265-0.0022163i,0.0078635+0.0036853i,0.009025+0.0051722i,0.0082859+0.0022038i,0.0056522-0.000692i,0.0040528+0.00065374i,0.004658+0.002652i,0.0058698+0.00034696i,0.004042-0.0034583i
-0.033603+0.052823i,-0.087743+0.10701i,-0.14511+0.15565i,-0.16051+0.15362i,-0.12374+0.081275i,-0.069463+0.0043685i,-0.035024-0.016773i,-0.017396-0.0080113i,-0.0094868-0.001899i,-0.010456-8.9594e-05i,-0.011038+0.0019753i,-0.0076124+0.005907i,-0.0036372+0.010311i,-0.002249+0.010003i,-0.004767+0.0048538i,-0.0086626-0.00075358i,-0.010408-0.003794i,-0.0087883-0.0019453i,-0.0052059+0.00059369i,-0.0031832+0.00021506i,-0.0039018-0.00019439i,-0.0047484+0.001809i,-0.0026656+0.0045639i
0.00016592-0.057602i,0.023427-0.12694i,0.05912-0.19168i,0.08263-0.19399i,0.081671-0.1165i,0.05997-0.03086i,0.034617+0.0014105i,0.014849+0.0028079i,0.004295+0.0010643i,0.0052488-0.0007511i,0.0070825-0.0024445i,0.0030902-0.0046561i,-0.0015274-0.0075048i,-0.00022326-0.0081727i,0.0046541-0.0060231i,0.0083199-0.0037822i,0.0094972-0.0030202i,0.0077072-0.0034542i,0.0039797-0.0041154i,0.0020082-0.0042682i,0.0028675-0.0034845i,0.0032484-0.0042397i,7.5948e-05-0.0052063i
0.030334+0.040385i,0.040008+0.10946i,0.029927+0.17812i,0.00081654+0.18676i,-0.034171+0.11771i,-0.045693+0.037798i,-0.031157+0.0041278i,-0.013307-0.0010976i,-0.0043037-0.0013382i,-0.0048562+0.0018947i,-0.0064353+0.0066078i,-0.0025318+0.010226i,0.004135+0.011981i,0.0054494+0.010565i,0.00018954+0.007874i,-0.0054714+0.0063851i,-0.0068842+0.0053674i,-0.0043648+0.004545i,-0.0011245+0.0041723i,-0.00050147+0.0041495i,-0.0013452+0.0034565i,-0.0010812+0.0028529i,0.0013102+0.0033065i
-0.045004-0.022618i,-0.081058-0.076076i,-0.09812-0.14163i,-0.072666-0.16352i,-0.015205-0.11775i,0.024537-0.051506i,0.024737-0.014632i,0.0096228-0.0019266i,0.00015383+0.0032137i,-0.00048927+0.0015131i,0.00052219-0.0031368i,-0.0019773-0.0060462i,-0.0063595-0.0064378i,-0.0059147-0.006578i,0.00011205-0.0084249i,0.0060539-0.0099473i,0.0077014-0.0090337i,0.0045227-0.0069525i,-0.00018929-0.0053946i,-0.0023472-0.0036925i,-0.0014323-0.0024937i,-0.00056533-0.0032018i,-0.0013845-0.0034513i
0.041405-0.0043718i,0.093285+0.025407i,0.13392+0.07744i,0.11865+0.10965i,0.050308+0.091485i,-0.0079348+0.046893i,-0.021386+0.016299i,-0.012846+0.0022578i,-0.0056489-0.0042379i,-0.0029157-0.0015868i,0.00012313+0.0037984i,0.0049778+0.0054855i,0.0085032+0.0042865i,0.0079902+0.0045626i,0.0041724+0.0069357i,0.0003523+0.0084194i,-0.0008733+0.00715i,0.000472+0.0039383i,0.0029687+0.0018201i,0.0038093+0.0011381i,0.00274+0.00067184i,0.0014771+0.00068285i,0.0014491+0.00063379i
-0.029327+0.020881i,-0.084767+0.017156i,-0.13963-0.013839i,-0.13703-0.052732i,-0.071186-0.064828i,-0.0070763-0.047525i,0.013366-0.023948i,0.011299-0.0064573i,0.0078229+0.0019178i,0.0040529+0.00031538i,-0.00052416-0.0024107i,-0.0045475+0.00042052i,-0.0073768+0.0025091i,-0.0074759+0.00010907i,-0.0047674-0.0050429i,-0.0015713-0.0082331i,0.00023092-0.0085075i,-0.0008544-0.0067847i,-0.0030807-0.0027888i,-0.003496+0.00072992i,-0.0014709+0.001631i,0.0003296-3.6702e-05i,0.00020417-0.0015293i
0.021172-0.027886i,0.067059-0.049298i,0.1254-0.047881i,0.13748-0.013784i,0.083912+0.021683i,0.020149+0.030489i,-0.0075721+0.020349i,-0.012099+0.0071352i,-0.012244-0.00055402i,-0.0084515+0.00097892i,-0.0031566+0.0035596i,0.0011887+0.0021236i,0.004438+0.0004355i,0.0064698+0.0011526i,0.0074945+0.0048794i,0.0066154+0.0072369i,0.004586+0.0063125i,0.0033213+0.0029537i,0.0035833-0.001112i,0.0028835-0.0040641i,0.0012576-0.0042843i,0.00061627-0.0014635i,0.0011354+0.00079602i
-0.0012537+0.024506i,-0.030965+0.060197i,-0.079546+0.078904i,-0.10514+0.050256i,-0.07554-0.0010657i,-0.028157-0.026396i,-0.0015647-0.022738i,0.0086813-0.011491i,0.010042-0.0048652i,0.0043217-0.0044197i,-0.0019193-0.0020094i,-0.0044351+0.0028602i,-0.0046747+0.0060631i,-0.0055351+0.0048187i,-0.0066773-0.00037345i,-0.0063937-0.0049032i,-0.0060339-0.0054835i,-0.0046519-0.0027963i,-0.0019437+0.00052723i,0.00090011+0.003092i,0.0027816+0.0031303i,0.0027869-0.00039576i,0.00031631-0.0031993i
-0.011564-0.021502i,-0.0020571-0.06133i,0.032779-0.094125i,0.066823-0.081002i,0.062067-0.029491i,0.030037+0.0095387i,0.0041157+0.017966i,-0.0077644+0.013398i,-0.010116+0.0099712i,-0.0058661+0.0078272i,-0.00031057+0.0037543i,0.0016298-0.0002444i,0.0012317-0.0035947i,0.0039916-0.0047696i,0.008668-0.0017894i,0.009668+0.0021493i,0.0062036+0.0030893i,0.0022137+0.0014873i,-0.00075047-0.0010476i,-0.0027177-0.0028578i,-0.0038306-0.0013482i,-0.0033948+0.0028056i,-0.00084841+0.0052122i
0.015742+0.014711i,0.024079+0.049062i,0.0091971+0.087825i,-0.023572+0.087319i,-0.038099+0.040585i,-0.025858-0.0042865i,-0.0094891-0.017782i,0.00042646-0.014644i,0.0027288-0.011552i,-0.00088541-0.007953i,-0.0036724-0.0018113i,-0.0026932+0.0034349i,-0.00065268+0.0063067i,-0.0016723+0.0062701i,-0.0050707+0.0040785i,-0.0071292+0.0011658i,-0.0052009-0.0010393i,-0.0012576-0.00089225i,0.0014204+0.00041026i,0.0032369+0.00042015i,0.0047125-0.0017949i,0.0035826-0.0051903i,-7.2745e-05-0.0056721i
-0.015306-0.0032521i,-0.034867-0.026604i,-0.035447-0.066882i,-0.0072414-0.082773i,0.020222-0.051375i,0.023735-0.009788i,0.013057+0.0099649i,0.0037994+0.012606i,0.0016306+0.010982i,0.0027405+0.0073277i,0.0021824+0.0023699i,-9.7511e-05-0.00087899i,-0.00084708-0.0029113i,0.0015587-0.0054482i,0.0051657-0.0055787i,0.0071978-0.0029918i,0.006415-0.00057458i,0.0032952-0.00011687i,-0.00017337+0.00038664i,-0.0020551+0.0019664i,-0.0017118+0.0045111i,0.0011471+0.0067888i,0.0045588+0.006784i
0.016692-0.0068859i,0.039654+0.0039334i,0.053514+0.034613i,0.034828+0.055377i,0.00046217+0.038666i,-0.018301+0.0081289i,-0.01701-0.0076703i,-0.009606-0.009932i,-0.0078925-0.0080832i,-0.0080623-0.003623i,-0.0051054+0.0024276i,-0.0013966+0.0055716i,0.0012658+0.0073618i,0.0019089+0.008941i,-0.00034227+0.008265i,-0.0039563+0.0056392i,-0.0048488+0.0013587i,-0.0022761-0.0016121i,0.00098953-0.002205i,0.0021712-0.0041246i,0.0011619-0.0062781i,-0.0023396-0.0075689i,-0.0057538-0.0065922i
-0.0095529+0.012532i,-0.029731+0.01283i,-0.050315-0.0079037i,-0.042733-0.035684i,-0.0095178-0.037265i,0.013078-0.018726i,0.015406-0.0024073i,0.011815+0.0042426i,0.0089519+0.0030059i,0.0059199-0.0012423i,0.000615-0.0043832i,-0.0033382-0.0039582i,-0.0044828-0.0023242i,-0.0048967-0.0029604i,-0.0022953-0.00589i,0.0022229-0.0068589i,0.004143-0.0049959i,0.002947-0.0023566i,0.0016697+0.00072819i,0.0015339+0.0035885i,0.0030011+0.0049104i,0.0055067+0.0042201i,0.007551+0.0018627i
0.0036583-0.011031i,0.019586-0.020616i,0.044995-0.014903i,0.048931+0.0073728i,0.021225+0.018328i,-0.0064622+0.011875i,-0.01588+0.0021411i,-0.014003-0.0020872i,-0.0099725-0.00038451i,-0.0058096+0.0030926i,-0.0015367+0.004208i,0.0015383+0.0039381i,0.0036003+0.0037929i,0.005572+0.0035705i,0.0051939+0.005027i,0.0023509+0.0067648i,-0.0004763+0.0052179i,-0.0018999+0.0012269i,-0.0025489-0.0016949i,-0.0027931-0.0025492i,-0.0039753-0.002697i,-0.0066818-0.0028373i,-0.0073155-0.001083i
0.00313+0.0074534i,-0.0063106+0.018958i,-0.027234+0.021007i,-0.038693+0.0027949i,-0.022486-0.015311i,0.0001031-0.017256i,0.010491-0.0096524i,0.010057-0.003392i,0.0052536-0.0031086i,-0.00043235-0.0037209i,-0.0041756-0.0014888i,-0.0044802+0.00052144i,-0.0040436+0.0010546i,-0.0045123+0.00036851i,-0.0047212-0.002329i,-0.0025784-0.0052576i,0.00015283-0.0049805i,0.0010001-0.0023748i,0.0019282-0.00023931i,0.0036267+0.00030414i,0.0056556-0.00028868i,0.0076534-0.0015861i,0.0077148-0.002655i
-0.0036134-0.0032474i,-0.001159-0.013963i,0.015514-0.025036i,0.032329-0.019623i,0.025743-0.0024858i,0.0054907+0.0072599i,-0.00668+0.0067877i,-0.0067584+0.003035i,-0.0023908+0.0020041i,0.0016449+0.0021978i,0.0031905+0.00022428i,0.0037767-0.00096175i,0.0044317-0.00029727i,0.0050676-0.00059208i,0.0056687+0.00056087i,0.0057722+0.002825i,0.0044689+0.0032241i,0.0011499+0.0023551i,-0.0021492+0.0018427i,-0.0030046+0.0021368i,-0.0030979+0.0025598i,-0.0038868+0.0026702i,-0.0046726+0.002933i
0.0051633-0.00014089i,0.0071632+0.0092405i,-0.0025735+0.02261i,-0.017728+0.022243i,-0.018221+0.0054833i,-0.0068311-0.0090871i,0.0013315-0.011115i,0.0032325-0.0060193i,0.00055502-0.002056i,-0.0040881+0.00054747i,-0.0048029+0.0030219i,-0.0035676+0.004727i,-0.0038651+0.005562i,-0.0049677+0.0050319i,-0.0055012+0.0020052i,-0.0045088-0.0011738i,-0.0030717-0.0024085i,-0.001076-0.0025439i,0.0010754-0.0029459i,0.0025198-0.0033563i,0.0028194-0.0040762i,0.0037255-0.0041484i,0.0040252-0.0043057i
-0.0065295+0.0043382i,-0.010301-0.0010255i,-0.0045137-0.012712i,0.0092234-0.020341i,0.015157-0.012188i,0.0094596+0.0012066i,0.00090054+0.0067449i,-0.0027849+0.0043249i,-0.00139-4.9517e-05i,0.00037813-0.0032206i,0.00042993-0.004215i,-0.0011226-0.0046968i,-0.00081204-0.0053288i,0.0010443-0.005466i,0.0029853-0.0038209i,0.0046959-0.0010501i,0.003427-0.00051261i,0.0014907-0.00029817i,0.00096233+0.0021513i,0.00075276+0.0049126i,0.0005335+0.0052781i,-0.00048639+0.0050801i,-0.0018052+0.0049626i
0.0024682-0.0014358i,0.0077864+0.0007914i,0.010215+0.0096648i,0.0037065+0.015722i,-0.0055223+0.0082348i,-0.0079324-0.0038178i,-0.0035749-0.0085879i,0.00081187-0.0047143i,0.001377+0.0011826i,0.0011427+0.0038449i,0.0019362+0.0039246i,0.0026349+0.0045324i,0.0020219+0.0061779i,0.0020949+0.0068884i,0.00079272+0.0059577i,-0.0021391+0.0029461i,-0.0023018+0.00094575i,-0.00077499-0.00019674i,-0.00075498-0.0022161i,-0.0020021-0.0038587i,-0.0022662-0.00385i,-0.00039395-0.003109i,0.00093141-0.0032304i
-0.00013221-0.00036751i,-0.0040916-0.00091349i,-0.0090034-0.0079226i,-0.0060229-0.015928i,0.0024618-0.01336i,0.0063564-0.0036242i,0.0040723+0.0042659i,-0.00053017+0.0046462i,-0.004787+0.00021997i,-0.0069393-0.0025231i,-0.0062924-0.0023817i,-0.0048021-0.00067451i,-0.0044988+3.1336e-05i,-0.003844-0.00066944i,-0.0010638-0.0017028i,0.0016244-0.0024093i,0.0023149-0.0024076i,0.001656-0.0019476i,0.0020412-5.6213e-06i,0.0041007+0.0010803i,0.0044071+0.0011288i,0.0015271+0.0014536i,-0.0010402+0.0028152i
-0.0048078+0.0083247i,-0.00353+0.0074571i,0.0054876+0.015494i,0.012163+0.019319i,0.0087548+0.012769i,0.0010932+0.00072555i,-0.0044292-0.0058569i,-0.0025561-0.005951i,0.0030866-0.0025538i,0.0072884-0.00035494i,0.0074401-0.0014108i,0.0048493-0.0022452i,0.0032566-0.00095373i,0.0017564-0.00027592i,-0.00011501-6.5205e-05i,-0.0004039+0.0011521i,0.00076203+0.0019532i,0.00078696+0.0015079i,-0.00092103+0.0011919i,-0.0029866+0.0019443i,-0.0035599+0.0024334i,-0.0018661+0.00020641i,-8.939e-06-0.0021035i
-0.0013321+0.0053907i,-0.0010134+0.0059093i,-0.0037463+0.0052768i,-0.0047037-0.0015585i,0.00084772-0.0079944i,0.0065166-0.0072353i,0.007045-5.1547e-05i,0.0026521+0.0067653i,-0.0018052+0.0080831i,-0.0037677+0.0064802i,-0.0039025+0.0054725i,-0.0037403+0.0039856i,-0.0042518+0.0018664i,-0.0042306+0.0014678i,-0.0020076+0.00054632i,-0.00050986-0.0013796i,-0.00079827-0.0020676i,0.00024249-0.0017031i,0.0025932-0.0018766i,0.0039082-0.00248i,0.0031379-0.0023478i,0.0015766-0.00041019i,0.001075+0.0022512i
0.002167+4.1851e-05i,0.0024786-0.00094323i,0.0062364-0.001985i,0.010394-0.0014338i,0.0067659-0.0003307i,-0.0016022+0.00020511i,-0.0060831-0.0024976i,-0.0043575-0.0072633i,-0.0010277-0.010041i,-0.00048905-0.010023i,-0.0010238-0.0079445i,-4.2929e-05-0.0049482i,0.0018802-0.002484i,0.002977-0.0015239i,0.002141-0.00050641i,0.0016019+0.00065867i,0.0025571+0.00072019i,0.0021999-0.00027638i,0.00076472+0.00047988i,-0.0002121+0.0024245i,-0.00076659+0.0036747i,-0.00031276+0.0021892i,-0.00060154-0.00056197i
0.0053669+0.0020962i,0.0046856+0.00053926i,0.0019881-0.0012055i,-0.002057-0.0029937i,-0.0016125-0.0061595i,0.0016036-0.0078051i,0.003914-0.0041129i,0.0039433+0.0017464i,0.0039795+0.0056405i,0.0037738+0.0074004i,0.0021889+0.0071258i,0.00074599+0.0064153i,9.3394e-06+0.0063748i,0.0010348+0.0058893i,0.0018311+0.0034627i,0.001069+0.00060696i,0.00032489-0.00033062i,-2.5811e-05-0.00050318i,-4.5369e-05-0.0016186i,-0.00013434-0.0032796i,-0.0001419-0.0034514i,0.00020854-0.0012022i,0.00054354+0.0011131i
-0.00062072-0.00012115i,9.0828e-05-0.00052515i,0.0022027-0.0031079i,0.0035606-0.004573i,0.0027088-0.0030085i,0.00030351+0.00064743i,-0.0038314+0.0020017i,-0.00656-0.00076789i,-0.007771-0.0043357i,-0.0094907-0.004854i,-0.0085518-0.0025738i,-0.0048342-0.0010678i,-0.0027605-0.0014122i,-0.0020139-0.0014432i,-0.0014194-0.00027019i,-0.00024869+0.00050613i,0.00083035-0.0011191i,0.0016982-0.0030855i,0.0021559-0.0011481i,0.0023746+0.0022798i,0.0021025+0.0028484i,0.0010956+0.00087339i,-0.00050771-0.00029108i
-0.0013597-0.00097755i,-0.0012801-0.00046279i,-0.0011132+0.0014722i,-0.0012128+0.0016657i,-0.0018699-0.0014567i,-0.0025309-0.0047i,-0.00043022-0.0043376i,0.0032503-0.0015439i,0.0056546-0.0009794i,0.0063947-0.0016156i,0.0053068-0.0011666i,0.0050676+0.00082234i,0.0052646+0.0027035i,0.0042973+0.0017385i,0.0027952-0.0004876i,0.001168-0.001276i,0.00065634+0.0001922i,-0.00010201+0.00083689i,-0.0011166+0.00016459i,-0.0018356-0.0011514i,-0.0020274-0.0018918i,-0.00057585-0.0014949i,0.0016645-0.00069933i
