-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
-5.5384e-05+0.0042901i,0.0026878+0.01047i,0.0041774+0.022283i,-0.0034073+0.03289i,-0.015561+0.030802i,-0.017605+0.018936i,-0.014713+0.010131i,-0.014726+0.0060284i,-0.012004+0.0042285i,-0.0054158+0.0019487i,-0.00094693-0.001341i,0.0012501-0.0017916i,0.0047527+0.00042773i,0.0086782+0.0016297i,0.0086712-0.00014419i,0.0049641-0.0030427i,0.0016317-0.003175i,0.00045386-0.0012141i,-5.1131e-05-0.00040039i,-0.0011346-0.00054464i,-0.0020079-0.001912i,-0.0024763-0.0019829i,-0.0025289-0.00031185i
-0.0029459+0.0019213i,-0.007583+0.00036069i,-0.014782-0.0066493i,-0.018995-0.020622i,-0.01072-0.028692i,0.00047182-0.022835i,0.0073554-0.015447i,0.0096938-0.012154i,0.0083547-0.0099801i,0.0067635-0.006985i,0.0064015-0.0039043i,0.0057423-0.0024139i,0.001883-0.00079598i,-0.0035324+0.0014808i,-0.0058295+0.0033598i,-0.0031729+0.0044534i,0.00010011+0.002757i,0.0012238-0.0005555i,0.00066608-0.0020073i,0.00073839-0.0024485i,0.0013344-0.0022591i,0.0017747-0.0021807i,0.0018891-0.0022977i
0.003342-0.0027404i,0.00783-0.0035849i,0.017287-1.0836e-05i,0.024476+0.012457i,0.019533+0.02458i,0.010522+0.023306i,0.0080971+0.01682i,0.0090061+0.012331i,0.0090382+0.0062394i,0.00551+0.0019386i,0.0014733+0.002789i,4.7728e-05+0.0055654i,0.0010501+0.0045361i,0.0030126+0.0015646i,0.0033403-0.00086201i,0.0012235-0.00099968i,-0.0005975+0.0016106i,0.00028785+0.0021226i,0.0012748+0.00068527i,2.9955e-05+0.0014465i,-0.0015988+0.0035441i,-0.0020234+0.0053796i,-0.0015531+0.0051967i
0.00091159+0.0058007i,0.00016372+0.0088432i,-0.0037102+0.012073i,-0.012154+0.0092424i,-0.014635+0.00033832i,-0.010237-0.0032311i,-0.0074769-0.00081701i,-0.005743+0.0029814i,-0.0041831+0.0061716i,-0.0033635+0.0053001i,-0.0035423+0.0014579i,-0.0053722-0.0010112i,-0.0070157+0.00017978i,-0.006771+0.0046163i,-0.0045909+0.007265i,-0.0024892+0.0059423i,-0.0021315+0.0044245i,-0.001779+0.003556i,-0.0011179+0.0024203i,-0.00054773+0.00069983i,-3.7246e-05-0.0008813i,0.00020049-0.0027235i,0.00030066-0.0023171i
-0.0043727-0.0043788i,-0.0052761-0.0051302i,-8.7524e-05-0.0077473i,0.011731-0.01097i,0.018426-0.0073212i,0.012462-0.0012232i,0.0017391+0.0016604i,-0.0060419+0.0043143i,-0.010008+0.0063804i,-0.0079672+0.0064419i,-0.0024896+0.0053485i,0.0014284+0.001778i,0.0017033-0.004049i,-0.0016947-0.008249i,-0.0055374-0.0091438i,-0.0065838-0.0065864i,-0.0050312-0.003802i,-0.0025452-0.0019471i,-0.00041328-0.00075487i,0.00075308-0.00066397i,0.0018188-6.0459e-05i,0.0029882+0.00070268i,0.0036546+0.0006082i
0.0023006-0.0031531i,0.0027553-0.0019699i,0.0012279+0.0023893i,-0.0057288+0.009614i,-0.013999+0.010051i,-0.013567+0.0038528i,-0.0098885-0.0012559i,-0.0098633-0.0059403i,-0.0088517-0.008479i,-0.0052487-0.006587i,-0.0028453-0.0028525i,-0.0022048+0.00034762i,0.0010102+0.0013008i,0.0064607+0.00032511i,0.0092149-0.0015408i,0.0086367-0.0029881i,0.0073662-0.0026748i,0.0046379-0.0014116i,0.0012118-0.00060561i,-0.00061084-0.00081379i,-0.0017315-0.0014914i,-0.0028956-0.0018467i,-0.0032397-0.0010842i
0.00023585+0.0034103i,-0.00097765+0.0043986i,-0.0032715+0.00045051i,-0.0047686-0.0078719i,-0.0011104-0.01085i,0.0035629-0.0063084i,0.0068463-0.0052703i,0.010315-0.0081279i,0.011818-0.0084059i,0.010885-0.0070243i,0.0081077-0.0066019i,0.0043703-0.0069769i,0.00082313-0.0042451i,-0.0019868+0.00082902i,-0.0041667+0.0044407i,-0.0049345+0.0057676i,-0.0040002+0.0044651i,-0.0022606+0.0019423i,-0.00099548+0.000505i,-6.0642e-05-0.00025055i,0.00026134-0.00093014i,-3.0874e-07-0.001013i,0.00053047-0.0013016i
-0.00217-0.0034183i,-0.0022877-0.0024573i,0.0014887+0.0024112i,0.0072225+0.0095436i,0.0076316+0.014882i,0.0042587+0.013295i,0.0034533+0.0094928i,0.0049063+0.0095003i,0.0055369+0.0090349i,0.0051196+0.0064301i,0.0038158+0.0048804i,0.0035242+0.0054022i,0.003073+0.0043381i,0.0022614-0.0004982i,0.0014991-0.0051906i,-0.00019117-0.0063115i,-0.00019925-0.0052487i,0.00066486-0.0033259i,0.00067923-0.001364i,0.00067303+0.00016984i,0.00012235+0.0017097i,-0.00060763+0.003388i,-0.00077031+0.0038756i
0.0023059-0.0016531i,0.0025609-0.0016122i,-0.00094763+0.0013457i,-0.0061744+0.0020467i,-0.0066621-0.0018206i,-0.0029151-0.0031578i,-0.0025583-5.8086e-05i,-0.0056268+0.0042921i,-0.0069311+0.006913i,-0.0072455+0.0062009i,-0.0075948+0.004087i,-0.0081846+0.0019457i,-0.0072661+0.0016539i,-0.0033799+0.0040794i,0.00057073+0.0060658i,0.001166+0.0063718i,-1.2233e-05+0.0061643i,0.00025393+0.0050031i,0.00087972+0.0026405i,0.00043369+0.0010804i,-0.00058803+0.00042078i,-0.00044506-0.00066483i,-0.00046924-0.00079652i
0.0033281+0.00057285i,0.0027166-0.00034273i,0.004208-0.0036915i,0.0067379-0.0048134i,0.0058754-0.00091379i,0.00086532+0.0032322i,-0.0017795+0.0036699i,-0.0045031+0.0028994i,-0.0076817+0.00095114i,-0.0072778-0.00038734i,-0.0040383-0.0010931i,-0.0003038-0.0021394i,0.0010685-0.0027421i,-0.001283-0.0030672i,-0.0051346-0.0027747i,-0.0071655-0.0030205i,-0.0058177-0.0034611i,-0.003359-0.0024047i,-0.0015548-0.0019183i,-0.00041368-0.0026752i,0.00054165-0.0016511i,0.0017966-0.00010155i,0.0025843+0.0001325i
-0.00178+0.0058502i,3.498e-05+0.0050911i,0.0020194+0.0063835i,0.0020313+0.0071318i,-0.0018143+0.004917i,-0.0041182+0.0019838i,-0.003166+0.0005791i,-0.0012632-0.0020951i,0.0019175-0.0048179i,0.0035454-0.0049025i,0.0029014-0.0020664i,0.0018488+0.001478i,0.00074368+0.0013416i,0.00092243-0.0017428i,0.0032287-0.0033495i,0.0056893-0.0019917i,0.0066642-0.0002338i,0.0051008-3.3415e-05i,0.0021545+0.00088429i,0.00085481+0.00095727i,-0.00083973-9.9979e-05i,-0.0026792-0.00035891i,-0.0021456-9.9717e-05i
-0.0027063-0.0018675i,-0.0017571-0.0029103i,-0.0020281-0.0032496i,-0.0027781-0.005819i,-0.0003155-0.0072363i,0.0023134-0.0047452i,0.0029966-0.0032425i,0.0039098-0.0029165i,0.005283-0.0014949i,0.0058218-0.0012947i,0.0037453-0.0025806i,0.00088028-0.0032387i,-0.00022474-0.0026032i,-0.0010381-0.00014136i,-0.0023041+0.0033721i,-0.0041097+0.0039186i,-0.004671+0.0024114i,-0.003183+0.0023501i,-0.0023674+0.0021528i,-0.002224+0.0013481i,-0.0012702+0.00047875i,-0.00076815-0.00064962i,-0.0001031-0.0010369i
-0.0002476-0.0031728i,-0.00014534-0.00085978i,0.00095015+0.0016529i,0.0016808+0.0059444i,-7.127e-05+0.010514i,-0.00049084+0.010321i,0.00065372+0.0059319i,-0.0016119+0.0029371i,-0.0042071+0.0028052i,-0.0024276+0.0030547i,0.0004763+0.0014472i,0.0022457+0.00039033i,0.0034737+0.00080363i,0.003077-0.00027584i,0.0012531-0.0030347i,0.00099928-0.0054651i,0.0011422-0.0064825i,0.00071056-0.0060635i,0.00014491-0.0036885i,0.00080254-0.00029078i,0.0014228+0.0017993i,0.0013815+0.0030337i,0.0011319+0.00346i
0.00137+0.0034866i,0.00080217+0.0034416i,-0.00010545+0.0032385i,-0.0024429+0.003115i,-0.0044557+0.0011069i,-0.0041931-0.00020724i,-0.0043188+0.00033442i,-0.0056996+0.00066633i,-0.0057411+0.00044094i,-0.0049967+0.0013479i,-0.0054564+0.0018562i,-0.0053974+0.0016059i,-0.0034904+0.0021121i,-0.0012282+0.0030944i,0.00016827+0.0037549i,0.00039109+0.0041583i,0.00076132+0.004605i,0.00085205+0.004064i,0.00047169+0.0019076i,-0.0010157+0.00054952i,-0.001442-8.6003e-05i,-0.00081874-0.0011655i,-0.00074106-0.0017884i
-0.0045829-0.0011628i,-0.0029396-0.00090113i,0.0005184-0.00015105i,0.0049759-9.1259e-05i,0.0078021+0.00087604i,0.0061083+0.0015235i,0.0037286+0.0015585i,0.002913+0.0011485i,0.0013817+0.00068454i,-0.00048836+0.00029274i,-0.00067048-0.0009074i,0.00015123-0.0024729i,0.0006775-0.0029538i,0.000239-0.0022124i,-0.0013631-0.0015713i,-0.0024321-0.002419i,-0.0031806-0.0024594i,-0.0031837-0.00084445i,-0.0015846-0.00015271i,-0.00035402-0.0010867i,0.00052865-0.0020372i,0.0020765-0.00053594i,0.0026598+0.00084806i
0.0023818+0.00026739i,0.0027016+0.00016203i,0.0026856-0.00089371i,0.00080296-0.00057449i,-0.0020401+0.00022207i,-0.0020733+0.0018594i,-0.00017353+0.0042513i,0.0021912+0.0040693i,0.0040421+0.001933i,0.0038622+0.00053537i,0.0021107+0.00082719i,0.00082464+0.0015359i,0.00015184+0.00057592i,-0.00011543-0.0014279i,0.00057723-0.0016943i,0.0015349-0.00038202i,0.0021577+0.00031625i,0.0013773+5.5896e-06i,0.00049089-2.6515e-05i,0.00017191+0.001825i,-0.00057621+0.0025623i,-0.0010065+0.0013678i,-0.00078503+0.0002154i
-0.0033769+0.0008492i,-0.0039985+0.00091239i,-0.0049105+0.00090665i,-0.0056876+0.00026251i,-0.0045777+0.00052695i,-0.0035894+0.0017512i,-0.0033421+0.0026287i,-0.0033623+0.002811i,-0.0019275+0.0030533i,0.00092095+0.0028798i,0.0011458+0.0014578i,-0.00057153-0.00038787i,-0.001007-0.0011i,-0.00077287-0.00016751i,-0.0015223+0.00063555i,-0.0023647-7.9731e-05i,-0.0028401-8.2774e-05i,-0.0019887+0.00052966i,-0.00050671+4.7056e-06i,-0.00033402-0.00105i,-0.00059482-0.0019714i,-0.00057509-0.002691i,-0.00070735-0.0014775i
0.00047118-0.0019959i,0.0016636-0.0014256i,0.00151+0.0014264i,0.00093462+0.0055089i,4.8318e-05+0.0078885i,-0.00064179+0.0058242i,-0.0015194+0.0021277i,-0.0055359-0.0011463i,-0.0070625-0.0030301i,-0.0046613-0.0023974i,-0.0021269-0.0013274i,-0.00041438-0.0011118i,-0.00077741-0.001269i,-0.0017061-0.00085984i,-0.0012068-0.00077594i,0.00040786-0.001868i,0.00087304-0.0027645i,0.00029003-0.0033255i,0.00038323-0.0025374i,0.0017628-0.0006168i,0.0016369+0.0011409i,5.6724e-05+0.0023334i,-0.00039198+0.0023917i
0.0029125+0.0024078i,0.0036873+0.0025363i,0.0034805+0.0027218i,0.0030592+0.0018659i,0.0028527-0.00099728i,0.0022743-0.0024298i,0.00083868-0.0030658i,9.9823e-05-0.0043809i,-0.00061658-0.0041896i,-0.0013755-0.0025817i,-0.0016901-0.0012362i,-0.0011195-0.0002647i,-0.000575+0.0005619i,0.00044612+8.1423e-05i,0.0012865+0.0003357i,-3.1538e-05+0.00097462i,-0.0010979+0.0013508i,-0.00041869+0.00094943i,-0.00013581-0.00034957i,-0.00079271-0.00033386i,-0.0013828+0.00057739i,-0.0018479+0.0004548i,-0.0016205+0.00057047i
-6.893e-05+0.0011774i,0.00032561-0.00057939i,0.0015514-0.0036335i,0.0021159-0.0068236i,0.0012905-0.0061281i,0.0014274-0.0028183i,0.0030846-1.6337e-05i,0.0044304+0.0023368i,0.0037359+0.0038929i,0.0010874+0.0033492i,-0.00046709+0.0020943i,-0.00014799+0.0027475i,0.00088039+0.0034933i,-0.00060728+0.0019002i,-0.0023117+0.00015073i,-0.0017401-0.00092541i,-0.00141-0.0006687i,-0.0015106+0.00019862i,-0.00038719+0.00088873i,0.00048394+0.00023707i,0.000267-0.00061096i,0.0010935-0.00059187i,0.0022788-0.00074305i
0.00080241-0.00084334i,0.00053076+0.00047512i,0.00058642+0.00277i,-0.00052482+0.0044158i,-0.0022458+0.0040359i,-0.0026807+0.0041969i,-0.0014132+0.0070892i,-0.00019896+0.0086213i,0.0011919+0.0071041i,0.00097051+0.004225i,-0.00031123+0.0025179i,-0.00067849+0.0021818i,-0.001231+0.0010032i,-0.0023103-0.00079066i,-0.0020375-0.0023332i,-0.00092038-0.0016443i,-0.00041727-0.00074303i,0.00036544-0.0011916i,8.7977e-05-0.00089752i,-0.00070673+0.0009339i,-0.00053143+0.0022459i,-8.7517e-05+0.001479i,2.7315e-05+0.00086869i
-0.0014076+0.0004449i,-0.0011916+0.0023764i,-0.0021814+0.0055159i,-0.002229+0.0064729i,-0.00014535+0.0057947i,0.00071107+0.004953i,-0.00058185+0.0043637i,-0.0024917+0.0031651i,-0.0021711+0.0011805i,-0.00051512-0.00021417i,7.7614e-05-0.00093855i,0.00083451-0.0013476i,0.0013875-0.0017013i,0.0011052-0.0013927i,0.0011498-0.00020676i,0.0009005+0.00011952i,0.00034327-0.00052789i,0.00091997-0.0002354i,0.00077451+0.00023406i,0.00010297-0.00047378i,-0.00057316-0.00089384i,-0.00083752-0.00077038i,-0.00022071-0.00042227i
0.00098888+0.0010379i,0.0015824+0.00029265i,0.0025722-0.00013734i,0.0037043-0.00041628i,0.0040238+0.00020464i,0.0028569+0.0003066i,-0.00025048-0.0013733i,-0.0028712-0.0035007i,-0.0027084-0.0038326i,-0.0011807-0.0031213i,-0.00040824-0.0016937i,0.00015283-0.00047051i,-0.00022752-0.0002627i,-0.0018425-4.1915e-05i,-0.0031486+0.00048301i,-0.002546+2.8235e-05i,-0.00046304-0.00024275i,0.000756-0.00023163i,0.00072463-0.00072324i,0.0012694-0.00043634i,0.0015729+2.1323e-05i,0.00052479+0.00090554i,-0.00084536+0.0020381i
3.1302e-05+0.0033452i,0.0018831+0.0015645i,0.0040448+5.513e-05i,0.0023087-0.0011943i,-0.0011966-0.0027315i,-0.0026846-0.0036551i,-0.001486-0.0035224i,-0.00060372-0.0024856i,-0.00065574-0.00046119i,-0.00010243+0.00095788i,0.00028676+0.00047766i,0.00075771-8.0213e-06i,0.00083332+0.00015743i,0.00045126-0.00013391i,-6.829e-05-0.0012635i,-0.0017133-0.0006232i,-0.0027296+0.00058669i,-0.0014032+0.00027849i,-0.00054615-0.00051193i,-0.0011891-0.00040258i,-0.0014522+0.00033059i,-0.001702+0.00099649i,-0.0012894+0.00093242i
-0.0029274+0.0015334i,-0.0026411+0.0034642i,-0.0020375+0.0055184i,-0.00040674+0.0046245i,0.0025221+0.0030782i,0.0036768+0.0019049i,0.0023223+0.0010006i,0.00036468+0.0018015i,-0.00019298+0.0026684i,0.00030143+0.0019427i,0.00027068+0.0016358i,0.00029827+0.0017021i,0.00022592+0.00085126i,-0.00049186-7.4884e-05i,-0.0011712-0.0011863i,-0.0013349-0.0016357i,-0.00082058-0.0013715i,-0.00096892-0.0010881i,-0.0017776-0.001384i,-0.0017306-0.0017045i,-0.00033003-0.0011223i,0.0015152+7.9897e-05i,0.0020297+0.00060489i
0.0050462-0.0015462i,0.0032706-0.00096255i,0.001298-0.00066481i,-0.00052332+0.00050136i,-0.001389+0.0010745i,-0.0010762+0.0014624i,-0.00019248+0.003128i,0.00058146+0.0044751i,0.00079745+0.0035411i,5.9873e-06+0.00132i,-0.0017823+0.00106i,-0.0034057+0.0024131i,-0.003521+0.0022714i,-0.002325+0.00071485i,-0.0010735-0.001017i,-8.316e-05-0.0015362i,0.000511-0.00056932i,0.00046164+0.00020612i,0.00036058+0.00065263i,0.00032361+0.00075587i,0.00039939+0.0007107i,0.00023366+0.0012671i,-0.00032005+0.00073668i
0.0015199+0.0014953i,0.0014584+0.00052488i,0.0023721-0.0013559i,0.0015204-0.0022364i,-0.0010501-0.0010939i,-0.0019434+0.0011003i,-0.0025088+0.002719i,-0.0022621+0.0015072i,-0.0011015-0.00068789i,-3.8803e-05-0.0018044i,0.00052091-0.0021824i,0.00021913-0.0025015i,-0.00066831-0.0028863i,-0.00070668-0.0017477i,-0.00082028-0.00026027i,-0.0014411+3.1377e-05i,-0.001363+2.0354e-05i,-0.00089324+0.00053927i,-2.3721e-05+0.0011342i,0.0010091+0.00052915i,0.00094864-0.00049434i,0.00071837-0.0013728i,0.00095274-0.0017622i
0.0013462+0.00050227i,0.0012611-0.00048729i,0.0022487-0.0009893i,0.0022316-0.0019628i,0.00029961-0.0014198i,-0.0020194+0.00043896i,-0.0030435+0.0017438i,-0.0025705+0.0016866i,-0.00091233+0.0010285i,0.0014235+0.00015117i,0.0022675+0.0005877i,0.0015603+0.0015265i,0.0011131+0.0011105i,-4.1848e-05-0.00016263i,-0.001697-0.0015162i,-0.00099696-0.0023148i,0.00074856-0.0016063i,0.0013148-0.00079608i,0.0016854-0.00066242i,0.0020495-0.00069522i,0.0014062-0.00051391i,0.00050477+0.00029336i,0.00027739+0.0005063i
-0.00084059-0.0012958i,-0.0018709+0.00093419i,-0.002734+0.002638i,-0.0021055+0.0030929i,0.0002575+0.0031687i,0.0019024+0.0021568i,0.00098165+0.00080049i,-0.00063885+0.00027142i,-0.0011182+0.0014466i,-0.0012725+0.002588i,-0.0020178+0.0029948i,-0.0022292+0.0032227i,-0.0010071+0.0025052i,0.00096626+0.0022541i,0.0021129+0.0027046i,0.0010696+0.0032987i,-0.00017577+0.0021552i,-8.6639e-05+0.00018022i,0.00031429-0.0002608i,-0.0002209+9.8596e-05i,-0.0013156+0.00091448i,-0.0020503+0.00083382i,-0.0022803+0.00070444i
0.001269+0.0015738i,0.0016951+0.0006915i,0.0029907+0.0012647i,0.0035029+0.0010228i,0.0030768-0.00032842i,0.002617-0.00060643i,0.0020543-0.00033043i,0.00052678-0.00010803i,-0.0011314+0.00099611i,-0.0017452+0.0012799i,-0.0019112-0.0005516i,-0.0021538-0.0019405i,-0.0014778-0.0016258i,-0.0015186-0.00086222i,-0.0030944-0.0010701i,-0.0035544-0.0016482i,-0.0022909-0.0018178i,-0.0018186-0.0020158i,-0.0026244-0.0013011i,-0.0026353-0.00031315i,-0.0016541-9.0558e-05i,-0.00032989+0.00036567i,0.00062828+0.0010248i
0.0018912+0.0017873i,0.0026393+0.0014539i,0.0017442+0.0016568i,0.00012262+0.00090516i,-0.0011852-0.00051979i,-0.0017067-0.0012312i,-0.00095147+0.00024947i,-0.00085762+0.0010775i,-0.0010333-2.1315e-06i,-0.00078063-0.00087341i,-0.00089996-0.001084i,-0.0010778-0.00052217i,-0.00054152-0.00058197i,0.00020255-0.0013054i,0.00086993-0.0015i,0.0020882-0.00094661i,0.0024076+0.0006853i,0.0019012+0.0014127i,0.0014287+0.00081057i,0.0011984+0.0010321i,0.0011469+0.0012096i,0.001523+0.0013288i,0.0010815+0.0013947i
-0.0017204+0.0021471i,-0.0024984+0.0035671i,-0.0013229+0.0038597i,0.00034353+0.0024972i,0.0015887+0.0011064i,0.00077083+0.00069059i,-0.0012663+0.0012438i,-0.0009985+0.0014825i,0.00078479+0.00033456i,0.001835-0.0016811i,0.0010927-0.0014844i,-0.00034959-0.00087524i,-0.0011649-0.001363i,-0.0018503-0.0010785i,-0.003089+6.2664e-05i,-0.0046449+0.0010614i,-0.0046142+0.0010358i,-0.002969+0.00076066i,-0.001521+0.0014182i,-0.00044486+0.0016465i,0.00027054+0.00071536i,0.0010897-0.00049332i,0.001649-0.0010424i
0.001825+0.0010631i,0.0014089+0.0014067i,0.0016537+0.00034702i,0.000891-0.00095406i,-0.0011888-0.0006562i,-0.0018968+0.0014102i,-0.001462+0.0032036i,-0.00081066+0.0032758i,0.000496+0.002057i,0.0011479+0.0012773i,0.0013186+0.002187i,0.0018062+0.0024841i,0.0016415+0.00030235i,0.0011224-0.0018454i,0.00068872-0.002841i,0.0012185-0.0037311i,0.0015762-0.0038291i,0.0016751-0.0027266i,0.0017306-0.0023247i,0.001077-0.0027153i,0.00041061-0.0022407i,0.00016184-0.0015357i,1.1661e-05-0.00088311i
0.00053285-7.3199e-05i,0.0015952-0.00061951i,0.0024773+2.5419e-08i,0.0019378+0.0014394i,0.0010111+0.0019634i,0.00053178+0.0013651i,-0.00082495+0.00099043i,-0.0028068+0.0015127i,-0.0028267+0.0020792i,-0.0016849+0.0024102i,-0.0012085+0.0018553i,-0.0019167+0.0013055i,-0.0025801+0.0028022i,-0.0013269+0.0047677i,-0.00016726+0.0051882i,0.00023899+0.004518i,-0.00031766+0.0033701i,-0.00071205+0.0020674i,-0.00025123+0.0019318i,-7.4958e-05+0.0019799i,-0.00091384+0.0012274i,-0.0019991+0.00099651i,-0.0023629+0.0017489i
0.0037066-0.0021972i,0.0025641-0.0017003i,0.00097404-0.00059669i,-0.00070764-0.00079146i,0.00028991+2.2221e-05i,0.00084405+0.0015407i,-0.00072552+0.0018349i,-0.0022406+0.0013928i,-0.003068+0.0010547i,-0.0029356+6.7277e-05i,-0.0022317-0.0014531i,-0.0020481-0.001759i,-0.0026314-0.0017244i,-0.0030229-0.0013438i,-0.0043542-0.0011333i,-0.0052283-0.0026315i,-0.0035667-0.0034728i,-0.0015924-0.0029264i,-0.0018746-0.0018875i,-0.0027947-0.0013763i,-0.0027783-0.0015864i,-0.0019247-0.00024955i,-0.0017227+0.0014739i
0.00072437-0.0011454i,-0.00071075+0.0003672i,-0.0021389+0.00093315i,-0.00071873+0.00045259i,0.00047107-0.00043137i,0.00035958-0.00024598i,0.00096769+0.00047258i,0.0017006+0.00071329i,0.0014187+5.493e-05i,0.00084865-0.00054751i,0.0015771-0.00066548i,0.0028617-0.00021036i,0.0032315+6.7059e-05i,0.0040359+0.00069171i,0.0046554+0.0013519i,0.0042516+0.0014511i,0.0039992+0.0017485i,0.0035861+0.001729i,0.0027595+0.00064642i,0.001312+5.702e-05i,0.0011755-0.00021544i,0.0020664+0.00034873i,0.0018291+0.00064966i
0.00041593-0.00041715i,-0.00010018-0.00032945i,0.00072413-0.00051208i,0.00083213-1.3572e-05i,-0.00071964+0.0013311i,-0.00031872+0.0018873i,0.0010932+0.0012791i,0.0011119-7.7763e-06i,0.00078887-0.00065099i,0.00091407-0.00054791i,0.0012925+0.00013943i,0.00082292+0.0013818i,-0.00081524+0.0023272i,-0.0023991+0.0023982i,-0.0039567+0.0021482i,-0.0054813+0.0015322i,-0.0054435+0.0010619i,-0.0040249+0.0013507i,-0.0028182+0.0018681i,-0.0015313+0.0014886i,-0.00074536+0.0010374i,0.0002148-0.00015783i,0.001446-0.0016381i
0.0015313-0.0024258i,0.0013792-0.0028257i,0.0013736-0.0018363i,0.00051578-0.00097905i,-0.0015355+0.00022838i,-0.0017265+0.0020734i,-0.00048497+0.0026662i,-0.0013512+0.002805i,-0.0022489+0.0022591i,-0.001456+0.0014631i,-0.0014435+0.0016412i,-0.0011703+0.0019961i,0.00091192+0.0013226i,0.0027687-0.00041946i,0.003141-0.0031257i,0.0027919-0.0051815i,0.0023794-0.0048753i,0.0019857-0.0038998i,0.0015266-0.0031541i,0.00126-0.002357i,0.00063378-0.0021196i,0.00019062-0.0019574i,0.00019925-0.0016006i
0.00034508+0.00063218i,-8.7769e-05+0.001623i,-0.0011334+0.0022153i,-0.00097103+0.0031222i,0.00012294+0.0038948i,0.00024663+0.0032946i,-0.0010801+0.0026126i,-0.0020728+0.0023757i,-0.0017313+0.0019962i,-0.00085055+0.0013366i,-0.00048587-8.1939e-05i,-0.00039736-0.00060203i,-0.00080943+0.00098213i,-0.00019131+0.0028869i,0.00080212+0.0044032i,0.00014554+0.0049147i,-7.0036e-05+0.0048627i,-3.6195e-05+0.0036707i,4.6972e-05+0.001905i,0.0003502+0.0014513i,-0.0010245+0.00098729i,-0.0019332+0.00011779i,-0.00098876-1.5461e-05i
0.0017642+0.0012218i,0.0009152+0.00084427i,0.00042179-0.00041661i,-2.6291e-05-0.0022094i,-0.00085909-0.0025326i,-0.0021008-0.00052036i,-0.0021382+0.00091264i,-0.0018174+0.00037325i,-0.002089-0.00023857i,-0.0016211+0.00074399i,-0.00058749+0.00073769i,-5.0743e-05-0.00056963i,-0.0015452-0.0014842i,-0.0042744-0.0027378i,-0.0053487-0.0035784i,-0.0042223-0.0036244i,-0.0033429-0.0037471i,-0.003086-0.0039172i,-0.0021465-0.0034291i,-0.0016702-0.0022714i,-0.0013113-0.00081174i,-0.0015818+0.00056129i,-0.0026726+0.0011608i
-0.0016531+0.0028015i,0.00038695+0.0016782i,0.0027704+0.0029117i,0.0033615+0.0024201i,0.0018582+0.0004409i,0.0011389-0.00011344i,0.00072527-0.00062477i,-0.00074009-0.0015028i,-0.0013512-0.00095083i,0.00046584-1.4987e-05i,0.002334+0.00018879i,0.002595-0.00021283i,0.0028656-0.001025i,0.0033947-0.00042696i,0.0036194+0.00042569i,0.0039343+0.00080185i,0.0037515+0.0021302i,0.0032186+0.0029672i,0.0027803+0.0018454i,0.0019159-9.7842e-05i,0.0018237-0.00040443i,0.0022258+0.00088478i,0.0017607+0.0014163i
0.0027295-0.00093667i,0.001303-0.00031077i,-0.0010641+0.0014619i,-0.0013584+0.0014405i,0.00063603+3.7825e-05i,0.0021299+0.00042757i,0.0021751+0.00029307i,0.001676-0.00063189i,0.0011252-0.0010754i,0.00048727-0.00099503i,-0.00027705+0.00020407i,-0.00079887+0.0020602i,-0.0014524+0.0027807i,-0.0028281+0.0022787i,-0.0046004+0.002363i,-0.0058054+0.0013381i,-0.0060894+0.00058368i,-0.0048492+0.0017733i,-0.0034106+0.0026886i,-0.001584+0.0022083i,-0.00020642+0.0017144i,-0.00032454+0.0010873i,-4.3148e-05-2.3761e-05i
0.0023327-0.0015308i,0.0023509-0.00099987i,0.0010373-0.00049687i,-0.00057591-0.000428i,-0.0014358+0.00018563i,-0.0016894+0.0012181i,-9.6004e-06+0.001944i,0.0015263+0.0027612i,0.0016691+0.0029751i,0.00093041+0.0019398i,-0.00037466+0.0011484i,-0.0016802+0.00092842i,-0.0012986+0.00015949i,0.00015966-0.000949i,0.00079107-0.0028038i,0.0020048-0.0042522i,0.0023584-0.0040592i,0.0016087-0.0034591i,0.0022481-0.0026689i,0.002015-0.00088035i,0.00031776-5.7311e-05i,-0.00048624-0.00095599i,-0.00052707-0.0012672i
-0.00081669+0.00011052i,-0.00048005+0.0012813i,0.00055604+0.0031255i,0.0005918+0.0029689i,2.4638e-05+0.0018841i,-0.00012491+0.0023105i,-0.00067633+0.002692i,-0.0019677+0.0023791i,-0.0027222+0.0018601i,-0.0016553+0.0014671i,0.00028661+0.00030167i,0.0011931-0.00063284i,0.00055705+9.1644e-05i,-6.4833e-05+0.0017141i,-0.00010057+0.0035016i,-3.3242e-05+0.0033978i,0.00036413+0.0021485i,0.0004985+0.0018645i,0.0011906+0.0016653i,0.0010794+0.00063111i,0.00010779+0.00032561i,-0.00018703+0.0012039i,-0.00036009+0.00076215i
