0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
-0.00061354-0.00051978i,-2.9486e-05-0.00088059i,0.00082968-0.00054663i,0.00060468+5.9073e-05i,0.00013252-0.00030202i,-0.00068069-0.00065189i,-0.0017815-0.00014568i,-0.0020818+0.0001594i,-0.0011202+0.00070715i,-3.038e-05+0.0009706i,0.0001599+0.00055013i,0.00014133+0.0004366i,1.9778e-05+0.00050698i,0.00013139+5.6005e-05i,0.00067239-0.00036933i,0.00057735-0.00039448i,4.9141e-05-0.00045152i,0.00045044+0.00010077i,0.0012138+0.00098456i,0.00080875+0.00032809i,-0.00018503-9.7783e-05i,-0.00043084-0.000271i,-0.00016046-0.00048028i
0.0003297+0.0014678i,0.00090938+0.0014807i,0.00081941+0.00078754i,0.0014121-0.0004002i,0.00048833+0.00023342i,-0.0011556+0.0010577i,-0.0011447+0.00099044i,-9.3161e-05+0.0012744i,0.0010024+0.0011379i,0.0015649+0.00064307i,0.0017998-0.00018342i,0.0020066-0.00054106i,0.0017673-5.6119e-05i,0.00095489-0.00024838i,0.00011581-0.00054451i,-9.9861e-05-0.00071673i,-0.00044436-0.00025417i,-0.00041545+0.00027071i,-0.00033343-7.5627e-05i,-0.00044042+0.00021166i,-0.00022206+0.00067231i,0.00025902+0.0005129i,-8.7289e-05+0.00022635i
-0.0010142+0.00044354i,-0.00075502+0.00047634i,-0.00079964+0.0007086i,-0.0003603+0.0011285i,0.00012151+0.00096819i,-2.544e-05+0.00087312i,-9.4033e-05+0.00045058i,-0.00014389+0.00069556i,0.00041441+0.00098596i,0.0011394-0.00050256i,0.00095796-0.0010971i,0.00024689+0.00019737i,-0.00038966+0.00076321i,-0.0006278+0.00072941i,-0.00016127+0.00028029i,0.00045573-0.0004599i,0.00054597-0.000506i,0.00044824-0.00031174i,-5.4493e-05-0.00051406i,-0.00072044-0.00085815i,-3.121e-05-0.0010494i,0.00043223-0.00094227i,-0.00041853-0.00052938i
-8.0153e-05-0.00023378i,-0.00066519-0.00036968i,0.00032531-0.00010064i,0.0018568+0.00014411i,0.0011689-0.00050253i,-0.00062546-0.00082259i,-0.00081192-0.00062387i,4.3434e-05-0.00058551i,0.00033316-0.00019161i,0.00031505-0.00061444i,0.00035754-0.00051917i,0.00024655+0.00030423i,-1.4687e-05+0.00044014i,-0.0011368-0.00021272i,-0.0014001-0.00088091i,-0.0003384-0.00070107i,-0.00043436-0.00024923i,-0.00054365-0.00054533i,-0.00013429-0.0011498i,-9.0773e-05-0.00087407i,-0.00063616-0.00044632i,-0.0006143-0.00023609i,0.00041372+0.00047531i
0.0002094-0.0011892i,0.00046538-0.00071281i,0.0013308-0.0017125i,0.00077185-0.001493i,-0.00056029+0.00011184i,-0.00058172+0.0011712i,-0.00028554+0.00073715i,-0.0004703+0.00015896i,-0.00084823+0.00012544i,-0.00055023-0.00020057i,-0.00015731+9.3354e-05i,8.986e-05+0.0010623i,0.00016786+0.00097135i,0.00024867+0.00040793i,0.00010198+0.00013545i,0.00032206-0.00045427i,0.00069347-0.00044708i,0.00029868+4.1095e-05i,-0.00021094-0.00048269i,-5.7088e-06-0.0015172i,-0.00023817-0.0014847i,-0.00060469-0.00088456i,-0.00076419-0.00053751i
0.001598-0.0002777i,0.0025582-0.0015608i,0.0030937-0.0014098i,0.0019416-0.0014324i,0.00092868-0.0017409i,0.00026432-0.0011875i,-5.4037e-06-0.00077405i,-0.00021315-0.00039996i,-0.00066088+3.3026e-05i,-0.00084814+0.00034229i,-0.00065771+0.00056556i,-0.00065696+0.00099163i,-0.00058516+0.00046639i,0.00021323-0.00011152i,0.00052927-0.00020665i,0.0005699-0.0010872i,0.00036157-0.0012265i,-0.00038918-0.00050824i,-0.00055214-0.00044389i,-5.111e-06-0.00055608i,-2.6781e-06-0.00018395i,-0.00042814+7.0425e-05i,-0.00035532+0.00041211i
-5.5328e-05+0.0003309i,-0.00011399-0.00034743i,0.00050007-0.0016458i,0.00097259-0.002012i,0.00039817-0.00083219i,-0.00078147+0.00043643i,-0.00085625+0.00064176i,-0.0010851+0.00042677i,-0.001547+0.00053022i,-0.00079132+0.0011467i,-0.00017812+0.00095372i,-0.00043535-0.00026226i,-0.00072094+3.3455e-06i,-0.00084949+0.00031868i,-0.00082985-0.00069348i,-0.0006651-0.0012708i,-0.00027759-0.00063423i,-3.9577e-05-0.00050098i,-0.00060948-0.00082728i,-0.00057826-7.4441e-05i,-0.00019392+0.00071707i,-0.00036259+0.00046366i,-0.00034443+2.7761e-05i
7.6859e-05-0.0018246i,5.3097e-05-0.0027646i,-0.00046328-0.0028694i,-0.0011063-0.0018064i,-0.0014781-0.00075867i,-0.0013852+0.00033952i,-0.0011867+0.00016892i,-0.0010252-3.5811e-05i,-8.9936e-05+0.00030969i,0.00039789+0.00058833i,0.00036148+0.00058749i,0.00076992-1.4774e-05i,0.00017878+2.686e-05i,-0.00028644+2.324e-05i,0.00015856-1.5447e-05i,0.00040066+0.00015314i,0.00087944-3.1355e-05i,0.00069538+7.5018e-05i,0.0003297+0.00038013i,-9.1801e-05+0.00013844i,0.0001176-0.00026792i,0.00033195-0.00070851i,0.00021069-0.00059812i
0.00030428-0.00043153i,0.00094598+0.0004911i,0.0016899+0.0013352i,0.0017428-0.00021214i,0.0012025-0.0012106i,-0.00030713-0.000103i,-0.0010525-0.00034972i,-0.00062812-0.00047221i,2.8214e-05+0.00087384i,0.00095562+0.0012465i,0.0013927+0.00025985i,0.00097462+0.00015671i,0.00087369+0.00010715i,0.00048786-0.00060199i,-0.00029901-0.00010523i,-1.348e-06+0.00056914i,0.00042666+0.00038237i,0.00031735+0.00050691i,0.00030886+0.00075502i,0.00033942-0.00020729i,0.0002512-0.00057171i,1.7008e-05+0.00070261i,0.00016783+0.00062699i
0.00082872+0.00068385i,0.0014164+0.00086882i,0.0015889+0.00069102i,0.0014969-9.584e-05i,2.6743e-05-0.00029003i,-0.0013654+7.5378e-05i,-0.0010991+0.0011217i,-0.0007179+0.0014184i,-7.1771e-05+0.00080235i,0.00013157-0.0004623i,-0.00010107-0.0012416i,0.00015504-0.000805i,0.00059623-0.0010476i,0.00030055-0.00085321i,0.00022532+2.9599e-05i,0.0010855+0.00018664i,0.00096473+0.00037616i,0.00020056-2.4949e-05i,0.00022268-0.00080007i,0.00040307+0.00019075i,0.00020676+0.00074703i,-2.1956e-05+0.00033771i,-0.00015044+0.00024831i
0.0014073+0.00010408i,0.0017054-0.0011367i,0.0028637-0.00068969i,0.0028352-0.00020226i,0.00059916+0.00012276i,-0.00084107+0.00057173i,0.00016919+0.00040387i,0.0010916-0.00033965i,0.00099369-0.00011072i,0.00047867+0.00018797i,-0.00023781-0.00059917i,-0.00092424-0.00099005i,-0.00032029-0.0011592i,1.5291e-05-0.00064832i,0.0004876-0.00015454i,0.00093112-4.3504e-05i,0.0005258-0.00011174i,-0.00018164-0.00020366i,-0.0010552-0.00020093i,-0.0010288-0.00044926i,-0.00015913-0.00058134i,0.00056835-0.00029745i,0.00060234+0.00045447i
-0.0015134-0.0010575i,-0.00090897-0.0014253i,0.0006239-0.00074029i,0.0010823-0.00092391i,0.0016012-0.0011337i,0.001512-0.0010867i,0.00063882-0.0012138i,0.00013741-0.00082697i,-0.0006313-0.00062234i,-0.00075202-0.0010121i,-0.00057004-0.00049495i,-0.00077718+0.00068985i,-0.00026483+0.0013108i,0.00016112+0.00098552i,3.687e-05+0.00061704i,0.00033818+0.00073932i,0.00029543+0.0004636i,-0.00010266+0.00022624i,-0.00054304-0.00028337i,-0.00053855-0.00068196i,-3.0443e-05-0.00030695i,-0.00015864-0.00038454i,-0.00033214-0.00068046i
0.00047654+0.0022667i,0.0012054+0.0023015i,0.0018754+0.0017927i,0.0015543+0.00012558i,0.00041127-0.00099681i,4.8541e-05-0.00029928i,-0.00027861+0.0009669i,-0.00066962+0.00077014i,-0.001183+0.00053578i,-0.00069787+0.00049619i,-0.00011972+0.00096386i,0.00018167+0.001059i,0.0004359+0.00027096i,-9.8348e-05+0.00012554i,-0.0001424-0.00017145i,0.0011337-0.00035183i,0.0013193+0.00011288i,0.00014993+0.00040017i,-0.00031658+0.0010878i,-0.00028737+0.001187i,-0.00047285+0.00043746i,-0.00079665+0.00013053i,-0.0010862+0.00089027i
1.7175e-05-0.0016548i,-0.0005093-0.0018999i,-0.00033479-0.0023049i,-0.00087618-0.0013522i,-0.0013019+0.00050121i,-0.001711+0.0015015i,-0.0012102+0.0010008i,-0.0010454-0.00011814i,-0.0014884+0.00029651i,-0.0012321+0.0020132i,-0.00094282+0.0023518i,5.5342e-05+0.0012979i,-0.00030507+0.00050752i,-0.0010494-0.0004569i,-0.00011441-0.00068373i,0.00041847-0.00068038i,-0.00043823-0.0011581i,-0.00077296-0.00077371i,-0.00014179+0.0001037i,-0.00032284-4.6935e-05i,-0.00076926-0.00059953i,-0.00073569-0.00076993i,-0.0004354-0.0006192i
-0.000749+0.0016426i,-0.00013774+0.0017693i,0.0010658+0.001447i,0.0019946+0.00079408i,0.0010151+0.00065028i,8.3742e-05+0.00041324i,-0.00029165-4.4459e-05i,-0.00079251-0.00010499i,-0.0013794+0.00034595i,-0.00076609+0.00020572i,0.00090793+0.00019971i,0.0012894+0.00046062i,0.00062518+0.00090105i,0.0005006+0.0008787i,0.00057356+0.00063046i,0.00015427+0.00036515i,0.00044013+0.00031444i,0.001333+5.5306e-05i,0.00060047-0.00076233i,-0.00078238-0.0013704i,-0.00030624-0.00033937i,0.00036889+0.00058204i,-0.00039203-0.00011341i
4.7246e-05+0.00012338i,5.4655e-05-0.00033906i,0.0007203-0.00074296i,0.0020252-0.00078128i,0.0013378+0.00019956i,-0.00027596+0.0011635i,-0.0011158+0.00059045i,-0.00094322-2.0227e-06i,-0.00049727+0.00062499i,0.00024157+0.0011513i,0.0011618+0.00049688i,0.0010431+8.1677e-05i,7.565e-05+0.0003393i,-8.3695e-05-3.3421e-05i,0.00055996-0.00036999i,0.0004467-0.00034294i,0.00031526-0.00038193i,0.00028516+8.3644e-05i,0.00031646+0.0010796i,4.0437e-05+0.001145i,9.603e-05+0.00018195i,0.00020489-0.00049256i,0.00018441+0.00024779i
0.00084113+0.00052184i,0.00074141-5.0438e-05i,0.0013163-0.0010224i,0.00149-0.00080522i,0.00096311-0.00055123i,0.0004023+0.00027269i,-0.00012963+0.00071219i,-0.00044678-2.2265e-05i,-0.00056886+6.2249e-05i,6.9167e-05-1.5491e-05i,0.00038262-0.00074019i,0.0003028-0.00045891i,0.00037385-0.00010383i,0.00022951-2.4244e-05i,0.00026029+0.00031209i,0.00017676+0.00075113i,0.00019599+0.00077023i,0.00049276+0.00066417i,0.00055083-6.0094e-05i,-0.00026393-0.00027242i,-0.00031523+3.382e-05i,9.8521e-06+0.00075494i,0.00042726+0.001043i
-0.0022124-0.00094037i,-0.0021231-0.00050763i,-0.0022391-0.00015128i,-0.0011757-0.00022041i,-0.00025334+0.00044929i,6.8067e-05+0.0012178i,-0.00073003+0.00058477i,-0.0015375+0.00036213i,-0.00091718+0.00082609i,0.00061454+0.00015005i,0.00098072-0.00069934i,9.1753e-05-0.00080782i,9.8266e-07-0.00044434i,-3.4498e-05-6.3051e-05i,4.0873e-05+0.00015483i,0.00075634+0.00016948i,0.00043643-0.00011664i,-0.00020182-0.00049604i,-0.00077963-0.00010429i,-0.0012395+0.00060083i,-0.0009834+0.0005824i,-0.00081771-0.00038955i,-0.00072131-0.00070988i
0.00076532-0.0011467i,0.0011389-0.0012538i,0.0013387-0.0006132i,0.00024523-0.00074344i,-0.0010003-0.00063589i,-0.00087146-0.00032915i,-0.00012008-0.00041739i,0.0004624-0.00054533i,0.0011507+4.4846e-05i,0.0018158-0.00010503i,0.0012564-0.0004311i,0.00027843-0.00034327i,-8.9224e-05-0.00014907i,-0.00031127+0.00031269i,-0.00021233-0.00013535i,7.7456e-05-0.00068446i,-0.00052773-0.0011899i,-0.00084111-0.00082435i,0.00027233+0.00022722i,0.0003992+0.0002758i,-0.00034964+0.00060898i,-0.00023457+0.0002739i,-0.00012997+0.00037505i
0.0012103-0.0010207i,0.00053862-0.0012269i,0.0012338-0.00079138i,0.0019134+0.00038734i,0.0011794+0.0011845i,4.8686e-05+0.0008947i,-0.00013251+0.00074647i,-0.00012933-4.6689e-05i,-0.00082069-0.00062664i,-0.0015552-1.3707e-05i,-0.001955+0.00077359i,-0.0019108+0.0005761i,-0.0009883-0.0001111i,-0.00061527-0.00032352i,-0.00029914-0.00018215i,0.00039195-0.00035172i,0.00054989-0.00039256i,-0.00013346-0.00013132i,-6.2952e-05-0.00049283i,-1.3774e-05-0.00068714i,-0.00072833-0.00046193i,-0.00054933-2.8763e-05i,0.00030415+0.00054575i
0.00068953-0.0013694i,0.0010449-0.0013218i,0.0017741-0.0025094i,0.0021212-0.0025548i,0.0012596-0.00085909i,-0.00016599-0.00021077i,-0.0007059+0.00014161i,-0.00086991+0.00026642i,-0.00073539+0.00041762i,-0.00055222+0.00065719i,-0.00099486+0.00085979i,-0.00020806+0.00089298i,-0.00023993+0.00048025i,-0.00097528+0.00024015i,-0.00079975-9.9393e-05i,0.00017257-0.00064653i,0.001042-0.00071248i,0.0008879-0.0005551i,0.0008284-0.00023729i,0.00041966-0.00013042i,-7.6386e-05-0.00027158i,-0.00017787-0.00054374i,-0.00051179-7.7251e-05i
0.00016275+0.00072856i,0.00075711+0.00032089i,0.00031085-0.00036662i,-5.8155e-05-0.0016401i,0.00068631-0.0013326i,0.00012718-0.00010698i,-0.0013135-6.2908e-06i,-0.001613+2.3834e-05i,-0.00070928+0.00058102i,0.00070956+0.0013057i,0.0012966+0.0016761i,0.00083561+0.0018368i,0.00037023+0.0015365i,0.00023517+0.00097087i,-1.0553e-05+0.00027591i,-0.00020587+0.0003878i,7.323e-05+0.00090151i,0.00077514+0.00022457i,0.0005883-0.00057581i,0.00057344-0.00034366i,0.00086465-0.00056622i,0.00058759-0.00087898i,3.3449e-05-0.00069442i
-0.0016289-0.00097076i,-0.0013927-0.0007093i,-0.00066357-0.0021732i,-0.00013249-0.0016235i,-0.00099011-9.439e-05i,-0.0010172+0.00077097i,-0.00062398+0.00067024i,-0.0011547+0.00021393i,-0.00077175+0.00053601i,1.8986e-05+0.0014721i,0.00026085+0.0019516i,0.00037144+0.0014296i,0.00027564+0.00051563i,-0.00031869+0.00065122i,-0.00081596+0.00071978i,-0.00025669+0.00077721i,0.00061646+0.00059008i,0.00090205+3.6127e-05i,0.00063334+1.9056e-05i,0.00038061+8.4975e-05i,0.00010156+6.9751e-05i,-0.00072181+0.00042135i,-0.00061364+0.00021816i
-0.001019-0.00060644i,-0.00024843-0.00059046i,-0.0004446+3.0455e-06i,-0.00039474+0.00054657i,0.00024204+0.0004697i,0.00056537+0.00077398i,-0.00041332+0.00063371i,-0.00061574+0.00016296i,-0.00025941+0.00046085i,4.8293e-05+0.00017487i,0.00049704-0.00060329i,0.0004294-0.0004681i,-0.000356-0.00030605i,-0.00032783-0.00048583i,-0.00046573-0.00049408i,-0.0003247-0.00079494i,0.00026253-0.00058799i,-4.6311e-05+0.00029626i,-0.00034212+0.00025228i,0.0001021-1.9447e-05i,9.1362e-05-0.00064852i,-0.00078511-0.00049234i,-0.00096779+0.00023396i
0.0014214-0.00072118i,0.0012846-0.0013345i,0.0022062-0.0026443i,0.0020038-0.0030941i,0.00084523-0.0018812i,-0.00067091-0.00035892i,-0.0011443-5.4786e-05i,-0.00044432-0.00028132i,0.00085666+3.323e-05i,0.0012212+0.00013955i,0.00043514-0.00049061i,-0.00041354-0.00074704i,-0.0004308+0.00015391i,-9.2959e-05+0.00058161i,0.00045788+0.00015979i,0.00078796+0.00010457i,0.00058015+0.0002111i,-0.00043967+0.00055233i,-0.00079197-0.00032105i,-0.00016962-0.0011977i,0.00032825-0.00041141i,-0.00034112-0.00010651i,-5.0776e-05-0.00034963i
0.00050759-0.00057108i,0.0016982-0.00063923i,0.0025632+0.00070421i,0.002266+0.0015818i,0.0017827+0.0018303i,0.00098802+0.0010384i,0.00042041+0.00029142i,-0.00012027+0.00087178i,-0.00066398+0.0014361i,-0.00033918+0.00080743i,-0.00054278-0.0004681i,-0.0011875-0.00052726i,-0.00010065+0.00045994i,0.00077001+0.00039601i,0.00045618+6.4535e-05i,0.00029036+0.00012597i,-2.5958e-05+8.5717e-05i,0.00017241+6.595e-05i,0.00029705+0.00013474i,0.00018907-1.7868e-05i,0.00021505+0.00025401i,0.00023897+0.00049941i,0.00052574+0.00062092i
-0.00019639+0.0023021i,-0.00046367+0.0018706i,-0.00036654+0.0024147i,0.00087175+0.0016535i,0.0014382+4.2055e-05i,0.0015253+3.0034e-05i,0.0007094+0.0011607i,-4.6712e-06+0.0012578i,0.00020289+0.00032716i,-6.9691e-05+0.00055581i,-0.00086058+0.00099204i,-0.00085943+0.0013707i,-7.2592e-05+0.001693i,0.00045585+0.0011759i,0.00024954+0.00016343i,3.7956e-05-0.00027891i,0.00018104+0.00026015i,0.00015287-5.463e-05i,0.00063281-0.000585i,0.00035617-0.00012117i,-0.00031903+0.00056382i,-7.1308e-05+0.0011827i,0.00033473+0.0015952i
-0.0013227-0.0015833i,-0.00066839-0.0019546i,-0.00038715-0.0028875i,-2.1959e-09-0.0023945i,-0.00055668-0.00088935i,-0.0010328+0.00058931i,-0.00077701+0.00020726i,-0.0004543-0.00045197i,-0.0004039+0.00047917i,0.00035559+0.001858i,0.00093807+0.0021829i,0.00094016+0.0011832i,0.0003744+0.0004698i,-4.9029e-05+0.00027407i,0.00029147-0.00017244i,0.0002346+1.5125e-05i,-0.00055491+5.0532e-05i,-9.0792e-05-4.5433e-05i,0.00089903-0.000437i,0.00033598-0.00097399i,0.0001772-0.00039264i,-7.0181e-05+0.00028913i,-0.00039691+0.00021252i
-0.00039039+0.00086769i,-0.00013594+0.00066623i,0.00016283+0.00062693i,0.00065136-0.0006326i,0.00098487-0.00056948i,0.00024886+0.00076245i,-0.0008337+0.0003047i,-0.0013842-0.0005767i,-0.00081767-1.3311e-05i,0.00034393+0.0011872i,0.0012743+0.0021318i,0.0010437+0.0020702i,0.00093852+0.00099161i,0.00076231-4.5047e-05i,-0.00038087-0.00015964i,-0.0010025-0.00035307i,-0.0010312-0.00061544i,-0.0010159-0.00052159i,-0.0010396-0.00013539i,-0.00065646+0.00036113i,0.00039008+0.00027432i,0.00021999+0.00079809i,-0.00021105+0.00061455i
8.2377e-05+0.0018171i,0.00013119+0.0020747i,0.00018454+0.0021569i,0.00065259+0.0011785i,0.00034052+0.00062049i,-0.0005522-4.3296e-06i,-0.001105-0.00039897i,-0.00052682-0.00079796i,0.0004-5.4756e-05i,0.0010336+0.00014404i,0.0015463-0.0011499i,0.0015125-0.0013591i,0.0012131+7.5806e-05i,0.00068733+0.00098826i,5.3006e-05+0.00073704i,-0.00010585+0.00049432i,-0.00030124+0.0003871i,0.00061247-0.00037467i,0.0010327-0.00076455i,-0.00039648-0.00070885i,-0.00067749+0.00020643i,-0.00011912+0.00092026i,0.00019158+0.00058472i
0.00046693-0.0024056i,0.00047516-0.0028247i,0.0017317-0.0039853i,0.0026074-0.0026979i,0.0013492-0.00076019i,-0.0013072-3.9267e-05i,-0.0026778-0.00010144i,-0.0026511-0.0012182i,-0.0016799-0.0012121i,0.00010962-0.0010757i,0.0011664-0.0019399i,0.00045717-0.0019598i,-0.00067559-0.00094891i,-0.00066445-0.00021231i,-0.00022361-1.2083e-05i,-0.00014934-0.00015947i,0.00022302+0.00019361i,0.00058111+0.00059953i,0.00032195+1.8167e-06i,-0.00022177-0.00027287i,-0.00090807-8.2797e-05i,-0.0012894+7.7069e-05i,-0.00074881+0.00040303i
0.00011264-0.00073901i,0.00028214+0.00023402i,0.0011429-0.00017864i,0.0010351-0.00016561i,-0.00018764+0.00080106i,6.2733e-06+0.0017254i,-0.00026139+0.0015382i,-0.0020244+0.00082445i,-0.0022888+0.0010277i,-0.0013333+0.00081155i,-0.00055807-0.0008955i,-8.8364e-05-0.001827i,0.00018554-0.001438i,0.00079832-0.00090091i,0.00083467-0.00041919i,0.00051465-0.00021909i,0.00054294-0.00050984i,0.0005657-0.00069945i,8.7892e-05-0.00049983i,0.00028455-0.00035994i,0.00029405+8.726e-05i,9.6468e-05-0.00018676i,0.00064871-0.00013067i
0.00033989-0.00014034i,0.00040822-0.0010246i,0.00067723-0.0021252i,0.0011836-0.0020565i,0.0014561-0.00083229i,0.00060056+0.00074729i,-0.00048666+0.00086836i,-0.0010866+0.0017552i,-0.001523+0.0027173i,-0.0022656+0.0020711i,-0.0027202+0.00060849i,-0.0027342-0.00016091i,-0.0011188-0.00031388i,0.00073758-0.00021658i,0.00055428+0.00061345i,0.00023824+0.00060165i,2.6929e-05+0.00027431i,-0.0010018+0.00031458i,-0.0010894+0.00052987i,-0.00062745+0.0003488i,-0.00074111-0.00029197i,-0.00050526-0.00062764i,0.00027569-0.00021978i
0.00057087+0.00072623i,0.000437+0.0004121i,0.0013724+0.0006327i,0.001281-4.4398e-05i,4.1507e-05-0.0014159i,-0.0008119-0.0013072i,-0.00071591+0.0002288i,8.6041e-05+0.00082711i,0.00060771+0.0014588i,0.00066365+0.0019248i,-0.00018797+0.0012087i,-0.00061633+0.00036712i,-0.00029149+0.00045544i,9.3461e-05+0.00097216i,0.00042242+0.00070862i,0.00024709-0.00023323i,-0.00044439-0.00065078i,-0.00066047-0.00066247i,-0.00016716+2.6318e-05i,0.00044917+0.00045577i,0.00066606+0.00022097i,0.00053917+0.00018294i,9.8039e-05+0.00085577i
-0.0007834-0.00019513i,0.00033557-0.00062595i,0.00054921-0.00055693i,-0.00046374-0.00013135i,-0.00075554+0.00092284i,0.00015113+0.0011674i,0.0010082-0.00022563i,0.0014157-0.00011967i,0.0012322+0.0015655i,0.0014486+0.0022525i,0.0014974+0.0025097i,0.00048685+0.0023424i,4.867e-05+0.001429i,-0.00030792+0.00044567i,-0.00066306-0.00035032i,-0.00045346-0.00058883i,-0.00053868-0.00018424i,0.0002828-9.4286e-05i,0.00065576-0.00039306i,0.0003916-0.00038052i,-2.0497e-06+8.127e-05i,-0.00032689-0.00027413i,-0.00081098-0.0010704i
-0.0013347+0.00091582i,-0.00042453+0.0014662i,0.00075669+0.00011529i,0.0016684-0.00088844i,0.0010773-0.00053984i,8.1854e-05-0.00054452i,-0.00063459-0.0010184i,-0.00050003-0.0011221i,0.00083386-0.00089734i,0.0012897-0.0002502i,0.0011504+0.00088174i,0.00050715+0.0015237i,-0.0002494+0.0017912i,0.00024417+0.0016846i,0.00038535+0.0009016i,0.00031922+0.0002623i,0.00040915-5.4009e-05i,-0.00010961-0.00026024i,-0.00031925-0.00010872i,-0.00036941+0.0002949i,-0.00035602-2.7963e-06i,0.00010516+0.00018073i,-7.3914e-05+0.00075383i
0.0021246-0.00047105i,0.0036016-0.00061721i,0.004537-0.0014035i,0.0040752-0.0016996i,0.0024911+0.00028376i,0.00030084+0.0012173i,-0.00088645-0.00023861i,-0.0011241-0.0014994i,-0.00040445-0.0017254i,0.0010299-0.0012595i,0.0024072-0.0011327i,0.002229-0.0011214i,0.00099077-0.00064153i,0.00063767-0.00030059i,0.00045991-0.00021961i,-0.00086092+0.00047584i,-0.0013149+0.0011241i,-0.00070779+0.00082185i,-0.00023722+0.00056771i,-0.00014883-8.2663e-05i,-0.00021977-0.00027411i,-0.00019333-0.00041025i,0.00044649-0.00054377i
-0.00040376-0.0015363i,-0.0005416-0.0018903i,-0.00025189-0.001928i,-0.00026588-0.00095553i,-0.00063671-0.00011007i,-0.00058447+0.0011225i,-0.00098984+0.00040962i,-0.0010427-0.00062759i,-0.0013043-0.00096865i,-0.0019315-0.0012984i,-0.00059387-0.00091609i,-0.00037809-0.001159i,-0.00060233-0.00091333i,2.5786e-05+0.00035034i,0.00025534+0.00047735i,7.8717e-05+0.0001181i,-3.9706e-06-0.00025733i,0.00036375-0.00075732i,0.00063882-0.00077634i,-9.1595e-05-0.00054434i,-0.0001205-0.00052526i,0.00020941-0.00062624i,0.00041443-0.00013676i
-0.0012965+0.00090991i,-0.001153-0.00042072i,-0.00091909-0.00036533i,0.00045355+1.044e-05i,0.00048987+0.00012343i,0.00030239+0.00027327i,-0.00045788+0.00010483i,-0.0013248+0.00063893i,-0.0015693+0.00087075i,-0.0013655-0.00050415i,-0.00092961-0.0016017i,-0.00084122-0.00096619i,-0.00045819+0.00047024i,0.00046082+0.00093961i,0.00042587+0.00031503i,5.6565e-05-0.00045454i,0.0011613-0.00067894i,0.0011319+0.0001093i,-0.00054937+0.0010149i,-0.00097849+0.00039463i,-0.00038913-0.00069915i,0.00026522-0.00081748i,0.00014482-0.00038654i
-2.2558e-05-0.00050339i,0.00047156-0.0002086i,0.0015075-0.00016804i,0.0010171-0.00014451i,0.00025737+0.0006841i,-0.00043537+0.0012079i,-0.0011233+0.000693i,-0.0016117+0.0012294i,-0.001462+0.0027794i,-0.001351+0.0028743i,-0.0011725+0.001584i,-0.00059716+0.00057973i,-0.00014665-0.00014627i,0.00040761-0.00043879i,0.00056815+0.00023109i,0.00058519+0.00087859i,0.00051838+0.00061089i,5.7274e-05-0.00030892i,0.00029454-0.0011274i,0.0010659-0.00065316i,0.00083976+7.2214e-05i,0.0003592+0.00054613i,0.00039236+0.00084217i
0.0010024-0.00035676i,0.00062625-0.00028875i,0.0010388-0.0011431i,0.0016766-0.001634i,0.00027624-0.00071199i,-0.00060035+0.00054581i,-0.00012021+0.00056175i,1.9959e-05+0.00052617i,0.0008246+0.0011829i,0.00038964+0.0019066i,-0.00074504+0.0021151i,-0.00074815+0.0014533i,-0.00021776+0.0013153i,0.00014969+0.0013335i,-3.0794e-05+0.00043686i,0.00015031-0.00020085i,6.9084e-05+0.00019896i,-1.2434e-05+0.00048272i,0.00020117+0.00058979i,0.00016254+0.00027842i,0.00032177+0.00018427i,4.847e-05-0.0005128i,-0.00024745-0.00051804i
2.8332e-05-0.00018455i,-5.6667e-05-0.00012102i,0.00014381+0.00074543i,0.001278+0.0012207i,0.0021621+0.0015123i,0.001242+0.00057002i,0.00050999-6.0363e-05i,0.00066437+0.00063331i,0.0011883+0.0013088i,0.0012552+0.0011239i,0.00078077+0.0014092i,0.00089108+0.0018845i,0.0012473+0.0016215i,0.00087767+0.0016512i,0.00030941+0.0010573i,-0.00031962+0.00046608i,-0.00072126+0.00047685i,-0.00028008+3.468e-05i,8.1055e-06+6.6997e-05i,-0.00035133+0.00046207i,-0.00062874+0.00060546i,-1.6534e-05+0.0003264i,0.0005041+0.00033109i
0.0027182-0.00114i,0.0030531-0.0019531i,0.003231-0.0031533i,0.001677-0.0033919i,-0.00072709-0.0021064i,-0.0017719-0.00035413i,-0.0018939-0.00088247i,-0.0010168-0.0014612i,0.00037966-0.00051092i,0.0017023-0.00043071i,0.0024117-0.0008107i,0.0022683-0.0011313i,0.001803-0.0014486i,0.001402-0.0009736i,0.0010491-0.00060461i,0.00016273+0.00019562i,-0.00085355+0.00078501i,-0.00087906+0.00083488i,-0.00029062+0.00080776i,0.00021118+0.00072014i,-0.00013373+0.00022461i,-0.0010227-0.0002187i,-0.0010387+0.00082418i
