-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
0.00062516+0.0017975i,0.00080942+0.0017556i,0.0013052+0.0015216i,0.00083292+0.00065243i,0.00082175-0.00023132i,-0.00024404+5.7617e-05i,-0.00059851+0.00084672i,0.00043268+0.0011145i,0.00071207+0.0012156i,0.00096145+0.00054319i,-0.00012623+0.00033985i,-0.0010466+0.00063074i,-0.00044137+0.00077137i,0.00036481+0.00062704i,0.00012017+0.00032277i,-0.0002597+0.00061073i,0.00032646+0.00044546i,0.00085511+8.1554e-05i,0.00064235+5.993e-05i,0.00049558-7.3472e-05i,0.0001879-0.00054283i,-0.00033995-0.00015818i,-8.7549e-05+0.00030301i
-0.0011878-0.00043165i,-0.00061268+0.00058207i,0.00044185+0.0017557i,-0.00024352+0.0025424i,-0.0014591+0.0020324i,-0.0011235+0.0015358i,-0.00080791+0.00010005i,0.00025997-0.00045578i,0.00086187+0.00040868i,0.00038606+0.00021013i,-0.0001529-0.00030217i,-0.00085809-0.00018282i,-0.00064901+0.00020618i,0.00017562+0.00081214i,0.0001033+0.00044401i,9.6738e-06-0.00016287i,8.7644e-05-3.9721e-05i,-0.00017353+0.0002235i,-0.00062444+0.00059946i,-0.00014149+0.00036326i,-0.00016111+0.00069392i,7.8498e-05+0.00029643i,0.00042989-0.00081461i
0.0016727-0.0032094i,-4.1345e-05-0.0023886i,-0.0013969-0.0017959i,-0.0019525-0.00098326i,-0.002497+8.7181e-06i,-0.0023974+0.00076412i,-0.0015946+0.00079596i,-0.00036669+0.0010658i,0.0001429+0.00081606i,0.00014757-0.00047676i,0.00024392-0.00083654i,-0.00014593-0.00025669i,-0.00038644-1.9938e-05i,-0.00012004+0.00028326i,0.00037414+0.00023543i,0.00042018+0.00041501i,-0.0005019+0.00030182i,-0.0002228-0.00026972i,0.00072413-0.00052889i,0.00099354-0.00020342i,0.00093732-0.00036212i,-8.0011e-05-0.00070067i,-0.00079925-0.00029256i
-0.0020863-4.0487e-05i,-0.0027199+0.00049547i,-0.0019583+0.0017274i,-0.0011315+0.00096302i,4.2296e-05+5.4705e-06i,0.0013277+0.00058276i,0.0011441+0.00088509i,0.0004128+0.00080155i,0.00023092+0.00095087i,0.00029416+0.0010015i,0.0003789+0.00031389i,-0.00011923+0.00024363i,-0.00036261+0.0008075i,-0.00044858+0.00012544i,-0.00040413-0.00078437i,-0.00020806-0.00084796i,-0.00071583-0.00013616i,-0.0012418-2.4677e-05i,-0.00081343-0.00021908i,-0.00016361-0.00028341i,8.6925e-05-5.1993e-05i,0.00014375-4.925e-05i,0.00051624-0.00013419i
0.00055833-0.0023025i,-0.00017464-0.0018699i,-0.00086536-0.0015288i,-0.0018173-0.0015746i,-0.0023556-0.0013048i,-0.0024427-0.0004905i,-0.001216-0.00026579i,0.00047959-0.00024069i,0.0010073-0.00049607i,0.00033132-0.00083675i,0.00015267-0.00052467i,-8.3938e-06+0.00021664i,-0.00016694+0.00031046i,-0.00013639+0.00061237i,-0.0001069+0.00078548i,-0.00033517+0.00060773i,9.4939e-05+0.00032711i,-3.0358e-05+0.00021293i,-0.00035447+6.5577e-05i,-0.0001589-0.00031852i,-0.00067272-0.00028309i,-0.00087159+0.00020573i,-0.00022993+0.00030923i
-0.0005868-0.00071719i,-0.00098691-9.0885e-05i,-0.00090706+0.00031741i,0.00014001+0.00089363i,0.00092196+0.00077206i,0.0005526+0.0009263i,0.00068977+0.00069803i,0.00077317+0.00064873i,0.00037449+0.00034059i,-0.00041113+0.00044318i,-0.00053678+0.00027189i,-9.8614e-05+0.00022331i,1.0147e-05+0.0003894i,-0.00033174+0.00023059i,-0.0012089+8.0239e-05i,-0.00060969-0.00040837i,4.4296e-05-0.00037344i,-7.0898e-05+0.00029753i,0.00076739+0.00031323i,0.0011334-8.7511e-05i,0.00074865+0.00021012i,0.00042175+0.0008275i,-1.3655e-05+0.0010894i
-0.0027714+0.00016587i,-0.0016496-0.00088631i,-0.0019245-0.00029246i,-0.0011411+0.00018492i,0.00070339+0.00032722i,0.001262+0.00017478i,0.0013244-0.00065442i,0.0015142-0.00063589i,0.001226+0.0005239i,0.00056101+0.00093294i,-0.00018537+0.00057837i,3.8983e-05+0.00069153i,8.3362e-05+0.00075384i,-0.00020927+0.00037341i,-0.00018938+0.00021434i,-0.00017578+0.00010761i,-9.4554e-05+0.00059827i,-0.00046811+0.00043054i,-0.00068175+0.00019299i,4.8647e-05+0.00041924i,3.68e-05-0.00015818i,7.3991e-05-0.00075502i,0.00018544-0.00034183i
0.00080011-0.00049651i,0.001333+0.00057158i,-9.6779e-05+0.00020126i,-0.00085289-0.00080928i,-0.0006248-0.0003798i,-0.00065612+0.00034252i,-0.0010687+0.00018446i,-0.00064319+0.00024493i,0.0003268+0.00040878i,0.00027856-9.515e-05i,-0.00062365+6.3145e-05i,-0.00091625+0.00044843i,-0.00021546+0.00010657i,0.00086577+0.00023206i,0.00099416+0.00016526i,0.0012058-0.00069401i,0.0018855-0.00052475i,0.0021229+0.00025758i,0.0010074+0.0012345i,-0.00032834+0.0011533i,-0.00020832+0.000526i,0.00019091+3.4153e-05i,0.00036658-0.00041046i
-0.0011877-6.3832e-05i,-0.0025837+0.00080514i,-0.0018064+0.0017366i,-0.00036804+0.0014092i,0.00026298+0.0011612i,8.2929e-05+0.00022062i,0.00067522-0.00065795i,0.0014977+0.00034124i,0.0015542+0.0013118i,0.00075556+0.0011796i,-0.00069421+0.00012339i,-0.00059535-0.000174i,-7.9911e-05+0.00060034i,-0.00060277+2.1756e-05i,-0.00083595-0.00057447i,-0.00046376+0.00040858i,-0.00051512-1.5869e-05i,-0.00068574-0.00045573i,0.00019953-1.1704e-05i,0.00087822-0.00063095i,0.0009931-0.00062085i,0.0011925+0.00020007i,0.00081142+0.00035116i
0.0014088-0.001232i,0.0014026-0.0022618i,0.0016541-0.0014483i,0.00076365-0.0014939i,-0.00029702-0.0024936i,-0.00027036-0.0020227i,-0.00036012-0.00064366i,-7.6829e-06+0.0001886i,0.00080313+0.00018729i,0.0008625+8.5806e-06i,0.00011395+0.00025257i,0.00011844+0.00060218i,0.00021613+0.00075839i,0.0003962+0.00060556i,0.00019301+0.00060701i,4.2458e-05+0.00070183i,0.00043446+2.7632e-05i,0.00044465-0.00023111i,-2.378e-05+0.00024016i,-0.0004698+0.00090085i,-0.00070851+0.0010019i,-0.0001832-2.816e-05i,0.0004179-0.00026047i
0.00087678-0.00042287i,0.00029875-0.00067988i,-0.00065673-0.00076217i,-0.00078777-6.7391e-05i,-0.00045777+0.00022374i,-0.00018068-0.00021031i,6.5459e-05-0.00027649i,0.00040322+0.00037355i,0.00013264+0.00010854i,-0.00063142-0.0001089i,-0.00029727+5.2119e-05i,0.00045756+0.00031908i,0.0002978+0.00036357i,0.00029972-0.00021234i,0.00036814-0.00061265i,6.1243e-06-0.00091873i,-0.00041081-0.00052603i,-0.00040693-0.00042603i,0.00054079-0.00016289i,0.00092316-0.0002115i,0.00027151-0.00074503i,-0.00012765-0.00055829i,0.0002923-0.00078363i
0.00083451+0.0016575i,0.0015496+0.00028083i,0.0018336-0.00096948i,0.0010459-0.0010959i,0.00043278-0.00080356i,0.00034777-0.0011683i,0.00015038-0.00054i,0.00041555+0.00050806i,0.0012818+0.0013848i,0.0001698+0.0013633i,-0.00096184+2.3092e-05i,-0.00034387-0.0007888i,0.000439+2.889e-05i,0.00041776+0.0011049i,-0.0001499+0.00050656i,-0.00053347-0.00041502i,-0.00067487+0.00027291i,-0.00093922+0.0011337i,-0.0008573+0.00095508i,-0.0003684+0.00067587i,-5.2549e-05+0.00024242i,-0.0001358-0.00034207i,-0.00045944-0.00011561i
-0.002845+0.00093849i,-0.0019205+0.0019378i,-0.0020005+0.0021255i,-0.00061911+0.0015945i,0.00089687+0.0012182i,0.001077+0.00042975i,0.0012663+0.00025813i,0.0014494+0.00069132i,0.00081437+0.0012122i,0.00080286+0.0011276i,0.00061752+0.00056282i,7.5254e-06+0.00025114i,-0.00014097-0.00019153i,-7.5092e-05+0.00016628i,4.8602e-05+0.00058863i,0.00026833+0.00065323i,0.00023156+0.0007163i,-1.333e-05+0.00025727i,0.00017035+0.00024305i,6.4481e-05+0.00030988i,-0.00010509+0.00019318i,0.00041296+0.00046074i,0.00029594+0.00056035i
0.0016043-0.0023084i,-0.00037086-0.0020426i,-0.0012288-0.001783i,-0.0011304-0.0010866i,-0.0015204+2.0577e-05i,-0.00060057+0.00042805i,0.00050011+0.00088801i,0.00078397+0.00077361i,0.000146+0.00097551i,-0.00067224+0.0011129i,-0.0010327+0.0011111i,-0.00091446+0.0013942i,-5.732e-05+0.00065178i,0.00070876-0.00018342i,0.00082288-0.00056356i,0.00014898-0.00048196i,0.00015325+3.1659e-05i,0.0003691+0.00040092i,0.00028859+0.00074029i,0.00065089+0.00040676i,0.00034738+9.5961e-05i,-0.00014975+0.00060324i,0.00025234-7.4257e-05i
0.00060959+0.0022478i,0.00061355+0.0024048i,0.0019111+0.0022352i,0.0012388+0.0011626i,-0.00010532-0.00014147i,-0.00020601-0.001056i,0.00070041-0.00038674i,0.00065126+0.00097098i,0.0003401+0.00062383i,0.00020024-0.00054638i,-0.00025475-0.0010034i,-0.0010085-0.00056359i,-0.0017182-0.00045468i,-0.0016439-0.00042689i,-0.00082792+0.00027771i,-0.00011994+0.00043327i,0.00020197+0.00018252i,0.00040027+0.0002428i,0.0003053+0.00062261i,-0.00066069+0.00064642i,-0.0010694-0.00044311i,-0.00016673-0.0014472i,0.00054108-0.00075097i
-0.0024752+0.00071235i,-0.0012751+0.00067906i,-0.0011059+0.0012175i,-0.00036367+0.0013281i,0.00054769+0.0010152i,0.00036528+0.00058374i,-0.00027714+0.00055731i,-0.00054702+0.0004209i,-0.00015539+0.00033938i,0.00057855+0.00041228i,0.0003431+0.0004528i,-0.00017294-4.1756e-05i,-0.00044192-0.0003849i,-0.00013154-0.00054238i,0.00031273-0.0004486i,-5.8303e-05+0.0001168i,-0.00010555+0.00065586i,-0.00048679+0.00041632i,-0.0010796-0.00018307i,-0.00047235-0.00028355i,1.3174e-05+0.00012675i,0.00011229+6.2128e-05i,0.00035109-0.00050517i
0.0010849-0.00057296i,0.0011315-0.00064242i,0.000307+0.00064201i,0.00028647+0.0013407i,0.0011285+0.0011208i,0.0013149+0.0010421i,0.00058941+0.0011122i,0.00053864+0.0012701i,0.00079945+0.0010174i,0.00024556+0.00012572i,-0.00011225-0.00045531i,0.00037441+0.00014614i,0.00065347+0.00091338i,0.00097729+0.0003994i,0.00067637-0.00040239i,-0.00035914-0.00025949i,-0.00011921-0.00048887i,0.00053813-0.00024579i,-0.00011623+0.00037479i,-0.00036069+0.00038024i,-0.00032546+0.0006626i,-0.00043318+0.00034121i,-0.00058477+0.00022893i
2.5851e-05+0.001129i,-0.00029149+0.0011086i,-0.00069558+0.00048738i,-0.0010568+6.1927e-05i,-0.00053957+2.6481e-06i,3.4953e-05+0.00098844i,0.00019149+0.0010851i,-0.00028417+0.00072821i,-0.00060531-4.4371e-05i,-0.000282-0.0008417i,0.00033712-0.0010142i,0.00033079-0.00060566i,-0.00019982-0.00012723i,-0.00057105-3.165e-05i,-0.00054458+0.00023578i,-0.00094306+0.00062046i,-0.0010195+0.00044735i,-0.00037347+0.00036139i,-1.0397e-07+0.0004794i,0.00022762+0.00065943i,0.00015763+0.00080822i,-0.00019563+0.00053574i,0.00012874+0.0009184i
-0.00069349-0.00070646i,-0.00086258-0.001019i,-0.00087323-0.00063012i,-0.00030985-0.00044497i,-9.9873e-05-0.00046234i,0.00010438-0.00029944i,0.00010495+0.00010592i,0.0002209+0.00019761i,0.00081352+0.00031493i,0.00095095+0.00058105i,0.00040792+0.00095145i,-0.00016492+0.0013381i,-0.00044112+0.0011868i,-0.00031652+0.00042072i,0.0003325-0.0001328i,-8.2211e-05-0.00056061i,-0.00080594-0.00046515i,-0.0001781+0.00023903i,-0.00014441+0.00026296i,-0.0001353-0.00051677i,0.00043176-0.0012276i,0.00089333-0.00085199i,0.0010252-0.00021217i
0.00055007+0.00061694i,0.00098906+0.0013709i,0.00034637+0.00099447i,-0.00031476+0.00084553i,0.0008305+0.00062625i,0.001301+8.5175e-06i,0.00081636+0.00031858i,0.00046175+5.5688e-05i,0.00063288+0.00036942i,0.00066224+0.00093571i,-1.4531e-05+0.00073202i,-0.00062092+0.00064299i,-0.00013512+0.00029558i,-9.1678e-05+0.00072562i,-0.00040608+0.0011706i,-0.00021808+0.0010331i,-6.3568e-05+0.00034526i,9.0952e-05-0.00021977i,0.00048491-0.0003953i,0.00026801-0.00040767i,0.00060817-0.00083216i,0.00081495-0.00046485i,0.0003606+0.00049394i
0.001177+0.0012006i,0.00041034+0.00093801i,0.00024781+0.00012877i,0.00026877-0.00060602i,-0.00057807-0.00044759i,-0.001583-0.00037059i,-0.0014732-0.00087117i,-1.2421e-05-0.00099274i,0.00045942-0.00049735i,0.00013253+0.00025046i,0.00035732+0.000427i,0.0002758+0.00037361i,0.00023172+0.00073805i,0.00027891+0.0008655i,0.00014817+0.00038647i,0.00026265+0.00012991i,0.00048127-3.9953e-05i,0.00026692-0.00012577i,-6.4957e-05+0.0002075i,-5.218e-07+0.00062379i,4.7841e-05+0.00061618i,-5.2046e-05-8.2666e-05i,0.00046167-0.00068499i
-0.0018506+0.00034332i,-0.002049+0.0017134i,-0.0015036+0.0021794i,-0.00032228+0.00080629i,0.00037125-0.00068769i,-0.00052146-0.00041828i,-0.00072189+0.0006157i,0.00057115+0.00044972i,0.0017421-0.00034826i,0.0017267-0.00051695i,0.00068099-0.00045989i,0.00018972-1.6482e-05i,3.0733e-05+0.00075669i,-0.00054673+0.0010939i,-0.00081143+0.00011725i,-0.00087807-2.3589e-05i,-0.0011492+0.0007263i,-0.00106+0.00086032i,-0.00033911+0.00045074i,7.1463e-05-3.3745e-05i,-0.0001147+3.3248e-05i,-0.0004277+0.00010421i,-0.00043234-0.00016654i
0.00041039-0.0016513i,2.7293e-06-0.001854i,-0.0020549-0.0016328i,-0.0022882-0.0007518i,-0.001444+0.00045404i,-0.0011492+0.00085427i,-0.00047171+0.00049813i,-0.0001106+0.0001804i,0.00011567-0.00073855i,0.00029072-0.00099435i,0.00043112+0.00017679i,0.00021424+0.0012079i,0.00015756+0.0010042i,0.00064358+0.00049599i,0.00064802-0.00017731i,0.00011748-0.0003979i,-0.00031724-0.00010122i,-0.00044347-0.00045933i,-0.00018035-0.00079431i,-4.3323e-07-0.00011349i,-0.00043166-8.6477e-05i,-0.0006862-0.0002427i,-1.228e-05+0.00021817i
0.002457+0.00073624i,0.0024723+0.0010555i,0.0016552+0.00043602i,0.00017943-0.00036107i,-0.00080119+0.00011324i,-0.0011234+0.00047911i,-0.00062134+0.0001043i,0.00064876-0.00010498i,0.0014308-0.00010888i,0.00073414-0.00062246i,-4.8194e-05-0.0005227i,-0.00057033+0.0004993i,-0.00049989+0.00046608i,6.5226e-05+0.00011381i,0.00027178+0.00019887i,-0.00015173+0.00022278i,-9.5165e-05+0.00067365i,0.00015726+0.00066548i,-0.00049869+0.00033145i,-0.00021415+3.4365e-05i,0.00041637-0.00030058i,0.00034314-0.00046107i,-2.2602e-06-0.00020112i
0.00035768-0.00081888i,-0.0015213-0.00018761i,-0.0023883+4.8503e-05i,-0.0019607-0.000249i,-0.00075567-0.00025626i,0.00012698+0.00032398i,0.00080611+0.00041887i,0.00066353+0.00037902i,0.00045763+0.00059255i,0.00030884+8.5051e-05i,-3.5654e-05-0.00030521i,-0.00031657+0.00044083i,-0.00020818+0.00095822i,0.00068638+0.00085552i,0.0005958+0.00052659i,-2.4966e-05+0.00035141i,0.00035309+0.00087408i,0.00030954+0.0004774i,-0.00013323-0.00034638i,-0.00052283-9.8079e-05i,-0.00051394+0.00046613i,-0.00012599+0.00063479i,-0.00011565+0.00031931i
0.0030804-0.00023921i,0.0021235-0.0019421i,0.0013052-0.0022205i,-0.00068711-0.00199i,-0.0014286-0.0014148i,-0.0011114-0.00040289i,-0.0010397+0.00063708i,-0.00038746+0.00093212i,0.00036869+0.000536i,0.0007817+0.00024259i,0.00088508+0.0004031i,0.00034345+0.00019386i,0.00058629-0.00011306i,0.00062168+0.00052555i,0.00011542+0.00046185i,0.00061225+6.4448e-05i,0.00037622+8.6026e-05i,-0.00045313+7.4907e-05i,-0.00053474-0.00018238i,0.00058392-7.752e-05i,0.00098408+7.4683e-05i,0.00011559+7.9668e-05i,0.00040688+0.000196i
-0.000136+0.0017783i,0.0003615+0.0019951i,0.000966+0.0014128i,0.00077452+0.00023823i,-8.3439e-05-0.00046119i,-0.00017712-0.00061075i,0.00033307-0.00012056i,-0.00017912+3.3023e-05i,-0.00011985-0.00054558i,0.00014713-0.00049364i,-0.00021613+0.00041838i,-0.00070781+0.001279i,-0.0013009+0.00060865i,-0.00090467-4.2583e-05i,-0.00042579-0.00016769i,-0.00091096-0.00012309i,-0.00097745-0.00016595i,-0.00021739-7.7567e-05i,0.00041561+0.00047838i,-8.0575e-05+0.00061931i,-0.00060543+0.00046607i,-0.00049694+0.00040314i,-0.00050614+0.00032813i
-0.00090056-0.0004936i,-0.00092492-0.00127i,-0.00066261-0.0009121i,-0.00075865-0.00096376i,-0.0005596-0.00065561i,0.00023774+0.00028139i,0.00075867+0.00091426i,0.00028116+0.0010782i,-5.4614e-05+0.00080584i,-0.00036977+0.00069013i,-0.0012727+0.00049131i,-0.0012752+0.00017808i,-0.00024411-5.9567e-05i,0.00062188+0.00036137i,0.0012072+0.00027252i,0.00050636-0.00036549i,-0.000123-0.0004717i,1.2943e-05-0.0001144i,-0.00038416+0.00062863i,-0.00039045+0.00042538i,0.00027644-6.6675e-05i,0.00047296-0.00041117i,-4.0354e-05-0.00024168i
0.0018521+0.0012665i,0.00020424+0.00079402i,-0.00058007+0.00036671i,0.00019696+0.00050512i,0.00024459-7.7293e-05i,-0.0004936-0.00057534i,-0.00078792-1.4422e-05i,0.00021132+0.00041613i,0.00090095+0.00039863i,0.00035003+0.00025286i,-0.00064325+0.00043635i,-0.00063538+0.0004231i,-0.00051072+0.00079665i,-0.00015088+0.00085596i,6.3028e-05-0.00010131i,0.00032978-0.00057219i,0.00084135+0.0002265i,0.00085068+0.00085929i,0.0011836+0.00063426i,0.0012151+0.00041097i,0.00082079+0.00061238i,-5.9065e-05+0.00063061i,-0.00049605+0.00026775i
-0.0017645+0.0031094i,-0.00051684+0.0030723i,0.00033329+0.0021982i,0.0009692+0.00050276i,0.0013005-0.00029312i,0.00067427+0.00011488i,-0.00032965+0.00035189i,-0.00045701+0.00096384i,0.00020935+0.0015203i,7.5311e-05+0.001077i,2.7656e-05+0.00099187i,0.00018056+0.0011922i,-0.000423+0.00090881i,-0.00048585+0.00012606i,0.00031931-0.00021372i,0.00012182-0.00053585i,-0.00017121-0.0002366i,-2.3011e-05-0.00012125i,5.3383e-05-0.00035141i,2.0971e-05+9.3115e-05i,0.00022916+7.9244e-05i,-7.6035e-05-0.0004076i,0.00013732-0.0006253i
-0.00033092-0.00078453i,-0.00022038-0.00061373i,-0.0016286-0.0012861i,-0.0022717-0.0012719i,-0.0012591+0.00029733i,-0.00058622+0.0011551i,-0.00045844+0.00073628i,3.5247e-05+0.000175i,0.00056463-0.00015354i,0.0002747+0.00022618i,-0.00037702+0.00063214i,-0.00038574+0.00073332i,-0.00046334+0.00085217i,-0.00029738+0.00065588i,0.00051537+0.00020633i,0.0002914+0.0004689i,-0.0005069+0.00081094i,-0.00049294+0.00016971i,0.00018091+3.1835e-05i,0.00049682+0.00061825i,-0.00050518+0.00067837i,-0.00076316+0.00091781i,-0.0005553+0.00093494i
0.00098939+0.0021135i,0.00060883+0.0022935i,0.0011758+0.0014382i,0.0013787+5.6186e-05i,0.0005545-0.00081204i,-0.00036025-0.0011132i,-0.00018411-0.000425i,0.00028945+0.00051335i,-0.00066832+0.00024069i,-0.00061196+0.00022577i,-6.4141e-05+0.000926i,0.00025409+7.0266e-05i,0.0002111+0.00026654i,-0.00021029+0.00077922i,-0.0003158+0.0001494i,0.00053188-4.1844e-05i,0.00069931-0.00014762i,-7.07e-05-0.00046085i,-0.0001321-0.00037268i,0.00029336-0.00021343i,0.00016577-0.00030496i,-4.6788e-05-0.00067256i,-0.00016704-0.00035826i
0.0010703-0.0021866i,0.00044128-0.0020907i,0.00028262-0.0024809i,-0.00066695-0.0018505i,-0.0013623-0.00020596i,-0.0013276+0.0006657i,-0.0005551+0.00057692i,4.3634e-05+0.00067588i,-4.7568e-05+0.00012582i,-0.0004156-0.0003051i,-0.00091284+0.00018582i,-0.0005316+0.00049711i,0.00066856+0.00017419i,0.0011221+6.6456e-05i,0.00045411+0.00026255i,0.00017378-0.00019492i,-0.00025206-0.00047904i,-0.00045671+6.1302e-05i,-0.00025559+0.00042543i,-0.00024419+4.9621e-05i,0.00032248-0.00032639i,0.00094483-5.8979e-05i,0.00024621+0.00029497i
-0.00014225-0.0002847i,0.00057878+0.0012731i,0.00029555+0.0027397i,0.00049013+0.0020692i,0.0010602+0.0009736i,0.0013465+0.0002187i,0.0011301-3.5334e-05i,0.0010309+4.2529e-05i,0.00079796+0.00094164i,0.00019578+0.0011436i,0.00022017-2.1607e-05i,0.00082532+1.8442e-05i,0.0011844+0.00040166i,0.00083867+0.00040414i,0.00055751-0.0003321i,-0.00023935-0.00042755i,-0.00046461+0.00030881i,0.00052107+0.00041804i,0.00059609+0.00056692i,-3.9216e-05+0.0008665i,-0.00021886+0.00092973i,0.00050369+0.00041847i,0.00022339+0.00066776i
-0.0004754-0.00064159i,-0.0014538-0.00063461i,-0.00035246-0.00080253i,4.5606e-05+9.1374e-05i,0.00014593-0.00037684i,0.00083417-0.00011571i,-0.00023179+0.00070208i,-0.00065388+0.00038181i,0.0003835+0.00014207i,0.00091566+0.00025161i,0.0007026+0.00056104i,-0.00019206-0.00015081i,-0.0002428-0.0007308i,0.00016989-0.00071492i,0.00017839-0.00043899i,-0.00043493+0.00021999i,-0.00079118+0.00047162i,-0.00036332+0.00061121i,-0.00038555+0.00010118i,-0.00013319-0.00053639i,-0.00010581-0.00020479i,-0.00052318+0.00039082i,-0.00073984+5.006e-05i
0.0014728+0.00051728i,0.0015351+0.00097739i,0.0019865-0.00013275i,0.001133-0.0016335i,0.00014002-0.0011445i,-0.00091215-0.00056538i,-0.00091056-0.00046089i,0.00029567-0.00019747i,0.00080562-0.00046644i,0.00072777-0.00060969i,0.00068412-0.00020377i,0.00085182+0.00011054i,0.00028994-2.5677e-05i,-0.00031733-0.00027976i,-0.0007652-0.00054321i,-0.00088164-0.000214i,-7.0114e-05+0.00052706i,0.00034898+0.0010362i,-8.2213e-05+0.00083875i,0.00032629+0.00024199i,0.00076892-9.8815e-05i,0.00031457-2.5802e-06i,0.00055789-0.00039496i
-0.000932+0.00093434i,-0.00087424+0.00034704i,-0.00095558+0.0009987i,0.00023927+0.0021422i,0.001243+0.0019052i,0.0015286+0.00041042i,0.0009074-0.00045743i,-0.00042386-0.00025942i,-0.00098885-0.00012208i,-0.00048964-3.107e-05i,0.00010928+0.00019316i,-0.00013844+0.00076742i,5.2576e-05+0.0011965i,0.00019944+0.0012245i,-0.00015008+0.0014904i,-5.5994e-05+0.00030508i,0.00052744-0.00076909i,0.00066878-0.00043104i,0.00013347-9.9588e-05i,-0.00026375+0.00040535i,-0.001082+0.00015032i,-0.0010403-0.00012887i,0.00028006-6.6694e-05i
-0.00041656+0.00064307i,-0.00036956+0.00011233i,9.911e-05-0.00024599i,0.00069652-0.00019811i,0.00025728-0.00078893i,-0.0003339-0.001529i,0.00011985-0.0011561i,-0.00014013-9.8531e-05i,-0.0002985+0.00043738i,0.00031237+0.00039422i,0.00032168-0.00058041i,0.00014929-0.00090133i,0.00028099+1.0191e-05i,5.5162e-05+0.00049895i,-0.00058384+0.00063556i,-0.00062786+0.00061617i,-0.00057701-1.7512e-05i,-4.9365e-05-0.0010338i,0.00067983-0.00095865i,0.00045601-0.00016409i,-0.00010658+9.656e-05i,-0.00030054-0.00031225i,0.00012775-0.00072453i
-0.0013808-0.0014956i,-0.0020578+0.00021936i,-0.003181+0.0012868i,-0.0032126+0.0013379i,-0.0017339+0.0018011i,-0.00027862+0.001494i,-7.2032e-08+0.00074194i,0.00022834+0.00089748i,0.00027925+0.0014266i,0.00030245+0.0014716i,0.00024174+0.0016203i,0.00020875+0.0010608i,-0.00041211+0.00040642i,-0.00091508-3.3771e-06i,-0.00047659-0.00020482i,-0.00014231-1.4313e-05i,-0.00026626+0.00068006i,-0.00040744+0.00070003i,-0.00021569+0.0005724i,-0.00042183+0.00060449i,0.00020372+0.00067282i,0.00089884+0.00061123i,0.00056431+0.0005736i
0.00068551-0.00046533i,-0.00012435-0.00095839i,-0.00042051-0.00081311i,-0.00035659-9.7985e-05i,-0.0010381+0.00015795i,-0.00097431+0.00077284i,-5.2196e-05+0.00073173i,0.00070886-0.00026427i,0.0008533-0.0006716i,0.00044429-0.00079399i,-1.9868e-05-0.00022473i,-0.00044111+0.00010685i,-0.00041758-7.9502e-05i,2.127e-05-0.00014871i,9.9726e-05+0.00015473i,-0.00028044+1.9049e-05i,0.00027317-0.0002761i,0.00018525-4.6471e-05i,8.1395e-05+2.9677e-05i,0.00050347+2.8283e-05i,0.0005093+0.00024305i,0.00064676+0.00019889i,7.7641e-05+0.00032201i
-0.0012376+0.0010071i,-0.00032299+0.0016624i,9.4126e-05+0.0021652i,-7.2793e-06+0.00048626i,0.00060967-0.00025953i,0.0004397-0.00082223i,-6.0565e-05-0.00055067i,0.00010595+0.00051314i,0.00051982+0.00068572i,0.00084148+0.00075495i,0.00047008+0.00045636i,-0.00012042-0.00061234i,-0.0006107-0.00072535i,-0.00063168+4.7487e-05i,-0.0011492+0.00020912i,-0.0012961-0.00027762i,-0.00070384-0.0005957i,-0.0002212-0.00026998i,0.00043629+2.0209e-05i,0.00054542-0.00029869i,-4.035e-07-0.00039745i,-0.00043531-0.00024792i,-0.00020511-1.5904e-05i
0.00084629+0.0001356i,0.00016219+0.00022052i,-0.00014265+0.00010725i,-0.001015+0.00086668i,-0.0014806+0.00078247i,-0.00055306+0.00058038i,5.3823e-05+0.00071616i,0.00090796+0.00042227i,0.00077372+0.00046135i,-0.00024107+0.00068586i,-0.00050801+0.00035795i,1.8021e-06+4.1781e-05i,0.00039849+0.00020828i,0.00068838+0.00046843i,0.00029675+0.00018502i,-0.0003724-0.00030994i,-0.00029518-1.2863e-05i,-0.00013371+0.00029843i,-4.1865e-05+1.0045e-05i,-0.00014571-0.00024076i,-0.00055281+0.00024797i,-0.00066378+0.00051505i,-0.00034955-4.5287e-05i
