-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
-0.00031408-0.00057251i,-0.00062345+0.00057801i,-0.00089854+0.0011495i,-0.00070047+0.00057582i,-0.0013915-0.00076326i,-0.00067037-0.0007434i,0.00085712-9.7194e-05i,0.00086127-3.5245e-06i,0.00059322-0.00032655i,0.00038659-0.00071823i,0.00046526-0.00049886i,0.00055203+0.00016266i,4.2979e-05+0.00014284i,-0.00030625-0.00016315i,-0.00018133-0.00014432i,-0.00053447-0.00041435i,-0.0007076-0.00072567i,-0.00061016-0.00086914i,-0.00024724-0.00030287i,0.00030068+0.00041625i,0.00030418+0.00051323i,-0.00012982-1.289e-05i,-0.00046809-6.6791e-05i
-0.00075893+4.3559e-05i,0.00059806+0.0011922i,0.00071359+0.0006485i,0.00024921+0.00031395i,8.1464e-05+0.0010215i,0.0010007+0.00031115i,0.0015551-0.00041398i,0.0006487-0.00017931i,0.00011568+0.00027046i,0.00057407-1.001e-05i,0.00031209-0.00052049i,-0.00021713-0.00088643i,0.00054668-0.00082749i,0.00089789+0.00040352i,-0.00033227+0.0010976i,-9.1571e-05+0.00076667i,0.00052514+0.00084679i,-0.00010809+0.00060441i,0.00016309+0.00062733i,0.00038874+0.0010082i,0.0003614+0.00035907i,0.00053465-0.00031766i,0.00017107-0.00021301i
0.0022241-0.00014404i,0.0012191-0.00076615i,0.0012604-0.001291i,0.00057659-0.0015555i,-0.00058458-0.0016289i,-0.00057724-0.0012322i,0.00011089-0.0004382i,0.00043141+0.00023388i,0.00051875-0.00018629i,-0.00016068-0.00038958i,-0.0014659-0.0006155i,-0.001211-0.0011067i,0.00042004-0.00058094i,0.0010781-0.00050984i,0.00060955+0.00024099i,2.4256e-05+0.00043102i,-0.00015904-0.00047401i,-0.00031886+0.00027975i,-0.00020406+0.0011885i,1.8167e-05+0.00093057i,1.0819e-05-0.00010894i,-0.00032475-0.00061468i,-0.00066658+2.9239e-05i
0.0016424+0.00013728i,0.0015621+2.4254e-05i,0.00041117-0.00057888i,0.0010008-0.00054511i,0.0020475+6.8317e-05i,0.0013868-0.00028124i,0.00024793-0.0010858i,-0.00051311-0.0013499i,-0.00020769-0.0011765i,0.00020124-0.00030674i,-6.9808e-05+0.00052757i,-0.0007263-0.00025765i,-0.00062879-0.00065872i,0.00010907-0.0010384i,0.00039265-0.0012569i,8.3081e-05-0.00068683i,-8.6543e-05-0.00052831i,0.00031101+2.0259e-05i,0.00055726+0.00060554i,0.00013036+0.00050633i,0.00021101+0.00027387i,0.00027941+7.402e-05i,-0.00044957-0.00041933i
-0.0014476-0.00032516i,-0.0020641+0.00020697i,-0.0017874+0.00054585i,-0.00040081+0.00055643i,0.0010278+0.00050272i,0.0012765+0.00065377i,0.00042017+0.00030238i,-0.00041473-0.00097101i,-3.7526e-05-0.0011884i,0.00048257-0.00037633i,0.00028566-7.5362e-05i,0.00046101-0.00010349i,0.0001654-0.00082599i,-0.00037624-0.0010224i,-7.0291e-05-0.00096101i,0.00044798-0.00075176i,0.00056712+0.00022854i,0.00042071+0.00023759i,0.00052462+0.000211i,0.00034663+0.0006344i,0.00010182+0.0002239i,-0.00026203-0.00027459i,1.0658e-05+0.00027245i
0.0016354-3.0756e-05i,0.0015938-0.00012265i,0.0019156-0.000877i,0.0024049-0.0017321i,0.0017442-0.0016355i,0.00067951-0.0014001i,-0.00011933-0.001025i,-0.00073235-0.00043026i,0.00013491-0.00025134i,0.00074691-0.00078641i,0.0008143-0.0011306i,0.00093746-0.00057739i,0.00034836+0.00033898i,0.00024029+0.00036676i,0.00073372-0.00014623i,0.00047142-0.00028908i,6.8441e-05+2.2161e-05i,-0.00030135+0.00035231i,-0.00016201+0.00041843i,0.00019668+0.00033502i,0.00015315+0.00030385i,9.1239e-05+0.00023409i,-0.00030521+0.00087808i
-0.0011197+0.00042743i,-0.0014475-0.00041322i,-0.0020698-0.0011369i,-0.0020813-0.00093949i,-0.001805-0.00060117i,-0.0014034-0.00070031i,-0.00045174-0.00046443i,0.00079749+0.00012517i,0.001134+8.1951e-05i,0.00091808-0.0001922i,0.00075821-0.00049004i,-8.1867e-06-0.00036464i,-0.00028697-0.00020193i,0.00018129+0.00029493i,0.00013163+0.0011188i,-0.00017114+0.0011105i,3.5725e-05+0.0007482i,-0.00048611+0.00035008i,-0.000628+0.00024572i,-0.00018761+0.00081457i,-0.00044733+0.0011401i,-0.00010652+0.00021955i,4.6962e-06-0.00061357i
0.0012805+0.00023343i,0.0022316+0.00054473i,0.0026461+0.00038866i,0.0015657-0.00089831i,0.00066522-0.0013577i,0.0009791-0.0010689i,0.0015299-0.0010811i,0.00093774-0.0016704i,0.00054419-0.0017784i,0.00023788-0.0011994i,-7.7842e-05-0.00058657i,0.00025997+6.1348e-05i,0.00073952-0.00033365i,0.00067004-5.818e-06i,0.00026583+0.00096442i,-0.00026512+0.0010883i,-0.0010468+0.00098349i,-0.0011268+0.0013598i,-0.00030162+0.0010949i,-0.00032474+0.00059884i,-0.00023882+0.00079381i,0.00014335+0.00017933i,-0.00019802-0.00043738i
-0.0014067+0.00064353i,-0.0023016+8.7093e-05i,-0.0019389+0.00057139i,-0.00067796+0.00037287i,0.00027218-0.00024492i,-8.3023e-05-0.00054534i,-0.0010058-0.0010956i,-0.00067534-0.00099394i,0.00048261+0.00021814i,0.00097355+0.00041477i,0.00057583-0.00012357i,-0.00010242-0.00011984i,1.0052e-05+3.9256e-05i,0.0003095+4.9695e-05i,0.00044865+0.00016151i,0.00026855+0.00018982i,0.00053857+0.00033145i,0.0004028+0.00092109i,-0.00013646+0.00057138i,0.00059099-3.8347e-05i,0.0011415-0.00013167i,0.00078226-0.00010928i,-0.00018343-0.00015346i
0.0030255+0.0010108i,0.0021433-0.00022911i,0.0015953-0.0017334i,0.00057816-0.0022814i,0.00037847-0.0028287i,-1.1565e-06-0.0022765i,-0.00034259-0.0013542i,0.00014601-0.001148i,0.0007673-0.0013064i,0.0014974-0.00094066i,0.00096309-0.00013751i,0.0006504-0.00046017i,0.00066517-0.0011525i,9.1529e-05-0.0010902i,0.00016094-0.00037504i,0.00067817+0.00028778i,0.00033977-0.00019585i,-0.00053264-0.0005028i,0.00042667+0.00039085i,0.001324+0.00090719i,0.00032563+0.00065195i,-0.00046925+7.2034e-05i,-0.0010877+0.00022432i
0.0032283-0.00019709i,0.0023349+0.00097511i,0.0010016-0.00074697i,0.00095776-0.0025601i,0.00028496-0.0022397i,-0.00046926-0.00089591i,2.8926e-05+0.00022112i,0.00066245+0.00079366i,0.0013619+2.2515e-05i,0.0013009+7.661e-05i,0.00039762+0.00024071i,-0.00010782-0.0003802i,-0.00023698-0.00041731i,0.00027363-0.00011469i,0.00076765-0.00013484i,0.0011812-0.00060914i,0.001138-0.00076208i,0.00022792-0.0012263i,-0.00029287-0.001061i,0.00033526-0.00024219i,0.00034329+9.2379e-06i,3.4339e-05-0.00021819i,0.00018354-0.00035847i
0.000268+0.0010784i,0.00032397+8.4098e-06i,-7.4651e-05+0.00023774i,-1.5581e-05-0.00044396i,0.0011603-0.0013833i,0.0019795-0.0016766i,0.0011176-0.0017906i,-1.7347e-05-0.0010508i,-0.00054966-0.00058854i,8.6424e-05+0.00010967i,0.00061593+0.00078172i,0.00045969+0.00034994i,-0.00011822+7.0221e-05i,-0.00015888+0.00042341i,0.00017129+0.00056406i,-0.00079371+0.0002502i,-0.0010194-0.00022425i,-0.00051166+0.00050904i,-0.00027231+0.0004412i,0.00018773-0.00050998i,0.00062588+0.00010637i,0.0013973+0.00045435i,0.0013236-0.0003021i
-0.00018962-0.00054i,-0.0014931-7.4823e-05i,-0.001448-0.0011257i,-0.00025531-0.0010981i,-0.00031342-0.0001189i,-0.00074425+0.00033587i,-0.00061555+0.00067518i,-0.00035777+0.00044539i,-0.00036061-0.00012173i,-0.00089982-0.00033346i,-0.00090354-0.00052335i,-0.00036392-0.00032547i,0.00048285+0.000215i,0.0010373+2.1134e-05i,0.00086183-0.00069133i,0.00070477-0.00061014i,0.00045606-0.00013142i,-0.00043331+0.00031705i,-0.00079579+0.00067813i,-0.00015602+0.00025034i,0.00061875+0.00039981i,0.00032043+0.00073802i,0.00014091+0.00065749i
-0.00021337+0.00045284i,0.00019824+0.00053408i,0.00045433+0.0011102i,0.00022152+0.00024824i,0.00023608-0.00027299i,0.00060736-0.0009805i,0.00015971-0.0011632i,-0.00066625-0.00013159i,-0.00041404-0.00011172i,0.00031049-0.00083065i,-0.00059707-0.0005803i,-0.00088272+8.4627e-05i,-0.00050945+0.00014779i,-0.00024384-0.00033713i,0.00040721-0.00046071i,6.332e-05+0.0001587i,-7.3725e-05+0.00022338i,0.00024852-0.00014419i,-0.00012615-0.00053609i,-0.00032127-0.00057667i,-0.00028936-0.00010539i,-6.0683e-05+0.00014074i,-0.00035595-0.00033457i
-0.00096431-0.00086392i,-0.0013699+0.00019857i,-0.00090954-3.3123e-05i,-0.00052131+0.00015203i,-0.00099986+0.00017885i,-0.00075008-0.00042022i,8.5132e-05-0.00063589i,-0.0002689-0.00036266i,-0.00060174-7.8694e-05i,-0.00031772+0.00013959i,-0.00056149-0.00034575i,-0.00014508-0.00010578i,0.00071491+0.0012255i,0.0012698+0.0012107i,0.00076352+0.00019962i,-0.00022919-0.00031715i,-0.00033286-0.00070809i,-7.9737e-05-0.00049151i,0.00075716+0.00049128i,0.00061138+0.0011392i,-5.6362e-05+0.00058163i,-0.00034533-0.00019952i,-0.00073414-0.00040226i
0.0011239-0.001835i,0.0001009-0.0014622i,0.00026482-0.00066591i,-7.4364e-05-0.00083454i,-0.00086438-0.0011504i,0.00012334-0.00039751i,0.0014053-3.0584e-05i,0.0015621+0.00018018i,0.00079076+0.00056844i,-0.00013531-0.00011507i,-0.00082381-0.00090964i,-0.00082859-0.0007877i,-0.00030905+6.8959e-05i,-0.00025201+0.00029803i,-0.00021119+0.00026217i,-0.0002028+0.00025744i,-0.00024923+0.00025819i,-0.00040581+0.00028453i,-0.00066524-0.0003116i,-0.00046906-0.00060759i,-0.00050276-0.00011913i,-0.00051696-0.00013952i,-0.00019093-0.00027167i
0.00049331+0.0023521i,4.3071e-05+0.0024485i,-0.00024667+0.0023043i,0.00056608+0.0012634i,0.0011148-8.2078e-05i,0.00067446-0.00071641i,0.00038998+0.00027232i,3.2259e-05+0.00018935i,0.00056666-0.00018751i,0.00090582+0.00012783i,0.00072304+4.4073e-05i,0.00055516+0.00087939i,0.00061427+0.00093392i,0.00038052-0.00052544i,9.3829e-07-0.0010257i,-0.00045285-0.00044077i,-0.00053332+0.00012938i,-0.00025197+0.0012256i,-0.00038469+0.0010532i,-0.00017875+2.5026e-06i,-6.1677e-05-0.00035341i,-0.00052706-0.00017388i,-0.00019164-0.00032008i
-0.0012885-0.0015304i,-0.00078753-0.0018869i,0.00063762-0.0017859i,0.0016394-0.001405i,0.00054281-0.0013015i,-0.00018638-0.00034506i,0.00048295+5.5778e-05i,9.8672e-05-0.00012946i,-0.00063227-0.00064474i,8.3132e-07-0.00073874i,0.00045382-0.00032451i,-2.5186e-05-0.00062196i,0.00018966-0.00040314i,0.00095744+0.00039365i,0.0010541+0.00040011i,0.00028458-0.00024456i,-0.00066372-0.00035186i,-0.00087047-1.7618e-06i,-9.1421e-05+0.00070655i,0.00045708+0.0010904i,0.00031971+0.00057747i,0.00038583-9.7133e-05i,0.00020903-0.001062i
0.00055661+0.00016441i,0.0007505-0.00025002i,-0.0013898-0.00024869i,-0.0016951+0.00023313i,-0.00083799+0.00091975i,-0.00042491+0.00093195i,-0.00031017+0.00047509i,0.00044207+0.00025429i,0.00055561+0.00039351i,-0.0001306+0.00024658i,-0.00024236-0.00010576i,0.0001867-0.00045332i,0.00071389-0.00050437i,0.00065624-7.5656e-05i,0.00083732+0.00022705i,0.00038791+0.00014421i,0.00060294-0.00046195i,0.00086534-0.00042829i,-0.00011834+0.00067977i,-0.0002316+0.00090021i,0.00037141+0.0010107i,0.00065348+0.0011036i,0.0013301+0.00056744i
-0.00050569+0.0015365i,-0.00094811+0.0020849i,-0.00076128+0.0022017i,0.0008167+0.00022892i,0.0019186-0.0012541i,0.0015793-0.0011263i,0.00086012-0.00083911i,0.00036083+4.6005e-05i,0.0010891+0.00023228i,0.0010342-0.00059681i,0.0004538-0.0010445i,0.00066385-0.00032203i,0.00057029+0.00050765i,8.4199e-05+0.00015864i,-0.00011616-0.00015045i,-0.00036427-1.9014e-06i,-0.00021981+0.00064796i,-0.00010362+0.00015117i,-0.00031403-0.00031706i,-0.00028882+4.3475e-05i,-0.00043049-0.00037007i,-0.00040553-0.00073672i,-0.00040383-0.00021388i
-0.00014452-5.3869e-05i,-0.0005298-0.00036566i,5.5851e-05-0.00020497i,-0.00010302-0.00036135i,-4.4557e-05-0.00087847i,0.0007344-0.00062084i,0.0010431-6.9284e-05i,0.0003228-0.00036778i,-0.00057699-0.00082367i,-0.0003414-0.0010899i,-0.00028703-0.0010691i,-0.00032607-2.6003e-05i,-2.7449e-05+0.00080873i,0.00040887+0.00065619i,0.00095222+0.00049238i,0.00078564-0.00019847i,0.00064342-0.00026398i,0.00090007+0.00075534i,0.00091044+0.0010125i,0.00033139+0.00039582i,-6.5927e-05-4.5519e-05i,5.2353e-05+0.00048904i,0.00036327+0.0007391i
-0.00091733+4.7528e-06i,-8.1911e-05+0.0012296i,0.0012141+0.0023225i,0.0018619+0.0011795i,0.0010215-0.00046687i,-8.2882e-05-0.0015712i,0.00050442-0.0011425i,0.00027105-0.00039069i,-0.00025873-3.7608e-05i,0.00064693+0.00067502i,0.00053571+0.00031735i,-0.00039313-2.0484e-06i,0.0003843-0.00034158i,0.0010945-0.00083714i,0.0011991-0.00031048i,0.00049328-0.00044445i,-0.00066121-0.00091702i,-0.00073314-0.00055259i,-0.00056919+0.00021592i,2.4263e-05+0.00041676i,0.0005372+0.00014844i,-7.8259e-05-4.0648e-05i,-0.00056304+0.00030197i
-0.0015949+0.0003775i,-0.00095204-0.00030837i,0.00021966+0.0011548i,0.0014614+0.0013419i,0.002786+8.2996e-05i,0.0024324-0.0015877i,0.0017501-0.0018297i,0.0015678-0.00077005i,0.0011035+0.00072497i,0.0006946+0.0011279i,0.00065252-0.00023061i,0.0001316-0.0012587i,9.4136e-05-0.00073994i,-0.00043871+0.00033773i,-0.001022+0.0012404i,-0.00099627+0.0015102i,-0.00077191+0.0014164i,9.6139e-05+0.00071293i,0.00028215+0.00016581i,-0.00050081+0.00017422i,-0.00024761+0.00029663i,4.7494e-05+0.00011854i,-0.00056492-2.9155e-05i
-1.1196e-05-0.0002773i,-6.0343e-05+0.00011096i,-0.0007144-0.00022811i,-0.00043112-0.00020774i,9.6323e-05+0.00024316i,0.00063539+0.00045351i,0.0017724+0.00017956i,0.0018712-0.00044706i,0.0010464-0.00039234i,0.00032142+8.2946e-05i,-7.1569e-06+0.00011672i,4.844e-05+0.00022421i,-8.497e-05+0.0007454i,0.00060939+0.0007532i,0.0006159+0.00015466i,-0.00030881-6.9373e-05i,-0.00054015+7.4663e-05i,1.1221e-05-0.00027878i,0.00052984-9.745e-05i,0.00050933+0.00068529i,-5.6569e-05+0.00064836i,-0.00037945+0.00064332i,-0.00041021+0.0011316i
-6.1699e-06+0.00035721i,9.0016e-05+0.00052725i,0.0001918-0.00021927i,0.00066134-0.0010806i,-8.3461e-05-0.0013794i,-0.00030482-0.00094005i,1.3991e-05-0.00024647i,-7.5817e-05-0.00018813i,0.00044992-0.00013518i,0.00090626-0.00088058i,0.00065488-0.001004i,0.00030687+5.028e-05i,2.7496e-05+0.00012289i,-6.968e-05-0.00070773i,-0.00012662-0.00051979i,-6.8004e-06+0.00068993i,-1.7637e-05+0.00084083i,-0.00055126+4.2805e-05i,-0.00040882+4.7707e-05i,0.00062629+0.0003494i,0.0011042-6.6158e-05i,0.00074596-0.00030678i,0.00027103-0.0002735i
0.00043945+6.7562e-05i,-0.0008681+7.0639e-05i,-8.1745e-05+0.00032856i,0.00085756-0.00013854i,0.00015544-0.00050144i,-0.00031287-0.0002377i,-3.5321e-05+3.254e-05i,-0.00038578-0.00050586i,-0.00015684-0.00082122i,0.0001204-0.00072514i,-0.00024444-0.00076827i,0.00028108-0.00083753i,0.0010459-0.00051703i,0.00014582-0.00021734i,-0.00042356+2.8204e-05i,0.00054379+0.00017542i,0.00024618+0.00034923i,-0.00066341+6.5489e-05i,-0.00016512-0.00013086i,2.555e-05+0.00037376i,-0.00040916+0.00033652i,-0.00048199-0.00038143i,-0.00066016-0.00087084i
0.0011129+0.00031675i,0.001599+0.0013297i,0.0016978+0.00058178i,0.0010211-0.00040447i,0.0005693-0.00096791i,0.00056868-0.0013084i,0.0004293-0.0013899i,0.00038819-0.00061493i,-0.0001012-0.0002611i,-0.00076574-0.0009704i,-0.00050511-0.00089288i,3.4666e-05-0.00019548i,0.00096454-0.00027051i,0.00052649+0.00017575i,-0.0003169+0.00091387i,-4.4752e-05+0.00076853i,6.0555e-05+0.00061954i,-0.0002497+0.00034145i,-0.0002393+0.00022898i,-0.00012391+0.00034098i,-0.00061806+2.641e-05i,-0.00046103-0.00045657i,-6.6637e-05-0.00057538i
0.0013581-0.0012915i,0.0014286-0.00037368i,0.0011687-0.0018771i,8.4713e-05-0.0027054i,-0.00071706-0.0019628i,-0.00055222-0.0008904i,-9.0625e-05-0.0001912i,0.00064954-0.00022566i,0.00086573-2.7214e-05i,0.00031586-6.6815e-05i,0.00033439-0.00095592i,0.00071663-0.0011693i,0.00067318-0.00072556i,0.00025989-0.00026346i,-5.8928e-06+0.00012827i,1.7963e-05+0.00065861i,-0.0002246+0.00088058i,-0.00023252+0.00032517i,0.00054717-5.8127e-05i,0.00064812-0.00033139i,-1.8914e-05+8.1797e-05i,1.2971e-05-0.000114i,-4.6832e-05-0.0010722i
0.00058769-2.7336e-05i,0.0011237-0.0011514i,0.00068251-0.0014034i,0.00067849-0.0008868i,0.0016782-1.4464e-08i,0.0014664-6.3749e-05i,0.00029991-0.00098129i,1.3096e-06-0.0017774i,0.00025998-0.00086777i,0.00043765+0.00016378i,0.00021835+0.00035918i,0.00026715-2.2394e-05i,0.00076847-0.00042434i,0.0011269+0.00047189i,0.0010176+0.0012335i,0.00035382+0.00147i,-0.00018736+0.0014385i,-1.5516e-05+0.00075792i,0.00031215+0.00068728i,0.00017901+0.0015337i,0.0001651+0.00086018i,0.000731-0.00016238i,0.00044219-0.00014987i
-0.0010489+0.0014231i,-0.000443+0.0010456i,-5.2306e-05+0.00053323i,0.00036939-0.00049483i,0.0014043-0.0007518i,0.0011649-0.00097042i,0.00035108-0.001349i,0.0005184-0.0012594i,0.0013446-0.00096354i,0.0013035-0.0008833i,0.00023354-0.00073904i,0.00033672+6.708e-05i,0.0006582+0.00056088i,0.00036653+0.00017083i,-0.00072045+2.5084e-05i,-0.00094079+0.00017762i,-0.00061493+2.6131e-05i,-0.0010994+0.000201i,-0.0010132-0.00041504i,0.00041626-0.00096392i,0.0012026-0.00074651i,0.00091787+0.00020659i,5.5047e-05+0.00087563i
-0.0022155-0.00032406i,-0.0018338-0.0018202i,-0.00080736-0.0023387i,-0.00088085-0.00016189i,-0.0010229+0.0011222i,0.00029091+0.00056742i,0.00044537+0.00057293i,-0.00020959+0.00078324i,-6.9566e-05+0.00062314i,-0.0002092+0.00030216i,-3.6613e-05+0.00041722i,-6.4114e-05-0.00027748i,0.00055744-0.0012008i,0.0012035-0.0011133i,0.00089534-0.00015608i,0.00053102+0.00098574i,0.00022984+0.00018833i,-0.00033623-0.00072554i,-0.00026173-0.00040557i,-0.00013846+0.00036501i,3.7136e-05+0.00017587i,-5.8315e-05-0.00048765i,-0.00014168-0.0002099i
-0.00044373+0.00093436i,-0.00040962+0.0013319i,-0.00083071+0.0016064i,-0.00051339+0.00092425i,-0.00037989+0.00026807i,-0.00060839+0.00020587i,-6.5985e-05-0.00026591i,0.00044965-0.00090822i,-0.00018332-0.00079123i,-0.00031065-0.00016044i,-4.102e-05+0.00039895i,0.00012044+0.00055436i,0.00079536+0.00041186i,0.00058489-0.00020691i,-0.0005271-0.00029397i,-0.00074446-0.00028683i,-0.00080585-0.00024013i,-0.00050249-7.196e-05i,0.00065142+3.1547e-05i,0.000782-4.4969e-05i,-6.7638e-05-0.00045893i,-0.00036175-0.00073232i,5.277e-05-0.00079434i
0.0016195-0.00051755i,0.0018531-0.00014953i,0.0017768-0.0010244i,0.00064166-0.0013219i,-0.00048674-0.00059739i,-0.00042339-0.00033061i,-0.00022806-0.00014671i,-0.00024876-0.0005864i,4.9805e-05-0.00075297i,0.00070338-0.0003682i,0.00065692-0.00025698i,0.00019135-3.5545e-05i,0.00011202+0.00050832i,6.2638e-05+0.00067093i,-6.5804e-05-9.8956e-05i,0.00017724-0.00062645i,8.9358e-05-0.0005927i,0.00072459-0.00062899i,0.00075988+0.0004192i,0.00043208+0.0010535i,-0.00015781+0.00067319i,-0.00029478+0.00017951i,-0.00027031+0.00060273i
-0.00044554+0.0011115i,-3.9249e-05+0.0016839i,0.00083387+0.00075912i,0.00077344+0.00028691i,0.00049422-0.00042848i,0.00098546-0.0013945i,0.001723-0.0013393i,0.00064146-0.00097629i,-0.0001986-0.00048374i,0.00012536+0.00023086i,2.6051e-05+9.3425e-05i,0.00013675+7.7957e-05i,0.00048562+0.0003206i,0.00083446-0.00074004i,0.0006269-0.001313i,0.00010674-0.00089636i,-0.00014461-0.00014067i,0.00015657+0.00078844i,0.00011526+0.00066653i,-0.00021136+0.00010743i,-0.0003537+0.00026009i,-0.00048183+0.00025445i,-0.00052607-6.9044e-05i
-0.00032126-0.0030361i,-0.0011688-0.0011999i,-0.00052476+1.5174e-06i,4.0105e-05-0.00044274i,-0.0006132-0.00043214i,-0.00058981+0.00064943i,0.00025937+0.0011728i,0.00050313+5.7931e-05i,0.00031789-0.00081497i,0.00032366-0.00032565i,0.0010003+0.0001835i,0.001112+0.00053585i,0.00039322+0.00034567i,-0.00031161-9.6044e-05i,-0.0012338-0.00030888i,-0.00077493-0.00010863i,-0.00035543+9.6263e-05i,-0.00034931-3.7448e-05i,-6.1106e-05+0.00014074i,7.0611e-05+0.00019529i,-0.00028191+0.00014874i,-0.0005457+0.00041424i,-0.00038148+0.00046712i
0.0001206+0.0010567i,0.0015189+0.00063786i,0.0020456-4.5118e-05i,0.0014927-0.00050383i,0.00092087-0.0010156i,-0.000319-0.00071493i,-0.00037148-0.00038422i,0.00035726-0.0006443i,0.0013018-0.0010567i,0.0014987-0.00061281i,0.00032923+0.00039029i,-0.00069249+0.00097284i,-0.00039516+0.00055597i,0.00022403+0.0001797i,0.0002225-0.00011848i,0.00026777-0.00042097i,-0.00013625+0.00057016i,-0.00084367+0.00089716i,-0.0005267-0.00033494i,0.00033061-0.00078025i,0.0004991-5.312e-05i,1.1279e-05+0.00073374i,5.5968e-05+0.00047337i
6.9553e-05-0.0014845i,-0.0011388-0.0019822i,-0.00097672-0.0019358i,-0.00095733-0.0014324i,-0.00112-0.0014614i,-0.00083083-0.0019794i,-0.00054395-0.0012869i,-0.00031713-0.00083303i,0.00045961-0.001262i,0.00078992-0.00087863i,-0.00017297+0.00016625i,-0.00099298+0.00015678i,-0.00032988-0.00032376i,0.00056067-0.00074072i,-2.4192e-05-0.00098517i,-0.00066805-0.00050948i,0.0003113+0.00032691i,0.00010687+7.996e-05i,-0.0013616-0.00062648i,-0.00098146-0.00077042i,0.0001001-0.00073497i,-0.00038489-0.00070725i,-0.00058592-0.00048484i
0.00063006+0.0023601i,0.0020872+0.0012465i,0.0027519-0.00021463i,0.0019624-0.00067408i,0.0015593-0.00056169i,0.002279-0.0005705i,0.0019237+4.7318e-05i,0.0014878+0.0009581i,0.0019566+0.00063692i,0.0019434-0.00037777i,0.00098142-5.843e-05i,6.4196e-05+0.0002634i,0.00032786-0.0001282i,0.00030181-0.00045861i,0.00033304-0.00083967i,8.3268e-06-0.00020174i,-0.00033665+0.00054068i,-0.00082275+0.00039156i,-0.00072101+0.0001179i,-0.00024625-0.00015699i,-5.975e-05-0.00022338i,0.00017584-0.00011137i,0.00023547-0.00017705i
-0.00032798-0.00090128i,-0.00041811-0.0012988i,0.00037287-3.0045e-05i,0.0013689-5.2623e-05i,0.0018084-0.00093576i,0.0011542-0.00092205i,0.00094366-0.00053047i,0.00094396-0.00041246i,0.00071594+2.0152e-05i,0.00037798-1.4722e-05i,-1.5928e-05+0.00032857i,-0.00021662+0.00034046i,-0.00045709+0.00010305i,5.188e-05+1.288e-05i,0.00041512-0.00037531i,0.00019378-0.00012987i,0.00030656+0.00026552i,4.4311e-05+0.00051354i,-0.00032873+0.00060118i,4.45e-05+0.0005329i,-0.00011247+0.00045156i,-0.0003812-0.0002493i,-0.00052744-9.804e-05i
-0.0013009+3.397e-05i,-0.0013734-0.00059499i,-0.0018544-0.0010947i,-0.0012427-0.00085124i,-3.9408e-06+0.00012306i,0.00097993+0.0002715i,0.0010178-6.0116e-06i,0.00031229-6.7619e-05i,-0.00050811+0.00028158i,-0.00037133-7.2771e-05i,0.00075977-0.00011219i,0.0014153-1.9072e-05i,0.00080985-0.00024077i,0.00030239-0.00024012i,7.8761e-05-0.0011126i,-0.00043359-0.0010681i,-0.0012261+0.00059282i,-0.0019037+0.00073008i,-0.0011067-0.00025291i,-0.00040974-9.9147e-05i,-0.00084203-0.00024871i,-0.00037118-0.0005638i,0.00045548+0.00016651i
-0.0021705-0.002255i,-0.0018552-0.00077697i,-0.0022837+0.00092231i,-0.0018688+0.0013217i,-0.001006+0.0013705i,6.9671e-07+0.0012505i,4.9767e-05+0.0004295i,0.0002975-8.2551e-05i,0.00056835+0.00012178i,-0.00036351-0.00011448i,-0.0003577-4.43e-05i,0.00015591+0.00062689i,0.0008775+0.00074487i,0.0013959+0.00080274i,0.0015943+0.00013473i,0.00081736-0.00017345i,-4.3454e-05-0.00023775i,-0.00024755+1.6995e-06i,9.2569e-05+0.00037036i,-8.7959e-07+2.8395e-05i,5.177e-05+2.2798e-05i,0.00084984+0.00051136i,0.00042017+0.00096309i
0.0017374+0.00034731i,0.0011744+0.00017841i,0.001042-0.00099316i,0.00088536-0.00022333i,-5.0781e-05+3.8599e-05i,0.00040544-0.00079982i,0.00080937-0.00057926i,0.00048066-0.00031396i,0.00064641-0.00043095i,0.00054217-0.00048689i,0.00039965-0.00068305i,0.0007054-0.00096031i,0.00088499-0.0010736i,0.00038783-0.00054336i,-0.0003556+0.00040684i,-0.00010102+0.00068305i,0.00092047-1.6154e-05i,0.00077496-0.00043804i,0.00014743-0.00074854i,8.467e-05-0.00042546i,0.00029373-0.00035973i,0.00019456-0.00038791i,0.00017825-0.00040089i
