-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
0.00066742+0.0010647i,0.0011546+0.0004166i,0.00076934+0.0001861i,0.0012164-0.00090846i,0.002113-0.0014949i,0.0012314-0.0013703i,0.00036774-0.0014085i,0.00023697-0.00076328i,-0.00017413-0.00011028i,-0.00036903-0.00033806i,-0.00047032-0.00032165i,-0.000435+0.00072242i,-0.00035987+0.00083771i,5.175e-05+6.933e-05i,-0.00022684-0.00026039i,-0.00048326-0.00077681i,0.00015621-0.0011244i,0.00091669-0.00079614i,0.00048836-0.0008062i,0.00028078-0.00052486i,0.00080468-0.00035519i,0.00094036-0.0007193i,0.00057868-0.00013783i
-0.0010271-0.0003183i,-0.0011387-0.00047997i,-0.00055501-0.00049895i,-4.0053e-05-0.00042307i,-0.00020402-0.00064155i,-0.00071386-0.00028552i,-0.0012415-0.0002841i,-0.00038189-0.00059813i,0.00033889-0.00071443i,-0.00033292-0.00074648i,-0.00031937-0.00073648i,8.6978e-05-0.00049739i,-0.00030618+0.00016326i,-0.0010255+0.00025912i,-0.00034518+8.9409e-05i,-0.00037974-0.00010513i,-0.0010661-0.00077344i,-0.0009797-0.00070772i,-0.00063058-0.00016782i,5.9156e-05+3.8402e-05i,0.00040085+0.00039116i,0.0005598-4.218e-05i,0.00011161-0.00030341i
-0.0002523-0.0023064i,-0.0010196-0.0023497i,-0.00057729-0.0012005i,-0.00035184-0.00050008i,0.00030263-0.00054531i,0.0006058-0.0007901i,0.00013089-0.0010814i,0.00062314-0.00033755i,0.00073779+0.00038322i,0.00036261+0.00064867i,0.00034673+0.00043374i,0.00031685+0.00061549i,-6.6264e-05+0.0015859i,-0.00014525+0.00091236i,0.00026228-0.00060148i,0.00057943-0.00054729i,0.0010149+0.00027046i,0.0011132+0.0007274i,-0.00014444+0.00056593i,-0.0013538+0.0004938i,-0.0010822+0.00011958i,6.2087e-05-0.00032052i,0.00038077-0.0001498i
-0.0018605-0.0012835i,-0.0015121-0.00020364i,-0.0012775+0.00013939i,0.00035962-0.00083169i,0.0018156-0.0017348i,0.001707-0.0020198i,0.00098722-0.0011804i,0.00050136-0.00088628i,-4.6095e-05-0.0013345i,-0.00070428-0.00063415i,-9.2266e-05-0.00019393i,0.00077354-0.00042966i,0.00075033-0.0011092i,0.00065652-0.0012822i,0.00076974-0.0002206i,0.00049863+0.00043798i,-0.00040609-7.7956e-05i,-0.00058805-0.00046067i,0.00026947-0.00020564i,0.00036847-7.4074e-05i,-8.4733e-05+0.0001624i,-0.00031148+0.001038i,0.00020387+0.0017953i
0.00031479+0.0011859i,0.00082442+0.00078888i,0.00099092-0.00085136i,0.00087114-0.0019273i,0.00034807-0.0021767i,-4.9957e-06-0.0021517i,-0.00052333-0.0012453i,-0.00029083-0.00055812i,0.00031261+5.844e-05i,1.3862e-05+0.00051994i,6.0728e-05+0.00079802i,0.00032935+0.00028632i,-9.3273e-05-0.00037066i,-0.00064365-0.00068785i,-0.00072792-0.00049291i,-0.00037412+0.00034619i,0.00011892+0.00023259i,-0.00068497-0.00033989i,-0.00078544-0.00017799i,1.6649e-05+0.0003232i,-0.00063633+0.00039656i,-0.00056808-0.000506i,0.0003975-0.00057872i
0.0012798+0.0014904i,0.0018134+0.0005736i,0.0025712+0.00011793i,0.0017232-1.8575e-05i,0.0006831-0.00011437i,-7.289e-05-0.00051553i,-0.00011363-0.00031129i,0.00030553+0.00044449i,-0.00029161+0.0001463i,-0.0011225-0.00033463i,-0.00080212+0.00010934i,-0.00020131+0.00039009i,-0.00052986+0.00038748i,-0.0013244+0.00087658i,-0.0012033+0.00088106i,-0.00038899+0.00070456i,8.8799e-06+9.7376e-05i,0.00013555-0.00040857i,0.00023449+0.0002461i,1.5294e-05+0.00061089i,2.4351e-05+6.4264e-05i,-0.00039195-0.00039147i,-0.00071867+2.5623e-05i
-0.00074883-0.00026008i,-4.3721e-05+0.00080965i,0.001085+0.00019327i,0.00085287-0.00057455i,0.00060098-0.00094585i,0.00069681-0.00069242i,0.00036737-0.00092112i,0.00049848-0.0010303i,0.00084961-0.00097098i,0.00013956-0.0010132i,-0.00032347-0.00028402i,-0.00045332+0.00036712i,-0.00052302+0.00017795i,-0.00017754-0.00029833i,0.00036876-9.006e-05i,0.0012297+0.00089129i,0.00087327+0.0010772i,0.00033776+5.433e-05i,-9.4317e-05-0.00043006i,-0.00022072-0.00076999i,8.1532e-05-0.00068388i,3.1946e-05+9.9084e-05i,-0.0004624-0.00032247i
-0.00022747-0.0019579i,-0.00025348-0.0024632i,5.4963e-05-0.0022763i,0.00013637-0.0021435i,-0.0010001-0.0015612i,-0.0015444-0.0011594i,-0.0015684-0.0012298i,-0.0010231-0.0016464i,-0.00058954-0.0013213i,-0.0007665+5.3423e-05i,-0.00079365+0.00043513i,-0.00089293-0.00028904i,-0.00079677-0.00085019i,-0.00012992-0.00066529i,0.00050734+6.7676e-05i,0.00019396+0.00031676i,8.7059e-05-0.00037912i,3.5192e-05-0.00063696i,-0.00061053-0.00053103i,-3.4365e-06-0.00066212i,0.00052514-0.00027748i,0.00047025+2.3414e-05i,-9.7956e-05-2.2549e-05i
0.00026995+0.00091862i,-0.00015949+0.00071982i,-0.00042945-0.0004705i,-0.00035297-0.00037416i,-0.00039362+0.00067768i,-0.00026423+0.00067322i,3.5708e-05-0.00020718i,-0.00016226-0.0010862i,-0.00042385-0.00092911i,-0.00022895+0.00029263i,-0.00030725+0.00073454i,-0.00016171+0.00022914i,0.00044052-5.8256e-05i,0.00029319+0.00042606i,-0.00043047+0.00068503i,-0.00035396-0.00014232i,0.00061171-0.00090342i,0.00089308-0.00040886i,0.00051889+0.00025417i,-0.00018749+0.0003719i,-0.00043414-0.00021682i,0.0002003-0.00085311i,0.00059158-0.00076442i
0.00012514-0.00093804i,-0.00070622-0.0015856i,-0.00033522-0.0015862i,8.0102e-05-0.00039014i,0.00019905+0.00084605i,0.00038838+0.00010394i,-8.9095e-05-0.00087597i,-0.00029191-0.00063159i,-0.00022725-0.00073049i,-0.00076816-0.001112i,-0.00057191-0.00066772i,-4.248e-05-2.6702e-05i,1.6712e-05-0.00016303i,0.00060247+5.3201e-05i,0.00025137+0.00079714i,-0.00066826+0.0015166i,-0.00085609+0.0010935i,7.0673e-05+0.00021196i,0.0011097-4.1613e-05i,0.0011853-0.00040602i,0.00046036-0.00088567i,-0.00074026-0.00073292i,-0.00023306-0.00015549i
0.00033276-7.1199e-05i,0.00021926+0.00025858i,0.0005552+6.6582e-05i,0.0011188-0.00051893i,0.0011152-0.0010366i,0.00043469-0.0010348i,-0.00058262-0.0011145i,-0.00093366-0.00097998i,-0.00098892-0.00090079i,-0.0010582-0.00064166i,-0.00024462+3.0029e-05i,-1.1411e-05+0.00019863i,-0.00029337-0.00056958i,7.8914e-05-0.0010873i,-0.00032509+0.00030342i,-0.00031787+0.00095276i,0.00013338+0.00066596i,0.00017707+5.7427e-05i,-0.00033679-6.4321e-05i,-0.00033577-0.00042006i,-0.0008364-0.00077939i,-0.001394+2.1173e-05i,-0.00031852+0.00020686i
-0.0010605+0.00080965i,-0.0009907+0.00056968i,-0.0014267-0.00030196i,-0.0015086-0.00071813i,-0.00063816-0.00067573i,0.0004763-0.00075095i,-6.2174e-05-0.0010793i,-0.0011249-0.0010872i,-0.00099654+2.6651e-05i,-0.00026508+0.00069705i,-0.00028614+0.00026809i,-3.947e-06+0.00028983i,0.00069148+0.00087974i,0.00090636+0.00074075i,0.00044994-0.00045026i,-0.0005212-0.0014765i,-0.00013191-0.0012268i,0.00042744-0.000415i,-0.00035847-0.00010796i,-0.00077459+0.00012211i,-0.00048112+9.7209e-05i,-0.00034618+9.5105e-05i,-0.00046451+0.00056378i
0.0013956+0.0022009i,0.001421+0.0020908i,0.0014505+0.0017124i,0.0017611+0.00061768i,0.0013165-0.00026605i,0.00082063-0.00047482i,0.00058893-0.0002693i,0.00027108-4.4344e-05i,0.00055834+0.00062066i,0.00035618+0.00042469i,-0.00023041-0.00039197i,-0.00011061-0.00046354i,0.00017761-0.00040441i,-0.00032565-0.0012036i,-0.00097254-0.00049464i,-0.00067611+0.00040274i,-0.00024451+0.00053293i,-0.00040573+0.00085517i,-0.00065481+0.00024825i,-0.0004968-3.0707e-05i,-0.00036369+4.1356e-05i,-0.00011319-0.0007798i,-0.00019551-0.00076405i
-0.0015195-0.0014052i,-0.0024578-0.0002166i,-0.0022117+0.00065533i,-0.00016447+0.0013941i,0.001829+0.0010038i,0.0023776+9.4438e-05i,0.0011674-0.00079135i,-4.4295e-05-0.00019544i,-0.00032829+0.00084469i,-0.00024517+0.0016836i,-0.00018396+0.0011934i,-0.00034512+0.0001614i,-0.00049979+0.00015544i,0.00050645+0.00048977i,0.00047139+0.0001023i,-0.00038916+0.00028075i,-0.00082968-4.7996e-06i,-0.00057607-0.00079852i,0.00061051-0.00099253i,0.00086448-0.00059597i,0.00043857-0.00017952i,-0.00011295+0.00044944i,-0.00072465+0.00084947i
0.00028301+0.00061384i,0.00050696-0.00056292i,0.00029062-0.0020725i,0.00051075-0.0027599i,-0.00013168-0.0028108i,-0.0010545-0.0021801i,-0.00075268-0.00087498i,-0.00092681+0.00026839i,-0.00179-0.00022901i,-0.0013698-0.00081281i,-0.00041952-0.00066705i,-2.0114e-05-0.00078229i,0.00021405+9.2629e-05i,-8.3916e-05+0.0004261i,-0.00054388+0.0001729i,-0.00067942+0.00024123i,-0.00079376+0.00036436i,-0.0003506-0.00020624i,3.0197e-05-0.00021285i,0.00016444+0.00012951i,0.0002657+0.00039753i,0.00032466+0.00014373i,-0.00034875-0.00061594i
-0.00028947+0.0016991i,0.00054155+0.0007342i,0.0010422+0.00037887i,0.00061739+0.00026223i,0.00065852-0.00076476i,0.00054225-0.0015951i,-0.00056754-0.0014476i,-0.0013906-0.00084751i,-0.00098571-5.0052e-05i,-0.00027548+0.00052811i,-0.00073458+0.00070464i,-0.00080748+5.3001e-05i,-0.00047922-0.00035364i,-0.0010912-0.0010955i,-0.0010374-0.0010452i,-0.00037299+7.2794e-06i,-0.00032084-0.00041203i,-3.5403e-05-0.0010063i,2.842e-06-0.00075471i,-0.00022338-0.00099348i,8.989e-05-0.0014772i,0.00050914-0.00095584i,0.00089331-0.00019127i
-0.0005642-0.00080309i,-0.0016098-0.0011731i,-0.0013109-0.00067836i,-0.00062965+4.0131e-05i,-5.2295e-05+0.00015935i,0.00062806-0.0002679i,-0.00020514-0.00099751i,-0.00066381-0.0010319i,-0.00027605-0.0010537i,0.00049816-0.00083621i,0.0006437-0.0003324i,-6.4686e-05-0.00043647i,1.9183e-05+0.00018888i,0.00010017+0.00037865i,6.6697e-05-0.00069045i,0.00029648-0.00086758i,0.00059082-0.00018715i,0.000448+0.00072691i,9.3425e-05+0.00053791i,0.0007935-0.00069339i,0.00094657-0.00095026i,0.00031003+0.00010406i,0.00028025-0.00013492i
4.2155e-05-0.00028553i,-0.00073698-0.000243i,-2.3789e-05-0.00069953i,0.0012481-0.0012894i,0.0013273-0.0020477i,0.00016373-0.0022685i,-0.00025154-0.0015445i,-9.2108e-05-0.00044901i,-0.00060231-0.00027693i,-0.00078008-0.00055934i,0.00045081+0.00043317i,-2.3315e-05+0.00089349i,-0.0006757-4.1843e-05i,0.00035123+0.00067738i,-7.4404e-05+0.0013884i,-0.00048476+0.00063559i,0.00026133+0.00051059i,0.00024471+0.00015605i,-0.00015913-0.00016567i,-0.00069123-0.0001347i,-0.0012437-0.00080546i,-0.00065191-0.0012438i,0.00087679-0.00058877i
0.00091356-0.00036633i,0.0001213-0.00051747i,-0.00085303-0.0010101i,-4.6752e-05-0.00089028i,0.0004908-0.00095955i,0.00017572-0.00094873i,-0.00048525-0.00027932i,-0.00011592+0.0004856i,0.000857+0.00061487i,0.00071059+0.00055807i,-7.3879e-05+0.00037344i,-0.00027963-0.00018818i,0.00096619-0.00016267i,0.0009666+0.00031949i,-0.00016825+0.0003531i,-7.3538e-06+3.7613e-05i,0.00017907-0.00029382i,-7.3454e-05-0.00037228i,0.00017753-0.00028137i,0.00030249-0.00055708i,0.00022472-0.00043222i,0.00043719-3.5141e-05i,0.00045272+0.00023312i
-0.0008916-0.00041127i,5.1746e-05-0.00043793i,0.00011701-0.00047152i,-0.00032063-0.00066005i,-0.00020515-0.00052077i,0.00050924-0.0004261i,0.0008543-0.00060222i,0.00025075-0.0002439i,0.00019204+0.00028211i,3.9398e-05+7.2202e-05i,-0.00049648+0.00056539i,-0.00075641+0.00084682i,-3.3926e-05-0.00015536i,0.0015294-0.00062784i,0.0016225-0.00018356i,0.00032856+0.00038021i,-0.00034106+0.00057273i,7.4865e-05+0.00038638i,-0.00027167-0.00029886i,-0.00040965-0.0011228i,-0.00025097-0.00085544i,-0.00050075-0.00018389i,-0.00016887-0.00010422i
-0.00040591+0.00033036i,0.00088992+0.00092783i,0.0016661+0.0020187i,0.001969+0.0020599i,0.0017841+0.00045191i,0.00025161-0.00077296i,-0.0012584-0.00028233i,-0.00095748-0.00041244i,-0.00034328+8.8639e-05i,7.8163e-06+0.00040387i,8.5717e-05-7.8712e-06i,-0.0006185+0.00020473i,-0.0010445-3.3986e-06i,0.0003505+0.00038822i,0.00056695+0.0010242i,-0.00043309+0.00069132i,0.00013265+0.0010755i,0.00069016+0.0011252i,0.00054652+0.00049817i,0.00048316+0.00042976i,0.00020036+0.0010308i,0.00046939+0.0008921i,0.0007396+0.00059693i
0.00067543+0.00099978i,-0.00030239+0.00074503i,0.00052678+0.00093194i,0.0012188-0.00046519i,0.00086077-0.0027639i,0.00055579-0.0031136i,4.3337e-05-0.0015693i,-0.00049511-0.0003921i,0.00012478-0.00037014i,0.00049962-0.00067243i,4.9571e-05-0.00070536i,0.00026574-0.00050617i,-0.00041363+7.138e-05i,-0.0014906+0.00055049i,-0.0010171+0.00043321i,-0.0004049+4.2359e-06i,-0.00026964-0.00043292i,-0.00030666-0.00043843i,-0.00019886-0.0005741i,-0.00022809-0.00010284i,-0.00078498-5.0642e-05i,-0.00032504-0.00030516i,0.00018557-0.00050863i
-9.7442e-06+0.00082949i,0.0011962+0.00031962i,0.0011452-0.00025573i,0.0014834-0.0011686i,0.002377-0.0015334i,0.002422-0.0007907i,0.0016665-0.00029333i,0.00070667-0.00057928i,0.0003437-0.00075639i,0.00045546-0.00039858i,-1.1011e-05+0.00017387i,-0.00057593+0.00088534i,-0.00023929+0.00085478i,-0.00014862-0.00018087i,-0.00021396-0.00020095i,-0.00039376+0.00039691i,0.00017551-0.0001615i,0.0012692-0.00028098i,0.0013225+0.00014778i,0.00071132-9.9075e-05i,0.0003711+0.00024794i,0.00031712+0.00050987i,-0.00042445+0.00046308i
0.00039106-0.00018075i,-0.00084741+0.00013493i,-0.0013257+4.7758e-05i,-0.00086001-0.00015164i,-0.00026958-0.00081965i,-0.0001167-0.0011282i,-0.00062727-0.0011594i,-0.0010256-0.0011572i,-0.0001834-0.00087554i,0.00031889-0.00023004i,-0.00035793+9.2236e-05i,-0.00037285+0.00060274i,-0.00023851+0.00080439i,-9.6357e-05+0.0007218i,-9.3078e-05+0.00056924i,-0.00022409+0.00080339i,-0.00020353+0.00060905i,0.00019341-6.2465e-05i,0.00097664-7.606e-05i,0.00070047+9.4124e-05i,0.00014302-0.00019863i,0.00026565-6.4675e-05i,0.00023774+1.7478e-05i
0.00093393-0.00056007i,0.00087345-0.0011453i,0.0011187-0.0013139i,0.0015834-0.0015487i,0.0011211-0.0016859i,0.00032589-0.00079923i,0.00019542-6.5128e-06i,0.000504+0.00028716i,9.1019e-06+0.00011081i,-0.00067796-0.00032575i,-0.0006198-0.00015053i,-0.0011225-0.00010809i,-0.00066162+9.1359e-07i,-5.485e-05+0.00036817i,-0.00017872+0.00097136i,-0.00054772+0.00074162i,-0.00017839+0.00021322i,0.00030887+0.00039016i,0.00032547+0.0008125i,0.00059762+0.00027888i,0.00038388-0.00017778i,0.00019964-0.00041153i,0.00014251-0.00028491i
0.0008438-0.00076719i,6.8763e-05-0.0013014i,-0.00028533-0.0010099i,0.00057432-0.00019376i,0.0010397-0.00016068i,7.4805e-05-0.00057729i,2.3374e-05-0.00081405i,-0.00030366-0.00017209i,-0.0010687+0.00030766i,-0.00056807+0.00043878i,-8.2941e-05+0.0010141i,-9.5468e-05+0.0010822i,0.00031844+0.00087009i,0.0010657+0.00068209i,0.0011925+0.00047611i,0.00040021+0.00026951i,-0.0003742+0.0003819i,-0.00017713+0.00099157i,9.8206e-05+0.0013178i,-0.00011323+0.0015488i,0.00017276+0.0010165i,0.00036814+0.00047918i,0.00020413+0.00015536i
-0.0014661+0.00017644i,-0.00093487-0.00013228i,-0.0018062+0.00030179i,-0.0019614+0.00012738i,-0.00068493-0.00074892i,0.00080277-0.0014524i,0.0013687-0.0016447i,0.00031155-0.0012146i,-0.00071042-0.00028136i,-0.00083954+0.00029899i,3.4756e-05+0.00034844i,0.00041641+5.6219e-05i,0.00014529-0.00045431i,0.00039154-0.00022735i,0.0010671-0.00047322i,0.0012756-0.00078683i,0.00080859-0.00028042i,0.00056287-3.7963e-05i,0.00060703-7.9412e-05i,0.00037164-0.00012395i,-0.00066921+0.00039887i,-0.00084379+0.00072431i,7.2732e-05+0.00062611i
0.00058238-0.001658i,0.00060306-0.0013812i,9.0384e-05-0.0015316i,0.0002689-0.0009102i,0.00042165+0.0005069i,3.4909e-05+0.0001581i,7.9215e-05-0.00037273i,6.9201e-05+0.00048049i,-0.0003173+0.00049375i,-0.00046194+0.00041204i,0.00020926+0.00089914i,4.8102e-05+0.00029977i,-0.0007058-0.00043406i,-0.0007503-0.00027297i,-5.6698e-05-9.8128e-05i,-0.0002105+9.1083e-05i,-0.0005001+0.00026158i,8.6981e-05-0.00018987i,-0.00019742-0.0008141i,-0.00036482-0.0011298i,5.0858e-05-0.0010515i,6.4134e-05-0.00051879i,-0.00053581+0.00014393i
-0.0011831-0.0011653i,-0.00046902-0.00052332i,-0.00062284+0.00070313i,-0.00078936+0.00035249i,-9.3093e-05-0.00017298i,0.0011442-0.00068273i,0.0011383-0.00091466i,-0.00011727-0.00051307i,-0.00064223-0.0006249i,-0.00046855-0.00038806i,-0.00082812+0.00032717i,-0.00066846+0.0002569i,-0.00017081+6.5316e-05i,3.057e-05-0.00045918i,-1.1943e-05-0.00067177i,0.00019387-0.00025558i,0.00012624+2.4948e-05i,-0.00029107-0.00051144i,-0.00025969-0.00094137i,0.00022732+4.9538e-05i,0.0012251+6.1268e-05i,0.0015767-0.0007262i,0.0012606-0.0001353i
0.00073052-0.00057543i,0.00099837-0.0011944i,0.0010901-0.00044476i,0.00118-0.00016258i,0.0017261-0.0011709i,0.0011654-0.0016058i,0.00073722-0.0016249i,0.00097404-0.00093122i,0.00039578+0.00024354i,-0.00015116+0.00048629i,-0.00042697+2.8006e-05i,-0.00038235+0.00023633i,-0.00081018+0.00056552i,-0.0005536+0.00027463i,0.00013268+0.00012371i,0.00012704+0.00061531i,0.00038289+0.00092783i,0.00030468+0.00067879i,-0.00029989+0.001137i,-0.00047405+0.00072038i,-0.00046457-7.9715e-05i,-0.00052288-0.00046518i,-0.00027644-0.00058785i
-0.00020948+0.00015262i,-0.00012264+0.00065091i,0.00039097+0.0009853i,-7.9164e-05+0.00086641i,-0.00084383+0.00030964i,-0.00080992+0.00029888i,-0.0012034+0.0003339i,-0.00091058+0.00015744i,-1.8436e-05-0.00030485i,0.00033472-0.00081865i,3.2645e-05-0.00026389i,0.00022124+0.00064811i,0.00062332+0.0011859i,0.00078343+0.0015152i,0.00038684+0.0011905i,0.00010711+0.00024796i,-0.00024595-0.00032935i,-0.00013626-0.00065964i,0.00032552-0.00071245i,-0.00013353-0.00048443i,-0.00055376-0.0005637i,-0.00084269-0.00057869i,-0.00067367+0.00012518i
0.00052415+0.00082619i,-0.00010577-7.6768e-05i,-0.00055626-0.0006708i,-0.00066411-0.0011143i,-4.7165e-05-0.0016793i,0.00037323-0.0015905i,0.00063175-0.0010154i,0.00074469+0.00032506i,0.00046114+0.0010987i,0.000239+0.00050282i,0.00070216+0.00010954i,0.00018463+6.4183e-05i,-0.00039058-0.00012408i,0.00032023-7.9088e-05i,0.00031418+4.9714e-05i,-4.6806e-05+2.5221e-05i,0.00015404-0.00054919i,5.4532e-05-0.0009244i,0.0002976-5.0626e-05i,2.1338e-05+0.00091632i,-0.00056843+0.00034416i,-0.00058858-0.00041508i,-0.00015518-0.00077899i
0.00057108+0.0016658i,0.0018973+0.0010011i,0.0028604-0.00019472i,0.0024085-0.0011926i,0.0009313-0.00068501i,-0.00081443-0.0012277i,-0.0012973-0.0014809i,-0.00054266-0.0006688i,0.00019577-1.8297e-05i,0.00034166-0.00050844i,-0.00016022-0.00077943i,0.00022925-0.00013194i,0.00068147+0.00047542i,-7.9058e-06-0.00039157i,8.7692e-05-0.0012979i,0.00039796-0.00052498i,0.00046691+0.00056568i,-6.9951e-05+0.00063548i,0.00010759+0.00051047i,-8.6785e-05+0.0007215i,-0.00011583+0.00086247i,-0.0001348+0.00061316i,-0.00095731+0.0004794i
0.00015679+0.00092589i,-0.00020815+0.00084673i,0.00042768-2.1473e-05i,0.00060171-0.0010495i,-0.00012265-0.0021572i,-0.00021788-0.0021796i,0.00024331-0.0013017i,-0.00028674+9.5673e-05i,-0.00089517-0.00016033i,-0.00031653-0.00072934i,0.00039651-0.00069639i,0.00019568-0.00039208i,0.00025735+0.00025201i,-5.8045e-05+0.00033938i,-0.0010382+0.00012601i,-0.0011614-0.00014215i,-0.00018387-0.00061915i,-0.00034304-0.00028899i,-0.00031261+0.00013113i,0.0003751+0.00031912i,0.00060649+5.0324e-05i,0.00030099-0.00044032i,8.3184e-05+0.00016459i
-0.00028034-0.00017079i,-0.000219-0.00036201i,0.00034399-0.00069632i,0.00054344-0.00091727i,0.0014007-0.0016202i,0.0018861-0.0018725i,0.0011273-0.001515i,0.0011295-0.0013557i,0.00076592-0.0013289i,0.00012774-0.00083433i,0.00025004-0.00031089i,0.00053604+0.00018445i,0.00086617+0.00064475i,0.00039365+2.7639e-05i,-0.00047963-0.00077218i,-0.00045333+4.662e-05i,-0.00014927+0.00019256i,0.0003999-0.00035301i,9.8009e-05-0.00061095i,-0.00056658-0.00029028i,-0.00079777-0.00027929i,-0.00058976-0.00094281i,-0.00013277-0.00044046i
-0.00090692-0.0011593i,-0.00042024-0.00035325i,-0.00062611-0.00082195i,0.00059683-0.00099114i,0.0014927-0.0001181i,0.0015766+9.6998e-05i,0.0011411-0.00073804i,9.8147e-05-0.0014032i,-7.405e-05-0.00091735i,-0.00030263+0.00033658i,-0.00037659+0.00028704i,9.564e-05-8.4567e-05i,0.00011567+0.00016342i,-0.00065699+0.00081186i,-0.0004185+0.000648i,0.00083078+7.349e-05i,0.00069704+0.00015595i,-0.00010929-9.0695e-05i,-0.00054507+0.00013865i,-0.00056136-4.5243e-05i,-0.00026216-0.0006777i,-0.00018873-0.00061875i,-0.00018912+1.7375e-05i
-0.00045989+0.00046774i,0.0007407-0.00027404i,0.00077924-0.000644i,0.00068409-0.00054033i,0.0011227-0.0012907i,0.0004456-0.0017819i,-0.00035046-0.0012118i,-0.00055945-0.00019407i,-0.00056795+0.00067147i,-0.00027713+0.00055172i,-0.00044259+0.00031163i,-0.00056357+9.4336e-05i,-0.00061576+0.00060759i,-0.00068959+0.00013458i,-6.8632e-05-0.0013048i,-7.6829e-05-0.0010533i,-0.00053657-0.00022445i,-0.00047772+0.00019817i,-0.00011992+0.0002048i,0.00069702-7.1299e-05i,0.00098378-0.00044378i,0.0004645-0.00047047i,0.00067942+7.3157e-06i
0.0023928+0.00069955i,0.0014865+0.00048541i,0.0013854-0.0002671i,0.0009711-0.00077897i,0.00030279-0.0010201i,0.0001369-0.0017415i,0.00023376-0.0012623i,0.00027579-0.00034851i,0.00033513-0.00036353i,0.00063563-0.00075241i,0.00019139-0.00069962i,-2.3535e-05-0.00055468i,-0.00069583-0.0013112i,-0.00090137-0.0011346i,-0.00094701-0.00030259i,-0.00076299+0.00032868i,-0.00054326-0.00029483i,-0.00041217-0.0006504i,0.00011999-0.00035946i,0.00046179+2.7583e-05i,0.00079046+3.7957e-05i,0.00053507-0.0001348i,-0.00031118+0.0001182i
0.0006172-8.5243e-05i,0.0010004+0.00022251i,6.5622e-05+0.00087334i,-0.00014812+0.00018755i,0.00035991-0.00062025i,0.00040172-0.00031841i,0.00063766-0.00011148i,0.00063755-0.00036503i,-0.00044015-0.00030988i,-0.00099245+0.00047741i,-0.00053152+0.00078231i,-0.00026464+0.0005221i,-0.00011736+0.00059357i,0.0001762+0.00034385i,-0.00048423-5.9349e-05i,-0.00082718+0.00042703i,-6.083e-05+0.00068762i,0.00051782+0.00063684i,0.00037583+0.00032602i,0.00030553-0.00024999i,0.00031807-0.00028772i,0.00058123-0.00014567i,0.00067907+0.00010026i
0.00029235+0.0013395i,0.00043042+0.00076787i,0.00087095+0.00059792i,0.0012911-0.00074169i,0.00080935-0.0023611i,-0.00038023-0.0027245i,-0.0010955-0.0019256i,-0.00094924-0.00066135i,-0.0001808+0.00042316i,5.155e-05+0.00037461i,-0.00024679-0.00078133i,-0.00018792-0.0014383i,-0.00013959-0.00060971i,-0.0011069-6.7848e-05i,-0.0018823-0.00018295i,-0.0016501+6.5248e-05i,-0.00053922+0.00020932i,-5.8982e-05+0.00048822i,-0.00011417+0.00090333i,-0.00038772+0.0010137i,-0.00054447+0.00077353i,-0.00016486+0.00021578i,0.00027358-0.00019986i
-0.0026682+0.0014571i,-0.0017939+0.0012419i,9.9639e-05+0.00047491i,0.00074425+0.00063297i,0.00186-0.00044898i,0.0017286-0.0017877i,0.00061761-0.0017063i,0.00066761-0.0014783i,0.00049983-0.00097129i,3.355e-05+0.0002867i,0.00047438+0.00048285i,0.00058914-0.00065828i,-0.0001155-0.0011452i,0.00066493-0.00028879i,0.0013198+0.0003738i,0.0008921-0.00045335i,0.00030016-0.00053673i,-2.7822e-05-0.00034388i,-0.00012496-0.0005218i,-0.00013034+9.2339e-05i,7.1279e-05-8.2103e-06i,0.00042114-1.0341e-05i,0.00054983-0.00032742i
-0.00061809+0.0003546i,0.00019146+0.0010412i,-9.4825e-05-0.00022742i,0.00024889-0.00016024i,0.00083594+0.00024214i,0.00057271+8.1444e-05i,3.2828e-05-0.00047782i,8.657e-05-0.00096584i,-1.8341e-05-0.001214i,-4.3705e-05-0.00014242i,0.00020812+0.00076363i,0.00068151+0.00077913i,0.00047646+0.0010129i,0.00023671+0.00096382i,0.00042538+0.00072029i,0.00039186+7.5711e-05i,-0.0001077-0.0003636i,-0.00034963-0.00016299i,3.8353e-05+0.00036423i,0.00061608+0.00078463i,0.00051165+0.0010364i,-0.00034075+0.00014814i,-0.00053695-0.00035859i
