-0.006136-0.00071659i,-0.0045385+0.00045757i,-0.00368+0.0034139i,-0.0029934+0.0048644i,-0.0016672+0.0040211i,-0.00015687+0.0024645i,0.00074524+0.0019843i,0.0014941+0.0019942i,0.0010399+0.0017077i,0.00020509+0.0011779i,0.0020083+0.0007465i,0.0029486-0.00027918i,0.0021679-0.00067821i,0.0011521-0.00074911i,-0.00034532-0.00072548i,-0.00079493-6.791e-05i,0.00044766-0.00013643i,0.00097973-0.00038047i,-0.0001651+0.00017195i,-0.0011181+0.00065312i,-0.00071545+8.3322e-05i,0.00013146-0.00020563i,0.00017066+0.00048056i
-9.2117e-05-0.0012099i,-0.00095025-0.0011544i,-0.0016508-0.0011939i,-0.0011656-1.3312e-05i,-0.0002191+0.0015754i,0.00088147+0.00062346i,0.0016712-0.00055201i,0.00098989-0.00077745i,0.00021547-0.00075369i,0.00027522-0.00014376i,0.00056168-0.00025271i,0.0011389-0.00020365i,0.0016677-0.00043696i,0.0018745-0.00033386i,0.0012147+0.00034454i,0.00016873+0.00011319i,-0.00025295+1.3161e-05i,-0.00038142+0.00021717i,-0.00029612+0.00046627i,-3.0718e-05+8.4364e-05i,-0.00040774-0.00037872i,-0.00061976+0.00033293i,-3.5181e-06+0.00087886i
0.00015212+0.00089192i,-0.00038365+4.8371e-05i,0.00028265+3.0945e-05i,0.00066976-0.00057713i,0.00073085-0.0010486i,0.00044071-0.00077039i,0.00023179-0.001106i,0.00035736-0.00042522i,0.00078295-5.4246e-05i,0.0006165-0.00091434i,0.00032226-0.0008884i,0.00065085-0.00054538i,0.00044003-6.7518e-05i,-0.00029094-7.1179e-05i,-0.00055617-0.00076397i,-0.00053591-0.0012443i,-0.00090067-0.0011575i,-0.00095011-0.0003023i,3.0212e-05+0.00019161i,0.00037625-0.00025254i,0.00062879-0.00062282i,0.00016955+3.6986e-05i,-0.00023868+0.0011318i
-0.0025747+8.5956e-05i,-0.0014633+0.001331i,-0.00069355+0.0015842i,0.00023327+0.00072501i,0.0011728+0.0006476i,0.0011345+0.00106i,0.001066+0.00032517i,0.0010259-0.00020844i,0.00052952-3.6752e-05i,0.00018789+9.3653e-05i,-0.00030954+2.8421e-05i,-0.00036028-0.00047878i,-9.3755e-06-0.00043525i,0.00063394-0.00014315i,0.00097063-0.00038145i,0.00063843-0.00050145i,0.00058625-0.00047432i,0.00049938-0.00074586i,0.00055051-0.00035407i,0.00060014+0.00074736i,-0.0001202+0.00032625i,-0.00041539-0.00022519i,-0.00068595+0.00075682i
0.0010944-0.0019983i,0.00086785-0.0017349i,-6.5973e-05-0.0022904i,-3.242e-05-0.0017515i,0.0010163-0.00065459i,0.0013235-0.00032125i,0.00066906-0.0003938i,0.00024456-0.0005868i,-0.00011387-0.0008751i,-0.0010366-0.00058498i,-0.0010024+1.2864e-05i,0.00036128-8.8977e-05i,0.00037613-0.00041819i,1.3393e-05-0.00086304i,-0.00024354-4.5535e-05i,-0.00025109+0.00070918i,-1.8479e-05-0.00028494i,-0.00055195-0.00064934i,-0.00036757+0.00017841i,0.00021433+0.00093386i,4.7647e-05+0.00022408i,0.00025082+7.2343e-05i,-0.00016803+0.00010381i
0.0014927-0.00047889i,0.0023561-7.9665e-05i,0.0010587-0.00047176i,0.00038418-0.00055639i,0.00097205+0.00022436i,7.3055e-06+0.00013675i,-0.00029755-0.00044307i,0.00012789-0.00041378i,0.00025487-0.00026445i,0.00044344-0.00039914i,0.00064548-0.00021138i,0.00040409+0.00010084i,-3.4121e-05+0.00029643i,-0.00036235+0.00020382i,-0.00014137+0.0006216i,0.00033053+0.00092869i,0.00021342+0.00042668i,4.2912e-05-0.00058334i,0.0002364-0.00090174i,0.00021353-0.00031112i,-0.00027316-3.4147e-05i,-0.00045428+7.0546e-06i,3.0763e-05+0.00063121i
-5.4484e-05+0.00024528i,0.00041843+0.00065905i,0.00067225+0.00039654i,0.00099672+0.00015871i,0.00097298-0.00029749i,0.0010334-0.00069503i,0.0017622-0.00051825i,0.0015509-0.0009153i,0.00040225-0.0011668i,-7.369e-05-0.00047404i,0.00014867+6.3722e-06i,0.00032419+0.00011898i,0.00092384+1.6567e-05i,0.0013083+0.00011016i,-3.6591e-05+8.5203e-05i,-0.00081831-6.2495e-05i,-0.00031892-2.961e-06i,-5.7113e-05-1.0301e-06i,-0.00038922+2.2871e-05i,-0.00019305-0.00011388i,-0.00025558+0.00021784i,-0.00096306+0.00026744i,-0.00076678+0.00089222i
0.0025636-0.0025403i,0.0012425-0.0019211i,0.0013698-0.0010737i,0.0013111-0.002363i,0.0011866-0.0035708i,0.00024031-0.0023827i,-0.00047004-0.0010389i,-0.0002763-0.00060668i,-0.00011078-0.00053615i,-0.00046338+4.9321e-05i,-8.7542e-05+0.00065574i,-0.00017703+0.000528i,0.00044462+0.00032771i,0.0012468-0.00040878i,0.00072653-0.00037193i,0.0001107+0.0004985i,0.0001653+0.00016768i,8.4129e-05-0.00032511i,-5.9451e-05-0.00051823i,2.1169e-05-1.6409e-05i,2.0369e-05+0.00031012i,0.00013372-0.00023837i,0.00068534+8.572e-05i
-0.00084445+0.00023517i,-0.001343-0.00032801i,-0.0016802-0.00012114i,-0.00078164+9.7551e-05i,0.00029407-0.0010416i,0.00072503-0.0017359i,0.00081069-0.0013071i,0.0010628-0.00041374i,0.0012324+0.00015978i,0.001238+0.00019829i,0.00073809-0.00013616i,0.0008946-0.00092795i,0.0017328-0.0010044i,0.0017717-0.00037899i,0.0013541-1.992e-05i,0.0007358-3.1884e-05i,0.00037926-8.5426e-05i,0.00057799-4.0974e-05i,0.00089315+0.00075187i,0.0011461+0.00080099i,0.00081738+0.00072648i,0.0001139+0.0005321i,5.4598e-05-0.00029299i
-0.0013981+0.00068387i,-0.00054492+0.0014918i,0.00091569+0.0010158i,0.0012854+8.316e-05i,0.001146+3.5883e-05i,0.0011364+0.00043839i,0.00074246+0.00010996i,0.00058701-0.00023477i,0.00044007-0.00075165i,0.00082649-0.00078491i,0.00071585-0.00043492i,-0.00013496-0.0010626i,-0.00030487-0.00091488i,0.00021187+0.00020107i,0.00020262+0.00037526i,-0.00088739+6.7048e-05i,-0.00094026+0.00046302i,-0.00048921+6.5663e-05i,-0.00028957-0.00068439i,0.00035313-0.00051561i,0.00015026-0.00023534i,-0.00045934-0.00019136i,-0.00072862-0.00010954i
-0.00045212+6.3429e-05i,-0.001172+1.5731e-05i,-0.0010444+0.0010329i,-4.2625e-05+0.00084714i,0.00071888+0.00032106i,0.001173+0.0005468i,0.0014838-7.0932e-05i,0.0012792-0.0010573i,0.00046281-0.00087099i,0.00049942-0.00020137i,0.00061535-0.0002453i,0.00035258-0.00051322i,0.00051797-0.0001792i,0.00060764+5.0592e-05i,0.00011215-0.00023866i,-0.00031965-0.00061571i,-0.00018602-0.00049519i,0.00032538-0.00052175i,0.00041464-0.00051996i,0.00055117-0.00052544i,0.00052278-0.0007053i,0.0003378-0.00069149i,-7.4681e-05-0.00077071i
-0.00010641-0.0018957i,-0.00092567-0.002347i,-0.0013339-0.0024384i,-0.00046276-0.0015958i,0.00051894-0.00030876i,0.00077835+0.00021884i,0.0007437-0.00045292i,0.0006069-0.0012771i,0.00021176-0.0010451i,-0.00020097-0.00030754i,0.00043117+0.00057488i,0.0010947+0.00054764i,0.0010332-0.00040352i,0.00034891-0.00084526i,-0.00048725-0.00040161i,-0.00085219+0.00050599i,-0.000466+0.00014039i,0.0004091-0.00036541i,0.00040745-0.0001411i,0.00034739-3.6466e-05i,0.0004147+6.5896e-06i,0.00070774+0.0004447i,0.001074+0.00067502i
-0.00069994+0.0010542i,-0.00076751+0.00071901i,-0.00058532+0.00014375i,-0.00025804-0.00092858i,0.0006624-0.0013926i,0.00077394-0.00095793i,0.00043376-0.00057948i,0.00085513-0.00018126i,0.00047579-0.00023566i,-0.00050302-0.00039511i,-0.00045016+0.00013937i,-2.1105e-06+0.00042699i,0.00070994-0.00016794i,0.00049175-5.429e-06i,-0.00026976+9.0371e-05i,-0.00080134-0.00033088i,-0.00080292-0.00024977i,-6.6721e-06-0.00033148i,0.00015714-0.00019374i,-0.00032155+0.00015899i,-0.00048116-0.00010608i,-0.00017893-0.00033488i,0.00055819+1.9757e-05i
-0.0010628+0.00093007i,-0.00038068+0.0010334i,0.00016553+0.00088646i,0.00023967+1.7011e-05i,0.0011701-0.0010631i,0.0021127-0.0010523i,0.0015816-0.0014824i,0.00045886-0.001568i,0.00025996-0.00063175i,0.00094377-0.00027252i,0.0012015-0.00037833i,0.00097755-0.00027009i,0.0004244+8.8963e-05i,-0.00019388+0.00044873i,-0.00027654+3.7687e-05i,-0.00027424-0.00025708i,-0.00039185-3.3174e-05i,-2.7906e-05+0.00040239i,-0.00032034+4.4531e-05i,-7.9579e-05-0.00051632i,5.5304e-05-0.00060333i,-0.00043596-0.00044167i,0.0005469-0.00028296i
-0.00094789-0.0004436i,-0.00076123-0.00020251i,-0.00069133+0.00041434i,-0.00063878+0.00056313i,-0.00014965+0.00050023i,0.00056377+0.00028048i,0.0011159+0.00014334i,0.0013012-0.00032213i,0.00033369-0.001161i,-0.00055188-0.00035773i,-3.7145e-05+0.00076206i,0.0011449+0.00026551i,0.00077214-0.00018997i,-0.0005818-0.0003309i,-0.00054887+0.00044708i,-1.6133e-06+0.00088208i,-0.00020882+9.8547e-05i,-0.00075012-0.00084075i,-0.00069728-0.0010965i,-0.0001354-0.0007799i,-1.1785e-05-0.00035596i,-0.00030246-1.0207e-05i,-0.0005886+6.5855e-05i
0.0030485-0.0002195i,0.0019865-0.0004306i,0.0020885-0.0011019i,0.0019852-0.0019574i,0.001203-0.0021969i,0.00053784-0.0019262i,-0.00046622-0.0020472i,-0.00084471-0.00172i,2.0343e-05-0.0010797i,0.00028492-0.00026195i,0.00046636+0.00017665i,0.00044795-0.00010601i,0.00030793-0.00012104i,0.00037267+0.0011509i,-1.9562e-05+0.0021022i,-0.00041447+0.0015149i,-0.0005142+0.00059241i,0.00017306-4.4653e-05i,0.00066649+0.00046486i,0.00037163+0.0008372i,0.00028798+0.0002045i,0.00046673-0.0003529i,0.00036485+0.00034156i
0.0015922-0.00098784i,0.0014274-0.0011022i,0.00058719-0.0016434i,0.00030757-0.0018439i,0.00012843-0.001462i,0.00023863-0.00098538i,0.00094012-0.00039764i,0.001334+0.00011884i,0.0011155+0.00022497i,0.0011792-7.3735e-07i,0.0014234+0.00039837i,0.00084971+0.00056225i,0.00035568-2.7296e-05i,-0.0001429-0.00069354i,-0.00049217-0.00082991i,-8.7093e-05-0.00040434i,0.00080984+7.3503e-05i,0.00083925+0.00019482i,0.00011911-2.3027e-05i,-5.0973e-05-0.0006953i,0.00062671-0.00082262i,0.0002358-0.00012241i,-0.00053813+0.00018642i
-0.0014074+0.0022559i,-0.0012863+0.0028071i,0.00027487+0.0031572i,0.0022999+0.0026731i,0.0027639+0.0012097i,0.0022509-0.00012678i,0.00094254-0.00031255i,-0.00017211-0.00058923i,-0.0004196-0.0012183i,1.4598e-05-0.0012761i,0.00015711-0.0010854i,0.00044118-0.00050293i,0.00097082+0.00045586i,0.00050857+0.0010904i,-0.00011372+0.00117i,-0.00045514+0.00069284i,-2.9926e-06-0.00033702i,0.0002433-0.00059162i,-0.00024767-0.00016891i,-0.00060301+0.00037541i,-0.0007948+0.00045438i,-0.0011651+0.0004701i,-0.00092579+2.1081e-05i
-0.0016634+0.0005092i,-0.0016069+0.00027328i,-0.00080766-0.00041429i,-0.00054754+7.9527e-05i,-0.00047034-0.00045289i,-4.5389e-06-0.00092635i,-6.343e-05-0.00042316i,-0.00050395-0.00060405i,-0.00041316-0.00063724i,0.0002885-3.9757e-05i,0.00080856+0.00074529i,0.00096015+0.00080452i,0.0010659-7.7406e-05i,0.0010502-0.00083136i,0.0004771-0.00058591i,4.4279e-05+0.0003851i,0.00058483+0.00049594i,0.00060237+0.00021443i,-0.0002675+0.00049875i,-0.0003443+0.00040107i,1.0979e-05-0.00022732i,0.00042718+0.00016572i,-0.0003803+0.00052879i
-0.00069754-0.00035799i,0.00019469-0.00069066i,0.0010628+8.2023e-05i,0.0010719+0.00047806i,0.00085601+0.00024948i,0.00068263-0.00016326i,0.00059082-0.00063678i,0.0001884-0.0003178i,-7.3384e-05-0.00038176i,0.00019488+7.4616e-05i,0.00062178+0.00027722i,0.0010553-0.00040563i,0.00073964-0.00035745i,-0.00023721+0.00017508i,-0.00011877+0.00027745i,-8.0186e-05+0.00014194i,0.00022703+0.00040567i,0.00047003+0.0003815i,-4.2452e-05-0.00038971i,-0.00031583-0.00044883i,-5.6691e-06+0.00014071i,-3.0532e-05+7.6531e-05i,9.6271e-05-0.00025511i
-0.00065841+0.00092932i,0.00036756+0.0014863i,0.00062846+0.0015005i,0.00034213+0.00094473i,0.00035729+0.00017014i,0.00051095+3.8032e-05i,0.00023868-0.00036592i,0.00031158-0.0009001i,-3.2916e-05-0.00098917i,-0.00031295-0.00077812i,-0.00031557-0.00040503i,-0.00013932-0.00046186i,0.00011394-0.0002852i,7.2104e-05-0.00048812i,0.00034081-2.0751e-06i,0.00066108+0.00049774i,0.00098561-0.00010436i,0.0011624-0.00031951i,0.0011413+0.00034663i,0.00086312+0.00052834i,0.00054246+3.8832e-05i,0.0004342-6.0074e-05i,-1.1113e-06+9.7951e-05i
0.0015243-0.0022783i,0.00094924-0.0024156i,-0.00071026-0.0021697i,-0.00055707-0.0018603i,0.00024493-0.0010349i,9.6639e-05-0.0001147i,0.00016154+3.217e-05i,0.00097998-0.00047652i,0.00069319-0.00054737i,-0.00031593+1.413e-05i,-0.00064342+0.00054966i,-0.00028147+0.00058775i,6.5967e-05+0.00031927i,0.00087881+0.00016048i,0.00084369+0.00036883i,-1.7433e-05+0.00037452i,-0.00038692-0.0001541i,-6.4294e-05-0.00034481i,0.00074068-0.00040624i,0.00092595-9.2661e-05i,9.6569e-05+0.00049071i,-8.0745e-05+0.00075618i,-0.00012187+0.00099988i
0.0008484+0.00058845i,0.0016204-0.00015512i,0.0030212+0.00029044i,0.002379+0.00042371i,0.0012097-0.00099424i,0.0010544-0.0013955i,0.00032363-0.0010998i,-0.0002076-0.00088904i,0.00061241-0.0001644i,0.0013881-0.00053414i,0.0014651-0.0010845i,0.0013657-0.00054005i,0.0009914-0.00033368i,0.00073999-0.00037318i,0.00051164-0.00023191i,0.00050755+0.00063941i,0.00011346+0.00019226i,-0.00027297-0.00027801i,-0.00012014+8.7519e-05i,-0.00054187-8.4211e-05i,-0.0002098-0.00058768i,0.00043748-0.00083501i,0.0004589-0.00071031i
-0.0010969+0.00028805i,-0.00087941+1.5125e-05i,-0.00061244+0.0013878i,0.00021697+0.0016081i,0.0015834+2.2511e-05i,0.00098646-0.00038778i,0.00092734+8.1338e-05i,0.0011092-0.00050776i,0.00055484-0.00063733i,0.00040643-9.3819e-05i,0.000762-0.00028427i,0.0011386-0.00067437i,0.00056526-0.0002463i,0.00013096+0.00043948i,-2.7867e-05+0.00085753i,-0.00012423+0.00091437i,-0.00023636+0.00021944i,0.00043425-2.3265e-05i,0.00068016-0.00017057i,0.00045884-0.0001234i,0.00034273-0.00021204i,-6.8692e-05-0.00033054i,-0.00010816-1.9833e-05i
-0.00064061-0.0012159i,-0.00055167-0.0013929i,-0.00042981-0.00073883i,0.0005699+0.001004i,0.0010962+0.0013067i,0.00092581+0.00017483i,0.00062238-0.00092485i,-1.8568e-05-0.00095322i,-4.1892e-05-0.00089339i,9.4835e-05-0.00046109i,0.00029821+0.00027573i,0.00052106+0.0007561i,0.00073801+0.00083084i,0.00062829+0.0001505i,0.00033256+3.411e-07i,-0.00034239+0.00025396i,-0.00048363+0.00020311i,-0.00012322+0.00053194i,-0.00012561+0.00063157i,-0.00055358+0.00070799i,-0.00052627+0.00057269i,0.00014467-0.00027464i,0.00047891-2.1013e-05i
-0.00069746+0.0020098i,-6.5306e-07+0.0019373i,0.00011765+0.0013286i,0.00048695+0.00044096i,0.0016856+0.00012815i,0.0017383+0.00026121i,0.00096801-0.0004251i,0.00093448-0.00094575i,0.00045511-0.00039165i,0.00049495+0.00013237i,0.0010792+0.00036504i,0.00030423+0.00045673i,7.6422e-06+1.6307e-05i,0.00074264-0.00032502i,0.0012098+4.5581e-05i,0.00043588+0.00076155i,-2.4345e-05+0.0010065i,0.00040021+0.0001576i,0.00027179-0.00030034i,6.2619e-05-0.00076929i,0.00022837-0.00047261i,0.00036118+0.00047908i,-0.00026653+1.4029e-05i
-0.0011664+0.0017423i,-0.00081516+0.0019044i,0.00083233+0.0017244i,0.0013853+0.00089082i,0.0015384-0.00028649i,0.0017164-0.0012956i,0.0017073-0.00065224i,0.0013165+6.1666e-05i,0.0013837-0.00014944i,0.0014839-0.00083783i,0.00062778-0.00053288i,-2.6039e-05-0.00061042i,-0.00015775-0.00057129i,4.4914e-05+0.0006655i,-4.2095e-06+0.00043124i,0.00030663-0.00040874i,0.00019973-0.00032632i,0.00020953+0.00037101i,0.00083666+0.00068664i,0.00091925+0.0004904i,0.0004424-1.6717e-05i,2.0106e-05+0.00011068i,-0.00053783+0.00058514i
0.0020596-0.00060789i,0.0020167-0.00096158i,0.0010644-0.0015036i,0.00039139-0.00088663i,0.00034814-0.0013202i,0.00045023-0.0015616i,0.00022663-0.00098387i,0.00028232-0.00075574i,0.00067332-0.00087503i,0.0010263-0.0006088i,0.0018182-0.00056182i,0.0017303-0.00054871i,0.00043314-0.0002449i,0.00010125+0.00034541i,-8.6066e-05+0.00078772i,-0.00011449-3.0761e-05i,0.0005788-0.00047845i,0.00032805-0.00042634i,-0.00047693+3.2621e-06i,-0.00060112-0.0001253i,0.00012241-0.0005638i,0.00087282-0.00073906i,0.00065891-0.00067413i
-3.7791e-05+0.0023255i,-0.00020067+0.001962i,-4.3547e-07+0.001048i,0.0011741-8.3546e-05i,0.0017085-0.0013046i,0.0013757-0.001683i,0.001103-0.0014542i,0.00071016-0.0012691i,3.9592e-05-0.0018625i,-0.00064155-0.0015702i,0.00033853-3.1156e-05i,0.0011242+8.7877e-05i,0.00035676-0.00046424i,-0.00037618-0.00069529i,-0.0004591+0.00017891i,0.00017728+0.0011372i,0.00018268+0.00018694i,0.00036326-0.00047451i,0.00087706-0.00053429i,0.00074289-0.00057134i,-0.00010393-2.8476e-05i,-0.0010725+0.00050268i,-0.00057819+0.00046907i
-0.0027751-0.0028892i,-0.0027991-0.0025897i,-0.0022569-0.0019931i,7.392e-06-0.00019736i,0.00078609+0.0010693i,0.000544+0.0005781i,0.00069737+3.5661e-05i,0.0011414-0.00014154i,0.00135+0.00078817i,-8.3755e-05+0.0014459i,-0.00048777+0.00048313i,0.0013013-7.5844e-05i,0.0013722-0.00043066i,0.00025545-0.00081688i,0.00050074-0.00065547i,0.000265-0.00022159i,8.6715e-05-0.00043204i,0.00048827-0.00078602i,0.00096852-0.00054803i,0.00099513+0.00036714i,0.00018601+0.00083553i,-0.00021703+0.00078277i,-0.00017073+0.00021095i
0.00080381-0.0025177i,0.0009354-0.0021575i,0.00045292-0.00070288i,-0.00055053-0.00042927i,-0.00053649-0.0011991i,0.0002026-0.0011389i,-0.00013163-9.0367e-05i,-0.00095098+0.00034509i,-0.00071488-6.9806e-05i,-0.00058338+8.1792e-05i,-5.6601e-05+0.00088178i,0.00035368+0.001289i,0.00038891+0.00032836i,0.00041193+2.5523e-05i,0.00039503+0.00034742i,0.00037398+0.00054666i,-2.7124e-05+0.00036874i,-0.00017883+4.3596e-05i,3.6953e-05-0.00043512i,-0.00074404-0.00052162i,-0.0012063-0.00011684i,-0.00090928+0.00053013i,-0.00037874+0.00050447i
0.0029124+0.00089443i,0.0026827-0.00047387i,0.0028495-0.00093889i,0.002625-0.00069794i,0.0016556-0.00012875i,0.00022804+0.00032023i,7.3309e-05-0.00023462i,0.00067582-0.0010855i,0.00036037-0.00083225i,-0.00021218+0.00010402i,-3.4344e-05+0.00071103i,0.00090686-1.6553e-05i,0.0012019-0.00064804i,0.00085598-0.00029165i,0.00015391+0.00012021i,-0.0001218+0.00026206i,-0.00034414-7.6404e-05i,-0.00057753-5.9852e-05i,0.00030964+0.00046508i,0.0011274+0.0003926i,0.0014554-0.00010471i,0.0013875-0.00072008i,0.00082855-0.0012548i
0.00023435+0.0022754i,0.00070622+0.0017573i,0.0001619+0.0014351i,0.00069378+0.00078228i,0.0013736-0.00021017i,0.00077672-0.00088993i,0.0003332-0.0014364i,0.0010378-0.0014867i,0.001863-0.0010577i,0.00181-0.0010057i,0.0010964-0.0010253i,0.00020861-9.6103e-05i,-0.00024689+0.00057317i,-0.00094879+0.00086503i,-0.0012099+0.0014112i,-0.001349+0.0012827i,-0.00089034+0.00081782i,-0.0001445-0.00013358i,-0.00013119-0.001069i,0.00023012-0.00106i,0.00025372+7.2865e-05i,6.6821e-05+0.00076922i,0.00014839+0.00046227i
-8.7943e-05-0.0015526i,0.0002085-0.00074534i,-0.00018195+0.00055131i,-0.00020651+0.00064513i,0.00057219+0.00040123i,0.00059075-0.00032896i,9.7114e-06-0.00072968i,-0.00013514-0.00035597i,0.00015175+2.8892e-05i,0.00026653+0.00061367i,0.00099436+0.00067233i,0.0019207+0.00037684i,0.001949-0.00011975i,0.0013359-0.000686i,0.00075657-9.804e-05i,-0.00026204+0.00098831i,0.0002665+0.00070618i,0.0010947+0.0010142i,9.3146e-05+0.0014504i,-0.00056054+0.00073793i,0.00033242+0.00076271i,0.00060795+0.0010588i,0.0001334+0.00027078i
-0.0014878+0.00022778i,-0.0025082+0.00043718i,-0.0018707+0.0011624i,-0.00032095+0.0011648i,0.00046734+0.0005187i,0.0010181+0.00021065i,0.0011235-0.00030042i,0.00066542-0.0012649i,0.00039477-0.0010916i,-0.00011759-0.00068844i,0.00018587-0.00073778i,0.00092267-0.00043428i,0.00048511-8.205e-05i,0.00018712-2.9537e-05i,0.00014117-0.00032592i,-0.00013616-0.00077866i,-0.00032704-0.00032914i,-0.0005964+1.1127e-05i,-0.00047001-0.00018207i,-0.00013367-0.00027126i,0.00083597+0.00011398i,0.0016649+0.00028162i,0.0011572+0.00014838i
-0.0012794-0.0017283i,-0.0014487-0.002078i,-0.0018454-0.0020751i,-0.0013249-0.00080095i,-0.0001945-0.00078054i,0.00048211-0.00092455i,0.0014599-3.7283e-05i,0.0014606-0.0002557i,9.1132e-05-0.00080982i,-0.00033467-0.00037568i,-0.0002038-1.2213e-05i,-0.00016399-5.2245e-05i,0.0001129-8.5003e-05i,8.9599e-05+0.00031567i,-0.00018485+0.00074911i,0.00044707+0.00076504i,0.00033961-0.00044778i,-0.00036585-0.0012827i,-8.8326e-06-0.00047144i,0.00031535-9.3328e-05i,-0.00033645-0.0005007i,-0.00077645+0.00032581i,3.3199e-05+0.0012388i
-0.0013096-0.00040989i,0.00015906-0.00014329i,0.00030082+0.00054774i,-0.00019521+0.0013718i,-0.0001948+0.0016679i,0.00042215+0.00060927i,0.00048506+0.00023806i,0.00026708+0.00022202i,0.00022859+0.00012225i,-6.9223e-05+0.00044284i,0.00044925+0.00069197i,0.0011057+0.00041896i,0.0018505-0.00053264i,0.0015-0.00051424i,0.0003955-3.8412e-05i,0.00022282-0.00026844i,8.6488e-05+1.6111e-05i,-0.00017568-0.00030719i,8.6377e-05-4.7054e-05i,0.00037627+0.00050791i,-2.6451e-05-0.00012524i,-0.00029814-0.00045553i,0.00010083-4.1518e-05i
0.00078728+0.0010976i,0.00048982+0.0013099i,0.00061204+0.0013718i,0.0015803+0.0012428i,0.0023721+4.5464e-05i,0.001766-0.00095592i,0.00070116-0.0009349i,0.00072817-0.0014168i,0.00069059-0.0014842i,0.00092079-0.00060476i,0.0012604-0.00013077i,0.00086393+0.00022482i,0.00036534+0.00049725i,-3.2642e-05+0.00076186i,-0.00086857+0.0011536i,-0.001333+0.00053723i,-0.0012842+0.00018612i,-0.00071714+8.9623e-06i,4.7588e-05-0.00097668i,0.00085346-0.00077664i,0.00081406+8.7773e-05i,0.00020526+0.00055806i,0.00043547+0.0001516i
-0.0010566+0.00074671i,-0.00097984+3.5068e-05i,-0.00069105-0.00021676i,-0.00027926+0.00048282i,0.00024849+0.00050846i,0.00096595-0.00085055i,0.0011867-0.00056585i,0.0015379+0.00023595i,0.0014556+0.00023257i,0.00040947+0.00061216i,0.00056888+0.00097569i,0.0013774+0.00042212i,0.0011999-0.0004136i,0.00033567-0.00068071i,-0.00017041-8.8428e-07i,-0.00016258+0.00016587i,-0.00020007+3.7256e-05i,0.00035587+0.00013701i,0.00027181+0.00040928i,-0.00073452+0.00069405i,-0.00097112-2.1473e-05i,-0.00035235-0.00062782i,-0.00025151-4.6239e-05i
-0.0020882+0.00095738i,-0.0016262+0.0013389i,-0.00092079+0.0014027i,-0.00010595+0.0011797i,0.00092946+0.00074489i,0.00033389+0.00022476i,-0.00029258-0.00061522i,8.9483e-05-0.0013669i,0.0002138-0.0007185i,-9.6082e-05+0.00048999i,-0.00042777+0.00052581i,-0.0004334-0.00013448i,0.00035715-0.000136i,0.0015903-0.00031214i,0.0010338-0.00034129i,-0.00066878+0.0001126i,-0.0012223+0.00024512i,-0.00034502-4.2731e-05i,-0.00012951-0.00027496i,-0.00021573+9.9962e-05i,-0.00013861+0.00016214i,-0.00029237+7.9293e-06i,-0.00020872+0.00086632i
0.00095324-0.0004223i,0.00055-0.00059301i,0.00055873-0.0015505i,0.0008669-0.0015735i,0.00083157-0.0014867i,0.00032137-0.0014016i,-0.00033707-0.0006189i,-0.00044477+0.00037292i,0.00014139+0.001017i,0.00037601+0.0012903i,0.00041162+0.0011104i,0.00095644+0.00060729i,0.00092607+0.00070771i,0.00038648+0.00055584i,-4.1178e-05+0.00026595i,-7.0833e-05+0.00053477i,0.00037349+0.00062655i,0.0013185+0.00017759i,0.00092206-0.00048234i,-0.00039587-0.00024886i,-0.00039829+0.00032279i,0.00071711+0.00045335i,0.0009512+0.00016886i
0.0019966-0.0012263i,0.0014934-0.0014343i,0.00094659-0.0002175i,-0.0001883+6.2931e-06i,0.00022177-0.00091138i,0.00043128-0.00087211i,-9.0559e-05-0.00058935i,0.00020725-0.00065539i,0.00039296-0.00038847i,0.00038154+0.00044751i,0.00029723+0.00074774i,-0.00041681+0.0002046i,-0.00031575-0.00025932i,0.00017953+0.00026006i,0.0003684+0.00031689i,0.00016308-0.00041227i,0.00034014-0.00095576i,0.00016333-0.00087008i,-0.00039808-0.0012491i,0.00028546-0.00049069i,0.00069558+0.0010626i,-0.00062636+0.0010502i,-0.0011612+0.00035748i
0.0018319+0.0015829i,0.0015728+0.0013036i,0.0021351+0.00077184i,0.0019972+7.7833e-05i,0.0009246-0.0010459i,0.00037261-0.0012892i,0.00054096-0.00075362i,0.00060967-0.00013771i,0.00064035+0.00060463i,0.00050052+5.1428e-05i,0.00057389-0.00094298i,-5.0766e-05-0.00057054i,-0.00085369-8.6764e-05i,-0.00088038-0.00011859i,-0.00046065+0.00072017i,-2.0015e-05+0.00099425i,0.00019798+0.00025698i,-1.3286e-05+3.7364e-05i,-9.0437e-05+0.00017295i,3.5127e-05+0.00085252i,6.1614e-05+0.00135i,0.00020226+0.0011037i,0.00027196+0.00099455i
0.001102-0.0013462i,0.00075537-0.0016268i,0.00039886-0.0010343i,0.0008917-0.00049961i,0.001208-0.0012525i,0.0012273-0.0012692i,0.00056423-0.0006028i,0.00068444-0.00073358i,0.00113-0.00097377i,-0.0001511-0.00055694i,-0.00043052+0.0001884i,0.00010845+0.00016273i,0.0010355-0.00021037i,0.0011423+0.00040683i,0.00048475+0.00027003i,0.00042273+0.00028037i,0.00027813+0.00031811i,-5.0064e-05+3.1302e-06i,-0.00023583-0.00081822i,-0.00017415-0.00034879i,2.9225e-05+0.00074115i,0.00063553-0.00063656i,0.00041385-0.00067739i
