0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
0.066653-0.024564i,0.124-0.096027i,0.11646-0.15652i,0.037288-0.12049i,-0.0015259-0.024349i,0.020706+0.01415i,0.028924-0.018751i,0.018986-0.058637i,0.0078799-0.07176i,0.0027511-0.054986i,0.0052134-0.035942i,-0.0014397-0.031293i,-0.01914-0.022893i,-0.029217-0.0063328i,-0.023069+0.0048841i,-0.010536+0.0078014i,-0.00039633+0.0049012i,0.0040348-0.0027784i,0.003122-0.0096441i,0.0026148-0.010301i,0.0031337-0.0072841i,0.0013261-0.0034855i,-0.00064243+5.6385e-05i
-0.050163+0.071012i,-0.060467+0.16665i,-0.015014+0.211i,0.036735+0.12848i,0.018831+0.017926i,-0.026274-0.015038i,-0.035213+0.011868i,-0.023741+0.047646i,-0.010707+0.058957i,-0.0014117+0.044506i,0.0031694+0.028002i,0.012227+0.018681i,0.023863+0.0056325i,0.027111-0.0072842i,0.020395-0.0098764i,0.0098718-0.0068552i,0.0015444-0.0020639i,-0.00018513+0.0056245i,0.0020459+0.010715i,0.0022321+0.0085006i,0.0011497+0.0031808i,0.00089717-0.00050905i,0.0002489-0.0030069i
-0.00068377-0.086944i,-0.042806-0.17224i,-0.10713-0.18034i,-0.11347-0.07912i,-0.042126+0.012302i,0.025568+0.028983i,0.045656-0.00019319i,0.036606-0.040178i,0.019913-0.05109i,0.0099353-0.036604i,-0.0015123-0.023119i,-0.017772-0.0079772i,-0.023896+0.010101i,-0.019242+0.018383i,-0.012589+0.012856i,-0.0065639+0.0038875i,-0.0024303-0.0027627i,-0.0031638-0.0081401i,-0.0066764-0.010719i,-0.0070718-0.010015i,-0.005251-0.0063043i,-0.0025208-0.0019939i,0.001316+1.8625e-05i
0.039241+0.078739i,0.1242+0.13338i,0.18355+0.11096i,0.14162+0.026378i,0.042835-0.018995i,-0.021767-0.0028051i,-0.037008+0.034872i,-0.030886+0.063865i,-0.021265+0.062543i,-0.012345+0.042654i,0.0010668+0.020466i,0.01128-0.004143i,0.0092087-0.021236i,0.0034898-0.0211i,0.0016173-0.01097i,0.000617-0.0039149i,0.0002683-0.00045763i,0.0035171+0.0041698i,0.0080569+0.0083449i,0.0074785+0.0094785i,0.0033218+0.0073691i,-0.0018947+0.0042953i,-0.0072802+0.0030659i
-0.088176-0.039281i,-0.18411-0.035891i,-0.21896+0.01517i,-0.14168+0.062887i,-0.038537+0.058888i,0.021861+0.018854i,0.04093-0.034191i,0.031907-0.07571i,0.01823-0.078269i,0.0069371-0.05253i,-0.0041372-0.018572i,-0.0044511+0.011738i,0.0027782+0.023536i,0.0039423+0.018543i,-0.00015212+0.0092694i,-0.001964+0.0039217i,-0.0017089+0.0016055i,-0.0061301-0.0016207i,-0.011785-0.0036716i,-0.01072-0.0028229i,-0.0049693-0.00088596i,0.0020431-0.0013312i,0.0078479-0.0037086i
0.092723-0.0068761i,0.17193-0.056489i,0.18019-0.11869i,0.1006-0.12402i,0.02131-0.071944i,-0.014058-0.015952i,-0.02199+0.040375i,-0.010926+0.084395i,-0.0014229+0.084027i,0.0012189+0.052301i,0.0028151+0.013277i,-0.005648-0.013582i,-0.013595-0.01875i,-0.0085974-0.011438i,0.0012925-0.0038943i,0.0051156-0.00064572i,0.0044122+0.00074594i,0.0085175+0.0011905i,0.013791+0.00079452i,0.014168+0.00013316i,0.0097786-0.00053766i,0.0019828+0.0021465i,-0.003876+0.0071728i
-0.078121+0.057277i,-0.12024+0.14426i,-0.098517+0.20131i,-0.036036+0.16288i,-0.00368+0.082268i,0.0031227+0.02363i,0.0029381-0.037502i,-0.011329-0.086941i,-0.019748-0.084629i,-0.012439-0.050672i,-0.00020721-0.014408i,0.01466+0.0056122i,0.020647+0.0076319i,0.01111+0.0061665i,-0.0014736+0.0058271i,-0.0049854+0.004593i,-0.0051665+0.0032574i,-0.0099046+0.0045826i,-0.013393+0.005471i,-0.011159+0.0034766i,-0.005866+0.0009747i,8.2011e-05-0.0028901i,0.0035225-0.0084707i
0.032078-0.090983i,0.022289-0.18157i,-0.025439-0.21373i,-0.051032-0.14641i,-0.024103-0.068452i,-0.0037182-0.020136i,0.0076002+0.040076i,0.029373+0.081067i,0.031758+0.074513i,0.01688+0.047083i,-0.0024131+0.016518i,-0.023701+0.0014478i,-0.02736+0.0034027i,-0.01282+0.0036746i,0.00050906-0.00015642i,0.0035334-0.0034309i,0.0027982-0.0052664i,0.0049918-0.0084092i,0.0065997-0.010434i,0.0049097-0.008323i,0.00056347-0.0037602i,-0.0017035+0.002331i,-0.0014581+0.0074879i
0.018047+0.098098i,0.070165+0.17523i,0.12517+0.17646i,0.10139+0.10314i,0.023847+0.063335i,-0.0042311+0.049091i,-0.011015-0.012015i,-0.0392-0.067585i,-0.045179-0.070357i,-0.028707-0.047074i,-0.0070834-0.022455i,0.011756-0.015059i,0.012421-0.017922i,0.0020526-0.011782i,-0.0065634-0.002284i,-0.0057924+0.0027741i,-0.00056328+0.0054221i,1.8894e-05+0.008697i,-0.0034721+0.011511i,-0.0057788+0.011862i,-0.003503+0.0084252i,-0.001733+0.0012991i,-0.0025756-0.0050631i
-0.068435-0.068511i,-0.15428-0.10495i,-0.19697-0.073186i,-0.12354-0.025266i,-0.027252-0.043138i,-0.00012077-0.051038i,0.02094+0.010719i,0.06002+0.060652i,0.066985+0.061373i,0.045124+0.038056i,0.013746+0.01693i,-0.0077044+0.017848i,-0.0054954+0.020688i,0.0041109+0.0097202i,0.0089458-0.0013992i,0.0058997-0.0061386i,-0.00020499-0.008208i,-0.001886-0.010566i,-0.00033992-0.011294i,0.0010867-0.0088663i,0.00035226-0.0053895i,0.000456-0.00079769i,0.0029589+0.0041902i
0.095009+0.030416i,0.18991+0.017837i,0.20621-0.033917i,0.10259-0.037054i,0.019765+0.04164i,0.015219+0.067479i,-0.016007+0.0056653i,-0.071976-0.035366i,-0.081726-0.032661i,-0.052783-0.016331i,-0.018083-0.0082305i,-0.00083703-0.01629i,-0.0050232-0.016485i,-0.010021-0.0035134i,-0.0076812+0.0079065i,-0.002147+0.010255i,0.002891+0.0079673i,0.0042207+0.0092845i,0.0032326+0.01231i,0.0032554+0.01181i,0.0047419+0.0065966i,0.0031106+0.00092707i,-0.00016802-0.0025128i
-0.096209+0.025853i,-0.17331+0.089087i,-0.15741+0.1434i,-0.052349+0.08832i,-0.010353-0.038198i,-0.032475-0.070555i,0.008447-0.014436i,0.075553+0.0090576i,0.083617-5.9389e-05i,0.049622-0.0053225i,0.016898+0.0015572i,0.0067562+0.014397i,0.010154+0.013684i,0.0090202+0.0021012i,0.003636-0.0065913i,-0.0027382-0.0072289i,-0.0080352-0.0045155i,-0.0087614-0.0048492i,-0.0068014-0.0073992i,-0.0056763-0.0079805i,-0.0051082-0.0040691i,-0.002065+0.00052937i,0.00077151+0.0029775i
0.065139-0.072824i,0.099795-0.16416i,0.051867-0.20535i,-0.028578-0.097191i,-0.01315+0.056097i,0.043021+0.08539i,0.0079644+0.034076i,-0.056658+0.014819i,-0.064198+0.021647i,-0.036213+0.019582i,-0.012043+0.0053257i,-0.010978-0.0089246i,-0.016438-0.0073236i,-0.011812+0.001905i,-0.0050757+0.005507i,0.001102+0.0030677i,0.0061612-0.00064714i,0.008057+0.00035922i,0.0073601+0.003164i,0.0052062+0.0022642i,0.0027278+0.00025722i,0.0011224-0.00010494i,-0.000546-0.0012215i
-0.028806+0.10119i,-0.0092039+0.20601i,0.064701+0.22638i,0.10425+0.081186i,0.02069-0.068271i,-0.059281-0.065515i,-0.016763-0.015155i,0.045628-0.020736i,0.045625-0.035847i,0.019698-0.027817i,0.0057155-0.012485i,0.010334-0.0027917i,0.014684-0.0064717i,0.0093229-0.011785i,0.0039884-0.010091i,-7.4005e-05-0.0044743i,-0.0038794+0.00079228i,-0.006319+0.00085629i,-0.0076808-0.002073i,-0.0079129-0.0017633i,-0.0065017+0.0016531i,-0.0041268+0.0033411i,-0.0026524+0.0047496i
-0.028873-0.094009i,-0.099389-0.18059i,-0.18615-0.1652i,-0.16809-0.005694i,-0.018288+0.11097i,0.076323+0.069227i,0.025158+0.013167i,-0.037124+0.02659i,-0.034013+0.042253i,-0.0086526+0.029811i,-0.00010262+0.0089523i,-0.010417+0.0017104i,-0.015854+0.0093488i,-0.010706+0.013773i,-0.0048283+0.011646i,-0.00027964+0.0056273i,0.00219-0.0002509i,0.0035774-0.0003596i,0.0051906+0.0033188i,0.0065081+0.0054719i,0.0053782+0.0027522i,0.0026391-0.0015117i,0.0012944-0.0058414i
0.07586+0.070248i,0.18037+0.11911i,0.26373+0.062442i,0.18695-0.090732i,-0.0057144-0.14242i,-0.087366-0.049784i,-0.021385+0.0030643i,0.029729-0.028322i,0.017584-0.047025i,-0.0051325-0.030543i,-0.010196-0.0087559i,-0.0014181-0.0031424i,0.0027338-0.010715i,0.00033819-0.014105i,-0.0024148-0.01126i,-0.0034252-0.0047856i,-0.0032553+0.0014761i,-0.0045459+0.0023816i,-0.0060395-0.00032905i,-0.0050938-0.0016484i,-0.0017947+0.00041394i,0.00075374+0.0027379i,0.0026013+0.0048135i
-0.10252-0.022763i,-0.22768-0.014996i,-0.29143+0.081834i,-0.16252+0.20269i,0.040306+0.17552i,0.089478+0.044405i,0.014602+0.00019845i,-0.01778+0.037498i,0.0046139+0.0506i,0.020499+0.027007i,0.013627+0.0055864i,0.00087724+0.0057451i,0.00066495+0.014991i,0.0046776+0.017025i,0.0051458+0.012444i,0.0038332+0.0045296i,0.0020702-0.0025085i,0.0021721-0.0038199i,0.0049106-0.0016754i,0.0053623-0.0025746i,0.0020809-0.0045583i,-0.002094-0.0048556i,-0.005397-0.0052043i
0.10071-0.023039i,0.21758-0.089136i,0.24664-0.21452i,0.084217-0.28716i,-0.09901-0.18717i,-0.096912-0.028933i,-0.0039996+0.0060623i,0.01223-0.034267i,-0.021385-0.037708i,-0.031214-0.0081185i,-0.014126+0.0074657i,-0.00177-0.00075989i,-0.0063608-0.011822i,-0.0098323-0.014269i,-0.0069433-0.010636i,-0.0028664-0.0047566i,0.00055079-0.00063029i,-0.00046647+4.4877e-05i,-0.0047059-0.00087452i,-0.0072433+0.00034259i,-0.0054343+0.002853i,-0.00047229+0.0043652i,0.0046241+0.0054023i
-0.079562+0.072458i,-0.16086+0.19433i,-0.14441+0.33353i,0.026141+0.34837i,0.1567+0.19163i,0.10025+0.033529i,0.0046341+0.010269i,0.0019226+0.031787i,0.032811+0.013782i,0.030305-0.014434i,0.0092622-0.020153i,0.0017346-0.0086572i,0.0091384+0.0019297i,0.012795+0.0062785i,0.0096748+0.0065612i,0.0046034+0.0036798i,0.00071842+0.0014968i,0.0010001+0.0012687i,0.0032457+0.0012981i,0.003017+0.0013199i,0.00028296+0.0014158i,-0.0035363+0.00060329i,-0.0069433-0.00056068i
0.033883-0.099602i,0.054608-0.24782i,-0.010792-0.3848i,-0.16913-0.35094i,-0.23067-0.15637i,-0.11229-0.01172i,-0.0016693-0.01041i,-0.0010197-0.031145i,-0.026083-0.0055864i,-0.01732+0.018661i,-0.00041597+0.014892i,-0.0015654+0.0015178i,-0.013198-0.0025546i,-0.017826-0.0027269i,-0.013629-0.0033742i,-0.0081829-0.0011272i,-0.0047161+0.00076919i,-0.0038506+0.0015494i,-0.0045966+0.0028453i,-0.00346+0.0036534i,0.00050222+0.0033086i,0.0053449+0.001057i,0.0089672-0.0019756i
0.012258+0.1065i,0.057504+0.25839i,0.17329+0.37735i,0.30794+0.30502i,0.29422+0.10785i,0.12769+0.00725i,0.011808+0.029729i,0.0063185+0.039738i,0.016794+0.0048966i,0.0038667-0.017469i,-0.010666-0.012492i,-0.0086395-0.0028425i,0.0035966-0.001447i,0.010839-0.0024533i,0.010327-0.0018942i,0.0064639-0.0018245i,0.0021732-0.0018034i,0.00078273-0.0016951i,0.0033894-0.0033619i,0.0054986-0.0045485i,0.0037892-0.0041201i,1.7447e-05-0.002215i,-0.0040838+0.00036583i
-0.063427-0.085546i,-0.16975-0.20682i,-0.32966-0.28551i,-0.43143-0.18897i,-0.34419-0.018824i,-0.14069+0.023971i,-0.024229-0.030618i,-0.020652-0.041546i,-0.023901-0.0011536i,-0.0046877+0.020943i,0.0088089+0.01246i,0.0049524+0.0032781i,-0.0051399+0.0057278i,-0.0089397+0.0089597i,-0.0062025+0.0072308i,-0.0020184+0.0047053i,0.00023674+0.0023748i,0.00014566+0.00074547i,-0.0010807+0.0016i,-0.0019333+0.0026881i,-0.0012088+0.0019407i,-5.8093e-05-0.00025233i,0.0011561-0.0035844i
0.0874+0.048703i,0.23882+0.1249i,0.42746+0.15135i,0.49602+0.042045i,0.35534-0.073421i,0.14644-0.043055i,0.051653+0.037263i,0.045611+0.036382i,0.028675-0.0078704i,-0.0026408-0.020034i,-0.015434-0.0041191i,-0.0075753+0.0041087i,0.0020573-0.0025781i,0.0040992-0.0072613i,0.0025655-0.005073i,0.00081445-0.0026852i,-6.4792e-05-0.0021207i,-0.00059135-0.002374i,-0.00066268-0.0041737i,-0.0017166-0.0050141i,-0.003193-0.0023126i,-0.0035893+0.0017943i,-0.0024576+0.0050743i
-0.10295-0.002042i,-0.27683-0.0089098i,-0.47025+0.03222i,-0.50591+0.14043i,-0.3418+0.18709i,-0.14936+0.088491i,-0.069977-0.015632i,-0.050237-0.017491i,-0.014933+0.015979i,0.017473+0.014317i,0.021363-0.0065161i,0.0096778-0.012384i,0.002352-0.0026076i,0.00054185+0.0038791i,-0.00056511+0.0021062i,-0.0015865-0.00015596i,-0.0023711-0.00053779i,-0.0018252+0.00036516i,-2.0325e-06+0.0031177i,0.0018077+0.0055788i,0.0018081+0.0053669i,0.0008861+0.0024657i,-0.00034419-0.00081873i
0.093959-0.040449i,0.2545-0.10196i,0.42828-0.20648i,0.43894-0.30611i,0.27908-0.27989i,0.13071-0.11959i,0.083536+0.00036224i,0.058796+0.0065831i,0.011251-0.0133i,-0.016846-0.0033883i,-0.012062+0.011475i,-0.0015496+0.0089376i,-0.00061119-0.00074063i,-0.0027552-0.0035955i,-0.0024992-0.0019267i,-0.0019175-0.001461i,-0.0025429-0.0016305i,-0.0033094-0.0013029i,-0.0038206-0.0019013i,-0.0039624-0.0025513i,-0.0031996-0.0012327i,-0.00088502+0.0011408i,0.00221+0.0015667i
-0.062696+0.07117i,-0.18907+0.19576i,-0.32612+0.35677i,-0.32558+0.44711i,-0.19893+0.36645i,-0.10563+0.17091i,-0.085992+0.037899i,-0.063344+0.010093i,-0.019192+0.0063515i,0.0021686-0.0092922i,-0.0033659-0.018925i,-0.0096386-0.013965i,-0.0066807-0.0050353i,-0.0027486-0.00065346i,-0.002317-0.00059768i,-0.0014456-0.00012514i,6.8173e-05+0.0010975i,0.0012165+0.0005075i,0.0032966+0.00030467i,0.0052669+0.0011442i,0.0047873+0.0010685i,0.002987+0.00068568i,0.00026109+0.0002484i
0.021665-0.088744i,0.08903-0.24793i,0.16659-0.44694i,0.15744-0.53133i,0.081762-0.40911i,0.060016-0.19416i,0.081596-0.064971i,0.065511-0.034479i,0.020424-0.017584i,0.00082063+0.0068766i,0.0057541+0.015476i,0.0078702+0.009898i,0.0032707+0.0043868i,0.0011287+0.0031412i,0.0020842+0.0035525i,0.0023822+0.00229i,0.0014683+0.0011498i,-1.8378e-05+0.0012444i,-0.002702+0.00044285i,-0.0056758-0.00034219i,-0.0061669-0.00059098i,-0.0042821-0.0011479i,-0.002366-0.0021123i
0.015903+0.087717i,0.014167+0.26019i,0.0080698+0.4766i,0.027664+0.55741i,0.041535+0.42134i,-0.0043322+0.21668i,-0.054479+0.10214i,-0.045855+0.064754i,-0.012525+0.03314i,-0.004416+0.001346i,-0.013259-0.0096673i,-0.015239-0.0034406i,-0.0089991+0.0027048i,-0.0056636+0.0030534i,-0.005328+0.0013272i,-0.002769+0.00041046i,0.00020283-0.0002047i,0.0014632-0.0012457i,0.0024682-0.0022783i,0.0039888-0.003419i,0.0048362-0.0038962i,0.0043604-0.0022985i,0.0013298+0.00028578i
-0.050743-0.069821i,-0.11449-0.22258i,-0.18128-0.42689i,-0.21494-0.50378i,-0.17195-0.37917i,-0.060774-0.20236i,0.021492-0.1091i,0.026286-0.072703i,0.0061255-0.034133i,0.0089374-0.0031811i,0.019999+0.0027703i,0.019362-0.0039287i,0.011879-0.0069699i,0.0072339-0.0049863i,0.0060966-0.0029032i,0.0036614-0.0020851i,0.00091131-0.0021672i,-0.00091798-0.0010235i,-0.003148+0.0021411i,-0.0052437+0.0050756i,-0.0058199+0.0054113i,-0.0056898+0.0027609i,-0.0040021+6.4461e-05i
0.068418+0.043563i,0.18219+0.16054i,0.3137+0.32838i,0.36166+0.40092i,0.27109+0.31251i,0.11434+0.18716i,0.016484+0.12254i,0.0015879+0.082664i,0.004874+0.035446i,-0.0077331+0.0072198i,-0.016752+0.0053672i,-0.012303+0.0093467i,-0.0052739+0.0074615i,-0.0037875+0.0054944i,-0.0054408+0.0059304i,-0.0052225+0.0045962i,-0.0035948+0.0022387i,-0.0021833+0.00059365i,-0.00059742-0.0024019i,0.0007887-0.0053979i,0.0017149-0.0054659i,0.0023291-0.0028514i,0.0029133+6.6944e-05i
-0.079292-0.008171i,-0.22135-0.068496i,-0.39524-0.17913i,-0.45762-0.24389i,-0.34492-0.20239i,-0.16323-0.13641i,-0.052436-0.10663i,-0.024669-0.07812i,-0.014214-0.037791i,0.0032483-0.016092i,0.010283-0.015408i,0.0041247-0.016877i,-0.00080547-0.012747i,-0.00022162-0.0093282i,0.0012722-0.0080059i,0.00072477-0.004993i,-0.00046205-0.0012544i,-0.0009936+0.0025621i,-0.00083271+0.0064854i,-0.00077875+0.0082621i,-0.00097055+0.0074508i,-0.0016823+0.0057037i,-0.0018968+0.0030684i
0.067555-0.022184i,0.21418-0.017608i,0.41061+0.027831i,0.49125+0.079345i,0.37442+0.089788i,0.19328+0.087591i,0.090945+0.087726i,0.054944+0.064946i,0.026505+0.030915i,0.0016591+0.016546i,-0.0058313+0.015982i,-0.0019088+0.013958i,0.0020451+0.010921i,0.0027427+0.010092i,0.0016206+0.0097276i,0.0014112+0.0075078i,0.0019644+0.0039352i,0.0016557-0.00025944i,0.00093904-0.0045441i,0.00064475-0.0073742i,0.0010943-0.0076575i,0.002077-0.0068662i,0.002608-0.0054048i
-0.053726+0.04308i,-0.1839+0.095424i,-0.37852+0.12028i,-0.47351+0.091967i,-0.37262+0.038634i,-0.20485-0.013081i,-0.10772-0.043057i,-0.067736-0.039738i,-0.035009-0.023066i,-0.0090529-0.017838i,-0.0014371-0.018634i,-0.0055637-0.013554i,-0.0097914-0.0066436i,-0.0093439-0.0047906i,-0.005629-0.0049727i,-0.0020398-0.0035798i,0.00050716-0.0015153i,0.0012052+0.00032074i,0.0011595+0.0022278i,0.0022947+0.0043707i,0.0022619+0.0054267i,0.00052844+0.004837i,-0.001433+0.0034227i
0.025911-0.05638i,0.12094-0.14429i,0.28668-0.22887i,0.38737-0.2277i,0.31861-0.13765i,0.18817-0.037331i,0.11331+0.015554i,0.076486+0.022455i,0.041861+0.016713i,0.018446+0.017899i,0.011266+0.017514i,0.01183+0.010128i,0.012315+0.0024409i,0.0095006+0.00074056i,0.0058481+0.0015181i,0.0031727+0.0003969i,0.00071093-0.0012924i,-0.0012293-0.002806i,-0.002945-0.0042644i,-0.0048921-0.0044867i,-0.0052855-0.0041247i,-0.0042862-0.0044846i,-0.0019794-0.0042626i
0.00017855+0.05814i,-0.054634+0.16977i,-0.1736+0.29962i,-0.27103+0.32616i,-0.24809+0.22052i,-0.16199+0.094883i,-0.10652+0.028185i,-0.076709+0.0093645i,-0.04602+0.002805i,-0.024907-0.0065161i,-0.017801-0.0099098i,-0.014524-0.0040491i,-0.010977+0.0020389i,-0.0075381+0.0026847i,-0.0051894+0.00027903i,-0.0048124-0.0023631i,-0.0038893-0.0021737i,-0.0013788+0.0013456i,0.0010713+0.0036592i,0.0017071+0.0036806i,0.0012279+0.0030829i,0.0015831+0.0037383i,0.0019691+0.0034552i
-0.021595-0.048858i,-0.015004-0.15975i,0.048149-0.31106i,0.13324-0.36611i,0.15102-0.26521i,0.11553-0.12826i,0.090841-0.057052i,0.07073-0.036773i,0.041493-0.022926i,0.02213-0.0074521i,0.015503-0.0023359i,0.0095013-0.0053726i,0.0038408-0.0076763i,0.0022018-0.0069112i,0.0032822-0.0029765i,0.0028357-0.00034512i,0.00012831-0.00055191i,-0.0013363-0.0014218i,-0.0026616-0.0018009i,-0.0033111-0.0014207i,-0.0029362-0.00079626i,-0.0031442-0.0010869i,-0.0031164-0.0016288i
0.033709+0.034431i,0.065746+0.13333i,0.058826+0.28616i,-0.0053128+0.36311i,-0.058253+0.28307i,-0.064871+0.15519i,-0.056673+0.085663i,-0.04225+0.05673i,-0.023486+0.031565i,-0.013873+0.011497i,-0.010927+0.0040043i,-0.0071179+0.0042017i,-0.0039467+0.0060225i,-0.0031883+0.0060802i,-0.0025311+0.0043558i,-0.0013714+0.0028023i,0.00025923+0.0022342i,0.0028436+0.0024735i,0.0042021+0.0015766i,0.0036283+0.00034465i,0.0033981+0.00063636i,0.0037543+0.0011809i,0.0033639+0.0010809i
-0.040566-0.012982i,-0.10181-0.086273i,-0.14388-0.22201i,-0.10863-0.31273i,-0.035222-0.2584i,0.009501-0.14611i,0.023566-0.08354i,0.02191-0.057033i,0.014963-0.03259i,0.011971-0.013165i,0.0089495-0.0060683i,0.0032462-0.0050664i,-0.0016122-0.0052739i,-0.0026766-0.0043496i,-0.00078694-0.002106i,-4.712e-05-0.00050678i,-0.00073824-0.0005497i,-0.0014239-0.0015586i,-0.0025143-0.0016105i,-0.0033356-0.00016846i,-0.0029839+0.0011158i,-0.0033861+0.00084318i,-0.0040412-0.0003355i
0.037261-0.0026521i,0.11129+0.039922i,0.19138+0.14402i,0.18775+0.23783i,0.10182+0.21827i,0.02979+0.13747i,0.0028015+0.086869i,-0.0059028+0.059531i,-0.0099682+0.033754i,-0.011683+0.014839i,-0.0090662+0.0066255i,-0.003489+0.0045697i,0.0011487+0.0044032i,0.0026388+0.0024947i,0.0002204-0.00031222i,-0.0015167-0.0015976i,-6.9179e-05-0.0017469i,0.0010635-0.00042875i,0.00089534+0.00089844i,0.00067449-0.0004633i,0.00017385-0.0011699i,0.00049495-0.00082008i,0.0017138-0.0010107i
-0.031729+0.014267i,-0.10917+0.0067893i,-0.21014-0.055352i,-0.23459-0.14144i,-0.15325-0.1546i,-0.066742-0.10498i,-0.026776-0.069583i,-0.011295-0.054137i,-0.0032247-0.036829i,0.0022845-0.020388i,0.0033413-0.01099i,-0.0004462-0.0058196i,-0.0044595-0.0015548i,-0.003999+0.0014837i,-0.00035909+0.0016205i,0.0011814-0.00027903i,0.00035448-0.00072534i,-0.00030827-0.00013236i,-0.0010831+0.00093073i,-0.00094926+0.0021404i,-0.00011855+0.002042i,0.00015532+0.00139i,-0.00077067+0.0017529i
0.01733-0.023288i,0.082872-0.039461i,0.18783-0.016556i,0.23711+0.052385i,0.1722+0.093248i,0.086916+0.078902i,0.049306+0.058914i,0.03493+0.046682i,0.020482+0.031368i,0.0076976+0.017157i,0.0025002+0.0086103i,0.0016602+0.0036563i,0.0015729-0.00087804i,0.00027931-0.0019193i,-0.0013036+0.00055438i,-0.00084915+0.0022729i,-0.00012549+0.0015474i,-7.8524e-05+0.00058935i,-0.00016414+0.0002699i,-0.00024597-0.00075755i,-0.00022467-0.0010928i,5.8446e-07-0.0014563i,0.0010527-0.0020517i
-0.0097332+0.024241i,-0.059658+0.062438i,-0.15717+0.080021i,-0.22009+0.035096i,-0.17571-0.020508i,-0.097101-0.031267i,-0.057632-0.026972i,-0.040977-0.024642i,-0.02407-0.016499i,-0.0092993-0.0077363i,-0.002777-0.0021769i,-0.0012681+0.00159i,7.5414e-05+0.0037371i,0.0019697+0.0030954i,0.0025756+0.00084801i,2.7144e-05+0.00052099i,-0.0021399+0.00091908i,-0.0022155-6.6502e-05i,-0.002228-0.00034053i,-0.0017795-4.9335e-05i,-0.00095374-0.00046772i,-0.0010388+0.00068138i,-0.0013393+0.0025074i
-0.0034024-0.023425i,0.024998-0.070819i,0.10118-0.11293i,0.17079-0.091431i,0.15144-0.028789i,0.089124+0.0039002i,0.056836+0.0080693i,0.042011+0.0065984i,0.022711+0.0045514i,0.0064314+0.0037455i,0.00033263+0.0023378i,-0.0019861-9.3417e-05i,-0.0044737-0.0018778i,-0.0060996-0.00021324i,-0.004776+0.0025043i,-0.0015135+0.0012194i,0.00035687-0.0018564i,0.0012958-0.001898i,0.0020496-0.00011823i,0.00059719+0.0011026i,-0.00023074+0.0018353i,-0.00018288+0.0011312i,-0.00020843-0.00090985i
0.008031+0.02029i,-0.00024997+0.069126i,-0.049274+0.12982i,-0.11357+0.13298i,-0.11781+0.073279i,-0.075457+0.028539i,-0.048675+0.01479i,-0.035861+0.0046213i,-0.020089-0.0036992i,-0.0060535-0.0067955i,0.00029099-0.0067677i,0.0013903-0.005835i,0.0020574-0.0045552i,0.0031353-0.0043437i,0.003138-0.0049408i,0.0014001-0.002027i,0.00067342+0.001627i,6.9957e-05+0.0021104i,-0.001476+0.0012367i,-0.0015045+0.0013848i,-0.00099585+0.0017399i,-0.0005538+0.0019872i,0.00023286+0.0024149i
-0.015241-0.012252i,-0.02534-0.052816i,-0.0028193-0.11643i,0.053089-0.1396i,0.076398-0.090339i,0.055108-0.039153i,0.039205-0.020342i,0.031773-0.011313i,0.020369-0.0022275i,0.0090841+0.0033938i,0.0022046+0.0036079i,-0.00038643+0.0032051i,-0.0019361+0.0041043i,-0.0028518+0.0055512i,-0.0013552+0.0066133i,0.00035816+0.0041026i,-0.00019247+0.00051542i,-0.00027448-0.00037306i,0.0002813+0.00016661i,0.00061374+0.00052366i,0.00085091-0.00011615i,0.00085169-0.0016673i,3.4322e-05-0.0030237i
0.016521+0.0053945i,0.035398+0.036483i,0.035457+0.095575i,-0.0064326+0.13134i,-0.042773+0.098419i,-0.037449+0.05161i,-0.02578+0.032739i,-0.023363+0.022349i,-0.01887+0.0093326i,-0.011356-0.00078513i,-0.0062946-0.0048533i,-0.0049218-0.0043686i,-0.0030361-0.0030124i,-0.0012922-0.0042868i,-0.0033915-0.0051552i,-0.0048683-0.0024934i,-0.0023026+0.00032139i,-0.00066309+0.00063203i,-0.00085107-0.00035008i,-3.5521e-05-0.0010994i,0.00064453-0.00067851i,0.00043802+0.00010657i,0.00084114+0.00070692i
-0.011765+0.0023732i,-0.038913-0.014457i,-0.05904-0.063445i,-0.037659-0.1076i,0.0013348-0.090251i,0.014338-0.046956i,0.015746-0.02903i,0.017961-0.0233i,0.014382-0.01338i,0.0085422-0.0025567i,0.0047721+0.0023467i,0.0018477+0.0029848i,-0.00054533+0.0040647i,-0.00032918+0.0056352i,0.0019638+0.004354i,0.0021217+4.066e-05i,0.00020141-0.0030651i,5.9946e-05-0.0024804i,0.00087711-0.00070442i,0.000261-0.00057812i,-0.0006682-0.00085996i,-0.0015188-0.0013564i,-0.0018736-0.0018289i
