0.00059831+4.0684e-05i,0.0010591-0.00061485i,0.0007882-0.00060599i,-0.00032288-0.00094628i,-0.0023697-0.00035891i,-0.0030349+0.0010465i,-0.0018868+0.0015534i,-0.00061825+0.0013885i,0.0005661+0.0012989i,0.0015273+0.00029633i,0.0019011-0.0012989i,0.0011656-0.0015822i,-0.00024016-0.00077642i,-0.00048726-4.819e-05i,-0.00031866-0.00054265i,-0.0003052-0.00047661i,-0.0005964+0.00062618i,0.00010899+0.00095787i,0.00068222+0.0012172i,-0.00030841+0.0013176i,-0.0002796+0.00027889i,-0.00054563-0.0010598i,-0.00017715-0.0015303i
0.00028863+4.9103e-05i,-0.00085561+0.00047504i,-0.0013012+0.0004918i,-0.0006876-0.00015761i,-0.0011989+0.0002126i,-0.0018257+0.00086639i,-0.0012489+0.0011229i,-0.00035069+0.0015411i,0.00038813+0.00093374i,0.00096778-0.00024098i,0.0012202-0.0011413i,0.00075984-0.00052084i,3.82e-05+0.00014114i,-0.00039345-0.00040349i,-0.00031042-0.0013903i,-0.00018141-0.0012156i,0.00023286-8.6589e-05i,0.00021131+0.00055628i,-0.00036927+0.0004197i,-0.00024102-5.5868e-05i,-0.00047773-0.00054482i,-0.00041054-4.5793e-05i,0.00043895+0.00053719i
0.0013907-0.0026744i,0.00073616-0.0036275i,-0.00036945-0.004692i,-0.0014983-0.0035241i,-0.0027332-0.0023732i,-0.0029478-0.00090611i,-0.0012768+0.00069444i,0.00031543+0.00097884i,0.00022622+0.00052826i,-4.4359e-05-0.00052816i,-0.00049301-0.00078441i,-0.00031245-0.00044162i,0.00023304-0.00066209i,-0.00027366-0.00022955i,0.00036486+0.00036577i,0.0010773+1.3888e-05i,0.00031043-0.00033362i,0.00014782-0.0003493i,0.00073737+0.00021334i,0.00038089+0.00066098i,-0.00052189-9.6335e-05i,-0.00022399-0.00091082i,-0.00014778-0.00058512i
0.0027806-0.0013864i,0.0014394-0.0015396i,0.00046554-0.0019345i,-0.0010766-0.0019676i,-0.0020936-0.00070383i,-0.0018955+0.00024222i,-0.0011508+0.00069659i,-3.6601e-05+0.001155i,0.0008676+0.00076415i,0.00010907-0.00058438i,-0.00097017-0.00034423i,-0.00095696+0.00094741i,-0.00078958+0.00027171i,-0.00068024-0.00059947i,0.00045142+0.00014173i,0.001075+0.00092483i,0.00044461+0.00027646i,0.00076985-0.00034988i,0.001199-0.00019039i,0.00077688+8.1079e-05i,0.00045576-0.00047588i,0.00051836-0.00084196i,0.00026876-0.00039654i
0.0014546+0.0021649i,0.0019156+0.00032383i,0.0016693-0.0012769i,0.00041166-0.0017406i,-0.00090806-0.0017875i,-0.0011179-0.0012325i,-0.0011032+0.00026718i,-0.0004724+0.0012453i,0.0008132+0.00084097i,0.00056675-0.00025312i,-0.00049957-0.00044912i,-0.00042071+0.00010201i,2.1117e-05-7.6258e-05i,-0.00062249-0.00075825i,-0.00082134-0.00030156i,-0.00052072+0.00034054i,-0.00010849-0.0002172i,0.00085578+2.9266e-05i,0.0013841+0.0007736i,0.00071032+0.00041601i,0.00030534-0.00012946i,0.00013124+8.1817e-06i,0.00033603+0.00021458i
-0.00032517-0.00022081i,0.00046866-0.00018451i,0.00053767+1.3145e-05i,-0.00048909-1.5425e-05i,-0.0014358-0.00034893i,-0.0021224-0.00012205i,-0.0026752+0.00055106i,-0.0015291+0.001232i,-0.00017634+0.0010783i,-0.00017899+0.00045545i,-0.00042896+0.00013687i,0.00037947-0.00032042i,0.00074778-0.0010406i,0.00034652-0.0015319i,0.0007263-0.00056759i,0.00076049+0.00021975i,0.00044286-0.00020852i,0.0010453-0.00035354i,0.0014748-7.4926e-05i,0.00091495-0.00023088i,0.0012021-0.00026241i,0.00098794-0.00036632i,0.0003137-0.00024636i
0.00086526-0.0010707i,0.00020589-0.0012565i,-0.00043345-0.0010981i,-0.00045759-0.0015188i,-0.00064768-0.00085157i,-0.00083096+0.00041102i,-0.0014027+0.0014814i,-0.0011887+0.0012204i,1.8112e-05+0.0008533i,0.00090012-0.00016759i,8.6859e-05-0.00096945i,-9.3673e-05-0.00071211i,0.00075672-6.0542e-05i,0.00029671+0.0004645i,-0.00025979+0.00012882i,3.5404e-05-0.0002476i,0.00072029-0.00011264i,0.0013899-0.00010483i,0.0010628+0.00060663i,0.00044647+0.00082469i,0.00034984+0.00010258i,0.00077573+0.00024327i,0.00066607+0.0008987i
0.0025132-0.00094769i,0.0018646-0.0022799i,0.0012107-0.0035882i,-0.00071481-0.0030632i,-0.0021732-0.0030081i,-0.0018524-0.0024023i,-0.00085895-0.00042048i,0.00072852+0.00079407i,0.0016544+0.0011211i,0.00077337+0.00024197i,0.00027823-0.00095716i,-7.515e-05-0.00048698i,-0.00055118-0.00041203i,-0.00032566-0.00081314i,0.00021731-0.00072115i,0.00044406-0.00039938i,0.00019814-0.00043895i,-6.5583e-05-0.00056665i,8.2878e-06-0.00065339i,0.0003231-0.00062645i,0.0003423-5.8259e-06i,0.00042003+7.5642e-06i,0.00011786+0.00045906i
-0.0019621-0.00019138i,-0.0012001+0.00052581i,-0.00046974+0.00044872i,-0.00023336+0.00063552i,-0.00078145+0.0011973i,-0.0014043+0.0010485i,-0.0011989+0.00088209i,-0.0010579+0.0011869i,-0.00085224+0.00054819i,0.00021578-7.2872e-05i,0.00049528-0.00010404i,-0.00013512-0.000474i,-0.00013517-0.00082405i,4.8021e-06-0.0003313i,-0.00045075+0.00015164i,-7.3358e-05-1.1305e-05i,0.00019202-0.00011579i,-0.00049785+3.4918e-05i,2.1883e-05+3.562e-05i,4.5017e-05+0.00018905i,-0.00071585+2.1288e-05i,-0.00081351-0.00028238i,-0.00067725+0.00011587i
-0.00030738-0.001469i,-0.00041732-0.0013307i,-0.0011277-0.002165i,-0.00088693-0.0028251i,-0.00065949-0.0016877i,-0.0011907-0.00055605i,-0.0010062+0.00016279i,-0.00044397+0.00089272i,-0.00035674+5.344e-05i,0.00034184-0.00094499i,0.00080909-0.00041315i,0.00017837-0.00027774i,-0.00052708-0.00041281i,-0.00053104-0.00027662i,-5.4336e-05-0.00018946i,0.00013402+9.0301e-05i,5.0003e-05-6.7058e-05i,5.2938e-05+1.9411e-05i,-0.00027214+0.00014778i,-0.00066415-0.00056316i,-0.00099793-0.00081672i,-0.00095983-0.00022843i,-0.00041484-9.0999e-05i
0.00062461+0.00021035i,0.00040569-0.00092388i,-1.8161e-05-0.0014799i,-0.00022919-0.00076793i,-0.0012784+0.00045474i,-0.0023974+0.0013363i,-0.0022975+0.00090771i,-0.00073773+0.00017268i,0.00072482+0.00058944i,0.00064924+0.00035894i,7.1232e-05-2.8481e-05i,-0.00047119-0.00043394i,-0.00018554-0.00067173i,0.00028533-0.00042065i,4.2505e-05-0.00020198i,-0.00018676+0.0001379i,-0.00016882+0.00053443i,-0.00033212+0.00097014i,-0.00022616+0.00017566i,-6.8103e-05-0.00044574i,0.00027957-0.00023652i,0.00056833-0.00013917i,8.616e-05-0.00013618i
-0.0006102-0.00086416i,-0.0013868-0.0011683i,-0.0020066-0.0013844i,-0.0023444-0.001441i,-0.0024413-0.00091377i,-0.0021922+0.00027905i,-0.0013363+0.0010149i,-0.00021981+0.0010383i,0.00063659+0.00078297i,0.0012116+0.00015199i,0.00062656-0.00050152i,-0.00044018-0.0003612i,-0.00041421+0.00029506i,0.00015468+0.0002892i,0.00035585-0.00028875i,0.00027829-0.0010993i,0.00058701-0.00090984i,0.00055386-0.00077712i,0.00029539-0.00079195i,0.00025748-0.00037022i,-0.00014759-0.00032297i,-0.00068168-0.00010353i,0.00012061+7.4363e-06i
0.0010333-0.00032347i,0.0010933-0.002235i,0.0011056-0.0021423i,0.00026096-0.0015067i,-0.0009118-0.0015704i,-0.0011144-0.0015559i,-0.00064926-0.0001162i,-1.0095e-05+0.0018422i,0.00035697+0.0020204i,0.0010246+0.00089608i,0.00092482-0.0010583i,3.0912e-06-0.001839i,-0.00080179-0.0010522i,-0.00066512-0.0002019i,0.00063126+0.00052138i,0.0013568+0.00084464i,0.00073426+0.00037074i,0.00049157+2.9635e-05i,0.00065123+0.00043929i,0.00050604+0.00035652i,0.00072258+0.00031653i,0.00055161+0.00042883i,-0.00048687+0.00082074i
-0.00043032-0.00017224i,-0.00030628-0.00022867i,-0.0005791-0.00080123i,-0.00087843-0.001277i,-0.0012986+0.00021436i,-0.001511+0.0011318i,-0.0013421+0.00050317i,-0.00058007+3.7327e-05i,0.00023371-0.00053865i,0.00036348-3.2371e-05i,-0.00013434+0.00045727i,-0.00011506+0.00014608i,-9.6078e-05+3.0468e-05i,-0.00023629+0.0002088i,0.00023278+0.0002867i,0.00029963+3.2417e-05i,0.00025319-6.4753e-05i,-6.4308e-05+0.00033051i,-0.00064835+0.00057957i,-0.0010005+0.00039464i,-0.00024901+9.645e-05i,0.00028521-0.00054442i,-2.0657e-05-0.00027544i
-0.00010865+0.0022945i,0.00046879+0.0011327i,0.00082241-0.00096313i,0.00012217-0.0019372i,-0.00043893-0.001807i,-0.00034316-0.0013445i,-0.00023048-0.00040065i,-0.00014703+0.0011873i,0.00032102+0.0012229i,0.00080376-0.00044073i,0.00050849-0.0011623i,0.00098611-0.00051938i,0.00024187-0.00013613i,-0.0013647-0.00080411i,-0.0010107-0.0012638i,0.00013847-0.0013907i,0.001214-0.00039598i,0.0012639+0.00016985i,0.00066102-0.00048332i,0.00032859+0.00016228i,7.5021e-05+0.00089215i,0.00029968+0.00084777i,0.00062085+0.00057607i
0.0002592+0.00020297i,0.00049132-0.00071516i,0.00049846-0.00067444i,0.00026934-0.0010507i,0.00024044-0.0014058i,-0.00031328-0.00040744i,-0.00086923+0.0012674i,-0.00067124+0.0025134i,-0.00025434+0.0020992i,0.00043159+0.00093254i,0.00050618-0.00047503i,0.0004165-0.0016803i,-0.00023818-0.0012951i,-7.2047e-05-0.00033156i,0.00017766-0.00019347i,-4.9192e-05-0.00030926i,0.00062463-2.1534e-05i,0.00029531+3.2064e-05i,-0.00041145+0.00014696i,-0.00067921+0.00026032i,0.00049875-0.00046805i,0.00079576-0.00062471i,-0.00018812-0.00048911i
0.00063342-0.0012223i,0.00046782-0.0014326i,0.00065655-0.0010807i,-0.00060325-0.00052579i,-0.0014459-0.00040228i,-0.0010618-0.00020508i,-0.00075966+0.00086283i,-0.00012142+0.001084i,0.00044017+0.00056267i,0.00065594+0.00017685i,0.00048835-0.00036165i,0.0003496-0.00016678i,0.00068823-6.6471e-05i,0.00093959-0.00032719i,0.00030149+0.00024333i,0.00032315+0.00032138i,0.00074015+0.00011734i,0.0010693+0.00018679i,0.00090361-0.00088696i,0.00034461-0.0015378i,-0.00035671-0.00088696i,-0.0010057-0.00015745i,-0.0012477+0.00015759i
0.0012382+0.00155i,0.0016916+0.00037135i,0.00084107-0.0007221i,0.00022442-0.0010135i,-0.00036783-0.0010373i,-0.00083453-0.00061321i,-0.00058456+0.00065355i,-0.00040444+0.0021771i,-0.00026277+0.0018612i,-8.0988e-05+0.00024084i,3.2232e-05-0.00032326i,-0.00018466-0.00039829i,9.7817e-05-0.0011037i,0.00042709-0.0013376i,0.00036319-0.00061278i,0.0001713+0.0003678i,-8.0351e-05+0.00018037i,0.00011483-0.00031215i,0.00065895-0.00010601i,0.0011615+2.9057e-06i,0.0011976+0.0004998i,0.00096392+0.00071215i,0.00063217+0.00048056i
-3.7934e-05-2.9943e-05i,0.00023935-0.0011194i,-7.9592e-05-0.0016047i,-0.0014092-0.00067972i,-0.0020394+0.00032799i,-0.0014712+0.00075628i,-0.00067592+0.00072531i,6.2238e-06+0.0010223i,0.00071488+0.00095488i,0.001146+0.00037801i,8.2387e-05+0.0006383i,-0.00035749+0.00066448i,0.00035763-0.00056456i,0.00058792-0.00049871i,0.00050199+0.00012964i,-0.00015919-0.00038745i,-0.00080624-0.0011988i,-0.00056606-0.0012069i,-0.00020808-0.00072023i,-0.0002409-0.00073062i,-8.3268e-05-0.0012584i,0.00042446-0.00065101i,0.00051425+0.000433i
0.0011755-0.0011121i,0.00032115-0.0020014i,-0.00034266-0.0021933i,-0.0013873-0.0015244i,-0.0020479-0.00071676i,-0.0025342+0.00038443i,-0.0022574+0.00099286i,-0.0005776+0.0012106i,0.00096344+0.001482i,0.0010192+0.0010328i,0.00050547-9.2677e-05i,0.00037575-0.00024219i,-0.00016152-0.00039745i,-0.00044212-0.00085715i,-0.00011232-0.00094946i,-7.3364e-05-0.00096207i,5.8557e-05-0.00031463i,0.00020137-0.00042269i,0.00066574-0.00043133i,0.00068544+0.0005913i,0.00037291+0.00057556i,-9.6983e-05-0.00039751i,-0.00039504-0.0011535i
-0.00032148-0.00067859i,-0.00020149-0.0010657i,-0.00084495-0.0015746i,-0.0014947-0.0012703i,-0.0016697-0.00043958i,-0.0018209+0.00013078i,-0.0011762+0.00075649i,-0.00038815+0.0012175i,0.00075018+0.0011095i,0.0012105+0.00067369i,0.00035043+0.00043063i,-0.00033526+0.00062729i,-0.00071678+0.00025516i,-0.00093165-0.0003283i,-0.00046586-0.0001623i,-4.2051e-05-9.8546e-05i,0.00015171-1.9985e-05i,7.8522e-05+0.00060353i,-0.00051339+0.00052678i,-0.00036395+0.00013989i,-7.6633e-05-9.6172e-05i,-0.00016973-0.00057383i,-0.00022118-0.00024374i
0.00076991-0.001915i,0.00068552-0.0024508i,0.00010099-0.0017711i,-0.00090365-0.0015073i,-0.0018203-0.0010365i,-0.0018154+0.0003409i,-0.00084323+0.00099393i,-0.00022803+0.0012423i,0.00013534+0.0010186i,0.00048453+0.00062607i,0.00029206-5.0229e-05i,0.00030352-0.00058447i,0.00064412-1.1755e-05i,0.00088111+0.00036396i,0.000416+0.00062008i,-0.00034425+0.00076391i,-0.00087955+0.00059142i,-0.00036089+0.00055359i,-0.0001728+0.00022286i,-0.00032184+0.0003546i,-0.00073703+0.00023332i,-0.00098199-0.00044286i,-0.00072455-0.00063568i
0.0011547+6.427e-06i,0.00045338+0.00048518i,-0.00067899-0.00073007i,-0.0012879-0.00075758i,-0.0017448+8.288e-05i,-0.0023165+0.0004539i,-0.001941+0.00073503i,-0.00085234+0.00071602i,0.00011081+0.00010799i,0.00067198-0.00057083i,0.00033372-0.0010138i,-8.7369e-05-0.00045428i,0.00010446-0.00074702i,-1.9502e-05-0.0014212i,0.00012329-0.00060357i,-0.00017567+0.00021776i,-0.00074462-0.00015315i,-0.0001902+0.00014578i,-6.2716e-05+0.0003215i,-4.3044e-05-0.00020928i,-0.00023046-0.00037326i,0.0001648+0.00022851i,0.00079734+0.00071612i
-0.00057598+5.3002e-05i,0.00036988+0.00022044i,0.0013144-0.00067892i,0.00061214-0.0015678i,-0.0010151-0.0011455i,-0.0013169-6.0016e-05i,-0.00070143+0.0013004i,8.2226e-05+0.0022499i,0.00050927+0.0014634i,-1.5064e-05+0.00019063i,-0.00018983-4.7167e-05i,0.00070559-0.0011126i,0.00049839-0.0019038i,-0.00019443-0.0011051i,-0.00019934-0.00043578i,-0.00017058-0.0008235i,-0.00038334-0.00032027i,-0.00062036+0.00048205i,-0.00077042+3.1081e-05i,-0.0010266-0.00012205i,-0.0006765-0.00015158i,-0.00042258-0.00055596i,-0.00038015-3.8843e-05i
0.0017891-0.0017016i,0.00123-0.002047i,0.00024647-0.0022822i,-0.0010624-0.0017858i,-0.0014464-0.0010963i,-0.0019437-0.00039478i,-0.00164+0.00039451i,0.00026529+0.00041369i,0.0010973-0.00019678i,0.00077705-6.6909e-05i,4.4228e-05-8.2258e-05i,-0.00063957-0.00012105i,-0.0014966+0.00012011i,-0.0016327-0.00064738i,-0.00073987-0.0012615i,-0.00046832-0.00069233i,7.1548e-06-3.4114e-05i,0.00053525+9.3845e-05i,0.00060712-0.00022411i,0.00050643+0.00011714i,0.00020177+0.00031407i,0.00014299-0.00055123i,0.00025051-0.00094898i
-0.00026744+0.0015975i,0.00013083+0.0022348i,-9.0157e-05+0.0020192i,-0.00013992+0.0020298i,-0.0006678+0.0023438i,-0.0010485+0.0019737i,-0.0011444+0.0015271i,-0.0020425+0.001057i,-0.0015821+0.0011957i,0.00024132+0.0010928i,0.00091824+0.00047923i,0.00019841+0.00027016i,7.0804e-05+0.00047454i,0.0008059+8.15e-05i,0.00054253-1.225e-05i,-0.00056895-3.4681e-05i,-0.0006035-0.00019786i,-0.00037328+0.00033265i,-0.00050994+0.0003663i,-0.00086113-0.00040504i,-0.00099538-0.00080279i,-0.00096532-0.0011155i,-0.00050448-0.00070728i
-0.0013091-0.0025506i,-0.0011593-0.0022456i,-0.0016405-0.0012752i,-0.001645-0.00085538i,-0.0014308-0.00074641i,-0.0014546-9.8699e-05i,-0.0009085+0.00078025i,0.00031455+0.00091121i,0.0010216-6.3307e-05i,1.1888e-06-0.001077i,-0.00068719-0.00074291i,-0.00030962-0.00050457i,0.0004861-0.00040013i,0.00059368+7.2019e-05i,0.00028132+0.00046138i,0.00038267+0.00033825i,0.00033976+0.00030653i,-0.00016965+0.0001459i,-0.00033395-0.00038376i,0.00039826+0.00061701i,0.00017773+0.0012526i,-0.00065254+0.00086027i,-0.00058165+0.00047447i
-0.00017955-0.0021177i,-0.00090899-0.0018747i,-0.0017301-0.0011142i,-0.0020106-0.00018082i,-0.0024044+0.0011091i,-0.0012091+0.0012842i,-0.00014243+0.00066026i,0.00016282+0.0010009i,7.4259e-05+0.00083633i,0.00015006+6.7931e-05i,0.00020962-0.00028081i,0.00044201-0.0011255i,0.00055518-0.0012876i,0.00027868-0.00062829i,0.00059399-0.00055074i,0.00023463-0.00046796i,-0.00036251-0.00056428i,-0.00012669-0.00057571i,0.00043583-0.00048671i,0.00040394-7.7977e-05i,0.00016146+0.00034818i,0.00018877-0.00049366i,-0.00023077-0.00038724i
0.000625+0.00062339i,0.0012035+0.00073119i,0.00040758+0.00014609i,-0.00088185-0.00016857i,-0.0018816-0.00013146i,-0.0021576-0.00028473i,-0.0015722+0.00036336i,-0.00056847+0.00081516i,0.00032561+0.00028086i,0.0007935+0.00029413i,-0.00013789-0.00012205i,-0.00041901-0.0011554i,0.00021845-0.0013925i,0.00021842-0.0010064i,0.00033822-0.00063202i,0.00039066-0.00046291i,0.00019746-0.0006387i,7.5979e-05-0.00056624i,-0.00013532+2.2263e-05i,6.9179e-05+0.00083729i,0.00077585+0.00041956i,0.00097807-0.0005248i,0.00030166-0.00039292i
0.0017454-0.00039613i,0.0011819-0.0017788i,0.0010128-0.0030429i,0.0003714-0.0031061i,-0.00075259-0.0020278i,-0.0013157-5.5187e-05i,4.233e-06+0.0015824i,0.00098374+0.0019044i,0.00080093+0.0012612i,-0.00017723+0.00019309i,-0.00078372-0.00089074i,-0.00088303-0.00066059i,-0.0015884+0.0006204i,-0.0017118+0.0013687i,-0.00069169+0.0012498i,-0.00016985+0.00079979i,-0.000862+0.00057256i,-0.00063478-0.00027537i,-3.1289e-05-0.00087647i,0.00019402-2.2315e-05i,0.0007261+0.00085001i,0.00026877+0.00077653i,-0.0012027-0.00022372i
0.0017554-0.00024091i,0.0022305-0.0017967i,0.0024004-0.0019756i,0.0013481-0.0015236i,-0.00044678-0.0013082i,-0.0014816-0.00029765i,-0.0012624+0.0013163i,4.9857e-05+0.0023478i,0.0010719+0.0013075i,0.00032664-0.00057373i,-0.00060408-0.0015569i,-3.8055e-05-0.0012246i,-0.00028583-0.00062205i,-0.00093346-0.0013096i,-0.00074034-0.0016875i,-0.0012255-0.00089768i,-0.00083577-0.00065738i,-1.3814e-05-0.00050524i,0.00017212-0.00059941i,8.6677e-05-0.00075733i,-0.00013035-0.00040808i,-0.00068279-5.141e-05i,-0.0013369-0.00016852i
-0.0011602-0.00013725i,-0.00013325+0.00020258i,-0.00059188-1.3963e-05i,-0.00078282+0.00068589i,-0.00059602+0.0010699i,-0.001139+0.00030039i,-0.00058261+5.9706e-05i,0.00035494+0.00018679i,-5.6973e-05+0.00044051i,2.8088e-05+0.00065388i,0.0011981+0.00069157i,0.0013483+0.00034208i,0.00078548-5.72e-05i,0.00019807+7.6851e-05i,0.00017681+4.4541e-05i,-7.3524e-05-4.2909e-05i,-5.2909e-05-0.00024676i,0.0001794-0.00021585i,-3.4211e-05-0.0001411i,-9.1572e-05-0.00045348i,-0.00056629-0.0004116i,-0.0011288+1.8422e-05i,-0.00050423-8.2729e-05i
0.0016497-0.0021593i,0.00011482-0.0020339i,-0.00047452-0.0021731i,-0.00084367-0.0025921i,-0.0018217-0.0015118i,-0.0019188+0.0003009i,-0.00068764+0.0012007i,-0.00016074+0.0014001i,-0.00014773+0.00089116i,-0.0003784-0.00059444i,-0.00011966-0.00094827i,0.00030472-0.00056671i,4.1216e-05-0.0010656i,6.6815e-05-0.00085297i,0.00053819-0.00035233i,0.0012871-0.00013599i,0.0012487+0.00025231i,0.00047899-0.00024167i,0.00046761-0.00099416i,0.00037566-0.00094313i,0.00026863-0.00056494i,3.3672e-05-0.00030658i,-0.00034737-0.00033363i
0.0015615-0.0015942i,0.00048302-0.0016935i,-0.00029441-0.0018533i,-0.00031682-0.00056742i,-0.00061929+0.00081072i,-0.0010473+0.00090957i,-0.00091519+0.00074121i,-0.00029222+0.00080124i,0.00014987+0.00033088i,0.00012078+1.5961e-05i,-0.00024936-0.00019668i,-0.00043785-0.00089363i,-0.00020121-0.00084648i,-0.00012421-0.00017856i,-0.00033186-0.00018603i,-0.00024533-0.00029975i,0.00013595-6.7747e-05i,0.00060115+0.00014977i,0.00092913+0.00049003i,0.00062128+0.00038017i,-0.00046045-0.000174i,-0.0012846-0.00020444i,-0.00090774-0.00035741i
0.00096752-0.0015266i,7.904e-05-0.0019955i,-0.00098082-0.0019173i,-0.001754-0.0009143i,-0.0024888-0.00024843i,-0.002327+0.00028899i,-0.0011985+0.0012952i,0.00017493+0.0019698i,0.00061143+0.0015744i,0.00033323-0.00015453i,0.00029301-0.0011915i,-0.00018808-0.00078105i,-0.00035274-0.00052936i,0.00042063-0.00067486i,0.00056439-9.9616e-05i,0.00026615+0.00027524i,0.00066642-0.00056381i,-0.00012496-0.00072652i,-0.0005658-0.00054791i,0.0004902-0.00056311i,0.000628-0.00039429i,0.00021083-4.6404e-05i,0.000415-8.3245e-06i
-0.00060947-0.0015439i,-0.00074592+0.00015508i,-0.0018527+0.00010759i,-0.0031433+0.00038753i,-0.0033728+0.00019625i,-0.002195+0.00025983i,-0.0011393+0.00052225i,6.5536e-05+0.00018158i,0.00074114+3.0588e-05i,-0.0001206+1.1907e-05i,-0.00050665-0.00017485i,0.00083823-8.6953e-05i,0.0014635+0.00057043i,0.00047789+0.00066579i,0.0001602+0.00058025i,0.00035158+9.4561e-05i,0.00018099-0.0006821i,-0.00049076-0.00039476i,-0.00053996+0.00046113i,-0.0010059+0.00052385i,-0.0012358+6.7381e-06i,-7.5497e-05-0.00023931i,0.00017959+0.00032275i
7.5721e-05-0.0017813i,-0.00080489-0.0016654i,-0.00090519-0.0016368i,-0.0010178-0.00027481i,-0.0014031-9.9094e-05i,-0.0019639-0.00062539i,-0.0015886+0.00057395i,-0.00019932+0.0017356i,0.00088042+0.0018518i,0.00037779+0.0010494i,-0.00083728-0.00013252i,-0.00059993-0.00041648i,-0.00039235-0.00037231i,-0.00075906-0.00054165i,-1.0957e-05-0.00095623i,0.00019618-0.0013309i,-0.00021157-0.00052685i,-0.00029776+0.00020818i,-0.00043761-0.00039954i,-0.00033655-0.00077767i,0.00029701-0.00036731i,0.00015463-0.00014014i,-0.00042859+1.248e-05i
8.7907e-05+0.0011202i,-3.1284e-05-5.5277e-05i,-0.00026163+0.00051814i,-0.0012822+0.0010518i,-0.0013271+0.00067681i,-0.000383+0.00039953i,-0.00025992+0.00022994i,-0.00045897+0.0011479i,-2.4085e-05+0.0017231i,0.00050624+0.00059868i,-0.00011077-0.00032021i,5.0176e-05-0.00028875i,0.0011479-0.00045216i,0.00083576-0.0011913i,0.00042716-0.001647i,0.00065023-0.0014399i,0.00012803-0.00047691i,-0.00057996+0.00011482i,-0.00066446+0.00032677i,-0.00037677+0.00048296i,-0.00019472+0.00042185i,0.00023653-0.00029166i,0.00074729-0.00063263i
0.00029656+0.00087636i,0.0007403-0.00030756i,0.00086907-0.002143i,0.0007468-0.002661i,8.7556e-05-0.0020302i,-0.0013627-0.0017624i,-0.001197-0.00055985i,-2.2406e-05+0.00054086i,0.00042185+5.7954e-05i,0.0002377-0.00013154i,-0.00028572-0.00033642i,-0.00082043-0.00046634i,-0.00070823-0.00066906i,-0.00066005-0.0012542i,-0.0007134-0.0013601i,-0.00039649-0.00080678i,0.0002313-0.0001492i,-0.00024767+0.00063836i,-0.0006735+0.0007207i,-0.00027712+0.00016361i,-0.00049289-0.00031629i,-0.00069885+0.00047707i,-0.00028195+0.00090253i
-0.0015573-0.0017563i,-1.5726e-05-0.0011315i,0.00051062-0.00043996i,-0.0011872-0.00070271i,-0.0022892-0.00093988i,-0.0022835-0.000664i,-0.001578-6.5428e-05i,-0.00063496+0.00041591i,-0.00038504+0.00015695i,-0.00021019-0.00063357i,0.00023061-0.00073286i,3.2763e-05+6.5097e-05i,-0.00025788-0.00011679i,-0.00058158-0.0003828i,-0.00015932-0.00014541i,7.9743e-05-0.00014371i,3.3589e-05-0.00045185i,0.00046833-0.00018644i,0.0010532-0.00013052i,0.00076099-0.0003877i,-0.00015229+2.3092e-05i,-0.00029601+0.00062065i,-0.00027599+0.00031775i
0.0017739+0.00017453i,0.00079803-3.7682e-05i,0.00038101-0.00023821i,-0.00012428-0.00063373i,-0.00091377-0.0010223i,-0.0017073-0.00081i,-0.001517+0.00027179i,-0.00032841+0.00083352i,0.00082707+0.00075664i,0.0010576+0.00065731i,0.00047609+9.5685e-05i,-7.425e-05-0.00050987i,-0.00010775-0.00062917i,-0.00035839-0.00034649i,-7.2045e-05+1.7015e-05i,0.00041335+0.00066132i,0.00023384+0.00037514i,-0.00030484-0.00069347i,-0.00018169-0.00042692i,0.00049354-0.00036052i,0.00014745-0.00049546i,-0.00047-0.0004774i,3.713e-05-0.00081501i
0.0021764+0.0014662i,0.0028594+0.00098218i,0.0024262+0.00024362i,0.0010395-0.00024292i,0.00012477-0.00089461i,-0.00023639-7.874e-05i,-0.00055808+0.0011409i,-0.00052936+0.0012551i,0.000351+0.00079804i,0.00053482+0.00058562i,0.00036608-1.3607e-05i,8.1912e-05-0.00060016i,-0.00027982-9.2967e-05i,-4.0483e-05-4.5142e-05i,-0.0001707-0.00056529i,-2.9343e-05-0.00081466i,-3.6942e-05-0.00065366i,-0.00046192-0.00020499i,-0.00012557+0.00012449i,0.0003977+0.00047243i,0.00017972+0.00028782i,0.00052821+6.7211e-05i,0.00070612+0.00042031i
0.00011997+0.00011539i,0.0008699-0.00055525i,0.0011252+0.00016442i,0.00045085-0.00011247i,0.00024706-0.00096196i,-0.00039893-0.0006552i,-0.0013223+3.6962e-05i,-0.0011463+0.0014551i,-0.00039578+0.0013792i,0.00066454+3.078e-05i,0.00069764-0.00069629i,-0.00017691-0.00091899i,-0.00069519-0.00073869i,-0.00061495-0.00076692i,-5.3808e-05-7.3756e-05i,0.00078319+0.00093767i,0.00065182+0.00096953i,-0.00014929+0.00095978i,0.00022954+0.00096078i,6.8966e-05+0.00085321i,-5.3021e-05+0.00034035i,-1.5761e-05-0.00052633i,-3.7123e-05-0.00022282i
