-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
0.0005671+0.0031699i,0.00091328+0.0026463i,0.0014406+0.0030793i,0.0021614+0.0023756i,0.0015218+0.0006883i,0.00022065-0.001109i,-0.00039301-0.0011151i,0.00037467-0.00051359i,0.00075576-0.00162i,6.6208e-05-0.0014368i,-0.00036443-0.00042734i,-0.00070521-0.00028463i,-0.00052536+0.00014677i,-0.00021028-0.00027629i,0.0004417-0.0011631i,0.00067497-0.00059923i,0.00031786+5.1665e-05i,0.00023399-7.1747e-05i,0.00024829+3.3599e-05i,0.00024752+0.00014198i,0.00014131+0.00022471i,0.00044177+0.00037449i,0.00046232+0.00045989i
-0.0011572+0.00054368i,-0.0011106+0.0011651i,0.00028674+0.0034575i,0.0021917+0.0038258i,0.0029366+0.002214i,0.0024228+0.00093348i,0.0020664+0.00070275i,0.0020821-7.5159e-05i,0.001393-0.00088426i,0.0005664-0.0011346i,0.0002952-0.0010679i,0.00048403-0.00080938i,0.00067364-0.00045772i,0.0004321-0.00021292i,0.00017536-0.00025803i,0.00065185+2.514e-05i,0.0011583+0.00051214i,0.0010977+5.047e-05i,0.00032748-0.00018223i,-0.00086506-3.1865e-05i,-0.001231-0.00049144i,-0.00060667-0.00031475i,-0.00088368+0.00035315i
-0.00087413-0.0013354i,-0.00087078-0.00044993i,-0.00058739+0.00040204i,0.00038964+0.00076877i,0.00033236+0.0013895i,-0.0004771+0.0021803i,0.00026321+0.0020936i,0.0011263+0.0012997i,-8.1502e-07+0.00078282i,-0.00074906+0.0003012i,-9.0555e-05-0.00050266i,0.00033715-0.00070477i,0.00054246-5.8516e-05i,0.00044517-4.7556e-05i,-0.00060234-6.3163e-05i,-0.00092596-0.00041505i,-0.00058578+3.2876e-05i,-0.00035568+0.00055019i,-0.00013476-2.8737e-05i,-0.00050013-0.00012461i,-0.00065671-5.0507e-05i,-0.00076613-0.00076696i,-0.00011607-0.0012451i
0.00055829-0.001762i,0.00067144-0.0011968i,0.00063836+0.00082684i,0.00091609+0.0010017i,0.00088826-0.00047956i,0.00061514-0.00083472i,0.00067614-0.00025726i,0.00092831+0.00035439i,0.00043613-2.521e-05i,0.00039298-0.00042457i,0.00046358-0.0012384i,-0.00010051-0.0012957i,-0.00049453-0.0003713i,-0.00050614-0.00077821i,-0.000469-0.00041123i,-0.00020896+0.00034848i,-9.7331e-05+0.00049233i,0.00015078+0.00048712i,0.00086168+0.00028245i,0.0012903+0.00047693i,0.00089731-3.1645e-05i,0.00095069-0.00030206i,0.00049526+8.5559e-05i
-0.0012666+0.0039515i,-0.0016817+0.0040091i,0.00056148+0.0051179i,0.0026133+0.0040572i,0.0028194+0.0014496i,0.0021569-0.000267i,0.0018517-0.00049548i,0.0022193-0.00078424i,0.0023071-0.00053971i,0.001224-0.00078963i,0.0006448-0.0016429i,0.00078732-0.0009637i,0.00053743+0.00096839i,0.00074845+0.00077246i,0.001089-0.0001726i,0.00090556+6.2548e-05i,0.00098132-0.00046649i,0.0010081-0.0013325i,0.00018116-0.0014889i,-0.00058632-0.0012094i,-0.0011805-0.00060755i,-0.0012137+0.00046554i,-0.0003841+0.0012384i
-0.0024203+0.00077487i,-0.0021117-5.6629e-05i,-0.00079398+0.0017677i,0.0013936+0.0028035i,0.0021082+0.0016242i,0.0020114+0.00087883i,0.0019644+0.00070804i,0.0013058+0.00029623i,0.00038273-0.00093393i,0.00057085-0.0018842i,0.00023691-0.0012006i,-0.00064139-0.00010109i,-0.00033464+0.00059387i,0.0005456+0.00036608i,0.00088131+0.00032659i,0.00010376+0.0001337i,0.0001174-0.0010148i,0.0015438-0.0016445i,0.001485-0.00087434i,0.00064437-0.00020242i,0.00043271-0.00011884i,0.00026098-4.9596e-05i,0.00050141+3.7967e-05i
0.0010885+0.00076564i,0.0013158+0.00056062i,0.0019406-0.00021984i,0.0018333-0.00099406i,0.0016306-0.00080767i,0.0014135+0.00050079i,0.00091749+0.00079862i,0.00063011-0.0009174i,0.00032621-0.0021754i,-0.00036001-0.0021902i,-0.00010538-0.0017263i,2.0322e-05-0.00069057i,2.8741e-05-0.00048952i,0.00030529-0.00033417i,-5.128e-05+0.00030425i,-0.00078295+0.00022632i,-0.0010096-7.6423e-05i,-0.00052148+8.124e-05i,0.00010189+2.6484e-05i,0.0005664-0.00096744i,0.00072918-0.0011425i,0.0003109-0.00015152i,-0.00042025-0.00017096i
0.0023241+0.0022766i,0.002931+0.0017093i,0.0038425+0.0017755i,0.0041862+0.0011031i,0.0022026-0.00065724i,-0.00016789-0.0017715i,-0.00063493-0.00084422i,-0.0004875-0.00032983i,-0.00053396-0.00081101i,-0.00087901-0.0010827i,-0.00079067-0.00072509i,-0.0004826-0.00015838i,0.0013356+0.00010218i,0.0015473+0.00011114i,-7.0788e-05-2.1746e-05i,0.00017289-0.0001883i,0.00074357+0.00028931i,0.00068075+0.0010162i,0.00012133+0.00043987i,-0.00025078-0.00050818i,-0.00010311-0.00092018i,-9.2141e-05-0.00072106i,0.00013258-0.00044052i
0.0023302-0.0011283i,0.001803-0.001463i,0.0011894-0.00064702i,0.0010324-0.00014616i,0.00076353-0.00069448i,-0.0001285-0.00028768i,0.00023068+0.0011312i,0.001027+0.00092604i,0.00091199+0.00085545i,0.00099877+0.0007337i,0.0012827-8.6698e-05i,0.0004274+0.00020819i,-0.00049044+0.00076009i,-2.4372e-05+0.00048957i,0.00022554-6.7619e-05i,0.00050179+0.00028426i,0.00047403+0.00038087i,0.00018335+0.00027982i,-0.00014328+5.7385e-05i,-0.00063635-0.00012038i,-0.00037922-0.000242i,0.00050051+0.00049571i,0.00065233+0.0014198i
-0.00077356+0.003268i,-0.00014031+0.004171i,0.0015599+0.0046539i,0.0022983+0.0039588i,0.0024616+0.0022807i,0.0025567+0.00028192i,0.0018921-0.00060981i,0.0019939-0.00026937i,0.0026804+1.8777e-05i,0.0021953-8.216e-05i,0.0016239-0.00031864i,0.0012455-0.00015804i,0.0010817+0.00016368i,0.00039431+0.000507i,4.4817e-05+0.00073707i,0.00068624+0.00079123i,0.00024964+0.00086879i,-4.3234e-05+0.00089664i,4.2049e-05+0.00033644i,-6.5379e-05-0.00029858i,0.00020787-0.0003649i,0.00037411-0.00025843i,0.00020382+0.00030375i
-0.00034629+0.00048821i,-0.00055504+0.00082632i,0.0001263+0.0016303i,0.0018136+0.001107i,0.002144+0.00079107i,0.0013156+0.00084488i,0.0011359+0.00033124i,0.0011658-0.00030013i,0.0013602-0.0013802i,0.0013502-0.0019309i,0.0011035-0.0013166i,8.1404e-05-0.00038316i,-0.00068532+0.00040182i,-0.00083595+0.00018839i,-0.0008061-0.00033904i,-0.00096839-0.0011028i,-0.00059617-0.0010683i,-0.00026656-0.00096917i,-0.00098076-0.00053092i,-0.0014219-5.7569e-05i,-0.00095056-0.00014617i,-0.00037812-0.00017065i,-6.114e-05-0.00038272i
0.00081505-0.0013468i,-0.00014809-0.0013001i,-0.00042112-0.0021261i,0.0010797-0.0018297i,0.0018345-0.0014226i,-0.0002722-0.00031329i,-0.0010244+0.00030203i,0.00020248-0.00088536i,0.00040082-0.0021931i,-0.00025987-0.0012434i,-0.0008385-0.0009273i,-0.00041366-0.0012656i,0.00045765-0.00062417i,0.00023477-0.00038311i,6.1664e-05-0.00045802i,-2.0074e-05+2.1957e-05i,-0.00026227+8.6776e-05i,0.00016504-0.00084354i,7.2193e-06-0.0014188i,-0.00021063-0.0013223i,-0.00017324-0.00044589i,-0.00017136-0.0001125i,-0.00029883-1.5919e-07i
0.00027244+0.0005651i,0.00078163+8.4163e-05i,0.00055229+0.00072088i,0.00051108+0.0015755i,-9.0754e-05+0.00081197i,-0.00018933+0.00010644i,0.00051387-0.00012985i,-5.7028e-06-0.00080246i,-0.0011883-0.0022165i,-0.0018897-0.0018615i,-0.001694-0.0010098i,-0.00053401-0.00025498i,-0.00019548+0.00083163i,-0.00070402+0.0011331i,-0.00036861+0.00099972i,0.00032504+0.0011253i,7.767e-05+0.0011289i,-0.00031533+0.00038909i,-0.00010978-0.00054162i,6.7735e-05-0.00098685i,-0.00048335-0.00070514i,-0.00044628+1.5222e-05i,-0.00031376-8.6833e-05i
-0.0028757-0.00090171i,-0.0031878-0.00092684i,-0.0020536+0.00022213i,9.369e-05+0.0011458i,0.00061629+0.00083988i,0.00064501+0.00030624i,0.0012296+0.00047557i,0.0017865+9.5806e-05i,0.001365+0.00033092i,0.00025517+0.0015705i,-0.0001371+0.0013129i,0.0001994+0.0013625i,0.00026414+0.001822i,4.3475e-05+0.001126i,0.00046432+0.00021484i,0.00073967+0.00024842i,0.0010201+5.9121e-05i,0.00094447-0.00013773i,0.00041748-0.00033142i,0.00019449-0.00021185i,-0.00013901-3.5181e-05i,-0.00050357-0.0004808i,-0.0001666-0.00065831i
-0.0002418+0.0019307i,-0.00054744+0.0018113i,0.00040381+0.0019722i,0.0017576+0.0011097i,0.0021416+0.00026427i,0.0007692+0.0010171i,-0.00038315+0.0007936i,0.0009353-0.00010898i,0.0022505-0.00063729i,0.0018245-0.00055611i,0.00071227-4.7741e-05i,8.3604e-05-0.00038478i,0.00025973-0.00037595i,0.0011314-0.00027786i,0.0023484-0.00079823i,0.0025086-0.00084261i,0.0018874-0.0001477i,0.0011072+0.00057228i,0.0011679+0.0008687i,0.000874+0.00081239i,0.00065041+0.00023745i,0.00018558-0.00054253i,-0.00061739-0.00046971i
0.00054609+0.0012193i,0.0011789+0.00043705i,0.0020305+0.0017374i,0.0028724+0.0023317i,0.0028277+0.00087963i,0.0016299-0.00018751i,0.00097777+6.522e-05i,0.0014582-0.00028131i,0.0022544-0.0012171i,0.0022158-0.0018903i,0.0014107-0.0019326i,0.00043712-0.0014982i,-0.00051709-0.0015687i,-0.00025091-0.00083761i,-0.00041496-0.00027094i,-0.00057716-0.00025333i,3.2105e-05-0.00021332i,0.00026482-0.00090439i,0.00054019-0.0010429i,-3.8455e-05+2.5001e-05i,-0.00068632+0.00065886i,-0.00076642+0.00059765i,-0.00046316+0.00043075i
-0.00022112+0.00063775i,-0.00082921-9.5886e-05i,-4.0022e-06+0.0004466i,0.0015541+0.00082983i,0.0014738+0.00047032i,0.00061025+0.000187i,0.00035249+0.00045348i,0.0014515+3.1741e-05i,0.0019012-0.00090829i,0.00056214-0.002193i,-0.00027575-0.0025175i,-0.00039166-0.0016144i,-0.00037608-0.0011945i,-0.00075089-0.00037356i,-0.0011416+0.00060469i,-0.00054489+0.00062574i,0.00017791-0.0006199i,5.4852e-05-0.0011828i,0.00049897-0.0003938i,0.00079452+0.00011674i,0.00020466+0.00036391i,-0.00017225+0.0011732i,-0.00020709+0.0011357i
-8.6998e-05-0.0017693i,-0.00026831-0.0016517i,-0.00037329-0.0016886i,2.3182e-05-0.0004836i,0.00015068+0.00016749i,-6.7355e-05+0.00057109i,0.00010308+0.00096054i,0.0005912+0.00036131i,0.00048766-0.00085173i,-0.00037509-0.00099909i,-0.00090878+0.00043282i,-0.0011465+0.0013143i,-0.0006341+0.0006899i,-0.00021901+0.00031799i,-0.00019979+0.00042846i,-0.00055855+0.00092486i,-0.0003079+0.00093482i,0.00029037+0.00051167i,0.00044183-0.00021145i,0.00083282-0.00090045i,0.00066131-0.00072161i,-9.8754e-05+0.0001865i,-0.00027345-3.1994e-05i
0.002724+0.00076602i,0.0029167+0.00078263i,0.0037841+3.8031e-05i,0.0040491+0.00041883i,0.0030098+5.2912e-05i,0.0015147-1.8289e-05i,0.0012522+0.00033117i,0.001287+0.0003966i,0.0010817-0.00043192i,0.00036814-0.0013803i,-0.00043147-0.0012781i,-0.00035901-0.00090214i,-5.146e-05-0.00015503i,7.7605e-05+0.00020476i,0.000374-0.00032787i,0.00079877-0.00038939i,0.001217+0.00025709i,0.0014248+0.00055185i,0.00089687-7.2187e-05i,0.00075813-0.00048187i,0.0011735-0.00057087i,0.00048549-4.0211e-05i,-0.00026477+0.00059067i
-0.00047772-0.00025102i,0.00039409-0.00046195i,-0.00029641+0.00087127i,0.00085621+0.0016953i,0.0024816+0.0012962i,0.0019875+0.0009393i,0.0012281+0.00096903i,0.0013411+0.00030378i,0.0012087-0.00031215i,0.00099813-0.00051567i,0.0007831-0.00055264i,0.00050991-0.00030576i,0.00081138+0.00032763i,0.00056188+0.00056655i,0.00024518-3.8619e-05i,0.00069408-0.0013654i,0.00048603-0.0013662i,0.00075016-0.00029111i,0.0012157-4.687e-05i,0.00043464+0.00054768i,-0.00017358+0.00062147i,-0.00053935+6.3035e-05i,-0.00064634-9.5764e-05i
-0.0020825-0.00079049i,-0.0013253-0.00031255i,-0.00010283+0.00038361i,0.00097299+0.0010034i,0.0014103+0.00090196i,0.0011782+0.0007025i,0.00091416+0.0010139i,0.0012875+0.00084132i,0.0015504-0.00034865i,0.0014992-0.0010553i,0.0010711-0.00068486i,0.00083203-0.00015008i,0.00021209-9.2937e-05i,0.00029109-0.00042292i,0.00082257-0.00088591i,0.00021054-0.00086527i,0.00046317-0.00046685i,0.00079322-0.00060985i,0.00047713-0.00046881i,-0.00010662+0.00029949i,-0.00061624+0.00074113i,-0.00085774+0.00067039i,-0.00027153-9.3259e-05i
0.00092509+0.00020811i,0.00065597+0.00053101i,0.001764+0.00039979i,0.0029265+0.00057562i,0.0021316+7.8676e-05i,0.00048314-0.0002921i,0.00017435-0.00071308i,0.0013743-0.0017337i,0.0018973-0.0013101i,0.0012605-0.00052992i,0.00040744-0.0010825i,-0.00014268-0.0011016i,-0.00030011-0.00021247i,-0.00018754+0.00014613i,-0.00067092+0.00068828i,-0.0012199+0.00097215i,-0.00097974+0.00066721i,-0.00012594+0.00019308i,0.00087487-0.0004082i,0.001034-0.0011975i,0.00057437-0.0010391i,0.00067049-0.00070151i,0.0010608-0.00048801i
0.002947+0.00030678i,0.0030822+0.00020136i,0.0029626+0.00016053i,0.0024079+0.00054773i,0.0014281-0.00061053i,-0.00031074-0.001547i,-0.0012477-0.00045301i,-0.00051651-0.00010436i,0.00085159-0.00060744i,0.00029615-0.0014146i,-0.00028632-0.0022031i,0.0001748-0.0014614i,5.7364e-05-6.2322e-05i,-0.00019518+0.00013712i,-5.5188e-05+0.00016825i,0.00020094+0.00030738i,0.00066835+0.00035485i,0.0011156+0.00032159i,0.0014076+0.00075336i,0.0013943+0.00045304i,0.0009376-0.00067442i,0.00051985-0.00057476i,0.0002341-0.0001048i
0.0016347-0.00058637i,0.001099+0.0004187i,0.0019529+0.00080611i,0.0026117+0.0008943i,0.0014201+0.00083242i,0.00024953+0.00096592i,0.0011919+0.0011763i,0.0024752+0.00032345i,0.0020119-9.2544e-05i,0.00098309-0.00046366i,0.00031103-0.0003429i,6.5859e-05+0.00065845i,0.00066524+0.00080191i,0.00099609+0.00086533i,0.00056543+0.0012547i,0.00053428+0.0015469i,0.00067674+0.0012853i,0.00024917+0.00025415i,-0.00047012-0.00029019i,-0.00010725-0.00087446i,1.7463e-05-0.0011766i,-0.00063515-0.0010017i,-0.0010539-0.001092i
0.0022156+0.0028839i,0.0023125+0.0037144i,0.0038207+0.0041176i,0.0046953+0.0029186i,0.0041202+0.00020785i,0.0026314-0.00024995i,0.0013874+0.00012656i,0.0016618-0.00070533i,0.0014804-0.0014329i,0.00066468-0.0015187i,0.00055113-0.0015225i,0.00080218-0.00065708i,0.0009762-0.00043467i,0.00090783-0.00073687i,0.001313-0.0011594i,0.0017381-0.0012029i,0.0016274-0.0011932i,0.0014031-0.0012016i,0.00061209-0.00087862i,-0.00037017-0.00080382i,-0.00079026-0.00064448i,-0.00029419-0.00053688i,0.00070745+0.00023116i
-0.00046266+0.00049384i,-0.0010551+0.00073675i,2.2547e-05+0.00057951i,0.0016414-3.6372e-05i,0.0012459-0.0012351i,0.00064856-0.00097586i,0.0010882+9.8985e-05i,0.0015334+0.00017754i,0.0011547-0.0002705i,0.00039293-0.00014396i,0.00014869+0.00041372i,0.00066433+0.00021627i,0.0011248-0.00021225i,0.0011662-0.0011126i,0.001173-0.0013055i,0.0013487-0.00081982i,0.0010259-0.00082509i,0.0006336-0.0010106i,-0.0001882-0.00067132i,-0.00088106-0.00044057i,-0.00071015-7.9089e-05i,-0.00029204+0.00067035i,2.3389e-07+0.00056609i
-0.00034089-0.00087954i,-1.5798e-07-7.5433e-05i,5.2339e-05+8.2494e-05i,0.00088672+0.00041755i,0.00047735+0.0002026i,0.00044212-0.00032999i,0.00055917+5.539e-05i,-1.7481e-05-0.00021498i,-0.0002865-0.0012938i,0.00037521-0.0012612i,0.00094906-0.00052637i,0.00017195-0.00022021i,-0.00042341-0.00047748i,-7.4646e-05-0.00040535i,0.00019176-0.00056975i,-0.00041526-0.00060722i,-0.00052063-0.00075888i,-0.0001806-0.0010276i,0.00030596-0.00050085i,0.00018197+3.992e-05i,-0.00012215-0.00028543i,-0.00060122-0.00040579i,-0.00064592-0.00026421i
-0.0019393+0.00027136i,-0.0031151+0.0026072i,-0.0023166+0.0047336i,0.00062909+0.0044929i,0.0017158+0.0022922i,0.0010589+0.00090401i,0.00037737+0.00075777i,0.000213+0.00043839i,0.00059338-0.00019579i,0.00057424-0.00022011i,0.00030172-0.00044596i,0.00011413-0.00043353i,-9.1e-05+0.00088849i,-0.00039903+0.0018326i,-0.00042544+0.0017479i,0.00029227+0.0012535i,0.00011507+0.0011999i,-0.00072754+0.00067395i,-0.00066785-5.0817e-05i,-0.00043222-0.0002939i,-0.00068081-0.00047375i,-0.00053672-0.00055829i,-0.00038987-0.00076292i
0.00057362-0.00064876i,0.00051018-0.00049334i,0.0013124+0.0011672i,0.002743+0.0023038i,0.0031908+0.00087165i,0.0022505+0.00027195i,0.0011507+0.0006358i,0.0014308+0.0013211i,0.0013702+0.0015385i,0.00070722+0.00034396i,-6.5803e-05-0.001279i,-0.00075665-0.0015865i,-4.6355e-05-0.00075919i,0.00092079+0.00037473i,-6.8e-05+0.00089404i,-0.00081176+0.00047526i,0.00058665+0.00031719i,0.0015389-0.00017769i,0.00053154-0.00075992i,-0.00036191-0.00043654i,-0.0004052-0.00069395i,-0.00036982-0.0011028i,-5.6131e-05-0.00055899i
0.0025451+0.00014989i,0.0030788+0.00048092i,0.0026005+0.00092121i,0.0022175+0.00031026i,0.0021676-0.0013063i,0.0013807-0.0013704i,0.0016693+0.0002112i,0.0028941+0.00050809i,0.0027825-0.00069784i,0.0017661-0.0012973i,0.00066496-0.0010293i,-1.2738e-05-0.00097616i,-0.00026526-0.0016373i,0.00031612-0.0014263i,0.00085283+7.7068e-05i,0.0011496+0.00039414i,0.0010252-3.3533e-05i,0.00068943-0.00019108i,4.6865e-05-0.00053639i,-9.069e-05-0.00075624i,0.00029823-0.00044586i,-0.00025425+2.413e-05i,-0.00018049+0.00018659i
-0.00060047+0.00091647i,-0.00041556+0.0012564i,0.00079441+0.0011945i,0.0021274+0.00012708i,0.001532-0.00062115i,-0.00015331-0.0009989i,-0.00017685-0.00080579i,0.0011272-0.0015425i,0.0015444-0.0026556i,0.00079643-0.0017436i,8.1036e-05-0.00013988i,-0.00029138+0.00080852i,-0.00016752+0.000643i,0.00041317-0.00028099i,0.00077102-0.0010443i,0.00038964-0.0012091i,-6.3934e-06-0.0011062i,0.00041704+8.7255e-05i,0.00017167+0.00051081i,-0.00095861-0.00024401i,-0.00073044-0.00045677i,4.7718e-05-7.7741e-05i,-0.00046491-0.00011137i
-0.0011343-0.00052327i,-0.001247-0.0003602i,-0.001379+0.00034001i,-0.00084815+0.0018059i,-0.00016375+0.0024909i,-0.0003339+0.0020677i,0.00013626+0.0008716i,0.0012809-0.00051254i,0.0015798-0.00087823i,0.00094026-7.2696e-05i,0.00076146+0.0012484i,0.00052455+0.0018884i,0.00046949+0.0012602i,0.00042792+0.00058299i,-0.0003293+0.00078361i,-0.0003778+0.00069144i,-0.00034361+0.0006372i,-0.0010451+0.00041585i,-0.0010408+6.4714e-05i,-0.00034845+7.363e-05i,-0.00081333-0.00046835i,-0.00063348-0.00049708i,0.00021588+0.00030453i
0.0027541-0.00016494i,0.0030096+0.00052023i,0.0026023+0.0010037i,0.0031613+0.00065577i,0.0024212+4.618e-05i,0.0010107+0.00046832i,-1.7786e-07+0.0014755i,-0.00031659+0.0016661i,-0.00030894+0.00040864i,0.00034995-0.00011833i,0.0014391+2.6408e-05i,0.0011884-0.00041251i,0.00032866-0.00030617i,-9.4023e-05-0.00027418i,-0.00084576-0.0003936i,-0.001198-0.00018361i,-0.00012604+0.00050795i,0.00034338+0.00086203i,0.00033304+0.00044178i,0.0004759+0.00024923i,0.00024329-0.00027325i,5.6009e-05-0.00049184i,-0.0001932-0.00080066i
0.00061843+0.00032632i,0.00033026+0.0014078i,0.00095735+0.0010552i,0.002745+0.00049737i,0.0035022-0.00034135i,0.0026943-0.00043475i,0.0012131+0.00078179i,0.00014241+0.0011112i,0.0006394+0.00046893i,0.0011756-0.0010633i,0.0011416-0.0019983i,0.00096632-0.0013195i,0.00011728-0.00032428i,-0.00053801-0.00042854i,0.0001477-0.00077993i,0.00053771+1.1391e-05i,0.00063915+0.00047985i,0.0013724+5.5201e-05i,0.0014907+0.00013724i,0.0011751-0.00020589i,0.00092679+7.7084e-05i,0.00025353+0.00056543i,-0.00046903-0.00013819i
-0.0025523+0.0013956i,-0.0021909+0.00076772i,-0.0015577+0.00157i,-0.00022388+0.0010967i,0.00062986-0.00087829i,0.00090929-0.0014682i,0.001542-0.00080103i,0.0024994+0.00050435i,0.0023409-0.0002063i,0.0016663-0.0015054i,0.00088253-0.0012103i,0.00087945-0.0011675i,0.00054174-0.00038512i,-0.00079318+0.00029052i,-0.00088466-2.3888e-05i,-0.00011085-0.00042688i,0.00062874-0.00021173i,0.00072076-0.00013659i,0.0006642+8.11e-05i,0.0001019-4.5198e-05i,-0.00055229-0.00030414i,-9.075e-05-6.5923e-06i,0.0006082+0.00010671i
-0.0010855+0.0025244i,-0.0011057+0.0018339i,-0.00038344+0.0023164i,0.00048078+0.002902i,0.00153+0.001816i,0.0015511+0.00050459i,0.0010165+0.00012869i,0.0013685-4.4271e-05i,0.0014796-0.00056146i,0.00016808-0.00078872i,-0.00070906-7.6553e-05i,0.00027788+0.0010182i,0.00093022+0.0015107i,0.0011174+0.0010996i,0.0012344+0.00070755i,0.00069583+0.00030854i,-9.8603e-05+0.00020989i,-0.00021687-6.445e-05i,0.00021151-0.00074144i,1.9281e-05-0.00082991i,-0.00024993-0.00059935i,-0.00027533-0.00018791i,-0.00032246-0.00039103i
0.00057776+0.0013755i,0.00060667+0.0021917i,0.0015627+0.002405i,0.001478+0.0019683i,0.0012167+0.001463i,0.0017402+0.00086138i,0.0015818+0.00012454i,0.0012137-0.00056338i,0.0013112-0.0010824i,0.00044021-0.00070373i,-0.00034454+0.00058523i,-0.00015813+0.0013768i,0.00058296+0.00077484i,0.0012215+5.6882e-05i,0.0012251-0.00015483i,0.0012002-8.4515e-05i,0.00098491+0.00056907i,0.00045515+0.00029893i,0.00027711-0.00068678i,0.00036353-0.0007952i,0.00055452-0.0007506i,0.0003556-0.00024667i,-5.8461e-05-9.4352e-05i
0.0034254-0.0012386i,0.0033644-0.00099467i,0.0040762-0.00083926i,0.0039138-0.00038265i,0.0026815-0.0017234i,0.0012856-0.0022028i,0.00060312-0.00050985i,0.00029109-0.00028399i,0.00034801-0.0011752i,0.0010697-0.00094195i,0.001165-0.00040536i,0.0010797-0.00072089i,0.00082769-0.00087685i,0.00025761-0.00072201i,7.2238e-06-4.793e-05i,0.00035765+0.0011081i,0.00059257+0.00085943i,0.00092744+0.00031621i,0.0010779+0.00042619i,0.0010559+0.00010381i,0.00055239-0.00022515i,-0.00041497-0.00028131i,-0.0011649+0.00043057i
0.00078064+0.0013059i,0.0012508+0.0014365i,0.0021602+0.0016771i,0.0023907-8.0446e-05i,0.002157-0.0014668i,0.0015368-0.0014117i,0.00075779-0.00049743i,0.00039603-0.00017078i,0.00075577-0.00093166i,0.0016876-0.0011728i,0.0026313-0.0009395i,0.0024534-0.00035959i,0.0013983-0.00058884i,0.00017023-0.00087986i,-0.001053-0.00045609i,-0.0015338-0.00032624i,-0.00047614-0.00032969i,0.00020117-0.00038417i,0.00069405-8.6953e-06i,0.00085424+0.00078461i,0.00020316+0.0015071i,0.00018619+0.0021756i,-0.00010252+0.0012728i
-0.0031042+0.0030637i,-0.0032794+0.0035245i,-0.0016585+0.0048722i,0.00036225+0.004543i,0.001608+0.0024247i,0.0014326+0.001634i,0.001057+0.0019099i,0.0017288+0.0012148i,0.0021477+0.00011818i,0.0015831-0.0017175i,-5.4651e-05-0.0031894i,-0.0011264-0.0030233i,-0.0011933-0.0014594i,-0.00075753-0.00052879i,-0.00017264+7.3567e-05i,-0.00016337-0.00016649i,-4.6497e-05-0.00090899i,0.00071261-0.0010005i,0.0017597-0.00062005i,0.0015924+0.00017594i,0.00088968+0.00040273i,0.00017359+0.00046621i,-0.00071967+0.00041613i
-0.00082379+0.0017655i,-0.00067022+0.0026802i,0.00024708+0.0042487i,0.0013028+0.0046702i,0.0021443+0.0027634i,0.0024187+0.0013246i,0.0020257+0.00060151i,0.0025098+0.00010676i,0.0028917-0.00031129i,0.0017655-0.00097154i,-0.00022495-0.0013755i,-0.001041-0.0012278i,-0.00042152-5.5546e-05i,0.00028476+0.00051274i,0.00088214+0.0001567i,0.0010436+0.0003729i,0.0010825+0.00046011i,0.0011933+0.00049684i,0.00098894+3.522e-05i,0.00051927-0.0007396i,-1.5676e-05-0.00050139i,-0.00022638-0.00072425i,-0.00033942-0.00086775i
8.5191e-05+0.0006418i,0.00099163+0.0019459i,0.0010046+0.0026477i,0.0019006+0.0022187i,0.0027453+0.0013716i,0.0023377+0.00028221i,0.0020763-0.00063379i,0.0021845-0.0013772i,0.0015839-0.0013524i,-0.00031189-0.0005578i,-0.0016019-0.00045908i,-0.00050629+0.00058276i,0.00058636+0.0013389i,0.0010025+0.00044943i,0.0011488+6.1038e-05i,0.0011404+0.00091654i,0.00081045+0.00071458i,-0.00010284-5.894e-05i,-0.00056544+0.00011645i,-0.00071337-0.00021331i,-0.00015413-0.00060183i,0.00064587-0.00068398i,0.0005473-0.00063935i
0.0017813+9.1223e-05i,0.0018687+0.00029835i,0.0028162-0.00044856i,0.0026846-0.00010924i,0.0017184-0.00043402i,0.00057985-0.00084404i,0.00051913-0.0004958i,0.00091108-0.0011645i,0.00069003-0.0015112i,0.00044921-0.00040558i,0.00051999+0.00055202i,0.00087012+0.00090062i,0.0010414+0.00029349i,0.00046913-0.00072356i,0.0002595-0.00069118i,6.2436e-05-0.00052215i,-5.7328e-08+3.8599e-05i,0.00064803+0.00091433i,0.00058545+0.00071766i,0.00039746-0.00031817i,9.968e-05-0.0010453i,-0.00063013-0.00097132i,-0.00053035-0.001073i
