-0.0012151-0.0010687i,-0.0011739-0.0021901i,-0.00055494-0.0019679i,-0.00073476-0.00094725i,-0.00088794+0.0011425i,-0.00071884+0.0033391i,0.00031952+0.0029796i,0.0014771+0.0017884i,0.00085582+0.00062869i,0.00023191-0.00051541i,0.00051044-0.00054795i,0.00060139-0.00059434i,4.5783e-05-0.0010119i,-0.00054236-0.0010957i,-0.00063508-0.00043799i,-0.0003587+3.8043e-05i,2.7299e-05+2.7819e-05i,0.00036948+0.00073765i,0.0007377+0.00092089i,0.00074884-0.00034569i,0.00085977-0.00095143i,0.00060458-0.0005872i,-0.00033463+0.00029116i
-0.00034532+0.00072387i,-0.00030429-0.00058551i,-3.5233e-05-0.0016109i,0.00021338-0.0017776i,0.00087882-0.0015468i,0.00061617-0.00038536i,0.00018522+0.00039619i,0.00022219-0.00015657i,0.0002985-0.00055171i,0.00060101-0.0009615i,0.00090135-0.00089151i,0.00021819-5.3558e-05i,-0.00037504+0.00023905i,-0.00049607-0.00027158i,-0.00028352-0.00023339i,0.00029109+0.00015455i,0.00021829+0.00077787i,-4.2998e-05+0.000936i,-0.00010465+0.00018867i,-0.00047611-0.00023434i,-0.00078658+0.00026719i,-0.00090463+0.00071894i,-0.00057834+0.0002245i
0.00032336+0.00063342i,0.00059315+0.0012679i,0.0005908+0.0012603i,0.00080954-0.00023189i,0.00070143-0.00036306i,0.00042537+0.0007414i,0.00062521+0.00061652i,0.00091073-0.00024023i,0.001122-1.833e-06i,0.00058537+7.9188e-06i,7.6386e-05-0.0001116i,-2.5843e-05+0.00043069i,-5.7778e-05+8.6519e-05i,2.7947e-06-0.0007858i,-6.7264e-05-0.00092033i,-7.3625e-05-0.00045561i,-0.00074867+0.0004074i,-0.0008384+0.0012194i,0.00028167+0.00052099i,0.0011757-0.00049152i,0.00099882-0.00045469i,0.00028547-0.00043452i,0.0009857-0.00043899i
-5.369e-05-8.7771e-05i,-0.00058827-0.0012655i,-0.0015768-0.00074571i,-0.0011683-0.00063086i,0.00046657-0.0012617i,0.0013967-0.0007269i,0.0011256+0.0001227i,0.00069967-0.00025591i,-0.00018099-0.00082453i,-0.00068298-0.00026877i,-0.00017034+0.00056557i,0.00028554+0.0006549i,0.00029427+0.00060759i,-0.00034566-0.00010333i,-0.0010796-0.00028995i,-0.00082834-9.1435e-05i,-0.00024621-0.00036826i,-0.00024015+0.00055414i,-0.00075764+0.00097844i,-0.0014205+0.00062423i,-0.0011843+0.00031544i,-7.909e-05-0.00016123i,0.00094701-0.00025736i
0.0012483+0.00061153i,0.001595+0.00015397i,0.0025434-0.00054141i,0.0026915-0.00037026i,0.00076902+0.00016293i,-0.00025675-9.7801e-05i,0.00066902-2.3716e-05i,0.00042231+0.00044628i,-0.00049188-6.4875e-05i,-0.00063485-0.00039902i,-0.00095472-0.00028012i,-0.0010369-0.00050748i,-0.00064013-0.00062559i,-9.7239e-05-0.0004719i,0.001024-0.00032656i,0.0014613+6.3701e-05i,0.00078837+0.00019097i,0.00047453-8.7401e-05i,0.0008471+0.00027712i,0.0011765+1.5675e-05i,0.0002095+0.00013957i,-0.00071848+0.00042955i,-0.0002933+0.00011093i
-0.0010073-0.00062856i,-0.0022893-0.0003013i,-0.0019997+0.00017207i,-0.00099198-0.00011012i,-0.00013396-0.00086012i,0.00010554+5.224e-05i,0.00018144+0.00096446i,0.00063862+1.5269e-05i,0.0001989-0.0009118i,-0.0003483-0.00034379i,-0.00030299+0.00053665i,-8.0619e-05+0.00064975i,-0.00020967+2.0723e-05i,-0.00029662-0.00019956i,-2.5121e-05-0.00024809i,0.00011056-0.00033527i,-0.00010751-0.00033688i,0.00010545+5.5746e-05i,0.00018995+0.00053917i,-0.00033656+0.00026221i,-0.00046542-0.00024539i,0.00017049-0.00031926i,0.00062607-3.9237e-05i
0.0016164+0.00068238i,0.0020038+0.00026192i,0.0022609-0.0010069i,0.0020466-0.00097664i,0.0016425-0.00029137i,0.001547+0.00019516i,0.0017196+0.00015854i,0.00095983-0.00045235i,0.00065043-0.00045759i,0.00043587-0.0004813i,-0.00014322-0.00055207i,-0.0011646-0.00087567i,-0.00098543-0.00089525i,-6.2929e-05-0.0001008i,0.00032092+0.0004873i,0.00099955+0.00053567i,0.00094236+0.00093137i,0.00033959+0.00049215i,-0.00013444-0.00036616i,-0.00091122+0.00013151i,-0.0013653+9.6327e-05i,-0.00074894-7.4093e-05i,0.00026008-0.00013893i
-0.00095313-0.00011029i,-0.0028599+0.0018173i,-0.0026233+0.0015097i,-0.0017453+0.00024236i,-0.0018743-0.00025564i,-0.0020201+0.00083293i,-0.0010072+0.0012863i,0.00014155+0.00031606i,3.8184e-05-0.00063492i,-0.0007191-0.00055156i,-0.0007658+0.00036011i,-0.00026384+0.0010332i,0.0002611+0.00086748i,0.00057841+0.00050237i,0.00015696+0.00054305i,-0.00019362+0.00044927i,-0.00043149-0.00019407i,-0.00043079-0.00067964i,-0.0001512-0.00014545i,0.00011934+0.00063631i,3.9048e-05+0.00050654i,-0.0001043-9.2254e-05i,4.4495e-05-6.8119e-05i
0.0040089-0.0013548i,0.0022192-0.0013407i,0.00053328-0.0015747i,-0.00041989-0.0026115i,3.6257e-05-0.0016336i,0.00014724+2.9758e-05i,-4.3454e-05-0.00020424i,0.00020323-0.00026228i,-0.00033003+0.00061342i,-0.00082261-9.3139e-05i,-0.00086216-0.00067037i,-0.0013298+0.00054453i,-0.0015257+0.0012056i,-0.00082185+0.0006805i,-0.0007916-0.00025708i,-4.3722e-05-0.00064551i,0.00090381-0.00026254i,0.0011971-1.4862e-05i,0.00078512+0.00012838i,0.00041225+0.00021191i,0.0003932-0.00035565i,0.00023799-0.00065986i,0.0002215-0.00061908i
-0.00098026-8.576e-05i,-0.0014212+0.00098534i,-0.00074451+0.0015749i,-0.0003263+0.00051762i,-4.9718e-05-0.0006515i,0.000254-0.00014614i,0.00085949+0.0011078i,0.0011993+0.00090401i,0.0013688-0.00028884i,0.00098275-0.0010422i,1.027e-05-0.00059055i,-0.00022321-6.5828e-06i,0.00016972-5.6953e-05i,0.00078192-0.00072832i,0.00094581-0.00096894i,0.00038935-0.0011586i,0.00023631-0.00089324i,-0.00037745-8.3266e-05i,-0.00093394+0.00021904i,-0.00055974+0.00025246i,-4.1037e-05+6.0659e-05i,0.00029815-5.6976e-05i,0.00019725-0.00027832i
0.001097-0.0022378i,0.00074344-0.003248i,0.00011716-0.0034116i,-0.00023057-0.0025993i,7.2397e-05-0.00089224i,-4.8161e-05+0.00026118i,-0.00031325+0.00033205i,-0.0001211-0.00044312i,0.00043714-0.00057223i,0.00014613-0.0005043i,-0.0014222-0.00072445i,-0.0016585-0.00034235i,-0.0010645+0.00026185i,-0.00090543+0.00024515i,-0.00068099-0.00012171i,-0.00060824+0.00054875i,-0.00016535+0.00058131i,4.5983e-05-0.00042698i,-0.00025338-0.0001919i,-0.00047087+0.00019512i,-0.0003448+0.00061846i,0.00016074-0.00017645i,-4.9246e-05-0.0010326i
-0.0012613+0.00098799i,-0.0016027+0.0022052i,-0.00035951+0.0012712i,0.00094859+0.00014954i,0.00039679-0.00012975i,0.00071064-0.00021795i,0.0014061-6.6755e-05i,0.0012085+1.2862e-05i,0.00020128-0.00018312i,-0.00049508-0.00012001i,-0.00023786+0.00034299i,-0.00011299+0.0010019i,5.3444e-06+0.00088913i,8.0677e-05-4.9245e-05i,0.00033124-0.00022326i,0.00064081-0.00016052i,-0.00014879-1.8798e-05i,-0.00088358+0.00082053i,-0.0010221+0.0012228i,-0.00070868+0.00069259i,0.00040794-7.2147e-05i,0.0013096-0.00059278i,0.0010042-0.00079483i
-0.001686-0.0013596i,-0.0019032-0.0015257i,-0.0011913-0.00029356i,0.00032903+0.00046594i,0.0009999-0.0004686i,0.00042921-0.00025766i,0.00015982+0.0012436i,-8.3843e-06+0.0010096i,-0.00082825+9.4404e-05i,-0.0010998+6.8772e-05i,-0.00045892+0.00020349i,0.00010578+0.00020593i,0.0002634+0.00079799i,-2.5185e-05+0.0011426i,-0.000543+0.00071242i,-9.8073e-05+0.00052272i,0.00058409+0.0011543i,-0.00026258+0.0012i,-0.0010545+0.00013381i,-0.00038866-0.00015607i,0.00011948+0.00012261i,-8.8084e-06-0.0001457i,-0.00012855-0.00048458i
0.0013364+0.00066381i,0.0015306+0.0017642i,0.001868+0.0014178i,0.0017675+0.00057577i,0.0010097-0.00013382i,0.00054054+7.1863e-05i,0.0012618+0.00070341i,0.0012757+0.0008445i,0.00060933+0.00019475i,-2.8137e-05-0.00079334i,-0.00066645-0.0010751i,-0.00077379-0.00059361i,-0.00082113-0.00096525i,-0.00048127-0.001529i,-0.00038127-0.00088693i,7.21e-05-4.8563e-05i,7.8941e-05-0.000126i,-0.00067521-0.00070927i,-0.00096519-0.00046275i,-0.00035217-0.00017758i,0.00043877-0.00078465i,0.00034045-0.00061319i,0.00021587-0.00012602i
-0.0017996-0.00096315i,-0.0017218-0.00095399i,-0.0011406-0.00020349i,-0.00023218-5.2213e-05i,0.0003799-0.00059894i,0.0010242-0.00055447i,0.00099791-7.2365e-05i,0.00081301-0.00082797i,0.00043706-0.0016636i,-0.00056575-0.0010475i,-0.00096819-0.0003368i,-0.00073729+0.00035195i,-0.00042012+0.00092458i,8.1604e-05-8.3306e-05i,0.00049031-0.00072359i,0.00015508+2.3516e-05i,-8.1302e-06-0.00024582i,0.00047428-7.1894e-06i,0.00049796+0.00036847i,0.00086012+0.00028337i,0.00063164-7.7023e-05i,-5.1057e-05-0.00095101i,7.0635e-05-0.00072794i
0.00080348+0.0012475i,0.0017779+0.00072839i,0.0023698+7.0554e-05i,0.0018024-0.0007266i,0.0014149-0.00057211i,0.00204-9.7266e-05i,0.0019249+0.00030224i,0.0006161+0.00035673i,-0.0002844+0.00033585i,-0.00036724-0.00045342i,-0.00049376-0.001155i,-0.00050925-0.00099257i,0.00030123-0.00038486i,0.00090471-0.00027577i,0.00031047-0.00076251i,2.0618e-05-0.00079759i,0.00018261-0.00033829i,-0.00031156-0.00018887i,-0.00040885-0.00048353i,-0.00012908-0.00054175i,-0.0001587-0.00020877i,-4.8378e-05+0.00073921i,6.7695e-05+0.0016428i
-0.0016478-0.00083633i,-0.0024851+0.00030566i,-0.002628+0.0010031i,-0.0010358+0.00097606i,0.00052858+0.00032583i,0.0010616+0.00032304i,0.00053589+0.00086815i,0.00053003+0.00047243i,0.0005097-0.00016422i,0.00015473-0.00013233i,-0.00011671+0.00011034i,0.00015366+0.00016641i,0.00028662-3.7104e-05i,-0.0011237-0.0002189i,-0.0011021+3.6906e-05i,0.00012883+0.0002133i,0.00073587-9.7363e-05i,0.00056692-0.00046484i,-5.4322e-05-0.0006845i,-9.2596e-05-0.0007164i,-0.00020538-0.00024928i,-0.00045966-0.00021068i,-0.00078526-0.00098011i
0.00052581-0.0003456i,0.0016013-0.00026064i,0.0021862-0.00029225i,0.0015006-0.00052524i,0.00087413-0.00055529i,0.0011105-0.0012399i,0.0013621-0.00067972i,0.00010134+0.0003789i,-0.00041711-0.00072542i,-0.00031222-0.0013879i,-0.0005622-0.0011583i,-0.00049369-0.00083868i,4.2855e-05-0.00031932i,-2.9531e-05+9.3119e-05i,-0.00026342+0.00027419i,-0.00051212-5.1539e-06i,-0.00042503-0.00036481i,-0.00014799-0.00013462i,0.0001402+0.00028545i,8.2501e-05-0.00011581i,-0.00058816-0.0011845i,-0.00041556-0.0012205i,-0.00040465+0.00029113i
-0.0016031-0.00014475i,-0.0016257+0.0013999i,-0.0021262+0.0020599i,-0.0017756+0.0017993i,-0.00066369+0.0012061i,-0.00028046+0.0010469i,9.1005e-05+0.00089941i,0.00047353+0.00026762i,-0.00032578-0.0009747i,-0.00089378-0.0013363i,-0.00062907-0.00068365i,0.00010582-0.00050423i,0.00017519-7.9181e-05i,-0.00024005+0.00036012i,-0.0001602+0.00027432i,9.5918e-05+0.00049454i,-0.00052015+0.00010588i,-0.00069232-8.7036e-05i,1.6641e-05+0.0003364i,-0.00017277-4.0077e-05i,-0.00030725-0.00040383i,0.00011107-0.00055678i,0.00027129-0.0005472i
-0.0022224+0.00033119i,-0.0010387-0.00056634i,-0.00052964-0.00010626i,0.00035854+2.7619e-05i,0.0017038-0.00014634i,0.0016018+8.8297e-06i,0.0012671+0.00030669i,0.00078669+0.00085041i,-0.00021149+0.00063973i,-8.5461e-05-0.00038973i,0.00060477-0.00043201i,-0.00020032-9.8072e-05i,-0.00048597-0.00032313i,-0.00015459+0.00018491i,0.00028642+0.0002645i,0.00049972-0.00039699i,0.00016894-0.00033337i,3.5095e-05-5.1508e-07i,0.00063377+0.00017553i,0.00089561+0.00061626i,0.00064258+0.00045081i,0.00072737+0.00076989i,0.00059064+0.00046548i
-0.0022224-0.00060069i,-0.0025122-0.00011479i,-0.0023459+0.0011629i,-0.0016876+0.001857i,-0.0005441+0.0015472i,0.0002627+0.001913i,0.0011065+0.0017369i,0.00099718+0.00046545i,0.00023829-0.00037807i,0.00015789-7.7025e-05i,-0.00014675+0.00033271i,3.0148e-05+0.00074497i,0.00053602+0.0010667i,5.294e-05+0.00060472i,-0.00088898+6.3851e-05i,-0.0010286-0.00028316i,-0.00087455+0.00033758i,-8.8874e-05+0.00069484i,0.00050464+0.00076171i,-7.0275e-05+0.0011759i,-0.00032741+0.0012556i,-0.00048925+0.0011858i,-0.00077613+0.00068696i
-0.00045774+2.8545e-05i,0.00053008-0.0011279i,0.0014674-0.0003701i,0.0010401-0.00068326i,0.00078541-0.0017807i,0.0012017-0.0016203i,0.0019892-0.00071087i,0.0022732+0.00033151i,0.001313+0.00019477i,0.00067252-0.00069545i,0.00066036-0.00044169i,-0.00017559-7.9963e-05i,-0.00043037+0.00016916i,-0.0001147+0.00022704i,-0.00051807+3.1172e-05i,-0.00085229+0.00068213i,-0.0003625+0.0012061i,9.1116e-05+0.00029623i,0.00067313-0.0003093i,0.00062355+0.00046481i,8.3485e-06-7.6659e-05i,-0.00025758-0.0013296i,-0.00014865-0.00077611i
-0.0014184-0.00023059i,-0.0018706+0.0010122i,-0.0020556+0.0016099i,-0.0017679+0.0020836i,-0.0013934+0.0017587i,-0.00025253+0.0011791i,0.00038757+0.0015468i,0.00037907+0.00077856i,0.00017904-0.0005348i,7.1583e-05-0.00053533i,-7.2614e-05+0.00038658i,-0.00027275+0.0007584i,-0.00015774+0.00018137i,0.00017815-0.00064782i,0.00028642-0.00077594i,-4.7338e-06+3.4418e-05i,-6.8196e-05+0.00044641i,0.00024875-1.1638e-05i,0.00086156-0.0004i,0.00069256-0.00041571i,0.00051367-0.00035258i,0.00099757-0.00017437i,0.00089975-2.8617e-05i
0.00073976-0.0016193i,0.00056581-0.0011163i,0.00090998-0.0010681i,0.0013742-0.0013148i,0.00088834-0.0013483i,0.00099882-0.0012857i,0.001892-0.0014259i,0.0020573-0.0011846i,0.0008817-5.3964e-05i,0.00040868+0.0002909i,0.00040336-0.00011524i,-0.0001006+0.00013874i,-0.00032543+0.00096823i,0.00054735+0.00055742i,0.00062071+4.7612e-05i,-0.00041982-0.00017665i,-0.00016122-0.00074341i,0.00042344-0.0004934i,0.00048052-0.0006716i,0.00074068-0.00066966i,0.00054283+0.00048894i,0.00039362+0.00092046i,0.00046423+5.4427e-05i
-0.00022803+0.00065041i,7.6257e-05+0.0016644i,0.00084746+0.0021077i,0.0014541+0.00029072i,0.0017598-0.0010798i,0.0010082+0.00022096i,0.00036933+0.0015974i,0.00026576+0.00064493i,9.5194e-05-0.00049682i,0.00018634-0.0011194i,0.00056653-0.00058761i,0.00010697+0.00047718i,-0.00013087+0.00065532i,0.00011199+0.00069285i,-0.00072383+0.0003197i,-0.0010683+0.00032129i,-0.00036157+0.00013785i,-3.486e-05+0.00039469i,-0.00028572+0.00047601i,-0.00012966-0.0002136i,-0.00020394-0.00042667i,-0.00039563-0.00021471i,0.00016209-0.00014211i
-0.00086313+2.9928e-05i,-0.00083393-0.0013007i,-0.00097945-0.0021866i,-0.00072174-0.0018555i,-0.00030326-0.00076446i,0.00022939+0.00012422i,0.00070066+0.00077394i,0.0011309+0.00017404i,0.0014336-0.00066811i,0.00094032-0.00038698i,-9.393e-05-0.00055153i,-0.00036199-0.00069224i,-0.00013324-0.00054371i,1.1874e-05-0.00092405i,-0.00019809-0.0012509i,3.0945e-05-0.00019544i,0.00017241+0.00063939i,0.00012682+0.00010311i,0.00067257-0.00018619i,0.00076476+0.00021122i,0.00063657+0.00014033i,0.0006094-0.0010046i,0.00034425-0.0012727i
-0.00070156+0.00091459i,-0.00097511+0.00097358i,-8.6081e-05+0.0011629i,0.00081425-0.00010622i,0.0007601-0.0015905i,0.00051293-0.00072882i,0.00047639+0.00023664i,0.000412+0.00023786i,0.00017296+9.502e-05i,-0.00035259-0.00028582i,-3.1719e-05+0.00067224i,-0.00034393+0.0013982i,-0.0010513+0.00020406i,-0.00095615-0.00060265i,-0.00059319-0.00024632i,-9.2529e-05+9.0111e-05i,0.00039768-0.00069674i,0.00017472-0.001048i,-9.0699e-05+0.00010395i,-7.299e-05+0.00086206i,0.00059974+0.00076242i,0.00071814+0.00028626i,-0.00019615-3.842e-05i
0.0014024-0.00033283i,0.00023934-0.00045763i,0.00016372-0.0010188i,0.00081852-0.0010448i,0.00095041-0.00080854i,0.0010116-0.00042197i,0.0016508+0.00037761i,0.0020136+0.00084335i,0.001521+0.00059561i,-0.00024562-4.3576e-05i,-0.0015481-0.0002569i,-0.0016987+0.00028745i,-0.0011786+0.0003479i,-0.00030422-0.00012316i,0.00031277-0.00042196i,-7.6746e-05-0.0002362i,-0.00026411+0.00016866i,-0.0005991+0.00043227i,-0.00090481-0.00010462i,-0.00015165-0.00080356i,0.00034432-0.00030469i,-9.1192e-05+2.9854e-05i,-0.00022299+4.7572e-05i
0.00081987-0.0011105i,-0.00025108-0.00033325i,-0.0005196-0.00075645i,-0.00019808-0.001381i,-0.00086772-0.0010885i,-0.00099826-0.00049092i,-3.4417e-05-0.00049312i,0.00040286-0.0010196i,-0.00023902-0.0018934i,-0.00075466-0.0017169i,-0.00099737-0.0010202i,-0.0012592-0.00059818i,-0.00078399-0.00054987i,-0.00049032-7.0821e-05i,-0.00081678+6.6004e-05i,-0.0010306+1.6983e-05i,-0.00073914+0.00062972i,-0.00011366+0.00073968i,-0.00025777+0.00039331i,-0.00056648+0.00023534i,-0.00032161-0.00010183i,-0.00036314-0.00039251i,-0.00039295-0.0006472i
5.2026e-05-0.002954i,-0.00065852-0.0020554i,-1.6436e-05-0.0013087i,-0.00015079-0.0016793i,-0.00059452-0.00077935i,-0.00044673+0.00064671i,-0.00028586+0.00074691i,0.00039146+0.00025865i,0.00011426+0.00027688i,-0.00036003-9.9545e-05i,0.00026043-0.00096051i,-0.00033237-0.00052722i,-0.0015724+0.00039104i,-0.0013015+0.00030154i,-1.4166e-06-1.6763e-05i,0.00036912-0.00030887i,0.0010073-5.167e-06i,0.0010892+0.00039895i,0.00014241-0.00028656i,-0.00010524-0.00055506i,-0.00011528-0.00032738i,0.00030705-0.00034941i,3.8716e-05+0.00028238i
-0.00092598+0.0010199i,-0.001733+0.00080176i,-0.00082488-0.00036736i,-0.00042871-0.00018317i,0.0003074-0.00058054i,0.0014402-0.00084158i,0.0015472-0.00020121i,0.001166-0.00019735i,0.00057069-0.00025301i,7.5844e-05-0.00021313i,-0.00020911+1.6834e-05i,-0.00058749+0.0004169i,-0.0005571-5.4942e-07i,0.00030318-0.00030815i,0.00039898-0.000254i,-3.0959e-05-0.000854i,-1.6628e-05-0.00091476i,-0.00010618-0.00090227i,-0.00034435-0.00079454i,-0.00045415-0.00019275i,-6.337e-05+0.00015808i,0.00083775-3.1517e-05i,0.00043288+1.7707e-05i
-0.00093106-0.0012008i,-0.0019892-0.0024482i,-0.0013475-0.0027715i,-0.0012688-0.0022016i,-0.0010869-0.0015981i,-0.00066652-0.00031643i,-3.7975e-06+0.0011227i,7.7233e-05+0.0012126i,-0.00028581+0.00058024i,-0.00020314+3.6324e-05i,-0.00057426-0.0010583i,-0.00029206-0.0013136i,0.0003436-0.00026807i,0.0003744+0.0006012i,0.0001729+0.00098895i,0.00021593+0.00065076i,-0.00013593+0.00033473i,-0.00053161-0.00026055i,-0.00061111-0.0011836i,-0.00044719-0.00075409i,-0.0001884+0.00044957i,-8.1531e-05+0.00067658i,-0.00030878+0.00049156i
0.0015672+0.0029727i,0.0028504+0.002739i,0.0029281+0.0021251i,0.0029793+0.00079962i,0.0031538-0.00054133i,0.0021628-0.00035634i,0.0012443+0.00032386i,0.00085536+0.00040679i,0.00015723-4.6879e-05i,0.00015568-0.00036322i,0.00074607-0.00048648i,0.00036002-0.00081111i,0.00035637-0.00091255i,0.00083277-0.00031671i,0.00091803-0.00044448i,0.00045373-0.00050751i,-0.00013701-0.00038601i,-0.00027153-0.0003491i,-0.00026779+4.0041e-05i,0.00027554+0.00028008i,-0.00013625+1.4864e-05i,-0.00048901+0.00029331i,-0.00073511+0.0011557i
-0.0047252-0.00034045i,-0.0041117+0.0017575i,-0.0034267+0.0022421i,-0.00083222+0.0013195i,0.00032514+0.0015172i,0.00056675+0.0011713i,0.00063677+0.00024283i,0.00028644-0.00023301i,-0.0001003+4.8946e-05i,-0.00073595+0.00023972i,-0.00047323+0.00022037i,1.1136e-05+0.00040248i,-7.9442e-07+0.00093343i,5.5197e-05+0.00094432i,-0.00045763+0.00015057i,-0.00074244-0.00082254i,-0.0005567-0.00081492i,-0.00040812-0.00062239i,2.8599e-05-0.00059101i,0.00024534+8.8514e-05i,-0.00018643+0.00088567i,-0.00055196+0.0012269i,-0.00010957+0.00075906i
0.0013506-0.002283i,0.0018759-0.0024634i,0.0023067-0.0020863i,0.0018436-0.002222i,0.0012108-0.0013675i,0.0003575+0.00035545i,0.0004289-2.515e-05i,0.00030936-0.00087722i,-4.9338e-05-0.00028789i,0.0001151-0.0001605i,0.00037581-0.00035649i,-0.00052182-0.00018562i,-0.0013861+0.00039179i,-0.001103+0.00077702i,-0.0011905+0.00032583i,-0.00062378-0.00023234i,0.00043166-0.0004828i,0.00099192-0.00030726i,0.00063255+0.00013829i,9.842e-05+0.00038542i,0.00021206+0.00023698i,0.00063766+0.00021806i,0.00052607+0.00035727i
-0.00090637+0.00099302i,-0.0021552+0.0018861i,-0.0012587+0.0014016i,-0.00047623+0.00018918i,-0.00050121-0.00055983i,-0.00039174+0.00013353i,0.0005388+0.00030276i,0.000932+0.00037071i,0.00019958+0.00022745i,-0.00069294-0.00040906i,-0.00086286-0.00096591i,-0.00073107-0.00104i,-0.00045422-0.00097658i,0.00043153-0.00057961i,0.00041196-0.00015947i,5.7177e-05-0.00013058i,0.00042984+0.00043642i,0.00050074+0.00036165i,0.00046498+0.00048438i,0.00062923+0.00059799i,0.00028558+0.0005455i,-0.00037336+0.00016527i,-0.00049463-0.00043825i
-0.0010419-0.00012048i,-0.00084992-0.0021681i,-0.00046107-0.0012962i,0.00030851+0.00053516i,0.001117+0.00084414i,0.0009635+0.0005238i,0.0010311+0.0006221i,0.0014487+0.00035402i,0.00084525-0.00024562i,4.9341e-05-1.354e-05i,-0.00071542+0.00023156i,-0.0010035+0.00071893i,-0.00047631+0.0013336i,-3.2275e-05+0.00034361i,-0.00047134-0.00080643i,-0.00092889-0.00044412i,-0.00057834-6.0977e-05i,-0.00072427-0.00021396i,-0.00090684-0.0012302i,-0.00042504-0.0014445i,-0.00033378-0.00085232i,2.1022e-05-0.00024558i,-0.00019293+0.00029977i
0.0012915+0.00096247i,0.0015089+0.00199i,0.001453+0.0013553i,0.0011449+8.1481e-05i,0.00056679-0.00050432i,0.0001385-0.00046165i,0.00012564-0.0001478i,-0.00016682-0.00039968i,-0.00074838-0.00033597i,-0.0010735-2.6509e-05i,-0.00058849+5.1486e-06i,-0.00068656-8.1583e-05i,-0.00078918-0.00099845i,-0.00033847-0.0016725i,0.00040662-0.0011773i,0.00075621-0.00024846i,0.0003442+0.000736i,-8.3077e-05+0.00074668i,-0.00045972+0.00013881i,-0.00051251+0.00010709i,-8.0011e-05+0.00027421i,-0.00013144-0.0001152i,-0.00048957-0.0002565i
-0.0020241-0.0017001i,-0.0022283-0.0023573i,-0.0025288-0.0016629i,-0.0010126-0.00022715i,0.00021981+0.00045264i,7.7583e-05+0.00049162i,0.00079613+0.00059904i,0.0018431+0.00033832i,0.0019072+0.00014169i,0.0011474+0.00047436i,0.0003357+0.00091349i,-0.00012891+0.0011918i,-0.00045357+0.0010632i,-0.00017367+0.00084458i,0.00047595+0.00099185i,0.00025163+0.00085884i,0.00011007+0.0004015i,-2.1681e-05-0.00010551i,-0.00020166-0.00044267i,-0.00014264+0.00029292i,0.00027321+0.0011413i,0.00044985+0.00089045i,0.0004074-9.6528e-05i
0.00075643-0.0024275i,-2.8067e-05-0.001481i,8.7795e-06-0.0010061i,0.00041195-0.00091653i,4.3886e-05+1.793e-05i,0.00034222+0.00017657i,0.001189-0.00078365i,0.00022517-0.00098008i,-0.00082543-0.0010047i,-0.00091762-0.00075382i,-9.284e-05-6.168e-05i,0.00063166+0.0004095i,0.00053746+0.00048996i,0.00032273+0.00051827i,-0.00012594+0.00040029i,-0.00088151-0.00058286i,-0.00015043-0.0012787i,0.00068381-0.00098735i,0.00010522-0.0005963i,-0.00048705-0.00089841i,-0.00021461-0.0012603i,0.00058591-0.00087962i,0.00056807-0.00056295i
-0.0025988-0.0012028i,-0.0021534-0.0018143i,-0.0021941-0.0004914i,-0.0013356+0.00027777i,0.00037571+5.1903e-05i,0.00065175+0.0012495i,0.00020137+0.0016956i,0.00018457+0.00030141i,0.00067645-6.0618e-05i,0.00018135+0.00056576i,-0.00077744+0.00024636i,-0.00091168-0.00072167i,-0.0004577-0.00064863i,-0.00043306-3.235e-05i,-0.0010278+0.00026141i,-0.00069638+0.00066954i,0.00017361-1.0609e-05i,0.00070144-0.00057275i,0.00044865+3.7364e-05i,-0.00022064+0.00055599i,-0.00011453+0.00015628i,0.00057223-0.00045469i,0.00072265-0.00060143i
0.0028875-0.00020596i,0.002839-0.00038748i,0.0023993-0.00068779i,0.0012252-0.0019067i,0.00038357-0.0022931i,0.00064215-0.00082537i,0.00099474+0.00033846i,0.00031032+5.7984e-06i,-0.00042206-0.00068584i,-0.00082601-0.00021722i,-0.00074977+1.3072e-05i,-0.00049014-0.00064358i,-0.00018579-0.00073697i,0.00025863-0.00095727i,-0.00017146-0.0008939i,-0.00085348-0.00054671i,-0.00076659-0.00049579i,0.0004394-0.00037969i,0.00098975-0.00028368i,0.00069123-0.00015646i,0.00050092+0.00012945i,0.00030885+0.00045994i,-0.00011268+0.00056068i
-0.0019476+0.0021869i,-0.0026233+0.00026181i,-0.00050009+0.00072365i,0.00035616+0.0011027i,-6.2846e-05-0.00022486i,-0.00025601-0.00030252i,-0.00033208+0.00098359i,0.00048779+0.0010274i,0.0010009+0.00070118i,0.00092601+0.00048279i,0.00073224+6.2742e-05i,5.7922e-05-0.0010395i,-0.00020426-0.0013877i,-0.00063554-0.00053996i,-0.0011722-5.3243e-05i,-0.00065227+0.00055809i,-0.00048773+0.00090448i,-9.7556e-08-2.344e-05i,0.00082263-0.0001551i,0.00046378+0.0006483i,0.00070035+7.3417e-05i,0.00053878-0.00017497i,-3.8974e-06+8.187e-05i
