0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
0.0033269+0.00033111i,0.0023683+0.00021442i,0.0017294-0.00029109i,0.00069266-0.00095268i,0.00078343-0.0015923i,0.00126-0.0024185i,0.00046241-0.0026241i,-1.2014e-05-0.0008682i,-0.00015755+9.9809e-06i,-0.0010829-0.0005413i,-0.0019844+6.3207e-05i,-0.0014988+0.00030499i,-0.00096977-0.00040662i,-0.00064763-0.00020994i,-0.00053703+0.00063033i,-0.0010435+0.00058913i,-0.0012724-0.00089564i,-0.00055896-0.001348i,0.00029141-0.00073181i,0.00066473-0.00068716i,0.00055208-0.0012047i,0.00021007-0.00086993i,-0.00032288-0.00028219i
0.00093255-0.0013162i,-0.00029972-0.0016725i,-8.8284e-05-0.0022825i,0.00012596-0.0011978i,-0.00014556-0.0014644i,6.8105e-05-0.0025276i,-6.9134e-05-0.0022149i,-0.00041242-0.0015228i,0.00051862-0.0011921i,0.00075527-0.0009809i,7.8923e-05-0.00012288i,-1.7853e-05+0.00085462i,-0.00043146+0.001469i,-0.00084484+0.0010694i,-0.00061038+0.00060535i,-0.00017521+0.00048288i,0.00057512+0.00052688i,0.00069558+0.00055509i,-0.00018899+0.00012949i,-0.0005919-5.6929e-06i,-0.00014908-0.00083598i,0.0002171-0.0010993i,7.3941e-05+1.0024e-05i
-0.00022549-0.00065701i,0.0013752-1.2738e-05i,0.0016862+0.00031145i,0.0013152-0.00027335i,0.0010926-0.00030895i,0.00071341-0.0013708i,-9.3221e-05-0.0020067i,-0.00031997-0.0010085i,-5.2836e-05-0.00050224i,0.00024816-0.00061581i,0.00046665-8.4178e-05i,0.00032876+9.0339e-05i,-0.00030763+3.8449e-05i,-0.00056878+2.3237e-06i,-0.00041632-0.00058914i,-0.00052076-0.001014i,-0.00053943-0.00034949i,-0.00022788+0.0005763i,0.00051874+0.00079669i,0.0010728+0.0011055i,0.00088088+0.00043377i,0.00028528-5.899e-05i,5.262e-05+0.00017746i
0.0016664-0.00064662i,0.0012564-0.00096548i,0.0011917-0.0017315i,0.00080691-0.0020766i,-0.00012264-0.0025181i,-2.4822e-05-0.0026581i,0.00044014-0.0019163i,0.00072575-0.0013329i,0.0007517-0.00078462i,0.00016238+1.3617e-05i,-0.00054447+0.00071754i,-0.00049831+0.0013634i,-0.00033658+0.0010463i,-0.00069796+0.00062135i,-0.00098248+0.00090554i,-0.0011529+0.00064091i,-0.00067734+0.00024829i,7.3863e-05+1.859e-05i,0.00013353+0.00026936i,-0.00017858+0.00015053i,-0.00024799-0.00023272i,0.00050774-0.00018728i,0.00094395-0.00058766i
0.00033799+0.0011148i,0.00013162+0.0016424i,-0.001119+0.0020523i,-0.00066241+0.0017328i,0.00067282-0.000355i,0.0015853-0.0022063i,0.0016638-0.0026948i,0.00087245-0.001367i,0.00027505+5.3191e-05i,-0.00070442+0.00019651i,-0.0013499+0.00020224i,-0.00048551+4.8184e-05i,0.00045772-0.00016433i,0.00046481-0.00010388i,-1.4479e-05-0.00043797i,0.00010185+2.0488e-05i,0.00037626+0.00014791i,-1.5365e-05-0.00056472i,2.8666e-05-0.00046454i,-0.0001367-0.00044408i,-0.00038931-0.0011689i,-0.00065814-0.00077568i,5.3723e-05+0.0001036i
-0.0006332+0.00039828i,-0.00088409+0.00028655i,-0.0008585-0.00037318i,-0.00040567-0.00062749i,0.00055305-0.0014216i,0.0012915-0.0025417i,0.00079035-0.0027786i,-0.00013765-0.0017455i,-0.000453-6.0261e-05i,-0.00042846-0.0002026i,-0.00014546-0.00019563i,0.00027064+0.0002556i,-1.7743e-05+0.00058663i,-0.00019842+0.00051963i,0.0002107+0.00031564i,-0.00019995+0.00067315i,0.00028602+0.00070131i,0.00054962+0.00026523i,-0.00054091-0.00019427i,-0.00059192-0.00053173i,8.4948e-05+0.0001756i,0.00060221+0.00092001i,0.00057862+0.00044695i
0.00073939-0.0030684i,0.00058773-0.0028089i,-0.00029301-0.0020547i,-0.00070263-0.0016181i,-0.00074159-0.0016824i,-0.00029988-0.0011226i,-8.1246e-05-0.0012465i,-0.0010511-0.00093086i,-0.0014545-7.5528e-05i,-0.00039631-3.1149e-05i,2.4954e-05-0.00021951i,-1.2736e-05-0.00044262i,-4.4388e-05+0.00023342i,-7.9726e-06+0.00019877i,0.00048439+0.00029628i,0.000832+0.00093151i,0.00061108+0.00075011i,0.00036157+0.00026768i,-7.4544e-05-0.00036627i,-0.00022199-0.00079483i,-0.00051161-0.00036703i,-0.0013847+0.00079009i,-0.001397+0.00084019i
0.0012735-8.4499e-06i,0.00085778+0.00029547i,0.00073207-0.00023877i,0.00064393-0.00077714i,2.1766e-05-0.00081176i,0.0005055-0.0018806i,0.00069545-0.0026558i,-0.00032532-0.0027462i,-0.00076132-0.0020675i,-0.00064412-0.0013481i,-0.00053144-0.0012818i,-0.0009023-0.001188i,-0.00069976-0.00072943i,-0.00025952+0.00051344i,-1.9982e-06+0.0014473i,2.5868e-07+0.00076521i,0.00081109+0.00057984i,0.00099721+8.2547e-05i,0.00016646-0.00074882i,-2.4167e-05+0.00014273i,0.00015664+0.00081063i,0.00030129+0.00022562i,-3.4919e-05-0.00015153i
-0.00070187-0.00030197i,-0.0020636+0.00043669i,-0.0019193+0.0009515i,-0.0012871+0.00069372i,-0.00078307+4.2251e-05i,0.00013348-0.00074442i,0.0010206-0.0025692i,0.0009603-0.0022561i,0.00070243-0.00064914i,0.00048427-0.00030529i,-0.00011006+9.8051e-05i,6.9035e-05+0.00034902i,0.00057508+2.4971e-05i,0.00049068-6.794e-05i,0.0005736+0.00030277i,0.00094544+0.00059162i,0.00034846+0.0005437i,-0.00025578+0.00021988i,-0.00038162+0.00038642i,-0.00043233+0.00012446i,-0.00021304-0.00080096i,-0.00014121-0.00098323i,0.00026357-0.00068858i
0.0023461+2.8852e-05i,0.001362-0.00097768i,0.00074107-0.0019606i,-0.00084263-0.0022038i,-0.0019499-0.0018022i,-0.0010898-0.0020367i,3.0002e-05-0.00218i,0.00017084-0.0011909i,-0.00029003+0.00038752i,-0.00078494+0.00081527i,-0.001347+0.00078959i,-0.0012563+0.0012831i,-0.00059726+0.0015393i,-0.00070606+0.0012765i,-0.0012181+0.00051305i,-0.0014186+0.00018025i,-0.00098444+0.00061466i,-0.000543+0.00048206i,9.986e-06-0.00036561i,0.0005193-0.00096565i,0.00075161-0.00055734i,0.00017935-7.4994e-05i,-0.00077507-0.00085258i
0.00082956+0.0011899i,0.00093504+0.001332i,0.00088285+0.00013988i,0.0011188-0.00092471i,0.00058252-0.001221i,0.00068654-0.0023955i,0.00072671-0.0032229i,0.00026506-0.0024287i,0.00011645-0.0014941i,1.2783e-05-0.00047584i,-0.00059762+1.9649e-05i,-0.00099313-0.00020742i,-0.00061697+0.00015676i,-0.00024091+0.00022111i,1.5149e-05-0.00019608i,-0.00013749-0.00016313i,-0.00051271-0.00039032i,-0.00038296-0.0005002i,-0.00015063+7.9289e-05i,-0.00013381+9.8554e-05i,-0.00024762+0.00029559i,-0.00013895+0.00063251i,-1.6392e-05-5.7329e-06i
-9.3031e-05+0.00082178i,-0.00074431+0.0018262i,-0.00059205+0.0022382i,5.5185e-05+0.0013331i,0.00060529+0.00041046i,0.0018819-0.00097246i,0.0016303-0.0021768i,-0.00042544-0.0016763i,-0.0013958-0.00068279i,-0.0012717-0.0005378i,-0.00064255-0.00017632i,-0.00028016+0.00041792i,-0.00012433+0.00027542i,-0.00018659-0.00017655i,-0.00021009-0.00025224i,-0.00027041-0.00017547i,-5.0979e-05+0.0003177i,0.00010072+0.0006729i,-0.00024696+0.00032175i,3.0887e-05-0.00038505i,0.00011203-0.00088682i,0.00024851-0.00081853i,8.3444e-05-0.00047858i
0.001178+0.00080814i,0.00056654-0.00026369i,0.00052021-0.0013322i,0.00069635-0.0021012i,0.00084239-0.0025664i,0.0012744-0.003175i,0.001135-0.0025039i,4.6798e-05-0.001067i,-0.00039918-0.0008222i,-0.00077676-0.0012021i,-0.0014457-0.00085214i,-0.0012241-0.00036639i,-0.0006698-0.00017284i,-0.00039459+1.2872e-05i,-0.00055031+0.00092807i,-0.00044177+0.0010284i,-1.4653e-05+0.00028135i,0.00055512+0.00012097i,0.0010151+0.00053565i,-8.0533e-05+0.00067468i,0.00016209-0.00031265i,0.0012083-0.0011624i,0.00057666-0.00084971i
-0.0016125-0.0016981i,-0.0026332-0.0013166i,-0.0031175-0.00044866i,-0.0010617+0.0004554i,0.00093898+0.00047091i,0.00091163+0.00014256i,-7.1886e-06-0.0010957i,-0.00073836-0.0013919i,-0.00096983-0.00052776i,-0.00096699+0.0004975i,-0.00081973+9.2457e-06i,0.00028117-0.0011984i,0.00062893-0.00084197i,0.00018185-0.00013828i,0.00058044+0.00029088i,0.00010101+7.7639e-07i,-0.00038022-0.00085723i,8.5749e-05-4.5788e-05i,0.0004558+0.00066074i,0.00011313+0.0002621i,0.00042873+0.00039183i,0.00085516+0.00058533i,0.00036793+0.00063756i
0.0021378-0.00090772i,0.0018977-0.00085932i,0.001787-0.00066467i,0.0021432-0.00073773i,0.0019445-0.0014749i,0.0012069-0.0023333i,0.00010681-0.0020527i,-0.00062585-0.00069837i,0.00011426+0.00031504i,0.00045394+0.00038284i,-0.00084468+0.00027749i,-0.00093778+0.00049177i,-5.5698e-05+0.00094961i,0.00034167+0.00090423i,0.00038289+0.00062155i,0.00034725+0.00048686i,0.00039201+0.00078642i,0.00032043+0.0006831i,-0.00023838+0.00036563i,-0.00024004+0.00090632i,0.00051845+0.001176i,0.00072612+0.00094806i,0.00036025+6.5696e-06i
0.00069757-0.0013283i,-0.0010858-0.00096495i,-0.0026698-0.00059708i,-0.0025619-0.00035696i,-0.00085234-0.00063276i,0.0011967-0.0011493i,0.0020235-0.0013437i,0.0013639-0.0015772i,-2.5087e-05-0.0010165i,-0.0011192-0.0002021i,-0.001401-9.6667e-05i,7.3148e-06-0.00017607i,0.00074107+0.00033419i,-0.00023474+0.00035325i,-6.2934e-05-0.00010378i,0.00039589-0.00013186i,-0.00059265-0.0007387i,-0.0010013-0.0010855i,-0.00047788-0.00021955i,-0.0002211+0.00082831i,-0.0003217+0.001224i,-1.8497e-05+0.0002268i,0.0007709-0.00053954i
-0.0028269+3.8772e-05i,-0.0025903+0.00084263i,-0.0018422+0.0010848i,-0.00014943+0.0012328i,0.0014393+0.000681i,0.0020049-0.00070933i,0.0011714-0.0015307i,-0.00051104-0.0016317i,-0.0014143-0.00098474i,-0.0010145-0.00012898i,-0.0012267+0.00023677i,-0.0012276+0.00095637i,-0.00080458+0.00040854i,-0.00070834-0.00097648i,-0.00036948-0.00084452i,-0.00083275+0.00044384i,-0.0011332+0.001233i,-0.00062271+0.00039804i,-0.00072758-0.00040023i,-0.0005335+0.00013226i,-6.0125e-05+0.00066135i,-0.00023074+0.00050876i,-0.00038299+0.00031891i
-6.7436e-05+0.00059339i,0.00051009+0.00046038i,0.0027306-0.00029237i,0.0034793-0.0013621i,0.0019647-0.0025237i,0.00067989-0.0029434i,0.00010707-0.0025699i,-0.00033017-0.0015481i,-0.00039798-0.00055619i,-0.00035349-0.0013844i,-0.00040305-0.0014201i,-0.00060719-0.00017216i,-0.00053893+0.00012453i,-0.00086495-0.00022118i,-0.00095494+0.0001407i,-6.5101e-05-0.00019322i,0.00040968-0.00015534i,0.00028788+0.00041503i,0.00062376+0.00034856i,0.0011802-2.631e-05i,0.0010694-0.00017333i,0.00053592-0.00054476i,0.00019131-0.00093888i
-0.00011942-0.0015639i,-0.0013385-0.00014649i,-0.0020478+0.00076218i,-0.0012259+0.00086838i,-0.00062412+0.00037091i,0.0001748-0.00030299i,0.0009624-8.6981e-05i,0.00023839-0.00030035i,-0.00017659-0.0011238i,-0.00048194-0.00069462i,-0.00022627+6.6633e-05i,0.0007961+0.00023898i,0.0013001+0.00020123i,0.0011117+0.00055938i,0.00066619+0.00028117i,0.00075287-0.00070334i,0.00037015-0.0010005i,-8.5673e-05-0.0011704i,0.00039415-0.00073988i,0.0014074-0.00044032i,0.001145-0.00018631i,0.00025593+0.00022972i,-3.3087e-05+0.00025968i
-0.0015574+0.00025749i,-0.0021179-0.00026731i,-0.0018648-0.00025176i,-0.00022602+0.00019429i,0.0011267-0.00014767i,0.001654-0.0018534i,0.0020905-0.0024289i,0.0010641-0.0019404i,-0.0003591-0.0011287i,-0.00033097-0.00063009i,-5.1839e-05-0.0008837i,-0.00073348-0.00029798i,-0.0012189+6.7989e-05i,-0.0014952+0.00044744i,-0.00087733+0.00054482i,-0.00039971-0.00018404i,-0.00044052+8.3313e-05i,0.0001719+0.001037i,-7.6777e-05+0.0010834i,-0.00070722+0.00021294i,-0.00020579-0.00057277i,0.00027547-0.00017412i,0.00023388-0.00039637i
0.00037337-0.00044487i,0.00016195-0.001386i,0.0010238-0.0024009i,0.0014694-0.0018676i,0.0010206-0.0012023i,0.0012817-0.0022002i,0.0011665-0.0027844i,6.2729e-05-0.0022878i,-0.00068991-0.0010099i,-0.00064262-0.00036247i,-0.0012903-0.00017103i,-0.0018593+0.00025189i,-0.0013407+0.00027378i,-0.00099658+0.0009619i,-0.0009439+0.00080768i,-0.00019558+0.00013863i,0.00038851+0.00028979i,6.1966e-05+0.00037612i,6.5611e-05+0.00068258i,0.00013356+0.00072933i,-0.00048439+0.00051566i,-0.001036+0.00052516i,-0.00013937-0.0006467i
0.00065745-0.0015622i,-5.6363e-05-0.00064919i,-0.0013436-0.0011775i,-0.0012454-0.00075846i,-0.00068749-0.00029698i,0.00055285-0.00081507i,0.0014487-0.0021048i,0.00065078-0.0020025i,-0.00039363-0.0011584i,-0.00092841-0.0010794i,-0.00065075-0.00082778i,-7.5582e-06-6.9249e-05i,0.00072132-0.00011142i,0.00040629-0.00072367i,-0.0007303-0.00092545i,-0.00044872-0.00086646i,0.00023369-0.0003715i,0.00037545-0.00029163i,0.00061829+0.00053441i,0.00026157+0.00080615i,-0.00010609-3.4222e-05i,-0.00042031-0.00052305i,-0.00092674-0.00077525i
0.0012079-0.00071803i,0.00083796-0.00062583i,-0.00010796-0.00071042i,1.5644e-05-0.0012265i,0.00077698-0.0021127i,0.00062185-0.0028478i,0.00025516-0.0023836i,-0.0009334-0.0012227i,-0.0009544-0.001597i,-0.00039599-0.0017331i,-0.00055101-0.00089588i,-0.00031991-0.0008576i,-5.1532e-05+7.1958e-05i,-0.00052041+0.0015542i,-0.00064685+0.0014609i,-0.00019778+0.00058169i,-6.5222e-05+0.00030741i,0.00016467+0.00013213i,0.00011777-0.00060849i,-0.00045078-0.00057179i,-0.00027704-0.00052698i,-7.896e-05-0.00032497i,-1.9216e-06+0.00011513i
0.0014+0.0016503i,0.001427+0.00088354i,0.00098608-0.00060652i,0.00096321-0.0016749i,0.0011927-0.0026711i,0.0011458-0.0033974i,0.00067351-0.0027978i,-0.0002988-0.00083504i,-0.00033329-2.8358e-05i,-0.00019863-0.0007913i,-0.00039226-0.0012482i,-0.00074606-0.00025323i,-0.00056781+0.00077635i,-0.00044827+0.0004165i,-0.00017445-0.00032517i,0.00045622-0.00080802i,0.0008088+0.00023157i,5.7719e-05+0.0013592i,-0.00024009+0.0012165i,-2.558e-05+0.00029551i,0.00031793+0.00024474i,0.00046386+2.4227e-05i,0.00019476-0.00082836i
-0.00092613-0.0019291i,-0.0016881-0.0016546i,-0.0012778-0.0007226i,-0.00092878+2.9706e-05i,0.00012147-0.00071082i,0.0011805-0.0011135i,0.00079341-0.0010897i,0.00039301-0.0016267i,0.00068576-0.0012628i,0.0002704-0.00067933i,-0.0004607-0.0001184i,-0.00085716+0.00075059i,-0.00050106+0.00089517i,-0.00054887+0.00084562i,-0.00024457+0.0013638i,0.00038536+0.0012459i,0.0006153-3.0778e-05i,0.00029443-0.00080816i,-0.00014277-0.00068635i,-0.0007956-0.00062381i,-0.0011532-0.0010813i,-0.00056919-0.00086641i,0.00026184-0.00027716i
0.0013292+0.0011452i,0.0018207-4.4914e-05i,0.0023727-0.000627i,0.0022129-0.00010587i,0.0022509-0.00092131i,0.0016036-0.0020733i,0.0002019-0.0025428i,-0.00033801-0.0019642i,0.00023815-0.00063968i,0.00028998-0.00035955i,-0.00036759-0.00017805i,-0.00062401+0.00034772i,0.0001249+0.00043454i,0.00034809+9.4064e-05i,-0.00015884-0.00037331i,-0.00051928-0.00060053i,-0.00099964-0.0004415i,-0.00098153-7.1956e-05i,-0.0012578-0.00030678i,-0.00085355+0.00017282i,7.8679e-06+0.0004245i,0.00039689+0.0001301i,6.2993e-05+0.00031196i
-0.0015881-0.0006145i,-0.0022053+0.00039312i,-0.0020626+0.0012411i,-0.0010548+0.0004788i,-0.00024685-0.00094518i,0.001107-0.0018318i,0.0011884-0.0023299i,0.00025612-0.0022039i,-0.00060014-0.0012768i,-0.00050332-1.5545e-05i,-9.7643e-05+0.00059228i,-0.00076308+0.0011019i,-0.001064+0.00088557i,-0.00070855+0.00055502i,-0.00013944+0.00052108i,0.00070868+0.00037637i,0.0014842+0.0005876i,0.0011431-3.4752e-05i,0.00013489-0.00040822i,-0.00017192-0.00021305i,0.0001773-0.00040264i,0.00036897-0.00061741i,0.0005436-0.00079302i
-0.00036726-0.00047571i,-0.0012763-0.00042848i,-0.0002518-0.00034657i,0.00051742-0.00062073i,9.2172e-05-0.0015495i,0.00048799-0.0019643i,0.0011768-0.0014409i,0.00013129-0.0010996i,-1.2644e-05-0.00035535i,-1.6698e-05+5.1399e-05i,-0.00098863-7.0118e-05i,-0.0009029+0.00012743i,-0.0010785-0.00019469i,-0.001415-0.00056963i,-0.0017327-9.4956e-06i,-0.0010399+0.00052814i,-0.00014404+0.00029276i,-0.00040168-0.00019273i,-0.00011176-0.00021729i,0.00036402+0.00016803i,0.00018932+0.00021144i,-0.0001379-0.00014945i,-0.00064508-0.00071481i
0.00034393-0.0010863i,0.00070699+0.00020831i,0.00023061-0.00019977i,-0.00063091-0.001326i,-0.00031994-0.0016949i,0.00044505-0.0022836i,0.00010654-0.0027156i,-7.6565e-05-0.0020214i,0.00050876-0.001365i,0.00022128-0.00064299i,-0.00048676+0.0009155i,-0.00093619+0.0017281i,-0.00063505+0.00072465i,0.00034824-6.9501e-05i,0.00010133+0.00058857i,-0.00072861+0.00020084i,-0.00070004+0.00039027i,-0.00035653+0.00099199i,-0.00021744-0.00022216i,0.0002534-0.00079369i,0.00035685-0.00054836i,-0.00074894-0.00049566i,-0.0017272-0.00026617i
-0.00015993-0.00094901i,0.00020308+0.00087067i,0.00034899+0.0017928i,0.00034634+0.00026228i,0.00039968-0.0011472i,0.00027529-0.0020208i,-3.4941e-05-0.0023391i,-0.00087819-0.00094465i,-0.00091029-9.0204e-05i,-0.00058747+7.8585e-05i,-0.00093079+0.00058151i,-0.00054846+1.9041e-05i,0.00051223+7.2076e-05i,0.00053977+0.0003924i,-0.00031129+9.2298e-05i,-0.00064081+0.0002764i,-0.00039325+0.00031536i,-0.00021345-9.091e-05i,-0.00023704+6.7012e-05i,0.0001153+0.00043918i,0.00040929+0.00020225i,-0.00043131-0.00022367i,-0.0014712-0.00020044i
-0.0010632-1.7319e-05i,-0.0019524+0.00032643i,-0.0022592+6.7355e-05i,-0.0011786-0.00019126i,-0.00015063-0.00051587i,0.00071341-0.0014207i,0.00094497-0.001555i,0.00056844+0.00013796i,0.00049298+0.00050428i,0.00046821-0.00072579i,-0.00018815-0.00054168i,-0.0010241+7.0218e-05i,-0.00063736+0.00085972i,-0.00011036+0.0012916i,-4.3943e-05+0.00092235i,0.00028964+0.0010063i,0.00021524+0.00056187i,-0.00063479+1.63e-05i,-0.0006304-5.8619e-05i,-7.6272e-05+7.7499e-05i,-0.00014008+0.00044112i,-0.00080637-0.00022974i,-0.00057267-0.00042375i
-0.00069843-0.00090028i,-0.00062867-0.00083424i,-0.0010864-0.00012811i,-0.0015569+0.0008729i,-0.00055588+0.00053819i,0.0017657-0.00080402i,0.0018426-0.0017382i,-3.8251e-05-0.0015406i,-0.00083847-0.00066102i,-0.00014941-0.00016055i,0.00035138-4.1487e-05i,0.00049506-8.5529e-05i,0.00025868-0.0001497i,-1.8602e-05-0.00025573i,0.00023862+0.00017683i,0.00060213+0.00066195i,0.00050467+8.611e-05i,-0.00013368-0.00098043i,0.00024095-0.001113i,0.00056476-0.00020011i,0.00019476+0.00026287i,-8.4301e-05-0.000107i,-0.00014412-0.00037372i
0.0031139-0.00088768i,0.0022668-0.00059011i,0.0012181-0.00072771i,0.00068657-0.00099317i,0.00013545-0.0015172i,0.00013979-0.0018533i,0.00011821-0.001941i,0.00017417-0.0014914i,0.0004143-0.0012754i,0.00052841-0.00099093i,-7.5021e-05+0.00012808i,-0.0008474+0.00073545i,-0.00090282+0.00011874i,-0.00047644+0.0006436i,-0.00098722+0.0011209i,-0.0012702+0.000827i,-0.00060471+1.2024e-05i,0.00016606-0.00040757i,0.00026883-0.00013297i,0.0001261+0.00066812i,0.00053578+0.0006303i,0.00066104-7.6858e-07i,0.00092627+0.00010779i
-0.0011096+0.0009537i,-0.0018167+0.0019674i,-0.0010626+0.0019444i,8.9486e-05+0.00018934i,0.0010114-0.001281i,0.0017107-0.0021365i,0.00075965-0.0026263i,-0.0004792-0.0019217i,-3.0365e-05-0.00073615i,0.00069-0.00048323i,0.00047242+3.5459e-06i,0.0010369+0.000547i,0.00062359+0.00017436i,-0.00041491+0.00015922i,-0.00030769+0.00030631i,-0.00058714+0.00038985i,-0.00072197+0.00045303i,-0.00062643+0.00011028i,-0.0013264-1.2854e-05i,-0.0016128-0.00028098i,-0.00085502-0.00082879i,0.00055652-0.00045018i,0.00028682+0.00031917i
-0.00038932-0.0017508i,-0.00075329-0.00055944i,-9.7482e-05+0.00081425i,0.00023008+0.00044894i,0.00049095-0.00063156i,0.0010136-0.0023375i,0.00072721-0.0027632i,-4.8742e-05-0.0014301i,-0.0002278-0.00097466i,-1.2343e-05-0.00062816i,-0.0003849-2.7511e-05i,-0.00023034-0.00054351i,0.00065294-0.00053396i,0.00071406+0.00024341i,0.00031164+0.0007914i,-0.00050711+0.0006656i,-0.00090809+0.00049205i,-0.00073027+0.00029833i,-0.00028862+0.00052404i,0.00028734+0.0013797i,0.00014199+0.0014124i,-0.00036634+0.00056219i,-0.00037417-0.0004794i
0.00031563-0.00084792i,0.00072641-0.0024408i,-0.00028377-0.0017303i,-0.00090074-0.0011897i,-0.00029344-0.0016412i,0.00040154-0.0021477i,0.00072196-0.0019291i,0.00026296-0.001419i,-0.00015935-0.00077901i,0.00014194-0.00031239i,0.00028884+0.00050751i,-0.00030364+0.0011498i,-0.00032714+0.0010116i,0.00037511+0.0012258i,0.00091696+0.0012504i,0.0010775+0.00032147i,4.3595e-07-0.00035615i,-0.00080097+7.4551e-05i,-8.6475e-05+0.00074747i,0.00088346+0.00054034i,0.0010277+4.2918e-05i,0.00060457-0.00061824i,0.00062451-0.00073162i
-0.00074137-9.084e-05i,-0.0005424+0.00010644i,-0.0011801-0.0011062i,-0.0010506-0.00065252i,0.00024677+0.00051815i,0.0017622-0.00028725i,0.0016991-0.0015404i,0.00032743-0.00074598i,-0.00050601+8.6608e-05i,-0.00021647-0.00018009i,-0.00028292+0.00025043i,0.0003974+0.00076088i,0.00078296+0.00064533i,6.8198e-05+0.00041713i,0.00055412+0.0014476i,0.00070619+0.0016973i,0.00034116+0.0008488i,0.00046058+0.00078965i,0.00020673+0.00057204i,-0.00022447+6.3998e-05i,-8.9638e-05-0.00014869i,2.4978e-05+0.00070977i,-0.00020211+0.00049072i
0.00025272-0.0013144i,-0.0010693-0.0013568i,-0.0020175-0.0016356i,-0.0019428-0.00077721i,-0.0010038-0.00042526i,0.00040001-0.001156i,0.00081466-0.0016551i,0.00039992-0.00108i,0.0001213-0.00014167i,-4.694e-05+0.000694i,-0.00096043+0.0005674i,-0.00095869-4.7809e-05i,-0.00056164+8.8943e-05i,-0.00062829+0.00030591i,-0.00034329+0.00057947i,-0.00035076+0.00084582i,-0.0002534+0.00037907i,-0.00029142+0.00017907i,-0.00042517+0.00059282i,2.728e-05+0.00052528i,-0.00023436+0.00028817i,3.0843e-05+0.00021803i,6.4769e-05+0.00054287i
-0.0010778-0.00039686i,-0.0013582-0.00027154i,-0.0017898-0.00059144i,-0.0014134-0.0008217i,0.00023852-0.00087058i,0.001272-0.0015264i,0.0016167-0.0023428i,0.00072774-0.0020421i,-0.00012106-0.0017886i,-0.00044301-0.0014562i,-0.00086258-0.00070231i,-0.00029085-0.00011146i,0.00027526+0.0010631i,1.1086e-05+0.0012315i,1.4757e-05+2.6352e-05i,-7.3288e-05-0.00040109i,-0.0005474+8.3526e-05i,-0.0002974-7.3372e-06i,0.00041674-0.00013046i,0.0001843+9.339e-05i,4.0156e-05-0.00072007i,8.1206e-05-0.00029853i,-6.585e-05+0.00075471i
0.0007646-0.0013226i,0.00061499-0.00064798i,4.8376e-05-0.00087706i,-0.00046735-0.00081424i,-5.0541e-05-0.00036819i,0.00062296-0.00080464i,0.00047096-0.0016087i,-0.00033513-0.0019353i,-0.00035843-0.0013341i,-0.00088584-0.0006716i,-0.0011886+0.00041184i,-0.00098134+0.0012604i,-0.00085745+0.0012097i,-0.00013062+0.0012105i,0.00031734+0.00096484i,3.103e-05+0.00046671i,-0.00029389-0.00033359i,-4.471e-05-0.00025646i,-9.7717e-05+0.00083874i,-0.00045465+0.00040276i,-0.00022028+6.6314e-05i,0.00010355+0.000571i,-9.2901e-05+0.00050292i
-0.0016429+5.6352e-05i,-0.0016253+0.0014177i,-0.0014648+0.0013912i,-0.00094162+0.00042997i,0.00032816-0.00041686i,0.0015549-0.0015723i,0.0017801-0.0019864i,0.0015006-0.0011896i,0.0014692-0.00064029i,0.0018664-0.00035397i,0.0017182-2.8984e-05i,0.00082795-0.00025473i,0.00036281-0.00068971i,6.0142e-05-0.00038857i,-0.00010736+8.965e-05i,-6.6445e-05+0.00046842i,-0.00025048+0.00051149i,-0.00039701+0.00052838i,-4.015e-05-0.00013602i,0.00081717-0.0010617i,0.0014142-0.00075997i,0.001057+0.00021477i,0.00032418+1.839e-05i
-0.00056494-0.00061776i,-0.00073132-0.0011396i,-0.0015201-0.00055256i,-0.00080973+0.00055031i,-2.6406e-06+0.00011834i,0.0011011-0.0016344i,0.0022945-0.0024519i,0.0015939-0.001429i,0.0006708+0.0002606i,-0.00031691+0.00091738i,-0.0015348+0.00044645i,-0.0014013-0.0005517i,-0.00044933-0.00014779i,-0.00033839+0.00048997i,-0.00034623+0.00057377i,0.00016691+0.00094024i,0.00042112+0.0011521i,0.00072414+0.00083172i,0.00018649+8.1024e-05i,-0.00072484+0.00026339i,-0.00038184+0.00056285i,0.00043367-8.5064e-05i,0.00031885-0.00059506i
