0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
-0.16005+0.36917i,-0.12641+0.54352i,-0.049654+0.47906i,-0.012175+0.24621i,-0.02394+0.057771i,-0.02463-0.029802i,-0.017218-0.050032i,-0.02334-0.037481i,-0.032304-0.023241i,-0.024791-0.012785i,-0.0058144-0.013835i,-0.0039758-0.019069i,-0.012126-0.0096089i,-0.01536+0.0036512i,-0.018739+0.0087224i,-0.021789+0.0073465i,-0.022709+0.0053058i,-0.025088+0.0091523i,-0.027772+0.014925i,-0.025575+0.01348i,-0.01756+0.0062324i,-0.0063298-0.00044076i,0.0030482-0.005632i
-0.44095+0.1047i,-0.66184+0.17884i,-0.61671+0.20076i,-0.3506+0.13702i,-0.15484+0.046161i,-0.10827+0.035244i,-0.056644+0.079361i,0.027553+0.079194i,0.052838+0.038428i,0.020952+0.0083311i,-0.009194-0.0043682i,-0.014425-0.0069954i,-0.00076861-0.0049558i,0.010202-0.0058637i,0.0078331-0.010122i,0.0029087-0.013787i,0.0039469-0.013556i,0.010648-0.006653i,0.019082+0.00114i,0.02223+0.0052883i,0.018608+0.0065782i,0.014512+0.0026307i,0.011746-0.0036653i
0.05658-0.40455i,0.036557-0.6253i,0.011911-0.59525i,0.016918-0.33901i,0.069498-0.084545i,0.13481+0.064271i,0.16236+0.09399i,0.12918+0.027381i,0.064312-0.03227i,0.020163-0.032612i,0.0068468-0.010735i,0.0062032+0.0032953i,0.0072026+0.0080364i,0.0037131+0.0061998i,-0.000105+0.0052118i,-0.00010528+0.0079769i,-0.00012652+0.0084222i,0.0024291+0.00065826i,0.0060276-0.0095936i,0.0084488-0.011427i,0.0092142-0.0039199i,0.0061326+0.0091121i,0.0033049+0.020276i
0.40364-0.28109i,0.51087-0.40062i,0.38185-0.36762i,0.15289-0.19385i,0.056884-0.033432i,0.062112+0.0037414i,0.043725-0.025832i,-0.0014426-0.030379i,-0.01703-0.002378i,0.010978+0.007962i,0.030293-0.010899i,0.019381-0.02003i,0.0082131-0.010331i,0.007364-0.0061779i,0.0069304-0.0062764i,0.0074637-0.0011645i,0.0078488+0.0020342i,0.0021468-0.00090296i,-0.007435-0.0041453i,-0.01465-0.0068131i,-0.01815-0.010066i,-0.020059-0.011592i,-0.022152-0.011357i
0.14851+0.3312i,0.23417+0.5703i,0.274+0.58944i,0.22037+0.3575i,0.097765+0.13649i,0.0006957+0.049719i,-0.043039+0.033291i,-0.0512+0.040861i,-0.033702+0.038318i,-0.023034+0.016539i,-0.026301-0.001986i,-0.030511-0.012243i,-0.032215-0.01288i,-0.027121-0.0044512i,-0.018247+1.0049e-05i,-0.0094534-0.0010243i,-0.0032346-0.0051017i,-0.002758-0.0045555i,-0.0029521+0.0067152i,-0.0019725+0.015507i,-0.003769+0.016434i,-0.0041054+0.014064i,0.00055166+0.009951i
-0.29016+0.28617i,-0.38121+0.36683i,-0.31154+0.28655i,-0.15634+0.13497i,-0.066304+0.053611i,-0.038954+0.069065i,-0.0089009+0.099581i,0.036695+0.085619i,0.065887+0.046839i,0.054831+0.022603i,0.030312+0.018296i,0.020813+0.012591i,0.019783-0.0014931i,0.016048-0.014325i,0.013654-0.023418i,0.0085191-0.031653i,0.00028736-0.029217i,0.0030617-0.018528i,0.014589-0.013646i,0.020966-0.011581i,0.023676-0.0092536i,0.027818-0.013581i,0.029822-0.023558i
-0.15977-0.16312i,-0.1976-0.39174i,-0.18568-0.45971i,-0.11578-0.30279i,0.0066969-0.15256i,0.11541-0.10731i,0.13922-0.094635i,0.07402-0.096831i,-0.0097969-0.095355i,-0.038889-0.074427i,-0.023022-0.050532i,-0.0066277-0.025647i,-0.0026689+0.00077038i,-0.0047635+0.014706i,-0.008351+0.018246i,-0.0080919+0.024573i,-0.0026012+0.029252i,-0.0041018+0.022413i,-0.016524+0.012034i,-0.022407+0.0083306i,-0.017243+0.0057715i,-0.014386+0.0052108i,-0.016666+0.0084913i
0.147-0.17679i,0.17041-0.26092i,0.062086-0.22779i,-0.066385-0.084375i,-0.1205+0.053128i,-0.13636+0.11553i,-0.094904+0.11196i,-0.0063839+0.083094i,0.044437+0.071145i,0.046995+0.053594i,0.020904+0.018051i,-0.0018573+0.0081123i,0.010079+0.010558i,0.018065+0.0034043i,0.0050789+0.0086449i,0.00017465+0.016637i,0.0036882+0.01267i,0.0095093+0.012696i,0.01592+0.019643i,0.010987+0.018285i,-0.0051557+0.011179i,-0.020395+0.011404i,-0.024359+0.0179i
0.26174+0.16563i,0.49213+0.43921i,0.6294+0.51031i,0.51921+0.28568i,0.29278+0.083284i,0.15696+0.04525i,0.083539+0.032843i,0.0066144-0.0089139i,-0.041677-0.045028i,-0.054042-0.034763i,-0.040225+0.0034365i,-0.027082+0.0096104i,-0.03733+0.00099002i,-0.040036+0.0050009i,-0.029973+0.0013309i,-0.026583-0.0033372i,-0.022051-0.0056363i,-0.01454-0.018932i,-0.007908-0.032638i,-0.0030858-0.030701i,-0.00064366-0.020018i,0.0069188-0.012913i,0.020412-0.013527i
-0.29649-0.052268i,-0.57265-0.077086i,-0.63817-0.10926i,-0.44317-0.090125i,-0.22356-0.025826i,-0.10632+0.016189i,-0.04164+0.049332i,0.013867+0.083464i,0.053665+0.082197i,0.072391+0.037926i,0.064168-0.016067i,0.033029-0.038082i,0.013029-0.027826i,0.0057552-0.02631i,-0.008573-0.041251i,-0.023046-0.045414i,-0.026584-0.028784i,-0.021609-0.0063172i,-0.017985+0.0045714i,-0.015156+0.0027991i,-0.005197-0.0016751i,0.0074586-0.0061995i,0.011702-0.011707i
-0.14227-0.031676i,-0.19225+0.0014171i,-0.08308+0.16097i,0.11072+0.24044i,0.19775+0.14i,0.16468+0.07311i,0.088821+0.068772i,-0.012097+0.029852i,-0.076805+0.0035146i,-0.077584-0.011281i,-0.062503-0.026374i,-0.042226-0.020791i,-0.018208-0.0058961i,-0.00097839-0.00014912i,0.0159+0.002025i,0.034225+0.0082402i,0.041663+0.007518i,0.031508-0.0012125i,0.016865-0.0015956i,0.011638+0.0033534i,0.0099884+0.0038697i,0.00051284+0.0080812i,-0.013577+0.01863i
0.18813-0.11645i,0.21238-0.41299i,0.021709-0.57176i,-0.20021-0.36926i,-0.24079-0.034368i,-0.15229+0.13083i,-0.013955+0.13222i,0.11912+0.063504i,0.15731+0.0031295i,0.11677-0.0041318i,0.054129+0.0010262i,0.0059988+0.0031229i,-0.0058263-0.0084274i,-0.01219-0.019707i,-0.016521-0.010208i,-0.010043-0.012623i,-0.017962-0.021246i,-0.020641-0.0096227i,-0.004955-0.00010702i,-0.0019615-0.00071364i,-0.013086+0.0077414i,-0.019462+0.018813i,-0.015933+0.022243i
0.26537+0.34332i,0.54122+0.57092i,0.67784+0.58623i,0.6366+0.30185i,0.61839-0.073832i,0.63251-0.32843i,0.47425-0.43381i,0.15129-0.38744i,-0.084842-0.24617i,-0.12437-0.145i,-0.093811-0.11135i,-0.079134-0.075916i,-0.060104-0.015608i,-0.031575+0.024294i,-0.019371+0.037077i,-0.023153+0.055354i,-0.018129+0.062022i,-0.018721+0.036281i,-0.029601+0.0070045i,-0.020682-0.0081492i,0.0089475-0.018128i,0.040493-0.025902i,0.060985-0.037497i
-0.45505-0.17629i,-0.84082-0.30127i,-1.0311-0.38292i,-0.91169-0.19215i,-0.64893+0.19317i,-0.38555+0.44253i,-0.14922+0.46899i,0.039978+0.38037i,0.15435+0.2776i,0.18155+0.15599i,0.12706+0.040188i,0.060989+0.0003759i,0.045231-0.0017803i,0.025396-0.0075167i,-0.015413-0.0066054i,-0.030565-0.013921i,-0.024293-0.025347i,-0.009599-0.010445i,0.0095158+0.021094i,0.020939+0.037816i,0.014547+0.030614i,-0.01093+0.013805i,-0.037446+0.0050605i
-0.14462-0.092786i,-0.038671+0.26185i,0.32589+0.63757i,0.60888+0.49541i,0.508+0.032707i,0.22953-0.16501i,0.042957-0.12973i,-0.070968-0.13783i,-0.14928-0.16721i,-0.17058-0.10488i,-0.098123-0.0020445i,0.00073414+0.018081i,0.023069-0.0071432i,0.015779-0.016326i,0.015408-0.029423i,0.0040671-0.031094i,-0.0016323-0.014518i,0.00052528-0.010389i,0.0019314-0.017323i,0.0052653-0.023625i,0.0056524-0.023896i,0.0097987-0.013789i,0.023862-0.0042272i
0.40836-0.59882i,0.44443-1.2556i,0.096515-1.5326i,-0.30211-0.9718i,-0.30227-0.1246i,-0.073979+0.29328i,0.031054+0.33184i,0.073783+0.27997i,0.13144+0.19302i,0.1532+0.060381i,0.1123-0.065224i,0.045151-0.10991i,0.01691-0.11096i,0.011483-0.12645i,0.0097886-0.13012i,0.018896-0.11105i,0.02038-0.085208i,0.017471-0.062003i,0.016798-0.049204i,0.00764-0.038169i,-0.01009-0.0175i,-0.02946+0.0021272i,-0.045467+0.0070546i
0.20469+0.75473i,0.18248+1.1383i,0.11723+1.2658i,0.14626+0.90822i,0.080266+0.44563i,-0.044188+0.38191i,0.083135+0.38624i,0.186+0.088546i,0.022887-0.093615i,-0.044565-0.0044112i,0.021136+0.015748i,-0.0055113-0.0024763i,-0.028995+0.070974i,0.0035349+0.10839i,0.00089868+0.082463i,-0.011727+0.063875i,-0.0064166+0.038576i,-0.0094774-0.0025809i,-0.025665-0.023913i,-0.033823-0.011285i,-0.02776+0.0045487i,-0.022935+0.0044105i,-0.017803-0.00088802i
0.0058218+0.16598i,0.17175-0.00019994i,0.18746-0.27991i,0.0024416-0.20466i,-0.0026813+0.23636i,0.209+0.56271i,0.34904+0.58127i,0.36846+0.40196i,0.33485+0.15937i,0.26043-0.012369i,0.16432-0.099893i,0.040576-0.12243i,-0.053054-0.078369i,-0.08099-0.041048i,-0.085723-0.029954i,-0.067093-0.025303i,-0.036211-0.027444i,-0.016669-0.012955i,0.006499+0.013155i,0.019997+0.018354i,0.0078097+0.010358i,-0.0040799+0.013973i,0.012364+0.025046i
-0.45318-0.39311i,-0.60341-0.51324i,-0.5354-0.44563i,-0.32272-0.25043i,-0.20876-0.11395i,-0.25008-0.043814i,-0.2978-0.0099239i,-0.29202-0.056749i,-0.28241-0.091093i,-0.22093-0.044507i,-0.08888-0.0053382i,0.0012342-0.0067365i,-0.0043062+0.015378i,-0.031384+0.048781i,-0.043718+0.025839i,-0.064476-0.013159i,-0.073616-0.014458i,-0.063771-0.0067591i,-0.052914-0.0042114i,-0.033726+0.010907i,-0.0041811+0.029046i,0.026148+0.03346i,0.038179+0.02448i
-0.59413+6.8217i,1.6641+6.6198i,4.3133+5.7751i,5.1647+2.4924i,4.3331-0.92036i,2.2576-2.6659i,0.14152-2.0694i,-0.78464-0.45697i,-0.1892+0.60007i,0.78793+0.24926i,0.77648-0.62501i,0.22496-1.0825i,-0.32339-1.6752i,-1.053-2.4578i,-1.3497-2.4558i,-0.82051-1.3958i,-0.20025-0.3262i,-0.18622+0.15549i,-0.56355+0.42279i,-0.56997+0.70933i,-0.075768+0.78948i,0.40827+0.48225i,0.46305+0.0059144i
0.65605+0.094739i,0.91696-0.068481i,0.80866-0.31664i,0.37453-0.42277i,0.0027392-0.38858i,-0.081728-0.34106i,-0.07425-0.28416i,-0.094377-0.20681i,-0.096002-0.17556i,-0.09387-0.13611i,-0.043788-0.048271i,0.039815-0.026064i,0.04616-0.061241i,0.01154-0.063724i,-0.0070933-0.070805i,-0.036855-0.082989i,-0.054075-0.064015i,-0.03887-0.049494i,-0.015446-0.0544i,-0.0068737-0.045159i,-0.017625-0.014149i,-0.021975+0.0087925i,-0.012256-0.0043192i
-0.15506+0.60184i,-0.4816+0.59197i,-0.73049+0.51663i,-0.46562+0.44998i,0.065377+0.21875i,0.30501-0.14103i,0.20256-0.30817i,0.019738-0.16985i,-0.075644+0.03657i,-0.070934+0.098253i,-0.070442+0.052169i,-0.078725+0.032029i,-0.038564+0.044483i,0.010824+0.039009i,0.021803+0.035593i,0.00098786+0.052268i,-0.0095073+0.076533i,0.0020048+0.090613i,0.013043+0.079729i,0.024476+0.051097i,0.037061+0.024685i,0.040704+0.0065865i,0.034698+0.00089512i
-0.29202-0.13939i,-0.076122-0.23766i,0.18868-0.36561i,0.15377-0.41501i,-0.035638-0.37546i,-0.15731-0.37401i,-0.22905-0.36577i,-0.20164-0.25141i,-0.075387-0.1365i,-0.031612-0.057654i,-0.046433+0.075465i,0.021492+0.15897i,0.08252+0.10033i,0.083656+0.043721i,0.10267+0.041249i,0.12076+0.020141i,0.096416-0.005479i,0.059657-0.0016532i,0.041952+0.015967i,0.036349+0.022351i,0.026901+0.0080267i,0.016216-0.010042i,0.0069173-0.014664i
-0.090412-0.63454i,-0.11966-0.60282i,-0.11847-0.29594i,-0.11347-0.0048296i,-0.14024+0.089445i,-0.18791+0.072968i,-0.20595+0.048171i,-0.19127+0.032119i,-0.18147-0.0022893i,-0.14436-0.014764i,-0.061017-0.0084183i,-0.0036181-0.017567i,0.0039871-0.0022926i,0.023993+0.03339i,0.055799+0.043594i,0.049949+0.033581i,0.022203+0.027732i,0.0093775+0.027012i,0.0042783+0.018154i,-0.0045826+0.01478i,-0.0060126+0.025835i,0.0013629+0.026999i,0.0037288+0.0081545i
0.3849-0.10762i,0.32508+0.062534i,0.23426+0.17586i,0.21295+0.071253i,0.18841-0.080144i,0.15225-0.13592i,0.15019-0.076691i,0.19814+0.052859i,0.2488+0.11367i,0.18204+0.053831i,0.021245-0.00066208i,-0.076973+0.01401i,-0.065243+0.030121i,-0.040608+0.031339i,-0.038887+0.050438i,-0.018604+0.06359i,0.0044424+0.047624i,0.0084394+0.033415i,0.0076417+0.033953i,0.003759+0.031175i,-0.00065008+0.026519i,-0.0012172+0.023637i,0.0036369+0.018974i
0.096775+0.44999i,0.057935+0.46537i,0.033172+0.35742i,0.083968+0.13492i,0.13866-0.22402i,0.098646-0.5345i,-0.028928-0.59196i,-0.13365-0.43813i,-0.15838-0.27243i,-0.14265-0.12913i,-0.066038+0.012i,0.03174+0.047505i,0.039649+0.013042i,0.018626+0.0086073i,0.019327+0.00045714i,-0.0059734-0.010843i,-0.027944+0.0022816i,-0.028271+0.0093914i,-0.025949+0.0041664i,-0.011783-0.0040533i,0.0070524-0.017237i,0.020844-0.020566i,0.035641-0.0084442i
-0.49659+0.13315i,-0.52705-0.10315i,-0.49091-0.32473i,-0.50201-0.21821i,-0.55418+0.081984i,-0.57892+0.24877i,-0.4798+0.26773i,-0.28516+0.24436i,-0.1229+0.22056i,-0.010829+0.1707i,0.049315+0.060216i,0.031769-0.02533i,-0.010542-0.03599i,-0.042653-0.013637i,-0.056683+0.022122i,-0.036864+0.041662i,-0.0083764+0.03885i,0.005648+0.036607i,0.0015547+0.028321i,-0.015283+0.020846i,-0.018852+0.028412i,-0.0065197+0.036236i,-0.0034842+0.040341i
-0.05463-0.17567i,0.17434-0.069027i,0.3804+0.038457i,0.35985+0.038819i,0.2695+0.055643i,0.27545+0.11878i,0.26305+0.086395i,0.16266-0.0076313i,0.074406-0.061019i,0.016824-0.05983i,-0.031563-0.0008038i,-0.025642+0.06095i,0.013751+0.058332i,0.037555+0.019288i,0.044963-0.014982i,0.037117-0.034658i,0.014931-0.044595i,-0.012337-0.048468i,-0.028909-0.038754i,-0.023445-0.025771i,-0.011854-0.023256i,-0.010187-0.023955i,-0.012462-0.016739i
0.32827-0.21494i,0.20013-0.087143i,0.021945+0.050619i,-0.012672-0.0098706i,0.016482-0.23164i,-0.021957-0.42787i,-0.10003-0.40726i,-0.11328-0.20562i,-0.04864-0.058039i,0.0029722-0.040178i,0.011892-0.060971i,0.001003-0.071511i,-0.014041-0.064716i,-0.020499-0.040874i,-0.019-0.01283i,-0.01822+0.0098362i,-0.011037+0.02879i,0.0044604+0.034167i,0.016017+0.02583i,0.02057+0.019122i,0.020594+0.012733i,0.015814+0.0046286i,0.012689-0.0016932i
0.17118+0.16396i,0.063645+0.10611i,-0.026811+0.049222i,-0.0083087+0.055208i,0.0038071+0.044732i,-0.048845+0.026921i,-0.071111+0.05839i,-0.016739+0.095368i,0.026861+0.082706i,0.0060716+0.067152i,0.0011006+0.069731i,0.030657+0.049519i,0.044471+0.031446i,0.053339+0.029611i,0.066291+0.012376i,0.061639-0.019023i,0.033623-0.041188i,0.00022217-0.03725i,-0.019293-0.021123i,-0.027596-0.015303i,-0.03003-0.011138i,-0.026233+0.0039595i,-0.018533+0.024863i
-0.28356+0.16116i,-0.24296+0.097459i,-0.15783+0.030074i,-0.13643+0.061025i,-0.13197+0.1777i,-0.070031+0.27614i,0.022209+0.22796i,0.046375+0.064441i,0.0047489-0.031795i,0.0038987-0.021288i,0.038805+0.0039059i,0.044673+0.01455i,0.016775+0.016625i,-0.010152+0.019082i,-0.017537+0.021659i,-0.017566+0.018879i,-0.014269+0.019935i,0.00089725+0.020408i,0.019452+0.011034i,0.028304+0.001528i,0.026114-0.0016661i,0.01949-0.0038879i,0.0099283-0.0090708i
-0.068676-0.16288i,0.11952-0.18703i,0.23534-0.237i,0.12895-0.28716i,-0.027882-0.2669i,-0.093186-0.22122i,-0.11004-0.169i,-0.10705-0.075553i,-0.081433+0.0119i,-0.052215+0.037981i,-0.051455+0.029798i,-0.058301+0.030048i,-0.033311+0.020081i,-0.010353-0.0044405i,-0.0074001+0.00075757i,0.004594+0.02471i,0.01715+0.02503i,0.010381+0.01207i,-0.0045521+0.0072601i,-0.010779+0.0085076i,-0.0096726+0.0078413i,-0.014349-0.00055306i,-0.024708-0.0079589i
0.17636-0.012485i,0.10074+0.15337i,0.034405+0.29335i,0.085934+0.23192i,0.13988+0.019331i,0.10126-0.15419i,0.025985-0.176i,0.0097579-0.10186i,0.044726-0.069i,0.031225-0.067205i,0.001197-0.026245i,0.0039883+0.0047394i,-0.0078565+0.012186i,-0.022821+0.025833i,-0.019854+0.020271i,-0.0259+0.0020812i,-0.028-0.0032823i,-0.011423-0.0069774i,0.0073604-0.0085872i,0.014768-0.0023676i,0.014673+0.0054435i,0.021312+0.010216i,0.02908+0.0026445i
0.025627+0.078895i,-0.14552-0.031527i,-0.27693-0.088587i,-0.21985-0.021818i,-0.094092+0.021338i,-0.057627-0.012404i,-0.069506-0.012614i,-0.053472+0.041901i,-0.021287+0.077161i,0.0083538+0.060049i,0.029152+0.0075405i,0.031563-0.049254i,0.026046-0.077235i,0.02816-0.069133i,0.031013-0.046086i,0.030756-0.030739i,0.030228-0.019251i,0.022997-0.0010117i,0.0080448+0.0096195i,-0.0058117+0.0046447i,-0.015768-0.0023561i,-0.023392+0.00085874i,-0.022177+0.01777i
-0.095689-0.05908i,0.021745-0.12287i,0.15885-0.14814i,0.14881-0.092613i,0.076668+0.026318i,0.06635+0.1237i,0.068328+0.11517i,0.026073+0.029116i,-0.028183-0.023498i,-0.05188-0.0048618i,-0.036272+0.046843i,0.0021018+0.085921i,0.027704+0.088746i,0.026706+0.064671i,0.019256+0.035439i,0.014958+0.017505i,0.007858+0.0069587i,-0.001198-0.0080137i,-0.0082686-0.020163i,-0.0097314-0.019714i,-0.0049697-0.014127i,-0.0023635-0.012438i,-0.010167-0.011668i
-0.045087-0.098951i,-0.0018397+0.02632i,0.02881+0.1164i,-0.011636+0.043584i,-0.099404-0.079576i,-0.14614-0.14201i,-0.11364-0.13474i,-0.044225-0.081083i,0.012439-0.031685i,0.035487-0.017706i,0.016537-0.021344i,-0.01695-0.013469i,-0.028029-0.0020301i,-0.027668+0.0057424i,-0.028623+0.016725i,-0.027911+0.020935i,-0.023681+0.017327i,-0.012421+0.014874i,0.0032818+0.013794i,0.015786+0.016222i,0.023959+0.017151i,0.026136+0.0085409i,0.021594-0.0066526i
0.069833+0.15896i,0.038896+0.23237i,0.023137+0.19641i,0.052136+0.07631i,0.074395-0.021649i,0.084563-0.070303i,0.063195-0.085701i,0.013245-0.052031i,-0.024468-0.012928i,-0.040652+0.0051976i,-0.030968+0.0061821i,-0.01333-0.016931i,-0.0095793-0.033974i,0.0027159-0.030968i,0.02173-0.024371i,0.028644-0.016599i,0.025901-0.011455i,0.01241-0.006171i,-0.0061245+0.0022653i,-0.017137+0.00065298i,-0.017949-0.0069525i,-0.0093228-0.0046418i,0.0047759+0.0081795i
-0.12186+0.15373i,-0.20449+0.051665i,-0.26289-0.041441i,-0.23927+0.019393i,-0.16079+0.12728i,-0.12486+0.17617i,-0.11655+0.17379i,-0.068413+0.14082i,0.0051033+0.083829i,0.033312+0.019422i,0.014888+0.0064667i,0.01214+0.035571i,0.01608+0.045637i,0.0047545+0.044543i,0.0054802+0.038925i,0.012685+0.022258i,0.012152+0.014675i,0.014238+0.012416i,0.015392+0.0042621i,0.011073+0.00020515i,0.0033971+0.00021366i,-0.0054619-0.0019709i,-0.012076-0.004259i
0.051599-0.18676i,0.17944-0.30501i,0.21792-0.34826i,0.10768-0.28502i,0.002696-0.19777i,-0.03866-0.1473i,-0.059493-0.093243i,-0.070308-0.03535i,-0.068286+0.0070329i,-0.040929+0.032294i,-0.0080634+0.022221i,0.00085521-0.0064878i,0.0066286-0.027697i,0.01312-0.036946i,0.0068949-0.022425i,-0.0025099+0.0011641i,-0.0090046+0.011061i,-0.011259+0.014937i,-0.0075936+0.014275i,-0.0041795+0.0087366i,-0.0038165+0.0047944i,-0.0069453+0.0018828i,-0.011302+0.0021242i
0.25045-0.067697i,0.2819+0.099731i,0.27288+0.25918i,0.24594+0.19732i,0.15933+0.029031i,0.059112-0.059431i,0.035476-0.070813i,0.065833-0.079517i,0.064359-0.091819i,0.025576-0.064975i,0.0079274-0.018544i,0.011779+0.0076091i,0.0084158+0.027826i,0.0048638+0.03906i,-0.0021244+0.020009i,-0.014716-0.0041713i,-0.015823-0.016483i,-0.0094837-0.026806i,-0.0079268-0.029142i,-0.0089262-0.018894i,-0.0059506-0.0059894i,0.0022577+0.00091541i,0.010613+0.0014892i
-0.051609+0.1056i,-0.22169+0.10455i,-0.30432+0.083751i,-0.18271+0.060727i,-0.021831-0.011157i,0.038007-0.11053i,0.015973-0.13715i,-0.014174-0.062819i,-0.011211+0.017185i,0.0042569+0.030389i,-1.5544e-05+0.0069883i,-0.018962-0.011809i,-0.030534-0.020238i,-0.024839-0.014439i,-0.0060467-0.0016959i,0.00886+1.639e-05i,0.008368+0.0030317i,0.0062587+0.018746i,0.014153+0.028145i,0.022046+0.019786i,0.022709+0.005036i,0.017566-0.0032373i,0.010953-0.0023669i
-0.30102+0.00085206i,-0.24319-0.064082i,-0.084758-0.11214i,-0.012978-0.059395i,-0.017989+0.061479i,1.7317e-05+0.15697i,0.012979+0.13973i,-0.020281+0.061364i,-0.048308+0.015702i,-0.043522+0.012378i,-0.019248+0.027276i,0.013047+0.033628i,0.024813+0.020321i,0.011727+0.0071869i,0.0023671+0.0093542i,0.009889+0.018944i,0.017642+0.018555i,0.009593+0.007425i,-0.0065906-0.0010732i,-0.017299-0.0050799i,-0.018449-0.0064927i,-0.015155-0.0056915i,-0.015035-0.0052168i
-0.055875-0.18356i,-0.0088067-0.15435i,0.0051991-0.08002i,-0.065097-0.054738i,-0.14563-0.066959i,-0.18577-0.071599i,-0.16091-0.042571i,-0.085069+0.0022934i,-0.015166+0.018681i,0.0071602+0.0052925i,-0.0055855-0.00054864i,-0.01872+0.013585i,-0.017316+0.024466i,-0.010975+0.022515i,-0.010702+0.012556i,-0.016852-0.0020962i,-0.017709-0.012289i,-0.0079186-0.017744i,0.0018264-0.018571i,0.0041556-0.0067378i,0.0046252+0.012063i,0.0064819+0.021541i,0.0047967+0.016088i
0.3282+0.14937i,0.37457+0.18487i,0.27222+0.1124i,0.14899+0.0074344i,0.13268-0.0403i,0.17707-0.084067i,0.15499-0.11573i,0.078089-0.097295i,0.018982-0.064341i,-0.0035168-0.039585i,0.0032875-0.031694i,0.010401-0.051911i,0.0012262-0.065247i,-0.0011754-0.05009i,0.01019-0.027885i,0.018753-0.013223i,0.017592-0.0041992i,0.011077+0.0012609i,0.0036309+0.00053685i,-0.0012921-0.0057633i,-0.0034292-0.014018i,-0.0061987-0.017166i,-0.0079221-0.0085988i
-0.075216+0.33703i,-0.17299+0.38011i,-0.19852+0.31i,-0.12793+0.21034i,-0.085997+0.1335i,-0.094951+0.10697i,-0.076871+0.10477i,-0.012488+0.090495i,0.044651+0.05933i,0.047366+0.027209i,0.023921+0.024566i,0.03012+0.039386i,0.047244+0.034702i,0.039365+0.019036i,0.018996+0.011159i,0.005998+0.0082819i,0.00011394+0.00080569i,-0.0091228-0.00937i,-0.017031-0.0082033i,-0.012093-0.0021254i,-0.0022604-0.0040125i,0.0025765-0.0064608i,0.0052703-0.0032481i
-0.21972-0.31442i,-0.24919-0.4754i,-0.18676-0.45344i,-0.089991-0.28861i,-0.027184-0.18082i,-0.027168-0.14324i,-0.061297-0.097473i,-0.095675-0.044748i,-0.10497+0.00041402i,-0.073549+0.022311i,-0.04591+0.011715i,-0.053341+0.009131i,-0.051832+0.023617i,-0.025281+0.024225i,-0.0057557+0.014273i,-0.0019959+0.014885i,-0.00061231+0.028069i,0.0056214+0.039015i,0.014041+0.034188i,0.017098+0.020776i,0.01379+0.012703i,0.010637+0.008824i,0.0098986+0.0041972i
0.29668-0.26383i,0.4605-0.19666i,0.49002-0.055027i,0.33711-0.0024651i,0.12777+0.010857i,-0.0098868+0.048602i,-0.021409+0.054805i,0.032985+0.0042163i,0.05454-0.048908i,0.039238-0.044016i,0.037182-0.011884i,0.042295-0.0076324i,0.028834-0.012502i,0.0091473-0.0038457i,-0.0016708+0.002173i,-0.0073686-0.004693i,-0.012374-0.013558i,-0.0093254-0.012959i,-0.00040678-0.0077289i,-0.0024289-0.0044709i,-0.012162-0.0015652i,-0.015902-4.6358e-05i,-0.014972-0.0029771i
0.0206+0.28755i,-0.098279+0.42692i,-0.19721+0.4045i,-0.1486+0.23481i,-0.041202+0.042991i,0.0053209-0.095009i,-0.0047534-0.11241i,-0.015494-0.022419i,0.0015134+0.057877i,0.0095623+0.06654i,-0.0011834+0.055035i,-0.00088379+0.050669i,0.0030133+0.035842i,-0.00071516+0.017189i,0.0024223+0.0066306i,0.013989-0.0036114i,0.017163-0.014972i,0.0099564-0.019497i,0.0035563-0.015729i,0.0020887-0.0078702i,0.0049522-0.0018024i,0.0075589-0.0020875i,0.0062736-0.003232i
-0.36225+0.085498i,-0.41517-0.035783i,-0.31244-0.17273i,-0.17287-0.13073i,-0.040688+0.031547i,0.099286+0.11533i,0.13658+0.057313i,0.052483-0.030108i,-0.03155-0.056667i,-0.049524-0.047105i,-0.035668-0.043341i,-0.025386-0.047902i,-0.018984-0.044106i,-0.0072548-0.025485i,0.0022352-0.00572i,0.0044937+0.0099169i,0.01074+0.019271i,0.015543+0.011918i,0.0079964-0.0022963i,0.0012208-0.0064847i,0.0039322-0.0026412i,0.0051718+0.0032784i,0.00036973+0.0090499i
