0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
-0.4279+0.45601i,-0.40523+0.63562i,-0.16531+0.51283i,0.025155+0.23351i,0.092547+0.10438i,0.19071+0.093885i,0.23584+0.011257i,0.12428-0.06203i,-0.0015972-0.038333i,-0.025755+0.018312i,-0.0024441+0.049722i,0.011039+0.056977i,0.02146+0.045063i,0.020573+0.013664i,-0.0021499+0.0016808i,-0.011622+0.016075i,0.0058244+0.013869i,0.024797-0.011904i,0.03238-0.033306i,0.034056-0.033343i,0.035742-0.019106i,0.033533-0.0053999i,0.018864+0.0057489i
-0.53089-0.11486i,-0.77614-0.077648i,-0.70632+0.034839i,-0.43543+0.081423i,-0.27178+0.0046914i,-0.22748-0.067888i,-0.16859-0.08942i,-0.0926-0.09328i,-0.043598-0.075794i,-0.050513-0.04335i,-0.076072-0.0069032i,-0.063717+0.019588i,-0.028517+0.024883i,-0.00046143+0.026894i,0.012397+0.027424i,0.008732+0.023739i,0.0045573+0.026721i,0.0078649+0.029916i,0.0070769+0.019077i,-0.0015462+0.00024461i,-0.0040444-0.0095386i,0.0038564-0.0066894i,0.014259+0.00028133i
-0.086341-0.58914i,-0.2097-0.81754i,-0.21237-0.71048i,-0.058092-0.43208i,0.083299-0.23736i,0.12085-0.060423i,0.1221+0.10514i,0.12268+0.16102i,0.10844+0.10624i,0.072537+0.024577i,0.030689-0.012476i,0.0021453-0.01338i,-0.012798-0.0043127i,-0.016578+0.0073033i,-0.0086216+0.010749i,4.2812e-05-0.0016268i,-0.0093024-0.016954i,-0.026534-0.010947i,-0.023185+0.012589i,-0.0048471+0.024027i,0.0025797+0.021672i,-0.0031358+0.019265i,-0.0063006+0.016831i
0.39063-0.28318i,0.59489-0.43347i,0.56196-0.39847i,0.34684-0.19335i,0.18137+0.011511i,0.065411+0.10421i,-0.024899+0.097177i,-0.075348+0.051745i,-0.093363+0.025378i,-0.077246+0.01256i,-0.052892-0.0093248i,-0.034657-0.01846i,-0.012583-0.010455i,0.00041044-0.0011627i,-0.00092261+0.0073737i,8.9597e-05+0.015301i,0.0080402+0.01696i,0.010373+0.010765i,0.0071692+0.0040277i,0.005038+0.0035435i,0.0039419+0.009031i,0.008679+0.018158i,0.016355+0.025029i
0.42624+0.27291i,0.59125+0.32845i,0.43523+0.29767i,0.10054+0.24944i,-0.12728+0.19858i,-0.21011+0.12347i,-0.19104+0.055273i,-0.10625-0.0035219i,-0.023268-0.045614i,0.018288-0.051735i,0.031064-0.041517i,0.024789-0.03108i,0.0049697-0.013453i,-0.0059813+0.0051485i,-9.5935e-05+0.01083i,0.0070255+0.011265i,0.0087052+0.0063278i,0.0081768-0.0098137i,-0.00067422-0.020264i,-0.017069-0.015844i,-0.035309-0.012106i,-0.051063-0.014896i,-0.057509-0.015611i
0.057772+0.35482i,0.11564+0.44147i,0.097039+0.26964i,0.024202+0.026305i,0.0081574-0.078182i,0.037297-0.086811i,0.054829-0.038366i,0.06717+0.022306i,0.065065+0.048798i,0.053378+0.049102i,0.049798+0.037373i,0.046758+0.01947i,0.038756+0.0011787i,0.025945-0.0061752i,0.01808+0.00091608i,0.013977+0.0054061i,0.0049917+0.0083408i,0.0034317+0.023162i,0.014665+0.031978i,0.024723+0.015127i,0.021946-0.008544i,0.018256-0.018098i,0.022486-0.022643i
-0.38459+0.2033i,-0.4006+0.39056i,-0.1742+0.34757i,0.014559+0.12237i,0.013722+0.021006i,-0.03428+0.037285i,-0.060149+0.026158i,-0.077321+0.0076528i,-0.075506+0.011495i,-0.050958+0.017476i,-0.028015+0.013095i,-0.021105+0.012509i,-0.01102+0.020237i,-0.00048721+0.016929i,-0.0030751+0.012411i,-0.0066076+0.012675i,-0.0096607+0.0011713i,-0.019459-0.017517i,-0.027339-0.025286i,-0.01835-0.013593i,0.0079301+0.0060666i,0.033518+0.016492i,0.044211+0.017281i
-0.42878-0.10709i,-0.62726+0.031591i,-0.50663+0.19903i,-0.24227+0.17917i,-0.15338+0.048383i,-0.15718-0.0082186i,-0.11138-0.00034153i,-0.044092-0.0047394i,-0.0035535-0.034615i,-0.0078927-0.04506i,-0.014876-0.018444i,-0.0038447+0.0033897i,0.0033313+0.011761i,0.013748+0.016297i,0.020802+0.012837i,0.017353+0.0086975i,0.018832+0.002237i,0.02264-0.0056195i,0.017153-0.0062816i,0.0047287+0.000319i,-0.010717+0.009821i,-0.023539+0.01844i,-0.026784+0.022449i
0.054038-0.46265i,-0.13231-0.67843i,-0.26985-0.56257i,-0.15173-0.27794i,0.057872-0.1564i,0.12719-0.14093i,0.095509-0.065656i,0.08098+0.016033i,0.084196+0.038213i,0.072293+0.015945i,0.038356+0.00022113i,0.007075+0.012088i,-0.0067095+0.03011i,-0.011022+0.044218i,-0.0066094+0.043161i,-0.0045985+0.026782i,-0.010721+0.020941i,-0.010415+0.032585i,0.00012348+0.04049i,0.0032137+0.032809i,-0.0077011+0.022814i,-0.014787+0.021596i,-0.0078032+0.02077i
0.52585-0.29578i,0.6587-0.57601i,0.50114-0.58927i,0.26276-0.28942i,0.14743-0.0023816i,0.081869+0.096772i,-0.0030239+0.08139i,-0.06159+0.053869i,-0.066921+0.053405i,-0.03161+0.057158i,-0.012687+0.028022i,-0.029196-0.010943i,-0.041498-0.030574i,-0.04034-0.032499i,-0.02872-0.018675i,-0.0032384-0.0081368i,0.014509-0.017245i,0.0057923-0.029311i,-0.013148-0.028721i,-0.021919-0.023329i,-0.023031-0.024251i,-0.023505-0.021673i,-0.018764-0.0079397i
0.26631+0.36437i,0.49052+0.47065i,0.46938+0.38576i,0.17418+0.21506i,-0.11077+0.11876i,-0.20132+0.087509i,-0.15124+0.057697i,-0.074698+0.020631i,-0.034089-0.0089441i,-0.021542-0.011672i,-0.0017495-0.014297i,0.017242-0.02223i,0.026258-0.011912i,0.032787-0.004878i,0.024315-0.0074175i,0.0056654+0.0035441i,-0.0048568+0.011726i,-0.010479-0.0011501i,-0.017141-0.016414i,-0.017133-0.016007i,-0.0063895-0.010386i,-0.0031227-0.015716i,-0.016324-0.019273i
-0.22273+0.52274i,-0.19798+0.74732i,-0.11332+0.62224i,-0.053241+0.2419i,-0.019873-0.076645i,-0.0008991-0.18324i,0.0052026-0.13685i,0.02133-0.054091i,0.034457-0.01332i,0.030495-0.010067i,0.036519-0.013948i,0.042105-0.014466i,0.030093+0.00026747i,0.024771+0.02361i,0.031892+0.030223i,0.027328+0.019048i,0.01893+0.0099138i,0.02578+0.0069601i,0.034827-0.00066532i,0.028617-0.013695i,0.017672-0.020166i,0.016993-0.018819i,0.021053-0.019494i
-0.32575-0.0056197i,-0.44348+0.034284i,-0.33491+0.017312i,-0.079389-0.033289i,0.1071-0.052673i,0.13325-0.055994i,0.043335-0.05198i,-0.048628-0.019999i,-0.062509+0.013126i,-0.022752+0.027489i,0.016296+0.033189i,0.024841+0.025223i,-0.0015195+0.010997i,-0.032771+0.016095i,-0.036693+0.031938i,-0.025423+0.027827i,-0.020312+0.010243i,-0.012778+0.0013187i,0.0017079-0.0011492i,0.012255-0.0009387i,0.019375+0.0035363i,0.030065+0.0069693i,0.039035+0.003301i
-0.14477-0.38975i,-0.2719-0.43381i,-0.25328-0.27095i,-0.12252-0.078659i,-0.045108+0.021242i,-0.041653+0.062035i,-0.02264+0.065977i,0.013069+0.030199i,0.017251-0.0069229i,-0.012458+0.0078745i,-0.025292+0.054639i,-0.00912+0.063439i,0.0017015+0.027765i,-0.0050423-0.011742i,-0.017179-0.027882i,-0.014004-0.023422i,-0.0018578-0.016108i,-0.0011278-0.0037951i,-0.0054806+0.014804i,-0.007391+0.024543i,-0.011746+0.027142i,-0.01563+0.036516i,-0.011136+0.047618i
0.08509-0.2873i,-0.0078218-0.40872i,-0.10621-0.30034i,-0.068039-0.10001i,0.025324-0.030998i,0.044697-0.019688i,0.03914+0.015392i,0.048526+0.029694i,0.045264+0.021502i,0.013603-0.00011607i,-0.031556-0.0051881i,-0.039811+0.022188i,-0.0014293+0.0436i,0.034517+0.037496i,0.038629+0.017922i,0.026624+0.008769i,0.019942+0.010628i,0.016749+0.011067i,0.011173+0.0083948i,0.0016478+0.0021493i,-0.011217-0.0020374i,-0.023527-0.0034987i,-0.03197-0.0031568i
0.32838+0.074161i,0.47387-0.089024i,0.39385-0.22762i,0.21742-0.13528i,0.14931+0.040976i,0.11009+0.063915i,0.0021405+0.010168i,-0.089143+0.010685i,-0.089352+0.041215i,-0.028639+0.024117i,-0.016402-0.034769i,-0.064338-0.052716i,-0.087152-0.017758i,-0.064582+0.013649i,-0.026888+0.015956i,-0.0050318+0.001471i,-0.0066149-0.012514i,-0.016565-0.022585i,-0.020731-0.028835i,-0.015161-0.030238i,-0.0070784-0.029032i,-0.00052239-0.027577i,0.002062-0.026243i
0.22128+0.34052i,0.50156+0.41113i,0.54826+0.24837i,0.24925+0.071704i,-0.047814+0.058467i,-0.13704+0.056441i,-0.11931+0.005021i,-0.073091-0.033866i,-0.045177-0.048454i,-0.024809-0.025057i,0.024744-0.030068i,0.040186-0.08503i,0.0011564-0.097895i,-0.025483-0.055522i,-0.017745-0.0078506i,-0.003006+0.020708i,0.0051798+0.028781i,0.0088322+0.023382i,0.0089144+0.014201i,0.012482+0.0093464i,0.019616+0.0052991i,0.02222-0.00086481i,0.018208-0.0064239i
-0.28476+0.18912i,-0.3408+0.48522i,-0.18985+0.57878i,-0.030537+0.29574i,-0.04317-0.027769i,-0.080276-0.11197i,-0.034009-0.060327i,0.038312-0.022188i,0.05657-0.030984i,0.0158-0.015614i,0.03327+0.037152i,0.10444+0.040099i,0.11651+0.0011975i,0.075365-0.015479i,0.031781-0.0096174i,0.0037941-0.0043319i,-0.0031521-0.0061394i,0.0063341-0.0015381i,0.017794+0.0076488i,0.012388+0.0092993i,-0.0035591+0.013141i,-0.0064032+0.021434i,0.0058237+0.022589i
-0.3867-0.24009i,-0.70248-0.195i,-0.67075-0.0055099i,-0.24233+0.10331i,0.12494+0.052127i,0.20015-0.02336i,0.11674-0.04158i,0.021371-0.0055839i,-0.0015665+0.031053i,0.0042575+0.023208i,-0.01721+0.045667i,-0.015443+0.1039i,0.011809+0.11044i,0.021154+0.073722i,0.013511+0.041361i,0.0047238+0.01983i,-0.0026029+0.0061452i,-0.011897+0.00076126i,-0.014424+0.0029743i,-0.0050294+0.0057079i,0.001951+0.0045051i,-0.0015865+0.0041929i,-0.0072517+0.008113i
0.17813-0.28381i,0.12864-0.57492i,-0.034069-0.58774i,-0.096178-0.22928i,0.0025122+0.089238i,0.090605+0.13092i,0.073174+0.040954i,0.0056577-0.016579i,-0.018881-0.0023183i,0.0019403+0.0075726i,-0.023746-0.010129i,-0.079757-0.00096826i,-0.09037+0.020207i,-0.071542+0.021855i,-0.052406+0.013629i,-0.031267+0.0047942i,-0.012457-0.0035463i,-0.0068551-0.0097271i,-0.013028-0.0085034i,-0.01626-0.0040343i,-0.014385-0.0021343i,-0.013285-0.0012422i,-0.010806-0.0011562i
0.40336+0.11172i,0.64798-0.0016293i,0.58063-0.1499i,0.20881-0.14759i,-0.09688-0.023963i,-0.15266+0.074089i,-0.079746+0.097798i,-0.0022557+0.062538i,0.011082+0.015652i,-0.013119+0.002607i,-0.020678-0.01961i,-0.028332-0.061361i,-0.034385-0.067363i,-0.017955-0.045056i,0.0039563-0.027759i,0.016945-0.014771i,0.023267-0.0057469i,0.024622-0.0040732i,0.019-0.0045356i,0.0077703-0.0031341i,-0.00023684-0.0017421i,-0.0030264-0.0035659i,-0.0030342-0.0071042i
-0.073322+0.25267i,0.035342+0.44631i,0.17219+0.44188i,0.16872+0.21726i,0.038464+0.026185i,-0.089489-0.012062i,-0.13023+0.021665i,-0.094596+0.040898i,-0.059584+0.018818i,-0.0449-0.00096933i,-0.0050989-0.0070403i,0.039441-0.023705i,0.043485-0.028335i,0.025474-0.01004i,0.012345+0.0081901i,0.0010372+0.017292i,-0.01215+0.020701i,-0.017951+0.019651i,-0.014151+0.011566i,-0.0085898+0.00078747i,-0.0033962-0.0036422i,0.0018709-0.0027005i,0.006336+0.00029069i
-0.2755-0.036248i,-0.38647+0.066472i,-0.31766+0.18581i,-0.11675+0.18221i,0.023249+0.053086i,0.036032-0.075088i,-0.0099334-0.13074i,-0.04739-0.11025i,-0.033166-0.059959i,0.0043137-0.0275i,0.027169-0.0026634i,0.037357+0.02181i,0.026686+0.029585i,0.0017951+0.027i,-0.01112+0.022669i,-0.010553+0.012559i,-0.0056751-0.00032335i,-0.0010001-0.007061i,0.00349-0.0069692i,0.0091986-0.008786i,0.0085275-0.010832i,0.0023101-0.0076506i,-0.0016627-0.00026319i
0.064637-0.12572i,0.0035415-0.18009i,-0.095768-0.15304i,-0.11489-0.076153i,-0.023514-0.033452i,0.096012-0.055383i,0.14122-0.086306i,0.1166-0.070354i,0.085449-0.030595i,0.052061-0.008046i,0.015494+0.0079317i,-0.0046083+0.01685i,-0.010588+0.0034499i,-0.016397-0.010234i,-0.021423-0.0091299i,-0.018975-0.0085435i,-0.0096063-0.014187i,0.0023661-0.015144i,0.0098806-0.0054513i,0.0091653+0.0086294i,0.0036369+0.01915i,0.0014572+0.019981i,0.0046271+0.0075966i
0.1503+0.086825i,0.16035+0.0903i,0.091494+0.04101i,0.028033+0.014317i,0.023068+0.058609i,0.033821+0.11209i,0.032146+0.11988i,0.020309+0.095018i,0.0013709+0.062768i,-0.017608+0.034227i,-0.027576+0.024712i,-0.020263+0.027244i,-0.0030396+0.017294i,0.0028861-0.0024881i,0.00066881-0.013135i,0.0071644-0.013465i,0.014348-0.0093819i,0.0074175-0.0026668i,-0.0053484+0.0029342i,-0.0079072+0.0020777i,-0.0060357-0.0036284i,-0.0081777-0.0064786i,-0.0073029-0.0013564i
-0.14309+0.047024i,-0.20874+0.029375i,-0.17622+0.022354i,-0.087337+0.069364i,-0.073261+0.11064i,-0.11986+0.11988i,-0.13157+0.096911i,-0.11413+0.0447i,-0.09379+0.010315i,-0.057568+0.0029927i,-0.029743-0.0057609i,-0.025644-0.0061483i,-0.020461+0.0085867i,-0.0081013+0.016731i,-0.00065112+0.016717i,0.0041546+0.02219i,0.0076685+0.026104i,0.002438+0.020471i,-0.0083323+0.011738i,-0.012067+0.0034705i,-0.0078069-0.004838i,-0.0036514-0.0066021i,-4.4102e-05+0.0047986i
-0.094302-0.17362i,-0.081823-0.29808i,-0.05186-0.29966i,-0.069622-0.19037i,-0.091128-0.12064i,-0.066747-0.12199i,-0.025891-0.12136i,0.0075124-0.10187i,0.016194-0.071592i,0.012188-0.033006i,0.011141-0.020198i,-0.0035295-0.030767i,-0.019163-0.027393i,-0.014442-0.015818i,-0.0079023-0.012093i,-0.012819-0.0081656i,-0.012905-0.0041138i,0.00059094-0.0084554i,0.013038-0.01559i,0.011323-0.014488i,0.0028725-0.0066083i,-0.0025583+0.00039942i,-0.0095456+0.0020686i
0.24478-0.054688i,0.42624-0.056525i,0.42521-0.060398i,0.24619-0.093776i,0.13367-0.11385i,0.11674-0.10998i,0.090844-0.085544i,0.069213-0.033644i,0.058544-0.0065804i,0.028289-0.0080719i,0.007474-0.0063402i,0.0082312-0.015833i,0.0021256-0.027683i,-0.0054093-0.020492i,-0.0026806-0.0098369i,-0.0008047-0.0071727i,-0.0034783-0.0024697i,-0.0015539+0.0060989i,0.0057417+0.0093188i,0.010344+0.0075051i,0.0087339+0.0052933i,0.0043243-0.0025839i,-0.00041221-0.015821i
0.13149+0.25267i,0.16952+0.47159i,0.1584+0.5199i,0.14327+0.35941i,0.1152+0.20306i,0.070048+0.12851i,0.023132+0.073756i,-0.020056+0.044542i,-0.026816+0.029686i,-0.01242+0.0024421i,0.0028169-0.0067564i,0.02913-0.00050169i,0.038343-0.0036171i,0.017011-0.0036442i,-0.00091939+0.0036323i,-0.0027934+0.0033555i,-0.0046436-0.0037323i,-0.013464-0.00098406i,-0.019163+0.010347i,-0.014061+0.012963i,-0.0070667+0.0044733i,-0.0039971-0.0024295i,0.0025756-0.0017659i
-0.27957+0.13876i,-0.52004+0.22011i,-0.56201+0.24232i,-0.35923+0.21169i,-0.16869+0.15493i,-0.0727+0.099861i,-0.005825+0.046152i,0.010401-0.0079431i,-0.0057536-0.017224i,0.0039879+0.0038879i,0.02131+0.017414i,0.024369+0.028642i,0.022498+0.027792i,0.016339+0.0083672i,0.0076317-0.00482i,0.0046711-0.0034103i,0.0093584-0.0042404i,0.01221-0.01241i,0.0076979-0.016798i,0.0020109-0.012414i,0.0025634-0.0061735i,0.0082308+0.00029514i,0.013024+0.0081989i
-0.20909-0.24774i,-0.33811-0.48965i,-0.36684-0.55104i,-0.27802-0.35973i,-0.13505-0.15995i,-0.026738-0.053809i,0.030867+0.0036049i,0.053667+0.012223i,0.034283+0.0059514i,0.0097608+0.021583i,-0.0049832+0.035595i,-0.022196+0.035501i,-0.023103+0.026366i,-0.005331+0.0083958i,0.0034376-0.0073071i,-0.0008864-0.0065177i,-0.00014016+0.006056i,0.0083357+0.0095176i,0.010368+4.4118e-05i,0.0023413-0.0056856i,-0.0026642+1.7251e-05i,-0.0018709+0.0087355i,-0.0030766+0.013798i
0.23842-0.22136i,0.45748-0.3971i,0.49375-0.43251i,0.30211-0.28356i,0.12281-0.097932i,0.026762-0.00022219i,-0.0372+0.033441i,-0.04537+0.047911i,-0.025379+0.027352i,-0.02854+0.0018163i,-0.044687-0.00558i,-0.050261-0.010802i,-0.039735-0.0086946i,-0.019448+0.0023494i,-0.0016707+0.0065282i,0.0017231+0.0042834i,-0.0068196+0.010982i,-0.012157+0.024472i,-0.0057778+0.028213i,0.0017997+0.018371i,-0.00085954+0.0075618i,-0.010579-0.00033635i,-0.020277-0.0097205i
0.28078+0.17773i,0.4972+0.35875i,0.52947+0.40147i,0.3277+0.26662i,0.093694+0.13549i,-0.023486+0.049014i,-0.054509-0.017954i,-0.047751-0.036714i,-0.020329-0.03389i,-0.0090055-0.036349i,-0.0057239-0.042878i,0.0050036-0.05028i,0.0054335-0.042752i,-0.0018004-0.017386i,-0.0016859+0.0030854i,-0.0032821+0.0013636i,-0.016112-0.012252i,-0.026248-0.018077i,-0.019684-0.010413i,-0.0048289-0.001833i,0.001603-0.0019049i,0.0021914-0.0056964i,0.0043939-0.011231i
-0.12898+0.28527i,-0.2487+0.52621i,-0.26891+0.56487i,-0.16988+0.34129i,-0.074463+0.10203i,-0.00030188-0.0013064i,0.061645-0.033085i,0.065258-0.037928i,0.039083-0.015765i,0.028706+0.0022429i,0.042702+0.0042136i,0.059099-0.0015707i,0.05109-0.0093391i,0.027626-0.013412i,0.01177-0.012018i,0.0098799-0.014604i,0.015012-0.026214i,0.015611-0.036041i,0.0064383-0.032024i,-0.0015725-0.018911i,0.0012086-0.0087781i,0.011698-0.0028366i,0.024276+0.00025732i
-0.29811-0.051596i,-0.54879-0.10993i,-0.59005-0.11414i,-0.35463-0.056995i,-0.099825-0.0069971i,0.013652+0.037892i,0.043592+0.075445i,0.030351+0.07417i,0.0026481+0.056373i,-0.002972+0.042126i,0.0020286+0.041472i,0.0076302+0.049103i,0.013656+0.037643i,0.01341+0.015722i,0.008073+0.0058426i,0.0095374+0.010002i,0.019997+0.021082i,0.025895+0.02848i,0.018334+0.024434i,0.0070353+0.014333i,0.0015826+0.0087781i,0.0017522+0.011345i,0.005714+0.019694i
-0.0023335-0.27317i,-0.012119-0.50712i,-0.043823-0.53529i,-0.067911-0.28884i,-0.061741-0.039752i,-0.071643+0.048922i,-0.087934+0.064646i,-0.068948+0.048447i,-0.042474+0.011722i,-0.034165-0.0045461i,-0.041871+0.0051738i,-0.046798+0.023374i,-0.032261+0.029129i,-0.01341+0.020768i,-0.0040715+0.012161i,-0.0043674+0.010473i,-0.012003+0.015623i,-0.016434+0.021191i,-0.0095072+0.017682i,-0.0015487+0.0081897i,-0.0048405+0.0026391i,-0.015931+0.0032124i,-0.028954+0.007481i
0.25623-0.066485i,0.47481-0.13696i,0.49007-0.18661i,0.24328-0.15337i,0.011821-0.074514i,-0.05843-0.050928i,-0.059072-0.063289i,-0.032445-0.061485i,-0.0067019-0.054392i,-0.0094531-0.037924i,-0.016639-0.025431i,-0.022729-0.02714i,-0.02239-0.018717i,-0.0093098-0.0053083i,0.0010623-0.0027984i,-0.00069197-0.0089524i,-0.011793-0.020816i,-0.021692-0.029188i,-0.01827-0.023543i,-0.0075281-0.0099695i,-0.00103-0.0044629i,-0.0011918-0.0093679i,-0.0062583-0.020178i
0.11808+0.21422i,0.24624+0.39078i,0.32115+0.3892i,0.24403+0.1682i,0.10454-0.0097045i,0.048124-0.040562i,0.044776-0.033837i,0.02868-0.016107i,0.014584+0.0038808i,0.0071072+0.0020386i,0.0081686-0.013047i,0.012271-0.03258i,0.0058978-0.035481i,0.00031371-0.017329i,0.0016479-0.0029201i,0.0080292-0.0025036i,0.018029-0.01043i,0.020637-0.015297i,0.0096188-0.0096371i,-0.00024682-0.00094902i,0.0029211+0.00091876i,0.01319-0.0024997i,0.026103-0.0086272i
-0.162+0.15813i,-0.29922+0.33503i,-0.28574+0.43212i,-0.1058+0.32479i,0.016573+0.14485i,0.02077+0.065082i,0.013698+0.055672i,0.003574+0.046703i,-0.0050569+0.033029i,0.00039369+0.008875i,0.0055703-0.0045188i,0.017947-0.0014517i,0.02162-0.0033462i,0.0070013-0.0021738i,-0.0020549+0.0065504i,0.0027754+0.015411i,0.015193+0.023729i,0.023871+0.026617i,0.018525+0.018127i,0.0049935+0.0049796i,-0.0021238-0.00062535i,0.00022467+0.0056057i,0.0088632+0.019367i
-0.18058-0.10493i,-0.38985-0.18413i,-0.50855-0.14036i,-0.38599+0.011224i,-0.1718+0.07376i,-0.063748+0.031727i,-0.033794+0.0073595i,-0.011662-0.0090224i,-0.0029895-0.025402i,0.0030035-0.021031i,0.010334-0.0043915i,0.015919+0.018342i,0.021339+0.024363i,0.014474+0.01107i,0.0009001+0.0016227i,-0.0083388+0.00073706i,-0.015497+0.0028826i,-0.018034+0.0034788i,-0.011674-0.00046011i,-0.0053788-0.0043559i,-0.0065952-0.0020078i,-0.013256+0.005239i,-0.024056+0.0146i
0.060069-0.18461i,0.084719-0.41453i,0.015232-0.54377i,-0.10071-0.40438i,-0.10864-0.16337i,-0.037978-0.044101i,-0.0096027-0.020089i,0.00049673-0.017496i,0.0070451-0.021851i,0.0036388-0.010191i,0.001214+0.0081249i,-0.0072314+0.018621i,-0.0086835+0.024906i,0.0031862+0.017297i,0.0092602+0.0030468i,0.0058959-0.0051294i,-0.0010644-0.011038i,-0.0074345-0.013205i,-0.0071385-0.0072266i,-4.1461e-06+0.0013604i,0.0053016+0.0041696i,0.0019892-0.0037529i,-0.0088096-0.016652i
0.18875+0.0088866i,0.42123-0.02301i,0.55332-0.1169i,0.40456-0.19366i,0.14804-0.13623i,0.023471-0.02082i,-0.0023898+0.025791i,-0.0064869+0.034685i,0.0026212+0.030024i,-0.00064376+0.015387i,-0.015822+0.0076971i,-0.029098-0.002605i,-0.033994-0.0041239i,-0.02096+0.0067141i,-0.0037871+0.011028i,0.0039592+0.0098562i,0.0088349+0.0082385i,0.013111+0.0059882i,0.010844+0.0064266i,0.0048667+0.0068954i,0.0037141+0.0027767i,0.0092497-0.0047984i,0.019693-0.013397i
0.036418+0.17938i,0.11314+0.40563i,0.22486+0.54046i,0.26394+0.40191i,0.1548+0.14942i,0.018762+0.024076i,-0.023009+0.0021657i,-0.015037+0.0038997i,0.00027957+0.0081541i,0.0059387-0.0039265i,-0.0027656-0.0195i,-0.0036072-0.026819i,-0.0052155-0.02781i,-0.013622-0.014399i,-0.014092+0.0009046i,-0.0097445+0.0050916i,-0.0047086+0.0041786i,0.00097766+0.0012265i,0.001066-0.0053733i,-0.0055533-0.01137i,-0.010232-0.0097532i,-0.0056674+0.00075671i,0.0051931+0.012926i
-0.15443+0.077772i,-0.36612+0.19925i,-0.50243+0.33976i,-0.37716+0.36068i,-0.13468+0.20768i,-0.011792+0.036334i,0.0095295-0.027062i,0.010875-0.031398i,0.0052863-0.022399i,0.0088711-0.013014i,0.02151-0.013621i,0.031702-0.011068i,0.031884-0.0088758i,0.017621-0.010017i,0.0038384-0.0077689i,-0.0012708-0.0061291i,-0.0050618-0.0057586i,-0.0089702-0.0039766i,-0.0092305-0.0021725i,-0.0060408-0.0014532i,-0.0030339+0.00075968i,-0.0049538+0.0050305i,-0.013305+0.011483i
-0.099735-0.13354i,-0.25691-0.32446i,-0.42452-0.44945i,-0.43291-0.33008i,-0.24808-0.097745i,-0.055364+0.019665i,0.013502+0.035645i,0.013844+0.027974i,0.0029903+0.015502i,-0.00015865+0.016223i,0.0098156+0.024597i,0.013022+0.029774i,0.012555+0.029581i,0.014968+0.017792i,0.01211+0.0056664i,0.0089035+0.0023612i,0.0079752+0.0026198i,0.0069625+0.0057223i,0.0084718+0.012169i,0.012674+0.013745i,0.013056+0.0073396i,0.0058486-0.0022483i,-0.0037798-0.011634i
0.10638-0.11716i,0.2661-0.30261i,0.37191-0.48594i,0.26236-0.47595i,0.054784-0.25613i,-0.041356-0.036249i,-0.043932+0.049024i,-0.029022+0.054677i,-0.011339+0.037012i,-0.0088668+0.021018i,-0.017634+0.021312i,-0.026086+0.022404i,-0.029992+0.021272i,-0.021348+0.018839i,-0.010273+0.012098i,-0.0066375+0.0078822i,-0.0030354+0.0051501i,0.0020514+0.001265i,0.0044143-0.0019733i,0.0034903-0.0038409i,0.00084758-0.0046854i,0.0025266-0.004423i,0.0089778-0.0071518i
0.12886+0.07818i,0.33068+0.20618i,0.5203+0.29698i,0.49465+0.21216i,0.25887+0.042176i,0.038248-0.032845i,-0.042402-0.030501i,-0.041438-0.017129i,-0.020102-0.0067863i,-0.0097258-0.0091187i,-0.017941-0.016012i,-0.023704-0.021722i,-0.024446-0.023978i,-0.022653-0.014748i,-0.014978-0.0037073i,-0.0095541-0.0018589i,-0.0086691-0.0055614i,-0.010342-0.010312i,-0.01441-0.012769i,-0.01807-0.009508i,-0.015625-0.0035657i,-0.0067114+0.0035225i,0.0017249+0.010843i
-0.047186+0.1359i,-0.14149+0.3446i,-0.22165+0.54254i,-0.16617+0.52132i,-0.032997+0.28536i,0.021995+0.059207i,0.011954-0.032749i,-0.0034404-0.042568i,-0.013043-0.02678i,-0.0087529-0.015017i,0.0017554-0.019704i,0.0097875-0.026198i,0.01441-0.028201i,0.009687-0.023326i,0.0038632-0.011603i,0.0043137-0.0042072i,0.0057107-0.0012871i,0.0039589+0.0030866i,0.00068893+0.0092547i,-0.00013827+0.011304i,0.0022976+0.0073049i,0.0016287+0.0042203i,-0.0041586+0.0050647i
-0.12375-0.020065i,-0.33349-0.086271i,-0.54366-0.15322i,-0.53824-0.11559i,-0.31369-0.0055928i,-0.092486+0.043665i,0.0025124+0.036086i,0.01494+0.021001i,0.0031928+0.008306i,-0.0019292+0.005322i,0.0084521+0.006095i,0.020734+0.0081195i,0.025847+0.010826i,0.021141+0.006319i,0.0099513+0.001071i,0.0039305+0.0007496i,0.0056644+0.0023349i,0.011806+0.0040269i,0.016972+0.0052062i,0.017453+0.003178i,0.011637-0.00048581i,0.0030371-0.0025934i,-0.0012758-0.0061238i
