-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
-0.0011341+0.0039626i,-8.2064e-05+0.0046424i,-0.00014964+0.0040457i,0.0010602+0.0028616i,0.0016772+0.0012189i,0.0009275-0.00028155i,0.00043984-0.00062191i,-4.5661e-05-0.00041494i,-0.00039953-0.00015994i,0.00016749+0.00039133i,0.00055683+0.00024524i,-9.1928e-05-0.00050549i,-0.00028877-0.00037972i,-0.00076741+0.00080301i,-0.00087057+0.00059308i,-0.00049281-0.00033642i,-0.0011735-0.00079151i,-0.001186-0.00055613i,-0.0007287-8.5559e-05i,-0.00040944+0.00017963i,-0.00022904+0.00073768i,8.7899e-05+0.00010832i,0.00019232-0.00016724i
-0.0019116-0.00029463i,-0.0020312+0.0008685i,-0.0015301+0.0011897i,-0.00049133+0.0004802i,0.00026315-0.00026818i,-0.00084906+0.00036609i,-0.0015187+0.00038136i,-0.00041665-4.7027e-06i,-0.00020808+0.00030537i,-0.0006271-0.00034297i,-0.0005407-0.00058483i,-0.00029944+0.00044201i,-0.00087633+0.0010692i,-0.0013216+0.00090079i,-0.00077774+0.00033508i,-0.00023506+4.2639e-05i,-0.00033658+0.00084226i,-0.00051449+0.00066575i,-0.00088618-6.6847e-05i,-0.0013257-0.00056503i,-0.00061504-0.00083567i,0.00012642-0.00015089i,0.00032425+0.00011462i
0.0029286-0.00016691i,0.0023681-0.0010237i,0.0022242-0.0013098i,0.0021209-0.00049153i,0.0013841+0.00026828i,-0.00019534-0.00018578i,-0.00078023-0.00047216i,-0.00047326-6.8054e-05i,-0.00048775-0.00035997i,-0.000455-0.00091101i,-0.0011328-0.00049421i,-0.0015508-3.3599e-05i,-0.001344+0.00047945i,-0.00021639+0.0014666i,0.00081519+0.0016332i,0.00071299+0.00094224i,0.00072089+0.0006653i,0.00068453+0.00054884i,0.00070415-0.00069326i,0.0013192-0.00089383i,0.0011221+6.8876e-05i,0.00050609+0.00010988i,0.00011408+7.0968e-07i
9.7073e-05-0.0013904i,0.00037902-0.00079526i,-0.00025996-0.00047474i,-0.0006907+0.00029002i,-0.00066129+0.00068073i,-0.00086381+0.00078816i,-0.00088347+0.00033784i,-0.0011143-0.00041833i,-0.0014838-0.00015766i,-0.0011191-0.00015997i,-4.6635e-05+5.1092e-05i,0.0010351+0.00024027i,0.0010681+0.00028729i,0.00055066+0.00046542i,-0.00017424+0.00061029i,-0.00059857+0.00029238i,-0.00050662-0.00026271i,0.00013944-0.00044406i,-0.00033591-0.00040307i,-0.0012892+0.00014494i,-0.0010724+0.00048369i,-0.00032068+0.00032146i,3.766e-05+0.00073608i
-0.0020359+0.0010881i,-0.0017535+0.0014381i,-0.00016219+0.0011545i,0.00084598+0.00078139i,0.00091172+0.00035644i,0.00094776-0.00039971i,6.4457e-05-0.00082595i,-0.00071712-0.00091107i,-0.00019385-0.00037908i,1.9819e-05+2.2826e-05i,-0.00097821-0.00046046i,-0.0019422-0.00020426i,-0.0015295+0.00043022i,-0.00071367+0.00037975i,-0.0002376-0.00017446i,-0.00057463-0.0004908i,-0.00061993-0.00035933i,0.00026377-0.00025949i,0.00090124-0.00037216i,-7.8017e-05-0.00041906i,-0.00061953+9.5723e-06i,-3.818e-05+0.00051425i,0.00029282+0.00039153i
-0.00073779-4.613e-06i,-0.0010968-0.00019505i,-0.001831-0.0011474i,-0.00072149-0.00096289i,-0.0003583-0.0001825i,-0.00089843-7.8638e-05i,-0.00081942-0.00010259i,-0.00012576+3.7169e-05i,-4.8366e-05-0.00031407i,-0.00050684-0.00079596i,-0.00054504-0.00061819i,-0.00029206-0.00055931i,-0.00026638-0.0005147i,-0.0001688+3.4146e-05i,0.00025524+0.00060242i,0.00052042+0.00064159i,0.00042237+0.00048579i,0.00047492+0.0002232i,0.00065988+0.00034979i,0.00021228+0.00029622i,0.00029914-0.00033281i,0.00072934-0.00034059i,7.9307e-05-0.00059037i
0.00036567+0.00068691i,0.00075981+0.0010701i,0.0018788+0.00026721i,0.0010362-0.00042335i,-0.00027809-0.00018636i,-0.00038204+8.2974e-05i,-0.00091442-0.00015251i,-0.0017039-0.00027447i,-0.0016965-0.00014792i,-0.0012528-0.0006073i,-0.00048618-0.00079708i,-0.00076583+0.00045589i,-0.0009674+0.0013008i,-0.00091648+0.00087309i,-0.0010234-5.6281e-05i,-0.00084691-0.00034858i,-0.00085047+3.5088e-05i,-0.00090613+0.00038061i,-0.00063518+0.00085094i,-0.000484+0.00077321i,-0.00013293+0.00039617i,0.00037935-0.00021057i,0.00044853-0.00033214i
0.00026901+0.002625i,-0.00019703+0.0025985i,0.00097796+0.0019502i,0.0015327+0.00089832i,0.00049597-0.00047242i,4.1744e-05-0.00058934i,-0.00033039+0.00033419i,-0.0005612-0.00063509i,-0.000708-0.0012114i,-0.00090932-0.000985i,-0.00073544-0.0010304i,-0.00036068-0.00018481i,1.9519e-05+0.00050849i,0.00011818+0.0008452i,3.3406e-05+0.00087027i,-0.00013031+0.00056045i,0.00022874+0.00054727i,0.00038462+0.00036222i,-0.00023554-7.3769e-05i,-0.00032327-0.00034252i,0.00030159-0.0002766i,0.00037422-0.00016704i,0.0001592-0.0003252i
0.0011686-7.2978e-05i,0.001191-0.00070967i,0.00071638-0.0012353i,-1.3678e-06-0.0015376i,0.00061931-0.00026076i,-7.4925e-06+0.00055365i,-0.00081998-0.00073183i,-0.0015915-0.0016361i,-0.0017024-0.00089687i,-0.00097983+0.00065937i,-0.00060509+0.00074298i,-0.00027557-0.00021437i,-0.00032335+0.00019139i,-0.00027459+3.5633e-05i,0.00016952-0.00032647i,-3.4849e-05+0.00075308i,-0.00014569+0.00070531i,-0.00056498+8.9201e-05i,-0.00104-0.00050889i,-0.00055849-0.00090056i,0.0006459-0.00088869i,0.00060363-0.00094282i,0.00022249-0.00072119i
-0.00072707+0.00085862i,-0.00018828+0.00067011i,0.0001746+0.00081282i,0.00047829+0.0012724i,0.00020697+0.00099673i,0.00022508+6.061e-05i,0.00058284-0.0003881i,-0.00017478-0.00019111i,-0.0010175-9.6365e-05i,-0.0012501-7.1206e-05i,-0.001018-3.1577e-05i,-0.0007592-1.0114e-05i,-0.00023935-0.00043045i,0.00018462-0.00073571i,5.3627e-05-0.00032818i,-0.00016501+0.00067948i,-0.00028696+0.00081256i,0.00028117+2.8945e-05i,0.00063118-0.00037043i,0.00022313+0.00020289i,-0.00071859+0.00070435i,-0.00059937+0.00050416i,0.00033673+0.0012957i
-0.00038858+0.00019246i,-0.001653+0.0003197i,-0.0022505+3.7114e-05i,-0.0020486+0.00041804i,-0.00096296+0.0006178i,-0.00031197+0.00028124i,-0.00095071-0.00056518i,-0.00076349-0.0012215i,-0.0005144-0.0013661i,-0.00058036-0.0011062i,-0.00043209-0.00035823i,-0.00025542-1.3316e-05i,3.6754e-05+0.00018517i,0.00015472+0.00076194i,-0.00048951+0.0011669i,-6.8857e-05+0.00064581i,0.00076098+1.2306e-05i,0.00017767-0.0004914i,-0.00027324-0.00050497i,0.0002765-0.00024302i,0.00055385+0.00015746i,0.00019669+0.00034225i,0.00022408+0.00015597i
-0.001193+0.0014325i,-0.00043764+0.00060821i,0.00025128+0.0015561i,-0.00021492+0.0013564i,-0.00070779-1.4595e-05i,-0.00062505-0.0016797i,-0.0007991-0.0014657i,-0.0011771-7.6997e-05i,-0.00086384+5.0291e-05i,-0.00097774-0.0004504i,-0.00082561-0.00057228i,-0.00053781-0.00042043i,-0.00083906+0.00022707i,-0.00063295+0.00073433i,6.0318e-05+0.00050793i,0.00060269+0.0010586i,0.00050571+0.0012536i,-0.00010178+0.00086726i,-0.00034883-0.00022599i,0.00026817-0.00092365i,0.00055844-0.0002118i,0.0004451-1.5116e-05i,0.00018284+6.4276e-05i
-0.00094261-0.00030598i,-0.00055817-0.00051203i,-0.0014657+0.0011323i,-0.001369+0.00088709i,-0.00028653-0.00085563i,-1.9633e-05-0.0014227i,-0.00038721-0.0014123i,9.2476e-05-0.0014157i,3.4392e-05-0.00067627i,-0.00074413-0.00040166i,-0.00078411-0.00030379i,-0.0006497+9.0533e-06i,-0.00072806+7.7999e-05i,-0.0008554+3.9656e-05i,-0.00069775+0.000632i,-0.001001+0.00083975i,-0.0010891+0.00034448i,-0.00010145+7.7112e-05i,0.00014618-0.00055866i,7.5299e-05-0.00039194i,-2.9689e-05-0.00020124i,0.00077897-0.00017461i,0.0013261+0.00053287i
-0.00017193-0.00038893i,-0.00038071+0.00045188i,-0.00088406+0.00036176i,-0.00014714+0.00048752i,0.00071419+0.00077897i,0.0007777+0.00027082i,0.00073123-0.00068978i,8.5744e-05-0.0010385i,-0.00054931-0.0013973i,-0.00067183-0.0017803i,-0.0010074-0.001353i,-0.0015406+0.0002566i,-0.0007849+0.00081942i,-0.00015153+0.00054138i,-0.00065389+0.00051955i,-0.00079348-0.00027584i,-0.00073724-0.0003195i,-2.193e-05+0.0006845i,9.3684e-06+0.00092353i,-0.00026158+0.00063337i,-0.00038089+0.00035481i,-0.00048679+0.00052751i,0.00034373+0.00079272i
-0.0016302-7.5157e-05i,-0.0011624+0.0003307i,-0.0014004+0.00015769i,-0.0014755+9.8864e-05i,-0.0013548+0.0002219i,-0.001118-0.00019884i,-0.00095181+0.00018469i,-0.0013011-0.000489i,-0.0017045-0.0013101i,-0.0013115-0.0008535i,-0.00059137+0.00018595i,-0.00062116+0.00078474i,-0.001155+0.00058578i,-0.00091815-0.00048797i,-0.00022324-0.00032002i,0.00062863+0.00060576i,0.001089+0.00050604i,0.00031669+0.00011315i,-0.00081041-0.00061456i,-0.00064666-0.00085137i,-0.00033278-0.00015408i,-0.00022179-0.00026627i,-2.4129e-05-0.00066354i
0.0015307+0.0011107i,0.00072563+0.00051639i,0.00064637-0.00080615i,0.00028032-0.00074762i,-0.00094183-0.00022731i,-0.0011037-0.0006985i,-0.00059867-0.00083038i,-0.00013322-0.00028192i,-7.5282e-05-0.00051258i,-0.00062336-0.0004544i,-0.00035049+0.00057237i,0.00073727+0.0010969i,0.00021825+0.0013394i,-0.0001124+0.0013878i,0.0003747+0.00082719i,-0.00024729+0.00037969i,-0.00083601+0.00022667i,-0.00057835-0.00021668i,0.00043276-0.00051089i,0.00092356-0.00052805i,0.00045106-0.00021858i,0.00016172+0.00044213i,-0.0003167+0.0011411i
0.0021664-0.0018215i,0.0017663-0.0022719i,0.0013246-0.0031896i,-0.00053916-0.0034216i,-0.0018616-0.0026052i,-0.0013519-0.0017071i,-0.00049996-0.00080625i,-0.00060612-0.00034217i,-0.00060291-0.00118i,-0.00072069-0.001388i,-0.0012016-0.00063879i,-0.0014923+0.00065994i,-0.0012+0.0017346i,0.00029867+0.0020962i,0.00074903+0.001274i,-0.00053469+8.0934e-05i,-0.00065352-0.00086754i,0.00046387-0.0013151i,0.00061779-0.0013816i,-0.00018427-0.00079521i,-0.00023003+0.00010355i,0.00014556+4.6416e-05i,0.00059779-1.4061e-05i
0.0002558-0.0010727i,0.00028968-0.00010334i,-0.00096916-0.00074191i,-0.0014187-0.0014375i,-0.0016486-0.0014172i,-0.0010989-6.1802e-05i,-0.001211+0.00098542i,-0.0025872+0.0002441i,-0.0021516-0.00082376i,-0.0012692-0.00095957i,-0.001865-0.00089469i,-0.0010635-0.00050597i,0.00031663+0.00023682i,0.00072949+0.00032149i,0.00077621+5.4442e-05i,0.00059369+2.8379e-05i,0.00043818+0.00010891i,0.00089919-0.00024759i,0.00085027-0.00021788i,0.00088723+0.00031598i,0.00088729+0.00093379i,0.00098317+0.00056761i,0.0013128-0.00074206i
-0.0014379-0.00012352i,-0.00088912+0.00078192i,-0.0017274+0.00073811i,-0.0018563+0.00010191i,-0.00058526+3.0613e-05i,-0.00033639+5.5812e-05i,-0.00072403-1.3966e-05i,-0.001338+0.00010467i,-0.00078727-0.00011135i,-0.0005865+0.00017032i,-0.00096022+0.00045158i,-0.00033741+0.0002819i,0.00016985+0.00035147i,0.00026483+0.00079211i,5.8516e-05+0.00067729i,0.00019072+1.8929e-05i,0.00042667+0.00015348i,-5.9642e-05-0.00025941i,-8.0098e-05-0.00091469i,0.00057124-0.0006036i,0.0010667+4.7221e-05i,0.0010815+0.00032345i,0.00034115-0.00017022i
-0.0010225-0.0004863i,-0.00018001-0.00097766i,-0.00024354-0.00079325i,-0.0014413-9.7799e-05i,-0.0014532+0.00013564i,-0.00048002+0.00045848i,0.00085702+0.00020253i,0.0009636-0.00042126i,0.00042546-0.0011756i,-0.00020615-0.0012088i,-0.00059974-0.00027018i,9.9547e-05-0.00016806i,0.00045837-0.00053145i,0.0010711+8.8309e-05i,0.0007553+1.5317e-05i,-0.0002551-9.7202e-05i,-0.00085773-5.3294e-05i,4.5559e-05-0.00080609i,0.00069496-0.0010596i,0.00037922-0.00088449i,0.00056752-0.00059549i,-0.00026464-2.2546e-05i,-0.00042056+0.00055542i
0.0012682-0.00026655i,0.0023152+0.00015326i,0.0018418+2.383e-05i,0.00066818-0.0019889i,0.00013739-0.0021687i,-0.00025927-0.00050984i,-0.00036297-0.0002622i,-0.00058649-0.0012435i,-0.00070334-0.0014416i,-0.0010695-0.0010761i,-0.00096705-0.00079226i,-0.00050866-0.00056295i,-0.00097977+0.0007187i,-0.001371+0.0011563i,-0.00068194+0.00064455i,-0.00035406+9.5686e-05i,0.00018674-0.00010061i,0.00064383-0.00033839i,0.0012632-0.00062892i,0.00057953-0.00075193i,-0.0002971-0.00022396i,-0.0004112+0.00028431i,-0.00043322-0.00022714i
-0.00019656+0.00086582i,-0.00093065+0.00088592i,-0.0014567-0.00012598i,-0.0011324-0.00016198i,-0.0007442-0.00020114i,-0.00092323-0.001576i,-0.00095592-0.0018808i,-0.00027502-0.0014753i,1.0112e-05-0.00089336i,-0.00049769-0.00038872i,-4.7239e-05-0.00023062i,0.00026256+0.00015762i,-0.00091857+0.00044833i,-0.00091958+0.00054109i,9.8731e-05+0.0010993i,5.2114e-05+0.0012477i,-0.00035657+0.00078619i,1.0012e-05+0.00042873i,0.00035947-0.00030306i,-1.2951e-06-0.00098889i,-2.8146e-05-0.00044227i,0.00027528+9.054e-05i,-6.1666e-05+2.095e-05i
0.0013508+0.0013053i,0.0022848+0.0009844i,-0.00021603+5.8163e-05i,-0.00087469-0.001007i,-0.00088568-0.00095787i,-0.00098179-0.00088909i,-0.00070277-0.00076422i,-0.00062002-0.0006738i,-0.00010644-0.0010766i,-0.00030573-0.00065461i,-0.00071129-8.8214e-05i,-0.00040154+0.000433i,0.00018764+0.001758i,0.00039199+0.0020381i,-7.4322e-05+0.0013714i,-0.00015147+0.00054676i,2.813e-05-0.00036081i,0.0003213-0.00081472i,0.000292-0.00059121i,0.00026688-0.00085135i,0.00086543-0.0013654i,0.0009097-0.000477i,0.0010557+0.00072529i
0.00090163-0.00077245i,0.0010264-0.00076822i,0.0020206-0.0013769i,0.0027546-0.00091416i,0.0019392-0.00012542i,0.0003658-0.00034057i,-0.00055179-8.6632e-05i,-0.00089339-0.00025876i,-0.00041477-0.0014053i,0.00011452-0.0008786i,-0.00055388+0.00044802i,-0.0013652+0.0010186i,-0.0004536+0.00087686i,3.9381e-05+0.0010446i,-0.0012139+0.00055121i,-0.001453+1.8329e-05i,-0.00038355-9.882e-05i,0.00043914-0.00043189i,-0.00075367-0.00044862i,-0.0011841-0.00055212i,0.00024158-0.0004168i,0.00094495-0.00014428i,0.00064834-0.00022629i
-1.4083e-05+0.0042022i,5.2743e-06+0.0043391i,0.0002471+0.0034163i,0.0008438+0.0017638i,0.0013369-2.3456e-05i,0.00097921-0.001393i,4.6142e-05-0.0011569i,-0.00020098-0.00045261i,-5.0352e-05-0.00021094i,-5.7812e-05-0.00042534i,7.0083e-05-0.00087894i,-0.00018087-0.0013257i,-0.00061101-0.0014845i,-0.00056289-0.00089115i,-0.00070353-0.00010705i,-0.00047216+2.5405e-05i,0.00021665+0.00048703i,0.00033041+5.5544e-05i,-0.00016234-0.00073269i,-0.0010735+0.00022198i,-0.0016752+0.00099555i,-0.00096732+0.00084747i,-2.1793e-05+0.00013515i
0.00067397-0.00052479i,-0.0010646-0.0010878i,-0.0006593-0.00061818i,-0.00017905-0.00025466i,-0.00017702-0.00092325i,-0.00026662-0.00090676i,-3.4424e-05-5.8181e-05i,-0.00013614-0.00029025i,-0.00049888-0.0014875i,-0.00095047-0.0016374i,-0.0012655-0.00049343i,-7.7723e-06+0.00029067i,0.0010017+0.00032544i,0.00029823+0.00025852i,0.00016866-0.00030205i,0.00047599-0.00066242i,0.00061258-0.00042876i,0.00030408+0.00018995i,2.2373e-05-0.00030555i,0.00015314-0.00071673i,-1.2402e-05-0.00050684i,-0.00040824-0.00046116i,-0.00043284+0.00012913i
-0.001589-0.0017793i,-0.0022094-0.002509i,-0.0023573-0.0015447i,-0.0038511-0.00065936i,-0.0034245-0.00024915i,-0.001217+0.00028152i,-0.0001916+0.00035465i,-0.00033434+3.8357e-05i,-0.0006218-0.00025697i,-0.001299-0.00014516i,-0.00084186-0.00014644i,-0.00051047-0.00044772i,-0.00037544-0.00081454i,-0.00058399-0.00090538i,-0.00074768-0.0008785i,-0.00048543-0.00089407i,-0.00025198-0.0011731i,0.0007542-0.0010693i,0.00095164-0.00086815i,-6.5704e-05-0.00039893i,-0.00044445+0.00032434i,0.0002703+0.00026469i,0.00045172-0.00037975i
0.0016158-0.00084898i,0.0017412-0.00054416i,0.0018304+0.00024005i,0.0018264+0.001079i,0.0010677+0.00059964i,0.0002799+0.0003194i,-0.00042822-0.00037046i,-0.00038376-0.0012557i,0.00058635-0.00092041i,-7.601e-05-0.00057158i,-0.00063055-0.00014212i,-0.00027518+0.00024439i,5.3895e-05-7.5129e-05i,8.6391e-05+0.00041533i,-0.00029889+0.00059424i,0.00010648+0.00043758i,0.00060326+0.00015208i,-0.00034332-0.00074986i,-0.00094613-0.0010749i,-0.00035407-0.00098695i,0.00030429-0.0013266i,1.0059e-05-0.00089346i,-8.8911e-05-8.458e-05i
-0.00079492+0.0026263i,-0.00080136+0.003802i,-0.00039066+0.0029097i,0.0013995+0.00081225i,0.0013331+0.00016978i,-0.00025091-0.0010415i,-0.00071486-0.0010606i,-0.00016982-0.00035539i,-0.00041808-0.00073944i,-0.001721-0.00043653i,-0.001551+0.00058978i,-0.0011363+0.00081421i,-0.00085204+0.00041206i,-0.00015501-7.0637e-05i,-0.00035991+0.00024575i,-0.00025194+0.00075251i,0.00027734+0.00036626i,8.8052e-05-5.5558e-05i,-0.0003278+0.00043686i,-0.00012262+0.00078255i,-2.0086e-06+0.00061669i,2.7567e-05+0.00037573i,-0.00015276+0.00060629i
-0.0017404+0.0015329i,-0.0023911+0.0014672i,-0.0024041+0.0014222i,-0.0017328+0.00036013i,-0.00056092-2.33e-05i,-0.00039946-0.00019997i,-0.00074398-0.00047027i,-0.0006137-0.00091464i,-0.00066291-0.0010907i,-0.0008441-0.0012135i,-0.00083935-0.00072685i,-0.00037854+0.00039759i,-0.00011491+0.00054302i,-0.00051886-0.00030573i,-0.00095558-0.00027729i,-0.001108+0.0001267i,-0.0012463-0.0004244i,-0.0011154-0.00079829i,-0.00051219-0.00042787i,-7.2239e-05+5.5456e-05i,3.3164e-06+0.00061655i,0.00026504+2.3053e-05i,0.0003331+0.00027445i
-0.00083992-0.0011104i,-0.00037611-0.0015779i,0.00046962-0.0011745i,-0.00025086+3.4999e-05i,-0.0009361+0.00056354i,-0.00051618-0.00018659i,-0.00043113-0.00055907i,8.0588e-05-0.00039776i,0.00070284-0.00068006i,-0.00017823-0.00076023i,-0.00093244+0.00046382i,-0.0012789+0.001269i,-0.0012467+0.00095128i,-0.0003893+0.0015519i,0.0005454+0.001375i,0.00070307+0.0003192i,-0.00037972-0.00064493i,-0.00043787-0.00095497i,0.0001258-0.0011031i,0.00050697-0.00020982i,0.00010695+0.00056076i,-0.00027739+0.00044226i,0.00061472+0.00017358i
-0.00051579+0.0022588i,0.00046365+0.0025693i,0.00072583+0.0027411i,0.0011396+0.0017394i,0.0014248+0.00096027i,0.0011479+0.00016531i,0.00017659-0.00048213i,-3.7414e-05-0.0005258i,-0.00066905-0.00029877i,-0.0011506-0.00055986i,-0.00026673-0.0011356i,-0.00014155-0.00085791i,-0.00081952-0.00049024i,-0.0014388+0.00018643i,-0.0014225+0.00096677i,-0.0015402+0.00014116i,-0.00094398-4.9997e-05i,0.00014318+0.00023605i,5.8683e-05-0.00024269i,-4.1701e-05+0.0001761i,0.0001137+0.00105i,0.00053325+0.00073106i,0.00065631-0.00023968i
-0.0019846+0.00023559i,-0.002942+0.00037711i,-0.0019626+0.0011776i,-0.00019534+0.00095079i,0.00026543-0.00019914i,1.4706e-05-0.0008699i,0.00011284-0.00066824i,0.00027068-0.00054753i,-0.00028927-0.00050767i,-0.00098201-0.0002851i,-0.00036788+1.1074e-05i,0.00076247+2.0997e-05i,0.00061069-4.9364e-05i,0.0003654+0.00058158i,0.00049542+0.00042945i,0.00036294+4.3092e-05i,-6.6721e-06+0.00020336i,0.00048108+0.00052902i,-0.00017035+0.00076817i,-0.00081428+0.00016384i,-0.0012427-0.00031428i,-0.0010654-0.0011431i,0.0001267-0.0015204i
-0.0011395-0.0010416i,-0.0006801-0.00093504i,-0.00032614+0.00049698i,-0.00087274+0.00014251i,-0.0016158-0.00048068i,-0.0019652-0.001229i,-0.0017369-0.0011658i,-0.00091343-0.00055427i,-0.00063979-0.0010035i,-0.00074557-7.3774e-05i,-0.00040857+0.00099625i,-0.000198+0.00080194i,-0.00071879-1.1773e-05i,-0.0010373-0.00025218i,-0.00084943-2.835e-05i,-0.00053668-0.00018051i,8.6876e-05-0.00058258i,0.00051428-1.3581e-05i,0.00030141+0.000772i,0.00020141+0.00022044i,0.00031763-0.00012582i,0.00031871-0.00032885i,-0.00024822-0.00060674i
0.00055056+0.0001282i,0.00071678-0.00082215i,0.00089942-0.0016111i,5.5919e-05+4.8365e-05i,0.00014046+0.00078186i,0.00039561-4.8887e-05i,0.00013534-0.00089287i,-0.00017925-0.0016587i,-0.00079046-0.0013538i,-0.00081906-0.0010156i,-0.00090955-0.00073852i,-0.0011334+0.0005775i,-0.0010446+0.0011027i,-0.00075964+0.00049272i,-0.00041847-0.0001422i,2.7375e-05-0.00076964i,0.00024039-0.00054049i,0.00027628-3.3611e-05i,-0.00011924-0.0009081i,-0.00024982-0.00092536i,-7.316e-05-0.0004248i,2.8666e-05-0.00045273i,-6.2516e-05-0.00039947i
-0.0020408-0.00011783i,-0.001722+6.6604e-05i,-0.0017313+0.0002767i,-0.0022204+0.00092935i,-0.0021068+0.00089269i,-0.0010378+0.00018391i,4.5077e-05+4.4534e-05i,0.00037933+0.0002736i,-0.00029196+0.00013609i,-0.001065-2.9984e-05i,-0.00043558-0.00015889i,0.00075295+0.00027236i,0.00058031+0.00068896i,0.00015039+0.00086595i,0.00045078+0.00059053i,0.0005037+4.4177e-05i,0.00020468-0.00058658i,7.1345e-05-7.854e-05i,2.196e-05+0.00024341i,0.00021607-0.00018165i,0.00080126+0.00034657i,0.00084634+0.00032612i,-0.00017677+7.754e-05i
-0.0011218+0.0021186i,-0.00031214+0.0017233i,0.0014707+0.00141i,0.0029057+0.00048774i,0.0024497-0.0010079i,0.0010598-0.001531i,0.00046975-0.00097533i,-0.00038489-0.00038944i,-0.00044287-0.00036336i,0.00048437-0.00059176i,0.00012525-0.00095845i,-0.00066662-0.0012967i,-0.0010892-0.00079847i,-0.00077508-0.00032099i,-0.00010602-0.00014692i,-0.00013864+8.0961e-05i,-6.4745e-05-0.00018i,0.0004073+3.212e-05i,0.00047932+0.00023181i,0.0002027+0.00073397i,9.6271e-05+0.00097961i,0.00032772-7.2672e-05i,0.00043051+0.00032462i
0.00093899+0.00015618i,-9.7702e-05+0.0008468i,-0.00025595+0.00012032i,0.00030307-0.00017384i,5.072e-05+0.00034837i,-2.6439e-06-1.757e-05i,-6.092e-05-0.00043002i,5.233e-06-0.00044366i,-0.00037244-0.00085337i,-0.00074633-0.00092869i,-0.00050128+8.4282e-05i,-0.0006027+0.0011443i,-0.00098581+0.0015695i,-0.0013662+0.0013875i,-0.00058427+0.00055579i,-0.00030976+6.9534e-05i,-0.0011521-0.00034328i,-0.00090593-0.00087408i,0.00018558-0.00093408i,0.00013125-0.0002466i,0.00019193+0.000632i,-6.8576e-05+0.0010181i,0.00023626+0.0008236i
0.0011733-0.0006515i,0.0011005-0.00062745i,0.0010831-0.00088535i,0.00056826-0.00082536i,-6.0491e-05-0.001019i,-0.00011866-0.0011452i,-0.00043467-0.00080537i,-0.00037559-0.00086404i,-0.00059657-0.0015909i,-0.00063924-0.0016204i,-0.00013621-0.0010315i,-0.00023028-0.0004184i,-0.00040663+0.00045156i,-7.5312e-05+0.00026612i,0.000126+9.969e-05i,-9.6801e-05+0.00069144i,-0.0001102-9.1379e-05i,0.00079179-0.00037341i,0.0014312-0.00051742i,0.0010305-0.00024885i,0.00038121+0.00023077i,0.00045396+0.00014591i,0.00039825-0.0003003i
-0.001781+0.00023914i,-0.0021382+0.0004433i,-0.0013194+0.00042251i,-0.00013997+0.00034499i,-0.00041602+0.00026071i,-2.078e-05-0.00024893i,0.0007318-8.3161e-05i,0.0003571+2.9039e-05i,-0.00011274-0.00061649i,-0.00034398-0.0010257i,0.00017794-0.00097361i,0.0001599-0.00059523i,-0.00012317-0.00020349i,-0.00051114+0.00054567i,-0.00049356+0.00051046i,-0.00013273-8.5598e-05i,-0.00036405+0.00028851i,-0.00043754+0.00070475i,-0.00011441+0.00031148i,-0.00042948+0.00020207i,-0.00012058+0.00032797i,0.00052114+0.00014126i,-3.8645e-05-5.7641e-05i
-0.0027234+0.0016168i,-0.0029235+0.0012067i,-0.0026756+0.0013919i,-0.0015863+0.001991i,-0.0010197+0.0015768i,-0.00071623+0.00035152i,-0.00027287-0.0008954i,-0.00043437-0.00067731i,-0.00028412+8.8425e-05i,-0.00044171+0.00010191i,-0.00037481-0.0003288i,-5.995e-05-0.0005616i,-0.00058168+5.3641e-05i,-0.00039814+0.00069331i,-0.00030261+0.00058231i,-0.00028893+0.0002732i,0.000432+0.00047245i,0.0006273+3.5189e-05i,0.0002778-0.00041087i,-8.8249e-05+9.074e-05i,3.2132e-05-0.00023571i,0.00058171-0.00080425i,0.0009615-0.00024381i
0.0019314+0.00060051i,0.0020703+0.000331i,0.0029462-0.00082954i,0.0032009-0.0016616i,0.0019832-0.0018858i,0.00092414-0.0014484i,0.00043629-0.00099737i,-0.00062332-0.0015345i,-0.00013886-0.0014732i,-0.00024032-0.0010217i,-0.0011153-0.00067925i,-0.0012899-5.1141e-05i,-0.00025564+0.00025706i,0.00044639+0.00068279i,-0.00056498+0.0011457i,-0.0012856+0.00064652i,-0.00088325-0.0003128i,-0.00025972-0.00025936i,0.00041556-0.00093629i,0.00010369-0.0017376i,-0.00042771-0.0012717i,0.00014484-0.001131i,0.00036821-0.00049403i
