-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
-0.00087801+0.0020402i,0.00054051+0.0018866i,0.00053643+0.0016442i,0.00034793+0.0018581i,0.0016254+0.0020289i,0.0022192+0.0022014i,0.0014447+0.00044241i,4.5892e-05-0.00034234i,-0.00020097+0.0002569i,0.00040294+0.00038067i,0.00080224+0.00021374i,0.00044719+0.00024869i,0.00029305+0.0001309i,0.00045655-0.00015945i,-0.00037304-0.00013981i,-3.7271e-05+0.00029911i,0.00053943+0.00046152i,0.00059908+0.00051816i,0.001171+0.00039963i,0.00074816-0.00045289i,0.00013742-0.0014075i,-0.00031844-0.0010391i,2.1239e-05-0.00031094i
-0.0027539-0.0021611i,-0.002417-0.00049404i,-0.0014198+0.0010333i,-0.00082187+0.0017407i,1.3248e-05+0.0018474i,0.00078371+0.0011114i,0.00024635+0.00047146i,-0.00098463-2.8376e-05i,-0.0012284-0.00044883i,-0.0014992-0.0002377i,-0.0014553+0.00025417i,-0.00085626+0.0009967i,-0.0010105+0.001255i,-0.0009584+0.00077451i,-9.6923e-05-9.7782e-05i,-0.00014945-8.0658e-05i,-0.0004331+0.00047004i,-0.00038785+0.00012377i,0.0002682-0.00013506i,0.00066451-0.00036543i,0.00015895-0.00056085i,-0.00044727-0.00059917i,-0.00042582-0.00039376i
0.0012131-0.0027533i,0.0013017-0.002441i,-0.00014793-0.0018741i,4.0372e-05-0.00097032i,0.00074951+0.00040692i,0.0011364+0.0016398i,0.00091283+0.00029395i,-6.2553e-05-0.0016004i,-0.0012219-0.00144i,-0.0012369-0.0012673i,-0.001097-0.0010444i,-0.00094162-4.6527e-05i,-0.00086945-1.9673e-05i,-0.00012763-0.0009261i,0.00083956-0.00084929i,0.00093285+0.00013841i,0.00045957+0.00026019i,-1.3934e-05-0.00013805i,-0.00010796-9.7927e-06i,-0.00015218+0.00013738i,-0.00027641+0.00016455i,-7.2825e-06-0.00037017i,0.00022907-0.00076828i
0.0017146+0.0043881i,0.0017798+0.0030737i,0.001063+0.0012159i,0.00091207+0.00037454i,0.0011012-0.00029155i,0.0008385-0.00021988i,0.00077421+0.00015461i,0.00096092-9.4624e-05i,0.00013976-0.00029296i,-0.00063765-0.0005627i,-0.00072579-0.00064529i,-0.00028721-0.00075818i,-0.00025752+0.00015895i,-0.00029816+0.0014937i,-0.0002194+0.0011279i,0.00032835+0.00044911i,0.00040813+0.00044639i,-0.00030547+0.00050129i,-0.00063978+0.00015781i,-1.1194e-05-7.5964e-05i,0.00012173+5.622e-05i,-9.3712e-05+0.00045411i,0.00023139+0.00081271i
-0.0014018+0.0017641i,-0.0010609+0.0017863i,-4.7206e-05+0.0016088i,0.00018465+0.0015039i,0.00087544+0.0013427i,0.00164+0.00031407i,0.0019298-0.0004833i,0.0012703-0.0010618i,0.00041938-0.0010466i,0.00023443-0.00013922i,3.6293e-05-0.00032311i,4.1742e-05-0.00051132i,0.0001769+3.2942e-05i,0.00023804+0.00033115i,0.00018664+0.00047478i,0.00054807+0.00032363i,0.0012829+0.00031756i,0.0015609+0.0004925i,0.00090275+6.804e-05i,0.00047085-0.00045442i,0.00054413-0.00034286i,0.00049508+0.00044552i,-5.3497e-05+0.00017609i
-0.0014102-0.0015858i,-0.00085461-0.0015208i,-0.0001586+0.00031836i,0.00028341+0.001054i,0.0011442+0.00051436i,0.0017315+0.00054607i,0.0016746+0.00042073i,0.00082149+7.7882e-05i,3.2245e-05+0.00015535i,0.00010247+0.0004421i,0.00066292+9.672e-05i,0.00060735-0.00069379i,0.00019188-0.00090218i,-8.1098e-05-0.00027332i,-0.0002791+0.000127i,0.00012221-0.00020391i,0.00025176-0.00027634i,0.00077757-3.2992e-05i,0.0010401-0.00028264i,0.00044563+9.9904e-05i,-0.0005252+0.00097454i,-0.00013343+0.00059862i,0.0011187-0.00044482i
0.0014223+0.00034123i,0.00064106-0.00028271i,0.00017964+0.00040336i,4.5618e-06+0.0011604i,-0.00050935+0.0014457i,0.00011135+0.00073656i,0.0014121-0.00020973i,0.00085509-0.00091683i,0.00017679-0.0010364i,0.0005505-0.00037729i,3.8529e-05+0.00030078i,-0.00027192+0.00030985i,0.00025657-0.00032894i,-7.7827e-05-0.00013222i,-0.00053793-0.00025424i,-0.0002171-0.0012406i,2.1012e-05-0.00094073i,-0.00011029-0.00043542i,-0.00050966-0.00026232i,-0.00071552+0.00030366i,-0.00081155+0.00011583i,-0.0012025+2.3791e-05i,-0.00080149+0.000463i
0.00020401+0.0016411i,0.00067091+0.0016523i,0.0010841+0.00072689i,0.0010049-0.00013684i,0.00092878-3.8329e-05i,0.00034851+0.00036765i,0.00060663+0.00026834i,0.0011742-0.00083084i,0.0010017-0.0011447i,0.00062289-0.00071687i,0.00026584-0.00049493i,2.4442e-05+0.00031006i,-0.0004528+0.0010128i,-0.00022558+0.00087602i,0.00050023+0.0005905i,0.00083689+0.00046772i,0.00049287-0.00037801i,-0.00020192-0.00059305i,-9.2962e-05+0.00065799i,0.00071189+0.00096437i,0.00043185+0.0005041i,-0.00032665+0.00021886i,-0.00054965-8.7132e-05i
-0.00021509-0.0010805i,-9.9679e-05-0.00070784i,0.0011895-0.00023231i,0.001528+0.00018053i,0.0011926+0.00030058i,0.0011856+0.00028324i,0.0011943-0.00026491i,0.0014095-0.00092347i,0.0013397-0.00057781i,0.00077009+1.8352e-05i,-0.00049989-8.9151e-05i,-0.00094453+0.00032568i,-0.0002684+0.0004755i,0.00048946-0.00059639i,0.00029879-0.00076193i,-0.00016991-0.0001353i,5.0132e-05+0.0003413i,0.00051028-0.00049446i,0.00070684-0.00099827i,0.00029975-6.2044e-05i,-0.00041868+0.00068633i,-0.00015946+0.00075274i,0.00018363-0.00017813i
0.00095196-0.00053608i,0.00096601-0.00087695i,0.0010808-0.0012103i,0.00092845-0.00011749i,0.0014857+0.0010208i,0.0016556+0.0010305i,0.00092323+0.00087037i,0.00012489+0.00055597i,-7.6826e-05-0.00025067i,-0.00060034-0.00077359i,-0.0005709-0.00039794i,-0.00054574-0.0004702i,-0.00098648-0.0011371i,-0.0006468-0.0011918i,0.00024967-0.00027808i,7.2268e-05+0.00033153i,4.6226e-05+0.00082452i,0.00026489+0.00067748i,5.6787e-05-0.00016403i,0.00026436-0.00034706i,-3.2202e-05+7.1664e-05i,-0.00050496+0.00087571i,-0.00041823+0.0011056i
0.00025212+0.00059624i,0.0012399+0.0014843i,0.00079702+0.0019017i,0.00072028+0.0015904i,0.0011972+0.0014894i,0.0010084+0.0011279i,0.0001565-3.0666e-05i,-4.6487e-05-0.00087047i,0.00021978-0.0014902i,-0.00042035-0.0013998i,-0.0007718-0.00075903i,0.00020275-0.00063659i,0.00042928-0.00048592i,-0.00048444+0.00014331i,-4.9794e-05+0.00095157i,0.0009232+0.0013525i,0.00079939+0.001078i,0.00066654+0.0012052i,0.00012092+0.0014113i,-0.00046973+0.0019548i,-0.00032805+0.0016908i,5.2976e-05+0.00097933i,0.00020398+0.00058028i
-4.2657e-05-0.00081008i,-3.1234e-05-0.0010754i,-3.0394e-05-0.00059767i,0.00038754+0.00048182i,0.0010187+0.00065508i,0.0011355-0.00025063i,0.0010457-0.00073407i,0.00041043-0.00067812i,0.00012303-0.00074021i,-0.00014732-0.0010112i,-0.00077264-0.00094587i,1.2525e-06-0.00046677i,0.00076896-0.00010593i,0.00081164+0.00082605i,0.00079666+0.0015692i,0.0010864+0.0011679i,0.0012708+0.00013532i,0.00076386-0.0007919i,0.00013123-0.00049084i,-0.00037399-4.4804e-05i,-0.0010026+9.8657e-05i,-0.00084299+0.00019979i,0.00016296+0.00026431i
-0.0011594-0.00025405i,-0.00086416-0.0008944i,-0.00052577-0.00060116i,-0.0004144+0.00088372i,0.00064633+0.0011751i,0.00099045-2.838e-05i,0.00045102-0.00064119i,0.00035494-0.00055701i,0.00062948-0.0004498i,0.0005295-0.00040435i,0.00014181+0.00015886i,-0.00017052+0.0004492i,-0.00014886+0.00073172i,-0.00044418+0.0013004i,-0.00075025+0.0010231i,-0.00031729+0.00046026i,0.00043487+0.00072452i,0.00087707+0.00084769i,-7.8156e-05+8.4064e-05i,-0.00072496-0.00089647i,-0.00041112-0.00096167i,-6.2732e-05-1.1078e-05i,-4.8287e-05+0.00015365i
0.0011994+0.00073792i,0.0015282+0.00034562i,0.0017528+0.00059447i,0.0015433+0.00053613i,0.0016442+0.00092582i,0.00070846+0.00045827i,0.00021951-0.00075906i,0.00022576-0.00090414i,0.00049534-0.00086593i,0.00056896-0.00080267i,0.00058752-0.00047611i,-2.0791e-05+6.0596e-05i,-0.001139+0.0003769i,-0.00046455-0.00051434i,0.00044046-0.00069922i,0.00038655+3.1764e-05i,0.00045826+0.00049177i,0.00020886+0.0010607i,-0.00023429+0.00097442i,-0.00021786-0.00019106i,0.00011489-0.00029842i,0.00051949+0.00032309i,0.00039356+0.00038721i
-0.00051571+0.0023601i,-0.00089843+0.00031779i,-0.00011309-0.00078572i,0.00091308+0.00040238i,0.0011178+0.00021858i,0.00089756-0.0012728i,0.00032136-0.0014084i,-0.00024455-0.0010672i,-0.0003297-0.00087786i,-7.5098e-05-0.00036848i,-0.00010724-0.00060912i,-0.00022738-0.00075664i,-0.00051627-0.00052798i,-0.00019299-0.00031374i,0.00053778-0.00039994i,-0.00018091+8.078e-05i,-0.00078425+0.00061011i,0.0003468-0.0005139i,0.001351-0.0011698i,0.00081878-0.00054834i,0.00028326-0.00034309i,0.00020674-0.0004081i,0.00040217-0.0005511i
-0.0011093-0.00074363i,0.00085737-0.00049889i,0.0012431-0.0002868i,0.00050675+0.00063366i,0.00083752+0.0018627i,0.0014879+0.0012778i,0.0013509-0.0001386i,0.001381-0.00056313i,0.00064439-0.00086678i,-0.00060054-0.00056644i,-0.0008297-0.00014613i,-0.0001298-2.7654e-05i,0.00051256+0.00021242i,0.00070805-0.00019221i,0.00022661-9.5485e-05i,3.5611e-05+0.00063494i,0.00036386+0.00062925i,0.00080506-0.00031091i,0.00098255+1.1848e-05i,0.00042635+0.00065879i,-0.00028134+4.3353e-06i,-0.00061012-0.00049879i,-0.00046887-0.00070732i
-0.00064244+0.00030882i,-0.001181+0.00045211i,-0.00094334+0.0014485i,-2.1212e-05+0.0019779i,0.0013478+0.0013772i,0.001654+0.00067813i,0.00041801-0.00019808i,-0.00042291-0.00080139i,-0.00046676-0.0011364i,-0.00020899-0.00087975i,-0.00054151-0.00027101i,-0.00057174+0.00055494i,-0.00059686+0.00057504i,-0.00046142-0.00031464i,0.00022945+0.00047645i,0.00091236+0.0012222i,0.00094163+0.0010196i,0.00024143+0.00075512i,-0.00029422-0.00026136i,-0.0003909-0.0012695i,-0.00058211-0.001094i,-0.00040085-0.00016802i,-0.00031635-1.7991e-05i
0.00089695+6.4372e-05i,-0.00014662+0.00060353i,0.00010503+0.00020044i,0.00035525+0.00043112i,0.00064533+0.0011424i,0.00090912+0.0010789i,0.0013141+0.00073825i,0.0014286+0.00015075i,0.00071801-0.0012551i,0.00019746-0.0017156i,-0.00014145-0.0010144i,-0.00052523+1.7562e-05i,-0.0002831-6.8745e-05i,0.00038474-0.00061304i,0.0013416+3.444e-05i,0.0015491+0.00072551i,0.001265+0.00090419i,0.00087187+0.00061735i,-5.4146e-05-3.022e-05i,-0.0008654-0.00074751i,-0.00040951-0.00074095i,-0.00074439-0.00019905i,-0.0013794-0.00099436i
0.00019949+0.0017202i,-0.0002393+0.00085536i,6.6797e-05+0.0004651i,0.00071463+0.00032779i,0.0010973+4.9738e-06i,0.001204-6.1703e-05i,0.0014747-0.00035546i,0.0018519-2.6967e-05i,0.0019833+0.00034259i,0.0007505+0.00011191i,0.0002953+0.00027259i,-8.7925e-05+0.00083038i,-0.00050972+0.00065086i,-0.00020233+0.00047645i,5.9302e-05+0.0003353i,0.00027423+9.724e-05i,0.00021971-0.00046919i,0.00025383-0.00034911i,0.00012476-1.3602e-05i,-0.00010966-0.00015309i,-0.0006882-0.00038007i,-0.0012085-0.00012731i,-0.00077509+0.00042174i
0.00090085+0.00019666i,0.00085436+0.00048861i,0.0014404+0.00044241i,0.00074795+1.5281e-05i,-5.3574e-05+0.00030098i,9.2914e-06+9.7096e-05i,0.00040539-0.0002429i,0.000647-0.00074182i,0.000337-0.00051588i,-0.00020173+0.00022727i,-0.00028671-9.8972e-05i,-0.00024183-0.00057129i,-0.00036002+0.00013021i,-2.1347e-06+0.00064894i,0.00055143+0.00063413i,0.00053911+0.00062867i,5.2082e-05+0.00032472i,-0.00037665-0.00018076i,-0.00035229+0.00012005i,-0.00015018+1.5049e-06i,-0.00034928-0.00049635i,-0.00052922-0.00069363i,-0.00012521-2.6912e-05i
0.0015495+0.00034689i,0.001487+0.00053885i,0.00026734+0.00046219i,-0.0010811+0.00090811i,-0.00055084+0.00088648i,0.0017009+0.00073253i,0.0020586+0.00010204i,0.0013647-0.00049146i,0.00053425-0.00044245i,-0.00012618-0.00029538i,-0.00050864+0.00036463i,-0.001031+0.00077738i,-0.00050857+0.00072996i,0.00095106+0.00027015i,0.00088788-0.00011237i,0.00018514+0.00019675i,2.2477e-05+0.00036136i,-0.00039931+0.00033248i,-0.00087803+0.00053372i,-9.7229e-05+4.9696e-05i,-0.00013212-0.00030658i,-0.00087947-9.7705e-05i,-0.00088021+0.00039865i
0.00026012-7.9547e-05i,0.00067448-6.2188e-05i,0.00093534+7.7286e-05i,0.0010922+0.00013667i,0.001162+0.00017286i,0.0013588-9.0413e-05i,0.000925-0.00076317i,0.00050203-0.00055348i,0.00060477-0.00050251i,0.00011789-0.00035086i,-3.2947e-05-9.1278e-05i,0.00080159-0.00063331i,0.00058767-0.00074201i,-6.7745e-05-6.1496e-06i,-0.00050484+0.00068819i,-0.00018097+0.00031771i,0.0001329-0.00038775i,0.00022205-0.00073025i,0.00050161-0.00055829i,0.00039171-9.0039e-05i,0.00041838+8.9582e-05i,0.00031118+0.00023453i,0.00038971-1.2081e-05i
0.0011507-0.0018969i,0.00068924-0.0019471i,-0.00030684-0.001541i,-0.00074116-0.00063197i,0.00011053+0.00024947i,0.0010365+0.0008009i,0.0010856+0.00070922i,0.00098081+0.00036765i,0.00062528-0.00084639i,-0.00014237-0.00097565i,-0.00051937-3.5443e-05i,-0.00017025+0.0002488i,0.00073971+0.0001035i,0.0014871-0.00079974i,0.00086011-0.0011098i,0.00061692-0.0012072i,0.00095395-0.0010221i,0.00051572-0.00028092i,-0.00014111-0.00054229i,-0.00042655-0.0016482i,-0.00023077-0.0019916i,0.00019809-0.00067863i,-0.00022736+0.00042667i
0.00044543+0.00039072i,0.0012062+0.0010786i,0.00076997+0.00032856i,1.4355e-05+0.00049636i,0.00014291+0.00085799i,0.00069772+0.00028255i,0.00082754-0.00072981i,0.00075826-0.0012566i,0.00042742-0.00077957i,0.00044324+0.00016769i,0.00013497+0.00010237i,-0.0002674-9.7468e-06i,-9.2745e-05-0.00039376i,0.00064445-0.00024654i,0.0010395+0.00013655i,7.8105e-05+0.0001494i,-0.00055055+5.8597e-05i,-0.00014821-0.00044227i,0.00051125-0.00019292i,0.00089049+3.75e-05i,0.00011247-0.00018603i,-7.0799e-05+1.6211e-05i,0.0002807-0.00024668i
0.00053603+0.00087985i,-0.0004316+0.0007492i,-0.00048838+0.00081109i,-0.00066339+0.0011192i,-0.00085616+0.00091476i,-0.00055915+0.00074916i,0.00037321+0.00036771i,0.0010117-8.1087e-05i,0.0010812-0.00078921i,-0.00025828-0.0011284i,-0.0011646-0.00072453i,-0.00064772-0.00088753i,1.7444e-05-0.00024335i,7.0491e-05-0.00030891i,0.00022073-0.0008315i,0.00019642-0.00077402i,0.00029938-5.3054e-06i,0.00021979+0.00026568i,0.0001491-0.00044661i,-0.00022846-0.0010937i,-0.00025548-0.0011675i,0.00036017-0.00021165i,9.0892e-05+0.00036093i
-0.00032212+0.0007369i,-0.00016736+0.000144i,-0.00028034+0.00014501i,0.00074789+0.00045615i,0.001234+0.0010685i,0.00037364+0.00042667i,-9.0284e-05-0.00022485i,-0.00015668+7.8703e-05i,-0.00023633+0.00032613i,-3.5902e-05+5.577e-05i,0.00061449-0.00026395i,7.552e-05-0.00010648i,-0.00096811-0.00032336i,-0.00087707-7.2989e-05i,-0.00023608+0.00073922i,-0.00043471+4.1344e-07i,-0.00044972-0.0008053i,-0.00027933-0.00037971i,-0.00043639+8.128e-05i,-0.00064565-0.00053316i,3.7657e-06-0.001178i,0.00035365-0.00022895i,7.5631e-05+0.00058377i
0.00031086-0.00058646i,0.0015557-0.0007793i,0.001047-0.00036554i,-0.00044873+0.00041675i,-3.0552e-05+6.0061e-05i,0.001211-0.00057923i,0.0012864-0.00021995i,0.0010172-0.00021678i,0.00059104-0.00055369i,0.00065282-0.00030694i,0.00050213+0.00025362i,0.00033718+0.00049155i,0.00051637+0.00034369i,0.00096428-0.00045323i,0.001084-0.00089656i,0.00079781-0.0009069i,0.00054888-0.00096062i,0.0003576-0.00013013i,-0.00010797+0.00035458i,-0.00072905+0.00010017i,-0.00062354-0.00066045i,-0.00051485-0.0014531i,-0.0001877-0.0017167i
7.1093e-06+0.00084351i,-1.9824e-05+0.00041222i,-0.0002119+0.00012399i,-0.00058352+0.000609i,0.00037598+0.0011306i,0.0011905+0.0010767i,0.00072965+4.0571e-05i,0.00057099-0.00087145i,0.0003442-0.0011583i,6.7863e-06-0.0006608i,-0.00042038-0.00039212i,-0.00044953-0.00030848i,-0.00038692-0.00028908i,-0.00042761-0.00067326i,-0.00067558-0.00053585i,-0.00048235+0.0001599i,0.00026065+0.00062676i,0.00016951+0.00074117i,-5.9233e-05+0.0007557i,0.00061821+0.00039073i,0.00031271+0.00045441i,-0.00061893+0.00029736i,-0.0013731-6.7175e-05i
-0.0014947+0.0010044i,-0.0018598+0.00065944i,-0.0011232-0.00014971i,0.00018561+0.00015777i,0.0018875+0.0012242i,0.0025385+0.0011046i,0.00093095+0.00055454i,-0.000318+0.00018932i,-0.00029945-0.00041574i,-0.00036365-0.0011166i,-0.00039055-0.00037351i,3.7546e-05+0.00095804i,0.00059663+0.00072553i,0.00091003-1.8933e-05i,0.00058143-0.00048546i,0.00048376-0.00062069i,0.00045802+8.4545e-05i,0.00023453+0.00018754i,-1.8687e-05-0.00031303i,-0.0012898-0.00068594i,-0.0012853-0.00042938i,-0.00010136-0.00017425i,-6.2313e-05+0.0001248i
-0.00016035-0.00058854i,0.00014333+3.2501e-05i,4.0346e-05+0.00087552i,0.00075967+0.00089956i,0.0023603+0.00079592i,0.0024161+0.00016223i,0.0011604-0.00018948i,0.00071007-0.00078408i,0.00037081-0.0011004i,-9.5193e-06-0.00097282i,-0.00016537-0.00046043i,-0.00074826+4.8773e-05i,-0.0014826-0.00025462i,-0.0014907+9.3354e-05i,-0.00089057+0.0010157i,-0.00024385+0.0013201i,0.00041642+0.0010798i,0.00065332+0.0015003i,0.00018492+0.00098756i,8.9621e-05+0.00045821i,-0.00031684+0.000119i,-0.00037876-0.00038903i,2.7094e-05-0.00077726i
0.001351-0.00074315i,0.00028866-0.00031757i,-0.00055513+0.00080961i,-0.00061707+0.00086248i,-0.00030812-0.0001592i,0.00052412-0.00020196i,0.00083048-0.00019787i,0.00098836-0.0013669i,0.00097076-0.0014227i,0.00030894-0.00038793i,-0.0005705-0.00032974i,-0.00051897-0.00018588i,-6.4213e-05+0.00071547i,0.00050593+0.00068911i,0.00089041+6.6208e-05i,0.00056535+9.7048e-05i,0.00046133+0.00056855i,0.00032933+0.00076324i,-8.1402e-05-0.00017834i,-0.00030903-0.0010664i,0.00023551-0.0011851i,0.0004108-3.8435e-05i,4.3384e-05+0.00057648i
-0.0005278+0.00049208i,-0.00048673+0.0005235i,0.0004291+0.0012433i,0.0010292+0.0016561i,0.0009844+0.0014996i,0.00078316+0.00098345i,0.00038987+0.00018784i,0.00052519-0.00065399i,0.00024149-0.00034253i,0.0001025+0.00019398i,-5.5233e-05-0.00014513i,-0.0006124+0.00010797i,-0.00030861+0.00049946i,0.0001601+0.00040135i,9.084e-05+0.00042685i,0.00010076+0.00053661i,0.00026588+0.00023011i,-7.6792e-05-4.9919e-05i,-0.00047316+0.00043819i,-0.00075669+0.00067048i,-0.00087293+0.00011352i,-0.00073014-0.00025197i,-0.00022876-0.00026323i
0.0014477+0.00070909i,0.00021889+0.0011054i,0.00010066+0.00082866i,-0.00062052-0.00031714i,-0.00063588-0.00077801i,3.5364e-05-8.2672e-05i,0.00042939-0.000436i,0.001654-0.00046492i,0.0016408-0.00035718i,0.00040846-8.1841e-05i,-1.55e-05+0.00019293i,0.00077123-9.0579e-05i,0.00044409-0.00040871i,0.0003388-0.00062418i,0.00021977-0.00092918i,-0.00021275-0.00042033i,0.00026094+0.00073311i,0.00098409+0.0010409i,0.00079224+0.00033233i,0.00057155-3.2055e-05i,-0.0002445-0.00078652i,-0.0009753-0.0012661i,-0.0004284-0.001006i
0.0012784+0.0018695i,0.0022122+0.00097381i,0.0021165+3.5662e-05i,0.0010557+0.0002126i,0.0010513+0.00063235i,0.001022+0.00022045i,0.0011653+0.00012052i,0.0012816-7.3774e-05i,0.00048532-0.00047534i,0.00020345-0.0010639i,-6.4202e-05-0.00067162i,-0.00015569-0.0001763i,0.000287-0.00045797i,0.00043208+8.8652e-06i,0.00026051+0.00040267i,0.00057605+0.0003007i,0.00097257-4.2044e-05i,0.001278-0.00015597i,0.00070818-0.00016874i,-0.00020188+0.00014256i,-8.0237e-05+0.00052086i,0.0001334+0.00019979i,6.0786e-05-0.00027298i
-0.001643-0.000765i,-0.0030947-0.00037455i,-0.003022+0.00020369i,-0.0010414+0.00043034i,0.0014538+0.00072209i,0.0023947+0.00017607i,0.0018258+0.000167i,0.00083134+0.00022067i,0.00060085-0.00090812i,0.00014788-0.00091073i,-0.00014493-0.00053892i,0.00044881-0.00039612i,7.5447e-05+0.0002804i,-9.7262e-05+0.00011169i,0.00047007+2.8411e-06i,0.00055181+0.00020553i,0.00015145+0.00034811i,-0.0003348+9.3978e-05i,-0.00038228+5.0071e-05i,0.00012761+2.7377e-05i,0.00035974-4.4793e-05i,-0.00021415-2.1143e-05i,-0.00077271+0.00032264i
0.0010893+0.00067702i,0.0010918-0.00024099i,0.00062147-0.00061786i,0.00054566-0.00026005i,0.00020571+0.00042882i,0.00033152+0.00039255i,0.00042767-0.00020904i,-0.00013421-0.00078615i,-0.00011799-0.0012937i,2.5142e-05-0.0012067i,-0.00060449-0.00050024i,-0.00034555-0.00079587i,0.00043168-0.00078784i,-0.00013289-0.00020545i,-0.00016662+0.00030191i,0.00068027+4.0852e-05i,0.00076236-0.00018473i,6.0717e-06+0.00065i,-0.0011063+8.0637e-05i,-0.00085598-0.00067286i,-0.0002501-0.0010117i,0.00023572-0.00042275i,0.00017527+0.00036821i
0.0012491+0.00084799i,0.00028352+0.00066191i,-0.00020458+0.00020535i,0.00011122+0.00016537i,0.00026269+0.00045461i,0.00017448-0.00035995i,0.00019213-0.0011395i,0.00048023-0.0011074i,0.00030407-0.00098664i,-0.00010996-0.00063006i,-0.00093116+0.00017407i,-0.0010036+0.00084054i,0.00041288+0.00060952i,0.0011884-0.00032913i,0.0014802-0.0006335i,0.00094924+2.2594e-05i,0.00012419+5.9467e-05i,0.00050888-0.00084844i,0.0011603-0.00070307i,0.00030881+1.193e-05i,-0.00024271+8.8833e-05i,0.00054887-8.6247e-05i,0.00055197-0.00019288i
0.00058266+0.000937i,0.00077147+0.00084469i,0.0012906+0.00082694i,0.0014469+0.0013912i,0.0014097+0.001477i,0.0011844+0.000585i,0.00038697+2.6277e-06i,0.0003115-0.00067138i,0.00057459-0.0014541i,0.00055154-0.0012597i,-0.00011298-0.00044523i,-0.0011401-0.00043341i,-0.0010994+1.2894e-05i,3.7543e-05+0.0002548i,0.0012315+0.00016372i,0.00058619+0.00042067i,-0.00062242+0.0004706i,0.00010276-7.1439e-05i,0.00046725+2.9543e-05i,5.4505e-05+0.00020969i,4.8699e-05+0.00049298i,0.00022187+0.00045399i,-0.00021728-0.00071056i
0.00015468-0.00084784i,0.00081161-0.0010125i,0.00053287-0.00062112i,0.00034948-0.00099263i,0.00091094-0.0016529i,0.0011593-0.00041333i,0.0012349+0.00068085i,0.0010221+8.842e-05i,0.00036896-0.00035935i,-9.4396e-06-0.0004323i,0.00062671-0.0006623i,0.00070679-0.00040073i,0.00010684-0.00021954i,-9.3321e-05-0.0003163i,-0.00039567-0.00019707i,-0.0003105+7.2275e-05i,0.00093667-0.00021784i,0.0012803-0.000614i,-0.00024378-0.00023026i,-0.0011815-0.00020823i,-0.00037326-0.00024949i,-0.00087667+0.0004545i,-0.001419+0.00024228i
-0.0019869-2.5045e-05i,-0.0013711+0.00039669i,-0.00066128+0.00066669i,-4.3797e-05+0.00084771i,0.00045991+0.0011868i,0.0010031+0.00063514i,0.0010227-8.1348e-05i,0.00026901-0.00071757i,0.00042365-0.00083399i,0.00022942-0.0006134i,0.00055147-0.00022908i,0.0010939-7.2112e-07i,0.00087165-0.00011172i,0.0011035+0.00016803i,0.0013046+0.0010852i,0.00099823+0.0016142i,0.00064497+0.00099875i,0.00047116-4.504e-05i,0.00033855-0.00013964i,-8.8971e-05+0.00037786i,-3.1161e-05+0.00059906i,0.00024402+0.00049644i,-0.00042334+0.00029815i
0.00024454+0.0014749i,1.5409e-05+0.00093575i,0.00030024+0.00029338i,0.00050205+0.00028862i,0.00063188+0.00048161i,0.00095607+0.00089191i,0.00052358+0.0010213i,0.00038908+0.00065725i,0.00056114-0.00019934i,0.00028026-0.00080301i,-0.00035728-0.00037399i,-0.00056234-0.00018622i,-0.00025996-0.00017112i,-7.9099e-05-0.00058967i,0.00015218-0.00082537i,0.00027106-0.00016428i,0.00035435-0.00028341i,-0.00019835-0.00095898i,-0.00027714-0.00098357i,2.4843e-05-0.00015051i,0.00024675+0.00040054i,9.2205e-05+0.00038482i,-0.00056531-7.5758e-05i
0.00073988+5.8515e-05i,0.0014966+0.00013484i,0.0015082+0.00050623i,0.0012183+0.0006254i,0.0015705-1.4876e-05i,0.0015076-0.00051842i,0.00039942-0.00033276i,-0.00022295-6.4287e-05i,1.6767e-05-0.00028088i,0.00040527-0.0003368i,0.00030799-0.00069162i,-7.6516e-05-0.00037382i,0.00013298-7.4004e-05i,0.00028818-0.00015689i,0.00019984+0.00092211i,-0.00014678+0.00068673i,-0.00013334+0.00013391i,0.0001949+0.00057983i,-0.00023926+0.00044386i,-0.001051+1.6315e-05i,-0.001258+0.00021665i,-0.00067473+0.00054962i,-0.0001011+0.00031033i
0.0016337-0.00028916i,0.00019378-0.00061089i,-0.0016246-0.0011413i,-0.00089887-0.0016497i,0.0005678-0.00024653i,0.00084977+0.00065365i,0.0014361+0.00018202i,0.0015291-0.00042052i,0.001043-0.00028133i,0.00037304+3.1588e-05i,-0.00031001+0.00018824i,-0.00060084+0.0004172i,-0.00057773+2.7354e-05i,-0.00056103+0.0002499i,-0.00014774+0.00049479i,0.00066454+0.00056959i,0.00093027+0.00035261i,0.0010568-0.00017813i,0.00072891-0.00036457i,0.00040195-0.00027307i,0.00032921-0.00055886i,-6.0956e-05-0.00088608i,-0.0003127-0.00031244i
