0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
-0.04408-0.023271i,-0.16478+0.039836i,-0.24777+0.15329i,-0.13852+0.21843i,0.073513+0.17126i,0.16236+0.047897i,0.090196-0.039593i,-0.014807-0.032913i,-0.057212+0.012028i,-0.043671+0.03004i,-0.027627+0.013716i,-0.035327-0.004336i,-0.039339-0.0034631i,-0.021051-0.00020275i,0.0022443-0.012841i,0.0083395-0.027595i,-0.0013694-0.02282i,-0.0065429-0.0042667i,-0.0040216+0.0062509i,-0.0062024+0.0026907i,-0.013353+0.00090493i,-0.019316+0.0033228i,-0.023066-0.00024907i
-0.079332-0.014633i,-0.22128+0.0077968i,-0.29077+0.084236i,-0.18397+0.10524i,-0.075359+0.0062828i,-0.082571-0.032727i,-0.052807+0.046044i,0.032846+0.080458i,0.05309+0.055771i,0.029642+0.03532i,0.011799+0.0033456i,-0.010546-0.026248i,-0.025995-0.021898i,-0.019924-0.0021009i,-0.0059421+0.00298i,0.001892-0.0035037i,0.010942-0.0060732i,0.021091-0.0087615i,0.020778-0.013342i,0.013698-0.011305i,0.0071081-0.0081474i,-0.0006363-0.0096844i,-0.0061197-0.0060309i
0.086513+0.13984i,0.30398+0.16506i,0.45858+0.07854i,0.30807-0.034449i,0.019077-0.029629i,-0.083146+0.039406i,-0.011088+0.029964i,0.072116-0.035152i,0.10193-0.075118i,0.073275-0.06391i,0.033218-0.0043467i,0.033213+0.054033i,0.046405+0.058124i,0.028209+0.033146i,-0.0041636+0.03176i,-0.0088214+0.044099i,0.0057827+0.033867i,0.006192+0.0084162i,-0.0050706-0.0029377i,-0.0072739+0.003335i,0.0015449+0.011167i,0.010177+0.015203i,0.01273+0.016109i
-0.14987-0.052146i,-0.18314-0.062075i,-0.11992-0.073931i,0.013599-0.056356i,0.14655-0.0068549i,0.19227-0.026431i,0.064303-0.099029i,-0.12032-0.083915i,-0.16471-0.016385i,-0.099778+0.0058636i,-0.041003+0.0024831i,-0.011841-0.003023i,0.0039208-0.010536i,0.017838-0.018742i,0.023019-0.030093i,0.010302-0.037325i,-0.011714-0.029238i,-0.024064-0.0055146i,-0.016411+0.016202i,-0.0048989+0.020482i,-0.0036823+0.015173i,-0.008029+0.0091662i,-0.0084765+0.00065743i
0.13637-0.15308i,0.047835-0.22813i,-0.09926-0.20373i,-0.11413-0.14696i,-0.047226-0.16135i,-0.055898-0.13862i,-0.056401+0.017625i,0.0085588+0.14629i,0.029465+0.15289i,0.012937+0.10642i,0.01578+0.036911i,0.0089086-0.028742i,-0.010596-0.047678i,-0.0092666-0.036516i,0.013161-0.037578i,0.018723-0.050273i,0.0023088-0.043824i,-0.0039594-0.024708i,0.0022299-0.020144i,0.0039109-0.025869i,-0.00065956-0.027685i,-0.0030361-0.026296i,-0.0025202-0.021318i
0.18291+0.29977i,0.37218+0.40084i,0.40449+0.33841i,0.16949+0.21107i,-0.090109+0.17473i,-0.11114+0.18003i,0.036901+0.10976i,0.16852-0.00022877i,0.20762-0.070412i,0.15487-0.08149i,0.07661-0.037662i,0.043341+0.020283i,0.035692+0.043753i,0.011695+0.037401i,-0.023239+0.033296i,-0.034368+0.043464i,-0.009805+0.041936i,0.011678+0.016791i,0.0035323-0.0029433i,-0.0090717+0.00072031i,-0.0085859+0.010261i,-0.0059338+0.017179i,-0.0058039+0.0261i
-0.30624-0.12983i,-0.36888-0.12367i,-0.23236-0.055865i,-0.0015575+0.039194i,0.16743+0.11154i,0.203+0.087841i,0.08269-0.011286i,-0.087538-0.066536i,-0.16619-0.057921i,-0.15827-0.027542i,-0.11734-0.0016164i,-0.081079+0.00099124i,-0.055465-0.004799i,-0.02944-0.0049012i,-0.015141-0.00023358i,-0.014785+0.0032209i,-0.016111-0.0031449i,-0.017392-0.0082367i,-0.014709-0.0019605i,-0.0089636+0.0033476i,-0.0070976+0.0040863i,-0.0047449+0.0041012i,0.0038544-0.0037466i
0.10781-0.39876i,-0.03211-0.60698i,-0.23733-0.60182i,-0.27443-0.4079i,-0.16963-0.25805i,-0.10558-0.19151i,-0.047442-0.11834i,0.022872-0.064581i,0.031859-0.018875i,0.038213+0.019255i,0.050166-0.0012709i,0.027006-0.031471i,0.0053731-0.021819i,0.0065632-0.0001425i,0.022842+0.0013348i,0.034199-0.016844i,0.019413-0.022817i,-0.0016237-0.0076237i,-0.0069401+0.0062853i,-1.1117e-05+0.012049i,0.010994+0.0071428i,0.015826-0.0077533i,0.010291-0.015235i
0.099138+0.54357i,0.13964+0.81123i,0.10461+0.8344i,0.018166+0.57662i,-0.088112+0.27194i,-0.1722+0.12016i,-0.19971+0.085688i,-0.15586+0.078301i,-0.051321+0.040851i,0.01244-0.017975i,0.0078887-0.016119i,0.015226+0.03325i,0.037829+0.043708i,0.037389+0.023515i,0.029903+0.019347i,0.032939+0.02662i,0.036854+0.026045i,0.036066+0.013815i,0.036191-0.0050434i,0.029974-0.023644i,0.0057114-0.023138i,-0.023177-0.0038129i,-0.037726+0.012339i
-0.25759-0.047637i,-0.094795-0.067047i,0.24154-0.13068i,0.36341-0.17817i,0.24604-0.094191i,0.16609+0.04693i,0.12964+0.091369i,0.040922+0.074669i,-0.04048+0.075739i,-0.059369+0.090501i,-0.03204+0.081276i,0.002778+0.038425i,0.011036-0.012566i,0.0011405-0.050617i,-0.016632-0.070416i,-0.041742-0.064799i,-0.05343-0.033458i,-0.038689+0.001031i,-0.023674+0.013401i,-0.023845+0.017102i,-0.015868+0.027528i,0.00043239+0.032471i,0.012478+0.027518i
0.16969-0.43589i,0.027727-0.6672i,-0.26766-0.6647i,-0.37956-0.38443i,-0.19713-0.12647i,-0.0028938-0.12434i,-0.0025768-0.21905i,-0.1046-0.19101i,-0.12611-0.063967i,-0.037669-0.014885i,0.011255-0.051424i,-0.0039416-0.057423i,0.0028663-0.035541i,0.014989-0.041585i,-0.0029277-0.065582i,-0.022469-0.077693i,-0.017834-0.07015i,-0.010824-0.056961i,-0.016026-0.027578i,-0.011639+0.0089305i,-0.0041038+0.013707i,-0.0085674+0.0023322i,-0.014886+0.0040134i
0.30128+0.50118i,0.49288+0.72095i,0.53481+0.73122i,0.38912+0.47072i,0.1206+0.11157i,-0.14801-0.033629i,-0.16778+0.13383i,0.11886+0.30939i,0.32648+0.21398i,0.20346+0.062503i,0.032664+0.051936i,-0.013731+0.05803i,-0.048759+0.038448i,-0.081297+0.056158i,-0.064654+0.090745i,-0.023636+0.095642i,0.0019791+0.059468i,-0.005536+0.01896i,-0.011224-0.0031848i,-0.0043344-0.020837i,-0.0055217-0.018729i,-0.0027359+0.0092832i,0.012622+0.031449i
-0.425-0.18281i,-0.41762-0.28847i,-0.18565-0.34219i,-0.0027846-0.17669i,0.11437+0.17611i,0.2944+0.32843i,0.34017+0.084709i,0.12365-0.21018i,-0.10363-0.2364i,-0.12752-0.1086i,-0.05891-0.026609i,-0.022164-0.00065041i,-0.0016567+0.024124i,0.015239+0.037029i,-0.006144+0.023031i,-0.051254+0.020801i,-0.053583+0.031116i,-0.019451+0.022782i,-0.010507+0.016787i,-0.019885+0.038709i,-0.0085435+0.051165i,0.006265+0.021776i,-0.0027877-0.017458i
-1.0647+6.5786i,0.80834+6.1536i,3.1681+5.0939i,4.0068+1.888i,3.2198-1.4192i,0.97474-2.952i,-0.90885-1.8911i,-1.1048-0.16793i,-0.10545+0.54577i,0.90035+0.01823i,0.94669-0.8703i,0.29239-1.3746i,-0.55565-1.7702i,-1.407-2.2423i,-1.6302-2.2304i,-1.0095-1.3513i,-0.30671-0.4058i,-0.2392+0.026027i,-0.56112+0.26041i,-0.4866+0.46891i,0.071031+0.46477i,0.55239+0.12963i,0.51621-0.31051i
0.076775+0.37577i,0.1164+0.40312i,0.072749+0.26486i,-0.11353+0.097577i,-0.40466+0.069961i,-0.55102+0.21939i,-0.39505+0.32026i,-0.11918+0.20215i,0.05384+0.032462i,0.092211-0.010698i,0.065838+0.0095518i,0.028314+0.020558i,-0.0082404+0.041569i,-0.008631+0.085342i,0.043194+0.10028i,0.080877+0.065771i,0.068199+0.034188i,0.044421+0.039346i,0.04058+0.042872i,0.040439+0.017205i,0.029514-0.018122i,0.016988-0.048274i,0.0030654-0.068261i
-0.45387-0.11803i,-0.6166-0.063519i,-0.53828+0.090957i,-0.21063+0.29444i,0.21938+0.42695i,0.48009+0.37093i,0.40952+0.23086i,0.16131+0.12842i,-0.041981+0.021336i,-0.1161-0.073248i,-0.071835-0.10956i,0.00012197-0.1437i,0.016155-0.15989i,0.0039554-0.1139i,-0.0032887-0.036201i,-0.0028419+0.024658i,0.0052784+0.039745i,0.013564+0.014814i,0.029491-0.017881i,0.049233-0.041328i,0.050634-0.042639i,0.043388-0.019743i,0.041055+0.0012538i
0.24731-0.15654i,0.27206-0.13999i,0.1764-0.080785i,0.013137-0.15837i,-0.18255-0.32293i,-0.25799-0.31485i,-0.083184-0.15304i,0.15984-0.026161i,0.25163+0.037018i,0.19884+0.034468i,0.077631+0.005045i,-0.024335+0.038482i,-0.052835+0.091825i,-0.058605+0.10239i,-0.061541+0.10522i,-0.043932+0.11564i,-0.016005+0.11028i,0.0035021+0.089689i,-0.0038301+0.065385i,-0.024+0.052177i,-0.013692+0.047545i,0.012657+0.02708i,0.0033216-0.0044593i
0.0036189+0.22524i,-0.046408+0.14387i,-0.14643+0.015787i,-0.19586+0.073873i,-0.14794+0.19539i,-0.081986+0.090016i,-0.12518-0.17949i,-0.22236-0.3355i,-0.22018-0.29386i,-0.13499-0.16141i,-0.05696-0.058542i,-0.013774-0.025675i,0.0073802-0.027583i,0.017618-0.032235i,0.0091674-0.036591i,-0.0047892-0.030049i,0.0032925-0.019152i,0.030362-0.021102i,0.055006-0.026826i,0.06414-0.023259i,0.049744-0.014376i,0.026917-0.0026035i,0.019222+0.0051546i
-0.22534-0.22431i,-0.22868-0.22499i,-0.052122-0.16845i,0.16983-0.16395i,0.2689-0.17701i,0.18593-0.075283i,0.073296+0.12941i,0.050107+0.22762i,0.011067+0.15276i,-0.051+0.060749i,-0.04486+0.014291i,-0.0072212-0.026117i,0.0025761-0.045768i,0.0043195-0.025418i,0.024714-0.0009621i,0.038928-0.011516i,0.010423-0.032224i,-0.037711-0.027905i,-0.056767-0.022775i,-0.045683-0.040113i,-0.024323-0.05221i,0.001403-0.039924i,0.02595-0.021869i
0.11001-0.057419i,-0.022421-0.073119i,-0.24919-0.054463i,-0.39427-0.020922i,-0.40681+0.025342i,-0.2663+0.073433i,-0.025723+0.048428i,0.125-0.039141i,0.1494-0.069068i,0.13911-0.034299i,0.10733+0.0020443i,0.062672+0.029954i,0.034368+0.042129i,0.017939+0.031048i,0.0040883+0.016454i,0.0011842+0.01737i,0.015052+0.023461i,0.034353+0.022865i,0.044461+0.022572i,0.041931+0.024678i,0.031706+0.02013i,0.01775+0.011955i,-0.0012067+0.0058201i
-0.1233+0.2098i,-0.11911+0.22602i,-0.041941+0.17344i,0.094164+0.1248i,0.22793+0.0675i,0.24274-0.02444i,0.10806-0.075635i,-0.034721-0.031479i,-0.087939+0.02263i,-0.083227+0.01568i,-0.063479-0.027002i,-0.061731-0.062177i,-0.07255-0.062466i,-0.063314-0.035783i,-0.045505-0.012965i,-0.040122-3.802e-05i,-0.034597+0.0096209i,-0.021037+0.00864i,-0.010842-0.0060607i,-0.011152-0.019744i,-0.017645-0.017689i,-0.02285-0.0097926i,-0.015465-0.0076893i
-0.034147-0.11815i,-0.013078-0.095181i,-0.019931-0.052883i,-0.10531-0.050058i,-0.20087-0.052662i,-0.23782-0.035172i,-0.21575-0.015162i,-0.15648-0.015992i,-0.099287-0.013936i,-0.062592+0.016985i,-0.034105+0.060206i,0.011067+0.086736i,0.053232+0.075436i,0.059285+0.048341i,0.043833+0.039066i,0.032623+0.036359i,0.021838+0.021804i,0.0055175+0.0082039i,-0.011148+0.0063413i,-0.016408+0.0096497i,-0.0017154+0.0098866i,0.022725+0.0042311i,0.030944-0.0013899i
0.116+0.15181i,0.10819+0.26633i,0.095466+0.3465i,0.13921+0.30535i,0.17538+0.17049i,0.1686+0.076775i,0.16089+0.058551i,0.14817+0.047742i,0.12363+0.019644i,0.10683-0.0037701i,0.093145-0.021261i,0.056011-0.040451i,0.0052312-0.04525i,-0.021506-0.036576i,-0.018315-0.025396i,-0.0015227-0.013678i,0.012544-0.0070647i,0.013223-0.0068907i,0.0079998-0.0023556i,0.0049712+0.0074346i,0.0015075+0.013591i,-0.0032074+0.014472i,-0.0077755+0.012698i
-0.081556-0.076079i,-0.05013-0.2031i,0.0040956-0.29203i,0.023366-0.25084i,0.018586-0.15422i,0.02872-0.099151i,0.028828-0.095641i,-0.01972-0.088484i,-0.075628-0.044785i,-0.084221-0.0164i,-0.075419-0.030098i,-0.070341-0.035665i,-0.042632-0.015948i,-0.0080338+0.0057606i,0.0061839+0.014437i,0.0015827+0.010993i,-0.0032865+0.0080373i,0.0034913+0.010581i,0.01322+0.005893i,0.01563-0.00673i,0.010352-0.016804i,0.0051584-0.021797i,0.007121-0.020216i
0.13606-0.049628i,0.21323+0.021424i,0.26619+0.095257i,0.25243+0.067954i,0.15935-0.0015776i,0.029851-0.023534i,-0.0614+0.008528i,-0.055721+0.050003i,0.010864+0.048225i,0.048783+0.025827i,0.052597+0.032747i,0.058626+0.043558i,0.052062+0.02468i,0.030374-0.00381i,0.014523-0.017424i,0.0097969-0.016953i,0.00037833-0.01487i,-0.014091-0.010599i,-0.017354-0.0046776i,-0.010183-0.0061253i,-0.0056923-0.012597i,-0.0069757-0.01541i,-0.012749-0.014458i
-0.10418+0.058201i,-0.19992-0.014328i,-0.26358-0.13943i,-0.25662-0.1821i,-0.20282-0.11765i,-0.13003-0.035352i,-0.0581+0.012055i,-0.0022379+0.023778i,0.025331+0.010274i,0.016828-0.0076703i,-0.0048299-0.013912i,-0.020549-0.017471i,-0.030386-0.016178i,-0.025613-0.0064658i,-0.015538-0.0033561i,-0.013825-0.0026398i,-0.0070451+0.0074889i,0.0052008+0.014749i,0.0098907+0.014779i,0.0063187+0.019884i,0.0016064+0.030203i,0.0010511+0.037111i,0.0080439+0.034231i
-0.06244-0.14404i,-0.066615-0.16793i,-0.057008-0.10825i,-0.035361-0.0131i,0.014179+0.052827i,0.057299+0.078768i,0.068823+0.078276i,0.04097+0.052751i,-0.016882+0.018829i,-0.050373+0.0076494i,-0.03204+0.00366i,-0.0013762-0.007776i,0.012182-0.011212i,0.0096205-0.0016675i,0.006208+0.012578i,0.0076825+0.010662i,0.004297-0.0092192i,-0.0020789-0.025991i,-0.0072675-0.034061i,-0.0084543-0.038085i,-0.0038945-0.039604i,0.002661-0.039385i,0.0046151-0.034364i
0.13305+0.1127i,0.14222+0.13229i,0.054103+0.077002i,-0.081569-0.010812i,-0.16169-0.060228i,-0.11839-0.070448i,-0.0090189-0.08575i,0.064961-0.10128i,0.077957-0.074709i,0.069814-0.02564i,0.048654+0.0026465i,0.019565+0.026448i,0.0099501+0.046109i,0.011146+0.035554i,0.002593+0.011438i,-0.009028+0.0095261i,-0.012492+0.028239i,-0.010919+0.042851i,-0.0091124+0.048783i,-0.0061816+0.052658i,-0.00046089+0.049368i,0.0028419+0.036787i,-0.0039358+0.022121i
-0.20494+0.074534i,-0.28455+0.14435i,-0.23654+0.23601i,-0.059198+0.29108i,0.10809+0.23996i,0.12703+0.12581i,0.017538+0.047971i,-0.080778+0.036793i,-0.085219+0.039239i,-0.044911+0.013828i,-0.024381-0.020615i,-0.024078-0.051131i,-0.033006-0.069219i,-0.040574-0.057731i,-0.03295-0.025655i,-0.013222-0.0016156i,0.0044724+0.0028491i,0.014815+0.0013009i,0.024971-0.0001103i,0.031599-0.010783i,0.020551-0.019379i,0.002147-0.015325i,-0.00021912-0.0088144i
0.16191-0.18468i,0.2435-0.26347i,0.23917-0.27317i,0.13703-0.22835i,0.015042-0.17116i,-0.053175-0.1178i,-0.034408-0.062354i,0.03377-0.033276i,0.064461-0.032183i,0.042006-0.028354i,0.021006-0.011013i,0.022987+0.016191i,0.032845+0.036129i,0.035803+0.036628i,0.033344+0.020668i,0.026164-0.0030661i,0.014857-0.020822i,0.0066876-0.028418i,-0.0024787-0.028814i,-0.01265-0.017689i,-0.01153-0.0027288i,-0.0018187+0.0041769i,0.0011082+0.0043782i
0.0054003+0.20061i,-0.0066291+0.28594i,0.003186+0.29554i,0.051322+0.2415i,0.081424+0.18144i,0.076731+0.12962i,0.043775+0.075937i,-0.010056+0.034988i,-0.042306+0.015583i,-0.034404+0.018661i,-0.011127+0.032251i,0.0030822+0.027644i,-0.00042699+0.0040691i,-0.009918-0.01236i,-0.020421-0.010198i,-0.025714+0.0093313i,-0.01892+0.026632i,-0.0091802+0.026289i,0.00024199+0.015655i,0.0081028+0.0046194i,0.0085019+8.5089e-06i,0.0040431+0.0029072i,0.0035561+0.003716i
-0.15127-0.17154i,-0.16552-0.26599i,-0.1035-0.30193i,-0.034194-0.28141i,-0.007247-0.23881i,-0.0029089-0.16823i,0.015084-0.10727i,0.021848-0.087624i,-0.0046472-0.072874i,-0.03-0.053588i,-0.03873-0.055176i,-0.04107-0.056989i,-0.038132-0.033291i,-0.024406+0.00079742i,0.0012938+0.017914i,0.021434+0.0089451i,0.022335-0.0035354i,0.012401-0.0035889i,-0.00095318+0.00010459i,-0.0081077+0.0019229i,-0.0021559+0.0008196i,0.0078258-0.0037022i,0.0091803-0.0028721i
0.13814+0.024041i,0.11839+0.070575i,0.016837+0.10212i,-0.081161+0.101i,-0.11269+0.10065i,-0.10564+0.088939i,-0.10307+0.064488i,-0.095508+0.055774i,-0.052025+0.060239i,-0.00074175+0.054872i,0.025374+0.052858i,0.038168+0.053219i,0.047407+0.03429i,0.041489+0.0027816i,0.017443-0.013057i,-0.0044198-0.011382i,-0.013421-0.011307i,-0.016119-0.014925i,-0.010939-0.013504i,-0.00077344-0.0097112i,0.0042083-0.0079194i,0.006722-0.0068639i,0.0061365-0.013474i
-0.12783+0.11647i,-0.13423+0.10471i,-0.061381+0.013593i,0.023852-0.083761i,0.071904-0.12702i,0.08436-0.1122i,0.062796-0.050345i,0.04492+0.022534i,0.036019+0.050589i,0.022258+0.032018i,0.0047853-0.00072801i,-0.020647-0.016472i,-0.034066-0.007998i,-0.02394+0.0041101i,-0.005043+0.0055858i,0.0085469+0.0063745i,0.016615+0.012554i,0.020697+0.017857i,0.015655+0.01826i,0.001893+0.015824i,-0.011044+0.012082i,-0.018691+0.011208i,-0.016483+0.018037i
0.024501-0.11517i,0.012417-0.080408i,-0.044328+0.060918i,-0.095436+0.19783i,-0.10208+0.23725i,-0.080125+0.20745i,-0.044073+0.13883i,-0.014573+0.056525i,-0.0020109+0.0019057i,-0.00084121-0.0076879i,0.0085282+0.0046121i,0.027637+0.0023476i,0.022903-0.013664i,-0.0016227-0.013746i,-0.015682-0.0039868i,-0.015349-0.0050104i,-0.013369-0.012577i,-0.0094948-0.014407i,0.0040761-0.016484i,0.01692-0.022974i,0.020812-0.024138i,0.021661-0.023424i,0.015192-0.024654i
0.11068+0.15496i,0.17272+0.16501i,0.19242+0.062783i,0.16648-0.064382i,0.1312-0.13551i,0.1177-0.15586i,0.1264-0.13485i,0.1274-0.098961i,0.096765-0.068481i,0.053134-0.046573i,0.014804-0.029584i,-0.011016-0.009427i,-0.0090761+0.0066225i,0.011333+0.0021048i,0.01933-0.0074285i,0.010587-0.0032643i,-0.00011204+0.0045086i,-0.010369+0.0055332i,-0.023148+0.010749i,-0.029258+0.023196i,-0.021963+0.027653i,-0.012521+0.02468i,-0.0048931+0.021123i
-0.14933-0.10768i,-0.19936-0.1228i,-0.16153-0.059144i,-0.094334+0.021725i,-0.082713+0.066001i,-0.10001+0.076688i,-0.10901+0.060739i,-0.11309+0.028732i,-0.1034+0.0073422i,-0.068637+0.0074399i,-0.024066+0.0056049i,0.00092436-0.0090133i,-0.0032539-0.014618i,-0.015452-0.0046719i,-0.016739+0.0060193i,-0.010126+0.010357i,-0.0036255+0.012885i,0.0036536+0.011442i,0.011631-0.00032922i,0.012177-0.013883i,0.00303-0.021906i,-0.0060794-0.025947i,-0.0082698-0.021335i
0.24296-0.062124i,0.34737-0.12943i,0.32003-0.18842i,0.22024-0.20322i,0.1594-0.19395i,0.10624-0.18477i,0.034059-0.15184i,-0.0020528-0.084917i,0.005641-0.032226i,0.014329-0.015935i,0.0048543-0.0093172i,-0.0055743+0.012129i,0.0042901+0.028842i,0.016216+0.023065i,0.01926+0.010928i,0.021773+0.00081664i,0.02273-0.0086767i,0.015479-0.0099261i,0.0056689+0.0018989i,0.0037797+0.014625i,0.0079463+0.020011i,0.014417+0.022669i,0.018894+0.017381i
-0.23893+0.12346i,-0.37058+0.18743i,-0.3893+0.198i,-0.29915+0.17712i,-0.20051+0.17672i,-0.1251+0.19709i,-0.053147+0.18233i,-0.011354+0.12202i,-0.0027627+0.076206i,-0.00032111+0.055152i,0.00032285+0.033263i,0.00067022+0.0068219i,-0.0044389-0.014093i,-0.011959-0.019752i,-0.018794-0.016724i,-0.02682-0.0048838i,-0.026484+0.013356i,-0.013511+0.021016i,0.0030824+0.011626i,0.0087092-0.0026559i,-0.0010775-0.0096483i,-0.015394-0.011207i,-0.022289-0.0099273i
0.045802-0.25409i,0.071308-0.37548i,0.085089-0.36336i,0.074626-0.25494i,0.05424-0.16482i,0.04396-0.11574i,0.040567-0.066514i,0.043313-0.023812i,0.03775-0.019099i,0.019849-0.03476i,0.0096659-0.034974i,0.01628-0.024328i,0.021398-0.020451i,0.013956-0.012743i,0.012129+0.0024383i,0.020754+0.00019465i,0.020337-0.019703i,0.0059787-0.030034i,-0.0073201-0.021736i,-0.0094967-0.0058274i,-0.00039991+0.007265i,0.012784+0.01174i,0.017607+0.008293i
0.041932+0.28114i,0.024116+0.43433i,-0.033532+0.4454i,-0.087143+0.31741i,-0.11002+0.19109i,-0.078632+0.12115i,-0.019357+0.060846i,0.0078875+0.0040979i,0.0056856-0.018581i,-0.0035349-0.0012205i,-0.0087496+0.024186i,-0.016162+0.030501i,-0.022327+0.029949i,-0.015625+0.024479i,-0.011369+0.011022i,-0.014356+0.0079819i,-0.0082673+0.017518i,0.0058576+0.018817i,0.013032+0.008709i,0.012495+0.00054718i,0.011044-0.0026079i,0.0059435-0.0028376i,-0.001187-0.0025807i
-0.18888-0.096808i,-0.22445-0.14552i,-0.14013-0.1526i,0.0031977-0.11147i,0.11552-0.079595i,0.12887-0.0921i,0.059861-0.10082i,-0.004933-0.068354i,-0.025104-0.025532i,-0.013663-0.013361i,0.0020907-0.027516i,0.0028945-0.042364i,-0.005168-0.043393i,-0.0085448-0.026302i,0.0014444-0.0045106i,0.011431+0.0028829i,0.0043009+0.00034596i,-0.0095361+0.0034739i,-0.014485+0.0094895i,-0.012217+0.0073584i,-0.0106-0.00021975i,-0.010181-0.0039325i,-0.0090485+0.00072265i
0.2366+0.0024708i,0.30485+0.023354i,0.23005+0.067014i,0.084412+0.084024i,-0.029091+0.062919i,-0.083402+0.046214i,-0.072356+0.034678i,-0.033922+0.0036447i,-0.01745-0.011724i,-0.0096116+0.0064513i,-0.00035024+0.021984i,0.0065753+0.031183i,0.014362+0.037858i,0.014666+0.026455i,0.0010984+0.0050089i,-0.010181-0.0033809i,-0.0062405-0.0020164i,0.003386-0.0053464i,0.011063-0.0081285i,0.017016-0.004531i,0.020139+0.00098205i,0.021814+0.0052669i,0.022336+0.001132i
-0.095612+0.14678i,-0.070246+0.17074i,0.025891+0.099785i,0.11751+0.016835i,0.16379-0.017251i,0.15942-0.033864i,0.090872-0.028575i,0.02035+0.020112i,0.012592+0.045209i,0.023469+0.014813i,0.012339-0.012879i,-5.7455e-06-0.014737i,-0.00052137-0.011748i,0.0062782-0.0089014i,0.01682-0.0030168i,0.021747-0.00096451i,0.016155-0.002915i,0.0075942-0.0021132i,-0.0010854-0.0014149i,-0.01139-0.0028925i,-0.016586-0.0023765i,-0.016365+0.0014276i,-0.013211+0.0079834i
0.0073012-0.23199i,-0.050522-0.28098i,-0.10774-0.19409i,-0.14258-0.090356i,-0.18674-0.040909i,-0.20729+0.01936i,-0.13949+0.068421i,-0.05682+0.040625i,-0.035594-0.0019909i,-0.037672-0.0017515i,-0.027136+0.012044i,-0.01239+0.0119i,-0.0051464+0.0023959i,-0.011002-0.0062923i,-0.024031-0.0063793i,-0.029358+0.0010473i,-0.022851+0.0057822i,-0.012503+0.0043845i,-0.00245-0.0015902i,0.0063619-0.0076791i,0.0094461-0.01236i,0.011749-0.019919i,0.009375-0.030819i
0.15008+0.1448i,0.24395+0.10758i,0.2456-0.027222i,0.17864-0.10229i,0.16217-0.090049i,0.16549-0.096687i,0.10402-0.092752i,0.054562-0.034525i,0.051911-0.0011436i,0.040735-0.015395i,0.021636-0.027527i,0.011462-0.026499i,0.006829-0.018609i,0.0075576-0.0041293i,0.016831+0.0064261i,0.026121+0.003538i,0.022611-0.0042341i,0.0097128-0.004451i,-0.0028949+0.0036706i,-0.0092047+0.013943i,-0.0065187+0.020317i,-0.0026761+0.025026i,0.0028542+0.030793i
-0.2731-0.085053i,-0.41161-0.031486i,-0.37709+0.071416i,-0.24786+0.088222i,-0.20167+0.051409i,-0.17333+0.091662i,-0.065354+0.11893i,0.004611+0.056027i,-0.01471+0.014194i,-0.03337+0.032781i,-0.020416+0.04533i,-0.0070147+0.035116i,-0.0076257+0.021897i,-0.015036+0.011339i,-0.023563+0.0040562i,-0.027304+0.0062171i,-0.021179+0.013468i,-0.010762+0.015967i,-0.0013997+0.010383i,0.0027468-0.001873i,-0.0027839-0.017137i,-0.013286-0.029629i,-0.023785-0.032261i
0.26439-0.065698i,0.3511-0.1855i,0.26-0.24394i,0.13599-0.14626i,0.13815-0.044629i,0.14706-0.081104i,0.066054-0.12195i,0.0069737-0.08052i,0.01969-0.045971i,0.033785-0.050124i,0.020584-0.051256i,0.0023124-0.039239i,-0.0035002-0.027514i,0.0016483-0.017155i,0.012109-0.0070314i,0.020226-0.0077834i,0.017858-0.016102i,0.011099-0.018338i,0.0050026-0.011745i,0.0014292+0.00195i,0.0042908+0.01714i,0.014558+0.028384i,0.028124+0.030199i
-0.25369+0.24623i,-0.32525+0.44906i,-0.23742+0.4684i,-0.14789+0.27069i,-0.16275+0.12458i,-0.12882+0.122i,-0.011647+0.096044i,0.032824+0.026669i,0.0024016+0.017468i,-0.0057591+0.04946i,0.0078006+0.056222i,0.013951+0.045907i,0.015153+0.040153i,0.012556+0.029244i,0.0022362+0.01516i,-0.0088142+0.01243i,-0.010581+0.018118i,-0.0040312+0.020117i,0.0053145+0.012019i,0.0087427-0.0013785i,0.00074672-0.011254i,-0.013381-0.01732i,-0.024968-0.018508i
