-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
0.0019877-0.0032071i,-0.0009153-0.0017231i,-0.0052897+0.002498i,-0.005656+0.0063689i,-0.0037729+0.0034036i,-0.0057381-0.00012569i,-0.0043229+0.0024304i,0.0012899+0.0041607i,0.0039518+0.0027386i,0.0033292+0.0020967i,0.0017055+0.0018061i,0.00053133+0.0021203i,0.00049879+0.0014963i,0.00076812+0.0016672i,0.0019303+0.0028769i,0.0028572+0.0015574i,0.0023664-0.0011408i,0.0026783-0.00087963i,0.0035383+0.0056087i,0.0012718+0.013703i,-0.0021975+0.015102i,-0.0011414+0.010292i,0.0011917+0.0056941i
0.0012015+0.0063105i,0.0094739+0.0076705i,0.0075711+0.0037594i,-0.0022381+0.0012111i,-0.0040415-0.00032824i,-0.0040068-0.0027818i,-0.004472-0.0010517i,-0.00354+0.0035018i,-0.00063019+0.0054811i,0.0009677+0.0047863i,-0.0001433+0.0025247i,0.00074296+0.0023505i,0.0020718+0.0028565i,0.00045067+0.0023366i,-0.0024678+0.0036999i,-0.0021392+0.0042872i,0.00027505+0.0027816i,-0.0010264+0.0010223i,-0.0072353-0.0029782i,-0.011323-0.008326i,-0.009275-0.010309i,-0.0056515-0.0070735i,-0.0036689-0.0027974i
-0.0035694+0.0092i,-0.0012686+0.013432i,0.0031858+0.014467i,0.0029829+0.010467i,-9.5481e-06+0.0052077i,-0.00064113+0.0027177i,-0.0016618+0.0024582i,-0.0043801+0.0024162i,-0.0043681+0.003107i,-0.0025492+0.0034994i,-0.0017269+0.0023475i,-0.0024866+0.0016972i,-0.0041507+0.0013244i,-0.0045265-0.0017829i,-0.0044474-0.0055025i,-0.0032193-0.0060328i,-0.00068213-0.0037992i,0.0028045-0.0037792i,0.0090875-0.0050226i,0.013488-0.0035537i,0.012374-0.0011749i,0.0088042-0.00031873i,0.0058199-0.0005718i
-0.0057885-0.0059853i,-0.022487-0.0014259i,-0.026148+0.010123i,-0.01375+0.014553i,-0.0068985+0.01084i,-0.0067592+0.006617i,-0.0058388+0.0039684i,-0.0028141-7.1862e-05i,-0.00075433-0.0031214i,-0.00090311-0.0023842i,-0.0018189-0.0013213i,-0.0013983-0.0027537i,0.0011113-0.005946i,0.0044797-0.0069767i,0.0060683-0.0058284i,0.0052817-0.0036634i,0.0039978-0.0004512i,0.0028026+0.0036706i,4.4694e-05+0.0085713i,-0.0041671+0.010377i,-0.0057855+0.0079734i,-0.0042195+0.0058378i,-0.0019757+0.00517i
0.00059045-0.0083181i,-0.01217-0.016717i,-0.022461-0.014968i,-0.021113-0.0034005i,-0.012899+0.0019806i,-0.0082478-0.001457i,-0.0068326-0.0032877i,-0.0023064-0.0031462i,0.002034-0.0042102i,0.003081-0.0043626i,0.0023881-0.0028403i,0.002102-0.00098801i,0.0034757+0.002231i,0.0036281+0.0042516i,0.0017439+0.0029526i,-0.00051679+0.001379i,-0.0026384+0.0015564i,-0.0047887+0.0002971i,-0.0059012-0.0040864i,-0.0036806-0.0071043i,-0.00017571-0.0061535i,0.00011593-0.0054268i,-0.0010524-0.0047248i
0.0079351+0.0001975i,0.016986-0.010179i,0.011466-0.021342i,-0.0054477-0.017042i,-0.0098448-0.0065714i,-0.0043363-0.0057002i,-0.0022845-0.0073567i,-0.0013092-0.0037046i,0.0010639+0.00025978i,0.0027021+0.0010776i,0.0024555+0.0010172i,0.0002323+0.0012376i,-0.0026924+0.00091153i,-0.0041224+0.0012284i,-0.0026154+0.0014255i,4.4243e-05+0.00045676i,0.0012819-0.0013619i,0.0030329-0.0025104i,0.0051647-0.00090159i,0.0055666+0.0023405i,0.0041487+0.0036347i,0.0040555+0.0028107i,0.0035468+0.0013562i
-0.0018591+0.0063812i,0.0081804+0.0099448i,0.010336+0.0045776i,0.00079135-0.0032684i,-0.0043371-0.0025435i,-0.00081961+0.00012181i,0.001829-0.0020709i,-0.00077517-0.0022946i,-0.0029907+0.00018638i,-0.0029581+0.0012668i,-0.0025126+0.0010582i,-0.0013346+0.00023091i,0.00091699-0.0011542i,0.00023474-0.0017386i,-0.0016014-0.00011855i,-0.00082852+0.0027231i,0.0013081+0.0041095i,0.0020874+0.0043179i,-0.00090622+0.0040798i,-0.004481+0.0019433i,-0.0048155-0.0012522i,-0.0033904-0.0015421i,-0.0015954-0.00030171i
-0.0082838-0.0047182i,-0.015602-0.00073049i,-0.012059+0.0029437i,-0.0034492+0.0001542i,-0.0031267-0.0014676i,-0.0039736+0.0022061i,-0.00039348+0.002492i,0.0003601-0.0017966i,-0.0010605-0.0041162i,-0.00088223-0.0040488i,-0.00033689-0.0031238i,-0.00039031-0.0011908i,-0.00045616+0.00059921i,-0.0006588-0.00059212i,-0.0010461-0.0025395i,-0.0013328-0.0023343i,-0.0013775-8.6755e-06i,-0.00087022+0.00055052i,0.00090875-0.0011946i,0.0034449-0.0017011i,0.0041758-0.0019529i,0.0033035-0.0020133i,0.0028067-0.00032076i
0.0036185-0.013371i,-0.0014822-0.021167i,-0.0021788-0.017572i,0.00048916-0.0082698i,-0.0032057-0.0015509i,-0.0067777+0.0017155i,-0.0033379+0.0033812i,0.0020299+0.0019754i,0.0042322+0.00032007i,0.0051287+0.0011539i,0.0051079+0.0020687i,0.0030089+0.00074054i,0.0015914-0.0018873i,0.0031968-0.0024644i,0.0050136-0.0022353i,0.0038612-0.0021579i,0.0011061-0.0010272i,0.00020696+0.00079769i,0.0002107+0.0034269i,-0.00076693+0.005564i,-0.00030703+0.0052792i,0.00010393+0.0041111i,-0.0016217+0.0031561i
0.016622+0.0060257i,0.02804+0.0022688i,0.027027-0.0038922i,0.012649-0.0046376i,0.0013803-0.0020588i,-0.0016635-0.0019436i,-0.0014556-0.0015971i,0.0012964+0.0008359i,0.0027784+0.0027444i,0.0020034+0.0026418i,0.0006853+0.0012975i,2.8774e-05+0.00015956i,0.0014492+0.00091664i,0.0021669+0.0035292i,0.00099951+0.0042374i,7.7451e-05+0.0022799i,-3.6966e-06-0.00075677i,-0.00040512-0.0027034i,-0.0021088-0.0036289i,-0.0035054-0.004525i,-0.0042168-0.0035108i,-0.0036059-0.0024959i,-0.0014065-0.0026972i
-0.0045664+0.017955i,0.003811+0.029983i,0.0095098+0.028699i,0.0057662+0.016362i,0.0017577+0.0049813i,0.0023317-0.0001604i,0.0031433-0.0015903i,0.0014506-0.00018647i,0.00057557+0.00093433i,0.0013297+0.00092013i,0.0019741+0.000415i,0.0015953-6.4419e-05i,-0.00054203-0.0001373i,-0.0029742-6.0192e-05i,-0.0030194-0.00013749i,-0.0016907-0.00024098i,-8.602e-05+0.00017661i,0.0019506+5.5883e-06i,0.0039339-0.00022881i,0.004257-0.00053151i,0.0034453-0.0016378i,0.0022969-0.0012988i,0.0015141-2.4208e-05i
-0.015712-0.0037942i,-0.02486+0.0031925i,-0.023096+0.014654i,-0.011315+0.016423i,-0.0028596+0.0086865i,-0.00060033+0.0065599i,0.00055479+0.0075747i,0.0010699+0.0051653i,-4.9727e-05+0.0024648i,-0.00067622+0.0021004i,-0.0004355+0.002215i,-3.6549e-05+0.00089468i,-0.00010109-0.0015198i,-0.00014217-0.0026311i,-0.0014017-0.0015979i,-0.0023533+0.00074562i,-0.0020099+0.00234i,-0.0015752+0.0023464i,-0.0011724+0.0028383i,-0.00064749+0.0034826i,0.00057709+0.0030836i,0.0011106+0.0022796i,0.00045989+0.00080174i
0.0044534-0.016252i,-0.0067607-0.021692i,-0.014804-0.012867i,-0.01326-0.00026862i,-0.0095999+0.0036343i,-0.0086673+0.0032911i,-0.0081295+0.0045026i,-0.005126+0.0037203i,-0.0031553+0.0010885i,-0.0029405-0.0011378i,-0.0023393-0.0016199i,-0.0018084+4.9466e-05i,-0.0005371+0.0015936i,0.0017064+0.00065068i,0.0025381-0.0013553i,0.0016109-0.0016127i,0.0001931-0.00061233i,-0.0011833-0.00014365i,-0.0010754-9.226e-05i,-0.00048889+0.00062479i,-0.001069+0.00083668i,-0.0012184+0.00074919i,-1.5254e-05+0.0019559i
0.015892+0.0049017i,0.020731+0.0018024i,0.014196-0.00506i,0.00045699-0.0068718i,-0.0066775-0.0029435i,-0.0084825-0.0030259i,-0.0090294-0.0042105i,-0.0064842-0.0029403i,-0.0020647-0.0018346i,0.0011762-0.0012256i,0.0017145-0.0007039i,-0.00020385-0.00069856i,-0.0013479-0.0008827i,-0.00027887-9.8193e-05i,0.0011063+0.0015431i,0.0016608+0.0014672i,0.00098336+0.00047762i,0.00022637+0.00054156i,0.00017114+0.0007797i,0.00061554+0.00051231i,0.00089081+1.9964e-05i,0.00069655-0.00054429i,-0.0013206-0.00076963i
-0.0048898+0.018018i,0.0001831+0.022717i,0.0026659+0.015183i,-0.00054792+0.0039966i,-0.0037337-0.0011268i,-0.0035586-0.0035122i,-0.0024892-0.0056787i,-0.0025403-0.0042006i,-0.0016678-0.00074037i,-2.8299e-05+0.00086418i,0.00085537+0.00098291i,0.00088872+0.0008538i,0.0010285+0.00046404i,0.00069433+0.00051214i,-0.00062916+0.00075969i,-0.00015768+0.00077397i,0.0015917-2.7228e-07i,0.0017907-0.0011938i,0.00046854-0.0018218i,-0.00055554-0.0014031i,-0.00088351-0.00082125i,-0.00036173-0.00067238i,0.0004798-0.001892i
-0.018546-0.0065871i,-0.029492-0.0068631i,-0.029075-0.0010292i,-0.018902+0.0035751i,-0.0093869+0.0019818i,-0.0025076+0.00034662i,0.0022265-0.0011798i,0.0032962-0.0016684i,0.0022888-0.0004271i,0.0019686+0.00012645i,0.0013068-0.00048086i,-9.5247e-05-0.00056367i,-0.0012018-5.9633e-05i,-0.001408-0.00012875i,-0.001337-0.00072902i,-0.0012766+7.3632e-05i,-0.00050044+0.0014763i,0.00029166+0.0017614i,0.0015706+0.0012659i,0.0018274+0.00027413i,0.00053302-0.001123i,-0.00065913-0.0010453i,-0.00046154+0.00068495i
0.0076089-0.019436i,0.0015025-0.033497i,-0.0048106-0.03019i,-0.0064062-0.015668i,-0.006157-0.0046722i,-0.0048611+0.00054862i,-0.0018651+0.0027842i,0.00030508+0.0018038i,0.00073823-0.00042625i,0.00038054-0.00064488i,3.0332e-05-0.00025871i,-0.00049395-0.00055325i,-0.0010178-0.0012962i,-0.00099914-0.0021042i,-0.0017218-0.0021169i,-0.0023029-0.00090703i,-0.0026878-0.00011723i,-0.0026728+0.00049923i,-0.0017987+0.0012714i,0.00020214+0.0012894i,0.0022413+0.0013668i,0.0024299+0.0013563i,0.0013272+0.0010393i
0.022528+0.00075596i,0.033351-0.0043998i,0.029465-0.012556i,0.013082-0.013409i,3.6548e-05-0.0059261i,-0.0035503-0.001645i,-0.0043034-0.0014066i,-0.0029014-0.0011046i,-9.7031e-05-0.00080515i,9.2056e-05-0.00096049i,-0.00079317-0.00087652i,-0.0015192-0.0011342i,-0.0015048-0.0015405i,-0.00010364-0.0011545i,0.00056365-0.0011622i,0.00063174-0.0019982i,0.001209-0.0022553i,0.0014113-0.0022145i,0.00079215-0.0022863i,-8.9231e-05-0.0015239i,-0.00077437+0.00030873i,-0.00049765+0.0015512i,0.00025044+0.0018309i
-0.0022807+0.021693i,0.0077019+0.033469i,0.015536+0.027664i,0.00988+0.011151i,0.0018922+0.0020011i,-0.00053291-0.0011329i,-0.0002397-0.0038926i,0.00014125-0.0036006i,0.00092695-0.00075506i,0.0017567-4.3111e-07i,0.0015808-0.0011126i,0.0012428-0.0016607i,0.0010008-0.0015734i,0.00093749+0.00010046i,0.00099435+0.0018791i,0.0010667+0.002425i,0.0010484+0.0021016i,0.0011195+0.0016116i,0.0014599+0.0014088i,0.001132-0.00014176i,0.0010133-0.0020862i,0.00036118-0.0022807i,-0.00139-0.00094101i
-0.019065-0.0010481i,-0.026018+0.0039621i,-0.019349+0.010183i,-0.007728+0.0091233i,-0.0037029+0.0026081i,-0.0023492-0.00023072i,0.0010118-0.00023366i,0.0030603+0.00013426i,0.0028408+0.0014299i,0.0025488+0.0016585i,0.0026027+0.0014314i,0.0029091+0.00086456i,0.0032045+0.00023529i,0.001492-0.00048667i,-0.0010115-0.0011782i,-0.0020706-0.00099762i,-0.0016687-0.00091545i,-0.00070103-0.00047327i,-0.00054108+0.00028417i,-0.00010036+0.00088837i,0.0006781+0.0017479i,0.0016452+0.0013694i,0.0026398+3.6408e-05i
0.005639-0.022279i,-0.001732-0.032734i,-0.0087516-0.024633i,-0.0084787-0.0083455i,-0.0052027-0.0012924i,-0.0022414+0.0017954i,8.9833e-05+0.004351i,0.00084643+0.0041737i,-4.1476e-07+0.0025798i,-0.0009616+0.0018103i,-0.0015874+0.0028679i,-0.00091024+0.0033777i,0.00036021+0.0023036i,0.0010826+0.00032768i,0.0012138-0.00015358i,0.0011205+0.00040382i,0.00051484+3.4069e-05i,7.6819e-05-0.00063715i,2.2229e-05-0.00093287i,-0.00038544-0.0010169i,-0.0010425-0.00078939i,-0.0017743+8.7131e-05i,-0.0013952+0.00034078i
0.02339+0.00074705i,0.029422-0.0025137i,0.021733-0.0058846i,0.0077659-0.0042976i,0.00062821-7.5164e-05i,-0.0014129+0.0020843i,-0.0036671+0.00302i,-0.0031719+0.0026551i,-0.0022799+0.00059936i,-0.0022061-0.0012082i,-0.0020637-0.0020104i,-0.0019354-0.0020554i,-0.0021173-0.0014023i,-0.0019046-0.0013215i,-0.00032343-0.0013294i,0.00054694-0.0007931i,0.0009536-0.00043926i,0.0015066-0.00028238i,0.00071022+0.00059726i,-0.00050998+0.00092231i,-2.4503e-05+0.00053211i,0.00093489-0.00073254i,0.0010509-0.0012366i
-0.00063142+0.021699i,0.0018476+0.034417i,0.002575+0.028847i,-0.000567+0.014005i,-0.0035688+0.0061202i,-0.003956+0.0024411i,-0.0035476-0.00079643i,-0.0030391-0.0024812i,-0.00032788-0.0030731i,0.0014723-0.0030806i,0.00045699-0.0014466i,-0.00016797-0.00030024i,0.00028936-0.0014397i,0.0007519-0.0021391i,0.00076083-0.00117i,0.00069465-0.00014734i,0.0010695-0.00023294i,0.0014796-0.00026521i,0.0012293-0.0004812i,-0.0001103-0.00072263i,-0.00084758+0.00083834i,-0.0010818+0.0020699i,-0.0013701+0.001729i
-0.023348+0.00061353i,-0.033258+0.0030614i,-0.030128+0.0057539i,-0.018846+0.0054067i,-0.010468+0.0014702i,-0.006952-0.00078842i,-0.0049348-0.00097973i,-0.0023645-0.00061222i,0.00031664+0.0012399i,0.0022168+0.0013487i,0.002392-3.6719e-05i,0.0017992-0.00052477i,0.0015203-0.00027463i,0.00092404-7.1677e-05i,0.00048578+0.0007784i,-0.00062115+0.0013667i,-0.0020058+0.0007288i,-0.0019005+0.00072068i,-0.00016231+0.00089221i,0.00092534+5.351e-05i,0.00033391-0.0013557i,-0.00070168-0.0025429i,-0.00077405-0.0025829i
-0.00049444-0.02656i,-0.0082988-0.035757i,-0.015428-0.028568i,-0.015473-0.012745i,-0.010007-0.0038467i,-0.0041987-0.0024345i,-0.00057985-0.0013815i,3.549e-05+4.0469e-06i,-9.973e-05+0.00067464i,0.00077361+0.0010418i,0.00090645+0.0013384i,0.00029827+0.0024039i,0.00044761+0.0016946i,0.00021455-0.00034201i,-0.00059131-0.0012497i,-7.1421e-05-0.001792i,0.00087622-0.0015035i,0.00062902-0.00048134i,4.6187e-05+0.00059939i,0.00051611+0.0017178i,0.0012975+0.002073i,0.0023937+0.0015054i,0.0030929+0.0011457i
0.027156-0.0040499i,0.033039-0.010001i,0.025937-0.015438i,0.011156-0.014093i,0.0023097-0.0062686i,0.00011342-0.00096354i,-0.0018157-3.3464e-05i,-0.0028779+2.5125e-05i,-0.0023449-0.00038379i,-0.0017993+0.0001891i,-0.0017572+0.0013645i,-0.0018927+0.0014824i,-0.0017554+0.0019134i,-0.00044028+0.0019402i,0.0011923+0.00079236i,0.0017323+0.00078059i,0.0013575+0.00086654i,0.00082615-0.0012291i,0.00028667-0.0029366i,-0.0010523-0.0022155i,-0.0017355-0.0012302i,-0.0013977-0.0003427i,-0.0004491+1.6897e-05i
0.0013937+0.022549i,0.0053453+0.031102i,0.0072608+0.023501i,0.0033818+0.010706i,-0.0017238+0.0053714i,-0.0030102+0.0040628i,-0.0012689+0.0010648i,0.00035022-0.0017136i,0.0012694-0.0022091i,0.0010969-0.0018749i,-5.2231e-05-0.0016696i,-0.0016004-0.0015458i,-0.0026346-0.0016692i,-0.0028071-0.0011549i,-0.0028284-0.00068135i,-0.0015327+2.1434e-05i,0.00052315+0.00023953i,0.0022437-0.00027568i,0.0025766-0.00026468i,0.0016183+0.00021487i,0.0016157-0.00025227i,0.0017258-0.0017811i,0.0012854-0.0017001i
-0.023542+0.0018181i,-0.029815+0.0058546i,-0.023051+0.0078956i,-0.011161+0.0054385i,-0.0056288+0.00081056i,-0.0039957-0.0013336i,-0.00025268-0.0014955i,0.0026229-0.00082081i,0.0034845+0.0002188i,0.0033733+0.00035277i,0.0033699-0.00099292i,0.0030281-0.0025121i,0.0027983-0.0026599i,0.0020222-0.0015598i,0.0011076-0.00045204i,0.0014062-5.5756e-05i,0.00064211+0.00061664i,0.00023732+0.0019176i,0.00061932+0.0024727i,0.00058562+0.0016199i,0.00061395+0.0016224i,0.00079871+0.0022254i,0.00067857+0.0013303i
-0.00044768-0.023151i,-0.0046161-0.032652i,-0.007205-0.026087i,-0.0076295-0.0099051i,-0.0073463-0.0010662i,-0.0057726+0.001065i,-0.0022045+0.0026547i,-3.0325e-05+0.0033555i,0.00083604+0.0030618i,0.0014906+0.0022732i,0.0016708+0.001379i,0.0016955+0.0018988i,0.000764+0.0026612i,-0.00017214+0.0026001i,-0.00086405+0.0022806i,-0.0014882+0.0014915i,-0.0020153+0.00023882i,-0.0022933-0.00063463i,-0.001529-0.00071062i,-0.00030091-0.00048174i,0.0004194-0.00040775i,-1.0918e-05-0.00066602i,-0.00060897-0.00061803i
0.026713-0.0033493i,0.034855-0.0067725i,0.02777-0.008888i,0.010994-0.0061822i,0.00092089-0.0021801i,-0.00088417-0.0016108i,-0.0024233-0.0016247i,-0.0040286+0.00018808i,-0.0034086+0.00076119i,-0.0014554+0.00067417i,-0.001405+0.0018218i,-0.0020081+0.0023031i,-0.0020946+0.00059533i,-0.0016669-0.0016076i,-0.00080072-0.0021479i,1.6992e-05-0.0018913i,0.0010449-0.00087304i,0.0010515-0.00015i,0.0013188-0.00022733i,0.001282+0.00077325i,0.00084112+0.0016918i,0.00022331+0.0011652i,-0.00084488+0.00076149i
0.0013158+0.022626i,0.0060588+0.03361i,0.0057538+0.027586i,0.00023531+0.013809i,-0.0023713+0.0074082i,-0.0015833+0.004263i,-0.0008917+0.0001296i,-0.001296-0.0022121i,-0.0012558-0.0017461i,-0.00040196-0.00018894i,0.00033837+0.00039514i,0.00046958-0.00020043i,0.00080658-0.00022293i,0.0018086+0.00050474i,0.0017477+0.000766i,0.0013133+0.00097915i,0.00076159+0.0015904i,0.00064851+0.0013333i,0.00015603+0.00070581i,-0.0010116+0.00063795i,-0.0013239+0.00016836i,-0.0014204-6.5114e-05i,-0.001954+0.00016568i
-0.027534+0.0028723i,-0.037003+0.010554i,-0.031618+0.014754i,-0.018228+0.011718i,-0.010316+0.0067563i,-0.0060732+0.0044239i,-0.0019153+0.0020083i,0.0010805-0.000376i,0.0018841-0.00087468i,0.0018012-0.0012511i,0.0020397-0.0011521i,0.0020702-0.0012538i,0.00082598-0.0020679i,-0.00080235-0.001775i,-0.001974-0.0008399i,-0.0023862-0.00089578i,-0.0010375-0.001063i,0.00049151-0.00057422i,0.0011749-0.00029434i,0.0014152-0.000968i,0.00088427-0.0011622i,0.0003602-0.0012788i,0.00022122-0.00084287i
0.01314-0.022659i,0.006338-0.038439i,0.0029388-0.039966i,-0.0010297-0.028268i,-0.0051593-0.019935i,-0.008939-0.010011i,-0.0059579+0.0013553i,-0.00051068+0.0044587i,0.0021125+0.0016916i,0.0020711-0.0012125i,0.0010807-0.0021297i,0.00053148-0.0011733i,6.7466e-05-0.00039353i,0.00042683-0.0009044i,0.00072094-0.0011078i,0.00066116-0.0012136i,-0.0001636-0.00072726i,6.8669e-05+0.0013539i,0.0009894+0.0030358i,0.0010336+0.0026281i,0.0014748+0.0018002i,0.0015961+0.001319i,0.0012841+0.00057423i
0.01873-0.0023665i,0.027078-0.0045968i,0.018593-0.0047612i,0.0063723-0.0023888i,0.0022837+0.00027161i,0.0018348-0.00073094i,-0.0011655-0.00051688i,-0.0031381+0.0020693i,-0.0026027+0.0031297i,-0.0011371+0.003236i,0.00034074+0.003065i,0.00060716+0.0019455i,0.00040137+0.0015389i,0.00028732+0.0017764i,-0.0003832+0.0015549i,-0.0010314+0.0012576i,-0.00086177-1.1029e-05i,-0.00032212-0.0020032i,-0.0005828-0.0025607i,-0.00083014-0.0014094i,-0.0009121-0.00058761i,-0.0010498-0.00064082i,-0.00055646-2.6552e-05i
0.0054973+0.02358i,0.0091622+0.030796i,0.010343+0.022106i,0.0052271+0.0070703i,4.5384e-05+0.0011669i,-0.0011801-0.00030708i,-0.0028644-0.0022134i,-0.0043793-0.0022203i,-0.0027198-0.0012391i,-0.00032903-0.001189i,0.00012003-0.00038192i,-0.00054841-4.6738e-05i,-0.0011221-0.00064824i,-0.00082677-0.001406i,4.5406e-05-0.002102i,0.0009756-0.0018927i,0.0014258-0.0015225i,0.0014923-0.0011069i,0.0012082-0.00073555i,0.0011066-0.00028695i,0.0013607-0.0002276i,0.0016806-0.00034095i,0.00075916-9.862e-05i
-0.021218+0.0015875i,-0.029685+0.0019213i,-0.023664+0.001429i,-0.011798+0.0006368i,-0.0064662+9.0296e-05i,-0.0056376+0.00043193i,-0.0028948-0.00079024i,-0.00033609-0.0027659i,-0.00010044-0.0030854i,-7.2883e-05-0.0019145i,-0.00051325-0.0010486i,-0.00090161-0.0013043i,-0.0001198-0.0015494i,0.001313-0.00050649i,0.0017838+0.0011245i,0.0009426+0.0013505i,0.00085267+0.0010933i,0.001437+0.0017158i,0.0017071+0.0023313i,0.00026171+0.0015278i,-0.00089665+0.00081687i,6.5946e-05+0.00078106i,0.00028237+0.00029668i
-0.0039914-0.022147i,-0.0066155-0.028685i,-0.0070164-0.021502i,-0.0052068-0.0088841i,-0.0038008-0.0032375i,-0.002094-0.0019771i,0.0014448-0.00029645i,0.0033289+0.00095345i,0.0029259+0.0006299i,0.002483-0.00023858i,0.0023038-0.00011029i,0.0020453+0.00018398i,0.0013975-0.00017002i,0.00060587-0.00079026i,-0.00058292-0.0014293i,-0.0014704-0.0014953i,-0.0017135-0.0010802i,-0.0011522-0.00050184i,0.00025828+0.00018197i,0.00043228-1.9793e-06i,-7.7457e-05-0.00052756i,0.00058797-0.00038768i,0.00081832+7.7112e-06i
0.023076-0.005278i,0.029807-0.0078463i,0.023076-0.0064729i,0.0097575-0.0022944i,0.00075141-0.00054451i,-0.00077473-0.00046434i,-0.00029681+0.0014867i,-5.7653e-05+0.0032093i,0.00085713+0.0023975i,0.0010542+0.0014728i,0.00091427+0.0019676i,0.00061329+0.0019249i,0.00036866+0.00087992i,0.00025596+1.2448e-05i,0.0007471-0.00040064i,0.00099562-0.00012349i,0.00081482+0.00020161i,-1.089e-05-0.00032957i,-0.0008078-0.00033771i,-0.00027804+0.00072119i,1.043e-05+0.0013169i,-0.00019312+0.00099688i,-0.00039437+0.0014425i
0.0074104+0.02182i,0.011512+0.027914i,0.011168+0.021705i,0.0058069+0.010104i,0.00018269+0.0045483i,-0.0024548+0.0026954i,-0.0039172+0.0014384i,-0.0044704+0.0008063i,-0.0031807+0.00047123i,-0.0016523+0.00072992i,-0.0014369+0.00081637i,-0.0015587+0.00038149i,-0.00051962+0.0003633i,0.00034623+0.00060819i,0.00048304+0.0005072i,-8.7335e-06+0.00045907i,-0.00021513+0.0010433i,0.00016307+0.0017442i,-0.00021207+0.0011858i,-0.0014196-0.00051852i,-0.0018844-0.00098139i,-0.0016174-0.00075119i,-0.0012348-0.00069474i
-0.023099+0.0056616i,-0.028757+0.0098053i,-0.023753+0.011354i,-0.014812+0.0097819i,-0.0084919+0.0068181i,-0.0047753+0.0040517i,-0.0023073+0.00025719i,-0.0018721-0.0020944i,-0.0011372-0.0022993i,-0.00017667-0.00097272i,-0.00023437-0.00033995i,-0.00065855-0.0010931i,-0.00085386-0.0017813i,-0.0009377-0.0019079i,-0.00064638-0.0016107i,0.00026249-0.0012446i,0.00061613-0.0012542i,0.00055136-0.00029125i,0.00062332+0.0011201i,0.00083361+0.00056462i,0.0011002-0.00034259i,0.0018851-0.0009401i,0.0021531-0.00052287i
-0.0066342-0.020679i,-0.0089426-0.026513i,-0.0090305-0.019573i,-0.0085062-0.0081607i,-0.0073215-0.0039981i,-0.0047985-0.0033664i,-0.0010798-0.002564i,0.002022-0.0024642i,0.0033304-0.0018125i,0.0028561-0.00084893i,0.0022418-0.00053099i,0.0026024-0.00083922i,0.0021969-0.0013572i,0.00096795-0.00096622i,0.00069424+0.00040487i,0.0006676+0.0010791i,0.00029842+0.00045098i,-0.0006273+0.00047676i,-0.00062285+0.00080696i,0.00016673+0.00053375i,0.0005511+0.00042529i,0.00071446+0.00017042i,0.00068739+0.00053923i
0.023426-0.0070373i,0.027955-0.0099063i,0.019135-0.0097925i,0.005443-0.0070962i,-0.0011819-0.0030762i,-0.0011025-0.00060968i,0.00067953+0.00097769i,0.0015884+0.0021057i,0.0016237+0.0022036i,0.0017254+0.0018473i,0.002184+0.0014774i,0.0017813+0.0014723i,0.00077956+0.00098054i,-9.3379e-05+0.00016015i,-0.00039513-0.00023191i,-1.5936e-05-0.00055106i,0.00040609-0.00046943i,0.00020198-0.00021063i,-0.0004688-0.00058604i,-0.00028756-0.00035547i,-9.7165e-05+6.6206e-05i,-0.00076128+1.9642e-05i,-0.00025873-6.8093e-05i
0.0013597+0.021946i,0.0040613+0.029851i,0.0034355+0.02464i,0.00043534+0.012686i,-0.0022977+0.0066921i,-0.0021357+0.0051703i,-0.0018045+0.0035522i,-0.0027703+0.0032271i,-0.002666+0.0033099i,-0.00136+0.0022602i,0.00024424+0.001229i,0.00084825+0.00027249i,0.0002627-0.00080683i,0.00032717-0.0012921i,0.00073493-0.00032014i,0.00078615+0.00048958i,0.00084944+0.00070826i,0.0010721+0.00031965i,0.00061859-0.00080838i,-0.00025319-0.00066483i,-0.00090426-6.1865e-05i,-0.001371+7.1186e-05i,-0.00078184+9.8677e-05i
-0.019005+0.0013686i,-0.026394+0.0031457i,-0.021783+0.0028472i,-0.01385+0.0013291i,-0.010359+0.0012778i,-0.0092432+0.0020601i,-0.0069124+0.0006112i,-0.0049009-0.0013928i,-0.003502-0.0016339i,-0.0015419-0.0011851i,0.00035189-0.001087i,0.0012375-0.0014516i,0.00144-0.0011054i,0.0010764+0.00020983i,0.00046055+0.00040306i,-0.00013351-0.00022811i,-0.0007606-0.0010088i,-0.00094984-0.00086898i,7.7621e-05-6.1689e-05i,0.00056579+5.6197e-06i,-7.3343e-06-0.00041985i,-0.00064857-0.00087515i,-0.001277-0.0010021i
