-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
0.013918+0.0091112i,0.010358+0.014i,0.0099498+0.007477i,0.0064694+0.0010998i,0.0044105+0.0021352i,0.0037845+0.0047705i,0.0049395+0.0027587i,0.0041844-0.0012731i,0.0027044-0.0014364i,0.0017079-0.0018024i,-0.001302-0.0027206i,-0.003697-5.823e-05i,-0.0035679+0.0025697i,-0.0024261+0.0037854i,-0.00028298+0.0042649i,0.0019781+0.0032756i,0.002916+0.0012645i,0.0033021-0.00093704i,0.0040333-0.0010436i,0.0047115-0.00026007i,0.004594+0.00055466i,0.0029299+0.0015729i,0.00131+0.0014693i
-0.0090051+0.0028646i,-0.014023+0.00080664i,-0.015597-0.0032547i,-0.01349-0.0044687i,-0.010997+0.0013i,-0.0075067+0.007383i,-0.0020401+0.0074197i,0.0008037+0.0029016i,5.3676e-05+0.00091296i,0.00033446+0.001481i,0.0012434+0.00045873i,-0.0001095-0.0016842i,-0.0023589-0.002893i,-0.0029796-0.0034172i,-0.0025055-0.0033289i,-0.0013399-0.0017011i,0.00083633-2.3975e-05i,0.0024506+0.0003519i,0.0022759+0.001445i,0.0017388+0.0025627i,0.0012785+0.0030732i,0.00029146+0.0023111i,-0.0008328+0.0004739i
0.0015194-0.0073445i,0.0018679-0.013869i,0.0040665-0.017819i,0.00267-0.016346i,-0.0049844-0.012967i,-0.010903-0.0074908i,-0.0092844-0.00089961i,-0.0024639+0.0022137i,0.00065526+0.0015444i,-0.00070894+0.0012727i,-0.00051075+0.0010784i,0.00082348+0.00013435i,0.001967-0.0013913i,0.0021818-0.0027218i,0.00096458-0.0027251i,-0.00091013-0.0010743i,-0.0019452+0.0005814i,-0.0023803+0.0012281i,-0.0028651+0.00092077i,-0.0035257+0.0009152i,-0.0031277+0.0012071i,-0.0016355+8.2138e-05i,-0.00039558-0.0010062i
0.0055063+0.0016051i,0.013702+0.0018817i,0.02231+0.0034516i,0.021331+0.001633i,0.015099-0.0044926i,0.0084858-0.008624i,0.0018029-0.0061611i,-0.0014302-3.9993e-05i,0.00016764+0.0027356i,0.0014368+0.0016449i,0.0015203+0.00035683i,0.0020211-5.7984e-05i,0.0028452+0.00012568i,0.0036136+0.00058502i,0.0027656+0.0014097i,0.00024996+0.0012008i,-0.0020385+0.00077569i,-0.0032723+0.00058716i,-0.002795-0.00098608i,-0.0024142-0.0019944i,-0.0021569-0.0026107i,0.00030624-0.0022099i,0.0019505-0.001121i
0.0031714+0.0047946i,0.0044498+0.012685i,0.00084447+0.019094i,-0.0011215+0.017215i,0.0034272+0.011047i,0.0083812+0.0055765i,0.005381+0.00073215i,-0.00082001-0.00023986i,-0.0010124+0.001929i,0.0014863+0.0015022i,0.0015769-0.00055638i,0.0008555-0.00020902i,0.00086907+0.0016182i,0.00051132+0.0022897i,-0.00019319+0.001681i,-0.00080392-0.00032736i,-0.0011256-0.0025935i,-0.00038489-0.0032495i,0.001319-0.0030996i,0.002311-0.0029172i,0.0024075-0.0023585i,0.0018225-0.00019646i,0.00094219+0.0014566i
-0.0024488+0.0027016i,-0.010274+0.0062877i,-0.017875+0.0054586i,-0.018159+0.0032718i,-0.01099+0.0070905i,-0.0040746+0.010278i,-0.00057984+0.0057596i,-0.00059162-0.00063136i,-0.0015187-0.001518i,-0.00033872+0.000733i,-0.00019162+0.00059082i,-0.0012324+0.00029246i,-0.0012466+0.00085009i,-0.0017208+0.00027201i,-0.0022318+0.00033525i,-0.0015539-0.00047106i,0.00035589-0.002388i,0.0018021-0.0022015i,0.002359-0.00096195i,0.0029441+0.0002291i,0.0025788+0.0010177i,0.0010256+0.0012807i,-0.00078604+0.0018521i
-0.0066579-0.0014321i,-0.01189-0.0097605i,-0.011712-0.017798i,-0.0083292-0.017232i,-0.0090383-0.0092577i,-0.0094369-0.001228i,-0.0050059+0.00095761i,-0.00088437-0.00044108i,-0.0014462-0.0004765i,-0.0014212+0.00088732i,0.00053797+0.00066374i,0.00066198-0.0016425i,0.00013315-0.0033357i,0.00023852-0.0045312i,-0.00027266-0.0046843i,8.4273e-05-0.0028957i,0.0014512-0.0008329i,0.0019405-1.57e-05i,0.0013681+0.00073733i,0.00047857+0.0017288i,-0.00049373+0.0013614i,-0.0016758+0.00024228i,-0.0028473-0.00022726i
-0.0005816-0.0054305i,0.007964-0.013091i,0.017471-0.015498i,0.017735-0.01197i,0.0079511-0.010534i,-0.0008024-0.0092373i,-0.0022475-0.0046754i,0.0011459+0.00037786i,0.0024198+0.0013227i,0.00088224+0.00024714i,0.0016483+9.204e-05i,0.0039579-0.00061547i,0.0040422-0.0023235i,0.0034996-0.0032437i,0.0028584-0.0025398i,0.0019987-0.00040404i,0.0014135+0.0018388i,0.00056968+0.0019262i,-0.00029938+0.00044577i,-0.00080673+0.00019659i,-0.0019973-0.0001828i,-0.0015839-0.00073878i,-0.00016923-0.0010847i
0.0056042-0.0011703i,0.014841+0.005204i,0.019776+0.01466i,0.016041+0.016699i,0.012081+0.0094199i,0.010516+0.0015532i,0.0060917-0.00072241i,0.0022291+0.00225i,0.0016804+0.0029952i,0.0017874+0.0011366i,0.0015742+0.00065684i,0.0024641+0.0016672i,0.0032718+0.002563i,0.0029032+0.0031084i,0.002+0.0031763i,0.0001693+0.0020496i,-0.0016185+0.00052148i,-0.002056-0.0012254i,-0.0017466-0.0025501i,-0.00096484-0.0030607i,-0.00031005-0.0027947i,0.0015497-0.0011768i,0.002417+0.00053635i
0.0017285+0.0079778i,-0.0029647+0.019342i,-0.012725+0.026462i,-0.016716+0.022953i,-0.0079693+0.016268i,0.002652+0.011317i,0.0032755+0.0067334i,-0.0024242+0.0043404i,-0.003201+0.0040881i,-0.00014843+0.0025795i,-0.00022206+0.00051157i,-0.002275+0.00080095i,-0.0028359+0.0019357i,-0.0019737+0.002347i,-0.0019034+0.0015257i,-0.0024546-7.1513e-05i,-0.0016278-0.0011997i,-4.6865e-05-0.0015214i,0.0018032-0.001502i,0.0027751-0.0012136i,0.0021459+0.0002128i,0.0019325+0.0018109i,0.0014076+0.0017981i
-0.011987+0.0030514i,-0.024636+0.0011604i,-0.033026-0.0055764i,-0.029017-0.0082827i,-0.018483-0.0012955i,-0.010723+0.006164i,-0.0064194+0.0058995i,-0.0045188+0.0015757i,-0.0035538+0.00156i,-0.0012654+0.0023276i,-0.00047601-0.00096189i,-0.0014402-0.0040864i,-0.0012698-0.0046724i,-0.00099874-0.0043189i,-0.0008974-0.0035484i,2.7301e-05-0.0025994i,0.00068692-0.001261i,0.0010784+0.00049312i,0.0015488+0.0014921i,0.0014712+0.0015656i,-0.00012934+0.0020032i,-0.0026374+0.0022451i,-0.0029754+0.0011773i
-0.0037124-0.01307i,-0.0046471-0.026167i,0.00054285-0.038838i,0.0043207-0.035589i,-0.0017738-0.020019i,-0.0083101-0.0087273i,-0.0067662-0.0050104i,-0.0022188-0.0035137i,-0.0019841-0.0014354i,-0.0024224+0.0003025i,0.00076998-0.0010036i,0.0034883-0.0032404i,0.0037637-0.0032519i,0.0025357-0.0039252i,0.0017852-0.003508i,0.0017365-0.0018191i,0.0015086-0.00032461i,0.00079618+0.0012806i,-0.00018664+0.0013631i,-0.0011197+0.0014344i,-0.0021896+0.0017203i,-0.0027133+0.00069508i,-0.0022922-0.00043621i
0.0088008-0.006094i,0.02293-0.0089389i,0.035539-0.0044517i,0.033311+0.0012649i,0.018743-0.0018591i,0.0075367-0.0076695i,0.0054893-0.0074417i,0.0055847-0.002882i,0.0036587-0.00076652i,0.001335-0.00056707i,0.0019788+0.001621i,0.0041231+0.0033831i,0.0044061+0.0026745i,0.0035954+0.00084323i,0.0020365-0.00036059i,3.2006e-05+0.000159i,-0.001605+0.00028008i,-0.0036067-0.0010828i,-0.003877-0.0013098i,-0.002177-0.0011636i,-0.0006585-0.0018875i,0.00024113-0.0027489i,0.00065067-0.0031692i
0.0080872+0.0093917i,0.014844+0.023205i,0.01333+0.036281i,0.0061188+0.033764i,0.0050709+0.019974i,0.007729+0.007598i,0.0080948+0.0040277i,0.0049757+0.0050745i,0.0028165+0.0040031i,0.00223+0.0017908i,0.0010478+0.0023725i,4.3385e-05+0.0034518i,0.00016147+0.0027679i,0.00089627+0.0018238i,0.00040964+0.001522i,-0.00034449+0.00095599i,0.00012416-0.0011328i,0.0006459-0.0036558i,0.00055632-0.0046966i,0.00085053-0.0035061i,0.0020421-0.0021443i,0.0026274-0.0010405i,0.001943+0.00040258i
-0.0094909+0.012205i,-0.022092+0.022252i,-0.033896+0.024818i,-0.032613+0.015761i,-0.01846+0.0089206i,-0.0036476+0.0099692i,-0.00040709+0.010602i,-0.0033685+0.0080966i,-0.002146+0.0058913i,9.8301e-05+0.0025328i,-0.0016857-0.0011918i,-0.0047346-0.0033095i,-0.004709-0.0040705i,-0.002744-0.0027942i,-0.0019789-0.00080427i,-0.00036026-0.00058348i,0.0028793-0.001727i,0.0050835-0.0020167i,0.0051929-0.00083742i,0.0039047-0.00015862i,0.003384+0.0013785i,0.002402+0.0034953i,0.0014445+0.0028218i
-0.012074-0.0082862i,-0.024817-0.018826i,-0.032583-0.030499i,-0.026003-0.029763i,-0.015248-0.015027i,-0.01178+3.7564e-05i,-0.011189+0.0034317i,-0.0082129+0.00039658i,-0.0043894+0.0010149i,-0.0018529+0.0017781i,-0.00080489-0.0015558i,-0.00042714-0.0048245i,0.0009945-0.0046061i,0.0011203-0.0030602i,4.0928e-07-0.0025481i,2.4319e-05-0.001748i,0.0010236+0.0010893i,0.001362+0.0037467i,0.0015774+0.0042837i,0.0013768+0.0036326i,-0.00023808+0.003573i,-0.0023099+0.0038295i,-0.0031931+0.002341i
0.0051899-0.015691i,0.012746-0.031697i,0.022341-0.043336i,0.021506-0.035624i,0.0086884-0.016874i,-0.0046114-0.0086879i,-0.0067673-0.0091907i,-0.0024644-0.0072672i,-0.0010419-0.0027642i,-0.00054916+0.00058213i,0.0034017+0.0011292i,0.0071142+0.001165i,0.0070704+0.0017599i,0.0051098+0.0018347i,0.0027722+0.00091381i,0.00047894+0.00084207i,-0.0022984+0.0015771i,-0.0038314+0.0015191i,-0.004046+0.00045511i,-0.0037053-4.2642e-05i,-0.0038044-0.00097977i,-0.0041965-0.0025501i,-0.00297-0.0025891i
0.014857+0.0037963i,0.032171+0.0079824i,0.04519+0.017185i,0.038531+0.019273i,0.01882+0.0076419i,0.0089026-0.0058677i,0.0093021-0.010054i,0.0082646-0.0051941i,0.0053509-0.0012089i,0.0025935+0.0006476i,0.001745+0.0033088i,0.0023547+0.0051967i,0.0015706+0.0038893i,-8.4005e-05+0.0013464i,-0.0016775+0.00080872i,-0.0023615+9.9622e-05i,-0.0032424-0.0020109i,-0.0033096-0.0040032i,-0.0022065-0.004636i,-0.0022413-0.004454i,-0.0017318-0.004651i,-1.9842e-06-0.003127i,0.0003859-0.0012346i
0.0067628+0.012939i,0.0042141+0.033172i,-0.0043681+0.045384i,-0.011119+0.036514i,-0.0051033+0.015014i,0.0056855+0.0041912i,0.011018+0.0053668i,0.0080899+0.0046574i,0.0036847+0.0020846i,0.00051535+0.0011233i,-0.0034181+0.0011332i,-0.0047938+0.00097988i,-0.0031131+0.00037963i,-0.0013798-0.00064952i,-0.00021919-0.0019421i,0.0010498-0.0036413i,0.001652-0.0047484i,0.0020174-0.0046045i,0.0028482-0.0033226i,0.0037341-0.0023792i,0.0042012-0.001321i,0.0043372-0.00083169i,0.0035277-0.00038559i
-0.011837+0.0062442i,-0.033735+0.0084919i,-0.04828+0.0047866i,-0.03919-0.0016361i,-0.017325+0.0026799i,-0.0028981+0.010993i,-0.0020232+0.013539i,-0.0037427+0.010344i,-0.0027113+0.0058773i,-0.0012966+0.0013237i,-0.001607-0.0034336i,-0.0030714-0.005414i,-0.0024032-0.0054001i,-0.00063835-0.004456i,0.00079302-0.002917i,0.0023509-0.0027328i,0.0034363-0.001953i,0.0045415+0.00058631i,0.004063+0.0023999i,0.002942+0.0032426i,0.0031972+0.0034317i,0.0024176+0.0041433i,0.00042709+0.0040869i
-0.006273-0.013261i,-0.012561-0.034438i,-0.013923-0.049189i,-0.0090852-0.040505i,-0.0081428-0.01865i,-0.01299-1.0026e-06i,-0.015241+0.0039171i,-0.011852+0.0028182i,-0.0054145+0.0037811i,0.00088117+0.0019176i,0.0035079-0.001753i,0.003182-0.0039642i,0.0033529-0.002979i,0.0037425-0.00020758i,0.0032047+0.00094206i,0.0024064+0.0016749i,0.0010212+0.0023409i,-0.0014098+0.0025498i,-0.0023029+0.0028706i,-0.0021514+0.0037173i,-0.0029084+0.004357i,-0.0030393+0.0054489i,-0.0016294+0.0040759i
0.0079791-0.0092872i,0.026913-0.019176i,0.042883-0.024546i,0.035604-0.01854i,0.014213-0.0098022i,-0.0031274-0.010857i,-0.006874-0.013626i,-0.0032401-0.0091065i,-0.0019108-0.0018635i,0.00028071+0.0025883i,0.0057399+0.0036392i,0.0078368+0.0027153i,0.0055713+0.0018231i,0.0026639+0.0020839i,0.00060832+0.0026132i,-0.00065854+0.0017734i,-0.0020527+0.0012657i,-0.0030403-0.00092879i,-0.0034867-0.0026583i,-0.0042079-0.0019335i,-0.0058134-0.0018438i,-0.0061557-0.0013998i,-0.0041772-0.00059614i
0.015824+0.0091696i,0.029594+0.024508i,0.040081+0.037376i,0.032087+0.029234i,0.012391+0.0070212i,0.0069709-0.0098078i,0.010226-0.01353i,0.0068012-0.0082546i,0.00098838-0.0021001i,-0.0014449+0.002904i,-0.00045941+0.0055825i,0.00062382+0.0053112i,-0.0003167+0.0032415i,-0.00233+0.00016673i,-0.0036541-0.0011155i,-0.0031564-0.0014234i,-0.0016864-0.0021337i,0.00013181-0.0032233i,0.00083403-0.0044594i,0.0012001-0.0053407i,0.0018411-0.0060058i,0.0015568-0.0055264i,0.0012427-0.0030454i
-0.0046609+0.015769i,-0.016911+0.032932i,-0.03031+0.044039i,-0.024991+0.036073i,-0.0025582+0.014685i,0.01431+0.0065316i,0.016952+0.0085786i,0.010344+0.0043082i,0.0029648-0.00054389i,-0.0020821-0.00083511i,-0.0050152+0.00016763i,-0.0042306-0.00034296i,-0.0012982-0.0028239i,-0.0003823-0.0050188i,-0.00045558-0.0053636i,0.00055696-0.0049131i,0.0021783-0.0038697i,0.0039356-0.0014397i,0.0051093-2.4919e-05i,0.0058618-0.00079503i,0.0059594-0.001835i,0.0049949-0.0025913i,0.0028251-0.0022188i
-0.018286+0.00039463i,-0.039791-0.00602i,-0.051543-0.018035i,-0.040587-0.016528i,-0.015489+0.003967i,-0.0026614+0.018081i,-0.0039971+0.018174i,-0.0026753+0.01183i,0.00024272+0.0039044i,0.00073673-0.0033693i,-0.0024512-0.0073574i,-0.003149-0.0069332i,0.0004181-0.0049447i,0.0024847-0.0036535i,0.0027506-0.0021616i,0.0025998-0.0001222i,0.0013672+0.0016928i,-0.00019204+0.0030156i,0.000312+0.0049679i,0.0018419+0.0074769i,0.0024058+0.008119i,0.0033156+0.0067595i,0.0026988+0.0035638i
-0.00033235-0.02317i,0.0024627-0.04812i,0.0079398-0.060288i,0.0040796-0.043817i,-0.013045-0.014671i,-0.023799+0.0031557i,-0.020753+0.0041122i,-0.011746+0.0036723i,-0.0022542+0.0045952i,0.0044279+0.0016493i,0.0068735-0.0023101i,0.005813-0.0029505i,0.004655+0.00026826i,0.0050248+0.0030488i,0.0042919+0.0034892i,0.0030829+0.0025456i,0.0016848+0.00058774i,-0.00078119-0.0012048i,-0.0035009-0.00081999i,-0.00506+0.00061i,-0.0052572+0.0018267i,-0.0039753+0.0026173i,-0.0019824+0.0013007i
0.021101-0.0017124i,0.047174-0.003197i,0.05795-0.0042397i,0.038126-0.0080287i,0.0094774-0.015383i,-0.0086496-0.021591i,-0.0098894-0.019404i,-0.0049073-0.0096308i,-0.0018831+0.0016582i,0.001992+0.0078635i,0.0060699+0.00737i,0.0073119+0.0050742i,0.0043006+0.0045538i,-0.00018752+0.0044021i,-0.0018467+0.0030554i,-0.001766+0.000829i,-0.00102-0.0017455i,-0.0010205-0.0046822i,-0.0013287-0.0052912i,-0.0020401-0.003837i,-0.0042183-0.0028849i,-0.0051874-0.00084786i,-0.0032862+0.0023659i
0.010014+0.024252i,0.014243+0.048348i,0.022058+0.055987i,0.025473+0.032136i,0.020914+0.00099337i,0.019373-0.015631i,0.016758-0.014959i,0.0083569-0.0069753i,-0.00032405-0.00032377i,-0.0040637+0.0040973i,-0.0024793+0.005846i,-0.00065798+0.004395i,-0.0014937+0.00082687i,-0.003629-0.0015331i,-0.0045553-0.0018495i,-0.0027988-0.0022443i,0.000262-0.0023766i,0.0031311-0.0014779i,0.0050082-0.0017995i,0.0060211-0.0044804i,0.0050069-0.0072284i,0.0028424-0.0073915i,0.0012495-0.0047225i
-0.020946+0.014298i,-0.04164+0.023728i,-0.050597+0.034764i,-0.027547+0.03579i,0.0078954+0.021859i,0.024516+0.015488i,0.020812+0.013188i,0.0095927+0.0037546i,0.00026981-0.0036566i,-0.0050553-0.0051232i,-0.0072817-0.0036058i,-0.0058653-0.0032534i,-0.0020612-0.0054649i,0.00031445-0.0064184i,0.0012314-0.0050051i,0.0021086-0.0024997i,0.0024111+0.00040271i,0.0017541+0.0025518i,0.0015139+0.002905i,0.0035411+0.0033232i,0.005217+0.002711i,0.0046749+0.00013989i,0.0028142-0.00052111i
-0.014051-0.01859i,-0.027988-0.03588i,-0.041502-0.044457i,-0.041698-0.022674i,-0.022756+0.015885i,-0.011632+0.031394i,-0.010529+0.024255i,-0.0039292+0.013706i,0.0012941+0.0042016i,0.00093241-0.004566i,-0.0019621-0.0087451i,-0.0029253-0.0072928i,0.00064013-0.0040622i,0.0039552-0.0024377i,0.0037325-0.0025189i,0.0025133-0.0014176i,-2.426e-05+0.00048031i,-0.0021961+0.00092818i,-0.0016069+0.001774i,-0.0004812+0.0038768i,0.00095235+0.0048713i,0.0035983+0.0026504i,0.0039676-0.00073064i
0.014944-0.019065i,0.028043-0.03814i,0.032121-0.051031i,0.010816-0.044777i,-0.025192-0.020379i,-0.03622-0.0027484i,-0.02479+0.00030902i,-0.011955+0.0034309i,0.00020333+0.0072494i,0.0083767+0.0055637i,0.0098034+0.0005394i,0.0069656-0.0014416i,0.0040735+0.0011831i,0.0028962+0.0038177i,0.0018402+0.0044351i,0.00035597+0.0025927i,-0.0011226+0.00019435i,-0.0014917-0.00058351i,-0.0020557-0.00049528i,-0.0039914+0.00075098i,-0.0060089+0.0027323i,-0.0054013+0.0044219i,-0.002623+0.0038719i
0.020725+0.0097396i,0.043879+0.01896i,0.051527+0.018969i,0.035652-0.001435i,0.010636-0.030794i,-0.006719-0.037394i,-0.0083267-0.023906i,-0.0042924-0.0095851i,-0.0012139+0.0026736i,0.0029731+0.009547i,0.0080196+0.010025i,0.0095565+0.0074813i,0.0056129+0.0048592i,0.00027953+0.0042501i,-0.0020488+0.0033845i,-0.0020436+0.0016032i,-0.0012274-0.00010087i,0.0005992-0.00074174i,0.001856-0.0013624i,0.00094828-0.0034526i,-0.00037263-0.0043909i,-0.00042665-0.0023088i,0.00085806-0.00023406i
-0.0084431+0.026068i,-0.01529+0.051644i,-0.0061385+0.058186i,0.016856+0.03434i,0.035609+0.0067003i,0.036743-0.011639i,0.023454-0.014895i,0.0082457-0.0087531i,-0.0026869-0.0037924i,-0.0062422+0.00045011i,-0.0040615+0.0043696i,-0.0023384+0.0051395i,-0.0023195+0.0017645i,-0.0022909-0.0015257i,-0.0024331-0.0025483i,-0.0022046-0.0030417i,-0.0007271-0.0021447i,-0.0002658-0.00061155i,0.00071161-0.0006315i,0.0031908-0.001789i,0.0028178-0.003086i,-0.0017241-0.0037707i,-0.0049902-0.0021964i
-0.026944-0.0028881i,-0.052528-0.0059947i,-0.057737+0.0089135i,-0.028435+0.031707i,0.0054918+0.037496i,0.022459+0.032177i,0.020751+0.020978i,0.0089645+0.0075177i,-0.0013357-0.0013219i,-0.0073463-0.0047476i,-0.0090702-0.0048626i,-0.0072705-0.0038604i,-0.0038826-0.0054597i,0.0002984-0.007772i,0.0014999-0.0065784i,0.00014493-0.0048661i,-0.0017279-0.004129i,-0.0028662-0.0025656i,-0.0014415-0.00075686i,0.0018427+0.00099051i,0.004108+0.0014148i,0.0037343-0.00047412i,0.0020268-0.0015917i
-0.0015343-0.026331i,-0.0013304-0.049407i,-0.020065-0.053234i,-0.043293-0.020841i,-0.038953+0.020026i,-0.024781+0.034526i,-0.014555+0.027276i,-0.0038183+0.015335i,0.0022484+0.0044007i,0.0030914-0.0025406i,0.0012462-0.0055766i,-0.00023902-0.006284i,0.002312-0.0048923i,0.005217-0.0033591i,0.0042814-0.0026507i,0.0029787-0.002514i,0.0025515-0.0032278i,0.00099154-0.0039875i,-0.00086768-0.0023565i,-0.0014156+0.00044323i,-0.0010096+0.0017856i,-0.00091211+0.00065028i,-0.00095821-0.0020075i
0.027344-0.0052098i,0.04786-0.0096922i,0.048616-0.028037i,0.014894-0.045746i,-0.02971-0.035787i,-0.040664-0.015726i,-0.025967-0.0052759i,-0.01115+0.0015293i,0.0017265+0.0055144i,0.0098707+0.004697i,0.01102+0.0020669i,0.0081978+0.0021283i,0.0049938+0.0042413i,0.0028751+0.0049133i,0.0025798+0.0045732i,0.0028424+0.0038442i,0.0036165+0.00246i,0.0047764-7.8354e-05i,0.0032342-0.0018819i,0.00051054-0.0010521i,-0.00041616+0.0012698i,0.00047611+0.003818i,0.0024081+0.003792i
0.0089867+0.025255i,0.018241+0.041275i,0.032014+0.036977i,0.041088+0.0025395i,0.028906-0.038591i,0.0048111-0.043402i,-0.0056981-0.026134i,-0.0044476-0.012816i,-0.0013148-0.00097759i,0.0025018+0.0058069i,0.0057877+0.0065284i,0.0063404+0.0048954i,0.0033029+0.0035888i,0.00064156+0.0034816i,0.00046523+0.0033462i,0.00034484+0.0029692i,-0.00034374+0.0031256i,0.0003476+0.00414i,0.0019534+0.0023877i,0.002055-0.0025259i,-0.00051847-0.0045352i,-0.0027698-0.0023122i,-0.0038248+0.00040681i
-0.025772+0.011303i,-0.04026+0.024417i,-0.030546+0.036984i,0.0038181+0.038746i,0.037581+0.024214i,0.040945+0.00033643i,0.023291-0.011533i,0.0081285-0.0078954i,-0.0020905-0.0037776i,-0.0069589-0.0013961i,-0.0065167+0.00023901i,-0.002646-0.0004215i,-0.00060567-0.0033248i,-0.0017652-0.0057234i,-0.0024957-0.0050293i,-0.0024427-0.0029102i,-0.0033868-0.002247i,-0.0039871-0.00052493i,-0.0016424+0.0016634i,0.0018247+0.0014247i,0.0012949+0.00082747i,-0.00087767+0.0018487i,-0.00059968+0.0022891i
-0.016144-0.032272i,-0.032657-0.043317i,-0.044001-0.024588i,-0.036778+0.016769i,-0.015658+0.042439i,0.0098087+0.039498i,0.019006+0.022667i,0.0082021+0.0086987i,-0.0018255+0.0014113i,-0.0046984-0.0015419i,-0.0048429-0.0024463i,-0.0036269-0.0027279i,-0.00043343-0.0041396i,0.00095695-0.0066397i,-0.00049003-0.0070935i,-0.0015926-0.0066057i,-0.0021656-0.0065812i,-0.003284-0.0049305i,-0.0040889-0.002097i,-0.0030052-0.00073439i,-0.00057595-0.0020282i,-0.00026068-0.0050188i,-0.0015344-0.0064469i
0.022243-0.015086i,0.032212-0.032662i,0.0063044-0.04047i,-0.034308-0.025116i,-0.044038+0.0025637i,-0.030072+0.021509i,-0.014297+0.024399i,-0.0033406+0.016592i,0.00086653+0.0085016i,0.0023522+0.0041931i,0.0035277+0.00094968i,0.0042301-0.00038513i,0.0039927+0.00035563i,0.0035508-0.0006554i,0.0029488-0.0021345i,0.003803-0.0031218i,0.0056052-0.0044841i,0.0045114-0.0044398i,0.0017669-0.0023047i,-2.0575e-05+0.001206i,-0.00072646+0.0034158i,-0.00039079+0.0031922i,0.00072939+0.0027592i
0.020388+0.024472i,0.037403+0.031146i,0.043093+0.0019023i,0.021358-0.04055i,-0.017109-0.042785i,-0.033369-0.017998i,-0.024979-0.0022457i,-0.0128+0.0043376i,-0.0018675+0.0059069i,0.0044606+0.0056344i,0.0047818+0.0057322i,0.0031303+0.0049547i,0.0021647+0.0044186i,0.0035757+0.0042267i,0.0054867+0.0032893i,0.0058598+0.0034971i,0.0055463+0.0042616i,0.0044957+0.0025195i,0.0024065+0.00023624i,0.00021003-0.0010712i,0.00043973-0.0013575i,0.0023883-0.00061531i,0.0023235-0.00072148i
-0.023029+0.015903i,-0.02875+0.032386i,-0.0012305+0.036631i,0.03772+0.014179i,0.038477-0.023117i,0.0093709-0.032602i,-0.0077505-0.020634i,-0.0075762-0.013232i,-0.0037005-0.0073097i,-0.0017311-0.0024496i,-0.0011994-0.00096418i,-0.0008649-0.00091896i,-0.0001906-0.00086408i,0.00072251+0.0012524i,0.00076023+0.0029056i,0.00013743+0.0028563i,-0.0012135+0.002195i,-0.00061298+0.0017203i,0.0015329+0.0014411i,0.00098319-5.362e-05i,-0.0012856+0.00041893i,-0.0025796+0.0030314i,-0.0020833+0.0043477i
-0.018366-0.020726i,-0.033394-0.022811i,-0.032751+0.0020119i,-0.008373+0.034893i,0.023454+0.033893i,0.028939+0.00061658i,0.014667-0.017771i,0.0057368-0.012028i,0.00081639-0.0080191i,-0.0021611-0.0091907i,-0.0015264-0.0090156i,0.00089508-0.0083407i,0.0016913-0.0073459i,-0.0010886-0.0054042i,-0.0050856-0.0028333i,-0.0070141-0.0022099i,-0.0071768-0.0033092i,-0.0055902-0.0029251i,-0.0025033-0.0015265i,0.001519-0.0015236i,0.0030504-0.00238i,0.0020635-0.0032282i,0.00035157-0.0044886i
0.019456-0.028485i,0.019154-0.042083i,-0.0061416-0.034043i,-0.034108-0.0038757i,-0.030537+0.022178i,0.0023153+0.024634i,0.020735+0.011867i,0.010521+0.0053746i,0.0019997+0.0070073i,0.0029015+0.0056164i,0.0046119+0.0011315i,0.0053092-0.0012907i,0.0047779-0.0031637i,0.0027149-0.0051326i,-0.0010335-0.0055309i,-0.002798-0.0054715i,-0.00083091-0.0049561i,0.00038427-0.0037663i,0.00025556-0.00081491i,-0.00028647+0.0015722i,-0.0015906+0.00049841i,-0.0028956-0.0006618i,-0.0030334+0.00010785i
0.02918+0.012791i,0.04049+0.010189i,0.023067-0.011031i,-0.012946-0.028815i,-0.026682-0.015957i,-0.016551+0.015097i,-0.0016968+0.02855i,0.005707+0.020571i,0.0047903+0.015852i,0.0051692+0.017021i,0.0061968+0.015821i,0.0052137+0.013127i,0.0048994+0.0096643i,0.0062104+0.0040445i,0.0072846-0.0015434i,0.0074128-0.0033943i,0.0072323-0.0022353i,0.0059149-0.00096763i,0.0035247+0.00011419i,0.0022123+0.0011804i,0.0023688+0.0020067i,0.0031771+0.0020555i,0.0029931+0.00059225i
