-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
0.00057988-0.00033788i,0.00047009-2.9799e-05i,-0.00013531-0.00051859i,-0.00026779-0.0014219i,4.8012e-05-0.0013231i,-0.00010545-0.0016385i,-0.00038443-0.0020327i,-0.00047926-0.0017965i,-0.00096275-0.00056971i,-0.0011575+0.0006693i,-0.00086757+0.00044722i,1.1792e-05-0.00032782i,-0.00010883+2.3074e-05i,-0.00059842+0.00067837i,0.00023045+0.00014271i,0.00052311-0.00015121i,0.00060061-0.00019839i,0.00081152+0.00020698i,0.00032347+0.00041212i,0.00024936-0.0002083i,0.00044919-0.00058541i,0.00023023-0.00039823i,-7.1e-05+0.00042833i
0.00032378+0.0011317i,-0.00054753+0.00075306i,-0.00054518+0.00080619i,0.00051156+0.0011701i,0.00030363+0.00049877i,-0.00061975-0.0011365i,-0.0014709-0.00085338i,-0.0020863+0.00036654i,-0.0013169+0.0011803i,-0.00092161+0.0005557i,-0.0011368-0.00071408i,-0.0004365-0.00041713i,-0.00010658+0.0002645i,-0.00046938+9.9618e-05i,-0.00078519-9.4325e-05i,-0.00032074-0.00044302i,0.00078832-0.00035432i,0.0013767+0.00095955i,0.00048494+0.0017933i,-0.00046238+0.00047303i,-6.9995e-05-0.000636i,0.0002527-2.7119e-05i,2.3685e-05+0.00042941i
0.00010285-0.00013791i,0.00046715-0.00097299i,0.00059042-0.00046149i,2.7599e-05+0.00059165i,-0.00046529-0.00060141i,-0.0010082-0.00145i,-0.00071916-0.0002929i,-0.000581+0.00024492i,-0.00090615-0.00015156i,-0.00079075+0.0002583i,-0.00050556+0.00053108i,-0.00031541+0.00022351i,0.00044308+0.00030681i,0.00042629+0.00047335i,-0.00012456+6.2297e-05i,0.00049297+2.3421e-06i,0.00074742+0.00015912i,-0.00019001-5.5024e-05i,-0.0010621+0.00024524i,-0.001559-0.00030158i,-0.00095897-0.00073383i,-0.00017644-0.00038308i,-0.00021143+0.00019602i
-0.00089072+0.00022637i,-0.0012877-0.00050451i,-0.00032684-0.00093466i,0.00096728-0.00087414i,0.0010058-0.0015099i,0.00026253-0.0014604i,-0.00060113-0.0013424i,-0.00019585-0.00098817i,4.4631e-05-0.00058082i,-0.00079051-7.2714e-05i,-0.00066756+0.00025553i,-0.00026111-5.6625e-05i,-0.00049411-0.00025887i,-0.00084358-0.00051873i,-0.00069906-0.00056939i,-0.00021413+0.00025904i,8.7715e-05+0.00040717i,-0.00051409-0.0001707i,-0.0008722+1.4921e-05i,-0.00043176+0.00027093i,-0.00044925+0.00037551i,-0.00060937+0.00066215i,-0.00030137+0.00045044i
0.00074951-0.0022985i,0.00078858-0.0015899i,-0.00023855-0.00038318i,-0.00072527-0.00054257i,-0.00095384-0.00048133i,-0.00099676+0.00028524i,-0.00087299+0.00028115i,-0.00083387+5.7414e-05i,-0.0010805-0.00066116i,-0.0013595-0.00049812i,-0.00041213+0.00088297i,0.00059273+0.0011434i,0.00057211+0.00012852i,0.00043662-0.00024413i,0.00019996+0.00017822i,0.00033624+0.0010104i,0.00052093+0.0010082i,0.00050671+0.00035178i,0.00042634-0.00010329i,8.1864e-05-0.00016706i,-1.922e-05+0.00025223i,0.00028174+9.4832e-05i,0.00072436+9.6155e-05i
-0.0012235+0.001264i,-0.001382+0.00075767i,-0.001103+0.00060234i,-0.00072262+0.00030415i,-0.0007542-0.00038098i,-0.0008232-0.00093314i,-0.00090824-0.000293i,-0.0010207-0.00020335i,-0.0010026+6.9484e-05i,-0.0013392+0.0008088i,-0.00098456+0.00028342i,-0.00079573+6.6415e-05i,-0.00098624+0.00038532i,-0.00094709-1.2007e-05i,-0.000535-3.1248e-05i,0.00032514+0.00032651i,0.00057836+0.00011967i,0.00067693+0.00015528i,0.00099586+0.00035699i,0.00079074+0.00029621i,0.00011224+0.00021584i,-0.00052539+0.00017157i,-0.00083005-4.4324e-05i
0.0012459-0.0018958i,0.0012415-0.0022661i,0.00074146-0.0014751i,-0.00011407-0.00070667i,-9.732e-05-0.0012041i,-0.00017533-0.00088213i,-0.00077482+0.00029632i,-0.0011412+0.00027822i,-0.0012991-2.9154e-05i,-0.00072364-0.00038533i,-0.00037665+6.7462e-06i,-0.00030093+0.00020383i,0.00067121-0.00031425i,0.00085787-0.00026491i,0.0001423+0.00020909i,-0.00033687+0.00069028i,-0.00035944+0.00034711i,-0.00017195-0.00016637i,-0.00032583-0.00049596i,-0.00037424-0.00073258i,-0.00020135-0.00099425i,-0.00022638-0.00068421i,0.00016138+7.0918e-05i
0.00098606+0.0012598i,0.00013701+0.0015116i,-0.000164+0.0013508i,0.00050486-4.9199e-05i,0.00024734-0.0016869i,-0.00079961-0.0027268i,-0.00067267-0.0020759i,-0.0002218-0.0002462i,-0.00032436+0.00086458i,-0.00031296+0.00088195i,-0.00040349+0.00065268i,-0.00025614-0.00025181i,6.2603e-05-0.0005924i,-0.00024227+0.00034629i,-0.00030181+0.00084793i,0.00013738+0.00099341i,0.00038769+0.00081875i,0.00022561-0.00012327i,-0.00020507-0.00018789i,-0.00070992+0.00068193i,-0.00044667+0.00054216i,3.4718e-05+0.00036621i,-0.00047543+0.00062672i
0.00019846-0.0005834i,-0.00030114-0.00099805i,-0.00020285-0.00057878i,-0.001138-0.00015945i,-0.0031985-0.001253i,-0.0028485-0.0021272i,-0.0011631-0.0012431i,-0.00076688-0.00067444i,-0.00069598-0.00080416i,-0.0010028-0.00037011i,-0.00080728+0.00060004i,-0.00021647+0.0012523i,-5.9215e-05+0.00056782i,-0.00031343-0.00024104i,0.00021384-0.00066593i,0.0010236-0.00069668i,0.00076964+0.00020999i,0.00037456+0.00056508i,-0.00014025+0.00013345i,0.00018369-5.2895e-05i,0.00043548-2.5983e-05i,-0.00068963-0.00087492i,-0.0012284-0.00061499i
0.0010438-0.0010121i,0.00061143-0.00017269i,0.00029722-0.00053409i,0.00017306-0.00081963i,-2.4909e-05-0.0010776i,-0.0008431-0.0019754i,-0.0013045-0.0018699i,-0.0008707-0.00069954i,-0.00098362+0.00035232i,-0.00091767+0.00059642i,-0.00075633+0.0010287i,-0.0012149+0.0013631i,-0.00094336+0.0013477i,0.00020548+0.00068614i,0.0009242+1.6532e-05i,0.0004334+0.00024903i,0.00015377+0.00046494i,0.0004503-0.00024494i,9.0798e-05-0.0007001i,-0.00065459-0.00019827i,-0.00082932-0.00037026i,-0.00063593-0.0005625i,2.5987e-06-0.00060661i
0.00010366+0.0001699i,-0.0011924+0.00010847i,-0.0007789+0.0005982i,0.00048091+0.00074176i,-0.00024859-0.00025189i,-0.0015217-0.00084161i,-0.0012515-0.0014246i,-0.00051235-0.00095919i,-0.00050546-0.00032965i,-0.0010493-9.9739e-05i,-0.0011446-3.3572e-05i,-0.0006327-0.00055978i,-0.00030225-0.00078258i,-0.00023752+0.00010833i,-0.00013391+0.00033669i,-0.00043812+8.4267e-06i,-0.00045392-5.8149e-05i,0.00041461-0.00060074i,0.00017736-0.00090926i,-0.00068908-0.00051292i,-0.00058929+4.0393e-05i,0.0003091-0.00014733i,0.00034926-0.00019326i
-0.0013812-0.00058443i,-0.00052611-0.00052939i,-0.00048348-0.0006256i,-0.0008384-0.00095605i,-0.00052357-0.0019525i,-0.00020947-0.0030854i,-0.00090315-0.0026275i,-0.0014632-0.00065777i,-0.0015524+0.00060709i,-0.0016297+0.00070668i,-0.0013965+0.00093599i,-0.00034324+0.00064921i,0.00030811+0.00022668i,-0.00020848+0.00015178i,-0.00049101+7.7572e-05i,-0.00025755-0.00052296i,6.6119e-05-0.00052157i,0.00056123-0.0011538i,0.00013926-0.0015981i,-0.00035334-0.00095955i,-0.00082059+8.326e-05i,-0.00099827+0.00081605i,-4.9821e-05-3.8982e-05i
-0.0012589-0.0016151i,-0.0018675-4.3385e-05i,-0.002005+0.001226i,-0.0013607+0.0016291i,-0.00097214-0.00028337i,-0.0005788-0.0019822i,-0.00042711-0.001899i,-1.9186e-06-0.0015211i,-0.00033285-0.00042574i,-0.00028422+8.405e-05i,0.00054775+0.00042973i,0.00019193+0.00036887i,-0.00088955+0.00035281i,-0.0012171-0.000215i,-0.00027124-0.00025777i,-8.7195e-05+0.00030963i,-0.00010785+1.2981e-05i,0.00064465-4.4471e-05i,0.001103+5.8639e-05i,0.00027045-0.0004021i,5.979e-06-0.0010815i,0.00090259-0.0012983i,0.00083458-0.0010479i
0.00027242+0.00052168i,0.00052282-0.00096635i,0.00034856-0.00097893i,0.0014057-0.0010481i,0.0023556-0.0017021i,0.0012913-0.0015824i,-6.7801e-05-0.00078624i,-0.00019429-0.00029984i,-1.1912e-05-0.00063338i,-0.00034387-0.00095525i,-0.00019309-0.00073203i,0.00018886-0.00067288i,0.00067276-0.00060036i,0.0010392+0.00046651i,0.00052444+0.00074987i,6.3206e-05+0.00051346i,-0.00025871+0.00074036i,-9.7701e-06+0.00056762i,-0.00018237+0.00065703i,-0.00051407+0.00086085i,-0.00081335+0.00079284i,-0.00082241+0.0008142i,-0.00041381+0.00081412i
-0.0011612-0.00023231i,-0.00067455+0.00081846i,-0.00064476+0.00075681i,-0.00088502-4.8356e-05i,-0.001621-0.00065572i,-0.0018389-0.0014577i,-0.0011263-0.0014377i,-0.0010008-0.0002902i,-0.0012944-0.00018438i,-0.0010046+0.00035599i,-0.0002347+0.0019458i,5.7362e-05+0.0017909i,0.00018408+0.00051613i,0.00063236+0.00017082i,0.00085275-0.00033864i,0.00047487-0.00089284i,0.00027508-0.0005098i,0.00032865+5.1308e-05i,-0.00016529+0.00040316i,-0.00041636+8.46e-05i,0.00046344+0.00050393i,0.00093198+0.001083i,0.00055316+0.0012247i
-0.0010131-0.00097964i,-0.0019127-0.0017427i,-0.0015679-0.0014883i,-0.00014944-0.0003656i,0.00049105-0.00046883i,0.00055648-0.0016925i,0.00051857-0.0011736i,0.00025711+0.00014596i,-0.00021015+0.00092653i,-0.00053155+0.001068i,-0.00012907+0.00070907i,0.00048374+0.00031361i,0.00086209+0.00040363i,0.00042645+0.00061253i,-0.00036436+0.00034753i,-0.000276+0.00011125i,-9.7124e-05+0.00028698i,0.00061216+0.00010924i,0.0011412+0.00016186i,0.0008291+0.00025811i,0.00020323+3.9635e-05i,-0.00059436-0.00011765i,-0.00090441-0.00040893i
-0.00081126+0.0008751i,0.00016677+0.0016093i,0.00073779+0.0017155i,0.00028317+0.0004043i,-0.00021217-0.00089446i,-0.00014849-0.001761i,-0.00024502-0.0014591i,-0.00076044-0.00047846i,-0.00098575+0.00022559i,-0.00052765+0.0013795i,0.00020843+0.0015458i,0.00093893+0.00025398i,0.00044352-0.00064687i,-0.00014309-1.4965e-05i,-0.00026441+0.00026569i,3.8478e-05+0.00023997i,0.000213+0.00033356i,0.0005029+0.00052719i,0.00042933+0.00034402i,0.00022757-0.00019663i,0.00021032+0.0003478i,-0.00026535+0.00017711i,-1.717e-05-0.00020185i
-0.0011683-0.00036662i,-0.001753-0.0011283i,-0.0014374-0.00076789i,-0.0003986-0.00022006i,0.00016694-0.00057627i,-0.00073548-0.00076864i,-0.0020319-0.00045835i,-0.0018017-0.00065563i,-0.00050511-0.00046166i,0.00044327+0.00012854i,0.00040198+0.0012448i,-0.00049394+0.0011932i,-0.00017158-1.4175e-05i,0.00069975-0.00014215i,0.00083912+0.00051807i,0.00075807+0.00020354i,0.00042265+0.0002061i,0.00059782-6.0939e-05i,0.00021866-0.0007864i,-0.00066424-0.00066246i,-0.0010348-0.00055481i,-0.00059619-0.00035248i,0.00037979-7.3981e-06i
0.00089331+0.00060887i,0.00084692-0.000133i,0.00038206-0.00084245i,0.00049395-0.0012427i,0.00084371-0.0012186i,0.00041819-0.0017271i,0.00020028-0.0012526i,0.00047466+0.00031559i,-0.00028093+0.0003538i,-0.00088084-0.00026752i,-0.00080827-0.00030166i,-0.00038289-6.4133e-05i,0.00027658-8.2173e-05i,0.00037442+0.00021138i,0.001007+0.00040935i,0.0016018+0.00027263i,0.0011764+0.0001116i,0.00056397-0.00048487i,0.00023524-0.00066895i,-8.387e-05-0.00066842i,-0.00071018-0.00069112i,-0.00063079-0.00033143i,-0.0001568+0.00019329i
-0.00095416+0.00014718i,-7.0042e-05+0.0012528i,0.0005198+0.00059162i,-0.00012794-0.0010281i,-0.0005426-0.0020539i,-0.00054813-0.0014295i,-0.00079294-0.00086263i,-0.00053463-0.00064617i,-0.00062985-8.7473e-05i,-0.0018668+0.00078119i,-0.0017676+0.00093478i,0.0005265-0.00015527i,0.0012502-0.00040666i,0.0010066+0.00013624i,0.00061183-3.294e-05i,-0.0004063+8.5366e-05i,-0.00084713+0.00032797i,-0.00014382-4.2487e-06i,0.0006447-5.5182e-05i,-0.00016694-0.0001478i,-0.00039712-0.00016502i,0.00022401-2.7799e-05i,0.00089629-0.00039679i
0.00057906-0.0019402i,8.6977e-05-0.0018494i,0.00018642-0.0021977i,0.00023471-0.0023145i,-8.5327e-05-0.0025843i,-0.00042546-0.0020845i,-9.0418e-05-0.00045311i,-0.00082372+0.00038882i,-0.00097081+0.00051374i,-0.00013662+0.00037527i,-0.0004002+0.00025281i,-0.00043072+0.00010221i,0.00057395-0.00069369i,0.00086302-0.00017963i,0.00049402+0.00030903i,0.00016125+0.00058117i,0.00072082+0.00077352i,0.00046894+0.00054696i,-0.00053304+0.00055327i,-0.00053402+0.00037193i,-0.00018642-0.00012589i,9.6481e-05-0.00094115i,-7.6053e-05-0.0012029i
0.00058386+0.000433i,0.00045204+0.001165i,0.0007018+0.0011961i,0.00053768-0.00011537i,4.8807e-05-0.0017592i,-0.0010587-0.0025582i,-0.0016897-0.0017571i,-0.0012418-0.00014462i,-0.00018628-0.00017514i,-0.00032667-8.5783e-05i,-0.00032024+0.00038874i,0.0005528+0.00068317i,0.00032395+0.00093872i,0.00027719+0.001017i,0.00051653+0.00033674i,0.00064459-0.00055225i,0.00071621-0.00033193i,0.00041087+0.00059158i,0.00021598+8.7034e-05i,0.00049836-0.0010534i,0.0001417-0.00051159i,-1.6716e-05-0.00012689i,1.7134e-05-0.00034842i
0.0016302-0.00042861i,0.00034014-0.00058931i,-0.00013958-0.00076264i,-0.00042701-0.00089973i,-9.4271e-05-0.0017697i,-0.00087136-0.0012742i,-0.0019177-0.00060324i,-0.0011797-0.0005694i,-0.00053175-0.00060273i,-0.00028573-0.00037341i,1.5571e-05-0.00021395i,0.00065904-0.0010965i,0.00041941-0.0012981i,-0.00030734-0.00054504i,-2.9394e-05+3.3569e-05i,0.00020108+0.00028687i,-0.00011117+0.00010854i,-0.00077915-0.00013442i,-0.0011273-0.00040355i,-0.00097797-0.00060537i,-0.00034636-0.00045749i,0.00061284+0.00027183i,0.00049998+0.00013708i
-0.0010672+0.0010182i,-0.0007927+0.0011829i,0.00015125+0.001254i,-0.00069691+0.00017121i,-0.0016927-0.00074429i,-0.0012979-0.001264i,-0.0011259-0.00095487i,-0.00063356-2.2242e-05i,-0.00025459+0.00035719i,-0.00073276+0.00013755i,7.2755e-05+0.00045728i,0.00086262+0.00047728i,0.00089355-0.00032977i,0.0007471+5.6434e-05i,0.00024901+0.00037698i,0.00020312-0.00035102i,0.00054239-0.00022345i,0.00035345+0.00011149i,0.00033537-0.00020123i,0.00048065+0.00060998i,0.00065554+0.0013523i,-0.00012761+0.00070658i,-0.00085158-0.00049514i
0.0010056-0.0037535i,0.00016921-0.0026111i,-0.00037639-0.0018995i,-0.0010286-0.0009573i,-0.00191-0.00091455i,-0.001559-0.0016195i,-0.0010929-0.0016592i,-0.0002632-0.00037556i,-0.00067506-1.5566e-05i,-0.00080926-0.00060839i,-0.00020697+0.00021958i,-0.00082022+0.00043768i,-0.0007059-0.00059911i,-0.00054309-0.00033975i,-0.0002997+0.00061256i,0.00021852-1.2208e-06i,0.0011794-0.0010797i,0.0012765-0.0010944i,0.0005361-0.0008478i,0.00023407-0.00025837i,0.0001554-0.00017855i,-0.0002976+0.00029002i,-0.00032019+0.00095128i
0.0010829+0.0030443i,0.0010002+0.00056078i,0.00079942+0.00075476i,0.00064599+0.00079977i,0.00069065-0.001171i,0.00074283-0.0023616i,7.2887e-05-0.0016017i,-0.00023975-0.00061527i,0.00011324-9.6979e-05i,-0.00049197+6.1002e-05i,-0.0014396+3.5406e-05i,-0.0013062+0.00013951i,-0.00036039+0.00019786i,-7.8236e-05+0.00055269i,0.00028262+0.0010414i,0.00094136+0.0010447i,0.00061732+0.00020923i,-0.0002058-0.00079388i,-0.0010379-0.00028232i,-0.0015759+0.00037511i,-0.00070439+1.7199e-05i,0.00092094-0.00088287i,0.0011053-0.0013947i
-0.0015345+0.00029461i,-0.0016728+0.00052353i,-0.0011414+0.00043468i,-0.00050864-0.00037002i,-0.00020259-0.0014785i,-0.0002588-0.0017893i,-0.00062755-0.0012599i,-0.00016653-0.0005683i,-0.00020782-0.00037499i,-0.00086745-0.00085791i,-0.00044376-0.00024779i,0.000357+0.0012029i,0.00032891+0.0011161i,0.00029704+0.00057238i,0.00086034-3.5651e-05i,0.0002759+0.00012943i,-4.1088e-05+0.0006669i,0.00062813+0.0002527i,3.6058e-05+0.0001292i,-0.00092846+0.00064676i,-0.0005155+0.00073639i,8.7238e-05+0.00059124i,3.9517e-05-0.00013575i
-0.0012183-0.0019752i,-0.00029308-0.0014084i,0.00054802-0.001371i,-0.00025088-0.00085755i,-0.00098106-0.00035966i,-0.00049763-0.00068116i,-0.00047528-0.00078899i,-0.001119-0.00023966i,-0.001006+0.00047784i,-0.00060085+0.00023089i,-0.0011308+0.00010837i,-0.00088802+0.00018735i,-0.00034646-0.00010147i,-0.00047672-0.00023175i,-0.00058301-0.00038422i,-0.00033031+0.00013777i,0.00045866+0.00067526i,0.00088905+0.00031672i,0.00018339-1.5864e-05i,-0.0004274-9.0011e-05i,-8.2892e-05+0.00021414i,0.0004109+0.00099535i,8.9068e-05+0.00071946i
0.00045887+0.00029202i,-3.4735e-05-7.783e-05i,-0.00012778+0.00081499i,-0.00016292+0.00096064i,8.0906e-06-0.0006383i,0.00060377-0.0019495i,0.00059852-0.0015027i,0.00028263-0.0005351i,0.00013498-0.0001175i,-0.00061333-3.4565e-05i,-0.00056623-0.00027074i,8.8098e-05-0.00034836i,0.00082314+0.00060339i,0.0014327+0.00090286i,0.0012586+0.00020752i,0.00066992+3.5845e-05i,0.00076514-0.00015405i,0.00087731-0.00020813i,0.00040506-0.00015077i,-9.5888e-05-0.00022954i,4.1625e-05+7.3828e-05i,0.00014613+0.00053466i,-4.9726e-05+0.0010288i
-0.0018972-0.0005873i,-0.0012087-0.00018446i,-0.0011351+2.6321e-05i,-0.0010264-0.00020615i,-0.00043151-0.00033294i,-4.1214e-05+2.9321e-05i,6.2022e-05+0.00014652i,0.00035486-0.00032887i,-0.00055015-0.00054349i,-0.0016073-0.0007601i,-0.0011223-0.00047514i,9.9798e-05-0.00040875i,0.00043838-0.00022496i,0.00017455-7.2556e-05i,0.00029579-0.00074558i,0.00028191-0.00074548i,0.00018805-0.00056199i,0.00015232-0.00035047i,0.00028527+0.00031805i,0.00045738+0.00014887i,-5.8877e-05+1.4097e-05i,-0.00047189+0.00039264i,-1.2403e-05+0.00046466i
0.00052929-0.0016298i,-0.00017754-0.00066585i,-0.00054366-1.8563e-06i,-0.00056627-2.781e-05i,-0.00053617-0.00048723i,0.00033391-0.0010495i,0.00045363-0.0009592i,0.00035608-0.0007952i,-0.00029091-0.00072665i,-0.00070991-0.00012734i,-0.00037571+0.00013717i,-0.00027235-0.00069535i,-0.00036287-0.00057261i,-0.0007173-2.2398e-05i,-0.00079545-2.4093e-05i,-0.00053245+0.00035394i,-0.00063799+0.00073668i,-0.00040737-0.00041382i,0.00050882-0.0011088i,0.00042337-0.00078053i,0.00060935-0.00027512i,0.00082297+0.00014218i,-4.2608e-05-7.1058e-05i
0.00080668+0.001037i,6.5711e-05+5.667e-05i,0.00034895-0.0005392i,0.00039908-0.00024504i,-0.00028652-0.00068487i,-0.00068286-0.0016897i,-0.00079807-0.001192i,-0.00026362+0.00015681i,-5.6771e-05+0.00042819i,-0.00067987+0.00093166i,-0.00050243+0.0011408i,0.00023119-5.3041e-06i,0.00046739-0.00092324i,0.00015598-0.00093055i,7.8177e-05-0.00038852i,0.0003751-0.0004805i,0.00077041-0.00074977i,0.00099502-0.00039208i,0.000523+0.00013381i,0.00073223+0.00028308i,0.00068342+0.00043135i,-3.8124e-05+0.00031003i,-0.00053239+0.00044399i
-0.0020225-0.00081441i,-0.0013037-0.00015327i,-0.0013485+0.00023357i,-0.001019+0.0010045i,-0.00048456+0.00084546i,0.00025532+0.00033054i,0.00016483+1.1511e-05i,-0.00047325-0.00016351i,-0.00076044-1.7388e-05i,-0.0012089+0.00035188i,-0.0013509+0.00087416i,-0.00085783+0.00049506i,9.602e-05-0.00048251i,0.00055782-0.00036118i,-2.8171e-05-0.00074366i,-0.00050745-0.001002i,0.00025809-0.00049987i,0.00057087-0.00016628i,-0.00024822-0.00010309i,-0.00084605-0.00026538i,-1.6241e-05+0.00036724i,0.00079672+0.00074306i,0.00025192+0.00092295i
0.00051489-0.00086726i,6.8242e-05-0.0014585i,-0.00030723-0.00099004i,-0.00029577-0.00067846i,-3.4785e-05-0.00076977i,-0.00020781-0.0011175i,0.00025461-0.0011834i,0.00031312-0.0010218i,-0.00040599-7.4986e-05i,-0.00029382+0.0009312i,5.1648e-05+0.00091042i,0.0005177+6.8375e-05i,0.0010292-0.00094173i,0.0010892-0.0005279i,0.00043541+0.00064475i,-0.00018007+0.00064266i,0.00018878-2.9232e-05i,0.0013452-0.00046034i,0.00091634+0.00041741i,-0.00070773+0.0009783i,-0.00061011+0.00045989i,-0.000502+0.00010956i,-0.00030977+1.3155e-05i
0.0016352+0.00070466i,0.00078233+0.0009438i,-6.4491e-05+0.00064048i,-0.00038274+0.00017745i,-0.00052301-0.00075048i,-0.0010551-0.0012034i,-0.002149-0.00060302i,-0.0015224+0.00037639i,-0.0011958+0.00053961i,-0.0013299+0.00063089i,-0.00041789+0.00067239i,-0.00010042+0.0004588i,-0.00032446+0.00036021i,-1.3618e-05-0.00023703i,0.00052691-0.00051009i,0.001293-0.00044368i,0.0012526-0.00018806i,0.00067138+0.00016899i,0.00040342+0.00065268i,0.00045315+0.0011069i,0.00074576+0.00041547i,0.00099863+0.00024008i,0.00058882+0.00017344i
-0.0015802-0.0015607i,-7.1004e-05-0.00082578i,-0.00052539+7.2516e-05i,-0.001331+0.00027221i,-0.0014537+0.00011937i,-0.0013079-0.00043191i,-0.0012244-0.00099422i,-0.001285-0.0011737i,-0.0014297-0.00025587i,-0.0014715+0.00012761i,-0.00034578+0.00066436i,0.00062619+0.001254i,0.00032979+0.00018847i,0.00074436-0.00034925i,0.00044863+0.00018923i,0.00016415+0.00057351i,0.00068617+0.00086725i,0.00037394+0.00066723i,-0.00041351-0.00032319i,-0.00017216-0.00080086i,0.0005387-6.8802e-05i,0.00044522-0.00017898i,0.00097004-0.00025363i
0.00044324-0.0014496i,0.00040513-0.0013045i,-0.00088227-0.00053565i,-0.0018462-0.00037797i,-0.0016155-0.00095778i,-0.0010866-0.0011116i,-0.0012315-0.0011616i,-0.0010063-0.00094006i,-0.00040372-9.8056e-05i,-0.00015676+0.00014304i,-0.0002228+0.00010804i,0.00039611+0.00048497i,0.00074076+0.00055338i,0.00056584+0.00053299i,7.3026e-05+0.00027675i,0.00024141-2.5179e-05i,0.00064526-0.00022434i,0.00045314-0.00052532i,-0.00020826-0.00012718i,-0.00073856+0.0001656i,-0.00019267+0.00016071i,0.00011541+0.00022997i,0.00017539+0.0004362i
-0.0022612+0.00022874i,-0.0013977-0.00017488i,-0.00094816+0.0011027i,-0.0004346+0.0012426i,-0.0007284+0.00079038i,-0.00068946-0.00011009i,-0.00019742-0.0010409i,-0.00067696-0.00061155i,-0.00087148+0.00022551i,-0.0011612+0.0008505i,-0.0010647+0.00077784i,-6.3045e-05+0.00075739i,0.00016252+0.00063777i,0.00064953-3.113e-05i,0.0015498-0.00072226i,0.0017311-0.00048345i,0.0010791+0.00055597i,-4.6066e-05+0.00065326i,-0.00052392-0.00021247i,-0.00010361-0.00043486i,-0.00032353-8.3563e-05i,-0.00044059+0.00028093i,-0.00010617-7.1191e-05i
-0.00071915-0.00021047i,-0.0017796-0.00080745i,-0.0015693-9.2703e-05i,-0.00094389+0.0002562i,-0.0010624-0.00072892i,-0.0010546-0.0016085i,-0.00094766-0.0010674i,-0.0011572-0.00038444i,-0.0012926-0.00033523i,-0.0011328+0.00031891i,-0.00088829+0.00073466i,-0.00069709+0.00055304i,-0.00029035+0.00068118i,-0.00018374+0.0004453i,-0.00066176+5.2265e-05i,0.00016851-1.0957e-05i,0.0010813+0.00050926i,0.0004249+0.00020637i,-0.00031609+6.1067e-05i,-0.00095075+0.00021737i,-0.0010035-8.5242e-05i,-0.00068959+0.00072516i,-0.00045996+0.0011833i
0.00071529-0.00012775i,0.00052053+5.9483e-05i,-0.00090491+0.00049998i,-0.00081716-0.00046116i,-0.00081682-0.001175i,-0.0016323-0.00083128i,-0.0017778-0.00070036i,-0.0013654-0.00066453i,-0.001243-9.2428e-06i,-0.0012003+0.00050294i,-0.00019025-1.5189e-05i,0.00035844-0.00042306i,0.00026203-0.00040639i,-1.3053e-05-0.00033854i,-0.00016228+0.00016497i,-0.00018413+0.00023736i,-0.00031005+0.00033579i,-0.00017186+0.0010143i,0.00011731+0.00022008i,-0.00034355-0.00069694i,-0.00013435-0.00039874i,0.00032213-0.00019824i,-0.00020851-0.00091606i
-0.0015106-0.001576i,-0.0009379-0.0011424i,-0.0010186-0.00093221i,-0.0010116-0.00030594i,-0.00085114+0.00053305i,-0.00079582+0.00024872i,-0.0010238-7.3958e-05i,-0.00087611+0.00048507i,-0.0010254+0.00086849i,-0.00060262+0.00062928i,-0.00018715+0.00050878i,-4.1997e-05+0.00040992i,0.00045518-7.5464e-05i,0.00073504-0.00087325i,0.00071813-0.00016202i,0.00039422+0.0008017i,0.00012867+0.00094315i,0.00027485+0.0012467i,-9.0524e-05+0.0014141i,-0.00023343+0.00053897i,0.00026364-0.00038002i,1.0681e-06-0.000121i,-0.00044338+0.00012575i
-0.00069008+0.0003648i,-0.0001547+0.00030425i,0.00018575+0.0010175i,0.001014+0.0009284i,0.0018626-0.00045472i,0.00083866-0.0025118i,-0.00086884-0.0026581i,-0.0011749-0.0006692i,-0.00067729+0.00044162i,-0.00025417+0.00020225i,0.00052374+0.0001805i,0.001538+0.00069169i,0.0015398+0.0011801i,0.00066617+0.00065924i,0.00024933-0.00022601i,0.0004259-0.00015296i,0.00069907+0.00028886i,0.00048407-0.00011965i,-0.00031287-0.00099436i,-0.00085602-0.00097743i,-0.00088495-9.8663e-05i,-0.00037348+0.00024281i,0.00028761+0.00064737i
