-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
0.066219+0.025041i,0.12191+0.025669i,0.14799+0.0031328i,0.14536-0.015873i,0.13591-0.01318i,0.092534+0.00030854i,0.023327+0.032413i,-0.010924+0.061079i,-0.0096804+0.055607i,-0.00026042+0.032649i,0.0076228+0.010767i,0.010005-0.0017039i,0.014458-0.0041972i,0.015572-0.0053533i,0.007188-0.0021038i,0.0008196+0.0044621i,-0.00070379+0.0071443i,-0.00064118+0.0092476i,-5.783e-05+0.010223i,0.00017409+0.0067247i,-0.0022714+0.0017394i,-0.0089098+0.00098404i,-0.015359+0.0051461i
-0.059778+0.027523i,-0.10364+0.062523i,-0.11164+0.083795i,-0.11767+0.069393i,-0.14272+0.049818i,-0.12214+0.031951i,-0.059483-0.016205i,-0.022527-0.057164i,-0.012378-0.053884i,-0.010226-0.028211i,-0.010063-0.0014932i,-0.008498+0.010878i,-0.010822+0.010448i,-0.010035+0.0084587i,-0.0010177+0.0017902i,0.0040301-0.006398i,0.0018016-0.010549i,-0.0011845-0.01254i,-0.0032628-0.01199i,-0.0033233-0.0069482i,-0.00047247-0.0015252i,0.0034102-0.0019602i,0.0055105-0.0060089i
0.028686-0.06343i,0.032899-0.11462i,0.029776-0.12322i,0.062371-0.099576i,0.11013-0.10219i,0.099467-0.094959i,0.062966-0.028133i,0.053907+0.034812i,0.050146+0.043297i,0.038151+0.019589i,0.019979-0.0050139i,0.0035934-0.013005i,0.00031569-0.013193i,-0.00072173-0.012834i,-0.0037944-0.0055423i,-0.0026852+0.0033849i,0.00036741+0.008149i,0.0028907+0.012235i,0.0054625+0.014052i,0.0064546+0.010615i,0.0023067+0.0059571i,-0.0020979+0.006105i,-0.0015384+0.0094646i
0.022561+0.069821i,0.053883+0.10842i,0.05278+0.1046i,-0.017142+0.099823i,-0.073568+0.14217i,-0.052178+0.1457i,-0.032867+0.067326i,-0.055543+0.0015001i,-0.066216-0.0081766i,-0.046869+0.0043768i,-0.016342+0.011982i,0.0036398+0.010268i,0.0058823+0.013197i,0.0044283+0.015039i,0.0027681+0.0054161i,-0.00083577-0.0031257i,-0.0039984-0.0065718i,-0.0080622-0.010099i,-0.010438-0.010435i,-0.0070925-0.0066014i,-0.00095396-0.0038523i,0.0015429-0.0052803i,0.0014997-0.0076509i
-0.055396-0.030946i,-0.10697-0.035346i,-0.088182-0.026218i,0.0019859-0.069376i,0.037577-0.15657i,-0.0066161-0.15825i,-0.011645-0.077667i,0.029512-0.034742i,0.039641-0.036689i,0.017685-0.036767i,-0.0047099-0.026282i,-0.011492-0.015706i,-0.0092641-0.014835i,-0.0093293-0.011619i,-0.006225-0.0016881i,-0.00016736+0.0045491i,0.0050906+0.0058558i,0.011439+0.0065916i,0.013722+0.0043154i,0.0069224+0.00029577i,-0.000974-0.00019482i,-0.0028766+0.0026068i,-0.001743+0.0054312i
0.065075-0.011556i,0.10511-0.047681i,0.070022-0.049214i,-0.002409+0.045623i,0.012189+0.15161i,0.067561+0.12744i,0.040544+0.044551i,-0.014901+0.027469i,-0.019899+0.041458i,-0.001022+0.037685i,0.010362+0.022304i,0.011798+0.0094634i,0.010826+0.0065379i,0.010165+0.0038782i,0.0048553-0.0021501i,-0.0029382-0.0044249i,-0.010122-0.002162i,-0.014818+0.00082242i,-0.014718+0.0034402i,-0.0089746+0.003993i,-0.0031444+0.00099356i,-0.0015514-0.0037406i,-0.0016722-0.0063012i
-0.038019+0.059187i,-0.04066+0.11743i,0.0085819+0.094267i,0.029462-0.050555i,-0.052181-0.15411i,-0.11279-0.099029i,-0.059855-0.021321i,-0.00023906-0.020259i,0.0048677-0.033972i,-0.007367-0.026545i,-0.015648-0.0095309i,-0.017701+0.0031185i,-0.018345+0.0032721i,-0.016262+0.0011793i,-0.0067985+0.0020622i,0.004771+0.0027616i,0.012404+0.00042185i,0.015508-0.0037273i,0.014052-0.0059441i,0.0092783-0.0040359i,0.006071+0.00054772i,0.0052505+0.0040821i,0.0049113+0.0064215i
-0.013539-0.070566i,-0.060124-0.11756i,-0.10544-0.059961i,-0.051531+0.093441i,0.080414+0.14469i,0.12096+0.048325i,0.051929-0.007607i,0.0095951+0.023585i,0.018853+0.041663i,0.029549+0.023524i,0.026288-0.00020925i,0.019985-0.0094198i,0.02053-0.0064249i,0.017749-0.0040273i,0.0082473-0.0016129i,0.0007377+0.0017873i,-0.0038+0.0039252i,-0.0078291+0.0079242i,-0.0086392+0.0096481i,-0.0049555+0.004951i,-0.0019364-0.001303i,-0.002757-0.0051492i,-0.0048659-0.0074154i
0.060443+0.039107i,0.13667+0.047395i,0.1535-0.037747i,0.025125-0.1507i,-0.12367-0.12343i,-0.11339-0.0016i,-0.026155+0.026696i,-0.01506-0.020443i,-0.047608-0.034137i,-0.051063-0.010794i,-0.028419+0.011072i,-0.0091814+0.016024i,-0.0079737+0.014335i,-0.010244+0.011928i,-0.0052695+0.0055982i,0.0010773-0.0022275i,0.0046608-0.0093898i,0.0046333-0.014005i,0.0027896-0.014257i,-0.00081533-0.0098689i,-0.0025978-0.0014877i,-0.00012123+0.0050159i,0.0039627+0.006707i
-0.078229+0.013168i,-0.14926+0.064787i,-0.11979+0.16795i,0.056975+0.2113i,0.17704+0.10533i,0.10312-0.020218i,0.0066208-0.028582i,0.015202+0.00047601i,0.046712-0.008314i,0.034945-0.022562i,0.0064855-0.022292i,-0.0064926-0.017899i,-0.0041695-0.020237i,-0.00068251-0.021344i,-0.0027101-0.012186i,-0.00648-0.00023072i,-0.0053957+0.0095088i,0.0002161+0.014767i,0.0037924+0.013636i,0.0037464+0.0086029i,0.00169+0.0035521i,-0.0021206-0.00038144i,-0.0080226-0.0014591i
0.053879-0.054026i,0.082355-0.15065i,0.0018491-0.2429i,-0.17191-0.20477i,-0.22092-0.055905i,-0.089705+0.025024i,0.0057417+0.00097894i,-0.010979-0.0038135i,-0.031875+0.031298i,-0.016244+0.041433i,0.0033693+0.024005i,0.0089393+0.010834i,0.0071477+0.013347i,0.0061747+0.016216i,0.0052064+0.0091789i,0.0021673+9.2218e-05i,-0.0026752-0.0059811i,-0.0075717-0.0098053i,-0.0090923-0.0088578i,-0.0052319-0.0025679i,0.0020525+0.0013291i,0.0082295-0.00015046i,0.011573-0.0028637i
-0.0040206+0.083929i,0.03328+0.18956i,0.16205+0.23995i,0.29671+0.12496i,0.25643-0.031804i,0.085237-0.045321i,-0.0014039+0.017112i,0.010862+0.013973i,0.015423-0.027595i,0.00024285-0.0352i,-0.0093169-0.01621i,-0.010146-0.0018675i,-0.0093988-0.0022426i,-0.009404-0.0057209i,-0.0045749-0.0017536i,0.0035746+0.004692i,0.0095967+0.0058577i,0.012519+0.0038842i,0.011281+0.001945i,0.0061214-0.0014201i,0.00078523-0.0030096i,-0.0040082-0.00017877i,-0.0070576+0.0042644i
-0.048963-0.070073i,-0.15399-0.141i,-0.30567-0.12506i,-0.3712+0.031386i,-0.25918+0.13972i,-0.094583+0.068283i,-0.035509-0.023335i,-0.033537-0.010739i,-0.0086993+0.027707i,0.014137+0.025014i,0.014714+0.0050161i,0.010204-0.003965i,0.012893-0.0014881i,0.014904+0.0022501i,0.009227+0.00064847i,0.00028415-0.00366i,-0.0069345-0.0020971i,-0.011103+0.0048241i,-0.0095692+0.0079843i,-0.0055958+0.0054458i,-0.0025639+0.0022684i,0.00016412-0.00082437i,0.0010972-0.0065208i
0.084282+0.025423i,0.21803+0.026733i,0.35579-0.062255i,0.34726-0.21929i,0.1966-0.24896i,0.080643-0.10525i,0.063306-6.5638e-05i,0.04516-0.014095i,-0.0022945-0.037234i,-0.025666-0.019932i,-0.018101+0.0037294i,-0.0088277+0.010546i,-0.011376+0.0059664i,-0.01462+0.0017331i,-0.010796+0.00091468i,-0.002481-0.00024513i,0.0050619-0.0038074i,0.0086577-0.0080537i,0.0080334-0.010125i,0.0036667-0.0084613i,-0.00059176-0.0032876i,-0.0019723+0.0020045i,0.00011584+0.0064058i
-0.082127+0.030475i,-0.20224+0.11206i,-0.28895+0.26582i,-0.22004+0.39162i,-0.082132+0.33302i,-0.041327+0.14589i,-0.061074+0.038986i,-0.033875+0.032576i,0.014204+0.027225i,0.022761+0.0044959i,0.0053437-0.010004i,-0.0050174-0.011338i,-0.00047816-0.0099905i,0.0059021-0.0091487i,0.003221-0.0064084i,-0.0033328-0.001001i,-0.0042573+0.0040687i,-0.0014424+0.0069622i,0.0017333+0.0070848i,0.0047489+0.0046255i,0.005787+0.00075525i,0.0036302-0.0029811i,-0.0023229-0.0046266i
0.044165-0.073755i,0.10282-0.21218i,0.107-0.39609i,0.0064448-0.47288i,-0.067297-0.3543i,-0.01341-0.17214i,0.04544-0.083598i,0.017439-0.055903i,-0.025531-0.019747i,-0.020838+0.008331i,0.0039092+0.0098136i,0.013244+0.0038772i,0.0066877+0.0085351i,-0.00023784+0.014185i,0.0010048+0.011189i,0.0027399+0.0032556i,-0.00056033-0.0047028i,-0.0064514-0.0092085i,-0.011512-0.008312i,-0.011561-0.002988i,-0.0078611+0.0017423i,-0.003888+0.002978i,0.0021639+0.0014382i
0.0092718+0.094271i,0.037415+0.2466i,0.12422+0.41414i,0.23202+0.43587i,0.22164+0.29728i,0.08415+0.15961i,-0.0067756+0.1067i,0.0038328+0.068682i,0.02522+0.013695i,0.010259-0.013562i,-0.010417-0.0062364i,-0.014026+0.0043022i,-0.0090862-2.2293e-05i,-0.0050979-0.0081292i,-0.0032358-0.0065081i,-0.00026951+0.00042862i,0.0040954+0.0058097i,0.0089616+0.0081217i,0.012209+0.0069876i,0.010132+0.0031012i,0.0051683-0.00091356i,0.0019212-0.00085523i,-0.0011126+0.0021695i
-0.058383-0.070095i,-0.16865-0.18324i,-0.32838-0.29205i,-0.42389-0.27533i,-0.34419-0.17327i,-0.16568-0.11914i,-0.0641-0.10675i,-0.047874-0.061813i,-0.029983-0.0063587i,-0.0016476+0.0072912i,0.0085397-0.0048882i,0.0043562-0.011245i,0.0027836-0.006205i,0.0048263+0.0002133i,0.0044087-0.00044592i,0.00017118-0.0043435i,-0.0046769-0.0033239i,-0.0079689+0.001191i,-0.0074817+0.0047649i,-0.0039292+0.0054923i,-0.00070945+0.0054578i,0.00033804+0.0037603i,0.00074422-0.00098807i
0.084752+0.021017i,0.23923+0.057131i,0.43269+0.078516i,0.50509+0.038755i,0.38514+0.00041626i,0.20698+0.030229i,0.11304+0.058286i,0.072846+0.030576i,0.027306-0.0017431i,-0.0024858+0.00047084i,-0.003118+0.013897i,0.0032391+0.015118i,0.0016387+0.0073205i,-0.0040235+0.0015896i,-0.0043689+0.0019243i,0.00061804+0.0026832i,0.0055844-0.0022115i,0.0089807-0.0083943i,0.0086523-0.01111i,0.0043564-0.010098i,0.0011857-0.0069493i,0.000789-0.0040387i,0.00080527-0.00084933i
-0.082418+0.035607i,-0.22792+0.089299i,-0.40488+0.16531i,-0.45321+0.21846i,-0.33393+0.17895i,-0.19351+0.068039i,-0.12403+0.0018611i,-0.07902+0.0031238i,-0.030543+0.0082164i,-0.0063778-0.0026846i,-0.0063686-0.010657i,-0.008823-0.0084754i,-0.0038374-0.0031604i,0.0023507-0.00043832i,0.0013865+0.00028849i,-0.003267+0.0018632i,-0.0047289+0.005194i,-0.0051532+0.0077267i,-0.0057792+0.0089023i,-0.0027481+0.0088504i,0.00038614+0.0068939i,-0.0010092+0.0036679i,-0.0043398+0.0020518i
0.042019-0.067839i,0.1351-0.18771i,0.25216-0.33744i,0.28142-0.39904i,0.20987-0.30314i,0.14447-0.14936i,0.11667-0.068314i,0.078048-0.049387i,0.031019-0.030621i,0.010541-0.006692i,0.012085+0.0029425i,0.013767+0.00012125i,0.0068787-0.00062519i,0.00014271+0.002479i,-2.9931e-05+0.0024249i,0.00036797-0.0021901i,-0.0010068-0.0067633i,-0.0027411-0.0082183i,-0.0044887-0.0072162i,-0.0052928-0.0038792i,-0.0052826-0.0015442i,-0.0038109-0.0016399i,-0.00044947-0.002487i
-0.00060315+0.076004i,-0.011558+0.22371i,-0.037194+0.40871i,-0.045098+0.4707i,-0.041659+0.3512i,-0.057983+0.19266i,-0.06807+0.11561i,-0.043397+0.084795i,-0.012547+0.046714i,-0.0069847+0.012747i,-0.014275+0.0029397i,-0.013897+0.007233i,-0.0062724+0.0057538i,-0.0014075-0.00016354i,-0.0015921-0.0016222i,-0.0013924+0.00041355i,0.001518+0.0037398i,0.0059621+0.0070961i,0.0099286+0.0082733i,0.010549+0.0053329i,0.0080353+0.0027794i,0.0060399+0.0040195i,0.0047538+0.0059119i
-0.04078-0.052266i,-0.10733-0.17702i,-0.17246-0.34414i,-0.18376-0.40841i,-0.12502-0.31668i,-0.046306-0.1964i,-0.012089-0.1345i,-0.018376-0.089919i,-0.017747-0.038654i,0.0011744-0.011494i,0.011562-0.011092i,0.0060943-0.012652i,0.00013485-0.0067361i,-0.00028626-0.0007993i,0.0021797-0.00029445i,0.00222-0.0017849i,-0.0021702-0.0020408i,-0.0067006-0.002147i,-0.0072216-0.0020875i,-0.0051876-0.0016746i,-0.0039336-0.0013822i,-0.0041165-0.0020364i,-0.0048622-0.0040586i
0.061676+0.018816i,0.17766+0.086887i,0.30958+0.19365i,0.34256+0.24948i,0.24437+0.20513i,0.1252+0.13949i,0.070144+0.10157i,0.049476+0.063034i,0.02166+0.02568i,-0.0026483+0.014864i,-0.0046839+0.019075i,0.0042245+0.016111i,0.0057443+0.0070213i,0.0011338+0.0018673i,-0.0015923+0.0030273i,0.00071502+0.0036462i,0.0051878+0.0010981i,0.0071376-0.0022332i,0.0061029-0.0039689i,0.0035119-0.0033945i,0.0027013-0.0018977i,0.0038074-0.00072143i,0.0053614+6.903e-06i
-0.058859+0.020042i,-0.18457+0.027437i,-0.3439+0.0038431i,-0.39479-0.034365i,-0.29025-0.051894i,-0.16236-0.055424i,-0.10073-0.052931i,-0.065017-0.038547i,-0.027466-0.024863i,-0.0083519-0.020902i,-0.0079813-0.01658i,-0.0087261-0.0087226i,-0.006171-0.002029i,-0.0029675+0.0010473i,-0.0022651+7.5593e-05i,-0.0044552-0.00072668i,-0.0055335+0.0012199i,-0.0049199+0.0032432i,-0.0055232+0.0040669i,-0.004994+0.0045784i,-0.003387+0.0043923i,-0.004416+0.0024712i,-0.0071912+0.0013644i
0.028948-0.046418i,0.12393-0.11263i,0.26454-0.16668i,0.33039-0.15103i,0.25904-0.08274i,0.16185-0.025519i,0.11615-0.0038873i,0.085139+0.00030127i,0.047386+0.0053216i,0.021971+0.010267i,0.013204+0.0079483i,0.0094494+0.0018215i,0.0042549-0.0016572i,-0.00035124-0.0019909i,-0.00086146-0.00050682i,0.00062859-0.0016248i,0.0011628-0.0058272i,0.0010883-0.0064119i,0.0010573-0.0036635i,0.0012495-0.0027841i,0.0014665-0.0032318i,0.0027536-0.0038085i,0.0046518-0.0051763i
0.0017287+0.054144i,-0.038825+0.15321i,-0.1232+0.26263i,-0.18713+0.27583i,-0.16794+0.1819i,-0.11761+0.091193i,-0.092421+0.057507i,-0.074082+0.043722i,-0.046694+0.022656i,-0.024816+0.0045279i,-0.015412-0.00079379i,-0.010338+0.0011963i,-0.0041102+0.0031699i,0.00060428+0.0013856i,0.0023324-0.00060122i,0.0023208+0.00074634i,0.0026674+0.0022617i,0.0026222+0.0030469i,0.0018091+0.0041329i,0.0013837+0.0043934i,0.00080203+0.0041181i,-0.00064403+0.0054449i,-0.0014344+0.0070366i
-0.029621-0.039921i,-0.046487-0.1343i,-0.032096-0.25966i,0.015903-0.2999i,0.045682-0.21776i,0.044454-0.12801i,0.035046-0.094465i,0.021278-0.072812i,0.010447-0.038684i,0.0092866-0.012263i,0.010354-0.0051659i,0.0063561-0.0063625i,0.00032101-0.0044209i,-0.001977+0.00026903i,-0.00028205+0.0029405i,0.0012533+0.0019769i,0.00057957-9.0657e-05i,-0.00096339-0.0014096i,-0.002232-0.002832i,-0.0022432-0.0031701i,-0.001319-0.0032633i,-0.00040939-0.0045908i,-0.00019085-0.0056489i
0.039001+0.013868i,0.099016+0.079234i,0.14597+0.18771i,0.12397+0.24615i,0.059957+0.19356i,0.019624+0.11752i,0.011264+0.084395i,0.010917+0.062759i,0.0034501+0.034371i,-0.0070883+0.016179i,-0.007298+0.011414i,-2.9323e-05+0.0089253i,0.0038107+0.0035534i,0.0012789-0.00087404i,-0.0027062-0.0024627i,-0.0034568-0.00083047i,-0.00039796+0.0014937i,0.0026441+0.0015625i,0.0032971+0.0010348i,0.0029356+0.0008805i,0.0029406+0.00051648i,0.0037476+0.001182i,0.0037741+0.0029545i
-0.041551+0.0086319i,-0.11797-0.0085462i,-0.2053-0.066912i,-0.21237-0.12419i,-0.13302-0.11655i,-0.065318-0.080236i,-0.042964-0.061641i,-0.029032-0.045602i,-0.010356-0.027072i,0.00079386-0.016119i,-9.8204e-06-0.0093509i,-0.0039219-0.0019563i,-0.0034505+0.0038923i,-0.00067979+0.0054919i,0.0010573+0.002924i,0.00030625-0.0010644i,-0.0016696-0.0033988i,-0.0030947-0.0024446i,-0.00359-0.0003872i,-0.0029223+0.00065569i,-0.0025783+0.00071678i,-0.0035131-0.00012696i,-0.0057254-0.0013975i
0.022718-0.029606i,0.087572-0.050936i,0.1819-0.044123i,0.21489+0.00092728i,0.1523+0.033655i,0.089168+0.03313i,0.068234+0.025881i,0.050974+0.020355i,0.026218+0.014533i,0.0086441+0.011552i,0.0026675+0.0080875i,0.0010187+0.0018642i,-0.00052283-0.0023482i,-0.0019331-0.0029574i,-0.00203-0.0010369i,0.0003679+0.00097686i,0.0028442-2.8694e-05i,0.0020917-0.0015437i,0.00049506-0.00099353i,-0.00017761-8.9164e-05i,0.00010444+2.8535e-05i,0.0018167+0.00076474i,0.0030362+0.0012801i
-0.0056855+0.028606i,-0.044734+0.078597i,-0.12061+0.11912i,-0.16741+0.1007i,-0.13415+0.048149i,-0.083021+0.018421i,-0.063279+0.0098849i,-0.051598+0.0028169i,-0.03203-0.0044935i,-0.015556-0.0067426i,-0.0076384-0.0047849i,-0.0023018-0.0020059i,0.0014748+0.00014812i,0.00308+0.0019124i,0.0035459+0.0018869i,0.0019626+0.0012048i,0.00023018+0.0016581i,0.00035014+0.0028075i,0.00060902+0.0033129i,0.00052943+0.0033191i,0.00043776+0.0033692i,-0.00049853+0.0032448i,-0.0011196+0.0035467i
-0.01213-0.022751i,-0.0082859-0.076704i,0.029979-0.14209i,0.076583-0.14972i,0.07601-0.094868i,0.04927-0.052971i,0.037517-0.042367i,0.030191-0.030872i,0.019127-0.012436i,0.01131-0.00057495i,0.006579+0.001748i,0.0019877+0.0013447i,-0.0021576+0.0017673i,-0.0065371+0.0015412i,-0.0073011+0.0019299i,-0.0035932+0.00269i,-0.00056963+0.0016532i,0.00010765-9.6662e-05i,-0.00038975-0.0028495i,-0.00020229-0.0046038i,-2.1066e-05-0.0043876i,0.0004906-0.004609i,0.0011619-0.0040589i
0.019724+0.0067905i,0.042142+0.051618i,0.042679+0.12102i,0.0087228+0.15025i,-0.017403+0.10769i,-0.016028+0.061894i,-0.013348+0.048397i,-0.015415+0.039951i,-0.015457+0.023419i,-0.012964+0.010013i,-0.0093685+0.0051808i,-0.0052364+0.0034763i,-0.00024886+0.0014082i,0.0034347-0.0022645i,0.0027717-0.0047839i,-0.00074251-0.0041096i,-0.002601-0.0010834i,-0.0012605+0.0019371i,0.0017795+0.0018852i,0.0033021+0.0002721i,0.0016058-0.00030408i,-0.00068838+0.00045489i,-0.00025637+0.0018247i
-0.023883-0.0004305i,-0.059874-0.021018i,-0.094181-0.068866i,-0.080909-0.10408i,-0.037736-0.083614i,-0.015565-0.051193i,-0.01178-0.042488i,-0.0074805-0.037357i,-0.0023976-0.024928i,0.00083624-0.012168i,0.0017306-0.00443i,0.0017239-0.00098549i,-0.00041737+0.00098486i,-0.0026036+0.0033561i,-2.0828e-05+0.0043604i,0.0047723+0.001585i,0.0050927-0.0019017i,0.00077583-0.0030135i,-0.0029682-0.0013881i,-0.0039129+0.0014125i,-0.0031144+0.0025162i,-0.0020538+0.0012771i,-0.0017354-0.00092138i
0.012147-0.010614i,0.048485-0.01116i,0.09749+0.010852i,0.10651+0.045097i,0.067968+0.050459i,0.03848+0.0353i,0.0328+0.027727i,0.027708+0.02286i,0.017031+0.014914i,0.0071181+0.007587i,0.0024026+0.003689i,0.0020091+0.0018508i,0.0033645-0.0022746i,0.0026549-0.0055662i,3.4004e-05-0.004197i,-0.0012351-0.00026356i,-8.1375e-05+0.0026548i,0.0030525+0.0013331i,0.0042719-0.00078061i,0.0026063+9.4873e-05i,0.00056331+0.0017723i,-8.0003e-05+0.0017587i,0.00073275+0.00047628i
-0.0045897+0.017824i,-0.031582+0.035107i,-0.076889+0.041005i,-0.097768+0.017655i,-0.071775-0.0064322i,-0.043913-0.0099365i,-0.036734-0.0085354i,-0.029546-0.008861i,-0.015341-0.0073365i,-0.0046997-0.0056739i,-0.0012892-0.0043902i,-0.0011471-0.0018927i,-0.00087177+0.0019517i,0.00021425+0.0043514i,0.00040161+0.0038806i,-0.00064409+0.0010011i,-0.0026537-0.00027254i,-0.0038008+0.00090656i,-0.0027465+0.0013853i,-0.0010174+0.00091669i,0.0001979+0.00039464i,0.00021482+0.00012963i,-0.00033898+0.0012097i
-0.006787-0.014952i,0.0047354-0.038633i,0.036031-0.061803i,0.063874-0.054007i,0.054941-0.025474i,0.034982-0.013679i,0.027371-0.014146i,0.018913-0.0098725i,0.0060552-0.0023561i,-0.0011703+0.0028441i,-0.0011647+0.0033721i,-0.0011637+0.002058i,-0.00236+0.00016091i,-0.0033309-0.0021142i,-0.0044994-0.0018421i,-0.0037693+0.00025594i,-0.00091848+0.0006103i,0.0011772-0.00030143i,0.0014336-0.001158i,0.00076883-0.002606i,0.00023784-0.0034377i,0.00081033-0.0030119i,0.0010764-0.0029243i
0.0072821+0.009262i,0.010539+0.034151i,-0.0012784+0.06847i,-0.023701+0.074704i,-0.028716+0.047308i,-0.019625+0.026446i,-0.016932+0.020985i,-0.016825+0.013969i,-0.013201+0.0043801i,-0.0076319-0.00050254i,-0.0034261-0.0015875i,-0.0014319-0.0017702i,0.00076433+0.00058409i,0.0040297+0.0028867i,0.0058772+0.0010329i,0.0045705-0.0021643i,0.0024569-0.0019194i,0.00035546+0.0010223i,0.00024895+0.0023323i,0.0013943+0.0019092i,0.00078295+0.00075967i,0.00036217-0.00046065i,0.0005359-5.9905e-05i
-0.0096555-0.0057225i,-0.024451-0.018389i,-0.032402-0.046392i,-0.018228-0.061588i,-8.5105e-05-0.044905i,0.0038004-0.026127i,0.0047738-0.021165i,0.0083055-0.017361i,0.0095131-0.0091274i,0.007246-0.0012334i,0.0047684+0.0016291i,0.0036504+0.0010645i,0.0011704-0.0010158i,-0.0028847-0.0016347i,-0.0042829+0.00072549i,-0.0013359+0.0021072i,0.0023454+3.5037e-05i,0.0026527-0.0027679i,4.2207e-05-0.002484i,-0.002137+0.00068467i,-0.0020446+0.0029854i,-0.0025431+0.0025265i,-0.0026533+0.0011823i
0.0067754-0.0015459i,0.023384+0.0037661i,0.040627+0.023316i,0.038736+0.042197i,0.020467+0.035673i,0.0091748+0.020578i,0.0076426+0.017664i,0.005442+0.017245i,0.0017812+0.011585i,-0.0011338+0.00601i,-0.0020205+0.0044388i,2.9683e-05+0.0041946i,0.0042858+0.0023919i,0.0071974+0.00023015i,0.004597-0.00050006i,-0.00036377+0.00016113i,-0.0020339+0.0013919i,-0.00021833+0.0024358i,0.00090101+0.0018499i,0.00093867+0.00056339i,0.00038654+0.00018531i,-0.00025341+0.00037883i,0.0010409+0.001166i
-0.0041958+0.0055382i,-0.017203+0.010125i,-0.040254+0.0053745i,-0.048495-0.0096344i,-0.032319-0.016416i,-0.017471-0.013009i,-0.014645-0.013437i,-0.013278-0.014598i,-0.0087164-0.011118i,-0.0048044-0.0067031i,-0.0034186-0.0040643i,-0.0043673-0.002611i,-0.0066726+0.00044281i,-0.0071782+0.0039411i,-0.0053406+0.0044797i,-0.0035806+0.0026718i,-0.0029832+0.00084453i,-0.0032511-0.00057327i,-0.0021201-0.00099531i,-2.2427e-05-0.0009329i,0.0013377-0.0012536i,0.0014569-0.00078461i,0.00056819+0.00061581i
-0.0017869-0.0037715i,0.0067808-0.01146i,0.026273-0.016866i,0.039324-0.010137i,0.030555-0.00078109i,0.019249-0.0010605i,0.017474-0.0035818i,0.014409-0.0043216i,0.0080682-0.0039936i,0.0029212-0.0018788i,0.0014746-0.0010015i,0.0021091-0.0025348i,0.0029193-0.0050489i,0.0030081-0.0069406i,0.0012991-0.0066332i,0.00059572-0.0047087i,0.0025008-0.0024264i,0.0027453-0.00059461i,0.00069994-0.00012458i,-0.00097448-0.00042716i,-0.0014533-0.00096817i,-0.00064167-0.0011619i,0.00030414-0.0015926i
0.00048842+0.0038412i,-0.00066426+0.014022i,-0.010776+0.028085i,-0.022552+0.029323i,-0.020686+0.016044i,-0.012628+0.0083701i,-0.010168+0.0083749i,-0.0087393+0.0070752i,-0.0046768+0.0047314i,-0.00059023+0.0036093i,0.00068484+0.0028657i,0.00031437+0.0025885i,-0.00011659+0.005118i,0.0011691+0.0072418i,0.0031254+0.0060772i,0.002647+0.0032922i,0.0010696+0.0016167i,0.00052416+0.001951i,0.00029783+0.0013286i,-3.8442e-05+0.00022955i,-0.0004486+0.0010365i,-0.0011219+0.0016456i,-0.0006075+0.00082675i
-0.0025387-0.0026562i,-0.0067984-0.0077404i,-0.0059049-0.021349i,0.002632-0.02677i,0.0066916-0.016837i,0.0039618-0.0089549i,0.002634-0.0066179i,0.0020335-0.0025534i,-0.00014071+0.0025459i,-0.0022592+0.0045447i,-0.0022836+0.0036006i,-0.0012967+0.001672i,-0.001183-0.00222i,-0.0034662-0.004483i,-0.0055697-0.0025289i,-0.0046799+0.00011118i,-0.0015381+0.00079191i,0.00030722+0.00074362i,0.00028982+0.0020376i,0.00019654+0.0030407i,-0.00028536+0.0037728i,-0.00084929+0.0031029i,-0.00042963+0.00048544i
0.0017711-0.00031244i,0.0076518+0.0039281i,0.012637+0.013942i,0.0091937+0.022817i,0.0017587+0.018708i,0.00040913+0.009629i,0.00027338+0.0063677i,-0.0029987+0.0048957i,-0.0055401+0.00088738i,-0.0055026-0.002791i,-0.0037907-0.0020971i,-0.00088294+0.0014913i,0.0030419+0.0041892i,0.005299+0.0036255i,0.0042405+0.0021429i,0.00085004+0.0021479i,-0.0015344+0.001293i,-0.0015578-0.00043795i,-0.0012363-0.0017578i,-0.0005889-0.0018603i,5.4686e-05-0.0010201i,6.0414e-05-0.00029086i,5.0963e-05+0.00041148i
-0.0024178+0.001692i,-0.008916+0.002363i,-0.017137-0.0030133i,-0.017506-0.011463i,-0.0094291-0.011992i,-0.0035829-0.0097066i,-0.0012562-0.011565i,0.0011684-0.012081i,0.0033467-0.010024i,0.0036707-0.007411i,0.001614-0.0047487i,-0.0019341-0.0026695i,-0.006423-0.0017928i,-0.0087602-0.00067618i,-0.0059448+0.000152i,-0.0014828-0.00023269i,0.00042193-0.00043867i,0.00047563-0.00013401i,0.0008615+0.00040419i,0.0011485+6.601e-05i,0.00085389-0.00089894i,0.00094928-0.0003153i,0.00066162+0.00025423i
