0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
0.0019157+0.0098721i,0.00402+0.0077923i,0.00034548+0.0064073i,-0.0065259+0.0049665i,-0.010843-0.00029484i,-0.016057-0.0021124i,-0.018796+0.0027701i,-0.015772+0.0083578i,-0.010338+0.0093886i,-0.005066+0.0070262i,-0.00023648+0.0040185i,0.0025138+0.00030661i,0.0033106-0.0023454i,0.0032191-0.0023823i,0.0013323-0.0011157i,0.0003985-0.00040816i,0.0015559+0.00084303i,0.001252+0.0013794i,0.00026981+0.0013268i,-5.4513e-05+0.0021545i,-0.00022477+0.0022416i,-7.4416e-05+0.0013497i,0.00041216+0.00018444i
-0.010978+0.0053856i,-0.016784+0.0058173i,-0.017843+0.00033453i,-0.014217-0.0061164i,-0.006662-0.003103i,-0.0010326+0.00019551i,0.00016701+0.0038154i,0.0018787+0.0092313i,0.0054692+0.010621i,0.0067816+0.007486i,0.005409+0.0033443i,0.0037579+0.00026803i,0.0021662-0.0012678i,0.0020043-0.00019628i,0.0020504+0.00086165i,0.0017092+0.00060476i,0.0016965+0.00041263i,0.0011373+0.00031234i,0.0016442-0.00010463i,0.0026266-0.001161i,0.0019721-0.0019729i,0.0011433-0.0013544i,0.001673+0.00024756i
-0.011977-0.01028i,-0.016288-0.020396i,-0.013949-0.017159i,-0.0021733-0.0049868i,0.006141+0.0017762i,0.013134+0.0050175i,0.01693+0.0046034i,0.016431+0.0027469i,0.015495+0.0016193i,0.012538-0.0014974i,0.0073021-0.0044994i,0.0027466-0.0053996i,0.00070558-0.0038354i,0.00067527-0.0008246i,0.00096947+0.001289i,0.00074482+0.0014749i,0.00078644+0.0001599i,0.00094271-0.0013072i,0.001101-0.0013834i,0.00095647-0.00068864i,9.1517e-05-0.0011743i,-0.00030041-0.00065548i,-0.00045229+0.0012042i
0.0091028-0.01154i,0.016501-0.014551i,0.014221-0.016965i,0.0036166-0.010296i,0.0012338-0.00018715i,0.0014527+0.0035936i,0.0036452-0.00057149i,0.0059781-0.0078377i,0.0048916-0.011589i,0.0028579-0.010046i,0.0011675-0.0062292i,-0.00029825-0.0024335i,0.0001101-0.00012522i,0.0012724-0.0001248i,0.0018111-0.00077695i,0.002168-0.0012423i,0.0021091-0.0015521i,0.00060788-0.0011908i,-2.5119e-05-0.00036841i,0.00061493-0.00035115i,0.00041376-0.00098263i,-0.00047202-0.00055026i,-0.0011243+0.00049675i
0.013605+0.0023354i,0.008743+0.0037861i,0.010022+0.0023003i,0.0082479-0.0043957i,-0.005809-0.0045249i,-0.012616-0.0041958i,-0.010332-0.0073768i,-0.0099034-0.010883i,-0.012896-0.010219i,-0.012062-0.004594i,-0.0067742+0.00067623i,-0.0014876+0.0038561i,0.0019535+0.0047545i,0.0018123+0.0032423i,2.3336e-05+5.4259e-05i,-1.1203e-05-0.0016875i,0.00047587-0.001708i,0.00010702-0.0017256i,-0.0012163-0.0019339i,-0.0024543-0.0016359i,-0.0022562-0.00087139i,-0.0017621-0.00089272i,-0.0013489-0.00083382i
-0.0059186+0.013617i,-0.0010834+0.0029211i,-0.0045823+0.005412i,-0.0044282+0.010542i,-0.0033551-0.0028714i,-0.0069762-0.011404i,-0.011399-0.0078737i,-0.014097-0.0014245i,-0.014775+0.0043356i,-0.010867+0.0083164i,-0.0042271+0.0092788i,0.00089358+0.0073703i,0.003743+0.00533i,0.0039529+0.0039732i,0.0025576+0.0029337i,0.0013152+0.0015346i,0.0003647-0.00016676i,0.00041811+0.00028171i,-3.5557e-05+0.0016409i,-0.0015714+0.0019867i,-0.0021499+0.0011027i,-0.0013172-8.7999e-05i,-0.00025812-0.0007073i
-0.014094-0.0053586i,-0.007481+0.0020193i,-0.0081871-0.0033303i,-0.011472-0.0067511i,-0.0021447+0.0015147i,0.004037+0.0042152i,0.00205+0.0067779i,-0.00073887+0.01242i,0.00084769+0.014689i,0.0040127+0.012102i,0.0048774+0.0076856i,0.0036687+0.0033054i,0.0016831+0.00069844i,0.00189+0.0010194i,0.0024424+0.00199i,0.0019456+0.0016667i,0.0015452+0.00035565i,0.0022657-0.0004886i,0.0029865-0.00070023i,0.0025977-0.0023007i,0.0015494-0.0042879i,0.00033476-0.0041007i,0.00024715-0.0018857i
0.012423-0.020282i,0.0019657-0.021327i,0.0038069-0.015418i,0.011446-0.0056997i,0.0051867+0.0070966i,0.0057185+0.018591i,0.010073+0.019345i,0.010761+0.0135i,0.011381+0.0082952i,0.010684+0.0027006i,0.0077292-0.0021938i,0.0025061-0.0044974i,-0.0011515-0.0050028i,-0.0014916-0.0037713i,-8.8394e-05-0.0026168i,0.0015749-0.0020886i,0.0017029-0.0021231i,0.00074645-0.0021293i,0.00028322-0.00072598i,0.001087+0.0010076i,0.0017283+0.0015497i,0.0019933+0.0005811i,0.0015019+3.5771e-05i
0.026135+0.011658i,0.038041+0.0017078i,0.029383-0.0019208i,0.012193+0.0084874i,0.0062638+0.011256i,0.00045551+0.012876i,0.00016523+0.011684i,0.0051373+0.0040968i,0.007066-0.0035787i,0.0055314-0.0076566i,0.0019449-0.0082549i,-0.0022664-0.0072019i,-0.0043479-0.0046953i,-0.0038562-0.0012558i,-0.0019749+0.00019088i,0.00036176+0.00021057i,0.001101+0.00083147i,0.00085973+0.0017631i,0.0016925+0.0022495i,0.0028587+0.0015491i,0.0034388+0.00012006i,0.0028047-0.00044582i,0.0024551+0.00035603i
-0.0041355+0.022768i,-0.001072+0.037314i,0.0042067+0.028614i,0.00014587+0.0072905i,-0.0069343+0.0042794i,-0.0075087+0.00056089i,-0.0041085-0.0065707i,-0.0025356-0.0098359i,-0.003961-0.0095685i,-0.0059108-0.0060088i,-0.0057157-0.0015935i,-0.0040374+0.0012716i,-0.0022169+0.0021751i,-0.00061873+0.0022096i,0.00015039+0.0021763i,0.0006418+0.0014423i,0.0010029+0.00056356i,0.0007864-0.00019673i,-0.00077465-0.00029652i,-0.0028894+0.0015169i,-0.0022727+0.0026791i,-0.00032473+0.001368i,0.00020414+0.00027887i
-0.01847+0.0060934i,-0.027198+0.0034819i,-0.025781+0.012976i,-0.011126+0.015889i,-0.0074634-0.0029941i,-0.0068478-0.012245i,-0.0051357-0.0091259i,-0.0059551-0.0053396i,-0.0084308-0.0017372i,-0.009608+0.0031323i,-0.00719+0.006525i,-0.0033831+0.0065329i,-0.0007025+0.0059688i,0.0012149+0.0047252i,0.0022752+0.0026268i,0.0021148+0.0013267i,0.0015977+0.0016606i,0.0016082+0.0016681i,0.0022045+0.0012254i,0.0025862+0.0018762i,0.0020943+0.002774i,0.00026149+0.0016361i,-0.0013807+0.00013778i
-0.0081093-0.0095907i,-0.00062739-0.0037671i,-0.0073699-0.0081134i,-0.019964-0.0060091i,-0.0094286+0.0023616i,-0.0041876+0.0050306i,-0.007427+0.0061522i,-0.008357+0.0078784i,-0.0074447+0.008345i,-0.0051803+0.0088539i,-0.00075326+0.0082542i,0.002435+0.0048424i,0.0020976+0.00099408i,0.0015783-0.00039949i,0.0016245-6.9205e-05i,0.0018367-8.3347e-05i,0.0020689-0.00054612i,0.0014746-0.00093039i,0.00091962-0.0017139i,-0.00053779-0.002266i,-0.0027565-0.0017526i,-0.00354-0.0003522i,-0.00261+0.0009025i
0.0093178-0.011391i,-0.0065831-0.0039024i,0.00050608-0.0006495i,0.0095525-0.0033459i,-0.0048142+0.0099316i,-0.01011+0.020691i,-0.0072788+0.018585i,-0.0068503+0.013038i,-0.0045076+0.0090349i,0.00043624+0.0059782i,0.0050013+0.0025794i,0.0053931-0.0013924i,0.0020213-0.0047508i,-5.8565e-05-0.0060514i,-0.00051366-0.0049327i,-0.0013813-0.0037144i,-0.0030992-0.0030301i,-0.0047219-0.00015101i,-0.0037085+0.0036167i,-0.0017754+0.0049956i,-0.0014201+0.004299i,-0.00091464+0.0019421i,0.00058026-0.00048594i
0.0068121+0.016218i,0.0080317+0.0014781i,0.00060951+0.0086331i,-0.0017291+0.023359i,-0.0034806+0.01301i,-0.011109+0.0087074i,-0.012444+0.0091657i,-0.0060888+0.0045018i,-0.00052866+0.0013429i,0.0026488-0.00049114i,0.0033873-0.0035572i,0.0018062-0.0065599i,0.00039932-0.0064749i,-0.00027892-0.0039031i,-0.0012925-0.0023901i,-0.0016058-0.00071758i,-0.0020354+0.0013428i,-0.0022647+0.0024837i,-0.0014108+0.0020022i,-0.0005321+0.00017051i,-0.0003349-0.00017642i,4.9872e-05+0.0010957i,0.00069338+0.0015627i
-0.021942+0.012959i,-0.016733+0.027953i,-0.015601+0.022056i,-0.02055+0.0038496i,-0.013345+3.79e-05i,-0.0068415-0.0069934i,-0.0040727-0.01083i,-0.0003587-0.0080797i,0.0031884-0.0056649i,0.0036428-0.0053457i,0.00049848-0.0061907i,-0.0014072-0.0043739i,-0.0013754-0.0019263i,-0.0007676-3.815e-05i,0.00065598+0.0016831i,0.00063738+0.0014527i,-5.1304e-05+0.00026425i,-0.0013754-0.00049662i,-0.0040472+0.00023903i,-0.0053119+0.0018939i,-0.0037214+0.0027391i,-0.00075209+0.0022439i,0.00066375+0.0010594i
-0.020173-0.018661i,-0.044999-0.018642i,-0.046751-0.0039512i,-0.022697+0.0018612i,-0.013846-0.0092722i,-0.0052694-0.01468i,0.0026535-0.010964i,0.0047904-0.0071274i,0.003848-0.0058078i,0.0001658-0.004471i,-0.003619-0.0023985i,-0.0046429-0.00035856i,-0.0025788+0.001626i,0.00025806+0.0019516i,0.0016658+0.00096086i,0.0010235+0.0013282i,0.00091673+0.0017335i,0.0032976-0.00024833i,0.0048925-0.0028778i,0.0048285-0.003405i,0.0035548-0.0025853i,0.00016201-0.001665i,-0.00055824+0.00015695i
0.0070688-0.022957i,0.0096335-0.039243i,-0.0097603-0.039672i,-0.02346-0.018269i,-0.0083079-0.0064611i,-0.0017591-0.0035951i,-0.0041803+0.00082555i,-0.0021739+0.0042424i,-0.002128+0.0026724i,-0.0043138+0.0019704i,-0.0027994+0.0044316i,-8.7463e-06+0.0042144i,0.00058179+0.0017008i,0.0015927+0.00075412i,0.0027013-0.00060662i,0.0030615-0.0024457i,0.0031695-0.0039101i,0.0018693-0.0047598i,-0.0010823-0.0041595i,-0.0030037-0.0030978i,-0.0033988-0.0021266i,-0.0036918-0.0004587i,-0.003086+0.0017019i
0.024613-0.004348i,0.019527-0.0038368i,0.02022-0.014343i,0.015112-0.022962i,-0.0014464-0.0046282i,-0.0087307+0.0073199i,-0.0097852+0.0057729i,-0.010256+0.0046855i,-0.010084+0.0051232i,-0.0071591+0.0066438i,-0.00096389+0.0069504i,0.0039645+0.0037119i,0.0052243-0.000855i,0.0043054-0.002639i,0.0024618-0.0026272i,0.00034736-0.0033815i,-0.0016206-0.0035217i,-0.0019006-0.0020666i,0.00036093+0.0014578i,0.0018551+0.0044122i,0.00027494+0.0030431i,-0.0024586+0.0004772i,-0.0026275-5.9553e-05i
0.0076403+0.026653i,0.0063908+0.0091276i,0.0018731+0.012212i,0.0054387+0.021823i,0.0040512+0.0069598i,-0.0050014-0.0012758i,-0.01122-0.00039157i,-0.012152-0.00083301i,-0.0092771+0.0025412i,-0.0033944+0.0059276i,0.0031603+0.0034281i,0.0068652-0.00055933i,0.0071312-0.0012594i,0.0049493-0.00092414i,0.0022042-0.00076677i,0.00069241-0.000389i,-0.00013397-0.0010263i,-0.00047186-0.00084903i,-0.0012597-0.00046326i,-0.0035965-0.0017516i,-0.0046506-0.0029396i,-0.0036451-0.002465i,-0.0016998-0.0016726i
-0.033195+0.010592i,-0.017164+0.015495i,-0.017829+0.0064872i,-0.025834+0.0018241i,-0.0083183+0.0075694i,0.0055362+0.00044566i,0.0025891-0.0080074i,-0.0023444-0.0058745i,-0.00052336+0.00083452i,0.0040505+0.0038223i,0.0042677+0.0010924i,0.002738-0.00069778i,0.0022938+0.00070405i,0.0018526+0.0023244i,0.0016697+0.0017739i,0.0013701+0.00020441i,-0.00024389-0.00071884i,-0.0025343-0.00054985i,-0.0038897+0.0011288i,-0.0037614+0.002886i,-0.0026975+0.0021587i,-0.0014933+0.00055306i,-0.00083479+0.00025009i
-0.0076253-0.035449i,-0.020542-0.027599i,-0.020094-0.01864i,-0.0094127-0.012972i,-0.0072473-0.0053022i,0.0047937-0.0011856i,0.012252-0.0021496i,0.0086897-0.0010075i,0.0058233-7.2787e-05i,0.0026138-0.0021242i,-0.00068038-0.0027867i,-0.0024057-0.00086953i,-0.002539+0.0012339i,-0.00081773+0.0026929i,0.0022854+0.0022846i,0.0045027+0.00061811i,0.0047573-0.0003491i,0.0052214-0.0017722i,0.0051524-0.0046155i,0.0038336-0.006892i,0.0024573-0.0070273i,0.0001217-0.005476i,-0.0013472-0.0032029i
0.034818-0.0037431i,0.033772-0.01889i,0.01956-0.028819i,0.0017668-0.019845i,0.00064339-0.011206i,-0.00041618-0.0043461i,-0.00072956+0.0032562i,0.0036471+0.0056535i,0.003406+0.00045281i,-0.0023833-0.0048325i,-0.0056526-0.0042385i,-0.0051572-0.00086481i,-0.004538+0.0019395i,-0.0029476+0.0036025i,4.7977e-05+0.0024872i,0.0025077-0.00032093i,0.0033747-0.0034346i,0.0015998-0.0056896i,-0.00038383-0.004462i,-0.0005581-0.00041941i,0.00013356+0.0020308i,-0.00032883+0.0017303i,-0.0017068+0.0022366i
0.0057252+0.031583i,0.013769+0.028279i,0.028279+0.010225i,0.025625-0.010281i,0.0050331-0.0039913i,-0.006668+0.0047943i,-0.0057773+0.0053592i,-0.0019767+0.0025908i,-0.0030782-0.0019348i,-0.0077908-0.0034611i,-0.0083518-0.0017577i,-0.00586-0.00080942i,-0.004543+0.00021994i,-0.0042936+0.0013081i,-0.0038732+0.00060204i,-0.0013549+0.00021857i,0.0010552+0.00033764i,0.0019496-0.00053581i,0.0041575-0.0010926i,0.0074488-0.00071042i,0.0084978-0.0024404i,0.0061257-0.0049076i,0.0030465-0.004564i
-0.027907+0.01268i,-0.022566+0.014385i,-0.014977+0.026676i,-0.0035599+0.031636i,-0.0037513+0.017569i,-0.0088057+0.011749i,-0.0056577+0.0080982i,-0.0040941+0.0010625i,-0.007739+0.00034314i,-0.008014+0.0039601i,-0.0039593+0.003792i,-0.00053942+0.0013316i,0.00088671+0.00023437i,0.0011622-0.00070618i,0.00075641-0.00086406i,0.0027651-0.00058359i,0.0053486-0.0014945i,0.0051266-0.0015511i,0.0012531-0.00024935i,-0.0036543+0.00094692i,-0.0053391+0.0011995i,-0.0048317-9.5989e-07i,-0.0040224-0.0013652i
-0.02423-0.01657i,-0.022896-0.0028062i,-0.026443+0.0029161i,-0.029737+0.0053306i,-0.016447+0.013567i,-0.0035212+0.012683i,-1.7741e-05+0.0051258i,-0.0026176+0.00089281i,-0.0040037+0.0039976i,0.00011155+0.0079706i,0.0030485+0.0057605i,0.0022649+0.0024102i,0.0021217+0.00021086i,0.0049131-0.0011724i,0.0064863-0.0013035i,0.0061282-0.00024852i,0.0055685+0.0014835i,0.0038879+0.0034317i,0.0029822+0.0049313i,0.0042914+0.0050769i,0.0065913+0.0031807i,0.0075986-1.5997e-05i,0.0067692-0.00019682i
0.013201-0.03247i,-0.0048676-0.030911i,-0.007338-0.021205i,0.00027989-0.014285i,-0.0031833-0.0083218i,-0.002246-0.0018597i,0.00030379+0.00048889i,0.00025881+0.0019806i,0.0035119+0.0048354i,0.0083987+0.0047809i,0.0096741+0.00096444i,0.006551-0.0021426i,0.0035942-0.0038123i,0.0038935-0.0024319i,0.0057595+0.00014423i,0.0066669+0.0006279i,0.0066457+0.0010111i,0.0051696+0.0006501i,0.0016491-0.0023485i,-0.0024272-0.0066065i,-0.0046786-0.0083795i,-0.0061068-0.0069091i,-0.0056142-0.0045949i
0.040001+0.0089072i,0.036477-0.0092155i,0.024609-0.019384i,0.013589-0.019527i,0.0099782-0.02123i,-0.0014128-0.018448i,-0.010075-0.0069644i,-0.0056062+0.0014389i,0.0038672-0.0014364i,0.0068283-0.0074235i,0.0054492-0.0086781i,0.0038851-0.0066875i,0.0013237-0.0034044i,-0.001137+4.0163e-05i,-0.0014125+0.0021429i,-0.0021013+0.0025815i,-0.0041581+0.0009571i,-0.0057317-7.9828e-05i,-0.0054226+0.0025196i,-0.0016684+0.0075002i,0.0026545+0.010738i,0.004566+0.010979i,0.0034854+0.0092398i
-0.0026507+0.040836i,0.0030474+0.033194i,0.014065+0.018486i,0.019736-0.0022716i,0.0073875-0.011016i,-0.0070912-0.0098339i,-0.010713-0.0013523i,-0.0048517+0.0049108i,-0.00068673-0.0010683i,-0.0031315-0.0085504i,-0.0028249-0.0086587i,0.00041184-0.0066539i,-0.0001375-0.0041922i,-0.0024709-0.00055374i,-0.0040406+0.0016481i,-0.0046123+0.0028325i,-0.0031554+0.0042003i,-0.00033354+0.0024939i,0.0021035-0.001845i,0.0028272-0.0060038i,0.001168-0.0093075i,-0.0013612-0.011291i,-0.0016211-0.011282i
-0.041077+0.0070201i,-0.031354+0.0092471i,-0.026097+0.024902i,-0.014993+0.038326i,-0.0043082+0.027687i,-0.0032207+0.01775i,-0.00065062+0.015628i,0.0022689+0.010984i,-0.0021533+0.0052022i,-0.0067775+0.0022422i,-0.0062418+0.00046785i,-0.0034295-0.0015966i,-0.00033381-0.0027775i,0.0023533-0.0033162i,0.0031107-0.0028952i,0.0027047-0.0019639i,0.0035249-0.0025212i,0.0039093-0.003547i,0.0008304-0.00020193i,-0.0022845+0.0069212i,-0.0031281+0.012084i,-0.0034155+0.012599i,-0.0042462+0.010496i
-0.010396-0.035948i,-0.010164-0.018582i,-0.015192-0.0062003i,-0.021542+0.009415i,-0.0128+0.028801i,-0.00091666+0.026847i,0.0037024+0.014243i,0.0029841+0.0066269i,-0.0010769+0.0077606i,-0.0022002+0.012685i,-0.00039157+0.011953i,0.00041286+0.0074073i,0.0015864+0.0032755i,0.0041144-0.00046244i,0.0060961-0.0025012i,0.0076845-0.0019063i,0.0080644+8.356e-05i,0.0075613+0.0024016i,0.0093149+0.0018744i,0.013329-0.0032986i,0.016165-0.00982i,0.016123-0.013406i,0.014622-0.012014i
0.044031-0.016018i,0.019811-0.02188i,0.0050476-0.02192i,0.0019329-0.015288i,-0.0031208-0.0052685i,-0.0031737+0.0018052i,-0.0042417-0.0010772i,-0.0076809-0.00251i,-0.0030369+0.003474i,0.0045167+0.0086324i,0.0064536+0.010301i,0.0047786+0.010281i,0.0042548+0.0089729i,0.0058641+0.0079732i,0.0081605+0.006369i,0.0090483+0.003351i,0.0080441+0.001066i,0.0050803-0.00032107i,-0.00080486+2.5629e-05i,-0.0094292+0.0013202i,-0.014977+0.0030227i,-0.015319+0.0052524i,-0.012487+0.0052804i
0.017497+0.052805i,0.018454+0.025514i,0.010167-0.0012509i,0.0029008-0.013925i,0.0061474-0.018766i,0.00039954-0.020711i,-0.012908-0.015595i,-0.016946-0.0058179i,-0.0072382-3.5422e-05i,0.0035212-2.0411e-05i,0.0071519-0.00018281i,0.0076124+0.0029919i,0.0050501+0.006919i,0.0025232+0.0098903i,0.0016981+0.011042i,-0.00073246+0.0086002i,-0.0051715+0.0055469i,-0.0078379+0.0045147i,-0.0036528+0.0059059i,0.0065652+0.0067269i,0.015334+0.0045087i,0.019324+0.0020297i,0.018333-6.726e-05i
-0.057861+0.031916i,-0.03167+0.032094i,-0.0053429+0.027051i,0.0079771+0.014438i,0.0040721+0.0013464i,-0.0037298-0.0079681i,-0.00884-0.0067331i,-0.0089777+0.00027411i,-0.0050851+0.0013819i,-0.0022731-0.0019015i,0.00035138-0.0038243i,0.0022691-0.0049867i,0.0011113-0.0038984i,-0.00095022-0.0002846i,-0.0026822+0.002902i,-0.003959+0.0054669i,-0.0029442+0.0056543i,-0.0013612+0.0027702i,-0.0037177-0.0023881i,-0.011552-0.0083698i,-0.02025-0.01087i,-0.023973-0.0095268i,-0.020501-0.0075877i
-0.038145-0.050254i,-0.030916-0.024856i,-0.023004+0.0035578i,-0.018942+0.024973i,-0.015368+0.027592i,-0.011919+0.020571i,-0.0040164+0.013915i,0.0011048+0.0067361i,-0.002336+0.00031853i,-0.0067235-0.0016082i,-0.0069804-0.0015924i,-0.0055867-0.0045181i,-0.0059453-0.007871i,-0.005886-0.007431i,-0.0038077-0.0046048i,-0.0019307-0.0035396i,-0.0014476-0.0039536i,-0.0027482-0.0021897i,-0.0025265+0.0052785i,0.0016746+0.017127i,0.0083352+0.025156i,0.013945+0.024842i,0.014788+0.021876i
0.039149-0.043127i,0.014302-0.029372i,-0.0033038-0.016499i,-0.017544-0.0062081i,-0.027205+0.013699i,-0.023222+0.022144i,-0.013604+0.012174i,-0.0088828-0.0014991i,-0.010895-0.0060881i,-0.012699-0.0016583i,-0.010778+0.0012726i,-0.0081738+0.0019231i,-0.006289+0.0030139i,-0.0039828+0.0032187i,-3.9085e-05+0.0028653i,0.0044624+0.0021093i,0.0068549+0.00083042i,0.007959+0.00051083i,0.0081524-0.0035447i,0.0073198-0.012389i,0.0038444-0.020259i,-0.00069272-0.023077i,-0.0018215-0.020719i
0.048716+0.032506i,0.023311+0.0081508i,-0.0026067-0.0023899i,-0.013466-0.0048217i,-0.01664-0.0073365i,-0.016406-0.002854i,-0.015552-0.00068932i,-0.015994+0.0012619i,-0.012972+0.0039849i,-0.0082765+0.0040146i,-0.0063031+0.004608i,-0.0052274+0.0070441i,-0.0027213+0.010559i,-0.00025276+0.011935i,0.001304+0.0097811i,0.0023596+0.0061151i,0.0034594+0.0017548i,0.0023271-0.0017833i,-0.003499+0.0016533i,-0.009257+0.012487i,-0.0083023+0.022607i,-0.0032898+0.027158i,-0.00064976+0.026357i
-0.027584+0.055133i,-0.011607+0.033891i,-0.0045479+0.012639i,-0.00046454-0.0016171i,0.010127-0.0117i,0.012649-0.018454i,0.0054945-0.012189i,0.0014506+0.0024653i,0.006752+0.011464i,0.0095665+0.0081309i,0.0050494+0.0025752i,0.0014227+0.0018059i,-0.00089341+0.0027823i,-0.0033769+0.0030481i,-0.0044846+0.003607i,-0.0040374+0.004328i,-0.0037291+0.0049912i,-0.0014021+0.0049966i,0.0058672+0.0011002i,0.016763-0.0081011i,0.022762-0.018285i,0.020489-0.023736i,0.016007-0.022724i
-0.062035-0.017726i,-0.035264-0.0091185i,-0.0013826+0.0028023i,0.022764+0.0062452i,0.024723-0.0048555i,0.020877-0.017794i,0.020631-0.017822i,0.024881-0.0103i,0.025361-0.0056961i,0.017531-0.0047277i,0.0099685-0.0053424i,0.004713-0.0076566i,-0.00033236-0.012022i,-0.0032163-0.013329i,-0.0047344-0.0084831i,-0.004785-0.0014696i,-0.0035472+0.0016799i,-0.0042849+0.00017872i,-0.01073-0.0023638i,-0.023098-0.0023538i,-0.033101+0.0012894i,-0.033912+0.0081143i,-0.028067+0.013284i
0.01881-0.07334i,0.011787-0.04669i,-0.00072963-0.020703i,-0.013563-0.00088078i,-0.014284+0.0041746i,-0.010035+0.00025763i,-0.0020668-0.0078523i,0.0027065-0.019692i,0.00045452-0.024103i,-0.0013957-0.016747i,0.00053041-0.0079416i,0.0019412-0.0064462i,0.0020812-0.0083177i,0.0034602-0.00851i,0.0047678-0.007224i,0.0036096-0.0063576i,-0.0012438-0.0041082i,-0.0058012+0.0020421i,-0.0021827+0.011716i,0.011619+0.018307i,0.022936+0.016119i,0.024446+0.0086546i,0.022096+0.0035939i
0.081121+0.010748i,0.037261+0.014689i,-0.0043658+0.013918i,-0.026861+0.005687i,-0.032181+0.0096673i,-0.029393+0.011715i,-0.03034+0.0033407i,-0.034964-0.0056883i,-0.036045-0.0055747i,-0.025104+0.0009754i,-0.0093301+0.0043936i,0.0019513+0.0049377i,0.0076886+0.0065774i,0.01047+0.0087584i,0.010983+0.007904i,0.0085194+0.0029158i,0.0053353-0.0014885i,0.0021284-0.0032517i,-0.0036081-0.0082591i,-0.014647-0.015828i,-0.025732-0.018153i,-0.029847-0.01155i,-0.028959-0.0037812i
0.0078852+0.093175i,-0.0034028+0.049585i,-0.017209+0.020916i,-0.01709+0.013059i,-0.01404+0.0072079i,-0.015353+0.010266i,-0.019964+0.017779i,-0.023417+0.026611i,-0.019605+0.030491i,-0.011321+0.022541i,-0.0058904+0.012261i,-0.0019619+0.0089149i,0.0016724+0.011722i,0.0015749+0.015205i,0.00081801+0.014902i,0.001288+0.0099611i,0.00046453+0.0025174i,-0.0032843-0.0024416i,-0.0085301+0.004966i,-0.0070164+0.023008i,0.0027459+0.034033i,0.011623+0.028898i,0.014389+0.019887i
-0.090879+0.022527i,-0.03932+0.0054038i,0.00010354-0.015852i,0.014707-0.016693i,0.022962-0.0089463i,0.023155-0.0015609i,0.020995+0.0098902i,0.022265+0.021748i,0.024704+0.02458i,0.019147+0.013307i,0.0054671+0.00011273i,-0.0057997-0.002836i,-0.012193-0.00064004i,-0.014946+0.0014468i,-0.014622+0.0034352i,-0.011603+0.0044475i,-0.0051078+0.0041375i,0.0030112+0.00054001i,0.011104-0.0089809i,0.017243-0.024191i,0.015442-0.035734i,0.0054678-0.035249i,-0.0047667-0.029992i
-0.03174-0.089038i,-0.017087-0.046835i,0.0090027-0.023234i,0.018262-0.015525i,0.014585-0.0014559i,0.017379+0.0030171i,0.025609-0.0031544i,0.030318-0.010807i,0.024125-0.015522i,0.0106-0.013915i,-0.00087679-0.010442i,-0.0082607-0.011126i,-0.013007-0.015061i,-0.012685-0.016724i,-0.0084062-0.013188i,-0.0041904-0.0063942i,0.0002432-0.0020417i,0.0023559-0.0024967i,-0.0041854-0.00031069i,-0.016119+0.0095151i,-0.020451+0.01799i,-0.013395+0.01601i,-0.0050917+0.012358i
0.078953-0.034577i,0.029639-0.016565i,-0.0086033+0.010434i,-0.023839+0.020833i,-0.030181+0.012457i,-0.022182+0.0035639i,-0.0087612-0.0058296i,-0.0068675-0.018369i,-0.013756-0.023539i,-0.01635-0.014131i,-0.0096531-0.0027336i,-0.0010405-0.0010809i,0.0048246-0.0052393i,0.0075608-0.0099076i,0.0070058-0.011752i,0.0045998-0.0094674i,0.0010624-0.0044963i,0.00043865+0.0020163i,0.0090223+0.0071843i,0.024334+0.0033701i,0.031819-0.0088276i,0.024001-0.015783i,0.013479-0.015705i
0.036667+0.083188i,0.015628+0.059312i,-0.018078+0.05034i,-0.033067+0.040784i,-0.023507+0.010139i,-0.022097-0.012042i,-0.027325-0.014618i,-0.027033-0.010938i,-0.022843-0.003159i,-0.013556+0.006315i,-9.916e-05+0.010342i,0.011446+0.01084i,0.018572+0.011451i,0.019936+0.011424i,0.013752+0.010783i,0.0045832+0.0083431i,-0.00041954+0.005257i,-0.0020149+0.0014637i,-0.0105-0.0062929i,-0.030499-0.010359i,-0.045508-0.0055147i,-0.038937+0.0025522i,-0.023193+0.009635i
