0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
-0.00095671+0.00047181i,-0.0013818+0.0020306i,-0.0019922+0.0024495i,-0.0024176+0.0019561i,-0.0014724+0.0025505i,0.0013738+0.0034014i,0.0039905+0.0018924i,0.0032035-0.00042002i,-0.00022974-0.0010414i,-0.0033917-0.00073531i,-0.003929-0.00014992i,-0.002068-0.00033996i,-0.00069337-0.0010164i,0.0001751-0.00073646i,0.0008324-0.0007677i,0.00067284-0.00092959i,0.00017063-0.0012159i,0.000284-0.00094232i,0.0004298-6.8683e-05i,-0.00048284-0.00022705i,-0.001513-0.00036132i,-0.0011934-0.00038169i,-0.00059889-0.00029603i
0.0021093-0.00051173i,0.0013328-0.00041203i,0.0016173+0.00037263i,0.0010871+0.00031978i,0.00020602+0.0021588i,0.00011365+0.0040083i,0.00041144+0.0038103i,0.00055654+0.0037577i,-0.00033765+0.0047784i,-0.00070677+0.0054503i,0.001087+0.0044786i,0.0018012+0.0021824i,0.0013036-6.7775e-05i,0.00092215-0.0008177i,9.7854e-05+2.8265e-05i,-0.00076157-3.7735e-05i,-0.00067892-0.001006i,0.00015765-0.0012317i,0.0004172-1.3691e-05i,-0.00070483+0.00087064i,-0.0018095+0.00066712i,-0.002074+0.0011254i,-0.0018241+0.0013676i
0.0037361+0.0010674i,0.00061284+0.0012435i,-0.0014714+0.00056456i,-0.0030297+0.00081476i,-0.004628+0.0025468i,-0.0052779+0.0037641i,-0.0042778+0.0039763i,-0.0035569+0.0034481i,-0.0013877+0.0033985i,0.0021075+0.0032922i,0.003904+0.0015877i,0.0035408-0.0006781i,0.0016261-0.00030775i,0.00070172+0.00047982i,-0.00021321+0.00037997i,-0.00089922+0.00095524i,-0.00059559+0.00075682i,-0.00049811+0.00040212i,-7.8604e-05+0.00076263i,0.00029745+0.00088654i,4.1778e-05+0.00017108i,-0.00058573-3.0091e-05i,-0.00055967+0.0010556i
-0.00071256+0.0027563i,-0.0020549+0.002215i,-0.0025487+0.0026866i,-0.0023074+0.001365i,-0.00359-0.0004837i,-0.006281-0.0015186i,-0.0068698-0.0019707i,-0.005062-0.0020328i,-0.001742-0.0018137i,0.0015843-0.0024915i,0.0024868-0.003474i,0.0010316-0.0033358i,2.687e-05-0.0024071i,-0.00010799-0.00081066i,-0.00029323+0.00011003i,-0.00058062+0.00076588i,-0.00042783+0.0011212i,-0.00010883+0.00034231i,-0.00065987-0.00030178i,-0.000122+0.00017961i,0.00091678+0.00049135i,0.0010326-7.9109e-05i,0.00061504-0.0007068i
-0.0034671+0.0020633i,-0.0039471+0.00065611i,-0.0046949+0.00028646i,-0.0037162+0.00075468i,-0.0019842+0.0014175i,-0.0011819+0.0016227i,-0.00044396+0.0012004i,-6.9301e-05+8.4884e-05i,-0.0001363-0.0016639i,-0.0017913-0.0032319i,-0.0026352-0.0028966i,-0.0013136-0.00040147i,0.00066439+0.00040209i,0.0015491-0.00024234i,0.0012258-0.00045068i,0.0013364-0.00015382i,0.0018731-0.00019783i,0.0019895-7.9025e-06i,0.00072457+0.00077345i,0.00010269+0.00052502i,-4.0964e-05-0.00076345i,0.00022048-0.0015579i,0.00023868-0.0017286i
-0.0016832-0.0017378i,-0.0023871-0.0021477i,-0.0014989+0.00018934i,-0.00013314+0.0022277i,0.0013618+0.0024447i,0.0028783+0.0019838i,0.0035844+0.0021202i,0.0036565+0.0019377i,0.0014057+0.00095061i,-0.0027119+0.0017972i,-0.0046239+0.0027867i,-0.0032363+0.0020415i,-0.00081431+0.0012595i,0.0004474+0.00019247i,0.001053-0.0012429i,0.0010172-0.0015757i,0.00059023-0.0012883i,0.0010277-0.00074589i,0.00089406-0.00012636i,0.00015503-0.00017936i,-0.00010128-6.2941e-05i,-0.00040244-0.0001701i,-8.172e-05-0.00093084i
0.00045331+0.00089504i,-0.0016138-0.0028402i,-0.0050069-0.0016434i,-0.0055208+0.00099524i,-0.0036103+0.0024829i,-0.0023711+0.0040182i,-0.0028883+0.0043624i,-0.001868+0.003553i,-0.0011607+0.0033619i,-0.0004178+0.0044004i,0.00039324+0.00478i,0.00071437+0.003518i,0.00089938+0.0011223i,0.00066259-0.00064636i,0.00056935-0.0012672i,0.00093593-0.0018904i,0.00083592-0.0013715i,0.00026691-0.00066432i,-0.00037007-0.00016853i,-0.00081251+0.00083439i,-0.00067153+0.00063783i,-0.00049567+0.00066414i,-0.00056427+0.0011134i
-0.0024514+0.0044917i,-0.00092314+0.0037984i,-0.0019263+0.0025882i,-0.0021777+0.0019903i,-0.0025587+0.00041957i,-0.0055288-0.0015683i,-0.0062874-0.0022033i,-0.0051472-0.0011754i,-0.003171+0.0014027i,-0.0002292+0.0032212i,0.0012861+0.0019338i,0.00051689+2.6202e-05i,-0.0010971+0.00015066i,-0.0014756+0.00032968i,-0.0013298+0.00021298i,-0.00076567+0.00028998i,-3.0501e-05+0.00023698i,-0.0005968+0.0003067i,-0.00086261+0.00023508i,-0.00076907-5.5989e-05i,-0.00067168+0.00056109i,-0.000162+0.0010216i,0.00073157+0.0015451i
-0.0047591-0.002469i,-0.0043387-0.0035423i,-0.0045074-0.0040597i,-0.0048128-0.0020238i,-0.0045642+0.00053982i,-0.004395-0.00047233i,-0.0055018-0.0026409i,-0.0053775-0.0025755i,-0.0027417-0.0019587i,0.00038434-0.0024616i,0.0017435-0.0038618i,0.00076334-0.0044768i,-0.00040378-0.0029044i,-0.00022996-0.00094027i,0.00025937+0.00046785i,0.00065617+0.0015838i,0.0012328+0.0010805i,0.00077923-0.00047079i,-1.0935e-05-0.00052613i,0.00015405-0.0003422i,0.00080474-0.00010342i,0.00085059+0.00052683i,0.00057428+0.00023253i
-0.00022407+0.00035831i,-0.0016155-0.0014487i,-0.0016904-0.001399i,0.00088393+0.00043728i,0.0043227+0.0007352i,0.0055844-0.00020682i,0.0040415-0.00085594i,0.0025224-0.0011815i,0.0014413-0.001685i,0.00023009-0.0030334i,-0.0018159-0.003328i,-0.0029313-0.0024261i,-0.0017448-0.0020709i,0.00039536-0.0012199i,0.0015986-0.00045754i,0.0019242-0.00014755i,0.0015603+0.00050058i,0.00056578+0.00046143i,-0.0002158-0.0001275i,-0.00045117-0.00025702i,-0.00024889+0.00068901i,0.00054118+0.00053299i,0.00094546-6.5305e-05i
0.001239+0.00016545i,0.0024194+0.00084225i,0.0016552+0.0011244i,-0.00043888+0.0025932i,-0.00084593+0.0047227i,0.0019111+0.0055366i,0.0041789+0.0048088i,0.0042202+0.0039233i,0.0028707+0.0029609i,2.8675e-05+0.0011511i,-0.0023805+0.0003088i,-0.0021178-0.00013639i,-0.0005686-0.00065067i,0.00026302-0.00020718i,0.0011655-0.00016949i,0.0012207-0.00070312i,9.8457e-05-0.00043904i,-0.00081273+0.0001947i,-0.00078323+0.00010118i,-5.6383e-05-0.00079018i,8.1615e-05-0.0010761i,-0.0008993+9.411e-05i,-0.0016959+0.00061094i
0.0072306-0.002659i,0.0053609+0.0017127i,0.0042699-0.003645i,-0.0015664-0.0062478i,-0.00797-0.0042903i,-0.010371+0.0020434i,-0.0046279+0.0063078i,0.00074121+0.0044485i,0.001162+0.00161i,-0.00041794+0.0010806i,-0.00081304+0.0025903i,0.00014755+0.0027261i,0.00050388+0.0016654i,0.0016581+0.0020526i,0.0030226+0.0011846i,0.0026719-0.00053259i,0.0016473-0.00079554i,0.00028985-0.00081157i,-0.00065122-0.00050504i,-0.00058675+0.00062789i,-0.00061533+0.0014301i,-0.0013037+0.0015125i,-0.00093009+0.0011902i
0.0013566+0.00030809i,0.0015718+0.001274i,0.0015398+0.00073528i,-0.00078752-8.0692e-05i,-0.0034735-0.0004722i,-0.0042714-0.00061313i,-0.0037191-0.0012873i,-0.0027302-0.0021704i,-0.00232-0.0014432i,-0.00054832+0.00040396i,0.0024753+0.00084842i,0.0032435-7.9299e-05i,0.001576+0.00031807i,-6.2558e-05+0.0010278i,-0.00064921+0.00049109i,-0.00039011+0.00035444i,-0.0001108+0.00035685i,-0.0001197+0.00040775i,0.00028031+0.00098609i,0.00044504+0.00078041i,0.00023293+0.00046915i,-0.00011584+0.00048414i,-0.00032578+0.00053672i
-0.00034437+0.0021476i,-0.0031123+0.0038864i,-0.0028851+0.0046871i,-0.0012598+0.0029937i,-0.00039857+0.00069922i,-0.0010309-0.0012981i,-0.0024526-0.0015561i,-0.0031454-0.0014332i,-0.002597-0.0018981i,-0.00031451-0.0023957i,0.0021121-0.0021492i,0.0025557-0.0014256i,0.0023227-0.00020051i,0.0013786+0.0011795i,0.00026233+0.0016483i,-0.00016815+0.0017955i,-0.00069545+0.0015289i,-0.00043579+0.00061478i,0.00065715+0.00072038i,0.001098+0.0010404i,0.00056211+0.00023845i,0.00012595-0.00079443i,3.6692e-05-0.0011736i
-0.00077603+0.00065304i,-0.0033165+1.8302e-05i,-0.0035541+0.00081037i,-0.002006+0.00024622i,-0.0013758+1.8825e-05i,-0.0011439+0.00098941i,-0.0011463+0.002375i,-0.0014639+0.0035917i,-0.001287+0.0034158i,-0.00019181+0.001386i,-0.00062858-0.00040899i,-0.0013532-0.0014035i,-0.00039887-0.0019501i,0.00067758-0.0022167i,0.0019236-0.0020556i,0.002352-0.0013058i,0.0014159-0.00069959i,0.00014177-0.00017317i,-0.00031016-0.00080341i,-0.0002732-0.0011782i,0.00016881-0.00084084i,0.00035865-0.00053684i,0.00020864-0.00022946i
-0.00019123+0.0017869i,-0.0020984+0.0019799i,-0.0028536+0.0034827i,-0.0021429+0.003695i,-0.0023426+0.003555i,-0.0029789+0.0052686i,-0.00090887+0.0068062i,0.0021239+0.0068605i,0.002012+0.006064i,9.1761e-05+0.0042233i,-0.0013275+0.0021982i,-0.0012923-4.3878e-05i,-0.00023307-0.001154i,-6.4156e-05-0.0012018i,0.00022423-0.0020755i,0.00086277-0.0022897i,0.00064203-0.0017108i,0.00046653-0.0015146i,0.000378-0.0010744i,1.6396e-05-5.5298e-05i,5.8226e-05+0.00030302i,-1.5879e-05-0.00017767i,-0.00022515-0.00030755i
-0.0035399+0.0036065i,-0.0051378+0.0015484i,-0.0066994+0.0021871i,-0.0065884+0.0023482i,-0.0055995+0.00075362i,-0.0039192+4.9335e-05i,-0.001822+0.0011297i,0.0001518+0.0013373i,0.0010544+0.00049008i,0.00021351+0.00070896i,-0.00077178+0.0010952i,-0.001624+0.00097676i,-0.0025873+0.00056911i,-0.0021178-9.5173e-05i,-0.00092097-0.00032929i,-0.00070688-0.0005668i,-0.00033224-0.00087941i,5.7364e-05-0.00075734i,-0.0005526+9.7655e-05i,-0.00040374+6.8635e-05i,9.9436e-05-0.0004828i,-0.00025219-3.3353e-05i,-0.00041711+0.00025089i
-0.0028041+0.0019771i,-0.0035995-0.0016901i,-0.0036462-0.0019713i,-0.0017944-0.0018427i,-0.00031595-0.0029433i,-0.0015187-0.0047992i,-0.0046038-0.0056923i,-0.0044498-0.0056091i,-0.0029147-0.0049556i,-0.0015758-0.0026207i,0.00037522-0.00028792i,0.0010629+0.00021283i,0.00046352+0.0010704i,-0.00042364+0.0014203i,6.5145e-05+0.00085701i,0.0010058+0.00069609i,0.00084+0.0001796i,-6.6258e-05+0.00041703i,-7.6386e-05+0.0010782i,0.00042697+0.0011532i,0.00038774+0.00093732i,0.00061558-9.9272e-05i,0.0014089-0.00041723i
0.00029478+0.0013912i,-0.00061221-0.0010267i,-0.0033202-0.0024299i,-0.0025389-0.00071498i,-0.00044017-0.00024533i,-0.00066544-0.0003183i,-0.0030627-0.0016549i,-0.0044209-0.0030573i,-0.0037888-0.0024038i,-0.0020528-0.0016069i,-0.00013474-0.0011902i,0.0013895-0.00037701i,0.0023795+0.0010391i,0.0021399+0.00096056i,0.0013194+0.00049975i,0.00066255+0.00022545i,0.00074744-0.00035819i,0.00073474-0.00036967i,-1.3604e-05-0.0004546i,0.00011733-0.00053253i,-0.00024149+0.00039385i,-0.00034537+0.00074762i,9.3399e-05-0.00023724i
-0.0022415+0.0015251i,-0.0012906-0.0011462i,-0.0012013-0.0044492i,-0.0011238-0.0031013i,0.00053419+0.0016177i,0.00030209+0.0042012i,-0.001763+0.004131i,-0.0021345+0.0043498i,-0.00077765+0.0046715i,0.00038322+0.0031378i,0.00025785+0.00087909i,0.00078046-0.00022756i,0.0014504-0.00049476i,0.001533-0.00075818i,0.0022136-0.00010178i,0.0026046+0.00020865i,0.0025979-0.00063761i,0.0020902-0.00092671i,0.00049693-0.00065699i,-0.0010746-0.00091573i,-0.0014866-0.0009819i,-0.00073426-0.00026725i,-0.00070129+0.00043968i
-0.0017904-0.00026566i,-0.0019556-0.00081454i,-0.0018172-0.00046607i,-0.00080431+0.0016224i,0.00029114+0.0024565i,0.00019204+0.0027459i,0.00037457+0.0043802i,0.001921+0.0067348i,0.0030568+0.0066516i,0.0024071+0.0036461i,0.0013134+0.0014328i,-0.00017733+0.00038992i,-0.0011638-0.0011354i,-0.00096209-0.0018308i,-2.0713e-05-0.0010229i,-4.4064e-05-0.0004962i,-0.00024024-0.00032772i,0.0008609-0.00023587i,0.0012592-0.00035991i,0.00026455-0.00033022i,-0.00092559+0.00073151i,-0.0016935+0.0015948i,-0.00073318+0.0017644i
-0.00049622-0.0010083i,-0.00090459-0.0008817i,-0.0029305-0.0019658i,-0.0039489-0.00098241i,-0.0025389+0.00013991i,0.00029263-0.00027826i,0.0022521-0.00050226i,0.001833+0.00027356i,0.0011975+0.00058274i,0.0012521+0.0010538i,0.0013567+0.0023337i,0.00057937+0.0019021i,-0.001179+0.0010452i,-0.0020743+0.00099858i,-0.0013218+0.00099284i,-0.00060038+0.00089973i,-5.5145e-05+0.0004124i,0.00032213+0.00029934i,0.00024797-5.8533e-05i,0.0001097-0.00038894i,-0.00050372-2.8089e-05i,-0.0006686+0.00046643i,0.00030293+0.0010616i
-0.00056786+0.0027346i,-0.00065518+0.0028687i,0.00039106+0.0008963i,0.00047194-0.00018606i,0.00060395+0.00024045i,0.0018312+1.7098e-05i,0.0019785-0.001764i,-0.00020644-0.0044409i,-0.0013854-0.0050735i,-0.00094865-0.0037299i,-0.00069187-0.0026151i,-0.0016894-0.0017639i,-0.0024132+0.0001214i,-0.0022731+0.0014938i,-0.0015887+0.0019828i,-0.00063163+0.0018098i,-0.00017398+0.0012694i,4.2921e-06+0.00028375i,0.00064098+7.71e-05i,0.00010694+0.00020359i,-0.00088011-0.00059543i,-0.0012049-0.00046614i,-0.00010544+0.00063613i
-0.003866-0.00064664i,-0.0018428-0.0017095i,-0.00018786-0.00021378i,0.00011365+0.0020758i,-0.00020889+0.0046282i,-0.00075274+0.0042403i,-0.0029549+0.0010537i,-0.0048302-0.0019271i,-0.0048222-0.002877i,-0.0031056-0.0018968i,-0.0012376-0.0013479i,-0.00060189-0.0016041i,-0.00020796-0.00061287i,-3.1829e-05+0.00067535i,0.00083767+0.0010136i,0.0016634+0.0013746i,0.00075981+0.00098623i,0.00041118+0.00026684i,0.00022612-4.4527e-05i,-0.00038818-0.00064122i,-0.00076049-0.00050899i,-0.0011428-7.3425e-05i,-0.00078664-0.0002354i
0.0013014-0.0023085i,0.00032586+0.001057i,0.00046713+0.0029714i,-0.0011938+0.0041028i,-0.003725+0.0063833i,-0.004762+0.0071061i,-0.0046437+0.005587i,-0.0034713+0.0046555i,-0.0027317+0.0050439i,-0.0025062+0.0043642i,-0.0015966+0.0027232i,2.4897e-05+0.0010868i,0.001214-0.00018528i,0.0014478-0.00016662i,0.0019916-0.00010002i,0.0019474-0.00088647i,0.0015476-0.00082573i,0.00097939-0.00020489i,0.00037122-0.00037133i,5.7926e-05-0.00048993i,-0.00059943-0.00079818i,-0.0017986-0.001321i,-0.0020052-0.0017621i
0.0043523+0.002256i,0.00053602+0.0036764i,-0.00039604+0.0041727i,-0.001551+0.0033043i,-0.004333+0.0023061i,-0.005421+0.0024578i,-0.0031611+0.0049044i,-0.00085461+0.0071148i,3.8372e-06+0.0068311i,0.00064213+0.0058593i,0.0010248+0.0044169i,0.0017999+0.0018214i,0.0020791-0.0010924i,0.0017095-0.002387i,0.0017545-0.0020813i,0.0016409-0.0021601i,0.00041923-0.0012389i,-7.9667e-05-0.00050554i,0.00022819-0.00043548i,2.5577e-05+0.00021573i,-0.00035418-0.00011899i,-0.00091653-0.00072588i,-0.0011353-0.000498i
9.6607e-05+0.0051886i,-0.003495+0.0045192i,-0.004799+0.0043272i,-0.005074+0.0021692i,-0.0036943-0.00085111i,-0.0011939-0.00047851i,0.0010527+0.0028503i,0.003026+0.0045229i,0.0042907+0.0034085i,0.0036918+0.00074127i,0.0028994-0.0012094i,0.0023641-0.0019129i,0.0008227-0.0020493i,0.00047739-0.002044i,0.00018677-0.0021299i,-0.00050231-0.0017221i,-0.00065725-0.00095689i,-0.00047551-0.000457i,0.00014285+0.00066255i,0.000269+0.0017406i,0.00031917+0.0020368i,0.00013278+0.0020242i,-0.00015197+0.0017267i
-0.005169+0.00089465i,-0.0058572+0.0013849i,-0.0062744+0.0011783i,-0.0054217+0.00051707i,-0.0034353+0.00080249i,-0.0019541+0.0013519i,-0.0014138+0.00021413i,-0.0010172-0.0020927i,8.9392e-05-0.0030393i,0.00088717-0.0032689i,0.0011122-0.003098i,0.00062148-0.0028828i,-2.4824e-05-0.0022273i,-0.0005846-0.001207i,-0.000346-0.00074595i,0.0004308+7.3455e-05i,0.00062794-5.7934e-05i,0.0010403-0.00033129i,0.00090162+0.0011062i,0.00041539+0.0015695i,0.00045985+0.00065543i,0.0015442+0.00033459i,0.0023577+0.001182i
0.0019105-0.00047819i,-0.0018856-0.00069834i,-0.0042026+0.00073017i,-0.0045373+0.0015583i,-0.0053065+0.0018537i,-0.0071213+0.0016067i,-0.0069755+0.00014i,-0.004693-0.0015892i,-0.0023388-0.0028144i,-0.0020161-0.003742i,-0.0025134-0.0034576i,-0.00232-0.00070454i,-0.00063352+0.0018581i,0.0015237+0.0019214i,0.0019985+0.0016368i,0.0018736+0.00090172i,0.0019679-0.00055096i,0.00096534-0.00050693i,-0.00037723+0.00063161i,-0.00029766+0.00026626i,0.0011855-0.00052183i,0.0014165-0.0011032i,0.00041723-0.00087029i
0.0024022+0.0017497i,-0.0014669-0.00053803i,-0.0052021-0.00044905i,-0.0056723-0.00034286i,-0.0056682-0.00094959i,-0.007378-0.0012389i,-0.0072589-0.00088859i,-0.005511+0.00079973i,-0.0044548+0.0017128i,-0.0038684+0.001375i,-0.0034215+0.001851i,-0.0020773+0.001474i,0.00068845+0.00078862i,0.0031617+0.00095785i,0.0039429+0.00058644i,0.0030837-0.000862i,0.0015808-0.0013063i,0.00018672-0.00010988i,-0.00032462+0.00071279i,-0.0008891+0.00050848i,-0.0011647-0.00038398i,-0.0013861-0.00067233i,-0.0024975-0.0010464i
-0.0033413+0.0041689i,-0.0034339+0.00076392i,-0.0043225-0.0001394i,-0.0034986-0.00053213i,-0.0014602-0.0025903i,0.00076568-0.0044791i,0.0010243-0.0025984i,-0.001526+0.0019284i,-0.0026184+0.0045139i,-0.00046257+0.0048718i,0.0016071+0.0040272i,0.0023702+0.0023156i,0.0024158+0.0010423i,0.0026035+0.00031641i,0.0028744+2.7226e-05i,0.002635-0.0011815i,0.0020578-0.0017308i,0.0010233-0.0017138i,6.7498e-05-0.0015963i,-0.00050073-0.00062348i,-0.00093699+0.00010996i,-0.0016928+0.00016325i,-0.0016344+0.00020802i
-0.0015796-0.0025096i,-0.0023281-0.0047093i,-0.0055726-0.0079534i,-0.0058098-0.0068941i,-0.0015972-0.0029438i,0.0034196-0.0003423i,0.0046732+0.0013702i,0.0021538+0.0026652i,0.00093634+0.0034412i,0.0014243+0.0035734i,0.0024528+0.0025016i,0.0025508+0.00035873i,0.0013229-0.0011099i,0.00096584-0.0013588i,0.00073417-0.0016482i,0.00028805-0.0018175i,0.00030716-0.0014305i,0.00022578-0.0002435i,-0.0006568+0.00023543i,-0.0012125-0.00044099i,-0.00090866+0.00014478i,-0.00069869+0.001463i,-0.00031218+0.0016984i
-0.0016058+7.3735e-05i,0.00073269-0.002151i,0.0022794-0.0041875i,0.0021183-0.0021144i,0.0025178+0.0021043i,0.0029379+0.0036188i,0.001883+0.002526i,0.0016776+0.0013107i,0.0023826+0.00067498i,0.0028949-0.00076848i,0.0020516-0.0024689i,0.00011612-0.0024406i,-0.0014894-0.0015195i,-0.0016757+0.00056487i,-0.00073625+0.0018675i,-0.00032493+0.0021436i,0.00027062+0.0017973i,0.00087397+0.00048381i,0.0012573+0.00043458i,0.0009306+0.00069339i,0.0010507+0.00033775i,0.0017007+0.00061718i,0.0019123+0.0012388i
0.00091858-0.0026611i,0.0023792-0.0014842i,0.00088232-0.0021649i,-0.0021806-0.00035897i,-0.0050167+0.0021693i,-0.0059029+0.0025229i,-0.0045248+0.00056271i,-0.0018906-0.0016225i,-0.00078867-0.0021945i,-0.0014714-0.0024259i,-0.0021719-0.0022779i,-0.0027632-0.00043126i,-0.0018552+0.0018791i,-0.0012095+0.0032467i,-0.0014416+0.0025563i,-0.00075319+0.00056786i,-0.00028298-0.00046964i,0.00013721-0.00010511i,0.00033582+0.00026018i,9.1155e-05-4.3838e-05i,0.00024763-0.00039332i,0.00037038-0.00010842i,-9.6355e-05-0.00013475i
0.0017757-0.0022057i,0.0022038-0.00056913i,0.0010138-0.001036i,-0.0024675-0.00081992i,-0.0046151-0.0004081i,-0.0047445+7.2684e-05i,-0.003074-0.00045556i,-0.0017147-0.0015413i,-0.0029331-0.0022491i,-0.0044467-0.0010506i,-0.0035211+0.00072997i,-0.0019355+0.0017405i,-0.0015294+0.0022514i,-0.00016294+0.0015507i,0.0016238+0.00038904i,0.0025673-0.00036421i,0.0022567-8.7299e-05i,0.00065289+0.00032788i,0.00013828+0.00031927i,-6.9007e-05-0.00050315i,-0.00068162-0.0019023i,-0.0013-0.0017979i,-0.0019144-0.00093664i
0.0012636+0.0021689i,0.00010305+0.0034183i,0.0010629+0.0028782i,0.0022713+9.4664e-05i,0.0035266-0.0010069i,0.004441-0.0006341i,0.0026445+0.00054454i,-0.0012514+0.0015709i,-0.0034488+0.0014996i,-0.0036548+0.0022554i,-0.0016543+0.0031025i,0.00062279+0.0020263i,0.00074908+0.00058402i,3.6343e-05-0.00043365i,0.00084492-0.0008334i,0.0005292-0.00018808i,-0.00020817-4.0184e-05i,0.00018128-0.00047952i,0.0006814-0.00073087i,0.00028965-0.00032551i,-0.0013362-3.6192e-05i,-0.0018157-0.00064217i,-0.0014358-0.0017687i
-0.0025255-0.0028113i,-0.0033139-0.0021058i,-0.0022166-0.0010957i,-0.00059208-0.00012075i,0.0016752+0.002908i,0.0038851+0.006916i,0.0033834+0.0075112i,-8.0065e-05+0.0049905i,-0.0026631+0.0035856i,-0.0019301+0.0033234i,0.00070463+0.0015415i,0.0015827-0.0010091i,0.0010664-0.0023528i,0.00068957-0.0020416i,0.00035074-0.0018246i,0.00052884-0.0015594i,0.00044943-0.0010003i,0.0010952-0.00061313i,0.0012811-0.00031128i,0.00083249+0.0005547i,0.0003029+0.00079953i,-0.00030231+0.0010655i,0.00078548+0.0017943i
0.0022705-0.0018862i,0.0011113+0.00071549i,0.00079215+0.0021093i,-6.0308e-05+0.0039034i,-0.0025781+0.005784i,-0.005156+0.0068107i,-0.0063136+0.0062126i,-0.00431+0.00463i,-0.00073268+0.0029128i,0.00055821+0.00091783i,0.0005742-0.00086388i,0.00099214-0.0023153i,0.00067709-0.0028447i,-0.0001489-0.0022067i,-0.00065237-0.0010657i,-0.0011136-0.00065367i,-0.00085793-0.00078732i,-5.1479e-05-0.00078425i,0.00039611-0.00035352i,0.00015858+0.0005i,-0.0003746+0.0013285i,0.00078117+0.0015836i,0.0019963+0.0015886i
0.0043859+0.0032941i,-0.00035067+0.004623i,-0.0013609+0.0058811i,-0.0032976+0.0045011i,-0.0073582+0.00092361i,-0.010699-0.0018938i,-0.0088919-0.001923i,-0.002459-0.00066032i,0.0024603-0.0013666i,0.0020896-0.0030793i,-0.0010763-0.0026939i,-0.0022431-0.0010123i,-0.001001-0.00041202i,5.2392e-05-0.00058169i,0.00013558-7.1777e-05i,0.00026269-0.00057582i,0.00057976-0.0010798i,-7.5599e-05-0.0011855i,-0.00049581-0.0012057i,-0.000678-0.00052138i,-0.00038718+0.00057368i,0.00073545+0.0010248i,0.0011271+0.0010245i
-0.0011531+0.002772i,-0.0052384+0.00036397i,-0.008275+0.00044625i,-0.0073815+0.0009271i,-0.0051614+0.00014368i,-0.0026213-0.0020533i,9.6251e-05-0.0038854i,0.0017246-0.0038682i,0.0013456-0.0037177i,-0.00063665-0.0028449i,-0.0011956-0.00085658i,-0.00031291-5.7048e-05i,-0.00036991-0.00089894i,-7.8883e-05-0.0013957i,0.00091672-0.00084452i,0.0015126-0.00027629i,0.001039-0.00018039i,0.00097651-9.3466e-05i,0.00092962-0.00021596i,0.00065991-0.00012741i,0.00085423-0.00055537i,0.00014453-0.0014249i,-0.0010013-0.00099133i
-0.0069199+0.0028377i,-0.0085369+0.0024013i,-0.010373+0.0015989i,-0.0073433+0.0030707i,0.00040392+0.0043945i,0.007332+0.0043049i,0.007715+0.0030651i,0.0035861+0.00076383i,-0.00032421-0.00011814i,-0.0010913+0.0010823i,0.0010174+0.001793i,0.0025802+0.00061166i,0.0021531-0.00021595i,0.0017148+2.3858e-05i,0.0015614-0.00011084i,0.0011728-0.00079859i,0.00073071-0.00077847i,0.00032483-0.00041117i,0.00082435+0.00013998i,0.0012227+0.000354i,0.0011271-0.00050778i,-0.00025828-0.0012677i,-0.0017693-0.001329i
-0.0008528-0.002488i,-0.002841-0.0051413i,-0.004288-0.0059013i,-0.0040281-0.0026211i,-0.0025719+0.0028256i,-0.0014905+0.0084991i,-0.0011588+0.0096257i,-0.002005+0.0061926i,-0.0026808+0.0044599i,-0.0012836+0.0043802i,0.0017095+0.0022567i,0.0033983+0.00016918i,0.0037795-0.00031342i,0.0041002-0.0007877i,0.0038227-0.0011254i,0.0031614-0.00038324i,0.0024153+0.00021841i,0.0019214-0.00013377i,0.0014456+0.00048271i,0.00031375+0.00041849i,-0.00054153-0.00018046i,-0.0013752-0.00025104i,-0.0005599+0.00010728i
0.0010791-0.0015422i,0.0023014-0.0029791i,-0.00059297-0.0022481i,-0.0040783+0.00073296i,-0.006787+0.0036198i,-0.0086182+0.0040191i,-0.0084929+0.0027318i,-0.0068987+0.0023788i,-0.0039989+0.0032809i,-0.00027442+0.0027616i,0.0020028+0.001007i,0.0020535-0.00012205i,0.001885-6.7268e-05i,0.0012685+8.9784e-05i,0.00058949+0.00060282i,0.00067472+0.00082244i,0.00027589+0.0007736i,-0.00027533+0.0014445i,-0.0011139+0.00073827i,-0.0013056+0.0002293i,-0.0018072+0.00043583i,-0.0022727+0.00092432i,-0.0010543+0.001981i
