0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
-0.29156+0.24426i,-0.41035+0.6174i,-0.36816+1.0603i,-0.27881+1.4423i,-0.22248+1.6081i,-0.069346+1.2807i,0.066535+0.65693i,0.039042+0.31645i,0.029307+0.26622i,0.042765+0.1806i,-0.015374+0.081584i,-0.059452+0.058198i,-0.052291+0.055766i,-0.02716+0.036941i,-0.009045+0.006417i,-0.0057115-0.013454i,-0.0048215-0.01772i,0.00054629-0.0079398i,0.01357+0.013581i,0.025527+0.024099i,0.02698+0.021247i,0.023169+0.017354i,0.020439+0.0065258i
0.15203-0.36964i,0.2804-0.68185i,0.43286-0.77896i,0.68321-0.61038i,0.89665-0.4534i,0.71428-0.38697i,0.30192-0.26411i,0.11855-0.14458i,0.11472-0.14507i,0.08921-0.13609i,0.068132-0.075759i,0.061305-0.056173i,0.044243-0.058538i,0.034725-0.053758i,0.028561-0.053866i,0.012945-0.050402i,0.00078161-0.032867i,0.0025097-0.019053i,0.0070041-0.02255i,0.002496-0.02595i,-0.0060034-0.014791i,-0.010282+0.0023761i,-0.011783+0.015425i
0.011091+0.28406i,-0.096406+0.46321i,-0.28516+0.47667i,-0.40601+0.29056i,-0.44026+0.11515i,-0.40302+0.12681i,-0.2459+0.20412i,-0.10837+0.1572i,-0.10317+0.065703i,-0.089245+0.020865i,-0.034237-0.013787i,-0.016299-0.021664i,-0.023797-0.0060734i,-0.041479+0.0017181i,-0.058952+0.014485i,-0.051731+0.029074i,-0.028457+0.027659i,-0.017048+0.018902i,-0.020495+0.017304i,-0.014804+0.015878i,0.0046149-0.0018664i,0.012923-0.026058i,0.0073634-0.02952i
-0.12908+0.026088i,-0.00071909+0.074529i,0.30265-0.017334i,0.41301-0.28724i,0.26854-0.45718i,0.20022-0.35405i,0.2312-0.21139i,0.20983-0.14223i,0.15315-0.050124i,0.081656+0.027892i,0.012605+0.069936i,0.0081294+0.091504i,0.043064+0.065715i,0.045729+0.024267i,0.02377+0.011955i,0.0084311+0.014793i,0.0028048+0.010906i,0.0092676-0.0011313i,0.019786-0.016396i,0.019126-0.022115i,0.0069602-0.010606i,-0.0020395+0.0090505i,-0.0016601+0.017421i
0.12302-0.33634i,0.0092484-0.57804i,-0.38689-0.54722i,-0.8527-0.12607i,-1.0415+0.28901i,-0.84429+0.30543i,-0.52863+0.11311i,-0.35514+0.020907i,-0.23353+0.015457i,-0.10092-0.00079227i,-0.035152-0.040156i,-0.045515-0.066473i,-0.070005-0.04501i,-0.055226+0.001993i,-0.0060321+0.024016i,0.029832+0.015948i,0.031848+0.00082142i,0.0064985-0.0083625i,-0.022737-0.0057591i,-0.034039+0.0011948i,-0.029494+0.0079202i,-0.01635+0.011826i,-0.0027966+0.0042491i
-0.070058+0.37538i,-0.025459+0.68054i,0.21358+0.88704i,0.71606+0.95166i,1.1378+0.86723i,1.0019+0.56497i,0.54272+0.24394i,0.2704+0.10552i,0.16319+0.015967i,0.050803-0.057266i,-0.0050909-0.03288i,0.024873+0.011209i,0.041747+0.0076347i,0.015693-0.0066831i,-0.010728-0.0073263i,-0.024246-0.0036808i,-0.030759-0.00053634i,-0.018496+0.0033836i,0.01634+0.0045628i,0.052056-0.0018045i,0.065349-0.016623i,0.047013-0.031268i,0.012593-0.032819i
-0.14722-0.13446i,-0.18584-0.23994i,-0.054372-0.41426i,0.089092-0.81982i,0.0024137-1.1894i,-0.16112-0.97836i,-0.15165-0.4604i,-0.059892-0.17251i,-0.022179-0.058007i,0.00093033+0.0084484i,0.017756+0.010991i,0.015234-0.008966i,0.019729-0.029153i,0.021412-0.044992i,0.0087313-0.04609i,0.0044844-0.038236i,0.017978-0.023267i,0.030767-0.0090785i,0.02517-0.0081065i,0.0036627-0.0093148i,-0.016295-0.001199i,-0.019578+0.014549i,0.00023155+0.026734i
0.25651-0.11242i,0.28954-0.15718i,-0.049686-0.042579i,-0.69358+0.3528i,-1.0706+0.80247i,-0.75629+0.82029i,-0.19519+0.44604i,0.034594+0.14305i,0.05675+0.048632i,0.096045+0.0065806i,0.09934-0.05377i,0.043034-0.064974i,0.0072069-0.013866i,0.034278+0.013252i,0.075063-0.015028i,0.065252-0.046415i,0.017067-0.048887i,-0.024065-0.025368i,-0.036025+0.013516i,-0.011204+0.037805i,0.018318+0.031807i,0.030072+0.013044i,0.027189-0.00633i
-0.065379+0.22689i,-0.027671+0.4208i,0.14822+0.5412i,0.38013+0.67991i,0.50155+0.82993i,0.40039+0.72712i,0.23825+0.42734i,0.18119+0.15198i,0.11117-0.051537i,-0.0090747-0.097971i,-0.040924-0.025296i,0.0033243+0.0085327i,0.021314+0.0015701i,0.0043281-0.010771i,-0.052743-0.047044i,-0.1304-0.0689i,-0.14312-0.041047i,-0.074876-0.0019998i,6.0647e-05-0.0045527i,0.019952-0.034834i,0.0066273-0.040449i,-0.00016316-0.033151i,-0.0064809-0.03362i
-1.6768+8.01i,-0.51992+8.2281i,3.5335+7.0263i,5.8847+2.5825i,5.1842-1.7001i,2.3844-3.2556i,0.26733-2.0204i,-0.084081-0.61796i,0.46203-0.0015978i,1.164-0.11994i,1.1118-0.70781i,0.41675-1.0037i,-0.25654-0.99868i,-0.86803-0.99239i,-1.0418-0.75224i,-0.39416-0.15276i,0.38139+0.18772i,0.46912+0.14682i,0.1771+0.19248i,0.051232+0.23857i,-0.071917+0.14387i,-0.20902+0.16513i,-0.091082+0.21478i
0.15271-0.020942i,-0.05242-0.02132i,-0.58475+0.027383i,-1.1314+0.17133i,-1.3214+0.28776i,-1.0397+0.24866i,-0.58034+0.17105i,-0.27512+0.12096i,-0.11965+0.08948i,0.0022323+0.064863i,0.07199+0.012112i,0.059002-0.010562i,0.032458+0.028593i,0.030316+0.065606i,0.025211+0.058133i,-0.0067575+0.033242i,-0.048953+0.022391i,-0.066902+0.021843i,-0.053831+0.0046854i,-0.036244-0.026788i,-0.02818-0.029932i,-0.0043901-0.010136i,0.021709-0.0039441i
-0.1802+0.38468i,-0.077415+0.81998i,0.35703+1.164i,0.88113+1.2135i,1.114+1.1288i,0.9725+0.91399i,0.67896+0.51837i,0.42345+0.1977i,0.23583+0.02329i,0.076918-0.067666i,-0.020636-0.059358i,-0.015333-0.037462i,0.0071314-0.057351i,0.017168-0.065899i,0.029335-0.067957i,0.021458-0.073821i,0.0051858-0.061911i,0.0027471-0.037183i,0.0026044-0.015804i,-0.0061643+0.00023905i,-0.0029544+0.0067833i,0.010007-0.006206i,0.0077258-0.022697i
0.30658-0.37303i,0.59831-0.77647i,0.77025-1.1723i,0.66382-1.461i,0.46966-1.5378i,0.29092-1.2548i,0.043424-0.84073i,-0.14897-0.52417i,-0.16738-0.26937i,-0.09874-0.10012i,-0.060057-0.026417i,-0.052574+0.01216i,-0.020927+0.034191i,0.0082063+0.016358i,-0.0043889-0.025295i,-0.02603-0.049905i,-0.031319-0.0426i,-0.031617-0.016948i,-0.031183+0.0085758i,-0.027864+0.01916i,-0.031044+0.012036i,-0.041276+0.0099011i,-0.04415+0.024486i
0.045982+0.067584i,-0.067581-0.049775i,-0.46551-0.17981i,-0.97938+0.01655i,-1.1936+0.36924i,-0.93399+0.40051i,-0.5464+0.25335i,-0.31849+0.18267i,-0.21088+0.14053i,-0.13572+0.10905i,-0.058581+0.076275i,-0.022969+0.043889i,-0.026166+0.049796i,-0.016828+0.064259i,0.0018825+0.07182i,0.025679+0.086937i,0.049127+0.08413i,0.049313+0.05906i,0.033017+0.03739i,0.017177+0.026639i,0.0087113+0.018486i,0.012188+0.0069786i,0.021682-0.0031478i
-0.4136+0.020172i,-0.70544+0.16488i,-0.57992+0.43446i,0.18377+0.64535i,0.98965+0.59677i,1.0982+0.37426i,0.73523+0.22886i,0.47459+0.165i,0.33628+0.066447i,0.19692-0.013728i,0.096948-0.034274i,0.053899-0.038636i,0.0349-0.049945i,0.0079278-0.05647i,-0.019686-0.034295i,-0.017579+0.0036432i,0.00017631+0.019201i,0.011189+0.0065109i,0.014633-0.013305i,0.015292-0.024414i,0.013832-0.023848i,0.0050841-0.017968i,-0.0079917-0.0075855i
0.3127-0.030947i,0.53158+0.039244i,0.58557+0.04706i,0.34774-0.27203i,-0.040162-0.66969i,-0.27629-0.66005i,-0.28608-0.41724i,-0.27308-0.25066i,-0.2523-0.091875i,-0.14515+0.019708i,-0.065083+0.019551i,-0.047776-0.0015844i,-0.02518-0.013224i,-0.0026245-0.017078i,0.0018243-0.007719i,-0.01215-0.0094064i,-0.033282-0.011588i,-0.035946+0.0068205i,-0.024417+0.029371i,-0.021473+0.035512i,-0.027976+0.02749i,-0.031219+0.020953i,-0.020099+0.016896i
0.038635+0.12245i,0.13005+0.02972i,0.12225-0.17241i,-0.046225-0.14331i,-0.16293+0.088056i,-0.14863+0.13112i,-0.1524+0.058456i,-0.10311+0.094892i,0.022755+0.10383i,0.056332+0.043486i,0.026262+0.033887i,0.016411+0.045713i,0.0044716+0.04312i,0.0069786+0.031599i,0.018952+0.0027579i,0.0094554-0.013294i,0.0043379-0.007292i,0.013987-0.011773i,0.01721-0.028409i,0.009268-0.02655i,0.0052079-0.0055232i,0.011311+0.0018066i,0.0083525-0.0089901i
-0.29305-0.20468i,-0.54298-0.23851i,-0.56972-0.107i,-0.31568-0.0010333i,-0.12578-0.028511i,-0.087332+0.016609i,-0.0012249+0.12232i,0.082443+0.085484i,0.048143-0.014213i,-0.0048692-0.026785i,-0.0079331-0.011338i,0.00087493-0.0075355i,0.0093961-0.0022967i,0.002288-0.0032917i,-0.015522-0.00023792i,-0.011046+0.0071374i,0.0063167+0.006358i,0.0071753+0.0061057i,-0.0024666+0.016699i,0.0025719+0.027745i,0.017687+0.028586i,0.020764+0.024358i,0.014543+0.024297i
0.28761+0.07289i,0.43696+0.10265i,0.36107+0.064492i,0.15213+0.009587i,0.093318+0.028027i,0.13265+0.005027i,0.085744-0.070767i,0.00084042-0.067043i,-0.021063-0.0046852i,0.0031158+0.01512i,0.0065046-0.0044156i,-0.0065078-0.012098i,-0.0049966-0.01332i,0.0019921-0.016831i,0.015573-0.011131i,0.037133-0.0082057i,0.038232-0.014242i,0.018689-0.01703i,0.0060712-0.013891i,0.0014234-0.020473i,-0.010283-0.03604i,-0.021245-0.036862i,-0.01971-0.020144i
-0.14532+0.20191i,-0.13003+0.32968i,-0.019575+0.34241i,0.0078553+0.21735i,-0.090494+0.035537i,-0.13147-0.069069i,-0.074507-0.095207i,-0.0435-0.10158i,-0.049134-0.081608i,-0.049192-0.049279i,-0.042394-0.012514i,-0.03099+0.016462i,-0.027561+0.030018i,-0.029899+0.040868i,-0.033389+0.045571i,-0.044779+0.044994i,-0.045309+0.046599i,-0.021347+0.039336i,0.00088732+0.017706i,-0.0021272+0.0027897i,-0.0083199+0.0077383i,0.0025434+0.012572i,0.018011+0.0042997i
-0.0004224-0.36088i,-0.043076-0.61212i,-0.038124-0.61755i,0.087814-0.31964i,0.22233+0.031351i,0.22666+0.19166i,0.12269+0.19235i,0.053439+0.1782i,0.052376+0.15228i,0.053604+0.10917i,0.054013+0.069335i,0.053815+0.025475i,0.045516-0.011836i,0.040647-0.033483i,0.03649-0.043459i,0.028295-0.044015i,0.017356-0.039632i,0.003035-0.031811i,-0.010403-0.019314i,-0.01096-0.0037805i,-0.0026929+0.0039257i,-0.0065547+0.00096984i,-0.02235-0.0040193i
0.1382+0.25815i,0.17413+0.40242i,0.069882+0.33376i,-0.084731+0.02719i,-0.14856-0.28619i,-0.14461-0.37412i,-0.092828-0.27553i,-0.025766-0.20432i,-0.011536-0.17496i,-0.016239-0.12188i,-0.0083693-0.081133i,-0.009121-0.053333i,-0.012109-0.015191i,-0.0087811+0.012239i,-0.0027878+0.014755i,0.003107+0.0041952i,0.0037582-0.0023231i,-0.0041176+0.00028881i,-0.014808+0.0065874i,-0.016479+0.0085727i,-0.0099553+0.0052154i,-0.0013565+0.00417i,0.0078711+0.0097648i
-0.23341-0.031365i,-0.31108-0.027817i,-0.23131+0.032523i,-0.12401+0.1963i,-0.058233+0.38971i,0.037865+0.3723i,0.050538+0.1563i,-0.04341+0.050502i,-0.061883+0.067341i,-0.025128+0.04043i,-0.027925+0.017658i,-0.027736+0.029341i,-0.015065+0.020901i,-0.014168+0.010036i,-0.02032+0.014123i,-0.023703+0.023152i,-0.014109+0.028362i,0.0059576+0.024744i,0.022557+0.019379i,0.023357+0.013523i,0.012485+0.008283i,0.0049888+0.0051881i,0.0018375-0.00084416i
0.19652-0.15651i,0.2607-0.23i,0.22917-0.18305i,0.21615-0.15256i,0.22293-0.26142i,0.090394-0.29665i,-0.049407-0.12942i,-0.039974+0.0014169i,-0.025399+0.0052325i,-0.047494+0.010967i,-0.03694+0.010195i,-0.025421-0.0080522i,-0.011758-0.00027071i,0.014663+0.0082638i,0.02218+0.0067331i,0.015192+0.0070213i,0.0069583+0.0034029i,-0.0043256-0.0040005i,-0.012631-0.010629i,-0.014012-0.011281i,-0.01342-0.0047287i,-0.011832+0.0027397i,-0.007289+0.0060199i
-0.017661+0.22892i,0.01047+0.27861i,0.015471+0.15766i,-0.054071+0.075187i,-0.11853+0.16112i,-0.073837+0.22424i,-0.0022325+0.16465i,0.023843+0.10754i,0.048584+0.086666i,0.055293+0.05809i,0.041793+0.04057i,0.033718+0.023444i,0.01964-0.0060686i,0.0060585-0.027992i,0.0074905-0.034217i,0.013347-0.029027i,0.010983-0.022249i,0.0047349-0.014711i,0.0030127-0.0052555i,0.006313-0.00082041i,0.011669-0.0057467i,0.01217-0.016278i,0.0062762-0.016712i
-0.17832-0.17074i,-0.29229-0.16039i,-0.20906-0.048972i,0.0505-0.078743i,0.2104-0.2566i,0.17535-0.29425i,0.10893-0.17296i,0.089785-0.098443i,0.062876-0.082332i,0.036517-0.051589i,0.019107-0.020586i,0.0032102+0.0032552i,0.00028885+0.013239i,-0.0083608+0.011314i,-0.023059+0.014037i,-0.022995+0.015359i,-0.0099694+0.017662i,0.0022996+0.025402i,0.0031032+0.027326i,-0.0027163+0.023456i,-0.0079488+0.020461i,-0.010388+0.0219i,-0.0056045+0.023302i
0.2949+0.0021518i,0.43831-0.11203i,0.29396-0.24479i,-0.086697-0.19712i,-0.33096-0.013648i,-0.29913+0.05494i,-0.19216-0.018528i,-0.15838-0.067135i,-0.13998-0.040285i,-0.084582-0.011655i,-0.032841-0.013576i,-0.012161-0.020442i,-0.0077267-0.010843i,0.0018658+0.003953i,0.015994+0.0075002i,0.020477+0.0036984i,0.014092-0.0023098i,0.0090123-0.012432i,0.011074-0.022051i,0.010472-0.02305i,0.0055069-0.016157i,0.0046136-0.014614i,0.0024461-0.020621i
-0.24049+0.17186i,-0.33517+0.34261i,-0.21997+0.40217i,0.031462+0.261i,0.18685+0.064396i,0.19059-0.0034691i,0.14367+0.034202i,0.11505+0.061374i,0.10177+0.035969i,0.065588-0.0041135i,0.02611-0.01153i,0.012364-7.4512e-05i,0.0023229+0.0054314i,-0.013579+0.0072816i,-0.02516+0.0045241i,-0.027712+0.0010745i,-0.020331+0.0031031i,-0.01359+0.0050505i,-0.014549+0.0047933i,-0.014112+0.0050163i,-0.0073516+0.0036619i,-0.0019734+0.006373i,0.00084432+0.014173i
0.083153-0.29551i,0.065832-0.49334i,-0.059483-0.47883i,-0.22536-0.20216i,-0.30328+0.094468i,-0.25937+0.18784i,-0.17959+0.12301i,-0.13453+0.065588i,-0.10826+0.06467i,-0.070766+0.063802i,-0.049045+0.038789i,-0.044339+0.015461i,-0.024593+0.001186i,0.0033163-0.0082048i,0.021851-0.0064054i,0.031184-0.00067191i,0.030318-0.0017489i,0.019486-0.0029583i,0.0086112+0.0027579i,0.0035799+0.008562i,0.00075396+0.0073327i,-0.0024765+0.00269i,-0.0058984-0.0011984i
0.10505+0.26995i,0.21223+0.439i,0.30642+0.4356i,0.39872+0.23434i,0.46759-0.0059903i,0.4166-0.14536i,0.26731-0.16076i,0.15978-0.1144i,0.112-0.083363i,0.068465-0.059947i,0.046783-0.026665i,0.043263-0.00015362i,0.033742+0.023567i,0.022785+0.036181i,0.008523+0.026344i,-0.008537+0.0076393i,-0.014659-0.0041691i,-0.0093041-0.010585i,-0.0057806-0.016492i,-0.0087755-0.015707i,-0.010303-0.0090809i,-0.0058368-0.0078539i,0.00077839-0.010554i
-0.22682-0.14732i,-0.36504-0.23894i,-0.39243-0.25785i,-0.36128-0.17287i,-0.34782-0.043331i,-0.28978+0.038315i,-0.19028+0.052063i,-0.12235+0.035446i,-0.080094+0.020102i,-0.047424+0.01039i,-0.032272+0.010966i,-0.018391+0.0048207i,-0.0052917-0.027667i,-0.0030449-0.053731i,-0.0036757-0.04685i,-0.0030133-0.021091i,-0.0070735+0.00076527i,-0.012657+0.018594i,-0.0095315+0.033327i,0.0026295+0.031471i,0.010811+0.019447i,0.009149+0.015225i,0.0043055+0.017324i
0.2247-0.027427i,0.33917-0.022928i,0.35799+0.028477i,0.36679+0.037101i,0.3846-0.056275i,0.26634-0.11992i,0.083113-0.06909i,0.011174-0.0011483i,0.0065946+0.021736i,0.0036708+0.023411i,0.0079857+0.005981i,0.0012478-0.008356i,-0.015267+0.008689i,-0.024228+0.030658i,-0.023559+0.030713i,-0.014581+0.019163i,-0.00053694+0.0095573i,0.013381-0.0039009i,0.015604-0.02059i,0.0033182-0.02341i,-0.0081388-0.014392i,-0.011962-0.012295i,-0.013963-0.013894i
-0.11296+0.14898i,-0.15812+0.18021i,-0.18959+0.058246i,-0.2885-0.083914i,-0.38491-0.080457i,-0.28707-0.0061275i,-0.094254+0.0036202i,-0.015072-0.023397i,-0.016981-0.028938i,-0.018074-0.017492i,-0.01027+0.0019793i,0.0050241+0.012022i,0.018256+0.0038442i,0.022818-0.0026504i,0.024395+0.0041331i,0.022583+0.010606i,0.011836+0.0076016i,-0.005062+0.0063919i,-0.013117+0.012386i,-0.0068885+0.015569i,0.0050494+0.0115i,0.016658+0.0070954i,0.024028+0.0058455i
-0.037228-0.17625i,-0.067912-0.20164i,-0.015698-0.057827i,0.15009+0.11419i,0.28446+0.15709i,0.25091+0.13095i,0.1463+0.11064i,0.092654+0.083424i,0.075087+0.059043i,0.063894+0.03441i,0.036969+0.0014773i,-0.0053505-0.0056553i,-0.023436+0.013063i,-0.0099655+0.017135i,0.0029558-0.0024185i,0.0039419-0.017308i,0.0066646-0.012468i,0.013778-0.0042038i,0.015377-0.0032675i,0.012271-0.0053378i,0.0028691-0.006418i,-0.01431-0.0038789i,-0.025303+0.00078631i
0.14521+0.083202i,0.21683+0.041808i,0.11514-0.11051i,-0.13266-0.22337i,-0.30194-0.21472i,-0.28438-0.18894i,-0.20521-0.17037i,-0.14857-0.12947i,-0.11193-0.090614i,-0.089605-0.048314i,-0.050282-0.010787i,0.00091088-0.016988i,0.019801-0.045553i,0.003179-0.047261i,-0.015949-0.023186i,-0.019229-0.0018479i,-0.014263+0.0030844i,-0.0090771+0.0016835i,-0.0032961-0.0011803i,-0.00073557-0.0065868i,-0.00094334-0.0072655i,0.005736-0.0067485i,0.015761-0.01082i
-0.18417+0.057995i,-0.25592+0.17675i,-0.12577+0.31495i,0.14772+0.34497i,0.3308+0.27276i,0.32425+0.18738i,0.21823+0.11184i,0.11646+0.079436i,0.076277+0.078073i,0.064137+0.048043i,0.022148+0.023403i,-0.016082+0.046808i,-0.013649+0.0716i,0.0068739+0.057876i,0.01556+0.029293i,0.011585+0.013341i,0.0073755+0.0064983i,0.0002703-0.00088933i,-0.012922-0.0052557i,-0.020634-0.0011316i,-0.014746+0.0074689i,-0.0091416+0.016522i,-0.010914+0.023679i
0.13019-0.16404i,0.15017-0.34499i,0.0039739-0.45378i,-0.21941-0.40757i,-0.33712-0.30935i,-0.31342-0.21014i,-0.21002-0.097066i,-0.10666-0.050252i,-0.069882-0.051316i,-0.054974-0.024126i,-0.018982-0.0099926i,-0.0040891-0.036909i,-0.018925-0.056258i,-0.031174-0.043102i,-0.025736-0.019917i,-0.011548-0.010823i,-0.0031066-0.0078221i,0.0016558+0.00065178i,0.0075656+0.006558i,0.0093524+0.0042513i,0.0060948-0.0045666i,0.0050565-0.017313i,0.0067543-0.028227i
-0.012629+0.21557i,0.050061+0.40789i,0.19148+0.48391i,0.31628+0.40419i,0.35228+0.30607i,0.31123+0.21194i,0.21121+0.10624i,0.12048+0.071778i,0.097719+0.066022i,0.085469+0.024418i,0.061369+0.0077107i,0.062745+0.02938i,0.07178+0.040135i,0.057943+0.027566i,0.028085+0.011451i,0.0065582+0.0074455i,0.0010199+0.0046372i,-0.0023735-0.0031935i,-0.0081065-0.0025967i,-0.0067387+0.0050514i,-0.00079804+0.0096057i,-0.00040735+0.013001i,-0.0033292+0.01923i
-0.091136-0.18629i,-0.22658-0.34275i,-0.34677-0.39153i,-0.37177-0.32192i,-0.34436-0.25483i,-0.31013-0.18908i,-0.23495-0.10218i,-0.14596-0.07106i,-0.10424-0.065859i,-0.084159-0.034004i,-0.066176-0.017825i,-0.068413-0.028511i,-0.075097-0.033729i,-0.057071-0.018975i,-0.01915-0.0014972i,0.0065693+0.0052934i,0.012083+0.0117i,0.011216+0.019002i,0.01029+0.019815i,0.0077915+0.014136i,-0.00040059+0.0075209i,-0.0071586+0.0021449i,-0.0090002-0.0036167i
0.15584+0.10641i,0.32774+0.19454i,0.44062+0.23071i,0.42897+0.21975i,0.37832+0.20988i,0.32788+0.14483i,0.2315+0.0334i,0.12603-0.0055622i,0.069478+0.0020416i,0.037442-0.0065545i,0.019911-0.012924i,0.02759-0.01001i,0.039474-0.0026463i,0.031535+0.00081043i,0.0046535-0.0046507i,-0.01412-0.012085i,-0.016651-0.018272i,-0.011541-0.019966i,-0.00077545-0.018454i,0.0071509-0.017151i,0.010897-0.012107i,0.014863-0.0030567i,0.018651+0.004629i
-0.15059-0.029377i,-0.30909-0.060918i,-0.39425-0.10993i,-0.34124-0.18181i,-0.25427-0.23245i,-0.19806-0.15301i,-0.12708-0.0088938i,-0.06346+0.027925i,-0.049984+0.0068279i,-0.041755+0.019779i,-0.026812+0.035231i,-0.034014+0.036681i,-0.040774+0.035802i,-0.019347+0.027826i,0.0097675+0.017032i,0.018675+0.011438i,0.013228+0.0081537i,0.0054553+0.0028811i,-0.0045304-0.0033863i,-0.012026-0.0064667i,-0.010723-0.0052375i,-0.0066992-0.0060836i,-0.009423-0.010997i
0.11147-0.027208i,0.23698-0.044899i,0.30095-0.023609i,0.23979+0.062171i,0.15369+0.14287i,0.10058+0.10561i,0.033571+0.010386i,-0.016156+0.001963i,-0.0044751+0.038176i,0.019851+0.030417i,0.024994+0.0042435i,0.028806-0.010874i,0.031513-0.023096i,0.015306-0.030545i,-0.0085394-0.023649i,-0.01652-0.0078609i,-0.01255+0.0077916i,-0.0063973+0.015591i,-0.0021394+0.013633i,-0.0012189+0.0079769i,-0.002602-0.00056921i,-0.0055266-0.0063339i,-0.0038228-0.0019307i
-0.066779+0.021013i,-0.16484+0.045607i,-0.2395+0.01967i,-0.22073-0.093534i,-0.16528-0.2156i,-0.10952-0.20924i,-0.042673-0.10567i,-0.00075601-0.043444i,0.0029841-0.026383i,0.0029709-0.011323i,0.004999+0.0021766i,0.0041882+0.018204i,0.0069142+0.028973i,0.0093143+0.025565i,0.0092272+0.01646i,0.010939+0.0077213i,0.015124-0.0020719i,0.017099-0.0051742i,0.012219+0.00018596i,0.0041292+0.0061448i,-0.002341+0.011134i,-0.0040702+0.014474i,-0.0029068+0.011897i
0.048596-0.0033609i,0.11995-0.019071i,0.16256+0.01342i,0.12262+0.15232i,0.068215+0.30349i,0.053927+0.29093i,0.037924+0.15147i,0.01707+0.061429i,0.021736+0.027842i,0.020089-0.0033633i,-0.0037796-0.021672i,-0.024861-0.028978i,-0.037024-0.032068i,-0.036069-0.020327i,-0.021149-0.0028211i,-0.0082993+0.0029205i,-0.006363+8.5148e-05i,-0.0096507-0.0058494i,-0.009122-0.009643i,-0.0044372-0.0067624i,0.00067538-0.0025742i,0.0054526-0.0017979i,0.0087806-0.0023598i
-0.064851-0.011149i,-0.13113+0.0030196i,-0.1531-0.011549i,-0.090564-0.12427i,-0.030725-0.26481i,-0.033175-0.25941i,-0.022813-0.12859i,0.018197-0.055042i,0.023713-0.05062i,0.0061981-0.032254i,0.012025-0.0053764i,0.031823+0.0070554i,0.042773+0.010874i,0.038482+0.0078812i,0.025305-0.0035564i,0.013087-0.01497i,0.0047542-0.017041i,-0.00032501-0.009376i,-0.0015863-0.00038759i,-0.0020067+0.0024691i,-0.0019402+0.0015358i,-0.0017692-6.8395e-05i,-0.0022555-0.001129i
0.097536-0.0043344i,0.18339-0.028928i,0.20565-0.013007i,0.14135+0.12569i,0.095237+0.29164i,0.088944+0.27443i,0.032995+0.12178i,-0.04342+0.043286i,-0.063112+0.038759i,-0.046995+0.03061i,-0.032417+0.024275i,-0.028025+0.023821i,-0.02971+0.022784i,-0.024298+0.019683i,-0.015541+0.020163i,-0.012184+0.02709i,-0.0087918+0.030078i,-0.005252+0.023461i,-0.0051411+0.013799i,-0.0032634+0.0083001i,0.00073279+0.003023i,0.001098-0.0030606i,-0.0016359-0.0065155i
-0.11994+0.042615i,-0.20984+0.088957i,-0.20506+0.059747i,-0.098063-0.13164i,-0.038004-0.34615i,-0.052028-0.33567i,-0.025978-0.17425i,0.020897-0.088872i,0.020782-0.066141i,0.010056-0.038235i,0.011545-0.030447i,0.01052-0.037541i,0.012281-0.037565i,0.013803-0.032409i,0.0095419-0.027797i,0.004602-0.026316i,0.0010651-0.022263i,0.0032285-0.010299i,0.010206+0.00048861i,0.012934+0.002255i,0.0072047+0.00094117i,0.00056864+0.0038982i,-0.003033+0.009428i
0.098234-0.10613i,0.16736-0.20049i,0.14218-0.17984i,0.042706+0.039011i,0.016444+0.26828i,0.052078+0.27563i,0.028084+0.15904i,-0.021895+0.1114i,-0.022942+0.10662i,-0.0044504+0.077036i,0.0016066+0.042335i,0.0017691+0.024368i,0.00036156+0.022135i,-0.0015296+0.023364i,-0.0032323+0.021857i,0.00024861+0.020331i,0.0091871+0.014953i,0.011086+0.0034655i,0.0043328-0.0045714i,-0.0016289-0.0052709i,-0.0027103-0.0037409i,-0.0016151-0.0045388i,0.0015361-0.0057106i
-0.040483+0.15898i,-0.062254+0.28624i,-0.030194+0.24846i,0.0087831-0.022508i,-0.031912-0.26368i,-0.080324-0.25246i,-0.048076-0.12923i,0.0070719-0.078916i,0.023396-0.074044i,0.012459-0.056214i,-0.0058226-0.029786i,-0.017276-0.007151i,-0.016552-0.0017326i,-0.0085567-0.0067744i,0.00080446-0.0081575i,0.0020809-0.0087874i,-0.0042686-0.007423i,-0.0047609-0.0058171i,0.00050277-0.0093295i,0.00023859-0.011772i,-0.0031214-0.0067727i,-0.00064125+0.0013684i,0.003648+0.0056496i
