-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
0.0018607+0.003061i,0.0017702+0.0032625i,0.0033236+0.0020307i,0.0047655-0.0002202i,0.0035595-0.001943i,0.0016806-0.0019521i,0.00070937-0.00041777i,0.00046031+0.00026915i,0.00088344+7.193e-05i,0.00051841-6.8728e-05i,-0.00060213-0.00054731i,-0.0005009-0.00048872i,4.6741e-06+0.00015034i,0.00015016+0.00024014i,-0.0002772+4.7113e-05i,-0.00027137-0.00025204i,0.00029415-0.00049855i,1.5385e-05-0.0002153i,-0.00030512+0.00059095i,-0.00024997+0.00076442i,-0.00081637+9.2748e-05i,-0.0010871-0.00049097i,-0.00023106-9.2982e-05i
0.0014586+0.0016282i,0.0016186+0.0019601i,0.0025982+0.0020947i,0.0041402+0.0019916i,0.0048617+0.0010256i,0.0034159+6.6381e-05i,0.001953+0.00024669i,0.0008833+0.00056975i,0.00037866+0.00036992i,1.5858e-05+0.00024041i,0.00025226+0.00043644i,0.00085066+0.00032766i,0.00096995+0.00064583i,0.0014085-7.9792e-05i,0.00083596-0.00050719i,-2.1604e-05-0.00054775i,0.0001475-0.0008057i,0.00080435-3.7121e-06i,0.00089192+0.0009642i,0.00054943+0.00059077i,0.0003775+0.00062483i,0.00039553+0.0014833i,0.00067005+0.0018412i
0.0009256+0.0020495i,0.00024552+0.00084253i,0.0018205+0.00012021i,0.0024775-3.9666e-05i,0.001679+9.0271e-06i,0.0012341-0.00013337i,0.0010584-0.00017954i,0.0012762+0.00073958i,0.0014703+0.0010939i,0.0014529+0.00066927i,0.0012769+0.00078495i,0.0015874+0.00033926i,0.0014616-7.1569e-05i,0.00030753+0.00045036i,-0.00030174+0.00067803i,-0.00099366+0.00040328i,-0.0014734+0.00025958i,-0.00085545-0.00013328i,-0.000104-0.00027396i,0.00014841+0.00071948i,0.00022505+0.00099575i,0.00040676-0.00022876i,0.00036089-0.00065289i
-0.0035873+0.00015093i,-0.0036509+0.00092778i,-0.0017956+0.0027731i,0.0015338+0.003767i,0.0031838+0.0038011i,0.0026819+0.0020752i,0.0018302+0.00095233i,0.0018122+0.00041089i,0.0023247-0.00018173i,0.0026048-3.9593e-05i,0.0019987-0.0001051i,0.00086665-0.00059649i,0.00083389-0.0010157i,0.00069567-0.00089618i,0.00011767-0.00042345i,-0.00042368+0.00017928i,-0.00051119+7.7986e-05i,-0.00038771-0.00033185i,-0.0001477+0.00021998i,0.00012634+0.00053345i,0.00021984+0.0003874i,0.00033957+0.00069424i,0.00028406+1.6852e-05i
0.002477+0.0015755i,0.0031285+0.0014799i,0.0030087+0.001746i,0.0034948+6.7227e-05i,0.0038914-0.0014432i,0.0029151-0.0013051i,0.0010128-0.00077089i,0.00023236-4.5244e-05i,0.00011017-0.00032283i,-7.5302e-05-0.0012889i,-1.1046e-05-0.0016457i,0.00016664-0.00049514i,-0.00018923+0.00039488i,-0.00065216-0.00026376i,-0.00076748-0.00066593i,-0.00066023-0.00054502i,-0.00048649-0.00083697i,-0.00087058-0.00058584i,-0.0010683-0.00023742i,-0.00082956-0.00064749i,-0.00031613-6.6789e-05i,0.00053716+0.00050425i,0.0004376+0.00022568i
0.0017234-0.00057962i,0.0014331+9.6635e-05i,0.0022028+0.00073806i,0.0033136+0.0010164i,0.0041334+0.00068981i,0.003687+0.00066975i,0.0014348+0.00093925i,0.00011089+0.00061464i,0.00038102+0.00093722i,0.00019815+0.0011157i,-0.00043287-5.6241e-05i,-0.00037363-0.0002334i,-0.0005506+0.00039059i,-0.00071146-0.00040244i,0.00016803-0.00066651i,6.7015e-05-0.00040196i,-0.00027237+0.00025481i,-9.4293e-05+0.00086295i,-0.00060675+0.00057413i,-0.00065316-0.00045239i,-0.00053639-0.00028422i,-0.00054134+0.00015738i,-5.4463e-05+0.00015269i
5.9865e-05+0.0036355i,0.00097027+0.0039843i,0.002531+0.0039512i,0.0039603+0.0021875i,0.0042265+0.00029211i,0.0022865-0.00078819i,4.7345e-06-0.001192i,-0.00087049-0.00079756i,-0.001451+0.00060666i,-0.00088305+0.0012489i,-0.00037175-8.2708e-05i,-0.00085916-0.00086229i,-0.00092324-0.00049013i,-0.00033882+8.032e-05i,0.00021007+0.00040391i,0.00062171+0.00034465i,0.00085907+0.00029575i,0.00093234-6.1258e-05i,0.00029817-1.6602e-05i,0.00051271+0.00054071i,0.00052903+0.00036653i,-0.00012451+0.00015182i,0.00051458+0.00029844i
0.00073892+0.00098618i,0.0010281+0.0014234i,0.0019327+0.0021349i,0.00308+0.0021003i,0.0037851+0.0009301i,0.0029953-0.0002251i,0.00078994-0.00029247i,-6.6799e-05+0.00056882i,0.0010318+0.0011982i,0.001013+0.0015247i,-8.0967e-05+0.00055615i,-0.00090136+0.00012778i,-0.00088043+0.000846i,-0.00049606+0.0014156i,0.00026941+0.00063185i,0.0010444-0.00068794i,0.0010423-0.00076475i,0.00045726+0.00011016i,-0.00025909+0.00022447i,-0.00084578+0.000435i,-0.0015614+0.00076375i,-0.0012608+0.00039033i,-0.00026966+1.3765e-05i
0.0012997-0.0010051i,0.0016071-0.00061105i,0.0011838+0.00050996i,0.0016693+0.0015354i,0.0027171+0.0012199i,0.0025199+0.00027444i,0.0013541-8.24e-06i,0.00055468+6.4206e-05i,0.0011247+0.00041694i,0.0012539+0.00043863i,0.00061427+0.00035507i,0.0005711+0.00032078i,0.001115+0.00070649i,0.0015508+0.0011034i,0.0011815+0.00023435i,0.00077033-0.00065432i,0.00034668-9.6142e-05i,0.00034376+0.00021772i,0.00042505+4.922e-05i,0.00069238+1.5163e-05i,0.00076967+0.00016807i,0.00030505+0.00024443i,-0.00028927+0.00044337i
-0.00038184-0.00057852i,-0.00028186+7.202e-05i,-0.00058849+0.00058913i,0.00086739+0.0019186i,0.0030291+0.0028747i,0.0033583+0.0020533i,0.0016954+0.0012187i,0.00059531+0.00057483i,0.00067203-0.00058292i,0.0012142-0.001115i,0.0018597-0.00026426i,0.0012964-6.9143e-05i,0.00039913-0.00031614i,0.00080739-0.00019959i,0.00094005-0.00028986i,0.0006525-0.00078773i,-1.3385e-05-0.00014998i,-0.00066589+0.00074496i,-0.00096999+0.00092566i,-0.00077179+0.00061173i,-0.00054801+9.0109e-05i,-0.00023889+0.00060325i,6.8758e-05+0.00062169i
-0.00023259+0.002691i,0.0013738+0.003239i,0.0028278+0.0032407i,0.003529+0.0027857i,0.0033262+0.0018075i,0.002521+0.00021775i,0.0011692-0.00021688i,-0.00022097-0.00061323i,-2.8986e-06-0.0012898i,0.0014759-0.0011749i,0.0015261-0.001143i,0.00092126-0.0015442i,0.0011834-0.0016192i,0.00055446-0.0014098i,-0.00042276-0.0009837i,-0.00049557-0.00039667i,9.0885e-05+9.4554e-05i,0.00032071+0.00038461i,-0.0001691+0.00037819i,-0.00058088+0.00012438i,-0.00011706+0.00066775i,0.00058231+0.00075583i,0.00033289+0.00024418i
-0.00043521+0.0040704i,0.00042666+0.0055011i,0.0020894+0.0057967i,0.0036756+0.0041785i,0.0042147+0.0015443i,0.0029108-0.00028147i,0.00089807-0.00041544i,0.00045485+0.00024964i,0.0012398+0.00036356i,0.001734-0.00056996i,0.0014201-0.0014504i,0.0010847-0.0021227i,0.00049523-0.0015494i,-0.00043051-0.00045623i,-0.00015049-4.7346e-05i,0.00023609-0.00013733i,0.00032913+0.00025996i,1.9035e-05+0.00060227i,-0.00040586+0.00041083i,-0.00016378+0.0002436i,-0.00012047-0.00023818i,0.00013566-0.00032853i,0.00075752+0.00051262i
-0.00093675+0.0024109i,-0.0004599+0.0016433i,0.0013941+0.0019441i,0.0033783+0.0015158i,0.0046791+0.00071893i,0.0037582+0.00068583i,0.0019784+0.0014722i,0.00056569+0.00168i,0.00027946+0.0011275i,0.00066768+0.00045638i,0.00029707-0.00052357i,-0.00011053-0.0011777i,-0.00012237-0.0005663i,-0.00026566-0.00020699i,-0.00025034+4.5865e-05i,5.8049e-05+0.00071806i,0.00030679+0.00041619i,-9.0785e-05+0.00016933i,-0.00086196+0.00057286i,-0.00017278+0.00017509i,0.00037345+0.00040226i,-2.3031e-05+0.00071838i,0.00014508-4.3455e-05i
-0.0010404-0.00034319i,-0.0015327-0.00028753i,-0.001022+0.00067164i,0.00016938+0.0015733i,0.00099007+0.0014509i,0.0021032+0.001215i,0.0015013+0.00054875i,0.00091719+8.5677e-06i,0.00047016+0.00051131i,-0.0006974+0.00057052i,-0.0007359+0.00042576i,-0.0010961+0.00080688i,-0.00073381+0.00081465i,0.00065459+0.00038608i,0.0011476-0.00080852i,0.00065773-0.001145i,1.4371e-05-0.00038211i,-0.00055537+0.00021155i,-0.00019253+0.00050021i,0.00086064+0.00026026i,0.00059796+0.00031748i,-0.00019436+0.00028625i,-0.00019462+0.00023572i
-0.000965+0.00047829i,-0.00027542+0.00096104i,0.0016725+0.0022478i,0.0031958+0.0023916i,0.0032314+0.0011748i,0.0019482-0.00010024i,0.0010495-0.00086316i,0.00039622+5.9691e-05i,-0.00029793+0.0012537i,-0.00072724+0.0014287i,-0.0011417+0.00079963i,-0.0009406+0.000431i,0.00029672-0.0003975i,0.00088809-0.00079353i,0.00025264-0.00038547i,0.00024215-0.00019582i,0.00084212+0.00016234i,0.00075739+0.00045642i,-0.00020647-0.0001587i,-0.00065414-0.0001398i,-0.0004099+0.00035221i,-0.0004211-8.9344e-05i,-0.0008444+0.00015288i
0.0019205-0.0019199i,0.002099-0.0020525i,0.0020795-0.0011933i,0.0017003+0.00016045i,0.0014942+0.00057943i,0.002052+0.00033655i,0.00082941+0.00048499i,-0.00066442+0.00075819i,-0.00069302+0.00083256i,1.6752e-05+0.0014672i,-8.453e-05+0.0020867i,0.00019992+0.0011376i,0.00099772+0.00081849i,0.0015158+0.00073764i,0.0012419-0.00029282i,-4.112e-05-0.0013851i,-0.00080811-0.0013244i,-0.00065823-0.00065779i,-0.00030095+6.8381e-05i,-0.00033538+0.00025623i,-0.000842+8.738e-05i,-0.00073728+0.00013087i,0.00019574-0.00052887i
0.0005856+0.0024642i,0.00058576+0.0034516i,0.0022792+0.0030585i,0.0036552+0.0015015i,0.0036935+9.993e-05i,0.0020681-0.00020256i,0.00033355-5.3119e-05i,0.00079746+8.2929e-05i,0.0017862+0.00033859i,0.0023106+0.00021319i,0.0021956+0.0003978i,0.0017164+0.00069184i,0.0015377+0.00021183i,0.00061795-5.4752e-05i,-0.00035052-0.00011844i,-0.00029305-7.9724e-05i,-0.00033066-0.00027535i,-0.00035299+0.00013632i,0.00031224+0.000327i,5.6546e-05-0.00016159i,-0.00065629-0.00063593i,-0.00042618-0.00044663i,-0.00025122+0.00042184i
-0.00078556+0.0018573i,0.0010249+0.0021107i,0.0026367+0.0017383i,0.0031634+0.0014601i,0.0035697+0.0015654i,0.0032899+0.0013404i,0.0019534+0.0015889i,0.0015598+0.0015534i,0.0018541-0.00010151i,0.0018083-0.0019488i,0.0016906-0.0020802i,0.0019103-0.0017643i,0.0017703-0.0017542i,0.0006832-0.00098223i,3.2334e-05-0.00048067i,0.00025172+9.3182e-05i,0.00057846+0.00071217i,8.3828e-05+0.0012965i,-0.0006915+0.00097446i,-0.00018071+0.00026057i,-0.00010163+0.00019i,-0.00033275+2.8042e-06i,-0.00027827-0.00027058i
0.00016889+0.00077374i,0.0014174+0.00052157i,0.0012358+0.00039053i,0.0021046-2.6802e-05i,0.0034287-0.00091411i,0.0025316-0.0010248i,0.0016767-0.00071618i,0.0014222-0.0003509i,0.0007737-0.00046177i,0.00024415-0.00057549i,-3.7217e-05-0.0013599i,0.00060719-0.0016792i,0.00069873-0.00037144i,-0.00015548+0.00030779i,-9.2762e-05+0.00021916i,-7.5324e-05+0.00027619i,-5.7273e-05-0.00018551i,0.0001713-0.0001842i,0.00053879+0.00016157i,0.00091093-0.00016523i,0.0011961-9.8892e-05i,0.00091807+0.00012906i,-2.065e-05-0.00038659i
0.00056996-0.00095234i,-0.00057757-0.00049256i,-0.00064522+0.00079606i,0.0009932+0.0011872i,0.0029444+0.0015638i,0.0028173+0.0014396i,0.0020268+0.00060117i,0.00078421+0.00032218i,-0.00027612+0.00027976i,-0.00092645-8.5223e-05i,-0.0019576-0.00070619i,-0.0018019-0.00085381i,-0.0006543-0.00025403i,0.00034813+0.00038643i,0.0007893+0.00040181i,0.0014065+0.00039255i,0.001068+0.0005694i,0.00063591+0.00033384i,0.00037725+0.00029645i,-0.00040071+0.00057179i,-0.00033683+0.00083833i,0.00016593+0.0007307i,0.00013595+0.00048914i
-0.0021558+0.0017586i,-0.0017238+0.0017729i,0.00011779+0.0033176i,0.0027954+0.0039864i,0.0051535+0.0023289i,0.0046442+0.0003993i,0.0018795+0.00013654i,-0.00028471+0.00025597i,-0.00029281-1.1211e-05i,-0.00018148-0.00011898i,-0.00053278+0.0001002i,-0.00013677+0.00024085i,0.00047581+1.7063e-05i,0.00041624-0.00079435i,0.00023941-0.0014857i,0.00095336-0.0015104i,0.00086679-0.001552i,6.7822e-05-0.001047i,-0.00064124-0.00018911i,-0.00073433+0.00086163i,-0.00098089+0.0016646i,-0.001347+0.0010169i,-0.00019904+0.00023996i
-0.0011243-0.0011865i,2.0198e-05-0.00067162i,0.0010399+0.00077636i,0.001688+0.0016831i,0.002628+0.0016194i,0.0026909+0.0010179i,0.0011225+0.00040568i,7.0858e-05+0.00074529i,8.5539e-05+0.0012793i,-9.3713e-05+0.0019935i,-0.00050483+0.0021203i,-0.00017182+0.0018801i,8.5871e-05+0.0012907i,0.0003542+0.00034076i,0.00013945-0.00031125i,1.0546e-05-0.00038348i,-7.4977e-05-0.00023475i,-0.00068741+2.7547e-05i,-0.00043142+8.4658e-05i,0.00020743+0.00056523i,0.0003128+0.00039617i,-0.00029056-0.0011532i,1.7851e-05-0.0016786i
-0.0013995+7.0694e-05i,-0.00092992+1.0532e-05i,0.0006113+0.0018563i,0.0034205+0.0026868i,0.0056417+0.0015788i,0.0042956-5.1018e-05i,0.0016951+0.00010232i,0.00059214+0.0003563i,0.00041174+0.0001324i,0.00079233+0.00050482i,0.0014068+0.0012421i,0.00096211+0.0014958i,2.8898e-06+0.00048666i,0.00037564-0.0006684i,0.00068465-0.0017045i,1.5083e-05-0.0015865i,-1.0081e-05-0.00087213i,0.00060691-0.00072885i,-1.1588e-06-0.00017593i,-0.00059895+0.00068179i,-0.00028986+0.00095331i,0.00045893+0.00095089i,0.00046662+0.00068771i
0.0018801+0.0029214i,0.0020676+0.0025809i,0.0019663+0.0017829i,0.0026578+0.0016037i,0.003286+0.00077938i,0.0024597-6.4487e-05i,-0.00015037+0.00061752i,-0.00089064+0.00076188i,0.00035204+6.5442e-05i,0.0010098-0.00036178i,0.001063-0.00045204i,0.0012853-0.00043906i,0.00072466-0.00026225i,-0.00034383-0.00014902i,-0.00063554-0.00042577i,-0.0010283+1.8252e-05i,-0.00084504+0.0009707i,-0.00020899+0.0014535i,4.9555e-05+0.0010701i,0.00067938+0.00027499i,0.00071971+0.00046296i,4.4834e-05+0.0010286i,-0.00036566+0.00087702i
-0.00038624+0.0023175i,0.00064124+0.00325i,0.001612+0.0034571i,0.0031955+0.0028235i,0.0047853+0.0022594i,0.002768+0.00055381i,-0.00050089-0.00032974i,-0.00056349+0.00047237i,0.00086389+0.00075021i,0.0019717-1.0202e-05i,0.0017502-0.00080625i,0.00094008-0.00080785i,0.0011142-0.00023599i,0.0011764+2.4673e-05i,0.00060644-0.00049995i,0.00014807-0.00070613i,0.00027017-0.00052266i,0.00060794-0.00061021i,0.00074541-0.00072665i,0.00077641-0.0011043i,9.3365e-05-0.00031797i,-0.0008749+0.00049984i,-0.00055674+0.00028612i
-0.0011265-0.0020964i,-0.0010317-0.0015416i,-0.00097578+5.1528e-06i,0.00047432+0.001124i,0.0022505+0.0019016i,0.00339+0.0020136i,0.0028996+0.0020025i,0.0015561+0.002253i,0.00044115+0.00072572i,2.8446e-05-0.00081021i,-0.00030603-0.0012676i,-0.00073895-0.0011791i,-1.8043e-05-0.00050309i,0.00070657+0.0001834i,0.00024976+0.00056113i,6.1485e-06+0.0009404i,7.7439e-05+0.00074745i,-0.00012902-0.00011711i,4.1376e-05-0.0010127i,0.00025798-0.00087392i,0.00022827-0.00030765i,-0.00028863+0.0007116i,-0.00098893+0.0013864i
8.8491e-05+0.002849i,0.00019572+0.0037567i,0.0011085+0.002881i,0.0036211+0.0018244i,0.0051293+0.0012469i,0.0037039+0.00040709i,0.0015198+0.0010531i,0.00081461+0.00055806i,0.00085109-0.0002838i,-0.00033498-1.2215e-05i,-0.0014978-0.00072548i,-0.0014386-0.00052901i,-0.001077+0.00050729i,3.497e-06+0.0011215i,0.0011759+0.0011102i,0.00093891-0.00013223i,0.0006471-0.00078908i,0.00057106-0.00065008i,0.00052217+0.0002869i,0.00014469+0.0010258i,-0.00019479+0.0010705i,-0.00051862+0.00042592i,-2.082e-05-0.00060398i
-0.001021+0.00027084i,-0.00010621+0.00027226i,0.0014599+0.001597i,0.0035813+0.0015034i,0.005251+0.00011965i,0.0039644-0.00063237i,0.0015802-0.00083359i,-6.1585e-05-0.00018969i,-0.00061951+0.00041385i,-0.00080672+0.00041115i,-0.0011013+0.0011688i,-0.00091018+0.00098017i,-0.0002188+0.0003904i,0.00077428+0.0008449i,0.00076009+0.00093101i,0.00069414-0.00025966i,0.00071738-0.00058307i,-3.8438e-05+0.00055588i,-0.00032313+0.0010393i,-0.00028929+0.00077524i,0.00035276+0.00064053i,0.00083931+0.00010819i,0.00066128-0.00021117i
-0.0024299+0.00099442i,-0.0026052+0.0010538i,-0.0018431+0.0016207i,0.0011099+0.0027273i,0.003801+0.0024265i,0.0038011+0.00073262i,0.0015274-0.00050973i,-0.00025783-5.7606e-05i,-0.00092315+0.0011829i,-0.00075998+0.0026141i,-0.00019482+0.0030053i,0.00055859+0.0015926i,0.00090208+5.8398e-05i,0.001323-0.00031637i,0.0014593+1.1323e-05i,0.00052513-0.00081261i,-0.00016862-0.0010362i,-0.00014999+7.2063e-06i,-6.551e-06+0.00049931i,-0.00060029+0.00034912i,-0.00086515+0.00015625i,-0.00093958+0.00046961i,-0.0011473+0.00087959i
0.00069464-0.00097412i,5.5691e-05-0.0011604i,-0.00066942-0.00042298i,0.00016909+0.0012116i,0.001071+0.00181i,0.001614+0.0012963i,0.0012962+0.00027088i,-7.9765e-05-0.00056932i,-0.00061052+0.00041468i,0.00067716+0.0020192i,0.0016328+0.0024821i,0.00082049+0.002159i,0.00016166+0.001735i,0.0011984+0.0005174i,0.0014498-0.00089324i,0.00088181-0.0012729i,0.00033302-0.0013445i,0.00016081-0.0013314i,-0.00029783-0.00038196i,-0.00070161+2.1047e-05i,-0.00024082+0.00038815i,0.0003338+0.0011511i,-9.7728e-05+0.0007553i
-0.00043626-0.00032028i,0.00030465+0.0012295i,0.0016952+0.0024261i,0.0031118+0.0030057i,0.0038672+0.0022082i,0.0032769+0.001395i,0.0014223+0.00043369i,-8.4041e-05+6.3177e-05i,-0.0001742-9.5797e-05i,0.00088463+0.00024591i,0.0011336+0.00061041i,0.0011266+0.00041495i,0.0012957+4.3246e-05i,0.00094118-0.0006938i,0.00034094-0.00055054i,-0.00033259+0.00020656i,-0.00065532-0.00033014i,-0.00019319-0.00051146i,0.00060842-0.00057814i,0.0007404-0.00057393i,0.00079723+0.00020464i,0.00071007+0.00035953i,0.00012591+1.2566e-05i
-0.00018812-0.0005137i,0.0001681-0.0013322i,-0.00028254-0.00016307i,0.00047108+0.0017045i,0.0019683+0.0015803i,0.0019477+0.00074696i,0.00024192+0.00096631i,-0.00076381+0.0016194i,-0.00025125+0.0005143i,0.0007499-0.00052334i,0.0009996-0.00072193i,0.0006766-0.0011293i,0.00049444-0.0013936i,-0.00010284-0.00074336i,-0.00040436-8.1906e-05i,9.7214e-05-0.00051428i,0.00037554-0.00039337i,-0.00022446+5.2313e-05i,-0.0012407+0.00017696i,-0.0012019+0.00020189i,-0.00079613+0.00019396i,-0.00040326+8.6476e-05i,-0.00023095+0.00036263i
-0.00079039+0.0029142i,0.00032632+0.0023652i,0.0011464+0.0030731i,0.0027152+0.0034709i,0.0037736+0.0025747i,0.0031529+0.0014085i,0.0010673+0.00072292i,-7.6505e-05+0.00029929i,-0.00024145+0.00068924i,0.00015141+0.00028082i,0.00037035-0.00078788i,0.00034704-0.0011788i,0.0004559-0.00091221i,0.00069541-2.7358e-05i,0.00066793+0.00077697i,0.00020356+0.00074399i,-0.00037994+0.0001348i,-0.00073713+0.00033643i,-0.00018997+0.00030549i,6.9656e-05+0.00026961i,-0.0004046+0.00027864i,-0.00040567-0.00024554i,0.00044964-5.0029e-06i
0.0027803+0.0013282i,0.0028093+0.00057312i,0.0039246-0.00022502i,0.0042164-0.00074107i,0.0029812-0.0012208i,0.0019954-0.00064829i,0.00099141+0.00042489i,0.00052631+0.00053665i,0.0010318+0.00015854i,0.00041246+0.00024732i,-0.00093543+0.00053161i,-0.00061451+0.00035803i,3.3756e-05+0.00044753i,0.00012377+0.00030912i,0.00076538+0.00016512i,0.0010892+0.0001411i,0.0013606+0.00038619i,0.001227+0.00040744i,0.00072443-0.00027715i,0.00017183-0.00076356i,-0.0005983-0.00055462i,-0.00088321-0.00060933i,-0.00010546-0.00099966i
0.0020536+0.00057638i,0.0022338+0.00022343i,0.0020734+0.00063385i,0.0029742+0.00059204i,0.0031303+0.00035607i,0.0026411+0.00021856i,0.0020451+0.00054465i,0.0023304+0.0011416i,0.0025267+0.0010001i,0.00079506+0.00055559i,-0.00075076+0.00033081i,-0.00097688+0.00064652i,-0.00035368+0.00031211i,0.00027742-0.00059924i,0.00028406-8.589e-05i,0.00010717-1.5704e-05i,-0.00014092-0.00054073i,-0.00037112-0.00043161i,-0.00068191-0.00052737i,-0.00053608-0.00027046i,-0.00079687+0.00042531i,-0.00074129+0.00048726i,5.1035e-05+0.00055514i
-0.00054349+0.0039393i,-0.00023081+0.004132i,0.0015757+0.0043683i,0.0044364+0.0038791i,0.0059034+0.0019664i,0.0039856+0.00069222i,0.0012791+0.00046991i,0.00045222+0.00066902i,0.00084752+0.00019262i,0.00065963+0.00034246i,0.00079778+0.00096195i,0.00099297+0.00036801i,0.00077573-0.00073336i,0.0011462-0.00095185i,0.0013006-0.00092287i,0.00037441-0.00081616i,-0.0003003-0.00032962i,-0.00014029+0.00018205i,0.00034342+0.00039196i,-0.00078117-5.7178e-05i,-0.0022225+0.00029517i,-0.0010974+0.0011394i,-2.2162e-06+0.0010904i
0.0032933+0.00041064i,0.0039648+0.00085054i,0.0040072-0.00034371i,0.0039846-0.0020909i,0.0043608-0.0030695i,0.0030763-0.001997i,0.0013307-0.0010577i,0.00065234-0.00079757i,0.00026918+0.00017392i,0.00014445+0.0011188i,0.0009827+0.00090979i,0.0012309-0.00030285i,0.00054131-0.00011806i,0.00012622-6.1288e-05i,-0.00029564-0.00045513i,-0.00084143-0.00060955i,-0.0008236-0.00066485i,-0.00015749+0.00035325i,-0.00032599+0.0011208i,-0.00042118+0.00070238i,-0.00038837+0.00046195i,-0.00050407+0.00026712i,-0.00019379-0.00010162i
0.0011522+6.3874e-06i,0.00095103-2.701e-05i,0.00020613+0.00044322i,0.00073616+0.00085784i,0.0010026+0.00036076i,0.00053413-0.00061676i,-0.00063906-0.0007832i,-0.00057072-0.0013011i,0.00017959-0.0015566i,0.00044434-0.00078439i,0.0010583-0.00036106i,0.00039838-0.0011195i,-0.00047209-0.002012i,-0.00056166-0.0013414i,-0.0003804-0.00067775i,-0.00075993-0.00071045i,-0.0010225-0.00098354i,-0.00049657-0.0014556i,0.00029922-0.0010386i,0.00022067+0.00041611i,-0.00059983+0.00092825i,-0.00036059+0.00049395i,-5.7041e-05+0.00077584i
0.00086492+0.00010711i,0.00097482+0.00043581i,0.0013039+0.00046426i,0.0026874+0.00088356i,0.003371+0.0019017i,0.0031004+0.0019428i,0.0017544+0.00081404i,9.5262e-06+0.00032905i,-0.00010549-0.00019726i,0.00056625-0.00047301i,-0.00013665-0.00033762i,-0.0012276-0.00021675i,-0.0013922+0.00017235i,-0.00022668+0.00040335i,0.0010187+0.00032353i,0.0005591-6.6714e-05i,0.00062277-0.00050617i,0.00082777-0.00010736i,-6.3082e-06+3.7999e-05i,-0.00017126-0.00017129i,8.7515e-05-0.00011149i,-0.00014853-0.00032309i,-0.00027579-0.00027195i
0.00028441+0.0027373i,0.0018564+0.0026027i,0.0034157+0.0031707i,0.0050807+0.0025007i,0.005131+0.00030909i,0.0035481-0.0014621i,0.0018386-0.0012363i,0.00071104-0.00052777i,0.00069888-0.00042571i,0.00079625-0.00028412i,-4.049e-05+0.00011955i,-0.00059004+0.00032193i,-0.00053546+6.5326e-06i,-5.5798e-05-0.0002668i,0.00012419-0.00074046i,-3.6821e-05-0.00063111i,0.00016283-0.00054053i,-5.9926e-05-0.00032379i,-0.00059123-0.00059986i,-0.00063844-0.00096391i,-0.00046687+8.4812e-05i,-0.00029032+5.1935e-05i,0.00011675-0.00034412i
-0.00081516-0.0033127i,-0.00064721-0.0024964i,-0.0011724-0.00095984i,-9.6095e-06+0.0014001i,0.0025434+0.0037008i,0.0031716+0.0028063i,0.0013015+0.0012361i,-0.00042006+0.0017948i,-0.00084504+0.0019356i,-0.00054513+0.0011982i,-0.00013227+0.00077516i,0.00020256+0.0012353i,0.00043412+0.0017549i,0.00048744+0.0014046i,0.00090819+0.00090037i,0.00099497+0.00032811i,-0.00021684-0.00012952i,-0.00053178+0.00086011i,0.0001931+0.0011725i,2.8136e-05+4.9701e-05i,-2.4528e-06-0.00044527i,-0.0005989-0.0010067i,-0.0011457-0.00070297i
0.0037188-0.00052311i,0.0025979-0.00051617i,0.0014998-0.0010479i,0.0023192-0.0020926i,0.0030831-0.0022172i,0.0022528-0.0010936i,0.0010613+0.00070649i,0.00072928+0.0021989i,0.0010175+0.0019618i,0.00091913+0.00042442i,0.00073781-0.00029689i,0.00022381+0.00076494i,0.00039141+0.0012639i,0.00078662-1.4771e-05i,0.0008819-0.00032046i,0.00089806-6.9484e-05i,0.00037454-0.00098195i,0.00035996-0.0014061i,0.00018828-0.0006819i,-0.00011675+0.00074319i,-7.112e-05+0.0018302i,-0.00055154+0.0010068i,-0.00066394+0.00018515i
0.0051893+0.0012134i,0.0070914+0.001455i,0.0065162+0.001061i,0.0040518+0.00087955i,0.0013332+0.00044951i,-0.00071391+0.00037617i,-0.00018972+0.0016353i,0.00093907+0.002357i,0.0019818+0.0012615i,0.0011249-0.00055127i,-0.00017959-0.0015309i,0.00045356-0.0007018i,0.00061337+1.432e-05i,0.000542+0.00062318i,3.989e-05+0.00072419i,-0.0006109-0.00021263i,-0.00080826-0.00033522i,-0.00069771+3.0867e-05i,5.2504e-05+0.00092071i,0.00027108+0.0014033i,-7.8598e-05+0.00086835i,0.00018913+0.001014i,0.00014574+0.00128i
