-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
0.00039162+0.0014269i,-2.5689e-05+0.00095033i,0.00062897+0.00098587i,0.0014012+0.00071282i,0.0013366+0.00070742i,-0.00010004+0.0018458i,-0.00059122+0.0030006i,0.0001792+0.0033961i,0.00102+0.0029202i,0.0015522+0.00236i,0.0018165+0.002045i,0.0017409+0.0019383i,0.0013208+0.0010856i,0.00070858-2.4228e-05i,0.00070731+4.8415e-06i,0.00043094-1.8635e-05i,-0.00013369-0.00096239i,-0.00025378-0.00078937i,-0.00034325+2.9435e-05i,-0.00033536-0.00012044i,-0.00038166+4.6224e-05i,-0.00044173+0.00061302i,-4.0725e-05+0.00036365i
0.00098722-0.0015857i,-8.5797e-05-0.0011855i,2.2125e-05-0.00091482i,-0.00048526+6.3759e-06i,-0.0017894+0.00044072i,-0.0028816+0.0016528i,-0.0020835+0.0023512i,-0.00059058+0.00084111i,0.00066896-0.00095117i,0.00035627-0.00079381i,-0.00080835-0.00079859i,-0.0010092-0.0005613i,-0.0008597+0.00070907i,-0.00046212+0.0014825i,-0.00017665+0.0017176i,0.00033422+0.0019454i,0.00029127+0.0012058i,0.00031152+0.00078518i,0.000766+0.001282i,0.00083938+0.0013516i,0.00074192+0.00091442i,0.00091646+0.00063356i,0.00077557+0.00017072i
-0.0007269+0.00024496i,0.00015418+0.00044818i,-0.00031264+0.0015243i,-0.00091918+0.0016893i,-0.00041343+0.00039681i,-0.00042594-4.5546e-05i,-0.0004879-0.00026192i,0.00060019-0.00015293i,0.0021816-0.00086072i,0.0024401-0.0022644i,0.0011461-0.0022959i,0.00039302-0.0011567i,-0.00019562-0.00053943i,-0.00049682-0.0012226i,-0.00029063-0.0015293i,-0.00019736-0.00053563i,-0.0002365+0.00067114i,-0.00088185+0.0013072i,-0.0010718+0.00095847i,-0.00043553+0.00044257i,3.6062e-05+0.00010844i,0.00065068-0.0001227i,0.00093223+0.00013876i
-0.00028802-3.7889e-06i,0.00015497+0.00087725i,-6.6086e-05+0.00039771i,-0.00028704-9.4893e-05i,-0.00026817+0.0015558i,-0.000637+0.0028387i,-0.0007868+0.0028092i,0.00058114+0.0019685i,0.0023333-0.00061017i,0.0029998-0.0020079i,0.0029995-0.0018613i,0.0016878-0.0017189i,0.00016846-0.0013184i,-0.00043403-0.0016158i,-0.00056376-0.00194i,-0.00027384-0.0018308i,-0.0006748-0.00088692i,-0.0012947-3.0092e-05i,-0.001226-0.00071056i,-0.00039533-0.00077144i,0.00018163-0.00026744i,0.0001006+0.00026076i,0.00020989+0.0012819i
-0.00025318+0.00024929i,-0.00027025-0.00052263i,0.0010553-0.00030698i,0.002008+0.0010045i,0.0015521+0.0014239i,-0.00027854+0.001955i,-0.0015199+0.003263i,-0.0010816+0.0028445i,0.00060353+0.0011727i,0.0018812+0.00031145i,0.002004+0.00046686i,0.0019646+0.00091968i,0.0011769+0.00052413i,1.3028e-05-0.00060183i,-0.00044022-0.0014547i,0.00032368-0.0011314i,0.00068139+0.00033051i,0.00052094+0.0009581i,0.00026453+0.00032448i,0.00012257+0.00028178i,-0.00016325+0.000216i,-3.4862e-05-0.0002121i,0.00030684-0.00023818i
0.0019503-0.00091063i,0.0023103+7.4867e-05i,0.00086848+0.00089383i,0.00052192+0.0013259i,0.00064991+0.0014718i,-0.0010038+0.00080879i,-0.002292+0.00059495i,-0.0014361+0.00060576i,5.0873e-05+0.00059005i,0.00034509+0.00044216i,-0.00021344+0.00089693i,-0.00051522+0.0013156i,0.00014302+0.0011209i,0.00036492+0.001266i,-0.00029696+0.0017085i,-0.00041848+0.0016264i,0.00022916+0.0020853i,0.00035677+0.0022673i,0.00017821+0.0018536i,-0.00069763+0.0011173i,-0.00076857-0.00012381i,-0.00022628-0.00085499i,-0.000133-0.00088232i
-8.9727e-05+0.0033062i,-0.00032465+0.0022703i,0.00027494+0.0027322i,0.00093648+0.0017459i,0.0003275+0.00011153i,0.0001599-0.00065296i,0.00073803-2.3979e-05i,0.0015513+0.001016i,0.0024772+0.00073509i,0.0024047-0.00077352i,0.0014725-0.0021298i,0.00050081-0.0011698i,-0.00021378+0.00029104i,-0.00047304+4.4206e-05i,-0.00031046+0.0004473i,-6.7578e-05+0.0013058i,-0.00042377+0.00064848i,-0.00026865+0.00046027i,8.6523e-05+0.00084518i,-0.0001738+0.00051393i,5.2062e-05+0.00031746i,0.0006137+0.00073488i,0.00058039+0.0012665i
-0.0022638+0.0011i,-0.0023553+0.0024139i,-0.0018123+0.0017185i,-0.00085921+0.00012069i,-0.00023205+1.5417e-05i,-0.000893+0.0010818i,-0.0011996+0.001937i,-0.00046355+0.0017861i,0.00032761-0.00010593i,0.0012302-0.0014845i,0.002024-0.0020186i,0.0017545-0.0019699i,0.00065263-0.0012314i,-0.00051665-0.00059045i,-0.001306-0.00090132i,-0.0011984-0.0018112i,-0.00078085-0.001923i,-0.00053466-0.001082i,-0.0004322-0.00015076i,-0.00074958-4.8465e-05i,-0.00094744+7.4453e-05i,-0.00079591+5.916e-05i,-0.00082618+0.00029895i
0.00039459-0.00079668i,0.0004188+0.00047506i,0.0012224-5.9116e-05i,0.0017467-0.00082921i,0.0010179-0.00033934i,-0.00044522+0.00069414i,-0.0012996+0.0013214i,-0.00072796+0.0012026i,0.00083519+0.00071838i,0.0017846+0.00033534i,0.001803+0.00052248i,0.0008915-0.0002252i,0.00014821-0.0016221i,0.0006752-0.0021225i,0.0010217-0.0014392i,0.0009046-0.00048881i,0.00026392+0.00072218i,-0.0001915+0.00081662i,-0.00026037+0.00028934i,-0.0006711+0.0010638i,-0.00044121+0.0011489i,-0.00020403-1.8495e-05i,-0.00045943-0.00078007i
0.00040278-0.00038333i,0.00092844+0.0007359i,0.00091837+0.0026084i,-0.00022958+0.0038455i,-0.0014038+0.0023068i,-0.0014599+0.0014995i,-0.0013551+0.0019516i,7.3767e-05+0.0015099i,0.0016247+0.0013582i,0.0014437+0.0020231i,0.00066648+0.0017357i,-0.00041413+0.00053347i,-0.00080097+0.00021441i,-3.6956e-05+0.00065757i,0.00040712+0.0010929i,3.4611e-05+0.0017174i,0.00017856+0.0020863i,0.00020485+0.0022896i,0.00040699+0.002218i,0.0013174+0.0014226i,0.00090309+0.00064287i,0.00014221+0.00029565i,0.00024655-0.00049672i
0.00064025+0.0022085i,0.00096616+0.0015206i,0.00072319+0.00039444i,-0.00012866+4.9423e-05i,9.8449e-05-0.0001733i,-0.00019176+0.00016136i,-0.00087371+0.00090614i,0.00060162+0.0012057i,0.0014775+0.00091486i,-4.9168e-05+0.00030465i,-0.0016066-0.00040653i,-0.001773-0.00030934i,-0.0015396+0.00040968i,-0.0011381+0.00098187i,-0.00072943+0.0008589i,-0.00039726+0.00089646i,-0.00053932+0.00074627i,0.00016232+0.00031527i,0.00014269+0.00067749i,-0.0011869+0.00098642i,-0.0011761+0.001079i,-0.00043908+0.00068418i,-2.6474e-05-2.5558e-05i
-0.0023049-0.00027668i,-0.0011811-0.0007043i,-0.000383-0.00011078i,0.0015571+0.0013843i,0.0030129+0.0021742i,0.0033477+0.0023601i,0.0016945+0.0026808i,0.00042141+0.0015945i,0.00090022-0.00070544i,0.0018878-0.0017143i,0.002351-0.0015902i,0.0011983-0.0011405i,-0.0013079+1.2248e-05i,-0.001525+0.0001379i,-0.00086474-0.00062463i,-0.00047184-0.0010492i,0.00061011-0.00054014i,0.00051363-0.00050947i,7.2744e-05-0.0011722i,-0.00028563-0.0019038i,-0.00052903-0.0018171i,0.00023127-0.00041272i,0.00022688+0.00018356i
-0.0014146-0.00053237i,-0.00044441-0.0011571i,0.00069087-0.00018114i,0.0020212+0.0019833i,0.0016348+0.0026266i,-1.588e-05+0.0021886i,-0.0007814+0.0015338i,-2.4467e-05+0.00060642i,5.9871e-05-0.0011142i,0.00020178-0.0019391i,0.0015776-0.00035097i,0.0020355+0.00057578i,0.0019367-4.6352e-05i,0.0011377-0.00022281i,0.00052379-0.00015235i,0.0010086-0.00039016i,0.0012651-0.00029981i,0.0010927-6.0698e-06i,0.00055232-0.00048518i,0.00049247-0.00071053i,0.00028342-0.00039561i,4.1988e-05+0.00051025i,0.00061481+0.00078202i
0.0008463+0.0015212i,0.00096809+0.0021124i,0.00061408+0.0016785i,-0.00034901+0.0014142i,-0.001102+0.0009576i,-0.0001989+0.00033206i,0.00072929+0.00025591i,0.00084244+0.00057376i,0.00063313+0.0014353i,8.3894e-05+0.0014459i,2.076e-05+0.0011285i,9.2435e-05+0.00027193i,0.00039257+0.00020035i,0.00062392+0.0010964i,0.00025612+0.00088204i,-0.00020271+0.0013747i,-0.00060205+0.001758i,-0.00026307+0.0015474i,0.00054568+0.0013193i,0.001268+0.00043045i,0.001216+0.00070556i,0.00076546+0.001357i,0.0011187+0.00097963i
0.0014814+0.0010552i,0.00071843+0.0018637i,3.6493e-05+0.00087835i,1.8607e-05-0.00048774i,0.00063835-0.0010243i,0.00011447+0.00027404i,0.00016289+0.0018138i,0.0002343+0.0027581i,-0.00049467+0.002889i,-0.0017088+0.0020469i,-0.0021189+0.00060978i,-0.0017284-0.00051162i,-0.0014434-0.00052704i,-0.00088379-0.00016596i,-0.00089349-1.9439e-05i,-0.0015942+0.0010215i,-0.0021792+0.0012991i,-0.0016917+0.0015313i,-0.0012142+0.0019505i,-0.0004324+0.0018762i,0.00070254+0.0011345i,0.00087064+0.00032665i,0.00024266-0.00046067i
-0.00027529+0.0005255i,-0.00058316+0.000843i,3.3704e-05-0.00032151i,0.0011558-0.00052738i,0.0016858+0.0015058i,0.00020257+0.0026247i,-0.0011556+0.0025763i,-0.00038886+0.0018409i,0.00076514-0.00018382i,0.0014664-0.0022944i,0.0017551-0.0041766i,0.00075584-0.003388i,-0.00011067-0.0009372i,-0.00078148-0.00062135i,-0.00080457-0.001029i,-0.00046295-0.0011681i,-0.00059477-0.0010473i,-0.00084037-0.00092149i,-0.00062605-0.00086526i,-0.0006956-1.4222e-05i,-0.001349+0.00016988i,-0.0012344-0.00012666i,-0.00090704-0.00024749i
-0.0016247-0.0016666i,-0.0012464-0.0011965i,-0.00059177+0.001085i,0.00014214+0.0038609i,-0.0007545+0.0049777i,-0.0018425+0.004047i,-0.00091055+0.0017889i,0.0017356-3.5633e-05i,0.0039777-0.00090382i,0.0047228-0.00063946i,0.0039289-0.0006856i,0.0023903-0.00030142i,0.00092969-0.00015096i,0.00027307-0.0010763i,-0.00010345-0.00042903i,0.00011724+0.001097i,0.0015221+0.001297i,0.0017489+0.00090285i,0.0014744+0.00046132i,0.00164+0.00062026i,0.00065439+0.00049683i,-0.00015332+0.00038861i,0.00032168+0.00056774i
0.00039065+0.0016304i,0.00078415+0.0016222i,0.00014446+0.0030488i,-0.00017825+0.0035212i,0.00028335+0.0019395i,-0.00034493+0.00044366i,-0.00011003+0.0011655i,0.001618+0.0013776i,0.0028888+0.00033144i,0.0026136+0.00018142i,0.0013249+0.0006534i,0.00029088+0.0015638i,0.0002569+0.0017254i,0.00045907+0.0019659i,-0.00037834+0.0022529i,-0.0013988+0.0012288i,-0.0017485+0.00028583i,-0.00068732+4.4577e-05i,0.00034204+0.00050859i,0.00031738+0.0014295i,0.00047178+0.0013225i,0.0001074+0.0010644i,-0.00028287+0.0011817i
-0.00050663+0.00037531i,-0.0010802+0.0019379i,-0.0017151+0.0012982i,-0.00032135-0.0010728i,0.0013077-0.0023802i,0.0020702-0.0010043i,0.0012696+0.0010455i,-0.00091346+0.0012149i,-0.0027109-0.00053507i,-0.0036734-0.001034i,-0.0039754-0.00042707i,-0.0027354-0.00062772i,-0.00077636-0.00067963i,-0.00049651+0.00011208i,-0.0014068+0.0010421i,-0.0019859+0.00057269i,-0.001878-0.00027445i,-0.0009262+2.7815e-05i,-0.00070599+0.0001555i,-0.0010854+0.00052265i,-0.00070904+0.0011115i,-0.00036881+0.00048146i,-0.00059945-0.00059289i
-0.0018399+0.00017809i,-0.0022434-0.0012545i,-0.00088533-0.0020405i,0.0017179-0.00060635i,0.0029118+0.0012981i,0.00077393+0.0019977i,-0.0004165+0.0012859i,-0.0014777-0.00048883i,-0.0031241-0.0014143i,-0.0029308-0.0018711i,-0.0018355-0.0026281i,-0.001311-0.0034842i,-0.0015706-0.0035095i,-0.0015991-0.0023997i,-0.0012152-0.0002746i,-0.00088932+0.00061908i,-0.00026422+1.9585e-06i,-0.0001966-0.00019094i,-0.00099225+0.00086943i,-0.0011894+0.00094143i,-0.0005972+5.8819e-05i,0.00034058+0.0001369i,0.0013913-2.8533e-06i
6.4768e-05-0.0023525i,0.00082423-0.0019706i,0.0013001+0.0011474i,0.0010241+0.004316i,-0.00064819+0.004598i,-0.0022762+0.003568i,-0.0012534+0.0028077i,0.0013431+0.0020709i,0.0028508+0.0019877i,0.0035676+0.0015237i,0.003693+0.00028323i,0.0024268-0.00052108i,0.00021859-0.0009615i,-0.00017263-0.00094384i,-7.8496e-06-0.00052935i,-0.00011048+0.00012691i,-7.4326e-06+0.0014916i,0.00064307+0.0019293i,0.001543+0.00084669i,0.0019812-7.2596e-05i,0.00069256+0.00010444i,-2.5056e-05+0.0004502i,0.00070068+0.00035357i
-0.00032034+0.0014553i,0.00083474+0.0020911i,0.00020595+0.0018516i,-0.0010868+0.0011564i,-0.0021714-0.00017229i,-0.0024526-0.00078887i,-0.00050693+0.00091195i,0.0023695+0.0033152i,0.0046701+0.0048661i,0.0049282+0.0047312i,0.0037053+0.0045755i,0.0016598+0.0036835i,0.00059029+0.0026805i,0.00054516+0.0020896i,-0.00046533+0.0010179i,-0.00096574+0.00052279i,-0.00086729+0.00056344i,-0.00079711+0.00084665i,-0.00013268+0.0014128i,0.00078134+0.0020119i,0.00035691+0.0014888i,-0.00013294+0.00022985i,1.603e-06-0.00037674i
-0.0016374-0.00024852i,-0.0024136-0.00053499i,-0.0022917-0.00098074i,-0.00084314-0.0016607i,0.00057314-0.0024742i,0.00066139-0.0013986i,-0.0002911-6.4318e-06i,-0.00021205+0.00018735i,0.0012416-0.00068775i,0.0012614-0.00079105i,-0.00053432+6.5171e-05i,-0.0018498+0.0010819i,-0.0016448+0.0018231i,-0.0013197+0.0012486i,-0.001356+0.00082054i,-0.0012158+0.00027488i,-0.00062927-0.00079579i,-0.00020328-0.0014368i,-0.00066582-0.00059325i,-0.00082901+0.00076462i,0.0002821+0.00087779i,0.00065701+9.0054e-05i,0.00011509-0.00035355i
0.00047646-0.00098724i,3.6987e-05-0.0012099i,0.00087071-0.00043975i,0.0030807+0.001164i,0.0041193+0.0028812i,0.0023641+0.0026815i,-0.00093494+0.00023312i,-0.0015399-0.0031868i,-0.00014443-0.0059729i,-0.00037463-0.0072427i,-0.0018306-0.0064237i,-0.0017972-0.0037013i,-0.00087264-0.0018345i,-0.00032619-0.0021585i,0.00014672-0.0016496i,0.0012163+0.00021716i,0.0012014+0.0010641i,0.00062711+0.00065465i,-0.00015682-0.00036757i,-0.00012785-0.00069071i,0.00071105+0.00014934i,0.00063141+0.0013169i,0.00013948+0.0010256i
-0.0006382+0.0013779i,0.00080809+0.001071i,0.0015153+0.0031146i,0.0012845+0.0055993i,-0.0005629+0.0063634i,-0.00087306+0.0043281i,-4.5409e-05+0.0024306i,0.00012368+0.0014674i,0.00048901-0.00038026i,0.0017929-0.0020904i,0.0029021-0.002909i,0.0033687-0.0031672i,0.0026533-0.002427i,0.00013709-0.0011532i,-0.0014916+0.0001409i,-0.0017351+0.0010025i,-0.0010608+0.0012398i,-0.00018385+0.00047318i,-7.0871e-05-0.00013649i,0.0005636-0.00015563i,0.00058804-5.4994e-05i,-0.00037314+0.00028081i,-0.00015902+7.1297e-05i
-0.0010713+0.00066208i,-0.00081909+0.00090711i,-0.0020436+0.0012642i,-0.00199+0.0011541i,-0.0013004+0.00011191i,-0.0015033-0.00050195i,-0.0021767+0.0020227i,-0.0022532+0.0052686i,-0.0015314+0.0062069i,-0.00031082+0.0056486i,0.0014733+0.0044041i,0.0018339+0.0025841i,0.0011815+0.00092426i,0.0013597-4.768e-05i,0.00060379-8.4778e-05i,-0.0013958+0.00024803i,-0.0016471+0.00046385i,-0.00044658+0.00085761i,-3.4008e-05+0.0010007i,-3.5904e-05+0.00089657i,0.00014517+2.3212e-05i,-0.00056163-0.0007659i,-0.0013103-0.00069478i
-0.0026211+0.0014095i,-0.0039753+8.9702e-05i,-0.0032558-0.001318i,0.00011033-0.0031722i,0.0037794-0.0034926i,0.0032857-0.0014196i,-6.603e-05+0.00098851i,-0.0012982+0.0031448i,-0.00075528+0.0040235i,0.00025198+0.0041407i,5.3239e-05+0.0038624i,-0.0018371+0.0028588i,-0.0031843+0.0016982i,-0.0023188+0.00085564i,-0.00090351-0.00051385i,-0.00033103-0.0017917i,0.00071948-0.0020327i,0.0011749-0.0017021i,-0.00038674-0.00072651i,-0.00063913+0.00014365i,-3.5523e-05+5.3329e-05i,-0.00020111-0.00037716i,-0.00065108-0.00013396i
-0.00016765-0.0029971i,0.00068293-0.0018529i,0.0017807+3.6447e-05i,0.0026901+0.0026542i,0.0026204+0.0042435i,0.0019353+0.0044938i,0.0028515+0.0018084i,0.0044955-0.00091379i,0.0050707-0.0026641i,0.0034557-0.0034407i,0.0003366-0.00243i,-0.0020151-0.0016058i,-0.0025936-0.00069078i,-0.0011745-0.00055444i,-8.224e-05-0.00058448i,0.0010429-3.0718e-05i,0.0018398+0.00049106i,0.0011594+0.00082575i,8.9921e-05+0.00041101i,-0.00042896+0.0001655i,-0.00028196+0.0016358i,0.000176+0.0022119i,0.00054381+0.00060839i
0.0017699+0.0025289i,0.002556+0.0019985i,0.0019568+0.0028167i,-0.00038821+0.0030056i,-0.0026877+0.0037565i,-0.0036225+0.0035333i,-0.0018576+0.0023307i,0.0027655+0.001262i,0.0065996-0.0012505i,0.0065582-0.0040223i,0.0047921-0.0049298i,0.0031905-0.0040762i,0.0013641-0.0025495i,9.9062e-05-0.00029772i,-0.001269+0.0011332i,-0.001664+0.0017665i,-0.0012236+0.0013535i,-0.0010615+7.0487e-05i,-0.0006071-0.00012379i,0.0004586+0.00059277i,0.00062509+0.0014404i,-0.00036601+0.0014575i,-0.00066942+0.00084523i
3.3897e-05-0.00020611i,-0.00041847+0.00077053i,-0.0028481+0.0010255i,-0.0038877+0.0002107i,-0.0036266-0.0014944i,-0.0023779-0.0011881i,-0.0021149+0.00036402i,-0.0028833+0.00064689i,-0.0022561+0.00046156i,-0.00048218+0.001375i,0.0013248+0.001712i,0.0026203+0.0011238i,0.0021082+0.0011342i,0.0003078+0.00055645i,-0.0018738-0.0010657i,-0.0029932-0.0012598i,-0.0025114-0.00072574i,-0.0014959-0.00022228i,-0.00018008+0.00039153i,0.00035308+0.00077829i,8.5955e-05+0.00013492i,0.00023964-0.0011865i,0.00029749-0.0011292i
-0.00149+0.0010082i,-0.0021497+0.00013717i,0.00023516-0.0018589i,0.0040999-0.0039715i,0.0060034-0.0046132i,0.0030512-0.0030171i,-0.0019579-0.00038526i,-0.0049349+0.00043931i,-0.0057933+0.00054747i,-0.0046178+0.0013251i,-0.0020325+0.0015688i,-0.00021578+0.0010434i,0.0002206+0.00012295i,0.00018956-0.00062028i,-0.00016522-0.0009938i,0.00016987-0.0015075i,0.00048797-0.0011753i,0.00028623-7.9232e-05i,0.00026182-0.00014171i,4.0717e-05-0.0010953i,-0.00033051-0.00070505i,-0.00040225-0.00081433i,-4.864e-05-0.00096806i
-0.0019622-0.0018234i,-0.0013104-0.00047729i,0.001515+0.0020874i,0.0045827+0.0045882i,0.0044327+0.0057888i,0.0021811+0.005473i,0.00091957+0.0041646i,0.001169+0.0027851i,0.0013894+0.0016978i,0.00091421+0.0013844i,-0.00024635+0.00088522i,-0.0015293-0.0003657i,-0.0020048-0.0017184i,-0.0010179-0.0016194i,-0.00017113+0.00028074i,0.00040701+0.0015241i,0.00075773+0.0020823i,0.00034643+0.0019899i,0.00053622+0.0016099i,2.2833e-05+0.00164i,-0.00062766+0.0012152i,-0.00048029+0.00079515i,-0.0004939+0.0010679i
0.0030167+0.0031438i,0.00087975+0.0045083i,0.00051785+0.0059619i,-0.0016134+0.0057242i,-0.0035414+0.0034967i,-0.0035467+0.0021021i,-0.0018025+0.0041052i,0.0029611+0.0067904i,0.0075702+0.0057164i,0.0083924+0.0013252i,0.005083-0.0018426i,0.00037422-0.0029093i,-0.0019897-0.0025912i,-0.002059-0.00066649i,-0.0016809+0.0010002i,-0.0020305+0.0017938i,-0.002114+0.0013293i,-0.0017123+0.0012157i,-0.0017486+0.0021818i,-0.0018508+0.002401i,-0.0012803+0.0018122i,-0.00077287+0.0018757i,-0.00029373+0.001391i
-0.0013412+0.0026566i,-0.0017325+0.0023267i,-0.0027494+0.001102i,-0.0019982-0.0018209i,-0.00057966-0.0045314i,-0.00029597-0.0043094i,-0.00098884-0.0021748i,0.00069908-0.00036862i,0.0041219+0.00032901i,0.0047906+7.8428e-05i,0.0030036-0.0005833i,0.0010763-0.00086956i,-0.00040161-0.00039866i,-0.0015799-0.00033332i,-0.0021712-0.00063742i,-0.0019804-0.0004255i,-0.00084858-0.00044452i,-0.00032256-0.0003526i,-0.00042671+0.00043849i,-0.00063604+0.00072022i,-0.00036187+5.4148e-05i,-4.8766e-05-0.00029346i,-0.00021123+5.264e-05i
-0.0027898+0.00021579i,-0.0025291-0.0011332i,3.8523e-05-0.0017389i,0.004244-0.002056i,0.006429-0.0023358i,0.0051127-0.0026208i,0.0025584-0.004267i,0.00065658-0.0068403i,-0.00069322-0.0070855i,-0.0019895-0.003517i,-0.0016573+0.00057013i,-5.6984e-05+0.0026312i,0.0014532+0.0028787i,0.0015193+0.0015423i,0.00078769+4.2276e-05i,0.0011294-0.00034647i,0.0021895+0.00058744i,0.0019253+0.0010696i,0.0012806+0.00020027i,0.0013955-0.00018788i,0.0018764+0.00035529i,0.0021288+0.0003335i,0.0011748-0.00030185i
0.00093556-0.00060587i,0.0017229-0.00023031i,0.0036105+0.0025144i,0.0046483+0.0067059i,0.0033349+0.0088647i,0.0010125+0.0070227i,-0.00034246+0.0027734i,-0.00088934-0.00065473i,-0.0014342-0.0026376i,-0.0018002-0.0028924i,-0.001461-0.00048804i,-0.0006549+0.0017664i,0.00035869+0.0015256i,0.0011827+0.0010093i,0.0014321+0.00083446i,0.001316+0.0012982i,0.0010673+0.0023428i,0.0011814+0.0027276i,0.001171+0.0017005i,0.0012459+0.00041035i,0.00083782+4.9105e-05i,2.6196e-05-0.00068432i,-0.00046408-0.00060318i
0.0011814+0.0010492i,0.001168+0.0035611i,-0.0013409+0.0048899i,-0.0051094+0.0055333i,-0.0067418+0.0054658i,-0.0055392+0.0043121i,-0.0046623+0.004932i,-0.0044065+0.006247i,-0.0020295+0.0054775i,0.0016671+0.0033815i,0.0033762+0.00092919i,0.0019859-0.00083398i,0.00037085-0.0014271i,-1.0187e-05-0.0006759i,-0.0011313+0.00080141i,-0.0031781+0.00099491i,-0.0037503+0.00035661i,-0.0027998-6.1568e-05i,-0.0015987+0.00044737i,-0.0012345+0.0011172i,-0.0012915+0.0014003i,-0.0018932+0.00086316i,-0.0018687-0.00018504i
-0.0029787+0.0017786i,-0.0032282+0.0016405i,-0.0032886-0.00097059i,-0.0020228-0.0056567i,-0.00023226-0.0086399i,-0.00081107-0.0054516i,-0.0028074+0.0002836i,-0.0023106+0.0046594i,0.00029193+0.0063598i,0.0032534+0.0039859i,0.0044402+0.00014982i,0.0021608-0.0017923i,-0.001028-0.0020148i,-0.0032372-0.0021723i,-0.0039431-0.0017606i,-0.0034505-0.001912i,-0.0021467-0.0023696i,-0.0010224-0.0013269i,-0.0011016-0.00092212i,-0.0020566-0.00083991i,-0.0025662-0.00077018i,-0.0015392-0.00017438i,-0.00046802+4.749e-05i
-0.00090862-0.00061761i,6.8101e-05-0.0026151i,0.0045621-0.0036326i,0.008943-0.0030003i,0.010509-0.0012574i,0.0076481+0.00020391i,0.0049926+0.00068112i,0.0056579+0.00098952i,0.0057021+0.00085169i,0.0033607-0.00079436i,0.00098922-0.0018423i,-0.00016983-0.0020049i,-0.00050316-0.0019416i,-0.00047958-0.0012841i,0.00061833-0.00080937i,0.0021309+1.4269e-05i,0.0023633+0.00090087i,0.002176+0.00082363i,0.0018864+0.0001643i,0.00099585-0.00011532i,-6.0279e-05+0.00080992i,-0.00029693+0.0021597i,-0.00066694+0.0024924i
0.0010951+0.00042468i,0.0021712+0.0021317i,0.0022698+0.0054651i,0.0018849+0.0097903i,0.00048011+0.011134i,-8.5919e-05+0.0076495i,0.0024536+0.0047848i,0.0059548+0.0016945i,0.0062453-0.0031182i,0.0027134-0.0047191i,-0.00091108-0.0015629i,-0.0024369+0.0025929i,-0.0017521+0.0034304i,-0.00020038+0.0030354i,0.00093503+0.0027137i,0.00041717+0.002554i,-0.00061842+0.0027415i,0.00018046+0.0023741i,0.0014746+0.0017823i,0.0017921+0.001905i,0.0012797+0.0018692i,0.0012721+0.0012632i,0.00056956+0.00023119i
-0.00047466+0.0025956i,-0.0011883+0.0038777i,-0.0034587+0.0041585i,-0.006004+0.0025672i,-0.007199+0.00098594i,-0.0067017-0.00012142i,-0.0056499-0.00097994i,-0.0032363-0.0024003i,0.00019195-0.0034878i,0.001456-0.0023958i,0.0012248+0.0007343i,0.00070242+0.0031564i,0.00040122+0.0033991i,1.4067e-06+0.0031102i,-0.0013384+0.0017455i,-0.003128+1.1668e-05i,-0.0035277-0.0010134i,-0.0024423-0.0010968i,-0.00016161+0.00035774i,0.00052779+0.0016728i,7.5028e-05+0.0013468i,0.00026814-5.0061e-05i,-0.00015712-0.0017294i
-0.0014083-0.00063048i,-0.0027939-0.0020369i,-0.002248-0.0047301i,-0.00074405-0.0085936i,0.00072597-0.010227i,0.00027268-0.0078652i,-0.00266-0.0050933i,-0.0046559-0.0040436i,-0.0032463-0.0020485i,-0.00055911+0.0013021i,0.00082244+0.0023403i,0.0017141+0.0010711i,0.0014249+0.00017485i,-0.00075727-0.0012475i,-0.0026697-0.0024482i,-0.0019709-0.0026288i,-0.00022431-0.0026472i,0.000244-0.0025249i,5.3724e-05-0.0016925i,-0.00015667-0.000467i,-0.0002868+0.00016172i,2.5209e-05+0.0001175i,0.00061443+0.00016455i
-0.0014524-0.00024235i,-5.7049e-05-0.0012215i,0.0034128+0.0002288i,0.0086225+0.0024291i,0.011862+0.0039539i,0.009115+0.0045462i,0.003614+0.0039742i,-0.00030909+0.0036691i,-0.0023349+0.0045708i,-0.0015699+0.0043923i,0.0009674+0.0010999i,0.0016365-0.0024164i,0.00069796-0.0043463i,-8.6931e-05-0.0043615i,-0.0005499-0.0023993i,0.00020763-4.4334e-06i,0.00097302+0.0013055i,0.00080621+0.0015357i,0.00033855-0.00015083i,0.00016815-0.0014477i,-0.00029498-0.00091874i,-0.00059441+5.0773e-05i,-0.00028247+0.00065709i
