0.0012382-0.00075481i,0.00070466-0.0024314i,-0.00066823-0.0025581i,-0.0016151-0.00077157i,-0.0022359+0.0013621i,-0.0017068+0.0020745i,0.00037846+0.0020161i,0.0017744+0.0018849i,0.0016793+0.00081203i,0.00077338-0.00033892i,7.2018e-05-0.00053001i,-0.00013373-0.00066619i,0.00025706-0.00062588i,0.00018473-0.00030496i,-0.00065534-0.00028854i,-0.00071422+0.0002901i,-0.00010994+0.0005695i,0.00059582+0.0001327i,0.00079839-0.00030423i,0.00074477-0.00068379i,0.0013084-0.00042182i,0.001109-0.0002456i,0.00046247-0.00026204i
0.0907+0.080864i,0.25011+0.11928i,0.4125+0.043636i,0.40003-0.12072i,0.22834-0.20541i,0.075665-0.17555i,0.002051-0.12013i,-0.021566-0.053857i,-0.0048168+4.1387e-05i,0.012814+0.0078934i,0.014791+0.013111i,0.028507+0.031628i,0.043229+0.029882i,0.036771+0.010008i,0.019949-0.0023362i,0.010755-0.0048952i,0.0072195-0.0071472i,-0.00064071-0.0064795i,-0.0081177-0.0029436i,-0.0081562-0.00052143i,-0.002192+0.0014491i,0.0079502+0.0036254i,0.019887+0.0030184i
-0.076156+0.093619i,-0.11652+0.25252i,-0.063633+0.41097i,0.067344+0.40798i,0.14674+0.24808i,0.14289+0.089349i,0.10946+0.0018951i,0.04921-0.027496i,-0.0020656-0.0095031i,-0.0078364+0.012515i,-0.011665+0.018816i,-0.027303+0.034229i,-0.023765+0.049991i,-0.0063128+0.044134i,0.0042127+0.025004i,0.0072587+0.011809i,0.0094683+0.010547i,0.011599+0.010233i,0.011073+0.0064009i,0.006466+0.0024031i,-0.00057442+0.0011736i,-0.006056+0.0068088i,-0.0052009+0.016405i
-0.10542-0.069275i,-0.26071-0.10642i,-0.41534-0.076424i,-0.42507+0.017594i,-0.28298+0.09381i,-0.11873+0.11819i,-0.014738+0.10692i,0.023942+0.055842i,0.0099641+0.0081106i,-0.011135+0.0030296i,-0.019027+0.0019477i,-0.035899-0.011732i,-0.050753-0.012134i,-0.042255-0.0018165i,-0.023039+0.003363i,-0.010799+0.0053034i,-0.0051482+0.0089352i,0.0017154+0.010273i,0.0084371+0.0068975i,0.0089247+0.0023549i,0.002154-0.00041036i,-0.0086828-0.0025363i,-0.020795-0.0048135i
0.05406-0.099835i,0.094387-0.24571i,0.091435-0.39451i,0.026543-0.41981i,-0.056992-0.29672i,-0.11461-0.1315i,-0.12426-0.014602i,-0.076692+0.030402i,-0.024019+0.016661i,-0.010031-0.0093109i,-0.0078147-0.023731i,0.0022834-0.040005i,0.0054814-0.05125i,-0.00072622-0.04251i,-0.0050166-0.02291i,-0.0066999-0.0099634i,-0.010199-0.0083039i,-0.012253-0.0086417i,-0.0085255-0.0054541i,-0.0024712-0.001332i,0.001331-0.00028682i,0.0029939-0.0056487i,0.0029344-0.015373i
0.094584+0.049392i,0.22822+0.094049i,0.36204+0.11478i,0.38713+0.071941i,0.27381-0.018142i,0.11445-0.098937i,-0.0016152-0.12331i,-0.045966-0.081697i,-0.028727-0.03056i,0.0051024-0.017824i,0.023099-0.019786i,0.037917-0.012091i,0.049731-0.0062162i,0.041814-0.0047039i,0.022322-0.0027072i,0.0093676-0.0033936i,0.0028685-0.0074263i,-0.0048479-0.011456i,-0.010857-0.012255i,-0.0095784-0.0094931i,-0.0023806-0.00501i,0.0073439-0.00045898i,0.016637+0.0036459i
-0.040555+0.092797i,-0.095059+0.20478i,-0.1412+0.30949i,-0.12893+0.31811i,-0.045633+0.21219i,0.05348+0.073275i,0.098178-0.024358i,0.070362-0.056708i,0.026454-0.033116i,0.015901+0.0041097i,0.02107+0.023695i,0.017339+0.035778i,0.0096541+0.04411i,0.0041683+0.036543i,0.00090117+0.020063i,0.002637+0.01034i,0.0087759+0.0085589i,0.012461+0.0086642i,0.0099411+0.0074088i,0.0059873+0.0031321i,0.0042554+0.00018545i,0.0018858+0.0036512i,-0.00024246+0.010705i
-0.092915-0.032411i,-0.18716-0.093556i,-0.26599-0.16921i,-0.26214-0.1916i,-0.16806-0.11658i,-0.053518+0.00091628i,0.022548+0.06922i,0.046801+0.05979i,0.024837+0.02778i,-0.0075185+0.023458i,-0.022673+0.032118i,-0.030086+0.031058i,-0.035487+0.021347i,-0.031059+0.0080229i,-0.020126+0.00011317i,-0.010066+0.0021402i,-0.0021482+0.0088698i,0.0047161+0.013098i,0.0093332+0.01329i,0.0090665+0.011156i,0.0028811+0.007086i,-0.0059042+0.0024054i,-0.013977-0.00095216i
0.025011-0.078403i,0.096959-0.15771i,0.19941-0.22002i,0.24442-0.21341i,0.16636-0.13851i,0.023627-0.048889i,-0.06542+0.010567i,-0.06676+0.026091i,-0.037664+0.0057971i,-0.027575-0.019058i,-0.033712-0.027619i,-0.034683-0.027743i,-0.023241-0.028042i,-0.0099017-0.023843i,-0.0053146-0.014958i,-0.0081976-0.0074482i,-0.011394-0.0041357i,-0.012346-0.0052036i,-0.010452-0.005848i,-0.0061927-0.0024892i,-0.0034865+0.0010381i,-0.0021913-0.00060201i,-0.0017904-0.0064546i
0.062078+0.021685i,0.12711+0.10029i,0.17022+0.21608i,0.15436+0.26851i,0.09202+0.18519i,0.02788+0.030932i,-0.013062-0.071376i,-0.022944-0.082355i,-0.0047491-0.056014i,0.01699-0.043278i,0.02325-0.045772i,0.020599-0.043014i,0.020579-0.02821i,0.019128-0.011451i,0.012393-0.003453i,0.0044951-0.004172i,-0.0017578-0.007927i,-0.0070234-0.010894i,-0.010842-0.012153i,-0.0090293-0.010542i,-0.0030465-0.0068876i,0.0037203-0.0037252i,0.0085135-0.00074349i
-0.025233+0.050874i,-0.10707+0.1025i,-0.22525+0.12101i,-0.279+0.084873i,-0.19541+0.028434i,-0.041223-0.014081i,0.060765-0.034117i,0.07742-0.029925i,0.057245-0.008011i,0.042946+0.013308i,0.042868+0.019837i,0.041942+0.015985i,0.029228+0.014338i,0.013199+0.013126i,0.0053014+0.0094342i,0.0062726+0.0055205i,0.0086566+0.0028902i,0.010043+0.0045551i,0.010346+0.0060151i,0.0080681+0.0028249i,0.0063069+4.9777e-06i,0.0052919-0.00019568i,0.0035713+0.0023514i
-0.04861-0.025298i,-0.085255-0.10718i,-0.076765-0.22816i,-0.01758-0.28578i,0.033846-0.20551i,0.049641-0.057924i,0.045494+0.039894i,0.031601+0.061683i,0.011385+0.050369i,-0.0062951+0.041657i,-0.011996+0.045038i,-0.0073329+0.046465i,-0.0041792+0.03301i,-0.0045308+0.013268i,-0.0046732+0.0025104i,-0.0034826+0.0025984i,-0.0004676+0.0048126i,0.0023148+0.0068302i,0.0045254+0.008554i,0.0026374+0.0085445i,-0.0022513+0.0074836i,-0.0047417+0.0057629i,-0.0066032+0.0035541i
0.023752-0.040947i,0.10337-0.065534i,0.22752-0.037154i,0.28972+0.033935i,0.20827+0.072717i,0.062505+0.062773i,-0.031263+0.037863i,-0.052671+0.01547i,-0.041019-0.001325i,-0.032236-0.010317i,-0.037054-0.009294i,-0.040195-0.00066504i,-0.027745+0.0051051i,-0.010215+0.0049532i,-0.0028964+0.0013247i,-0.005092-0.0015697i,-0.0076386-0.0022455i,-0.0079643-0.0043078i,-0.006714-0.0059407i,-0.0053371-0.003395i,-0.0054754+0.0014055i,-0.0065623+0.0037651i,-0.0066122+0.0015998i
0.029012+0.0273i,0.04696+0.10371i,0.010352+0.22414i,-0.065385+0.27797i,-0.097162+0.19264i,-0.070025+0.053901i,-0.030183-0.032262i,-0.0042509-0.052072i,0.0082549-0.041028i,0.013032-0.031887i,0.0085578-0.034585i,-0.0025962-0.036162i,-0.0082359-0.024581i,-0.0060794-0.0082896i,-0.0014462-0.0012685i,7.2337e-05-0.0032346i,-0.00080901-0.005408i,-0.0009517-0.0060369i,-0.0012132-0.0069294i,-0.00047586-0.0074638i,0.00093619-0.0068822i,0.00076554-0.0065341i,0.00034266-0.0050762i
-0.022616+0.026453i,-0.093308+0.036544i,-0.20322-0.0095471i,-0.2458-0.091722i,-0.16127-0.1214i,-0.041636-0.082453i,0.027283-0.03204i,0.044448+0.00011238i,0.037142+0.014448i,0.02903+0.015643i,0.028096+0.0074263i,0.027381-0.0051907i,0.018571-0.011417i,0.005114-0.0076693i,-0.00037391-0.00069712i,0.0026091+0.0016484i,0.005531+0.0014679i,0.0052337+0.0032887i,0.0041283+0.0042114i,0.0040295+0.00010138i,0.0056775-0.004863i,0.0060336-0.0066064i,0.0046389-0.0045479i
-0.028407-0.017708i,-0.027352-0.079505i,0.027868-0.17359i,0.11457-0.20425i,0.14211-0.12771i,0.094255-0.032419i,0.034845+0.019294i,-9.5701e-05+0.035969i,-0.011504+0.035474i,-0.0081213+0.031484i,0.0011061+0.029373i,0.010463+0.027573i,0.014579+0.018389i,0.010878+0.0038077i,0.0031764-0.002026i,-0.00072032+0.00066905i,-0.00013461+0.003225i,-0.00036787+0.0037307i,-0.0015445+0.0043976i,-0.0014564+0.0056869i,-0.00067497+0.0065987i,0.00028828+0.0068897i,0.0012645+0.005842i
0.012265-0.016603i,0.068423-0.011767i,0.15108+0.045199i,0.17076+0.12803i,0.098874+0.14654i,0.019703+0.088017i,-0.017871+0.023854i,-0.027041-0.0063092i,-0.024368-0.010241i,-0.019914-0.0035481i,-0.018693+0.0047546i,-0.017979+0.015151i,-0.011211+0.021247i,-0.0020621+0.015734i,-4.9737e-06+0.0054624i,-0.0034568+0.00031673i,-0.0043058-0.00073622i,-0.0015825-0.0027807i,0.0010372-0.0042012i,0.0012823-0.0012464i,-0.00045244+0.0027844i,-0.0023081+0.0040301i,-0.0042357+0.0027488i
0.0063157+0.012001i,-0.00086306+0.062004i,-0.05309+0.12876i,-0.12959+0.13686i,-0.14027+0.072264i,-0.077925+0.0078258i,-0.015677-0.021162i,0.00866-0.025526i,0.0067824-0.01943i,-0.00091351-0.013414i,-0.0086878-0.010521i,-0.017218-0.0075931i,-0.021184-0.0016121i,-0.016413+0.0051458i,-0.0077167+0.005695i,-0.0016301+0.0019676i,0.00050211+0.00036086i,1.7971e-05-0.00061011i,-0.00028601-0.0023152i,0.00058545-0.0037852i,0.00082281-0.0049033i,-0.00038417-0.0060973i,-0.0018937-0.0065024i
-0.014984+0.0019948i,-0.057401-0.0036707i,-0.10751-0.054885i,-0.10267-0.12755i,-0.04542-0.13183i,0.00074893-0.070982i,0.015597-0.01665i,0.012356+0.0071207i,0.0056447+0.0088376i,0.0022896+0.0010785i,0.00084157-0.0065683i,-0.0013666-0.014833i,-0.0063092-0.020532i,-0.0097216-0.016673i,-0.0070018-0.0074031i,-0.0012516-0.0009954i,0.00097901+0.0012324i,-0.00084424+0.0022626i,-0.0023261+0.0028818i,-0.0013484+0.001492i,0.0020525-0.001238i,0.0047173-0.0032919i,0.0050265-0.0031479i
-0.0067847-0.010402i,7.7513e-06-0.041566i,0.050485-0.076056i,0.11624-0.065962i,0.11404-0.017798i,0.058356+0.010265i,0.013345+0.010826i,-0.0072739+0.0057533i,-0.0090764+0.002908i,-0.00089472+0.00116i,0.0060711-0.001344i,0.01253-0.0047111i,0.017936-0.009294i,0.015072-0.011263i,0.0062308-0.0084012i,0.0002246-0.0038675i,-0.0012596-0.001284i,-0.0016838-0.0012229i,-0.0022506+8.7362e-05i,-0.0019668+0.0032628i,-2.9088e-05+0.0058922i,0.0024858+0.0075129i,0.0032283+0.00638i
0.013329-0.0075466i,0.033052-0.00019987i,0.057496+0.043769i,0.043436+0.098755i,-0.0026535+0.091974i,-0.019393+0.043945i,-0.0088407+0.0070046i,-0.0022793-0.010016i,-0.00074246-0.0087312i,0.0014795-0.00020932i,0.003816+0.0067512i,0.0068555+0.015199i,0.010188+0.021858i,0.0097868+0.019611i,0.0056638+0.011314i,0.0020864+0.0038995i,0.0006618-0.00014132i,0.00088837-0.0016062i,0.0020671-0.0011682i,0.0011426-7.3597e-05i,-0.0016614+0.00078532i,-0.0042796+0.0018664i,-0.0050359+0.0026809i
0.0032367+0.0062611i,-0.003625+0.019168i,-0.038632+0.03411i,-0.081394+0.01705i,-0.074271-0.022196i,-0.032055-0.027665i,-0.0018959-0.010219i,0.0076907-0.0018665i,0.0029633+0.0013041i,-0.0041503+0.0050721i,-0.0091615+0.0084719i,-0.014098+0.013489i,-0.017833+0.017245i,-0.017029+0.015845i,-0.012001+0.010287i,-0.0057322+0.004504i,-0.00094263+0.0015817i,-0.00037217+0.00084487i,-0.00096895+0.00076253i,0.00049214-0.00075473i,0.00049518-0.0029829i,-0.0014704-0.004168i,-0.0023528-0.0039679i
-0.0042871+0.0019106i,-0.012397-0.0047498i,-0.01934-0.030246i,0.00028018-0.06115i,0.028791-0.055688i,0.025134-0.02276i,0.0054411+0.00080384i,-0.00508+0.0057435i,-0.0088659+0.00122i,-0.010501-0.0025924i,-0.013874-0.0050787i,-0.018807-0.0092083i,-0.019818-0.014133i,-0.015954-0.014175i,-0.0096939-0.0084895i,-0.0040164-0.002963i,-0.0013719-0.0021344i,-0.0015214-0.0024629i,-0.0022806-0.00087271i,-0.0012102+0.00017624i,0.00085776-0.00019963i,0.0016343-0.0015744i,0.0020258-0.0025612i
-0.0021931+0.0044354i,0.0040906+0.0013167i,0.025825+0.00090136i,0.047416+0.017947i,0.038876+0.033414i,0.011745+0.019059i,-0.0051354-0.002311i,-0.0074445-0.010586i,-0.0029443-0.010565i,0.0013015-0.010332i,0.0026437-0.014553i,0.0046083-0.019443i,0.0085665-0.019953i,0.0095583-0.016372i,0.0061282-0.010108i,0.0017989-0.0040918i,0.0003478-0.0014733i,-0.00026608-0.0011692i,-0.0016595-0.00030722i,-0.0021652+0.00084551i,-0.0014482+0.0020712i,-0.000459+0.0035025i,0.00021015+0.0024044i
-0.0045436+0.00064019i,-0.0044956+0.0060719i,-0.0089636+0.019946i,-0.025812+0.032491i,-0.033815+0.021657i,-0.018241-0.00059867i,-0.00055885-0.010905i,0.0064749-0.0089848i,0.007548-0.0029004i,0.0086597+0.0014008i,0.012768+0.0027974i,0.017175+0.0053419i,0.017792+0.01102i,0.013638+0.01361i,0.0069272+0.0092792i,0.0026743+0.00536i,0.0017764+0.0043976i,0.0016254+0.0026435i,0.00067304+0.00050939i,-0.00068862-0.00095532i,-0.0022896-0.001585i,-0.0035615-0.00030831i,-0.0041938+0.00082689i
-0.0061783-0.0066005i,-0.010018-0.0074298i,-0.018593-0.014625i,-0.023826-0.030939i,-0.010653-0.034025i,0.0045523-0.017777i,0.0079716-0.0033188i,0.0039366+0.0030785i,-0.0014143+0.004865i,-0.0043198+0.0074964i,-0.0038923+0.012729i,-0.0048397+0.01853i,-0.0098074+0.020817i,-0.012363+0.016577i,-0.010265+0.0097303i,-0.0055224+0.0045777i,-0.0018562+0.0017051i,-0.00062336-0.00043367i,-0.00028228-0.0025281i,0.00067192-0.0030107i,0.001003-0.0030305i,0.0002403-0.0032956i,-0.00059412-0.0017243i
0.00045912-0.0040122i,0.0039163-0.0060954i,0.015752-0.010689i,0.030031-0.013132i,0.029713-0.0015962i,0.014062+0.0055318i,0.00050558+0.0015979i,-0.0069153-0.0018123i,-0.0094831-0.0029178i,-0.011104-0.0027091i,-0.015113-0.0010012i,-0.019197-0.0011993i,-0.020627-0.0064385i,-0.016808-0.010209i,-0.010051-0.0075897i,-0.0052161-0.0037593i,-0.0018595-0.0024629i,-0.00016488-0.0026916i,7.0902e-05-0.0024734i,0.0013195-0.0005195i,0.0034234+0.0007548i,0.0032858+0.00023845i,0.0014705-0.0013303i
-3.0689e-05+0.0017573i,-0.00029564+0.0096132i,0.0044902+0.020883i,0.0051051+0.028712i,-0.0057701+0.023693i,-0.0098184+0.0065433i,-0.0040552-0.0078479i,-0.00098025-0.01257i,0.00085596-0.012098i,0.0013701-0.011452i,-0.0010307-0.013498i,-0.0013492-0.017956i,0.0030155-0.019239i,0.0066779-0.014664i,0.0052267-0.0074381i,0.00097996-0.00090285i,-0.0011508+0.0020339i,-0.00017605+0.0027017i,-0.00026434+0.0020262i,-0.00057743+0.0010541i,-0.00055012+0.0014093i,-0.00018907+0.001055i,0.00070434+0.00067663i
-0.0033962-0.00017042i,-0.011517+0.0011725i,-0.01959+0.002853i,-0.022712-0.0020072i,-0.017575-0.012731i,-0.0029991-0.014079i,0.0086954-0.0091419i,0.0099039-0.0062535i,0.0074355-0.0035205i,0.0082112-0.0027124i,0.011649-0.0036192i,0.014552-0.0025252i,0.015357+0.0027578i,0.011597+0.0075335i,0.0043629+0.0067074i,8.7851e-05+0.0038013i,-0.00072758+0.0027647i,-0.00038763+0.0029374i,-9.6074e-05+0.0025177i,-0.00022333+0.00034935i,-0.0012072-0.0011459i,-0.0018128-0.00011642i,-0.0016361+0.0011112i
-0.001659-0.0023944i,-0.0030595-0.0094747i,0.00074576-0.015914i,0.0099252-0.019449i,0.015056-0.015391i,0.011775-0.0043853i,0.0061152+0.0028241i,0.0020261+0.0029458i,0.00055647+0.0030366i,0.0014859+0.0055228i,0.0027002+0.0081782i,0.0024376+0.012526i,-0.0014035+0.01427i,-0.0064852+0.0099547i,-0.0070035+0.0043108i,-0.0037393+0.00099215i,-0.0015763-0.00062052i,-0.00116-0.00090884i,-0.00072892-0.00093317i,0.0004556-0.00057288i,0.00077275-0.00023202i,-0.00098612-0.00036071i,-0.0013424-0.00014122i
-0.00095122-0.00062814i,0.0069226-0.0002075i,0.015075+0.006337i,0.018835+0.015293i,0.01312+0.015779i,0.0033451+0.0089254i,-0.00057027+0.0022546i,-0.0016913-0.0018559i,-0.0042788-0.0015224i,-0.0066722+0.0018336i,-0.0087033+0.0041374i,-0.011172+0.003614i,-0.011976+7.8271e-05i,-0.0096663-0.0041027i,-0.0053251-0.0046523i,-0.0015981-0.0022807i,0.00049044-0.0011387i,0.0016752-0.0010451i,0.0012524-0.0010305i,0.00081046-0.00052728i,0.0019826+0.00029094i,0.0023062-0.00012205i,0.00051923-0.00099744i
-0.00096871+0.0063897i,0.00066151+0.011713i,-0.0021321+0.018176i,-0.0095418+0.018805i,-0.012714+0.0073985i,-0.0093007-0.0041063i,-0.0033085-0.0071746i,7.382e-05-0.0073845i,-0.0012557-0.005936i,-0.0032887-0.0056741i,-0.0053353-0.0081784i,-0.00647-0.010738i,-0.0035667-0.011472i,0.00060742-0.0092187i,0.00074843-0.0046331i,-0.00094527-0.0015695i,-0.0011551-6.099e-05i,-0.00078721+0.001045i,-0.0003527+0.0013004i,-9.6708e-05+0.00091912i,9.2143e-05+0.0006155i,0.00037852+0.00037154i,0.00049563+5.9393e-05i
-0.0073407+0.003075i,-0.010993+0.0040799i,-0.013541+0.0019586i,-0.010641-0.0058058i,-0.00061211-0.011846i,0.0064419-0.010919i,0.0063052-0.0058938i,0.0044967-0.002736i,0.0023893-0.0028282i,0.0027374-0.00401i,0.0059571-0.0053904i,0.0087109-0.0061101i,0.0096499-0.0039944i,0.0074092-0.00091242i,0.003361-0.00056081i,0.00098807-0.0017541i,0.00033029-0.00044568i,0.00014966+0.001615i,-0.00053428+0.0017258i,-0.0014116+0.001608i,-0.0021384+0.0013963i,-0.0015364+0.0012848i,0.00062279+0.001365i
1.2014e-06-0.0026678i,-0.0024325-0.0072737i,0.00026159-0.011535i,0.0056139-0.010188i,0.0082175-0.0041893i,0.0037463-0.0014378i,-0.00017712-0.002214i,-0.00018668-0.0028954i,3.6398e-05-0.0028007i,0.0013791+0.00014144i,0.0042283+0.0043635i,0.0052575+0.0072538i,0.00305+0.0089532i,-0.00019411+0.0084548i,-0.0017438+0.005738i,3.5626e-05+0.0023249i,0.0025902+0.00032045i,0.00206+0.00054156i,1.4072e-05+0.00091952i,-0.0010285+0.00079733i,-0.00084889-0.00017272i,-0.00057306-0.00098186i,-0.0011841-4.8658e-05i
-0.0019474-0.0019599i,0.0013178-9.1663e-05i,0.0040408+0.003693i,0.002536+0.0076671i,-0.0010811+0.0079095i,-0.0018555+0.0017184i,0.001021-0.0047251i,0.0020456-0.0058325i,-0.00039299-0.0036458i,-0.00352-5.4574e-05i,-0.0049537+0.003465i,-0.0052155+0.0060053i,-0.0061651+0.0058612i,-0.0060832+0.0021196i,-0.0039191+0.00097837i,-0.0028023+0.002706i,-0.0020432+0.0021687i,-0.00024311-0.00019611i,0.00081849-0.0019719i,0.00099998-0.002232i,0.0013415-0.0020301i,0.00060289-0.0026401i,-0.0010495-0.0023497i
-0.00088149+0.0001282i,-0.0015228+0.0035915i,-0.003054+0.0057531i,-0.0058028+0.0020238i,-0.0052568-0.0034449i,-0.0012017-0.006067i,0.0024142-0.0068296i,0.0030419-0.0069074i,0.00067413-0.0064224i,-0.003019-0.0060045i,-0.0056094-0.0055204i,-0.0073017-0.0052257i,-0.0071515-0.0053054i,-0.0036532-0.0051003i,-0.0016634-0.004281i,-0.0028008-0.0026312i,-0.0027865-0.00059569i,-0.0013141+5.5819e-05i,-0.00018534-0.00055681i,0.00035385-0.00046433i,0.00164+0.00043493i,0.0024378+0.00063023i,0.0018887-3.4745e-05i
-0.0047358-0.0034447i,-0.0080636-0.0022239i,-0.0081866-0.0034207i,-0.0035454-0.0070819i,0.00097956-0.0065655i,0.0033312-0.0048222i,0.0048374-0.0055217i,0.0049588-0.0067741i,0.0034118-0.0073692i,0.0023741-0.007329i,0.0026261-0.0071062i,0.0029116-0.0069601i,0.0034517-0.0053282i,0.0041929-0.0028149i,0.00429-0.0021732i,0.0032195-0.0021963i,0.0014701-0.00051704i,0.00014881+0.00099104i,0.00022025+0.00080305i,4.6776e-05+0.00049744i,-0.00090823+0.0012741i,-0.0012606+0.0026911i,-0.00045413+0.0030979i
0.0016577-0.005848i,9.3355e-05-0.0083871i,0.0014804-0.0086613i,0.004205-0.0057311i,0.0028569-0.0033284i,0.00043094-0.004366i,0.0022285-0.0060513i,0.0044785-0.0065707i,0.0051982-0.0056125i,0.0053552-0.0033344i,0.005469+0.00047196i,0.0057851+0.003796i,0.0052124+0.0061215i,0.0020665+0.0073204i,-6.3676e-05+0.0066134i,0.0011041+0.004729i,0.0016655+0.003462i,0.0014725+0.0023696i,0.0016292+0.0012243i,0.000478+0.00017457i,0.00019099-0.00098734i,0.00037132-0.00096879i,-0.0012987+0.00021086i
0.00079754-0.00069832i,0.0019473+0.00074096i,0.003903+0.0035789i,0.0054461+0.0056541i,0.0043758+0.0023025i,0.0046186-0.0021046i,0.0067634-0.0042489i,0.0078596-0.0052209i,0.0062691-0.0033135i,0.0029058+0.00058571i,-0.00045823+0.0043302i,-0.0030929+0.0065067i,-0.0048128+0.0060328i,-0.0050282+0.0036774i,-0.0053504+0.002615i,-0.0054507+0.0025555i,-0.0042678+0.0023127i,-0.0030057+0.0015706i,-0.0016897+0.00032293i,0.00040459-0.00077474i,0.0017709-0.0014414i,0.0015519-0.0012017i,0.00035586-0.0013148i
0.0024088+0.0068991i,0.0011396+0.0065584i,0.00091376+0.0063948i,0.0014431+0.0032467i,0.0017073-0.0027465i,0.0026174-0.0049408i,0.0046182-0.0029878i,0.0073829-0.0015601i,0.0075355-0.0010533i,0.004256-0.0013558i,-0.0014937-0.0026834i,-0.0072262-0.0032475i,-0.0098744-0.0028277i,-0.0085254-0.0033379i,-0.0063527-0.0047361i,-0.0056643-0.0047938i,-0.004511-0.0028159i,-0.0030267-0.0011558i,-0.0013945-0.00049394i,-0.00011766-9.9877e-05i,0.0010256+0.00038623i,0.0017522+0.00040489i,0.001069-4.8704e-05i
-0.006772+0.0048064i,-0.0077616+0.0041865i,-0.0054832+0.0045141i,-0.00096493+0.0029973i,0.0038322-0.00087342i,0.0056689-0.001893i,0.0061281-0.00035358i,0.0071536+0.0011641i,0.0067755+0.00085664i,0.0064341-0.0011536i,0.0049199-0.004803i,0.0015755-0.0082075i,-0.00039365-0.0077196i,0.00011033-0.0045134i,0.0015639-0.0029214i,0.0016914-0.0027864i,0.00068753-0.0020425i,0.00021524-0.0013543i,0.00089961-0.0011535i,8.8729e-05+0.0003359i,-0.0013578+0.0020959i,-0.0013917+0.0020348i,-0.0008414+0.00090951i
-0.00447-0.0021259i,-0.0042827-0.0019173i,-0.0030557-0.00054544i,0.00060127+0.00011869i,0.0040818-0.000933i,0.0047476-0.0022521i,0.0043549-0.0011812i,0.0050634+0.0012904i,0.006049+0.0021568i,0.0060396+0.0016423i,0.0062658+0.0002371i,0.0068866-0.00046617i,0.0056282-0.0004143i,0.0023817+0.00094518i,-0.00088464+0.0028502i,-0.00042627+0.0030961i,0.0016431+0.0023536i,0.0021211+0.0016597i,0.0017372+0.0016659i,0.00018198+0.0013756i,-0.00045614+0.00092169i,0.00018439+0.0005582i,-0.00058638-0.00051632i
-0.0047628-0.004477i,-0.0040983-0.0026695i,-0.0037114+0.00082379i,-0.00099975+0.0037328i,0.0030541+0.0022365i,0.0050454-0.00090734i,0.0057293-0.00041544i,0.0056429+0.0015644i,0.0039467+0.0040568i,0.0021317+0.0061765i,0.0018662+0.0065307i,0.0015915+0.0064961i,0.00088434+0.0048943i,-0.00089001+0.0016118i,-0.0032033-0.00023297i,-0.0036125+3.7381e-05i,-0.0024168+0.00095199i,-0.0021455+0.00085682i,-0.0021931+0.00071536i,-0.0010956+0.00034092i,0.00019497-0.00056088i,0.00063889-0.00078798i,0.0008762-0.00017745i
0.00053737-0.0072269i,-0.0024961-0.0066816i,-0.0048493-0.004089i,-0.0043532-0.0017104i,-0.00072567+0.00038754i,0.0021394+0.0010496i,0.0018105+0.0012655i,0.0010852+0.0031443i,0.0010032+0.0046045i,-0.0010912+0.0042052i,-0.0040361+0.0024288i,-0.004842+0.0018355i,-0.0040331+0.0024485i,-0.0024296+0.0020579i,-0.0016283+0.00040652i,-0.0021201-0.0013191i,-0.0020471-0.0019041i,-0.00099543-0.0017842i,-0.00094342-0.0012614i,-0.00039608-0.0005173i,0.00051974+9.3498e-05i,0.00021691+0.0001589i,-0.00078374+0.00044528i
0.0010056+0.00045005i,0.0007647+1.9683e-05i,0.00030934-0.0014582i,0.001055-0.0021502i,0.0028577-0.00094445i,0.0033433+2.4204e-05i,0.0020479+2.3817e-06i,0.00066385+0.00041688i,0.00023776+0.00096835i,0.0006451+5.9479e-05i,0.00087094-0.0028859i,-0.00019403-0.0048759i,-0.001526-0.0040181i,-0.0020796-0.0018628i,-0.00099133-0.00046341i,0.00054634-0.00059092i,0.00085049-0.0012292i,0.00010254-0.0010122i,-0.00081434-0.00030191i,-0.001014+0.00051009i,-0.00071819+0.00078218i,-0.00080796+0.00055125i,-0.0017084+0.00029156i
-0.0034304+0.0044655i,-0.0015265+0.0063104i,0.00073352+0.0064545i,0.0036909+0.0045466i,0.0056332+0.0024355i,0.0055098-0.00015665i,0.0024318-0.0017254i,-0.00020625-0.00073529i,-0.00016793+0.0016355i,0.0012988+0.0030138i,0.0041092+0.0023594i,0.0049967-0.00014423i,0.0025416-0.0024733i,-0.00011196-0.0025507i,-0.0017507-0.00043326i,-0.0008965+0.0013024i,0.00054794+0.0019349i,-7.3644e-05+0.0018839i,-0.00098441+0.0013909i,-0.00099389+0.00090155i,-0.00097375-0.00022825i,-0.00087064-0.00096102i,0.00052732-0.0015433i
-0.0061833-0.0013156i,-0.0090755+0.0014674i,-0.0082631+0.0043883i,-0.0043044+0.0052932i,0.00019901+0.0033606i,0.0030507+0.00091487i,0.0027734-0.00057508i,0.0010365+0.00059845i,-0.00018024+0.0038105i,-0.0002609+0.0053752i,0.00075165+0.005543i,0.0029197+0.0055183i,0.0038301+0.0039023i,0.0017545+0.0012566i,-0.00068105+0.00014612i,-0.0012184+0.00055057i,-0.00047339+0.0009851i,-0.00060729+0.00040383i,-0.0018728-7.5502e-05i,-0.0016274+3.389e-05i,0.0002544-0.0010554i,0.0014312-0.0015288i,0.0018493-0.00026614i
