-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
0.0014654+0.0024103i,0.002591+0.00067335i,0.0027969+0.00030191i,0.0019662+0.00025574i,0.00094573-0.0009306i,0.00031442-0.00093977i,0.00034067-0.0011176i,0.00032318-0.0011989i,-0.00010242-0.00031777i,5.8815e-05+0.0004445i,0.0001734+0.00078971i,0.00016205+0.00013089i,-0.00033698+4.0488e-05i,1.8837e-05+0.00094579i,0.0010606+0.00097221i,0.0013164+0.000424i,0.00088455+0.00084416i,-0.00014587+0.00092657i,-0.0008186+0.00017873i,-0.0005813-2.9379e-05i,-0.00040591-0.00013536i,-0.00053449-0.00093653i,-0.00040476-0.0012438i
0.0014379-0.00015034i,0.0012356-0.00049742i,0.0016524-0.0020215i,0.0016538-0.0028799i,0.00096192-0.0021644i,-0.0004255-0.00029197i,-0.0015186+0.00070425i,-0.0012155+0.00078416i,-0.00098035+0.00077753i,-0.0010257+0.00035782i,-0.00077747+1.7289e-05i,-0.00075086+0.00031011i,-0.00039957+0.00069073i,0.00071822+0.0013825i,0.00080628+0.0012228i,7.1833e-05+0.00043948i,-0.00052763-0.00011092i,-5.8569e-05+8.5757e-05i,0.00031619+2.9313e-05i,0.00054582-0.0007253i,9.8737e-05-0.00057528i,-0.00065433-0.00010561i,3.7631e-05+0.00028569i
0.0018954+0.00172i,0.0015417-0.000136i,0.0010908-0.00074449i,-0.00011789-0.00069229i,-0.0003868-0.00074921i,-0.00019696-0.0012821i,-0.0004669-0.0011139i,-0.0010722-0.00071467i,-0.00073544-0.00046687i,9.2533e-05+0.00010124i,0.00039648+0.00061204i,0.00022745+0.00084128i,-0.00030304+0.00080278i,-0.00048229+8.0269e-05i,-0.00023749-0.0001071i,0.00019942+9.3921e-05i,0.00079948+0.00022009i,0.00085766+8.1667e-05i,-1.7074e-05-0.00046635i,-0.00025402-0.00047185i,2.3921e-05-0.00053135i,0.00013842-0.00058329i,3.314e-05-0.0001365i
-0.0025654+0.0022456i,-0.0013052+0.0018617i,-0.00035594+0.0020392i,0.00047149+0.0013953i,0.00083051+0.00028702i,0.00064584-0.00050511i,0.0005679-0.00051479i,-7.7671e-05-0.00017919i,-0.00053865-0.00037067i,-0.00019744+7.4388e-05i,0.00027019+0.00093508i,0.00026819+0.00090979i,9.6847e-05+0.00062033i,0.00034363+0.0003372i,0.00047863+0.00026549i,0.00064635+0.00015148i,0.00090746+1.7005e-05i,0.00025819-0.00045143i,-0.0011291-0.00018893i,-0.0012944+0.00069145i,-0.0012293+0.00037275i,-0.0012413-0.00018958i,-0.00060305-0.00045041i
0.0012041-0.0017196i,-0.00016926-0.0010407i,-0.0021104-0.0013666i,-0.0023305-0.0016079i,-0.0016263-0.00022781i,-0.00084641+0.0010979i,-0.00059243+0.00073533i,-0.00085299-0.00013065i,-0.00067602-3.3627e-06i,-0.0006657+0.00076596i,-0.00017292+0.0014624i,0.00091436+0.0020861i,0.0005683+0.0014364i,0.00026227+0.00029551i,0.00050976-0.00010995i,-0.00017638-0.00027784i,-0.00060893+8.1077e-05i,7.1956e-05+0.00058925i,0.0010865+0.00025016i,0.0007355-5.3037e-05i,-0.00021904-0.00016744i,-0.00040092+8.0574e-05i,-0.0011051+0.00026341i
-0.0011813-0.00014348i,-0.001617+0.00027777i,-0.0031665+0.00041274i,-0.0034603+0.00076862i,-0.0021997+0.00073718i,-0.00084113+0.0013342i,-0.00032846+0.00091666i,-0.00047307-0.00016781i,-0.00080013-0.00044126i,-0.00096991-0.00025385i,-0.00035192+0.00044348i,0.00020992+0.001039i,0.00051546+0.00058097i,0.0014454-9.3161e-05i,0.00098652+0.00032601i,0.0003616+0.00022639i,0.0005269-0.00031754i,0.00015569-0.00061629i,0.00010874-0.00062941i,4.3953e-05+7.1597e-06i,0.00020562-0.00042946i,0.00063013-0.00093663i,0.00044254-0.00073191i
-4.7483e-05+0.00059405i,0.001178+0.00058124i,0.0018332+0.0015278i,0.00094995+0.0015158i,0.0010301+0.00043141i,0.000529-0.00033319i,0.00068164-0.00082654i,0.00080249-0.000493i,-0.00037632+4.6799e-05i,-0.00073568+0.00028067i,-0.0001805+0.001374i,0.00067888+0.0018531i,0.0017816+0.0010347i,0.0014109-0.00042127i,0.00035783-0.0014076i,0.00051895-0.0010236i,0.00044021-0.00027411i,0.0004614+0.00022154i,0.00051471+0.00098325i,0.00020387+0.00059733i,6.6898e-06-0.00025224i,-2.7611e-05-0.00027268i,0.00034055+0.00040276i
0.00034718+0.0011889i,0.0001899+0.00080058i,-7.039e-05-0.0005103i,-4.6548e-05-0.00033908i,0.00025021+0.00036298i,0.0004484+0.0008364i,0.00050617+1.4559e-05i,0.000624-0.0010071i,-0.00042677-0.00097529i,-0.0011005-0.0002928i,-0.0010637+0.00086207i,-0.00065155+0.001854i,-0.00030137+0.00082947i,-0.00048776-0.00065865i,-0.00052319-0.00065642i,-0.00024939-0.00086539i,-0.00015308-0.00072248i,0.00016718-0.00013616i,0.00022474-0.00028602i,-9.7205e-05+0.00015814i,-0.00069612+0.00028189i,-0.00074861-0.00015171i,-0.0007127-0.00045701i
-0.0019029-0.0030434i,-0.0018707-0.0018835i,-0.0018084-0.00053653i,-0.0019905+0.00013578i,-0.002651+0.00053488i,-0.0017344+0.00080572i,-0.0004649+0.00043549i,-0.00042613-0.00015503i,-0.00074086-0.00049553i,-0.001197-0.00074992i,-0.00048087-7.7588e-05i,0.00057666+0.00046436i,0.00046527+9.4131e-05i,0.00026417-0.00054747i,-0.00016584-0.0002684i,8.2503e-05+0.00012189i,3.4855e-05+8.9998e-05i,-0.00072874-8.3227e-05i,-0.00080272+0.00010438i,0.00026491+0.00045327i,0.0006552+8.5033e-05i,5.0619e-05+5.8109e-05i,0.00037978+0.00070528i
0.0041467+0.0022471i,0.0043892+0.0010797i,0.004779+0.00077911i,0.0039393+0.00085333i,0.0023221+0.00037447i,0.00073277+0.00016126i,8.5221e-05-9.2359e-05i,-0.0002397+0.00050157i,-0.00062608+0.00073597i,-8.5768e-05+0.00076409i,-0.00028541+0.00086491i,-0.00055268+0.0011301i,-8.4186e-05+0.002066i,0.00021477+0.0013819i,-9.8683e-05-0.00036373i,1.192e-05-0.0013834i,0.00053242-0.0010371i,0.00031836-0.00022364i,0.00037462+0.00011562i,8.6161e-08+0.00033932i,-0.00033162+0.00034359i,-0.00076959-6.1643e-07i,-0.00096063-0.00037206i
-0.0018669+0.0014263i,-0.0013775+0.00037371i,-0.00071306+0.0006455i,0.00027635+0.001258i,0.00056413+0.0012851i,0.00097564+0.00022635i,0.0002627-0.00081519i,-0.0002535-0.0010568i,-0.00018679-0.00025359i,-0.00087285+0.00084055i,-0.0012725+0.0013924i,-0.0007598+0.00088647i,-0.00034438+0.00044874i,-0.00025594+0.00037772i,-0.00050777-0.00013959i,-0.00050567-0.00024879i,-0.0002053+0.00032698i,-0.00017947+0.00051853i,-0.00034575+0.00035183i,-0.00037436-0.00041367i,8.3045e-05-0.00063981i,0.00066606-0.00015699i,0.00010755+0.00032883i
-0.0020669-0.00089478i,-0.0014702+0.0010805i,-0.0012827+0.0014821i,-0.00094188+0.001538i,1.5531e-05+0.001734i,0.0016258+0.00079493i,0.00075865-0.00055652i,-0.00075022-0.0011451i,-0.00067246-0.00010575i,-0.0003308+0.00094851i,-0.00066195+0.0010266i,-0.0011068+0.0012292i,-0.0015049+0.0008215i,-0.00085296-9.8389e-05i,-0.00046313+0.00020983i,-0.00042407+0.00012708i,4.1789e-05-0.0001763i,0.00020053+4.5109e-05i,0.00069013+6.5395e-06i,0.00074934+3.3722e-05i,4.6431e-05-2.476e-05i,-0.00043866-0.00067904i,-0.00038929+1.6515e-05i
0.0014884+0.0019483i,0.0015827+0.0012731i,0.0016865+0.0015725i,0.0013609+0.0011863i,0.00057918-0.00072597i,-0.00034402-0.0009928i,-0.00020024-0.00036955i,-0.00014113-0.00047474i,-0.00065612-0.00027663i,-0.0011622-1.7475e-05i,-0.0012539-0.00023648i,-0.00070391-0.00015607i,-0.00015806+0.00026455i,-0.00053177+0.00077777i,-1.7811e-05+0.00084323i,0.0017126-0.00016772i,0.001398-0.00040453i,-6.3389e-06+0.00018463i,-9.3439e-05-2.4306e-05i,0.00071644-0.00063598i,0.00084998-0.00073205i,0.00032303+1.0955e-05i,0.00057328-0.00030038i
0.0010063+0.00038606i,0.0012102-0.00031933i,0.0014025-0.00081983i,0.00072182-0.0010331i,0.00028568-0.00062875i,0.00050821-0.0005829i,-0.0001723-0.0013216i,-0.00014907-0.00095605i,-8.1614e-05-0.00036097i,-0.00087713-0.00030553i,-0.0015267+0.00047321i,-0.00066601+0.0011124i,0.00050603+0.00069503i,0.0011786+0.00063429i,0.00067425+0.00024785i,-5.7391e-05-0.00025401i,0.00058387-0.00049479i,0.00099479-0.00034969i,0.00052553+0.00019589i,4.3113e-05+0.00054021i,-0.00010078+0.00061924i,-5.1082e-05+0.00030911i,0.00051069+0.00018326i
-0.0027139+0.0011119i,-0.0025937+0.00083763i,-0.0021764+0.00083207i,-0.0010018+0.0013635i,0.00055041+0.0014251i,0.0010838+0.00037891i,0.00012128-0.00086473i,-0.00038155-0.00055043i,-0.00089508+0.00050229i,-0.00071523+0.00066569i,-0.00032176+0.001248i,-0.0002747+0.0016574i,-0.00012509+0.0012699i,8.4759e-06+0.00018477i,-0.00053502-0.00020308i,-0.00079492+0.00056481i,-0.00022871+0.00077495i,-0.00024237-0.00019999i,-1.1285e-05-0.00076522i,-5.3115e-05-0.00022017i,2.5626e-05-0.00093059i,-7.0844e-05-0.00033894i,-0.00088364+0.00078372i
0.0014745+0.0012084i,0.0022023+0.0011385i,0.00060785+0.0012014i,-7.9267e-05+0.00099004i,0.00047403+0.00046315i,0.00049709-5.5692e-05i,6.9142e-05-0.00037408i,-7.5828e-05-6.7417e-05i,-0.00043532-3.7468e-05i,-0.00083774+0.00025581i,-0.00052197+0.00099639i,-1.9649e-05+0.00083019i,0.00015992+0.00081035i,-0.00029199+0.0005954i,-0.0005611-0.00092565i,0.0007483-0.0014698i,0.0016836-0.00098919i,0.0002023+0.00028378i,-0.0010586+0.00075459i,-0.00062089-0.00022691i,-0.00044119-0.00048002i,-0.00083791-0.00022886i,-0.00026862-0.00060325i
0.00018923+0.0013406i,0.00027933+0.0014209i,0.0002101+0.00059892i,0.00013013+3.5009e-05i,0.00011408-0.00028501i,-0.00010111-0.00021351i,-0.00048095-0.00026471i,-0.00062148-0.00054194i,-0.0003974-0.00044538i,-0.00049972+0.00078492i,-0.00030479+0.00081308i,-0.00030231+0.00058031i,7.7276e-05+0.00079242i,0.00043373+0.00034889i,0.0010554+0.00035725i,0.0015252+0.0006144i,0.0016974+0.00030985i,0.0014051+0.00052218i,0.00073895+0.0009215i,0.00019797+0.00068267i,0.00027825+0.00031192i,0.00014034-0.00032937i,0.00058204-0.00080793i
-0.0038617-6.3935e-05i,-0.0026969+0.00030942i,-0.0023805+0.0011223i,-0.0018878+0.001322i,-0.00090986+0.0012274i,-0.0007137+0.00081202i,-0.00029113-0.00034538i,-0.0008063-0.0003763i,-0.0010206-4.8714e-05i,0.00037332-7.3359e-05i,0.001008+4.9929e-05i,0.00014939-0.00041512i,-0.00018551-0.00053294i,0.00029439+0.00010497i,0.00061289+0.00032463i,0.00063103-0.00015239i,0.00048516-0.00037208i,0.00020153-6.4784e-06i,-0.00043835+0.00050212i,-0.00035086+0.00060198i,0.00046806+0.00033207i,0.00059549+0.00012806i,-1.5692e-05-0.00023885i
0.0023106+0.0013178i,0.0026557+0.0012316i,0.0013748+0.00097197i,0.00045442+0.00067222i,0.00022614+0.00021685i,-0.00017008-0.00013921i,-0.00014178-0.00047963i,-1.3216e-05-0.00058001i,3.1774e-05-0.00033502i,6.7306e-05-0.00024362i,0.00039447-0.00014309i,0.00065762+0.00058414i,0.00064578+0.00088291i,0.00031721+0.0006054i,-0.00014523+0.0001795i,6.519e-05-0.00039981i,0.00045624-0.00071938i,0.00046648-0.00089435i,0.00016784-0.00059509i,0.00050931+0.00036905i,0.00044041+0.00085039i,0.00015456+0.00014247i,5.6734e-05-0.00089045i
-0.001384+0.0029809i,0.00075906+0.002264i,0.0026119+0.0013569i,0.003484-0.00028769i,0.0031015-0.00053654i,0.001659-0.00074153i,-3.1681e-05-0.00042107i,-0.00089402+3.1977e-06i,-0.0011105-0.00040861i,-0.00041635-0.00042036i,0.00012152+5.3238e-05i,-2.961e-05+0.00045399i,0.00024405+0.00033674i,0.00065082+0.00026666i,0.0010718+0.000112i,0.0011302-0.00018627i,0.00093263-0.00023049i,0.000319+0.00030366i,-0.00016409+0.00066083i,-9.4833e-05+7.8557e-05i,-0.00011282-0.00029874i,0.00017801-7.244e-05i,0.00019744+0.00039002i
0.0014877-0.0020538i,0.0024089-0.0012181i,0.0016209+0.00026401i,0.00052372+0.00048565i,0.00070201-0.00057498i,0.00063538-0.0012117i,0.0002933-0.00084748i,0.00076003-0.00010575i,0.00014422+0.00061977i,-0.00085849+0.00099794i,-0.00057754+0.0010802i,-0.00019551+0.00089539i,-0.00039355+0.00048573i,-0.00047979-0.00015622i,-0.00012006+4.6209e-05i,0.00034905+0.00067074i,0.00010727+0.0012035i,1.7537e-05+0.00038663i,0.00056566-0.0003263i,0.00049383-0.00018502i,0.00022409-0.00059553i,0.00024754-0.00065858i,0.00010104-0.00060415i
-0.0019163+0.0022323i,-0.0001541+0.001805i,0.0016917+0.001375i,0.001622+0.00082315i,0.00074026+0.00061226i,0.00076224+0.00035924i,0.00099826+4.4517e-05i,-1.8822e-05-0.00062958i,-0.00097199-0.00052666i,-0.00081552+0.00039522i,-0.00030872+0.0012268i,0.00019354+0.0014191i,0.00047367+0.00091045i,0.00028854+0.000107i,2.0477e-05-0.00028424i,-0.00022229-0.00026337i,-0.00015796-0.00023626i,-0.00010731-7.9941e-07i,0.00039146+0.00028215i,0.00036318+0.00040886i,0.00010464-0.00022992i,-0.000425-0.001059i,-0.0010252-0.00073956i
0.0015465-0.00029202i,0.0019034-0.0010951i,0.0010142-0.0015595i,-0.00051164-0.0010497i,-0.0013865-0.0014142i,-0.0013375-0.0017472i,-0.00028137-0.00097269i,-0.00015611-0.00051188i,-0.00031157-0.00085301i,5.2643e-05-0.00064258i,-0.00028975+0.0002711i,-0.00045501+0.00062278i,0.00037628+0.00076124i,0.00057572+0.0012317i,0.00027591+0.00086901i,0.00019479+0.00028494i,0.00040016-0.00010996i,0.00039816-0.0010704i,3.4113e-05-0.0012572i,0.00015115-0.00050145i,0.00030002+0.00017951i,0.00040376+0.0004509i,-0.00017568+2.9896e-05i
0.00039335+0.00055388i,-0.00071378+0.00029094i,-0.0010282-0.00099497i,-0.00066597-0.0023672i,-0.0013555-0.0020064i,-0.0017432-0.0011919i,-0.00077966-0.00046447i,0.00042874+0.00022598i,0.00014275+1.2513e-05i,0.00011575-0.00041598i,0.00073646-0.00017454i,0.00092899+0.00068919i,0.00096392+0.0012341i,0.0011556+0.0010479i,0.0013342+0.0012679i,0.0011735+0.0012603i,0.00068588+0.00032052i,0.00062784-0.00041072i,0.00064418-0.00055574i,0.00077668-0.00013387i,0.0013482+0.00085878i,0.0011594+0.00043257i,0.00023556-0.00049925i
-0.0019568+0.00032926i,-0.0012796-0.00032651i,-0.00050368-0.0010756i,0.00022754-0.00038931i,0.00055851+0.00097433i,0.00013461+0.00012856i,-0.00060991-0.0010155i,-0.0010328-0.001043i,-0.00059557-0.00086862i,0.00011968-0.00012462i,0.00072815+0.0010192i,0.00084541+0.0012667i,0.00083827+0.0010222i,0.00048756+0.00073861i,-0.00021392+0.00020631i,-0.00028292+0.00027315i,0.00046204+0.00069512i,0.00039963+0.000651i,-0.00039574-4.4719e-05i,-0.00032822-0.00021166i,0.00022447+0.00016902i,0.00051054+4.7268e-05i,0.00043794-0.0002941i
0.00089342-0.00022318i,0.0005843+0.00062706i,-7.8159e-05+0.0016456i,-0.00084466+0.0022946i,-0.0014666+0.0013287i,-0.0015246-8.7669e-05i,-0.00085076-0.00075804i,-0.00022797-0.00073497i,-3.6563e-05-4.9946e-05i,-0.00019558+6.0672e-05i,-0.0004448+0.0001433i,-0.00028399+0.0010981i,-9.7144e-05+0.0020964i,0.00046255+0.0017602i,0.0014934+0.0010175i,0.0014144+0.0008863i,0.00028709+0.00075765i,0.00047066+0.00031457i,0.0011328-0.00020343i,0.00094021-3.527e-05i,0.00019431-6.3378e-05i,-0.00026008+0.00032555i,0.00016004+0.00038358i
-0.00078815+0.0023816i,0.00055943+0.0014241i,0.0018428+0.00148i,0.0015509+0.0014969i,0.0012235+0.00079687i,0.0010592+3.7141e-05i,0.00090211-0.0001505i,0.00023461+0.00017146i,-0.00019666+0.00065239i,0.00047455+0.0012434i,0.00063441+0.0013517i,0.00031289+0.0015082i,-3.7916e-05+0.001429i,-0.00025278+0.00062767i,9.9854e-06+0.0001467i,-0.0004585+0.00054274i,0.00035482+0.00084034i,0.0012055+0.00081116i,0.00020258+1.7041e-05i,-0.00052551-0.0008667i,-0.00050335-0.0011145i,-0.00018143-0.00078791i,-0.00010411-0.00016904i
-0.0012083-9.9354e-05i,4.0391e-05+0.0004609i,0.0014355-0.00014062i,0.0019526+0.00028202i,0.0018263+0.00088108i,0.0012-0.00033439i,4.3483e-05-0.0012724i,-0.00026156-0.00099588i,3.6025e-05-0.0003168i,-0.0003477-3.7585e-05i,-0.00055714-3.4712e-05i,-0.00036569+0.00010888i,1.9577e-06+6.9111e-05i,3.4353e-05+0.00035218i,-0.00033398+0.0002161i,2.2229e-05-0.00054878i,0.0012135-0.0007765i,0.0014776-0.00054041i,0.00023659-0.00051725i,-0.00064654-0.00010481i,-0.00099674+0.00050464i,-0.0012892+0.00074218i,-0.0011213+0.00042596i
2.7668e-05+0.001281i,0.00091087+0.00031644i,0.0016023+0.00016566i,0.00084568-0.00033405i,-6.0479e-06-0.00094304i,-0.00073088-0.0011101i,-0.00081904-0.0013454i,-0.00063835-0.0014871i,-0.00069005-0.00075711i,-0.00063216+0.00024324i,-0.00059796+0.00060207i,-0.00069309+0.00065125i,-0.00041147+0.00049178i,-0.00040868+0.00023457i,-1.6953e-07+0.00020816i,0.00032226+0.00033264i,-0.00025113+0.00045431i,0.00042271-3.0042e-05i,0.0011974+8.1683e-05i,0.00043736+0.00060081i,-4.2697e-05-0.00043956i,-0.00026899-0.00060971i,-0.00025959+0.000203i
-0.00099646+0.00054949i,0.00015087-0.0004968i,0.0010883-0.00017898i,0.0013403+0.00050769i,0.0006437+0.00045407i,-0.00047105-0.00024924i,-0.00013096-0.00066719i,7.4749e-07-0.00056613i,-0.00056077+0.00033138i,-0.00073864+0.00061243i,-0.00016336+0.00066683i,-4.6665e-05+0.00070049i,0.00016029+0.0002509i,0.00047862+0.00038907i,0.00044528+0.00061658i,0.00082257+0.00059087i,0.00063893+0.00033255i,-7.0974e-05+0.0003521i,-0.00041975+0.00017098i,-0.0010015+0.00012534i,-0.0011684-6.5644e-05i,-0.00031233-0.00053015i,-0.00034349-0.00054927i
0.0023482-0.0014071i,0.0011459-0.0022609i,-0.00013767-0.0020371i,-0.00080392-0.001326i,-0.00043846-0.0011858i,0.00035057-0.00052125i,-1.323e-05-0.0002756i,-0.00045783-0.00094192i,-0.00052913-0.00015117i,-0.00049472+0.00065641i,-0.00062027+0.00046042i,-0.00020457+6.6294e-05i,0.00063402+1.9545e-05i,0.0014426+4.7466e-05i,0.0013215+7.5857e-05i,0.00044281-0.00073607i,0.00049653-0.0014607i,0.00043641-0.00098854i,8.2337e-05-0.00076037i,-0.00016678-0.00077472i,-0.00015838-0.00026304i,-0.00014306-0.00010621i,2.8182e-06-0.00063448i
0.00039876+0.0011661i,0.0010062+0.00051207i,0.00064558+4.1534e-06i,0.00013646-3.6162e-05i,-0.00041153+0.00038597i,-0.00014814+0.00011312i,0.00069805-0.0011659i,0.00052836-0.0017461i,-0.00021469-0.0013467i,-0.00084101+0.00036667i,-0.00079097+0.0010177i,-0.00096896+0.0010714i,-0.0012905+0.0012865i,-0.00075088+0.00053493i,0.00053804+0.00028516i,0.00079377+0.00034884i,0.0012636+0.00067767i,0.0017687+0.00086282i,0.00011214+0.00045665i,-0.0011677+0.00053287i,-0.00071696-5.1454e-08i,0.00027076-0.0011076i,0.00043167-0.00057179i
0.0023048-0.00042609i,0.0011478-0.0015066i,0.00012666-0.0020859i,-0.00058655-0.0022771i,-0.00065121-0.0023722i,-0.00093989-0.0017742i,-0.00061223-0.00059041i,3.7951e-05+0.00074158i,8.7062e-05+0.00053155i,-0.00011743+0.00016991i,0.00017746+0.00089379i,0.00029748+0.001479i,-0.00019467+0.0010039i,5.1816e-05+0.00014736i,0.00082215-8.8547e-05i,0.00059952-0.00018028i,0.00023744-0.00019829i,0.00030105+0.00037928i,5.6593e-05+0.00043335i,0.00016774+5.7227e-05i,0.00022395-0.00022927i,-5.9084e-05-0.0007758i,-0.00014396-0.00073759i
0.00049362-0.00027504i,0.00033612+0.00090093i,-2.3253e-05+0.00094553i,-0.00086376-9.639e-06i,-0.0013051-0.0007498i,-0.00035254+0.00033286i,1.8273e-05+0.00041713i,0.00027369+5.825e-05i,0.00028794+0.00053995i,-0.00011227+0.00029731i,-0.00054775+0.00074628i,-0.00082457+0.0012136i,-0.0002914+0.00074972i,0.00016257+0.00041995i,-0.00035986+0.00027069i,-0.00068377-6.5433e-06i,-0.00033251-0.00021326i,0.00012566-8.1383e-05i,0.00022388-0.00018369i,-0.00021612+0.00012403i,-0.0001729+0.00039851i,-0.00015753+0.00043585i,-0.00036682+0.00071845i
-0.0013872-0.00081883i,-0.0016212-7.7871e-05i,-0.0015855-0.00047534i,-0.00077068-0.0012707i,-0.00078463-0.00032809i,-0.00097615+0.00016095i,-0.00033983-0.0003985i,5.702e-05+3.4267e-06i,-0.00032958+0.00035085i,-0.00045556+0.00061787i,-0.00026472+0.00065319i,-0.00037943+0.0009004i,0.00033311+0.0009624i,0.0012946+0.00037029i,0.0012414+2.5978e-05i,-4.5725e-05-0.00022996i,-0.00070568-0.00091134i,-0.00056169-0.0011914i,-0.00033244-0.00053087i,-3.7383e-05-0.00039649i,0.00065517-0.00024164i,0.000851+0.0010019i,0.00010912+0.001665i
0.0012596+0.0013247i,0.00056044+0.00087865i,-4.3722e-05+0.00011009i,0.00027094+0.00043084i,0.00052153+0.00042067i,0.00021946-0.00011865i,-3.1588e-05-0.00051395i,-0.00078328-0.00073202i,-0.0001023-0.00043983i,0.00026033+0.00053586i,-0.00047246+0.0008957i,-0.00081638+0.00097607i,-0.00028299+0.00082578i,-0.00030729+0.00017243i,-0.00083222-0.00043467i,-9.9542e-05-0.00053233i,0.00040004+5.2842e-05i,-0.00014896-0.00039387i,-0.00037045-0.0013777i,-3.6986e-05-0.00094596i,0.00038163+0.00014099i,-8.8425e-05+0.0003999i,-0.00058622-0.00024494i
-0.0032065-5.7032e-05i,-0.0021887+0.00067575i,-0.001545+0.00086285i,-0.0012475+0.0018247i,-0.00056317+0.0023001i,0.00055211+0.0018443i,0.00053604+0.0011826i,-0.0005216-0.00014026i,-0.0011152-0.0008887i,-0.00087174+9.4604e-05i,-0.00075506+0.0011516i,-0.00075161+0.001637i,-2.2296e-05+0.0015068i,0.000155+0.00072893i,-0.00046255+0.00036275i,-0.00085612+0.00064176i,-0.00061726+2.1667e-05i,0.00065438-0.00050433i,0.0011389-0.00042575i,0.00068716+1.7441e-05i,-0.00029549+0.00037211i,-0.00046396+0.00011048i,-0.000221+0.00043407i
-0.00047205+0.00082444i,-0.00031336+0.0011894i,-0.00018268+0.0020665i,0.0004992+0.0025255i,0.0012011+0.0019553i,0.0016577+0.00081203i,0.00067106+0.00046828i,-0.00082273+0.00026409i,-0.00053602+4.293e-05i,0.00015259+0.00045723i,1.6225e-05+0.00065199i,0.00012917+0.00018951i,-2.422e-05+0.00020384i,-0.00010809+0.00097785i,-0.00020009+0.0013303i,-0.00015042+0.0010639i,0.00029289+0.00068156i,-1.7973e-05+9.7989e-05i,-0.00057012+0.00011708i,-0.00065982+7.828e-05i,-0.0011762+7.5165e-05i,-0.00088548+0.00029729i,0.00053509+0.00043331i
0.0018523-0.00066057i,0.00093429-0.0016907i,-0.001064-0.0015776i,-0.001503-0.00067419i,-0.0016921-0.00021453i,-0.0020002-0.00084127i,-0.0017124-0.00070081i,-0.0008283-0.00053583i,-0.00035682-0.00098052i,-0.00017705-0.00090841i,-0.00023419+1.9583e-05i,-0.00051905+0.001298i,-0.00028859+0.0018932i,0.00062045+0.001625i,0.00068456+0.00088365i,0.00068881-1.2171e-05i,0.00070634-0.001303i,0.00030499-0.0014324i,0.00017339-0.00079493i,0.00042808-0.00049382i,-0.00015241-4.3544e-05i,-0.00063803+0.00012263i,-0.00030934+3.5499e-05i
0.0010176+0.0022632i,0.00094851+0.00099243i,0.0025223+0.0022796i,0.0025379+0.0026132i,0.0017848+0.00086421i,0.00098303-0.00062673i,0.0003153-0.00057139i,-6.4184e-06+0.00035429i,0.00014121+0.00092598i,3.3931e-05+0.0007923i,-0.00077647+1.369e-05i,-0.001116-0.00037249i,-7.2974e-05-0.00032186i,0.00062028+6.9432e-06i,-0.00010404-3.4737e-05i,-0.00068842-0.00028558i,-0.00057302-0.00015299i,-0.00069868-0.0004124i,-0.00092054-0.00049587i,-0.00078096+0.00035531i,-0.00064681+0.0001734i,-0.00050433-0.00050435i,-0.00035627-0.00061058i
-0.0012325-0.00067431i,-0.00049738-0.00024828i,-0.0011138+0.00060702i,-0.00098146+0.001814i,-0.00019328+0.0016321i,0.00041493+0.0003084i,0.00037095-0.00053001i,-0.00070499-0.00045593i,-0.0012658+6.4781e-05i,-0.0011581+0.00069809i,-0.0015009+0.00069675i,-0.0016755-2.8374e-05i,-0.0011139-9.5625e-06i,-0.00066848+0.00035623i,-0.00035221+0.00023483i,0.00017243+0.00022484i,0.00028064+0.00029956i,0.00036646+0.00015255i,0.00062388+1.6985e-05i,0.00068972+3.6274e-05i,0.00015458+0.00015438i,-0.00040885+0.00023037i,-0.00029146-3.9567e-05i
-0.00030467-0.00098965i,-0.00056968-0.00066178i,-0.0019478-0.00096744i,-0.0022022-0.00061317i,-0.0020391+0.000523i,-0.001141+0.00083881i,0.0004845-0.00013749i,0.00074597-0.00050833i,-0.00015211-0.00010898i,-0.0007508+0.00058801i,-0.00059735+0.0015719i,0.00010607+0.0010212i,0.00084915+0.00029157i,0.000819+0.00043007i,0.00077695+0.00024363i,0.0004254+0.00028968i,0.00032989+2.1785e-05i,0.000712-0.00023483i,0.00071627+0.00035868i,4.3189e-05-6.1044e-06i,-0.0003139-0.0008341i,-0.0001016-0.00096141i,-0.0003167-0.00043624i
