-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
-0.0029773-0.00087977i,-0.0029787-0.00098705i,-0.0031335-0.00069938i,-0.0024514+0.00014067i,-0.0011347+0.00060735i,0.0003892+0.0003437i,0.00046452+0.00041939i,0.00020244+0.00059375i,0.00037671+0.00033461i,0.00013498-0.00011078i,-0.000134-0.00043962i,0.00033986-0.00041137i,0.00043159+0.00049511i,-0.00046472+0.00092984i,-6.7308e-07+0.00063829i,0.0010486+0.00099222i,0.00069622+0.00080092i,-0.00042478+0.00077773i,-0.00099092+0.00036679i,-9.7465e-05-0.00057189i,0.00086894-0.00049556i,0.00068534-0.00077752i,0.00025597-0.0006068i
-0.0015+0.001055i,-0.0013823+0.000627i,-0.0013819-0.00016209i,-0.0011679-0.0002783i,-0.00065906+0.00031995i,-0.00013826+0.00051324i,-0.00018536+0.00032578i,-0.00029886+0.00071616i,-0.00070682+0.00028014i,-0.00075644-9.3258e-05i,-0.0002886+0.00018157i,-0.00020571-7.0562e-05i,-0.00088841-5.3858e-05i,-0.0016291-8.7612e-05i,-0.0011692-0.00035677i,-3.0588e-05-0.00047897i,0.00082384+2.657e-05i,0.00077166+2.5983e-05i,5.879e-05+4.5806e-05i,4.475e-05+0.00018769i,-2.5418e-05-0.0006736i,-0.00064361-0.00083437i,-0.00073556+3.3278e-05i
0.00038392+0.00063723i,-0.00035245+0.00099547i,-0.00038909+0.00075441i,-0.00016811+0.00062986i,7.3273e-05+0.0010385i,0.00043439+0.0010636i,0.00054977+0.00036076i,0.00030619-0.0002482i,-3.2479e-05-0.00058512i,-0.0003639-0.00079076i,-0.00038936-0.0006267i,-0.00027628-0.00053066i,7.194e-05-0.00043965i,-2.6681e-05+0.00013162i,3.331e-06+0.00024248i,0.0002569-3.3606e-05i,-0.00014407+0.00051342i,-0.0011974+0.00073509i,-0.001235+4.3283e-05i,0.0001014-0.00053884i,0.001203-2.223e-05i,0.0012534+0.00045997i,0.00024837+0.00017006i
-0.0016488-0.00071324i,-0.0012929-0.00099932i,-0.00078709-0.0012669i,-0.00011431+7.9789e-05i,0.00044731+0.0011785i,0.00096695+0.00071504i,0.001492+0.0003794i,0.0011142+0.00047846i,0.0005238+0.00072054i,0.00020206+0.00063025i,-0.00011858+0.0002168i,1.0138e-05+0.00015865i,-0.00048463+0.00061102i,-0.0010518+0.00071415i,-0.00056781+0.00050369i,-0.00050395+0.0010802i,-0.00048463+0.0012427i,0.00025375-0.00016142i,0.00039903-0.0010975i,-0.00013514-0.00016288i,0.00020416-1.7549e-05i,0.00058441-0.0003138i,0.00032562+2.7448e-05i
-0.00046897+0.00054799i,-0.00083787+0.00020819i,-0.0006551+0.00071682i,-0.001105+0.00065378i,-0.00059143+0.00038581i,0.00035929-0.00016288i,0.00018099-0.00057948i,-0.00017402-0.00012467i,-0.00022797+8.1961e-05i,-0.00060046-2.9925e-05i,-0.00089075+8.1468e-05i,-5.4212e-05+9.7147e-05i,0.0010438+5.1366e-05i,0.00036977-0.00035618i,-0.0010357-0.00048201i,-0.00088194-0.00026557i,-0.00068185-0.00048448i,-0.0011112-0.00077834i,-0.00096163-0.00026248i,-0.0003124+0.00012484i,-0.00017564-3.6291e-06i,-0.000888+0.00029022i,-0.00053111+0.0001498i
-0.0031108-0.00083059i,-0.0039964-0.0018774i,-0.0039751-0.0011671i,-0.0028312-0.00027197i,-0.00086285+0.00040278i,0.00036873+0.00038578i,0.0001768-0.00018051i,-6.5303e-05+0.00013118i,-0.00025331+0.00048921i,-0.00068333+0.0004404i,-0.00050678+0.00015735i,-0.00013695-9.3034e-05i,-0.00050537+0.00019364i,-0.00092266+0.00085026i,-0.00061797+0.00074436i,-0.00047164+0.0001928i,-0.00053898+0.00018693i,-0.00035557+0.00052709i,-4.1406e-05+0.00088066i,0.00050984+0.00096017i,0.00096349+0.00039904i,0.0012852-0.00019218i,0.0012143-0.00052778i
-0.00025537-0.002648i,-0.00070104-0.0025239i,-0.0013458-0.00034732i,-0.0016199+0.0011412i,-0.00051927+0.0017466i,0.00027643+0.0015561i,0.00074313+0.00058547i,0.00017379+0.00037724i,-6.7256e-05+0.00011985i,3.0089e-05-9.6489e-05i,-0.00015702+0.00039224i,-0.00021671+2.5837e-05i,-1.586e-05-0.00038286i,0.00030481+0.00020281i,6.6281e-05+0.00053954i,-0.00071473+0.00041752i,-0.00093088+0.00048818i,-0.00061618+0.00081924i,-0.00029835+0.00010005i,-0.00040563-0.00071496i,-0.00050385-0.00072021i,-0.00037625-0.00055857i,-0.00032668-0.00033133i
-0.0026209-0.0007654i,-0.0029563-0.00014382i,-0.003087+0.00016998i,-0.0022321-0.00080128i,-0.001026-0.0010557i,0.00058673-0.00040951i,0.0009522-0.00019842i,0.00070091-0.00028371i,0.00028623+3.2407e-05i,-0.00040612+0.00040923i,-0.00096846+0.00058493i,-0.00066496+0.00035184i,7.6472e-06+0.00065289i,-0.00040934+0.00087656i,-0.0010793+0.00040127i,-0.00072326-0.00025247i,-0.0006372-0.00050887i,-2.1615e-05-0.00021762i,0.00039547-0.00015916i,0.00021368-0.00020583i,0.00027824-0.00066196i,0.00031971-0.0011221i,-0.00026426-0.0010549i
0.00011586-3.3983e-05i,0.0016109-0.00084776i,0.0012588-0.0014117i,-8.4911e-05-0.0010367i,-0.00029572-0.00070247i,0.00032438-0.00052647i,0.0011713-0.00059639i,0.00090042-0.00057976i,0.00050716-0.00029032i,-0.00038071-0.00010743i,-0.0010141-0.00012916i,-0.00051506+1.7152e-05i,6.0408e-05+0.0001913i,0.00012067+0.00026237i,-0.00033103+0.0001964i,-0.00047412-3.0361e-05i,-0.00054686+0.0003012i,-0.0012143+0.0001184i,-0.0011335-0.00041961i,-0.00037599-0.00049449i,-0.0001957-0.00065028i,-0.00070282-0.00015306i,-0.00064985-8.8299e-05i
-0.00024068-0.00029934i,-0.00055609-0.0010426i,-0.0013457-0.0013892i,-0.00088759-0.00034321i,0.00020416+0.00084438i,0.0010653+0.00099914i,0.00062251+0.00047687i,-0.00042716+0.00059223i,-0.00068515+0.00026118i,-0.001065+9.1871e-05i,-0.00058588+0.00058902i,-5.7716e-05+0.00099396i,-0.00054938+0.00084737i,-0.00090134+0.00039153i,-0.00099353+0.00052359i,-0.00087174+0.00038694i,-0.0010804-0.00036539i,-0.00086124-0.00075179i,-5.5463e-05-0.00082138i,2.0646e-05-0.00068235i,0.00025725-0.00010428i,0.00077718-0.00030546i,0.0007302-0.00035039i
-0.0025385-0.0019868i,-0.002034-0.0031469i,-0.0024162-0.0019533i,-0.0029666-0.00043877i,-0.0014297+0.00022271i,-4.6652e-05+0.001109i,0.0006674+0.0013822i,0.0011957+0.0014134i,0.00087352+0.00092021i,0.00022124-1.3944e-05i,7.3809e-05-0.00045249i,-4.2462e-06-0.00018222i,-0.00030221+0.00053427i,-0.00032752+0.0003553i,-0.00017435+8.0079e-05i,-0.00053682+0.00012199i,-0.001003+2.3649e-05i,-0.0011318+0.00074483i,-0.00015094+0.00075747i,0.00019124+0.00058709i,-0.00053347+0.00088613i,-0.00082056+0.00089197i,-0.0010563+0.0005501i
-0.00069535-0.0011308i,-0.00098189-0.0013037i,-0.0013465-0.0021067i,-0.0010191-0.0013272i,0.00013091-0.00059179i,0.00075096-0.0011416i,0.00048756-0.0010961i,-9.1453e-05-0.00063968i,8.7893e-05-7.1798e-05i,-0.00025317+0.00029904i,-0.00069848+0.00038533i,-0.0010215+0.00045777i,-0.00071878-0.00019113i,0.00043929-0.00040923i,0.00057443-0.00041981i,0.00010823-0.0002907i,0.00022343-0.0001498i,0.00022523-0.00034759i,-0.00058191+0.00067547i,-0.00068424+0.0015464i,0.00048639+0.0015015i,0.00039351+0.00067635i,0.00022596-0.00021434i
-0.00014817-8.0726e-05i,0.00022241-0.00081312i,0.00087891-0.00075762i,8.1866e-05-0.00020862i,-0.00034294-8.4003e-06i,0.00046708+0.00047631i,0.0007702+0.00040659i,-0.00020621+0.00010332i,-0.00047462-0.00022952i,0.00012879-0.00079917i,0.00046644-0.00097363i,0.00047156-0.000331i,0.00023832-0.00031096i,-0.00037-0.00058559i,-0.00065075-0.00020288i,1.1394e-06+0.0002533i,-7.427e-05+0.00035013i,-0.00030606+4.1413e-05i,-0.00033483+0.00041181i,-0.00056587+0.00068985i,-9.4858e-05+0.0010333i,0.00039867+0.00074495i,-0.00025865-0.00030954i
-0.00076692-0.00097176i,-0.001966-0.00042689i,-0.0020218+0.00038345i,-0.0016405+0.00012342i,-0.00074159-0.00017283i,0.0010508-6.6098e-05i,0.0015448-0.00061848i,0.0010936-0.00033394i,0.00024134+0.00049548i,-0.00060223+0.00073585i,-0.00018766+0.00012508i,0.00043114-0.00056289i,0.00069573-0.00030114i,0.00072609+4.3697e-05i,0.00012928+4.9678e-05i,-0.00068886-0.00026531i,-0.00040177-0.00031334i,0.00012828+0.00024873i,0.00026621+0.00060318i,0.00011554+0.00066725i,-0.00041918+0.00051246i,-0.00088571-0.00025729i,-0.00095961-0.00024712i
-0.0021094-0.00058017i,-0.0027283-0.00098478i,-0.0031687-0.00082415i,-0.0020989-0.00027482i,-0.00052592+0.00093673i,4.2583e-07+0.00056397i,-0.00015353+0.00012286i,-0.00037104+6.0617e-05i,0.00018852-0.00021421i,3.6292e-05+0.00017656i,-0.00028664+8.7105e-05i,0.00038339-0.0004389i,0.00028196-0.00021863i,0.00010674-0.00013056i,5.7531e-05-0.00021955i,-0.00011524+0.00029317i,-0.00079216+0.00043425i,-0.00039066+8.3606e-05i,0.00033958+0.00022816i,-0.00010327+0.00020702i,0.0003499-0.00022702i,0.00078213-0.00035386i,0.00089704-0.00020598i
-0.0011262+0.0019943i,-0.0011668+0.0016823i,-0.0019902+0.001383i,-0.0013653+0.0010404i,-0.00019252+0.00048615i,0.00059253+0.00038374i,-0.00034628-9.9059e-05i,-0.00069525-0.00027869i,0.00035396+0.0003301i,0.00055184+0.0011154i,0.00049919+0.00081451i,0.00069845+0.00037211i,0.00038555+0.00033352i,0.00047005+0.00012689i,0.0001321+0.00033826i,-0.00039653+0.00028722i,-6.8622e-05+3.2836e-05i,-7.5268e-06+0.00065212i,-0.00069965+0.00099633i,-0.00030008+0.00075992i,0.0009126+6.4384e-05i,0.00092159-3.4028e-06i,0.00061441+1.1856e-05i
0.00052374+0.00060621i,0.00072118+0.00048194i,0.00064047+0.00066615i,0.0005087+0.00068135i,0.0010384+0.0004963i,0.0008682-0.00015946i,0.0010641-0.00041311i,0.0013783+0.00035896i,0.0010264+0.00021235i,0.00043835-0.00079527i,-0.00011935-0.00049352i,-0.00085341-0.00020351i,-0.00090161-0.00064846i,-0.00061531-0.00056893i,-0.0003347+0.00026952i,-0.00056032+0.00079509i,-0.00036954+0.00012343i,0.0002123-0.00036116i,0.00052738-0.00018794i,0.00061559+0.00032835i,0.00047572+0.00033673i,0.00013685+0.00040784i,-8.9135e-06+0.00028995i
-0.00012563+0.00013916i,0.00038766+0.00063892i,0.00086365+0.0011357i,0.00048927+0.0014852i,3.8282e-05+0.0012699i,-9.8426e-05+0.00047399i,0.00040391-4.8118e-05i,0.00075253+0.00041629i,0.00080907+0.0005561i,0.00049427+0.00025572i,-0.00030109-0.00019764i,-0.00020861-8.7754e-05i,0.00017704-0.00023978i,0.00028121-0.00035981i,0.00011635+5.0629e-06i,-0.00050314-0.00018015i,-0.0004234-4.3977e-05i,-0.0006533+0.00040056i,-0.00041595+0.00021428i,-0.00025567-0.00023996i,-0.00063569-0.00034996i,0.00030821+0.00018096i,0.00075793+0.00044855i
-0.00094251-0.00073187i,-0.00073963-0.0014918i,-0.0013967-0.0018874i,-0.0012254-0.00095926i,-0.00099947+0.0010095i,-0.00056155+0.0014551i,-0.00040185+0.0004773i,-7.3677e-05+0.00014199i,-3.9138e-05-0.00016139i,0.00014206-1.4029e-05i,-7.8155e-05+0.00016532i,-0.0008582+0.00043729i,-0.00088876+0.00051396i,6.6468e-06+0.00072551i,-0.00026833+0.0012515i,-0.00073336+0.00093981i,-0.00063254+0.00011977i,-0.00084475+0.00026316i,-0.00054701+0.00050901i,-0.00031781+0.00061909i,-0.00019858+0.00012501i,-0.00058096-0.00078604i,-0.00035437-0.0011223i
-0.002537+0.00065708i,-0.0024368-0.00022313i,-0.0022871-0.0002039i,-0.0016622+0.00098198i,-0.00070078+0.0014799i,0.00090016+0.0007036i,0.00091702-0.00032521i,0.00038833-0.00092453i,-0.00011333-0.0011205i,-0.00076982-0.00083852i,-0.00057515-0.00042438i,-0.00049304-0.00032629i,-0.00041231-0.00049442i,-5.0191e-05-0.00018789i,0.00027504-2.628e-05i,0.00041428+0.00030932i,-0.00042698+8.2503e-05i,-0.00074805-0.00083274i,7.8177e-05-0.00094011i,0.00074643-0.00074889i,0.00061886-0.00062691i,-5.6678e-05-0.00060965i,-0.0001791-0.00065857i
0.001373+0.0017901i,0.0023299+0.0017602i,0.0015941+0.00030802i,-0.00011105-0.00040848i,-0.00030135-0.00031481i,0.00048831-0.00070423i,0.00073017-0.00061896i,0.00046931-0.00013103i,0.0010967+0.00072633i,0.00082512+0.00139i,-0.00025499+0.0013732i,-0.00051365+0.0011846i,-0.00054667+0.00015368i,-0.00012876+7.5084e-05i,0.00078732+0.00048566i,0.00073925+0.00060901i,-0.00052621+0.00076903i,-0.0008624+0.00047689i,-0.00017998+0.00023567i,-0.0001767+0.00010456i,-0.00036787-0.00033089i,0.00018314-0.00071262i,0.00022923-0.00034699i
-0.004641-0.00056306i,-0.0051521-0.00095962i,-0.0058744-0.0015046i,-0.0040405-0.00079658i,-0.0016011+0.00052724i,-0.00069356+0.00043191i,-0.00059495+0.00023678i,-0.00037393+0.00045617i,-0.00036868+0.00036012i,-0.00082887+0.00062523i,-0.00095683+0.00061786i,-0.00053413+0.00056637i,-0.00028576+0.00074656i,-0.00044237+0.0012253i,0.00011953+0.0013603i,0.00067097+0.00048645i,5.3146e-05-0.00013948i,-0.00052617+0.00018564i,-0.00036575+0.00044781i,-0.00081277+0.00029597i,-0.0010516+0.00030072i,-0.00025918-9.7381e-05i,0.00012425+0.00020006i
-0.0038502+0.00052146i,-0.0018837-0.00026376i,-0.0031204+0.00037753i,-0.0020502+0.0012583i,1.47e-06+0.00099985i,0.0012575-9.7308e-05i,0.00073671-0.0003335i,-8.048e-05-0.00021765i,0.00045374-0.00034854i,0.00039664-0.00027955i,-0.00021568+0.00096472i,-1.6981e-05+0.0015329i,0.00098894+0.0010764i,0.00038889+0.00095563i,0.0002113+0.0010835i,0.00041395+0.00097422i,-0.00028218+0.00055967i,-0.00036046+1.5815e-05i,-0.00073943-3.6373e-05i,-0.00087665+0.00040616i,-0.00092087-0.00052794i,-0.00095216-0.0010017i,-0.00046509-0.0011629i
0.0012844-0.00077284i,0.00069936-0.0010909i,-7.6587e-06-0.00088903i,-0.00070029-0.00081504i,-0.00046302-0.00051084i,0.0001563+7.9811e-05i,-2.5604e-05+8.7441e-05i,-1.5611e-05+0.00039442i,0.00044752+0.0011577i,0.00021236+0.00063566i,-0.00097835+0.00053883i,-0.0015571+9.8618e-05i,-0.00083189-0.00096493i,-0.00013198-0.00082755i,0.00010412+0.00030641i,0.00011784+0.00073793i,-5.3832e-05-2.6915e-05i,0.00057042-0.0006076i,0.00054238-0.00033487i,-0.00062096-7.5157e-05i,-0.00084687+0.00031683i,-0.00054718+0.00057293i,-0.00061624+0.00055197i
0.003514-0.00057888i,0.0019151+0.0010677i,0.0010427+0.0016948i,-3.9047e-05+0.00020498i,-2.9418e-05-0.00032011i,0.00026851-0.00041196i,6.4406e-05-0.0012521i,-0.00033535-0.0009218i,-7.8714e-05-0.00046023i,0.00061206-0.0013773i,0.00098349-0.0016839i,0.00039647-0.00043664i,-0.0004697+0.00080936i,-0.00062411+0.00057675i,-0.0010972-0.00031808i,-0.00098513-0.00052521i,-0.00010594+0.00020891i,-0.00013089-0.00018228i,-0.00034281-0.00070402i,-7.3886e-05+0.00026571i,-0.00029242+0.00024921i,-0.00050302-0.00035549i,7.9119e-05-0.00058416i
0.0001104-0.0027378i,-0.00062455-0.0020903i,-0.0008632-0.00025517i,-0.0013218-0.00010428i,-0.0017565-0.00045049i,-0.0018126+0.00059223i,-0.0013611+0.00076388i,-0.00044535+0.00063734i,0.00031408+0.0009484i,8.0867e-05+0.00075691i,-0.00013503-0.00011062i,-0.00028826+8.285e-06i,-0.00038104-1.0455e-05i,-0.00034129-0.00040204i,-0.000139-0.0006951i,0.00069167-0.00040749i,0.00074711-0.00034421i,0.00069859-0.00043156i,0.00073393+0.00031349i,0.00014485+0.00061329i,0.00011216+0.00035338i,-0.00034553-2.9707e-05i,-0.00031731-0.00026087i
0.00074476+7.6863e-05i,-4.902e-05-0.00056707i,-0.0011664-0.0012512i,-0.0011695-0.0013442i,0.00036324-0.00070014i,0.0016134-0.00049613i,0.0013281-0.00011388i,0.00017325-0.00014238i,-6.31e-06-0.00048092i,0.00020412-0.00029524i,-4.0289e-05-1.762e-05i,-0.00014393+0.000355i,-0.00013368-0.00018501i,0.00022329-0.00056946i,3.4453e-06-0.00054197i,-0.00031414-0.00050198i,9.9293e-05+5.2205e-05i,-0.00059851+0.00028447i,-0.00060668+0.00026689i,0.00029794-1.3129e-05i,5.0908e-05+0.00016433i,0.00016322+0.00045833i,0.00011779+0.00011956i
0.0019162-0.0013674i,0.0026409-0.00058668i,0.0015367-0.00064545i,0.00103-0.00050271i,0.00068669-0.00060752i,0.0010582-0.00097619i,0.0011207-0.00049602i,0.00059358-0.000142i,0.00081115+9.1631e-06i,0.0007567-0.0003244i,6.6357e-05-0.00047985i,-0.00019106+0.00059746i,0.00038174+0.00090635i,0.00061997+8.3141e-05i,7.8597e-05-0.00057163i,-8.9703e-05-0.00011482i,0.00017448+0.00011608i,-0.00011293-0.00039349i,-8.1e-05-0.00035308i,1.4753e-05+4.3918e-05i,-0.00041919-0.00018116i,-0.00067643-9.4509e-05i,-0.00072082+0.0003984i
0.00069904+0.00037621i,-0.00034298+0.0010251i,-0.0011403+0.00076053i,-0.0011474+5.69e-05i,-0.00092298+0.00011442i,-0.0011987+0.00015093i,-0.0010478+0.00043544i,-0.00058024+0.00063314i,0.00031022+0.00045554i,0.00068144+0.00046978i,0.00064273+0.00044853i,0.00029848-8.2516e-05i,-0.00059949-0.0011296i,-0.00094669-0.000862i,-0.00071988+0.00033012i,-0.00042339+8.2946e-06i,0.00014288-0.00072978i,1.2844e-05-0.00043793i,-0.00069666-0.00030945i,-0.00070554-0.00030138i,-0.00052471-0.0008393i,-0.0004864-0.00041691i,-0.00033457+0.00065488i
-0.00073127+7.7375e-05i,-0.0020389-0.00010983i,-0.0022186+0.00028726i,-0.0023974+0.00012399i,-0.0015028+0.00023115i,-0.00023792+0.0011929i,2.4075e-05+0.001775i,-0.00012309+0.0013787i,0.00011103+3.5512e-05i,0.00055458-0.00016194i,0.00077053+0.00041573i,0.00084021+0.00012075i,0.00014781-0.00010715i,-0.00056456+0.00032506i,-0.00033983-0.00032188i,-0.00030365-0.00058941i,-0.00018881+0.00052684i,0.00016627+0.00068999i,3.45e-05+4.9613e-05i,0.00028748-0.00030636i,0.00075262-0.00012007i,0.00036679-0.00017941i,-0.00076135-0.00053961i
0.00058057-0.00073884i,0.000337-0.0013448i,0.0012167-0.0015919i,0.0012085-0.00053576i,0.0010483-5.4982e-05i,0.00090119+0.00018098i,0.00038783+0.00013773i,0.00031323-0.00038508i,0.00081851-0.00044415i,0.00079564+0.00011277i,-0.0002541+0.00028913i,-0.0010222+0.00016077i,-0.0012793-4.4573e-05i,-0.00097908+0.00062185i,-0.00082049+0.0010263i,8.6346e-05+0.00056228i,0.00026548+0.0003189i,-0.00040326+3.9415e-05i,-0.00014731+0.00021822i,0.00050398+0.00098477i,0.00070945+0.00079696i,0.00018844-0.00084024i,-9.7762e-05-0.00065113i
0.00054177+0.0018797i,0.00082084+0.0023047i,0.00102+0.0016194i,0.00054061+0.00016186i,0.00088548-0.00075812i,0.00044357-0.00094414i,-0.00045042-0.00082357i,-0.00010782-0.00079068i,0.00053431-0.00081173i,0.0010326-0.00079404i,0.001446-0.00066439i,0.00081958+2.6912e-05i,-0.00045721+0.00015307i,-0.0006974-4.0452e-05i,-0.00086506+0.00021462i,-0.00086102+0.00023144i,-0.00068619+0.00026384i,-0.0011448+0.00088489i,-0.00067531+0.00052811i,0.00012804+0.00012388i,0.00070962+0.00012094i,0.00071122+5.4512e-05i,-6.8529e-05+0.00026124i
-0.0015012-0.00030594i,-0.00066351+1.3069e-05i,-0.0026904-0.0011236i,-0.0035528-0.00044145i,-0.0010698+0.00099562i,0.00057683+0.0016333i,0.00036535+0.0011316i,0.00015383+0.00012916i,4.0332e-05-0.0005907i,-0.00042779-0.00032943i,-0.0004742+0.0002848i,-0.00018207+0.00018903i,-0.00053788-2.7758e-05i,-0.00039074+1.8789e-05i,-0.00029406+0.00027897i,-0.00067319+0.00023239i,-0.00056049-0.000468i,-0.00050947-0.00055553i,-0.00038109-6.3605e-05i,8.0207e-05+0.0001616i,-1.7357e-05+0.00058355i,-0.00013347+0.00082414i,-5.9042e-05+0.00027741i
0.0028262-0.0011287i,0.001642-0.00098614i,0.00093114-0.00078259i,0.00061455+0.00010869i,-8.446e-05+0.00055776i,0.00030992+0.00022314i,0.00072882-0.00017906i,0.00036214-0.00018637i,0.00024865-8.5758e-05i,-0.00023261-0.00085666i,-0.00045989-0.0014661i,-0.00064725-0.00086729i,-0.00013869-0.00093888i,0.00030137-0.0007934i,5.0536e-05+0.00014964i,-0.00039809+0.00038727i,-8.6579e-05+0.00064476i,0.00072407+0.00073365i,0.00024463+0.00033269i,2.4567e-05+0.00024767i,0.000215+0.00014671i,0.00014277+0.00035121i,-8.1214e-05+0.00046684i
0.00076783-0.0013325i,0.0012954-0.0010685i,0.00015623-0.0021679i,-0.0015108-0.002371i,-0.00072006-0.0011758i,0.00027157+0.00037981i,-0.0004718+0.0010859i,-0.0010047+0.00061708i,0.00019846-4.1599e-06i,0.00042471-9.4702e-05i,-0.00064432+0.00027171i,-0.00083682+4.3338e-05i,-0.0002498-0.00021646i,0.00031693-0.00014599i,0.00075203-0.00020347i,0.00061854+3.1436e-05i,0.00028362+0.00022015i,0.00024917+2.0102e-05i,0.00049001-0.00010246i,0.00052651-7.1699e-05i,0.00016056-0.00012052i,0.00011322-0.00032044i,0.00055297-0.00032693i
0.00050908+0.00014806i,-0.00048652-0.000307i,-0.0011244-0.00043347i,-0.0011547-0.00035183i,0.0001221-0.0003496i,0.0007007-0.00033813i,0.00054451+0.0006026i,0.00023869+0.0014874i,0.00065851+0.0010829i,0.00072926+0.00080855i,0.00044897+0.0006804i,8.0631e-05+0.00054613i,-0.00041307-2.0016e-05i,-7.6566e-05-0.00031847i,0.00050741-0.00015482i,0.0004772-2.9043e-05i,0.00023416-7.8127e-05i,-0.00015251-0.000502i,-9.3074e-05-0.00023076i,-3.4284e-05+0.00010994i,0.00033904-0.00046711i,0.00019226-0.00062478i,-0.00014242-2.0873e-05i
0.0009291+0.00078331i,0.00092427+0.0015624i,0.00016219+0.001272i,-0.0010349+0.00098128i,-0.00078309+0.00096234i,-0.00037222+0.00066916i,-0.00035585+0.00063564i,-0.00028795+0.00018559i,-0.00053132-0.00063997i,-0.00053794-0.00066291i,-0.00056096-0.00015032i,-0.00046239-0.00026532i,7.2197e-05-0.00016695i,0.0009144+0.00029154i,0.00071645-0.00010532i,0.00014709-0.00050788i,1.2949e-05-0.00024596i,0.000769-0.00010711i,0.0010138-0.00016686i,-3.9524e-05+0.00026531i,-0.00074959+0.00033716i,-0.00063597-0.00049675i,-0.00087021-7.8182e-05i
-0.002443-0.0029019i,-0.0034565-0.0031296i,-0.0044125-0.0022869i,-0.0038589-0.00074502i,-0.0018064+0.00081951i,0.00017325+0.00085456i,0.00055982+0.00060838i,-0.00028064+0.00088595i,-0.00068729+0.00093924i,-0.00046502+0.00052721i,-0.0004387-5.3005e-05i,-0.0006585+0.00030334i,-0.00075161-0.00016825i,-0.00107-0.0010465i,-0.00091434-0.00060981i,-0.00027106+0.00016654i,-0.00053802+0.00050472i,-0.001137+0.00079844i,-0.00030218+0.00034953i,0.00020246+2.8728e-05i,-0.00030672+7.579e-05i,-6.4647e-05+4.4622e-05i,-0.00035976+0.0003479i
0.0017296-0.00039795i,0.0015395-0.0011328i,0.00063022-0.00065522i,0.00024275+0.00046167i,0.00033704+0.00057471i,0.00058372-1.094e-05i,0.00040897-0.00068961i,0.00038895-0.00031365i,-9.3564e-05-0.00010764i,-0.00018165-0.0003296i,0.00059109-8.8908e-05i,0.00053105-2.6991e-05i,0.0002168-0.00034574i,0.00024663+0.00048007i,0.00088485+0.00064798i,0.0013041-4.3808e-05i,0.00043498-0.00059873i,-1.3242e-05-0.00075826i,0.00048125-0.00033197i,0.00029551+0.00014872i,-0.0002775+0.00022706i,-4.6574e-05-0.00020981i,-0.00044882-0.000373i
0.0019825+0.0015114i,0.002097+0.0014604i,0.0016088+0.0017177i,0.00043657+0.0010846i,-0.00015787+0.00050922i,0.00037733+0.00049153i,0.00033788+0.00047453i,0.00026351+0.00079562i,0.00046408+0.00054147i,0.00012622-0.00040797i,0.00025598-0.00016481i,0.00041587-0.00061107i,-1.6232e-05-0.0013476i,-0.00020262-0.00074132i,-0.00035636-0.00023555i,-0.0010096+9.6533e-05i,-0.0010458-0.00070096i,-0.000898-0.0011379i,-0.00057124-0.00094036i,0.00023288-0.00092762i,8.2298e-05-0.00064286i,-0.00033455-0.00047352i,2.1239e-05+0.00028699i
0.00061519+0.00011919i,0.00039953+9.4705e-05i,0.000732-0.00070995i,0.00029725-0.0013639i,-7.3801e-05-0.0016425i,-0.00031436-0.0015398i,-0.00039162-0.00042945i,0.00040313+0.00056238i,0.00088209+0.00048502i,0.00092139+0.00059742i,0.00047415+0.00035739i,-3.339e-05-0.00038345i,0.00029287-0.00045748i,0.00028469-4.6775e-05i,-6.564e-05-0.00015767i,-0.00041564-0.00066828i,-0.00039821-0.00057298i,0.00059039-0.0002052i,0.0010365-0.00034224i,0.00069144-1.0545e-05i,0.00076506+3.4122e-05i,0.00056186-0.00020537i,-6.8717e-05-0.00040063i
-0.00092227-0.0011133i,-0.00081462-0.0015676i,-0.0013096-0.0017649i,-0.0017259-2.0446e-05i,-0.00052272+0.0004747i,0.0011898-0.00043297i,0.0012486-0.00060965i,0.0002737-0.00036338i,-3.5189e-06+0.00029434i,-0.00039725+0.00020099i,-0.00083118-3.2887e-05i,-0.00034605+0.00047649i,0.00016512+0.00051573i,0.00063206+0.00033506i,0.0002329+0.00065319i,5.3482e-05+0.0005335i,-0.00032754+0.00039732i,-0.00095933-7.1252e-05i,-0.00027253-0.00072095i,0.00033065-0.0012499i,-8.6796e-05-0.00061686i,-0.00040373-0.00021814i,-0.00017594+3.404e-06i
