-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
0.00088025+0.003065i,0.0016621+0.0037765i,0.0025241+0.0041939i,0.0028287+0.0020317i,0.002228-0.0002034i,0.0011708-0.0010837i,0.00026989-0.0010369i,0.00029537-9.6013e-05i,-9.0737e-06+0.00063904i,-0.00053232+0.00043849i,-0.00021002+0.00037959i,0.00041444-0.00014202i,0.0009888-0.00065208i,0.0014343-0.00046116i,0.0010262-4.0157e-05i,-0.00011345-0.00026055i,-0.00034286-0.00012136i,-0.00042358+0.00074694i,-0.00074658+0.00077376i,1.4992e-05+0.00036032i,0.00088013+0.0003062i,0.00076642+0.0005674i,0.00058316+0.00043744i
-0.003131-0.0017708i,-0.0027965-0.0032688i,-0.0020413-0.0027282i,-0.0024717-0.0016668i,-0.0019345-0.0016764i,0.0003596-0.0011993i,0.0015863-8.8302e-05i,0.0017335+0.00034703i,0.0009618-0.00027274i,-0.00011263-0.00048552i,-0.00052419-0.00095841i,7.0499e-05-0.00080366i,0.00068184+0.00048404i,0.00010488+0.0009436i,-0.00072101+0.00062658i,-0.0007562+0.00067073i,-0.00070922+0.00069556i,-0.0004206+0.00012194i,-0.0006911+0.0003252i,-0.0010284+0.00058473i,-0.00039278+0.00017822i,-0.0002726-0.00027099i,-0.00036464-0.00014423i
0.0013511-7.03e-05i,0.0027224+0.0018173i,0.0027402+0.002728i,0.0020929+0.0021915i,0.0025294+0.00080217i,0.0026287-5.3204e-05i,0.0024453-5.2219e-05i,0.0029074-0.0011609i,0.0027128-0.0017221i,0.0023331-0.0014373i,0.0016724-0.0018088i,0.00025841-0.0013352i,-0.00059341-0.00019604i,-3.5118e-05+2.2446e-05i,0.00078108-0.00038731i,0.00065442-0.00024793i,0.00013266-0.00045381i,0.00023457-0.00074325i,0.00038727-0.00049121i,0.00029421-0.00048509i,0.00091214-0.00085818i,0.00097049-0.00061732i,0.00048687-0.00025971i
-0.0001752+0.0020771i,-0.0016991+0.0018109i,-0.0012043+0.0018098i,-0.00038127+0.00057593i,-0.000126-0.00093919i,-0.0001072-0.0019221i,0.00044682-0.0014913i,0.0015708-0.0012843i,0.00099816-0.0026655i,-3.3481e-05-0.0027502i,-0.00029692-0.0010505i,-0.00047308-0.00034701i,-0.00022177-0.00067424i,0.00023978-0.0010889i,0.0012074-0.00055615i,0.0015324-0.00027861i,0.00076212-0.00024601i,-0.00011007-0.00011296i,-0.0001707-0.00070506i,0.00032833-0.00072798i,0.00033505-0.00019575i,0.00026897+0.00022152i,0.00035597+0.00076069i
0.00070891-0.00023259i,0.0017515-0.0005189i,0.0017345-0.00019457i,0.0013575-0.00022873i,0.00077712-0.0011769i,0.00018508-0.0015618i,0.0010191-0.00094189i,0.0020766-0.001478i,0.0012984-0.0027464i,-0.00026445-0.0026699i,-0.00067228-0.00084812i,4.9619e-05+0.00022433i,0.00041013-0.00022742i,0.00046166+4.3831e-06i,0.00025602+0.0005168i,-0.00018536-4.2835e-05i,-0.00017058-0.0013938i,9.7819e-05-0.0017167i,-6.8973e-05-0.00042167i,-9.2122e-05+2.62e-05i,0.00011027+2.5188e-05i,-6.1246e-05-9.4496e-05i,-7.1458e-05+9.0749e-05i
-0.00081654+0.0018691i,-0.00050749+0.0018169i,0.00040854+0.00094975i,0.00013002+4.7941e-05i,0.00023899-0.00072333i,0.0015313-0.0014216i,0.0017539-0.0012851i,0.00076094-0.0013851i,-0.00077325-0.00091578i,-0.0014226-0.00016246i,-0.0010753+0.00055642i,-0.00084625+0.00041971i,-0.00057698-2.2074e-05i,-0.00062469+1.9639e-05i,-0.00048731-0.00096767i,0.00049891-0.0014529i,0.00099064-0.0010386i,0.00038277-0.00094507i,0.00036073-0.00051566i,0.0005199+0.00031094i,7.1412e-05+0.00064899i,0.00020057+0.00082206i,0.00046562+0.00062374i
0.0011114+0.0026412i,0.00083155+0.0023838i,0.00090866+0.0022954i,0.0018352+0.0015136i,0.0022234-0.00012647i,0.00094736-0.0012434i,0.00070638-0.00044211i,0.0011916+0.00056296i,0.001052+0.00045633i,4.6332e-05+0.00027157i,-0.00038804-0.0002787i,0.00026255-0.00092811i,0.00050272-0.0010239i,9.0691e-05-0.00034799i,-6.6365e-05-0.00010977i,9.5192e-05-0.00078791i,-2.8727e-05-0.0012072i,-0.00041767-0.00057934i,-0.00013574+0.0005455i,0.00029918+0.00026408i,0.00080456-0.00042186i,0.00025358+2.6186e-05i,-0.00030635+0.00058313i
0.0020144+2.0426e-05i,0.0018672-0.00011888i,0.0025125-0.00037004i,0.0024697-0.00068773i,0.0019166-0.00088214i,0.0016935-0.00050379i,0.0017368+0.00043064i,0.0014688+0.0003139i,0.0011518+0.00032489i,0.00028003+0.0009245i,-0.00053888+0.00041011i,1.775e-05+0.0001163i,0.00064635-0.00057242i,0.00075918-0.00071205i,0.00094453-7.6515e-06i,0.00096333+0.00029296i,0.00073059+0.00036088i,-0.00034422+0.0003987i,-0.0011225+0.0010478i,-0.0010501+0.0016668i,-6.2506e-05+0.0014206i,0.00036888+0.00010605i,-0.00036741-0.0011932i
8.4033e-05+2.3087e-05i,0.00014572+0.00035887i,0.0013442+0.00065798i,0.001656-4.915e-05i,0.00092432-0.0011377i,0.00089661-0.0017271i,0.0010323-0.0011248i,0.0017712-0.0010887i,0.002292-0.0019355i,0.001675-0.0015702i,0.0011759-0.00035466i,0.00055499+0.0004096i,-0.0001539+0.00081419i,-0.00056725+0.00078182i,-0.00046257-8.2033e-05i,0.00024372-0.00059909i,0.00034751-0.00053778i,-8.0374e-05-0.0008204i,-0.00015416-0.00095129i,-0.00036278+4.6881e-05i,-1.7626e-05+0.00072791i,-0.00013824+0.00016813i,-0.00060847-0.00015101i
-0.00018749-0.00093728i,-0.00064711-0.00074026i,0.00037022-0.000778i,0.00088443-0.00088006i,0.00052707-0.00079463i,0.00015838-0.0005136i,0.0010949-3.054e-05i,0.0018-0.00084688i,0.0010257-0.0019978i,6.761e-05-0.0020028i,0.00015245-0.0018199i,-2.2763e-05-0.00087922i,-0.00053681-0.00061852i,-0.00057458-0.0010901i,-8.5397e-06-0.001077i,0.00038567-0.0010584i,0.00052645-0.0015765i,0.00082512-0.001205i,0.00093667-0.00060233i,0.0001858-0.00019867i,-0.00017134+0.00031907i,-0.00032407+0.00023017i,-0.00035623-0.00031381i
0.0020627-0.0032936i,0.0013493-0.0029105i,0.0019267-0.0018976i,0.0023363-0.0008375i,0.001243-0.0016804i,-0.00017535-0.0019795i,-0.00081806-0.0016173i,-0.00039738-0.0016773i,-0.00082034-0.0022039i,-0.0014751-0.0023383i,-0.0015176-0.0019553i,-0.0011289-0.00092057i,-0.0011244-0.0010184i,-0.00070743-0.0012762i,-0.00027014-0.00057867i,-0.00062092-0.00039125i,-0.00063489+0.00040497i,-0.0011089+0.00096922i,-0.0014384+0.00034965i,-0.0010826-5.9641e-05i,-0.00051236+2.8343e-06i,-0.00042365+0.0004218i,-0.00042928+0.00076551i
-0.0021629+0.003462i,-0.0014056+0.0035382i,-2.8057e-05+0.0033639i,0.00092944+0.0021612i,0.0014974+0.00031363i,0.0013685-0.00030324i,0.00096504+0.00013634i,0.0007427+0.00035299i,0.00010981-1.8169e-05i,-0.00015784-2.6338e-05i,0.00086278+0.00019582i,0.0014537+0.00010684i,0.001121+0.00030075i,0.00088146+0.00015922i,0.00090618-0.00012931i,9.7796e-05-0.0005837i,-0.0002956-0.0006362i,-0.00011782-0.00062106i,-0.00077971-0.0005796i,-0.00079591+0.00017171i,3.3009e-05+0.00038356i,0.00081584+0.00035607i,0.001463+0.0005915i
0.00021769-0.0017343i,0.00014644-0.0008739i,-0.0010773-0.00075923i,-0.0010551-0.00011511i,4.7091e-05+5.646e-05i,0.001058+0.00033479i,0.0013393+0.00061425i,0.00087027+0.00076194i,-0.00025226+0.00085337i,-0.0013788+5.9522e-05i,-0.00069869-0.00039067i,-0.0005727-0.00021218i,-0.0016008-0.00039258i,-0.0013301-0.00020188i,5.6493e-05+0.00027366i,-8.4955e-05+0.00030913i,-0.00078384+0.00011777i,8.3449e-05-0.00013826i,0.001002-7.4136e-05i,0.00086477+0.00036911i,0.00021466-3.7371e-07i,-0.00039937-0.00074316i,-9.118e-05-0.00069414i
-0.00089417-0.00068438i,-0.0015695-0.00046792i,-0.0028657+0.0007836i,-0.0018864+0.00046468i,2.4102e-05-0.00055361i,0.0016384-0.00026711i,0.0018029+0.00076434i,0.00086688+0.00032431i,1.96e-05-0.0012831i,0.00022394-0.0019162i,0.00051194-0.0013543i,-0.00035978-0.00059838i,-0.00083194-0.00024397i,-0.00051894-0.00019075i,0.00015164-0.00066743i,0.001135-0.0010292i,0.00096807-0.00078516i,-0.0001365-0.00075476i,-0.00029883-0.00038191i,0.00056109-0.0002737i,0.00031305+0.00025132i,-0.00027901+0.0011208i,-0.00069838+0.00091829i
0.00073515-0.0028335i,0.00058134-0.0026477i,0.00074569-0.0019504i,0.00087388-0.00067546i,0.00048581+0.00082143i,0.00089928+0.00054001i,0.0025218-0.00053146i,0.0033966-0.001968i,0.0030027-0.0025958i,0.0018136-0.0018074i,0.00075531-0.00087915i,0.00018089-0.00021971i,-1.4415e-05+0.00024703i,-0.00011595+6.156e-05i,-8.4311e-05+7.6408e-05i,0.00021597-0.0002465i,0.00025867-0.00059684i,-0.0002342-0.000545i,-0.00072518-0.00032153i,-0.00070951+1.3646e-05i,-0.00029505+0.00050986i,-0.00019682+0.0006501i,-0.00060536-0.00017924i
-0.00043619-1.7148e-05i,-3.0294e-05+0.0020912i,9.8679e-06+0.0038003i,0.0010234+0.0026578i,0.0020595-0.00040478i,0.0020762-0.0021266i,0.001098-0.00175i,0.0011716-0.0014868i,0.00055647-0.0014685i,-0.00057435-0.00073891i,-0.00067318+0.00045161i,-0.00049273+0.00030336i,-0.00022351+0.00020955i,0.00046378+0.00024576i,0.00068757-0.00060857i,0.00047297-0.0015953i,0.00025456-0.0014994i,7.4794e-05-0.00082896i,0.00075365-0.00036075i,0.00045293-0.00035736i,0.00035676-0.00014175i,0.0010804+0.00048814i,0.0012277+0.00086564i
-0.00045421-0.00047813i,-0.00094536+0.00015011i,2.0846e-06-0.00022833i,0.0010539-0.0010827i,0.00065839-0.00094007i,-0.00025904-0.00083206i,-0.0007298-0.00056188i,-0.0004561-0.00055911i,-9.1362e-05-0.00083354i,5.6093e-05-0.0001705i,0.00017982+0.00042738i,0.00042265+0.00013148i,-1.4558e-05-0.00033093i,-0.00039659-0.00070416i,-0.00055519-0.00072479i,-0.00063867-0.00037214i,-0.0011793-0.00034866i,-0.0010557-0.00010321i,-0.00021046+0.00040427i,0.00027482+0.00054217i,0.00026946+0.00051212i,-0.0003479+0.00016441i,-9.6073e-05+0.00069807i
0.0012534-0.002391i,0.001226-0.0027561i,0.0015586-0.0020721i,0.00071347-0.0011131i,0.00056736-0.0017858i,0.001131-0.0016773i,0.0013531-0.0010209i,0.00074955-0.00087942i,0.00017049-0.0011085i,0.00053707-0.0014045i,0.00097436-0.00084901i,0.0009073-0.00023227i,0.00026374-1.2206e-05i,-0.00096066-2.984e-05i,-0.00068354-0.00061568i,-0.00018189-0.00028644i,6.7049e-05+0.00037042i,3.4799e-05+0.00064352i,-0.00027555+0.00075726i,-0.00044136+0.00069418i,-6.4697e-05+0.0011363i,0.0002231+0.0010755i,-5.0852e-05-0.00015473i
0.00087974+0.00053022i,0.00071459+0.0012527i,0.00064488+0.0010394i,0.0012277+8.4189e-05i,0.00075428+0.000774i,-0.00036711+0.0017917i,0.00030825+0.0020303i,0.0011705+0.0011318i,0.00039477-0.00087576i,-0.00011317-0.0018838i,0.0002384-0.0012674i,0.00017536-0.00076401i,-9.3122e-05-0.0005834i,-8.7354e-05-0.00048393i,-0.00025443-0.00010397i,-3.788e-05-0.00031867i,0.00023203-0.00094187i,0.00029466-0.00082215i,-0.00037733-0.00025432i,-4.8254e-05+0.00041632i,7.0538e-05+0.00029274i,-0.00055293-0.0002824i,-0.00037267-0.00049971i
-0.00042202+0.0002512i,-0.00074464+0.00011978i,-0.000462+0.0010368i,0.0022059+0.0016444i,0.0033806+0.00070978i,0.0027155+0.00052564i,0.0020015+0.00068529i,0.001559+0.00094374i,0.00031457+0.00026833i,-0.0012557-0.0010654i,-0.0014082-0.00073787i,-0.0010286-0.00010116i,-0.0003755-0.00014134i,0.00027424-0.00070293i,0.00056992-0.00022434i,0.00042073+0.00014573i,0.00034645+3.6335e-05i,-0.00011537+0.00042184i,-0.00043887-0.00030869i,-0.00053216-0.00020495i,-0.00050382+0.00047537i,-0.00034346+0.00080377i,-0.00059728+0.00046509i
0.0034049+0.0031313i,0.0044174+0.0027167i,0.0044584+0.0015059i,0.0036021-0.00060372i,0.0029623-0.0021004i,0.0020587-0.0025197i,0.0018524-0.0017095i,0.0016668-0.0013418i,0.00082015-0.0024133i,-9.4101e-05-0.0022855i,-0.00043529-0.0008653i,-0.00060537-0.00029891i,-0.0004104-0.00072266i,0.00032447-0.0011228i,0.00087688-0.0011172i,0.00031848-0.0013328i,0.0004041-0.0016577i,0.00097305-0.0011485i,-0.0003976-0.00074182i,-0.0015288-0.00053991i,-0.0010834-0.00035567i,-0.00033899-0.00051039i,-0.00013924-0.00029631i
-0.0012988+0.00060544i,-0.001995+0.000826i,-0.0025872+0.0011408i,-0.0021049+0.00045335i,-0.0011713-0.0010721i,-0.00044647-0.0010754i,0.00044474-0.00031384i,0.0010946-0.00040194i,0.00089304-0.00051125i,0.00060845+0.00013641i,0.00048221+0.00078508i,0.00050875+0.0015167i,0.0010024+0.0020237i,0.00083762+0.0006729i,0.00053263-0.00037179i,0.00060179-6.1401e-05i,0.00046881-0.00020671i,0.00051408-0.0002417i,0.00016224-0.00049639i,-0.0010069-0.00022854i,-0.00098227+0.00059989i,-0.00065852+0.00073716i,-0.00056241+0.00035955i
0.0022416-0.0011354i,0.0018495-0.0015239i,0.0009838-0.0014836i,0.00040543-0.00061841i,-0.00080074-0.00040851i,-0.00094574-0.0011568i,-0.00064767-0.0010686i,-0.00091442-0.00029606i,-0.00090028+0.00042498i,-0.0002271+0.00014699i,5.1478e-05-0.00041583i,0.00028421-0.00065845i,6.5663e-06-0.00098696i,-0.00079064-0.00073614i,-0.00095111-0.00064558i,-0.00040654-0.00025842i,-0.00043092+0.00039002i,-0.00019099+0.0007215i,0.00015661+0.00052045i,0.00088514-0.00015136i,0.001427+0.00045497i,0.0013998+0.00079778i,0.0016445+0.00020304i
-0.000807+0.0018993i,6.7232e-05+0.0022501i,0.0015126+0.0022754i,0.0028903+0.0012754i,0.0036611+0.00011005i,0.0029555-0.001289i,0.001329-0.0012036i,0.00044933-0.0003268i,0.00037196-0.0001337i,0.0015039-0.00070165i,0.0027678-0.0015707i,0.0021491-0.0010002i,0.00059687+0.00020393i,8.3646e-05+0.00052651i,-0.00046099-0.00029993i,-0.00087848-0.00032152i,-0.00041994+0.00057385i,0.00018061+0.00058743i,0.00018543+0.00055151i,0.00013158+0.00028616i,0.00066196-2.6788e-06i,0.0012681+0.00032325i,0.001077+0.00035158i
0.0018821+4.3529e-05i,0.000528+0.00014024i,-0.00051514-0.00032699i,0.00047312-0.00040112i,0.0011381+0.00075633i,0.00079795+0.0016703i,0.0017924+0.002279i,0.0025171+0.0013687i,0.0013817-0.00088172i,-0.00021263-0.0021654i,-0.00088397-0.001567i,-0.00036263-0.00088794i,0.00037215-0.00045903i,0.0005108+0.00043521i,7.6059e-05+0.00015068i,0.00067857-0.00084647i,0.0015463-0.00016558i,0.00064408-1.7436e-05i,-0.00038587-0.00054695i,-0.00070112-0.00031727i,-0.00079966-0.00013293i,-0.00079085-0.00013366i,-0.00089099-0.00037942i
-0.00084009-0.00057915i,-0.00094117-0.00080858i,-0.00058382-0.00046653i,-0.00020315-0.00049063i,-0.00020951-0.0017745i,0.00038813-0.0021665i,0.0016169-0.00033306i,0.00224+0.00054765i,0.0010079-0.00059416i,-0.0018531-0.001864i,-0.0029859-0.0020632i,-0.0015098-0.0010581i,-0.00050869-0.00041841i,-0.00035354+0.0001503i,0.00033323+0.00013667i,0.00082325-0.00024814i,0.00085023+4.6955e-05i,0.0010535-9.1899e-05i,0.0012449-0.00047585i,0.00096271-0.00032258i,0.00049199-0.00049735i,0.00019557-0.00074196i,0.00014763-0.00097458i
0.00035552+0.0010223i,-0.00038257+0.0017306i,-0.00049156+0.001721i,-0.00055111+0.00034189i,-0.00066518-0.0012352i,0.00079966-0.0018176i,0.00137-0.0015916i,0.00053727-0.0016617i,-0.00031474-0.0015765i,-0.0017211-0.00053333i,-0.0020604-9.2519e-05i,-0.00095513-3.9333e-05i,0.00027109-0.00040507i,0.00072062-0.00060591i,0.00037959+0.00032338i,0.00017076+0.00044353i,0.00031062+0.00039601i,9.7576e-05+0.00091571i,-7.209e-05+0.00052644i,0.00028145-0.00020055i,-3.9286e-05+4.037e-05i,-0.00012767+0.00068115i,0.00035286+0.00051582i
0.00011123-0.00017612i,0.00027551-0.0002994i,0.00060064+0.00053468i,0.0007342+0.0007145i,0.0014632+0.00090877i,0.0026429+0.00071865i,0.00334-0.00051406i,0.0035446-0.0016702i,0.0023819-0.0019892i,0.00096786+0.00043875i,0.00092985+0.0023118i,0.00080724+0.0019493i,-0.00036292+0.00081582i,-0.00051464-0.00019807i,0.00018564-0.00063333i,7.1685e-05-0.0011979i,8.0531e-05-0.00086621i,1.6046e-05+0.00022178i,4.5675e-05+0.00027972i,-5.576e-06+0.00062725i,-0.00033028+0.00071172i,-0.00023576+0.00040826i,-3.0405e-05+0.00078112i
-0.0020724+0.0062643i,-0.0031776+0.0063388i,-0.0013776+0.0073473i,0.0023856+0.0053967i,0.0040968+0.0016369i,0.0032018-0.0015905i,0.0010025-0.0013314i,8.1853e-05-0.00020161i,0.00015123-0.00044477i,0.00057653-0.00018517i,0.00097116+0.0010954i,0.0016118+0.00095957i,0.0017029+3.4448e-05i,0.00118-0.00097938i,0.0011533-0.0016327i,0.00088937-0.0014852i,1.1659e-05-0.0014731i,-0.00074325-0.0016915i,-0.0010017-0.0015031i,-0.00027349-0.00097922i,0.00017866-0.00046594i,0.00026931-0.00072244i,0.00058583-0.00091068i
0.0018252-0.0003488i,0.0021777-0.0012745i,0.0030292-0.0013614i,0.0027288-0.0023594i,0.0012798-0.0040698i,-0.00046983-0.003548i,-0.0011714-0.0017937i,-0.00094736-0.00078743i,-0.0004322-0.0015238i,0.00059329-0.0027654i,0.00081008-0.0027146i,0.00032838-0.0021614i,0.00016842-0.001851i,-0.00030644-0.00088259i,-0.00044949-0.0001505i,0.00013661-0.00035298i,0.0008232+0.00057795i,0.00046529+0.00077811i,-0.00044599+0.00025577i,-0.00052204+0.0010779i,-0.00034621+0.00091969i,-9.5844e-05-6.16e-05i,-0.00014125-0.0011743i
-0.00030621+0.0024867i,-0.00017938+0.0033609i,-0.00050965+0.0038898i,-0.0009967+0.0029521i,0.00025129+0.0010712i,0.0024332+0.00081268i,0.0031998+0.0010138i,0.0030167+0.00011995i,0.0016768-0.00047589i,0.00026899-0.00088949i,0.00045708-0.001734i,0.00029815-0.0016838i,-0.00046937-0.00042966i,-0.0016192+0.00035378i,-0.00073831+0.00041565i,6.454e-05+0.0006621i,0.00073845+0.00090687i,0.00080525+0.00060448i,-0.00031733+0.00076882i,3.1311e-05+0.00058925i,0.00071673+0.00041728i,0.00047979-0.00015388i,0.00021483+9.9321e-05i
-0.0016044-0.0013867i,-0.0020323-0.00090847i,-0.0016934-0.0010567i,-0.00093632-0.00074293i,-0.0012277+0.0014772i,-0.00063161+0.001689i,0.00098369+0.0012023i,0.0018679+0.00090883i,0.00028291+0.00014621i,-0.0027909+7.5845e-05i,-0.0038048+0.00060481i,-0.0026019+0.00013399i,-0.00091141-7.4045e-05i,0.0004422+0.0004974i,0.00060262-0.00010184i,0.0012379-0.00022878i,0.0016035-0.00014854i,0.00055138-0.00092714i,-0.0002849-0.0013315i,-0.0004927-0.00070179i,-0.000661-8.8345e-06i,-0.00056085+0.00033229i,-0.00052863+0.0004839i
0.0017302+0.00086555i,0.0017163-0.00029095i,0.002992+0.00036598i,0.0036441+0.00057017i,0.003918-0.0010585i,0.0026787-0.0025032i,0.0013115-0.0030174i,0.0012766-0.0028465i,0.0010795-0.0030554i,-0.00066088-0.0022194i,-0.0016192-0.00015939i,-0.00062805+0.00088847i,0.00028747+0.00068555i,0.00062991-5.6961e-05i,0.00093915-0.00080704i,0.0010308-0.0012978i,0.00090352-0.001578i,0.0010761-0.0014759i,0.0015712-0.0012362i,0.0015075-0.00058433i,0.00063377-0.00029151i,-0.00021679-0.00034373i,-0.00056324+0.00023672i
-0.00315-0.00084158i,-0.0029072+0.00076734i,-0.002322+0.00087412i,0.00012331+9.65e-05i,0.0016228-0.00078455i,0.0023301-0.0018897i,0.0024769-0.0026589i,0.001686-0.0034386i,0.001778-0.0025371i,0.0021246+0.00086143i,0.0024126+0.0031967i,0.0025092+0.0023335i,0.0016828-0.00014527i,0.00044147-0.0010156i,0.00038988-0.00068644i,0.00107-0.00093854i,0.0010628-0.0010554i,0.00042986-0.00057302i,5.1071e-05-0.00028262i,0.00014481-0.00041222i,0.00015568-0.00069636i,0.00021018-0.00031404i,-6.2046e-05+0.00028912i
-0.0013022+0.00085455i,-0.0029981-0.00037221i,-0.0030685+0.00073706i,-0.0022205+0.0011743i,-0.0014557+0.00042205i,-0.00049787+0.0014976i,0.0001904+0.0023453i,-9.6839e-05+0.0016205i,-0.00086068+0.0012699i,-0.0011009+0.0011888i,-0.00018597+0.00072148i,1.3239e-05+0.00085998i,-0.0007055+0.00094393i,-0.00087198+0.0004033i,-0.00051452+0.0001833i,-0.00024659-0.00046228i,-0.00013634-5.9983e-05i,2.1354e-05+0.00083992i,-0.00016391+0.00024312i,0.00013555-0.00070075i,0.0004792-0.00021161i,0.00071255+0.00039555i,0.00072416+0.00061603i
0.0032286-0.0034071i,0.0035847-0.0044033i,0.0026225-0.0045031i,0.00080348-0.0030875i,-0.00041976-0.0013137i,-0.00094737+0.00019168i,-0.0014098+0.0013401i,-0.0018405+0.00048204i,-0.0018375-0.0017506i,-0.001217-0.0041885i,-0.00043753-0.0052158i,-0.00073805-0.0043872i,-0.0016692-0.0031956i,-0.0019193-0.0014453i,-0.0010451-0.00013386i,-0.00041585-4.4729e-05i,-0.00013488-7.1701e-05i,0.00011777+0.00026056i,0.00037229+0.0004127i,0.00038622+0.0011358i,-0.00054654+0.0005199i,-0.0011925-0.00045813i,-0.0010289-0.00018969i
-0.00068627+0.0050856i,-0.00045355+0.005089i,0.0014564+0.0050657i,0.0035429+0.0027115i,0.0037918-0.0005045i,0.0034344-0.0023114i,0.003253-0.0013928i,0.0040785-0.00021531i,0.0037899-0.0012355i,0.0024248-0.0027423i,0.0014366-0.0032587i,0.00077872-0.0026887i,0.00090966-0.0011418i,0.00080002+0.00026102i,6.0547e-05+0.0013254i,-3.8319e-05+0.0011566i,6.7764e-05+0.00063758i,-0.0004789+0.00030929i,-0.00093599+0.00010881i,-0.00050745-0.0001137i,-0.00038859-0.00011684i,-0.00018366+0.00052912i,0.00087882+0.00073016i
0.0010595+0.00056041i,0.0013444+0.00049617i,0.0014805+0.00036345i,0.0013569-0.00046307i,0.0023953-0.0017231i,0.0033382-0.001255i,0.0046471+0.00068157i,0.0050998+0.0010699i,0.0029791+0.00067395i,0.00014203+0.00055329i,-0.0016401+7.2384e-05i,-0.0016613+0.00050441i,-0.00070386+0.00097018i,-0.00031451+0.00065178i,0.00047091+0.0011329i,0.0014086+0.00087576i,0.0014853-0.00096157i,0.0011443-0.0019621i,0.0011653-0.0012803i,0.0014386-0.00020778i,0.0013073+0.00054072i,0.00076231+0.00034572i,0.00019518-0.00028682i
-0.00091512-0.0014743i,-0.00062382-0.00054791i,-0.0016017-0.00047975i,-0.0019587+0.00012558i,-0.0007248-0.0002895i,0.00018398+0.00016129i,0.00035316-3.8171e-05i,0.00011441-0.0022349i,-0.001177-0.00326i,-0.0031736-0.0020501i,-0.0033488+0.00095093i,-0.0021463+0.0022889i,-0.0012794+0.00084742i,-0.00051129-0.00075316i,0.00033161-0.001456i,0.00050026-0.0012144i,-3.4477e-05-0.00086276i,-0.00036349-0.00059892i,0.00031364-0.00019595i,0.00019791+0.0006619i,4.0745e-05+0.00092296i,0.00011925+0.00089721i,0.00025019+0.00061536i
0.001524+0.0021721i,0.001184+0.0031225i,0.0028983+0.0026933i,0.0029664-1.012e-05i,0.0013939-0.0027682i,0.00028765-0.0040596i,-0.00065494-0.0046239i,-0.0012173-0.0056433i,-0.00081075-0.0055817i,-0.00016801-0.0033825i,0.00083193-0.00093263i,0.0024269-0.00041741i,0.0023414-0.00055362i,0.0012474-0.00072423i,0.0007871-0.0017105i,0.00056023-0.0022982i,1.1676e-05-0.0012169i,-0.00078338-0.00037956i,-7.5102e-05-0.00044665i,0.0013598-0.00043327i,0.001201-0.00049683i,0.00042403-0.00017277i,-0.00022947-0.00060714i
0.003906-0.00022649i,0.0046086-0.00039934i,0.0061767-0.0011692i,0.0041711-0.001689i,0.001279-0.0025207i,0.000619-0.0019683i,0.0010088+0.00046869i,0.00057785+0.0015451i,-0.00013682+0.00085812i,0.00085142+0.00045279i,0.0023939-0.00015092i,0.0023063-0.00095822i,0.0010901-0.0006487i,0.00041506-0.00046704i,0.00065767-0.0005093i,0.00044517-0.00065405i,-0.00012631-0.00076015i,-3.627e-05-0.0006909i,-1.0209e-05-0.00037154i,-0.00064041-0.00011726i,-0.00092121-0.00019867i,-0.00048275-0.0010646i,9.0783e-05-0.00096315i
0.00085034+0.00096856i,0.00011819+0.0014963i,-0.00019633+0.0019375i,0.00092843+0.0015513i,0.0014209+0.0003762i,0.00039739+0.0016372i,-0.00079961+0.0052524i,-0.0016863+0.0059822i,-0.00076966+0.0037547i,0.00093938+0.0014314i,0.0017757-0.0011958i,0.0011369-0.0029767i,0.00016936-0.0018651i,6.926e-05+2.6261e-07i,-0.0001528-0.00024319i,-0.00029485-0.00076513i,-0.00019581-0.00055812i,0.00021965-0.00011439i,0.00018424+2.6007e-05i,0.00027796-0.00026766i,0.00070179-0.000479i,-1.4561e-05-0.00058021i,-0.0007083-0.00018055i
0.00067023-0.00035906i,0.0015217+0.00056715i,0.0016896+0.0012578i,0.0012965+0.0010426i,0.00044018-0.00014122i,-5.9721e-05-0.00082102i,0.0011058+0.00065606i,0.0030342+0.0016153i,0.0032953+0.00015102i,0.0013773-0.002057i,-0.00056082-0.0028962i,-0.0012223-0.0024421i,-0.00058664-0.0011272i,-0.00039829-0.001105i,-0.00077678-0.0011906i,-0.00033407+0.00076227i,0.00084212+0.0018104i,0.00081664+0.0016209i,0.00028436+0.0014569i,0.00034923+0.0013531i,0.0004262+0.00096015i,-8.8828e-05+0.00060353i,-0.00055587+6.4206e-05i
